ÈÕÆÚ,000657.SZ,000831.SZ,000960.SZ,002149.SZ,002167.SZ,002378.SZ,002428.SZ,002460.SZ,002466.SZ,002716.SZ,002842.SZ,300618.SZ,600111.SH,600259.SH,600392.SH,600456.SH,600459.SH,600549.SH,600711.SH,601958.SH,603399.SH,603663.SH,603799.SH,603993.SH,000657.SZ,000831.SZ,000960.SZ,002149.SZ,002167.SZ,002378.SZ,002428.SZ,002460.SZ,002466.SZ,002716.SZ,002842.SZ,300618.SZ,600111.SH,600259.SH,600392.SH,600456.SH,600459.SH,600549.SH,600711.SH,601958.SH,603399.SH,603663.SH,603799.SH,603993.SH,000657.SZ,000831.SZ,000960.SZ,002149.SZ,002167.SZ,002378.SZ,002428.SZ,002460.SZ,002466.SZ,002716.SZ,002842.SZ,300618.SZ,600111.SH,600259.SH,600392.SH,600456.SH,600459.SH,600549.SH,600711.SH,601958.SH,603399.SH,603663.SH,603799.SH,603993.SH,000657.SZ,000831.SZ,000960.SZ,002149.SZ,002167.SZ,002378.SZ,002428.SZ,002460.SZ,002466.SZ,002716.SZ,002842.SZ,300618.SZ,600111.SH,600259.SH,600392.SH,600456.SH,600459.SH,600549.SH,600711.SH,601958.SH,603399.SH,603663.SH,603799.SH,603993.SH,000657.SZ,000831.SZ,000960.SZ,002149.SZ,002167.SZ,002378.SZ,002428.SZ,002460.SZ,002466.SZ,002716.SZ,002842.SZ,300618.SZ,600111.SH,600259.SH,600392.SH,600456.SH,600459.SH,600549.SH,600711.SH,601958.SH,603399.SH,603663.SH,603799.SH,603993.SH,000657.SZ,000831.SZ,000960.SZ,002149.SZ,002167.SZ,002378.SZ,002428.SZ,002460.SZ,002466.SZ,002716.SZ,002842.SZ,300618.SZ,600111.SH,600259.SH,600392.SH,600456.SH,600459.SH,600549.SH,600711.SH,601958.SH,603399.SH,603663.SH,603799.SH,603993.SH
2017/10/31,0.538,0.5385,0.7994,1.1566,-0.6458,1.2311,-0.1869,3.7664,5.6305,0.8952,1.7216,10,2.1097,1.0585,2.6985,0.0459,0.9221,1.9104,2.2619,1.3072,1.546,0.3532,8.3143,4.519,1.2263,1.2339,0.9669,1.0825,1.6072,0.9305,1.1265,5.9795,4.1235,0.612,4.7515,16.2899,1.4472,1.1548,3.6515,0.9235,0.9638,1.4627,2.8154,0.3261,0.503,1.3436,10.1642,1.2235,3212064769,12820085668,16774697537,4836619195,5261248737,9869456510,6877743972,45522103434,75120353922,5966967588,1196500000,6718800000,52752118320,10511118105,18623169390,9379792260,5712802772,24593562760,12859679300,25006184100,7214171878,1254640633,25762701840,92878249112,618.0694,689.6637,170.0415,227.9319,262.8275,209.6605,-67.5815,137.5197,49.9661,74.9087,83.8004,403.6833,580.743,459.8134,-813.308,254.4561,68.8119,205.0503,68.1976,463.9528,267.2392,87.2128,812.9485,155.1706,2.7634,6.4375,2.9403,2.8405,6.2222,5.0691,4.7338,25.664,16.4552,5.1555,10.2742,71.9114,6.3583,6.2653,22.3982,2.7382,3.095,4.6451,3.2073,1.9648,4.1839,8.0534,12.9409,8.2648,1.5825,28.6331,0.6924,3.9865,8.0875,7.5335,23.381,22.4531,19.3495,1.3786,6.696,36.1705,10.3169,2.9078,19.4868,3.7363,0.5303,3.5344,1.0118,2.46,5.7156,12.3536,11.512,22.2843
2017/11/1,0.3058,0.7651,0.3605,1.4072,0.5571,-0.2806,-0.5618,-0.3538,0.1843,0.3653,1.9641,4.8848,-0.1377,-0.0998,0.4548,0.2752,5.0251,1.2978,0.5821,0.7742,-1.4533,-0.6648,3.4011,1.1158,1.2822,1.0836,1.0179,1.5078,1.5662,1.1234,1.0818,4.717,2.8635,1.0954,6.7863,18.301,1.3424,1.5142,4.1217,0.9417,3.3919,1.8746,3.0595,0.3063,0.3375,1.3457,11.4571,1.4622,3221887597,12918173546,16835168689,4904680679,5290559315,9841759251,6839104961,45361027620,75258769947,5988767574,1220000000,7047000000,52679457000,10500633199,18707862934,9405608202,5999878289,24912729400,12934531915,25199780364,7109329242,1246299260,26638910400,93914547568,619.9596,694.9404,170.6545,231.1394,264.2917,209.0721,-67.2019,137.0331,50.0581,75.1824,85.4463,423.4024,579.9431,459.3547,-817.0067,255.1564,72.2698,207.7114,68.5946,467.5447,263.3555,86.6329,840.5975,156.9019,2.7719,6.4867,2.9509,2.8805,6.2568,5.0549,4.7072,25.5732,16.4856,5.1744,10.476,75.4241,6.3495,6.2591,22.5001,2.7457,3.2505,4.7054,3.226,1.98,4.1231,7.9999,13.381,8.357,1.5874,28.8522,0.6949,4.0426,8.1326,7.5124,23.2497,22.3737,19.3851,1.3836,6.8275,37.9374,10.3027,2.9049,19.5754,3.7465,0.5569,3.5803,1.0177,2.4791,5.6326,12.2714,11.9035,22.533
2017/11/2,-0.3811,-3.7206,0.5029,-3.0356,0.1847,-0.8443,-1.7891,-1.1455,1.4714,0.416,-1.8852,-3.1503,-1.2414,-1.1483,-5.3823,-0.0457,6.1766,-1.1744,-1.5046,-0.3841,-0.7725,-0.6693,-1.8228,-3.3103,1.2673,1.3577,1.0582,1.6743,1.6231,0.9174,0.911,5.0414,3.2653,1.7581,6.536,15.5906,1.3905,1.0782,4.0423,0.7852,7.3065,1.6773,2.5112,0.3077,0.4686,1.2736,7.1663,1.1248,3209609062,12437542943,16919828302,4755796183,5300329507,9758667475,6716748093,44841428220,76366098144,6013681844,1197000000,6825000000,52025505120,10380056782,17700950794,9401305545,6370466682,24620159980,12739915116,25102982232,7054411670,1237957887,26153333520,90805652200,617.5969,669.0846,171.5127,224.123,264.7798,207.307,-65.9996,135.4634,50.7947,75.4951,83.8354,410.0641,572.7438,454.0801,-773.033,255.0397,76.7336,205.2721,67.5625,465.7488,261.3211,86.0531,825.275,151.7079,2.7613,6.2454,2.9658,2.793,6.2684,5.0122,4.623,25.2802,16.7281,5.1959,10.2785,73.048,6.2707,6.1872,21.289,2.7445,3.4513,4.6502,3.1774,1.9724,4.0913,7.9463,13.1371,8.0804,1.5813,27.7787,0.6984,3.9199,8.1476,7.4489,22.8337,22.1174,19.6703,1.3894,6.6988,36.7423,10.1748,2.8716,18.5218,3.7448,0.5913,3.5383,1.0024,2.4696,5.5891,12.1893,11.6865,21.7871
2017/11/3,2.2953,-4.1009,1.2866,0.3578,-2.0276,-1.2299,-1.9175,0.9386,-2.2657,-2.1233,-1.0443,2.4176,-3.6313,-2.8788,-6.5391,0.6865,-1.3519,-5.1134,-4.5828,-3.3419,-0.4246,-0.9909,0.5809,-1.5692,2.6933,1.777,2.3186,1.0131,1.0368,1.0047,1.1576,5.4261,2.9849,1.336,4.7755,16.3823,2.0403,1.5059,5.0928,1.0239,4.1454,3.3217,3.2204,0.4418,0.3758,1.2381,5.3025,0.9128,3283280272,11927485977,17137524448,4772811554,5192857388,9638646021,6587951389,45262303734,74635897836,5885996212,1184500000,6990000000,50136310800,10081236965,16543472353,9465845400,6284344027,23361224900,12156064717,24264065088,7024456631,1225691162,26305245840,89380741823,631.7728,641.6458,173.7194,224.9249,259.411,204.7573,-64.734,136.7349,49.6438,73.8922,82.9599,419.9777,551.9458,441.0081,-722.4838,256.7905,75.6962,194.7756,64.4662,450.1839,260.2115,85.2004,830.0686,149.3274,2.8247,5.9892,3.0039,2.803,6.1413,4.9505,4.5344,25.5175,16.3491,5.0856,10.1712,74.814,6.043,6.0091,19.8969,2.7633,3.4047,4.4124,3.0318,1.9065,4.0739,7.8676,13.2134,7.9536,1.6176,26.6395,0.7074,3.9339,7.9824,7.3573,22.3959,22.325,19.2247,1.3599,6.6289,37.6305,9.8053,2.7889,17.3107,3.7705,0.5833,3.3573,0.9564,2.387,5.5653,12.0685,11.7544,21.4452
2017/11/6,1.7203,1.727,1.976,0.713,1.9755,2.7778,1.173,-1.2743,-1.7618,-1.7989,1.9417,-3.5451,2.4638,2.2881,1.934,1.4545,1.7027,1.6319,2.0936,0.266,4.0512,0.6005,-4.3209,-0.1449,2.1812,1.0832,2.3336,0.8595,1.0672,1.1047,0.8534,3.9339,2.8062,1.3971,5.5064,17.0492,1.516,1.162,2.9763,0.8714,3.2627,1.8011,2.3053,0.2683,0.7339,0.9728,7.4959,0.7802,3339761534,12133470521,17476162899,4806842296,5295444411,9906386188,6665229411,44685548400,73320945602,5780110566,1207500000,6742200000,51371553240,10311904894,16863425743,9603530424,6391344902,23742451720,12410563608,24328597176,7309029501,1233051197,25168616160,89251204516,642.641,652.7268,177.1521,226.5287,264.5358,210.445,-65.4934,134.9925,48.7692,72.5629,84.5708,405.0892,565.5445,451.0987,-736.4567,260.5257,76.9851,197.9541,65.8159,451.3812,270.7531,85.712,794.202,149.1109,2.8733,6.0927,3.0633,2.823,6.2626,5.0881,4.5876,25.1923,16.0611,4.9941,10.3687,72.1618,6.1919,6.1466,20.2817,2.8035,3.4626,4.4844,3.0953,1.9116,4.2389,7.9148,12.6425,7.9421,1.6454,27.0996,0.7213,3.9619,8.1401,7.5617,22.6586,22.0405,18.886,1.3354,6.7576,36.2965,10.0469,2.8527,17.6455,3.8254,0.5932,3.4121,0.9764,2.3934,5.7908,12.141,11.2465,21.4141
2017/11/7,-0.6618,0.2425,-0.5536,1.2389,1.9373,0.466,0.6763,-0.7791,0.8091,2.9095,0.207,1.7709,1.2023,1.1439,1.7299,-1.8817,-1.3475,1.0829,-0.4825,0.6631,3.0055,-0.2786,-0.776,0.1451,1.5482,1.1937,1.7392,1.338,1.6838,0.9962,0.9652,4.1427,1.9774,1.7498,6.0128,13.2016,2.0478,1.4152,3.4371,1.1365,3.2239,2.2188,2.5212,0.3617,1.2705,1.1799,6.1278,0.8301,3317660171,12162896884,17379409056,4866396095,5398031434,9952548286,6710308258,44337416802,73914157136,5948281886,1210000000,6861600000,51989174460,10429860084,17155147952,9422818830,6305222247,23999558180,12350681516,24489927396,7528699787,1229616514,24973300320,89380741823,638.3882,654.3098,176.1713,229.3352,269.6605,211.4257,-65.9363,133.9408,49.1638,74.6741,84.7459,412.2631,572.3438,456.2587,-749.1968,255.6233,75.9477,200.0978,65.4983,454.3744,278.8905,85.4733,788.0387,149.3274,2.8543,6.1075,3.0463,2.858,6.3839,5.1118,4.6186,24.9961,16.191,5.1394,10.3901,73.4398,6.2663,6.2169,20.6326,2.7507,3.416,4.5329,3.0804,1.9243,4.3663,7.8928,12.5443,7.9536,1.6345,27.1653,0.7173,4.011,8.2978,7.5969,22.8118,21.8688,19.0388,1.3743,6.7716,36.9393,10.1677,2.8854,17.9507,3.7534,0.5852,3.4491,0.9717,2.4092,5.9648,12.1072,11.1592,21.4452
2017/11/8,-0.3701,0.5645,-1.4614,-0.3497,-0.4525,0.8349,0.4798,2.5313,4.3339,-1.0995,0.7851,1.7095,0.559,0.4775,0.384,-0.0457,-0.9934,1.2191,1.2121,0.6588,0,0.7183,1.4338,0.2899,1.2792,1.2799,1.3487,1.2803,1.3763,1.2805,1.0177,6.4941,4.0234,0.9088,7.7757,12.3829,2.0106,1.5182,3.5327,1.24,2.4765,2.538,2.4137,0.3063,1.0729,1.4975,5.8448,1.0728,3305381635,12231558399,17125430218,4849380724,5373605952,10035640062,6742507433,45459751506,77117499420,5882881928,1219500000,6978900000,52279819740,10479663387,17221020709,9418516173,6242587589,24292127600,12500386747,24651257616,7528699787,1238448556,25331379360,89639816437,636.0256,658.0035,173.5968,228.5333,268.4403,213.1908,-66.2527,137.3314,51.2944,73.8531,85.4112,419.3108,575.5435,458.4374,-752.0736,255.5066,75.1932,202.5371,66.2922,457.3677,278.8905,86.0872,799.338,149.7602,2.8437,6.1419,3.0018,2.848,6.355,5.1544,4.6408,25.6288,16.8927,5.0829,10.4717,74.6952,6.3013,6.2466,20.7118,2.7495,3.382,4.5882,3.1177,1.9369,4.3663,7.9495,12.7242,7.9766,1.6285,27.3187,0.7069,3.997,8.2602,7.6603,22.9213,22.4224,19.8639,1.3592,6.8247,37.5708,10.2246,2.8991,18.0197,3.7517,0.5794,3.4911,0.9835,2.4251,5.9648,12.1941,11.3192,21.5073
2017/11/9,0.9658,0.401,0.0706,1.7544,-0.4545,0.46,0.0955,-1.8174,-1.7436,0.2647,5.2686,-1.6421,0,-0.2001,0.0546,1.2791,3.1773,-0.7299,-1.1976,-0.3927,0.5968,-0.2377,-1.9812,-0.578,1.2073,0.9176,1.0467,1.3907,1.1878,1.2447,0.8452,4.5842,3.0561,0.7409,16.1997,13.5317,1.1982,0.9552,2.271,1.0315,5.6625,1.6662,2.0849,0.2249,0.6481,1.2489,5.281,0.698,3337305827,12280602338,17137524448,4934457578,5349180470,10081802160,6748947269,44633588460,75772886610,5898453347,1283750000,6864300000,52279819740,10458693575,17230431103,9538990569,6440930673,24114812800,12350681516,24554459484,7573632345,1235504542,24829526160,89121667209,642.1685,660.6419,173.7194,232.5427,267.2202,214.1715,-66.316,134.8356,50.4001,74.0486,89.9112,412.4253,575.5435,457.5201,-752.4845,258.7748,77.5823,201.0587,65.4983,455.5717,280.5549,85.8826,783.5019,148.8945,2.8712,6.1666,3.0039,2.8979,6.3262,5.1781,4.6452,25.1631,16.5982,5.0963,11.0234,73.4687,6.3013,6.2341,20.7231,2.7847,3.4895,4.5547,3.0804,1.9293,4.3924,7.9306,12.4721,7.9305,1.6442,27.4282,0.7074,4.0671,8.2227,7.6956,22.9432,22.0149,19.5175,1.3628,7.1843,36.9538,10.2246,2.8933,18.0295,3.7997,0.5978,3.4656,0.9717,2.4156,6.0004,12.1651,11.095,21.383
2017/11/10,-1.0302,-1.278,-1.0586,-1.9828,-1.0959,-1.8315,-0.7634,-0.8382,0.2088,-1.1088,-0.5063,4.8905,-0.5559,-1.1779,-1.2015,-1.2179,-1.3776,1.1029,-0.2424,0,-0.2637,-0.4766,0.2841,-1.7442,1.3926,1.0543,1.4311,1.5176,1.3978,0.9947,0.8389,3.6966,2.303,0.8762,9.9116,15.0136,1.2723,1.0669,2.4295,0.9425,3.0617,1.7335,1.9847,0.2631,0.4684,1.5947,6.5771,0.7633,3302925928,12123661733,16956110993,4836619195,5290559315,9897153768,6697428587,44259476892,75931076352,5833053389,1277250000,7200000000,51989174460,10335495932,17023402438,9422818830,6352198240,24380785000,12320740470,24554459484,7553662319,1229616514,24900056880,87567219525,635.5531,652.1992,171.8805,227.9319,264.2917,210.2489,-65.8097,133.7054,50.5053,73.2275,89.4559,432.5951,572.3438,452.1307,-743.4432,255.6233,76.5135,203.2763,65.3395,455.5717,279.8152,85.4733,785.7275,146.2975,2.8416,6.0877,2.9721,2.8405,6.2568,5.0833,4.6097,24.9521,16.6328,5.0398,10.9676,77.0617,6.2663,6.1607,20.4742,2.7507,3.4414,4.6049,3.0729,1.9293,4.3808,7.8928,12.5076,7.7922,1.6273,27.0777,0.6999,3.9865,8.1326,7.5546,22.7681,21.8303,19.5583,1.3477,7.1479,38.7611,10.1677,2.8592,17.8129,3.7534,0.5896,3.5039,0.9694,2.4156,5.9846,12.1072,11.1265,21.0101
2017/11/13,-0.1487,2.3463,1.1412,-0.8795,-0.1847,1.4925,2.4038,-3.6394,-4.7266,1.3881,4.2278,1.9292,3.6338,2.1557,3.1509,2.1005,-0.4108,2.5091,1.5796,-0.1314,0.0661,0.3591,-3.2356,-0.7396,1.4589,1.6349,1.4615,1.4768,1.1757,1.2422,1.5745,7.201,4.1022,1.4431,16.3134,15.2186,2.9645,1.6777,4.0106,1.2095,2.9736,3.0706,2.7222,0.3789,0.5465,1.4107,7.4361,1.1613,3298014514,12408116580,17149618679,4794080768,5280789122,10044872481,6858424467,42648718752,72342146571,5914024765,1331250000,7338900000,53878368780,10558300181,17559794887,9620741052,6326100466,24992521060,12515357270,24522193440,7558654826,1234032535,24094379040,86919532990,634.608,667.5016,173.842,225.9272,263.8036,213.387,-67.3917,128.8394,48.1181,74.244,93.238,440.9405,593.1418,461.8774,-766.8684,260.9925,76.1992,208.3767,66.3716,454.9731,280.0001,85.7803,760.3041,145.2154,2.8374,6.2306,3.0061,2.8155,6.2453,5.1592,4.7205,24.044,15.8467,5.1098,11.4313,78.5483,6.494,6.2935,21.1193,2.8085,3.4273,4.7205,3.1214,1.9268,4.3837,7.9211,12.1029,7.7346,1.6249,27.713,0.7079,3.9514,8.1176,7.6674,23.3154,21.0359,18.6339,1.3664,7.4501,39.5088,10.5372,2.9209,18.3741,3.8322,0.5872,3.5918,0.9847,2.4124,5.9886,12.1506,10.7665,20.8547
2017/11/14,-2.0104,1.8972,0.5642,2.0408,-2.0352,-2.7574,0.7512,-6.0307,-5.8904,-0.2106,-2.0657,-8.1061,0.6743,-1.0924,-1.7685,2.5939,4.2492,-0.674,-1.555,0.1316,3.3025,-1.7495,-5.8208,0.7452,1.3872,1.8184,1.6619,1.8473,1.2655,1.0655,1.6543,8.2028,4.2304,1.0507,12.4223,19.6193,3.1726,1.6899,3.9775,1.6832,6.6693,2.5588,2.5632,0.4567,1.8007,1.9274,8.2513,1.1925,3231710425,12643527487,17246372522,4891919151,5173317003,9767899894,6909943148,40076701722,68080910385,5901567630,1303750000,6744000000,54241675380,10442966217,17249251890,9870295158,6594907540,24824072000,12320740470,24554459484,7808280150,1212443099,22691902800,87567219525,621.8497,680.1656,174.8228,230.538,258.4348,207.5031,-67.8979,121.0695,45.2838,74.0877,91.3119,405.1974,597.1414,456.8321,-753.3065,267.7625,79.437,206.9722,65.3395,455.5717,289.2471,84.2795,716.0486,146.2975,2.7803,6.3488,3.023,2.873,6.1182,5.0169,4.756,22.594,14.9132,5.099,11.1952,72.1811,6.5378,6.2247,20.7458,2.8814,3.5729,4.6887,3.0729,1.9293,4.5285,7.7826,11.3984,7.7922,1.5922,28.2388,0.7119,4.0321,7.9524,7.456,23.4905,19.7672,17.5362,1.3635,7.2962,36.3062,10.6082,2.889,18.0492,3.9316,0.6121,3.5676,0.9694,2.4156,6.1863,11.9381,10.1398,21.0101
2017/11/15,-2.1277,-4.3445,-5.7504,-1.6522,-1.8886,-4.5369,5.9646,-6.5604,-6.5495,1.2665,-2.5695,-4.3639,-5.4923,-3.8906,-7.8014,1.8745,0.1583,-7.0357,-5.1033,-3.0223,0.2558,-0.0809,-7.4238,-5.3254,1.7214,2.0698,2.5578,1.0966,1.5364,1.3635,4.6328,8.7431,5.5247,1.9331,8.5074,21.7931,2.7028,1.9488,5.5623,1.8877,4.6424,4.3478,3.4249,0.3417,1.0182,0.8795,11.172,1.4308,3162950629,12094235370,16254645631,4811096139,5075615076,9324743756,7322092600,37447528758,63621937022,5976310439,1270250000,6449700000,51262561260,10036676115,15903565573,10055309409,6605346650,23077521220,11691978502,23812340472,7828250176,1211461761,21007303680,82903876474,608.6188,650.6162,164.7699,226.7291,253.5541,198.089,-71.9478,113.1269,42.3179,75.026,88.9657,387.5151,564.3446,439.0587,-694.5379,272.7816,79.5628,192.4102,62.0051,441.8028,289.9869,84.2113,662.8907,138.5065,2.7212,6.073,2.8492,2.8255,6.0026,4.7893,5.0397,21.1118,13.9365,5.1636,10.9075,69.0312,6.1787,5.9825,19.1273,2.9354,3.5786,4.3588,2.9161,1.871,4.5401,7.7763,10.5522,7.3772,1.5583,27.012,0.6709,3.9655,7.8022,7.1177,24.8916,18.4704,16.3877,1.3808,7.1087,34.7218,10.0256,2.7766,16.6411,4.0053,0.6131,3.3166,0.9199,2.3426,6.2021,11.9284,9.387,19.8912
2017/11/16,0.7764,0.0811,-2.2321,-1.4147,-1.3474,-0.9901,-1.0554,-1.0129,0.8081,-1.4591,2.7357,-2.642,-1.0631,0.2873,-0.2959,-1.1981,-4.5832,-1.7288,-0.8963,-2.981,-0.1913,-2.1061,0.3874,-3.75,0.9537,0.9156,1.4318,1.093,1.2515,0.7852,2.2249,4.8285,2.7889,1.0805,11.9656,11.1925,1.2719,0.8276,2.4964,1.0649,3.5098,2.271,1.7722,0.5006,1.0791,1.4425,5.7144,1.2395,3187507699,12104044158,15891818719,4743034655,5007223728,9232419560,7244814578,37068221196,64136053684,5889110496,1305000000,6279300000,50717601360,10065509606,15856513604,9934835013,6302612469,22678562920,11587184841,23102487504,7813272657,1185946973,21088685280,79794981106,613.3441,651.1438,161.092,223.5216,250.1376,196.1277,-71.1884,111.981,42.6599,73.9313,91.3995,377.277,558.3452,440.3201,-692.483,269.5133,75.9163,189.0839,61.4493,428.6325,289.4321,82.4377,665.4587,133.3125,2.7423,6.0779,2.7856,2.7855,5.9217,4.7419,4.9865,20.8979,14.0491,5.0883,11.2059,67.2074,6.1131,5.9997,19.0707,2.9002,3.4145,4.2834,2.8899,1.8153,4.5314,7.6125,10.5931,7.1006,1.5704,27.0339,0.6559,3.9094,7.697,7.0472,24.6289,18.2834,16.5201,1.3606,7.3032,33.8045,9.919,2.7846,16.5919,3.9573,0.585,3.2592,0.9117,2.2727,6.1903,11.6772,9.4234,19.1453
2017/11/17,-5.2388,-5.8347,-4.8706,-5.1121,-8.3902,-5.8,-4.3556,-3.4202,0.3854,0.7403,-9.8276,-6.5931,-5.8739,-3.6979,-7.003,-7.7956,-6.9979,-6.9977,0.646,-2.3743,-4.345,-6.2888,-1.9038,-1.9481,1.887,1.6082,1.9413,1.8425,3.461,1.3878,1.6869,5.4402,2.9988,1.8471,14.5401,14.2433,2.2422,1.4094,4.4174,2.558,4.7055,3.3261,2.2462,0.4962,0.96,2.3579,6.4478,0.914,3020519622,11397811435,15117787975,4500565619,4587105444,8696939226,6929262654,35800398660,64383225157,5932710468,1176750000,5865300000,47738487240,9693295449,14746087132,9160356753,5861560085,21091595460,11662037456,22553964756,7473782216,1111365285,20687202720,78240533422,581.2121,613.1516,153.2458,212.095,229.1504,184.7523,-68.0878,108.151,42.8243,74.4786,82.4171,352.4028,525.5484,424.0374,-643.9887,248.5032,70.6037,175.8525,61.8463,418.4555,276.8561,77.2534,652.7898,130.7155,2.5986,5.7233,2.6499,2.6431,5.4249,4.4669,4.7693,20.1832,14.1033,5.1259,10.1046,62.7764,5.754,5.7779,17.7352,2.6741,3.1756,3.9837,2.9086,1.7722,4.3345,7.1337,10.3914,6.9623,1.4881,25.4565,0.624,3.7095,7.0512,6.6385,23.5562,17.658,16.5838,1.3707,6.5855,31.5757,9.3364,2.6816,15.4299,3.6488,0.5441,3.0312,0.9175,2.2188,5.9213,10.9428,9.244,18.7723
2017/11/20,1.9512,0.9466,2.24,-0.6616,4.1534,2.1231,-0.3717,5.9361,4.6529,1.8373,0.6798,9.5034,1.1416,1.4332,1.6592,-5.1198,0.4452,1.5132,1.5404,1.1445,1.336,-1.1921,6.5696,2.9801,1.7543,0.8666,1.393,0.9303,1.897,1.0354,1.486,6.1521,2.8199,1.8557,9.1916,14.5658,1.336,0.9335,2.4981,2.5851,2.099,1.9019,2.269,0.3545,0.6517,1.1258,7.2847,0.9211,3079456591,11505708101,15456426426,4470788720,4777624201,8881587617,6903503313,37925560206,67378943404,6041710397,1184750000,6422700000,48283447140,9832220451,14990757371,8691367140,5887657860,21410762100,11841683733,22812093108,7573632345,1098117222,22046275440,80572204948,592.5528,618.956,156.6785,210.6917,238.6679,188.6749,-67.8347,114.571,44.8169,75.847,82.9774,385.8928,531.5478,430.1147,-654.6739,235.7804,70.918,178.5135,62.799,423.2447,280.5549,76.3325,695.6757,134.611,2.6493,5.7775,2.7093,2.6256,5.6502,4.5617,4.7516,21.3813,14.7595,5.2201,10.1733,68.7422,5.8197,5.8607,18.0295,2.5372,3.1897,4.044,2.9534,1.7924,4.3924,7.0487,11.0741,7.1698,1.5172,25.6975,0.638,3.685,7.3441,6.7794,23.4686,18.7062,17.3554,1.3959,6.6303,34.5765,9.443,2.72,15.686,3.462,0.5465,3.077,0.9317,2.2442,6.0004,10.8124,9.8513,19.3317
2017/11/21,-1.1962,-1.023,-0.5477,-2.4738,0.3067,-1.2474,-0.4664,-0.1644,-0.4842,0.0515,-4.1781,1.1023,-0.9782,0.1333,0.5022,-3.8119,-1.0638,-1.0352,-1.7699,-1.1315,1.9776,0.2681,1.1074,-1.7685,1.0198,0.9116,0.848,1.3164,1.1192,0.7364,1.2219,4.6516,2.1782,2.0776,8.1617,13.4753,1.1073,0.9455,2.1287,1.8285,1.8724,1.5549,1.8067,0.2551,0.7092,1.0363,5.8371,0.6764,3042620985,11388002647,15371766813,4360188809,4792279490,8770798582,6871304137,37863208278,67052677060,6044824681,1135250000,6493500000,47811148560,9845326584,15066040522,8360062551,5825023201,21189118600,11632096410,22553964756,7723407540,1101061236,22290420240,79147294571,585.4649,612.624,155.8203,205.4795,239.4,186.3213,-67.5183,114.3826,44.5999,75.8861,79.5105,390.1467,526.3483,430.6881,-657.9616,226.7927,70.1636,176.6656,61.6875,418.4555,286.1032,76.5371,703.3798,132.2305,2.6176,5.7183,2.6944,2.5607,5.6675,4.5048,4.7294,21.3461,14.688,5.2228,9.7483,69.5,5.7627,5.8685,18.12,2.4405,3.1558,4.0021,2.9011,1.7722,4.4793,7.0676,11.1967,7.043,1.499,25.4346,0.6345,3.5938,7.3666,6.6949,23.3591,18.6755,17.2714,1.3966,6.3532,34.9576,9.3506,2.7236,15.7647,3.3301,0.5407,3.0452,0.9152,2.2188,6.1191,10.8414,9.9604,18.9899
2017/11/22,-0.7264,1.7227,0.236,0.7805,3.16,1.0526,3.9363,0.3019,0.5308,1.8547,-2.7967,4.8233,2.5076,0.5059,1.3117,1.5955,1.2545,0.6276,1.8018,0.7153,-0.1293,-0.9358,1.6064,1.1457,0.7619,1.1088,0.9641,0.9428,2.2645,0.7792,2.3324,4.075,1.9074,2.536,6.7229,16.2168,1.7274,0.8216,3.3485,1.2251,1.7173,1.5177,1.9187,0.2388,0.621,1.167,5.4844,0.7144,3020519622,11584178404,15408049504,4394219550,4943717476,8863122778,7141777215,37977520146,67408603980,6156938895,1103500000,6806700000,49010060340,9895129887,15263658792,8493444918,5898096969,21322104700,11841683733,22715294976,7713422527,1090757187,22648499280,80054055720,581.2121,623.1774,156.1881,207.0833,246.9651,188.2826,-70.176,114.728,44.8366,77.2936,77.2868,408.9646,539.547,432.8667,-666.592,230.4111,71.0438,177.7743,62.799,421.4488,285.7333,75.8209,714.679,133.7454,2.5986,5.8169,2.7008,2.5807,5.8466,4.5522,4.9156,21.4106,14.766,5.3197,9.4756,72.8522,5.9072,5.8982,18.3577,2.4794,3.1954,4.0272,2.9534,1.7848,4.4735,7.0015,11.3766,7.1236,1.4881,25.8728,0.636,3.6219,7.5994,6.7653,24.2786,18.7319,17.3631,1.4225,6.1755,36.6437,9.5851,2.7374,15.9715,3.3832,0.5475,3.0643,0.9317,2.2347,6.1112,10.7399,10.1204,19.2074
