ÈÕÆÚ,000633.SZ,000795.SZ,000962.SZ,000969.SZ,000970.SZ,002056.SZ,002057.SZ,002130.SZ,002182.SZ,002340.SZ,300127.SZ,300224.SZ,300395.SZ,300489.SZ,300748.SZ,600114.SH,600206.SH,600330.SH,600366.SH,600516.SH,600614.SH,600615.SH,600980.SH,603045.SH,603260.SH,603612.SH,603688.SH,603826.SH,603978.SH,688122.SH,900907.SH,000633.SZ,000795.SZ,000962.SZ,000969.SZ,000970.SZ,002056.SZ,002057.SZ,002130.SZ,002182.SZ,002340.SZ,300127.SZ,300224.SZ,300395.SZ,300489.SZ,300748.SZ,600114.SH,600206.SH,600330.SH,600366.SH,600516.SH,600614.SH,600615.SH,600980.SH,603045.SH,603260.SH,603612.SH,603688.SH,603826.SH,603978.SH,688122.SH,900907.SH,000633.SZ,000795.SZ,000962.SZ,000969.SZ,000970.SZ,002056.SZ,002057.SZ,002130.SZ,002182.SZ,002340.SZ,300127.SZ,300224.SZ,300395.SZ,300489.SZ,300748.SZ,600114.SH,600206.SH,600330.SH,600366.SH,600516.SH,600614.SH,600615.SH,600980.SH,603045.SH,603260.SH,603612.SH,603688.SH,603826.SH,603978.SH,688122.SH,900907.SH,000633.SZ,000795.SZ,000962.SZ,000969.SZ,000970.SZ,002056.SZ,002057.SZ,002130.SZ,002182.SZ,002340.SZ,300127.SZ,300224.SZ,300395.SZ,300489.SZ,300748.SZ,600114.SH,600206.SH,600330.SH,600366.SH,600516.SH,600614.SH,600615.SH,600980.SH,603045.SH,603260.SH,603612.SH,603688.SH,603826.SH,603978.SH,688122.SH,900907.SH,000633.SZ,000795.SZ,000962.SZ,000969.SZ,000970.SZ,002056.SZ,002057.SZ,002130.SZ,002182.SZ,002340.SZ,300127.SZ,300224.SZ,300395.SZ,300489.SZ,300748.SZ,600114.SH,600206.SH,600330.SH,600366.SH,600516.SH,600614.SH,600615.SH,600980.SH,603045.SH,603260.SH,603612.SH,603688.SH,603826.SH,603978.SH,688122.SH,900907.SH,000633.SZ,000795.SZ,000962.SZ,000969.SZ,000970.SZ,002056.SZ,002057.SZ,002130.SZ,002182.SZ,002340.SZ,300127.SZ,300224.SZ,300395.SZ,300489.SZ,300748.SZ,600114.SH,600206.SH,600330.SH,600366.SH,600516.SH,600614.SH,600615.SH,600980.SH,603045.SH,603260.SH,603612.SH,603688.SH,603826.SH,603978.SH,688122.SH,900907.SH
2016/9/21,0.3175,0.2604,2.7054,0.4049,7.0909,0.2015,1.151,-0.3298,-0.2503,0.1385,-0.0472,0.9291,0.6501,-1.1796,,-0.3904,0.7484,0,1.1759,-1.3158,0,0.2035,0.8759,,,,4.9671,,,,0,1.7994,1.4849,2.6285,0.5781,7.1005,0.7503,3.0827,1.4249,2.4282,0.8188,1.4014,0.5426,1.447,3.0973,,0.7016,1.0578,,1.8371,4.4393,,0.937,1.3527,,,,7.6065,,,,,3649147511,5026483662,4518518365,10681667917,18822084000,12258539068,2978762150,6507383371,4387579694,16867388355,4677204072,10004584143,3676552654,1635614500,,5835184765,7623362616,10586402187,11644675538,19340554253,9057941255,3696202808,3443700000,,,,1660113600,,,,9057941255,-86.463,-150.6249,-7.092,145.2539,68.5028,37.9401,181.5421,15.0971,213.7482,136.473,73.5847,66.263,61.5336,117.7194,,37.3014,297.7563,158.0772,36.6125,623.6126,303.0547,1039.4966,106.8114,,,,64.4649,,,,171.9396,23.4467,7.3883,3.1126,3.9435,4.8324,3.4661,5.8235,5.0851,7.0391,3.2073,6.5258,5.1401,7.1983,7.9308,,3.9195,3.2722,3.2967,3.4937,3.3509,3.1468,7.7664,8.3727,,,,4.0978,,,,1.7854,81.4618,7.747,4.1799,3.3848,5.3741,3.0976,9.6948,5.3061,2.0695,4.1127,17.8982,7.6498,15.2222,26.4848,,4.371,3.4885,8.7897,8.687,8.2992,8.3117,45.2591,9.785,,,,11.3945,,,,4.7157
2016/9/22,-0.3165,0.2597,-0.1951,-0.3226,-1.0187,0.2011,0.1339,-0.1324,0.9533,0,4.3478,1.6473,1.7477,0.4509,,0.2613,0.1857,0,-0.7599,0.0889,0,-0.6091,0.7173,,,,-1.2554,,,,0,2.1164,1.9154,1.2514,0.6886,5.2733,1.1376,3.2009,1.512,3.5479,1.0781,5.0407,0.7135,1.8602,2.6265,,0.6535,0.8768,,1.698,4.4206,,1.3841,1.3145,,,,6.9593,,,,,3637599575,5039539464,4509701744,10647210924,18630348000,12283187605,2982749783,6498770025,4429408101,16867388355,4880560771,10169388340,3740808514,1642989950,,5850430186,7637519278,10586402187,11556182250,19357745856,9057941255,3673687867,3468400000,,,,1639272000,,,,9057941255,-86.1894,-151.0161,-7.0781,144.7853,67.805,38.0164,181.7852,15.0771,215.7859,136.473,76.784,67.3546,62.6091,118.2502,,37.3988,298.3093,158.0772,36.3343,624.1669,303.0547,1033.1646,107.5775,,,,63.6555,,,,171.3599,23.3725,7.4075,3.1065,3.9307,4.7831,3.4731,5.8313,5.0784,7.1062,3.2073,6.8095,5.2247,7.3241,7.9666,,3.9298,3.2783,3.2967,3.4671,3.3539,3.1468,7.7191,8.4328,,,,4.0464,,,,1.7793,81.204,7.7671,4.1718,3.3739,5.3194,3.1038,9.7078,5.2991,2.0892,4.1127,18.6763,7.7758,15.4883,26.6042,,4.3824,3.495,8.7897,8.621,8.3066,8.3117,44.9834,9.8551,,,,11.2515,,,,4.6998
2016/9/23,-1.3757,-1.943,-0.0978,1.1327,-1.315,-0.1338,2.4064,-1.4579,-2.833,-0.9682,-0.2264,-2.9075,-0.7468,0.3433,,0.9772,-1.2975,0,0.1802,-3.9964,0,3.6261,-1.6492,,,,-0.0978,,,,0,1.493,1.7682,0.9076,0.9119,3.9851,1.0476,5.1195,1.6109,3.5493,1.0394,1.7563,0.5244,1.2736,2.1371,,0.8405,0.8753,,2.0027,4.7958,,3.7702,1.1986,,,,3.644,,,,,3587558523,4941620951,4505293433,10767810400,18385352000,12266755247,3054527184,6404023212,4303922881,16704080308,4869508777,9873710223,3712871184,1648630000,,5907600514,7538422643,10586402187,11577004200,18584123686,9057941255,3806901267,3411200000,,,,1637668800,,,,9057941255,-85.0037,-148.0819,-7.0712,146.4253,66.9134,37.9656,186.1597,14.8573,209.6727,135.1517,76.6101,65.3962,62.1415,118.6562,,37.7643,294.4387,158.0772,36.3998,599.2224,303.0547,1070.6287,105.8034,,,,63.5933,,,,171.7644,23.051,7.2636,3.1035,3.9753,4.7202,3.4685,5.9716,5.0043,6.9049,3.1763,6.7941,5.0728,7.2694,7.9939,,3.9682,3.2358,3.2967,3.4734,3.2199,3.1468,7.999,8.2937,,,,4.0424,,,,1.7835,80.0869,7.6162,4.1677,3.4121,5.2494,3.0997,9.9414,5.2218,2.03,4.0729,18.6341,7.5497,15.3726,26.6955,,4.4252,3.4496,8.7897,8.6365,7.9746,8.3117,46.6146,9.6926,,,,11.2405,,,,4.7109
2016/9/26,-2.897,-2.2457,-4.5988,-3.6,-6.5469,-4.0857,-4.2428,-2.421,-0.9719,-2.3743,-1.9519,-2.4546,-1.7682,-2.6053,,-0.7097,-3.1925,0,-2.473,-2.5902,0,-4.0414,-2.096,,,,-3.3774,,,,0,2.9246,1.5805,1.6951,0.9494,5.0999,1.2059,4.8246,1.5907,2.645,1.6572,2.5736,0.4864,1.2549,2.6979,,0.6658,1.4063,,1.6534,3.3753,,2.5897,1.0677,,,,4.7242,,,,,3483627107,4830646636,4298102835,10380169226,17181676000,11765568328,2924929099,6248982973,4262094475,16307475049,4774461624,9631351111,3647218458,1605678850,,5865675607,7297759385,10586402187,11290702388,18102758780,9057941255,3653049171,3339700000,,,,1582358400,,,,9057941255,-82.5411,-144.7564,-6.746,141.154,62.5326,36.4144,178.2613,14.4976,207.6349,131.9428,75.1148,63.791,61.0427,115.5649,,37.4963,285.0388,158.0772,35.4996,583.7014,303.0547,1027.3603,103.5857,,,,61.4455,,,,171.9551,22.3832,7.1004,2.9607,3.8322,4.4112,3.3268,5.7182,4.8832,6.8378,3.1009,6.6615,4.9483,7.1409,7.7856,,3.94,3.1325,3.2967,3.3875,3.1365,3.1468,7.6757,8.1199,,,,3.9059,,,,1.7855,77.7668,7.4452,3.976,3.2893,4.9058,2.973,9.5196,5.0954,2.0103,3.9762,18.2703,7.3644,15.1008,26.0001,,4.3938,3.3395,8.7897,8.4229,7.7681,8.3117,44.7307,9.4895,,,,10.8608,,,,4.7161
2016/9/27,-0.5525,0.4054,0.4103,-1.1618,-0.9919,1.0475,-1.636,0.6203,1.0331,0.2861,-1.4352,2.1137,1.0724,1.0808,,0.3249,0.679,0,0.2305,1.8044,0,0.6163,1.4792,,,,0.3546,,,,0,1.067,1.456,1.1068,1.2955,3.8582,0.5928,3.5079,1.1815,1.8745,1.3848,2.4856,0.6282,1.0731,2.1326,,0.6937,1.1308,,1.2039,2.8852,,1.7887,1.1433,,,,2.1067,,,,,3464380548,4850230339,4315736077,10259569749,17011244000,11888811013,2877077498,6287743033,4306124376,16354134491,4705939258,9834932765,3686330720,1623032850,,5884732382,7347307703,10586402187,11316729825,18429399252,9057941255,3675564112,3389100000,,,,1587969600,,,,9057941255,-82.0851,-145.3433,-6.7737,139.514,61.9123,36.7958,175.3449,14.5876,209.7799,132.3203,74.0368,65.1394,61.6973,116.8139,,37.6181,286.9741,158.0772,35.5814,594.2335,303.0547,1033.6923,105.1179,,,,61.6634,,,,171.7026,22.2595,7.1292,2.9729,3.7876,4.3674,3.3616,5.6247,4.9135,6.9085,3.1097,6.5659,5.0529,7.2175,7.8698,,3.9528,3.1537,3.2967,3.3953,3.1931,3.1468,7.723,8.24,,,,3.9198,,,,1.7829,77.3372,7.4754,3.9923,3.2511,4.8571,3.0042,9.3639,5.127,2.0311,3.9876,18.0081,7.52,15.2627,26.2811,,4.4081,3.3622,8.7897,8.4424,7.9082,8.3117,45.0064,9.6298,,,,10.8993,,,,4.7092
2016/9/28,0.5556,0.1346,0.8172,-1.1755,-0.5636,-0.2764,-0.9009,0.3425,3.1186,-0.7133,-2.5834,-0.7393,-2.9936,-0.5346,,3.5622,-0.7707,0,-1.2879,-0.4664,0,-0.8678,-0.2301,,,,-0.2524,,,,0,0.9175,1.059,0.9039,0.5995,2.031,0.5352,2.883,0.6865,4.5878,0.7161,2.3053,0.6081,1.701,1.6275,,2.2329,0.8445,,1.1807,2.7121,,1.0432,0.6971,,,,1.689,,,,,3483627107,4856758240,4351002562,10138970273,16915376000,11855946297,2851157881,6309276399,4440415576,16237485886,4584367319,9762225031,3575978266,1614355850,,6094356917,7290681054,10586402187,11170976175,18343441233,9057941255,3643667945,3381300000,,,,1583961600,,,,9057941255,-82.5411,-145.5389,-6.829,137.8741,61.5634,36.6941,173.7652,14.6375,216.3221,131.3765,72.1241,64.6578,59.8503,116.1894,,38.9581,284.7623,158.0772,35.1232,591.4619,303.0547,1024.722,104.876,,,,61.5077,,,,171.7928,22.3832,7.1388,2.9972,3.7431,4.3428,3.3523,5.574,4.9303,7.1239,3.0876,6.3962,5.0156,7.0014,7.8277,,4.0936,3.1294,3.2967,3.3516,3.1782,3.1468,7.656,8.221,,,,3.9099,,,,1.7838,77.7668,7.4854,4.025,3.2129,4.8297,2.9959,9.2795,5.1446,2.0944,3.9592,17.5429,7.4644,14.8058,26.1406,,4.5651,3.3363,8.7897,8.3336,7.8713,8.3117,44.6158,9.6077,,,,10.8718,,,,4.7117
2016/9/29,0.5525,-0.5376,1.4184,0.6797,-1.8262,-0.693,1.049,0.4778,0.7933,-0.431,0.8679,3.3267,-0.9375,0.1881,,-0.5629,-0.0971,0,-0.233,-1.2184,0,1.0299,1.5763,,,,0.3543,,,,0,1.5558,1.1163,1.0408,0.5882,3.0868,0.7845,2.317,0.8554,3.8037,1.0328,3.0248,1.3171,1.633,1.7426,,1.3238,0.9669,,0.9665,2.4599,,0.9881,1.4134,,,,1.9519,,,,,3502873665,4830646636,4412718911,10207884259,16606468000,11773784507,2881065132,6339423112,4475639498,16167496722,4624154499,10086986241,3542453469,1617392800,,6060054720,7283602722,10586402187,11144948738,18119950384,9057941255,3681192847,3434600000,,,,1589572800,,,,9057941255,-82.9972,-144.7564,-6.9259,138.8112,60.4391,36.4398,175.5879,14.7075,218.0381,130.8103,72.7501,66.8088,59.2892,116.4079,,38.7389,284.4859,158.0772,35.0413,584.2557,303.0547,1035.2753,106.5291,,,,61.7256,,,,171.8417,22.5068,7.1004,3.0397,3.7686,4.2635,3.3291,5.6325,4.9538,7.1804,3.0743,6.4517,5.1824,6.9358,7.8424,,4.0706,3.1264,3.2967,3.3438,3.1395,3.1468,7.7348,8.3506,,,,3.9237,,,,1.7843,78.1965,7.4452,4.082,3.2347,4.7415,2.9751,9.3768,5.1692,2.111,3.9421,17.6952,7.7128,14.667,26.1897,,4.5394,3.333,8.7897,8.3142,7.7754,8.3117,45.0753,9.7591,,,,10.9103,,,,4.713
2016/9/30,1.6484,0.9459,0.7992,0.9283,0.1924,0.6978,1.2457,0,0.787,-0.1443,-0.956,0.9611,-1.4196,0.8315,,0.2516,0.2915,0,0.1401,0.2846,0,1.0194,-0.0757,,,,2.2693,,,,0,1.2241,1.21,0.8466,0.6362,2.6724,0.6228,2.2533,0.9491,2.5743,1.06,1.6072,0.4333,2.3166,1.3585,,0.7939,0.7959,,0.6461,1.5416,,2.0044,0.6439,,,,3.195,,,,,3560613341,4876341942,4447985395,10302640991,16638424000,11855946297,2916953832,6339423112,4510863419,16144167001,4579946521,10183929886,3492166275,1630842150,,6075300141,7304837716,10586402187,11160565200,18171525195,9057941255,3718717749,3432000000,,,,1625644800,,,,9057941255,-84.3652,-146.1257,-6.9813,140.0997,60.5554,36.6941,177.7752,14.7075,219.7541,130.6215,72.0546,67.4509,58.4476,117.3759,,38.8363,285.3153,158.0772,35.0904,585.9187,303.0547,1045.8285,106.4485,,,,63.1264,,,,172.0427,22.8778,7.1676,3.064,3.8035,4.2717,3.3523,5.7026,4.9538,7.2369,3.0698,6.3901,5.2322,6.8373,7.9077,,4.0808,3.1355,3.2967,3.3485,3.1484,3.1468,7.8137,8.3443,,,,4.0128,,,,1.7864,79.4854,7.5156,4.1147,3.2647,4.7507,2.9959,9.4936,5.1692,2.1276,3.9364,17.526,7.7869,14.4588,26.4075,,4.5508,3.3427,8.7897,8.3259,7.7976,8.3117,45.5348,9.7517,,,,11.1579,,,,4.7185
2016/10/10,0,2.4096,1.7839,1.505,2.4328,2.9106,2.529,2.038,0.488,2.8902,3.2819,0.8567,4.6,2.9263,,0.5019,2.6163,0,2.1922,3.6897,9.9509,1.665,7.197,,,,1.6765,,,,7.0809,,2.2772,1.0331,0.7596,2.3986,1.0241,2.7671,1.401,4.6841,1.6078,1.7521,0.498,2.4226,3.7239,,1.157,1.3241,,1.368,3.3518,1.2823,2.1646,3.001,,,,4.9967,,,,4.2536,3560613341,4993844158,4527334986,10457697460,17043200000,12201025815,2990725050,6468623312,4532878370,16610761423,4730253646,10271179167,3652805924,1678565650,,6105790982,7495952656,10586402187,11405223113,18841997743,9959284304,3780633836,3679000000,,,,1652899200,,,,9959284304,-84.3652,-149.6468,-7.1058,142.2082,62.0286,37.7621,182.2712,15.0072,220.8266,134.3967,74.4193,68.0288,61.1362,120.8107,,39.0312,292.7799,158.0772,35.8597,607.5373,333.2113,1063.2414,114.1096,,,,64.1847,,,,184.8594,22.8778,7.3403,3.1187,3.8608,4.3757,3.4499,5.8469,5.0548,7.2722,3.1585,6.5998,5.277,7.1518,8.1391,,4.1013,3.2175,3.2967,3.4219,3.2646,3.4599,7.9438,8.9448,,,,4.08,,,,1.9195,79.4854,7.6967,4.1881,3.3139,4.8662,3.0831,9.7337,5.2745,2.138,4.0502,18.1012,7.8536,15.1239,27.1803,,4.5737,3.4302,8.7897,8.5084,8.0853,9.1388,46.293,10.4535,,,,11.345,,,,5.07
2016/10/11,0,-0.1307,0,1.2356,-0.0625,-0.2694,4.9333,0.3329,2.8169,0.1404,0.8411,-0.3775,0.4971,0.1809,,0.3745,2.4551,0,-0.0913,1.5511,10.0559,0.8437,-1.6254,,,,0.194,,,,0.9447,,2.1306,1.0193,0.843,1.7509,1.1513,9.0577,1.4455,5.1798,1.5533,1.909,0.5238,1.7722,2.568,,1.4373,2.1699,,1.2141,4.3296,11.8442,2.6904,2.3144,,,,3.5826,,,,3.2053,3560613341,4987316257,4527334986,10586911185,17032548000,12168161099,3138267486,6490156678,4660565084,16634091144,4770040826,10232401709,3670965188,1681602600,,6128659113,7679989265,10586402187,11394812138,19134255007,10960776581,3812530003,3619200000,,,,1656105600,,,,10960776581,-84.3652,-149.4512,-7.1058,143.9653,61.9898,37.6604,191.2633,15.0572,227.0471,134.5855,75.0452,67.7719,61.4401,121.0293,,39.1774,299.9681,158.0772,35.8269,616.9607,366.7186,1072.2117,112.2548,,,,64.3092,,,,186.8563,22.8778,7.3307,3.1187,3.9085,4.3729,3.4406,6.1353,5.0716,7.4771,3.163,6.6553,5.2571,7.1874,8.1538,,4.1166,3.2965,3.2967,3.4187,3.3152,3.8079,8.0108,8.7994,,,,4.088,,,,1.9402,79.4854,7.6866,4.1881,3.3548,4.8632,3.0748,10.2139,5.2921,2.1982,4.0559,18.2534,7.824,15.1991,27.2295,,4.5908,3.5144,8.7897,8.5006,8.2107,10.0578,46.6835,10.2836,,,,11.367,,,,5.1248
2016/10/12,0,-1.3089,1.6553,-1.3019,0.1876,-0.3376,-1.4612,0.5309,-1.795,0.8415,-1.5755,-1.0895,-0.8752,0,,-0.1244,-0.8295,0,-0.2284,0.6289,2.9442,2.1161,-1.0057,,,,0.5324,,,,-0.6684,,2.0732,1.2809,1.0099,2.6634,0.9225,6.8186,2.0545,3.563,1.5922,1.4937,0.5369,1.3612,3.7162,,1.471,1.3664,,1.1688,3.7753,11.3938,3.1199,1.6213,,,,5,,,,1.7562,3560613341,4922037248,4602276266,10449083212,17064504000,12127080204,3092409702,6524610065,4576908271,16774069471,4694887264,10120916517,3638837259,1681602600,,6121036403,7616284285,10586402187,11368784700,19254596234,11283479647,3893208541,3582800000,,,,1664923200,,,,11283479647,-84.3652,-147.495,-7.2234,142.0911,62.1061,37.5333,188.4684,15.1371,222.9716,135.718,73.8629,67.0335,60.9024,121.0293,,39.1287,297.4799,158.0772,35.7451,620.841,377.5154,1094.9012,111.1258,,,,64.6516,,,,186.0499,22.8778,7.2348,3.1703,3.8576,4.3811,3.429,6.0457,5.0986,7.3429,3.1896,6.5504,5.1998,7.1245,8.1538,,4.1115,3.2692,3.2967,3.4109,3.3361,3.92,8.1803,8.7109,,,,4.1097,,,,1.9319,79.4854,7.586,4.2574,3.3111,4.8723,3.0644,10.0647,5.3202,2.1588,4.09,17.9658,7.7387,15.0661,27.2295,,4.5851,3.4853,8.7897,8.4812,8.2623,10.3539,47.6714,10.1802,,,,11.4275,,,,5.1027
2016/10/13,0,-0.2653,0.1916,2.061,1.0612,1.7615,2.1921,-0.33,-1.0582,-0.1391,-0.8945,-0.6705,0.5374,0.6966,,-0.3736,2.0446,0,0.1832,0.3571,4.3393,-0.3855,-0.4717,,,,-0.4333,,,,0.6729,,1.3923,0.9617,1.1638,2.8474,1.76,10.5224,1.8466,2.841,1.0392,1.4796,0.416,1.6293,3.6849,,1.2232,2.6101,,0.9294,5.1939,8.512,1.9407,1.4596,,,,3.092,,,,1.6107,3560613341,4908981447,4611092888,10664439420,17245588000,12340700858,3160199470,6503076698,4528475380,16750739750,4652889685,10053055966,3658393390,1693316550,,6098168272,7772007570,10586402187,11389606650,19323362649,11773098094,3878198580,3565900000,,,,1657708800,,,,11773098094,-84.3652,-147.1038,-7.2373,145.0196,62.7652,38.1944,192.5999,15.0871,220.6121,135.5293,73.2022,66.5841,61.2297,121.8724,,38.9825,303.5622,158.0772,35.8106,623.0583,393.8967,1090.6799,110.6016,,,,64.3715,,,,187.4077,22.8778,7.2156,3.1764,3.9371,4.4276,3.4894,6.1782,5.0817,7.2652,3.1852,6.4918,5.165,7.1628,8.2106,,4.0962,3.336,3.2967,3.4172,3.348,4.0901,8.1488,8.6698,,,,4.0919,,,,1.946,79.4854,7.5659,4.2656,3.3794,4.924,3.1184,10.2853,5.3026,2.1359,4.0843,17.8051,7.6868,15.147,27.4191,,4.568,3.5565,8.7897,8.4967,8.2918,10.8032,47.4876,10.1322,,,,11.378,,,,5.1399
2016/10/14,0,0.133,-0.7648,-1.2924,-2.5324,-0.5992,2.776,-0.5298,0.4375,-0.4178,-0.0475,-1.0125,-0.8782,-0.948,,0.5,-1.6393,0,-0.7313,-0.8007,-2.0794,-1.4514,-1.0937,,,,-0.5319,,,,-1.3369,,1.2565,1.1157,0.7625,3.4245,0.8619,13.2449,1.1981,2.9944,0.9261,1.5417,0.5735,1.1984,2.535,,0.7702,1.7834,,0.9778,3.3973,6.6346,1.4469,1.0452,,,,2.5126,,,,0.7644,3560613341,4915509348,4575826403,10526611447,16808856000,12266755247,3247927404,6468623312,4548288835,16680750587,4650679286,9951265139,3626265460,1677264100,,6128659113,7644597610,10586402187,11306318850,19168638215,11528288871,3821911228,3526900000,,,,1648891200,,,,11528288871,-84.3652,-147.2994,-7.1819,143.1454,61.1757,37.9656,197.9466,15.0072,221.5774,134.963,73.1674,65.9099,60.692,120.717,,39.1774,298.5857,158.0772,35.5487,618.0694,385.706,1074.85,109.392,,,,64.0291,,,,184.5204,22.8778,7.2252,3.1521,3.8862,4.3155,3.4685,6.3497,5.0548,7.297,3.1718,6.4888,5.1127,7.0999,8.1327,,4.1166,3.2813,3.2967,3.3922,3.3212,4.005,8.0305,8.575,,,,4.0701,,,,1.916,79.4854,7.576,4.2329,3.3357,4.7993,3.0997,10.5708,5.2745,2.1453,4.0672,17.7967,7.609,15.014,27.1592,,4.5908,3.4982,8.7897,8.4346,8.2254,10.5785,46.7984,10.0214,,,,11.3175,,,,5.0607
2016/10/17,0,0.3984,-0.8671,-0.9002,-1.6477,-1.2056,-1.6575,-0.7324,0.5808,-0.6993,0.2376,0.6819,1.0786,0.0259,,-2.6741,-1.2963,0,-0.8287,1.704,-1.4479,-2.4546,0.258,,,,-1.6529,,,,-7.5881,,3.493,0.885,0.9007,2.378,1.0748,9.1751,1.3527,3.6137,1.2219,2.5146,1.0997,2.4706,3.4082,,1.0891,1.3133,,1.131,4.2767,5.0607,1.8606,1.9615,,,,2.7651,,,,2.5817,3560613341,4935093050,4536151607,10431854716,16531904000,12118864025,3194094353,6421249905,4574706776,16564101981,4661731280,10019125690,3665377722,1677697950,,5964770841,7545500974,10586402187,11212620075,19495278687,11361373491,3728098974,3536000000,,,,1621636800,,,,11361373491,-84.3652,-147.8863,-7.1196,141.8568,60.1678,37.5078,194.6657,14.8973,222.8644,134.0192,73.3413,66.3594,61.3466,120.7483,,38.1297,294.7152,158.0772,35.2541,628.6015,380.1215,1048.4668,109.6742,,,,62.9707,,,,171.0825,22.8778,7.254,3.1247,3.8512,4.2444,3.4267,6.2445,5.0178,7.3394,3.1497,6.5042,5.1475,7.1765,8.1349,,4.0066,3.2388,3.2967,3.3641,3.3778,3.947,7.8334,8.5971,,,,4.0029,,,,1.7765,79.4854,7.6062,4.1962,3.3057,4.7202,3.0623,10.3956,5.2359,2.1577,4.0388,17.839,7.6609,15.176,27.1662,,4.4681,3.4529,8.7897,8.3647,8.3656,10.4254,45.6497,10.0472,,,,11.1304,,,,4.6922
2016/10/18,0,1.455,1.1662,1.7341,1.8041,2.1017,1.8727,1.945,1.5399,3.2394,2.8924,2.3706,1.0671,1.2413,,2.5559,3.3771,0,1.9034,0.2646,4.6033,1.6608,1.0294,,,,2.2244,,,,4.9853,,3.3029,0.764,1.0234,2.5764,1.4732,6.213,2.321,5.1825,3.3741,4.2276,0.8457,1.6135,3.8096,,1.4528,2.7903,,1.7594,4.3788,5.952,1.4849,1.6304,,,,2.8077,,,,1.854,3560613341,5006899960,4589051335,10612753930,16830160000,12373565574,3253908854,6546143431,4645154619,17100685566,4796565613,10256637620,3704489985,1698522750,,6117225048,7800320894,10586402187,11426045063,19546853498,11884375013,3790015062,3572400000,,,,1657708800,,,,11884375013,-84.3652,-150.0381,-7.2027,144.3168,61.2533,38.2961,198.3111,15.1871,226.2963,138.3606,75.4625,67.9325,62.0012,122.2471,,39.1043,304.668,158.0772,35.9251,630.2645,397.6197,1065.8797,110.8032,,,,64.3715,,,,179.409,22.8778,7.3595,3.1612,3.918,4.321,3.4987,6.3614,5.1154,7.4524,3.2517,6.6923,5.2696,7.253,8.2358,,4.109,3.3482,3.2967,3.4281,3.3867,4.1287,7.9635,8.6856,,,,4.0919,,,,1.8629,79.4854,7.7168,4.2452,3.363,4.8054,3.1267,10.5903,5.3377,2.191,4.1696,18.3549,7.8425,15.3379,27.5034,,4.5823,3.5695,8.7897,8.5239,8.3877,10.9053,46.4078,10.1506,,,,11.378,,,,4.9205
2016/10/19,0,-0.3911,0,0.5682,0.5696,-1.2616,-0.6127,0.0658,0.7583,-0.6821,1.2442,-0.6616,-1.0558,3.4483,,1.3707,-0.5445,0,0.3189,-1.4952,4.2135,-0.6436,0.182,,,,-0.4836,,,,2.6536,,2.7918,0.8523,1.3207,3.3348,1.4296,6.6225,2.8894,4.1867,1.9635,3.9054,0.6619,1.2858,8.6198,,1.6377,1.7332,,2.1709,3.2177,7.2491,1.573,1.8918,,,,2.8388,,,,3.0957,3560613341,4987316257,4589051335,10673053668,16926028000,12217458173,3233970687,6550450105,4680378540,16984036961,4856246383,10188777068,3665377722,1757092500,,6201074862,7757850908,10586402187,11462483475,19254596234,12385121151,3765623876,3578900000,,,,1649692800,,,,12385121151,-84.3652,-149.4512,-7.2027,145.1367,61.6022,37.813,197.096,15.197,228.0123,137.4168,76.4015,67.483,61.3466,126.4625,,39.6403,303.0092,158.0772,36.0397,620.841,414.3734,1059.0201,111.0048,,,,64.0602,,,,184.2328,22.8778,7.3307,3.1612,3.9403,4.3456,3.4545,6.3224,5.1187,7.5089,3.2295,6.7756,5.2347,7.1765,8.5198,,4.1653,3.3299,3.2967,3.439,3.3361,4.3027,7.9122,8.7014,,,,4.0721,,,,1.913,79.4854,7.6866,4.2452,3.3821,4.8328,3.0872,10.5254,5.3412,2.2076,4.1412,18.5833,7.7906,15.176,28.4518,,4.6451,3.55,8.7897,8.5511,8.2623,11.3648,46.1092,10.1691,,,,11.323,,,,5.0528
