ÈÕÆÚ,000975.SZ,002155.SZ,002237.SZ,600311.SH,600385.SH,600489.SH,600547.SH,600687.SH,600766.SH,600988.SH,601069.SH,601899.SH,000975.SZ,002155.SZ,002237.SZ,600311.SH,600385.SH,600489.SH,600547.SH,600687.SH,600766.SH,600988.SH,601069.SH,601899.SH,000975.SZ,002155.SZ,002237.SZ,600311.SH,600385.SH,600489.SH,600547.SH,600687.SH,600766.SH,600988.SH,601069.SH,601899.SH,000975.SZ,002155.SZ,002237.SZ,600311.SH,600385.SH,600489.SH,600547.SH,600687.SH,600766.SH,600988.SH,601069.SH,601899.SH,000975.SZ,002155.SZ,002237.SZ,600311.SH,600385.SH,600489.SH,600547.SH,600687.SH,600766.SH,600988.SH,601069.SH,601899.SH,000975.SZ,002155.SZ,002237.SZ,600311.SH,600385.SH,600489.SH,600547.SH,600687.SH,600766.SH,600988.SH,601069.SH,601899.SH
2015/9/21,3.3543,2.953,3.0562,3.0246,3.5491,2.2831,2.864,0.2708,2.2951,0,2.5268,1.1396,1.6334,1.2636,1.2781,2.6208,5.4998,1.0048,1.4523,6.1387,2.3758,,16.9323,0.5962,5553173238,7639726449,6778563000,3627520000,2124474352,26371330021,24533768314,6382865007,2794672259,3251242914,2044980000,56103502958,39.5701,65.876,30.6493,-144.7673,60.7292,312.6702,29.4951,50.5909,200.8488,36.0534,131.6328,32.6573,2.8307,2.7381,2.1576,4.0824,41.2495,2.6553,2.6644,7.9077,80.2618,10.0277,9.0807,2.7293,14.7409,1.5282,0.4988,16.8475,1.0864,0.786,0.5357,2.6798,59.5639,9.6898,9.5987,1.3033
2015/9/22,1.7241,1.043,0.8304,0.7339,-2.3522,0.1116,0.464,-1.4275,1.7628,0,-1.6636,0.5634,2.4229,1.5859,1.3747,3.0754,3.7683,1.4482,1.5356,4.6064,4.3524,,17.8228,0.8175,5609262284,7719410688,6834850000,3654144000,2074503517,26400762309,24647614107,6291751579,2843937314,3251242914,2010960000,56419579031,40.1058,66.5631,30.9038,-145.8298,59.3007,313.0191,29.632,49.8688,204.3894,36.0534,129.443,32.8413,2.869,2.7667,2.1755,4.1123,40.2792,2.6583,2.6767,7.7949,81.6767,10.0277,8.9296,2.7447,14.9405,1.5442,0.503,16.9712,1.0608,0.7869,0.5382,2.6416,60.6139,9.6898,9.439,1.3107
2015/9/23,-0.5982,-3.0968,-3.7647,-2.9144,-1.927,-3.5674,0,2.7789,-1.811,0,-5.0125,-3.6415,2.3221,1.0605,1.0489,2.3473,3.4752,1.2515,,6.9354,2.3008,,14.5239,0.7454,5575707376,7480357970,6577538000,3547648000,2034526850,25458929094,24647614107,6466590860,2792432938,3251242914,1910160000,54365084556,39.8659,64.5018,29.7403,-141.5798,58.158,301.8523,29.632,51.2545,200.6879,36.0534,122.9546,31.6454,2.8518,2.681,2.0936,3.9925,39.503,2.5635,2.6767,8.0115,80.1975,10.0277,8.482,2.6448,14.8511,1.4964,0.484,16.4766,1.0404,0.7588,0.5382,2.715,59.5162,9.6898,8.9659,1.2629
2015/9/24,1.003,1.8642,5.379,5.0657,0.4912,3.4682,0,1.4471,2.8869,0,2.7045,0.8721,1.5723,1.1781,1.7214,3.409,3.1071,1.1455,,6.9554,3.1246,,12.1355,0.4285,5631632224,7619805389,6931342000,3727360000,2044521016,26341897733,24647614107,6560166813,2873048484,3251242914,1961820000,54839198666,40.2657,65.7042,31.3401,-148.7517,58.4437,312.3212,29.632,51.9962,206.4816,36.0534,126.2799,31.9214,2.8804,2.731,2.2063,4.1947,39.6971,2.6524,2.6767,8.1274,82.5127,10.0277,8.7114,2.6678,15.0001,1.5243,0.5101,17.3112,1.0455,0.7851,0.5382,2.7543,61.2344,9.6898,9.2084,1.2739
2015/9/25,-5.5611,-1.0458,-0.232,-3.75,-5.5866,0.5587,0,5.5326,-5.456,0,3.982,1.1527,1.4982,2.1764,2.659,3.2907,3.7408,2.5561,,3.4891,2.054,,26.1146,1.3892,5318453073,7540121149,6915260000,3587584000,1930301965,26489059173,24647614107,6923635520,2716296033,3251242914,2039940000,55471350812,38.0265,65.0171,31.2673,-143.1735,55.1787,314.066,29.632,54.8771,195.216,36.0534,131.3084,32.2894,2.7203,2.7024,2.2011,4.0374,37.4794,2.6672,2.6767,8.5777,78.0109,10.0277,9.0583,2.6986,14.1659,1.5083,0.5089,16.6621,0.9871,0.7895,0.5382,2.9069,57.8934,9.6898,9.5751,1.2886
2015/9/28,0.5258,-0.5284,-1.1628,0.9276,0.7396,-1.2222,0,1.7997,-0.6595,0,-3.2119,-1.1396,1.2622,1.0497,1.2055,1.6528,2.1078,1.3006,,5.5536,1.2961,,17.5859,0.5477,5346415497,7500279030,6834850000,3620864000,1944579347,26165304005,24647614107,7048239289,2698381468,3251242914,1974420000,54839198666,38.2265,64.6736,30.9038,-144.5017,55.5868,310.2274,29.632,55.8647,193.9285,36.0534,127.091,31.9214,2.7346,2.6881,2.1755,4.0749,37.7566,2.6346,2.6767,8.7321,77.4964,10.0277,8.7674,2.6678,14.2404,1.5004,0.503,16.8166,0.9944,0.7799,0.5382,2.9592,57.5116,9.6898,9.2675,1.2739
2015/9/29,-4.8117,-2.656,-3.7647,-3.8603,0.5874,-2.4747,0,2.9977,-1.3278,0,-4.0204,-2.8818,1.6122,0.8519,1.0038,1.5192,2.648,0.8502,,8.6237,0.8631,,10.5629,0.5048,5089161195,7301068431,6577538000,3481088000,1956001252,25517793670,24647614107,7259523941,2662552336,3251242914,1895040000,53258818301,36.3871,62.9558,29.7403,-138.9235,55.9133,302.5503,29.632,57.5394,191.3535,36.0534,121.9814,31.0015,2.603,2.6167,2.0936,3.9176,37.9784,2.5694,2.6767,8.9938,76.4674,10.0277,8.4149,2.5909,13.5552,1.4605,0.484,16.1675,1.0002,0.7606,0.5382,3.0479,56.748,9.6898,8.8949,1.2372
2015/9/30,0.989,0.5457,0.6112,0.7648,2.1168,0.9227,0,-0.2239,1.0934,0,0.5319,0.2967,0.9291,0.748,0.6238,1.0861,1.9555,0.6505,,4.6389,0.7104,,8.8445,0.3056,5139493559,7340910551,6617743000,3507712000,1997405658,25753251974,24647614107,7243271276,2691663505,3251242914,1905120000,53416856337,36.747,63.2994,29.9221,-139.986,57.0969,305.3419,29.632,57.4106,193.4457,36.0534,122.6302,31.0935,2.6287,2.631,2.1064,3.9475,38.7823,2.5931,2.6767,8.9737,77.3034,10.0277,8.4596,2.5986,13.6892,1.4685,0.487,16.2911,1.0214,0.7676,0.5382,3.0411,57.3684,9.6898,8.9422,1.2409
2015/10/8,10.0109,3.2564,5.1033,4.9336,10.0071,3.3143,4.0993,2.917,6.7388,0,4.828,2.9586,2.3328,1.3108,1.4239,2.967,3.7156,1.564,1.9446,4.5823,2.7261,,13.8098,0.6157,5654002163,7579963269,6955465000,3680768000,2197288997,26606788325,25657995516,7454555928,2873048484,3251242914,1997100000,54997236702,40.4257,65.3607,31.4491,-146.8923,62.8106,315.4619,30.8467,59.0852,206.4816,36.0534,128.5508,32.0134,2.8919,2.7167,2.2139,4.1423,42.6633,2.679,2.7865,9.2355,82.5127,10.0277,8.8681,2.6755,15.0596,1.5163,0.5119,17.0948,1.1236,0.793,0.5603,3.1298,61.2344,9.6898,9.374,1.2776
2015/10/9,9.9901,3.8108,2.7746,2.5316,0.9747,4.0929,7.543,-2.3256,3.5074,0,4.9211,2.0115,6.0962,2.1125,2.3307,3.699,3.1652,2.3988,2.6192,3.7385,2.3616,,20.5889,1.0201,6218843131,7868818637,7148449000,3773952000,2218705070,27695782980,27593373991,7281194162,2973817916,3251242914,2095380000,56103502958,44.4642,67.8514,32.3217,-150.6111,63.4228,328.3735,33.1734,57.7111,213.7237,36.0534,134.877,32.6573,3.1808,2.8202,2.2754,4.2471,43.0791,2.7887,2.9966,9.0207,85.4068,10.0277,9.3045,2.7293,16.5641,1.5741,0.5261,17.5276,1.1346,0.8255,0.6026,3.057,63.3821,9.6898,9.8353,1.3033
2015/10/12,6.1151,6.2025,8.9989,6.5256,5.6628,6.3762,3.2491,4.9107,6.0241,0,9.982,5.3521,5.2286,3.3749,4.5455,5.4546,4.5451,3.3681,4.7793,6.2246,4.2227,,23.2182,1.899,6599132099,8356884603,7791729000,4020224000,2344346026,29461720258,28489909608,7638752804,3152963574,3251242914,2304540000,59106225651,47.1833,72.0599,35.2303,-160.4394,67.0143,349.3112,34.2513,60.5452,226.5987,36.0534,148.3404,34.4052,3.3753,2.9952,2.4801,4.5243,45.5186,2.9665,3.094,9.4637,90.5518,10.0277,10.2332,2.8754,17.577,1.6717,0.5734,18.6714,1.1988,0.8781,0.6221,3.2071,67.2003,9.6898,10.817,1.3731
2015/10/13,0,-1.0727,-2.064,-0.4967,-1.0353,-1.7982,-2.8472,7.234,4.3324,0,-2.023,-1.0695,3.3024,2.502,2.8818,3.7258,2.9061,1.9325,1.9066,5.9487,3.4367,,18.4809,1.1556,6599132099,8267239834,7630909000,4000256000,2320074478,28931939075,27678758336,8191343432,3289562138,3251242914,2257920000,58474073505,47.1833,71.2869,34.5031,-159.6425,66.3205,343.0299,33.2761,64.925,236.4158,36.0534,145.3395,34.0372,3.3753,2.963,2.4289,4.5018,45.0473,2.9131,3.0059,10.1483,94.4748,10.0277,10.0262,2.8447,17.577,1.6538,0.5616,18.5787,1.1864,0.8623,0.6044,3.4391,70.1117,9.6898,10.5982,1.3584
2015/10/14,-2.3729,-0.1205,0.5269,6.9884,0.3077,0.5086,0.1542,5.3571,-1.7018,0,1.0045,-0.8108,2.1753,2.3921,3.0473,11.5961,4.6529,2.0796,2.4412,6.4277,3.2492,,24.5019,1.4184,6442542524,8257279304,7671114000,4279808000,2327213168,29079100514,27721450508,8630165402,3233579120,3251242914,2280600000,57999959396,46.0637,71.201,34.6849,-170.7988,66.5246,344.7747,33.3274,68.4032,232.3924,36.0534,146.7994,33.7612,3.2952,2.9595,2.4417,4.8164,45.1859,2.928,3.0106,10.6919,92.867,10.0277,10.1269,2.8216,17.16,1.6518,0.5645,19.877,1.1901,0.8667,0.6053,3.6233,68.9185,9.6898,10.7047,1.3474
2015/10/15,2.4306,2.6538,4.717,2.6439,2.5153,2.5304,2.5667,5.1475,0.277,0,5.7459,1.9074,2.1586,2.2178,3.4829,6.569,4.3862,1.812,2.6186,6.659,4.3609,,23.731,1.371,6599132099,8476410962,8032959000,4392960000,2385750432,29814907714,28432986712,9074404927,3242536403,3251242914,2411640000,59106225651,47.1833,73.0906,36.321,-175.3145,68.1979,353.4987,34.1828,71.9242,233.0361,36.0534,155.2343,34.4052,3.3753,3.038,2.5569,4.9438,46.3225,3.0021,3.0878,11.2423,93.1242,10.0277,10.7088,2.8754,17.577,1.6956,0.5912,20.4025,1.22,0.8886,0.6209,3.8098,69.1094,9.6898,11.3197,1.3731
2015/10/16,3.8136,1.0576,0.6006,-1.0606,3.5308,-0.4936,-0.1502,-1.1343,0.4144,0,0.7315,0,3.0863,3.1302,3.6842,5.5038,5.1408,1.7813,2.1247,5.6489,2.277,,20.5623,1.4007,6850793917,8566055731,8081205000,4346368000,2469986982,29667746274,28390294540,8971471378,3255972327,3251242914,2429280000,59106225651,48.9826,73.8636,36.5392,-173.4551,70.6058,351.7539,34.1315,71.1084,234.0017,36.0534,156.3697,34.4052,3.504,3.0701,2.5723,4.8913,47.9581,2.9872,3.0832,11.1148,93.5101,10.0277,10.7871,2.8754,18.2474,1.7135,0.5947,20.1861,1.2631,0.8843,0.62,3.7666,69.3958,9.6898,11.4025,1.3731
2015/10/19,-3.102,-1.8605,-2.6866,-1.072,3.1792,-1.0913,-1.5539,-0.9058,-2.4072,0,-3.4751,-1.0695,2.3087,1.9401,2.3836,3.7427,4.8246,1.4096,2.0056,4.1756,3.3127,,17.251,1.052,6638279493,8406687252,7864098000,4299776000,2548512580,29343991106,27949142093,8890208050,3177596102,3251242914,2344860000,58474073505,47.4632,72.4894,35.5575,-171.5957,72.8505,347.9153,33.6011,70.4643,228.369,36.0534,150.9357,34.0372,3.3953,3.013,2.5032,4.8389,49.4828,2.9546,3.0353,11.0141,91.2592,10.0277,10.4123,2.8447,17.6813,1.6817,0.5787,19.9697,1.3032,0.8746,0.6103,3.7325,67.7253,9.6898,11.0063,1.3584
2015/10/20,1.5164,0.4739,0.6135,0.3096,4.93,0.3009,0.4073,1.0969,4.7216,0,0,0.8108,2.019,1.7269,1.9082,4.1724,4.4037,1.2839,1.5304,4.2723,3.1293,,12.8821,1.1008,6738944220,8446529372,7912344000,4313088000,2674153536,29432287970,28062987886,8987724044,3327630590,3251242914,2344860000,58948187615,48.1829,72.8329,35.7757,-172.127,76.442,348.9622,33.738,71.2372,239.1517,36.0534,150.9357,34.3132,3.4468,3.0273,2.5185,4.8539,51.9222,2.9635,3.0476,11.1349,95.5681,10.0277,10.4123,2.8677,17.9494,1.6896,0.5823,20.0316,1.3675,0.8772,0.6128,3.7735,70.923,9.6898,11.0063,1.3694
2015/10/21,-9.9585,-4.717,-2.1341,-10.0309,-9.2365,-4.2,-6.1866,-10.006,-6.1238,0,-3.0629,0,2.9366,3.096,3.7212,7.1274,4.9244,2.4833,3.2991,4.7791,3.2245,,19.3692,3.6306,6067846041,8048108175,7743483000,3880448000,2427154838,28196131875,26326839548,8088409884,3123852404,3251242914,2273040000,58948187615,43.3846,69.3974,35.0121,-154.8612,69.3815,334.3058,31.6508,64.1092,224.5065,36.0534,146.3128,34.3132,3.1036,2.8845,2.4648,4.367,47.1264,2.8391,2.8591,10.0207,89.7157,10.0277,10.0934,2.8677,16.1619,1.6099,0.5699,18.0222,1.2412,0.8404,0.5749,3.3959,66.5798,9.6898,10.6692,1.3694
2015/10/22,3.1336,1.6089,1.2461,3.7736,4.3529,1.2526,1.2432,3.6169,10.0358,0,1.1086,1.0724,2.5109,1.6944,2.2742,3.8463,3.191,1.3934,2.3507,4.4702,8.4479,,13.4854,1.7851,6257990525,8177595064,7839975000,4026880000,2532807460,28549319331,26654146202,8380957863,3437357305,3251242914,2298240000,59580339761,44.7442,70.5139,35.4484,-160.705,72.4016,338.4934,32.0443,66.4279,247.0376,36.0534,147.9348,34.6812,3.2008,2.9309,2.4955,4.5318,49.1778,2.8746,2.8946,10.3832,98.7194,10.0277,10.2053,2.8985,16.6684,1.6358,0.577,18.7023,1.2952,0.8509,0.582,3.5187,73.2617,9.6898,10.7875,1.3841
2015/10/23,2.3235,2.9233,3.4872,3.3058,1.9166,2.5773,1.7085,2.7796,4.6254,0,4.386,0.2653,2.1891,2.1241,2.7693,3.844,4.2409,1.4392,2.1495,4.2275,6.1928,,16.7821,1.4451,6403395130,8416647782,8113369000,4160000000,2581350557,29285126530,27109529372,8613912736,3596349076,3251242914,2399040000,59738377797,45.7838,72.5752,36.6846,-166.0175,73.7892,347.2174,32.5917,68.2743,258.4641,36.0534,154.4232,34.7732,3.2752,3.0166,2.5825,4.6816,50.1204,2.9487,2.9441,10.6718,103.2856,10.0277,10.6529,2.9062,17.0557,1.6837,0.5971,19.3206,1.32,0.8729,0.592,3.6165,76.6503,9.6898,11.2606,1.3878
2015/10/26,0.786,1.1834,-0.892,1.12,-0.885,0,-0.5249,0.1887,-2.0548,0,-1.3655,-0.2646,2.9485,2.3617,2.7077,4.0424,3.9789,1.8218,1.8016,3.2605,4.0142,,14.8567,1.3035,6453727494,8516253082,8041000000,4206592000,2558506747,29285126530,26967222132,8630165402,3522451493,3251242914,2366280000,59580339761,46.1437,73.4341,36.3574,-167.8769,73.1362,347.2174,32.4207,68.4032,253.1532,36.0534,152.3145,34.6812,3.3009,3.0523,2.5595,4.734,49.6768,2.9487,2.9286,10.6919,101.1633,10.0277,10.5074,2.8985,17.1897,1.7036,0.5917,19.537,1.3083,0.8729,0.5889,3.6233,75.0753,9.6898,11.1068,1.3841
2015/10/27,0.9532,-0.4678,-1.3,1.2658,6.1942,-1.005,-0.3694,-2.0716,-0.5722,0,-2.4494,-1.061,2.0172,1.7068,1.897,4.3013,6.9183,1.1525,1.5379,2.8423,2.9884,,10.5925,0.9508,6515244827,8476410962,7936467000,4259840000,2716985680,28990803650,26867607063,8451386081,3502297606,3251242914,2308320000,58948187615,46.5835,73.0906,35.8847,-170.002,77.6664,343.7278,32.3009,66.9861,251.7048,36.0534,148.5837,34.3132,3.3324,3.038,2.5262,4.794,52.7539,2.9191,2.9178,10.4704,100.5845,10.0277,10.25,2.8677,17.3536,1.6956,0.5841,19.7843,1.3894,0.8641,0.5867,3.5483,74.6458,9.6898,10.8348,1.3694
2015/10/28,-1.2876,2.1152,1.3171,-0.1563,-5.0447,1.2183,1.4831,-3.7821,-6.1381,0,4.5306,-0.5362,2.5168,3.7559,3.7471,5.1685,3.9907,1.9341,2.665,2.3969,3.1702,,21.6593,1.0488,6431357555,8655700500,8041000000,4253184000,2579922819,29343991106,27266067337,8131750325,3287322817,3251242914,2412900000,58632111542,45.9837,74.6365,36.3574,-169.7363,73.7484,347.9153,32.7799,64.4527,236.2548,36.0534,155.3154,34.1292,3.2895,3.1022,2.5595,4.7865,50.0926,2.9546,2.9611,10.0744,94.4105,10.0277,10.7144,2.8523,17.1302,1.7315,0.5917,19.7534,1.3193,0.8746,0.5954,3.4141,70.0639,9.6898,11.3257,1.3621
2015/10/29,0.6957,-2.1864,-1.9,0.1565,3.3758,-1.6048,-2.0877,0.5996,1.9755,0,-3.4465,-0.5391,1.9621,2.2299,2.1486,3.1856,4.815,1.25,1.7392,3.1375,1.9134,,14.5578,0.7436,6476097433,8466450432,7888221000,4259840000,2667014846,28873074499,26696838374,8180508322,3352263118,3251242914,2329740000,58316035469,46.3036,73.0047,35.6666,-170.002,76.238,342.3319,32.0956,64.8391,240.922,36.0534,149.9625,33.9452,3.3124,3.0344,2.5108,4.794,51.7836,2.9072,2.8993,10.1348,96.2756,10.0277,10.3451,2.837,17.2493,1.6936,0.5805,19.7843,1.3638,0.8606,0.583,3.4346,71.448,9.6898,10.9353,1.3547
2015/10/30,-0.0864,-0.5882,-2.0387,-1.7187,0.1606,-1.7329,-2.7186,-0.9272,0.8684,0,-3.0287,-1.084,3.0653,2.4409,1.5901,2.8277,3.5154,1.0971,1.7188,2.9444,2.2287,,11.5301,0.652,6470504948,8416647782,7727401000,4186624000,2671298060,28372725603,25971071446,8104662549,3381374287,3251242914,2259180000,57683883323,46.2636,72.5752,34.9394,-167.0801,76.3604,336.3996,31.2231,64.238,243.0142,36.0534,145.4206,33.5773,3.3095,3.0166,2.4596,4.7116,51.8668,2.8568,2.8205,10.0409,97.1116,10.0277,10.0318,2.8062,17.2344,1.6837,0.5687,19.4442,1.366,0.8457,0.5671,3.4027,72.0685,9.6898,10.6041,1.34
2015/11/2,-4.2351,-2.7219,-2.4974,-2.3847,-2.8862,-2.4896,-1.863,2.0722,-2.5166,0,-2.454,-2.4658,1.6916,1.9015,1.0944,1.9437,3.1721,0.8765,1.1749,3.5485,1.6091,,7.2481,0.7371,6196473192,8187555594,7534417000,4086784000,2594200200,27666350692,25487226827,8272606760,3296280100,3251242914,2203740000,56261540994,44.3043,70.5998,34.0669,-163.0956,74.1565,328.0245,30.6414,65.5691,236.8986,36.0534,141.852,32.7493,3.1693,2.9345,2.3982,4.5992,50.3698,2.7857,2.7679,10.2489,94.6677,10.0277,9.7856,2.737,16.5045,1.6378,0.5545,18.9805,1.3266,0.8246,0.5566,3.4732,70.2548,9.6898,10.3439,1.307
2015/11/3,1.6245,1.7032,0.2134,0.4886,-0.7155,0.4255,0.8375,3.0124,-5.2989,0,3.0875,0,1.2525,1.7685,1.1885,1.4932,1.6889,0.6269,1.0625,3.4069,4.8223,,8.7997,0.5123,6297137919,8327003013,7550499000,4106752000,2575639605,27784079844,25700687688,8521814298,3121613084,3251242914,2271780000,56261540994,45.0241,71.8023,34.1396,-163.8925,73.626,329.4203,30.898,67.5444,224.3455,36.0534,146.2316,32.7493,3.2208,2.9844,2.4033,4.6217,50.0095,2.7976,2.7911,10.5577,89.6514,10.0277,10.0878,2.737,16.7727,1.6657,0.5557,19.0733,1.3171,0.8281,0.5612,3.5778,66.5321,9.6898,10.6633,1.307
2015/11/4,10.0355,3.4689,3.6209,4.5381,5.0443,2.8602,2.9347,4.5772,4.089,0,2.8286,3.3708,5.2173,3.6899,1.986,4.3818,3.1702,1.364,2.1938,5.0525,3.2266,,14.7215,1.0565,6929088704,8615858381,7823893000,4293120000,2705563775,28578751619,26454916065,8911878271,3249254365,3251242914,2336040000,58157997432,49.5425,74.293,35.3757,-171.3301,77.3399,338.8423,31.8047,70.636,233.5189,36.0534,150.368,33.8532,3.5441,3.088,2.4904,4.8314,52.5321,2.8776,2.873,11.0409,93.3172,10.0277,10.3731,2.8293,18.4559,1.7235,0.5758,19.9388,1.3835,0.8518,0.5777,3.7416,69.2526,9.6898,10.9649,1.351
2015/11/5,1.5335,0.6936,0.7194,2.4806,2.2164,2.1627,1.3986,-0.4863,1.2405,0,2.4811,1.3587,5.8907,4.5237,3.2108,6.6496,4.5501,2.414,3.2868,4.535,2.7346,,22.2815,2.3268,7035345916,8675621560,7880180000,4399616000,2765528777,29196829666,26824914891,8868537830,3289562138,3251242914,2394000000,58948187615,50.3022,74.8083,35.6302,-175.5802,79.054,346.1705,32.2496,70.2925,236.4158,36.0534,154.0988,34.3132,3.5984,3.1094,2.5083,4.9513,53.6964,2.9398,2.9132,10.9872,94.4748,10.0277,10.6305,2.8677,18.7389,1.7355,0.5799,20.4334,1.4142,0.8702,0.5858,3.7234,70.1117,9.6898,11.2369,1.3694
2015/11/6,2.8617,2.7555,4.3878,1.3616,3.6655,2.1169,2.8647,-0.0611,2.9952,0,4.6316,1.3405,3.7276,3.2635,3.3524,4.9989,3.7034,2.3591,3.0903,4.0281,2.7629,,21.598,1.6702,7236675370,8914674278,8225943000,4459520000,2866898185,29814907714,27593373991,8863120274,3388092249,3251242914,2504880000,59738377797,51.7417,76.8696,37.1936,-177.9708,81.9517,353.4987,33.1734,70.2496,243.497,36.0534,161.236,34.7732,3.7014,3.1951,2.6183,5.0187,55.6646,3.0021,2.9966,10.9805,97.3046,10.0277,11.1228,2.9062,19.2752,1.7833,0.6054,20.7117,1.466,0.8886,0.6026,3.7211,72.2117,9.6898,11.7574,1.3878
2015/11/9,-0.2318,-0.8939,-1.2708,-0.2985,-1.494,-1.0859,-1.3409,0.4279,-0.1322,0,-1.8612,0.2646,5.0254,3.3029,2.9728,4.7156,3.847,2.1121,3.2514,3.1959,3.1553,,18.2096,1.8397,7219897916,8834990039,8121410000,4446208000,2824066041,29491152546,27223375165,8901043161,3383613608,3251242914,2458260000,59896415834,51.6217,76.1825,36.7209,-177.4395,80.7274,349.6602,32.7286,70.5501,243.1751,36.0534,158.2351,34.8652,3.6928,3.1665,2.5851,5.0037,54.833,2.9695,2.9565,11.0275,97.1759,10.0277,10.9158,2.9138,19.2305,1.7673,0.5977,20.6498,1.4441,0.879,0.5945,3.7371,72.1162,9.6898,11.5386,1.3914
2015/11/10,9.9923,3.3822,3.8614,3.2934,0.9606,4.99,8.0502,0,2.7134,0,4.9206,2.3747,7.1605,5.6879,4.695,8.016,3.9253,3.752,5.7639,3.0727,4.0045,,23.9543,3.0843,7941328459,9133805937,8435009000,4592640000,2851193066,30962766944,29414906673,8901043161,3475425757,3251242914,2579220000,61318758162,56.7799,78.7592,38.1389,-183.2834,81.5028,367.1083,35.3633,70.5501,249.7735,36.0534,166.0212,35.6931,4.0618,3.2736,2.6849,5.1685,55.3597,3.1176,3.1945,11.0275,99.8127,10.0277,11.4529,2.983,21.152,1.8271,0.6207,21.3299,1.458,0.9229,0.6423,3.7371,74.073,9.6898,12.1063,1.4245
2015/11/11,-2.9577,-2.072,-1.8112,-0.7246,6.4096,-2.8517,-3.6284,4.9909,-0.5799,0,-1.1724,-1.8041,4.9357,3.3948,2.773,4.7401,5.4991,2.4981,3.8217,4.289,3.3733,,18.7482,1.8344,7706444096,8944555868,8282230000,4559360000,3033943548,30079798305,28347602367,9345282686,3455271871,3251242914,2548980000,60212491907,55.1005,77.1273,37.4481,-181.9552,86.7268,356.6394,34.0802,74.0712,248.3251,36.0534,164.0747,35.0491,3.9417,3.2058,2.6362,5.131,58.908,3.0287,3.0786,11.5779,99.2339,10.0277,11.3187,2.9292,20.5264,1.7893,0.6095,21.1754,1.5515,0.8965,0.619,3.9236,73.6435,9.6898,11.9644,1.3988
2015/11/12,1.2337,0,-0.9709,1.7518,-1.1765,-1.3699,-1.2048,4.6377,1.5554,0,1.8784,-1.0499,5.097,2.9907,2.7863,5.9125,3.7343,1.7275,2.5811,6.4307,4.1733,,19.4739,1.3651,7801516338,8944555868,8201820000,4639232000,2998250094,29667746274,28006064989,9778687100,3509015568,3251242914,2596860000,59580339761,55.7802,77.1273,37.0845,-185.1428,85.7065,351.7539,33.6696,77.5064,252.1876,36.0534,167.1566,34.6812,3.9903,3.2058,2.6107,5.2209,58.215,2.9872,3.0415,12.1148,100.7774,10.0277,11.5313,2.8985,20.7796,1.7893,0.6036,21.5463,1.5332,0.8843,0.6116,4.1055,74.789,9.6898,12.1891,1.3841
2015/11/13,-7.3835,-3.5635,-1.7647,-4.4476,1.8095,-2.381,-1.626,1.108,0,0,-5.968,-2.6525,4.4802,2.2009,2.2722,4.6489,4.1013,1.2619,1.9997,5.5225,4.1446,,15.3665,1.2604,7225490400,8625818911,8057082000,4432896000,3052504143,28961371362,27550681819,9887038204,3509015568,3251242914,2441880000,57999959396,51.6617,74.3789,36.4301,-176.9083,87.2574,343.3788,33.1221,78.3652,252.1876,36.0534,157.1808,33.7612,3.6957,3.0915,2.5646,4.9887,59.2684,2.9161,2.992,12.2491,100.7774,10.0277,10.8431,2.8216,19.2454,1.7255,0.5929,20.588,1.5609,0.8632,0.6016,4.151,74.789,9.6898,11.4617,1.3474
2015/11/16,3.3282,5.5427,6.986,3.7538,1.6838,4.5732,5.8368,6.411,6.5731,0,10.0103,3.2698,2.8744,3.2907,4.3634,4.5779,3.1039,2.4045,4.6163,7.6004,4.4039,,26.5083,1.5474,7465967248,9103924347,8619952000,4599296000,3103902716,30285824321,29158753640,10520892160,3739665602,3251242914,2686320000,59896415834,53.3811,78.5015,38.9751,-183.549,88.7266,359.0821,35.0554,83.3892,268.764,36.0534,172.9151,34.8652,3.8187,3.2629,2.7437,5.176,60.2664,3.0495,3.1666,13.0343,107.4016,10.0277,11.9285,2.9138,19.8859,1.8211,0.6344,21.3608,1.5872,0.9027,0.6367,4.4172,79.7049,9.6898,12.609,1.3914
2015/11/17,-2.0974,-2.6258,-3.3582,1.1577,2.8059,-2.6239,-3.7091,3.3986,2.2156,0,-3.7523,-1.3193,4.6431,3.2762,4.2252,6.5812,4.9085,2.1122,4.2692,6.5127,5.9521,,24.0793,1.2355,7309377673,8864871629,8330476000,4652544000,3190994743,29491152546,28077218610,10878450801,3822520469,3251242914,2585520000,59106225651,52.2615,76.4402,37.6662,-185.674,91.2162,349.6602,33.7551,86.2232,274.7187,36.0534,166.4267,34.4052,3.7386,3.1772,2.6516,5.2359,61.9574,2.9695,3.0492,13.4773,109.7811,10.0277,11.4809,2.8754,19.4688,1.7733,0.6131,21.6081,1.6318,0.879,0.6131,4.5673,81.4708,9.6898,12.1359,1.3731
