ÈÕÆÚ,000975.SZ,002155.SZ,002237.SZ,600311.SH,600385.SH,600489.SH,600547.SH,600687.SH,600766.SH,600988.SH,601069.SH,601899.SH,000975.SZ,002155.SZ,002237.SZ,600311.SH,600385.SH,600489.SH,600547.SH,600687.SH,600766.SH,600988.SH,601069.SH,601899.SH,000975.SZ,002155.SZ,002237.SZ,600311.SH,600385.SH,600489.SH,600547.SH,600687.SH,600766.SH,600988.SH,601069.SH,601899.SH,000975.SZ,002155.SZ,002237.SZ,600311.SH,600385.SH,600489.SH,600547.SH,600687.SH,600766.SH,600988.SH,601069.SH,601899.SH,000975.SZ,002155.SZ,002237.SZ,600311.SH,600385.SH,600489.SH,600547.SH,600687.SH,600766.SH,600988.SH,601069.SH,601899.SH,000975.SZ,002155.SZ,002237.SZ,600311.SH,600385.SH,600489.SH,600547.SH,600687.SH,600766.SH,600988.SH,601069.SH,601899.SH
2014/1/2,-2.1127,1.1407,1.9651,1.3752,,1.8713,4.6377,1.3204,0.308,1.2678,,0.8658,1.1003,0.9962,1.4419,0.8576,,0.8074,1.4023,0.5866,0.5325,1.9719,,0.3477,5155770177,7948760215,5606081886,3434496000,,25635522822,25686456964,1460487360,2184552675,1795630270,,36822862505,19.4179,38.8177,27.2757,705.3534,,59.4694,22.792,48.5469,1060.7743,15.8746,,23.7896,2.4356,2.591,1.9044,3.7624,,2.57,3.0311,3.1372,86.5168,6.0645,,1.8311,15.2487,1.5526,0.5385,16.3288,,0.8408,0.5564,3.0828,180.3575,6.225,,1.0159
2014/1/3,-0.7194,0.3759,-1.0707,-0.3876,,-1.837,0.0554,-0.9557,0.2047,-0.7825,,-1.2876,0.5258,0.9831,0.9002,0.5692,,0.4263,0.6442,0.8251,0.8583,1.2983,,0.2091,5118678306,7978642772,5546059596,3421184000,,25164606214,25700687688,1446529618,2189024635,1781579955,,36348748395,19.2782,38.9636,26.9836,702.6195,,58.3769,22.8046,48.083,1062.9458,15.7504,,23.4833,2.4181,2.6008,1.884,3.7479,,2.5228,3.0328,3.1073,86.6939,6.0171,,1.8075,15.139,1.5584,0.5327,16.2656,,0.8253,0.5567,3.0533,180.7267,6.1763,,1.0028
2014/1/6,1.8116,-4.4944,-1.0101,-2.1401,,-4.4444,-3.2115,-2.9825,0.4086,-3.9432,,-1.3043,0.7778,0.7313,0.8201,0.4815,,0.3842,0.5971,0.4555,1.8154,1.1303,,0.2432,5211407985,7620052086,5490038792,3347968000,,24046179271,24875305692,1403387507,2197968556,1711328379,,35874634286,19.6274,37.2124,26.7111,687.5829,,55.7824,22.0722,46.6489,1067.2888,15.1293,,23.177,2.4619,2.4839,1.865,3.6677,,2.4106,2.9354,3.0146,87.0481,5.7798,,1.784,15.4132,1.4884,0.5274,15.9175,,0.7886,0.5388,2.9623,181.4651,5.9328,,0.9897
2014/1/7,-1.7794,0.2614,1.7493,0.1988,,0.3672,-0.7437,-0.2712,2.8484,1.1494,,0,0.4708,0.4411,0.921,0.3249,,0.2791,0.4087,0.4734,1.5238,0.8463,,0.1135,5118678306,7639973791,5586074456,3354624000,,24134476135,24690306279,1399580850,2260576002,1730998820,,35874634286,19.2782,37.3097,27.1783,688.9498,,55.9872,21.9081,46.5224,1097.6897,15.3032,,23.177,2.4181,2.4904,1.8976,3.6749,,2.4195,2.9135,3.0064,89.5276,5.8463,,1.784,15.139,1.4923,0.5366,15.9491,,0.7915,0.5348,2.9542,186.634,6.001,,0.9897
2014/1/8,-1.2077,-2.8683,-2.2923,-3.1746,,-2.3171,-3.9193,-0.3626,2.275,-2.1104,,-1.3216,0.5137,0.8927,0.857,0.7744,,0.4252,0.8592,0.4694,1.497,1.3727,,0.1873,5056858519,7420835038,5458026904,3248128000,,23575262664,23722617041,1394505307,2312003547,1694468001,,35400520176,19.0453,36.2396,26.5553,667.0784,,54.69,21.0494,46.3537,1122.6618,14.9803,,22.8707,2.3889,2.419,1.8541,3.5583,,2.3634,2.7993,2.9955,91.5643,5.7229,,1.7604,14.9561,1.4495,0.5243,15.4428,,0.7732,0.5138,2.9435,190.8799,5.8743,,0.9766
2014/1/9,0,-3.0872,-1.393,-1.0246,,-1.1236,-1.2597,8.0983,1.6441,-0.8292,,-1.3393,0.3357,0.7784,0.6231,0.4005,,0.2789,0.6732,4.6188,1.498,0.9089,,0.1537,5056858519,7191735433,5381998670,3214848000,,23310372072,23423771836,1507436128,2350015211,1680417686,,34926406067,19.0453,35.1208,26.1854,660.2436,,54.0755,20.7843,50.1075,1141.1195,14.8561,,22.5644,2.3889,2.3443,1.8283,3.5218,,2.3369,2.7641,3.2381,93.0697,5.6754,,1.7368,14.9561,1.4047,0.517,15.2846,,0.7645,0.5074,3.1819,194.0181,5.8256,,0.9636
2014/1/10,1.467,2.4931,1.2639,0.8282,,1.2626,0.1823,0.1684,1.8078,0.8361,,-0.4525,0.5802,0.8064,0.6868,0.3962,,0.3181,0.707,2.1426,1.6221,0.9275,,0.2159,5131042263,7371030776,5450023932,3241472000,,23604694952,23466464008,1509973900,2392498835,1694468001,,34768368030,19.3247,35.9963,26.5164,665.7115,,54.7582,20.8221,50.1919,1161.7487,14.9803,,22.4623,2.4239,2.4027,1.8514,3.551,,2.3664,2.7691,3.2435,94.7523,5.7229,,1.729,15.1755,1.4397,0.5235,15.4111,,0.7741,0.5083,3.1872,197.5256,5.8743,,0.9592
2014/1/13,1.2048,1.6216,1.909,0.8214,,0,-0.1213,-1.2605,2.8972,1.99,,1.8182,0.7496,0.7637,1.0386,0.4829,,0.355,0.6909,1.0563,2.1007,1.3999,,0.2014,5192862049,7490561005,5554062568,3268096000,,23604694952,23438002560,1490940615,2461814222,1728188757,,35400520176,19.5576,36.5801,27.0226,671.1793,,54.7582,20.7969,49.5592,1195.4068,15.2784,,22.8707,2.4531,2.4417,1.8867,3.5802,,2.3664,2.7658,3.2027,97.4974,5.8368,,1.7604,15.3584,1.4631,0.5335,15.5377,,0.7741,0.5077,3.1471,203.2483,5.9912,,0.9766
2014/1/14,0.5952,0.133,0.7205,-0.2037,,-1.2469,-1.3358,0.6809,-1.7257,-0.8943,,-0.4464,1.7173,0.4623,0.8435,0.3878,,0.4294,0.8292,1.1039,1.7127,1.49,,0.1238,5223771942,7500521857,5594077428,3261440000,,23310372072,23124926630,1501091700,2419330598,1712733411,,35242482140,19.674,36.6287,27.2172,669.8123,,54.0755,20.5191,49.8966,1174.7776,15.1418,,22.7686,2.4677,2.4449,1.9003,3.5729,,2.3369,2.7288,3.2245,95.8149,5.7846,,1.7525,15.4498,1.465,0.5374,15.5061,,0.7645,0.5009,3.1685,199.7408,5.9377,,0.9723
2014/1/15,-1.3018,-3.0544,-1.5021,-1.0204,,-1.7677,-2.5846,-0.1691,4.4362,-3.2814,,-0.4484,0.7849,0.7549,0.788,0.3622,,0.4074,0.823,0.9782,1.7476,3.4493,,0.0924,5155770177,7271422252,5510046222,3228160000,,22898320041,22527236219,1498553929,2526657649,1656532150,,35084444103,19.4179,35.5099,26.8084,662.9775,,53.1196,19.9887,49.8123,1226.8935,14.6449,,22.6665,2.4356,2.3703,1.8718,3.5364,,2.2956,2.6583,3.219,100.0655,5.5947,,1.7447,15.2487,1.4203,0.5293,15.3478,,0.751,0.4879,3.1631,208.6018,5.7428,,0.9679
2014/1/16,1.3189,1.2329,1.5251,0.6186,,0.5141,0.379,-0.5927,0.6195,0.7634,,0.4505,0.8999,0.7754,1.204,0.5342,,0.5415,0.8396,1.2027,1.5937,2.0818,,0.1957,5223771942,7361069924,5594077428,3248128000,,23016049193,22612620563,1489671730,2542309510,1669177434,,35242482140,19.674,35.9477,27.2172,667.0784,,53.3927,20.0645,49.517,1234.4937,14.7567,,22.7686,2.4677,2.3995,1.9003,3.5583,,2.3074,2.6684,3.1999,100.6853,5.6375,,1.7525,15.4498,1.4378,0.5374,15.4428,,0.7548,0.4898,3.1444,209.894,5.7867,,0.9723
2014/1/17,-2.3669,-1.6238,-0.8584,-2.6639,,-2.3018,-3.5242,-1.1073,-1.4952,-3.2828,,-0.8969,0.6723,0.5604,0.8478,0.4749,,0.4131,0.6944,0.62,1.16,2.0692,,0.1629,5100132370,7241539695,5546059596,3161600000,,22486268009,21815700015,1473176216,2504297846,1614381205,,34926406067,19.2083,35.364,26.9836,649.3079,,52.1637,19.3574,48.9687,1216.036,14.2723,,22.5644,2.4093,2.3605,1.884,3.4635,,2.2543,2.5743,3.1645,99.1799,5.4524,,1.7368,15.0841,1.4145,0.5327,15.0314,,0.7375,0.4725,3.1096,206.7557,5.5967,,0.9636
2014/1/20,-0.6061,0.6878,1.9481,0,,0,0.848,2.4978,0.5357,-0.087,,0,0.6207,0.5278,1.4993,0.2705,,0.2597,0.4573,1.5777,0.9843,1.4508,,0.124,5069222477,7291343957,5654099718,3161600000,,22486268009,22000699428,1509973900,2517713728,1612976173,,34926406067,19.0919,35.6072,27.5093,649.3079,,52.1637,19.5215,50.1919,1222.5505,14.2598,,22.5644,2.3947,2.3767,1.9207,3.4635,,2.2543,2.5962,3.2435,99.7113,5.4476,,1.7368,14.9927,1.4242,0.5431,15.0314,,0.7375,0.4765,3.1872,207.8634,5.5918,,0.9636
2014/1/21,0.8537,0.6831,0,0.6316,,0.3927,0.1294,-1.0084,0.7105,-0.8711,,0.4525,0.2933,0.4866,1.1414,0.3305,,0.2232,0.427,1.3071,2.4442,2.5624,,0.1176,5112496327,7341148219,5654099718,3181568000,,22574564873,22029160876,1494747272,2535601569,1598925858,,35084444103,19.2549,35.8504,27.5093,653.4088,,52.3685,19.5468,49.6857,1231.2365,14.1356,,22.6665,2.4151,2.393,1.9207,3.4854,,2.2631,2.5995,3.2108,100.4197,5.4002,,1.7447,15.1207,1.4339,0.5431,15.1263,,0.7404,0.4772,3.1551,209.3402,5.5431,,0.9679
2014/1/22,1.2092,2.171,1.2031,3.1381,,2.086,2.4548,2.3769,0.2646,1.5817,,1.3514,0.6248,0.7552,1.5945,0.8365,,0.4278,0.7037,1.9432,1.2809,2.5887,,0.2431,5174316113,7500521857,5722124980,3281408000,,23045481481,22569928391,1530276070,2542309510,1624216426,,35558558213,19.4877,36.6287,27.8402,673.9132,,53.461,20.0266,50.8667,1234.4937,14.3592,,22.9728,2.4443,2.4449,1.9438,3.5947,,2.3103,2.6633,3.2872,100.6853,5.4856,,1.7682,15.3035,1.465,0.5497,15.601,,0.7558,0.4889,3.2301,209.894,5.6308,,0.981
2014/1/23,-0.1195,-1.0624,-0.9091,-0.4057,,-0.2554,-0.0631,-0.5804,0.088,-0.2595,,-0.8889,0.4416,0.7097,1.2257,0.4678,,0.3265,0.661,1.1447,0.4099,2.854,,0.1443,5168134135,7420835038,5670105662,3268096000,,22986616905,22555697667,1521393870,2544545490,1620001331,,35242482140,19.4644,36.2396,27.5872,671.1793,,53.3244,20.014,50.5715,1235.5795,14.3219,,22.7686,2.4414,2.419,1.9261,3.5802,,2.3044,2.6616,3.2681,100.7739,5.4714,,1.7525,15.2852,1.4495,0.5447,15.5377,,0.7539,0.4886,3.2114,210.0786,5.6162,,0.9723
2014/1/24,1.555,6.5772,1.7643,2.0367,,2.4328,2.9022,1.9183,5.0967,2.6886,,1.7937,0.9215,2.0335,2.3927,1.3331,,0.769,1.0929,1.8032,2.1372,4.6131,,0.3265,5248499857,7908916806,5770142812,3334656000,,23545830376,23210310974,1550578240,2674232343,1663557308,,35874634286,19.7671,38.6231,28.0739,684.8489,,54.6217,20.5948,51.5416,1298.5527,14.707,,23.177,2.4794,2.5781,1.9601,3.6531,,2.3605,2.7389,3.3308,105.91,5.6185,,1.784,15.5229,1.5448,0.5543,15.8542,,0.7722,0.5027,3.273,220.7856,5.7672,,0.9897
2014/1/27,1.1779,-0.7557,1.8031,0,,0.875,2.5751,-3.1097,0,-0.5912,,-0.4405,1.36,1.2448,2.3947,0.892,,0.6549,1.1856,1.7156,,4.2461,,0.2762,5310319643,7849151691,5874181448,3334656000,,23751856392,23808001386,1502360586,2674232343,1653722087,,35716596249,19.9999,38.3312,28.5801,684.8489,,55.0996,21.1252,49.9388,1298.5527,14.6201,,23.0749,2.5086,2.5586,1.9955,3.6531,,2.3811,2.8094,3.2272,105.91,5.5853,,1.7761,15.7058,1.5331,0.5643,15.8542,,0.779,0.5157,3.1712,220.7856,5.7331,,0.9853
2014/1/28,-2.9104,-0.1269,-1.2262,-0.998,,-0.9913,-2.0921,-1.0135,0,-1.6992,,-0.4425,1.0988,0.5529,1.9896,0.5045,,0.3376,0.6226,1.0092,,2.1541,,0.167,5155770177,7839190839,5802154700,3301376000,,23516398088,23309926043,1487133958,2674232343,1625621457,,35558558213,19.4179,38.2826,28.2296,678.0141,,54.5534,20.6832,49.4327,1298.5527,14.3716,,22.9728,2.4356,2.5553,1.971,3.6166,,2.3575,2.7506,3.1945,105.91,5.4904,,1.7682,15.2487,1.5312,0.5573,15.6959,,0.7713,0.5049,3.139,220.7856,5.6357,,0.981
2014/1/29,0.3597,1.5248,-1.4483,0.4032,,-0.5006,-0.7937,1.2799,0,0.605,,0,0.6211,0.9438,0.9552,0.3544,,0.2547,0.509,0.8752,,1.4831,,0.1141,5174316113,7958721068,5718123494,3314688000,,23398668936,23124926630,1506167243,2674232343,1635456678,,35558558213,19.4877,38.8663,27.8208,680.7481,,54.2803,20.5191,50.0653,1298.5527,14.4586,,22.9728,2.4443,2.5943,1.9424,3.6312,,2.3457,2.7288,3.2354,105.91,5.5236,,1.7682,15.3035,1.5545,0.5493,15.7592,,0.7674,0.5009,3.1792,220.7856,5.6698,,0.981
2014/1/30,-0.7168,-2.5031,-0.4199,0.2008,,0.5031,1.4769,-0.2527,0,1.89,,-0.4444,0.4872,1.2339,1.0205,0.4062,,0.3185,0.5741,0.6156,,2.4632,,0.1073,5137224242,7759504020,5694114578,3321344000,,23516398088,23466464008,1502360586,2674232343,1666367371,,35400520176,19.348,37.8935,27.704,682.115,,54.5534,20.8221,49.9388,1298.5527,14.7318,,22.8707,2.4268,2.5294,1.9343,3.6385,,2.3575,2.7691,3.2272,105.91,5.628,,1.7604,15.1938,1.5156,0.547,15.7909,,0.7713,0.5083,3.1712,220.7856,5.7769,,0.9766
2014/2/7,0.722,-1.9255,0.8433,-0.2004,,-1.5019,-1.5767,0,0,-1.1804,,-0.4464,0.6456,1.3581,1.2025,0.5005,,0.3281,0.5696,1.0441,,2.2457,,0.1465,5174316113,7610091234,5742132410,3314688000,,23163210632,23096465182,1502360586,2674232343,1646696930,,35242482140,19.4877,37.1638,27.9376,680.7481,,53.7341,20.4938,49.9388,1298.5527,14.5579,,22.7686,2.4443,2.4807,1.9506,3.6312,,2.3221,2.7255,3.2272,105.91,5.5615,,1.7525,15.3035,1.4864,0.5516,15.7592,,0.7597,0.5003,3.1712,220.7856,5.7087,,0.9723
2014/2/10,2.1505,3.2723,2.9268,2.2088,,2.1601,2.711,2.7872,0,3.5836,,0.8969,1.5066,2.1244,2.2281,0.9707,,0.4872,0.849,1.9191,,4.2871,,0.414,5285591729,7859112544,5910194822,3387904000,,23663559528,23722617041,1544233812,2674232343,1705708253,,35558558213,19.9068,38.3799,28.7553,695.7847,,54.8948,21.0494,51.3307,1298.5527,15.0796,,22.9728,2.4969,2.5618,2.0077,3.7114,,2.3723,2.7993,3.3171,105.91,5.7608,,1.7682,15.6326,1.5351,0.5677,16.1073,,0.7761,0.5138,3.2596,220.7856,5.9133,,0.981
2014/2/11,0.7018,6.7174,2.3697,1.7682,,2.7363,3.4793,0.8217,0,9.9671,,2.6667,1.5972,3.8649,3.1558,1.9494,,0.9847,1.6237,1.871,,11.1748,,0.6773,5322683600,8387037721,6050246832,3447808000,,24311069863,24547999038,1556922668,2674232343,1875717066,,36506786432,20.0465,40.958,29.4367,708.0873,,56.3969,21.7818,51.7525,1298.5527,16.5826,,23.5854,2.5144,2.7339,2.0553,3.777,,2.4372,2.8967,3.3444,105.91,6.335,,1.8154,15.7423,1.6382,0.5812,16.3921,,0.7973,0.5317,3.2863,220.7856,6.5027,,1.0071
2014/2/12,3.1359,0,-0.2646,0.1931,,0.7264,-0.058,-0.489,-5.8528,5.2434,,-0.8658,2.6805,3.1524,2.6121,1.1395,,0.8436,1.1209,2.2892,2.2281,14.7075,,0.4149,5489597023,8387037721,6034240888,3454464000,,24487663591,24533768314,1549309354,2517713728,1974069272,,36190710359,20.6751,40.958,29.3588,709.4543,,56.8066,21.7692,51.4994,1222.5505,17.4521,,23.3812,2.5933,2.7339,2.0498,3.7843,,2.4549,2.8951,3.328,99.7113,6.6672,,1.7997,16.236,1.6382,0.5796,16.4238,,0.8031,0.5314,3.2703,207.8634,6.8437,,0.9984
2014/2/13,-1.0135,2.2565,0.7958,1.1561,,1.3221,0.29,0,1.6874,-2.9893,,5.2402,1.5462,3.1878,3.0071,2.2614,,1.1727,2.0208,2.7171,3.2886,8.7167,,1.86,5433959216,8576293916,6082258720,3494400000,,24811418759,24604921934,1549309354,2560197352,1915057948,,38087166797,20.4656,41.8822,29.5924,717.6561,,57.5576,21.8323,51.4994,1243.1797,16.9304,,24.6064,2.567,2.7956,2.0661,3.8281,,2.4873,2.9035,3.328,101.3938,6.4679,,1.894,16.0714,1.6752,0.5842,16.6136,,0.8137,0.5329,3.2703,211.3708,6.6391,,1.0507
2014/2/14,2.5028,1.3937,0.6579,1.5238,,0.5931,0.5205,0.5733,0.9607,2.788,,0,1.8653,1.7807,1.7146,1.2857,,0.562,0.9338,1.5943,1.6153,4.9233,,0.7135,5569962746,8695824145,6122273580,3547648000,,24958580199,24732998451,1558191554,2584793134,1968449146,,38087166797,20.9778,42.466,29.7871,728.5918,,57.899,21.9459,51.7946,1255.1229,17.4025,,24.6064,2.6312,2.8346,2.0797,3.8864,,2.5021,2.9186,3.3471,102.3679,6.6482,,1.894,16.4737,1.6985,0.5881,16.8668,,0.8186,0.5357,3.289,213.4015,6.8242,,1.0507
2014/2/17,1.7758,1.0309,1.1765,1.3133,,1.8868,2.4741,3.0945,0.7785,0.7852,,0.8299,2.1546,2.2009,2.3218,1.4406,,0.7887,1.444,3.2757,2.5921,6.1733,,0.6088,5668874404,8785471817,6194300328,3594240000,,25429496806,25344919586,1606409208,2604916956,1983904492,,38403242870,21.3503,42.9038,30.1376,738.1605,,58.9914,22.4889,53.3974,1264.8946,17.5391,,24.8106,2.678,2.8638,2.1042,3.9374,,2.5493,2.9908,3.4507,103.1648,6.7004,,1.9097,16.7662,1.716,0.595,17.0883,,0.834,0.549,3.3908,215.0629,6.8777,,1.0595
2014/2/18,-1.0905,-3.7415,-3.2946,-2.4074,,-2.8935,-3.032,-1.7378,-2.1459,-3.187,,-2.4691,1.4535,2.1879,2.2747,1.276,,0.7047,1.2958,1.9598,0.694,5.2492,,0.5081,5607054617,8456763688,5990224542,3507712000,,24693689607,24576460486,1578493724,2549017451,1920678074,,37455014651,21.1175,41.2985,29.1446,720.39,,57.2845,21.8071,52.4695,1237.7509,16.9801,,24.198,2.6488,2.7566,2.0349,3.8427,,2.4755,2.9001,3.3907,100.951,6.4869,,1.8626,16.5834,1.6518,0.5754,16.6769,,0.8099,0.5323,3.3319,210.4478,6.6586,,1.0333
2014/2/19,-1.1025,4.1225,0.6012,0.1898,,0.2384,1.216,0.3215,-3.9474,1.2436,,0.4219,1.3783,2.4228,1.6962,0.8473,,0.4429,0.8276,1.6084,1.7372,3.3716,,0.3033,5545234831,8805393522,6026237916,3514368000,,24752554183,24875305692,1583569266,2448398341,1944563610,,37613052687,20.8847,43.001,29.3199,721.757,,57.4211,22.0722,52.6382,1188.8924,17.1913,,24.3001,2.6196,2.8703,2.0471,3.8499,,2.4814,2.9354,3.4016,96.9661,6.5675,,1.8704,16.4005,1.7199,0.5789,16.7086,,0.8118,0.5388,3.3426,202.1407,6.7414,,1.0377
2014/2/20,-1.0033,-2.6018,-2.324,-0.5682,,-1.4269,-1.7735,-2.1635,2.9224,1.7341,,0.4202,1.081,1.6852,1.3908,0.938,,0.4595,0.6631,1.5069,3.4786,5.8053,,0.4064,5489597023,8576293916,5886185906,3494400000,,24399366727,24434153245,1549309354,2519949708,1978284366,,37771090724,20.6751,41.8822,28.6385,717.6561,,56.6017,21.6808,51.4994,1223.6362,17.4894,,24.4022,2.5933,2.7956,1.9995,3.8281,,2.446,2.8833,3.328,99.7998,6.6814,,1.8783,16.236,1.6752,0.5654,16.6136,,0.8002,0.5292,3.2703,208.048,6.8583,,1.042
2014/2/21,-0.5631,-2.5552,-1.2916,-1.9048,,0.6031,-1.689,0.1638,3.3718,-1.6335,,-0.8368,0.7378,1.3507,1.4065,0.7944,,0.4353,0.7092,0.8418,2.0198,2.6825,,0.2886,5458687130,8357155164,5810157672,3427840000,,24546528167,24021462247,1551847125,2604916956,1945968641,,37455014651,20.5587,40.8121,28.2686,703.9864,,56.9431,21.3146,51.5837,1264.8946,17.2037,,24.198,2.5787,2.7242,1.9737,3.7552,,2.4608,2.8346,3.3335,103.1648,6.5723,,1.8626,16.1446,1.6324,0.5581,16.2972,,0.805,0.5203,3.2756,215.0629,6.7462,,1.0333
2014/2/24,-1.4723,0.1192,0.3444,-0.7767,,-1.3189,-1.5403,-2.1259,0.1717,-1.083,,-1.6878,1.0702,0.9987,0.9826,0.6346,,0.4776,0.5987,1.2573,1.3502,2.8133,,0.2758,5378321408,8367116016,5830165102,3401216000,,24222772999,23651463421,1518856099,2609388917,1924893169,,36822862505,20.256,40.8607,28.3659,698.5186,,56.1921,20.9863,50.4871,1267.0661,17.0174,,23.7896,2.5407,2.7274,1.9805,3.726,,2.4283,2.791,3.2626,103.342,6.5011,,1.8311,15.9069,1.6343,0.56,16.1706,,0.7944,0.5123,3.206,215.4321,6.6732,,1.0159
2014/2/25,-3.1034,-3.3333,-2.5395,-1.7613,,-1.2151,-0.2407,-2.6734,-0.3428,-5.3285,,-0.4292,1.0473,1.3859,1.6246,0.892,,0.5088,0.8104,1.744,1.5538,4.6398,,0.2894,5211407985,8088212149,5682110120,3341312000,,23928450120,23594540525,1478251759,2600444996,1822325868,,36664824468,19.6274,39.4987,27.6456,686.2159,,55.5093,20.9358,49.1374,1262.7231,16.1106,,23.6875,2.4619,2.6365,1.9302,3.6604,,2.3988,2.7842,3.1754,102.9877,6.1547,,1.8233,15.4132,1.5798,0.5458,15.8858,,0.7848,0.5111,3.1203,214.6937,6.3176,,1.0115
2014/2/26,2.6097,8.867,7.6761,7.3705,,8.8561,10.0121,3.176,-0.7739,7.9414,,4.7414,0.7426,3.5751,3.4377,3.1321,,2.0684,3.2649,1.4711,1.2903,6.6496,,0.8406,5347411515,8805393522,6118272094,3587584000,,26047574853,25956840722,1525200527,2580321174,1967044114,,38403242870,20.1396,43.001,29.7676,736.7936,,60.4252,23.0319,50.698,1252.9514,17.39,,24.8106,2.5261,2.8703,2.0784,3.9302,,2.6113,3.063,3.2763,102.1908,6.6435,,1.9097,15.8155,1.7199,0.5877,17.0567,,0.8543,0.5622,3.2194,213.0323,6.8193,,1.0595
2014/2/27,-2.659,-2.3756,-4.5128,-4.4527,,-3.8418,-1.5899,-0.4992,-4.8527,-4.7143,,-2.8807,0.8461,2.0257,2.3204,1.922,,1.3891,2.8418,1.3579,1.4106,4.673,,0.4755,5205226006,8596215621,5842169560,3427840000,,25046877062,25544149724,1517587213,2455106282,1874312034,,37296976614,19.6041,41.9795,28.4243,703.9864,,58.1038,22.6657,50.4449,1192.1496,16.5702,,24.0959,2.4589,2.8021,1.9846,3.7552,,2.511,3.0143,3.2599,97.2318,6.3303,,1.8547,15.3949,1.6791,0.5612,16.2972,,0.8214,0.5533,3.2033,202.6945,6.4978,,1.0289
2014/2/28,2.6128,3.2445,2.3973,2.3301,,1.7626,5.0139,1.9231,-1.7304,1.2744,,0.8475,1.4681,3.198,2.224,1.7852,,1.4106,3.565,1.4014,1.601,3.7719,,0.4962,5341229536,8875119488,5982221570,3507712000,,25488361382,26824914891,1546771583,2412622657,1898197570,,37613052687,20.1163,43.3415,29.1057,720.39,,59.128,23.8021,51.415,1171.5204,16.7814,,24.3001,2.5232,2.893,2.0322,3.8427,,2.5552,3.1654,3.3226,95.5492,6.4109,,1.8704,15.7972,1.7335,0.5746,16.6769,,0.8359,0.581,3.2649,199.187,6.5806,,1.0377
2014/3/3,0.463,3.0303,3.01,2.4668,,2.5404,2.8647,4.0197,3.1511,4.6632,,1.6807,1.1945,2.8782,2.7069,1.7861,,1.2983,2.6089,8.2105,1.5219,6.1025,,0.5079,5365957451,9144062503,6162288440,3594240000,,26135871717,27593373991,1608946979,2488645985,1986714555,,38245204833,20.2095,44.6549,29.9818,738.1605,,60.6301,24.484,53.4818,1208.4358,17.5639,,24.7085,2.5349,2.9807,2.0933,3.9374,,2.6201,3.2561,3.4561,98.5601,6.7099,,1.9019,15.8703,1.7861,0.5919,17.0883,,0.8572,0.5977,3.3962,205.4635,6.8875,,1.0551
2014/3/4,-0.8065,-1.3072,-1.9481,-0.7407,,-1.464,-2.3724,1.4196,0.9883,0.0707,,0.4132,0.9149,3.843,4.1363,3.0675,,1.7429,3.4983,5.9911,1.7588,10.8289,,1.0854,5322683600,9024532274,6042243860,3567616000,,25753251974,26938760683,1631786920,2513241767,1988119587,,38403242870,20.0465,44.0712,29.3977,732.6927,,59.7425,23.9032,54.241,1220.379,17.5764,,24.8106,2.5144,2.9417,2.0526,3.9083,,2.5818,3.1789,3.5052,99.5342,6.7146,,1.9097,15.7423,1.7627,0.5804,16.9617,,0.8446,0.5835,3.4444,207.4942,6.8924,,1.0595
2014/3/5,-1.0453,-3.7528,-3.3775,-2.7985,,-4,-2.9583,-1.7885,-0.5338,-4.0283,,-3.2922,0.8356,2.0415,2.1054,1.6959,,1.001,2.0631,3.2763,1.5487,5.5449,,0.6261,5267045793,8685863293,5838168074,3467776000,,24723121895,26141840135,1602602551,2499825886,1908032791,,37138938578,19.8369,42.4173,28.4048,712.1882,,57.3528,23.196,53.2709,1213.8645,16.8683,,23.9938,2.4881,2.8313,1.9832,3.7989,,2.4785,3.0848,3.4425,99.0028,6.4442,,1.8468,15.5778,1.6966,0.5608,16.4871,,0.8108,0.5662,3.3828,206.3865,6.6147,,1.0246
2014/3/6,-0.3521,-1.4908,0,-0.3839,,-0.3571,-1.3609,-0.1584,-1.1628,-2.1355,,-0.4255,0.7727,1.5078,1.0374,0.955,,0.5037,1.1906,2.3563,0.4146,3.5061,,0.2495,5248499857,8556372212,5838168074,3454464000,,24634825031,25786072033,1600064779,2470758143,1867286877,,36980900541,19.7671,41.7849,28.4048,709.4543,,57.1479,22.8804,53.1865,1199.7498,16.5081,,23.8917,2.4794,2.7891,1.9832,3.7843,,2.4696,3.0428,3.4371,97.8516,6.3065,,1.839,15.5229,1.6713,0.5608,16.4238,,0.8079,0.5585,3.3774,203.9867,6.4735,,1.0202
2014/3/7,0.2356,1.2806,0.0685,0.9634,,0.9558,2.2075,3.0928,-3.1674,1.8059,,0.4274,0.5906,1.3241,1.0961,0.828,,0.5197,1.6169,4.28,0.9177,3.0166,,0.2907,5260863814,8665941588,5842169560,3487744000,,24870283335,26355300996,1649551319,2392498835,1901007633,,37138938578,19.8137,42.32,28.4243,716.2891,,57.6942,23.3854,54.8315,1161.7487,16.8062,,23.9938,2.4852,2.8248,1.9846,3.8208,,2.4933,3.11,3.5434,94.7523,6.4204,,1.8468,15.5595,1.6927,0.5612,16.582,,0.8157,0.5709,3.4819,197.5256,6.5904,,1.0246
