ÈÕÆÚ,000008.SZ,000925.SZ,000976.SZ,300351.SZ,300594.SZ,600495.SH,600528.SH,601766.SH,603111.SH,603500.SH,603680.SH,688009.SH,688015.SH,688033.SH,000008.SZ,000925.SZ,000976.SZ,300351.SZ,300594.SZ,600495.SH,600528.SH,601766.SH,603111.SH,603500.SH,603680.SH,688009.SH,688015.SH,688033.SH,000008.SZ,000925.SZ,000976.SZ,300351.SZ,300594.SZ,600495.SH,600528.SH,601766.SH,603111.SH,603500.SH,603680.SH,688009.SH,688015.SH,688033.SH,000008.SZ,000925.SZ,000976.SZ,300351.SZ,300594.SZ,600495.SH,600528.SH,601766.SH,603111.SH,603500.SH,603680.SH,688009.SH,688015.SH,688033.SH,000008.SZ,000925.SZ,000976.SZ,300351.SZ,300594.SZ,600495.SH,600528.SH,601766.SH,603111.SH,603500.SH,603680.SH,688009.SH,688015.SH,688033.SH,000008.SZ,000925.SZ,000976.SZ,300351.SZ,300594.SZ,600495.SH,600528.SH,601766.SH,603111.SH,603500.SH,603680.SH,688009.SH,688015.SH,688033.SH
2015/4/7,0,0.4192,1.3667,10.0028,,1.1585,1.5659,10.0059,10.0176,,,,,,,5.1772,3.8532,14.6416,,7.4163,5.0377,0.2668,11.2297,,,,,,5739271909,7940259146,5220374139,3314504700,,14986775887,34072320000,2.2015E+11,2262990000,,,,,,2778.2075,709.6039,-24.6673,104.6866,,116.9138,120.4578,48.538,65.581,,,,,,37.7709,9.2785,23.4316,12.0026,,5.3802,5.602,6.3682,9.6951,,,,,,70.2533,4.8728,4.9897,31.1155,,6.5577,0.4765,2.1548,7.0627,,,,,
2015/4/8,0,-0.8349,0.1124,2.6036,,3.3538,4.1113,10.0054,0.8626,,,,,,,6.7943,4.432,21.663,,13.4137,12.2713,0.1855,14.3042,,,,,,5739271909,7873964762,5226239728,3400800000,,15489399864,35473152000,2.42176E+11,2282511000,,,,,,2778.2075,703.6793,-24.695,107.4122,,120.8348,125.4102,53.3944,66.1467,,,,,,37.7709,9.201,23.4579,12.3151,,5.5606,5.8323,7.0053,9.7788,,,,,,70.2533,4.8321,4.9953,31.9256,,6.7776,0.496,2.3704,7.1236,,,,,
2015/4/9,0,-3.7505,-2.8058,10.0138,,-4.907,-5.7178,9.9708,-2.5974,,,,,,,4.6014,3.6945,22.7448,,8.6715,7.4534,5.8513,13.4365,,,,,,5739271909,7578653416,5079600005,3729657360,,14729334338,33444864000,2.66323E+11,2223225000,,,,,,2778.2075,677.288,-24.0021,117.7989,,114.9055,118.2395,58.7183,64.4286,,,,,,37.7709,8.8559,22.7998,13.5059,,5.2878,5.4988,7.7038,9.5248,,,,,,70.2533,4.6509,4.8551,35.0129,,6.4451,0.4677,2.6067,6.9386,,,,,
2015/4/10,0,-1.1928,0.1155,-4.5637,,3.4124,0.1309,-1.5038,-2.5366,,,,,,,6.9793,3.4493,19.5653,,7.8247,3.8316,2.879,11.6724,,,,,,5739271909,7488251984,5085465594,3559447320,,15231958315,33488640000,2.62318E+11,2166831000,,,,,,2778.2075,669.209,-24.0298,112.4229,,118.8265,118.3943,57.8353,62.7943,,,,,,37.7709,8.7503,22.8261,12.8896,,5.4682,5.506,7.588,9.2832,,,,,,70.2533,4.5954,4.8607,33.415,,6.665,0.4683,2.5675,6.7626,,,,,
2015/4/13,0,3.5815,4.9596,-2.6012,,5.7545,5.1416,10.0135,6.9403,,,,,,,8.309,5.2694,17.8199,,15.0259,10.4621,2.6315,13.9334,,,,,,5739271909,7756442900,5337685917,3466860540,,16108485493,35210496000,2.88586E+11,2317215000,,,,,,2778.2075,693.1766,-25.2216,109.4986,,125.6644,124.4816,63.6266,67.1524,,,,,,37.7709,9.0637,23.9582,12.5543,,5.7829,5.7891,8.3478,9.9274,,,,,,70.2533,4.76,5.1018,32.5458,,7.0485,0.4924,2.8246,7.232,,,,,
2015/4/14,0,1.3986,-0.1099,-0.027,,-1.3699,9.8632,10,1.3417,,,,,,,7.0429,5.641,14.9428,,13.4098,16.703,2.6203,14.1179,,,,,,5739271909,7864924619,5331820328,3465925320,,15887821308,38683392000,3.17444E+11,2348304000,,,,,,2778.2075,702.8714,-25.1939,109.4691,,123.943,136.7596,69.9893,68.0534,,,,,,37.7709,9.1905,23.9318,12.5509,,5.7037,6.3601,9.1826,10.0606,,,,,,70.2533,4.8266,5.0962,32.537,,6.952,0.5409,3.1071,7.329,,,,,
2015/4/15,0,-6.6667,-4.6205,-5.8284,,-3.4722,2.301,10.0186,-5.2032,,,,,,,4.9119,3.484,14.5328,,10.7643,17.94,2.6651,8.2694,,,,,,5739271909,7340596311,5085465594,3263917800,,15336160846,39573504000,3.49247E+11,2226117000,,,,,,2778.2075,656.0133,-24.0298,103.0888,,119.6394,139.9064,77.0012,64.5124,,,,,,37.7709,8.5778,22.8261,11.8194,,5.5056,6.5065,10.1025,9.5372,,,,,,70.2533,4.5048,4.8607,30.6406,,6.7106,0.5534,3.4183,6.9476,,,,,
2015/4/16,0,-1.6831,1.0381,-8.3381,,-1.9185,-6.0103,10.0169,-2.5982,,,,,,,4.9063,2.3862,24.7806,,6.8418,14.3081,1.4092,9.1433,,,,,,5739271909,7217047687,5138255894,2991768780,,15041941933,37195008000,3.84231E+11,2168277000,,,,,,2778.2075,644.972,-24.2793,94.4932,,117.3442,131.4976,84.7143,62.8363,,,,,,37.7709,8.4334,23.063,10.8339,,5.4,6.1154,11.1145,9.2894,,,,,,70.2533,4.429,4.9112,28.0858,,6.5818,0.5201,3.7608,6.7671,,,,,
2015/4/17,0,0.6263,0.6849,-2.0631,,3.6675,6.0808,9.9939,3.9013,,,,,,,4.2437,2.8793,17.5238,,10.8308,16.4513,0.3307,12.1754,,,,,,5739271909,7262248403,5173449427,2930044260,,15593602395,39456768000,4.22631E+11,2252868000,,,,,,2778.2075,649.0115,-24.4456,92.5436,,121.6477,139.4937,93.1806,65.2877,,,,,,37.7709,8.4862,23.221,10.6104,,5.598,6.4873,12.2253,9.6518,,,,,,70.2533,4.4567,4.9448,27.5063,,6.8232,0.5517,4.1366,7.0311,,,,,
2015/4/20,0,-5.7676,1.8141,-2.2024,,-2.5157,-0.4438,-1.3935,-2.5353,,,,,,,5.7665,5.4056,14.8457,,11.9095,16.6517,7.1649,12.1741,,,,,,5739271909,6843388433,5267298850,2865514080,,15201310511,39281664000,4.16741E+11,2195751000,,,,,,2778.2075,611.5789,-24.889,90.5055,,118.5874,138.8747,91.8821,63.6324,,,,,,37.7709,7.9968,23.6422,10.3767,,5.4572,6.4585,12.0549,9.4071,,,,,,70.2533,4.1997,5.0345,26.9005,,6.6516,0.5493,4.079,6.8529,,,,,
2015/4/21,0,3.919,5.0111,3.8838,,-1.129,-6.7979,-10.0057,0.922,,,,,,,3.4152,2.6956,9.9026,,7.1704,11.8822,3.0347,8.3293,,,,,,5739271909,7111579349,5531250352,2976805260,,15029682812,36611328000,3.75043E+11,2215995000,,,,,,2778.2075,635.5466,-26.1363,94.0205,,117.2485,129.4341,82.6887,64.2191,,,,,,37.7709,8.3102,24.827,10.7797,,5.3956,6.0194,10.8487,9.4938,,,,,,70.2533,4.3643,5.2868,27.9453,,6.5765,0.512,3.6708,6.916,,,,,
2015/4/22,0,10,4.9841,1.6337,,2.5285,-0.9167,-4.9623,2.1207,,,,,,,4.9294,2.302,10.626,,8.6513,7.9648,6.5668,7.6036,,,,,,5739271909,7822737284,5806933031,3025436700,,15409715575,36275712000,3.56433E+11,2262990000,,,,,,2778.2075,699.1012,-27.4389,95.5565,,120.2132,128.2475,78.5854,65.581,,,,,,37.7709,9.1412,26.0644,10.9558,,5.532,5.9643,10.3104,9.6951,,,,,,70.2533,4.8007,5.5503,28.4018,,6.7428,0.5073,3.4887,7.0627,,,,,
2015/4/23,0,3.2743,5.0505,-1.762,,9.9841,-0.0402,2.0159,-0.4473,,,,,,,10.798,0.4151,12.5447,,25.9688,5.9119,4.3632,8.048,,,,,,5739271909,8078874675,6100212477,2972129160,,16948235308,36261120000,3.63618E+11,2252868000,,,,,,2778.2075,721.9917,-28.8247,93.8729,,132.2154,128.196,80.1696,65.2877,,,,,,37.7709,9.4405,27.3808,10.7628,,6.0844,5.9619,10.5182,9.6518,,,,,,70.2533,4.9579,5.8306,27.9014,,7.416,0.5071,3.559,7.0311,,,,,
2015/4/24,0,-3.5435,4.6154,-2.0453,,-3.2188,2.5755,10.0097,-3.2734,,,,,,,6.781,10.4243,11.4981,,21.915,7.7006,4.2158,8.6812,,,,,,5739271909,7792603473,6381760745,2911339860,,16402704406,37195008000,4.00015E+11,2179122000,,,,,,2778.2075,696.4082,-30.1551,91.9529,,127.9596,131.4976,88.1943,63.1505,,,,,,37.7709,9.106,28.6445,10.5426,,5.8885,6.1154,11.5711,9.3358,,,,,,70.2533,4.7822,6.0997,27.3307,,7.1773,0.5201,3.9152,6.801,,,,,
2015/4/27,0,0.9667,-2.0221,0.0964,,-2.2422,5.4923,1.1779,1.0285,,,,,,,5.4305,5.7939,9.2738,,12.9296,13.6575,4.6634,7.1665,,,,,,5739271909,7867938000,6252717789,2914145520,,16034930765,39237888000,4.04726E+11,2201535000,,,,,,2778.2075,703.1407,-29.5453,92.0415,,125.0906,138.7199,89.2331,63.8001,,,,,,37.7709,9.194,28.0653,10.5528,,5.7565,6.4513,11.7074,9.4318,,,,,,70.2533,4.8284,5.9764,27.3571,,7.0163,0.5487,3.9614,6.8709,,,,,
2015/4/28,0,-3.7917,-4.9719,-5.2953,,-7.2248,-4.5742,-7.7125,-5.6486,,,,,,,5.192,4.3221,9.3343,,12.4689,11.2649,4.2838,8.0599,,,,,,5739271909,7569613273,5941841576,2759834220,,14876443795,37443072000,3.73512E+11,2077179000,,,,,,2778.2075,676.4801,-28.0764,87.1677,,116.0531,132.3746,82.351,60.1963,,,,,,37.7709,8.8454,26.6699,9.994,,5.3406,6.1562,10.8044,8.8991,,,,,,70.2533,4.6453,5.6793,25.9085,,6.5094,0.5236,3.6558,6.4828,,,,,
2015/4/29,0,3.742,0.691,1.7282,,0.9889,-4.5207,4.1312,3.7243,,,,,,,5.2733,2.4887,5.9973,,5.9938,6.839,3.888,5.8335,,,,,,5739271909,7852871094,5982900698,2807530440,,15023553251,35750400000,3.88943E+11,2154540000,,,,,,2778.2075,701.7942,-28.2704,88.6741,,117.2007,126.3904,85.7531,62.4382,,,,,,37.7709,9.1764,26.8542,10.1667,,5.3934,5.8779,11.2508,9.2305,,,,,,70.2533,4.8192,5.7185,26.3562,,6.5738,0.4999,3.8069,6.7242,,,,,
2015/4/30,0,0.1535,4.902,-0.1332,,-0.816,-1.4694,-3.9976,0.6711,,,,,,,6.8039,4.6055,5.7898,,5.1385,4.3743,2.8366,6.2684,,,,,,5739271909,7864924619,6276180144,2803789560,,14900962037,35225088000,3.73394E+11,2169000000,,,,,,2778.2075,702.8714,-29.6562,88.556,,116.2444,124.5332,82.3251,62.8572,,,,,,37.7709,9.1905,28.1706,10.1532,,5.3494,5.7915,10.801,9.2925,,,,,,70.2533,4.8266,5.9988,26.3211,,6.5202,0.4926,3.6547,6.7694,,,,,
2015/5/4,0,2.0307,-1.028,7.9053,,1.5631,6.8766,-5.5521,9.1333,,,,,,,4.7861,3.5513,12.2883,,5.0064,9.1595,2.7655,13.5889,,,,,,5739271909,8024633816,6211658666,3025436700,,15133885344,37647360000,3.52663E+11,2367102000,,,,,,2778.2075,717.1443,-29.3513,95.5565,,118.0614,133.0968,77.7543,68.5982,,,,,,37.7709,9.3771,27.881,10.9558,,5.433,6.1898,10.2013,10.1412,,,,,,70.2533,4.9246,5.9372,28.4018,,6.6221,0.5264,3.4518,7.3876,,,,,
2015/5/5,0,-3.1168,-4.9103,-5.966,,-5.6298,-7.2093,6.1122,-4.4899,,,,,,,3.6761,3.028,8.3172,,6.0189,6.6544,3.9312,9.6145,,,,,,5739271909,7774523186,5906648042,2844939240,,14281876408,34933248000,3.74219E+11,2260821000,,,,,,2778.2075,694.7924,-27.9101,89.8556,,111.4148,123.5015,82.5069,65.5182,,,,,,37.7709,9.0848,26.512,10.3022,,5.1271,5.7435,10.8249,9.6858,,,,,,70.2533,4.7711,5.6456,26.7074,,6.2493,0.4885,3.6628,7.0559,,,,,
2015/5/6,0,-1.1628,-2.3833,-1.7751,,-1.6738,-4.553,-7.3025,-0.4477,,,,,,,4.7854,2.6058,6.6972,,5.0166,5.3441,3.4903,7.2887,,,,,,5739271909,7684121754,5765873908,2794437360,,14042823541,33342720000,3.46892E+11,2250699000,,,,,,2778.2075,686.7134,-27.2449,88.2606,,109.5499,117.8784,76.4818,65.2248,,,,,,37.7709,8.9792,25.8801,10.1193,,5.0413,5.482,10.0344,9.6425,,,,,,70.2533,4.7156,5.5111,26.2333,,6.1447,0.4662,3.3953,7.0244,,,,,
2015/5/7,0,-7.0588,1.5259,-4.2838,,-3.9284,-9.9781,0,4.2724,,,,,,,4.0435,2.0378,5.4562,,3.8176,4.9711,,13.789,,,,,,5739271909,7141713160,5853857742,2674729200,,13491163079,30015744000,3.46892E+11,2346858000,,,,,,2778.2075,638.2395,-27.6606,84.4797,,105.2463,106.1163,76.4818,68.0115,,,,,,37.7709,8.3454,26.275,9.6858,,4.8433,4.935,10.0344,10.0544,,,,,,70.2533,4.3827,5.5952,25.1095,,5.9033,0.4197,3.3953,7.3245,,,,,
2015/5/8,0,2.5738,1.2024,4.3007,,3.8164,3.8405,0,9.1189,,,,,,,3.0174,1.6816,6.0381,,4.3092,5.2886,,15.4627,,,,,,5739271909,7325529405,5924244809,2789761260,,14006046177,31168512000,3.46892E+11,2560866000,,,,,,2778.2075,654.6668,-27.9932,88.1129,,109.263,110.1918,76.4818,74.2134,,,,,,37.7709,8.5602,26.5909,10.1024,,5.0281,5.1246,10.0344,10.9713,,,,,,70.2533,4.4955,5.6624,26.1894,,6.1286,0.4358,3.3953,7.9924,,,,,
2015/5/11,0,3.3731,4.2574,6.5706,,3.2823,2.9026,0,1.6375,,,,,,,3.8853,3.6682,10.9527,,4.8784,4.9381,,13.7751,,,,,,5739271909,7572626654,6176465133,2973064380,,14465763228,32073216000,3.46892E+11,2602800000,,,,,,2778.2075,676.7494,-29.185,93.9024,,112.8493,113.3902,76.4818,75.4286,,,,,,37.7709,8.8489,27.723,10.7661,,5.1932,5.2733,10.0344,11.151,,,,,,70.2533,4.6472,5.9035,27.9102,,6.3297,0.4485,3.3953,8.1233,,,,,
2015/5/12,0,0.2786,1.2346,0,,1.2288,0.6824,0,5.6389,,,,,,,4.3172,2.8942,11.6402,,5.8794,4.4739,,10.5811,,,,,,5739271909,7593720322,6252717789,2973064380,,14643520488,32292096000,3.46892E+11,2749569000,,,,,,2778.2075,678.6345,-29.5453,93.9024,,114.236,114.164,76.4818,79.682,,,,,,37.7709,8.8736,28.0653,10.7661,,5.257,5.3093,10.0344,11.7797,,,,,,70.2533,4.6601,5.9764,27.9102,,6.4075,0.4516,3.3953,8.5813,,,,,
2015/5/13,0,6.1508,-2.2514,9.2167,,1.2558,-0.1808,0,-0.0789,,,,,,,6.8946,3.3771,23.9257,,8.6918,5.1288,,9.6416,,,,,,5739271909,8060794389,6111943655,3247083840,,14827407309,32233728000,3.46892E+11,2747400000,,,,,,2778.2075,720.3759,-28.8801,102.5571,,115.6705,113.9577,76.4818,79.6191,,,,,,37.7709,9.4193,27.4334,11.7584,,5.323,5.2997,10.0344,11.7704,,,,,,70.2533,4.9468,5.8418,30.4826,,6.488,0.4507,3.3953,8.5745,,,,,
2015/5/14,0,1.7944,4.3186,-3.1394,,-1.4882,-2.2182,0,2.7105,,,,,,,7.3481,4.9621,13.0436,,4.8439,3.7851,,11.9273,,,,,,5739271909,8205436681,6375895156,3145144860,,14606743124,31518720000,3.46892E+11,2821869000,,,,,,2778.2075,733.3022,-30.1274,99.3374,,113.9491,111.4299,76.4818,81.7772,,,,,,37.7709,9.5884,28.6182,11.3893,,5.2438,5.1821,10.0344,12.0895,,,,,,70.2533,5.0355,6.0941,29.5256,,6.3914,0.4407,3.3953,8.807,,,,,
2015/5/15,0,-1.5791,4.9678,0.5055,,2.0562,10,0,-0.7686,,,,,,,7.9479,4.7409,10.5567,,7.5097,13.0027,,8.3761,,,,,,5739271909,8075861294,6692636958,3161043600,,14907091598,34670592000,3.46892E+11,2800179000,,,,,,2778.2075,721.7224,-31.624,99.8396,,116.2922,122.5729,76.4818,81.1487,,,,,,37.7709,9.437,30.0399,11.4469,,5.3516,5.7004,10.0344,11.9966,,,,,,70.2533,4.956,6.3969,29.6749,,6.5228,0.4848,3.3953,8.7393,,,,,
2015/5/18,0,2.2015,4.9956,2.9882,,0.9868,-3.7037,0,0,,,,,,,5.6695,1.0184,11.7107,,6.4714,8.5841,,,,,,,,5739271909,8253650778,7026975526,3255500820,,15054201055,33386496000,3.46892E+11,2789334000,,,,,,2778.2075,737.611,-33.2039,102.823,,117.4398,118.0331,76.4818,80.8344,,,,,,37.7709,9.6447,31.5405,11.7889,,5.4044,5.4892,10.0344,11.9501,,,,,,70.2533,5.0651,6.7164,30.5616,,6.5872,0.4669,3.3953,8.7054,,,,,
2015/5/19,0,4.0526,5.0083,-0.7469,,4.5603,2.1416,0,0,,,,,,,6.0431,0.137,10.6601,,10.1677,6.6293,,,,,,,,5739271909,8588136078,7378910861,3231185100,,15740711852,34101504000,3.46892E+11,2789334000,,,,,,2778.2075,767.5032,-34.8668,102.055,,122.7953,120.561,76.4818,80.8344,,,,,,37.7709,10.0356,33.1202,11.7009,,5.6509,5.6068,10.0344,11.9501,,,,,,70.2533,5.2704,7.0528,30.3334,,6.8876,0.4769,3.3953,8.7054,,,,,
2015/5/20,0,4,5.0079,2.2576,,-0.4283,-0.9842,0,0,,,,,,,6.5461,0.124,14.472,,9.8165,6.836,,,,,,,,5739271909,8931661521,7748442963,3304132260,,15673286684,33765888000,3.46892E+11,2789334000,,,,,,2778.2075,798.2034,-36.6129,104.359,,122.2694,119.3744,76.4818,80.8344,,,,,,37.7709,10.437,34.7788,11.965,,5.6267,5.5516,10.0344,11.9501,,,,,,70.2533,5.4812,7.406,31.0182,,6.8581,0.4722,3.3953,8.7054,,,,,
2015/5/21,0,3.9136,-3.2551,9.9915,,3.5589,0.2593,0,0,,,,,,,5.9897,8.2758,14.976,,9.2472,4.7332,,,,,,,,5739271909,9281213726,7496222640,3634264920,,16231076707,33853440000,3.46892E+11,2789334000,,,,,,2778.2075,829.4421,-35.4211,114.786,,126.6207,119.684,76.4818,80.8344,,,,,,37.7709,10.8455,33.6468,13.1605,,5.8269,5.566,10.0344,11.9501,,,,,,70.2533,5.6957,7.165,34.1173,,7.1022,0.4734,3.3953,8.7054,,,,,
2015/5/22,0,-2.5,5.0078,0,,-0.4909,4.0517,0,0,,,,,,,6.315,2.931,,,9.663,8.8557,,,,,,,,5739271909,9049183383,7871620331,3634264920,,16151392418,35225088000,3.46892E+11,2789334000,,,,,,2778.2075,808.7061,-37.195,114.786,,125.9991,124.5332,76.4818,80.8344,,,,,,37.7709,10.5743,35.3317,13.1605,,5.7983,5.7915,10.0344,11.9501,,,,,,70.2533,5.5533,7.5238,34.1173,,7.0673,0.4926,3.3953,8.7054,,,,,
2015/5/25,0,3.2301,4.9925,0,,2.277,5.0124,0,0,,,,,,,6.823,7.0201,,,10.6347,9.8106,,,,,,,,5739271909,9341481348,8264614788,3634264920,,16519166060,36990720000,3.46892E+11,2789334000,,,,,,2778.2075,834.8281,-39.0519,114.786,,128.8682,130.7754,76.4818,80.8344,,,,,,37.7709,10.9159,37.0957,13.1605,,5.9303,6.0818,10.0344,11.9501,,,,,,70.2533,5.7327,7.8994,34.1173,,7.2282,0.5173,3.3953,8.7054,,,,,
2015/5/26,0,3.871,4.9681,0,,2.7829,-1.0256,0,0,,,,,,,6.1711,3.9425,,,12.3248,8.5453,,,,,,,,5739271909,9703087078,8675206013,3634264920,,16978883111,36611328000,3.46892E+11,2789334000,,,,,,2778.2075,867.144,-40.9921,114.786,,132.4545,129.4341,89.4868,80.8344,,,,,,37.7709,11.3384,38.9386,13.1605,,6.0954,6.0194,11.7406,11.9501,,,,,,70.2533,5.9546,8.2918,34.1173,,7.4294,0.512,3.9726,8.7054,,,,,
2015/5/27,0,6.6149,-1.4199,0,,-3.2852,-3.5074,0,0,,,,,,,6.9127,6.1112,,,9.7645,6.9463,,,,,,,,5739271909,10344937248,8552028645,3634264920,,16421093089,35327232000,3.46892E+11,2789334000,,,,,,2778.2075,924.5048,-40.41,114.786,,128.1031,124.8943,89.4868,80.8344,,,,,,37.7709,12.0885,38.3857,13.1605,,5.8951,5.8083,11.7406,11.9501,,,,,,70.2533,6.3485,8.1741,34.1173,,7.1853,0.494,3.9726,8.7054,,,,,
2015/5/28,0,-3.0585,-5.0069,7.9774,,-9.9291,-9.6241,0,0,,,,,,,7.7746,5.9776,15.5921,,11.1273,6.9141,,,,,,,,5739271909,10028532234,8123840654,3924183120,,14790629945,31927296000,6.74926E+11,2789334000,,,,,,2778.2075,896.2284,-38.3868,123.9429,,115.3836,112.8744,151.2058,80.8344,,,,,,37.7709,11.7187,36.4638,14.2104,,5.3098,5.2493,19.8381,11.9501,,,,,,70.2533,6.1543,7.7648,36.839,,6.4719,0.4465,6.7125,8.7054,,,,,
2015/5/29,0,4.8678,-3.3935,5.2908,,-1.3262,-3.5192,0,0,,,,,,,6.3337,5.6103,23.5541,,6.5036,5.2834,,,,,,,,5739271909,10516699969,7848157975,4131801960,,14594484003,30803712000,6.74926E+11,2789334000,,,,,,2778.2075,939.8549,-37.0841,130.5004,,113.8535,108.9021,151.2058,80.8344,,,,,,37.7709,12.2892,35.2264,14.9622,,5.2394,5.0646,19.8381,11.9501,,,,,,70.2533,6.4539,7.5013,38.7881,,6.3861,0.4307,6.7125,8.7054,,,,,
2015/6/1,0,2.8653,3.3632,2.7162,,7.9378,5.7793,0,0,,,,,,,6.2304,3.6096,21.7409,,7.5858,4.4198,,,,,,,,5739271909,10818038077,8112109476,4244028360,,15752970973,32583936000,6.74926E+11,2789334000,,,,,,2778.2075,966.7848,-38.3313,134.045,,122.891,115.1958,151.2058,80.8344,,,,,,37.7709,12.6413,36.4112,15.3686,,5.6553,5.3573,19.8381,11.9501,,,,,,70.2533,6.6388,7.7536,39.8416,,6.893,0.4556,6.7125,8.7054,,,,,
2015/6/2,0,2.8134,-1.3738,10.0044,,8.4825,2.06,0,0,,,,,,,6.2151,3.8311,16.5195,,11.4631,4.7308,,,,,,,,5739271909,11122389566,8000663287,4668618240,,17089215204,33255168000,6.74926E+11,2789334000,,,,,,2778.2075,993.984,-37.8047,147.4554,,133.3152,117.5689,151.2058,80.8344,,,,,,37.7709,12.9969,35.9109,16.9061,,6.135,5.4676,19.8381,11.9501,,,,,,70.2533,6.8256,7.6471,43.8275,,7.4777,0.465,6.7125,8.7054,,,,,
2015/6/3,0,9.9973,4.9853,2.3237,,3.9455,6.143,0,0,,,,,,,7.6279,5.3854,17.4357,,18.9361,8.0467,,,,,,,,5739271909,12234327185,8399523333,4777103760,,17763466880,35298048000,6.74926E+11,2789334000,,,,,,2778.2075,1093.3555,-39.6894,150.8819,,138.5751,124.7912,151.2058,80.8344,,,,,,37.7709,14.2963,37.7012,17.299,,6.377,5.8035,19.8381,11.9501,,,,,,70.2533,7.508,8.0283,44.846,,7.7727,0.4936,6.7125,8.7054,,,,,
2015/6/4,0,8.6207,-2.933,3.8567,,-1.7943,-2.2323,0,0,,,,,,,7.2773,5.0329,13.9181,,10.7642,5.1226,,,,,,,,5739271909,13289010563,8153168599,4961342100,,17444729724,34510080000,6.74926E+11,2789334000,,,,,,2778.2075,1187.6103,-38.5253,156.7009,,136.0886,122.0054,151.2058,80.8344,,,,,,37.7709,15.5287,36.5955,17.9662,,6.2626,5.674,19.8381,11.9501,,,,,,70.2533,8.1552,7.7929,46.5755,,7.6332,0.4826,6.7125,8.7054,,,,,
2015/6/5,0,-2.0408,1.4388,3.5061,,10.0141,10.0211,0,0,,,,,,,7.1274,4.2535,13.4199,,19.0557,12.0738,,,,,,,,5739271909,13017806266,8270480377,5135293020,,19191654520,37968384000,6.74926E+11,2789334000,,,,,,2778.2075,1163.3733,-39.0797,162.195,,149.7166,134.2317,151.2058,80.8344,,,,,,37.7709,15.2118,37.122,18.5961,,6.8897,6.2426,19.8381,11.9501,,,,,,70.2533,7.9888,7.905,48.2085,,8.3976,0.5309,6.7125,8.7054,,,,,
2015/6/8,0,-7.037,0.5674,-9.0148,,-4.9186,-3.9585,10.017,0,,,,,,,7.2485,4.0891,14.7252,,17.2981,11.7585,0.1039,,,,,,,5739271909,12101738417,8317405089,4672359120,,18247702174,36465408000,7.42533E+11,2789334000,,,,,,2778.2075,1081.5063,-39.3014,147.5736,,142.3527,128.9182,166.3521,80.8344,,,,,,37.7709,14.1413,37.3326,16.9197,,6.5509,5.9954,21.8253,11.9501,,,,,,70.2533,7.4266,7.9498,43.8626,,7.9846,0.5099,7.3849,8.7054,,,,,
2015/6/9,0,10.01,5.0071,-5.024,,-6.0128,-6.6026,-9.321,0,,,,,,,6.3808,5.3373,10.4436,,10.9524,7.5778,7.1046,,,,,,,5739271909,13313117611,8733861902,4437618900,,17150510811,34057728000,6.73322E+11,2789334000,,,,,,2778.2075,1189.7647,-41.2692,140.1594,,133.7934,120.4062,150.8464,80.8344,,,,,,37.7709,15.5569,39.2019,16.0696,,6.157,5.5996,19.791,11.9501,,,,,,70.2533,8.17,8.3479,41.659,,7.5045,0.4762,6.6966,8.7054,,,,,
2015/6/10,0,5.2739,4.9698,6.4278,,0.965,-0.5141,-9.7345,0,,,,,,,6.8757,3.3476,11.1758,,6.9951,3.8846,5.1897,,,,,,,5739271909,14015235403,9167915482,4722861000,,17316008949,33882624000,6.07777E+11,2789334000,,,,,,2778.2075,1252.5114,-43.3202,149.1686,,135.0844,119.7871,136.1622,80.8344,,,,,,37.7709,16.3773,41.1501,17.1026,,6.2164,5.5708,17.8644,11.9501,,,,,,70.2533,8.6009,8.7628,44.3367,,7.5769,0.4738,6.0447,8.7054,,,,,
2015/6/11,0,-1.3975,4.9904,4.9505,,-0.354,0.6891,-2.187,0,,,,,,,7.4958,2.0679,8.6386,,5.8701,4.0624,5.3525,,,,,,,5739271909,13819365633,9625431418,4956666000,,17254713342,34116096000,5.94485E+11,2789334000,,,,,,2778.2075,1235.007,-45.4821,156.5532,,134.6063,120.6125,133.1843,80.8344,,,,,,37.7709,16.1485,43.2037,17.9492,,6.1944,5.6092,17.4737,11.9501,,,,,,70.2533,8.4807,9.2001,46.5316,,7.5501,0.4771,5.9125,8.7054,,,,,
2015/6/12,0,-7.1086,4.997,5.6604,,-0.7105,-2.3097,-5.4356,0,,,,,,,6.7965,1.1747,10.6248,,7.5972,3.6232,5.4129,,,,,,,5739271909,12837003401,10106409709,5237232000,,17132122129,33328128000,5.62171E+11,2789334000,,,,,,2778.2075,1147.2154,-47.7548,165.4147,,133.6499,117.8268,125.9449,80.8344,,,,,,37.7709,15.0005,45.3626,18.9652,,6.1504,5.4796,16.5239,11.9501,,,,,,70.2533,7.8778,9.6598,49.1655,,7.4964,0.466,5.5911,8.7054,,,,,
2015/6/15,0,-1.385,-4.9913,-0.0357,,0.5367,-2.6708,-2.2422,0,,,,,,,6.5628,7.1165,8.9112,,7.8817,3.6803,5.8378,,,,,,,5739271909,12659213917,9601969062,5235361560,,17224065539,32438016000,5.49566E+11,2789334000,,,,,,2778.2075,1131.3267,-45.3712,165.3556,,134.3672,114.6799,123.1211,80.8344,,,,,,37.7709,14.7928,43.0984,18.9584,,6.1834,5.3333,16.1534,11.9501,,,,,,70.2533,7.7687,9.1776,49.1479,,7.5367,0.4536,5.4658,8.7054,,,,,
