ÈÕÆÚ,000039.SZ,002132.SZ,002150.SZ,002342.SZ,002487.SZ,002843.SZ,300228.SZ,300402.SZ,600558.SH,600860.SH,600992.SH,601028.SH,603028.SH,603278.SH,603626.SH,603969.SH,000039.SZ,002132.SZ,002150.SZ,002342.SZ,002487.SZ,002843.SZ,300228.SZ,300402.SZ,600558.SH,600860.SH,600992.SH,601028.SH,603028.SH,603278.SH,603626.SH,603969.SH,000039.SZ,002132.SZ,002150.SZ,002342.SZ,002487.SZ,002843.SZ,300228.SZ,300402.SZ,600558.SH,600860.SH,600992.SH,601028.SH,603028.SH,603278.SH,603626.SH,603969.SH,000039.SZ,002132.SZ,002150.SZ,002342.SZ,002487.SZ,002843.SZ,300228.SZ,300402.SZ,600558.SH,600860.SH,600992.SH,601028.SH,603028.SH,603278.SH,603626.SH,603969.SH,000039.SZ,002132.SZ,002150.SZ,002342.SZ,002487.SZ,002843.SZ,300228.SZ,300402.SZ,600558.SH,600860.SH,600992.SH,601028.SH,603028.SH,603278.SH,603626.SH,603969.SH,000039.SZ,002132.SZ,002150.SZ,002342.SZ,002487.SZ,002843.SZ,300228.SZ,300402.SZ,600558.SH,600860.SH,600992.SH,601028.SH,603028.SH,603278.SH,603626.SH,603969.SH
2014/6/25,-0.72,-3.012,0,0.381,-1.6541,,-2.4797,,-0.3817,0,0.1395,0.9646,,,,,0.1861,2.2719,0.2799,0.681,0.6312,,3.6816,,0.4754,0.1855,0.2671,3.5366,,,,,15279374601,1603039993,1585533600,4780706850,2354400000,,4957880663,,1614825069,1796760000,1180176600,1213296000,,,,,15.1539,83.6287,33.8285,72.0777,64.5675,,27.0783,,60.2474,-21.7552,87.2155,27.0319,,,,,1.5982,2.2789,3.0022,2.1357,1.5594,,6.1203,,2.1822,2.9304,1.3314,1.9901,,,,,0.5709,1.4908,1.7209,2.9804,6.6727,,3.0843,,1.0991,0.8326,0.9127,1.4808,,,,
2014/6/26,1.531,1.4493,1.5576,0.759,6.422,,6.2179,,1.5326,2.3297,1.9499,0.4777,,,,,0.4972,2.6849,0.3114,0.6522,3.0522,,6.119,,0.6245,0.4754,0.2659,5.657,,,,,15513305396,1626272456,1585533600,4816993050,2505600000,,5266159140,,1639573346,1838620000,1203188400,1219092000,,,,,15.3859,84.8407,33.8285,72.6248,68.714,,28.762,,61.1708,-22.262,88.9161,27.1611,,,,,1.6226,2.312,3.0022,2.1519,1.6595,,6.5008,,2.2156,2.9986,1.3574,1.9996,,,,,0.5796,1.5124,1.7209,3.0031,7.1012,,3.276,,1.116,0.852,0.9305,1.4879,,,,
2014/6/27,1.1111,0,1.3804,0.1883,0.1437,,2.0921,,1.5094,-0.5254,0.2732,0.4754,,,,,0.5627,2.2069,0.4257,0.6025,1.5182,,7.0263,,0.6732,0.3802,0.5859,2.8176,,,,,15685675456,1626272456,1607419800,4826064600,2509200000,,5376334266,,1664321623,1828960000,1206475800,1224888000,,,,,15.5568,84.8407,34.2955,72.7616,68.8128,,29.3637,,62.0941,-22.1451,89.1591,27.2902,,,,,1.6407,2.312,3.0437,2.156,1.6619,,6.6368,,2.2491,2.9829,1.3611,2.0091,,,,,0.5861,1.5124,1.7446,3.0087,7.1114,,3.3446,,1.1328,0.8475,0.9331,1.495,,,,
2014/6/30,5.6515,-2.0408,1.8154,1.1278,0,,0.8079,,2.7261,-0.1761,5.9946,1.183,,,,,1.8833,2.7329,0.5721,0.8626,1.1783,,3.9893,,1.8575,0.3309,3.3141,2.717,,,,,16605091408,1667198462,1636601400,4229513900,2509200000,,5419768690,,1709693464,1825740000,1278798600,1239378000,,,,,16.4496,83.1092,34.9181,73.5822,68.8128,,29.6009,,63.7869,-22.1061,94.5037,27.613,,,,,1.7348,2.2648,3.0989,2.1803,1.6619,,6.6904,,2.3104,2.9776,1.4427,2.0329,,,,,0.6197,1.4816,1.7763,3.0426,7.1114,,3.3716,,1.1637,0.846,0.989,1.5127,,,,
2014/7/1,1.263,4.1667,-0.1486,0.3717,1.0043,,-1.4855,,0.7238,0.1764,-0.6427,0,,,,,1.4043,3.8821,0.6387,0.9625,1.1248,,4.2279,,1.0388,0.3028,1.5292,2.9073,,,,,16814813960,1736665065,1634169600,4245237000,2534400000,,5339256098,,1722067602,1828960000,1270580100,1239378000,,,,,16.6573,86.5721,34.8662,73.8558,69.5039,,29.1612,,64.2485,-22.1451,93.8964,27.613,,,,,1.7567,2.3591,3.0943,2.1884,1.6786,,6.5911,,2.3271,2.9829,1.4334,2.0329,,,,,0.6275,1.5433,1.7736,3.054,7.1828,,3.3215,,1.1721,0.8475,0.9827,1.5127,,,,
2014/7/2,0.6603,-0.2,0.4464,-0.3704,0.8523,,-0.3968,,1.3174,0.5282,1.1643,-0.3897,,,,,0.8532,2.3945,0.5156,0.8952,1.4275,,4.4396,,1.1992,0.4339,1.6952,2.4958,,,,,16925843546,1733191735,1641465000,4229513900,2556000000,,5318068574,,1744753523,1838620000,1285373400,1234548000,,,,,16.7673,86.399,35.0219,73.5822,70.0962,,29.0455,,65.0949,-22.262,94.9896,27.5054,,,,,1.7683,2.3544,3.1081,2.1803,1.6929,,6.5649,,2.3578,2.9986,1.4501,2.0249,,,,,0.6317,1.5402,1.7816,3.0426,7.2441,,3.3083,,1.1876,0.852,0.9941,1.5068,,,,
2014/7/3,0.8017,0.6012,1.037,4.8327,-0.5634,,0.259,,-0.1182,1.4011,-1.5345,-0.7825,,,,,1.129,2.5367,0.5646,2.4935,1.202,,6.3267,,1.0752,0.5538,1.1214,4.6934,,,,,17061546373,1743611725,1658487600,4433914200,2541600000,,5331840465,,1742691166,1864380000,1265649000,1224888000,,,,,16.9018,86.9184,35.3851,77.1382,69.7013,,29.1207,,65.018,-22.5739,93.532,27.2902,,,,,1.7825,2.3686,3.1403,2.2857,1.6834,,6.5819,,2.355,3.0406,1.4278,2.0091,,,,,0.6367,1.5495,1.8,3.1897,7.2032,,3.3169,,1.1862,0.8639,0.9788,1.495,,,,
2014/7/4,0.0723,-1.992,-0.2933,-0.3546,-0.9915,,-1.9869,,-1.4201,2.0725,0.2597,-2.6025,,,,,0.7934,2.1168,0.3504,1.8179,1.3059,,5.3359,,0.7403,1.0661,0.8747,6.2932,,,,,17073882993,1708878424,1653624000,4418191100,2516400000,,5225902844,,1717942890,1903020000,1268936400,1193010000,,,,,16.914,85.187,35.2813,76.8647,69.0102,,28.5421,,64.0947,-23.0418,93.7749,26.58,,,,,1.7838,2.3214,3.1311,2.2776,1.6667,,6.4511,,2.3215,3.1037,1.4315,1.9568,,,,,0.6372,1.5186,1.7948,3.1784,7.1318,,3.251,,1.1693,0.8818,0.9814,1.4561,,,,
2014/7/7,-0.6503,0.813,0.5882,2.4911,2.8612,,-2.9597,,0.9604,-0.5076,0.6477,-1.2146,,,,,0.5902,1.651,0.6096,1.2219,1.678,,5.8737,,0.872,0.4726,0.7809,4.2362,,,,,16962853408,1722771744,1663351200,4528252800,2588400000,,5071233917,,1734441741,1893360000,1277154900,1178520000,,,,,16.804,85.8796,35.4888,78.7795,70.9848,,27.6973,,64.7102,-22.9248,94.3823,26.2571,,,,,1.7722,2.3403,3.1496,2.3343,1.7144,,6.2602,,2.3438,3.0879,1.4408,1.933,,,,,0.6331,1.5309,1.8053,3.2576,7.3359,,3.1548,,1.1805,0.8774,0.9877,1.4384,,,,
2014/7/8,-0.5818,0.4032,3.655,-0.8681,0.5563,,2.0472,,1.308,1.1905,1.0296,1.2295,,,,,0.4481,1.705,1.9571,1.1514,1.3564,,3.8982,,1.0287,0.358,0.8847,4.7793,,,,,16864160442,1729718405,1724146200,4488945050,2602800000,,5175052786,,1757127661,1915900000,1290304500,1193010000,,,,,16.7062,86.2258,36.7859,78.0956,71.3797,,28.2644,,65.5566,-23.1977,95.354,26.58,,,,,1.7619,2.3497,3.2647,2.314,1.7239,,6.3884,,2.3745,3.1247,1.4556,1.9568,,,,,0.6294,1.5371,1.8713,3.2293,7.3767,,3.2194,,1.196,0.8878,0.9979,1.4561,,,,
2014/7/9,1.0973,-2.8112,-1.2694,-3.5026,-2.9046,,-3.8076,,-1.2911,-1.6807,0.5096,0.3239,,,,,0.7703,2.0938,1.744,1.3594,1.3738,,5.265,,1.161,0.4797,2.5344,4.1271,,,,,17049209752,1681091783,1702260000,4331714050,2527200000,,4978008811,,1734441741,1883700000,1296879300,1196874000,,,,,16.8895,83.8018,36.319,75.3602,69.3064,,27.1882,,64.7102,-22.8079,95.8399,26.666,,,,,1.7812,2.2836,3.2232,2.233,1.6738,,6.1451,,2.3438,3.0722,1.4631,1.9631,,,,,0.6363,1.4939,1.8475,3.1162,7.1624,,3.0968,,1.1805,0.8729,1.003,1.4608,,,,
2014/7/10,1.9537,-2.8926,2.2857,2.1779,-1.1396,,-1.0853,,-0.5945,-0.5128,-1.5209,3.1477,,,,,1.0485,2.9866,2.2187,1.1414,1.0599,,3.6202,,0.6179,0.4359,1.2408,6.4738,,,,,17382298510,1632465161,1741168800,4426052650,2498400000,,4923980624,,1724129959,1874040000,1277154900,1234548000,,,,,17.2195,81.3778,37.1491,77.0015,68.5166,,26.8931,,64.3255,-22.6909,94.3823,27.5054,,,,,1.816,2.2176,3.2969,2.2816,1.6548,,6.0784,,2.3299,3.0564,1.4408,2.0249,,,,,0.6487,1.4507,1.8898,3.184,7.0808,,3.0632,,1.1735,0.8684,0.9877,1.5068,,,,
2014/7/11,-0.9936,0.2128,2.2346,0.8881,3.0259,,1.9793,,0.5981,1.5464,1.6731,-1.0172,,,,,0.6218,1.7842,2.5978,0.882,1.2421,,2.795,,0.7119,0.3269,1.2086,7.0519,,,,,17209585821,1635938491,1780077600,4465360400,2574000000,,5021443235,,1734441741,1903020000,1298523000,1221990000,,,,,17.0484,81.5509,37.9793,77.6853,70.5899,,27.4254,,64.7102,-23.0418,95.9614,27.2256,,,,,1.798,2.2223,3.3706,2.3019,1.7048,,6.1987,,2.3438,3.1037,1.4649,2.0043,,,,,0.6423,1.4538,1.932,3.2123,7.2951,,3.1238,,1.1805,0.8818,1.0043,1.4915,,,,
2014/7/14,3.5842,2.9724,0.6831,1.5845,1.8182,,-2.9114,,1.6647,2.0305,0.2532,1.9763,,,,,0.9825,1.9252,1.9935,1.0355,1.2307,,5.6628,,0.9953,0.6784,0.9093,5.5883,,,,,17826416854,1684565113,1792236600,4536114350,2620800000,,4875249318,,1763314731,1941660000,1301810400,1246140000,,,,,17.6595,83.975,38.2387,78.9162,71.8733,,26.6269,,65.7874,-23.5096,96.2043,27.7637,,,,,1.8624,2.2884,3.3936,2.3384,1.7358,,6.0183,,2.3828,3.1667,1.4686,2.0439,,,,,0.6653,1.497,1.9452,3.2632,7.4277,,3.0328,,1.2002,0.8997,1.0068,1.5209,,,,
2014/7/15,0.2768,2.4742,-2.171,-0.3466,-1.2363,,2.6076,,-1.1696,2.4876,0.1263,-0.0775,,,,,1.1332,4.0721,1.2486,0.8219,1.2207,,3.6443,,0.8516,0.7993,1.1848,4.0574,,,,,17875763336,1726245075,1753327800,4520391250,2588400000,,5002374464,,1742691166,1989960000,1303454100,1245174000,,,,,17.7084,86.0527,37.4085,78.6427,70.9848,,27.3213,,65.018,-24.0945,96.3258,27.7422,,,,,1.8676,2.345,3.3199,2.3303,1.7144,,6.1752,,2.355,3.2455,1.4705,2.0424,,,,,0.6671,1.534,1.903,3.2519,7.3359,,3.1119,,1.1862,0.9221,1.0081,1.5197,,,,
2014/7/16,-1.4493,0.4024,-0.4161,-3.1304,3.4771,,-0.4659,,-1.3018,0.9709,-0.7566,-1.6292,,,,,0.5859,2.6758,0.8729,0.9922,2.3712,,2.9176,,0.9317,0.6318,0.7058,3.8901,,,,,17616694302,1733191735,1746032400,4378883350,2678400000,,4979068187,,1720005246,2009280000,1293591900,1224888000,,,,,17.4517,86.399,37.2529,76.1808,73.4529,,27.194,,64.1716,-24.3284,95.597,27.2902,,,,,1.8405,2.3544,3.3061,2.2573,1.774,,6.1464,,2.3243,3.277,1.4594,2.0091,,,,,0.6575,1.5402,1.895,3.1501,7.591,,3.0974,,1.1707,0.9311,1.0005,1.495,,,,
2014/7/17,-0.6303,5.8116,0.1393,0.3591,-1.4785,,-0.7447,,1.3189,1.4423,-1.2706,-1.4984,,,,,0.3836,5.7358,0.4324,0.4544,1.5167,,1.7588,,0.5963,0.7497,0.9639,2.4196,,,,,17505664717,1833918309,1748464200,4394606450,2638800000,,4941990020,,1742691166,2038260000,1277154900,1206534000,,,,,17.3417,91.4202,37.3048,76.4544,72.367,,26.9915,,65.018,-24.6793,94.3823,26.8813,,,,,1.8289,2.4912,3.3107,2.2654,1.7478,,6.1006,,2.355,3.3242,1.4408,1.979,,,,,0.6533,1.6297,1.8977,3.1614,7.4787,,3.0744,,1.1862,0.9445,0.9877,1.4726,,,,
2014/7/18,0,-1.1364,-0.4172,0,-0.1364,,-1.8221,,0.1183,-1.5798,0,1.6013,,,,,0.3325,4.6854,0.5264,0.5347,1.1261,,2.6849,,1.2065,0.626,0.5304,2.7675,,,,,17505664717,1813078328,1741168800,4394606450,2635200000,,4851943042,,1744753523,2006060000,1277154900,1225854000,,,,,17.3417,90.3813,37.1491,76.4544,72.2682,,26.4997,,65.0949,-24.2894,94.3823,27.3117,,,,,1.8289,2.4629,3.2969,2.2654,1.7454,,5.9895,,2.3578,3.2717,1.4408,2.0107,,,,,0.6533,1.6112,1.8898,3.1614,7.4685,,3.0184,,1.1876,0.9296,0.9877,1.4962,,,,
2014/7/21,-0.6342,0.3831,-1.8156,-1.9678,-1.2295,,-2.0087,,0.2364,-1.1236,-1.287,-2.3641,,,,,0.4723,2.5061,0.4672,0.6524,0.8571,,3.2978,,0.5964,0.4544,0.513,2.7591,,,,,17394635131,1820024988,1709555400,4308129400,2602800000,,4754480430,,1748878236,1983520000,1260717900,1196874000,,,,,17.2317,90.7276,36.4746,74.9499,71.3797,,25.9673,,65.2488,-24.0165,93.1676,26.666,,,,,1.8173,2.4724,3.237,2.2208,1.7239,,5.8692,,2.3633,3.235,1.4223,1.9631,,,,,0.6492,1.6174,1.8555,3.0992,7.3767,,2.9577,,1.1904,0.9191,0.975,1.4608,,,,
2014/7/22,0.0709,0.5725,2.4182,0.9124,0.9682,,10.0045,,0.5896,0,1.5645,0.4843,,,,,0.6635,2.7435,0.5778,0.6241,1.0112,,8.9421,,0.7308,0.4648,0.6718,2.6228,,,,,17406971751,1830444979,1750896000,4347437150,2628000000,,5230140349,,1759190018,1983520000,1280442300,1202670000,,,,,17.2439,91.247,37.3567,75.6338,72.0708,,28.5652,,65.6335,-24.0165,94.6252,26.7952,,,,,1.8186,2.4865,3.3153,2.2411,1.7406,,6.4564,,2.3773,3.235,1.4445,1.9726,,,,,0.6496,1.6266,1.9003,3.1275,7.4481,,3.2536,,1.1974,0.9191,0.9903,1.4679,,,,
2014/7/23,0.6378,-1.3283,-0.9722,-2.5316,-3.2877,,-0.4861,,-0.9379,-2.5974,-0.2567,-2.1687,,,,,0.8607,4.3828,0.4317,1.1847,1.3865,,12.8346,,1.1795,0.5627,0.627,3.4628,,,,,17518001337,1806131668,1733873400,4237375450,2541600000,,5204715320,,1742691166,1932000000,1277154900,1176588000,,,,,17.3539,90.035,36.9935,73.719,69.7013,,28.4264,,65.018,-23.3927,94.3823,26.2141,,,,,1.8302,2.4535,3.2831,2.1844,1.6834,,6.425,,2.355,3.1509,1.4408,1.9299,,,,,0.6538,1.605,1.8819,3.0483,7.2032,,3.2378,,1.1862,0.8953,0.9877,1.436,,,,
2014/7/24,2.3239,-2.8846,0,0.9276,-0.1416,,0.8956,,2.1302,1,0.6435,-0.1642,,,,,0.8573,3.2621,0.4434,0.968,1.2619,,7.8384,,1.1871,0.3646,0.6992,2.5342,,,,,17925109819,1754031716,1733873400,4276683200,2538000000,,5251327873,,1779813582,1951320000,1285373400,1174656000,,,,,17.7572,87.4378,36.9935,74.4028,69.6026,,28.681,,66.403,-23.6266,94.9896,26.171,,,,,1.8727,2.3827,3.2831,2.2046,1.681,,6.4825,,2.4051,3.1824,1.4501,1.9267,,,,,0.669,1.5587,1.8819,3.0766,7.193,,3.2668,,1.2114,0.9042,0.9941,1.4337,,,,
2014/7/25,0.3441,0.7921,1.2623,4.2279,0.7092,,-2.2594,,1.854,1.1551,1.1509,2.4671,,,,,0.7805,1.986,0.6231,1.5951,0.6684,,5.4301,,2.5803,0.2056,0.8448,3.7737,,,,,17986792922,1767925036,1755759600,4457498850,2556000000,,5132677737,,1812811284,1973860000,1300166700,1203636000,,,,,17.8183,88.1304,37.4604,77.5485,70.0962,,28.0329,,67.6341,-23.8995,96.0828,26.8167,,,,,1.8792,2.4016,3.3245,2.2978,1.6929,,6.336,,2.4497,3.2192,1.4668,1.9742,,,,,0.6713,1.5711,1.9056,3.2067,7.2441,,3.193,,1.2339,0.9147,1.0055,1.4691,,,,
2014/7/28,1.9204,3.3399,1.108,0.1764,0.8451,,1.5273,,1.2514,2.1207,1.1378,2.7287,,,,,0.9116,2.7641,0.914,4.5179,1.1346,,7.778,,1.6869,0.4593,1.4194,5.0886,,,,,18332218301,1826971648,1775214000,4465360400,2577600000,,5211071577,,1835497205,2015720000,1314960000,1236480000,,,,,18.1605,91.0739,37.8755,77.6853,70.6886,,28.4611,,68.4805,-24.4064,97.1761,27.5485,,,,,1.9152,2.4818,3.3614,2.3019,1.7072,,6.4328,,2.4804,3.2875,1.4835,2.0281,,,,,0.6842,1.6235,1.9267,3.2123,7.3053,,3.2418,,1.2493,0.9341,1.017,1.5091,,,,
2014/7/29,1.0094,0.5703,-0.5479,-0.1761,1.1173,,4.5538,,1.3483,0,-0.5,-0.0781,,,,,1.0466,2.0027,1.1202,1.9425,1.2047,,10.6074,,2.3416,0.5972,1.031,3.2438,,,,,18517267611,1837391639,1765486800,4457498850,2606400000,,5448371848,,1860245482,2015720000,1308385200,1235514000,,,,,18.3438,91.5933,37.668,77.5485,71.4784,,29.7571,,69.4038,-24.4064,96.6902,27.5166,,,,,1.9346,2.496,3.343,2.2978,1.7263,,6.7258,,2.5138,3.2875,1.476,2.0258,,,,,0.6911,1.6328,1.9162,3.2067,7.3869,,3.3894,,1.2662,0.9341,1.0119,1.5074,,,,
2014/7/30,0.1332,-0.5671,1.5152,2.9982,0.5525,,1.0889,,1.5521,0,1.7588,2.9711,,,,,0.7811,1.7145,1.3318,3.3591,1.0495,,7.5426,,2.8217,0.4843,1.1544,10.1024,,,,,18541940852,1826971648,1792236600,4591145200,2620800000,,5507696916,,1889118472,2015720000,1331397000,1272222000,,,,,18.3683,91.0739,38.2387,79.8736,71.8733,,30.0812,,70.481,-24.4064,98.3908,28.3342,,,,,1.9372,2.4818,3.3936,2.3667,1.7358,,6.799,,2.5529,3.2875,1.502,2.0859,,,,,0.692,1.6235,1.9452,3.3028,7.4277,,3.4263,,1.2858,0.9341,1.0297,1.5522,,,,
2014/7/31,0,1.9011,0.2714,-0.3425,0.9615,,1.9812,,10,-0.4792,2.3457,0.2278,,,,,0.486,3.0551,0.8749,1.8393,1.2702,,7.4191,,2.5876,0.3909,2.0528,3.7629,,,,,18208852094,1861704950,1797100200,4575422100,2646000000,,5616812665,,2064418764,2006060000,1362627300,1275120000,,,,,18.0383,92.8053,38.3425,79.6001,72.5644,,30.6771,,77.0213,-24.2894,100.6987,28.3987,,,,,1.9024,2.529,3.4028,2.3586,1.7525,,6.9337,,2.7897,3.2717,1.5372,2.0907,,,,,0.6796,1.6544,1.9505,3.2915,7.4991,,3.4942,,1.4051,0.9296,1.0538,1.5557,,,,
2014/8/1,0.542,0.7463,-2.1651,-2.7491,-1.9048,,-2.8668,,-2.5974,-0.6421,-2.2919,-1.5909,,,,,0.7621,3.1812,0.9505,1.7929,1.483,,5.4228,,7.0616,0.4512,1.2604,3.9807,,,,,18307545059,1875598270,1758191400,4449637300,2595600000,,5455787482,,2010797498,1993180000,1331397000,1254834000,,,,,18.1361,93.4979,37.5123,77.4118,71.1822,,29.7976,,75.0208,-24.1334,98.3908,27.9469,,,,,1.9127,2.5479,3.3291,2.2938,1.7191,,6.7349,,2.7173,3.2507,1.502,2.0574,,,,,0.6832,1.6668,1.9082,3.201,7.3563,,3.394,,1.3686,0.9236,1.0297,1.531,,,,
2014/8/4,1.1456,-1.2963,0.6916,2.1201,0.5548,,0.6214,,2.5333,1.2924,2.716,0.5389,,,,,0.5978,4.4444,0.941,1.2034,1.2251,,4.2798,,4.7092,0.4265,1.5219,3.71,,,,,18517267611,1851284959,1770350400,4543975900,2610000000,,5489687520,,2061737701,2018940000,1367558400,1261596000,,,,,18.3438,92.2859,37.7717,79.053,71.5771,,29.9828,,76.9213,-24.4453,101.0631,28.0975,,,,,1.9346,2.5148,3.3522,2.3424,1.7287,,6.7768,,2.7861,3.2927,1.5428,2.0685,,,,,0.6911,1.6451,1.9214,3.2689,7.3971,,3.4151,,1.4033,0.9356,1.0577,1.5392,,,,
2014/8/5,0.7995,2.6266,0.4121,1.3841,1.3793,,4.477,,0.2601,0,0.1202,0.9954,,,,,0.5997,3.1928,1.1306,1.8484,1.5267,,8.0111,,2.1651,0.4219,0.9841,3.376,,,,,18665307059,1899911581,1777645800,4606868300,2646000000,,5735462801,,2067099827,2018940000,1369202100,1274154000,,,,,18.4905,94.7099,37.9274,80.1472,72.5644,,31.3251,,77.1213,-24.4453,101.1846,28.3772,,,,,1.95,2.5809,3.366,2.3748,1.7525,,7.0802,,2.7934,3.2927,1.5447,2.0891,,,,,0.6966,1.6884,1.9294,3.3141,7.4991,,3.568,,1.407,0.9356,1.0589,1.5545,,,,
2014/8/6,-1.5863,0.1828,-0.4104,2.5597,1.4966,,-0.2586,,0.2594,1.7544,0,1.5163,,,,,0.7351,2.4638,0.8888,2.6041,2.1723,,5.4071,,2.3442,0.6038,0.6696,6.0639,,,,,18369228163,1903384911,1770350400,4724791550,2685600000,,5720631534,,2072461954,2054360000,1369202100,1293474000,,,,,18.1972,94.8831,37.7717,82.1987,73.6504,,31.2441,,77.3214,-24.8742,101.1846,28.8075,,,,,1.9191,2.5856,3.3522,2.4356,1.7788,,7.0618,,2.8006,3.3505,1.5447,2.1208,,,,,0.6855,1.6914,1.9214,3.3989,7.6114,,3.5588,,1.4106,0.952,1.0589,1.5781,,,,
2014/8/7,-1.8805,-1.8248,-1.9231,-2.1631,-2.2788,,-2.3889,,1.5524,0.7837,-2.521,-0.7468,,,,,0.613,3.1723,1.2002,4.7137,1.2159,,5.2839,,3.3519,0.7304,1.0706,6.2216,,,,,18023802784,1868651610,1736305200,4622591400,2624400000,,5583972003,,2104634714,2070460000,1334684400,1283814000,,,,,17.855,93.1516,37.0453,80.4207,71.972,,30.4977,,78.5217,-25.0691,98.6337,28.5923,,,,,1.883,2.5384,3.2877,2.3829,1.7382,,6.8931,,2.8441,3.3767,1.5057,2.105,,,,,0.6727,1.6606,1.8845,3.3254,7.4379,,3.4737,,1.4325,0.9594,1.0322,1.5663,,,,
2014/8/8,0.9582,1.3011,1.4006,-1.7007,3.5665,,0.2656,,7.7707,0.7776,0.9852,0.2257,,,,,0.2953,2.028,0.7029,2.1059,2.3464,,2.906,,6.7983,0.8022,0.6835,2.2927,,,,,18196515474,1892964921,1760623200,4543975900,2718000000,,5598803270,,2268179577,2086560000,1347834000,1286712000,,,,,18.0261,94.3636,37.5642,79.053,74.5389,,30.5788,,84.6234,-25.2641,99.6055,28.6569,,,,,1.9011,2.5715,3.3337,2.3424,1.8002,,6.9115,,3.0651,3.403,1.5205,2.1097,,,,,0.6791,1.6822,1.9109,3.2689,7.7032,,3.483,,1.5438,0.9669,1.0424,1.5699,,,,
2014/8/11,2.0339,2.7523,1.5193,1.0381,1.0596,,0.2838,,8.2742,0.9259,2.439,0.6006,,,,,0.6943,2.8191,1.0057,1.713,1.5478,,3.3922,,9.3003,0.5634,2.2586,3.2613,,,,,18566614093,1945064873,1787373000,4591145200,2746800000,,5614693913,,2455854010,2105880000,1380708000,1294440000,,,,,18.3927,96.9608,38.1349,79.8736,75.3288,,30.6655,,91.6253,-25.498,102.0349,28.829,,,,,1.9397,2.6422,3.3844,2.3667,1.8193,,6.9311,,3.3187,3.4345,1.5576,2.1224,,,,,0.6929,1.7285,1.9399,3.3028,7.7848,,3.4929,,1.6716,0.9758,1.0678,1.5793,,,,
2014/8/12,0,1.25,1.6327,3.5959,1.5727,,-0.9811,,-1.5284,-0.1529,1.3095,0.8209,,,,,0.4322,3.2131,1.4267,3.3083,1.5164,,4.7201,,4.7379,0.4323,2.0059,3.6684,,,,,18566614093,1969378184,1816554600,4756237750,2790000000,,5559606350,,2418319124,2102660000,1398788700,1305066000,,,,,18.3927,98.1728,38.7575,82.7458,76.5135,,30.3647,,90.225,-25.459,103.3711,29.0656,,,,,1.9397,2.6753,3.4396,2.4518,1.8479,,6.8631,,3.268,3.4293,1.578,2.1398,,,,,0.6929,1.7501,1.9716,3.4216,7.9072,,3.4586,,1.646,0.9744,1.0818,1.5923,,,,
2014/8/13,-1.6611,0.7055,-0.1339,-2.6446,-0.9032,,-2.439,,0.1109,-0.9188,2.1152,1.9985,,,,,0.5991,3.464,0.8891,5.4384,1.9886,,6.6378,,3.5881,0.5267,2.2625,7.4579,,,,,18258198577,1983271504,1814122800,4630452950,2764800000,,5424006195,,2421000187,2083340000,1428375300,1331148000,,,,,18.0872,98.8654,38.7056,80.5575,75.8224,,29.6241,,90.325,-25.2251,105.5575,29.6465,,,,,1.9075,2.6941,3.435,2.387,1.8312,,6.6957,,3.2716,3.3977,1.6114,2.1826,,,,,0.6814,1.7624,1.969,3.3311,7.8358,,3.3742,,1.6479,0.9654,1.1047,1.6241,,,,
2014/8/14,-1.3514,0.1751,-1.4745,1.1885,-0.7812,,-0.0781,,-0.9967,0.7728,-1.2658,-1.016,,,,,0.8188,3.0447,0.8947,3.2125,1.4255,,3.0779,,5.8468,0.6009,1.4029,4.9135,,,,,18011466164,1986744834,1787373000,4685483800,2743200000,,5419768690,,2396870617,2099440000,1410294600,1317624000,,,,,17.8428,99.0385,38.1349,81.5149,75.23,,29.6009,,89.4247,-25.42,104.2213,29.3453,,,,,1.8817,2.6989,3.3844,2.4154,1.8169,,6.6904,,3.239,3.424,1.591,2.1604,,,,,0.6722,1.7655,1.9399,3.3707,7.7746,,3.3716,,1.6314,0.9729,1.0907,1.6076,,,,
2014/8/15,0.8219,4.8951,2.0408,-0.5034,0.9186,,0.8991,,1.566,-1.5337,1.2821,1.0264,,,,,0.4269,5.0918,1.0626,4.8369,1.061,,3.0479,,4.6578,1.3022,0.9488,5.3084,,,,,18159505612,2083998078,1823850000,4661899150,2768400000,,5468499996,,2434405504,2067240000,1428375300,1331148000,,,,,17.9894,103.8866,38.9132,81.1046,75.9211,,29.8671,,90.8251,-25.0302,105.5575,29.6465,,,,,1.8972,2.831,3.4535,2.4032,1.8336,,6.7506,,3.2897,3.3715,1.6114,2.1826,,,,,0.6777,1.8519,1.9795,3.3537,7.846,,3.4019,,1.657,0.9579,1.1047,1.6241,,,,
2014/8/18,0.2038,-0.8333,3.6,1.3491,2.9909,,1.9566,,0.7709,0.3115,2.5316,0.9434,,,,,0.6335,5.2086,2.7162,3.4926,1.8466,,4.8197,,2.8015,0.5248,1.6301,4.8447,,,,,18196515474,2066631427,1925872200,4724791550,2851200000,,5575496993,,2453172947,2073680000,1464536700,1343706000,,,,,18.0261,103.0208,40.3141,82.1987,78.1918,,30.4515,,91.5253,-25.1081,108.2299,29.9262,,,,,1.9011,2.8074,3.5778,2.4356,1.8884,,6.8827,,3.3151,3.382,1.6522,2.2032,,,,,0.6791,1.8365,2.0508,3.3989,8.0807,,3.4685,,1.6698,0.9609,1.1327,1.6394,,,,
