ÈÕÆÚ,000901.SZ,002338.SZ,002819.SZ,002849.SZ,002857.SZ,002870.SZ,300007.SZ,300066.SZ,300112.SZ,300114.SZ,300165.SZ,300259.SZ,300306.SZ,300341.SZ,300349.SZ,300354.SZ,300370.SZ,300371.SZ,300410.SZ,300416.SZ,300417.SZ,300445.SZ,300515.SZ,300553.SZ,300557.SZ,300567.SZ,300572.SZ,300648.SZ,300667.SZ,300720.SZ,603556.SH,603662.SH,603700.SH,000901.SZ,002338.SZ,002819.SZ,002849.SZ,002857.SZ,002870.SZ,300007.SZ,300066.SZ,300112.SZ,300114.SZ,300165.SZ,300259.SZ,300306.SZ,300341.SZ,300349.SZ,300354.SZ,300370.SZ,300371.SZ,300410.SZ,300416.SZ,300417.SZ,300445.SZ,300515.SZ,300553.SZ,300557.SZ,300567.SZ,300572.SZ,300648.SZ,300667.SZ,300720.SZ,603556.SH,603662.SH,603700.SH,000901.SZ,002338.SZ,002819.SZ,002849.SZ,002857.SZ,002870.SZ,300007.SZ,300066.SZ,300112.SZ,300114.SZ,300165.SZ,300259.SZ,300306.SZ,300341.SZ,300349.SZ,300354.SZ,300370.SZ,300371.SZ,300410.SZ,300416.SZ,300417.SZ,300445.SZ,300515.SZ,300553.SZ,300557.SZ,300567.SZ,300572.SZ,300648.SZ,300667.SZ,300720.SZ,603556.SH,603662.SH,603700.SH,000901.SZ,002338.SZ,002819.SZ,002849.SZ,002857.SZ,002870.SZ,300007.SZ,300066.SZ,300112.SZ,300114.SZ,300165.SZ,300259.SZ,300306.SZ,300341.SZ,300349.SZ,300354.SZ,300370.SZ,300371.SZ,300410.SZ,300416.SZ,300417.SZ,300445.SZ,300515.SZ,300553.SZ,300557.SZ,300567.SZ,300572.SZ,300648.SZ,300667.SZ,300720.SZ,603556.SH,603662.SH,603700.SH,000901.SZ,002338.SZ,002819.SZ,002849.SZ,002857.SZ,002870.SZ,300007.SZ,300066.SZ,300112.SZ,300114.SZ,300165.SZ,300259.SZ,300306.SZ,300341.SZ,300349.SZ,300354.SZ,300370.SZ,300371.SZ,300410.SZ,300416.SZ,300417.SZ,300445.SZ,300515.SZ,300553.SZ,300557.SZ,300567.SZ,300572.SZ,300648.SZ,300667.SZ,300720.SZ,603556.SH,603662.SH,603700.SH,000901.SZ,002338.SZ,002819.SZ,002849.SZ,002857.SZ,002870.SZ,300007.SZ,300066.SZ,300112.SZ,300114.SZ,300165.SZ,300259.SZ,300306.SZ,300341.SZ,300349.SZ,300354.SZ,300370.SZ,300371.SZ,300410.SZ,300416.SZ,300417.SZ,300445.SZ,300515.SZ,300553.SZ,300557.SZ,300567.SZ,300572.SZ,300648.SZ,300667.SZ,300720.SZ,603556.SH,603662.SH,603700.SH
2014/8/14,-2.1317,-0.5277,,,,,0,0,2.5723,-1.9972,-1.6795,-0.3568,-0.4023,0,-0.0836,-0.0527,-0.7011,-0.5229,,,,,,,,,,,,,,,,5.1824,0.9128,,,,,,,13.6363,1.2383,5.5168,1.6035,2.7006,,1.8834,4.9374,5.4051,3.3425,,,,,,,,,,,,,,,,6436733027,4472707416,,,,,1837509513,3014155355,1213146706,3291600000,1822687950,1160152893,1009676963,743238606,1075500000,530806702.7,723879000,593520000,,,,,,,,,,,,,,,,135.0213,59.7875,,,,,66.1057,32.2248,68.7787,41.8726,56.4821,28.7327,36.3076,42.0864,36.9514,97.0901,51.2664,39.5107,,,,,,,,,,,,,,,,7.7121,6.6296,,,,,4.0883,3.2178,4.9266,3.9741,2.1847,4.2437,3.3481,3.6141,5.775,4.9535,10.7304,12.6991,,,,,,,,,,,,,,,,4.8536,15.3128,,,,,8.6918,4.8085,6.9926,3.9443,9.6904,9.291,16.5969,5.9501,8.6701,18.8863,7.7459,12.9496,,,,,,,,,,,,,,,
2014/8/15,0.3501,1.6976,,,,,0,0,-0.3135,-0.2844,1.5129,1.9696,-0.2938,0,1.0879,0.8962,0.6689,1.2131,,,,,,,,,,,,,,,,3.4306,0.7883,,,,,,,6.5437,1.1934,3.7212,1.9826,2.681,,2.9256,4.9389,4.7754,3.1239,,,,,,,,,,,,,,,,6459265348,4548636666,,,,,1837509513,3014155355,1209343738,3282240000,1850264000,1183002816,1006710597,743238606,1087200000,535563536.6,728721000,600720000,,,,,,,,,,,,,,,,135.4939,60.8025,,,,,66.1057,32.2248,68.5631,41.7536,57.3366,29.2986,36.2009,42.0864,37.3534,97.9602,51.6094,39.9901,,,,,,,,,,,,,,,,7.7391,6.7422,,,,,4.0883,3.2178,4.9111,3.9628,2.2177,4.3273,3.3382,3.6141,5.8378,4.9979,10.8021,12.8532,,,,,,,,,,,,,,,,4.8706,15.5728,,,,,8.6918,4.8085,6.9707,3.9331,9.837,9.474,16.5481,5.9501,8.7644,19.0555,7.7977,13.1067,,,,,,,,,,,,,,,
2014/8/18,0.3488,1.4085,,,,,0,1.0744,1.0482,2.9468,2.6923,5.5312,1.6575,0,3.2699,1.7241,1.4396,2.477,,,,,,,,,,,,,,,,4.5373,1.5016,,,,,,2.6393,5.1766,1.0432,5.8435,6.0771,2.8556,,4.7448,6.9652,7.0024,7.4333,,,,,,,,,,,,,,,,6481797669,4612701972,,,,,1837509513,3046540754,1222020297,3378960000,1900078800,1248436686,1023396408,743238606,1122750000,544797390.7,739212000,615600000,,,,,,,,,,,,,,,,135.9666,61.6588,,,,,66.1057,32.5711,69.2818,42.9839,58.8803,30.9192,36.8009,42.0864,38.5748,99.6491,52.3523,40.9806,,,,,,,,,,,,,,,,7.7661,6.8371,,,,,4.0883,3.2523,4.9626,4.0796,2.2774,4.5666,3.3936,3.6141,6.0287,5.084,10.9576,13.1715,,,,,,,,,,,,,,,,4.8876,15.7921,,,,,8.6918,4.8602,7.0437,4.049,10.1019,9.998,16.8224,5.9501,9.051,19.3841,7.91,13.4314,,,,,,,,,,,,,,,
2014/8/19,1.6609,3.215,,,,,0,-2.126,6.4315,0.6464,1.9195,0.8319,1.1957,0,0.5611,0.2568,0.655,1.0916,,,,,,,,,,,,,,,,8.6721,2.9907,,,,,,1.5546,16.7082,0.7942,7.7242,3.5326,4.0027,,5.3852,8.6678,7.8737,8.1182,,,,,,,,,,,,,,,,6589452091,4761001289,,,,,1837509513,2981769956,1300614964,3400800000,1936550350,1258823014,1035632669,743238606,1129050000,546196459.5,744054000,622320000,,,,,,,,,,,,,,,,138.2248,63.6412,,,,,66.1057,31.8786,73.7377,43.2618,60.0105,31.1764,37.2409,42.0864,38.7912,99.905,52.6953,41.428,,,,,,,,,,,,,,,,7.895,7.0569,,,,,4.0883,3.1832,5.2818,4.106,2.3212,4.6046,3.4341,3.6141,6.0626,5.0971,11.0294,13.3153,,,,,,,,,,,,,,,,4.9688,16.2998,,,,,8.6918,4.7568,7.4968,4.0751,10.2958,10.0812,17.0235,5.9501,9.1018,19.4338,7.9618,13.578,,,,,,,,,,,,,,,
2014/8/20,0,3.4887,,,,,0,-0.2327,-1.1696,0.9174,-1.7915,-0.8251,-0.3938,0,-0.4783,-0.0512,2.8561,0.1928,,,,,,,,,,,,,,,,8.311,3.9957,,,,,,1.0113,8.8629,0.9353,4.6435,2.1729,2.9688,,4.2081,6.6341,12.5081,7.2875,,,,,,,,,,,,,,,,6589452091,4927096525,,,,,1837509513,2974830228,1285403093,3432000000,1901857900,1248436686,1031553916,743238606,1123650000,545916645.8,765305000,623520000,,,,,,,,,,,,,,,,138.2248,65.8614,,,,,66.1057,31.8044,72.8753,43.6587,58.9354,30.9192,37.0943,42.0864,38.6057,99.8539,54.2003,41.5079,,,,,,,,,,,,,,,,7.895,7.3031,,,,,4.0883,3.1758,5.22,4.1437,2.2796,4.5666,3.4206,3.6141,6.0336,5.0945,11.3444,13.341,,,,,,,,,,,,,,,,4.9688,16.8685,,,,,8.6918,4.7458,7.4091,4.1125,10.1113,9.998,16.9565,5.9501,9.0582,19.4239,8.1892,13.6042,,,,,,,,,,,,,,,
2014/8/21,2.2036,0.6501,,,,,8.4829,0.6998,5.1282,-0.2273,0.9822,3.827,3.0554,0,0.5206,0.8713,0.4569,-1.2317,,,,,,,,,,,,,,,,10.4878,2.0359,,,,,6.2761,0.7831,13.8,0.7576,4.4236,4.9847,4.5982,,3.6763,6.6198,10.3332,6.0311,,,,,,,,,,,,,,,,6734660382,4959129177,,,,,1993384422,2995649413,1351321200,3424200000,1920538450,1296213797,1063071559,743238606,1129500000,550673479.7,768802000,615840000,,,,,,,,,,,,,,,,141.2708,66.2896,,,,,71.7135,32.027,76.6125,43.5594,59.5143,32.1024,38.2276,42.0864,38.8067,100.7239,54.448,40.9966,,,,,,,,,,,,,,,,8.069,7.3506,,,,,4.4351,3.198,5.4877,4.1342,2.302,4.7414,3.5251,3.6141,6.065,5.1389,11.3963,13.1767,,,,,,,,,,,,,,,,5.0783,16.9781,,,,,9.4292,4.779,7.789,4.1032,10.2107,10.3806,17.4746,5.9501,9.1054,19.5931,8.2266,13.4366,,,,,,,,,,,,,,,
2014/8/22,-2.7138,0.7177,,,,,0.993,3.9382,0.5629,0.7289,1.3895,2.1635,-0.1744,0,0,2.0833,0.5598,1.5978,,,,,,,,,,,,,,,,6.7995,1.0675,,,,,5.1444,1.8041,12.0498,0.8155,4.6477,5.0803,3.8005,,4.3555,9.1042,10.8284,6.8857,,,,,,,,,,,,,,,,6551898223,4994721013,,,,,2013178062,3113624795,1358927136,3449160000,1947224950,1324256884,1061217580,743238606,1129500000,562145843.8,773106000,625680000,,,,,,,,,,,,,,,,137.437,66.7654,,,,,72.4256,33.2883,77.0437,43.877,60.3413,32.797,38.1609,42.0864,38.8067,102.8223,54.7528,41.6516,,,,,,,,,,,,,,,,7.85,7.4034,,,,,4.4792,3.3239,5.5186,4.1644,2.334,4.844,3.519,3.6141,6.065,5.2459,11.4601,13.3872,,,,,,,,,,,,,,,,4.9405,17.1,,,,,9.5228,4.9672,7.8329,4.1331,10.3525,10.6052,17.4441,5.9501,9.1054,20.0013,8.2727,13.6513,,,,,,,,,,,,,,,
2014/8/25,-3.2098,-1.9002,,,,,-5.8173,4.7548,-2.0522,-1.5378,-2.8323,-2.1176,-1.153,0,-1.7131,-1.344,2.6792,-1.7261,,,,,,,,,,,,,,,,5.0331,1.4691,,,,,3.4552,2.1041,8.3241,1.0473,3.9049,3.0147,1.445,,2.7372,6.4428,15.4533,4.6073,,,,,,,,,,,,,,,,6341596560,4899809450,,,,,1896065696,3261672334,1331038706,3396120000,1892072850,1296213797,1048981318,743238606,1110150000,554590872.3,793819000,614880000,,,,,,,,,,,,,,,,133.0256,65.4967,,,,,68.2123,34.8711,75.4626,43.2022,58.6322,32.1024,37.7209,42.0864,38.1419,101.4405,56.2197,40.9327,,,,,,,,,,,,,,,,7.5981,7.2627,,,,,4.2186,3.482,5.4053,4.1003,2.2679,4.7414,3.4784,3.6141,5.9611,5.1754,11.7671,13.1561,,,,,,,,,,,,,,,,4.7819,16.775,,,,,8.9688,5.2034,7.6721,4.0695,10.0593,10.3806,17.2429,5.9501,8.9494,19.7325,8.4943,13.4157,,,,,,,,,,,,,,,
2014/8/26,-3.9084,-5.109,,,,,-2.0879,-2.766,-4.4762,-1.7915,-2.4918,-2.4038,-3.6409,0,-2.8375,-2.7245,-5.1508,-4.2545,,,,,,,,,,,,,,,,5.5238,1.6657,,,,,1.3912,1.2295,7.4511,0.7145,3.6741,3.8104,3.5486,,3.3481,5.3428,8.9055,6.4333,,,,,,,,,,,,,,,,6093741029,4649480202,,,,,1856478417,3171455865,1271458878,3335280000,1844926700,1265054811,1010789351,743238606,1078650000,539480929.3,752931000,588720000,,,,,,,,,,,,,,,,127.8264,62.1505,,,,,66.7882,33.9066,72.0847,42.4283,57.1712,31.3307,36.3476,42.0864,37.0596,98.6767,53.3239,39.1912,,,,,,,,,,,,,,,,7.3011,6.8916,,,,,4.1305,3.3857,5.1634,4.0269,2.2113,4.6274,3.3518,3.6141,5.7919,5.0344,11.161,12.5964,,,,,,,,,,,,,,,,4.595,15.918,,,,,8.7816,5.0594,7.3287,3.9966,9.8087,10.1311,16.6152,5.9501,8.6955,19.1949,8.0568,12.8449,,,,,,,,,,,,,,,
2014/8/27,2.0953,0,,,,,3.6873,2.407,1.2961,10.0094,1.0125,1.8062,0,0,0.4589,0.778,-1.8935,1.6714,,,,,,,,,,,,,,,,4.9013,0.9016,,,,,1.8127,0.8788,3.882,3.7088,1.9374,2.8551,1.6375,,1.3422,3.7389,6.1612,3.5227,,,,,,,,,,,,,,,,6221424182,4649480202,,,,,1924931420,3247792877,1287938405,3669120000,1863607250,1287904734,1010789351,743238606,1083600000,543678135.7,738674000,598560000,,,,,,,,,,,,,,,,130.5048,62.1505,,,,,69.2508,34.7227,73.019,46.6751,57.7501,31.8967,36.3476,42.0864,37.2297,99.4444,52.3142,39.8463,,,,,,,,,,,,,,,,7.4541,6.8916,,,,,4.2828,3.4672,5.2303,4.4299,2.2337,4.711,3.3518,3.6141,5.8185,5.0736,10.9497,12.8069,,,,,,,,,,,,,,,,4.6913,15.918,,,,,9.1054,5.1812,7.4237,4.3966,9.908,10.3141,16.6152,5.9501,8.7354,19.3442,7.9042,13.0596,,,,,,,,,,,,,,,
2014/8/28,-3.1388,-0.2297,,,,,-1.8852,-0.641,-0.8858,0,2.2434,-2.4194,-0.2201,0,-0.3738,0.3603,-1.6387,-1.243,,,,,,,,,,,,,,,,3.4792,0.9898,,,,,0.8676,1.1925,3.8595,,4.4616,2.2424,1.8536,,1.9657,3.6378,5.193,3.4334,,,,,,,,,,,,,,,,6026144067,4638802651,,,,,1888643081,3226973692,1276529501,3669120000,1905416100,1256745749,1008564576,743238606,1079550000,545636832,726569000,591120000,,,,,,,,,,,,,,,,126.4085,62.0077,,,,,67.9453,34.5001,72.3722,46.6751,59.0457,31.125,36.2676,42.0864,37.0905,99.8027,51.4569,39.351,,,,,,,,,,,,,,,,7.2201,6.8758,,,,,4.2021,3.445,5.184,4.4299,2.2838,4.597,3.3444,3.6141,5.7968,5.0919,10.7702,12.6478,,,,,,,,,,,,,,,,4.544,15.8814,,,,,8.9337,5.148,7.3579,4.3966,10.1303,10.0646,16.5786,5.9501,8.7027,19.4139,7.7747,12.8973,,,,,,,,,,,,,,,
2014/8/29,3.3652,1.7391,,,,,1.2227,-0.9319,2.5819,0,-0.0934,0.9091,1.0294,0,0.7086,2.1538,1.2588,1.1774,,,,,,,,,,,,,,,,3.4449,1.8407,,,,,0.8536,0.7424,3.3892,,2.0768,1.7248,1.6539,,1.4763,3.9758,2.9553,2.4072,,,,,,,,,,,,,,,,6228934955,4719477480,,,,,1911735660,3196901536,1309488555,3669120000,1903637000,1268170710,1018946858,743238606,1087200000,557389009.9,735715000,598080000,,,,,,,,,,,,,,,,130.6623,63.0861,,,,,68.7761,34.1786,74.2408,46.6751,58.9906,31.4079,36.6409,42.0864,37.3534,101.9523,52.1047,39.8143,,,,,,,,,,,,,,,,7.4631,6.9954,,,,,4.2535,3.4129,5.3178,4.4299,2.2817,4.6388,3.3788,3.6141,5.8378,5.2015,10.9058,12.7967,,,,,,,,,,,,,,,,4.697,16.1576,,,,,9.0429,5.1,7.5479,4.3966,10.1208,10.1561,16.7492,5.9501,8.7644,19.8321,7.8726,13.0491,,,,,,,,,,,,,,,
2014/9/1,3.1752,2.0613,,,,,2.9336,1.5919,3.8722,0,3.4579,1.5561,1.5284,0,3.3113,1.9578,2.1207,2.5281,,,,,,,,,,,,,,,,5.0298,1.8596,,,,,1.5981,1.014,5.7429,,4.5996,1.8401,3.0002,,3.7001,5.8798,4.7894,4.2928,,,,,,,,,,,,,,,,6426718662,4816761832,,,,,1967817638,3247792877,1360194791,3669120000,1969463700,1763688791,1034520282,743238606,1123200000,568301746.6,751317000,613200000,,,,,,,,,,,,,,,,134.8112,64.3865,,,,,70.7937,34.7227,77.1156,46.6751,61.0304,31.8967,37.2009,42.0864,38.5902,103.9483,53.2096,40.8208,,,,,,,,,,,,,,,,7.7001,7.1396,,,,,4.3782,3.4672,5.5237,4.4299,2.3606,4.711,3.4305,3.6141,6.0311,5.3034,11.1371,13.1202,,,,,,,,,,,,,,,,4.8461,16.4907,,,,,9.3082,5.1812,7.8402,4.3966,10.4708,10.3141,17.0052,5.9501,9.0546,20.2204,8.0395,13.379,,,,,,,,,,,,,,,
2014/9/2,7.5575,5.4187,,,,,0.5868,1.7806,1.3048,0,0.4065,0.4839,3.2258,0,0.8814,0.9355,2.2556,2.7006,,,,,,,,,,,,,,,,16.7869,3.614,,,,,1.4952,1.3602,6.4136,,11.5937,2.5568,6.4147,,4.9813,7.3801,6.4389,8.7162,,,,,,,,,,,,,,,,6912415358,5077768631,,,,,1979363928,3305623947,1377941974,3669120000,1977469650,1772222769,1067891904,743238606,1133100000,573618208,768264000,629760000,,,,,,,,,,,,,,,,144.9995,67.8755,,,,,71.2091,35.341,78.1217,46.6751,61.2785,32.051,38.4009,42.0864,38.9304,104.9208,54.4099,41.9233,,,,,,,,,,,,,,,,8.282,7.5265,,,,,4.4039,3.5289,5.5958,4.4299,2.3702,4.7338,3.5411,3.6141,6.0843,5.353,11.3883,13.4745,,,,,,,,,,,,,,,,5.2123,17.3843,,,,,9.3628,5.2735,7.9425,4.3966,10.5133,10.364,17.5538,5.9501,9.1344,20.4095,8.2208,13.7403,,,,,,,,,,,,,,,
2014/9/3,-2.2456,-0.7243,,,,,0.0833,0.07,0,0,1.2146,0.4815,-0.3125,0,1.668,2,0.8403,-0.4573,,,,,,,,,,,,,,,,10.3654,1.5274,,,,,1.2927,1.2748,,,6.5002,2.0239,3.7022,,6.7401,7.9613,8.9328,7.7583,,,,,,,,,,,,,,,,6757192703,5040990400,,,,,1981013398,3307937190,1377941974,3669120000,2001487500,1780756747,1064554742,743238606,1152000000,585090572.2,774720000,626880000,,,,,,,,,,,,,,,,141.7434,67.3838,,,,,71.2684,35.3657,78.1217,46.6751,62.0228,32.2053,38.2809,42.0864,39.5797,107.0192,54.8671,41.7315,,,,,,,,,,,,,,,,8.096,7.472,,,,,4.4076,3.5314,5.5958,4.4299,2.399,4.7566,3.53,3.6141,6.1858,5.46,11.484,13.4129,,,,,,,,,,,,,,,,5.0953,17.2584,,,,,9.3706,5.2772,7.9425,4.3966,10.641,10.4139,17.4989,5.9501,9.2868,20.8177,8.2899,13.6775,,,,,,,,,,,,,,,
2014/9/4,4.8536,1.1297,,,,,4.2881,0.9091,0,9.9915,2.4444,4.7923,0.418,0,0.7422,0.2869,0.8681,3.2542,,,,,,,,,,,,,,,,14.3759,1.6165,,,,,2.5709,1.2483,,3.2545,12.643,4.513,2.5897,,4.6776,5.4877,8.4438,11.1197,,,,,,,,,,,,,,,,7085163153,5097937338,,,,,2065961100,3338009346,1377941974,4035720000,2050412750,1866096527,1069004291,743238606,1160550000,586769454.7,781445000,647280000,,,,,,,,,,,,,,,,148.6232,68.1451,,,,,74.3245,35.6872,78.1217,51.3386,63.5389,33.7487,38.441,42.0864,39.8735,107.3263,55.3434,43.0896,,,,,,,,,,,,,,,,8.489,7.5564,,,,,4.5966,3.5635,5.5958,4.8726,2.4576,4.9845,3.5448,3.6141,6.2317,5.4757,11.5837,13.8494,,,,,,,,,,,,,,,,5.3426,17.4533,,,,,9.7725,5.3251,7.9425,4.8359,10.9011,10.913,17.5721,5.9501,9.3557,20.8774,8.3619,14.1226,,,,,,,,,,,,,,,
2014/9/5,-0.424,-0.512,,,,,-0.479,-0.6237,0,5.0251,2.8633,0.3049,0.6243,0,-0.5041,1.0014,-1.79,0.2595,,,,,,,,,,,,,,,,6.2538,2.2185,,,,,1.8309,1.071,,6.4993,9.809,4.1673,2.4525,,5.0385,4.1735,6.9429,8.7749,,,,,,,,,,,,,,,,7055120058,5071836659,,,,,2056064280,3317190161,1377941974,4238520000,2109123050,1871785846,1075678616,743238606,1154700000,592645543.7,767457000,648960000,,,,,,,,,,,,,,,,147.993,67.7962,,,,,73.9684,35.4646,78.1217,53.9185,65.3582,33.8516,38.681,42.0864,39.6725,108.4011,54.3527,43.2014,,,,,,,,,,,,,,,,8.453,7.5177,,,,,4.5746,3.5413,5.5958,5.1174,2.528,4.9997,3.5669,3.6141,6.2003,5.5305,11.3763,13.8853,,,,,,,,,,,,,,,,5.3199,17.364,,,,,9.7256,5.2919,7.9425,5.079,11.2133,10.9463,17.6818,5.9501,9.3086,21.0865,8.2122,14.1592,,,,,,,,,,,,,,,
2014/9/9,-0.2839,-1.6374,,,,,2.5672,-0.6276,0,-2.2083,0.0422,0.3799,0.3447,0,0,-0.8026,1.7525,0.2219,,,,,,,,,,,,,,,,7.9684,2.0032,,,,,2.5822,1.3006,,3.4745,11.0924,3.1042,2.2732,,,4.8273,11.8078,6.1496,,,,,,,,,,,,,,,,7035091328,4988789041,,,,,2108847318,3296370976,1377941974,4144920000,2110012600,1878897494,1079386574,743238606,1154700000,587888709.8,780907000,650400000,,,,,,,,,,,,,,,,147.5728,66.6861,,,,,75.8673,35.242,78.1217,52.7278,65.3858,33.9802,38.8143,42.0864,39.6725,107.531,55.3053,43.2973,,,,,,,,,,,,,,,,8.429,7.3946,,,,,4.692,3.519,5.5958,5.0044,2.5291,5.0187,3.5792,3.6141,6.2003,5.4862,11.5757,13.9161,,,,,,,,,,,,,,,,5.3048,17.0797,,,,,9.9753,5.2587,7.9425,4.9668,11.218,10.9879,17.7427,5.9501,9.3086,20.9173,8.3561,14.1907,,,,,,,,,,,,,,,
2014/9/10,-0.2847,1.0702,,,,,5.2405,-0.6316,0,-0.828,-0.3373,1.8168,0.7901,0,0,1.2851,0.0689,2.8044,,,,,,,,,,,,,,,,5.1796,1.2757,,,,,3.6972,1.0059,,3.2582,4.4474,2.7882,3.9807,,,5.0133,10.1744,9.5163,,,,,,,,,,,,,,,,7015062598,5042176795,,,,,2219361804,3275551791,1377941974,4110600000,2102896200,1913033406,1087914877,743238606,1154700000,595443681.3,781445000,668640000,,,,,,,,,,,,,,,,147.1527,67.3997,,,,,79.8432,35.0195,78.1217,52.2912,65.1653,34.5976,39.121,42.0864,39.6725,108.9129,55.3434,44.5115,,,,,,,,,,,,,,,,8.405,7.4737,,,,,4.9379,3.4968,5.5958,4.963,2.5205,5.1099,3.6075,3.6141,6.2003,5.5567,11.5837,14.3064,,,,,,,,,,,,,,,,5.2897,17.2624,,,,,10.4981,5.2255,7.9425,4.9257,11.1802,11.1875,17.8829,5.9501,9.3086,21.1861,8.3619,14.5886,,,,,,,,,,,,,,,
2014/9/11,-1.4989,-1.3882,,,,,-0.4831,-1.1299,0,1.3283,-2.4535,-2.2305,-1.227,0,0,3.3835,0.3098,2.1536,,,,,,,,,,,,,,,,6.6737,1.0206,,,,,3.827,1.3238,,2.748,5.8487,3.0836,3.3132,,,9.4721,13.2984,13.7398,,,,,,,,,,,,,,,,6909911767,4972179517,,,,,2208640250,3238539906,1377941974,4165200000,2051302300,1870363516,1074566228,743238606,1154700000,615590272,783866000,683040000,,,,,,,,,,,,,,,,144.947,66.464,,,,,79.4574,34.6238,78.1217,52.9858,63.5665,33.8259,38.641,42.0864,39.6725,112.5979,55.5148,45.4701,,,,,,,,,,,,,,,,8.279,7.37,,,,,4.914,3.4573,5.5958,5.0289,2.4587,4.9959,3.5632,3.6141,6.2003,5.7447,11.6196,14.6145,,,,,,,,,,,,,,,,5.2105,17.0228,,,,,10.4474,5.1664,7.9425,4.9911,10.9059,10.9379,17.6635,5.9501,9.3086,21.9029,8.3878,14.9028,,,,,,,,,,,,,,,
2014/9/12,1.1232,-0.0716,,,,,0.4481,1.2143,0,0.2247,1.8647,0.8365,2.8295,0,0,2.5909,1.2354,0.9136,,,,,,,,,,,,,,,,4.1116,1.0565,,,,,1.5323,1.1281,,2.245,4.1715,1.6056,2.4901,,,7.9945,11.1542,7.4956,,,,,,,,,,,,,,,,6987523095,4968620334,,,,,2218537069,3277865033,1377941974,4174560000,2089552950,1886009142,1104971484,743238606,1154700000,631539656.3,793550000,689280000,,,,,,,,,,,,,,,,146.575,66.4165,,,,,79.8135,35.0442,78.1217,53.1048,64.7518,34.1088,39.7343,42.0864,39.6725,115.5152,56.2007,45.8855,,,,,,,,,,,,,,,,8.372,7.3647,,,,,4.9361,3.4993,5.5958,5.0402,2.5046,5.0377,3.6641,3.6141,6.2003,5.8935,11.7631,14.748,,,,,,,,,,,,,,,,5.269,17.0106,,,,,10.4942,5.2292,7.9425,5.0023,11.1092,11.0294,18.1633,5.9501,9.3086,22.4704,8.4914,15.039,,,,,,,,,,,,,,,
2014/9/15,0.1791,5.3009,,,,,9.5167,0,0,3.139,-0.2129,3.0166,2.4832,0,0,3.3673,-0.0339,1.2883,,,,,,,,,,,,,,,,5.7027,3.5719,,,,,5.5145,,,3.1168,3.5663,3.3298,3.913,,,9.5404,8.9759,6.8529,,,,,,,,,,,,,,,,7000041051,5231999921,,,,,2429669222,3277865033,1377941974,4305600000,2085105200,1942902329,1132410373,743238606,1154700000,652805502.1,793281000,698160000,,,,,,,,,,,,,,,,146.8376,69.9371,,,,,87.4091,35.0442,78.1217,54.7718,64.614,35.1378,40.721,42.0864,39.6725,119.4049,56.1816,46.4767,,,,,,,,,,,,,,,,8.387,7.7551,,,,,5.4058,3.4993,5.5958,5.1984,2.4992,5.1897,3.7551,3.6141,6.2003,6.092,11.7591,14.938,,,,,,,,,,,,,,,,5.2784,17.9123,,,,,11.4929,5.2292,7.9425,5.1593,11.0856,11.3622,18.6143,5.9501,9.3086,23.227,8.4885,15.2327,,,,,,,,,,,,,,,
2014/9/16,-5.186,-3.9456,,,,,-2.9871,0,0,-8.3333,-4.9915,-4.612,-4.8461,0,0,-4.9293,-2.238,-5.4314,,,,,,,,,,,,,,,,7.0338,2.6925,,,,,3.3033,,,2.459,5.5386,3.7972,4.082,,,9.6901,12.8875,9.8227,,,,,,,,,,,,,,,,6637020324,5025567271,,,,,2357092544,3277865033,1377941974,3946800000,1981027850,1853295560,1077532595,743238606,1154700000,620626919.7,775527000,660240000,,,,,,,,,,,,,,,,139.2226,67.1777,,,,,84.7981,35.0442,78.1217,50.2075,61.3888,33.5172,38.7476,42.0864,39.6725,113.5191,54.9242,43.9523,,,,,,,,,,,,,,,,7.952,7.4491,,,,,5.2443,3.4993,5.5958,4.7652,2.3745,4.9503,3.5731,3.6141,6.2003,5.7917,11.496,14.1267,,,,,,,,,,,,,,,,5.0047,17.2056,,,,,11.1496,5.2292,7.9425,4.7294,10.5323,10.8381,17.7123,5.9501,9.3086,22.0821,8.2986,14.4053,,,,,,,,,,,,,,,
2014/9/17,-2.2633,0.0236,,,,,0.3849,0,0,-0.1976,0.8981,1.6117,0.3097,0,0,0.9919,-2.0812,-0.2908,,,,,,,,,,,,,,,,4.4815,1.1143,,,,,3.4022,,,1.3106,3.9524,3.2633,3.0358,,,7.3394,6.7313,5.8175,,,,,,,,,,,,,,,,6486804851,5026753666,,,,,2366164629,3277865033,1377941974,3939000000,1998818850,1883164483,1080869757,743238606,1154700000,626782822.4,759387000,658320000,,,,,,,,,,,,,,,,136.0716,67.1935,,,,,85.1245,35.0442,78.1217,50.1082,61.9401,34.0574,38.8676,42.0864,39.6725,114.6451,53.7812,43.8245,,,,,,,,,,,,,,,,7.7721,7.4508,,,,,5.2645,3.4993,5.5958,4.7558,2.3958,5.0301,3.5841,3.6141,6.2003,5.8491,11.2567,14.0856,,,,,,,,,,,,,,,,4.8914,17.2096,,,,,11.1925,5.2292,7.9425,4.72,10.6268,11.0128,17.7671,5.9501,9.3086,22.3011,8.1259,14.3635,,,,,,,,,,,,,,,
