ÈÕÆÚ,000901.SZ,002338.SZ,002819.SZ,002849.SZ,002857.SZ,002870.SZ,300007.SZ,300066.SZ,300112.SZ,300114.SZ,300165.SZ,300259.SZ,300306.SZ,300341.SZ,300349.SZ,300354.SZ,300370.SZ,300371.SZ,300410.SZ,300416.SZ,300417.SZ,300445.SZ,300515.SZ,300553.SZ,300557.SZ,300567.SZ,300572.SZ,300648.SZ,300667.SZ,300720.SZ,603556.SH,603662.SH,603700.SH,000901.SZ,002338.SZ,002819.SZ,002849.SZ,002857.SZ,002870.SZ,300007.SZ,300066.SZ,300112.SZ,300114.SZ,300165.SZ,300259.SZ,300306.SZ,300341.SZ,300349.SZ,300354.SZ,300370.SZ,300371.SZ,300410.SZ,300416.SZ,300417.SZ,300445.SZ,300515.SZ,300553.SZ,300557.SZ,300567.SZ,300572.SZ,300648.SZ,300667.SZ,300720.SZ,603556.SH,603662.SH,603700.SH,000901.SZ,002338.SZ,002819.SZ,002849.SZ,002857.SZ,002870.SZ,300007.SZ,300066.SZ,300112.SZ,300114.SZ,300165.SZ,300259.SZ,300306.SZ,300341.SZ,300349.SZ,300354.SZ,300370.SZ,300371.SZ,300410.SZ,300416.SZ,300417.SZ,300445.SZ,300515.SZ,300553.SZ,300557.SZ,300567.SZ,300572.SZ,300648.SZ,300667.SZ,300720.SZ,603556.SH,603662.SH,603700.SH,000901.SZ,002338.SZ,002819.SZ,002849.SZ,002857.SZ,002870.SZ,300007.SZ,300066.SZ,300112.SZ,300114.SZ,300165.SZ,300259.SZ,300306.SZ,300341.SZ,300349.SZ,300354.SZ,300370.SZ,300371.SZ,300410.SZ,300416.SZ,300417.SZ,300445.SZ,300515.SZ,300553.SZ,300557.SZ,300567.SZ,300572.SZ,300648.SZ,300667.SZ,300720.SZ,603556.SH,603662.SH,603700.SH,000901.SZ,002338.SZ,002819.SZ,002849.SZ,002857.SZ,002870.SZ,300007.SZ,300066.SZ,300112.SZ,300114.SZ,300165.SZ,300259.SZ,300306.SZ,300341.SZ,300349.SZ,300354.SZ,300370.SZ,300371.SZ,300410.SZ,300416.SZ,300417.SZ,300445.SZ,300515.SZ,300553.SZ,300557.SZ,300567.SZ,300572.SZ,300648.SZ,300667.SZ,300720.SZ,603556.SH,603662.SH,603700.SH,000901.SZ,002338.SZ,002819.SZ,002849.SZ,002857.SZ,002870.SZ,300007.SZ,300066.SZ,300112.SZ,300114.SZ,300165.SZ,300259.SZ,300306.SZ,300341.SZ,300349.SZ,300354.SZ,300370.SZ,300371.SZ,300410.SZ,300416.SZ,300417.SZ,300445.SZ,300515.SZ,300553.SZ,300557.SZ,300567.SZ,300572.SZ,300648.SZ,300667.SZ,300720.SZ,603556.SH,603662.SH,603700.SH
2017/9/1,-0.4478,-0.1719,5.1713,-0.4658,-0.6647,0.4928,1.3699,0,1.5288,0.0767,2.0779,0.0958,2.0429,0.3394,0.7157,1.3094,0,0.3593,4.8689,-0.0378,0.8484,0.728,-0.3167,-0.5049,0.0413,4.375,-0.6623,0.6404,0.9427,,4.8295,,,1.2688,1.0283,18.8385,8.2105,3.25,10.6787,1.6771,0.6478,3.3856,0.4737,2.5242,0.7002,4.0095,0.7524,0.9546,1.8517,0.6997,2.6672,6.6691,1.3649,4.6502,2.5761,2.2715,5.085,5.4836,12.786,4.5887,7.52,38.9005,,4.681,,,9352739987,4180268690,939471000,833301282,657600000,902872100,3811625477,5248189414,1806310662,5954589498,2395261202,2702680459,2453330074,3289557915,4610164157,1066687845,2660622755,1410342209,2746496256,1690684000,759729059.9,790296000,1435606050,614880000,678720000,1937200000,850170000,1122000000,709920000,,4133095200,,,115.29,79.4521,122.1515,63.8195,65.6319,34.6808,55.029,43.0569,110.9462,74.8233,65.109,53.0329,65.9171,39.8137,83.0373,1027.9712,50.757,57.0061,106.0818,61.5506,63.518,72.7832,90.4962,90.1304,61.9342,80.3929,69.9508,88.0041,88.0237,,32.2983,,,3.3685,5.4917,8.8791,12.0066,11.4236,10.3855,3.8513,3.9338,4.1,5.7562,2.3797,3.2659,3.0973,4.5653,2.6886,5.8915,3.4432,5.5102,6.7206,6.8373,5.7457,7.8027,7.0339,7.8816,5.7762,11.2052,6.7728,20.0849,17.5699,,4.0248,,,2.1588,12.2296,5.6424,8.5479,13.0996,4.3612,4.5023,8.2739,6.6085,7.0985,8.4327,11.0375,25.7276,6.1835,8.5159,15.6666,4.6875,14.1195,12.8703,8.4268,12.7309,18.2183,15.076,24.5583,12.9938,15.1399,10.7799,19.7173,21.6484,,7.7195,,
2017/9/4,1.0727,3.5017,-0.3017,-1.222,0,-2.8195,5.0529,1.4467,0.2657,1.4559,2.799,1.0526,4.2042,0.7892,3.0362,1.6327,0.6565,0.716,0.7143,-0.2268,-1.0973,0.6195,0.2541,-0.1171,-0.6601,0.7743,1.0196,1.0758,2.7778,,0.5872,,,1.971,2.6618,14.9042,6.7061,2.8982,9.783,3.8027,1.6946,3.8983,0.6075,3.8422,1.2048,6.7491,1.0442,1.6907,2.869,1.0477,2.4661,7.866,1.1038,4.2636,2.7155,2.5729,3.8511,3.0557,11.661,5.0929,6.912,35.5758,,2.2104,,,9453063495,4326650085,936637000,823117933,657600000,877415700,4004222299,5324112588,1811110425,6041284671,2462304137,2731129727,2556473080,3315518349,4750136841,1084103157,2678088550,1420440125,2766114086,1686848800,751392603.5,795192000,1439254350,614160000,674240000,1952200000,858838400,1134070000,729640000,,4157363600,,,116.5267,82.2343,121.783,63.0396,65.6319,33.7029,57.8095,43.6798,111.241,75.9127,66.9314,53.5911,68.6884,40.1279,85.5584,1044.7544,51.0902,57.4143,106.8395,61.411,62.821,73.2341,90.7262,90.0249,61.5254,81.0154,70.664,88.9509,90.4688,,32.4879,,,3.4046,5.684,8.8523,11.8599,11.4236,10.0927,4.0459,3.9907,4.1109,5.84,2.4464,3.3003,3.2276,4.6013,2.7703,5.9877,3.4658,5.5497,6.7686,6.8218,5.6827,7.851,7.0518,7.8724,5.7381,11.2919,6.8419,20.3009,18.058,,4.0484,,,2.1819,12.6579,5.6253,8.4435,13.0996,4.2382,4.7298,8.3936,6.6261,7.2019,8.6687,11.1537,26.8092,6.2323,8.7745,15.9224,4.7183,14.2206,12.9622,8.4077,12.5913,18.3312,15.1144,24.5295,12.9081,15.2572,10.8898,19.9294,22.2497,,7.7648,,
2017/9/5,-0.9243,9.9834,3.4191,1.4741,-0.1825,0.6623,-0.9508,2.6738,-0.6184,-1.1329,0.1238,0.8523,-2.1614,-1.3423,0.7837,0.1339,1.7391,-1.2638,1.0385,-3.183,-0.2589,-0.7696,4.5627,0.7229,-1.1213,0.0102,0.33,5.8312,7.1761,,-1.1001,,,1.2292,5.1171,22.3049,5.3188,1.559,4.4183,1.8134,2.3563,2.4668,0.5437,2.6194,1.8319,5.4015,0.924,2.1316,2.6397,1.7524,2.1193,3.9642,1.864,3.6245,2.0539,8.0065,2.9636,2.2157,6.9275,3.3364,8.5418,32.7007,,1.2143,,,9365684956,4758595185,968661200,835251285,656400000,883226400,3966150834,5466468540,1799910979,5972841113,2465351543,2754406401,2501217898,3271014747,4787363619,1085554433,2724664003,1402488275,2794840195,1633156000,749447430.4,789072000,1504923750,618600000,666680000,1952400000,861672300,1200200000,782000000,,4111627000,,,115.4496,90.4441,125.9468,63.9688,65.5122,33.9261,57.2599,44.8477,110.5531,75.0527,67.0142,54.0479,67.2038,39.5892,86.229,1046.153,51.9788,56.6886,107.949,59.4562,62.6583,72.6705,94.8658,90.6757,60.8356,81.0237,70.8972,94.1378,96.961,,32.1305,,,3.3731,6.2514,9.1549,12.0347,11.4027,10.1595,4.0075,4.0974,4.0855,5.7738,2.4494,3.3284,3.1578,4.5395,2.792,5.9957,3.526,5.4795,6.8389,6.6046,5.668,7.7906,7.3735,7.9293,5.6738,11.2931,6.8644,21.4847,19.3538,,4.0039,,,2.1618,13.9216,5.8177,8.5679,13.0757,4.2663,4.6848,8.618,6.5851,7.1203,8.6794,11.2487,26.2298,6.1487,8.8433,15.9437,4.8003,14.0409,13.0969,8.14,12.5587,18.1901,15.804,24.7068,12.7633,15.2587,10.9257,21.0916,23.8464,,7.6794,,
2017/9/6,1.4167,7.9173,1.0532,-1.5564,-1.5235,-1.5977,3.4444,0.8681,1.8667,0.7639,0.3708,0.5634,-0.2946,0.4535,1.182,1.3369,-1.0684,-0.16,2.0306,1.1742,0.1483,-0.5171,-1.3333,2.5024,0.252,0.3995,0.9867,1.2748,9.3478,,0.0908,,,1.9559,8.6427,15.2012,4.8614,1.6903,5.5547,3.7995,2.783,2.7437,0.7498,2.4028,1.7225,3.177,0.7055,1.7545,2.29,1.5941,1.9938,5.5745,1.2268,2.9311,1.8252,4.4024,9.2836,2.3799,7.0624,3.1032,9.1335,37.2439,,1.1232,,,9498370886,5135347300,978863600,822251265,646400000,869114700,4102760208,5513920523,1833509317,6018470152,2474493761,2769924183,2493850541,3285849281,4843948321,1100067193,2695554345,1400244294,2851591776,1652332000,750558957.9,784992000,1484858100,634080000,668360000,1960200000,870174000,1215500000,855100000,,4115360600,,,117.0852,97.6048,127.2734,62.9732,64.5141,33.3841,59.2322,45.237,112.6168,75.626,67.2627,54.3524,67.0058,39.7688,87.2481,1060.139,51.4234,56.5979,110.141,60.1544,62.7513,72.2947,93.6009,92.9448,60.9889,81.3474,71.5967,95.3378,106.0247,,32.1597,,,3.4209,6.7464,9.2514,11.8474,11.229,9.9972,4.1455,4.1329,4.1617,5.818,2.4585,3.3472,3.1485,4.5601,2.825,6.0758,3.4884,5.4708,6.9778,6.6822,5.6764,7.7503,7.2752,8.1277,5.6881,11.3382,6.9322,21.7586,21.163,,4.0075,,,2.1924,15.0238,5.8789,8.4346,12.8765,4.1981,4.8462,8.6928,6.708,7.1747,8.7116,11.3121,26.1525,6.1766,8.9478,16.1569,4.7491,14.0184,13.3628,8.2356,12.5773,18.096,15.5933,25.3251,12.7955,15.3197,11.0335,21.3604,26.0755,,7.6864,,
2017/9/7,-1.7036,-4.8131,-5.0376,2.3188,0.2475,0.1592,-0.7642,-0.6885,-1.8325,0.6823,-0.7389,-1.3072,-4.5298,0.3386,-1.7522,-0.5937,-1.0799,-0.2804,-2.2113,-2.1277,0.1851,-0.2599,2.0885,-0.4353,1.1311,4.5506,0.9579,-3.6364,-8.5487,,-0.9299,,,1.669,5.5962,11.6875,12.0719,2.5073,4.8589,3.1375,2.941,2.5767,0.9318,2.3537,0.9985,6.628,1.2405,1.4247,2.209,1.0132,2.47,4.4621,1.2107,4.8176,2.6356,7.6359,5.3616,4.1271,10.5414,5.5301,6.7976,33.967,,1.3738,,,9336558776,4888178715,929552000,841317961,648000000,870498200,4071407237,5475958936,1799910979,6059536286,2456209325,2733716024,2380884391,3296975182,4759071268,1093536451,2666444687,1396317327,2788534464,1617176000,751948367.3,782952000,1515868650,631320000,675920000,2049400000,878509000,1171300000,782000000,,4077091200,,,115.0905,92.907,120.8618,64.4334,64.6738,33.4372,58.7795,44.9256,110.5531,76.142,66.7657,53.6419,63.9706,39.9034,85.7194,1053.8453,50.8681,56.4392,107.7055,58.8745,62.8674,72.1068,95.5558,92.5403,61.6787,85.0492,72.2825,91.871,96.961,,31.8606,,,3.3626,6.4217,8.7853,12.1221,11.2568,10.0131,4.1138,4.1045,4.0855,5.8576,2.4403,3.3034,3.0059,4.5756,2.7755,6.0398,3.4507,5.4554,6.8235,6.54,5.6869,7.7302,7.4272,8.0923,5.7524,11.8541,6.9986,20.9674,19.3538,,3.9702,,,2.155,14.3007,5.5828,8.6302,12.9083,4.2048,4.8091,8.633,6.5851,7.2236,8.6473,11.1642,24.9679,6.1975,8.791,16.061,4.6978,13.9791,13.0673,8.0604,12.6006,18.049,15.9189,25.2149,12.9402,16.0168,11.1392,20.5837,23.8464,,7.6149,,
2017/9/8,-1.1438,-2.3564,-2.1341,-2.3178,-0.679,1.1443,-1.2651,0.3466,1.4222,-0.9789,0.1241,0.7569,1.444,2.5872,-0.5319,0.0664,-0.4367,-0.7634,-0.6784,1.8972,-0.7761,0,5.4753,-1.5396,-2.0713,-0.4587,1.4611,-4.1509,-4.7391,,-0.5495,,,1.4799,3.7797,8.1884,8.4546,2.4185,5.4435,1.9115,2.1204,1.7955,0.6762,1.7878,0.7583,3.8999,2.9,1.1637,1.5279,0.8106,1.7204,3.5318,1.6228,3.1412,1.407,10.4501,3.6667,4.8588,6.7414,6.1181,6.8564,22.2714,,0.8848,,,9229762783,4772993355,909714000,821817931,643600000,880459400,4019898784,5494939730,1825509713,6000218536,2459256731,2754406401,2415265393,3382273752,4733757059,1094262089,2654800823,1385658416,2769617270,1647857600,746112847.8,782952000,1598867475,621600000,661920000,2040000000,891344900,1122680000,744940000,,4054689600,,,113.7741,90.7177,118.2824,62.94,64.2347,33.8198,58.0359,45.0813,112.1254,75.3967,66.8485,54.0479,64.8944,40.9358,85.2634,1054.5446,50.646,56.0084,106.9748,59.9915,62.3796,72.1068,100.7878,91.1155,60.4012,84.6591,73.3386,88.0575,92.3658,,31.6856,,,3.3242,6.2704,8.5978,11.8412,11.1804,10.1277,4.0618,4.1187,4.1436,5.8003,2.4433,3.3284,3.0493,4.6939,2.7607,6.0438,3.4356,5.4138,6.7772,6.6641,5.6428,7.7302,7.8338,7.9678,5.6333,11.7998,7.1008,20.097,18.4366,,3.9484,,,2.1304,13.9637,5.4636,8.4301,12.8207,4.2529,4.7483,8.6629,6.6787,7.1529,8.658,11.2487,25.3284,6.3578,8.7443,16.0716,4.6773,13.8724,12.9787,8.2133,12.5028,18.049,16.7905,24.8267,12.6722,15.9434,11.302,19.7293,22.7163,,7.573,,
2017/9/11,0.8415,-0.3519,1.2461,1.2919,1.6159,1.5399,0.9471,-2.5907,0.8764,0,0.3717,-0.8451,0.1525,-0.8772,-5.2847,0.6631,1.0965,4.1296,4.9077,0.0776,1.1173,1.1985,0.5705,2.529,1.8401,2.3725,3.3851,9.9939,1.78,,1.3352,,,1.071,2.7954,6.7748,6.0536,2.0225,7.352,1.9873,1.9994,2.3076,0.4329,1.2669,1.1149,2.298,1.4474,3.3293,1.3113,0.6814,4.582,6.2184,1.0735,2.5684,1.4123,6.8191,3.44,2.6914,4.6545,6.4989,10.2726,16.052,,1.0186,,,9307432596,4756195490,921050000,832434614,654000000,894017700,4057970249,5352583778,1841508921,6000218536,2468398949,2731129727,2418949072,3352604684,4483593112,1101518469,2683910481,1442879937,2905540810,1649136000,754449304.2,792336000,1607988225,637320000,674100000,2088400000,921517600,1234880000,758200000,,4108826800,,,114.7315,90.3985,119.7564,63.7531,65.2726,34.3406,58.5855,43.9134,113.1081,75.3967,67.097,53.5911,64.9933,40.5767,80.7575,1061.5376,51.2013,58.3213,112.2248,60.038,63.0765,72.9711,101.3627,93.4197,61.5127,86.6677,75.8212,96.8579,94.01,,32.1086,,,3.3521,6.2483,8.705,11.9941,11.361,10.2837,4.1002,4.012,4.1799,5.8003,2.4524,3.3003,3.0539,4.6528,2.6148,6.0838,3.4733,5.6373,7.1098,6.6692,5.7058,7.8228,7.8785,8.1693,5.7369,12.0797,7.3412,22.1055,18.7648,,4.0011,,,2.1483,13.9146,5.5317,8.539,13.0279,4.3184,4.7932,8.4385,6.7373,7.1529,8.6902,11.1537,25.3671,6.3021,8.2821,16.1782,4.7285,14.4453,13.6156,8.2197,12.6425,18.2653,16.8863,25.4545,12.9054,16.3216,11.6845,21.701,23.1207,,7.6741,,
2017/9/12,-0.904,-0.6054,-3.8462,-0.026,-1.1315,-2.7236,-0.1656,-1.0638,-1.9983,-2.4335,-0.8642,0.8523,-2.2843,-1.4381,-0.3653,-2.108,-0.4338,-1.7496,-2.4355,0.0388,-1.7311,-2.3172,-4.8213,-3.0314,-2.0561,-4.185,-4.3054,-3.0837,-3.8117,,-1.2949,,,1.2741,2.7047,8.3257,12.3925,1.68,6.7405,3.1542,1.2449,1.9743,0.7405,1.6781,1.1126,2.4539,1.468,1.6445,2.5478,1.2273,3.2399,7.0578,1.2804,4.3873,2.9022,5.64,4.7944,2.5816,6.5012,6.3641,18.7219,17.1639,,1.3501,,,9223290299,4727399150,885625000,832217947,646600000,869668100,4051251755,5295641398,1804710741,5854205614,2447067106,2754406401,2363693890,3304392449,4467213330,1078298053,2672266618,1417635148,2834776493,1649775200,741388855.8,773976000,1530461850,618000000,660240000,2001000000,881843000,1196800000,729300000,,4055623000,,,113.6943,89.8512,115.1504,63.7365,64.5341,33.4053,58.4885,43.4462,110.8479,73.5619,66.5172,54.0479,63.5087,39.9932,80.4625,1039.16,50.9792,57.3009,109.4915,60.0613,61.9846,71.2802,96.4757,90.5878,60.2479,83.0406,72.5568,93.8711,90.4266,,31.6929,,,3.3218,6.2105,8.3702,11.991,11.2325,10.0036,4.0934,3.9693,4.0964,5.6592,2.4312,3.3284,2.9842,4.5858,2.6053,5.9556,3.4582,5.5387,6.9366,6.6718,5.607,7.6416,7.4987,7.9216,5.619,11.5742,7.0251,21.4238,18.0495,,3.9493,,,2.1289,13.8303,5.319,8.5368,12.8804,4.2008,4.7853,8.3487,6.6026,6.9789,8.6151,11.2487,24.7876,6.2114,8.2519,15.8371,4.708,14.1925,13.284,8.2229,12.4236,17.8421,16.0722,24.6829,12.64,15.6386,11.1815,21.0318,22.2394,,7.5748,,
2017/9/13,2.6316,0.6599,0.96,-1.6662,-0.1237,0.8272,-0.387,0.7168,0.6206,1.9486,-0.7472,-0.2817,2.1818,0.5612,1.2667,3.0956,-0.2179,-0.1979,0.9145,-1.7435,0.6747,1.0543,-1.3707,1.068,0.6573,0.1699,0.8507,3.8352,0.9091,,-1.0817,,,2.6401,1.5371,4.4653,7.1129,1.621,3.1351,1.3836,0.7088,1.1725,0.5325,1.1269,0.6664,2.1595,0.6164,1.3502,4.3505,0.4765,1.5,3.3983,1.169,3.0582,1.0952,3.4783,2.3258,1.4293,3.9195,4.3091,12.5565,10.3663,,1.4382,,,9466008464,4758595185,894127000,818351259,645800000,876862300,4035575270,5333602985,1815910187,5968278210,2428782670,2746647510,2415265393,3322935616,4523798032,1111677401,2666444687,1414830172,2860700054,1621011200,746390729.7,782136000,1509484125,624600000,664580000,2004400000,889344500,1242700000,735930000,,4011753200,,,116.6862,90.4441,116.2558,62.6745,64.4542,33.6817,58.2622,43.7577,111.5358,74.9953,66.0202,53.8956,64.8944,40.2176,81.4817,1071.3278,50.8681,57.1875,110.4928,59.0141,62.4028,72.0317,95.1533,91.5552,60.6439,83.1817,73.174,97.4713,91.2487,,31.35,,,3.4093,6.2514,8.4505,11.7912,11.2186,10.0863,4.0776,3.9978,4.1218,5.7694,2.4131,3.3191,3.0493,4.6116,2.6383,6.14,3.4507,5.5277,7,6.5555,5.6449,7.7221,7.3959,8.0062,5.6559,11.5939,7.0849,22.2455,18.2136,,3.9066,,,2.1849,13.9216,5.37,8.3946,12.8645,4.2356,4.7668,8.4086,6.6436,7.1148,8.5507,11.2171,25.3284,6.2463,8.3564,16.3274,4.6978,14.1645,13.4055,8.0795,12.5074,18.0302,15.8519,24.9465,12.7231,15.6651,11.2766,21.8384,22.4416,,7.4928,,
2017/9/14,-1.0598,4.2864,2.1553,-0.7943,-0.4645,-0.7889,3.4406,-1.2456,0.1762,-0.9174,-0.7528,-0.565,3.1012,-1.2277,1.8433,-2.8068,-0.4367,-0.3172,-0.8082,0.0394,-1.1914,0.0522,-0.8459,-1.7099,-0.4635,-1.1674,1.9119,-1.368,1.2243,,-0.4188,,,1.3881,4.4359,7.8766,3.4397,1.2345,3.471,4.8767,0.9984,1.6715,0.4463,1.2454,0.7175,3.8381,0.7682,1.7183,3.349,0.8108,1.5151,3.3028,1.1534,2.572,2.7546,3.0725,2.43,1.5107,2.6313,7.9479,7.0688,17.0927,,0.848,,,9365684956,4962569260,913398200,811851249,642800000,869944800,4174424142,5267170207,1819110029,5913523364,2410498233,2731129727,2490166862,3282140648,4607186014,1080474967,2969283572,1410342209,2837579040,1621650400,737498509.5,782544000,1496715075,613920000,661500000,1981000000,906347900,1225700000,744940000,,3994952000,,,115.4496,94.3209,118.7615,62.1767,64.1548,33.416,60.2668,43.2126,111.7323,74.3073,65.5232,53.5911,66.9068,39.7239,82.9836,1041.2579,50.646,57.0061,109.5998,59.0374,61.6593,72.0693,94.3484,89.9897,60.3629,82.2106,74.573,96.1379,92.3658,,31.2187,,,3.3731,6.5194,8.6326,11.6975,11.1665,10.0068,4.2179,3.948,4.1291,5.7165,2.3949,3.3003,3.1439,4.555,2.6869,5.9676,3.4356,5.5102,6.9435,6.5581,5.5776,7.7262,7.3333,7.8693,5.6297,11.4585,7.2203,21.9412,18.4366,,3.8903,,,2.1618,14.5183,5.4858,8.3279,12.8048,4.2022,4.9308,8.3038,6.6553,7.0496,8.4863,11.1537,26.1139,6.1696,8.5104,15.8691,4.6773,14.1195,13.2971,8.0827,12.3584,18.0396,15.7178,24.5199,12.6642,15.4823,11.4922,21.5397,22.7163,,7.4615,,
2017/9/15,0.3455,-3.3849,-3.5371,0.5871,-1.8357,-1.3359,-2.1996,0.5405,-0.9675,0.5401,-1.3906,1.3258,-0.8383,0.226,0.3878,-1.679,-1.3158,1.3126,-1.6049,0.8672,-0.1507,-2.6069,-0.9141,-0.7037,-1.1852,-1.7567,-2.5382,0.0693,-3.0123,,0.1869,,,1.3169,2.2365,6.6234,3.2868,1.492,3.1277,2.4397,0.751,1.2092,0.3344,1.4166,1.1319,1.8113,0.4659,1.7987,2.0892,0.7917,2.632,2.8382,0.8759,2.0009,2.5868,1.8483,1.8816,1.6031,4.1403,5.3725,5.1283,13.9074,,0.8126,,,9398047378,4794590610,881090600,816617923,631000000,858323400,4082604726,5295641398,1801510900,5945463690,2376976766,2767337886,2469292682,3289557915,4625054868,1062334017,2930214051,1428855055,2792037648,1635712800,736386982,762144000,1483033950,609600000,653660000,1946200000,883343300,1226550000,722500000,,4002419200,,,115.8485,91.1282,114.5608,62.5417,62.9771,32.9696,58.9412,43.4462,110.6514,74.7086,64.612,54.3016,66.346,39.8137,83.3055,1023.7754,49.9796,57.7544,107.8408,59.5493,61.5664,70.1905,93.486,89.3565,59.6475,80.7664,72.6802,96.2045,89.5835,,31.2771,,,3.3848,6.2987,8.3273,11.7662,10.9615,9.8731,4.1251,3.9693,4.0891,5.7474,2.3616,3.3441,3.1175,4.5653,2.6973,5.8674,3.3904,5.5825,6.832,6.615,5.5692,7.5247,7.2663,7.8139,5.563,11.2572,7.0371,21.9564,17.8813,,3.8975,,,2.1692,14.0269,5.2917,8.3768,12.5697,4.146,4.8223,8.3487,6.5909,7.0877,8.3683,11.3016,25.895,6.1835,8.5435,15.6027,4.6157,14.3049,13.0837,8.1528,12.3398,17.5693,15.5741,24.3474,12.5141,15.2103,11.2005,21.5546,22.032,,7.4754,,
2017/9/18,1.4463,-2.2022,-1.1579,-1.1409,-1.775,0.2579,1.2617,2.509,0.7105,-0.8442,0.7692,0.5607,-0.5967,0.7892,6.4392,1.5027,-0.2222,3.4158,0.0753,1.1333,0,0.803,4.7355,0.8071,0.7068,3.8023,-1.321,2.9106,8.2353,,0.3265,,,1.8001,1.9795,4.1672,4.0721,1.9785,2.789,2.1684,1.9178,0.9888,0.4629,0.951,1.359,1.4037,0.5869,3.832,1.735,0.6163,6.3485,2.2118,0.9826,2.5725,1.6981,3.8057,2.0708,1.4336,3.8847,4.1935,6.183,23.505,,0.7564,,,9533969551,4689004030,870888200,807301242,619800000,860537000,4134113179,5428506952,1814310267,5895271748,2395261202,2782855669,2454557967,3315518349,4922869090,1078298053,2923702464,1477661647,2794139558,1654249600,736386982,768264000,1553263725,614520000,658280000,2020200000,871674300,1262250000,782000000,,4015486800,,,117.524,89.1214,113.2342,61.8282,61.8593,33.0546,59.6848,44.5363,111.4375,74.078,65.109,54.6061,65.9501,40.1279,88.6697,1039.16,49.8685,59.7272,107.922,60.2242,61.5664,70.7541,97.913,90.0777,60.0691,83.8374,71.7201,99.0047,96.961,,31.3792,,,3.4337,6.16,8.2309,11.632,10.7669,9.8985,4.1772,4.0689,4.1182,5.6989,2.3797,3.3628,3.0989,4.6013,2.871,5.9556,3.3829,5.7732,6.8372,6.6899,5.5692,7.5852,7.6104,7.877,5.6023,11.6853,6.9441,22.5955,19.3538,,3.9103,,,2.2006,13.718,5.2305,8.2812,12.3466,4.1567,4.8832,8.5582,6.6378,7.0278,8.4327,11.3649,25.7405,6.2323,9.0936,15.8371,4.6055,14.7935,13.0936,8.2452,12.3398,17.7104,16.3116,24.5439,12.6025,15.7886,11.0525,22.182,23.8464,,7.4998,,
2017/9/19,-1.6293,0.1535,1.6922,-0.1074,0.1936,-0.0965,-2.9794,-1.3986,-0.7055,-1.7802,-0.7634,0.1859,-0.4502,-0.3356,-3.4483,-0.8748,-1.3363,0.9491,-0.9529,-1.7388,0.1887,-0.8497,-1.8203,1.4255,0.9996,3.069,-1.2048,-3.9327,0.5652,,-0.3022,,,1.639,1.5894,5.7253,2.7895,1.5935,3.3403,1.7168,1.7159,2.0475,0.526,2.4541,1.5025,1.3449,0.5119,4.433,1.5803,0.7356,11.4787,2.4245,1.0574,2.9924,1.6787,2.9139,2.3783,1.9724,6.3838,3.1506,3.8741,26.3735,,0.6022,,,9378629925,4696203115,885625000,806434574,621000000,859706900,4010940793,5352583778,1801510900,5790324960,2376976766,2788028263,2443506931,3304392449,4753114983,1068864759,2884632944,1491686529,2767515360,1625485600,737776391.4,761736000,1524989400,623280000,664860000,2082200000,861172200,1212610000,786420000,,4003352600,,,115.6091,89.2582,115.1504,61.7618,61.9791,33.0227,57.9065,43.9134,110.6514,72.7592,64.612,54.7076,65.6532,39.9932,85.6121,1030.0691,49.2021,60.294,106.8936,59.177,61.6826,70.1529,96.1307,91.3617,60.6695,86.4104,70.856,95.1112,97.509,,31.2844,,,3.3778,6.1695,8.3702,11.6195,10.7878,9.889,4.0527,4.012,4.0891,5.5974,2.3616,3.3691,3.0849,4.5858,2.772,5.9035,3.3377,5.828,6.772,6.5736,5.5797,7.5207,7.4719,7.9893,5.6583,12.0439,6.8604,21.7069,19.4632,,3.8984,,,2.1648,13.739,5.319,8.2723,12.3705,4.1527,4.7377,8.4385,6.5909,6.9027,8.3683,11.386,25.6246,6.2114,8.78,15.6986,4.5439,14.9339,12.9688,8.1018,12.3631,17.5599,16.0147,24.8938,12.7285,16.2732,10.9194,21.3096,23.9812,,7.4772,,
