ÈÕÆÚ,000012.SZ,002623.SZ,200012.SZ,300093.SZ,600586.SH,600819.SH,600876.SH,601636.SH,601865.SH,900918.SH,000012.SZ,002623.SZ,200012.SZ,300093.SZ,600586.SH,600819.SH,600876.SH,601636.SH,601865.SH,900918.SH,000012.SZ,002623.SZ,200012.SZ,300093.SZ,600586.SH,600819.SH,600876.SH,601636.SH,601865.SH,900918.SH,000012.SZ,002623.SZ,200012.SZ,300093.SZ,600586.SH,600819.SH,600876.SH,601636.SH,601865.SH,900918.SH,000012.SZ,002623.SZ,200012.SZ,300093.SZ,600586.SH,600819.SH,600876.SH,601636.SH,601865.SH,900918.SH,000012.SZ,002623.SZ,200012.SZ,300093.SZ,600586.SH,600819.SH,600876.SH,601636.SH,601865.SH,900918.SH
2014/1/2,0.1229,0.6424,0,1.0264,0.6329,-0.3221,0.2092,1.2547,,0,0.7154,1.6049,0.125,1.4593,0.5629,0.1858,0.2822,1.7417,,0.1433,10615109074,1428800000,10615109074,1483165515,3075407892,3365812995,1197587379,1375935000,,3365812995,11.0122,48.8328,6.6214,127.4348,45.3021,37.9918,-24.1974,14.472,,20.9626,2.1017,1.4501,1.2637,1.7362,1.0953,1.422,71.9115,1.7904,,0.7846,2.187,4.2849,1.315,3.7166,1.3059,1.817,6.3744,1.589,,1.0026
2014/1/3,-1.5951,-1.8085,-1.2841,2.0319,-1.2579,-2.7464,-1.4614,-3.0979,,-1.4286,0.997,1.6967,0.2123,3.009,0.5849,0.2023,0.2603,2.4115,,0.0987,10445788315,1402960000,10445788315,1513302405,3036723516,3273375482,1180086102,1333310000,,3273375482,10.8366,47.9497,6.5415,130.0242,44.7322,47.2392,-23.8438,14.0236,,26.4394,2.0681,1.4238,1.2484,1.7715,1.0815,1.7681,70.8606,1.7349,,0.9896,2.1521,4.2075,1.2991,3.7921,1.2895,2.2593,6.2813,1.5398,,1.2645
2014/1/6,-5.611,-4.8212,-3.9024,-2.9872,-3.5032,-3.8206,-2.3305,-3.9642,,-3.9855,2.0703,2.1007,0.377,1.9315,0.7911,0.257,0.3371,2.2735,,0.3232,9859677998,1335320000,9859677998,1468097070,2930341482,3148312963,1152584096,1280455000,,3148312963,10.2285,45.6379,6.288,126.1402,43.1652,45.4344,-23.2881,13.4677,,25.394,1.9521,1.3552,1.2001,1.7186,1.0437,1.7006,69.2092,1.6662,,0.9505,2.0314,4.0046,1.2488,3.6788,1.2443,2.173,6.1349,1.4787,,1.2145
2014/1/7,-0.5284,-0.2277,0.6768,4.2522,-0.6601,-0.3454,0.6508,1.1984,,0.566,1.1179,1.3961,0.1488,2.618,0.5733,0.1235,0.178,1.2984,,0.232,9807579304,1332280000,9807579304,1530523485,2910999294,3137437962,1160084643,1295800000,,3137437962,10.1745,45.534,6.3285,131.5039,42.8802,45.2774,-23.4397,13.6291,,25.5306,1.9418,1.3521,1.2078,1.7917,1.0368,1.6947,69.6595,1.6861,,0.9556,2.0206,3.9955,1.2568,3.8352,1.2361,2.1655,6.1748,1.4964,,1.2211
2014/1/8,-0.2656,-0.4564,0.1681,0.8439,-0.3322,-1.2132,0.8621,-0.5263,,-1.3133,1.0284,1.8469,0.1706,3.5062,0.4956,0.1992,0.26,1.4882,,0.2073,9781529956,1326200000,9781529956,1543439295,2901328200,3099375456,1170085373,1288980000,,3099375456,10.1474,45.3262,6.3433,132.6136,42.7378,44.7281,-23.6418,13.5574,,25.2106,1.9366,1.3459,1.2106,1.8068,1.0333,1.6741,70.2601,1.6772,,0.9436,2.0153,3.9773,1.2598,3.8676,1.232,2.1392,6.228,1.4886,,1.2058
2014/1/9,-1.5979,-4.6991,-0.1678,-4.0446,-0.3333,-2.1053,0,-3.5714,,-0.3802,1.3884,3.7519,0.1377,2.2784,0.6455,0.1907,0.2643,2.4122,,0.1963,9625233872,1263880000,9625233872,1481012880,2891657106,3034125446,1170085373,1242945000,,3034125446,9.9853,43.1963,6.3357,127.2499,42.5953,43.7865,-23.6418,13.0732,,25.1271,1.9057,1.2827,1.2092,1.7337,1.0299,1.6389,70.2601,1.6173,,0.9405,1.9831,3.7904,1.2583,3.7112,1.2279,2.0942,6.228,1.4354,,1.2018
2014/1/10,-2.3004,-1.804,-2.0168,-2.4709,-2.0067,-0.5376,-0.641,0.2743,,0,1.4826,2.1438,0.2269,1.5192,0.4883,0.1363,0.1469,1.7601,,0.2187,9403814419,1241080000,9403814419,1444418085,2833630542,3017812944,1162584825,1246355000,,3017812944,9.7556,42.417,6.1977,124.1056,41.7406,43.5511,-23.4902,13.109,,25.0856,1.8618,1.2595,1.1828,1.6909,1.0092,1.6301,69.8097,1.6218,,0.9389,1.9375,3.722,1.2309,3.6195,1.2032,2.0829,6.1881,1.4393,,1.1998
2014/1/13,-0.9695,1.7146,-1.7153,1.9374,0.3413,0.9009,-3.2258,-0.5472,,-0.3817,1.1151,1.8164,0.2268,1.5139,0.3006,0.0876,0.3347,1.5537,,0.0436,9312641703,1262360000,9312641703,1472402340,2843301636,3045000448,1125082089,1239535000,,3045000448,9.661,43.1443,6.0855,126.5101,41.883,43.9434,-22.7325,13.0373,,24.9661,1.8438,1.2811,1.1614,1.7236,1.0127,1.6448,67.5577,1.6129,,0.9345,1.9187,3.7858,1.2086,3.6896,1.2073,2.1017,5.9885,1.4315,,1.1941
2014/1/14,10.0699,1.5051,8.2024,3.3626,3.0612,2.8571,1.7778,1.3755,,1.9157,3.5823,2.122,1.2101,2.0185,0.4956,0.1197,0.19,1.2386,,0.1686,10250418210,1281360000,10250418210,1521912945,2930341482,3132000461,1145083548,1256585000,,3132000461,10.6339,43.7937,6.5825,130.7641,43.1652,45.1989,-23.1366,13.2166,,25.436,2.0295,1.3004,1.2563,1.7816,1.0437,1.6917,68.7588,1.6351,,0.952,2.1119,3.8428,1.3073,3.8137,1.2443,2.1617,6.0949,1.4511,,1.2165
2014/1/15,-0.5083,1.4235,-0.3226,1.6973,-0.6601,-0.5208,1.7467,-0.1357,,-0.188,2.8378,3.131,0.3103,2.1671,0.2752,0.1047,0.324,1.4805,,0.0484,10198319515,1299600000,10198319515,1547744565,2910999294,3115687958,1165085008,1254880000,,3115687958,10.5798,44.4171,6.5695,132.9835,42.8802,44.9635,-23.5407,13.1987,,25.4194,2.0191,1.3189,1.2538,1.8118,1.0368,1.6829,69.9598,1.6329,,0.9514,2.1012,3.8975,1.3047,3.8784,1.2361,2.1505,6.2014,1.4492,,1.2157
2014/1/16,0,0.5848,-0.3236,-1.2517,-0.3322,0,2.7897,0,,0.9416,1.3749,1.7975,0.1704,1.5582,0.3971,0.0903,0.438,1.0631,,0.0649,10198319515,1307200000,10198319515,1528370850,2901328200,3115687958,1197587379,1254880000,,3115687958,10.5798,44.6768,6.5545,131.3189,42.7378,44.9635,-24.1974,13.1987,,25.684,2.0191,1.3267,1.2509,1.7891,1.0333,1.6829,71.9115,1.6329,,0.9613,2.1012,3.9203,1.3017,3.8298,1.232,2.1505,6.3744,1.4492,,1.2284
2014/1/17,-3.4483,-1.6279,-1.7857,0.2817,-1.3333,-0.8726,5.2192,-1.9022,,-0.9328,1.6128,1.3132,0.2149,1.8817,0.4002,0.2558,1.3571,1.1571,,0.0521,9846653325,1285920000,9846653325,1532676120,2862643824,3088500454,1260091940,1231010000,,3088500454,10.215,43.9495,6.4348,131.6888,42.168,44.5712,-25.4604,12.9477,,25.4344,1.9495,1.3051,1.2281,1.7942,1.0195,1.6682,75.6647,1.6018,,0.952,2.0287,3.8565,1.278,3.8406,1.2156,2.1317,6.7071,1.4216,,1.2165
2014/1/20,0.3968,-1.0638,0.8264,-2.5281,0,0.7042,-4.1667,-4.2936,,0.3766,0.9165,1.2902,0.1113,1.9787,0.4042,0.1296,0.5315,2.1068,,0.0634,9885727346,1272240000,9885727346,1493928690,2862643824,3110250458,1207588109,1178155000,,3110250458,10.2555,43.482,6.4914,128.3596,42.168,44.8851,-24.3995,12.3917,,25.5478,1.9573,1.2912,1.2389,1.7488,1.0195,1.68,72.512,1.533,,0.9562,2.0367,3.8154,1.2892,3.7435,1.2156,2.1467,6.4276,1.3606,,1.2219
2014/1/21,2.5033,3.8829,0.4918,3.3141,1.3514,0.3497,-0.8282,1.4472,,0.3752,1.246,2.3047,0.2244,1.8683,0.4656,0.224,0.3133,1.3971,,0.0698,10133196146,1321640000,10133196146,1543439295,2901328200,3121125459,1197587379,1195205000,,3121125459,10.5123,45.1703,6.521,132.6136,42.7378,45.042,-24.1974,12.5711,,25.6365,2.0063,1.3413,1.2445,1.8068,1.0333,1.6859,71.9115,1.5552,,0.9595,2.0877,3.9636,1.2951,3.8676,1.232,2.1542,6.3744,1.3803,,1.2261
2014/1/22,1.928,1.7826,0.6525,1.1158,1.6667,2.439,1.6701,4.1369,,1.3084,1.873,2.0051,0.2495,3.0008,0.9435,0.2382,0.2974,2.0093,,0.2522,10328566252,1345200000,10328566252,1560660375,2949683670,3197250470,1217588839,1244650000,,3197250470,10.715,45.9756,6.5654,134.0933,43.4501,46.1406,-24.6016,13.0911,,25.9809,2.0449,1.3652,1.253,1.8269,1.0505,1.727,73.1125,1.6196,,0.9724,2.128,4.0342,1.3039,3.9107,1.2525,2.2068,6.4809,1.4374,,1.2426
2014/1/23,1.6393,1.7514,0.1621,0.1379,0.3279,-1.1905,-0.4107,0,,0.5535,2.0646,2.3584,0.236,3.1035,0.562,0.1545,0.2522,1.8944,,0.1693,10497887010,1368760000,10497887010,1562813010,2959354764,3159187965,1212588474,1244650000,,3159187965,10.8906,46.7808,6.5774,134.2782,43.5925,45.5913,-24.5005,13.0911,,26.1332,2.0785,1.3891,1.2553,1.8295,1.054,1.7064,72.8122,1.6196,,0.9781,2.1629,4.1049,1.3063,3.9161,1.2566,2.1805,6.4543,1.4374,,1.2499
2014/1/24,-0.2481,0.2776,0.1618,1.9284,0.3268,0.8606,0.2062,1.0959,,0.7339,1.4773,2.3788,0.2326,3.1609,0.7384,0.1853,0.4086,1.6218,,0.1034,10471837663,1372560000,10471837663,1592949900,2969025858,3186375469,1215088656,1258290000,,3186375469,10.8636,46.9107,6.5791,136.8676,43.735,45.9836,-24.5511,13.2346,,26.294,2.0733,1.393,1.2556,1.8647,1.0574,1.7211,72.9624,1.6373,,0.9842,2.1575,4.1163,1.3066,3.9917,1.2607,2.1993,6.4676,1.4531,,1.2576
2014/1/27,-2.1144,1.7719,-1.7771,-0.1351,-0.9772,-1.1945,-1.4403,0.9485,,-0.3643,0.9723,3.4738,0.223,3.0491,0.7348,0.4686,0.2278,1.4928,,0.1009,10250418210,1396880000,10250418210,1590797265,2940012576,3148312963,1197587379,1270225000,,3148312963,10.6339,47.7419,6.4567,136.6827,43.3076,45.4344,-24.1974,13.3601,,26.1927,2.0295,1.4177,1.2323,1.8622,1.0471,1.7006,71.9115,1.6528,,0.9804,2.1119,4.1892,1.2823,3.9863,1.2484,2.173,6.3744,1.4669,,1.2527
2014/1/28,2.6684,2.0131,1.4803,-1.4885,0.3289,-2.418,-1.2526,-0.8054,,-0.1828,1.2781,2.8374,0.1591,2.116,0.381,0.4779,0.2532,1.4944,,0.1189,10523936358,1425000000,10523936358,1567118280,2949683670,3072187952,1182586285,1259995000,,3072187952,10.9176,48.7029,6.5544,134.6481,43.4501,44.3358,-23.8943,13.2525,,26.1581,2.0836,1.4462,1.2509,1.8345,1.0505,1.6594,71.0107,1.6395,,0.9791,2.1682,4.2736,1.3017,3.9269,1.2525,2.1205,6.2946,1.4551,,1.2511
2014/1/29,-0.2475,0.64,0.3241,-1.511,2.2951,0.885,0,0.1353,,0,1.0034,2.7259,0.1055,3.9461,1.0671,0.1788,0.2034,1.7611,,0.094,10497887010,1434120000,10497887010,1543439295,3017381328,3099375456,1182586285,1261700000,,3099375456,10.8906,49.0146,6.5799,132.6136,44.4473,44.7281,-23.8943,13.2704,,26.1666,2.0785,1.4555,1.2558,1.8068,1.0747,1.6741,71.0107,1.6417,,0.9794,2.1629,4.3009,1.3068,3.8676,1.2813,2.1392,6.2946,1.4571,,1.2515
2014/1/30,-1.4888,0.5829,-0.9693,0,0,0.1754,-1.9027,-0.4054,,-0.3663,0.7618,1.372,0.1212,1.4809,0.5756,0.1611,0.2436,0.7684,,0.0868,10341590926,1442480000,10341590926,1543439295,3017381328,3104812957,1160084643,1256585000,,3104812957,10.7285,49.3004,6.5124,132.6136,44.4473,44.8066,-23.4397,13.2166,,26.061,2.0475,1.4639,1.2429,1.8068,1.0747,1.6771,69.6595,1.6351,,0.9754,2.1307,4.326,1.2934,3.8676,1.2813,2.143,6.1748,1.4511,,1.2464
2014/2/7,1.7632,3.0032,0.1631,1.5342,-0.3205,0.8757,1.2931,1.3569,,-0.1838,1.2422,2.3977,0.1665,2.1,0.6843,0.1593,0.1838,1.1296,,0.1173,10523936358,1485800000,10523936358,1567118280,3007710234,3132000461,1175085737,1273635000,,3132000461,10.9176,50.7809,6.5319,134.6481,44.3048,45.1989,-23.7428,13.396,,26.0297,2.0836,1.5079,1.2466,1.8345,1.0712,1.6917,70.5603,1.6573,,0.9743,2.1682,4.4559,1.2972,3.9269,1.2772,2.1617,6.2546,1.4708,,1.2449
2014/2/10,2.8465,-0.2558,1.6287,2.6099,1.6077,2.2569,2.766,3.6145,,2.9466,2.0471,4.6131,0.3594,3.7717,0.9242,0.3862,0.2975,2.6923,,0.3835,10823503853,1482000000,10823503853,1608018345,3056065704,3202687971,1207588109,1319670000,,3202687971,11.2284,50.651,6.6383,138.1623,45.0171,46.2191,-24.3995,13.8802,,26.794,2.1429,1.5041,1.2669,1.8824,1.0884,1.7299,72.512,1.7172,,1.0029,2.23,4.4445,1.3184,4.0294,1.2977,2.2105,6.4276,1.524,,1.2815
2014/2/11,-0.722,2.1538,-0.641,-0.5355,0,0,0.4141,-0.5168,,0.3578,1.7451,3.581,0.2366,2.9317,0.9994,0.4853,0.4172,1.9301,,0.3556,10745355811,1513920000,10745355811,1599407805,3056065704,3202687971,1212588474,1312850000,,3202687971,11.1473,51.742,6.5951,137.4225,45.0171,46.2191,-24.5005,13.8084,,26.8837,2.1275,1.5364,1.2587,1.8723,1.0884,1.7299,72.8122,1.7083,,1.0062,2.2139,4.5402,1.3098,4.0078,1.2977,2.2105,6.4543,1.5161,,1.2858
2014/2/12,2.4242,5.4217,2.2581,3.7685,10.1266,3.9049,0.6186,1.8182,,2.4955,2.238,5.1879,0.5578,3.7324,5.7742,0.8311,0.4217,2.557,,0.6577,11005849285,1596000000,11005849285,1659681585,3365540712,3327750490,1220089021,1336720000,,3327750490,11.4176,54.5473,6.7459,142.6013,49.5758,48.0239,-24.6521,14.0595,,27.5587,2.179,1.6198,1.2874,1.9429,1.1987,1.7975,73.2626,1.7394,,1.0315,2.2675,4.7864,1.3397,4.1589,1.4291,2.2968,6.4942,1.5437,,1.3181
2014/2/13,-2.4852,-2.9524,-0.3155,-3.2425,-3.1609,-0.9804,-1.2295,-2.6786,,-0.1739,1.5254,3.3273,0.27,2.8927,6.7915,0.6818,0.4386,3.1215,,0.3315,10732331137,1548880000,10732331137,1605865710,3259158678,3295125485,1205087926,1300915000,,3295125485,11.1338,52.9368,6.727,137.9774,48.0088,47.5531,-24.349,13.6829,,27.5207,2.1249,1.5719,1.2838,1.8799,1.1608,1.7799,72.3618,1.6928,,1.0301,2.2112,4.6451,1.336,4.024,1.3839,2.2743,6.4143,1.5023,,1.3162
2014/2/14,0.7282,3.2385,-0.7911,2.0107,1.1869,2.3102,2.6971,1.4417,,1.3937,1.1313,2.2991,0.247,2.4713,2.1626,0.6269,0.5574,1.5486,,0.3627,10810479179,1599040000,10810479179,1638155235,3297843054,3371250496,1237590298,1319670000,,3371250496,11.2149,54.6512,6.6707,140.7517,48.5786,48.6516,-25.0057,13.8802,,27.8905,2.1403,1.6228,1.2731,1.9177,1.1745,1.821,74.3135,1.7172,,1.0439,2.2273,4.7955,1.3248,4.1049,1.4003,2.3269,6.5873,1.524,,1.3339
2014/2/17,1.8072,3.4221,0.9569,3.0223,0.8798,0.9677,2.0202,2.7132,,-0.5155,1.7368,4.2466,0.3042,3.0499,2.8633,0.7195,1.0665,3.3239,,0.3759,11005849285,1653760000,11005849285,1687665840,3326856336,3403875501,1262592122,1355475000,,3403875501,11.4176,56.5214,6.7331,145.0057,49.006,49.1225,-25.5109,14.2568,,27.739,2.179,1.6784,1.285,1.9756,1.1849,1.8386,75.8148,1.7638,,1.0382,2.2675,4.9596,1.3372,4.229,1.4127,2.3494,6.7204,1.5653,,1.3267
2014/2/18,-0.1183,5.0092,-0.9479,-0.2551,-1.1628,0.1597,-1.9802,-1.0063,,-1.7271,1.9836,5.8178,0.2898,3.7472,1.6739,0.6845,0.5331,2.6795,,0.4264,10992824611,1736600000,10992824611,1683360570,3288171960,3409313002,1237590298,1341835000,,3409313002,11.4041,59.3526,6.6721,144.6358,48.4362,49.2009,-25.0057,14.1133,,27.2689,2.1764,1.7624,1.2734,1.9706,1.1711,1.8415,74.3135,1.746,,1.0206,2.2648,5.208,1.3251,4.2182,1.3962,2.3531,6.5873,1.5496,,1.3042
2014/2/19,-0.9479,-1.0941,0.1595,-1.4066,0,3.6683,0.404,-0.7624,,2.2847,1.8554,2.5652,0.2745,2.9625,1.9248,1.0158,0.3465,2.274,,0.6052,10888627222,1717600000,10888627222,1659681585,3288171960,3534375520,1242590663,1331605000,,3534375520,11.296,58.7033,6.6861,142.6013,48.4362,51.0057,-25.1067,14.0057,,27.9056,2.1558,1.7432,1.276,1.9429,1.1711,1.9091,74.6138,1.7327,,1.0445,2.2434,5.1511,1.3278,4.1589,1.3962,2.4395,6.6139,1.5378,,1.3346
2014/2/20,-2.7512,-4.2035,-1.1146,-1.8158,-0.8824,-1.0769,-0.2012,-1.4085,,-0.6873,1.8531,4.1883,0.2753,2.6454,1.904,0.5999,0.3621,2.1001,,0.4291,10589059726,1645400000,10589059726,1629544695,3259158678,3496313014,1240090480,1312850000,,3496313014,10.9852,56.2356,6.6154,140.0119,48.0088,50.4565,-25.0562,13.8084,,27.7333,2.0965,1.6699,1.2625,1.9076,1.1608,1.8885,74.4636,1.7083,,1.038,2.1817,4.9345,1.3138,4.0834,1.3839,2.4132,6.6006,1.5161,,1.3264
2014/2/21,-1.722,-2.1247,-0.9662,0.5284,-2.3739,-1.5552,-1.8145,-0.3896,,-1.2111,1.7581,2.3785,0.1961,1.7481,1.433,0.412,0.2851,1.376,,0.2946,10406714294,1610440000,10406714294,1638155235,3181789926,3441938006,1217588839,1307735000,,3441938006,10.796,55.0408,6.5547,140.7517,46.8691,49.6718,-24.6016,13.7546,,27.4109,2.0604,1.6344,1.251,1.9177,1.1332,1.8592,73.1125,1.7017,,1.026,2.1441,4.8297,1.3018,4.1049,1.3511,2.3757,6.4809,1.5102,,1.311
2014/2/24,-2.378,1.1326,-1.7886,2.2339,0,2.6856,-0.8214,1.3038,,-1.4011,2.2598,2.6484,0.3783,2.1374,1.0107,0.579,0.3517,2.0707,,0.2281,10159245494,1628680000,10159245494,1674750030,3181789926,3534375520,1207588109,1324785000,,3534375520,10.5393,55.6642,6.4386,143.8959,46.8691,51.0057,-24.3995,13.934,,27.0326,2.0114,1.6529,1.2288,1.9605,1.1332,1.9091,72.512,1.7238,,1.0118,2.0931,4.8844,1.2787,4.1966,1.3511,2.4395,6.4276,1.5299,,1.2929
2014/2/25,-2.1795,-7.4195,-1.6556,-7.7121,-4.2553,-2,-2.8986,-1.8018,,-0.3552,1.413,5.4547,0.2935,3.5182,1.2496,0.7387,0.3863,3.0139,,0.3327,9937826041,1507840000,9937826041,1545591930,3046394610,3463688010,1172585555,1300915000,,3463688010,10.3096,51.5342,6.3295,132.7986,44.8747,49.9856,-23.6923,13.6756,,26.9343,1.9676,1.5303,1.208,1.8093,1.085,1.8709,70.4102,1.6919,,1.0081,2.0475,4.522,1.257,3.873,1.2936,2.3907,6.2413,1.5015,,1.2882
2014/2/26,0.6553,-0.1512,1.0101,-0.9749,0,-1.4129,0.8529,-0.1311,,1.426,1.1084,2.3777,0.1809,2.1164,1.1319,0.4432,0.3433,1.3248,,0.2064,10002949409,1505560000,10002949409,1530523485,3046394610,3414750502,1182586285,1299210000,,3414750502,10.3772,51.4563,6.3923,131.5039,44.8747,49.2794,-23.8943,13.6577,,27.322,1.9805,1.528,1.22,1.7917,1.085,1.8445,71.0107,1.6897,,1.0226,2.0609,4.5152,1.2695,3.8352,1.2936,2.3569,6.2946,1.4996,,1.3067
2014/2/27,0.9115,-3.1297,1,-3.0942,-0.6349,4.7771,-0.2114,9.9738,,1.406,1.8692,2.7989,0.1911,1.772,1.0398,1.1851,0.4572,11.2002,,0.7986,10094122125,1458440000,10094122125,1483165515,3027052422,3577875526,1180086102,1428790000,,3577875526,10.4717,49.8458,6.4594,127.4348,44.5898,51.6335,-23.8438,15.0199,,27.7206,1.9985,1.4801,1.2328,1.7362,1.0781,1.9326,70.8606,1.8582,,1.0376,2.0797,4.3738,1.2828,3.7166,1.2854,2.4695,6.2813,1.6491,,1.3258
2014/2/28,2.9677,1.3028,0.6601,0.8708,0.639,0.7599,3.6017,2.2673,,0.5199,1.2337,3.1819,0.0956,1.4232,0.8203,0.7412,0.5304,11.1879,,0.2804,10393689621,1477440000,10393689621,1496081325,3046394610,3605063030,1222589203,1461185000,,3605063030,10.7825,50.4952,6.5013,128.5446,44.8747,52.0259,-24.7026,15.3604,,27.8602,2.0578,1.4994,1.2408,1.7513,1.085,1.9473,73.4127,1.9003,,1.0428,2.1414,4.4308,1.2912,3.7489,1.2936,2.4883,6.5075,1.6865,,1.3325
2014/3/3,0.7519,1.4918,-0.1639,3.5971,1.5873,9.9548,0.409,0.7001,,5,1.358,2.4258,0.1371,2.135,0.9423,2.6954,0.285,7.1168,,1.3294,10471837663,1499480000,10471837663,1549897200,3094750080,3963938083,1227589568,1471415000,,3963938083,10.8636,51.2485,6.4872,133.1685,45.587,57.2049,-24.8036,15.468,,29.2418,2.0733,1.5218,1.2381,1.8143,1.1022,2.1411,73.713,1.9136,,1.0945,2.1575,4.4969,1.2884,3.8838,1.3141,2.736,6.5341,1.6983,,1.3986
2014/3/4,0.4975,1.1151,0.3284,-0.5556,-0.3125,1.3717,2.0367,-3.1286,,-0.6568,1.2926,2.966,0.2067,1.6787,0.7752,2.203,0.6199,7.8931,,0.5674,10523936358,1516200000,10523936358,1541286660,3085078986,4018313091,1252591392,1425380000,,4018313091,10.9176,51.8199,6.5144,132.4287,45.4445,57.9896,-25.3088,14.984,,29.0715,2.0836,1.5388,1.2433,1.8043,1.0988,2.1705,75.2143,1.8537,,1.0881,2.1682,4.5471,1.2938,3.8622,1.31,2.7735,6.6672,1.6452,,1.3904
2014/3/5,-1.1139,0.1003,-0.491,0.5587,2.5078,-2.0298,-1.5968,-0.2392,,-0.8264,0.9898,2.1488,0.1531,1.4357,2.4416,1.228,0.2913,5.276,,0.2672,10406714294,1517720000,10406714294,1549897200,3162447738,3936750579,1232589933,1421970000,,3936750579,10.796,51.8719,6.4842,133.1685,46.5842,56.8126,-24.9047,14.9482,,28.8412,2.0604,1.5403,1.2375,1.8143,1.1263,2.1264,74.0133,1.8493,,1.0795,2.1441,4.5516,1.2878,3.8838,1.3429,2.7172,6.5607,1.6413,,1.3794
2014/3/6,-1.1264,1.6525,-0.6579,-0.9722,0.6116,0.5525,0.2028,0.3597,,-0.1667,1.015,1.9466,0.2006,1.118,1.157,1.2742,0.486,4.3049,,0.3834,10289492231,1542800000,10289492231,1534828755,3181789926,3958500582,1235090115,1427085000,,3958500582,10.6744,52.729,6.4411,131.8738,46.8691,57.1264,-24.9552,15.002,,28.7893,2.0372,1.5658,1.2293,1.7967,1.1332,2.1382,74.1634,1.856,,1.0776,2.1199,4.6268,1.2792,3.846,1.3511,2.7322,6.574,1.6472,,1.3769
2014/3/7,-0.8861,0.6404,-0.8278,-1.5428,-1.5198,-2.0604,0.2024,-3.5842,,-1.5025,0.7924,2.5752,0.2696,1.1354,0.9126,0.9186,0.2621,4.5263,,0.2543,10198319515,1552680000,10198319515,1511149770,3133434456,3876938070,1237590298,1375935000,,3876938070,10.5798,53.0667,6.3825,129.8393,46.1568,55.9494,-25.0057,14.4642,,28.3345,2.0191,1.5758,1.2181,1.769,1.116,2.0941,74.3135,1.7894,,1.0605,2.1012,4.6565,1.2676,3.7867,1.3305,2.6759,6.5873,1.5881,,1.3552
2014/3/10,-4.0868,-5.9227,-3.005,-5.9829,-4.6296,-0.8415,-2.4242,-6.0719,,-1.1864,1.0566,1.8459,0.3164,1.7984,1.0265,1.2357,0.2361,4.4498,,0.5469,9781529956,1460720000,9781529956,1420739100,2988368046,3844313066,1207588109,1292390000,,3844313066,10.1474,49.9237,6.2021,122.0711,44.0199,55.4786,-24.3995,13.586,,28.0492,1.9366,1.4825,1.1837,1.6631,1.0643,2.0765,72.512,1.6808,,1.0498,2.0153,4.3807,1.2317,3.5601,1.2689,2.6534,6.4276,1.4917,,1.3415
2014/3/11,0.1332,-0.6764,1.0327,1.6667,0.3236,4.1018,0.4141,-0.3958,,0.8576,0.8365,1.2485,0.1387,1.4997,0.7032,1.2304,0.3093,2.4625,,0.4015,9794554630,1450840000,9794554630,1444418085,2998039140,4002000589,1212588474,1287275000,,4002000589,10.161,49.5861,6.2675,124.1056,44.1624,57.7542,-24.5005,13.5322,,28.2966,1.9392,1.4724,1.1962,1.6909,1.0678,2.1617,72.8122,1.6741,,1.0591,2.018,4.351,1.2447,3.6195,1.273,2.7622,6.4543,1.4858,,1.3533
2014/3/12,0.7979,-3.3002,0.3407,1.0432,1.2903,5.2989,2.8866,1.7219,,2.0408,0.9337,1.4943,0.1434,1.1927,0.6093,2.0351,0.5701,2.3305,,0.6582,9872702672,1402960000,9872702672,1459486530,3036723516,4214063120,1247591028,1309440000,,4214063120,10.242,47.9497,6.2899,125.4003,44.7322,60.8145,-25.2078,13.7652,,28.8817,1.9547,1.4238,1.2004,1.7085,1.0815,2.2762,74.914,1.703,,1.081,2.0341,4.2075,1.2492,3.6572,1.2895,2.9086,6.6406,1.5114,,1.3813
2014/3/13,0.2639,2.4377,0.1698,1.3274,0.6369,-0.7742,-1.002,-0.2604,,-0.1667,0.7418,1.2821,0.136,1.0379,0.6464,1.0864,0.5422,1.914,,0.1493,9898752020,1437160000,9898752020,1478860245,3056065704,4181438115,1235090115,1306030000,,4181438115,10.2691,49.1185,6.2966,127.0649,45.0171,60.3437,-24.9552,13.7294,,28.8227,1.9598,1.4585,1.2017,1.7312,1.0884,2.2586,74.1634,1.6985,,1.0788,2.0394,4.31,1.2505,3.7058,1.2977,2.8861,6.574,1.5074,,1.3785
2014/3/14,-1.4474,-0.3173,-0.5085,-0.2911,-1.2658,-4.5514,0.2024,-1.6971,,-1.0017,0.7197,0.6372,0.1847,0.7571,0.417,0.8551,0.2953,1.7119,,0.1583,9755480609,1432600000,9755480609,1474554975,3017381328,3991125587,1237590298,1283865000,,3991125587,10.1204,48.9627,6.2659,126.695,44.4473,57.5973,-25.0057,13.4964,,28.5461,1.9315,1.4539,1.1958,1.7261,1.0747,2.1558,74.3135,1.6697,,1.0684,2.0099,4.2963,1.2444,3.695,1.2813,2.7547,6.5873,1.4819,,1.3653
2014/3/17,1.8692,3.7666,0.8518,3.5036,1.9231,0.545,2.0202,1.7264,,-1.5177,0.7906,1.4704,0.1257,1.3218,0.874,0.7499,1.0842,1.7199,,0.1381,9937826041,1486560000,9937826041,1526218215,3075407892,4012875590,1262592122,1306030000,,4012875590,10.3096,50.8069,6.3156,131.134,45.3021,57.9111,-25.5109,13.7294,,28.1014,1.9676,1.5087,1.2053,1.7866,1.0953,2.1675,75.8148,1.6985,,1.0518,2.0475,4.4582,1.2543,3.8244,1.3059,2.7697,6.7204,1.5074,,1.344
