ÈÕÆÚ,000025.SZ,000753.SZ,000996.SZ,200025.SZ,600297.SH,600327.SH,600335.SH,600653.SH,601258.SH,601965.SH,603377.SH,000025.SZ,000753.SZ,000996.SZ,200025.SZ,600297.SH,600327.SH,600335.SH,600653.SH,601258.SH,601965.SH,603377.SH,000025.SZ,000753.SZ,000996.SZ,200025.SZ,600297.SH,600327.SH,600335.SH,600653.SH,601258.SH,601965.SH,603377.SH,000025.SZ,000753.SZ,000996.SZ,200025.SZ,600297.SH,600327.SH,600335.SH,600653.SH,601258.SH,601965.SH,603377.SH,000025.SZ,000753.SZ,000996.SZ,200025.SZ,600297.SH,600327.SH,600335.SH,600653.SH,601258.SH,601965.SH,603377.SH,000025.SZ,000753.SZ,000996.SZ,200025.SZ,600297.SH,600327.SH,600335.SH,600653.SH,601258.SH,601965.SH,603377.SH
2014/1/2,0.2278,0.2475,0.6106,0.8333,0.6873,0,-1.8476,0.4016,2.5948,-5.2985,,0.9029,0.3582,1.0013,0.5936,0.445,0.521,0.6204,0.2352,1.4093,2.5603,,1577791987,1665333282,3410900000,1577791987,2051000000,2613776183,3518454300,4365950793,3667081600,2436480000,,280.9096,14.8389,185.4076,151.9085,38.8898,13.9876,10.4829,25.2679,63.9285,19.2608,,10.1304,2.0245,6.0767,5.4783,2.1592,1.9032,2.001,2.1518,1.4907,2.5067,,3.9827,0.5442,35.9653,2.1537,4.7982,0.2937,0.0953,0.4743,0.2106,5.4202,
2014/1/3,0.2273,-1.2346,-2.0904,-0.1653,-0.1706,-2.994,0.4706,-1.2,-0.9728,-1.2608,,1.2341,0.4399,1.3014,0.8386,0.2872,0.8565,0.6855,0.2666,0.902,2.4781,,1581377878,1644773612,3339600000,1581377878,2047500000,2535519411,3535011732,4313559383,3631409600,2405760000,,281.548,14.6557,181.5319,151.777,38.8234,13.5688,10.5323,24.9646,63.3066,19.018,,10.1535,1.9995,5.9497,5.4735,2.1555,1.8462,2.0104,2.126,1.4762,2.4751,,3.9917,0.5374,35.2135,2.1519,4.79,0.2849,0.0958,0.4686,0.2085,5.3519,
2014/1/6,-4.7619,-3.5,-4.9587,-4.8013,-2.2222,-4.7325,-1.4052,-4.4534,-2.947,-0.399,,1.1555,0.5085,1.5098,0.742,0.4177,1.0261,0.8754,0.5397,0.8991,1.6847,,1506074170,1587206536,3174000000,1506074170,2002000000,2415525694,3485339436,4121457548,3524393600,2396160000,,268.141,14.1428,172.5303,144.5301,37.9607,12.9266,10.3843,23.8529,61.441,18.9421,,9.67,1.9295,5.6547,5.2122,2.1076,1.7589,1.9822,2.0313,1.4327,2.4653,,3.8016,0.5186,33.4674,2.0491,4.6836,0.2714,0.0944,0.4477,0.2024,5.3305,
2014/1/7,-1.7857,0,-0.7971,-0.8696,1.7483,0.8639,-1.0293,-0.8475,0.4049,3.4455,,1.1278,0.3347,1.0202,0.8015,0.4319,0.5197,0.6805,0.2889,0.5679,1.9727,,1479179988,1587206536,3148700000,1479179988,2037000000,2436394167,3449465000,4086529942,3538662400,2478720000,,263.3527,14.1428,171.1551,143.2278,38.6243,13.0383,10.2774,23.6507,61.6897,19.5948,,9.4973,1.9295,5.6096,5.1652,2.1445,1.7741,1.9618,2.0141,1.4385,2.5502,,3.7337,0.5186,33.2006,2.0306,4.7655,0.2738,0.0935,0.4439,0.2032,5.5142,
2014/1/8,-0.7273,-1.8135,1.3148,-0.5263,0.3436,-3.4261,-1.12,-1.2821,-0.6048,-6.1193,,0.8825,0.451,1.0599,0.3936,0.3036,0.8244,0.5997,0.3045,0.737,2.5574,,1468422315,1558422997,3190100000,1468422315,2044000000,2352920277,3410830992,4034138532,3517259200,2327040000,,261.4374,13.8863,173.4055,142.5681,38.7571,12.5916,10.1623,23.3475,61.3166,18.3957,,9.4282,1.8945,5.6833,5.1414,2.1518,1.7133,1.9398,1.9883,1.4298,2.3941,,3.7066,0.5092,33.6371,2.0213,4.7818,0.2644,0.0924,0.4382,0.202,5.1767,
2014/1/9,-0.3663,-1.847,-0.7931,0.7055,-1.3699,-2.8825,-0.4854,-1.2987,-1.4199,1.0726,,0.6842,0.3391,1.1274,0.5205,0.4428,0.8984,0.6738,0.2495,0.635,2.1386,,1463043479,1529639459,3164800000,1463043479,2016000000,2285097741,3394273560,3981747123,3467318400,2352000000,,260.4798,13.6298,172.0302,143.6413,38.2261,12.2286,10.113,23.0443,60.446,18.593,,9.3937,1.8595,5.6383,5.1801,2.1224,1.6639,1.9304,1.9625,1.4095,2.4198,,3.693,0.4998,33.3704,2.0365,4.7163,0.2568,0.092,0.4325,0.1991,5.2323,
2014/1/10,1.348,-2.6882,-3.2703,2.1016,-3.125,-0.9132,-4.065,-1.7544,0,-0.898,,0.4587,0.4702,1.0224,0.5106,0.4176,0.8227,1.1543,0.1864,0.6106,2.0842,,1482765879,1488520119,3061300000,1482765879,1953000000,2264229268,3256294960,3911891910,3467318400,2330880000,,263.9912,13.2634,166.4042,146.4181,37.0316,12.117,9.7019,22.64,60.446,18.4261,,9.5203,1.8095,5.4539,5.2803,2.056,1.6487,1.8519,1.928,1.4095,2.3981,,3.7428,0.4864,32.279,2.0759,4.5689,0.2544,0.0882,0.4249,0.1991,5.1853,
2014/1/13,-0.6046,1.105,0.6011,0,-1.0753,0.2304,-4.0678,-0.4464,-1.4403,2.5535,,0.4704,0.4001,1.0137,0.1663,0.2577,0.5861,1.1168,0.2386,0.7384,1.4065,,1473801152,1504967855,3079700000,1473801152,1932000000,2269446387,3123835504,3894428107,3417377600,2390400000,,262.3951,13.41,167.4044,146.2785,36.6334,12.1449,9.3072,22.5389,59.5754,18.8966,,9.4627,1.8295,5.4867,5.2752,2.0339,1.6525,1.7766,1.9194,1.3892,2.4593,,3.7202,0.4918,32.473,2.0739,4.5198,0.255,0.0846,0.423,0.1962,5.3177,
2014/1/14,2.9197,2.1858,1.7924,2.5729,1.9928,2.069,6.8021,4.9327,3.5491,4.6586,,0.6713,0.3906,0.8782,0.4962,0.2065,0.6241,1.0507,0.5288,1.0334,2.232,,1516831842,1537863327,3134900000,1516831842,1970500000,2316400450,3336322548,4086529942,3538662400,2501760000,,270.0563,13.7031,170.4049,149.9925,37.3634,12.3962,9.9403,23.6507,61.6897,19.7769,,9.739,1.8695,5.585,5.4092,2.0745,1.6867,1.8974,2.0141,1.4385,2.5739,,3.8288,0.5025,33.0551,2.1266,4.6099,0.2603,0.0904,0.4439,0.2032,5.5654,
2014/1/15,1.6548,1.0695,2.9347,0,0.1776,0,-0.579,-0.8547,-1.0081,0.4605,,0.6712,0.4121,1.5919,0.3386,0.2081,0.4492,0.4441,0.2606,0.7446,0.9911,,1541933078,1554311063,3226900000,1541933078,1974000000,2316400450,3317005544,4051602335,3502990400,2513280000,,274.5253,13.8496,175.4058,150.1795,37.4298,12.3962,9.8827,23.4486,61.0679,19.868,,9.9002,1.8895,5.7489,5.4159,2.0782,1.6867,1.8864,1.9969,1.424,2.5857,,3.8921,0.5079,34.0252,2.1292,4.6181,0.2603,0.0899,0.4401,0.2012,5.5911,
2014/1/16,-2.4419,0,-0.2138,-0.3344,1.0638,0,2.7454,0,0.611,0.8403,,0.5377,0.3449,1.149,0.3137,0.2425,0.4405,0.91,0.1282,0.6923,1.7687,,1504281224,1554311063,3220000000,1504281224,1995000000,2316400450,3408071420,4051602335,3524393600,2534400000,,267.8217,13.8496,175.0308,149.8219,37.828,12.3962,10.1541,23.4486,61.441,20.0349,,9.6584,1.8895,5.7366,5.403,2.1003,1.6867,1.9382,1.9969,1.4327,2.6075,,3.7971,0.5079,33.9524,2.1241,4.6672,0.2603,0.0924,0.4401,0.2024,5.638,
2014/1/17,-1.3111,-1.0582,-1.4286,-1.3423,-1.4035,-2.027,0.9717,-1.7241,-2.2267,-0.7576,,0.5528,0.2773,0.9219,0.0678,0.165,0.4514,0.7027,0.1683,0.5989,1.4231,,1484558824,1537863327,3174000000,1484558824,1967000000,2269446387,3441186284,3981747123,3445915200,2515200000,,264.3104,13.7031,172.5303,147.7489,37.297,12.1449,10.2527,23.0443,60.0729,19.8831,,9.5318,1.8695,5.6547,5.3283,2.0708,1.6525,1.9571,1.9625,1.4008,2.5877,,3.7473,0.5025,33.4674,2.0947,4.6017,0.255,0.0932,0.4325,0.1979,5.5953,
2014/1/20,-1.2077,0,-3.1159,-2.0408,2.847,0.6897,-1.5237,-1.3158,-1.0352,0,,0.3776,,0.8014,0.3057,0.9542,0.4384,0.4882,0.1559,0.6603,2.0214,,1466629370,1537863327,3075100000,1466629370,2023000000,2285097741,3388754416,3929355713,3410243200,2515200000,,261.1182,13.7031,167.1544,144.809,38.3589,12.2286,10.0965,22.7411,59.451,19.8831,,9.4167,1.8695,5.4785,5.2222,2.1297,1.6639,1.9272,1.9366,1.3863,2.5877,,3.7021,0.5025,32.4245,2.0531,4.7327,0.2568,0.0918,0.4268,0.1958,5.5953,
2014/1/21,1.2225,0,1.3463,0.6944,0.519,1.8265,1.3844,1.7778,1.4644,-1.2977,,0.2942,,1.3877,0.2932,0.3398,0.6,0.7471,0.1499,0.3738,1.8756,,1484558824,1537863327,3116500000,1484558824,2033500000,2326834686,3435667140,3999210926,3460184000,2482560000,,264.3104,13.7031,169.4048,145.7628,38.558,12.452,10.2363,23.1454,60.3216,19.6251,,9.5318,1.8695,5.5522,5.2566,2.1408,1.6943,1.9539,1.9711,1.4066,2.5541,,3.7473,0.5025,32.8611,2.0666,4.7573,0.2615,0.0931,0.4344,0.1987,5.5227,
2014/1/22,3.3816,0,3.69,2.4138,1.5491,2.6906,3.8554,2.6201,2.6804,9.9768,,0.8834,,1.6705,0.4008,0.7072,1.0848,1.393,0.2364,0.8489,6.1087,,1534761297,1537863327,3231500000,1534761297,2065000000,2389440104,3568126596,4103993745,3552931200,2730240000,,273.2484,13.7031,175.6559,149.3248,39.1553,12.787,10.6309,23.7518,61.9385,21.5831,,9.8541,1.8695,5.7571,5.3851,2.174,1.7399,2.0292,2.0227,1.4443,2.809,,3.874,0.5025,34.0737,2.1171,4.831,0.2685,0.0967,0.4458,0.204,6.0737,
2014/1/23,0.9346,0,0,1.8519,0,-0.4367,5.5684,0,0.4016,4.3601,,0.7963,,1.3062,0.8524,0.3848,0.6677,2.5569,0.2157,0.7714,4.3664,,1549104860,1537863327,3231500000,1549104860,2065000000,2379005867,3766815780,4103993745,3567200000,2849280000,,275.8021,13.7031,175.6559,152.121,39.1553,12.7312,11.2229,23.7518,62.1872,22.5241,,9.9462,1.8695,5.7571,5.4859,2.174,1.7323,2.1422,2.0227,1.4501,2.9314,,3.9102,0.5025,34.0737,2.1567,4.831,0.2673,0.1021,0.4458,0.2049,6.3385,
2014/1/24,0.1157,0,1.7794,0.1653,0.8475,2.4123,6.2271,0.8511,0,-0.3369,,0.7797,,1.2615,0.8382,0.5544,1.0569,3.037,0.2481,1.0257,2.9172,,1550897806,1537863327,3289000000,1550897806,2082500000,2436394167,4001379400,4138921351,3567200000,2839680000,,276.1213,13.7031,178.7814,152.1654,39.4871,13.0383,11.9218,23.9539,62.1872,22.4482,,9.9578,1.8695,5.8595,5.4875,2.1924,1.7741,2.2756,2.0399,1.4501,2.9216,,3.9148,0.5025,34.6799,2.1574,4.8719,0.2738,0.1084,0.4496,0.2049,6.3172,
2014/1/27,0,4.8128,-2.3077,-0.33,-0.6723,0.6424,4.4828,-0.8439,0,-1.4875,,1.0929,2.3574,1.2382,0.7284,0.4902,1.0987,2.576,0.3249,0.7408,1.8632,,1550897806,1611878140,3213100000,1550897806,2068500000,2452045521,4180751580,4103993745,3567200000,2797440000,,276.1213,14.3626,174.6557,151.534,39.2216,13.1221,12.4562,23.7518,62.1872,22.1143,,9.9578,1.9595,5.7243,5.4648,2.1776,1.7855,2.3777,2.0227,1.4501,2.8781,,3.9148,0.5267,33.8796,2.1484,4.8392,0.2755,0.1133,0.4458,0.2049,6.2232,
2014/1/28,0.578,-0.7653,3.078,0.1656,0.1692,3.1915,0.7921,-0.4255,-0.4,-0.4804,,0.5775,0.8384,1.6857,0.4136,0.3994,1.6365,3.0038,0.1468,0.5119,2.0236,,1559862533,1599542338,3312000000,1559862533,2072000000,2530302293,4213866444,4086529942,3552931200,2784000000,,277.7174,14.2527,180.0316,151.8351,39.288,13.5409,12.5549,23.6507,61.9385,22.0081,,10.0153,1.9445,5.9005,5.4756,2.1813,1.8424,2.3965,2.0141,1.4443,2.8643,,3.9374,0.5227,34.9225,2.1527,4.8473,0.2843,0.1142,0.4439,0.204,6.1933,
2014/1/29,0.1149,0.2571,1.25,0.3306,-0.5068,1.2371,0.4584,0,0,0.4138,,0.5669,0.6318,1.6202,0.7784,0.343,0.9596,1.5366,0.1732,0.6565,1.1408,,1561655478,1603654272,3353400000,1561655478,2061500000,2561605002,4233183448,4086529942,3552931200,2795520000,,278.0366,14.2893,182.282,152.434,39.0889,13.7084,12.6124,23.6507,61.9385,22.0991,,10.0268,1.9495,5.9743,5.4972,2.1703,1.8652,2.4075,2.0141,1.4443,2.8761,,3.9419,0.524,35.359,2.1612,4.8228,0.2879,0.1147,0.4439,0.204,6.2189,
2014/1/30,9.9885,-0.5128,-3.7723,3.2949,0.1698,-1.833,-2.1512,2.1368,-2.6104,-0.7555,,1.5583,0.3345,1.4659,1.183,0.2001,0.8128,0.8985,0.2199,0.9107,0.9196,,1717641732,1595430404,3226900000,1717641732,2065000000,2514650939,4142117572,4173848958,3460184000,2774400000,,305.8084,14.216,175.4058,157.3664,39.1553,13.4571,12.3411,24.1561,60.3216,21.9322,,11.0284,1.9395,5.7489,5.6751,2.174,1.831,2.3557,2.0571,1.4066,2.8544,,4.3357,0.5213,34.0252,2.2311,4.831,0.2826,0.1122,0.4534,0.1987,6.1719,
2014/2/7,1.0438,0.7732,0.0713,2.3923,1.1864,0.4149,1.3324,0.8368,2.4742,4.5675,,3.274,0.4356,1.001,1.2754,0.6025,0.6922,1.384,0.2446,0.701,1.0418,,1735571186,1607766206,3229200000,1735571186,2089500000,2525085175,4197309012,4208776564,3545796800,2901120000,,309.0005,14.326,175.5308,161.3525,39.6198,13.5129,12.5055,24.3582,61.8141,22.9339,,11.1435,1.9545,5.753,5.8188,2.1997,1.8386,2.3871,2.0744,1.4414,2.9848,,4.3809,0.5254,34.0494,2.2876,4.8883,0.2838,0.1137,0.4572,0.2036,6.4538,
2014/2/10,1.4463,2.046,2.5641,2.0249,2.0101,3.719,8.4813,4.5643,5.2314,1.5884,,3.0293,0.9588,1.9184,2.0664,1.163,1.3457,3.0571,0.6953,1.9318,1.9369,,1760672422,1640661678,3312000000,1760672422,2131500000,2618993301,4553293800,4400878399,3731291200,2947200000,,313.4696,14.6191,180.0316,164.6198,40.4162,14.0155,13.5662,25.47,65.0478,23.2982,,11.3046,1.9945,5.9005,5.9367,2.244,1.907,2.5895,2.169,1.5168,3.0322,,4.4443,0.5361,34.9225,2.3339,4.9865,0.2943,0.1234,0.4781,0.2143,6.5564,
2014/2/11,2.2403,1.5038,3.3333,-1.8321,1.1494,0.1992,-2.3636,0,-0.7648,-1.759,,2.8827,1.2539,3.2569,0.6708,0.9986,1.3874,2.3444,0.5925,1.3282,1.4416,,1800117222,1665333282,3422400000,1800117222,2156000000,2624210419,4445670492,4400878399,3702753600,2895360000,,320.4923,14.8389,186.0327,161.5874,40.8807,14.0434,13.2455,25.47,64.5503,22.8884,,11.5579,2.0245,6.0972,5.8273,2.2698,1.9108,2.5283,2.169,1.5052,2.9788,,4.5439,0.5442,36.0865,2.2909,5.0439,0.2949,0.1205,0.4781,0.2126,6.441,
2014/2/12,-2.8884,0.7407,-0.4704,-2.1773,0.974,1.7893,-2.6071,0.3968,-0.1927,7.4934,,1.7144,0.8299,1.6589,1.1504,0.9287,1.3469,1.2588,0.367,0.937,2.3916,,1748121804,1677669084,3406300000,1748121804,2177000000,2671164483,4329768468,4418342202,3695619200,3112320000,,311.235,14.9488,185.1575,158.1133,41.2789,14.2947,12.9002,25.5711,64.426,24.6035,,11.2241,2.0395,6.0685,5.702,2.2919,1.945,2.4624,2.1776,1.5023,3.2021,,4.4126,0.5482,35.9168,2.2417,5.093,0.3002,0.1173,0.48,0.2122,6.9237,
2014/2/13,-2.9744,-0.4902,-0.7427,-1.2719,-2.4116,-2.1484,7.0746,0,-0.3861,-1.6656,,1.3526,1.3874,1.9542,0.7165,0.8573,1.1979,2.8544,0.7387,1.3052,1.0237,,1696126386,1669445216,3381000000,1696126386,2124500000,2613776183,4636080960,4418342202,3681350400,3060480000,,301.9778,14.8755,183.7823,156.1579,40.2835,13.9876,13.8128,25.5711,64.1772,24.1937,,10.8902,2.0295,6.0234,5.6315,2.2366,1.9032,2.6366,2.1776,1.4965,3.1487,,4.2814,0.5455,35.65,2.214,4.9702,0.2937,0.1256,0.48,0.2114,6.8084,
2014/2/14,2.6427,1.2315,10,1.1272,1.6474,2.3952,10,0.3953,0.3876,0.3764,,0.9323,0.838,4.74,0.51,0.7064,1.4186,5.0751,0.329,1.2639,1.0797,,1740950022,1690004886,3719100000,1740950022,2159500000,2676381601,5099689056,4435806005,3695619200,3072000000,,309.9582,15.0587,202.1605,157.8439,40.9471,14.3226,15.1941,25.6721,64.426,24.2848,,11.178,2.0545,6.6258,5.6923,2.2734,1.9488,2.9003,2.1863,1.5023,3.1606,,4.3945,0.5522,39.215,2.2379,5.052,0.3008,0.1382,0.4818,0.2122,6.834,
2014/2/17,2.1627,1.2165,1.979,1.1146,3.0794,1.5595,8.171,0.7874,1.9305,4.6875,,1.324,1.0743,6.7266,0.8592,2.2548,1.5728,8.2436,0.4124,2.5651,1.9054,,1778601876,1710564556,3792700000,1778601876,2226000000,2718118546,5516384428,4470733612,3766963200,3216000000,,316.6617,15.2419,206.1612,159.5709,42.208,14.5459,16.4356,25.8743,65.6697,25.4231,,11.4198,2.0795,6.7569,5.7546,2.3435,1.9792,3.1373,2.2035,1.5313,3.3087,,4.4895,0.5589,39.9911,2.2624,5.2076,0.3054,0.1495,0.4856,0.2163,7.1543,
2014/2/18,-2.2177,-1.2019,4.0631,-3.937,-0.6289,-1.9194,10.005,1.1719,4.3561,-0.3582,,0.967,0.7818,8.2962,0.9866,1.1146,1.6275,6.6078,0.7872,3.7417,1.1262,,1739157077,1690004886,3946800000,1739157077,2212000000,2665947364,6068298828,4523125021,3931054400,3204480000,,309.639,15.0587,214.5377,153.3528,41.9426,14.2668,18.08,26.1775,68.5303,25.332,,11.1665,2.0545,7.0314,5.5304,2.3287,1.9412,3.4511,2.2293,1.598,3.2969,,4.39,0.5522,41.6159,2.1742,5.1749,0.2996,0.1644,0.4913,0.2257,7.1287,
2014/2/19,-3.1959,0.9732,-0.9324,0.8197,2.2152,2.544,4.6839,4.6332,-1.9964,-1.7376,,1.0838,1.0832,3.953,0.5238,1.581,1.7866,12.2385,1.5604,2.2105,1.0415,,1683575768,1706452622,3910000000,1683575768,2261000000,2733769900,6352534744,4732690659,3852576000,3148800000,,299.7433,15.2053,212.5373,154.6864,42.8717,14.6297,18.9269,27.3904,67.1622,24.8919,,10.8096,2.0745,6.9659,5.5785,2.3803,1.9906,3.6128,2.3326,1.5661,3.2396,,4.2497,0.5576,41.2279,2.1931,5.2895,0.3072,0.1721,0.5141,0.2212,7.0048,
2014/2/20,-3.8339,-1.4458,-4.9412,-1.626,-2.4768,2.8626,-9.9479,0.369,-3.1481,-4.6951,,1.0314,0.8289,3.6151,0.7496,1.9746,4.5996,7.5144,1.1507,1.844,1.8551,,1619029732,1681781018,3716800000,1619029732,2205000000,2812026672,5720592756,4750154462,3731291200,3000960000,,288.2515,14.9855,202.0355,152.26,41.8098,15.0485,17.044,27.4914,65.0478,23.7232,,10.3952,2.0445,6.6217,5.4909,2.3213,2.0476,3.2534,2.3412,1.5168,3.0875,,4.0868,0.5495,39.1908,2.1587,5.1585,0.316,0.155,0.516,0.2143,6.676,
2014/2/21,-0.7752,-1.2225,1.1139,-1.157,-0.7937,-1.1132,-3.6179,-2.5735,2.4857,-0.5118,,1.095,0.7023,2.4914,0.6436,0.8848,2.5172,5.8974,0.6305,2.3831,1.2829,,1606479114,1661221348,3758200000,1606479114,2187500000,2780723963,5513624856,4627907840,3824038400,2985600000,,286.017,14.8023,204.2859,150.5728,41.478,14.881,16.4274,26.7839,66.6647,23.6017,,10.3146,2.0195,6.6954,5.4301,2.3029,2.0248,3.1357,2.2809,1.5545,3.0717,,4.0551,0.5428,39.6273,2.1348,5.1175,0.3125,0.1494,0.5027,0.2196,6.6418,
2014/2/24,2.1205,-0.2475,-1.7136,1.8395,1.76,-3.5647,-0.6006,-3.3962,-3.7313,2.1865,,0.8379,0.5451,2.2596,0.4994,0.818,1.9822,3.5295,0.5203,1.9658,1.1746,,1640545078,1657109414,3693800000,1640545078,2226000000,2681598719,5480509992,4470733612,3681350400,3050880000,,292.0821,14.7656,200.7853,153.3697,42.208,14.3505,16.3287,25.8743,64.1772,24.1178,,10.5333,2.0145,6.5807,5.531,2.3435,1.9526,3.1169,2.2035,1.4965,3.1389,,4.1411,0.5415,38.9482,2.1744,5.2076,0.3013,0.1485,0.4856,0.2114,6.787,
2014/2/25,-9.5082,-2.9777,-5.0436,-3.6125,3.9308,-5.2529,-10.0201,-0.7813,-5.814,-8.8735,,1.1787,0.8702,3.2329,0.7208,3.9551,2.0822,5.1287,0.6861,2.8699,3.573,,1484558824,1607766206,3507500000,1484558824,2313500000,2540736529,4931355164,4435806005,3467318400,2780160000,,264.3104,14.326,190.6585,147.7712,43.8672,13.5967,14.6926,25.6721,60.446,21.9777,,9.5318,1.9545,6.2488,5.3291,2.4356,1.85,2.8045,2.1863,1.4095,2.8603,,3.7473,0.5254,36.9839,2.0951,5.4123,0.2855,0.1336,0.4818,0.1991,6.1848,
2014/2/26,3.744,0.5115,-1.1148,1.3629,-0.3026,1.4374,6.1556,1.5748,1.8519,3.9365,,1.4092,0.3844,2.4065,0.316,1.7373,1.2192,6.096,0.3852,1.5712,1.8846,,1540140133,1615990074,3468400000,1540140133,2306500000,2577256356,5234908084,4505661218,3531528000,2889600000,,274.2061,14.3992,188.5331,149.7585,43.7344,13.7921,15.597,26.0764,61.5654,22.8428,,9.8887,1.9645,6.1791,5.4007,2.4282,1.8766,2.9772,2.2207,1.4356,2.9729,,3.8876,0.528,36.5716,2.1232,5.3959,0.2896,0.1419,0.4894,0.2028,6.4282,
2014/2/27,-2.2119,0,-0.5968,-0.3361,4.4006,-2.0243,-1.5287,-1.5504,-1.4141,-3.1894,,0.7765,0.3789,2.4342,0.6812,3.8284,1.4314,5.5226,0.522,1.4538,1.3489,,1506074170,1615990074,3447700000,1506074170,2408000000,2525085175,5154880496,4435806005,3481587200,2797440000,,268.141,14.3992,187.4079,149.3289,45.659,13.5129,15.3585,25.6721,60.6947,22.1143,,9.67,1.9645,6.1423,5.3852,2.5351,1.8386,2.9317,2.1863,1.4153,2.8781,,3.8016,0.528,36.3533,2.1171,5.6334,0.2838,0.1397,0.4818,0.1999,6.2232,
2014/2/28,1.0714,1.2723,4.7365,0,1.3081,2.686,1.8201,0.3937,1.0246,2.4022,,0.5009,0.4348,2.6082,0.2647,3.031,1.1608,4.7188,0.4688,1.0593,0.6201,,1522210679,1636549744,3611000000,1522210679,2439500000,2592907711,5248705944,4453269808,3517259200,2864640000,,271.0139,14.5824,196.2845,149.3119,46.2563,13.8759,15.6381,25.7732,61.3166,22.6455,,9.7736,1.9895,6.4332,5.3846,2.5682,1.888,2.985,2.1949,1.4298,2.9472,,3.8424,0.5348,38.0752,2.1169,5.7071,0.2914,0.1422,0.4837,0.202,6.3727,
2014/3/3,4.947,2.2613,2.4204,4.0472,3.8737,4.829,3.3649,3.5294,2.0284,3.9544,,0.9629,0.8179,3.2647,1.3025,2.6414,2.0484,4.2197,0.6431,1.1263,1.42,,1597514387,1673557150,3698400000,1597514387,2534000000,2718118546,5425318552,4610444037,3588603200,2977920000,,284.4209,14.9122,201.0353,155.2722,48.0481,14.5459,16.1643,26.6829,62.5604,23.541,,10.2571,2.0345,6.5889,5.5996,2.6677,1.9792,3.0855,2.2723,1.4588,3.0638,,4.0324,0.5469,38.9967,2.2014,5.9282,0.3054,0.147,0.5008,0.2061,6.6247,
2014/3/4,-0.2245,0.9828,-1.0572,-1.1345,-3.1768,0.1919,-4.3235,-0.7576,-0.1988,3.8685,,0.7399,0.9191,1.8808,0.4848,2.7399,1.1653,2.9972,0.5292,1.1371,2.7398,,1593928496,1690004886,3659300000,1593928496,2453500000,2723335664,5190754932,4575516431,3581468800,3093120000,,283.7825,15.0587,198.91,153.6488,46.5218,14.5739,15.4654,26.4807,62.436,24.4517,,10.234,2.0545,6.5192,5.541,2.583,1.983,2.9521,2.2551,1.4559,3.1823,,4.0234,0.5522,38.5845,2.1784,5.7398,0.306,0.1407,0.497,0.2057,6.881,
2014/3/5,-1.0124,-0.9732,0.3771,0.1639,-1.7118,0.7663,0.7974,1.145,0.5976,-1.4277,,0.4701,0.5662,1.9305,0.2737,1.8647,2.6847,2.0562,0.573,1.6555,1.6834,,1577791987,1673557150,3673100000,1577791987,2411500000,2744204136,5232148512,4627907840,3602872000,3048960000,,280.9096,14.9122,199.6601,153.9436,45.7254,14.6855,15.5888,26.7839,62.8091,24.1026,,10.1304,2.0345,6.5438,5.5517,2.5387,1.9982,2.9756,2.2809,1.4646,3.1369,,3.9827,0.5469,38.73,2.1826,5.6416,0.3084,0.1418,0.5027,0.2069,6.7827,
2014/3/6,2.2727,0.4914,-2.0038,0.1637,0.8708,-0.1901,-5.1688,-1.1321,-0.198,-0.7557,,1.1681,0.6418,1.8015,0.3163,1.2811,1.3666,2.8745,0.4238,1.1587,1.037,,1613650896,1681781018,3599500000,1613650896,2432500000,2738987018,4961710456,4575516431,3595737600,3025920000,,287.2939,14.9855,195.6594,154.1858,46.1236,14.6576,14.783,26.4807,62.6847,23.9205,,10.3607,2.0445,6.4127,5.5604,2.5608,1.9944,2.8218,2.2551,1.4617,3.1132,,4.0732,0.5495,37.9539,2.186,5.6907,0.3078,0.1345,0.497,0.2065,6.7315,
2014/3/7,0.1111,0,-1.7252,0.4902,-3.1655,2.6667,-2.7253,-2.2901,-1.9841,-6.1548,,0.784,0.6997,1.2794,0.3008,1.1908,2.5561,2.1974,0.3685,1.2114,2.0739,,1615443841,1681781018,3537400000,1615443841,2355500000,2812026672,4826491428,4470733612,3524393600,2839680000,,287.6131,14.9855,192.2838,154.812,44.6635,15.0485,14.3801,25.8743,61.441,22.4482,,10.3722,2.0445,6.3021,5.583,2.4798,2.0476,2.7449,2.2035,1.4327,2.9216,,4.0777,0.5495,37.2991,2.1949,5.5106,0.316,0.1308,0.4856,0.2024,6.3172,
2014/3/10,0.9989,-2.2005,-5.6567,-3.252,-0.5944,-2.7829,-8.5763,-1.1719,-3.2389,-1.217,,1.4701,0.7561,1.9504,0.8307,1.1801,1.689,2.5186,0.4666,1.2524,1.3134,,1631580350,1644773612,3337300000,1631580350,2341500000,2733769900,4412555628,4418342202,3410243200,2805120000,,290.486,14.6557,181.4069,150.0548,44.3981,14.6297,13.1469,25.5711,59.451,22.175,,10.4758,1.9995,5.9456,5.4114,2.465,1.9906,2.5095,2.1776,1.3863,2.886,,4.1184,0.5374,35.1892,2.1274,5.4778,0.3072,0.1196,0.48,0.1958,6.2403,
