ÈÕÆÚ,000550.SZ,000572.SZ,000625.SZ,000800.SZ,000868.SZ,000927.SZ,000951.SZ,000957.SZ,002594.SZ,200550.SZ,200625.SZ,600006.SH,600066.SH,600104.SH,600166.SH,600213.SH,600303.SH,600418.SH,600686.SH,600733.SH,601127.SH,601238.SH,601633.SH,601777.SH,900953.SH,000550.SZ,000572.SZ,000625.SZ,000800.SZ,000868.SZ,000927.SZ,000951.SZ,000957.SZ,002594.SZ,200550.SZ,200625.SZ,600006.SH,600066.SH,600104.SH,600166.SH,600213.SH,600303.SH,600418.SH,600686.SH,600733.SH,601127.SH,601238.SH,601633.SH,601777.SH,900953.SH,000550.SZ,000572.SZ,000625.SZ,000800.SZ,000868.SZ,000927.SZ,000951.SZ,000957.SZ,002594.SZ,200550.SZ,200625.SZ,600006.SH,600066.SH,600104.SH,600166.SH,600213.SH,600303.SH,600418.SH,600686.SH,600733.SH,601127.SH,601238.SH,601633.SH,601777.SH,900953.SH,000550.SZ,000572.SZ,000625.SZ,000800.SZ,000868.SZ,000927.SZ,000951.SZ,000957.SZ,002594.SZ,200550.SZ,200625.SZ,600006.SH,600066.SH,600104.SH,600166.SH,600213.SH,600303.SH,600418.SH,600686.SH,600733.SH,601127.SH,601238.SH,601633.SH,601777.SH,900953.SH,000550.SZ,000572.SZ,000625.SZ,000800.SZ,000868.SZ,000927.SZ,000951.SZ,000957.SZ,002594.SZ,200550.SZ,200625.SZ,600006.SH,600066.SH,600104.SH,600166.SH,600213.SH,600303.SH,600418.SH,600686.SH,600733.SH,601127.SH,601238.SH,601633.SH,601777.SH,900953.SH,000550.SZ,000572.SZ,000625.SZ,000800.SZ,000868.SZ,000927.SZ,000951.SZ,000957.SZ,002594.SZ,200550.SZ,200625.SZ,600006.SH,600066.SH,600104.SH,600166.SH,600213.SH,600303.SH,600418.SH,600686.SH,600733.SH,601127.SH,601238.SH,601633.SH,601777.SH,900953.SH
2015/6/1,4.767,7.5179,4.0371,4.4855,4.7238,2.8184,4.4335,5.5251,0,2.6316,3.0494,10.0103,4.3001,4.045,10.0213,4.8077,0,8.8726,5.7557,-0.1576,,6.119,3.3924,10.0233,9.047,1.5591,3.3492,2.2873,2.4992,3.1868,1.144,2.3597,3.4225,,0.0605,0.714,4.2151,1.5878,0.8037,4.3881,5.634,,6.7154,1.4906,3.1271,,0.5091,1.0998,0.5597,3.953,20127953090,14795818568,75948162819,33543276893,9097945113,15712433956,9781002660,5055931036,53664427260,20127953090,75948162819,21320000000,44385641680,2.75088E+11,26193194064,3836800000,4550087488,13539349016,12605165323,5267052000,,53446973668,96142277550,22989776853,,15.9304,69.5215,13.8263,257.4086,386.5318,-9.4703,22.6779,18.0841,434.0603,12.6089,10.3653,151.6534,20.1615,9.8339,72.1395,-26.4722,481.8507,45.1673,69.5247,1057.1212,,25.5713,18.1035,76.8763,-40.562,3.1683,2.0555,4.0777,4.4591,7.3571,10.3548,2.2203,4.754,7.4186,2.5077,3.057,3.5003,4.8752,1.7448,2.2515,85.1836,2.1723,3.4114,7.0956,55.3879,,2.3066,4.3519,5.4881,7.4505,1.3149,1.1997,1.9757,1.1421,1.8816,4.8621,0.4098,1.3999,3.2335,1.0407,1.4812,1.2203,2.0473,0.4366,1.0216,2.6045,1.2111,0.6983,0.8063,461.7313,,3.6408,2.3256,2.5997,1.3489
2015/6/2,-0.2571,5.3274,1.5165,-0.5051,2.2171,1.6244,5.2744,4.6698,0,0,-0.3758,0.8443,2.1456,-0.481,5.814,9.289,9.9747,3.6152,7.7949,4.995,,3.7125,-1.6092,5.0424,4.3699,1.5798,4.1024,2.3271,2.7475,4.352,1.1302,3.8823,3.7856,,0.0334,0.5528,4.1701,1.7716,0.7517,8.5249,8.6419,0.1056,8.8449,1.916,4.6828,,0.5596,1.1738,8.6679,3.1257,20076210280,15584053076,77099919080,33373866404,9299657964,15967661310,10296896025,5292033475,53664427260,20076210280,77099919080,21500000000,45337962978,2.73765E+11,27716054184,4193200000,5003947225,14028823030,13587730878,5530140000,,55431182011,94595160440,24149007127,,15.8895,73.2252,14.036,256.1086,395.1017,-9.6241,23.874,18.9286,434.0603,12.6099,10.3271,152.9338,20.594,9.7866,76.3337,-28.9312,529.9141,46.8002,74.9441,1109.9242,,26.5206,17.8122,80.7527,-42.3469,3.1602,2.1651,4.1396,4.4366,7.5202,10.523,2.3374,4.976,7.4186,2.5079,3.0457,3.5299,4.9798,1.7364,2.3824,93.0963,2.389,3.5347,7.6487,58.1545,,2.3922,4.2819,5.7648,7.7783,1.3115,1.2636,2.0057,1.1364,1.9233,4.941,0.4314,1.4652,3.2335,1.0408,1.4757,1.2306,2.0913,0.4345,1.081,2.8464,1.3319,0.7236,0.8692,484.7947,,3.776,2.2882,2.7308,1.4083
2015/6/3,1.5206,2.0021,-0.4394,8.3333,-1.1967,2.7972,0.4888,-1.7125,0,-1.5385,1.3673,1.7674,-2.3476,1.1277,-2.9304,-2.6233,9.9885,-1.3601,4.1694,4.2242,,-1.2186,1.4868,-6.4139,-3.3374,1.3734,4.2402,2.5958,4.2974,4.2418,2.0554,4.1143,3.038,,0.0315,0.4692,4.9402,1.3793,0.9103,5.2738,6.282,0.0657,7.4985,1.9052,4.0233,,0.5562,1.0753,4.9842,2.5409,20381492859,15896062568,76761167239,36155021938,9188368115,16414309178,10347227085,5201408297,53664427260,20381492859,76761167239,21880000000,44273603880,2.76852E+11,26903862120,4083200000,5503767442,13838011126,14154255162,5763744000,,54755706831,96001630540,22600119618,,16.1311,74.6913,13.9743,277.4509,390.3735,-9.8933,23.9907,18.6045,434.0603,12.4046,10.4588,155.6368,20.1106,9.897,74.0968,-28.1722,582.8447,46.1637,78.0688,1156.8096,,26.1974,18.077,75.5733,-40.9009,3.2082,2.2084,4.1214,4.8063,7.4302,10.8173,2.3488,4.8908,7.4186,2.4671,3.0846,3.5922,4.8629,1.756,2.3126,90.6541,2.6276,3.4866,7.9676,60.611,,2.3631,4.3456,5.3951,7.5127,1.3315,1.2889,1.9969,1.2311,1.9003,5.0793,0.4336,1.4402,3.2335,1.0239,1.4945,1.2523,2.0422,0.4394,1.0493,2.7718,1.465,0.7137,0.9054,505.2734,,3.73,2.3222,2.5556,1.3602
2015/6/4,-1.9802,4.7521,-2.1183,-2.3819,0.9841,-2.7211,-0.8107,4.8602,10,-0.026,-0.4651,-2.5594,-2.2775,-0.9956,5,-2.2091,10.0209,-1.0791,-2.2201,1.1674,,0.9252,-1.0883,9.8707,-4.2687,1.3525,4.8525,2.5538,3.213,4.552,1.626,2.9339,4.6657,3.7697,0.0397,0.8648,4.1307,1.6612,0.9311,6.117,5.3719,0.3123,6.0411,1.3068,3.4538,,0.6465,1.3644,5.6608,2.9464,19977898941,16651453971,75135158400,35293851950,9278791117,15967661310,10263341985,5454204848,59030869986,19977898941,75135158400,21320000000,43265263682,2.74096E+11,28249055226,3993000000,6055293198,13688680071,13840011223,5831028000,,55262313216,94956824180,24830907288,,15.8117,78.2406,13.6783,270.8424,394.2151,-9.6241,23.7962,19.5087,477.4664,12.4024,10.4111,151.6534,19.6525,9.7984,77.8016,-27.5499,641.2508,45.6655,76.3356,1170.3138,,26.4398,17.8803,83.0329,-39.1473,3.1447,2.3133,4.0341,4.6919,7.5033,10.523,2.3298,5.1285,8.1604,2.4666,3.0705,3.5003,4.7522,1.7385,2.4282,88.6515,2.8909,3.449,7.7907,61.3186,,2.3849,4.2983,5.9276,7.1906,1.3051,1.3501,1.9546,1.2017,1.919,4.941,0.43,1.5101,3.5568,1.0237,1.4877,1.2203,1.9957,0.4351,1.1017,2.7105,1.6118,0.706,0.8853,511.1718,,3.7645,2.2969,2.8079,1.3019
2015/6/5,4.4548,0.3945,2.5248,4.72,6.072,4.0959,7.6829,1.3992,-4.9163,-1.0159,-0.0467,2.3452,1.0358,1.4079,-0.9883,2.0386,9.962,8.1212,-2.4624,3.6043,,10.0076,1.5023,-4.9823,-4.3934,2.2877,5.8955,2.774,5.5917,6.822,2.1515,5.1599,4.5236,5.9056,0.018,0.5372,4.9725,1.714,1.1593,5.7699,6.2728,0.2208,12.5426,1.463,3.6884,,1.3636,1.5117,5.4087,1.9694,20867875273,16717140180,77032168712,36959721762,9842195975,16621681403,11051861925,5530520788,56128754249,20867875273,77032168712,21820000000,43713414881,2.77955E+11,27969864204,4074400000,6658524494,14800366816,13499211459,6041196000,,60792766258,96383386710,23593745567,,16.5161,78.5493,14.0237,283.6262,418.1517,-10.0183,25.6244,19.7817,453.9928,12.2821,10.411,155.21,19.8561,9.9364,77.0327,-28.1115,705.1325,49.3741,74.4559,1212.4955,,29.0858,18.1489,78.8959,-37.4378,3.2848,2.3225,4.1359,4.9133,7.9589,10.954,2.5088,5.2002,7.7592,2.4427,3.0705,3.5824,4.8014,1.763,2.4042,90.4587,3.1789,3.7291,7.5988,63.5287,,2.6236,4.3628,5.6323,6.8766,1.3632,1.3554,2.0039,1.2585,2.0355,5.1434,0.4631,1.5313,3.382,1.0138,1.4877,1.2489,2.0163,0.4412,1.0909,2.7658,1.7724,0.7634,0.8635,529.5959,,4.1412,2.3314,2.668,1.245
2015/6/8,2.9755,-2.0629,4.2216,10.0076,-2.4028,4.9904,1.2524,-4.4416,-5.7114,-1.7895,-5.7971,9.9908,-1.2815,5.5534,-2.6316,9.9892,-1.6393,2.13,-3.4754,-4.0671,,2.9167,4.065,-4.6243,-10.0137,3.0673,4.0481,4.4623,7.6239,4.8542,3.4563,5.2764,3.2538,3.9497,0.0262,1.3647,9.8473,1.7787,2.0076,4.7163,9.2073,23.9668,11.2628,1.2698,2.4262,,1.0946,2.0003,3.0859,3.6185,21488788993,16372287583,80284186388,40658517446,9605705047,17451170302,11190272340,5284878856,52923010831,21488788993,80284186388,24000000000,43153225882,2.9339E+11,27233815146,4481400000,6549368354,15115621266,13030058536,5795496000,,62565888607,1.00301E+11,22502705310,,17.0075,76.9289,14.6157,312.0104,408.1043,-10.5183,25.9454,18.903,428.0634,12.0658,9.8103,170.7168,19.6017,10.4882,75.0055,-30.9196,693.573,50.4258,71.8682,1163.1824,,29.9342,18.8867,75.2475,-33.7021,3.3825,2.2746,4.3105,5.405,7.7677,11.5006,2.5402,4.9693,7.3161,2.3997,2.8933,3.9403,4.7399,1.8609,2.3409,99.4948,3.1268,3.8085,7.3348,60.9449,,2.7001,4.5402,5.3718,6.1904,1.4038,1.3275,2.0885,1.3844,1.9866,5.4001,0.4689,1.4633,3.1888,0.9959,1.4018,1.3737,1.9905,0.4657,1.0622,3.0421,1.7433,0.7796,0.8335,508.0569,,4.262,2.4262,2.5446,1.1208
2015/6/9,-2.432,-1.003,-2.7848,0.6944,4.2723,5.0274,-2.0615,-1.2635,-1.0807,-0.8842,-0.8933,4.25,-0.1731,-1.879,0.7456,-5.0565,0,-3.2931,1.9022,-2.035,,0.4723,-1.9431,-0.5195,-0.9146,1.7631,3.4091,3.0317,6.7901,5.5184,1.9216,2.8706,3.0023,2.6116,0.0145,0.8958,10.8535,1.6946,1.5107,4.2325,6.8134,11.3748,6.1725,0.8935,1.9005,,0.6323,1.2636,3.3342,2.3594,20966186612,16208072061,78048424236,40940868262,10016086363,18328514330,10959588315,5218102408,52351061014,20966186612,78048424236,25020000000,43078534015,2.87878E+11,27436863162,4254800000,6549368354,14617851082,13277912910,5677560000,,62861408998,98352444850,22385808139,,16.5939,76.1573,14.2087,314.1772,425.5396,-11.0471,25.4105,18.6642,423.4373,11.9547,9.7191,177.9723,19.5677,10.2911,75.5647,-29.3562,693.573,48.7652,73.2353,1139.5121,,30.0756,18.5197,74.8566,-33.3796,3.3002,2.2517,4.1905,5.4426,8.0995,12.0788,2.4879,4.9065,7.237,2.3776,2.8664,4.1078,4.7317,1.8259,2.3584,94.4639,3.1268,3.6831,7.4743,59.7047,,2.7129,4.452,5.3439,6.1312,1.3697,1.3142,2.0304,1.394,2.0715,5.6716,0.4592,1.4448,3.1544,0.9867,1.3888,1.4321,1.987,0.4569,1.0701,2.8882,1.7433,0.754,0.8493,497.7181,,4.2822,2.3791,2.5314,1.1101
2015/6/10,0.691,3.1408,-1.6493,-2.1034,0,1.2185,0.5807,0.3199,2.2795,-1.3247,-1.6024,-2.1583,-1.0403,0.2681,4.9954,0.879,4.6491,-0.681,-1.7,3.5153,,2.1491,-0.6129,2.3499,4.6923,1.9198,4.9122,2.9423,3.9066,4.7444,3.2642,2.6143,3.7639,3.8365,0.0505,1.0677,5.5459,1.8306,1.3182,6.5714,5.9332,12.817,6.375,1.139,3.4859,,0.6003,1.0073,3.3514,1.9292,21111066480,16717140180,76761167239,40079698274,10016086363,18551838265,10896674490,5234796520,53544388410,21111066480,76761167239,24480000000,42630382816,2.88649E+11,28807437270,4292200000,6853856532,14518297045,13052188391,5877144000,,64212359360,97749671950,22911845406,,16.7085,78.5493,13.9743,307.5686,425.5396,-11.1817,25.2646,18.7239,433.0894,11.7938,9.5613,174.1311,19.3642,10.3187,79.3395,-29.6142,725.8181,48.4331,71.9903,1179.5695,,30.7219,18.4062,76.6157,-34.9425,3.3231,2.3225,4.1214,5.3281,8.0995,12.226,2.4736,4.9222,7.402,2.3456,2.8199,4.0191,4.6824,1.8308,2.4762,95.2943,3.2722,3.658,7.3472,61.8035,,2.7712,4.4247,5.4695,6.4183,1.3791,1.3554,1.9969,1.3647,2.0715,5.7407,0.4566,1.4494,3.2263,0.9735,1.3663,1.4012,1.9664,0.4582,1.1235,2.9136,1.8244,0.7488,0.8349,515.2145,,4.3742,2.3645,2.5909,1.162
2015/6/11,-0.7353,0,1.7652,-2.5361,0,-3.6973,2.8099,4.2825,-2.4133,-0.3014,1.7303,-0.4085,-1.7521,-0.6112,2.5551,2.3578,1.2573,1.0286,-0.9495,-1.6851,,-2.4326,-1.3566,0.8078,-1.2491,2.3001,3.6278,2.5317,3.1256,4.0979,1.9815,2.9889,4.5076,2.7567,0.014,0.7125,4.7275,1.933,0.9556,5.1123,6.4251,11.0794,4.9502,1.3457,2.4147,,0.5945,0.907,3.3006,1.1442,20955838050,16717140180,78116174604,39063235338,10016086363,17865914752,11202855105,5458974595,52252205490,20955838050,78116174604,24380000000,41883464151,2.86885E+11,29543486328,4393400000,6940032432,14667628100,12928261203,5778108000,,62650323004,96423571570,23096932593,,16.5857,78.5493,14.221,299.7684,425.5396,-10.7683,25.9745,19.5257,422.6377,11.7545,9.7236,173.4198,19.0249,10.2556,81.3667,-30.3125,734.944,48.9313,71.3067,1159.6925,,29.9746,18.1565,77.2346,-34.493,3.2986,2.3225,4.1941,5.193,8.0995,11.774,2.5431,5.133,7.2233,2.3378,2.8677,4.0027,4.6004,1.8196,2.5395,97.5411,3.3133,3.6957,7.2774,60.7621,,2.7038,4.3647,5.5137,6.3357,1.369,1.3554,2.0321,1.3301,2.0715,5.5284,0.4694,1.5115,3.1484,0.9702,1.3895,1.3954,1.9319,0.4554,1.1522,2.9823,1.8473,0.7565,0.827,506.5326,,4.2678,2.3324,2.6118,1.1471
2015/6/12,1.358,3.831,-0.5637,1.9154,4.0972,5,2.471,10.0044,1.2162,0.0824,-0.8004,3.1173,1.6496,0.3075,1.3746,0.3005,10.0166,9.6719,0.7532,-2.6429,,-0.4043,-0.0417,9.9958,0.2232,3.1216,5.5284,2.5697,3.6213,4.9538,1.9465,3.5082,7.2542,2.919,0.0195,0.3256,6.7211,2.0717,1.0337,5.9096,5.5681,14.5486,7.8417,1.9877,2.2903,,0.4618,0.7974,4.9073,1.4521,21240423505,17357580718,77675797210,39811465000,10426467679,18759210490,11479675935,6005110541,52887705287,21240423505,77675797210,25140000000,42574363916,2.87767E+11,29949582360,4406600000,7635184687,16086273126,13025632565,5625396000,,62397019812,96383386710,25405651709,,16.8109,81.5585,14.1408,305.5102,442.9749,-11.3067,26.6164,21.4792,427.7779,11.7677,9.6486,178.8258,19.3387,10.2872,82.4851,-30.4035,808.5601,53.6639,71.8438,1129.0425,,29.8534,18.1489,84.9548,-34.5796,3.3434,2.4114,4.1705,5.2924,8.4314,12.3627,2.6059,5.6465,7.3112,2.3404,2.8456,4.1275,4.6763,1.8252,2.5744,97.8342,3.6452,4.0531,7.3323,59.1562,,2.6929,4.3628,6.0648,6.3516,1.3876,1.4074,2.0207,1.3556,2.1563,5.8049,0.481,1.6627,3.1867,0.9713,1.3787,1.4389,1.9638,0.4568,1.1681,2.9913,2.0323,0.8297,0.8332,493.1452,,4.2505,2.3314,2.8729,1.15
2015/6/15,-3.7759,3.6897,-2.7039,0.3546,-2.535,3.6565,1.2422,10.0079,1.1615,0.5217,-1.412,2.4662,2.6316,-2.8352,0.4237,3.5447,-1.6554,-5.2604,8.053,4.9993,,7.2395,-3.0853,-4.3328,-4.1574,2.2838,5.7169,2.3846,3.8343,4.5038,2.2461,4.5474,8.8655,4.2931,0.0243,0.3303,6.0889,3.0778,1.0041,6.0107,6.4184,16.9436,8.8366,3.3318,5.8493,,1.4267,0.9485,7.0998,1.2189,20438409950,17998021255,75575535794,39952640407,10162154289,19445134002,11622280605,6606098570,53502021756,20438409950,75575535794,25760000000,43694741914,2.79608E+11,30076487370,4562800000,7508793368,15240063812,14074587685,5906628000,,66914260082,93409707070,24304870021,,16.1762,84.5678,13.7585,306.5936,431.7454,-11.7201,26.947,23.6288,432.7467,11.8284,9.5119,183.236,19.8476,9.9955,82.8346,-31.4813,795.1754,50.8409,77.6294,1185.4871,,32.0146,17.589,81.2739,-33.1431,3.2172,2.5004,4.0577,5.3112,8.2176,12.8147,2.6383,6.2116,7.3961,2.3525,2.8053,4.2293,4.7993,1.7734,2.5853,101.3021,3.5848,3.8399,7.9227,62.1136,,2.8878,4.2282,5.802,6.0878,1.3352,1.4593,1.966,1.3604,2.1017,6.0171,0.487,1.8291,3.2237,0.9763,1.3592,1.4744,2.0155,0.4438,1.173,3.0973,1.9987,0.7861,0.9003,517.7992,,4.5582,2.2595,2.7484,1.1022
2015/6/16,3.038,-5.1095,-3.9892,-7.5618,-6.5024,-4.5939,-6.3515,0.1083,-3.8274,0,0,-7.2205,-5.2137,-3.1151,1.1814,-5.6895,-7.039,-5.4981,-2.044,2.1247,,5.1104,-0.7744,-7.7756,4.5701,1.9681,4.7625,2.0123,3.0712,3.562,1.8855,3.144,9.9361,2.0256,0.0164,0.5883,4.4705,2.0271,0.7601,6.3741,4.8357,8.8831,5.1091,2.3814,6.7917,,1.2581,0.615,3.8818,2.6036,21059323670,17078414330,72560644406,36931486680,9501370814,18551838265,10884091725,6613253189,51454300190,21059323670,72560644406,23900000000,41416639985,2.70898E+11,30431821398,4303200000,6980247851,14402150669,13786899572,6032124000,,70333853184,92686379590,22415032432,,16.6676,80.2468,13.2096,283.4095,403.6716,-11.1817,25.2355,23.6544,416.1839,11.8268,9.5106,170.0055,18.8128,9.6841,83.8132,-29.6901,739.2028,48.0456,76.0426,1210.6747,,33.6507,17.4528,74.9544,-34.6499,3.3149,2.3727,3.8958,4.9096,7.6833,12.226,2.4707,6.2183,7.113,2.3522,2.8049,3.9239,4.5491,1.7182,2.6158,95.5385,3.3325,3.6288,7.7608,63.4333,,3.0354,4.1955,5.3509,6.3645,1.3757,1.3847,1.8876,1.2575,1.965,5.7407,0.4561,1.8311,3.1003,0.9762,1.359,1.368,1.9104,0.43,1.1869,2.9211,1.858,0.7428,0.8819,528.8007,,4.7912,2.242,2.5347,1.1523
2015/6/17,3.9066,3.2692,1.3072,1.6055,1.6105,-0.5159,2.3892,9.9928,-2.7034,4.507,0.2558,3.8494,-0.8566,0.7733,-0.5004,0.1534,5.0206,1.7281,2.6003,0.0125,,3.5414,-0.2385,1.1734,2.2222,4.2074,4.2045,1.9708,2.9972,3.2777,1.6347,2.641,6.8283,2.6087,0.0388,0.4492,5.1873,1.7228,0.6947,4.5494,4.3875,9.5356,5.0181,2.2351,3.1603,,0.8834,0.7332,2.7147,2.3721,21882034349,17636747106,73509149562,37524423393,9654394356,18456128007,11144135535,7245244569,50063261747,21882034349,73509149562,24820000000,41061853619,2.72993E+11,30279535386,4309800000,7330696509,14651035761,14145403220,6032880000,,72824667913,92465362860,22678051065,,17.3187,82.8703,13.3823,287.9596,410.1729,-11.124,25.8384,25.9149,404.9326,12.3608,9.5356,176.5496,18.6517,9.759,83.3938,-29.7357,776.315,48.8759,78.02,1210.8264,,34.8424,17.4111,75.8339,-35.4216,3.4444,2.4502,3.9468,4.9884,7.807,12.1629,2.5297,6.8126,6.9207,2.4584,2.8123,4.0749,4.5102,1.7315,2.6027,95.685,3.4998,3.6915,7.9626,63.4412,,3.1429,4.1855,5.4137,6.5063,1.4295,1.43,1.9123,1.2777,1.9967,5.7111,0.4669,2.006,3.0165,1.0203,1.3626,1.4206,1.894,0.4333,1.1809,2.9256,1.9513,0.7557,0.9048,528.8669,,4.9609,2.2367,2.5644,1.178
2015/6/18,1.7025,0.9311,-3.7788,-2.1821,-2.0173,-3.3708,-2.898,-8.657,-4.598,-1.15,-5.4592,-2.3368,-0.4093,-4.8061,0.8382,-5.0026,-6.6614,-1.7554,4.1302,-0.5138,,4.1159,-7.0839,-6.3574,5.1449,3.7503,4.9588,2.1409,2.584,2.7626,1.0975,2.4057,7.1959,2.8501,0.0254,0.9399,6.2345,1.4323,0.7207,6.0287,3.3801,7.477,4.9001,2.3615,2.7525,,0.8748,0.839,1.9727,3.1139,22254582581,17800962628,70731384463,36705606028,9459637121,17834011333,10821177900,6618022936,47761340261,22254582581,70731384463,24240000000,40893796920,2.59873E+11,30533345406,4094200000,6842366412,14393854499,14729631388,6001884000,,75822089027,85915230680,21236319297,,17.6136,83.6419,12.8766,281.6761,401.8985,-10.749,25.0896,23.6715,386.3137,12.2123,9.0104,172.424,18.5753,9.29,84.0929,-28.2481,724.6013,48.018,81.2423,1204.6054,,36.2765,16.1778,71.0128,-37.2245,3.5031,2.473,3.7976,4.8795,7.6495,11.7529,2.4564,6.2228,6.6025,2.4288,2.6574,3.9797,4.4917,1.6483,2.6245,90.8983,3.2667,3.6267,8.2915,63.1153,,3.2722,3.889,5.0695,6.8374,1.4538,1.4433,1.84,1.2498,1.9564,5.5186,0.4534,1.8324,2.8778,1.008,1.2875,1.3874,1.8863,0.4125,1.1908,2.7792,1.8213,0.7424,0.9422,526.1497,,5.1651,2.0782,2.4014,1.2379
2015/6/19,-3.4411,-9.9631,-6.8008,-9.5385,-10,-5.0089,-8.5271,-3.8919,-8.4861,-0.5024,-5.0189,-7.7558,-3.8356,-4.5821,-9.9751,-9.9409,-9.9916,-9.3372,-8.2632,-2.557,,-3.0624,0,-10,-4.6864,3.8906,4.1643,1.8508,2.9199,2.8197,0.8818,2.3045,5.5386,2.9025,0.0344,0.7713,3.6649,1.449,0.8741,4.2638,3.8999,6.2933,4.3688,1.3975,2.8821,,0.9031,,2.3515,2.7385,21488788993,16027434986,65921108317,33204455915,8513673409,16940715595,9898441800,6360456638,43708263782,21488788993,65921108317,22360000000,39325267723,2.47965E+11,27487625166,3687200000,6158704277,13049875001,13512489371,5848416000,,73500143093,85915230680,19112687367,,17.0075,75.3085,12.0009,254.8085,361.7086,-10.2106,22.9502,22.7502,353.5307,12.146,8.5547,159.0511,17.8629,8.8643,75.7045,-25.44,652.202,43.5344,74.5291,1173.8036,,35.1656,16.1778,63.9116,-35.4673,3.3825,2.2266,3.5394,4.4141,6.8846,11.1642,2.247,5.9806,6.0422,2.4156,2.523,3.671,4.3194,1.5727,2.3627,81.8622,2.9403,3.288,7.6063,61.5014,,3.172,3.889,4.5626,6.5147,1.4038,1.2995,1.7149,1.1306,1.7607,5.2421,0.4148,1.7611,2.6336,1.0025,1.2224,1.2798,1.8139,0.3936,1.0721,2.5029,1.6393,0.6731,0.8643,512.696,,5.0069,2.0782,2.1613,1.1795
2015/6/23,9.9928,0,8.9928,9.9915,-2.6144,3.484,5.8475,10.0112,1.9709,4.1722,6.0795,8.6762,3.0864,3.6905,-3.7858,-1.074,-2.8918,3.1151,-1.998,-4.6923,,-4.193,0,-2.1916,-4.7722,5.113,3.4174,2.9686,3.854,3.2903,1.7746,2.3658,7.0175,2.7897,0.0452,0.6942,4.6889,1.6058,0.7992,4.2702,2.8715,7.4603,4.7573,1.5123,3.8199,,0.6513,,2.9687,3.3192,23636115608,16027434986,71849265540,36522077998,8291093712,17530928850,10477248990,6997217763,44569719061,23636115608,71849265540,24300000000,40539010554,2.57116E+11,29276778072,3647600000,5980607418,13456387318,13242505142,5573988000,,70418287582,85915230680,18693805840,,18.707,75.3085,13.0801,280.2677,352.2522,-10.5664,24.2922,25.0278,360.4985,12.6582,9.0787,172.8508,18.4142,9.1914,72.8385,-25.1668,633.3417,44.8906,73.04,1118.7247,,33.6911,16.1778,62.5108,-33.783,3.7205,2.2266,3.8577,4.8551,6.7046,11.5532,2.3784,6.5794,6.1613,2.5175,2.6775,3.9896,4.4527,1.6308,2.2733,80.983,2.8553,3.3905,7.4543,58.6156,,3.039,3.889,4.4626,6.2053,1.5441,1.2995,1.8691,1.2436,1.7147,5.4248,0.439,1.9374,2.6855,1.0448,1.2973,1.3909,1.8699,0.4081,1.0315,2.4761,1.5919,0.6941,0.8471,488.6386,,4.7969,2.0782,2.1139,1.1235
2015/6/24,3.9623,2.6639,3.5361,7.499,2.9362,1.9108,8.1265,5.6578,0.7288,1.2755,7.9272,10.0412,0.9673,0.8148,3.071,2.2919,2.0173,6.8434,8.5896,5.0047,,0.1799,0,4.1167,-5.8466,5.3983,3.6998,2.906,5.1412,2.7683,1.487,4.2088,6.9047,2.5921,0.0623,0.935,8.707,1.5646,0.897,3.5233,3.8308,6.7477,7.8162,2.425,3.9225,,0.7942,,3.0886,2.2665,24572660469,16454395344,74389904349,39260880909,8534540255,17865914752,11328682755,7393106703,44894530068,24572660469,74389904349,26740000000,40931142853,2.59211E+11,30175872984,3731200000,6101253678,14377262159,14379979682,5852952000,,70544939178,85915230680,19463378878,,19.4482,77.3147,13.5426,301.2851,362.5952,-10.7683,26.2663,26.4438,363.1257,12.8214,9.7997,190.207,18.5923,9.2663,75.0754,-25.7436,646.118,47.9626,79.3138,1174.714,,33.7517,16.1778,65.0842,-31.8198,3.8679,2.286,3.9941,5.2192,6.9015,11.774,2.5716,6.9516,6.2062,2.55,2.8902,4.3902,4.4958,1.6441,2.3431,82.8391,2.9128,3.6225,8.0946,61.5491,,3.0445,3.889,4.6463,5.8447,1.6053,1.3341,1.9352,1.3368,1.7651,5.5284,0.4747,2.047,2.7051,1.0583,1.4003,1.5305,1.888,0.4114,1.0631,2.5328,1.624,0.7416,0.9198,513.0937,,4.8056,2.0782,2.2009,1.0582
