ÈÕÆÚ,000550.SZ,000572.SZ,000625.SZ,000800.SZ,000868.SZ,000927.SZ,000951.SZ,000957.SZ,002594.SZ,200550.SZ,200625.SZ,600006.SH,600066.SH,600104.SH,600166.SH,600213.SH,600303.SH,600418.SH,600686.SH,600733.SH,601127.SH,601238.SH,601633.SH,601777.SH,900953.SH,000550.SZ,000572.SZ,000625.SZ,000800.SZ,000868.SZ,000927.SZ,000951.SZ,000957.SZ,002594.SZ,200550.SZ,200625.SZ,600006.SH,600066.SH,600104.SH,600166.SH,600213.SH,600303.SH,600418.SH,600686.SH,600733.SH,601127.SH,601238.SH,601633.SH,601777.SH,900953.SH,000550.SZ,000572.SZ,000625.SZ,000800.SZ,000868.SZ,000927.SZ,000951.SZ,000957.SZ,002594.SZ,200550.SZ,200625.SZ,600006.SH,600066.SH,600104.SH,600166.SH,600213.SH,600303.SH,600418.SH,600686.SH,600733.SH,601127.SH,601238.SH,601633.SH,601777.SH,900953.SH,000550.SZ,000572.SZ,000625.SZ,000800.SZ,000868.SZ,000927.SZ,000951.SZ,000957.SZ,002594.SZ,200550.SZ,200625.SZ,600006.SH,600066.SH,600104.SH,600166.SH,600213.SH,600303.SH,600418.SH,600686.SH,600733.SH,601127.SH,601238.SH,601633.SH,601777.SH,900953.SH,000550.SZ,000572.SZ,000625.SZ,000800.SZ,000868.SZ,000927.SZ,000951.SZ,000957.SZ,002594.SZ,200550.SZ,200625.SZ,600006.SH,600066.SH,600104.SH,600166.SH,600213.SH,600303.SH,600418.SH,600686.SH,600733.SH,601127.SH,601238.SH,601633.SH,601777.SH,900953.SH,000550.SZ,000572.SZ,000625.SZ,000800.SZ,000868.SZ,000927.SZ,000951.SZ,000957.SZ,002594.SZ,200550.SZ,200625.SZ,600006.SH,600066.SH,600104.SH,600166.SH,600213.SH,600303.SH,600418.SH,600686.SH,600733.SH,601127.SH,601238.SH,601633.SH,601777.SH,900953.SH
2016/9/14,-1.3023,0,0,-2.1678,-1.0101,-1.217,0.8655,-3.3819,-1.7713,-0.6088,1.68,-0.6321,-0.3193,-1.1682,-0.369,-1.6383,-1.2478,-1.2355,-1.6313,0,-2.4851,1.0331,-0.0981,-1.994,0.0814,0.2891,0.6179,0.3673,0.9257,1.0937,0.4045,0.9822,4.3657,0.732,0.0194,0.5752,0.951,0.2485,0.0991,0.4395,3.1921,2.1129,2.8754,1.6489,,3.4741,0.0868,0.1077,1.0944,0.1378,14903657280,8391106595,52167849950,14654007330,4771552254,7768482575,8600205722,8857493716,47070147507,14903657280,52167849950,15720000000,41591130273,2.33191E+11,18009354483,3302200000,6365526436,13825897027,5337720990,3793608000,3970050000,99121660692,61362281220,12156106116,,11.1881,51.73,7.215,319.0566,118.588,430.3433,30.8892,27.5759,54.1195,6.5618,5.1343,45.6473,13.6836,7.8268,44.3128,163.5051,72.385,30.0031,13.672,-327.3303,66.7752,35.6936,11.5289,34.8952,614.0276,2.075,1.142,2.0884,1.9391,3.7291,5.0587,1.8877,5.1527,4.7316,1.217,1.4861,2.46,3.7615,1.3315,0.9713,50.1048,3.1625,3.0575,1.8863,45.43,9.5798,3.9144,2.424,1.8081,6.2806,1.0136,0.6899,1.0754,0.6336,1.1863,2.282,0.4443,1.5477,1.9098,0.5945,0.7653,0.9315,1.5499,0.3478,0.5297,1.6385,1.6891,0.5543,0.2727,930.9962,2.3559,5.1352,1.222,0.9951,1.1153
2016/9/19,2.1528,0.5871,1.2338,3.9499,0.7289,2.8747,0.468,2.6387,1.1962,-0.4594,2.2817,0.5089,1.5561,1.0402,0.7407,7.5949,0.5415,-1.3245,-0.9121,0,1.0409,-0.3409,0.0982,0.5086,0.1627,0.2532,0.4582,0.3771,2.0197,1.343,1.2161,0.5702,2.9982,0.4896,0.0272,0.3629,0.4751,0.3407,0.133,0.3677,5.4145,1.3899,2.3443,3.7388,,2.4878,0.0759,0.109,0.8539,0.0928,15224499902,8440369451,52811479267,15232826502,4806330331,7991806510,8640456294,9091213260,47633207654,15224499902,52811479267,15800000000,42238314908,2.35616E+11,18142757109,3553000000,6399996795,13642772564,5289035309,3793608000,4011375000,98783793932,61422558510,12217937785,,11.4289,52.0337,7.304,331.659,119.4524,442.7146,31.0338,28.3035,54.7669,6.521,5.2429,45.8796,13.8966,7.9082,44.6411,175.9232,72.777,29.6057,13.5473,-327.3303,67.4702,35.5719,11.5403,35.0727,614.0247,2.1196,1.1487,2.1141,2.0157,3.7563,5.2041,1.8965,5.2887,4.7882,1.2094,1.5176,2.4725,3.82,1.3454,0.9785,53.9103,3.1797,3.017,1.8691,45.43,9.6795,3.9011,2.4264,1.8173,6.2806,1.0354,0.694,1.0887,0.6586,1.195,2.3476,0.4464,1.5885,1.9327,0.5908,0.7815,0.9363,1.574,0.3514,0.5336,1.7629,1.6982,0.547,0.2702,930.9962,2.3804,5.1177,1.2232,1.0001,1.1153
2016/9/20,-1.0877,-0.7782,-0.3849,-0.6487,-0.8683,-0.998,-0.2329,-1.8888,-0.6528,0.4103,0.2308,-0.7595,0.9013,0.3744,-1.1029,0,-0.5386,1.4914,-0.1674,0,0.1421,-0.9833,-0.5888,0,-0.5686,0.2218,0.5237,0.2384,0.8813,0.9368,0.5071,0.4908,4.2162,0.3681,0.0396,0.4316,0.4168,0.2591,0.1071,0.4973,4.3856,1.4471,2.5562,1.6607,,1.9939,0.0819,0.1143,0.6915,0.0698,15058903710,8374685642,52608227904,15134003716,4764596638,7912047962,8620331008,8919500942,47322263990,15058903710,52608227904,15680000000,42619011753,2.36498E+11,17942653170,3553000000,6365526436,13846244190,5280183367,3793608000,4017075000,97812426997,61060894770,12217937785,,11.3046,51.6287,7.2759,329.5074,118.4152,438.2963,30.9615,27.7689,54.4094,6.5296,5.2404,45.5311,14.0218,7.9378,44.1487,175.9232,72.385,30.0473,13.5246,-327.3303,67.5661,35.2221,11.4723,35.0727,608.7871,2.0966,1.1398,2.106,2.0026,3.7236,5.1522,1.8921,5.1888,4.7569,1.211,1.5168,2.4538,3.8544,1.3504,0.9677,53.9103,3.1625,3.062,1.866,45.43,9.6933,3.8627,2.4121,1.8173,6.227,1.0241,0.6886,1.0845,0.6543,1.1846,2.3242,0.4453,1.5585,1.9201,0.5915,0.7811,0.9292,1.5882,0.3527,0.5278,1.7629,1.6891,0.5552,0.2697,930.9962,2.3838,5.0674,1.216,1.0001,1.1058
2016/9/21,-0.6873,0.3922,-0.5151,0.0933,0.146,0,2.179,0.0535,0.7814,0.0511,0.9977,0.3827,-0.6253,-0.5594,0.3717,-1.1146,0,-0.5878,-0.7544,0,-0.7449,-1.3817,-0.3949,-0.1012,0.2451,0.2029,0.5718,0.3171,0.9709,0.67,0.4478,0.7171,2.0996,0.3801,0.0097,0.3567,0.3716,0.1994,0.1291,0.3621,3.5745,1.4182,1.7034,1.9151,,2.1133,0.118,0.091,0.6975,0.0503,14955406090,8407527547,52337226086,15148121257,4771552254,7912047962,8808167014,8924270729,47692034833,14955406090,52337226086,15740000000,42352523962,2.35175E+11,18009354483,3513400000,6365526436,13764855539,5240349628,3793608000,3987150000,96460959957,60819785610,12205571451,,11.2269,51.8312,7.2384,329.8147,118.588,438.2963,31.6361,27.7838,54.8345,6.5474,5.3045,45.7053,13.9341,7.8934,44.3128,173.9624,72.385,29.8706,13.4226,-327.3303,67.0628,34.7355,11.427,35.0372,611.5896,2.0822,1.1443,2.0951,2.0045,3.7291,5.1522,1.9333,5.1916,4.7941,1.2143,1.5354,2.4631,3.8303,1.3429,0.9713,53.3094,3.1625,3.044,1.8519,45.43,9.6211,3.8093,2.4026,1.8155,6.2557,1.0171,0.6913,1.0789,0.6549,1.1863,2.3242,0.455,1.5594,1.9351,0.5932,0.7907,0.9327,1.5783,0.3508,0.5297,1.7432,1.6891,0.5519,0.2677,930.9962,2.366,4.9973,1.2112,0.9991,1.1109
2016/9/22,0.346,0.1953,1.0356,-0.0932,0.2915,0.4032,4.7982,-0.1603,0.6167,0.9188,0.9878,0.2541,0.8989,1.5471,0.3704,-0.1879,-0.1805,1.4043,0.2534,0,-0.5361,-0.613,2.1804,0.1013,0,0.1705,0.7648,0.4381,0.9724,1.0136,0.4329,1.877,3.0606,0.554,0.0231,0.2508,0.6292,0.3155,0.1417,0.4334,3.3636,1.8258,3.6357,1.5072,,2.379,0.0857,0.2213,0.831,0.1388,15007154900,8423948499,52879229722,15134003716,4785463485,7943951381,9230798029,8909961369,47986170731,15007154900,52879229722,15780000000,42733220806,2.38814E+11,18076055796,3506800000,6354036316,13958153585,5253627541,3793608000,3965775000,95874081786,62145885990,12217937785,,11.2658,51.9324,7.3133,329.5074,118.9338,440.0636,33.1541,27.7392,55.1727,6.5869,5.3401,45.8215,14.0594,8.0156,44.4769,173.6356,72.2544,30.2901,13.4566,-327.3303,66.7033,34.5236,11.6762,35.0727,609.5277,2.0894,1.1465,2.1168,2.0026,3.74,5.173,2.0261,5.1832,4.8237,1.2216,1.5457,2.4694,3.8648,1.3636,0.9749,53.2093,3.1568,3.0867,1.8566,45.43,9.5695,3.7861,2.455,1.8173,6.2346,1.0206,0.6926,1.0901,0.6543,1.1898,2.3335,0.4769,1.5569,1.947,0.5967,0.796,0.9351,1.5925,0.3562,0.5317,1.74,1.686,0.5596,0.2684,930.9962,2.3533,4.9669,1.2376,1.0001,1.1072
2016/9/23,0.8621,-0.5848,-1.1531,-0.8396,-0.1453,0.2008,-0.9448,-2.2484,-0.2102,0.3541,-2.2573,-1.2674,-1.2472,-0.3693,-0.369,0.0627,-0.9946,0.656,1.0952,0,-2.7309,-1.1013,-0.8729,-0.7085,-1.304,0.1067,0.4894,0.4661,0.7564,0.7559,0.34,0.8672,2.6989,0.324,0.0136,0.2702,0.6148,0.359,0.0917,0.3946,2.27,2.2048,3.0087,2.7678,,4.7541,0.0976,0.0802,0.737,0.2236,15136526925,8374685642,52269475631,15006945849,4778507869,7959903090,9143588454,8709630332,47885324137,15136526925,52269475631,15580000000,42200245224,2.37932E+11,18009354483,3509000000,6290840656,14049715817,5311165164,3793608000,3857475000,94818446778,61603390380,12131373448,,11.3629,51.6287,7.229,326.741,118.7609,440.9473,32.8409,27.1156,55.0568,6.6254,5.2315,45.2407,13.884,7.986,44.3128,173.7445,71.5357,30.4888,13.604,-327.3303,64.8817,34.1434,11.5742,34.8242,602.9995,2.1074,1.1398,2.0924,1.9858,3.7345,5.1834,2.0069,5.0667,4.8135,1.2288,1.5143,2.4381,3.8165,1.3586,0.9713,53.2426,3.1254,3.107,1.877,45.43,9.3082,3.7444,2.4336,1.8044,6.1678,1.0294,0.6886,1.0775,0.6488,1.1881,2.3382,0.4724,1.5219,1.9429,0.6002,0.7798,0.9232,1.5726,0.3549,0.5297,1.7411,1.6693,0.5633,0.2713,930.9962,2.2891,4.9122,1.2268,0.993,1.0953
2016/9/26,-0.4103,-2.3529,-1.4906,-0.8467,-2.4745,-2.2044,-2.8613,-3.6692,-2.7729,1.3105,-1.0008,-2.9525,-1.263,-1.7146,-1.4815,-9.9687,-3.9269,-2.7516,-2.8333,0,-3.8419,-1.069,-0.2935,-3.16,-1.8993,0.4515,1.0116,0.4851,1.2267,1.2442,0.6386,1.2948,2.8623,0.6014,0.0469,0.2219,0.793,0.2519,0.1114,0.6241,5.4986,3.1085,3.4104,1.8065,,4.8843,0.0771,0.1437,1.1597,0.2322,15074428353,8177634216,51490345405,14879887982,4660262405,7784434285,8881959731,8390054629,46557510657,15074428353,51490345405,15120000000,41667269641,2.33852E+11,17742549231,3159200000,6043803078,13663119726,5160682151,3793608000,3709275000,93808499111,61422558510,11748017101,,11.3163,50.4139,7.1213,323.9746,115.8221,431.227,31.9012,26.1206,53.5301,6.7193,5.1847,43.905,13.7087,7.849,43.6563,156.4246,68.7266,29.6499,13.2185,-327.3303,62.389,33.7793,11.5403,33.7237,592.2036,2.0988,1.113,2.0612,1.969,3.6421,5.0691,1.9495,4.8808,4.68,1.2462,1.5007,2.3661,3.7683,1.3353,0.9569,47.9351,3.0027,3.0215,1.8238,45.43,8.9506,3.7045,2.4264,1.7474,6.0574,1.0252,0.6724,1.0615,0.6433,1.1587,2.2867,0.4589,1.466,1.889,0.6087,0.7728,0.896,1.5528,0.3488,0.5219,1.5675,1.6037,0.5478,0.2636,930.9962,2.2011,4.8598,1.2232,0.9617,1.0757
2016/9/27,0.0687,0,2.0395,0.759,0.1493,0.2049,1.5106,1.3644,0.0722,-0.4975,0.1555,0.3968,0.3198,0.8487,0,0.2786,0.2852,0.6701,0.6861,0,1.8824,0.1351,1.472,1.0526,0.5892,0.4609,0.8108,0.566,0.5921,0.9995,0.439,1.4761,2.6353,0.3753,0.0267,0.1969,0.768,0.217,0.0488,0.4813,3.11,1.9317,1.4609,1.0746,,3.4259,0.0679,0.1465,0.6562,0.1704,15084778115,8177634216,52540477449,14992828308,4667218021,7800385994,9016128307,8504529508,46591126188,15084778115,52540477449,15180000000,41800513537,2.35837E+11,17742549231,3168000000,6061038258,13754681958,5196089919,3793608000,3779100000,93942949796,62326717860,11871680438,,11.324,50.4139,7.2665,326.4336,115.995,432.1106,32.3831,26.477,53.5688,6.6766,5.1855,44.0792,13.7525,7.9156,43.6563,156.8603,68.9226,29.8486,13.3092,-327.3303,63.5634,33.8268,11.7101,34.0787,594.8184,2.1002,1.113,2.1033,1.9839,3.6475,5.0795,1.979,4.9474,4.6834,1.2383,1.5009,2.3755,3.7804,1.3466,0.9569,48.0686,3.0113,3.0417,1.8363,45.43,9.119,3.7097,2.4621,1.7658,6.0841,1.0259,0.6724,1.0831,0.6482,1.1604,2.2914,0.4658,1.486,1.8904,0.6049,0.7729,0.8995,1.5577,0.3518,0.5219,1.5719,1.6083,0.5515,0.2654,930.9962,2.2426,4.8666,1.2412,0.9718,1.0804
2016/9/28,-0.1715,-0.6024,1.225,-0.9416,0.7452,-0.409,-1.0417,1.5143,-0.1984,-0.6,0.5435,-0.527,-0.0911,1.3558,0,0.3472,-1.4218,1.2574,-0.937,0,1.7345,-0.2248,3.5783,-0.7292,0.3347,0.1843,0.5449,0.6172,0.4743,0.8875,0.2594,1.2413,2.8994,0.2581,0.0116,0.1706,0.3449,0.1866,0.1006,0.3031,2.1279,1.4016,1.7053,1.4137,,6.2689,0.0437,0.3516,0.4872,0.1717,15058903710,8128371359,53184106767,14851652901,4701996098,7768482575,8922210304,8633313746,46498683477,15058903710,53184106767,15100000000,41762443853,2.39034E+11,17742549231,3179000000,5974862358,13927632841,5147404238,3793608000,3844650000,93732856621,64556977590,11785116102,,11.3046,50.1102,7.3555,323.3598,116.8593,430.3433,32.0457,26.878,53.4625,6.6407,5.2169,43.8469,13.74,8.023,43.6563,157.4049,67.9426,30.2239,13.1845,-327.3303,64.666,33.751,12.1292,33.8302,597.1228,2.0966,1.1063,2.129,1.9653,3.6747,5.0587,1.9583,5.0223,4.6741,1.2316,1.51,2.363,3.777,1.3649,0.9569,48.2355,2.9685,3.08,1.8191,45.43,9.2772,3.7014,2.5502,1.7529,6.1077,1.0241,0.6683,1.0964,0.6421,1.169,2.282,0.4609,1.5085,1.8866,0.6016,0.7776,0.8948,1.5563,0.3565,0.5219,1.5773,1.5854,0.5584,0.263,930.9962,2.2815,4.8557,1.2857,0.9647,1.0846
2016/9/29,0.0687,0,0.5732,-0.4753,-0.4438,0.4107,-1.3534,-0.884,-0.2169,0.5533,-1.5444,0.2649,0.3191,0.5074,0,-0.2768,-0.8654,1.534,0.086,0,-1.8903,-0.3155,-1.2138,0.1049,0.2502,0.1146,0.8959,0.5007,0.8294,0.6674,0.4513,0.4754,1.6949,0.4381,0.0203,0.4174,0.5365,0.1466,0.1016,0.4106,1.9425,1.7015,2.4608,0.9662,,3.4606,0.0681,0.1956,0.6614,0.1549,15069253472,8128371359,53488983812,14781065197,4681129252,7800385994,8801458586,8556997160,46397836884,15069253472,53488983812,15140000000,41895687748,2.40247E+11,17742549231,3170200000,5923156819,14141278049,5151830209,3793608000,3771975000,93702352098,63773372820,11797482436,,11.3124,50.1102,7.3977,321.823,116.3407,432.1106,31.612,26.6404,53.3465,6.6802,5.1385,43.9631,13.7838,8.0637,43.6563,156.9692,67.3547,30.6875,13.1959,-327.3303,63.4436,33.7072,11.9819,33.8657,598.7874,2.098,1.1063,2.1412,1.9559,3.6584,5.0795,1.9318,4.9779,4.664,1.2389,1.4873,2.3693,3.789,1.3718,0.9569,48.102,2.9428,3.1272,1.8206,45.43,9.1019,3.6966,2.5193,1.7548,6.1247,1.0248,0.6683,1.1027,0.6391,1.1639,2.2914,0.4547,1.4952,1.8825,0.6052,0.7659,0.8972,1.5613,0.3583,0.5219,1.573,1.5717,0.567,0.2632,930.9962,2.2383,4.8494,1.2701,0.9657,1.0876
2016/9/30,-0.5151,0.202,0.5066,0,0.4458,0.6135,2.9726,0.6689,0.6883,-1.0505,-0.8627,0.2642,0.2272,0.2754,0.3759,0.0694,0.291,-0.1439,0.1718,0,0.1511,0.8137,1.0397,-0.1048,0.416,0.1955,0.5636,0.4572,0.5124,0.6195,0.2491,0.6366,1.1939,0.3611,0.0364,0.4298,0.2829,0.1464,0.0617,0.4252,1.2176,1.2802,1.2098,0.9721,,1.8794,0.1072,0.1481,0.6233,0.0886,14991630257,8144792311,53759985630,14781065197,4701996098,7848241123,9063087309,8614234600,46717184430,14991630257,53759985630,15180000000,41990861959,2.40909E+11,17809250544,3172400000,5940391999,14120930886,5160682151,3793608000,3777675000,94479590138,64436423010,11785116102,,11.2541,50.2115,7.4352,321.823,116.8593,434.7616,32.5517,26.8186,53.7137,6.6157,5.0986,44.0792,13.8151,8.0859,43.8205,157.0781,67.5506,30.6433,13.2185,-327.3303,63.5395,33.9849,12.1065,33.8302,601.9814,2.0872,1.1085,2.1521,1.9559,3.6747,5.1107,1.9893,5.0112,4.6961,1.227,1.4758,2.3755,3.7976,1.3756,0.9605,48.1354,2.9513,3.1227,1.8238,45.43,9.1156,3.727,2.5455,1.7529,6.1574,1.0195,0.6697,1.1083,0.6391,1.169,2.3054,0.4682,1.5052,1.8955,0.5993,0.76,0.8995,1.5648,0.3593,0.5238,1.574,1.5763,0.5662,0.2636,930.9962,2.2417,4.8894,1.2833,0.9647,1.0935
2016/10/10,1.6914,2.0161,2.5205,2.1968,1.9231,1.4228,2.0725,2.7685,2.1767,0.5056,1.8987,3.5573,2.9465,2.8375,0,3.1207,3.4816,0.2882,2.3156,0,4.1117,0.7175,4.4902,1.8888,1.0771,0.2434,0.8171,0.8604,1.6164,0.8872,0.5886,1.2804,2.0291,0.5241,0.0169,0.4867,0.9094,0.3925,0.1652,,2.2356,2.6059,2.591,1.9642,,4.7087,0.0952,0.3831,1.6673,0.2016,15245199426,8309001833,55114994719,15105768635,4792419100,7959903090,9250923315,8852723930,47734054247,15245199426,55114994719,15720000000,43228126704,2.47744E+11,17809250544,3271400000,6147214157,14161625211,5280183367,3793608000,3933000000,95161962606,67329732930,12007710110,,11.4445,51.2238,7.6226,328.8926,119.1066,440.9473,33.2264,27.561,54.8829,6.6704,5.212,45.6473,14.2222,8.3153,43.8205,161.98,69.9025,30.7317,13.5246,-327.3303,66.152,34.2298,12.6501,34.4692,610.5607,2.1225,1.1309,2.2063,1.9989,3.7454,5.1834,2.0305,5.15,4.7983,1.2371,1.5086,2.46,3.9095,1.4146,0.9605,49.6375,3.0541,3.1317,1.866,45.43,9.4904,3.7539,2.6598,1.7861,6.2451,1.0368,0.6832,1.1362,0.6531,1.1915,2.3382,0.4779,1.5469,1.9368,0.6043,0.7769,0.9315,1.6109,0.3695,0.5238,1.6232,1.6311,0.5678,0.2697,930.9962,2.3339,4.9246,1.3409,0.9829,1.109
2016/10/11,-1.1541,1.1858,-2.0283,0.1869,0.2903,0.2004,-3.1182,-0.1078,1.919,-0.503,-0.9317,0,-0.7486,-0.356,4.1199,-0.6052,-0.1869,-0.7184,0.5029,0,-0.2899,-0.6233,-1.4324,0,-0.2459,0.2922,0.9873,0.9303,0.7786,0.882,0.6234,1.4202,2.5903,1.0815,0.0642,0.3995,0.5396,0.3391,0.1427,2.2684,2.1483,1.8661,2.2592,2.5821,,3.2479,0.0601,0.3737,1.0308,0.1866,15069253472,8407527547,53997112221,15134003716,4806330331,7975854800,8962460877,8843184356,48650077471,15069253472,53997112221,15720000000,42904534386,2.46862E+11,18542964986,3251600000,6135724037,14059889398,5306739193,3793608000,3921600000,94568789197,66365296290,12007710110,,11.3124,51.8312,7.468,329.5074,119.4524,441.8309,32.1903,27.5313,55.9361,6.6454,5.17,45.6473,14.1157,8.2857,45.6258,160.9996,69.7718,30.5109,13.5927,-327.3303,65.9603,34.0165,12.4689,34.4692,609.8774,2.098,1.1443,2.1616,2.0026,3.7563,5.1938,1.9672,5.1444,4.8904,1.2325,1.4965,2.46,3.8802,1.4096,1.0001,49.3371,3.0484,3.1092,1.8754,45.43,9.4629,3.7305,2.6217,1.7861,6.2381,1.0248,0.6913,1.1131,0.6543,1.195,2.3429,0.463,1.5452,1.9739,0.602,0.7706,0.9315,1.5989,0.3682,0.5454,1.6133,1.6281,0.5637,0.2711,930.9962,2.3271,4.8939,1.3217,0.9829,1.1078
2016/10/12,0.1717,-0.5859,-0.5646,0.8396,0.1447,0.6,-0.524,0.7551,-0.6046,-0.2022,-0.1567,-0.7634,-0.6211,-1.1166,-1.4388,0.8119,0.6554,-1.6643,-1.0008,0,0.5814,-0.5824,0.4541,0.5149,-1.0682,0.0947,0.8314,0.4741,1.7342,0.8316,0.8716,0.7066,2.706,0.5746,0.0101,0.3064,0.3225,0.3022,0.112,0.9122,1.7045,2.1577,2.0705,1.597,,4.1505,0.0434,0.1346,0.8729,0.1776,15095127877,8358264690,53692235175,15261061583,4813285947,8023709929,8915501875,8909961369,48355941574,15095127877,53692235175,15600000000,42638046595,2.44106E+11,18276159735,3278000000,6175939457,13825897027,5253627541,3793608000,3944400000,94017985317,66666682740,12069541779,,11.3318,51.5275,7.4258,332.2738,119.6252,444.4819,32.0216,27.7392,55.5979,6.6477,5.1742,45.2988,14.0281,8.1932,44.9693,162.3068,70.2291,30.0031,13.4566,-327.3303,66.3437,33.8183,12.5256,34.6467,604.8014,2.1016,1.1376,2.1494,2.0194,3.7617,5.2249,1.9569,5.1832,4.8608,1.2329,1.4977,2.4412,3.8561,1.3939,0.9857,49.7376,3.0684,3.0575,1.8566,45.43,9.5179,3.7088,2.6336,1.7952,6.1862,1.0266,0.6872,1.1069,0.6598,1.1967,2.357,0.4606,1.5569,1.962,0.6022,0.7712,0.9244,1.5889,0.3641,0.5376,1.6264,1.6388,0.5543,0.2684,930.9962,2.3407,4.8654,1.3277,0.988,1.0986
2016/10/13,4.0453,-0.1965,0.5678,-0.185,-0.1445,0.5964,-1.7306,-1.1777,-0.3997,0.4053,0.7064,-0.8974,-0.3125,0.9033,0.365,-1.3423,-0.7442,-1.6188,-0.0842,0,-0.3613,-0.4957,-1.2658,0.1025,-0.2492,0.3175,0.6707,0.3208,0.9834,0.6958,0.6526,0.8658,1.7325,0.5307,0.0115,0.2506,0.4979,0.3177,0.1093,0.475,1.5527,1.7096,1.6792,1.3477,,2.5732,0.0553,0.1093,0.814,0.1292,15705763835,8341843738,53997112221,15232826502,4806330331,8071565058,8761208013,8805026064,48162652269,15705763835,53997112221,15460000000,42504802700,2.46311E+11,18342861048,3234000000,6129978977,13602078238,5249201570,3793608000,3930150000,93551920496,65822800680,12081908113,,11.7902,51.4263,7.6918,331.659,119.4524,447.1329,31.4675,27.4125,55.3756,6.6791,5.3706,44.8923,13.9842,8.2672,45.1334,160.1282,69.7065,29.5174,13.4453,-327.3303,66.1041,33.6507,12.367,34.6822,603.6353,2.1866,1.1353,2.2264,2.0157,3.7563,5.2561,1.923,5.1222,4.8414,1.2387,1.5545,2.4193,3.8441,1.4065,0.9893,49.07,3.0455,3.008,1.8551,45.43,9.4835,3.6904,2.6002,1.7971,6.1743,1.0681,0.6859,1.1465,0.6586,1.195,2.371,0.4526,1.5385,1.9542,0.6051,0.8005,0.9161,1.584,0.3674,0.5395,1.6046,1.6266,0.5454,0.2682,930.9962,2.3322,4.8413,1.3109,0.989,1.0965
2016/10/14,-1.1862,0.1969,-0.5019,0.9268,-0.2894,0,0.6891,-0.9751,-0.0698,0.555,0.1559,0.1294,-0.4478,0.1791,-0.7273,-2.1769,-0.8435,-0.9723,-0.1686,0,-0.6526,0.2717,0.641,-0.8188,-2.0816,0.1651,0.6619,0.3673,1.5803,0.5804,0.5881,0.3952,1.7581,0.4368,0.0339,0.1403,0.482,0.2718,0.0717,0.5534,2.8613,1.6993,1.5074,1.974,,2.1412,0.0601,0.1186,0.7984,0.4554,15519468119,8358264690,53726110403,15374001909,4792419100,8071565058,8821583872,8719169905,48129036738,15519468119,53726110403,15480000000,42314454277,2.46752E+11,18209458422,3163600000,6078273438,13469821681,5240349628,3793608000,3904500000,93806137671,66244741710,11982977443,,11.6503,51.5275,7.6532,334.7328,119.1066,447.1329,31.6843,27.1453,55.337,6.7027,5.3682,44.9504,13.9216,8.282,44.8052,156.6424,69.1185,29.2304,13.4226,-327.3303,65.6726,33.7421,12.4463,34.3982,589.8492,2.1607,1.1376,2.2152,2.0344,3.7454,5.2561,1.9363,5.0723,4.838,1.2431,1.5538,2.4225,3.8269,1.409,0.9821,48.0018,3.0198,2.9787,1.8519,45.43,9.4216,3.7004,2.6169,1.7824,6.0333,1.0554,0.6872,1.1408,0.6647,1.1915,2.371,0.4557,1.5235,1.9528,0.6072,0.8002,0.9173,1.5769,0.368,0.5356,1.5697,1.6128,0.5401,0.2677,930.9962,2.317,4.8544,1.3193,0.9809,1.0714
2016/10/17,-3.2344,-0.1965,-0.9458,-0.9183,-0.8708,-1.1858,-2.9658,0.8206,-0.8556,-2.9102,-1.7899,-1.5504,0.09,-0.849,-0.7326,-1.3908,-1.5123,0.9819,-1.0135,0,3.2847,1.355,-1.0919,-1.7544,-10.034,0.1978,1.1688,0.3946,2.1964,0.9314,0.7923,0.8143,2.5738,0.533,0.0354,0.3749,0.545,0.3297,0.0788,0.5335,1.9352,2.0885,2.2255,1.4354,,8.6248,0.1113,0.12,1.4292,1.7683,15017504662,8341843738,53217981994,15232826502,4750685407,7975854800,8559955149,8790716704,47717246482,15017504662,53217981994,15240000000,42352523962,2.44657E+11,18076055796,3119600000,5986352478,13602078238,5187237977,3793608000,4032750000,95077223547,65521414230,11772749768,,11.2735,51.4263,7.5808,331.659,118.0694,441.8309,30.7446,27.368,54.8635,6.5283,5.2888,44.2535,13.9341,8.2117,44.4769,154.4638,68.0733,29.5174,13.2866,-327.3303,67.8298,34.1993,12.3104,33.7947,532.4178,2.0908,1.1353,2.1942,2.0157,3.7128,5.1938,1.8788,5.1139,4.7966,1.2108,1.5308,2.3849,3.8303,1.397,0.9749,47.3342,2.9742,3.008,1.8332,45.43,9.7311,3.7506,2.5883,1.7511,5.4458,1.0213,0.6859,1.13,0.6586,1.1811,2.3429,0.4422,1.536,1.9361,0.5914,0.7883,0.9031,1.5783,0.3649,0.5317,1.5479,1.5885,0.5454,0.265,930.9962,2.3931,4.9202,1.3049,0.9637,0.9671
