ÈÕÆÚ,000017.SZ,000913.SZ,002105.SZ,200017.SZ,200054.SZ,600099.SH,600679.SH,600877.SH,603129.SH,603766.SH,603776.SH,603787.SH,900916.SH,000017.SZ,000913.SZ,002105.SZ,200017.SZ,200054.SZ,600099.SH,600679.SH,600877.SH,603129.SH,603766.SH,603776.SH,603787.SH,900916.SH,000017.SZ,000913.SZ,002105.SZ,200017.SZ,200054.SZ,600099.SH,600679.SH,600877.SH,603129.SH,603766.SH,603776.SH,603787.SH,900916.SH,000017.SZ,000913.SZ,002105.SZ,200017.SZ,200054.SZ,600099.SH,600679.SH,600877.SH,603129.SH,603766.SH,603776.SH,603787.SH,900916.SH,000017.SZ,000913.SZ,002105.SZ,200017.SZ,200054.SZ,600099.SH,600679.SH,600877.SH,603129.SH,603766.SH,603776.SH,603787.SH,900916.SH,000017.SZ,000913.SZ,002105.SZ,200017.SZ,200054.SZ,600099.SH,600679.SH,600877.SH,603129.SH,603766.SH,603776.SH,603787.SH,900916.SH
2014/12/9,0.2567,-9.6953,-8.8435,-5.1948,-3.6675,-6.6143,-5.1825,-9.4131,,0,,,-7.1118,3.2383,4.727,4.3395,0.853,0.9083,4.491,2.511,8.8731,,,,,2.2458,2366242701,2956404982,2693400000,2366242701,,1825269600,2364435409,5621967087,,6551416517,,,2364435409,2.7336,218.3523,637.895,1.0092,64.1188,4541.66,524.3535,-23.4148,,24.0165,,,158.1854,614.8538,1.3203,5.1378,226.9963,4.9239,3.8212,7.7184,30.6026,,3.6968,,,2.3285,15.8829,0.8995,1.8586,5.8637,0.394,6.5102,6.4828,3.569,,2.039,,,1.9557
2014/12/10,1.0243,1.6871,4.4776,2.4658,1.269,2.8812,1.4627,3.0562,,0,,,4.2188,1.9095,2.2559,2.4771,0.3029,0.217,2.0629,1.44,4.6284,,,,,1.1078,2390480782,3006282981,2814000000,2390480782,,1877858400,2399019145,5793787597,,6551416517,,,2399019145,2.7616,222.0361,666.4575,1.0333,64.8798,4672.5122,532.023,-24.1304,,24.0165,,,164.7619,621.1519,1.3426,5.3679,232.405,4.9824,3.9313,7.8313,31.5379,,3.6968,,,2.4253,16.0455,0.9147,1.9418,6.0035,0.3987,6.6978,6.5776,3.6781,,2.039,,,2.037
2014/12/11,1.9011,0.905,3.5714,-0.5348,2.1303,2.6838,1.2898,3.796,,0,,,1.949,1.8729,2.0577,3.5238,0.6607,0.4857,2.6296,1.5564,4.328,,,,,0.8729,2435927185,3033489161,2914500000,2435927185,,1928256000,2429962488,6013717850,,6551416517,,,2429962488,2.8141,224.0455,690.2596,1.0272,66.2267,4797.9122,538.8852,-25.0463,,24.0165,,,167.8579,632.9609,1.3547,5.5596,231.0392,5.0858,4.0368,7.9323,32.7351,,3.6968,,,2.4708,16.3506,0.923,2.0111,5.9682,0.407,6.8776,6.6624,3.8177,,2.039,,,2.0753
2014/12/12,-0.6219,1.0463,-0.2299,0.8065,-2.9448,0.3409,-0.3745,-0.5714,,0,,,-0.2941,1.4553,1.3908,2.5442,0.3788,0.199,1.5953,1.3235,2.6975,,,,,0.498,2420778384,3065229706,2907800000,2420778384,,1934829600,2420861505,5979353748,,6551416517,,,2420861505,2.7966,226.3898,688.6728,1.036,64.3091,4814.2687,536.8669,-24.9032,,24.0165,,,167.449,629.0246,1.3689,5.5468,233.0205,4.9385,4.0505,7.9026,32.548,,3.6968,,,2.4648,16.2489,0.9326,2.0065,6.0194,0.3952,6.901,6.6375,3.7959,,2.039,,,2.0702
2014/12/15,3.7547,1.4793,1.1521,1.8667,-0.2528,1.1325,0.9774,-0.8046,,0,,,-0.7375,2.5268,1.5048,2.4394,0.3775,0.2543,2.0247,1.0782,3.0389,,,,,0.5882,2511671189,3110573340,2941300000,2511671189,,1956741600,2444524061,5931244005,,6551416517,,,2444524061,2.9016,229.7387,696.6068,1.0547,64.1091,4868.7904,542.1145,-24.7029,,24.0165,,,166.1272,652.6425,1.3891,5.6107,237.2319,4.9232,4.0964,7.9798,32.2862,,3.6968,,,2.4454,16.859,0.9464,2.0296,6.1282,0.394,6.9792,6.7024,3.7654,,2.039,,,2.0539
2014/12/16,-1.3269,-1.312,-1.9362,-0.7853,1.3942,-0.224,-1.1169,2.4334,,0,,,0.2972,2.369,1.3228,2.0304,0.2332,0.2835,1.5332,1.086,4.0233,,,,,0.5355,2478343827,3069764069,2884350000,2478343827,,1952359200,2417221111,6075573234,,6551416517,,,2417221111,2.8631,226.7247,683.1189,1.0468,65.0276,4857.8861,536.0596,-25.304,,24.0165,,,166.7026,643.9826,1.3709,5.5021,235.4584,4.9937,4.0872,7.8907,33.0718,,3.6968,,,2.4538,16.6353,0.934,1.9903,6.0823,0.3996,6.9635,6.6275,3.857,,2.039,,,2.061
2014/12/17,-3.912,-1.4771,-1.0453,-1.5831,-2.625,-3.2548,-1.6566,-1.1312,,0,,,-1.037,2.1889,1.5322,2.4664,0.2044,0.2857,2.0068,1.3118,3.1409,,,,,0.2925,2381391501,3024420434,2854200000,2381391501,,1888814400,2377176786,6006845030,,6551416517,,,2377176786,2.7511,223.3757,675.9783,1.0293,63.2645,4699.7731,527.1791,-25.0177,,24.0165,,,164.8525,618.7901,1.3507,5.4446,231.5252,4.8583,3.9542,7.76,32.6977,,3.6968,,,2.4266,15.9845,0.9202,1.9695,5.9807,0.3888,6.7369,6.5177,3.8134,,2.039,,,2.0381
2014/12/18,-0.2545,0,9.9765,-1.3405,-1.1553,1.6241,0.7657,3.6613,,0,,,0,1.0785,1.022,6.0406,0.2776,0.2866,1.0979,1.1507,5.2039,,,,,0.4178,2375331981,3024420434,3138950000,2375331981,,1919491200,2395378752,6226775282,,6551416517,,,2395378752,2.7441,223.3757,743.4175,1.0164,62.5859,4776.1035,531.2157,-25.9337,,24.0165,,,165.0089,617.2156,1.3507,5.9877,228.6129,4.8062,4.0184,7.8194,33.8949,,3.6968,,,2.4289,15.9439,0.9202,2.166,5.9055,0.3846,6.8463,6.5676,3.953,,2.039,,,2.0401
2014/12/19,-1.6582,-3.1484,0.4269,-1.087,-0.6494,0,2.1277,-1.3245,,-6.4927,,,2.0958,1.3317,1.4135,10.7589,0.2833,0.3223,1.9588,2.6752,4.072,,11.9938,,,1.1804,2335945099,2929198802,3152350000,2335945099,,1919491200,2446344257,6144301438,,6126051488,,,2446344257,2.6986,216.3429,746.5911,1.0055,62.1882,4776.1035,542.5181,-25.5902,,22.4572,,,168.4947,606.9812,1.3081,6.0133,226.1595,4.7757,4.0184,7.9858,33.4459,,3.4568,,,2.4802,15.6795,0.8912,2.1752,5.8421,0.3822,6.8463,6.7074,3.9006,,1.9067,,,2.0832
2014/12/22,-8.69,-4.9536,-7.7577,-9.0659,-3.7908,-9.9315,-9.375,-8.8367,,-9.9935,,,-4.3988,2.2681,1.7077,6.3797,0.6898,0.3072,2.8914,2.3042,5.0109,,6.5646,,,0.668,2132951167,2784099171,2907800000,2132951167,,1728856800,2216999483,5601348626,,5513843877,,,2216999483,2.4641,205.6262,688.6728,0.9147,59.8535,4301.7644,491.6571,-23.3289,,20.2129,,,161.1224,554.2344,1.2433,5.5468,205.7342,4.5964,3.6193,7.2371,30.4904,,3.1113,,,2.3717,14.3169,0.8471,2.0065,5.3145,0.3678,6.1664,6.0785,3.556,,1.7161,,,1.992
2014/12/23,-0.2841,0.3257,-10.023,1.2085,-0.6793,-0.7605,-4.1872,-3.1902,,-2.5955,,,-1.0736,1.1108,0.9127,3.8788,0.3064,0.2265,1.4576,1.4823,2.5591,,4.4158,,,0.2754,2126891646,2793167898,2616350000,2126891646,,1715709600,2124169456,5422655296,,5370730409,,,2124169456,2.4571,206.296,619.6468,0.9256,59.4386,4269.0514,471.0704,-22.5846,,19.6883,,,159.4186,552.6599,1.2474,4.9909,208.1914,4.5645,3.5918,6.9341,29.5177,,3.0305,,,2.3466,14.2763,0.8498,1.8054,5.378,0.3653,6.1195,5.824,3.4425,,1.6716,,,1.971
2014/12/24,2.1368,1.1364,-3.073,1.194,0.4104,3.0651,3.856,2.2814,,5.3294,,,1.8605,0.9711,0.7579,3.7327,0.1861,0.0443,1.4986,1.0333,2.0482,,5.1099,,,0.1688,2172338049,2824908442,2535950000,2172338049,,1768298400,2206078303,5546366063,,5656957344,,,2206078303,2.5096,208.6403,600.6052,0.9368,59.6893,4399.9035,489.2351,-23.0999,,20.7376,,,162.4296,564.4689,1.2616,4.8375,210.7013,4.5838,3.7019,7.2015,30.1911,,3.1921,,,2.3909,14.5813,0.8595,1.7499,5.4428,0.3668,6.307,6.0486,3.521,,1.7607,,,2.0082
2014/12/25,1.3947,0.4815,3.5667,1.7699,0.8174,1.9827,0.0825,0.1239,,1.546,,,0.9132,1.1477,0.841,3.4283,0.1949,0.058,1.331,0.6375,1.9632,,2.5149,,,0.1699,2202635651,2838511532,2626400000,2202635651,,1803357600,2207898500,5553238883,,5744415575,,,2207898500,2.5446,209.645,622.027,0.9524,60.1162,4487.1383,489.6388,-23.1285,,21.0582,,,163.822,572.3415,1.2676,5.01,214.2132,4.6166,3.7753,7.2074,30.2285,,3.2414,,,2.4114,14.7847,0.8636,1.8123,5.5335,0.3694,6.4321,6.0536,3.5254,,1.7879,,,2.0254
2014/12/26,-0.5502,-0.1597,-2.4235,0.2899,2.1622,3.1592,1.1542,1.2376,,-0.6228,,,0.1508,0.9589,0.775,3.2058,0.2031,0.1049,1.838,0.9522,1.8504,,2.9318,,,0.2567,2190516610,2833977169,2562750000,2190516610,,1860328800,2233381253,5621967087,,5708637208,,,2233381253,2.5306,209.3101,606.9524,0.9549,61.3997,4628.8948,495.29,-23.4148,,20.927,,,163.9967,569.1925,1.2656,4.8886,214.7769,4.7151,3.8946,7.2906,30.6026,,3.2212,,,2.414,14.7033,0.8623,1.7684,5.5481,0.3773,6.6353,6.1235,3.569,,1.7767,,,2.0276
2014/12/29,-2.9046,-2.24,-2.3529,-3.4682,-1.3228,-2.4735,-2.771,-2.8117,,-5.9889,,,-2.1084,1.0207,1.0017,2.9648,0.5124,0.1295,1.2556,1.043,2.3297,,5.001,,,0.5675,2126891646,2770496080,2502450000,2126891646,,1814313600,2171494568,5463892218,,5366755035,,,2171494568,2.4571,204.6215,592.6711,0.9219,60.5975,4514.3992,481.5656,-22.7564,,19.6737,,,160.5888,552.6599,1.2373,4.7736,207.3622,4.6535,3.7982,7.0886,29.7422,,3.0283,,,2.3638,14.2763,0.8429,1.7268,5.3566,0.3724,6.4712,5.9538,3.4687,,1.6703,,,1.9854
2014/12/30,-4.2735,-2.1277,-4.4177,-7.1856,-1.8767,-3.2609,-2.1794,-6.4151,,-3.5556,,,0,1.7023,1.1856,2.9664,1.2246,0.0645,1.0613,1.0929,3.5349,,4.3796,,,0.1396,2035998841,2711549355,2391900000,2035998841,,1755151200,2124169456,5113378378,,5175937078,,,2124169456,2.3521,200.2679,566.4889,0.8563,59.5025,4367.1905,471.0704,-21.2966,,18.9742,,,160.6387,529.0419,1.2109,4.5627,192.5986,4.5694,3.6744,6.9341,27.8342,,2.9206,,,2.3646,13.6662,0.825,1.6505,4.9752,0.3657,6.2602,5.824,3.2462,,1.6109,,,1.986
2014/12/31,2.5298,1.6722,0.7003,4.1935,1.0929,0.3745,-0.0857,0.1344,,3.2258,,,0.4615,0.9804,0.8667,1.6123,0.6454,0.228,1.1827,0.8202,1.8132,,3.9477,,,0.1977,2087509690,2756892990,2408650000,2087509690,,1761724800,2122349259,5120251198,,5342902790,,,2122349259,2.4116,203.6169,570.4559,0.8918,60.13,4383.547,470.6668,-21.3252,,19.5863,,,161.2904,542.4254,1.2312,4.5947,200.599,4.6176,3.6881,6.9281,27.8716,,3.0148,,,2.3742,14.0119,0.8388,1.6621,5.1819,0.3695,6.2836,5.819,3.2505,,1.6629,,,1.9941
2015/1/5,1.3062,1.4803,0.4172,-0.3096,0,1.99,2.4871,-0.1342,,2.6786,,,1.3783,1.0635,0.9349,1.8444,0.5222,0.3475,1.1312,0.8534,2.5188,,2.9268,,,0.2711,2114777596,2797702261,2418700000,2114777596,,1796784000,2175134961,5113378378,,5486016258,,,2175134961,787.6917,-14.3025,465.89,286.9402,-5.2215,613.4154,109.4928,444.6323,,18.1988,,,37.1507,323.3047,1.3494,4.6149,117.7734,40.2719,3.8258,6.3558,26.6587,,2.7126,,,2.1565,18.1468,1.1642,1.5147,6.6105,0.3955,5.0213,6.9341,3.7609,,1.6719,,,2.3527
2015/1/6,1.2894,2.269,4.4321,-0.6211,7.2973,1.8293,1.4226,2.957,,6.0145,,,1.3595,1.0761,1.3665,3.6072,0.3339,0.5594,1.214,1.1647,2.7199,,5.1716,,,0.5012,2142045502,2861183350,2525900000,2142045502,,1829652000,2206078303,5264580426,,5815972308,,,2206078303,797.8482,-14.6271,486.5389,285.2302,-5.6039,624.6364,111.0504,457.7801,,19.2934,,,37.6607,327.4734,1.38,4.8194,117.0715,43.2216,3.8958,6.4463,27.447,,2.8758,,,2.1861,18.3808,1.1906,1.5818,6.5711,0.4245,5.1131,7.0328,3.8722,,1.7725,,,2.385
2015/1/7,-0.1414,-0.6339,-0.3979,3.75,-0.6297,0.1198,0.2475,-1.1749,,-1.7088,,,-0.149,0.8536,1.3923,2.4894,0.5562,0.0971,1.2987,1.0319,1.5124,,2.8563,,,0.1844,2139015735,2843045896,2515850000,2139015735,,1831843200,2211538893,5202725043,,5716587956,,,2211538893,796.7197,-14.5343,484.6031,296.0275,-5.5705,625.3845,111.3253,452.4015,,18.9637,,,37.6126,327.0102,1.3713,4.8003,121.5032,42.9641,3.9005,6.4622,27.1245,,2.8266,,,2.1833,18.3548,1.183,1.5755,6.8199,0.422,5.1192,7.0502,3.8267,,1.7422,,,2.382
2015/1/8,10.0567,-0.4785,0.5326,9.9398,-1.1407,2.6316,0.5761,0.3963,,-0.5563,,,-0.7463,3.5126,0.7983,2.5532,1.171,0.418,1.9683,1.2473,1.4984,,2.0953,,,0.2943,2354129215,2829442805,2529250000,2354129215,,1880049600,2224280270,5223343504,,5684784963,,,2224280270,876.8431,-14.4648,487.1842,325.6208,-5.5098,641.842,111.9667,454.1943,,18.8582,,,37.352,359.8965,1.3647,4.8258,133.6497,42.496,4.0031,6.4994,27.232,,2.8109,,,2.1682,20.2007,1.1774,1.5839,7.5016,0.4174,5.254,7.0908,3.8418,,1.7325,,,2.3655
2015/1/9,5.9202,-0.3205,-3.1788,3.0137,-0.641,-3.1469,-2.8642,0.1316,,-2.0979,,,0.4511,8.8692,0.5477,2.1403,2.0391,0.0742,1.6902,0.9748,1.4444,,2.4332,,,0.1588,2493498513,2820374078,2448850000,2493498513,,1820887200,2160573388,5230216324,,5565523740,,,2160573388,928.754,-14.4184,471.6975,335.3958,-5.4739,621.6442,108.7598,454.792,,18.4626,,,37.5168,381.2031,1.3603,4.6724,137.6618,42.2188,3.8771,6.3133,27.2678,,2.7519,,,2.1778,21.3966,1.1736,1.5336,7.7268,0.4146,5.0886,6.8877,3.8469,,1.6961,,,2.3759
2015/1/12,-6.5614,-2.09,-0.4104,-3.9894,-1.2903,-2.8881,-2.2746,-5.1248,,-4.1429,,,-1.497,3.3058,0.6057,1.2054,0.5924,0.0393,0.8812,0.9121,1.3141,,2.6676,,,0.2561,2329891077,2761427353,2438800000,2329891077,,1768298400,2111428079,4962176329,,5334952042,,,2111428079,867.8151,-14.1171,469.7617,321.7468,-5.3988,603.6905,106.2859,431.4846,,17.6977,,,36.9172,356.191,1.3319,4.6533,132.0596,41.6393,3.7652,6.1697,25.8704,,2.6379,,,2.143,19.9927,1.1491,1.5273,7.4124,0.409,4.9417,6.7311,3.6497,,1.6259,,,2.338
2015/1/13,-1.9506,0.4926,3.1593,1.9391,2.7451,0.6196,1.1207,1.108,,4.0984,,,0.304,2.3302,0.3909,1.7597,0.3361,0.2065,0.7796,0.5514,0.9074,,2.2839,,,0.1106,2284444567,2775030444,2515850000,2284444567,,1779254400,2135090635,5017158892,,5553597618,,,2135090635,850.8876,-14.1866,484.6031,327.7863,-5.5436,607.4309,107.477,436.2656,,18.423,,,37.0065,349.2432,1.3385,4.8003,134.5385,42.7563,3.7885,6.2388,26.157,,2.746,,,2.1482,19.6027,1.1547,1.5755,7.5515,0.4199,4.9723,6.8065,3.6902,,1.6925,,,2.3436
2015/1/14,-1.3263,-0.817,2.9294,-1.3587,-2.2901,-1.1084,0.1705,0.411,,0.7874,,,0.4545,1.7429,0.4148,4.0313,0.2438,0.0668,0.8311,0.4862,1.0603,,2.4079,,,0.1206,2254146894,2752358626,2589550000,2254146894,,1759533600,2138731029,5037777353,,5597326733,,,2138731029,839.6027,-14.0707,498.7992,323.3736,-5.4173,600.6983,107.6603,438.0585,,18.5681,,,37.1807,344.6114,1.3275,4.9409,132.7273,41.7824,3.7465,6.2495,26.2645,,2.7677,,,2.1583,19.3428,1.1453,1.6217,7.4499,0.4104,4.9172,6.8181,3.7053,,1.7058,,,2.3546
2015/1/15,0.1344,0.3295,-1.423,-0.551,0.2604,1.2453,1.617,0.5457,,3.6222,,,0.905,1.6261,0.5228,3.2862,0.3225,0.1837,0.897,0.5772,0.9909,,4.5058,,,0.1151,2257176661,2761427353,2552700000,2257176661,,1781445600,2173314764,5065268635,,5800070812,,,2173314764,840.7312,-14.1171,491.7011,321.5023,-5.4299,608.179,109.4012,440.449,,19.2406,,,37.5099,345.0745,1.3319,4.8706,131.9593,41.8796,3.7932,6.3505,26.4078,,2.8679,,,2.1774,19.3687,1.1491,1.5986,7.4068,0.4113,4.9784,6.9283,3.7256,,1.7676,,,2.3755
2015/1/16,3.7584,1.8062,0.1312,3.3241,-1.2987,1.23,1.5913,-0.2714,,0.2056,,,0.5979,1.907,0.8008,1.8965,0.6437,0.1817,0.6992,1.0323,1.2403,,3.1118,,,0.1631,2342010146,2811305351,2556050000,2342010146,,1803357600,2207898500,5051522994,,5811996934,,,2207898500,872.3291,-14.3721,492.3464,332.2568,-5.3605,615.6596,111.1421,439.2537,,19.2802,,,37.7311,358.0438,1.356,4.877,136.3734,41.3441,3.8398,6.4516,26.3362,,2.8738,,,2.1902,20.0967,1.1698,1.6007,7.6545,0.4061,5.0396,7.0386,3.7154,,1.7712,,,2.3895
2015/1/19,-5.1746,-2.9032,-1.7038,-3.7534,-4.4737,-2.3086,0.6595,-8.8435,,-3.6252,,,-2.526,1.8142,1.0522,3.3728,0.4472,0.2371,1.4549,1.8105,2.5889,,2.9605,,,0.4144,2220819453,2729686809,2512500000,2220819453,,1761724800,2222460073,4604789668,,5601302107,,,2222460073,827.1892,-13.9548,483.9578,320.0412,-5.1248,601.4463,111.8751,400.4082,,18.5813,,,36.8032,339.5163,1.3166,4.7939,131.3596,39.526,3.7512,6.4941,24.0071,,2.7696,,,2.1364,19.0568,1.1359,1.5734,7.3731,0.3882,4.9233,7.085,3.3869,,1.707,,,2.3307
2015/1/20,4.502,2.8239,4.8,2.507,2.0661,3.2338,6.3063,3.1343,,5.252,,,3.6585,1.8804,0.7029,3.4319,0.3298,0.0842,1.1575,3.2416,1.5859,,3.2238,,,0.4214,2320801775,2806770988,2633100000,2320801775,,1818696000,2362615213,4749118896,,5895479790,,,2362615213,864.4296,-14.3489,507.1878,327.9732,-5.2292,620.8961,118.9303,412.9583,,19.5571,,,38.1472,354.8015,1.3538,5.024,134.6152,40.3314,3.8725,6.9037,24.7596,,2.9151,,,2.2144,19.9147,1.1679,1.6489,7.5558,0.3961,5.0825,7.5318,3.493,,1.7967,,,2.4158
2015/1/21,1.8277,6.462,7.1247,0,0.4049,3.6145,0,3.4732,,1.8881,,,0,2.1052,2.9628,8.997,0.4182,0.1075,2.5014,,1.5595,,3.8789,,,,2363218517,2988145527,2820700000,2363218517,,1884432000,2362615213,4914066586,,6006790265,,,2362615213,880.2286,-15.2761,543.3233,328.2057,-5.2541,643.3381,118.9303,427.3012,,19.9264,,,38.1734,361.2861,1.4413,5.3819,134.7107,40.5234,4.0124,6.9037,25.6195,,2.9701,,,2.2159,20.2787,1.2434,1.7664,7.5612,0.398,5.2662,7.5318,3.6143,,1.8306,,,2.4175
2015/1/22,0.3846,1.3657,-0.4751,0.2717,0.672,1.5116,0,4.4755,,-1.1913,,,0,1.7122,3.4678,5.5276,0.3002,0.103,1.7263,,2.9126,,3.9143,,,,2372307819,3028954798,2807300000,2372307819,,1912917600,2362615213,5133996839,,5935233531,,,2362615213,883.6141,-15.4848,540.7422,329.0143,-5.2881,653.063,118.9303,446.4252,,19.689,,,38.1603,362.6757,1.461,5.3564,135.0425,40.7854,4.0731,6.9037,26.7662,,2.9347,,,2.2151,20.3567,1.2604,1.758,7.5798,0.4006,5.3458,7.5318,3.7761,,1.8088,,,2.4167
2015/1/23,2.5543,-2.5449,-1.432,1.897,0.8011,5.6128,0,-1.071,,-2.3443,,,0,3.5639,2.4061,3.8089,0.5571,0.096,6.4559,,1.945,,3.0481,,,,2432903166,2951870619,2767100000,2432903166,,2020286400,2362615213,5079014276,,5796095438,,,2362615213,906.1841,-15.0907,532.9989,335.7268,-5.3379,689.7183,118.9303,441.6442,,19.2274,,,38.2195,371.9394,1.4238,5.2796,137.7976,41.1699,4.3017,6.9037,26.4795,,2.8659,,,2.2186,20.8767,1.2283,1.7329,7.7345,0.4043,5.6459,7.5318,3.7357,,1.7664,,,2.4204
2015/1/26,1.9925,3.0722,4.3584,0.5319,-1.0596,-0.1085,0,3.6536,,5.0069,,,0,3.0699,2.0794,5.184,0.475,0.1271,3.7853,,2.2816,,5.4065,,,,2481379443,3042557888,2887700000,2481379443,,2018095200,2362615213,5264580426,,6086297747,,,2362615213,924.24,-15.5543,556.2288,337.7642,-5.2853,688.9703,118.9303,457.7801,,20.1901,,,38.2456,379.3504,1.4675,5.5098,138.6339,40.764,4.297,6.9037,27.447,,3.0094,,,2.2201,21.2926,1.2661,1.8084,7.7814,0.4004,5.6397,7.5318,3.8722,,1.8548,,,2.4221
2015/1/27,0.6105,-1.6393,4.8724,1.3228,0.9371,-0.1086,0,0.9138,,-1.1757,,,0,2.9567,1.8984,6.9923,0.5364,0.2451,3.0468,,2.5331,,3.8706,,,,2496528280,2992679890,3028400000,2496528280,,2015904000,2362615213,5312690169,,6014741013,,,2362615213,929.8825,-15.2993,583.3305,342.111,-5.3329,688.2222,118.9303,461.9634,,19.9528,,,38.2332,381.6663,1.4435,5.7782,140.418,41.1315,4.2924,6.9037,27.6978,,2.9741,,,2.2194,21.4226,1.2453,1.8965,7.8815,0.404,5.6336,7.5318,3.9075,,1.833,,,2.4213
2015/1/28,-0.8495,-0.7576,-1.7699,0,0.1326,-1.087,0,-1.2937,,-1.1897,,,0,1.6716,0.7929,6.2354,0.3248,0.1153,1.8655,,1.6168,,1.8474,,,,2475319909,2970008073,2974800000,2475319909,,1993992000,2362615213,5243961965,,5943184280,,,2362615213,921.983,-15.1834,573.006,341.6701,-5.3331,680.7415,118.9303,455.9872,,19.7154,,,38.1821,378.424,1.4325,5.6759,140.2371,41.1329,4.2457,6.9037,27.3395,,2.9387,,,2.2164,21.2406,1.2359,1.8629,7.8714,0.404,5.5724,7.5318,3.857,,1.8112,,,2.4181
2015/1/29,0.612,0.1527,-2.5901,0,-0.6623,-1.0989,0,-1.8349,,-1.5385,,,0,2.133,0.9085,2.5571,0.4449,0.0593,2.5699,,1.1589,,2.3625,,,,2490468745,2974542436,2897750000,2490468745,,1972080000,2362615213,5147742480,,5851750675,,,2362615213,927.6255,-15.2066,558.1647,341.9597,-5.3023,673.2608,118.9303,447.6205,,19.4121,,,38.2151,380.74,1.4347,5.5289,140.3559,40.8952,4.1991,6.9037,26.8378,,2.8935,,,2.2183,21.3706,1.2378,1.8147,7.8781,0.4016,5.5111,7.5318,3.7862,,1.7834,,,2.4202
2015/1/30,-1.3382,-1.9817,-0.578,-1.0444,0.6667,-2,0,-1.3351,,-1.4266,,,0,1.7276,1.1637,1.7591,0.3469,0.0631,1.2636,,0.9191,,1.6231,,,,2457141305,2915595711,2881000000,2457141305,,1932638400,2362615213,5079014276,,5768267819,,,2362615213,915.212,-14.9052,554.9383,338.5894,-5.3408,659.7956,118.9303,441.6442,,19.1351,,,38.2369,375.6449,1.4063,5.497,138.9726,41.1923,4.1151,6.9037,26.4795,,2.8522,,,2.2196,21.0846,1.2132,1.8042,7.8004,0.4046,5.4009,7.5318,3.7357,,1.7579,,,2.4215
2015/2/2,-1.8496,-1.0886,1.1628,-1.847,-0.1325,0.4535,0,-0.9472,,-2.8256,,,0,1.0243,0.8317,1.9867,0.3013,0.0602,1.0823,,0.9109,,2.2843,,,,2411694795,2883855167,2914500000,2411694795,,1941403200,2362615213,5030904533,,5605277481,,,2362615213,898.2846,-14.743,561.3911,332.3987,-5.3347,662.7879,118.9303,437.4609,,18.5944,,,38.2462,368.6971,1.391,5.5609,136.4316,41.1455,4.1338,6.9037,26.2287,,2.7716,,,2.2201,20.6947,1.2,1.8252,7.6578,0.4041,5.4254,7.5318,3.7003,,1.7082,,,2.4221
2015/2/3,0.8794,1.1006,1.1494,0.8065,0.7958,2.2573,0,0.6831,,1.9858,,,0,0.7567,0.6861,1.8371,0.3153,0.1268,1.6286,,0.8933,,2.2423,,,,2432903166,2915595711,2948000000,2432903166,,1985227200,2362615213,5065268635,,5716587956,,,2362615213,906.1841,-14.9052,567.8438,334.9481,-5.3751,677.7492,118.9303,440.449,,18.9637,,,38.2363,371.9394,1.4063,5.6248,137.478,41.4567,4.2271,6.9037,26.4078,,2.8266,,,2.2195,20.8767,1.2132,1.8461,7.7165,0.4072,5.5479,7.5318,3.7256,,1.7422,,,2.4215
2015/2/4,1.4944,0.6221,-2.1591,1.3333,-0.9211,-0.7726,0,-0.6784,,-1.7385,,,0,1.5993,0.6942,1.8183,0.5824,0.0691,1.0124,,1.0188,,2.0676,,,,2469260374,2933733165,2884350000,2469260374,,1969888800,2362615213,5030904533,,5617203603,,,2362615213,919.726,-14.998,555.5836,339.1225,-5.321,672.5128,118.9303,437.4609,,18.634,,,38.2045,377.4976,1.415,5.5034,139.1914,41.0396,4.1944,6.9037,26.2287,,2.7775,,,2.2177,21.1886,1.2208,1.8063,7.8127,0.4031,5.505,7.5318,3.7003,,1.7119,,,2.4195
2015/2/5,-1.3497,-1.7002,-0.6969,-0.7895,0.664,1.0011,0,1.5027,,-0.4246,,,0,1.3242,1.3597,1.5361,0.2423,0.1008,2.8307,,1.601,,2.1527,,,,2435932933,2883855167,2864250000,2435932933,,1989609600,2362615213,5106505557,,5593351359,,,2362615213,907.3126,-14.743,551.7119,336.7601,-5.3613,679.2454,118.9303,444.0347,,18.5549,,,38.2344,372.4026,1.391,5.465,138.2217,41.3507,4.2364,6.9037,26.6228,,2.7657,,,2.2194,20.9027,1.2,1.7937,7.7583,0.4061,5.5601,7.5318,3.7559,,1.7046,,,2.4214
2015/2/6,-2.3632,-1.2579,-0.4678,-2.9178,0,-2.8634,0,-2.288,,-4.4065,,,0,1.1719,0.5258,1.9771,0.3253,0.0871,1.3495,,1.187,,3.0752,,,,2378367354,2847580259,2850850000,2378367354,,1932638400,2362615213,4989667610,,5346878165,,,2362615213,885.8711,-14.5575,549.1308,326.3807,-5.3523,659.7956,118.9303,433.8751,,17.7373,,,38.169,363.602,1.3735,5.4394,133.9616,41.2807,4.1151,6.9037,26.0137,,2.6438,,,2.2156,20.4087,1.1849,1.7853,7.5192,0.4054,5.4009,7.5318,3.67,,1.6295,,,2.4172
