ÈÕÆÚ,000017.SZ,000913.SZ,002105.SZ,200017.SZ,200054.SZ,600099.SH,600679.SH,600877.SH,603129.SH,603766.SH,603776.SH,603787.SH,900916.SH,000017.SZ,000913.SZ,002105.SZ,200017.SZ,200054.SZ,600099.SH,600679.SH,600877.SH,603129.SH,603766.SH,603776.SH,603787.SH,900916.SH,000017.SZ,000913.SZ,002105.SZ,200017.SZ,200054.SZ,600099.SH,600679.SH,600877.SH,603129.SH,603766.SH,603776.SH,603787.SH,900916.SH,000017.SZ,000913.SZ,002105.SZ,200017.SZ,200054.SZ,600099.SH,600679.SH,600877.SH,603129.SH,603766.SH,603776.SH,603787.SH,900916.SH,000017.SZ,000913.SZ,002105.SZ,200017.SZ,200054.SZ,600099.SH,600679.SH,600877.SH,603129.SH,603766.SH,603776.SH,603787.SH,900916.SH,000017.SZ,000913.SZ,002105.SZ,200017.SZ,200054.SZ,600099.SH,600679.SH,600877.SH,603129.SH,603766.SH,603776.SH,603787.SH,900916.SH
2017/4/12,2.6827,-0.7242,0.713,0.4577,-1.3093,-0.134,1.8886,-2.5731,,0.047,,,-0.1921,6.37,0.2953,3.6973,0.3092,0.2257,2.889,3.8902,2.2604,,0.7793,,,0.195,3363080864,8080235704,4164050000,3363080864,,3267079200,5940736940,5725059393,,17586888342,,,5940736940,2350.5431,24.6219,145.8424,824.7392,104.1188,1689.2639,242.0674,-18.6007,,20.7972,,,54.4736,425.9237,3.4514,8.6145,149.4446,4.759,6.8885,10.1365,-17.4565,,2.9595,,,2.2811,43.1073,3.5792,3.0126,15.1251,1.4626,7.0624,20.3163,8.1462,,2.1221,,,4.5719
2017/4/13,-1.6216,0.954,-0.177,-1.5945,-0.4975,-0.7378,-0.7854,-1.9208,,-0.5164,,,0.2887,2.8449,0.2191,1.6083,0.1377,0.0683,1.6755,2.8925,2.0501,,0.5929,,,0.2237,3308544417,8157319883,4156680000,3308544417,,3242976000,5894077052,5615094267,,17496064036,,,5894077052,2312.4262,24.8568,145.5843,808.1305,103.1593,1676.8012,240.1661,-18.2435,,20.6898,,,54.4019,419.0168,3.4843,8.5993,146.435,4.7151,6.8377,10.0569,-17.1212,,2.9442,,,2.2781,42.4082,3.6133,3.0073,14.8205,1.4491,7.0103,20.1567,7.9897,,2.1111,,,4.5659
2017/4/14,-3.4799,-1.3897,-2.7482,-1.8519,0.6667,5,-3.1032,0.1224,,-0.236,,,-1.9194,2.5135,0.2606,1.6344,0.0915,0.1238,3.9141,2.3614,1.9593,,0.7111,,,0.4925,3193411919,8043960796,4042445000,3193411919,,3405124800,5711170291,5621967087,,17454780260,,,5711170291,2231.9572,24.5114,141.5833,793.9372,103.9482,1760.6412,232.7132,-18.2658,,20.641,,,53.4269,404.4356,3.4359,8.363,143.8632,4.7512,7.1796,9.7448,-17.1422,,2.9372,,,2.2372,40.9325,3.5631,2.9247,14.5602,1.4602,7.3608,19.5312,7.9995,,2.1061,,,4.484
2017/4/17,-3.6053,0.9583,-7.7484,-3.066,-0.8278,-4.955,-6.1111,-5.1345,,-2.7436,,,-1.272,2.251,0.3861,2.6959,0.2429,0.0717,2.1239,2.7747,2.3794,,0.8556,,,0.2992,3078279421,8121044975,3729220000,3078279421,,3236402400,5362154329,5333308630,,16975888465,,,5362154329,2151.4881,24.7463,130.6128,770.117,103.1576,1673.4022,218.4919,-17.3279,,20.0747,,,52.7818,389.8544,3.4689,7.715,139.5469,4.715,6.8238,9.1493,-16.262,,2.8566,,,2.2102,39.4567,3.5972,2.698,14.1234,1.449,6.9961,18.3376,7.5888,,2.0483,,,4.4299
2017/4/18,-0.8858,1.2842,-1.9763,0.7299,-0.7513,0.6093,-4.5249,-1.933,,-1.0214,,,-0.4955,1.2235,0.466,1.383,0.121,0.1954,1.5359,2.4823,1.5012,,0.4274,,,0.326,3051011198,8225335335,3655520000,3051011198,,3256123200,5119522911,5230216324,,16802496608,,,5119522911,2132.4297,25.0641,128.0316,776.5361,102.4879,1683.599,208.6054,-16.993,,19.8696,,,52.5692,386.401,3.5134,7.5625,140.7101,4.6844,6.8654,8.7353,-15.9477,,2.8275,,,2.2013,39.1072,3.6434,2.6447,14.2411,1.4396,7.0387,17.5079,7.4421,,2.0274,,,4.412
2017/4/19,-3.2771,-1.7641,0,-1.2077,-0.5046,1.4805,-4.0102,-4.4678,,-0.7371,,,-0.3984,2.1176,0.6748,1.8356,0.1388,0.0707,1.8592,2.9834,2.2792,,0.6703,,,0.2617,2951027713,8080235704,3655520000,2951027713,,3304329600,4914219404,4996540431,,16678645282,,,4914219404,2062.5487,24.6219,128.0316,764.9924,101.6829,1708.5244,200.2398,-16.2338,,19.7232,,,52.219,373.7384,3.4514,7.5625,138.6183,4.6476,6.967,8.385,-15.2352,,2.8066,,,2.1867,37.8257,3.5792,2.6447,14.0294,1.4283,7.1429,16.8058,7.1096,,2.0125,,,4.3827
2017/4/20,0.1027,-0.8418,-1.3105,0,0.4227,4.5756,-2.9624,-1.238,,1.9802,,,-0.2,1.2361,0.2707,1.0723,0.0618,0.133,3.24,2.1487,1.7365,,0.7416,,,0.1372,2954057516,8012220251,3607615000,2954057516,,3455522400,4768640554,4934685047,,17008915485,,,4768640554,2064.6663,24.4147,126.3537,766.3782,102.2977,1786.6996,194.3079,-16.0328,,20.1137,,,52.2117,374.1221,3.4224,7.4634,138.8694,4.6757,7.2858,8.1366,-15.0466,,2.8622,,,2.1864,37.8645,3.549,2.6101,14.0548,1.437,7.4698,16.3079,7.0216,,2.0523,,,4.382
2017/4/21,-0.9231,0.3962,-0.9193,-1.7115,-1.5152,-1.2682,-0.1566,-8.3565,,-0.4854,,,0,0.9845,0.2162,1.1821,0.2078,0.0903,1.5931,1.7148,5.2517,,0.3232,,,0.1385,2926789292,8043960796,3574450000,2926789292,,3411698400,4761174972,4522315823,,16926347935,,,4761174972,2045.6078,24.5114,125.1921,753.5341,100.7842,1764.0401,194.0037,-14.693,,20.0161,,,52.2353,370.6687,3.4359,7.3948,136.5421,4.6065,7.1934,8.1239,-13.7892,,2.8483,,,2.1873,37.515,3.5631,2.5861,13.8193,1.4157,7.375,16.2824,6.4348,,2.0424,,,4.384
2017/4/24,-6.5217,-3.1003,-4.5361,-4.7264,-1.9658,-3.4682,-7.3697,-4.1033,,-2.3415,,,-1.3026,1.4808,0.5136,1.4887,0.2335,0.0543,1.8985,2.3525,2.9446,,0.5015,,,0.1971,2735911730,7794570805,3412310000,2735911730,,3293373600,4410292614,4336749672,,16530023690,,,4410292614,1912.1986,23.7514,119.5133,716.281,98.5775,1702.8596,179.7063,-14.0901,,19.5474,,,51.4425,346.4946,3.3294,7.0593,129.7917,4.5057,6.9439,7.5252,-13.2234,,2.7816,,,2.1541,35.0684,3.4526,2.4688,13.1361,1.3847,7.1193,15.0824,6.1708,,1.9945,,,4.3175
2017/4/25,0.8859,0.4654,-0.6479,1.0444,1.1334,-1.4637,1.2273,-2.5357,,-0.5495,,,0,1.083,0.3423,1.1186,0.1301,0.0963,0.856,2.0764,2.4327,,0.5673,,,0.2374,2760150150,7830845713,3390200000,2760150150,,3245167200,4464418084,4226784546,,16439199384,,,4464418084,1929.1395,23.862,118.7389,725.0893,99.8776,1677.9341,181.9118,-13.7328,,19.44,,,51.5623,349.5644,3.3449,7.0136,131.3878,4.5651,6.8423,7.6175,-12.8881,,2.7663,,,2.1592,35.379,3.4687,2.4528,13.2976,1.403,7.0151,15.2675,6.0143,,1.9836,,,4.3275
2017/4/26,0.9879,4.9797,0.1087,-3.1008,-1.1207,0.0675,3.5953,4.065,,2.1095,,,1.0152,0.9165,0.6838,1.1982,0.4769,0.185,1.6014,3.7572,2.7652,,0.6801,,,0.1773,2787418374,8220800971,3393885000,2787418374,,3247358400,4624928099,4398605056,,16785983098,,,4624928099,1948.1979,25.0502,118.868,702.598,98.7572,1679.0671,188.4521,-14.2911,,19.8501,,,52.0949,353.0178,3.5115,7.0212,127.3123,4.5139,6.8469,7.8914,-13.412,,2.8247,,,2.1815,35.7285,3.6414,2.4554,12.8851,1.3872,7.0198,15.8165,6.2588,,2.0254,,,4.3722
2017/4/27,-1.1957,-0.9377,0.6515,-2.6667,-0.6103,-1.2146,0.4036,-0.625,,-0.1968,,,0,1.722,0.397,2.1202,0.3517,0.1853,1.1745,3.0614,2.1844,,0.5544,,0.0251,0.233,2754090545,8143716792,3415995000,2754090545,,3207916800,4643592054,4371113774,,16752956078,,447270000,4643592054,1924.9043,24.8154,119.6424,684.3954,98.231,1658.6736,189.2126,-14.2018,,19.811,,23.477,52.1335,348.7969,3.4785,7.067,124.014,4.4899,6.7638,7.9232,-13.3282,,2.8191,,3.357,2.1831,35.3014,3.6073,2.4714,12.5513,1.3798,6.9345,15.8803,6.2196,,2.0214,,0.8706,4.3755
2017/4/28,6.2706,0.2784,2.6969,2.7397,-0.5263,1.2295,10.008,-0.6289,,0.69,,10.0342,3.0151,2.3715,0.3409,2.8133,0.2617,0.2347,1.2385,5.594,2.401,,0.4374,,0.011,0.5191,2926789292,8166388609,3508120000,2926789292,,3247358400,5108324538,4343622493,,16868550649,,492150000,5108324538,2045.6078,24.8844,122.869,703.4477,97.7559,1679.0671,208.1491,-14.1124,,19.9477,,25.8328,53.7326,370.6687,3.4882,7.2576,127.4663,4.4681,6.8469,8.7162,-13.2443,,2.8386,,3.6939,2.25,37.515,3.6173,2.5381,12.9007,1.3732,7.0198,17.4696,6.1805,,2.0354,,0.958,4.5097
2017/5/2,-1.1387,-0.0555,-1.1555,-2.9333,-1.8519,-2.0918,2.3018,0,,0.4895,,10.0518,-0.878,1.9374,0.2161,1.7295,0.2126,0.184,1.2776,7.3575,,,0.4543,,0.0159,0.414,2893461464,8161854246,3467585000,2893461464,,3179431200,5225907456,4343622493,,16951118200,,541620000,5225907456,2022.3141,24.8706,121.4493,683.3451,96.0204,1643.9449,212.9402,-14.1124,,20.0454,,28.4294,53.2801,366.4478,3.4863,7.1737,123.8236,4.3888,6.7037,8.9168,-13.2443,,2.8525,,4.0652,2.2311,37.0878,3.6153,2.5088,12.5321,1.3488,6.873,17.8717,6.1805,,2.0453,,1.0543,4.4717
2017/5/3,2.4084,1.2778,-0.4251,-0.5495,-2.8751,-1.3784,2.0357,5.0633,,-0.0974,,9.9812,0.3937,3.8471,0.4596,1.5502,0.228,0.1247,1.6563,5.4012,2.8902,,0.3171,,0.0324,0.2185,2963146923,8266144606,3452845000,2963146923,,3135607200,5332292001,4563552746,,17043847533,,595680000,5332292001,2071.0191,25.1884,120.933,678.7089,93.1387,1621.2855,217.2751,-14.827,,20.0259,,31.267,53.4403,375.2733,3.5308,7.1432,122.9836,4.2571,6.6113,9.0984,-13.9149,,2.8497,,4.471,2.2378,37.981,3.6615,2.4981,12.447,1.3083,6.7782,18.2355,6.4935,,2.0434,,1.1595,4.4851
2017/5/4,-0.818,-1.1519,-0.9605,-0.8287,-2.1277,-1.6771,-2.7301,-0.1506,,-0.195,,10.0171,-1.1765,2.0357,0.3004,1.4082,0.0861,0.1543,1.0222,3.6775,2.9849,,0.3796,,0.0608,0.1801,2938908503,8170922973,3419680000,2938908503,,3083018400,5186713150,4556679925,,17010607460,,655350000,5186713150,2054.0782,24.8983,119.7715,673.7152,91.2425,1594.0941,211.3432,-14.8047,,19.9868,,34.3991,52.8614,372.2036,3.4902,7.0746,122.0787,4.1704,6.5004,8.85,-13.894,,2.8441,,4.9188,2.2136,37.6703,3.6193,2.4741,12.3555,1.2817,6.6645,17.7377,6.4837,,2.0394,,1.2757,4.4366
2017/5/5,-3.0928,-3.9956,-1.6164,-1.6713,-0.8507,0.0711,-5.0378,-2.7149,,-2.3449,,10.0389,-1.4881,1.5171,0.7979,1.1095,0.057,0.1298,1.2199,2.676,1.3829,,0.6367,,0.0914,0.2725,2848014425,7844448803,3364405000,2848014425,,3085209600,4925417777,4432969158,,16611726582,,721140000,4925417777,1990.5501,23.9034,117.8355,661.6032,90.3499,1595.2271,200.6961,-14.4027,,19.5181,,37.8524,52.0196,360.6921,3.3507,6.9602,119.884,4.1296,6.505,8.4041,-13.5168,,2.7774,,5.4126,2.1783,36.5053,3.4747,2.4341,12.1333,1.2691,6.6693,16.8441,6.3077,,1.9915,,1.4037,4.3659
2017/5/8,-2.9787,-0.8092,-1.3143,-1.983,-3.0505,0.6392,5.1156,-4.9612,,-2.1011,,9.9717,2.3162,1.7183,0.4088,1.9807,0.1605,0.1045,1.2105,5.6598,1.6617,,0.597,,0.2848,0.7408,2763179953,7780967715,3320185000,2763179953,,3104930400,5177381172,4213038905,,16262705813,,793050000,5177381172,1931.2571,23.71,116.2867,649.0331,87.668,1605.4238,210.9629,-13.6882,,19.108,,41.6269,53.2732,349.9481,3.3236,6.8688,117.6062,4.007,6.5466,8.834,-12.8462,,2.7191,,5.9523,2.2308,35.4179,3.4466,2.4021,11.9028,1.2315,6.7119,17.7057,5.9947,,1.9497,,1.5437,4.4711
2017/5/9,0.3289,-2.7389,0.5549,-0.578,-0.295,2.1171,-2.2711,-2.447,,1.1753,,10.0322,-0.689,1.196,0.4074,1.5658,0.114,0.0801,1.2362,4.1243,1.6774,,0.3239,,0.6451,0.298,2772269361,7567852631,3338610000,2772269361,,3170666400,5059798255,4109946599,,16453836234,,872610000,5059798255,1937.6099,23.0606,116.932,646.0026,87.5071,1639.413,206.1718,-13.3532,,19.3326,,45.803,52.9752,351.0992,3.2326,6.9069,117.0571,3.9997,6.6852,8.6334,-12.5318,,2.751,,6.5495,2.2183,35.5344,3.3522,2.4154,11.8472,1.2292,6.854,17.3036,5.848,,1.9726,,1.6986,4.4461
2017/5/10,-1.4208,-1.3182,-5.5188,-0.5814,-1.3807,-0.8293,-4.3158,-0.5017,,-2.7778,,9.9942,-0.9911,1.4077,0.3443,1.9306,0.1443,0.0459,1.3687,2.98,1.4259,,0.5225,,0.3961,0.1404,2732881927,7468096635,3154360000,2732881927,,3144372000,4841429979,4089328138,,15996785228,,959820000,4841429979,1910.081,22.7566,110.4788,642.5727,86.3427,1625.8173,197.2739,-13.2862,,18.7956,,50.3806,52.4722,346.1109,3.1899,6.5257,116.4356,3.9465,6.6298,8.2608,-12.469,,2.6746,,7.2041,2.1973,35.0295,3.308,2.2821,11.7843,1.2129,6.7972,16.5569,5.8187,,1.9178,,1.8683,4.4039
2017/5/11,-1.3304,-4.8573,-1.6355,0,-1,-1.8118,-1.9275,-4.0336,,-1.2987,,9.9894,0.9009,1.6966,0.8271,1.6857,0.1585,0.0752,1.5889,2.7165,1.8773,,0.6581,,0.7354,0.3174,2696524296,7105347557,3102770000,2696524296,,3087400800,4748110203,3924380448,,15789034770,,1055700000,4748110203,1884.6697,21.6513,108.6719,642.2106,85.4311,1596.36,193.4714,-12.7503,,18.5515,,55.4133,52.9334,341.5064,3.035,6.419,116.37,3.9048,6.5097,8.1016,-11.966,,2.6399,,7.9237,2.2166,34.5635,3.1473,2.2448,11.7777,1.2,6.674,16.2377,5.584,,1.8929,,2.0549,4.4426
2017/5/12,0,0,-2.1378,-1.7544,0.8081,-0.4258,2.1226,0.7005,,1.8947,,10,-0.1984,1.1666,,1.2591,0.1322,0.0357,0.7964,2.8362,1.1108,,0.9164,,0.5798,0.1081,2696524296,7105347557,3036440000,2696524296,,3074253600,4848895561,3951871730,,16088195429,,1161270000,4848895561,1884.6697,21.6513,106.3488,629.7413,85.9573,1589.5622,197.5781,-12.8396,,18.903,,60.9547,52.7496,341.5064,3.035,6.2817,114.1105,3.9289,6.4819,8.2736,-12.0498,,2.6899,,8.7161,2.2089,34.5635,3.1473,2.1968,11.549,1.2074,6.6456,16.5824,5.6231,,1.9288,,2.2604,4.4272
2017/5/15,-2.2472,7.0198,-0.7282,0,-2.9058,-0.1426,-3.2333,0.8696,,1.5496,,10.0132,-0.7952,1.3254,0.9957,1.0574,0.1133,0.0864,0.5351,2.4303,1.2557,,0.5008,,1.2151,0.1167,2635928245,7604127539,3014330000,2635928245,,3069871200,4692118337,3986235832,,16337495978,,1277550000,4692118337,1842.3176,23.1711,105.5744,628.5388,83.3002,1587.2962,191.1899,-12.9513,,19.1959,,67.0582,52.2573,333.8321,3.2481,6.236,113.8926,3.8074,6.4727,8.006,-12.1546,,2.7316,,9.5888,2.1883,33.7868,3.3683,2.1808,11.527,1.1701,6.6361,16.0462,5.672,,1.9587,,2.4868,4.3859
2017/5/16,0,-1.3119,2.6895,0,0.1032,1.0707,4.1368,5,,2.9502,,10.02,1.1022,,0.5801,1.3813,,0.1832,1.2167,3.729,1.4662,,0.8326,,56.0811,0.3027,2635928245,7504371543,3095400000,2635928245,,3102739200,4886223471,4185547624,,16819477039,,1405560000,4886223471,1842.3176,22.8672,108.4138,628.4748,83.3777,1604.2908,199.0991,-13.5989,,19.7622,,73.7774,52.7857,333.8321,3.2054,6.4037,113.881,3.811,6.542,8.3372,-12.7624,,2.8122,,10.5496,2.2104,33.7868,3.3241,2.2395,11.5258,1.1712,6.7072,16.71,5.9556,,2.0165,,2.736,4.4302
2017/5/17,0,2.5982,1.9048,0,0.1031,3.2486,0.6875,0.3284,,-0.2964,,10.0145,0.0991,,0.624,1.6201,,0.1077,2.7582,3.5691,1.6318,,1.0206,,40.8098,0.1516,2635928245,7699349172,3154360000,2635928245,,3203534400,4919818591,4199293264,,16769616929,,1546320000,4919818591,1842.3176,23.4613,110.4788,627.0375,83.2728,1656.4076,200.468,-13.6435,,19.7036,,81.1658,52.7189,333.8321,3.2887,6.5257,113.6206,3.8062,6.7545,8.3946,-12.8043,,2.8038,,11.6061,2.2076,33.7868,3.4105,2.2821,11.4994,1.1697,6.9251,16.8249,5.9752,,2.0105,,3.0099,4.4246
2017/5/18,0,0.1178,-1.8692,0,-0.4119,-2.3256,-3.1108,-2.2913,,-0.2541,,-9.9934,-0.8911,,0.3243,1.3152,,0.0111,1.2854,2.5334,1.1721,,0.3356,,59.6325,0.1044,2635928245,7708417899,3095400000,2635928245,,3129033600,4766774158,4103073779,,16308410914,,1391790000,4766774158,1842.3176,23.4889,108.4138,627.0588,82.9326,1617.8865,194.2319,-13.3309,,19.1617,,73.0546,52.2317,333.8321,3.2926,6.4037,113.6245,3.7906,6.5974,8.1334,-12.5109,,2.7267,,10.4463,2.1872,33.7868,3.4145,2.2395,11.4998,1.1649,6.764,16.3015,5.8383,,1.9552,,2.7092,4.3837
2017/5/19,0,0.7647,0.2381,0,-1.0341,-0.8403,0.3132,2.5126,,-5.4777,,-10.0037,0.4995,,0.3906,1.2085,,0.1437,0.723,1.7527,0.956,,1.093,,41.7911,0.1192,2635928245,7767364624,3102770000,2635928245,,3102739200,4781705322,4206166085,,15415083947,,1252560000,4781705322,1842.3176,23.6685,108.6719,628.8305,82.3068,1604.2908,194.8403,-13.6658,,18.1121,,65.7464,52.6257,333.8321,3.3178,6.419,113.9455,3.762,6.542,8.1589,-12.8252,,2.5774,,9.4012,2.2037,33.7868,3.4406,2.2448,11.5323,1.1562,6.7072,16.3526,5.9849,,1.8481,,2.4381,4.4168
2017/5/22,0,-3.561,-2.8504,0,-4.8067,-1.3418,-3.3177,-4.2484,,-4.3127,,-10.0163,-1.0934,,0.4024,1.5268,,0.2407,1.0017,1.8451,1.3527,,0.8296,,37.8166,0.1435,2635928245,7490768452,3014330000,2635928245,,3061106400,4623061703,4027472754,,14750282483,,1127100000,4623061703,1842.3176,22.8257,105.5744,627.7277,78.2132,1582.7643,188.376,-13.0853,,17.331,,59.1611,51.9647,333.8321,3.1996,6.236,113.7457,3.5749,6.4542,7.8882,-12.2804,,2.4662,,8.4596,2.176,33.7868,3.3181,2.1808,11.5121,1.0987,6.6172,15.8101,5.7307,,1.7684,,2.1939,4.3613
2017/5/23,-10,-3.4504,-5.868,-10.119,-4.5005,-0.2147,-6.0961,-4.9488,,-1.831,,0.6787,-2.3116,2.3264,0.589,1.9492,0.3748,0.2335,1.083,2.3692,1.3844,,0.572,,33.9938,0.249,2372335420,7232309735,2837450000,2372335420,,3054532800,4341235980,3828160963,,14480206888,,1134750000,4341235980,1658.0858,22.0381,99.3793,563.9902,74.6644,1579.3654,176.8925,-12.4377,,17.0137,,59.5626,50.7547,300.4488,3.0892,5.8701,102.1963,3.4127,6.4404,7.4073,-11.6726,,2.4211,,8.517,2.1253,30.4081,3.2036,2.0529,10.3432,1.0488,6.603,14.8463,5.4471,,1.736,,2.2088,4.2598
2017/5/24,2.2989,1.442,0.1299,1.3245,-0.4598,-3.5868,-0.8169,0.7181,,0,,0.3146,-1.1317,2.3039,0.3963,1.1193,0.2355,0.1168,1.4998,1.7434,0.9994,,0.5579,,30.1062,0.3837,2426871867,7336600094,2841135000,2426871867,,2944972800,4305774465,3855652244,,14480206888,,1138320000,4305774465,1696.2028,22.3559,99.5084,572.1147,74.4062,1522.7167,175.4475,-12.527,,17.0137,,59.75,50.2512,307.3557,3.1338,5.8777,103.6685,3.4009,6.2094,7.3468,-11.7565,,2.4211,,8.5438,2.1043,31.1071,3.2498,2.0555,10.4922,1.0452,6.3661,14.725,5.4862,,1.736,,2.2158,4.2175
2017/5/25,-0.4994,-0.4944,1.5564,0.6536,0.1155,-6.1012,0.3034,4.9911,,0.8608,,-8.3333,-0.1041,1.5738,0.2481,1.5795,0.1115,0.2216,1.8042,2.0166,1.3823,,0.4957,,38.7152,0.2116,2414752656,7300325187,2885355000,2414752656,,2765294400,4318839233,4048091216,,14604857162,,1043460000,4318839233,1687.7323,22.2454,101.0572,575.2801,74.4179,1429.8129,175.9799,-13.1523,,17.1601,,54.7708,50.1529,305.8209,3.1183,5.9692,104.242,3.4014,5.8305,7.3691,-12.3432,,2.4419,,7.8318,2.1001,30.9518,3.2337,2.0875,10.5502,1.0453,5.9777,14.7697,5.76,,1.7509,,2.0311,4.2092
2017/5/26,0,-1.5528,-0.894,0,0.8074,-0.4754,-1.2532,0.3396,,-0.2845,,4.2033,-0.625,1.1916,0.2909,1.1254,0.0947,0.0634,0.7258,1.5641,0.9938,,0.3095,,36.5226,0.1025,2414752656,7186966100,2859560000,2414752656,,2752147200,4264713763,4061836856,,14563307071,,1087320000,4264713763,1687.7323,21.9,100.1537,575.0714,74.9915,1423.015,173.7744,-13.1969,,17.1113,,57.073,49.8416,305.8209,3.0699,5.9158,104.2042,3.4276,5.8028,7.2768,-12.3851,,2.435,,8.161,2.0871,30.9518,3.1835,2.0689,10.5464,1.0534,5.9493,14.5846,5.7796,,1.746,,2.1165,4.1831
2017/5/31,-1.0038,0.4416,1.4175,0.6494,-2.9748,0.8758,3.9825,-1.5228,,-0.1427,,1.7824,0.4193,1.0406,0.3464,1.0751,0.0981,0.2282,0.7794,2.6403,0.8422,,0.4623,,46.2665,0.1682,2390514236,7218706644,2900095000,2390514236,,2776250400,4434555756,3999981473,,14542532025,,1106700000,4434555756,1670.7915,21.9967,101.5734,578.1754,72.6814,1435.4778,180.695,-12.9959,,17.0869,,58.0903,50.0032,302.7511,3.0834,5.9997,104.7667,3.3221,5.8536,7.5666,-12.1965,,2.4315,,8.3065,2.0939,30.6411,3.1976,2.0982,10.6033,1.021,6.0014,15.1654,5.6916,,1.7435,,2.1542,4.1967
2017/6/1,-0.7605,-5.2764,-5.972,-1.9355,-3.3019,-2.8414,-6.0185,-3.0928,,-1.7143,,-10,-2.6096,1.5421,0.691,1.3569,0.0406,0.3191,0.9116,2.1292,0.8403,,0.4725,,30.6201,0.222,2372335420,6837820113,2726900000,2372335420,,2697367200,4167661196,3876270706,,14293231476,,996030000,4167661196,1658.0858,20.8361,95.5074,562.5816,69.7357,1394.6907,169.8198,-12.594,,16.794,,52.2813,48.3131,300.4488,2.9207,5.6414,101.941,3.1874,5.6873,7.1112,-11.8193,,2.3898,,7.4758,2.0231,30.4081,3.0288,1.9729,10.3173,0.9796,5.8309,14.2527,5.5155,,1.7136,,1.9388,4.0548
2017/6/2,2.9374,-0.1326,7.8378,0,-0.4878,-2.762,0.627,2.6596,,2.0349,,-2.3041,-0.7503,1.8373,0.7457,3.5038,0.1127,0.2423,1.2349,1.7222,0.6892,,0.3975,,22.2471,0.1986,2442020879,6828751386,2940630000,2442020879,,2622866400,4193790733,3979363012,,14584082117,,973080000,4193790733,1706.7908,20.8084,102.9931,562.4142,69.3749,1356.1696,170.8845,-12.929,,17.1357,,51.0766,47.9365,309.2743,2.9169,6.0835,101.9107,3.1709,5.5302,7.1558,-12.1337,,2.4384,,7.3036,2.0073,31.3013,3.0248,2.1275,10.3143,0.9745,5.6698,14.342,5.6622,,1.7485,,1.8941,4.0232
2017/6/5,-0.2481,1.4608,0,1.3158,0.9804,0.0835,1.4241,5.0086,,0.4274,,0.2621,0.432,1.1103,0.3482,3.0168,0.0669,0.0669,1.1118,1.4557,0.831,,0.3864,,19.9794,0.1362,2435961274,6928507382,2940630000,2435961274,,2625057600,4253515390,4178674803,,14646407254,,975630000,4253515390,1702.5556,21.1124,102.9931,568.7904,69.9292,1357.3026,173.3181,-13.5765,,17.209,,51.2105,48.0481,308.5069,2.9595,6.0835,103.0661,3.1963,5.5348,7.2577,-12.7414,,2.4488,,7.3227,2.012,31.2236,3.069,2.1275,10.4312,0.9823,5.6746,14.5463,5.9458,,1.7559,,1.8991,4.0326
2017/6/6,2.6119,5.301,1.3784,3.2468,0.1214,10.0167,3.7297,0.1645,,0.1418,,-1.7773,1.6129,1.5906,0.4294,4.8997,0.4551,0.0606,1.5448,3.3494,1.2994,,0.2762,,12.5181,0.1627,2499587129,7295790823,2981165000,2499587129,,2888001600,4412159009,4185547624,,14667182300,,958290000,4412159009,1747.0253,22.2316,104.4128,587.0556,69.9899,1493.2594,179.7824,-13.5989,,17.2334,,50.3003,48.8223,316.5649,3.1163,6.1674,106.3758,3.199,6.0892,7.5284,-12.7624,,2.4523,,7.1926,2.0444,32.0392,3.2317,2.1568,10.7662,0.9831,6.243,15.0888,5.9556,,1.7584,,1.8653,4.0976
2017/6/7,1.3333,0.1243,1.7305,1.8868,1.0909,2.7314,1.9036,0.821,,2.5496,,3.4061,1.4815,1.8451,0.2784,3.2004,0.2298,0.2373,3.0991,3.4274,1.1723,,0.7151,,16.7504,0.2222,2532914957,7304859550,3032755000,2532914957,,2966884800,4496146808,4219911726,,15041133123,,990930000,4496146808,1770.319,22.2592,106.2197,597.3157,70.6569,1534.0465,183.2046,-13.7105,,17.6727,,52.0136,49.4902,320.7857,3.1202,6.2741,108.2349,3.2295,6.2556,7.6717,-12.8671,,2.5148,,7.4376,2.0724,32.4664,3.2357,2.1942,10.9543,0.9925,6.4135,15.376,6.0045,,1.8033,,1.9289,4.1536
2017/6/8,2.8708,-0.6207,0.3645,1.2346,2.0384,-2.5849,-0.6227,1.3029,,-0.6906,,-2.9851,0.1043,2.5292,0.2937,2.6561,0.2883,0.1529,1.9355,2.8936,1.5557,,0.527,,15.8755,0.107,2605630219,7259515915,3043810000,2605630219,,2890192800,4468150875,4274894289,,14937257894,,961350000,4468150875,1821.1415,22.121,106.6069,605.2665,72.1659,1494.3924,182.0639,-13.8891,,17.5507,,50.4609,49.5944,329.9949,3.1009,6.297,109.6756,3.2985,6.0939,7.6239,-13.0348,,2.4975,,7.2155,2.0768,33.3984,3.2156,2.2022,11.1002,1.0137,6.2477,15.2803,6.0827,,1.7908,,1.8713,4.1624
