ÈÕÆÚ,000639.SZ,000716.SZ,000895.SZ,002216.SZ,002329.SZ,002330.SZ,002481.SZ,002495.SZ,002507.SZ,002515.SZ,002557.SZ,002570.SZ,002582.SZ,002650.SZ,002661.SZ,002695.SZ,002702.SZ,002719.SZ,002726.SZ,002732.SZ,002770.SZ,002820.SZ,002840.SZ,002847.SZ,002910.SZ,002946.SZ,002956.SZ,300146.SZ,300741.SZ,300783.SZ,300791.SZ,600073.SH,600186.SH,600305.SH,600419.SH,600429.SH,600597.SH,600866.SH,600872.SH,600882.SH,600887.SH,603020.SH,603027.SH,603043.SH,603288.SH,603317.SH,603345.SH,603517.SH,603536.SH,603696.SH,603697.SH,603755.SH,603777.SH,603866.SH,603886.SH
2014/1/2,4.2763,5.0999,22.1587,11.0428,4.2738,5.4023,5.0064,1.8437,7.1646,2.704,14.0212,18.432,11.1345,3.6219,11.5364,7.0606,3.8757,,,,,,,,,,,16.1672,,,,8.4405,2.58,6.2441,9.1781,7.7864,19.8711,4.48,10.5988,7.6051,10.5705,,,,,,,,,,,,,,
2014/1/3,4.1552,4.9791,22.0484,11.0428,4.1927,5.2834,4.9985,1.926,7.1799,2.6729,13.7451,18.0615,11.3589,3.5724,11.196,6.896,3.9248,,,,,,,,,,,16.324,,,,8.2862,2.54,6.2331,9.3499,7.5687,19.3308,4.35,10.5507,7.3978,10.5934,,,,,,,,,,,,,,
2014/1/6,3.9856,4.8969,21.3144,11.8185,4.0551,5.0355,4.8249,1.8731,6.9745,2.6711,13.4576,18.0069,10.9588,3.542,10.5735,6.5062,3.8122,,,,,,,,,,,15.706,,,,7.8714,2.46,6.0118,8.5348,7.1927,18.8557,4.19,10.3778,7.1339,10.5677,,,,,,,,,,,,,,
2014/1/7,4.0825,4.8244,21.6598,11.6209,4.0763,5.0355,4.888,1.829,6.9112,2.6327,13.3943,18.1162,10.5099,3.5743,10.6716,6.6103,3.9536,,,,,,,,,,,16.3844,,,,7.8135,2.47,6.1298,8.4807,7.2125,19.1258,4.2,10.5603,7.2376,10.7308,,,,,,,,,,,,,,
2014/1/8,4.0146,4.7036,21.8325,11.5764,4.2561,5.0355,4.8604,1.8231,6.9783,2.6437,13.0895,18.8328,10.6368,3.6734,10.7636,6.5982,3.994,,,,,,,,,,,16.8479,,,,7.8135,2.46,6.3621,8.574,7.5588,20.7282,4.18,10.5219,7.1433,11.163,,,,,,,,,,,,,,
2014/1/9,3.8741,4.5875,21.9284,11.8086,4.1045,4.9265,4.8289,1.7731,6.9227,2.4721,12.5661,18.4016,10.3343,3.582,10.3956,6.6974,3.9681,,,,,,,,,,,16.5008,,,,7.7653,2.41,6.4433,8.5839,7.2917,20.132,4.19,10.6949,6.87,10.7365,,,,,,,,,,,,,,
2014/1/10,3.7651,5.0468,21.8517,11.4282,4.0657,4.8968,4.7105,1.7555,6.9112,2.4009,12.4626,18.2801,10.344,3.4391,10.1472,6.6926,3.8959,,,,,,,,,,,16.4337,,,,7.553,2.36,6.6941,8.6133,7.2719,20.7468,4.13,10.5027,6.559,11.1659,,,,,,,,,,,,,,
2014/1/13,3.7917,5.477,22.3026,10.86,4.0657,4.9067,4.6987,1.7614,6.8574,2.4009,12.1578,16.9866,10.427,3.4391,10.5459,6.3294,3.9738,,,,,,,,,,,17.0136,,,,7.6495,2.34,6.447,8.3285,7.0146,20.3835,4.06,10.4931,6.559,11.0056,,,,,,,,,,,,,,
2014/1/14,3.8765,5.6365,22.5473,11.2009,4.1468,5.0554,4.6947,1.8113,7.0263,2.4922,12.5604,16.5857,10.6368,3.5382,10.6961,6.4723,4.02,,,,,,,,,,,17.0158,,,,7.8231,2.38,6.672,8.2548,7.074,20.3835,4.17,10.4835,6.7192,11.0886,,,,,,,,,,,,,,
2014/1/15,3.8644,5.6172,22.5521,11.7543,4.1927,5.0256,4.8604,1.7996,6.9687,2.483,12.4971,16.8165,10.5343,3.6391,10.6655,6.603,4.1989,,,,,,,,,,,16.8098,,,,7.8328,2.38,6.8859,8.4071,7.0245,21.1381,4.16,11.06,6.7758,11.1602,,,,,,,,,,,,,,
2014/1/16,3.9153,5.8106,23.4204,11.5912,4.1715,5.0752,4.8525,1.8143,6.748,2.483,12.4281,16.5736,11.1345,3.5667,10.7575,6.6635,4.1585,,,,,,,,,,,16.4785,,,,8.2669,2.4,6.8269,8.304,7.0048,20.8493,4.18,11.1561,6.8889,11.1373,,,,,,,,,,,,,,
2014/1/17,3.8257,5.7525,23.3388,11.6159,4.1856,4.9662,4.8328,1.829,6.748,2.4794,12.0255,16.3246,10.7002,3.6086,10.4263,6.5255,3.9738,,,,,,,,,,,16.7919,,,,8.0547,2.36,6.6793,8.1272,6.8662,20.309,4.1,10.9831,6.7475,10.7566,,,,,,,,,,,,,,
2014/1/20,3.6851,5.8106,22.5233,11.191,4.1186,4.9662,4.8604,1.7966,6.0741,2.4648,11.9738,16.276,9.9391,3.6105,10.23,6.3439,3.9219,,,,,,,,,,,17.083,,,,8.0547,2.32,6.34,7.9848,6.6486,19.2283,4.05,10.224,6.6062,10.519,,,,,,,,,,,,,,
2014/1/21,3.7166,5.8492,23.2429,11.3491,4.1786,5.0554,4.8525,1.826,5.8169,2.494,12.0658,16.5979,10.0952,3.601,10.4447,6.4069,3.9305,,,,,,,,,,,17.083,,,,8.0547,2.37,6.4691,8.0093,6.6684,19.0513,4.08,10.2529,6.7758,10.4475,,,,,,,,,,,,,,
2014/1/22,3.8426,6.294,23.502,11.611,4.2738,5.1644,4.9038,1.8907,5.9033,2.5342,12.7847,17.0959,10.305,3.799,10.6808,6.5739,4.1614,,,,,,,,,,,17.083,,,,8.0547,2.45,6.9744,8.191,6.9454,19.545,4.2,10.839,6.936,10.7337,,,,,,,,,,,,,,
2014/1/23,3.8838,6.2456,23.3293,11.8086,4.3161,5.214,4.8012,1.926,5.8553,2.5615,12.5374,17.2052,10.3538,3.8105,10.6992,6.5982,4.1123,,,,,,,,,,,17.083,,,,8.0547,2.43,7.3137,8.2156,7.0146,19.6755,4.37,10.8582,6.9077,11.1001,,,,,,,,,,,,,,
2014/1/24,3.9008,6.3036,23.1661,11.8877,4.3267,5.3032,4.9906,1.9466,6.1452,2.5798,12.5834,17.4542,10.5392,3.8428,10.9016,6.7725,4.1412,,,,,,,,,,,17.083,,,,8.2765,2.45,7.3248,8.3629,7.1828,19.3587,4.37,10.9351,7.0114,11.0314,,,,,,,,,,,,,,
2014/1/27,3.9856,6.3133,22.4034,11.4875,4.2173,5.2536,5.1366,1.9231,6.1029,2.5506,12.1808,16.9683,10.5246,3.8028,10.8004,6.6999,3.9767,,,,,,,,,,,17.083,,,,7.9485,2.4,7.3617,8.2647,7.1433,18.4737,4.37,11.4348,6.8606,10.6822,,,,,,,,,,,,,,
2014/1/28,4.1503,6.0909,21.938,10.9934,4.2032,5.2041,5.1681,1.9054,6.2104,2.4958,12.2441,15.9724,10.4172,3.9304,10.6624,6.5522,4.0113,22.5797,,,,,,,,,,17.083,,,,7.9389,2.46,7.3543,8.6281,7.0443,17.2067,4.37,11.7038,6.8323,10.6421,,,,,,,,,,,,,,
2014/1/29,4.1261,6.3133,22.2163,11.023,4.168,5.2239,5.1681,1.9495,6.222,2.4392,12.0945,16.0756,10.4563,3.959,10.7973,6.8137,4.0113,20.3193,,,,,,,,,,17.083,,,,7.8617,2.45,7.7637,8.6477,7.1037,17.244,4.37,11.7134,6.8229,10.3759,,,,,,,,,,,,,,
2014/1/30,4.0873,6.0813,21.5159,10.9687,4.1362,5.1545,5.247,1.9437,6.2047,2.4556,11.7552,15.7962,10.3635,3.8238,10.6379,6.7313,3.8959,18.2874,,,,,,,,,,17.083,,,,7.8424,2.45,7.7932,8.4955,7.1136,16.5267,4.51,11.3579,6.8041,10.1469,,,,,,,,,,,,,,
2014/2/7,4.1673,6.0039,21.1225,10.4252,4.2773,5.2536,5.1484,2.0348,6.1068,2.4976,11.9508,16.2517,10.4075,3.9114,10.6256,6.7919,3.9681,17.8489,,,,,,,,,,17.083,,,,7.91,2.47,7.6641,8.5298,7.8259,17.0018,4.56,11.5116,6.8889,10.4904,,,,,,,,,,,,,,
2014/2/10,4.2206,6.1634,22.2786,11.2157,4.369,5.3527,5.2904,2.0877,6.4715,2.5835,12.2498,17.6364,10.9979,4.0295,11.1316,6.9371,4.0806,18.7382,,,,,,,,,,17.083,,,,8.2958,2.52,7.5866,8.7606,7.8259,17.8029,4.61,12.0209,7.1245,10.8052,,,,,,,,,,,,,,
2014/2/11,4.2036,6.1296,21.9956,11.1663,4.3408,5.323,5.4482,2.0642,6.3506,2.5853,12.4971,18.0251,11.3004,3.6962,11.1009,6.8427,4.0979,20.2452,,,,,,,,,,17.083,,,,8.373,2.67,7.2842,8.9816,7.8259,17.6912,4.51,11.4156,7.1245,10.8911,,,,16.9905,,,,,,,,,,
2014/2/12,4.177,6.0958,21.8709,11.4875,4.4642,5.3527,5.4048,2.1319,6.485,2.6181,12.6064,17.9218,11.4907,3.7514,11.3156,7.0171,4.1585,21.1839,,,,,,,,,,17.083,,,,8.4887,2.64,7.3469,8.9571,7.8259,17.7657,4.57,11.3675,7.4732,10.7222,,,,18.6893,,,,,,,,,,
2014/2/13,4.0316,6.1876,21.5878,11.4331,4.5488,5.442,5.3457,2.0877,6.2853,2.6346,12.4569,17.8854,11.1101,3.5629,10.9599,7.1381,4.2162,19.7387,,,,,,,,,,17.083,,,,8.7299,2.56,7.1772,9.016,7.8259,18.1383,4.45,10.8006,7.3695,10.6106,,,,18.4002,,,,,,,,,,
2014/2/14,4.1067,6.3133,21.4343,11.443,4.6017,5.5312,5.3496,2.1024,6.3218,2.6912,12.4224,18.0433,11.193,3.6277,11.2849,7.2568,4.3028,21.4372,,,,,,,,,,17.083,,,,8.7492,2.6,7.2252,9.1339,7.8259,18.2129,4.72,10.8102,7.4826,10.5877,,,,18.8249,,,,,,,,,,
2014/2/17,4.1842,6.613,21.1561,11.443,4.6123,5.6105,5.4482,2.1407,6.2162,2.7277,12.6236,18.098,11.1735,3.6619,11.38,7.2858,4.3144,23.5803,,,,,,,,,,17.083,,,,8.7299,2.62,7.4391,9.183,7.8259,17.9334,4.75,10.9159,7.4355,10.5906,,,,18.5281,,,,,,,,,,
2014/2/18,4.0946,6.5792,20.5804,11.2058,4.5664,5.4717,5.5587,2.1113,6.1413,2.7113,12.6409,18.9057,11.0271,3.6791,11.15,7.1163,4.3172,23.6914,,,,,,,,,,17.083,,,,8.5273,2.59,7.251,8.9915,7.8259,17.5142,4.82,10.7333,7.3412,10.456,,,,19.1293,,,,,,,,,,
2014/2/19,4.3805,6.5308,20.8347,11.2058,4.5594,5.6898,5.539,2.0995,5.9244,2.6875,12.4511,18.8814,11.2223,3.6277,11.0488,7.0703,4.5019,22.5427,,,,,,,,,,17.083,,,,8.537,2.63,7.144,9.4874,7.8259,17.7936,4.8,10.7141,7.3506,10.4217,,,,18.3746,,,,,,,,,,
2014/2/20,4.2787,6.4535,21.4103,11.023,4.6511,5.5014,5.3891,2.0348,5.9321,2.651,12.1348,18.2984,10.9149,3.542,10.5489,6.85,4.3634,22.87,,,,,,,,,,17.083,,,,8.6624,2.61,6.8232,9.1977,7.8259,17.5142,5.28,10.7525,7.426,10.5934,,,,18.436,,,,,,,,,,
2014/2/21,4.1988,6.3665,21.3959,10.9242,4.7604,5.4519,5.4009,2.0436,6.0473,2.693,11.8357,18.1344,10.6856,3.5343,10.7023,6.7919,4.2913,22.0424,,,,,,,,,,17.083,,,,8.4598,2.55,6.9707,9.2272,7.8259,17.1881,5.21,10.6949,7.1904,10.4761,,,,18.1264,,,,,,,,,,
2014/2/24,4.1431,6.236,20.6284,10.7809,4.7851,5.5213,5.5193,2.2201,6.0876,2.7569,12.0888,18.098,10.1879,3.4886,10.6685,6.6805,4.3144,21.8201,,,,,,,,,,17.083,,,,8.2186,2.48,7.0482,8.9276,7.8259,16.4894,5.49,10.4066,7.181,10.2013,,,,18.5869,,,,,,,,,,
2014/2/25,3.988,5.9943,19.429,10.7216,4.5312,5.2041,5.5429,2.123,6.1663,2.6108,11.5712,18.0737,9.5926,3.4182,10.089,6.3706,4.2134,20.5107,,,,,,,,,,17.083,,,,7.9678,2.41,6.7125,8.6428,7.8259,15.7441,5.35,10.5123,6.8889,9.9351,,,,18.6253,,,,,,,,,,
2014/2/26,3.9589,6.0668,19.7073,10.7958,4.6546,5.2239,5.7599,2.1407,6.3122,2.5816,11.0133,17.7639,9.6805,3.3363,9.9019,6.1768,4.2595,20.0722,,,,,,,,,,17.083,,,,7.9003,2.43,6.801,8.5839,7.8259,15.5485,5.61,10.6468,6.9831,9.7233,,,,17.9064,,,,,,,,,,
2014/2/27,3.9492,6.0184,19.6545,10.1337,4.6616,5.1644,5.9493,2.1024,5.8649,2.5579,11.0133,15.9906,9.3731,3.2944,9.7547,6.0582,4.1268,19.4608,,,,,,,,,,17.083,,,,7.7556,2.42,6.7199,8.4758,7.8259,15.7255,5.35,10.2625,6.9171,9.563,,,,17.3256,,,,,,,,,,
2014/2/28,3.9032,6.0136,20.2302,10.2572,4.8203,5.2834,5.9059,2.1495,5.934,2.578,11.0363,16.2335,9.2804,3.4163,9.9264,6.1381,4.1614,21.4001,,,,,,,,,,17.083,,,,7.6688,2.43,6.6683,8.5544,7.8259,16.4242,5.79,10.3201,6.936,10.0525,,,,17.9729,,,,,,,,,,
2014/3/3,3.9541,6.236,20.8203,10.361,5.1447,5.3527,6.0834,2.2318,5.8514,2.6163,11.4619,16.3428,9.5536,3.4163,10.1442,6.2568,4.2249,22.9627,,,,,,,,,,17.083,,,,8.2283,2.48,7.0666,8.7803,7.8259,17.0577,6.09,9.8589,7.0491,10.2328,,,,18.1366,,,,,,,,,,
2014/3/4,3.8765,6.2263,20.2254,10.0695,5.3105,5.3428,5.9374,2.3171,5.9167,2.6181,11.4907,16.1971,9.3828,3.4087,10.0644,6.1381,4.2595,21.993,,,,,,,,,,17.083,,,,8.1415,2.48,6.9228,8.7017,8.6075,16.7782,6.1,9.8493,7.1339,9.9351,,,,17.7452,,,,,,,,,,
2014/3/5,3.8717,6.1876,20.2014,9.8224,5.2329,5.5113,5.7638,2.4347,6.0473,2.6455,11.4849,16.5979,9.3487,3.4087,10.4017,6.3245,4.2422,21.2951,,,,,,,,,,17.083,,,,7.9968,2.48,6.7494,8.6182,8.3602,16.5919,5.93,9.513,7.0397,9.8693,,,,17.8245,,,,,,,,,,
2014/3/6,3.8814,6.0619,20.187,10.0695,5.1024,5.5312,5.9138,2.4377,5.9647,2.6693,11.2664,16.2456,9.4365,3.3801,10.2607,6.3633,4.1354,22.2586,,,,,,,,,,17.083,,,,7.881,2.47,6.5502,8.5397,8.5779,16.2844,5.79,9.2343,7.0302,9.729,,,,17.9115,,,,,,,,,,
2014/3/7,3.816,6.1779,19.8752,9.8175,5.1024,5.551,5.8309,2.4671,5.9014,2.6474,11.0996,16.4278,10.0318,3.3439,10.0736,6.6563,4.147,20.5972,,,,,,,,,,17.083,,,,7.9871,2.46,6.3363,8.6232,8.469,16.7502,5.52,9.4745,6.9737,9.9752,,,,17.3461,,,,,,,,,,
2014/3/10,3.6343,6.2263,20.0287,10.0052,5.1024,5.3131,5.6021,2.4377,5.8034,2.5981,10.8696,16.5797,9.5146,3.2239,9.7823,6.1744,4.046,20.0414,,,,,,,,,,17.083,,,,7.6495,2.39,6.2183,8.4267,8.2514,17.3837,5.59,9.5994,6.5873,10.3358,,,,17.3742,,,,,,,,,,
2014/3/11,3.6536,6.2263,20.6236,9.941,5.1024,5.2635,5.4561,2.3994,5.9647,2.6455,10.9846,16.6283,9.2364,3.3801,9.8191,6.1744,4.02,20.5725,,,,,,,,,,17.083,,,,7.7653,2.37,6.3437,8.3383,8.38,17.8216,5.44,9.6283,6.6721,10.4102,,,,17.735,,,,,,,,,,
2014/3/12,3.6585,6.2263,20.7867,9.9163,5.1024,5.214,5.4798,2.3818,5.9129,2.7386,11.0306,16.4886,9.0657,3.3972,10.1258,6.0534,4.0546,20.0722,,,,,,,,,,17.083,,,,7.7749,2.39,6.281,8.2843,8.3701,17.775,5.55,9.292,6.6438,10.3959,,,,17.8936,,,,,,,,,,
2014/3/13,3.7312,6.2263,20.7003,10.1781,5.1024,5.2635,5.4995,2.62,5.9071,2.7587,11.5022,16.8287,9.2657,3.5229,9.6658,6.1526,4.1095,20.5663,,,,,,,,,,17.083,,,,7.8617,2.39,6.4839,8.4365,8.6471,18.3619,5.58,9.513,6.7287,10.8396,,,,17.868,,,,,,,,,,
2014/3/14,3.7263,6.2263,20.1774,10.1386,5.1024,5.4122,5.3891,2.5964,5.9398,2.7441,11.3527,16.5068,9.0608,3.4582,9.3438,6.0897,4.2422,20.1525,,,,,,,,,,17.083,,,,7.7363,2.39,6.3437,8.358,8.9043,18.1104,5.44,9.5418,6.7098,10.7451,,,,17.6198,,,,,,,,,,
2014/3/17,3.7845,6.2263,19.8752,10.1979,5.1024,5.5411,5.5666,2.7023,6.0185,2.8409,11.5367,16.61,9.3535,3.4772,9.6596,6.2568,4.2624,20.1649,,,,,,,,,,17.083,,,,7.881,2.42,6.3843,8.5348,8.8252,17.5421,5.49,9.6283,6.7758,10.665,,,,17.8527,,,,,,,,,,
2014/3/18,3.816,6.2263,19.6257,9.9262,5.1024,5.5113,5.6613,2.6905,5.9685,2.8391,11.9048,16.5614,9.417,3.4658,9.5676,6.2858,4.3201,20.3378,,,,,,,,,,17.083,,,,7.9678,2.43,6.4101,8.5397,8.7362,17.5048,5.71,9.6763,6.7758,10.7623,,,,17.8066,,,,,,,,,,
2014/3/19,3.7724,6.2263,18.9685,9.7829,5.1024,5.7492,5.6297,2.814,5.8207,2.766,12.2153,15.9298,9.4999,3.4372,9.4327,6.3875,4.2913,19.714,,,,,,,,,,17.083,,,,7.9389,2.48,6.2958,8.5004,8.4097,16.2472,5.65,9.4073,6.7664,10.2814,,,,17.7836,,,,,,,,,,
2014/3/20,3.6561,6.2263,18.5176,9.6445,5.1024,5.779,5.3851,2.7258,5.7881,2.7021,11.8242,15.6991,9.173,3.3858,9.2978,6.235,4.1556,19.0779,,,,,,,,,,17.083,,,,7.7363,2.41,6.1187,8.245,8.4295,16.2565,5.6,9.0421,6.7664,10.1126,,,,17.0212,,,,,,,,,,
2014/3/21,3.7312,6.2263,18.8918,9.6989,5.1024,5.9574,5.5232,2.6964,5.8092,2.7752,11.8818,15.8995,9.3145,3.4239,9.3745,6.3197,4.1845,19.3249,,,,,,,,,,17.083,,,,7.9485,2.46,6.1704,8.3334,8.4987,16.359,5.74,9.119,6.8794,10.4303,,,,17.3205,,,,,,,,,,
2014/3/24,3.7893,6.2263,18.7814,9.6939,5.1024,5.9376,5.4601,2.814,5.9225,2.7861,11.623,15.8995,9.417,3.4201,9.3836,6.281,4.121,18.7444,,,,,,,,,,17.083,,,,7.9968,2.47,6.1888,8.3187,8.3899,16.2844,5.67,9.0229,6.9548,10.2328,,,,16.9214,,,,,,,,,,
2014/3/25,3.7554,6.5212,18.7286,9.6791,5.1024,5.7592,5.4601,2.8758,5.7747,2.7532,12.0715,15.8448,9.5634,3.3896,9.4634,6.2543,4.147,18.7938,,,,,,,,,,15.3747,,,,8.2958,2.5,6.2515,8.4906,8.5878,16.4614,5.75,9.1094,6.9643,10.2958,,,,17.3742,,,,,,,,,,
2014/3/26,3.753,6.7484,18.7958,9.6495,5.1024,5.8583,5.4719,2.7935,5.7727,2.766,11.9738,16.0331,9.4755,3.3915,9.5002,6.3197,4.1874,18.7382,,,,,,,,,,15.2,,,,8.209,2.47,6.1962,8.4513,8.7955,16.3403,5.87,9.34,7.1245,10.3559,,,,17.3691,,,,,,,,,,
2014/3/27,3.6585,6.526,18.3832,9.5013,5.1024,5.5708,5.3259,2.6964,5.7766,2.6875,11.991,15.5958,9.1291,3.323,9.2917,6.1696,4.1123,17.9539,,,,,,,,,,14.3291,,,,8.3826,2.47,5.9454,8.2745,8.469,15.8093,5.77,9.0421,6.9454,10.0925,,,,17.1133,,,,,,,,,,
2014/3/28,3.6221,6.3326,18.1818,9.1653,5.1024,5.551,5.2628,2.5994,5.6844,2.64,11.9565,15.5776,9.0949,3.2373,9.169,5.8548,3.9248,18.17,,,,,,,,,,13.5298,,,,8.2958,2.43,5.9823,8.2598,8.2613,15.6323,5.92,9.0133,6.8135,10.0267,,,,16.9854,,,,,,,,,,
2014/3/31,3.6149,6.1876,18.8486,9.2937,5.1024,5.6303,5.1839,2.5788,5.7555,2.6017,11.2606,16.027,9.012,3.2087,9.1843,5.8548,3.9709,17.6759,,,,,,,,,,13.5253,,,,7.8328,2.42,6.0966,8.2647,8.2613,15.6137,5.43,9.0998,6.8135,10.2557,,,,16.9188,,,,,,,,,,
2014/4/1,3.6779,6.265,18.9301,9.3382,5.1024,5.6699,5.2825,2.6905,6.0837,2.6565,11.4562,16.027,9.1437,3.2887,9.3407,5.9105,4.0258,17.9847,,,,,,,,,,14.7522,,,,7.9389,2.45,6.1335,8.299,8.281,15.0827,5.3,9.1478,6.8983,10.539,,,,17.2975,,,,,,,,,,
2014/4/2,3.6343,6.1054,18.6039,9.269,5.1024,5.4915,5.4798,2.6641,6.0953,2.6565,11.0939,16.027,9.0315,3.2944,9.2947,5.8669,3.994,18.3429,,,,,,,,,,14.3201,,,,7.9775,2.46,6.0302,8.2794,8.1227,14.887,5.17,9.1094,6.9643,10.373,,,,17.6071,,,,,,,,,,
2014/4/3,3.6609,6.0039,18.5176,9.185,5.1024,5.551,5.4561,2.667,6.0665,2.6839,11.0421,16.027,9.1486,3.2925,9.4143,5.9274,3.9911,18.3368,,,,,,,,,,14.1746,,,,7.9003,2.45,5.9823,8.2254,8.103,15.1386,5.18,9.1478,7.0302,10.3043,,,,17.4535,,,,,,,,,,
2014/4/4,3.7069,6.1151,19.573,9.3382,5.1024,5.6105,5.4561,2.8229,6.0473,2.704,11.0421,16.027,9.1974,3.342,9.4143,5.9589,4.0113,18.3429,,,,,,,,,,14.7341,,,,7.9678,2.5,6.0376,8.1959,8.1326,15.7255,5.26,9.0806,7.0679,10.5591,,,,17.561,,,,,,,,,,
2014/4/8,3.7554,6.323,20.0095,9.5852,5.1024,5.6699,5.6258,2.8552,6.3295,2.704,11.1284,16.027,9.2852,3.4068,9.5247,6.0485,4.0691,18.485,,,,,,,,,,14.8069,,,,8.0739,2.51,6.3511,8.4513,8.3899,17.0949,5.22,9.5418,7.0868,11.1516,,,,18.2339,,,,,,,,,,
2014/4/9,3.7651,6.4632,19.9088,9.5605,5.1024,5.6799,5.539,2.8876,6.3218,2.704,11.1801,16.9866,9.4072,3.4163,9.5308,6.0582,4.095,18.6703,,,,,,,,,,14.8842,,,,8.1415,2.51,6.3437,8.5249,8.38,17.039,5.28,9.5514,7.0585,11.0886,,,,18.216,,,,,,,,,,
2014/4/10,3.7554,6.352,20.0143,9.6149,5.1024,5.6303,5.5074,2.8699,6.2987,2.704,11.1801,17.0716,9.4072,3.4258,9.4848,6.0703,4.0806,18.3738,,,,,,,,,,15.5575,,,,8.2476,2.5,6.3511,8.5397,8.3008,17.3371,5.33,9.5898,7.0679,11.226,,,,18.1341,,,,,,,,,,
2014/4/11,3.7578,6.3423,20.3981,9.8768,5.1024,5.4816,5.4364,2.8699,6.4734,2.704,11.3469,17.272,9.2218,3.3896,9.3775,6.0049,4.0604,17.8983,,,,,,,,,,15.8395,,,,8.0932,2.49,6.5171,8.5691,8.281,17.393,5.29,9.5994,7.0302,11.3147,,,,18.5562,,,,,,,,,,
2014/4/14,3.8378,6.3423,19.429,9.8323,5.1024,5.5807,5.4601,2.8434,6.4504,2.704,11.3066,17.1202,9.4414,3.3649,9.5738,6.0897,3.9825,18.2688,,,,,,,,,,15.7395,,,,8.1222,2.5,6.4949,8.7312,8.4789,17.7657,5.31,9.8685,7.3224,11.3806,,,,18.4539,,,,,,,,,,
2014/4/15,3.6415,6.4777,19.1844,9.7187,5.1024,5.5312,5.4482,2.867,6.3199,2.704,11.1916,16.8833,9.3291,3.3706,9.4542,6.0388,3.9825,19.3435,,,,,,,,,,15.8259,,,,8.1125,2.45,6.3434,8.7508,8.3899,17.8123,5.2,10.1472,7.2941,11.0056,,,,18.088,,,,,,,,,,
2014/4/16,3.5834,6.439,18.9589,9.6396,5.1024,5.6898,5.464,2.914,6.2565,2.704,11.0248,16.9319,9.2169,3.3611,9.54,6.1091,4.0113,19.3311,,,,,,,,,,15.9578,,,,7.9871,2.46,6.3397,8.741,8.2415,17.6166,5.17,10.1664,7.247,11.0142,,,,18.3797,,,,,,,,,,
2014/4/17,3.5979,6.5598,18.8774,9.5754,5.1024,5.6898,5.4837,2.8023,6.2412,2.704,11.0076,16.4218,9.456,3.3649,9.4933,6.1042,4.0431,18.9606,,,,,,,,,,15.7804,,,,7.9389,2.47,6.3582,8.6575,8.3107,17.2067,5.26,9.9165,7.1999,10.8224,,,,18.2211,,,,,,,,,,
2014/4/18,3.6221,6.5018,18.9733,9.6841,5.1024,5.7592,5.4916,2.767,6.2738,2.9742,11.0766,16.3125,9.4316,3.4525,9.4933,6.1405,4.1152,18.7691,,,,,,,,,,15.4711,,,,7.9485,2.46,6.3508,9.07,8.3503,17.2719,5.21,10.0126,7.2187,10.8196,,,,18.065,,,,,,,,,,
2014/4/21,3.581,6.294,18.839,9.3382,5.1024,5.6303,5.5035,2.8287,6.2853,3.0855,11.0651,16.2456,9.173,3.4753,9.4933,6.1914,4.0171,19.0223,,,,,,,,,,14.8933,,,,7.7363,2.43,6.1179,9.9785,8.3899,16.7316,5.04,9.6475,7.1622,10.5333,,,,17.9345,,,,,,,,,,
2014/4/22,3.5906,6.2021,19.1604,9.0862,4.845,5.5411,5.468,2.8787,6.2968,3.1239,9.9609,16.2335,8.9534,3.3877,9.5681,6.1163,3.9017,18.4603,,,,,,,,,,14.5249,,,,7.746,2.42,6.0809,9.7821,8.103,16.4521,5.05,9.8204,7.0585,10.4017,,,,17.4715,,,,,,,,,,
2014/4/23,3.6367,6.236,18.7574,9.0912,5.3281,5.5213,5.3891,2.814,6.1605,3.0709,9.8114,16.4704,8.7632,3.4258,9.9078,6.1018,3.9161,17.9662,,,,,,,,,,14.7842,,,,7.6002,2.43,6.0698,9.7133,8.3206,16.4242,4.89,9.8781,7.1245,10.4389,,,,17.5098,,,,,,,,,,
2014/4/24,3.6367,6.1973,18.2343,9.1406,5.6948,5.4915,5.2589,2.6317,6.1778,3.0673,9.6791,16.2699,8.6851,3.5229,9.9452,6.2398,3.9767,17.7192,,,,,,,,,,14.8206,,,,7.3572,2.41,5.9959,9.9097,8.103,16.6478,4.78,9.7916,7.0114,10.4704,,,,17.5866,,,,,,,,,,
2014/4/25,3.6367,6.1634,18.2144,8.8836,5.3669,5.2041,5.1287,2.4994,6.0626,3.0399,9.6158,15.5837,8.4753,3.4315,9.7644,6.1333,3.8382,17.2745,,,,,,,,,,14.352,,,,7.2406,2.36,5.726,9.2763,7.4005,16.6478,4.8,9.734,6.9831,10.0954,,,,17.2821,,,,,,,,,,
2014/4/28,3.6367,5.5495,17.9454,8.439,5.0072,5.0355,4.892,2.4171,5.7939,3.0216,9.4088,15.5958,8.2167,3.1573,9.0164,5.8597,3.4544,15.6872,,,,,,,,,,13.9563,,,,6.9004,2.22,5.5375,8.4365,7.0443,15.623,4.46,9.4457,6.8794,9.8435,,,,17.0365,,,,,,,,,,
2014/4/29,3.6367,5.7042,18.3389,8.5971,5.1271,5.1148,4.9788,2.4435,5.8265,2.9121,9.4778,14.035,8.3777,3.2182,9.2346,5.9686,3.3707,16.1751,,,,,,,,,,14.4657,,,,6.9879,2.26,5.593,8.9669,7.1828,17.0018,4.59,9.9934,6.8512,10.1612,,,,17.0135,,,,,,,,,,
