ÈÕÆÚ,000639.SZ,000716.SZ,000895.SZ,002216.SZ,002329.SZ,002330.SZ,002481.SZ,002495.SZ,002507.SZ,002515.SZ,002557.SZ,002570.SZ,002582.SZ,002650.SZ,002661.SZ,002695.SZ,002702.SZ,002719.SZ,002726.SZ,002732.SZ,002770.SZ,002820.SZ,002840.SZ,002847.SZ,002910.SZ,002946.SZ,002956.SZ,300146.SZ,300741.SZ,300783.SZ,300791.SZ,600073.SH,600186.SH,600305.SH,600419.SH,600429.SH,600597.SH,600866.SH,600872.SH,600882.SH,600887.SH,603020.SH,603027.SH,603043.SH,603288.SH,603317.SH,603345.SH,603517.SH,603536.SH,603696.SH,603697.SH,603755.SH,603777.SH,603866.SH,603886.SH
2017/8/7,9.6413,7.9006,19.162,8.4885,8.5946,8.7828,6.4754,4.3762,12.8682,9.16,13.5167,11.97,13.0328,5.84,14.1803,21.0271,6.8788,20.0792,8.8045,26.3044,4.937,18.4249,17.1334,28.1216,,,,13.0116,,,,9.2447,3.83,7.3399,22.7463,6.5101,11.9008,5.15,19.1585,9.55,20.532,13.1829,12.0037,21.5294,36.9371,,22.3295,20.969,13.22,18.7115,,,21.7609,22.9802,19.5653
2017/8/8,9.6012,7.9006,19.2523,8.3991,8.7343,9.2618,6.3856,4.3862,12.8879,9.18,13.5167,11.97,13.3885,5.84,14.2768,20.938,6.8689,20.0293,9.0795,25.6463,4.9271,18.4856,17.6256,28.1315,,,,13.6449,,,,9.5962,3.85,7.423,22.486,6.4507,11.9692,5.19,18.9609,9.44,20.5511,13.2023,11.8489,21.5586,37.0542,,22.2017,20.6061,13.2827,18.679,,,21.7958,22.9733,19.7844
2017/8/9,9.882,7.9006,19.7216,8.4686,8.954,9.0822,6.3956,4.3862,13.6762,9.49,13.6797,11.97,13.2206,5.84,14.1128,22.3431,6.8788,20.0293,8.871,27.698,5.4218,18.7163,17.1666,28.3489,,,,13.9807,,,,9.479,3.85,7.6042,23.3061,6.6585,12.5848,5.13,20.0379,9.47,22.049,13.4458,11.9474,21.3447,37.4347,,22.8509,21.4577,13.0735,18.8044,,,22.0047,22.9871,20.5559
2017/8/10,9.887,7.9006,19.514,8.4289,8.7343,9.2618,6.3457,4.3064,13.7452,9.88,13.4304,11.97,12.8945,5.84,13.9584,21.413,6.9284,19.8672,8.7145,26.9334,5.2734,18.4128,16.9006,27.6967,,,,14.0863,,,,9.3228,3.89,7.4607,23.198,6.5793,12.3894,5.07,20.4628,9.21,22.0013,13.3776,12.0951,20.9946,38.3225,,22.6345,21.9812,12.9341,18.6186,,,21.6286,22.8282,20.1464
2017/8/11,9.5912,7.9006,19.1259,8.3792,8.5846,8.7728,6.2459,4.2466,13.5974,9.43,13.2291,11.97,12.8056,5.84,13.8523,21.1359,6.8788,19.6801,8.4642,26.3334,5.2932,18.1578,16.5481,26.5999,,,,14.1535,,,,9.1471,3.8,7.3173,22.5597,6.4012,12.0865,4.96,19.8601,9.18,21.3621,13.29,12.2147,20.8779,38.7225,,22.4476,21.5275,13.0805,18.6279,,,21.2805,22.9457,20.0797
2017/8/14,9.8268,7.9006,19.1259,8.4289,8.7044,8.7728,6.3357,4.2865,13.7649,9.59,13.488,11.97,12.9736,5.84,13.9295,21.3239,6.9581,20.4222,8.5223,27.0109,5.3229,18.4128,16.6944,27.0248,,,,14.2302,,,,9.2838,3.83,7.4834,23.5123,6.4804,12.4089,5.06,21.5398,9.27,21.8964,13.5334,12.3766,21.2183,39.9616,,22.8115,21.5205,13.464,18.7115,,,21.5938,23.2152,20.6322
2017/8/15,9.877,7.1066,19.8299,8.5283,8.7942,8.7728,6.3756,4.3463,13.7846,9.69,13.4208,11.97,13.1613,5.84,13.9295,21.7692,6.968,20.2663,8.6251,26.9431,5.3031,18.5706,16.741,27.341,,,,14.0383,,,,9.274,3.83,7.5287,23.2864,6.4705,12.3503,5.11,21.6682,9.27,22.0109,13.6015,13.3898,21.3058,40.5469,,23.6083,22.8956,13.5407,18.7023,,,21.7122,23.2359,20.7369
2017/8/16,9.8519,6.9498,19.6855,8.5482,8.8142,8.7728,6.4156,4.3463,13.824,9.64,13.4688,11.97,13.0526,5.84,13.9874,21.9473,6.9581,20.1416,8.7145,27.2431,5.3031,18.7527,16.8873,27.7363,,,,14.4413,,,,9.2838,3.87,7.5438,23.4141,6.4408,12.2916,5.14,21.5101,9.25,21.7628,14.1078,13.3124,21.4128,40.303,,23.8051,23.3144,13.8893,18.5908,,,22.0813,23.9752,20.5559
2017/8/17,9.9772,6.7636,19.6223,8.6177,8.914,9.2419,6.4056,4.3662,13.3609,9.7,13.603,11.97,13.1613,5.84,14.0838,22.165,7.1563,20.0044,8.6967,27.2915,5.2932,18.6981,16.8474,27.7165,,,,14.2398,,,,9.3228,3.88,7.5816,23.4583,6.4804,12.3405,5.18,21.2631,9.27,21.8296,13.8839,13.242,21.335,39.6786,,23.687,23.1748,13.9521,18.6558,,,22.0952,23.5744,20.3845
2017/8/18,10.3031,6.6459,19.7397,8.6078,8.8442,8.9924,6.4455,4.3662,13.4299,9.68,13.8618,11.97,12.934,5.84,14.0645,22.6895,7.0572,19.8672,8.5133,26.9625,5.214,18.346,16.7676,28.5663,,,,13.7217,,,,9.4693,3.86,7.6495,23.8561,6.5793,12.2916,5.19,21.4113,9.2,21.9345,13.8936,13.2279,21.3641,40.7811,,23.4116,23.2586,13.6035,18.7162,,,22.3111,23.5123,20.0701
2017/8/21,10.2279,6.7047,19.5862,8.6475,8.8741,8.8926,6.4854,4.3862,13.0555,9.64,13.8522,11.97,13.1613,5.84,14.0838,22.4817,7.0572,19.9981,8.4731,27.2044,5.2536,19.0866,17.1533,28.5762,,,,13.8752,,,,9.479,3.89,7.7779,23.6646,6.6585,12.4382,5.23,21.1742,9.21,22.049,14.0494,13.235,22.0059,40.625,,23.6477,23.5169,13.7499,18.6326,,,22.4225,23.7195,20.2607
2017/8/22,10.3031,6.7342,19.6404,8.5879,8.7443,8.7828,6.4455,4.3463,13.1737,9.45,13.6126,11.97,13.5763,5.84,13.9681,23.0061,6.7698,19.7487,8.6654,26.8173,5.1943,18.9106,17.1666,28.1019,,,,13.8368,,,,9.4107,3.94,7.7401,23.7038,6.5793,12.4871,5.17,21.0556,9.2,22.2017,13.9228,13.8682,22.0254,41.1226,,23.4509,23.0492,13.8057,18.6976,,,22.6941,24.3414,19.9844
2017/8/23,10.0324,6.6753,19.7307,8.578,8.7343,8.7528,6.3357,4.3164,13.3708,9.28,13.4208,11.97,13.6454,5.84,13.9488,22.1848,6.6607,19.5055,8.5581,26.585,5.1844,18.8802,16.874,28.0031,,,,13.501,,,,9.3619,3.88,7.9969,23.7382,6.5101,12.2819,5.16,20.9568,9.1,22.0872,14.0883,13.5586,22.0935,40.8006,,23.5887,23.1958,13.8614,18.5397,,,22.1857,24.1479,19.9177
2017/8/24,9.9221,6.5675,20.2632,8.6177,8.4848,8.7728,6.2958,4.3164,13.154,9.37,13.3442,11.97,13.0427,5.84,13.833,21.6604,6.6112,19.3434,8.4507,26.5076,5.1943,18.6617,16.701,30.7994,,,,13.7409,,,,9.4302,3.9,7.9818,23.4288,6.4606,12.0865,5.16,20.6011,9.05,21.6292,14.0397,12.9043,21.8892,39.8738,,23.3427,22.5745,13.8893,18.614,,,22.3111,24.1825,20.0511
2017/8/25,9.9522,6.5969,20.4888,8.6774,8.5647,8.9225,6.3457,4.3363,13.3313,9.36,13.5167,11.97,13.0427,5.84,14.6433,21.7197,6.5914,19.5554,8.4507,26.9431,5.2833,18.947,16.8274,30.9575,,,,13.8464,,,,9.5474,3.97,7.9893,24.0329,6.5101,12.2623,5.19,21.0853,9.12,21.82,14.1176,12.9184,22.2393,39.9811,,23.6673,23.0282,14.468,18.6512,,,22.52,24.4657,20.2607
2017/8/28,10.0575,6.6557,20.4708,8.7072,8.6844,8.8726,6.4056,4.3662,13.4397,9.42,13.5263,11.97,13.0724,5.84,14.7398,21.8187,6.6013,19.5679,8.5875,27.3593,5.3624,19.3113,17.2331,31.3528,,,,14.0287,,,,9.6645,3.97,7.9289,24.0967,6.5398,12.3405,5.23,21.0655,9.2,21.5147,14.0397,13.3546,22.92,39.7957,,24.7396,23.3703,14.9492,18.7255,,,22.9865,24.6246,20.6893
2017/8/29,10.0976,6.6459,20.4979,8.8563,8.6645,8.7928,6.4056,4.3662,13.2033,9.33,13.5646,11.97,12.9538,5.84,14.5662,22.2937,6.7797,19.5803,8.4735,27.3883,5.3229,19.4266,17.3595,31.3626,,,,13.8272,,,,9.7036,3.95,8.0346,23.8119,6.5299,12.448,5.28,21.2137,9.16,21.5338,14.137,13.1717,23.484,39.8055,,25.4675,23.9148,14.9143,19.1854,,,23.2372,24.673,21.5085
2017/8/30,10.0123,6.6067,20.4888,8.8662,8.6146,8.8227,6.3457,4.3563,13.2427,9.33,13.7372,11.97,12.8945,5.84,14.4408,21.9275,6.6607,19.6365,8.4431,27.5722,5.3526,19.5602,17.273,32.6373,,,,13.7121,,,,9.6645,3.94,7.8534,23.4534,6.5299,12.6923,5.81,21.3718,9.31,21.5052,14.2344,13.1435,22.9006,40.3811,,25.5855,23.5029,15.0747,19.3991,,,22.6941,24.6868,21.3275
2017/8/31,10.0374,6.6851,20.2542,8.8563,8.5846,8.7528,6.3557,4.3662,13.2624,9.34,13.6893,11.97,12.9538,5.84,14.4986,21.9275,6.6409,19.7861,8.6027,27.5819,5.4218,20.1612,17.5724,32.5484,,,,14.0287,,,,9.7426,3.93,7.8912,23.5516,6.5991,12.702,5.7,21.3026,9.31,22.2494,14.361,13.1435,23.3187,39.5908,,25.92,23.817,15.6673,19.3851,,,22.9169,24.7836,21.9276
2017/9/1,10.2881,6.6459,20.3083,8.7867,8.6245,8.7229,6.3258,4.3862,13.5974,9.55,13.7084,11.97,12.9933,5.84,14.5372,22.1848,6.6707,19.7113,8.6027,27.727,5.4416,19.8455,17.8051,31.7776,,,,14.0671,,,,9.6157,3.91,7.8836,23.3699,6.5793,12.7411,5.67,21.4805,9.36,22.3257,14.1468,12.9676,23.0562,39.7957,,25.6445,23.6565,15.5,19.622,,,22.7915,24.6868,21.6895
2017/9/4,10.5137,6.6655,20.7416,8.7966,8.6944,8.6131,6.3058,4.3762,13.4102,9.61,13.8331,11.97,12.6376,5.84,14.5951,22.1452,6.6211,19.7861,8.5115,28.1722,5.4515,19.5966,17.6588,32.5582,,,,13.7984,,,,9.6645,3.92,7.8912,23.1686,6.5694,13.0147,5.55,21.688,9.27,22.4116,14.1176,13.4531,23.6104,39.9518,,25.0642,23.3424,14.977,19.7846,,,22.7358,25.3087,21.2894
2017/9/5,10.6992,6.6459,20.8408,8.6873,8.6545,8.653,6.3457,4.4559,13.4003,9.53,13.8426,10.77,12.5981,5.84,14.5179,22.1947,6.6112,19.9482,8.4963,28.0657,5.4614,19.6451,17.865,33.3191,,,,13.5106,,,,9.6548,3.95,8.2385,23.2668,6.5991,12.9756,5.54,21.688,9.22,22.965,14.0397,13.7697,23.6396,40.2152,,25.2904,23.6914,14.9701,19.7057,,,22.5339,25.5298,21.2704
2017/9/6,10.6039,6.6067,20.877,8.7171,9.5229,8.5333,6.3457,4.446,13.223,9.58,13.8139,10.24,12.6475,5.84,14.4986,22.0166,6.7004,20.0792,8.4735,27.7367,5.59,19.3902,17.8517,32.8942,,,,13.5489,,,,9.6255,4,8.1555,23.2668,6.6684,12.9658,5.57,20.8481,9.36,22.8982,14.0299,13.7345,23.3382,41.2689,,24.8478,23.468,14.7609,19.3991,,,22.2484,25.4192,21.1084
2017/9/7,10.5638,6.5871,20.7686,8.7072,9.6228,8.5532,6.3657,4.3961,13.223,9.63,13.603,9.98,12.519,5.84,14.3636,22.2838,6.7202,20.2289,8.5495,27.8432,5.5999,19.463,18.0379,33.7637,,,,13.1843,,,,9.5474,4,8.1479,23.5467,6.6387,12.8095,5.4,20.2256,9.33,22.383,14.0299,13.6571,23.0173,40.5957,,24.8478,23.2097,14.7609,19.2783,,,22.325,25.5919,21.0417
2017/9/8,10.5338,6.5283,20.5881,8.6774,9.463,8.5632,6.3357,4.4161,13.154,9.59,13.6317,10.13,12.3807,5.84,14.3539,21.9077,6.74,19.8173,8.5115,27.698,5.6296,19.6027,18.284,34.0108,,,,13.3666,,,,9.5474,4,8.2914,23.3699,6.6387,12.79,5.45,20.5319,9.5,22.5929,13.8936,14.2763,22.7547,40.4786,,24.6609,23.0282,14.5308,19.269,,,22.1579,25.8269,21.5275
2017/9/11,11.2056,6.5479,20.3805,8.737,9.493,8.663,6.3657,4.4858,13.2131,9.77,13.603,10.03,12.4795,5.84,14.3539,21.3734,6.8491,19.9669,8.5343,28.0174,5.6692,19.8698,18.2707,37.4099,,,,13.501,,,,9.5376,4,8.4273,23.3503,6.698,12.8095,5.57,20.3738,10.03,22.1731,13.9812,15.1207,23.1923,39.5128,,25.1527,23.6355,15.2141,19.204,,,22.708,26.4003,21.7657
2017/9/12,10.98,6.4989,20.6513,8.5879,9.2434,8.5932,6.3357,4.5656,12.8584,9.7,13.5551,9.95,12.5882,5.84,14.3154,21.6999,6.9383,19.6552,8.4127,27.4851,5.6098,19.8212,18.2707,40.6904,,,,13.2515,,,,9.5864,3.95,8.2385,23.9052,6.6387,12.7313,5.5,20.4727,9.66,22.4211,13.8936,14.7407,22.6964,39.6299,,24.8183,23.4959,16.009,19.0321,,,22.2414,26.5731,21.7181
2017/9/13,10.99,6.5283,20.7596,8.6078,9.2335,8.5732,6.655,4.6055,13.1737,9.97,13.7755,10.01,12.6969,5.84,14.3539,21.4724,7.414,19.6177,8.4355,28.6464,5.6197,19.9608,18.6565,40.5125,,,,13.4818,,,,9.6157,4.05,8.3216,24.1114,6.698,12.7509,5.52,20.858,9.53,22.4784,13.991,14.8181,23.6979,40.3128,,24.9756,24.194,16.26,18.9717,,,22.4991,26.2414,22.6325
2017/9/14,11.2256,6.6753,20.7596,8.6376,9.3433,8.5033,6.7149,4.6254,13.0062,10,13.7276,9.99,12.5388,5.84,14.2768,21.0568,7.1662,19.6365,8.3899,29.2464,5.6296,20.1915,18.6365,40.9078,,,,13.405,,,,9.5278,4.04,8.2008,23.9052,6.7277,12.8095,5.46,21.2532,9.47,22.4974,13.8839,14.6141,23.5813,40.1664,,24.8183,23.831,16.5249,18.8881,,,22.2623,26.041,22.5372
2017/9/15,11.1805,6.6655,21.0394,8.6475,9.2933,8.5133,6.8945,4.5955,13.4003,9.81,13.6509,10,12.4202,5.84,14.2382,21.0073,7.0176,19.3933,8.3367,29.2077,5.5801,19.7787,18.856,41.3129,,,,13.501,,,,9.44,4.05,8.0195,24.19,6.7673,12.8095,5.5,20.9864,9.41,23.1271,13.9326,14.8251,23.6882,42.0982,,24.4641,23.2726,15.9881,18.8834,,,22.0952,26.041,22.8325
2017/9/18,11.2056,6.6067,21.0845,8.6078,9.3233,8.5832,6.8845,4.5556,14.3561,9.73,13.8426,10.04,12.5487,5.84,14.2768,21.2448,7.0473,19.7549,8.6711,30.1078,5.59,19.7908,18.9358,41.9453,,,,13.5106,,,,9.6059,4.05,8.1781,26.611,6.8959,12.9561,5.6,22.5179,9.43,23.2607,14.1468,14.79,24.9329,43.8055,,24.4543,23.6355,16.0369,18.7673,,,22.6662,25.6818,23.6136
2017/9/19,11.0552,6.5773,20.9672,8.5978,9.3632,8.5532,6.7348,4.4958,14.1984,9.73,14.1207,9.97,12.5882,5.84,14.2961,21.0568,6.9878,19.6427,8.6483,30.2239,5.6197,19.7484,18.7696,41.1548,,,,13.2803,,,,9.4986,4.15,8.3291,28.3297,6.8168,12.6532,5.52,22.1524,9.42,23.2416,14.0786,14.5507,24.7773,43.6006,,24.7887,23.5937,16.4134,18.7441,,,22.5339,25.6887,23.0421
2017/9/20,10.8897,6.5773,21.2831,8.568,9.3133,8.5532,6.7348,4.5955,13.9915,9.65,14.2261,9.95,12.5684,5.84,14.5565,21.0469,7.1365,19.705,8.6103,30.1465,5.6296,19.8394,18.8228,41.4512,,,,12.8293,,,,9.5571,4.11,8.4726,27.7552,6.8069,12.6923,5.48,22.2018,9.43,23.6996,14.2344,14.7689,24.5051,43.6494,,24.8379,23.7682,16.3716,18.7301,,,22.7219,25.8821,22.9659
2017/9/21,10.7995,6.4891,21.3553,8.4885,9.1536,8.7129,6.7548,4.5257,14.09,9.46,14.1207,9.9,12.5092,5.84,14.3925,20.9281,7.2654,19.7986,8.4963,29.5658,5.5405,19.4812,18.6232,41.4512,,,,12.7141,,,,9.5864,4.14,8.4575,26.3851,6.698,12.5457,5.47,21.7077,9.34,24.0335,13.9715,15.184,23.8341,43.9128,,24.7297,23.3912,16.2251,19.2597,,,23.1606,25.7854,22.0895
2017/9/22,10.9098,6.5283,21.7615,8.3792,9.0837,8.9025,6.7049,4.4958,13.893,9.59,13.9769,9.99,12.4301,5.84,14.2575,20.4334,7.1662,19.9171,8.5115,29.711,5.5109,19.2991,18.5035,40.8979,,,,12.6662,,,,9.4595,4.12,8.4651,26.3016,6.7376,12.5555,5.56,21.5595,9.33,24.1576,13.8157,14.8603,23.9313,44.108,,24.71,24.0753,16.3855,18.8277,,,22.9099,26.3381,21.9086
2017/9/25,10.7343,6.2931,21.6081,8.3593,8.9839,8.7229,6.6051,4.436,13.8733,9.39,13.9193,9.88,12.3511,5.84,14.4601,19.8298,6.8986,19.7487,8.5495,28.9077,5.3723,18.8681,18.3771,40.9967,,,,12.6853,,,,9.2838,4.01,8.5406,27.3819,6.6486,12.448,5.34,22.0931,9.33,24.606,13.7378,15.4373,23.027,44.3226,,24.1002,24.2777,16.3018,18.6372,,,21.754,26.3796,21.5752
2017/9/26,10.7293,6.2538,21.3463,8.3494,8.8941,8.8726,6.5852,4.4559,13.9718,9.41,13.9481,9.85,12.193,5.84,14.2768,19.9881,6.8788,19.6614,8.4963,29.1884,5.3723,18.4067,18.4437,40.7991,,,,12.8485,,,,9.3326,4.05,8.3895,27.5636,6.6486,12.4871,5.38,22.0239,9.33,24.6155,13.6307,16.0776,22.4727,44.2446,,23.2935,23.9497,15.6185,18.6419,,,21.7958,25.9443,20.956
2017/9/27,10.4485,6.2832,21.9871,8.4289,8.9639,8.7628,6.6051,4.446,14.0309,9.35,14.0152,9.99,12.2819,5.84,14.2768,19.9683,6.9085,19.9981,8.4735,30.1368,5.4119,18.7163,18.8095,43.8721,,,,12.8389,,,,9.3228,4.04,8.3593,27.431,6.6585,12.4773,5.4,21.935,9.49,24.2721,13.6989,16.0494,22.531,44.8592,,23.51,24.9199,15.751,18.6326,,,21.8167,25.6058,21.118
2017/9/28,10.4936,6.146,22.4114,8.4388,8.8841,8.5133,6.5951,4.3961,14.1097,9.42,14.0631,10.21,12.0942,5.84,14.0935,19.711,6.7599,19.9358,8.4203,30.1755,5.4614,19.032,19.1753,43.0816,,,,12.7525,,,,9.3131,4.06,8.2838,28.7471,6.6387,12.702,5.33,22.3302,9.57,25.188,13.7086,15.9861,22.7547,45.0348,,23.5591,25.7366,15.751,18.5582,,,21.5242,25.6541,20.8322
2017/9/29,10.6541,6.1852,22.4745,8.4786,9.0837,8.5033,6.5852,4.4858,14.6517,9.5,13.9385,10.27,12.7364,5.84,14.3154,19.9683,6.74,20.472,8.5039,31.482,5.59,19.0866,19.3216,40.0185,,,,13.0884,,,,9.3814,4.04,8.3065,30.9176,6.8563,12.9854,5.35,23.3479,9.58,26.2375,13.9034,16.3379,22.1615,46.2348,,25.3691,25.597,15.7092,18.6001,,,21.7052,25.8545,20.2511
2017/10/9,10.9298,6.2636,22.1767,8.5283,9.0937,8.693,6.665,4.5058,15.0951,9.5,14.1686,10.5,12.6969,5.84,14.3346,20.1266,6.8788,20.4159,8.4887,32.6047,5.6395,19.5541,19.3283,36.155,,,,13.098,,,,9.6157,4.07,8.2989,30.898,6.8168,13.5521,5.38,23.4961,9.58,26.5142,14.0202,16.0917,22.1129,45.0251,,25.3888,25.6808,15.7301,18.7998,,,21.8375,27.2433,20.1559
2017/10/10,10.8045,6.3323,22.637,8.6078,9.2434,8.7129,6.8047,4.5556,14.8783,9.46,14.2453,10.52,12.6969,5.84,14.4311,20.2157,7.0374,20.4346,8.5495,31.6465,5.6494,19.7605,19.315,36.1253,,,,13.2899,,,,9.645,4.13,8.533,30.8685,6.8465,13.4935,5.47,23.4961,9.6,26.3234,14.2149,16.0143,22.5116,46.2153,,26.2544,26.2741,16.0229,18.7255,,,22.123,28.0655,20.5083
2017/10/11,11.1204,6.3225,22.9168,8.6774,9.473,8.7928,6.8346,4.5756,14.8783,9.48,14.5041,10.44,12.8352,5.84,14.489,22.2343,7.2158,21.819,8.6331,31.8885,5.6889,19.6087,19.3216,36.2439,,,,13.2419,,,,9.7426,4.14,8.5179,31.8703,6.9553,14.0113,5.53,23.9506,9.75,27.2584,14.1078,16.359,22.463,47.5422,,25.7232,26.2951,15.7161,18.7394,,,22.1579,28.176,20.8036
2017/10/12,10.98,6.2734,22.5919,8.6774,9.2834,8.7528,6.7348,4.5257,14.7305,9.33,14.4082,10.37,12.5388,6.42,14.3539,21.4625,7.0572,21.4698,8.4735,32.4305,5.6098,19.8151,19.315,34.7024,,,,13.002,,,,9.7621,4.09,8.7369,31.8212,7.0542,13.9331,5.51,23.9309,9.69,27.182,14.1078,16.6334,22.1615,47.6592,,25.7724,25.6319,15.758,18.6419,,,22.7428,28.1346,20.3369
2017/10/13,10.8797,6.9008,22.1677,8.7072,9.2434,8.7728,6.7348,4.5457,14.8487,9.38,14.3124,10.51,12.608,6.53,14.4215,21.0073,6.9977,21.5072,8.4811,31.6465,5.6395,20.4647,19.448,35.3842,,,,13.05,,,,9.684,4.1,8.7294,30.9864,6.9751,14.0504,5.53,23.3776,9.65,26.3329,14.176,16.7108,22.2101,47.8544,,25.7626,25.7715,16.0229,18.6047,,,23.2024,28.6113,20.594
2017/10/16,10.8446,6.5969,21.9691,8.5978,8.934,8.5632,6.6051,4.436,14.7206,9.34,14.1973,10.31,12.9439,6.32,14.4022,20.3443,6.7896,20.7776,8.7015,30.7272,5.5109,19.5177,19.315,36.1747,,,,12.7909,,,,9.7524,4.01,8.4877,30.2645,6.8168,13.7377,5.32,23.1009,9.58,26.4188,13.8839,16.2464,21.7239,47.3861,,24.9855,24.899,15.4303,18.5536,,,22.3946,28.5146,20.7846
2017/10/17,10.634,6.5283,22.0593,8.6475,8.9839,8.5033,6.675,4.436,14.7798,9.3,14.6,10.36,13.6553,6.34,14.5565,20.7005,6.859,20.946,8.7547,32.324,5.5306,20.0337,19.4214,35.8684,,,,12.8101,,,,9.5864,4.04,8.4198,30.0975,6.8069,13.8354,5.31,23.8123,9.54,26.6191,13.9034,16.0987,22.1907,48.5861,,25.2806,25.2759,15.6464,18.3353,,,24.6369,28.7564,20.9274
2017/10/18,10.6591,6.3813,22.4114,8.6078,8.8641,8.4035,6.6251,4.426,15.0556,9.2,14.4658,10.46,13.3095,6.37,14.4022,20.1959,6.7301,20.7464,8.6863,31.3659,5.6098,19.1898,19.2085,34.1491,,,,12.954,,,,9.4107,4.07,8.5028,29.5868,6.797,13.9429,5.19,23.5554,9.55,28.1838,13.7865,15.768,22.2004,49.6495,,24.8183,24.7245,15.5418,18.3306,,,24.2817,28.8462,20.2321
2017/10/19,10.609,6.2538,23.0341,8.5183,8.6545,8.164,6.6051,4.3264,15.4596,8.99,14.6671,10.45,13.1119,6.39,14.4697,19.9782,6.631,20.0854,8.6255,31.0659,5.5504,18.7285,19.275,32.2223,,,,13.098,,,,9.4205,4.06,8.4046,30.8783,6.6783,14.3631,5.03,24.0396,9.52,28.3937,13.5529,15.2192,21.9184,49.6593,,25.0248,25.8832,14.8376,17.88,,,23.8639,28.6458,20.2607
2017/10/20,10.609,6.3225,22.8266,8.737,8.7543,8.3137,6.5652,4.3662,15.6764,9.07,14.6767,10.54,13.2502,6.34,14.4697,20.1068,6.7004,20.1478,8.5875,31.7917,5.6395,18.9652,19.3948,32.4199,,,,12.8389,,,,9.7328,4.07,8.4273,30.5346,6.7277,14.236,5.11,23.9408,9.62,27.8308,13.66,15.761,22.2101,48.3422,,26.6872,26.302,14.9213,17.9451,,,23.0562,28.7011,20.2702
2017/10/23,10.4686,6.4009,22.9619,8.9656,8.7743,8.3636,6.6849,4.3762,16.0016,9.18,14.7246,10.56,13.7245,6.26,14.4793,20.2256,6.7301,20.0355,8.6331,31.7917,5.6593,19.0138,19.428,32.7163,,,,13.2611,,,,9.7036,4.07,8.7143,30.7899,6.8563,14.5487,5.12,24.1779,9.72,28.1457,13.6502,15.2262,22.4727,48.6154,,26.579,27.1536,15.1653,18.2052,,,23.6272,28.8324,20.3845
2017/10/24,10.5037,6.3519,23.1786,8.9358,8.6844,8.3237,6.5752,4.5756,15.9424,9.15,14.6,10.42,13.7245,6.25,14.6047,20.1167,6.6409,19.412,8.6103,31.8401,5.6296,19.0745,19.6542,32.3804,,,,13.4338,,,,9.6157,4.06,8.7143,29.0516,6.8465,14.5585,5.09,24.1976,9.69,28.3174,13.6794,15.3951,22.2296,48.7519,,25.861,27.021,15.1374,18.2563,,,24.045,28.4386,19.6987
2017/10/25,10.5538,6.3519,23.1244,8.9855,8.6944,8.3337,6.5852,4.5257,16.5927,9.26,14.4466,10.5,13.932,6.3,14.653,20.1959,6.6707,19.5242,8.5647,31.9369,5.6296,19.2748,20.0532,32.3409,,,,13.4818,,,,9.85,4.05,8.7294,29.5132,6.9256,14.6464,5.14,23.7728,9.68,28.4223,13.7086,15.8243,22.3755,47.8641,,26.2938,27.2933,15.4791,18.3446,,,23.9475,29.6062,20.0987
2017/10/26,10.5889,6.3911,22.8356,9.0253,8.7543,8.3237,6.5353,4.4759,16.8982,9.36,14.4274,10.42,13.7047,6.36,14.7591,20.2652,6.6806,19.8485,8.5267,32.7305,5.778,19.5237,20.1264,32.6472,,,,13.4338,,,,9.8012,4.05,8.9106,29.6801,6.8366,14.3826,5.14,23.6048,9.71,28.3746,13.7865,15.191,22.463,50.03,,27.4939,27.8866,15.6743,18.4282,,,23.4879,29.7651,20.2797
2017/10/27,10.1527,6.4695,23.2147,8.906,8.6645,8.4434,6.4355,4.436,17.0263,9.39,14.7725,10.28,13.5565,6.37,14.8845,19.9782,6.6409,20.2974,8.4887,31.8304,5.7186,19.3052,20.1197,32.5088,,,,13.2803,,,,9.7421,4.03,8.8728,30.1467,6.8069,14.7441,5.06,24.9881,9.6,28.804,13.6892,14.987,23.202,49.5519,,27.2479,27.8307,15.6813,18.4375,,,23.6063,29.6546,22.3086
2017/10/30,9.8368,6.2538,23.332,8.7867,8.2452,8.2838,6.4156,4.3363,17.2529,9.27,14.3987,10.1,13.1218,6.37,15.1546,20.2355,6.294,19.4369,8.5267,30.1949,5.4911,18.4492,20.173,30.7302,,,,12.9348,,,,9.4564,3.95,8.7671,29.3659,6.5892,14.2263,4.87,24.83,9.52,28.9662,13.3192,14.3819,23.2604,49.4641,,26.825,27.9564,14.7539,18.4514,,,22.2623,29.6891,22.7563
2017/10/31,9.9622,6.3519,23.7472,8.8463,8.2752,8.4634,6.5153,4.3563,16.8292,9.21,14.1686,9.91,13.349,6.51,15.2125,20.0277,6.3634,20.6404,8.4507,30.3884,5.5306,18.6738,20.153,31.0069,10.6418,,,13.1939,,,,9.1117,3.97,9.0692,29.194,6.5496,14.2556,4.91,24.4348,9.48,28.1934,13.3679,14.5578,24.1453,50.0202,,28.1234,27.7819,15.1932,18.3817,,,22.3111,29.1157,23.1564
