ÈÕÆÚ,000568.SZ,000596.SZ,000729.SZ,000752.SZ,000799.SZ,000848.SZ,000858.SZ,000860.SZ,000869.SZ,000929.SZ,000995.SZ,002304.SZ,002461.SZ,002568.SZ,002646.SZ,200596.SZ,200869.SZ,600059.SH,600084.SH,600132.SH,600189.SH,600197.SH,600199.SH,600238.SH,600300.SH,600365.SH,600519.SH,600543.SH,600559.SH,600573.SH,600600.SH,600616.SH,600702.SH,600779.SH,600809.SH,601579.SH,603156.SH,603198.SH,603369.SH,603589.SH,603711.SH,603779.SH,603919.SH
2015/8/6,22.0445,38.1182,9.0368,17.7195,20.395,11.4021,23.7629,16.9142,38.2531,16.2466,12.39,57.5541,8.6846,52.0901,25.8457,24.969,22.1647,11.0038,7.61,16.3454,10.1251,10.8151,10.0544,12.06,7.7667,13.4756,192.0311,11.3157,12.513,11.1386,35.5626,11.1228,25.8684,9.6468,18.0631,13.4104,,28.111,12.1482,41.3843,,,
2015/8/7,22.4186,38.734,9.2424,17.7493,20.395,11.5013,23.7629,17.1711,38.8198,17.0823,12.39,58.4284,8.7185,57.2866,26.5717,25.0987,22.6683,11.2649,7.96,16.8189,10.5377,11.2156,10.4025,12.52,7.9926,13.4756,193.8768,11.855,13.0812,11.4746,35.9739,11.7517,25.8684,9.9129,18.6415,13.7178,,29.4185,12.4298,41.1864,,,
2015/8/10,23.2648,39.9462,9.5752,18.6442,20.395,11.9576,23.7629,17.7833,40.2366,17.9877,12.39,60.2133,9.1152,58.9645,27.501,25.0246,23.4898,11.9031,8.76,17.429,10.5377,11.7839,11.0987,13.3,8.4148,13.4756,198.908,12.5241,14.39,12.0479,37.3513,12.5181,25.8684,10.236,19.3052,14.4094,,31.4681,12.9474,44.2959,,,
2015/8/11,23.8794,38.58,9.4088,18.3161,20.395,11.7394,23.7629,17.7228,39.6699,18.2165,12.39,59.4938,8.9265,57.0805,27.0073,24.9134,23.3661,11.758,8.86,17.3561,10.5377,11.8211,11.0788,14.14,8.3166,13.4756,197.4558,12.4542,14.4411,11.87,37.2843,12.5672,25.8684,10.0744,19.3242,14.3902,,32.6343,12.8104,44.0132,,,
2015/8/12,23.2113,40.2156,9.5655,17.4112,20.395,11.3822,23.7629,16.4229,38.7442,17.4902,12.39,57.627,8.5782,53.6912,26.1168,24.6539,22.8008,11.3906,8.55,16.91,10.5377,11.5417,10.8401,14.15,8.1988,13.4756,196.2566,12.4143,14.6794,11.6822,36.94,12.7638,25.8684,10.0744,18.7363,14.0444,,34.4453,12.5934,41.488,,,
2015/8/13,23.434,39.5902,9.4969,17.9383,20.395,11.5542,23.7629,16.7932,39.2165,17.8086,12.39,57.5814,8.9459,54.8705,26.3394,24.3851,22.9244,11.7677,8.86,17.2196,10.5377,12.0447,11.1782,14.36,8.4344,13.4756,196.294,13.2233,14.6815,12.1171,37.8199,13.6579,25.8684,10.236,18.9544,14.419,,36.0532,12.8104,41.6481,,,
2015/8/14,24.4049,38.1471,9.5557,19.7281,20.395,11.746,23.7629,16.5136,39.2259,17.9678,12.39,57.7636,8.9798,54.1227,26.0974,24.3943,23.1895,11.8354,9.09,17.1467,10.5377,12.2217,11.2876,14.18,8.5522,13.4756,196.7344,13.5229,14.2708,12.6013,37.4852,13.3533,25.8684,10.5497,19.1346,14.8897,,34.4541,12.856,42.515,,,
2015/8/17,24.4494,38.58,9.6144,20.1855,20.395,11.7592,23.7629,16.5967,38.8387,18.3856,13.01,57.4995,9.8797,52.2387,26.1652,24.2182,22.9951,12.5509,9.44,17.511,10.5377,12.557,11.7252,14.29,8.7683,13.4756,193.2116,14.4118,14.5666,13.1449,36.9495,14.6896,25.8684,10.9488,19.2104,15.0819,,34.0389,12.7609,40.5268,,,
2015/8/18,22.3741,34.722,8.6941,18.4454,20.395,10.582,23.7629,15.2666,37.0724,16.5451,13.66,54.7128,8.9749,48.4899,23.7161,23.1709,22.2442,11.2939,8.5,15.7626,10.5377,11.2995,10.5517,12.86,7.8944,13.4756,188.3771,12.9736,13.111,11.8304,34.9887,13.2256,25.8684,10.3976,17.3709,13.6985,,31.5388,11.4859,36.9651,,,
2015/8/19,23.0688,35.6264,8.9878,20.2949,20.395,10.8531,23.7629,15.6293,38.3192,17.4305,14.34,55.8238,9.7249,52.7277,25.4876,23.7826,22.4297,11.642,8.69,15.9902,10.5377,12.3521,11.049,13.14,7.9729,13.4756,188.9017,14.1021,13.592,12.5519,35.3522,13.766,25.8684,10.198,17.7881,14.2461,,31.7597,11.7562,37.5775,,,
2015/8/20,22.6146,34.0774,8.6158,20.8816,20.395,10.9656,23.7629,14.9416,37.3086,16.9629,13.95,54.5489,8.9072,50.0719,24.4905,23.3563,21.8113,10.9651,8.08,15.3528,10.5377,11.7839,10.4821,13.17,7.6685,13.4756,182.7649,13.0135,13.6601,13.8071,34.5391,12.6065,23.2805,9.8749,17.2477,13.7658,,33.659,11.4859,34.7225,,,
2015/8/21,21.1523,31.7107,7.9108,21.5776,20.395,10.119,23.7629,13.6114,35.4951,15.8686,13.25,51.908,8.0218,48.418,22.7481,21.3821,21.193,10.3656,8,14.5606,10.5377,11.1318,9.5771,12.91,7.0205,13.4756,174.5762,11.7451,12.4066,12.4234,33.1044,11.6927,20.9505,9.3806,16.3279,13.2278,,31.5388,10.8808,31.2832,,,
2015/8/24,19.0371,28.7186,7.1178,19.4198,20.395,9.1071,23.7629,12.251,31.9437,14.2867,12.59,46.7172,7.2186,43.5762,20.4733,19.3524,19.0728,9.331,7.2,13.1036,10.5377,10.0233,8.6224,11.62,6.3234,13.4756,158.9391,10.5666,11.166,11.1781,29.7949,10.5235,18.8584,8.9149,14.697,11.9022,,28.4998,9.7924,28.1549,,,
2015/8/25,17.8599,28.8629,6.687,17.4808,20.395,8.2076,23.7629,11.0494,29.5918,12.854,11.96,45.251,6.4978,39.2186,18.4308,18.8148,18.5516,8.4027,6.48,11.7923,10.5377,9.0172,7.787,10.46,5.6949,13.4756,165.4506,9.508,10.2147,10.0613,28.255,9.4721,16.9746,8.4682,13.2273,10.711,,26.8389,9.1454,30.9157,,,
2015/8/26,18.0806,30.3253,6.7947,15.7308,20.395,8.3994,23.7629,11.3592,30.1113,11.5706,11.36,46.0251,5.8494,40.0959,17.4338,20.3904,18.7548,8.1803,5.84,11.8743,10.5377,9.0079,7.8665,10.14,5.1255,13.4756,172.2808,8.5592,10.4765,9.0532,28.8289,8.8924,15.2791,8.0405,13.3411,10.0097,,28.4114,9.4765,34.0064,,,
2015/8/27,19.4417,31.6914,7.2157,14.2193,20.395,8.7566,23.7629,12.115,32.1042,11.9089,10.79,48.1834,5.8494,43.7775,18.6534,20.5758,19.647,8.8185,6.05,12.5755,10.5377,9.7438,8.6224,10.14,5.3807,13.4756,184.6388,8.9886,11.2745,9.5078,31.6792,9.4426,14.0695,7.7934,14.0712,10.3844,,29.392,9.8951,34.6377,,,
2015/8/28,20.2326,32.692,7.4409,15.6413,20.395,9.1666,23.7629,12.7725,33.8422,12.9336,11.19,50.0866,6.2849,45.2684,19.9409,20.6685,21.4403,9.3503,6.54,13.3677,10.5377,10.2934,9.05,10.14,5.8422,13.4756,180.4976,9.7177,11.6895,10.4566,32.6357,10.3073,15.4774,8.1831,14.8298,11.076,,32.3339,10.5459,35.6365,,,
2015/8/31,20.0763,30.5177,7.3919,14.1995,20.395,8.6971,23.7629,12.2964,34.7772,12.5058,10.63,50.6239,5.6801,41.4669,18.8761,19.4636,21.3785,8.9152,6.07,12.539,10.5377,9.8556,8.503,10.14,5.5673,13.4756,183.046,9.498,10.8489,9.9822,32.0905,9.6883,14.3768,7.7744,14.8961,10.3844,,35.5673,9.9294,32.0841,,,
2015/9/1,19.6808,28.5742,7.343,12.7775,20.395,7.8439,23.7629,11.6162,34.0027,12.0382,10.1,52.2176,5.114,37.3873,17.5209,19.4543,21.2195,8.4704,5.48,11.8561,10.5377,9.4364,7.9362,10.14,5.0764,13.4756,182.1091,8.5492,10.1551,8.984,32.1001,8.7155,12.9391,7.3848,14.7349,9.6351,,33.0053,9.3395,28.8804,,,
2015/9/2,20.0119,28.6801,7.6856,11.5047,20.395,8.3135,23.7629,12.115,35.3817,11.7994,9.6,53.1647,4.6302,36.4717,18.2953,19.1855,21.2018,8.6348,5.11,11.6831,10.5377,9.2781,8.2444,10.14,5.3022,13.4756,182.3339,7.8101,10.0275,8.6974,32.5975,8.2144,12.0468,7.0331,15.1427,9.2989,,34.2686,10.1844,29.1066,,,
2015/9/7,19.129,27.997,7.48,12.4593,20.395,8.4524,23.7629,12.3569,33.6533,11.69,9.12,49.6313,4.8624,38.2071,18.3437,18.8797,20.5127,8.7025,5.39,12.0291,10.5377,9.5482,7.9958,10.14,5.3415,13.4756,176.8061,8.0398,10.0338,8.8259,31.4018,8.6074,12.3938,7.2802,14.9341,9.5486,,34.9135,10.2643,29.6154,,,
2015/9/8,19.4969,29.2958,7.6367,12.5289,20.395,8.8756,23.7629,13.09,34.3144,12.1178,8.8,50.7241,5.3511,40.6519,19.0794,19.2411,20.6806,9.0893,5.91,12.5664,10.5377,10.0046,8.4732,10.14,5.6066,13.4756,177.3776,8.5991,10.7276,9.7055,31.4975,9.3935,13.1573,7.6224,15.2564,10.029,,36.1592,10.7362,32.5741,,,
2015/9/9,20.0671,30.1906,7.7836,13.7222,20.395,9.246,23.7629,13.2638,35.3628,12.665,9.24,51.1794,5.714,43.1448,20.0183,19.6582,21.2195,9.3987,6.13,13.0672,10.5377,10.3121,8.8113,10.14,5.8226,13.4756,179.7574,9.1384,11.3767,10.17,32.0236,9.8946,14.476,7.879,15.9486,10.4036,,36.7422,10.9569,33.6389,,,
2015/9/10,19.4141,29.2477,7.4996,12.8968,20.395,8.9616,23.7629,12.7574,34.5789,12.5854,9.7,51.5437,5.5108,40.9875,19.4472,19.5099,20.9898,9.1183,6.07,12.6392,10.5377,10.163,8.5428,10.14,5.5869,13.4756,181.0223,9.0086,11.1064,10.002,31.2871,9.5998,14.4958,7.7364,15.3133,10.0482,,38.1381,10.4736,31.5847,,,
2015/9/11,19.4141,29.3439,7.3821,13.1852,20.395,8.9748,23.7629,12.9161,34.0027,12.7346,9.26,50.7879,5.8543,41.232,19.3698,19.3802,21.2195,9.0603,6.08,12.7303,10.5377,10.1164,8.5925,10.14,5.6851,13.4756,180.7412,9.2183,11.2554,10.0811,30.8088,10.3073,14.2281,7.7649,15.3892,10.1442,,36.5479,10.3899,32.0464,,,
2015/9/14,18.4209,26.5923,7.343,11.8627,20.395,8.2672,23.7629,11.6615,31.9909,11.5109,8.8,50.0866,5.2688,37.3921,17.8113,19.2041,21.2018,8.3351,5.47,11.6922,10.5377,9.3526,7.7372,10.14,5.1255,13.4756,189.7543,8.2995,10.285,9.073,29.8332,9.2756,12.8102,7.3753,14.2324,9.3565,,34.3216,9.6021,28.8427,,,
2015/9/15,18.2278,25.3031,6.7947,10.6794,20.395,8.0952,23.7629,10.7546,30.3569,10.5658,8.36,48.8755,4.7415,37.3921,16.8433,18.9909,21.1046,7.9289,5.08,11.2642,10.5377,9.1849,7.4787,10.14,4.7131,13.4756,189.2578,7.5704,10.2105,9.3201,29.3836,9.0889,11.7295,7.0046,13.5497,9.1548,,33.5354,9.5107,29.3045,,,
2015/9/16,19.4693,27.3043,7.2647,11.7136,20.395,8.6838,23.7629,11.7598,33.0582,11.5308,8.62,50.9882,5.2059,40.9875,18.5276,19.7046,21.564,8.6348,5.53,12.3751,10.5377,10.0046,8.1152,10.14,5.1745,13.4756,191.6469,8.3295,11.0894,10.0811,30.9332,10.0027,12.7309,7.3562,14.7255,9.9329,,33.7916,10.3252,32.1972,,,
2015/9/17,18.8072,26.1786,7.2549,11.4849,20.395,8.4259,23.7629,11.6389,32.0192,11.1826,8.19,49.2033,5.0947,38.6385,17.9274,19.4728,21.0693,8.4317,5.42,12.0018,10.5377,9.8929,7.9362,10.14,4.9782,13.4756,185.5101,8.2196,10.7872,9.7945,31.3253,9.9437,12.4632,7.3087,14.2608,9.6351,,30.4168,9.8989,30.275,,,
2015/9/18,19.1382,25.9573,7.3234,11.5843,20.395,8.4987,23.7629,11.7522,32.1609,11.2025,8.39,48.6114,5.1769,39.2617,17.9758,19.6304,21.3785,8.4898,5.5,12.0746,10.5377,10.0046,7.9163,10.14,5.0764,13.4756,186.8499,8.3794,10.5765,9.9229,30.8184,10.2582,12.6714,7.5939,14.3746,9.6447,,28.6941,9.937,30.1525,,,
2015/9/21,19.6165,26.7847,7.4996,11.8727,20.395,8.836,23.7629,12.2586,33.1999,11.5507,8.64,49.2853,5.3946,40.5561,18.5663,19.825,21.4226,8.7508,5.68,12.4116,10.5377,10.3027,8.1549,10.14,5.2826,13.4756,186.7281,8.689,10.9979,10.4863,30.8662,10.4645,13.9406,7.8505,14.8203,9.9233,,29.4539,10.2414,31.434,,,
2015/9/22,19.6349,26.9964,7.5192,11.8627,20.395,8.9153,23.7629,12.2284,33.6533,12.0283,8.72,49.9409,5.8543,39.4583,18.6438,19.8528,21.3961,8.8089,5.93,12.539,10.5377,10.2562,8.1848,10.14,5.4495,13.4756,186.7,8.7989,12.0981,10.4665,30.8758,10.3368,13.7026,7.8885,14.8867,10.125,,31.583,10.2833,31.8015,,,
2015/9/23,19.1382,26.2364,7.4213,11.4053,20.395,8.7963,23.7629,12.3266,33.9461,11.7199,8.61,48.3655,5.5495,38.3173,18.2178,19.7416,21.0693,8.5768,5.73,12.102,10.5377,10.0978,8.0455,10.14,5.2433,13.4756,182.437,8.4493,11.4448,10.3084,30.3879,9.9929,13.3357,7.822,14.3651,9.9713,,30.1695,10.0169,31.5753,,,
2015/9/24,19.5153,26.7078,7.4507,11.5047,20.395,8.8095,23.7629,12.3871,33.8138,12.0084,8.77,49.1942,5.6124,42.1476,18.6534,19.9919,20.8661,8.7508,5.8,12.4025,10.5377,10.163,8.2146,10.14,5.4004,13.4756,181.7624,8.8088,11.6554,10.4468,30.4932,10.1403,13.6728,7.8695,14.5074,10.0482,,30.7614,10.1653,31.6507,,,
2015/9/25,19.221,26.3422,7.343,10.938,20.395,8.4127,23.7629,11.9336,33.436,11.5408,8.56,49.1578,5.3753,41.2272,18.0049,19.825,20.7071,8.8475,5.43,11.9745,10.5377,9.455,7.8665,10.14,5.1451,13.4756,181.2565,8.3494,11.8193,9.9822,30.0914,9.7276,12.9094,7.6034,14.1945,10.9992,,30.0811,9.9598,29.6154,,,
2015/9/28,19.0831,26.1883,7.4115,11.1468,20.395,8.4854,23.7629,11.9336,34.135,11.879,8.72,49.0394,5.5204,41.6107,18.1888,19.6953,20.8396,8.8379,5.52,12.1566,10.5377,9.5389,7.966,10.14,5.5084,13.4756,179.3077,8.5292,11.8682,10.002,30.5792,9.7865,13.1077,7.7649,14.4126,10.5765,,29.5069,9.9674,30.1148,,,
2015/9/29,18.8164,25.8708,7.4213,11.8925,20.395,8.2804,23.7629,11.7447,34.0405,11.69,8.73,48.3109,5.3075,40.0588,17.7726,19.0002,20.6629,8.5188,5.39,11.9654,10.5377,9.4457,7.8864,10.14,5.4004,13.4756,178.174,8.3794,12.2768,9.6956,30.5506,9.4623,13.2168,7.6129,14.3177,9.9137,,28.8708,9.937,29.361,,,
2015/9/30,18.8899,26.2941,7.4213,11.7732,20.395,8.3069,23.7629,11.8807,33.9272,11.7398,8.83,49.6222,5.3027,38.9919,17.7338,19.0002,21.0251,8.5381,5.44,12.0018,10.5377,9.4271,7.8964,10.14,5.3513,13.4756,178.3052,8.5092,12.5386,9.8834,30.7419,9.3444,13.1077,7.6984,14.4694,10.0001,,28.5086,9.8571,29.3421,,,
2015/10/8,19.4509,27.3043,7.5584,12.3997,20.395,8.8492,23.7629,12.3039,34.8056,12.4362,9.04,51.9262,5.5398,41.3876,18.5857,19.6489,21.3431,8.8475,5.62,12.4844,10.5377,9.7159,8.2942,10.14,5.5378,13.4756,185.0604,8.8887,12.8812,10.3677,31.0097,9.7472,13.7125,7.936,14.7729,10.394,,28.9061,10.1806,30.4634,,,
2015/10/9,19.4969,27.1407,7.6073,12.4394,20.395,8.8955,23.7629,12.9161,34.8339,12.4362,9.17,52.7367,5.6027,38.3905,18.818,19.6489,21.723,8.9442,5.86,12.7303,10.5377,9.837,8.3837,10.14,5.6164,13.4756,184.5263,9.2683,13.2174,10.8619,31.0288,9.9732,13.891,8.0976,14.8772,10.4708,,28.2171,10.3099,30.52,,,
2015/10/12,20.2143,28.5069,7.8717,13.046,20.395,9.4907,23.7629,13.4981,36.0146,12.4362,9.63,55.0316,6.1639,39.8745,19.6408,20.4646,22.1205,9.302,6.1,13.2038,10.5377,10.3121,8.692,10.14,5.9797,13.4756,185.5944,9.6178,13.6196,11.2967,32.1001,10.3957,14.6544,8.3732,15.4366,11.076,,28.9591,10.7895,32.2632,,,
2015/10/13,20.1683,28.2952,7.9794,13.6724,20.395,9.7222,23.7629,13.4754,35.599,12.4362,9.92,55.323,6.5703,39.1858,19.7473,20.2977,22.1735,9.389,6.14,13.4679,10.5377,10.4145,8.8412,10.14,6.0091,13.4756,186.2034,9.8975,13.4388,11.3165,32.1383,10.6217,14.6842,8.3827,15.4935,11.2393,,29.0917,10.7286,32.0276,,,
2015/10/14,20.0579,27.9681,7.901,13.0659,20.395,9.4709,23.7629,13.1504,35.4195,12.4362,9.57,54.64,7.2283,43.1044,19.3795,20.307,21.8378,9.1763,6.07,13.2948,10.5377,10.2934,8.682,10.14,6.1172,13.4756,185.3508,9.5978,13.2919,11.4746,32.0523,10.4154,14.4264,8.3922,15.2944,10.9415,,28.1022,10.4546,31.6601,,,
2015/10/15,20.4902,28.3626,8.0283,13.4835,20.395,9.7288,23.7629,13.5434,36.0807,12.4362,10.05,55.2774,7.2332,44.9861,20.1635,20.7333,22.3326,9.4664,6.68,13.6227,10.5377,10.6101,9.0102,10.14,6.2743,13.4756,187.3746,9.9474,13.4451,11.9293,32.3488,10.8968,14.9618,8.7914,15.5694,11.6332,,28.7471,10.7324,33.196,,,
2015/10/16,20.7293,28.1798,8.2241,14.3088,20.395,9.7354,23.7629,13.7172,36.5529,12.4362,10.55,54.895,7.1558,44.3169,20.1829,21.9382,22.5269,9.5727,6.6,13.8139,10.5377,10.7406,9.0102,10.14,6.2743,13.4756,188.0773,10.2271,13.6877,12.6112,32.1862,11.1916,14.9519,8.7914,15.6926,11.566,,28.3231,10.7895,33.0829,,,
2015/10/19,20.4534,28.3818,8.0185,14.3884,20.395,9.4246,23.7629,13.6341,37.2613,12.4362,10.55,54.64,7.0687,43.6185,20.3184,21.929,22.5269,9.6888,6.57,13.5316,10.5377,10.7592,8.7715,10.14,6.1957,13.4756,189.9324,10.1871,13.5515,12.3246,32.5592,11.1916,15.0312,8.6108,15.3608,11.4795,,30.0369,11.1396,32.7155,,,
2015/10/20,20.5913,29.392,8.0185,15.3629,20.395,9.4907,23.7629,13.7097,36.8741,12.4362,10.55,54.731,7.1509,44.0356,20.6572,22.967,22.4739,9.7275,6.73,13.65,10.5377,10.7871,8.9605,10.14,6.2939,13.4756,189.2297,10.267,13.5217,12.4926,32.5688,11.339,15.636,9.0385,15.9486,11.5467,,29.5069,11.1396,32.9133,,,
2015/10/21,19.7268,27.3524,7.7836,14.1696,20.395,8.8822,23.7629,12.7423,35.3628,12.4362,10.02,54.2848,6.4349,39.632,19.1955,22.3924,21.988,9.0506,6.08,12.7576,10.5377,10.0978,8.4036,10.14,5.6655,12.1301,187.6744,9.3781,12.1704,11.4648,31.3827,10.494,14.0794,8.5823,15.3702,10.759,,26.5562,10.3176,29.8133,,,
2015/10/22,20.0487,27.8912,7.8815,15.4126,20.395,9.1534,23.7629,13.0597,35.7784,12.4362,9.76,54.64,6.7977,43.5991,19.6408,22.7168,22.2177,9.2633,6.46,13.1036,10.5377,10.3773,8.5925,10.14,5.8815,10.9195,189.7543,9.6877,12.7344,11.9293,31.6601,10.887,14.357,8.6963,15.759,11.0664,,26.7771,10.5649,30.5106,,,
2015/10/23,20.858,28.8629,8.0871,16.228,19.3738,9.3717,23.7629,13.4527,36.8646,12.4362,10.04,55.9149,6.8268,43.4633,20.3959,23.449,22.9863,9.5244,6.68,13.5498,10.5377,10.7126,8.8511,10.14,6.1466,12.01,197.6713,10.2171,13.4324,13.1252,32.4731,11.2899,14.9519,8.9054,16.8399,11.4507,,26.6622,10.9836,31.0382,,,
2015/10/26,20.8304,29.2189,8.3416,15.9595,18.4016,9.5106,23.7629,13.9893,37.0252,12.4362,10.06,55.5506,6.8606,43.6088,20.7443,23.6343,23.4633,9.6791,7.17,13.7228,10.5377,10.7964,8.9704,10.14,6.2055,12.53,203.9955,10.7863,13.592,13.6786,33.0088,11.6633,14.9916,9.01,17.0959,11.4987,,27.1393,11.0597,31.1513,,,
2015/10/27,20.6741,28.8725,8.5668,15.5418,17.4786,9.4113,23.7629,13.8155,36.8741,12.4362,10.5,55.6144,6.8896,42.5613,20.5314,23.4119,23.3926,10.6267,6.89,13.6864,10.5377,10.7778,9.2091,10.14,6.2055,11.68,201.672,11.1059,13.5515,13.9949,33.0183,12.1742,14.9816,8.972,16.783,11.662,,26.512,10.9569,30.765,,,
2015/10/28,20.9776,28.9783,8.4591,15.2137,16.6047,9.246,23.7629,13.3016,35.3062,12.4362,10.64,55.3776,6.9187,40.9608,19.8441,23.2451,21.9527,10.0949,6.6,13.9232,10.5377,10.6753,9.0301,10.14,6.0484,10.73,199.0392,10.8363,13.1876,13.817,32.3775,11.5257,14.9122,9.0005,16.3184,11.4219,,25.8229,11.1701,30.3315,,,
2015/10/29,21.7041,29.4209,8.606,15.2933,15.77,9.3254,23.7629,13.3318,34.9567,12.4362,11.05,57.2354,7.0154,41.2033,20.6766,23.4119,21.9527,10.1432,6.64,14.2601,10.5377,10.9828,9.0401,10.14,6.3234,11.11,199.5639,10.9062,13.2132,13.5996,32.4349,11.6338,15.4377,9.2286,16.6218,11.566,,25.8759,11.1891,31.0476,,,
2015/10/30,22.2375,30.1521,8.6647,15.7208,15.5344,9.4312,23.7629,13.8835,34.5694,12.4362,10.97,56.9349,6.7735,39.8551,20.8121,23.9124,21.7937,9.9885,6.65,14.4331,10.5377,10.9362,8.9406,10.14,6.9518,10.78,200.3696,10.6265,13.0812,13.7083,32.4157,11.4667,15.4179,9.2096,16.5365,11.4699,,25.9024,11.1054,31.8674,,,
2015/11/2,22.0168,31.5952,8.6256,14.7662,15.7209,9.3584,22.3499,13.8986,33.9272,12.4362,10.99,57.7362,6.4349,38.0607,21.2767,24.0236,21.3078,9.8241,6.47,14.0415,10.5377,11.1597,9.3881,10.14,6.7063,10.6,199.1516,10.287,13.1664,13.3525,32.0427,10.9951,15.4179,9.2666,16.7925,11.5852,,26.5915,11.3337,35.0523,,,
2015/11/3,21.4742,31.1623,8.6256,15.0148,15.6522,9.246,22.2298,14.541,34.3805,12.4362,10.89,59.166,6.3623,37.8279,21.2864,23.6992,21.0251,10.1239,6.52,13.8321,10.5377,11.1411,9.2489,10.14,6.4412,11.24,196.4814,10.4268,13.1025,13.7281,32.1001,11.1032,15.6757,9.2096,16.783,11.9406,,26.9096,11.5012,35.7778,,,
2015/11/4,22.5042,32.6247,8.8409,15.8998,15.8879,9.623,23.532,15.1079,35.4762,12.4362,11.37,62.2076,6.7251,39.5835,22.2835,23.1709,21.6612,10.4817,6.84,14.4422,10.5377,11.6441,9.6268,10.14,6.6572,11.53,201.419,10.9661,13.6452,15.003,33.1331,11.7222,16.2111,9.5042,17.3235,12.3537,,27.6163,12.5173,36.6447,,,
2015/11/5,22.8261,32.6632,8.557,15.7507,15.9173,9.7024,23.846,14.6468,35.6084,12.4362,11.78,62.0164,6.7784,39.0598,22.3609,22.9856,21.458,10.53,6.93,14.9339,10.5377,11.7187,9.7959,10.14,6.7259,11.28,202.8993,11.0161,14.1963,14.6373,33.2287,11.7222,17.8372,9.5327,17.2382,12.2288,,27.4573,12.4983,35.693,,,
2015/11/6,22.9733,32.769,8.606,16.5263,15.9664,9.8875,23.9384,14.6997,36.0429,12.4362,11.75,62.5901,6.9525,39.7678,22.7578,23.1709,21.564,10.6654,6.99,15.0614,10.5377,11.8304,9.776,10.14,6.7848,11.35,204.642,11.5354,14.1814,15.2402,33.6879,11.9286,18.7097,9.7323,17.333,12.4401,,27.7577,12.6619,35.9851,,,
2015/11/9,22.8997,32.1629,8.5081,16.5163,15.8977,10.0529,24.7418,15.0021,36.8363,12.4362,11.67,63.4006,6.9477,41.1354,22.3125,23.1709,21.5728,10.501,6.99,15.0068,10.5377,11.7187,9.587,10.14,6.7357,11.41,206.9,11.6952,13.9708,15.2204,33.7644,12.017,18.2338,9.7988,17.352,12.4209,,28.862,12.5896,36.7672,,,
2015/11/10,22.8813,31.8454,8.5472,17.0334,16.4672,9.914,24.4278,14.6771,36.5529,12.4362,11.7,62.1894,7.0203,41.9502,22.1189,23.0041,21.6877,10.4527,7,15.4712,10.5377,11.8491,9.776,10.14,6.7947,11.61,208.3522,11.7651,13.8878,14.9042,33.4774,11.9482,18.4321,10.103,17.1813,12.3537,,28.2701,12.407,35.9945,,,
2015/11/11,22.7617,32.2013,8.5864,16.9737,16.5359,9.8545,24.16,14.7149,36.5529,12.4362,11.96,61.4427,7.1074,42.5128,22.6513,22.3368,21.6965,10.588,7.12,15.4257,10.5377,12.2869,9.9351,10.14,6.9518,12.54,206.2629,12.0547,14.1474,15.1513,33.3531,12.1644,18.3329,10.6067,17.2761,12.6515,,29.0033,12.9664,38.6988,,,
2015/11/12,22.5042,32.8075,8.5179,16.6854,16.5752,9.9206,23.7998,14.73,36.109,12.4362,12.08,60.9236,6.8896,41.5234,22.2738,22.5129,21.7583,10.4817,7,15.1889,10.5377,12.7247,9.766,10.14,6.7554,12.31,206.1317,12.2045,13.7941,15.0425,33.2383,11.9286,18.1148,10.5687,17.1054,13.0357,,30.9469,13.3432,40.2347,,,
2015/11/13,21.888,32.8075,8.2339,16.6953,16.1039,9.6693,23.7814,14.3748,35.8918,12.4362,11.82,59.1022,6.5945,40.1364,21.5865,22.3275,21.6523,10.2399,6.9,15.0523,10.5377,12.7061,9.4478,11.15,6.4805,12,201.5408,12.4842,13.4728,14.4495,32.7122,11.7124,17.3712,10.3406,16.6693,12.4209,,28.8178,13.1301,36.8708,,,
2015/11/16,22.5318,32.8941,8.2339,17.0433,16.3494,9.6759,23.6798,14.3974,35.8918,12.4362,11.97,59.1205,6.6671,41.9987,22.4093,22.4295,21.8378,10.3656,7.11,15.2891,10.5377,13.2464,9.6566,12.27,6.6768,12.86,200.2947,12.3843,13.6196,14.7955,32.5114,11.9679,17.629,10.8443,16.8305,12.6419,,28.6676,13.4345,37.276,,,
2015/11/17,22.5318,33.4809,8.3906,17.3516,16.1039,9.6957,23.9291,14.3596,36.6002,12.4362,11.89,59.5576,6.6913,40.5923,22.4093,22.5685,21.9792,10.2689,7.32,15.198,10.5377,12.8086,9.6666,13.5,6.6277,12.59,200.8381,12.0747,13.6409,14.5187,32.454,11.9777,18.1445,10.5782,16.802,12.7475,,28.1994,14.1424,36.7201,,,
2015/11/18,22.2283,34.443,8.2927,16.9638,15.9762,9.6296,24.0307,14.1858,37.0819,12.4362,11.8,58.9474,6.5703,40.8542,21.7027,22.5221,21.7407,10.2689,7.18,14.8338,10.5377,12.2403,9.4876,14.48,6.5786,12.26,201.1192,11.9948,13.2323,15.1216,32.1957,12.0268,17.9462,10.5782,16.565,12.7187,,27.846,13.7847,36.7012,,,
