ÈÕÆÚ,000568.SZ,000596.SZ,000729.SZ,000752.SZ,000799.SZ,000848.SZ,000858.SZ,000860.SZ,000869.SZ,000929.SZ,000995.SZ,002304.SZ,002461.SZ,002568.SZ,002646.SZ,200596.SZ,200869.SZ,600059.SH,600084.SH,600132.SH,600189.SH,600197.SH,600199.SH,600238.SH,600300.SH,600365.SH,600519.SH,600543.SH,600559.SH,600573.SH,600600.SH,600616.SH,600702.SH,600779.SH,600809.SH,601579.SH,603156.SH,603198.SH,603369.SH,603589.SH,603711.SH,603779.SH,603919.SH
2014/1/2,16.6497,20.9441,7.871,10.5339,13.5901,8.4695,13.4318,12.1751,24.4599,8.1875,7.8,25.2639,4.5708,7.0056,18.6841,15.7955,21.0909,8.6027,3.93,14.4846,5.6007,9.64,9.7317,7.0979,4.5429,4.1367,93.2859,8.9187,5.4082,5.8673,44.6917,8.1695,14.4188,9.4092,17.8042,,,,,,,,
2014/1/3,16.3493,21.2257,7.8613,10.4745,13.3544,8.466,13.2143,12.0331,24.1212,8.0091,8.31,24.9318,4.5128,7.2147,18.5149,15.7955,20.8403,8.5121,3.89,14.3329,5.4739,9.4883,9.5356,6.9502,4.4073,4.0567,91.8049,8.9287,5.3913,5.8772,44.4861,8.0536,13.7661,9.1811,17.6564,,,,,,,,
2014/1/6,15.8068,20.2306,7.3904,10.2866,13.0009,8.1072,12.7011,12.1377,23.3888,7.9298,8.15,24.7288,4.368,7.1149,17.725,15.0093,20.1304,8.5483,3.75,13.9491,5.2427,9.0866,9.1926,6.6942,4.2426,3.9016,89.3983,8.8088,5.1002,5.7003,43.6541,7.7446,12.965,8.953,16.8433,,,,,,,,
2014/1/7,15.7734,20.6249,7.4097,10.2668,12.9617,7.2965,12.7271,11.7266,23.4621,7.8108,8.16,24.4767,4.3729,7.343,17.7908,15.3666,19.8965,8.4668,3.79,13.9313,5.2874,9.158,9.2808,6.7041,4.2813,3.9016,89.2725,9.0086,5.3344,5.7494,43.4765,7.8218,12.9551,9.2286,17.0374,,,,,,,,
2014/1/8,15.2142,20.1931,7.6595,10.0987,12.5492,7.7277,12.588,11.5174,23.0227,7.5432,7.96,23.6649,4.4067,7.4619,17.7344,15.2416,20.1972,8.2767,3.7,13.8688,5.2352,9.0598,9.1534,6.5663,4.2523,3.9366,88.4135,8.9387,5.2542,5.6511,43.4765,7.7446,12.7672,9.143,16.4276,,,,,,,,
2014/1/9,15.2643,21.0286,7.3616,9.9602,12.5492,7.5897,12.8489,11.2259,22.8854,7.3152,7.99,23.8248,4.3487,7.3478,17.537,15.4024,20.0468,8.168,3.65,13.4583,5.0786,8.9973,9.1534,6.4777,4.2716,3.8316,88.3691,8.8088,5.2858,5.543,42.4763,7.8411,12.7474,9.1525,16.2982,,,,,,,,
2014/1/10,15.064,20.8033,7.3712,9.8019,12.1368,7.4724,12.7532,11.2782,22.6565,7.0674,7.72,23.9109,4.2522,7.0864,17.0668,15.5096,19.7294,8.0684,3.58,13.3065,5.0861,8.9616,9.1044,6.5072,4.2135,3.8116,88.3172,9.1085,5.1571,5.5135,41.9995,7.648,12.5793,9.4282,16.4276,,,,,,,,
2014/1/13,15.2727,21.7702,7.5058,9.891,12.1368,7.4518,12.9881,11.2109,22.922,7.1467,7.6,24.5013,4.2184,7.0341,17.3395,15.5721,19.4454,8.0503,3.55,13.2887,5.0115,9.0777,9.32,6.3202,4.1942,3.7966,88.7763,8.9387,5.193,5.5528,41.5882,7.6383,12.6189,9.4282,16.6863,,,,,,,,
2014/1/14,15.5314,22.7372,7.5634,9.9998,12.2154,7.5138,13.3013,11.2109,23.0868,7.3648,7.55,24.8211,4.286,7.1624,17.5464,15.9563,19.1614,8.2405,3.61,13.5207,5.1159,9.0955,9.4278,6.4974,4.2426,3.9066,89.8278,8.8987,5.3534,5.602,41.1863,7.7928,12.7672,9.3996,16.8895,,,,,,,,
2014/1/15,15.1892,22.2584,7.6499,10.3657,12.0288,7.7105,13.049,11.5846,22.4368,7.3152,7.32,24.3537,4.315,7.0484,17.0762,15.858,18.7438,8.4487,3.58,13.4047,5.1905,9.0331,9.1828,6.5958,4.2329,3.9366,87.9396,8.8987,5.2901,5.7003,41.1115,7.8025,12.5595,9.2191,16.8156,,,,,,,,
2014/1/16,15.3978,22.4086,7.6884,10.3163,12.2841,7.9347,13.0838,11.5772,22.565,7.3846,7.4,24.7042,4.3584,7.1244,17.3113,16.126,18.393,8.5393,3.63,13.4583,5.1532,9.1223,9.2612,6.5663,4.2426,3.9416,90.3313,8.8088,5.3597,5.7887,42.2052,7.8411,12.7573,9.2001,16.8988,,,,,,,,
2014/1/17,15.0891,21.2351,7.4769,9.9998,11.8717,7.9175,12.7967,11.4202,22.1988,7.3549,6.93,24.4767,4.397,6.9818,16.954,15.8669,17.992,8.5936,3.57,13.2708,5.019,8.9259,9.0162,6.4186,4.1651,3.8916,89.0799,7.93,5.2035,5.7003,41.0648,7.7735,12.3914,8.8959,16.2335,,,,,,,,
2014/1/20,15.2727,21.498,7.1982,9.9009,11.9503,7.7208,12.9098,11.0988,22.2995,7.1665,6.55,24.6981,4.6721,6.8915,17.0386,15.858,17.8584,8.7113,3.5,13.0923,5.0637,9.0688,8.928,6.4284,4.136,3.7816,93.8857,7.3407,5.366,5.6609,40.2235,7.5128,12.431,8.9625,17.0466,,,,,,,,
2014/1/21,14.9054,21.4041,7.2559,10.0097,11.8913,7.8485,12.8228,10.9643,22.3178,7.2954,6.7,24.5997,4.9617,6.901,17.048,15.6079,18.0087,8.6932,3.54,13.2351,5.101,9.0777,8.9672,6.517,4.1942,3.8066,94.0338,7.3107,5.3112,5.7494,40.2983,7.6287,12.4211,8.5538,16.9265,,,,,,,,
2014/1/22,15.1892,22.6808,7.3616,10.1877,12.3627,7.8588,13.2056,11.1437,23.0227,7.4143,6.79,25.2331,5.203,7.0056,17.5652,16.0814,18.251,8.7928,3.63,13.494,5.2203,9.2294,9.1534,6.6942,4.262,3.9016,99.3504,7.4106,5.4314,5.8772,40.8872,7.8218,12.698,8.8579,17.37,,,,,,,,
2014/1/23,14.5716,22.7184,7.0829,10.1778,12.2252,7.7622,13.1621,10.9494,23.0776,7.4143,6.83,25.2085,5.4347,7.0626,17.5652,15.9474,17.9001,8.657,3.61,13.5386,5.2352,9.2116,9.0358,6.6352,4.262,3.9566,99.2912,7.3407,5.404,5.8772,40.7002,7.8315,12.6485,8.8199,17.0189,,,,,,,,
2014/1/24,14.4381,22.7184,6.9964,10.2668,12.235,7.6173,13.1273,11.0316,23.2058,7.4936,6.93,25.2946,5.4395,7.2004,17.6122,15.9563,18.0421,8.6027,3.66,13.5743,5.2725,9.2294,9.0652,6.7533,4.3007,4.0267,100.3353,7.4006,5.4061,5.946,40.2422,7.8218,12.7079,8.9244,16.7879,,,,,,,,
2014/1/27,14.605,23.4319,6.8042,10.1481,12.235,7.5552,13.2665,10.912,22.9494,7.4639,6.92,25.7743,5.3575,7.1197,17.584,15.9206,17.2236,8.657,3.66,13.7617,5.1905,9.1937,9.1044,6.7238,4.3104,3.9466,104.2228,7.3407,5.2373,5.9066,39.2607,7.6673,12.7672,9.01,16.7417,,,,,,,,
2014/1/28,14.5049,23.2441,6.6889,10.0789,11.695,7.6725,13.1621,10.9269,22.7114,7.4342,7,25.5591,5.5071,6.9866,17.2078,15.8133,16.5804,8.5212,3.66,13.6635,5.1905,9.1759,8.9868,6.6647,4.2716,4.0017,103.0898,7.2708,5.1128,5.9066,38.2885,7.6866,12.5497,8.9244,16.7879,,,,,,,,
2014/1/29,14.1043,22.6902,6.8715,10.1185,11.3415,7.8485,12.9185,10.6354,22.4734,7.4936,6.97,25.1532,5.6954,6.92,17.095,15.59,16.7391,8.3582,3.66,13.6457,5.2203,8.8813,8.732,6.6647,4.2329,3.9917,101.4534,6.8913,4.79,5.9066,37.7276,7.648,11.3036,8.6963,16.2243,,,,,,,,
2014/1/30,13.6619,22.1833,6.8138,10.0097,11.096,7.5035,12.7358,10.5981,22.1347,7.4243,7,24.489,5.8788,6.9295,17.3301,15.2326,16.572,8.3401,4.03,13.6367,5.1756,8.6135,8.0362,6.6352,4.1554,3.9867,97.8917,6.9013,4.6823,5.8772,39.242,7.5321,10.73,8.7819,15.0509,,,,,,,,
2014/2/7,13.5534,22.1082,6.7369,10.247,11.2236,7.4552,12.788,10.7999,21.9516,7.4738,7.16,25.2823,5.8257,6.9818,17.2172,15.0807,15.6198,8.3944,4.09,13.4404,5.2352,8.6403,8.0754,6.6352,4.2232,4.0267,99.1431,7.0411,4.6169,5.9263,39.1859,7.6673,11.086,8.8199,15.0232,,,,,,,,
2014/2/10,13.7287,22.3335,6.9099,10.6526,11.4789,7.9865,12.9011,10.9867,22.3727,7.6919,7.3,25.5345,5.8788,7.1387,17.3959,15.179,15.7117,8.5393,4.06,13.7617,5.3396,8.801,8.2028,6.7927,4.3007,4.1117,98.3804,7.121,4.7457,6.0344,39.7748,7.8315,11.1552,9.01,15.2542,,,,,,,,
2014/2/11,13.8122,23.1972,6.9195,10.6031,11.5084,8.09,13.0055,11.0839,22.7206,7.9298,7.46,26.3339,5.9705,7.1054,17.6404,15.6347,15.3692,8.648,4.15,14.0116,5.362,8.8545,8.3204,6.8518,4.3298,4.1017,99.2542,7.2109,4.7836,6.0541,40.5787,7.8315,11.2344,9.0955,15.4759,,,,,,,,
2014/2/12,13.7537,22.831,6.8811,10.6724,11.6066,8.0348,13.0577,11.1736,22.6474,7.9694,7.55,26.5123,5.9849,7.286,17.5746,15.6257,15.4611,8.648,4.11,13.9313,5.5186,8.8724,8.3596,7.5409,4.3685,4.1167,99.3356,7.3307,4.752,6.0639,39.6159,7.9474,11.2443,8.8864,15.3835,,,,,,,,
2014/2/13,13.7704,21.8453,6.8138,10.5042,11.6164,7.9899,13.0664,10.9344,22.8854,7.8108,7.48,28.2589,5.8932,7.1862,17.6592,15.4381,15.9038,8.5574,4.02,13.8688,5.3695,8.8545,8.291,7.2357,4.3007,4.1617,100.4611,7.2009,4.7246,6.0541,39.2139,7.8701,11.1552,8.8389,15.4205,,,,,,,,
2014/2/14,14.6968,22.3429,6.7273,10.6822,11.8521,7.9623,13.5014,11.0615,23.8008,7.9992,7.47,30.7004,5.9753,7.3858,18.0165,15.5989,16.8727,8.6298,4.08,14.0027,5.4142,9.0688,8.5262,7.3341,4.3491,4.2168,105.8148,7.3307,4.8174,6.1229,39.0924,7.986,11.3629,8.9625,16.0026,,,,,,,,
2014/2/17,14.9722,22.9343,6.66,10.8998,12.2939,8.021,14.0755,11.8388,24.9267,8.1875,7.48,32.4962,6.0043,7.3906,18.4209,16.2064,17.4574,8.7838,4.12,14.199,5.4664,9.2116,8.879,7.2849,4.4073,4.2618,111.0574,7.3307,5.0537,6.1818,38.8026,8.3529,11.7091,9.1525,16.52,,,,,,,,
2014/2/18,14.5382,21.9674,6.612,10.7812,11.9601,7.9209,13.9538,11.7042,24.35,8.1082,7.44,32.3486,6.3566,7.4238,18.1576,16.3494,16.8143,8.6208,4.04,13.9491,5.4291,9.0688,8.634,7.1865,4.3298,4.2618,108.8582,7.2308,4.9651,6.1425,37.8959,8.2274,11.4519,8.9054,16.0488,,,,,,,,
2014/2/19,14.7302,21.7796,6.6408,10.7812,12.0877,8.2073,13.9799,11.9583,25.6224,8.0586,7.6,33.517,6.3711,7.324,18.0447,16.269,17.2486,8.6389,4.1,14.0919,5.4739,9.1402,8.7026,7.3341,4.3685,4.3218,110.7242,7.3008,4.9778,6.7519,37.8865,8.4688,11.5113,8.9339,16.252,,,,,,,,
2014/2/20,14.4047,20.9253,6.9195,10.5734,11.8324,8.0589,13.745,11.8836,25.0183,7.8802,7.42,33.0312,6.3904,7.2385,17.5464,16.2869,16.7725,8.7566,4.12,13.958,5.4142,9.0331,8.4282,7.2455,4.3394,4.2618,110.3244,7.2808,4.9335,6.6437,38.6717,8.3529,11.1552,8.7724,15.8085,,,,,,,,
2014/2/21,14.1543,21.16,6.8619,10.4943,11.6459,8.0451,13.8755,11.6071,24.2859,7.8703,7.21,31.4876,6.1732,7.2527,17.7626,16.2243,16.2463,8.7838,4.16,13.8152,5.4366,8.9438,8.2714,7.1372,4.2232,4.1917,110.391,7.091,4.8934,6.5356,38.1296,8.1984,10.9278,8.6963,15.6607,,,,,,,,
2014/2/24,14.7135,20.0523,6.6793,10.3262,11.4004,7.9692,13.7102,12.048,24.1212,7.9298,7.23,31.7889,6.149,7.1862,17.3489,15.9652,15.8621,8.4578,4.13,13.4047,5.362,8.8367,8.1538,7.0388,4.1651,4.1267,109.3099,6.9612,4.7646,6.6339,37.0826,8.0246,10.8289,8.5538,15.4574,,,,,,,,
2014/2/25,14.0959,18.8694,6.487,9.9998,10.9192,7.9347,13.1447,11.6444,23.2881,7.5829,7.01,29.9685,6.1539,7.2955,17.189,15.6347,15.1688,8.1861,4.04,13.1637,5.2129,8.5868,7.9088,6.7238,4.0682,4.0567,105.4224,6.8813,4.6317,7.3022,37.3817,7.8411,10.4037,8.1736,14.8292,,,,,,,,
2014/2/26,14.2628,18.1184,6.3717,10.158,10.8603,8.0727,13.136,11.9882,23.4163,7.6622,7.19,30.6758,6.0429,7.1529,17.2831,15.8848,15.6198,7.9778,4.02,13.2708,5.1681,8.5511,7.9284,6.7632,4.0489,4.1167,105.1706,7.0311,4.6359,6.575,37.4004,7.8894,10.374,8.0596,14.977,,,,,,,,
2014/2/27,13.8873,17.7523,6.2468,10.0393,10.7719,7.8623,13.136,11.7715,23.8649,7.563,7.12,30.1961,6.0284,7.1006,17.4617,15.447,15.7869,7.8963,3.91,12.8692,5.1159,8.5153,7.8402,6.7041,4.0392,4.1117,107.3328,6.8513,4.6022,6.3096,37.0265,7.6963,10.107,7.86,14.8384,,,,,,,,
2014/2/28,14.0291,18.0621,6.4582,10.0888,11.0272,7.7898,13.2839,11.3828,24.4965,7.6622,7.14,31.3461,6.4579,7.1197,17.7062,15.4738,15.6198,7.9507,3.96,13.0567,5.1607,8.6671,7.9088,6.7828,4.1167,4.1217,111.087,6.9113,4.5979,6.4472,38.1576,7.8604,10.3245,7.936,15.0324,,,,,,,,
2014/3/3,13.9373,18.0621,6.5255,10.2371,11.1058,7.7622,13.7276,11.5772,24.1578,7.8802,7.16,30.6819,6.5255,7.4523,17.6028,15.1165,15.6699,8.0684,3.99,13.2084,5.3098,8.8456,7.9186,6.901,4.136,4.1767,114.7228,6.9812,4.5768,6.457,38.3352,8.1501,10.4531,7.9455,15.0971,,,,,,,,
2014/3/4,13.954,17.8368,6.4486,10.3657,10.9978,7.638,13.832,11.2857,23.5353,8.0785,7.22,30.2576,6.6124,7.6995,17.2831,15.179,15.7618,7.996,4,13.5207,5.2725,8.917,7.8696,6.8813,4.0876,4.2468,113.5899,6.9512,4.3679,6.4767,37.9239,8.0825,10.3146,7.9265,14.9585,,,,,,,,
2014/3/5,14.5215,18.7474,6.3044,10.2174,11.1352,7.9692,14.0668,11.2857,23.9289,8.0487,7.38,31.8566,6.6076,7.7423,17.4711,15.2058,16.121,7.9507,3.97,13.3155,5.2651,9.2383,8.1244,6.9699,4.1264,4.2168,118.3586,6.9911,4.4798,6.6044,37.2041,8.1308,11.3431,8.1356,15.402,,,,,,,,
2014/3/6,14.5299,18.6065,6.2852,10.247,10.929,7.9037,14.0147,11.1138,23.5719,8.0884,7.27,32.2871,6.68,7.7565,17.3301,14.8127,15.9289,7.8963,3.93,13.253,5.2501,9.5954,7.9578,7.0093,4.107,4.2017,119.958,6.9512,4.3764,6.5062,37.1107,8.2467,11.5409,8.0691,15.3373,,,,,,,,
2014/3/7,14.605,18.3625,6.4774,10.1679,11.4396,7.8968,14.0581,11.0914,23.5261,8.0091,7.37,31.7582,6.6848,7.5712,17.3019,14.7413,15.7201,7.9416,3.88,13.2887,5.2651,9.5418,8.046,7.029,4.0779,4.1217,122.5423,6.9612,4.4376,6.5455,38.0735,8.5171,11.4717,8.1166,15.2911,,,,,,,,
2014/3/10,13.9457,17.02,6.4294,9.9305,10.9585,7.9071,13.4405,10.4635,22.3727,7.91,7.19,30.5712,6.5062,7.6187,15.7409,14.2767,15.0268,7.6428,3.75,12.78,5.0488,9.6132,7.7814,6.773,3.9617,4.0617,116.2112,6.7015,4.2456,6.0737,38.0735,8.0343,11.086,7.6604,14.3949,,,,,,,,
2014/3/11,14.6718,17.6865,6.612,9.9503,11.3513,8.3004,14.4322,10.5308,22.684,8.1776,7.3,31.1801,6.5497,7.6567,16.1641,14.4018,15.0268,7.7696,3.79,12.9942,5.0786,9.64,7.9578,6.7828,3.9907,4.0567,120.0913,6.7215,4.4101,6.2113,39.2513,8.4785,11.5607,7.7649,14.746,,,,,,,,
2014/3/12,14.6634,17.1421,6.4967,9.9701,11.2531,8.2107,14.554,10.6653,22.7572,7.9694,7.31,30.6327,6.7524,8.1985,15.976,14.2856,15.1437,7.7062,3.76,12.9496,5.0488,9.524,7.8892,6.7927,3.9811,4.0567,117.3885,6.8014,4.389,6.1818,39.3261,8.6523,11.2443,7.7459,14.6444,,,,,,,,
2014/3/13,16.1323,18.5784,6.5832,10.2174,12.0779,8.397,15.4848,10.6728,24.4599,8.4551,7.56,33.2341,6.791,8.1985,16.8505,15.0003,15.9372,7.996,3.91,13.2619,5.1607,9.8096,8.683,6.9797,4.0973,4.1317,122.0832,6.9812,4.7056,6.2703,39.1017,8.8744,12.3716,8.5253,16.1134,,,,,,,,
2014/3/14,16.2741,18.3531,6.5159,10.0097,11.695,8.2763,15.2935,10.4411,24.1395,8.356,7.43,32.816,6.7234,8.1082,16.4744,15.188,15.6198,7.842,3.85,13.1637,5.2576,9.3365,8.7026,6.8321,4.0295,4.0767,121.3427,6.9113,4.5747,6.1425,37.0452,8.6619,11.986,8.2782,16.6216,,,,,,,,
2014/3/17,16.174,18.4845,6.4582,10.1086,11.7244,8.2418,15.45,10.6504,24.3134,8.584,7.54,33.025,6.7331,8.5407,16.6719,15.313,15.979,7.9054,3.9,13.3601,5.28,9.2562,8.732,6.8714,4.0585,4.1767,123.268,7.0111,4.6317,6.2408,36.9611,8.633,12.2035,8.2877,16.7417,,,,,,,,
2014/3/18,15.7567,18.5221,6.3717,10.158,11.7146,7.8312,15.6849,10.7625,24.4507,8.4056,7.73,33.8245,6.8875,8.4599,16.6154,15.5453,16.2964,7.8963,3.91,13.4404,5.3098,9.3008,8.5948,6.9305,4.0876,4.2768,126.8593,7.0311,4.7499,6.2998,36.8302,8.4881,12.0255,8.2496,16.4738,,,,,,,,
2014/3/19,15.6899,18.7849,6.3044,10.1086,11.636,7.8968,15.2674,10.613,24.112,8.5543,7.92,34.87,6.873,8.7499,16.3333,15.59,16.0709,7.833,3.9,13.2887,5.4366,9.1402,8.4478,6.96,4.0489,4.2768,129.1178,7.0011,4.7499,6.5455,36.2507,8.5461,11.9365,8.1926,16.3906,,,,,,,,
2014/3/20,15.2643,18.3625,6.2276,9.9404,11.1942,7.5035,14.8063,10.4934,23.1783,8.128,8.32,33.7938,6.7427,8.7974,15.9572,15.5096,15.8704,7.5522,3.9,13.2976,5.3769,8.8188,8.0656,6.8222,3.9811,4.2468,125.2747,6.8813,4.5811,6.4079,36.26,8.3143,11.4025,7.86,15.7623,,,,,,,,
2014/3/21,15.5397,18.7568,6.439,10.1086,11.3218,7.4862,15.1369,10.7644,23.8282,8.3064,8.01,33.2895,6.7089,8.7831,16.3333,15.5453,16.1043,7.7152,3.98,13.4404,5.4813,9.042,8.2812,6.9502,4.0682,4.3018,126.9185,6.9911,4.6401,6.5455,36.6246,8.4978,11.7981,8.0501,16.058,,,,,,,,
2014/3/24,15.6482,18.7755,6.4006,10.158,11.42,7.7243,15.4674,10.8548,24.2493,8.3263,7.95,33.3018,6.7041,8.8307,16.5496,15.6525,16.3298,7.833,4.03,13.5386,5.4366,9.0598,8.3988,6.9699,4.0779,4.3068,126.8371,7.0611,4.9081,6.6339,36.9518,8.5267,11.9068,8.1261,16.2243,,,,,,,,
2014/3/25,15.1224,18.0057,6.4486,10.1877,11.3905,7.6208,15.0064,11.5097,23.993,8.2272,8.75,31.8074,6.5834,8.6025,16.2675,15.5096,16.1878,7.7967,4.32,13.4583,5.444,8.8635,8.1538,7.0093,4.107,4.2868,123.5197,7.091,4.7752,6.5848,37.0359,8.7199,11.5904,8.012,14.9862,,,,,,,,
2014/3/26,15.0724,18.0057,6.4582,10.2866,11.4004,7.5242,14.8672,11.1935,23.8649,8.356,8.81,30.9341,6.6462,8.593,16.2863,15.0003,15.8704,7.7967,4.15,13.4136,5.2352,8.9259,8.193,7.0782,4.1457,4.1917,117.3589,7.081,4.7457,6.4668,36.1105,8.6233,11.6398,7.993,14.8754,,,,,,,,
2014/3/27,15.0056,17.8368,6.4198,10.0393,11.1451,7.4035,14.8411,11.1182,23.4255,8.2371,8.8,30.8418,6.651,8.6691,16.023,14.8842,15.4695,7.679,4.12,13.1548,5.2725,8.8902,8.046,6.8813,4.1264,4.1317,116.7443,6.9612,4.6697,6.2998,35.5028,8.6523,11.5113,7.8885,14.746,,,,,,,,
2014/3/28,14.363,16.9543,6.487,9.9503,10.8996,7.231,14.4409,10.9752,23.1234,7.8207,8.79,29.8271,6.5738,8.7356,15.7786,14.8306,15.6198,7.5522,4.06,13.0388,5.1308,8.6582,7.7912,6.7533,4.1845,4.0367,113.0271,6.8214,4.5768,6.2703,35.6898,8.4688,10.8882,7.7459,14.2471,,,,,,,,
2014/3/31,14.2962,16.8135,6.487,9.98,10.9192,7.2793,14.5018,11.0806,23.0135,7.8901,8.69,30.2514,6.7524,8.517,15.4212,14.8217,15.7702,7.5704,4.03,12.9228,5.101,8.7742,7.801,6.7336,4.2329,4.0267,114.5525,6.8314,4.4777,6.3194,35.7178,8.1115,10.908,7.7934,14.2194,,,,,,,,
2014/4/1,14.6634,17.1233,6.5351,10.0492,11.0665,7.3483,14.989,11.3365,23.3797,7.9496,9.1,31.832,6.8779,8.4742,15.5435,14.6608,15.8788,7.6609,4.09,13.0031,5.2278,8.8456,7.9382,7.029,4.291,4.0317,120.3209,6.8913,4.5515,6.3784,35.802,8.2081,11.0465,7.8315,14.3857,,,,,,,,
2014/4/2,14.6885,17.2641,6.612,10.0195,11.2236,7.3483,15.0325,11.3666,23.9747,7.91,9.1,33.1788,6.8827,8.075,15.6657,14.6162,16.121,7.7062,4.08,13.0299,5.1607,8.917,7.9872,7.0486,4.2135,4.0317,122.6534,6.8613,4.7182,6.2998,36.1759,8.2371,11.1355,7.9075,14.515,,,,,,,,
2014/4/3,14.4297,17.0857,6.5159,10.0294,11.1745,7.3655,14.9542,11.2914,23.7458,7.9,9.1,33.3448,6.7524,8.2175,15.4965,14.6251,16.1544,7.679,4.11,13.1459,5.1756,8.7742,7.9186,6.9797,4.1457,4.0617,122.409,6.8713,4.6486,6.231,35.4842,8.0922,10.9772,7.8029,14.321,,,,,,,,
2014/4/4,14.3797,17.1608,6.5351,10.158,11.1942,7.4104,14.9368,11.2914,24.1761,7.9694,9.1,33.1357,6.6945,8.2366,15.4306,14.6966,16.2713,7.7062,4.06,13.2084,5.2129,8.8456,7.9382,6.9994,4.1651,4.0417,121.4834,6.9212,4.7035,6.3096,36.0731,8.1984,10.9476,7.879,14.4041,,,,,,,,
2014/4/8,14.6885,17.5363,6.6312,10.2075,11.3218,8.0658,14.9803,11.4419,24.4324,8.0091,9.1,33.2034,6.6221,8.227,15.6469,14.6251,16.6973,7.8148,4.07,13.3422,5.2949,8.9081,8.0362,7.0486,4.1845,4.0667,121.8388,7.0011,4.8005,6.4374,36.6059,8.2757,11.1552,7.9835,14.6721,,,,,,,,
2014/4/9,14.8136,17.7429,6.6408,10.2371,11.8521,7.9485,15.076,11.4193,24.3775,8.0785,9.1,32.5269,6.6076,8.5502,15.7974,14.6519,16.5637,7.842,4.14,13.4493,5.3024,8.9884,8.1342,7.0585,4.1845,4.1067,120.9577,7.0511,4.8533,6.4767,36.877,8.324,11.5706,8.0786,14.7737,,,,,,,,
2014/4/10,14.8971,17.7053,6.7465,10.2075,11.8128,8.1072,15.1804,11.4193,24.4324,8.0586,9.1,33.0004,6.6124,8.6025,15.8068,14.7949,16.3799,7.8511,4.11,13.4136,5.2949,8.9973,8.095,7.1077,4.1845,4.0817,125.519,7.0511,4.79,6.5356,39.0737,8.324,11.5805,8.0976,14.709,,,,,,,,
2014/4/11,15.2643,17.8743,6.6985,10.1679,11.8913,8.1935,15.8067,11.2311,24.945,8.2569,9.1,32.57,6.5641,8.7261,15.9102,14.9021,16.7307,7.8963,4.1,13.4315,5.2949,9.0331,8.1734,7.1176,4.2038,4.0567,130.384,7.0111,4.8364,6.5356,38.2698,8.4205,11.6893,8.1736,14.8476,,,,,,,,
2014/4/14,15.1141,18.109,6.7081,10.3262,11.9797,8.1383,15.6327,11.3139,24.6796,8.1677,9.1,32.5392,6.5979,8.9257,15.9196,14.9199,16.8477,7.8692,4.15,13.3601,5.3098,9.158,8.2028,7.1372,4.1748,4.0617,129.1104,7.0611,4.944,6.5356,37.8491,8.5364,11.6398,8.2021,14.8754,,,,,,,,
2014/4/15,14.7302,18.3061,6.5928,11.1076,11.7342,8.0382,15.3109,11.2537,24.1852,8.1379,9.1,32.2317,6.6124,9.3535,15.8632,14.8038,16.5553,7.7605,4.18,13.2173,5.3396,9.0598,8.0852,7.0585,4.1264,4.0267,129.2066,7.0211,4.8512,6.575,37.8678,8.3819,11.5113,8.0405,14.4503,,,,,,,,
2014/4/16,14.6467,18.8882,6.5543,11.2262,11.8521,7.9692,15.3196,11.2914,24.469,8.2073,9.1,32.3486,6.6848,9.3867,15.8914,14.8753,16.7642,7.7062,4.21,13.2708,5.362,9.0866,8.0754,7.0388,4.107,4.1017,126.6372,7.1709,4.8765,6.6536,37.7463,8.4592,11.6299,8.0786,14.515,,,,,,,,
2014/4/17,14.7469,18.6629,6.5735,10.9097,11.9306,7.9106,15.3718,11.3817,24.2951,8.2371,9.1,33.1357,6.9165,9.1491,16.0418,14.8931,16.8226,7.7334,4.21,13.2708,5.3471,9.0688,8.0754,6.9896,4.0876,4.0417,129.7324,7.3008,4.8448,6.7519,37.8117,8.4495,11.6794,8.1166,14.5243,,,,,,,,
2014/4/18,14.7886,18.4845,6.612,10.9295,11.8324,7.9278,15.3631,11.4344,24.3866,8.2569,9.1,33.5109,7.1868,9.054,15.9854,15.0182,16.7725,7.7424,4.16,13.4226,5.3247,8.9081,8.0754,6.9502,4.0876,4.0367,129.8138,7.2308,4.7942,7.0074,38.4754,8.4881,11.5113,8.1166,14.5889,,,,,,,,
2014/4/21,14.3212,17.8743,6.487,10.7218,11.4593,8.0658,14.9455,11.4796,23.6726,8.019,9.1,32.1087,7.3653,9.0018,15.4871,14.9557,16.4551,7.5975,4.06,13.2619,5.1681,8.8278,7.8108,6.8321,4.0295,3.9717,127.3999,7.0411,4.6697,6.7912,37.4659,8.1791,10.9772,7.8695,14.2101,,,,,,,,
2014/4/22,14.2795,18.4751,6.4582,10.6031,11.4691,7.9209,14.8672,11.6527,23.7642,7.9,9.1,32.0349,7.3846,8.9257,15.0451,15.1076,16.4718,7.5432,4.08,13.0656,5.1681,8.7385,7.85,6.7632,4.0295,3.9366,127.4591,6.9712,4.6781,6.516,37.5781,8.1695,11.0662,7.917,14.2748,,,,,,,,
2014/4/23,14.5549,19.1323,6.3044,10.6229,11.636,8.0382,15.3978,11.6452,24.1578,7.8009,9.1,35.239,7.4377,8.9447,15.299,15.5007,16.7057,7.5794,4.05,13.1102,5.1457,8.7831,7.9284,6.7927,4.0489,3.9116,130.3692,6.9812,4.7393,6.5455,37.5126,8.1405,11.2739,8.012,14.5705,,,,,,,,
