ÈÕÆÚ,000016.SZ,000801.SZ,000810.SZ,002052.SZ,002420.SZ,002429.SZ,002519.SZ,002848.SZ,200016.SZ,600060.SH,600839.SH,603996.SH
2015/7/28,14.305,16.0705,19.4008,11.25,8.4701,3.8799,10.3196,,6.8712,17.2486,8.9077,
2015/7/29,14.305,17.6795,19.4496,11.25,9.1393,3.8799,11.3498,,6.8712,17.9904,8.7219,
2015/7/30,14.305,17.2698,17.5945,11.25,8.7797,3.8799,11.5915,,6.8712,17.1744,8.1645,
2015/7/31,14.305,15.7299,16.5009,11.25,8.5799,3.8799,11.298,,6.8712,18.0832,7.3628,
2015/8/3,14.305,14.1554,14.8606,11.25,8.2303,3.8799,10.1872,,6.8712,17.7308,6.6392,
2015/8/4,14.305,15.572,16.3056,11.25,8.9595,3.8799,11.085,,6.8712,18.8621,7.3041,
2015/8/5,14.305,15.4486,16.3447,11.25,8.8596,3.8799,11.4073,,6.8712,18.3707,7.5485,
2015/8/6,14.305,14.8415,16.5986,11.25,8.8097,3.8799,11.7066,,6.8712,17.9163,7.6463,
2015/8/7,14.305,15.2364,18.1315,11.25,9.419,3.8799,12.1556,,6.8712,18.5469,8.3308,
2015/8/10,14.305,16.5394,19.518,11.25,9.8085,3.8799,12.7772,,6.8712,19.8359,8.6925,
2015/8/11,14.305,16.1248,19.9476,11.25,9.7885,3.8799,12.3685,,6.8712,20.1141,8.8294,
2015/8/12,14.305,15.7891,19.9964,11.25,9.7386,3.8799,11.9887,,6.8712,19.5948,8.5165,
2015/8/13,14.305,15.9866,20.5627,11.25,10.268,3.8799,12.4491,,6.8712,20.5035,9.3672,
2015/8/14,14.305,15.8089,21.0021,11.25,10.238,3.8799,13.2433,,6.8712,20.1233,9.4259,
2015/8/17,14.305,16.1791,21.168,11.25,10.6375,3.8799,13.7959,,6.8712,19.9657,10.081,
2015/8/18,14.305,14.5602,22.4471,11.25,9.5788,3.8799,12.4146,,6.8712,17.9719,10.081,
2015/8/19,14.305,14.7477,23.1501,11.25,9.7086,4.2675,13.5254,,6.8712,17.7864,10.081,
2015/8/20,14.305,13.8149,23.238,11.25,9.349,4.6947,13.8362,,6.8712,16.8034,10.081,
2015/8/21,14.305,13.2522,23.2966,11.25,8.55,4.5721,12.57,,6.8712,15.7741,10.081,
2015/8/24,14.305,11.9295,20.963,11.25,7.691,4.1133,11.3153,,6.8712,14.1976,9.0739,
2015/8/25,14.305,10.735,18.8638,11.25,6.9219,3.702,10.1814,,6.8712,12.7788,8.1645,
2015/8/26,14.305,9.664,16.9794,11.25,6.792,3.3302,9.1627,,6.8712,12.6026,7.353,
2015/8/27,14.305,10.1181,15.2804,11.25,7.1716,3.2985,9.3411,,6.8712,13.4836,6.8054,
2015/8/28,14.305,11.1299,16.4814,11.25,7.7409,3.6268,10.2735,,6.8712,14.4665,7.4899,
2015/8/31,14.305,11.352,14.8313,11.25,7.3514,3.5754,10.3311,,6.8712,13.771,6.9423,
2015/9/1,14.305,10.2168,13.3472,11.25,6.822,3.2194,9.3008,,6.8712,13.3259,6.2578,
2015/9/2,14.305,9.1951,12.0095,11.25,6.6522,3.0612,8.5008,,6.8712,13.2795,5.6321,
2015/9/7,14.305,9.3777,11.7655,11.25,6.9019,3.2036,8.0001,,6.8712,13.2981,5.9058,
2015/9/8,14.305,9.8762,12.0291,11.25,7.2914,3.4567,8.5296,,6.8712,13.8452,6.1894,
2015/9/9,14.305,10.8634,13.23,11.25,7.5811,3.6031,9.3814,,6.8712,14.4758,6.8054,
2015/9/10,14.305,11.2089,12.7321,11.25,7.3614,3.7138,9.7267,,6.8712,13.9194,6.4632,
2015/9/11,12.8726,10.9966,12.5759,11.25,7.4213,3.6664,9.7037,,6.1823,13.7896,6.6783,
2015/9/14,11.5872,9.896,11.3163,11.25,6.7121,3.2985,8.7483,,5.5649,12.9643,6.0623,
2015/9/15,10.4299,9.0421,10.1837,11.25,6.3925,3.0177,8.6332,,5.0102,11.8885,5.4658,
2015/9/16,9.3864,9.9453,10.9941,11.25,7.0118,3.3183,9.4965,,4.5092,12.9828,6.0134,
2015/9/17,8.4473,10.0589,10.0958,11.25,6.8919,3.255,9.4965,,4.0574,12.5099,5.8863,
2015/9/18,7.6031,10.2217,10.0958,11.25,7.0118,3.4093,9.3296,,3.6503,12.5655,5.9743,
2015/9/21,6.8442,11.2434,10.6426,11.25,7.3714,3.5596,9.7613,,3.2835,13.1219,6.2285,
2015/9/22,6.2323,11.658,11.7069,11.25,7.4113,3.5952,9.8073,,2.9569,13.3352,6.2383,
2015/9/23,6.0236,11.7814,11.0917,11.25,7.1716,3.5952,9.744,,2.6796,12.8159,5.9743,
2015/9/24,5.9904,11.6531,11.3749,11.25,7.3514,3.7494,9.9627,,2.7735,13.1683,6.0721,
2015/9/25,5.3933,10.9127,10.4961,11.25,7.0218,3.7692,9.5196,,2.7735,12.5284,5.8667,
2015/9/28,5.1848,11.1003,10.916,11.25,7.1916,3.789,9.957,,2.8093,12.7139,5.9254,
2015/9/29,5.2416,10.7745,10.5547,11.25,7.0018,3.7692,9.6577,,2.854,12.3058,5.6907,
2015/9/30,5.071,11.3224,10.6621,11.25,7.1216,3.7929,9.7613,,2.6393,12.4171,5.7592,
2015/10/8,5.2322,12.2256,11.7264,11.25,7.4213,3.8681,10.2908,,2.6841,13.0106,5.9938,
2015/10/9,5.2606,12.6303,11.9021,11.25,7.671,3.8364,10.7627,,2.6751,13.2795,6.0525,
2015/10/12,5.7914,12.961,12.7321,11.25,7.9906,3.959,10.7627,,2.9346,14.04,6.6099,
2015/10/13,6.0284,13.3016,13.3765,11.25,8.1105,3.9788,10.7627,,3.033,14.2254,6.5219,
2015/10/14,5.8862,12.966,12.8492,11.25,7.8808,3.8364,10.7627,,2.9525,13.8916,6.3654,
2015/10/15,5.9904,13.6076,13.8061,11.25,8.2204,4.0579,10.7627,,2.9883,14.6706,6.6392,
2015/10/16,6.3127,14.0567,13.8159,11.25,8.3003,4.1884,10.7627,,3.0956,14.7911,6.7956,
2015/10/19,6.9478,13.5878,13.3179,11.25,8.3802,4.6077,11.839,,3.4088,14.5222,6.7565,
2015/10/20,7.3933,13.8149,13.7475,11.25,8.54,4.8648,12.3052,,3.4982,14.8375,6.9032,
2015/10/21,6.6539,12.4477,12.3708,11.25,7.691,4.5484,11.0735,,3.1493,13.4465,6.2383,
2015/10/22,6.8625,13.1288,12.3708,11.25,7.9906,4.7382,12.1786,,3.3103,13.8638,6.4339,
2015/10/23,6.8814,13.1535,12.3708,11.25,8.3702,5.0348,12.662,,3.4177,14.4016,6.8152,
2015/10/26,6.6919,13.3904,12.3708,11.25,8.56,5.0704,13.3469,,3.3282,14.6613,6.7272,
2015/10/27,6.635,14.2097,12.3708,11.25,8.4701,4.928,13.8937,,3.2746,14.8468,6.8641,
2015/10/28,6.3032,13.5039,12.3708,11.25,8.55,5.1812,13.1397,,3.1225,14.8468,6.5903,
2015/10/29,6.5023,13.6323,12.3708,11.25,8.9395,5.1377,12.921,,3.203,14.9302,6.6979,
2015/10/30,6.3222,13.3904,12.3708,11.25,8.9595,5.0704,12.8059,,3.1493,14.5778,6.5121,
2015/11/2,6.2179,13.0351,12.3708,11.25,8.52,4.5642,12.1325,,3.1582,14.5129,6.2676,
2015/11/3,5.9999,12.7241,12.3708,11.25,8.6299,4.4772,11.9599,,3.1761,14.3738,6.2187,
2015/11/4,6.2938,13.5237,12.3708,11.25,9.1393,4.6986,12.9383,,3.3103,15.4217,6.5707,
2015/11/5,6.3696,13.5286,12.3708,12.38,9.1393,4.6156,12.6333,,3.2835,16.0245,6.6685,
2015/11/6,6.4549,13.7951,12.3708,13.62,9.2691,4.7975,12.8807,,3.3461,16.4603,6.825,
2015/11/9,6.7677,13.6569,12.3708,14.29,9.379,5.0942,13.0879,,3.4088,16.4603,6.9716,
2015/11/10,6.6445,13.9284,12.3708,14.23,9.4489,5.2207,13.675,,3.373,16.3769,6.9227,
2015/11/11,6.7677,13.8396,12.3708,14.25,9.7286,5.1416,13.4736,,3.373,16.3398,6.9912,
2015/11/12,6.635,15.2215,12.3708,14.7,9.7486,5.0783,13.8304,,3.3909,15.9781,6.8152,
2015/11/13,6.417,14.6441,12.3708,14.11,9.5388,5.0942,13.8534,,3.3193,15.8668,6.6196,
2015/11/16,6.4644,15.5473,12.3708,14.33,9.7386,5.2247,13.7786,,3.3193,15.9874,6.6783,
2015/11/17,6.4454,15.4979,12.3708,14.32,9.8285,5.2484,13.8074,,3.3551,15.9132,6.7174,
2015/11/18,6.3411,14.8366,12.3708,13.84,9.5388,4.9043,12.8232,,3.2835,15.533,6.5707,
2015/11/19,6.5876,15.8928,12.3708,13.9,9.6886,4.8489,13.18,,3.3551,15.8947,6.8054,
2015/11/20,7.2511,15.8928,12.3708,14.03,9.9383,5.0151,14.498,,3.6951,15.9503,6.7859,
2015/11/23,7.9809,15.9668,12.3708,13.83,9.8784,5.0783,15.0793,,3.9098,16.0245,6.6881,
2015/11/24,7.7345,15.8632,12.3708,14.15,10.1581,5.1535,15.0506,,3.8114,16.7293,6.6294,
2015/11/25,7.8008,15.9027,12.3708,14.42,10.3778,5.1218,15.2117,,3.8293,16.6458,6.6979,
2015/11/26,7.7061,15.5967,12.3708,14.2,10.3878,5.023,16.006,,3.7487,16.2656,6.5414,
2015/11/27,6.9667,14.7033,12.3708,12.78,9.5788,4.7263,14.429,,3.5251,15.06,5.9841,
2015/11/30,7.0141,14.4713,12.3708,12.38,9.5188,4.6947,14.6074,,3.5698,15.0693,5.9058,
2015/12/1,7.1089,14.264,12.3708,12.38,9.7685,4.9636,14.2275,,3.7487,15.5237,5.9352,
2015/12/2,6.9573,13.7211,12.3708,12.38,9.5588,4.9478,13.4678,,3.7219,16.4511,6.0721,
2015/12/3,7.0141,14.2887,12.3708,12.38,9.7386,5.1258,13.8419,,3.7756,17.2764,6.1014,
2015/12/4,7.289,13.81,12.3708,12.38,10.0682,5.1812,13.652,,3.8382,16.8127,5.9352,
2015/12/7,7.4407,14.2196,12.3708,12.38,10.198,5.2642,13.5656,,3.865,16.9611,5.9841,
2015/12/8,7.2037,13.6027,12.3708,12.38,9.7785,5.0625,13.0246,,3.7666,17.3877,6.0036,
2015/12/9,6.9478,13.4842,12.3708,12.38,9.9084,4.9874,13.111,,3.7577,16.6365,5.8863,
2015/12/10,6.8246,13.4299,12.3708,12.38,10.3279,4.9241,13.1915,,3.7129,16.4418,5.7885,
2015/12/11,6.7298,13.7063,12.3708,12.38,10.6875,4.9953,13.2146,,3.6682,15.9039,5.7201,
2015/12/14,6.8909,13.9827,12.3708,12.38,11.7562,5.2919,13.2836,,3.8024,17.499,5.8667,
2015/12/15,6.7866,14.1012,12.3708,12.98,12.1857,5.3908,13.6174,,3.7756,17.9163,5.7983,
2015/12/16,6.7487,14.037,12.3708,12.71,11.906,5.458,13.5944,,3.7487,17.9626,5.8081,
2015/12/17,7.071,14.2394,12.3708,13.05,12.0658,5.4541,14.3599,,3.7935,18.1666,5.9547,
2015/12/18,6.8719,14.0567,12.3708,14.36,12.1657,5.5767,14.1585,,3.7398,19.1033,5.9156,
2015/12/21,7.09,14.3233,12.3708,14.64,11.8561,5.5094,14.4002,,3.7935,19.9286,6.1014,
2015/12/22,7.1658,15.4091,12.3708,14.41,12.0059,5.5174,14.2908,,3.7935,19.7802,6.0427,9.865
2015/12/23,6.9004,15.8928,12.3708,14.63,12.6751,5.4738,13.9628,,3.7666,19.298,5.9938,10.8548
2015/12/24,6.9288,15.2808,12.3708,14.31,12.5053,5.7349,13.6059,,3.7487,19.0198,5.9254,11.9422
2015/12/25,6.9004,15.5473,12.3708,14.25,12.5053,5.6953,13.8419,,3.7487,19.6597,5.9352,13.1338
2015/12/28,6.6919,14.8909,12.3708,14.5,11.8861,5.2998,13.2261,,3.4445,17.8699,5.7592,14.4491
2015/12/29,6.7298,15.2561,12.3708,14.9,11.8161,5.3394,13.6002,,3.5072,18.1574,5.8178,15.8947
2015/12/30,6.6919,15.4881,12.3708,15.19,12.0059,5.3038,13.7326,,3.4893,18.0275,5.7396,17.4835
2015/12/31,6.5497,15.266,12.3708,14.65,11.6064,5.019,13.6692,,3.4714,18.2408,5.6614,19.2351
2016/1/4,5.8957,13.9136,12.3708,13.19,10.4477,4.5167,12.4894,,3.1314,16.4418,5.0943,21.156
2016/1/5,5.6397,14.4121,12.3708,12.47,9.6886,4.2952,12.2304,,3.0867,16.8034,4.9085,23.2723
2016/1/6,5.7535,14.9353,12.3708,12.67,10.0183,4.3783,12.7541,,3.1314,17.0817,5.0649,25.5969
2016/1/7,5.1753,13.4447,12.3708,11.4,9.0194,3.9393,11.4822,,2.9167,15.3753,4.5663,28.156
2016/1/8,5.1942,13.6323,12.3708,11.14,9.0594,3.876,11.7584,,2.9972,15.6072,4.6054,30.9689
2016/1/11,4.6729,12.27,12.3708,10.03,8.1504,3.4884,10.5901,,2.7735,14.0492,4.1752,34.0684
2016/1/12,4.5876,12.043,12.3708,10.03,8.2403,3.4923,10.7627,,2.7914,13.9472,4.1458,30.6629
2016/1/13,4.5213,11.6728,12.3708,10.03,8.0406,3.3697,10.3023,,2.7735,13.771,4.0187,27.596
2016/1/14,4.635,12.043,12.3708,10.03,8.4401,3.4884,10.6764,,2.8898,14.3274,4.136,25.8053
2016/1/15,4.2938,11.8505,12.3708,10.03,8.0006,3.263,10.1757,,2.7556,13.5948,3.8427,23.2267
2016/1/18,4.3601,12.7093,12.3708,10.03,8.1704,3.3579,10.6937,,2.7467,14.142,3.9307,21.8007
2016/1/19,4.7961,13.0795,12.3708,10.03,8.6399,3.5319,11.2289,,3.024,14.5036,4.1458,23.982
2016/1/20,4.872,12.6649,12.3708,10.03,8.7497,3.4805,10.9181,,2.9435,13.9843,4.048,22.5625
2016/1/21,4.6066,11.8258,12.3708,10.03,8.3902,3.2788,10.4865,,2.8004,13.3537,3.8623,20.3095
2016/1/22,4.6445,12.1664,11.1406,10.03,8.5799,3.3144,10.6246,,2.8719,13.5856,3.9698,22.3411
2016/1/25,4.7014,12.27,12.2536,10.03,8.6399,3.3618,10.7224,,2.8004,13.8081,4.048,24.5746
2016/1/26,4.2274,11.0509,12.488,10.03,7.7809,3.0256,9.6577,,2.5499,12.8808,3.6472,22.9011
2016/1/27,4.1421,10.814,11.5116,10.03,7.6111,2.9426,9.6634,,2.5499,13.0755,3.5689,25.1932
2016/1/28,3.8009,9.9749,10.3595,10.03,7.3813,2.8635,9.0361,,2.4335,12.6397,3.3343,25.2583
2016/1/29,3.9336,10.4389,10.5938,10.03,7.6311,2.9782,9.4217,,2.532,13.1312,3.52,25.623
2016/2/1,3.7914,10.0589,11.0039,10.03,7.5911,2.9268,9.1339,,2.4872,12.6119,3.3343,23.7672
2016/2/2,3.9241,11.0657,11.3847,10.03,7.8308,3.0454,9.6692,,2.5588,13.057,3.4712,24.1709
2016/2/3,4.0094,11.4408,11.121,10.03,8.0406,3.0336,10.3368,,2.5499,13.1775,3.5103,23.4937
2016/2/4,4.0853,11.6926,12.2341,10.03,8.2303,3.1127,10.3656,,2.6214,13.3908,3.5396,25.8444
2016/2/5,3.9715,11.5001,12.7125,10.03,8.1405,3.0968,10.262,,2.5946,13.1219,3.4418,24.7113
2016/2/15,3.9052,11.658,13.4546,10.03,8.0306,3.0771,10.1872,,2.5051,12.8437,3.4614,24.1513
2016/2/16,4.2938,12.1516,13.8452,10.03,8.3402,3.2313,10.5268,,2.7556,13.4928,3.6863,24.9458
2016/2/17,4.3791,12.5217,15.2316,10.03,8.3702,3.4132,10.7224,,2.7109,13.6412,3.7352,25.7141
2016/2/18,4.4549,12.1614,15.3293,10.03,8.3103,3.3579,10.5613,,2.7109,13.5114,3.7156,26.2806
2016/2/19,4.9004,12.3638,14.8606,10.03,8.3802,3.5082,10.5958,,2.9167,13.6412,3.9209,25.8964
2016/2/22,4.9288,12.4576,15.3293,10.03,8.5799,3.5279,10.8203,,2.8809,14.0771,3.9503,26.7039
2016/2/23,4.8151,12.2207,15.6026,10.03,8.4601,3.4409,11.1081,,2.8183,13.6969,3.8623,27.5048
2016/2/24,5.2985,12.3441,15.1535,10.03,8.4801,3.433,11.0102,,2.9883,13.9287,3.96,25.7792
2016/2/25,4.9004,11.1101,13.6401,10.03,7.6311,3.0889,9.9109,,2.7198,12.6304,3.5689,23.2007
2016/2/26,5.1658,11.1101,13.3277,10.03,7.7409,3.0731,9.7267,,2.8272,12.6953,3.6276,22.3216
2016/2/29,4.654,10.3402,11.9998,10.03,7.3014,2.8477,9.1454,,2.6393,11.9442,3.4223,20.0881
2016/3/1,4.7393,10.587,12.156,10.03,7.4912,2.8872,9.3296,,2.702,12.1575,3.5005,20.4853
2016/3/2,5.0615,11.1644,13.0055,10.03,7.8808,3.0256,9.7555,,2.8093,12.955,3.7547,21.2667
2016/3/3,5.0142,11.3865,12.859,10.03,7.9607,3.0612,9.6865,,2.7825,13.0755,3.7449,20.6351
2016/3/4,4.7677,11.0559,11.7069,10.03,7.661,2.9189,9.2145,,2.7377,12.9364,3.6374,18.7402
2016/3/7,4.9383,11.2533,11.9021,10.03,8.0905,3.0336,9.4505,,2.7556,13.1683,3.7254,19.2872
2016/3/8,5.2985,11.3619,12.4294,10.03,8.7497,3.0889,9.7383,,2.8093,13.4186,3.7743,19.0463
2016/3/9,5.0426,11.1842,12.6344,10.03,8.51,2.99,9.3814,,2.7109,13.0755,3.6472,19.0333
2016/3/10,4.8435,10.9571,12.3513,10.03,8.3402,2.9742,9.226,,2.693,12.6582,3.5298,18.4016
2016/3/11,4.8151,10.8041,12.0486,10.03,8.2803,2.9307,9.2318,,2.693,12.5655,3.5103,18.3626
2016/3/14,4.9383,11.1842,12.7125,10.03,8.5899,3.0415,9.5944,,2.7377,12.8901,3.608,19.3068
2016/3/15,4.9383,11.2582,13.0055,10.03,8.5899,3.0454,9.4735,,2.7288,13.057,3.5689,18.7207
2016/3/16,4.8341,11.1644,12.5466,10.03,8.6499,3.0177,9.4965,,2.7198,12.9921,3.5494,18.8575
2016/3/17,4.8341,11.7222,13.8061,10.03,8.8896,3.1166,9.957,,2.7198,13.3816,3.6569,19.5933
2016/3/18,4.8341,12.117,15.1828,10.03,9.2192,3.3974,10.4117,,2.7198,13.836,3.7743,20.5179
2016/3/21,4.8341,12.3539,16.706,10.03,9.2791,3.4765,10.6419,,2.7198,14.0956,3.9209,20.9932
2016/3/22,4.8341,12.3589,16.8427,10.03,9.2591,3.4053,10.6764,,2.7198,13.8916,3.8623,20.5309
2016/3/23,4.8341,12.4378,18.5318,10.03,9.2691,3.4449,10.6476,,2.7198,13.938,3.872,21.2798
2016/3/24,4.8341,12.6254,17.7995,10.03,9.0394,3.3776,10.4174,,2.7198,14.2625,3.784,20.5049
2016/3/25,4.8341,13.1535,17.2234,10.03,9.0993,3.4093,10.3599,,2.7198,14.3831,3.9209,20.3486
2016/3/28,4.8341,13.2029,17.4968,10.03,9.0494,3.4132,10.6361,,2.7198,14.8097,3.9112,20.4202
2016/3/29,4.8341,12.2947,18.4439,10.03,8.8696,3.2511,10.4347,,2.7198,15.0508,3.7938,19.5151
2016/3/30,4.8341,12.9808,20.26,10.03,9.2192,3.3856,10.9239,,2.7198,15.2084,3.9209,20.4853
2016/3/31,4.8341,13.2769,20.1136,10.03,9.5888,3.4488,10.9181,,2.7198,15.431,3.8916,21.0714
2016/4/1,4.8341,13.2226,20.1136,10.03,9.5188,3.3974,10.9066,,2.7198,15.227,3.9405,20.7132
2016/4/5,4.8341,13.3065,20.1136,10.03,9.7386,3.4963,11.2865,,2.7198,15.1991,4.0969,21.5467
2016/4/6,4.8341,13.4398,20.1136,10.03,9.8285,3.4686,11.1426,,2.7198,15.7556,4.0285,21.5011
2016/4/7,4.8341,12.9166,20.1136,10.03,9.4289,3.3895,11.1196,,2.7198,15.329,3.9307,20.9737
2016/4/8,4.8341,12.7587,20.1136,10.03,9.2991,3.3539,11.2807,,2.7198,15.0322,3.8623,20.8435
2016/4/11,4.8341,12.9067,20.1136,10.03,9.4889,3.4132,11.7815,,2.7198,15.3197,3.9405,22.0677
2016/4/12,4.8341,12.6846,20.1136,10.03,9.4989,3.3776,11.7987,,2.7198,15.2084,3.872,22.25
2016/4/13,5.3175,12.808,19.6547,10.03,9.5888,3.4409,11.7181,,2.9883,15.2455,3.9209,22.5169
2016/4/14,5.3364,12.961,19.4301,10.03,10.1581,3.5833,11.6836,,2.9435,15.3753,3.9894,24.1709
2016/4/15,5.1848,13.0202,19.3227,10.03,9.9583,3.5833,11.6894,,2.8809,15.3568,3.9405,24.1774
2016/4/18,5.0995,12.5464,18.2584,10.03,10.1181,3.5833,11.5627,,2.854,15.0693,3.8427,22.9011
2016/4/19,5.0805,12.5958,18.3463,10.03,9.9883,3.5833,11.5052,,2.8183,15.9317,3.8525,23.2983
2016/4/20,4.8151,11.9492,16.6571,10.03,9.7486,3.5833,10.6476,,2.7467,16.6087,3.6569,21.7616
2016/4/21,4.7014,11.5692,16.3642,10.03,9.5888,3.5833,10.5728,,2.7109,16.3027,3.608,21.1235
2016/4/22,4.8056,11.732,17.1063,10.03,9.6886,3.5833,10.734,,2.7198,16.6087,3.6276,22.009
2016/4/25,4.8151,11.5001,17.0379,10.03,9.4489,3.5833,10.6534,,2.6751,16.8313,3.5787,21.7486
2016/4/26,4.7961,11.6876,17.7019,10.03,9.7785,3.5833,10.7512,,2.6841,16.5345,3.6178,22.1002
2016/4/27,4.7108,12.0726,17.1844,10.03,9.9883,3.5833,10.9699,,2.6662,15.6443,3.5983,21.436
2016/4/28,4.6255,12.1861,17.4578,10.03,9.7486,3.5833,11.1023,,2.6841,15.9781,3.5592,20.596
2016/4/29,4.6255,12.2157,17.2234,10.03,9.6487,3.5833,11.1541,,2.6751,15.6535,3.5885,20.316
2016/5/3,4.8435,12.6254,18.649,10.03,9.9883,3.5833,11.6145,,2.6841,15.8947,3.9503,21.2407
2016/5/4,4.9004,12.4773,18.4244,10.03,10.0782,3.5833,11.816,,2.6841,16.5994,3.9796,22.5039
2016/5/5,4.8815,12.2947,19.1274,10.03,10.0282,3.5833,12.0404,,2.6751,16.2656,4.0089,22.4974
2016/5/6,4.6729,11.5544,17.3797,10.03,9.4689,3.5833,12.1095,,2.5946,15.9596,4.048,22.6472
2016/5/9,4.5402,11.3421,15.7296,10.03,8.7198,3.5833,11.6433,,2.4783,15.2362,4.2632,24.9132
2016/5/10,4.5118,11.3421,16.003,10.03,8.54,3.5833,12.2476,,2.4962,15.4217,4.1752,25.343
2016/5/11,4.5213,11.2632,15.3781,10.03,8.3103,3.5833,12.4721,,2.5409,16.0245,4.2338,23.6434
2016/5/12,4.4265,11.3076,15.4171,10.03,8.1105,3.5833,12.3858,,2.532,16.2007,4.3414,25.0557
2016/5/13,4.3317,11.199,15.7589,10.03,8.0506,3.5833,12.0289,,2.5409,15.9781,4.2045,23.0805
2016/5/16,4.3601,11.3421,16.0615,10.03,8.2803,3.5833,12.4261,,2.5499,16.2192,4.2436,22.962
2016/5/17,4.3601,11.352,15.7491,10.03,8.2603,3.5833,12.4779,,2.5051,15.5144,4.0578,24.3348
2016/5/18,4.1042,11.5099,14.7532,10.03,7.9007,3.5833,11.7412,,2.4514,14.9395,4.0578,22.0139
2016/5/19,4.1516,11.3816,15.1047,10.03,7.9107,3.5833,11.4937,,2.4783,14.8746,4.1067,24.2163
2016/5/20,4.1895,11.4359,16.4423,10.03,8.0206,3.5833,11.5685,,2.3978,14.8004,4.136,26.6359
2016/5/23,4.2085,11.6087,16.8231,10.03,8.0705,3.292,12.0577,,2.4604,14.9673,4.1458,28.2556
2016/5/24,4.2559,11.426,16.5009,10.03,8.0006,3.1524,11.6791,,2.4604,14.4851,4.4294,29.0951
2016/5/25,4.199,11.2533,16.4033,10.03,7.9906,3.0726,11.7199,,2.4425,14.4665,4.3609,28.2753
2016/5/26,4.18,11.2829,17.4773,10.03,7.9707,3.0366,12.0577,,2.4425,14.2625,4.5565,30.0728
2016/5/27,4.5971,11.2533,17.3113,10.03,8.0106,3.0127,12.0111,,2.6214,14.4665,4.8205,29.9543
2016/5/30,4.5307,11.0707,16.579,10.03,7.9906,3.0406,11.8655,,2.532,14.2069,4.7129,27.7618
2016/5/31,4.6824,11.5938,17.7702,10.03,8.3502,3.1364,12.349,,2.6304,14.8746,4.8596,29.5197
2016/6/1,4.6634,11.6185,17.8093,10.03,8.53,3.1404,12.349,,2.5767,15.1064,4.9085,29.6975
2016/6/2,4.6824,11.6728,18.4439,10.03,8.6598,3.4556,12.6227,,2.5856,15.1991,4.8889,32.6702
2016/6/3,4.635,11.7863,18.0729,10.03,8.6898,3.4197,12.4363,,2.5946,15.2733,4.7325,31.8801
2016/6/6,4.6445,12.1417,18.1217,10.03,9.1493,3.4955,12.4713,,2.6214,15.2177,4.7814,32.0875
2016/6/7,4.5687,11.9344,18.0825,10.03,8.8197,3.4875,12.3956,,2.6214,15.4866,4.7423,33.4504
2016/6/8,4.5118,11.8554,18.0825,10.03,8.8197,3.4077,12.7567,,2.6125,15.7463,4.6347,31.8703
2016/6/13,4.2274,11.2681,16.2762,10.03,8.3702,3.0726,12.7975,,2.5499,15.5886,4.4098,28.6803
2016/6/14,4.2464,11.0104,15.962,10.03,8.3602,3.0765,13.4965,,2.5499,15.2548,4.3023,28.2951
2016/6/15,4.3317,11.2086,17.0419,10.03,8.6299,3.1563,13.9159,,2.5677,15.5794,4.4489,29.737
2016/6/16,4.2843,10.9807,16.8161,10.03,8.6399,3.1643,13.9567,,2.5677,15.2548,4.4294,30.9715
2016/6/17,4.3412,10.941,16.983,10.03,8.6598,3.1484,13.6771,,2.5856,16.7849,4.3805,30.8135
2016/6/20,4.3033,11.06,17.091,10.03,8.49,3.1164,13.7004,,2.532,16.5809,4.4196,31.574
2016/6/21,4.2369,11.1888,16.875,10.03,8.3702,3.1244,13.281,,2.4872,16.2192,4.3512,29.7568
2016/6/22,4.6634,11.278,17.2088,10.03,8.54,3.1843,13.345,,2.5946,16.4325,4.4392,31.3567
2016/6/23,4.4928,11.9618,16.8652,10.03,8.4001,3.3279,13.1528,,2.5409,16.1265,4.3609,30.053
2016/6/24,4.3791,11.6645,16.394,10.03,8.2903,3.2362,12.9548,,2.5141,15.9781,4.2729,29.4012
2016/6/27,4.5213,11.942,16.6885,10.03,8.51,3.3319,13.4382,,2.5499,16.2934,4.3316,29.974
2016/6/28,4.5592,12.4078,16.9633,10.03,8.5999,3.3359,13.3392,,2.5767,16.4974,4.3512,30.3296
2016/6/29,4.5213,12.4177,17.356,10.03,8.5799,3.316,13.0072,,2.5856,16.3676,4.3805,31.7419
2016/6/30,4.5592,12.2096,17.7389,10.03,8.6898,3.3439,13.0596,,2.5767,16.3954,4.3218,30.1321
2016/7/1,4.4928,12.3681,17.7291,10.03,8.6598,3.296,13.5722,,2.5856,16.145,4.3023,29.7666
2016/7/4,4.5687,12.7447,18.0628,10.03,8.8496,3.3479,13.9101,,2.6214,16.4696,4.3903,29.9444
2016/7/5,4.5876,12.6357,18.3279,10.03,8.9195,3.3599,13.6013,,2.6393,16.5067,4.5369,31.0407
2016/7/6,4.5592,12.4276,18.7991,10.03,8.9495,3.3678,13.7819,,2.6214,16.3954,4.5076,32.532
2016/7/7,4.5781,12.3979,18.4555,10.03,8.9195,3.4317,13.6305,,2.6393,16.3583,4.5076,32.7394
2016/7/8,4.5497,12.4078,18.5929,10.03,8.9295,3.3678,13.7004,,2.6393,16.1976,4.5076,32.7196
2016/7/11,4.5687,12.5862,20.4483,10.03,8.8896,3.3918,13.8635,,2.6304,16.33,4.5663,30.9616
2016/7/12,4.6729,12.5862,19.7906,10.03,8.9295,3.4077,13.7936,,2.6393,17.7483,4.6347,30.5469
