ÈÕÆÚ,000016.SZ,000801.SZ,000810.SZ,002052.SZ,002420.SZ,002429.SZ,002519.SZ,002848.SZ,200016.SZ,600060.SH,600839.SH,603996.SH
2016/7/13,4.7014,12.606,20.9097,10.03,8.9895,3.4955,13.4615,,2.6393,17.4363,4.6445,30.6654
2016/7/14,4.6634,12.606,20.5563,10.03,9.0893,3.4556,13.4965,,2.6214,17.3984,4.5761,30.3098
2016/7/15,4.6634,12.4672,19.6826,10.03,8.8896,3.4716,13.2052,,2.6304,17.597,4.6054,30.0728
2016/7/18,4.6066,12.5366,19.712,10.03,8.8296,3.4077,12.9839,,2.6214,17.3228,4.4881,29.2432
2016/7/19,4.6634,12.388,20.7919,10.03,8.9295,3.4437,13.0713,,2.6125,17.2377,4.5174,30.2901
2016/7/20,4.6066,12.2492,20.4777,10.03,8.8896,3.3918,13.0654,,2.6035,17.285,4.4783,29.9345
2016/7/21,4.6919,12.2195,21.6558,10.03,9.0094,3.4077,13.048,,2.6304,17.4174,4.4489,29.5889
2016/7/22,4.6634,12.388,21.4987,10.03,9.0694,3.3359,13.0654,,2.6035,17.0013,4.3805,28.8482
2016/7/25,4.7582,12.0907,20.1243,10.03,9.0394,3.3479,13.1412,,2.6304,17.0959,4.4098,29.2728
2016/7/26,4.8815,12.2294,20.5366,10.03,9.1493,3.3918,13.2052,,2.6572,17.4174,4.5467,29.3518
2016/7/27,4.654,11.5654,18.5438,10.03,8.52,3.2002,12.7684,,2.5946,16.5947,4.2925,26.4186
2016/7/28,4.6255,11.4167,18.5438,10.03,8.53,3.1284,12.4072,,2.5946,16.7838,4.3316,25.2928
2016/7/29,4.7961,11.2681,18.5929,10.03,8.4,3.1125,12.3373,,2.6304,16.8595,4.3805,24.7101
2016/8/1,4.6066,11.3276,17.8861,10.03,8.55,3.0805,12.081,,2.6035,16.33,4.3414,23.5842
2016/8/2,4.6445,11.3474,18.053,10.03,8.51,3.1045,12.3198,,2.5856,16.6515,4.3707,23.9002
2016/8/3,4.8246,11.3375,17.9548,10.03,8.48,3.1164,12.3373,,2.6304,16.5663,4.5174,24.5718
2016/8/4,4.8341,11.4068,18.2886,10.03,8.48,3.1244,12.4305,,2.6483,16.5947,4.4685,24.7101
2016/8/5,4.7961,11.278,17.8272,10.03,8.45,3.1125,12.1043,,2.6662,16.5758,4.4783,24.0089
2016/8/8,4.9288,11.278,17.5229,10.03,8.5,3.1524,12.4363,,2.6841,16.6325,4.5663,24.6508
2016/8/9,5.1374,11.2978,17.8272,10.03,8.64,3.1763,12.5237,,2.7646,17.2377,4.5565,24.7397
2016/8/10,5.071,11.1888,17.8076,10.03,8.6,3.1763,12.3315,,2.7735,17.0486,4.4978,25.0063
2016/8/11,5.0236,11.0302,17.2971,10.03,8.52,3.1444,12.1567,,2.7377,17.058,4.4392,24.2558
2016/8/12,5.0615,11.0501,17.356,10.03,8.57,3.2122,12.1859,,2.7467,17.4079,4.4685,24.4434
2016/8/15,5.1279,11.278,17.8959,10.03,8.75,3.2481,12.5412,,2.7646,17.7861,4.5956,25.115
2016/8/16,5.1089,11.3771,18.1904,10.03,8.8,3.2481,12.6752,,2.7556,17.3417,4.6054,25.3718
2016/8/17,5.1374,11.3771,18.2592,10.03,8.85,3.2681,12.681,,2.7914,17.2566,4.6836,26.1026
2016/8/18,5.1563,11.3474,19.0445,10.03,8.84,3.2322,12.6111,,2.7914,17.3039,4.7032,25.668
2016/8/19,5.071,11.3375,18.6322,10.03,8.9,3.2401,13.2751,,2.7735,17.0675,4.6347,25.3619
2016/8/22,4.9573,11.1987,17.9156,10.03,8.81,3.1843,13.0946,,2.7646,16.6987,4.5467,24.7101
2016/8/23,4.9857,11.1789,18.053,10.03,8.82,3.1923,13.0538,,2.7646,16.7649,4.5467,24.7792
2016/8/24,5.0047,11.1492,18.269,10.03,8.86,3.1963,13.0421,,2.7735,16.8311,4.5565,25.2236
2016/8/25,4.8815,11.1591,18.0726,10.03,8.77,3.1603,13.1878,,2.7646,16.5853,4.4685,25.0162
2016/8/26,4.872,11.2879,17.9843,10.03,8.83,3.1603,13.0654,,2.7646,16.5663,4.4881,24.9668
2016/8/29,4.9099,11.2384,17.7978,10.03,8.9,3.1643,13.1353,,2.7646,16.3583,4.4978,24.6212
2016/8/30,4.9478,11.3276,19.1132,10.03,8.9,3.312,13.1179,,2.7556,16.3489,4.4783,27.0803
2016/8/31,4.9004,11.3375,18.4849,10.03,8.9,3.312,13.048,,2.7556,16.3678,4.4685,26.9026
2016/9/1,4.8151,11.1888,18.5046,11.03,8.79,3.2721,12.8674,,2.7377,16.1976,4.4001,27.2285
2016/9/2,4.7961,11.1888,18.5635,12.13,8.83,3.312,12.8616,,2.7377,15.9517,4.4196,26.1026
2016/9/5,4.8151,11.1888,19.0249,11.96,8.93,3.292,12.9897,,2.7467,16.0652,4.4392,26.3001
2016/9/6,4.853,11.2086,19.2605,12.5,9.03,3.3,13.2926,,2.7735,16.3489,4.4685,26.3989
2016/9/7,4.8151,11.2384,19.015,12.28,9.05,3.28,13.4324,,2.7646,16.2921,4.4685,25.9347
2016/9/8,4.8151,11.278,19.447,11.99,9.13,3.2761,13.3975,,2.7646,16.5002,4.4489,25.6878
2016/9/9,4.7488,11.278,18.8776,12.04,9.02,3.2282,13.1645,,2.7556,16.311,4.4001,25.5989
2016/9/12,4.5592,11.1293,17.7781,11.14,8.6,3.0885,12.8324,,2.6841,15.8004,4.2436,23.9694
2016/9/13,4.5876,11.1293,17.8665,11.2,8.69,3.1244,13.5606,,2.693,15.7437,4.2534,24.236
2016/9/14,4.5592,10.9609,17.464,10.75,8.71,3.1125,13.5664,,2.702,15.7248,4.1947,23.9298
2016/9/19,4.5971,11.0203,17.5622,11.08,8.84,3.1444,13.7237,,2.7288,15.9234,4.2534,24.0977
2016/9/20,4.6255,11.5456,17.3658,10.98,8.91,3.1524,13.578,,2.7198,15.7059,4.2338,23.9397
2016/9/21,4.6255,11.4861,17.5916,11.08,8.95,3.1484,13.5722,,2.7109,15.7815,4.2436,23.9891
2016/9/22,4.6161,11.3969,17.6211,11.05,8.98,3.1963,13.7644,,2.7288,15.9517,4.2632,24.0681
2016/9/23,4.5592,11.6249,17.6996,10.82,9.01,3.284,13.6771,,2.7198,15.8383,4.2925,23.8015
2016/9/26,4.4928,11.2879,17.5229,10.29,9.09,3.4476,13.6188,,2.6483,15.564,4.1654,22.4386
2016/9/27,4.5307,11.2978,17.2284,10.49,9.3,3.5235,13.5373,,2.6572,15.7342,4.1752,22.5571
2016/9/28,4.4928,11.5158,16.6099,10.38,9.12,3.5953,14.1838,,2.6483,15.7342,4.1556,22.2213
2016/9/29,4.5023,11.5059,16.7474,11.42,9.3,3.6033,14.4809,,2.6572,15.6586,4.1654,22.1719
2016/9/30,4.5307,11.6744,17.0713,11.99,9.37,3.6033,14.3586,,2.6751,15.7342,4.1654,22.6361
2016/10/10,4.635,11.9222,17.5327,12.15,9.4,3.6711,14.4926,,2.7377,15.9706,4.2534,23.041
2016/10/11,4.7677,11.8429,18.0432,12.07,9.41,3.8467,15.6051,,2.7467,15.9706,4.2827,23.1496
2016/10/12,4.6634,11.8528,17.8469,11.95,9.36,3.8586,15.5702,,2.7198,15.8383,4.2534,23.4163
2016/10/13,4.6634,11.7339,17.5425,11.99,9.45,3.9225,15.2964,,2.7288,15.9896,4.2729,23.278
2016/10/14,4.7298,11.7041,17.3757,11.79,9.33,3.8946,15.0751,,2.7288,15.9328,4.3316,23.1003
2016/10/17,4.6255,11.6447,17.1008,11.51,9.2,3.8746,14.6964,,2.5946,15.7248,4.2338,22.7348
2016/10/18,4.6824,11.724,17.4738,11.77,9.33,4.142,15.0925,,2.6483,15.999,4.2925,23.12
2016/10/19,4.6729,11.7834,17.2186,11.65,9.56,4.0901,14.6091,,2.6214,15.9139,4.2729,24.3348
2016/10/20,4.6729,11.7834,17.2677,12.11,9.55,4.138,14.5508,,2.6393,15.8477,4.3316,24.4533
2016/10/21,4.6445,11.6249,17.0713,11.83,9.47,4.1459,14.2945,,2.6304,15.7815,4.2925,23.8113
2016/10/24,4.7014,11.6249,17.2382,11.9,9.49,4.134,14.4634,,2.6572,16.0747,4.3414,24.0385
2016/10/25,4.7014,11.5753,17.091,12.26,9.5,4.0781,14.213,,2.6483,16.1692,4.3414,24.2558
2016/10/26,4.6919,11.4564,16.9633,12.6,9.56,4.0462,14.2071,,2.6483,16.1787,4.2925,23.7718
2016/10/27,4.6919,11.496,16.9241,12.31,9.64,4.0901,14.4693,,2.6393,16.103,4.2632,24.0089
2016/10/28,4.654,11.3474,16.8652,11.9,9.69,4.0502,14.5333,,2.6214,16.1408,4.2045,23.5743
2016/10/31,4.6161,11.1888,16.7768,11.97,9.67,3.9983,14.411,,2.6125,16.1408,4.1947,23.7718
2016/11/1,4.635,11.3176,16.9143,12.75,9.96,4.0622,14.3994,,2.6125,16.1881,4.224,24.2459
2016/11/2,4.5781,11.1789,16.6787,12.45,9.84,4.1819,14.1838,,2.6035,15.9328,4.1654,24.0089
2016/11/3,4.5687,11.2483,16.6885,12.6,9.91,4.1499,14.1547,,2.6214,15.999,4.1947,24.957
2016/11/4,4.5876,11.1789,16.6001,12.45,9.77,4.134,13.6305,,2.6125,15.7248,4.1556,26.1619
2016/11/7,4.635,11.169,16.2762,12.32,9.91,4.2297,13.7528,,2.6214,16.3867,4.1947,25.8063
2016/11/8,4.635,11.2086,16.3351,12.64,10.02,4.2377,14.0906,,2.6035,16.4623,4.1947,25.6088
2016/11/9,4.5971,11.1591,16.1093,12.87,10.05,4.0741,13.7877,,2.5946,16.4623,4.1654,25.0063
2016/11/10,4.635,11.2086,16.178,12.92,10.12,4.1898,13.9916,,2.6125,16.5758,4.2143,25.7668
2016/11/11,4.6634,11.496,16.3645,12.87,10.23,4.3614,13.6188,,2.5946,16.6325,4.2338,25.3619
2016/11/14,4.6824,11.3969,16.3547,12.85,10.83,4.0701,13.6654,,2.6035,16.4812,4.2925,25.3125
2016/11/15,4.6824,11.3672,16.4332,12.96,10.79,4.0941,13.6479,,2.6035,16.5474,4.2729,26.1026
2016/11/16,4.7298,11.3771,16.551,12.63,10.71,4.0143,13.8227,,2.6304,16.4812,4.2925,25.9643
2016/11/17,4.6919,11.278,16.3743,12.34,11.12,4.122,13.5955,,2.6125,16.4434,4.2729,25.1742
2016/11/18,4.6824,11.1888,16.1878,12.44,10.8,4.1699,13.5373,,2.6125,16.4907,4.224,25.115
2016/11/21,4.6824,11.1293,16.178,12.54,10.75,4.2617,13.345,,2.5946,16.4434,4.2436,26.31
2016/11/22,4.7108,11.1888,16.2958,12.45,10.79,4.3295,13.5722,,2.5946,16.7271,4.2925,27.1297
2016/11/23,4.7582,11.1888,16.1289,12.07,10.84,4.3734,13.5897,,2.5946,16.6609,4.3707,26.231
2016/11/24,4.6919,11.1393,15.9817,11.97,10.63,4.3614,13.0713,,2.5856,16.8973,4.3218,25.8162
2016/11/25,4.6634,11.1789,15.9031,11.86,10.48,4.4492,13.3043,,2.5856,17.285,4.2925,26.3199
2016/11/28,4.7108,11.1492,16.0602,12.12,10.58,4.541,13.2577,,2.5856,17.3323,4.4001,25.8063
2016/11/29,4.654,11.1393,15.8933,11.96,10.17,4.4293,13.281,,2.5856,17.181,4.4196,25.0063
2016/11/30,4.6824,11.0897,15.913,11.89,10.06,4.4811,13.3625,,2.6035,17.0202,4.5663,24.8878
2016/12/1,4.7772,11.1194,15.962,12.11,10.23,4.4412,13.7353,,2.6214,17.1526,4.5467,24.394
2016/12/2,4.654,10.941,15.8246,12.16,10.15,4.4013,13.514,,2.6035,17.1715,4.4685,23.6829
2016/12/5,4.8341,10.9311,15.6381,12.2,10.02,4.4013,13.3159,,2.6572,16.9919,4.4001,23.6039
2016/12/6,4.9004,10.9212,15.6872,12.61,9.98,4.5609,13.2693,,2.6751,16.7933,4.3707,23.7323
2016/12/7,4.9478,10.9212,15.9522,12.65,10.16,4.5689,13.7819,,2.6751,16.7176,4.4098,23.9496
2016/12/8,4.9099,10.7924,15.8835,12.92,10.07,4.553,13.4557,,2.6751,16.7838,4.3707,23.6632
2016/12/9,4.853,10.5248,15.7363,13,10.12,4.5849,13.5198,,2.6572,16.6893,4.3609,23.3768
2016/12/12,4.5307,9.8608,14.892,12.26,9.43,4.3375,12.6111,,2.5856,16.3867,4.1263,21.4904
2016/12/13,4.4075,9.8113,14.3619,13.49,9.55,4.2856,12.8383,,2.6125,16.0652,4.1165,21.7077
2016/12/14,4.3507,9.9401,13.8416,13.59,9.51,4.3135,12.4829,,2.6035,16.0463,4.0774,21.5695
2016/12/15,4.3601,10.2176,14.1754,14.46,9.6,4.3415,12.4189,,2.6035,15.8194,4.0969,21.8954
2016/12/16,4.3886,10.1581,14.3226,13.91,9.71,4.4093,12.6227,,2.6125,15.9801,4.1067,22.0731
2016/12/19,4.436,10.0689,14.1361,13.32,9.78,4.3056,12.7218,,2.5946,16.0463,4.0774,21.5596
2016/12/20,4.4075,9.9897,14.0772,13.52,9.93,4.2178,12.914,,2.5677,16.0936,4.0774,21.6386
2016/12/21,4.417,10.2473,14.2343,13.13,10.03,4.3175,13.0713,,2.5677,16.207,4.1263,21.8756
2016/12/22,4.3886,11.2681,14.0576,13.32,9.94,4.3016,13.112,,2.5499,16.0841,4.1849,22.725
2016/12/23,4.3317,11.1393,14.4993,12.7,9.9,4.2058,13.0946,,2.523,15.8855,4.1263,21.6781
2016/12/26,4.3412,11.1293,14.2147,11.9,9.99,4.1499,13.1936,,2.523,16.0463,4.1556,21.53
2016/12/27,4.3601,11.1492,14.038,12.01,9.98,4.138,13.1645,,2.532,16.0557,4.1458,20.967
2016/12/28,4.3317,10.9014,13.8514,12.15,10.06,4.13,12.9256,,2.5409,16.2165,4.0969,20.1967
2016/12/29,4.2748,10.6437,13.822,11.72,10.09,4.0661,12.815,,2.532,16.1692,4.0969,20.0979
2016/12/30,4.2748,10.5347,13.8122,11.2,10.09,3.9744,13.048,,2.5409,16.1881,4.0872,19.6732
2017/1/3,4.3222,10.7528,13.8809,11.22,10.25,4.0582,13.4382,,2.5409,16.3205,4.1458,20.009
2017/1/4,4.3601,10.941,14.0478,11.47,10.28,4.134,13.4965,,2.5499,16.5285,4.1654,20.3547
2017/1/5,4.3791,11.1194,13.9791,11.29,10.52,4.142,13.6188,,2.532,16.3867,4.1556,20.6411
2017/1/6,4.3696,10.951,13.8024,11.35,10.28,4.1819,13.38,,2.5409,16.2638,4.1654,20.6016
2017/1/9,4.4075,11.3969,13.8711,11.5,10.29,4.2417,13.2344,,2.532,16.4907,4.1849,20.6312
2017/1/10,4.4075,11.2978,13.9692,11.33,10.25,4.2417,13.2518,,2.5409,16.4529,4.1849,20.4732
2017/1/11,4.3791,11.278,13.8907,10.8,9.92,4.2018,13.1062,,2.5409,16.4718,4.136,19.8708
2017/1/12,4.398,11.0104,13.7631,10.4,10.02,4.1978,12.8849,,2.5409,16.1125,4.2338,19.7424
2017/1/13,4.3127,10.9311,13.2133,10.15,10.14,4.118,12.7043,,2.532,16.1692,4.1654,20.1473
2017/1/16,4.1042,10.4554,12.7127,9.23,9.49,4.0222,12.1393,,2.4783,16.2827,4.1752,20.572
2017/1/17,4.1516,10.6041,12.9188,9.46,9.69,4.0183,12.1626,,2.5051,16.1219,4.1752,20.4139
2017/1/18,4.1232,10.4257,12.8501,9.33,9.75,3.9823,12.0985,,2.5051,16.0463,4.1947,19.7819
2017/1/19,4.0947,10.2374,12.7127,9.33,9.58,3.9225,11.9237,,2.4783,16.0463,4.1752,19.2189
2017/1/20,4.1516,10.5645,12.8599,10.26,9.82,3.9744,12.2092,,2.5051,16.207,4.2045,19.3868
2017/1/23,4.2274,10.951,12.9876,10.24,9.8,3.9943,12.4888,,2.523,16.2543,4.3218,19.4461
2017/1/24,4.218,11.0104,12.9483,9.95,9.62,3.7828,12.582,,2.523,16.3961,4.2632,19.2189
2017/1/25,4.2464,10.951,13.0759,10,9.62,3.8706,12.4596,,2.532,16.3867,4.2534,19.2584
2017/1/26,4.2843,10.9807,13.1741,9.93,9.64,3.9345,12.7625,,2.523,16.4907,4.2534,19.456
2017/2/3,4.2843,11.0203,13.1446,10.03,9.64,3.9983,12.7742,,2.5141,16.3489,4.2338,19.5152
2017/2/6,4.2938,11.6942,13.2035,10.12,9.64,4.0422,12.914,,2.532,16.3394,4.2729,19.6535
2017/2/7,4.2559,11.8429,13.3017,10.02,9.83,4.0023,12.6693,,2.532,16.3394,4.2436,19.7918
2017/2/8,4.2653,12.0015,13.3017,10.09,9.78,3.9784,12.7276,,2.532,16.7366,4.2632,20.888
2017/2/9,4.3033,11.9222,13.3704,10.29,9.79,3.9943,12.7276,,2.523,16.7271,4.2632,20.7201
2017/2/10,4.3791,11.724,13.2722,10.04,9.79,3.9624,12.4538,,2.5499,16.7366,4.2925,20.6115
2017/2/13,4.3696,11.8528,13.3508,9.74,9.88,3.9744,12.3956,9.0726,2.5409,16.8878,4.312,20.6115
2017/2/14,4.3222,11.8033,13.3213,9.73,9.76,3.9464,12.4538,9.9809,2.523,17.1715,4.3023,20.4535
2017/2/15,4.2938,11.5258,13.017,9.48,9.66,3.8786,12.3839,10.979,2.4962,16.9635,4.3023,20.2658
2017/2/16,4.3033,11.9222,14.3226,9.59,9.7,3.8946,12.4247,12.0769,2.5141,17.0391,4.4001,20.3448
2017/2/17,4.3222,12.0807,14.4699,10.13,9.56,3.9305,12.4422,13.2846,2.5141,16.8878,4.3316,20.1078
2017/2/20,4.3601,12.1997,14.1754,10.04,9.63,4.0143,12.1393,14.612,2.5051,17.6348,4.4196,20.2856
2017/2/21,4.3791,12.1501,14.3521,10.01,9.71,4.0222,12.2325,16.0692,2.5141,17.8901,4.4196,20.4436
2017/2/22,4.3696,12.1105,14.2048,10.21,9.76,3.9903,12.1684,17.6762,2.523,17.8429,4.4001,20.6806
2017/2/23,4.3601,12.2393,14.0772,10.04,9.85,4.0222,12.1859,19.4428,2.5409,17.9374,4.3707,20.4139
2017/2/24,4.3507,12.6159,14.1558,10.06,9.83,4.0462,12.3024,21.3891,2.5499,17.7672,4.3805,20.5917
2017/2/27,4.3033,12.3186,13.8613,9.96,9.66,3.9903,12.3257,23.525,2.532,17.6916,4.312,20.2362
2017/2/28,4.2843,12.4871,13.9496,9.85,9.64,4.0023,11.883,25.8805,2.5409,17.824,4.3218,21.0065
2017/3/1,4.2843,12.4177,13.8809,9.82,9.72,3.9983,11.848,28.4655,2.532,17.8807,4.3218,20.8189
2017/3/2,4.2559,12.4177,13.8514,9.65,9.69,3.9424,11.7082,31.3101,2.5409,17.701,4.2632,20.5621
2017/3/3,4.2464,12.1997,14.0183,9.76,9.72,4.0023,11.7723,34.4441,2.5409,18.1833,4.2534,20.7892
2017/3/6,4.2938,12.2294,14.2539,9.87,9.82,4.0901,11.9354,37.8875,2.5409,18.4764,4.3023,21.4806
2017/3/7,4.3033,12.0213,14.1361,9.86,9.76,4.1459,11.8888,37.628,2.5499,18.4764,4.2925,21.3127
2017/3/8,4.2653,12.0411,14.0772,10.12,9.77,4.114,11.883,38.3965,2.5499,18.2116,4.2632,21.1349
2017/3/9,4.218,11.6843,13.9103,9.92,9.71,4.1978,11.8247,35.9512,2.532,18.0698,4.2143,20.9275
2017/3/10,4.218,11.6942,13.8514,9.83,9.81,4.3056,11.7839,35.2925,2.532,18.4197,4.2534,20.8979
2017/3/13,4.2559,11.8726,13.8711,9.8,9.71,4.2896,12.0402,35.003,2.532,18.4669,4.2632,21.204
2017/3/14,4.2369,11.7537,14.1361,9.83,9.6,4.1859,11.9529,35.7616,2.532,17.4646,4.2436,20.9571
2017/3/15,4.2464,11.7041,14.1361,9.7,10.1,4.1978,11.848,35.3024,2.5141,17.4268,4.2632,20.7991
2017/3/16,4.2843,11.8924,14.1754,9.8,9.99,4.2377,12.4538,36.7197,2.532,17.2566,4.2729,21.046
2017/3/17,4.218,11.7438,13.93,9.92,9.71,4.1499,12.2616,36.6299,2.5141,17.1148,4.2338,20.7596
2017/3/20,4.2274,11.5753,13.9005,10.1,9.73,4.1819,12.2849,37.5581,2.523,17.077,4.2534,20.6905
2017/3/21,4.2653,11.6546,13.8318,10.05,9.68,4.1539,12.3373,38.4265,2.523,17.3039,4.2827,21.1053
2017/3/22,4.2369,11.9915,13.4882,9.81,9.65,4.1659,12.3897,38.3366,2.5141,17.0675,4.2436,20.6115
2017/3/23,4.2559,11.9222,13.4195,9.8,9.56,4.13,12.1742,36.9193,2.5051,17.2566,4.2436,21.3324
2017/3/24,4.2843,11.9519,13.5471,9.81,9.57,4.126,12.2033,37.628,2.5051,17.389,4.2436,21.7867
2017/3/27,4.2938,12.1699,13.4391,9.55,9.51,4.1779,12.0927,38.147,2.4872,17.3795,4.2827,21.3028
2017/3/28,4.2464,12.0907,13.5177,9.27,9.44,4.114,11.9529,38.3266,2.4962,17.1242,4.2338,21.6583
2017/3/29,4.2274,11.6744,13.3017,9.27,9.2,4.0861,11.7373,34.5838,2.4872,17.0391,4.1849,21.4114
2017/3/30,4.1421,11.4861,12.909,8.65,9.04,3.9704,11.5393,32.6076,2.4335,16.8311,4.1263,20.7102
2017/3/31,4.1706,11.5753,12.9483,8.65,8.9,3.9624,11.5451,29.4337,2.4425,17.1053,4.136,20.9473
2017/4/5,4.2274,11.7537,13.1643,8.81,9,4.0422,11.6966,30.2421,2.4604,17.181,4.1947,21.046
2017/4/6,4.2369,11.7339,13.0759,8.76,9.14,4.0781,11.749,30.3818,2.4693,17.181,4.1947,20.7991
2017/4/7,4.2369,11.6447,13.0563,8.61,9.12,4.0781,11.7373,30.0924,2.4783,16.9351,4.1752,20.6411
2017/4/10,4.2464,11.4167,12.7716,8.15,8.9,3.9504,11.6092,27.0882,2.4962,16.7176,4.0969,19.7127
2017/4/11,4.3033,11.942,12.909,8.22,8.92,3.9185,11.9179,28.0363,2.5141,16.8027,4.1654,20.088
2017/4/12,4.4075,11.7636,12.801,8.24,8.92,3.8507,11.6849,26.6191,2.5588,16.7082,4.1654,19.9399
2017/4/13,4.3791,11.6744,12.909,8.14,8.91,3.8826,11.5684,26.629,2.5588,16.6704,4.136,20.1374
2017/4/14,4.398,11.4564,12.8403,8.04,8.98,3.8706,11.1956,26.6191,2.5499,16.4907,4.0969,20.1078
2017/4/17,4.3696,10.7825,12.8501,7.65,8.45,3.8666,11.1257,23.9542,2.5409,16.5285,4.0872,19.614
2017/4/18,4.3696,10.5446,12.9876,7.49,8.25,3.6711,11.1024,23.2255,2.5499,16.7838,4.0578,18.7548
2017/4/19,4.3886,10.3266,12.8305,7.38,7.97,3.5833,10.8927,24.1538,2.5499,16.9068,3.9307,18.4881
2017/4/20,4.417,10.3861,12.5654,7.43,7.85,3.5554,10.6364,23.7446,2.5409,17.3133,3.9405,18.3696
2017/4/21,4.3601,10.0888,12.5262,7.29,7.97,3.5713,10.5374,23.4052,2.5499,17.2661,3.9014,18.3202
2017/4/24,4.0284,9.177,12.3397,6.87,7.59,3.4796,9.4831,22.4171,2.5051,17.1715,3.6472,17.0561
2017/4/25,4.0758,9.2464,12.1237,6.89,7.65,3.5554,8.7841,22.8662,2.5141,17.2755,3.6667,17.0758
2017/4/26,4.1137,9.286,11.7605,6.92,7.91,3.5554,8.7549,23.2355,2.5141,17.0108,3.6863,17.2635
2017/4/27,4.1516,9.286,11.731,7.11,7.94,3.5314,8.8481,24.2037,2.5141,16.4812,3.696,17.1153
2017/4/28,4.3601,9.3257,11.8685,7.18,7.95,3.6232,9.0287,24.3733,2.5499,16.2165,3.696,17.4116
2017/5/2,4.398,9.3653,11.8979,7.13,7.84,3.6033,9.0287,23.8444,2.523,14.5996,3.6667,17.3425
2017/5/3,4.3696,9.5338,11.9961,7.22,7.77,3.5873,8.9821,24.1438,2.523,13.8242,3.6569,17.1943
2017/5/4,4.3696,9.3653,11.9077,7.05,7.79,3.5554,8.9122,24.054,2.5141,13.7769,3.6276,16.582
2017/5/5,4.3601,9.0383,11.731,7.02,7.7,3.5235,8.7084,23.6847,2.4783,13.6918,3.5396,16.108
2017/5/8,4.1326,8.6121,11.2794,7.05,7.5,3.5075,8.7433,22.3073,2.4783,13.7296,3.4907,15.5746
2017/5/9,4.1516,8.6716,11.3972,7.04,7.63,3.5274,8.9472,22.9161,2.4783,13.6445,3.52,15.9203
2017/5/10,4.1706,8.2256,11.4071,6.8,7.56,3.4516,8.7142,22.7465,2.4872,13.238,3.3929,15.5055
2017/5/11,4.1232,7.8986,10.9948,6.59,7.42,3.3838,8.7724,23.2755,2.4783,13.1339,3.3831,15.4364
2017/5/12,4.1326,7.8688,10.9849,6.47,7.35,3.3638,8.7142,23.4551,2.4693,13.1528,3.3636,15.1994
2017/5/15,4.1611,7.8787,10.9751,6.46,7.3,3.4437,8.8773,24.1538,2.4872,13.0583,3.3636,15.2882
2017/5/16,4.218,8.1761,11.7212,6.66,7.53,3.5035,8.9122,24.6029,2.4962,13.4365,3.432,16.0981
2017/5/17,4.2085,8.1364,11.4561,6.64,7.58,3.4995,8.9006,24.7426,2.5051,13.3041,3.4223,16.2067
2017/5/18,4.2274,8.1067,11.2402,6.64,7.53,3.4915,8.8074,24.2236,2.4872,13.1245,3.3929,16.2067
2017/5/19,4.2748,8.0373,11.2304,6.68,7.47,3.4875,8.7899,24.1737,2.4872,13.238,3.4125,15.9993
2017/5/22,4.2653,7.74,11.0438,6.35,7.67,3.3599,8.8015,23.3952,2.4425,13.0961,3.344,15.8709
2017/5/23,4.218,7.3931,10.661,5.94,7.62,3.2322,8.5977,22.4071,2.4425,12.8786,3.2365,15.387
2017/5/24,4.3222,7.403,10.6806,5.96,7.96,3.2042,8.621,22.6367,2.4514,13.1339,3.2365,15.8956
2017/5/25,4.3127,7.5319,10.6806,6.05,8.05,3.2322,8.72,22.6566,2.4693,13.2852,3.2951,16.2147
2017/5/26,4.3127,7.5319,10.7493,6.03,8.1,3.2282,8.71,23.2056,2.4157,13.2474,3.2951,17.2717
2017/5/31,4.3601,7.4724,10.7592,6,8.14,3.2202,8.77,23.3353,2.4157,13.3798,3.3049,16.9925
2017/6/1,4.3317,7.1553,10.3665,5.55,7.8,3.1045,7.89,23.3353,2.4157,13.0772,3.2463,17.2717
2017/6/2,4.3791,7.2346,10.5628,5.75,7.78,3.1244,7.75,24.3534,2.4335,13.2096,3.3049,17.172
2017/6/5,4.3886,7.3436,10.7395,5.8,7.92,3.2162,7.7,24.2536,2.4425,13.3609,3.3343,17.0523
2017/6/6,4.417,7.4724,10.8671,6.38,7.96,3.2561,7.89,24.533,2.4335,13.6256,3.3538,17.1521
2017/6/7,4.436,7.7697,11.1715,6.69,8.74,3.3559,8.02,24.8425,2.4604,13.7107,3.4027,17.4413
2017/6/8,4.4265,7.6805,11.0624,6.63,8.53,3.3,7.91,24.1837,2.4604,13.8431,3.4027,17.2518
2017/6/9,4.398,7.7202,11.0823,6.51,8.51,3.2,7.77,24.1837,2.4425,13.8053,3.3929,17.1421
2017/6/12,4.3601,7.4922,10.8543,6.33,8.51,3.03,7.53,23.7545,2.4335,13.8715,3.3538,16.9526
2017/6/13,4.417,7.5814,11.003,6.44,8.33,3.1,7.68,25.5611,2.4425,13.8526,3.4027,17.2318
2017/6/14,4.417,7.6211,11.0426,6.6,8.29,3.06,7.8,25.5711,2.4514,13.7107,3.3929,17.2119
2017/6/15,4.5307,7.7598,12.1429,6.69,8.37,3.14,7.97,26.3595,2.4872,13.7486,3.5103,16.9327
2017/6/16,4.4644,7.7995,12.7674,6.56,8.38,3.1,8.35,26.1999,2.5141,13.5689,3.4614,17.0324
2017/6/19,4.4739,8.5824,13.3522,6.57,8.35,3.13,8.62,25.9803,2.5051,14.0228,3.4712,17.0424
