ÈÕÆÚ,600064.SH,600082.SH,600215.SH,600463.SH,600604.SH,600639.SH,600648.SH,600658.SH,600663.SH,600848.SH,600895.SH,900902.SH,900911.SH,900912.SH,900928.SH,900932.SH
2016/11/11,9.976,7.2333,9.1314,15.9834,10.2098,18.7123,19.7926,8.5701,18.3937,24.8955,18.4344,0.5556,1.4149,1.5954,1.5154,1.1254
2016/11/14,9.9878,7.0537,9.1214,16.1026,10.2198,18.5318,19.7733,8.7582,18.3937,24.1222,18.3758,0.5571,1.403,1.5954,1.5144,1.1254
2016/11/15,9.9583,7.0737,9.1214,15.884,10.3393,18.6173,20.0152,8.5701,18.3937,24.4295,18.6295,0.5595,1.4113,1.5963,1.5193,1.1254
2016/11/16,9.9642,7.0238,9.0223,16.3907,10.4887,18.7598,20.0443,9.3223,18.3937,25.193,18.9613,0.5644,1.4177,1.5982,1.5399,1.1254
2016/11/17,9.9287,7.0936,9.1016,15.8642,10.3343,18.6838,19.8023,9.1947,18.3937,25.193,18.9223,0.5615,1.4158,1.5991,1.5399,1.1254
2016/11/18,9.9228,7.0437,9.0719,15.7052,10.2795,18.7313,19.8507,9.1007,18.3937,25.193,18.6295,0.5635,1.4167,1.601,1.5399,1.1254
2016/11/21,9.9878,7.0338,9.4189,15.8642,10.2646,18.7883,20.3153,9.1208,18.3937,25.193,18.5417,0.562,1.4186,1.6076,1.5399,1.1254
2016/11/22,10.1,7.1136,9.3891,16.2218,10.3493,20.0231,20.625,9.047,18.3937,25.193,18.7271,0.564,1.4515,1.6236,1.5399,1.1254
2016/11/23,10.1237,7.0836,9.4387,15.735,10.2496,19.6242,20.2959,8.9462,18.3937,25.193,18.5222,0.5654,1.4369,1.6142,1.5399,1.1254
2016/11/24,10.2831,7.0138,9.5973,16.0132,10.3393,19.7951,20.3637,8.9529,18.3937,25.193,18.4441,0.5635,1.4369,1.6076,1.5399,1.1254
2016/11/25,10.4013,6.9739,9.5577,16.9072,10.2795,19.6527,20.1991,8.9395,18.3937,25.193,18.7467,0.5595,1.4396,1.6076,1.5399,1.1254
2016/11/28,10.5903,6.9938,9.2801,16.5595,10.1949,19.4817,19.9669,9,18.3937,25.193,18.4929,0.5576,1.436,1.6048,1.5399,1.1254
2016/11/29,10.419,6.944,9.0421,16.5695,9.9956,18.9498,19.9959,8.7716,18.3937,22.6747,18.3953,0.5482,1.4204,1.5944,1.4685,1.1254
2016/11/30,10.3304,6.9041,9.5081,16.1125,10.0405,18.5033,19.7733,8.6641,18.3937,21.2866,18.0928,0.5512,1.4158,1.5888,1.4665,1.1254
2016/12/1,10.6434,6.9041,9.4982,15.9933,10.0405,18.4558,19.8894,8.9664,18.3937,21.2668,18.1319,0.5502,1.4158,1.601,1.4783,1.1254
2016/12/2,10.4013,6.7344,9.2305,15.6258,9.911,18.4178,19.6475,8.9865,18.3937,20.8801,17.8293,0.5487,1.414,1.5991,1.4646,1.1254
2016/12/5,10.2831,6.7045,9.4982,15.6258,9.901,18.4178,19.5313,9.1343,18.3937,21.0189,17.8098,0.5487,1.403,1.5747,1.4597,1.1254
2016/12/6,10.1768,6.7145,9.5775,15.6258,9.8662,18.3798,19.5797,9.4298,18.3937,20.8008,17.8001,0.5502,1.4039,1.5747,1.4597,1.1254
2016/12/7,10.2595,6.7744,10.1129,15.7847,9.9558,18.4843,19.6862,9.6649,18.3937,21.1181,17.8781,0.5512,1.4094,1.5794,1.4822,1.1254
2016/12/8,10.1414,6.7843,10.4004,15.7946,9.9409,18.4558,19.5991,9.6313,18.3937,20.7314,17.8684,0.5521,1.4021,1.5635,1.4832,1.1254
2016/12/9,10.2595,6.7943,11.1242,15.5463,9.8861,18.2944,19.5797,9.9201,18.3937,19.2343,17.8391,0.5492,1.3966,1.5644,1.447,1.1254
2016/12/12,9.9819,6.3753,11.1242,14.0165,9.9907,17.1925,18.8345,9.8395,18.3937,18.8575,17.2926,0.5433,1.36,1.5447,1.4274,1.1254
2016/12/13,9.9878,7.0138,11.1242,14.2052,9.4727,17.221,18.8151,10.041,18.3937,18.2825,17.2243,0.5403,1.3682,1.5513,1.4196,1.1254
2016/12/14,9.911,7.2732,11.1242,14.0761,9.4627,17.335,18.7957,9.6582,18.3937,17.8859,17.195,0.5413,1.3692,1.5531,1.4157,1.1254
2016/12/15,9.9347,7.2632,11.1242,14.4436,9.4329,17.4015,19.0087,9.6044,18.3937,18.3222,17.3707,0.5423,1.371,1.5588,1.4186,1.1254
2016/12/16,9.9819,7.363,11.1242,14.6125,9.8911,17.487,19.0861,9.6985,18.3937,18.3222,17.439,0.5512,1.3728,1.5841,1.4186,1.1254
2016/12/19,9.9524,7.7321,11.1242,14.692,9.7217,17.8004,19.2313,9.8126,19.5365,18.3717,17.439,0.5428,1.3765,1.5813,1.4049,1.1297
2016/12/20,9.9169,7.4727,11.1242,14.6522,9.5474,17.4585,18.9022,9.5305,18.4014,18.223,17.234,0.5398,1.3673,1.5672,1.4001,1.087
2016/12/21,9.9583,7.4827,11.1242,14.8112,9.5624,17.563,19.0764,9.8462,18.1852,18.4015,17.3414,0.5433,1.3609,1.5682,1.4001,1.0668
2016/12/22,9.8992,7.4628,11.1242,14.6821,10.5186,17.6674,19.2119,9.7925,17.7064,20.2456,17.6439,0.5684,1.3728,1.5766,1.445,1.0675
2016/12/23,9.8342,7.2034,11.1242,14.7119,10.5933,17.2875,19.0087,9.7052,17.7064,19.6705,17.3707,0.56,1.3646,1.5672,1.4206,1.0675
2016/12/26,9.8402,7.3331,11.1242,14.5231,10.8971,17.335,19.1055,9.1208,17.2894,19.7201,17.2926,0.5625,1.3582,1.5644,1.4255,1.0566
2016/12/27,9.8815,7.4727,11.1242,14.6324,10.9917,17.7054,19.4539,9.094,17.552,19.3434,17.3804,0.5635,1.3728,1.571,1.4333,1.0689
2016/12/28,9.8697,7.3829,11.1242,14.7218,10.5684,17.7719,19.3377,8.8589,17.3975,19.2442,17.439,0.5585,1.3655,1.571,1.4089,1.0574
2016/12/29,9.8402,7.2632,11.1242,14.7019,10.5335,17.563,19.2894,8.8723,17.2508,19.6705,17.3707,0.558,1.3673,1.5635,1.4069,1.0574
2016/12/30,9.8933,7.4129,12.2346,14.8311,10.2945,17.6295,19.1055,8.8723,17.0887,19.1847,17.2926,0.5576,1.36,1.5729,1.3903,1.0595
2017/1/3,9.9937,7.6823,13.4541,15.2085,10.3991,17.7624,19.3184,8.9798,17.1504,19.3136,17.3609,0.5556,1.3627,1.5775,1.3991,1.0718
2017/1/4,10.0469,7.8319,14.8025,15.4867,10.9618,17.9144,19.3861,9.0268,17.2354,19.6011,17.4487,0.5635,1.3682,1.5775,1.4089,1.074
2017/1/5,10.041,7.8319,14.8025,15.4867,10.9021,18.0474,19.5507,9.2552,17.1659,19.8887,17.4585,0.5615,1.3719,1.5832,1.4108,1.0697
2017/1/6,9.9819,8.1512,14.8025,15.2681,10.6879,17.9999,19.6184,9.1611,17.3589,20.0175,17.3316,0.56,1.3637,1.5804,1.404,1.0595
2017/1/9,10.1591,8.0315,14.8025,15.5065,10.9718,18.0379,19.6959,9.2149,17.274,20.2258,17.439,0.5635,1.3646,1.5804,1.4128,1.0581
2017/1/10,10.1,7.802,14.8025,15.4469,10.8025,17.7814,19.5216,9.0873,17.2894,20.0275,17.4487,0.56,1.3627,1.5757,1.4049,1.0588
2017/1/11,9.9583,7.6424,14.8025,15.3774,10.4987,17.6674,19.299,9.1007,17.0809,19.8787,17.3414,0.5561,1.3554,1.5691,1.4059,1.053
2017/1/12,9.8933,7.5226,14.8025,15.0496,10.5086,17.5535,19.1345,8.9194,16.7798,20.2258,17.2926,0.5546,1.3481,1.5606,1.4089,1.0487
2017/1/13,9.9524,7.4927,14.8025,15.0893,9.7118,17.4585,19.2603,8.8925,16.9342,19.7895,17.1072,0.5453,1.3335,1.5494,1.3971,1.0508
2017/1/16,9.9996,6.8841,14.8025,14.2648,9.4827,17.6295,19.5797,8.6171,17.274,18.3122,17.2048,0.5315,1.295,1.5268,1.3306,1.027
2017/1/17,9.9524,7.0637,14.8025,14.1059,9.5574,17.4395,19.4829,8.6037,17.1736,18.4907,17.1072,0.5315,1.3023,1.5475,1.3218,1.0241
2017/1/18,10.0351,7.0038,14.8025,14.1953,9.5673,17.316,19.7636,8.6104,17.1736,18.4907,17.0389,0.531,1.3014,1.5466,1.3013,1.0226
2017/1/19,10.0646,6.8741,14.8025,13.9867,9.3831,17.0785,19.6571,8.597,16.9574,18.4709,17.0584,0.532,1.2923,1.5513,1.3013,1.0226
2017/1/20,10.0941,6.944,13.3252,14.1357,9.4329,17.1355,19.8023,8.738,17.05,18.9567,17.1267,0.5359,1.3088,1.5588,1.3091,1.0364
2017/1/23,10.0941,7.0537,13.9201,14.2946,9.4677,17.202,19.7346,8.8656,17.1118,18.9864,17.156,0.5374,1.3097,1.5597,1.315,1.045
2017/1/24,10.165,7.0836,12.7601,14.2946,9.2536,17.1165,19.4732,8.9865,17.0655,18.9468,17.0193,0.5344,1.3051,1.5578,1.317,1.04
2017/1/25,10.1473,7.1635,11.9273,14.4933,9.2536,17.202,19.6571,8.8589,17.0578,18.9963,16.9706,0.5374,1.3124,1.555,1.3248,1.0472
2017/1/26,10.1473,7.1435,11.5803,14.4436,9.2785,17.24,19.6571,9.1208,17.0964,19.0261,16.9901,0.5398,1.3115,1.555,1.3248,1.0436
2017/2/3,10.0173,7.0537,11.7587,14.3244,9.3034,17.1165,19.6087,8.9529,17.0423,19.0063,16.9022,0.5354,1.3033,1.5569,1.3111,1.0313
2017/2/6,10.041,7.0737,11.957,14.6125,9.5175,17.7339,20.0056,8.9462,17.1813,20.2753,17.0681,0.5398,1.3133,1.5578,1.357,1.0284
2017/2/7,10.1237,7.5526,12.0463,14.7119,9.6321,17.658,19.9475,8.9261,17.2122,20.7116,17.1267,0.5413,1.3042,1.5597,1.3619,1.0284
2017/2/8,10.1237,7.5825,12.2445,14.7913,9.6221,17.658,19.9281,9.0738,17.2585,20.4736,17.156,0.5413,1.3051,1.5616,1.3717,1.0306
2017/2/9,10.2477,7.7122,12.1851,14.9105,9.642,17.6769,19.9572,9.0537,17.5288,20.4934,17.2828,0.5443,1.3179,1.5682,1.3737,1.0364
2017/2/10,10.2595,7.7222,11.957,14.7516,9.5125,17.582,19.9281,8.8791,17.5056,20.2753,17.3414,0.5408,1.317,1.5682,1.3746,1.0494
2017/2/13,10.289,7.8818,11.8182,14.9105,9.5773,17.6105,19.9475,8.9194,17.5597,20.6124,17.2731,0.5438,1.3197,1.5729,1.3815,1.0508
2017/2/14,10.23,7.812,12.1454,14.9503,9.6769,17.9049,20.1895,9.0403,17.6678,21.0487,17.2048,0.5438,1.3206,1.5719,1.402,1.0523
2017/2/15,10.1532,7.9816,11.6199,14.6721,9.896,18.2279,20.5089,8.9731,18.5327,21.594,17.4487,0.5453,1.3325,1.5822,1.403,1.0631
2017/2/16,10.2536,7.9816,11.6497,15.0397,9.8313,18.0949,20.5669,9.0268,18.3319,22.1591,17.4097,0.5428,1.3316,1.5813,1.4147,1.0602
2017/2/17,10.1591,8.1312,11.3621,14.7814,9.5325,17.658,20.2282,8.9798,17.9303,21.4056,17.1267,0.5398,1.3271,1.5729,1.3873,1.0595
2017/2/20,10.4958,8.0714,11.3126,14.841,9.6122,17.8289,20.2959,9.2417,18.0539,21.4056,17.2438,0.5384,1.3325,1.5954,1.4059,1.0617
2017/2/21,10.4603,8.0414,11.4811,15.139,9.657,17.8289,20.3637,9.2014,18.1234,21.1478,17.3024,0.5393,1.3417,1.6029,1.3971,1.0682
2017/2/22,10.5135,8.0514,11.6695,16.1522,9.5972,17.7054,20.2282,9.282,17.9226,20.7017,17.2828,0.5364,1.3399,1.5907,1.3893,1.0711
2017/2/23,10.4367,7.9317,11.3919,15.5761,9.5524,17.6674,20.1314,9.3559,17.7913,22.0302,17.2145,0.5349,1.3335,1.5822,1.4392,1.0697
2017/2/24,10.4426,8.7298,11.2927,17.1357,9.6122,17.7719,20.1991,9.3761,17.8531,21.7427,17.2438,0.5369,1.3298,1.5869,1.4353,1.066
2017/2/27,10.2772,8.6101,11.2531,16.8277,9.6271,17.6769,20.0443,9.1813,17.7682,21.3461,17.6537,0.5359,1.3289,1.5775,1.4353,1.0646
2017/2/28,10.3186,8.6001,11.4712,16.3211,9.6122,17.6674,20.1798,9.1477,17.7913,21.4452,17.7415,0.5364,1.3316,1.5822,1.446,1.0675
2017/3/1,10.3363,8.6201,11.3423,16.2516,9.6122,17.8859,20.1895,9.1813,17.7913,21.8914,18.1709,0.5369,1.3335,1.5822,1.4695,1.0617
2017/3/2,10.2831,8.3607,10.9358,15.8741,9.5375,17.6959,19.9669,9.0738,17.5288,21.6039,17.8391,0.5349,1.328,1.5822,1.4577,1.0617
2017/3/3,10.2772,8.1811,10.9259,15.9138,9.4129,17.7149,19.8217,9.0873,17.5365,21.7526,17.6927,0.5339,1.3307,1.5738,1.4626,1.0588
2017/3/6,10.3363,8.231,11.4315,15.8046,9.4478,17.7339,19.9185,9.1074,17.5597,21.7923,17.8781,0.5369,1.3252,1.5785,1.4656,1.0617
2017/3/7,10.2713,8.211,11.2828,15.9138,9.5125,17.7434,19.9475,9.0873,17.5829,21.2271,17.9464,0.5364,1.3307,1.5822,1.4587,1.0675
2017/3/8,10.2536,8.3507,11.382,15.735,9.4329,17.582,19.8507,9.3895,17.5134,20.9198,17.7708,0.533,1.3289,1.5794,1.4353,1.066
2017/3/9,10.1709,8.1911,12.5222,15.4072,9.3133,17.449,19.5023,9.188,17.4902,20.7512,17.4975,0.532,1.3289,1.5785,1.4304,1.0631
2017/3/10,10.1591,8.231,12.7998,15.4469,9.3233,17.354,19.4926,9.2888,17.3512,20.9297,17.4487,0.5315,1.3261,1.5785,1.4353,1.0602
2017/3/13,10.2064,8.3208,12.3834,15.586,9.3283,17.4585,19.541,9.2619,17.328,20.6025,17.5951,0.532,1.3243,1.5794,1.4362,1.0646
2017/3/14,10.2241,8.5403,12.195,15.6158,9.5524,17.4775,19.4829,9.3694,17.3898,20.7116,17.517,0.5364,1.3289,1.5822,1.4568,1.0689
2017/3/15,10.2418,8.5103,12.0859,15.9734,9.398,17.373,19.4539,9.2888,17.3821,20.4042,17.3999,0.531,1.3271,1.5822,1.447,1.0653
2017/3/16,10.289,8.5103,12.2941,16.2218,9.5325,17.449,19.6281,9.3223,17.4593,20.3943,17.478,0.5364,1.3417,1.5991,1.4607,1.0928
2017/3/17,10.1414,8.2709,11.838,15.6953,9.403,17.3255,19.4152,9.3022,17.2971,20.2456,17.3707,0.5374,1.3435,1.601,1.4577,1.1008
2017/3/20,10.2654,8.1612,12.0859,15.3774,9.4329,17.3255,19.541,9.5171,17.3049,20.3051,17.3024,0.5389,1.3399,1.5935,1.4509,1.1008
2017/3/21,10.3658,8.1212,11.9868,15.3973,9.4229,17.2305,19.5797,9.3962,17.5134,20.1663,17.2731,0.5398,1.3362,1.5963,1.447,1.1276
2017/3/22,10.4544,8.0913,13.1864,14.99,9.3781,16.9266,19.3377,9.3492,17.3589,19.7201,17.1072,0.5374,1.3335,1.5898,1.4353,1.1377
2017/3/23,10.4131,8.211,12.8295,14.9503,9.3333,16.6986,19.2894,9.5574,17.4439,19.3334,17.1267,0.5147,1.3252,1.5832,1.4049,1.1565
2017/3/24,10.543,8.1811,13.3748,15.1191,9.4329,16.7271,19.4055,9.5574,17.4747,19.7895,17.2145,0.5206,1.3234,1.5813,1.4177,1.1522
2017/3/27,10.3954,8.0913,13.464,14.8907,9.4378,16.9266,19.6378,9.3828,17.8454,19.5912,17.4683,0.5266,1.3344,1.5935,1.4216,1.1565
2017/3/28,10.4721,8.0514,13.5929,14.8807,9.4229,16.8221,19.6862,9.2149,18.0693,19.5317,17.3511,0.5251,1.3344,1.601,1.3903,1.1565
2017/3/29,10.4367,7.8519,13.1071,14.9602,9.4976,16.8411,19.7346,9.1141,17.9149,19.502,17.1755,0.5384,1.3344,1.5954,1.3913,1.1456
2017/3/30,9.8638,7.4628,12.6808,14.4734,9.2835,16.8411,19.3571,9.1477,17.7373,19.7399,16.9413,0.5413,1.3243,1.5747,1.3883,1.1341
2017/3/31,9.8461,7.5526,13.2063,14.4635,9.2536,16.7176,18.999,9.0671,17.7605,19.5119,16.8339,0.5453,1.3243,1.5775,1.3883,1.142
2017/4/5,9.9524,7.9616,13.464,15.9138,9.5175,17.0405,19.4442,9.5238,17.9921,20.8107,17.0486,0.5571,1.3472,1.601,1.4294,1.176
2017/4/6,9.9287,7.8618,13.474,15.9436,9.4378,16.9551,19.4249,9.4567,17.7373,20.6323,17.0096,0.5521,1.3362,1.6001,1.4265,1.1775
2017/4/7,9.9406,8.1612,14.049,16.5397,9.3731,17.0215,19.3861,9.6649,17.6678,21.7229,17.0389,0.5517,1.3399,1.6048,1.4675,1.1731
2017/4/10,9.7988,8.0714,13.7912,17.1555,9.4229,16.7651,19.1151,10.3231,17.3744,20.5529,16.912,0.5517,1.3435,1.5935,1.446,1.1608
2017/4/11,9.911,8.3707,13.6623,17.3145,9.3681,16.8696,19.5604,10.2626,17.691,20.4835,17.0779,0.5477,1.3435,1.6067,1.446,1.1652
2017/4/12,9.9169,7.9816,14.1085,16.0032,9.4229,17.3445,20.0636,9.7455,18.2778,21.2271,17.234,0.5497,1.3573,1.6132,1.4822,1.1739
2017/4/13,10.0292,8.3906,13.9399,16.5198,9.3333,17.24,19.9669,10.135,18.1157,21.247,17.1852,0.5497,1.3518,1.6132,1.489,1.1674
2017/4/14,10.0173,8.1811,13.93,17.0661,9.2585,16.8601,19.3668,10.0007,17.9998,20.4835,16.9706,0.5482,1.3371,1.601,1.4783,1.1522
2017/4/17,9.9051,7.9417,13.4343,16.5099,9.1838,16.7081,19.0764,9.7656,18.0076,20.662,16.9998,0.5443,1.3371,1.5954,1.4802,1.1464
2017/4/18,9.7929,7.9117,12.5122,16.9668,9.0344,16.6891,19.2216,9.7791,18.5172,21.2866,16.912,0.5443,1.3417,1.5963,1.4978,1.1666
2017/4/19,9.7929,7.6424,12.2545,17.7317,8.8551,16.5276,18.7764,9.6917,18.1388,20.0572,16.59,0.5457,1.3399,1.5898,1.4695,1.1623
2017/4/20,9.7575,7.2932,12.2545,16.4503,8.6709,16.5276,18.8829,9.5373,18.6176,19.3334,16.4143,0.5423,1.339,1.5926,1.447,1.1731
2017/4/21,9.8047,7.3031,12.4428,15.1986,8.646,16.6226,18.7957,9.2552,18.7643,19.4623,16.5216,0.5428,1.3371,1.5869,1.448,1.1731
2017/4/24,9.7929,6.8342,11.5307,14.3046,8.3222,16.7556,18.5828,8.9865,18.8415,18.5601,15.9947,0.5344,1.3216,1.571,1.4206,1.1637
2017/4/25,9.6511,6.8941,11.3621,14.4933,8.372,16.7081,18.6215,8.8723,18.3396,18.5898,15.9849,0.5354,1.3261,1.5766,1.4274,1.1623
2017/4/26,9.6039,6.9938,11.1044,14.8907,8.377,16.4991,18.6409,8.8791,18.1774,18.6394,15.8288,0.5364,1.3234,1.5522,1.4304,1.1558
2017/4/27,9.5803,7.0437,11.4117,14.6423,7.625,16.5941,18.4473,8.9059,18.2469,18.5799,15.6629,0.5177,1.339,1.5625,1.4392,1.1616
2017/4/28,9.5448,6.9938,11.3919,16.1026,7.63,16.6321,18.3699,9.0201,18.2238,19.2839,15.8385,0.5211,1.338,1.5606,1.4685,1.1543
2017/5/2,9.1904,7.0138,11.3027,16.9469,7.5055,16.3851,17.8473,9.0671,17.5983,19.2145,15.6238,0.5206,1.338,1.5578,1.4675,1.1319
2017/5/3,9.0841,6.8941,11.2035,17.384,7.6349,16.4896,17.944,9.0268,17.5674,19.1847,15.8385,0.5236,1.3362,1.5682,1.4548,1.1355
2017/5/4,9.1373,7.0637,11.491,17.1655,7.5503,16.4611,17.673,8.9462,17.5751,18.9468,15.7507,0.5251,1.3362,1.5653,1.4538,1.1406
2017/5/5,9.0487,6.7943,11.3027,17.0165,7.5005,16.5276,17.5375,8.7917,17.6369,18.4808,15.7214,0.5192,1.3271,1.5503,1.4372,1.1247
2017/5/8,8.8479,6.4551,11.1738,17.9602,7.3212,16.6226,16.9471,8.8253,17.6987,18.3618,15.8093,0.5152,1.3216,1.5118,1.4235,1.1145
2017/5/9,8.8479,6.4351,11.1044,17.5132,7.3411,16.5086,17.0439,8.8522,17.6524,18.5601,16.4143,0.5152,1.3197,1.5174,1.4225,1.1181
2017/5/10,8.7711,6.3853,10.4302,18.7251,7.0273,16.2522,16.5213,8.832,17.6524,18.1635,16.0142,0.5123,1.3179,1.5156,1.4284,1.1196
2017/5/11,8.7652,6.1458,9.9047,19.182,6.7036,16.3281,16.6761,8.7246,17.691,17.7669,15.8385,0.5069,1.3179,1.5156,1.4108,1.1268
2017/5/12,8.8538,6.1259,9.7362,18.9436,6.7285,16.2806,16.7149,8.8268,17.6215,17.4497,15.8678,0.5059,1.3188,1.5128,1.3961,1.1297
2017/5/15,8.8538,6.1159,9.7659,19.2218,6.7435,16.4041,16.6568,8.8745,17.7991,17.3604,15.8581,0.5049,1.3069,1.5024,1.401,1.1297
2017/5/16,8.901,6.3753,9.8849,20.0463,6.868,16.4706,16.8988,8.9836,17.8377,17.5488,15.9166,0.5079,1.3014,1.5146,1.401,1.1413
2017/5/17,8.8892,6.5848,10.3409,19.0132,6.9377,16.5276,16.9084,9.2153,17.5674,17.7769,15.8873,0.5177,1.3124,1.5193,1.401,1.1456
2017/5/18,8.777,6.4351,10.1922,18.1986,6.858,16.5371,16.8988,9.1335,17.5829,17.648,15.7507,0.5177,1.3179,1.5128,1.3844,1.1449
2017/5/19,8.7652,6.3354,10.4698,18.5172,6.9526,16.4991,16.8504,9.0586,17.5674,17.6975,16.2191,0.5177,1.3161,1.4996,1.3942,1.1428
2017/5/22,8.6766,6.0859,10.103,20.3689,6.868,16.4801,16.5019,8.8268,17.7296,17.5885,15.8288,0.5143,1.306,1.493,1.3776,1.1247
2017/5/23,8.5821,5.8764,9.7262,19.672,6.4944,16.5276,16.4923,8.7996,17.9535,17.2613,15.7702,0.5103,1.2904,1.4498,1.3688,1.1225
2017/5/24,8.6234,5.9762,10.0435,19.0946,6.609,16.5466,16.5987,8.7723,18.0462,16.6763,15.7019,0.5098,1.2859,1.4536,1.3297,1.1181
2017/5/25,8.8301,6.076,10.0931,21.006,6.7086,16.4991,16.7923,8.6155,18.0693,16.8449,15.8093,0.5133,1.3023,1.4658,1.3453,1.129
2017/5/26,8.8479,6.076,10.1724,20.1996,6.9777,16.5751,16.7729,8.5201,18.0307,17.6182,15.7605,0.5241,1.3005,1.4733,1.3629,1.1362
2017/5/31,8.8538,6.0061,9.9344,19.682,6.8182,16.8316,16.7923,8.3429,18.301,17.757,15.7702,0.53,1.306,1.4743,1.3678,1.1493
2017/6/1,8.7061,5.8465,9.8353,17.9696,6.7086,16.9835,16.7052,8.377,18.5635,17.7868,15.819,0.534,1.2996,1.4498,1.3551,1.1449
2017/6/2,8.842,5.9662,10.0336,18.2583,6.9777,16.9266,16.7439,8.4451,18.4245,18.0247,15.8581,0.536,1.3042,1.462,1.3609,1.1485
2017/6/5,8.8656,6.5648,10.0633,18.2981,6.9379,16.9551,16.831,8.4315,18.3859,18.5304,16.0337,0.5281,1.3051,1.4649,1.3668,1.1536
2017/6/6,8.8361,6.4351,10.0038,17.651,6.9379,17.126,16.831,8.3906,18.4709,18.3916,16.0044,0.5241,1.3106,1.4649,1.3639,1.1551
2017/6/7,8.9483,6.6347,10.2815,18.5072,7.0973,17.1545,16.831,8.6087,18.4863,19.1352,16.1118,0.53,1.328,1.4649,1.3873,1.1695
2017/6/8,8.966,6.6447,10.2021,18.2285,7.1871,16.9551,16.831,8.6632,18.301,18.8377,16.1118,0.534,1.328,1.4649,1.3864,1.171
2017/6/9,8.9837,6.6047,10.1426,18.2484,7.6057,17.0595,16.831,8.6292,17.9612,18.9071,16.1996,0.5399,1.3335,1.4649,1.3873,1.1681
2017/6/12,8.9247,6.4351,9.8155,17.6311,7.3266,16.974,16.831,8.5201,18.0539,17.9851,15.9361,0.531,1.3206,1.4649,1.3619,1.1493
2017/6/13,9.0014,6.5449,9.9245,17.8203,7.3266,16.9076,16.831,8.6292,18.1466,18.9567,16.0337,0.534,1.3188,1.4649,1.3795,1.15
2017/6/14,9.0132,6.6347,10.0633,17.3524,7.4163,16.9076,16.831,8.5678,18.0523,19.1352,16.0923,0.533,1.3161,1.4649,1.3825,1.1515
2017/6/15,9.0254,6.7045,10.103,17.4022,7.5958,17.0215,16.831,8.7246,17.9974,20.0374,16.1898,0.5389,1.3298,1.4649,1.4098,1.1605
2017/6/16,8.9283,6.6447,10.0832,17.8502,7.4662,17.0025,16.831,8.6632,17.9424,20.6223,16.1111,0.5409,1.3298,1.4649,1.4284,1.1643
2017/6/19,8.9951,6.6546,10.0732,17.6809,7.4662,17.639,16.831,8.9904,18.4685,22.3078,16.2686,0.536,1.3463,1.4649,1.4665,1.18
2017/6/20,8.989,6.5948,10.1228,18.1389,7.3964,17.449,17.4891,8.9427,18.3586,23.8743,16.2785,0.537,1.3399,1.4912,1.4949,1.171
2017/6/21,9.0375,6.5449,10.4004,18.2583,7.516,17.8194,17.2278,8.9563,18.3821,23.3687,16.3967,0.5379,1.3509,1.4921,1.4656,1.174
2017/6/22,9.0314,6.2955,10.1228,17.5316,7.2668,17.9144,17.1601,8.895,18.5156,25.7085,16.5641,0.533,1.3509,1.494,1.536,1.1755
2017/6/23,9.0132,6.4052,10.1129,17.5316,7.1771,17.506,17.2665,8.895,18.6177,23.1406,16.5345,0.533,1.3463,1.4977,1.4646,1.18
2017/6/26,9.1164,6.4451,10.1922,17.6212,7.2369,17.411,17.373,9.0586,18.6177,23.0613,16.7512,0.536,1.3554,1.5118,1.4763,1.21
2017/6/27,9.1588,6.4252,10.8069,17.5017,7.2568,17.316,17.3053,8.9768,18.5156,22.0104,16.6724,0.537,1.3591,1.5099,1.4597,1.2108
2017/6/28,9.1042,6.2655,10.8862,16.6455,7.207,17.088,17.1117,8.8268,18.5392,21.4849,16.5148,0.531,1.3509,1.5099,1.4577,1.2063
2017/6/29,9.1346,6.2456,10.6582,16.5958,7.1871,17.1165,17.1117,8.8405,18.4449,21.5543,16.5345,0.5291,1.3527,1.5118,1.4704,1.2078
2017/6/30,9.1588,6.3254,10.8466,16.1378,7.1273,17.2115,17.9247,8.895,18.5627,21.3758,16.6232,0.5261,1.349,1.5306,1.4724,1.204
2017/7/3,9.177,6.3453,11.144,16.3967,7.1771,17.2685,17.6827,8.8609,18.5706,21.7923,16.6232,0.5231,1.3481,1.5203,1.4763,1.1965
2017/7/4,9.1164,6.3453,11.3522,16.7849,7.1572,17.297,17.5666,8.82,18.6962,20.6025,16.7118,0.5212,1.3408,1.5015,1.4636,1.1913
2017/7/5,9.1952,6.4651,11.3324,16.8446,7.1771,17.259,17.7408,8.9359,18.5706,20.8305,16.6724,0.5241,1.3444,1.5146,1.4724,1.201
2017/7/6,9.1528,6.4052,11.5307,16.5161,7.0973,17.202,17.7892,8.8745,18.602,20.8008,16.5641,0.5221,1.3362,1.5146,1.4636,1.1958
2017/7/7,9.1467,6.4351,11.5208,16.3867,7.1273,17.183,17.8185,8.7927,18.6334,21.128,16.5444,0.5231,1.3426,1.5395,1.4734,1.1898
2017/7/10,9.0921,6.4551,11.5109,16.4265,7.0475,17.1735,17.8283,8.745,18.7826,22.9324,16.3671,0.5212,1.3417,1.5252,1.5164,1.1913
2017/7/11,8.9769,6.2456,11.3027,16.1776,6.9777,17.012,17.7892,8.7655,18.7355,22.0401,16.2982,0.5212,1.3417,1.5357,1.4939,1.1793
2017/7/12,8.9101,6.2057,11.2828,15.8093,6.888,17.1545,17.5543,8.8541,19.0103,23.6066,16.1997,0.5212,1.3399,1.5299,1.5164,1.189
