ÈÕÆÚ,600064.SH,600082.SH,600215.SH,600463.SH,600604.SH,600639.SH,600648.SH,600658.SH,600663.SH,600848.SH,600895.SH,900902.SH,900911.SH,900912.SH,900928.SH,900932.SH
2016/3/15,8.2419,5.9363,6.9006,12.8275,13.2218,15.562,17.6927,6.8556,16.3805,15.2883,19.1847,0.6037,1.4767,1.7417,1.4411,1.3076
2016/3/16,8.288,5.7966,6.9006,12.778,12.8536,15.562,17.1545,6.7119,16.3805,15.2883,18.5158,0.5904,1.4514,1.725,1.4411,1.3076
2016/3/17,8.4843,5.9762,6.9006,13.075,13.2268,15.8358,17.5774,6.8883,16.3805,15.2883,18.8454,0.6061,1.4749,1.751,1.4411,1.3076
2016/3/18,8.6747,6.1458,6.9006,13.4214,13.7493,16.2702,18.2789,7.2085,16.3805,15.2883,19.524,0.6361,1.4858,1.7908,1.4411,1.3076
2016/3/21,8.9575,6.2156,6.9006,13.9559,14.1474,16.7235,18.8459,7.4373,16.3805,15.2883,19.9505,0.6474,1.5165,1.8279,1.4411,1.3076
2016/3/22,8.9287,6.1957,6.9006,13.7084,14.64,16.8084,18.6153,7.4634,16.3805,15.2883,19.7663,0.6479,1.5147,1.8122,1.4411,1.3076
2016/3/23,8.9287,6.1857,6.9006,13.847,14.5654,17.0823,18.9132,7.4896,16.3805,15.2883,20.1929,0.6498,1.521,1.8131,1.4411,1.3076
2016/3/24,8.7555,6.046,6.9006,13.5204,14.232,16.4024,18.3654,7.4111,16.3805,15.2883,19.4658,0.641,1.5074,1.7825,1.4411,1.3076
2016/3/25,8.8306,6.0859,6.9006,13.7183,14.2568,17.0634,18.9709,7.4242,16.3805,15.2883,19.9311,0.641,1.5192,1.7983,1.4411,1.3076
2016/3/28,8.8248,6.1658,6.9006,14.045,15.685,16.5251,18.548,7.5288,16.3805,15.2883,20.7358,0.6577,1.5192,1.7927,1.4411,1.3076
2016/3/29,8.7151,5.9064,6.9006,13.2333,14.7246,15.7697,17.9233,7.2543,16.3805,15.2883,20.823,0.6449,1.4948,1.7797,1.4411,1.3076
2016/3/30,8.9402,6.056,6.9006,14.1736,15.3317,16.2607,18.4807,7.4242,16.3805,15.2883,21.7924,0.6582,1.521,1.8196,1.4411,1.3076
2016/3/31,9.5174,6.0959,6.9006,14.5399,14.9734,17.1673,18.6249,7.4504,16.3805,15.2883,21.1817,0.6542,1.5436,1.8168,1.4411,1.3076
2016/4/1,9.9733,6.2256,6.9006,14.5399,14.5305,16.8462,18.2885,7.4111,16.3805,15.2883,20.5807,0.6523,1.5309,1.8029,1.4411,1.3076
2016/4/5,9.9098,6.2855,6.9006,15.0743,14.8341,16.9501,18.7306,7.568,16.3805,15.2883,20.8327,0.6582,1.5373,1.8233,1.4411,1.3076
2016/4/6,9.754,6.2955,6.9006,15.5395,14.9286,16.9406,18.8651,7.7445,16.3805,15.2883,20.697,0.6616,1.5373,1.8251,1.4411,1.3076
2016/4/7,9.3962,6.1458,6.9006,15.104,14.3215,16.7423,18.5961,7.6987,16.3805,15.2883,20.125,0.6577,1.5346,1.8075,1.4411,1.3076
2016/4/8,9.425,6.1458,6.9006,14.916,13.6995,16.5346,18.3077,7.5353,16.3805,15.2883,20.222,0.6488,1.5201,1.7918,1.4411,1.3076
2016/4/11,9.477,6.2356,6.9006,15.49,13.9234,16.8557,18.6825,7.7183,16.3805,15.2883,20.3771,0.6533,1.5327,1.8047,1.4411,1.3076
2016/4/12,9.3096,6.3653,6.9006,15.3812,13.6746,16.6196,18.4711,7.7248,16.3805,15.2883,20.0281,0.6498,1.5156,1.8029,1.4411,1.3076
2016/4/13,9.477,6.3952,6.9006,15.4406,13.8189,16.7423,18.8555,7.9209,16.3805,15.2883,20.2123,0.6538,1.5264,1.8214,1.4411,1.3076
2016/4/14,9.5866,6.485,6.9006,15.8365,13.9632,16.884,18.9805,7.947,16.3805,15.2883,20.4159,0.6582,1.5273,1.8288,1.4411,1.3076
2016/4/15,9.5116,6.4651,6.9006,15.9552,14.8341,17.1389,19.0862,8.3392,16.3805,15.2883,20.6485,0.669,1.5346,1.8288,1.4411,1.3076
2016/4/18,9.2865,6.5249,6.9006,15.4406,14.6102,16.6762,18.5961,8.2607,16.3805,15.2883,20.571,0.6577,1.5174,1.8047,1.4411,1.3076
2016/4/19,9.3904,6.5848,6.9006,15.6583,14.9286,17.0634,18.9228,8.0516,16.3805,15.2883,21.9184,0.6596,1.5156,1.8122,1.4411,1.3076
2016/4/20,8.8998,6.1059,6.9006,14.53,14.4061,16.4685,17.8849,7.666,16.3805,15.2883,21.9087,0.638,1.4704,1.7769,1.4411,1.3076
2016/4/21,8.6805,6.0161,6.9006,14.0747,13.5801,15.8736,17.8657,7.6203,16.3805,15.2883,20.6679,0.6297,1.4641,1.776,1.4411,1.3076
2016/4/22,8.8017,6.066,6.9006,14.1241,13.4706,15.9397,17.8561,7.7052,16.3805,15.2883,20.2607,0.6341,1.4686,1.7816,1.4411,1.3076
2016/4/25,8.6343,6.0859,6.9006,13.9262,13.6497,15.883,17.6542,7.5811,16.3805,15.2883,19.7954,0.6307,1.4586,1.7751,1.4411,1.3076
2016/4/26,8.7498,6.1857,6.9006,14.0648,13.5851,15.883,17.7792,7.6464,16.3805,15.2883,20.2414,0.6317,1.4614,1.7751,1.4411,1.3076
2016/4/27,8.7094,6.6047,6.9006,14.2033,13.3761,15.7414,17.7792,7.6333,16.3805,15.2883,19.8342,0.6287,1.4577,1.776,1.4411,1.3076
2016/4/28,8.9114,6.4451,6.9006,14.0351,13.1372,15.647,17.3371,7.4046,16.3805,15.2883,19.6597,0.6268,1.4541,1.7491,1.4411,1.3076
2016/4/29,8.7671,6.5449,6.9006,14.0648,13.2467,15.5997,17.1161,7.202,16.3805,15.2883,19.65,0.6268,1.4586,1.7575,1.4411,1.3076
2016/5/3,8.9691,6.6047,6.9006,14.4112,13.5253,16.3268,17.6158,7.3654,16.3805,15.2883,20.0959,0.638,1.4794,1.7714,1.4411,1.3076
2016/5/4,8.9575,6.495,6.9006,14.6289,13.5054,17.0728,17.7888,7.3654,16.3805,15.2883,20.1444,0.6356,1.483,1.7649,1.4411,1.3076
2016/5/5,8.9287,6.485,6.9006,14.8071,13.6796,17.0728,17.8176,7.3719,16.3805,15.2883,20.1638,0.6366,1.4812,1.7621,1.4411,1.3076
2016/5/6,8.5651,6.076,6.9006,13.7777,12.9083,17.9321,17.7119,6.8883,16.3805,15.2883,19.3883,0.6243,1.4867,1.7501,1.4411,1.3076
2016/5/9,8.2419,5.8565,6.9006,12.7088,11.9728,19.7263,18.3942,6.5615,16.3805,15.2883,18.6515,0.5949,1.5102,1.7408,1.4411,1.3076
2016/5/10,8.2419,5.8864,6.9006,12.8275,12.0872,19.0936,17.5101,6.653,16.3805,15.2883,18.4964,0.5914,1.4894,1.7222,1.4411,1.3076
2016/5/11,8.2361,5.7767,6.9006,12.9562,11.8931,18.0738,17.3948,6.5681,16.3805,15.2883,18.351,0.5826,1.4758,1.7093,1.4411,1.3076
2016/5/12,8.1841,5.627,6.9006,12.6494,11.9728,18.2249,16.7989,6.5746,16.3805,15.2883,18.0311,0.5836,1.4668,1.6833,1.4411,1.3076
2016/5/13,8.2303,5.647,6.9006,12.6296,11.724,20.0285,16.9238,6.5681,16.3805,15.2883,18.0796,0.5777,1.4867,1.6703,1.4411,1.3076
2016/5/16,8.3227,5.7567,6.9006,12.8869,11.8484,19.8302,17.0007,6.7119,16.3805,15.2883,18.2056,0.5777,1.4686,1.6676,1.4411,1.3076
2016/5/17,8.2823,5.7168,6.9006,12.7681,11.6692,20.5101,17.1929,6.6334,16.3805,15.2883,18.3316,0.5738,1.4903,1.6611,1.4411,1.3076
2016/5/18,8.161,5.5372,6.9006,12.3425,11.8533,21.1144,17.6062,6.555,18.0181,15.2883,18.128,0.558,1.4559,1.636,1.4411,1.2688
2016/5/19,8.1553,5.5272,6.9006,12.3722,11.8334,21.0766,17.3467,6.5746,17.8314,15.2883,17.9729,0.5467,1.3872,1.5749,1.4411,1.1657
2016/5/20,8.2361,5.5871,6.9006,12.5009,11.6989,23.1824,18.3654,6.6465,18.035,15.2883,18.1571,0.5467,1.4695,1.6212,1.4411,1.1771
2016/5/23,8.34,5.6569,6.9006,13.748,11.8284,24.3628,18.4807,6.6726,17.8908,15.2883,18.2928,0.5551,1.4776,1.6129,1.4411,1.172
2016/5/24,8.2361,5.5871,6.9006,13.7282,11.5296,23.0219,17.7792,6.5681,17.4708,15.2883,17.8275,0.5467,1.4496,1.5878,1.4411,1.1516
2016/5/25,8.2649,5.5671,6.9006,13.6293,11.4748,22.4836,17.6831,6.5485,17.3775,15.2883,17.8469,0.5487,1.446,1.5758,1.4411,1.1469
2016/5/26,8.2361,5.5671,6.9006,13.8767,11.2905,21.9171,17.4812,6.4477,17.055,15.2883,17.7306,0.5517,1.4279,1.5721,1.4411,1.1206
2016/5/27,8.3169,5.647,6.9006,13.6787,11.1511,22.7008,17.3851,6.4343,17.2502,15.2883,17.876,0.5551,1.4297,1.5721,1.4411,1.1351
2016/5/30,8.2765,5.627,6.9006,13.3422,11.4499,20.7273,17.0488,6.4813,16.932,15.2883,17.7209,0.5585,1.38,1.5526,1.4411,1.1155
2016/5/31,8.617,5.7966,6.9006,13.8767,11.8085,21.7943,17.7407,6.7231,17.5853,15.2883,18.4092,0.5851,1.4333,1.6416,1.4411,1.2037
2016/6/1,8.5997,5.7866,6.9006,14.0153,11.7587,22.2381,17.7984,6.7634,17.6405,15.2883,18.4576,0.5851,1.437,1.6323,1.4411,1.208
2016/6/2,8.5997,5.8265,6.9006,14.2231,11.7786,22.0115,18.1924,6.7701,18.0393,15.2883,18.4479,0.5851,1.4324,1.6546,1.4411,1.2253
2016/6/3,8.6805,5.8465,6.9006,14.0153,11.9081,22.3798,18.1059,6.797,18.0181,15.2883,18.4382,0.5866,1.4397,1.6685,1.4411,1.2233
2016/6/6,8.617,5.8365,6.9006,13.7876,11.8484,21.1522,18.1348,6.797,18.0987,15.2883,18.477,0.5891,1.4288,1.6592,1.4411,1.2112
2016/6/7,8.5708,5.8166,6.9006,13.8668,11.6442,20.8311,17.9522,6.7298,18.2132,15.2883,18.3219,0.5871,1.4243,1.6592,1.4411,1.2241
2016/6/8,8.6228,5.8166,6.9006,13.6787,11.6442,20.7934,18.6345,6.7164,19.1084,15.2883,18.2734,0.5866,1.4279,1.6713,1.4411,1.2468
2016/6/13,8.2707,5.5173,6.9006,12.7549,10.6979,18.8764,17.6254,6.4477,19.5581,15.2883,17.4204,0.561,1.3945,1.5934,1.4411,1.2272
2016/6/14,8.2765,5.5173,6.9006,12.7152,10.7228,18.5365,17.6254,6.5015,19.189,15.2883,17.4204,0.558,1.3936,1.5953,1.4411,1.192
2016/6/15,8.4208,5.6669,6.9006,13.0827,10.927,19.3297,17.9906,6.6291,19.8686,15.2883,17.7209,0.5684,1.4062,1.6138,1.4411,1.2137
2016/6/16,8.3227,5.637,6.6527,13.4403,10.7825,18.7348,17.76,6.5686,18.8106,15.2883,17.3816,0.564,1.3918,1.6045,1.4411,1.1768
2016/6/17,8.3977,5.6769,6.5635,13.4403,10.7576,18.8481,17.6927,6.6156,18.3705,15.2883,17.4107,0.5674,1.3366,1.5851,1.4411,1.176
2016/6/20,8.49,5.637,6.3354,13.0629,10.7875,18.5459,17.5774,6.6358,17.9612,15.2883,17.275,0.5664,1.3674,1.5878,1.4411,1.1507
2016/6/21,8.5824,5.6071,6.3751,12.7549,10.663,20.3968,18.1155,6.7164,17.9303,15.2883,17.4785,0.5723,1.4677,1.6064,1.4411,1.1304
2016/6/22,8.6285,5.647,6.5139,12.8344,10.7228,19.9813,18.0867,6.7903,17.9921,15.2883,17.5561,0.5767,1.455,1.6064,1.4411,1.1145
2016/6/23,8.5881,5.6569,6.4346,12.6754,10.9618,21.9832,18.5192,6.797,18.0385,15.2883,17.6146,0.5817,1.5228,1.6258,1.4411,1.1131
2016/6/24,8.3688,5.5472,6.3454,12.4271,10.663,22.8236,18.1155,6.7903,17.3821,15.2883,17.1365,0.5767,1.5111,1.6092,1.4411,1.1095
2016/6/27,8.5016,5.647,6.5337,12.7549,10.8622,24.5516,18.8363,7.0186,17.6369,15.2883,17.4683,0.5846,1.5364,1.637,1.4411,1.1066
2016/6/28,8.5708,5.7767,6.6031,13.0529,11.948,23.8434,18.9997,7.1059,17.5906,15.2883,17.6342,0.6078,1.5309,1.6453,1.4411,1.1116
2016/6/29,8.617,5.7268,6.6626,13.0927,12.3564,23.8529,19.1246,7.0522,17.6137,15.2883,17.7025,0.6053,1.5219,1.6462,1.4411,1.1261
2016/6/30,8.6285,5.7767,7.0096,13.0331,11.9529,23.5885,18.942,6.938,17.5674,15.2883,17.6439,0.6023,1.5219,1.6425,1.4411,1.1268
2016/7/1,8.7671,5.7866,6.851,14.3344,11.8932,23.5224,18.9516,6.9649,17.467,15.2883,17.517,0.6023,1.5174,1.6444,1.4411,1.129
2016/7/4,8.9229,5.8565,6.8907,14.5132,12.0725,23.5129,19.1631,7.0522,17.6292,15.2883,17.8001,0.6092,1.5291,1.6518,1.4411,1.1399
2016/7/5,8.8998,5.8864,6.9501,14.2152,12.0924,23.7207,19.2111,7.1597,17.7064,15.2883,18.288,0.6122,1.5309,1.6592,1.4411,1.1399
2016/7/6,8.9056,5.8665,6.9601,14.096,12.1372,24.1173,19.2688,7.1395,17.8763,16.8151,18.2294,0.6102,1.5327,1.6583,1.5848,1.1442
2016/7/7,8.8479,5.8864,7.0394,13.947,11.8583,23.0313,18.9901,7.1462,17.6137,18.5006,17.9952,0.6048,1.5165,1.6351,1.6308,1.129
2016/7/8,8.8124,5.8265,6.9997,14.0165,12.0874,22.8991,18.9324,7.1328,17.4825,18.3122,18.0928,0.6078,1.5183,1.6286,1.5741,1.1124
2016/7/11,8.842,5.8166,6.9303,13.9072,11.8334,22.3231,18.894,6.9918,17.4439,17.7967,18.044,0.6014,1.5056,1.6277,1.5575,1.1029
2016/7/12,9.0369,5.8764,6.97,14.0761,11.8484,22.5497,20.1337,7.0455,17.606,17.4298,18.5222,0.6028,1.5147,1.6787,1.5624,1.1008
2016/7/13,9.2377,5.9163,7.0394,14.1953,12.0227,22.8537,19.8838,7.1932,17.7527,17.4794,18.6003,0.6092,1.5257,1.675,1.5624,1.1138
2016/7/14,9.1609,5.9064,7.0889,14.086,12.1372,23.2716,20.1529,7.1664,17.6524,17.529,18.5808,0.6087,1.5302,1.6601,1.5506,1.1015
2016/7/15,9.1137,5.9363,7.0394,14.1456,11.9878,22.5592,20.422,7.1798,18.0848,18.1635,18.5515,0.6082,1.5266,1.6657,1.5829,1.1138
2016/7/18,9.155,6.066,6.9601,14.1754,11.7985,21.7519,20.3067,7.1059,17.8145,18.1536,18.2099,0.6038,1.5174,1.6629,1.5829,1.1058
2016/7/19,9.1078,6.0061,6.9997,14.0364,12.2069,22.1698,20.3644,7.1597,17.6832,17.8363,18.2978,0.6058,1.522,1.6703,1.5721,1.0993
2016/7/20,9.09,6.076,7.0989,14.0562,12.0376,21.9323,20.076,7.8783,17.6601,18.3122,18.2782,0.6038,1.5192,1.6639,1.5721,1.1001
2016/7/21,9.1432,6.2057,7.1484,14.245,12.2368,22.1128,20.7872,7.7037,18.0076,18.9269,18.5808,0.6097,1.5211,1.6722,1.5878,1.1102
2016/7/22,9.0664,6.046,7.1088,14.0761,11.9978,22.0748,20.8257,7.4753,17.8995,19.8093,18.249,0.6068,1.5128,1.6666,1.6073,1.1015
2016/7/25,9.0959,5.9662,7.1385,14.1456,12.1472,22.0938,21.2773,7.5895,17.8763,21.7923,18.4246,0.6097,1.5128,1.6805,1.6807,1.1001
2016/7/26,9.2613,6.056,7.3071,14.384,12.197,22.2458,21.0371,7.7171,17.9303,21.4155,18.5515,0.6127,1.5192,1.6833,1.6738,1.0993
2016/7/27,9.1078,5.7567,6.9601,13.1324,12.8096,22.8537,20.4605,7.4888,17.8686,22.4665,18.2978,0.6097,1.4982,1.6574,1.6719,1.0653
2016/7/28,9.4858,5.7567,6.9303,13.1125,12.3663,22.1603,19.7733,7.6029,17.5365,20.9396,18.1221,0.6033,1.4799,1.6574,1.6406,1.0675
2016/7/29,9.7752,5.7268,6.9105,12.9238,11.4997,19.9566,19.4442,7.7843,17.2817,20.5133,17.6244,0.594,1.435,1.6564,1.6122,1.0668
2016/8/1,9.6689,5.627,6.8213,12.6456,10.7676,19.1112,18.7861,7.5425,16.9033,20.2456,17.2828,0.5777,1.4186,1.6226,1.5839,1.0639
2016/8/2,9.8756,5.7068,6.8807,12.8642,10.9917,19.5102,19.1635,7.8783,17.0809,20.5926,17.6244,0.5856,1.4296,1.6236,1.6112,1.0624
2016/8/3,9.852,5.9562,7.0195,13.0728,11.2457,19.7476,19.5023,8.2007,17.1736,21.941,17.8293,0.5925,1.4369,1.6283,1.6396,1.066
2016/8/4,9.8933,5.8864,7.079,13.1324,11.1162,19.7476,19.5313,8.1873,17.1273,21.7328,17.6927,0.5935,1.4405,1.6292,1.6288,1.0769
2016/8/5,9.9465,6.0161,7.436,13.1622,11.1162,19.9091,19.3668,8.1335,16.9883,21.475,17.6927,0.591,1.4515,1.6329,1.623,1.0856
2016/8/8,10.23,6.076,7.545,13.3112,11.1162,19.9566,19.6378,8.1671,17.189,20.9793,17.9855,0.5954,1.4524,1.6414,1.6161,1.0921
2016/8/9,10.1532,6.056,7.545,13.341,11.171,20.0326,19.7636,8.0261,17.2199,21.4948,17.9952,0.5969,1.4552,1.6574,1.6357,1.0914
2016/8/10,9.9287,5.9862,7.8623,13.1721,11.1212,19.5672,19.5023,8.0731,17.2122,20.8305,17.8098,0.5954,1.4497,1.6527,1.6249,1.0979
2016/8/11,9.7516,5.9463,7.5549,12.884,10.8274,19.0258,19.0764,7.8582,16.9497,20.6323,17.5658,0.5886,1.4433,1.6264,1.6093,1.095
2016/8/12,10.0882,6.046,7.9317,13.4205,10.9867,19.8616,19.5991,7.9858,17.3358,21.1577,17.8391,0.5935,1.4662,1.6358,1.6171,1.1058
2016/8/15,10.4662,6.1059,8.0011,13.6489,11.3603,20.612,20.6831,8.7179,19.0732,21.8022,18.5417,0.6028,1.5055,1.6865,1.6445,1.1753
2016/8/16,10.3422,6.1159,7.9119,13.6986,11.8384,21.2294,21.2444,8.5768,20.6639,22.5854,18.9809,0.6073,1.5101,1.6846,1.6523,1.1978
2016/8/17,10.3835,6.2057,7.8028,13.8476,11.8583,20.5645,20.925,8.5903,20.2469,22.1789,18.7564,0.6068,1.5055,1.6752,1.6464,1.1927
2016/8/18,10.4899,6.2256,7.8623,14.1158,11.7189,20.6025,21.1864,8.5903,20.3782,22.4962,18.8052,0.6068,1.5101,1.6865,1.6474,1.205
2016/8/19,10.3422,6.3354,7.6937,14.0066,11.4101,20.3176,21.0605,8.5097,20.7102,22.0005,19.5274,0.6033,1.5064,1.6893,1.6406,1.2072
2016/8/22,10.2418,6.9739,7.6442,14.3542,10.9419,20.0611,20.9734,8.4694,21.0655,22.0104,21.2351,0.6033,1.5009,1.6846,1.6396,1.2086
2016/8/23,10.2004,7.1734,7.7235,14.0662,10.8871,19.7382,20.7992,8.8052,20.7643,21.356,21.1766,0.5989,1.5009,1.6855,1.623,1.2021
2016/8/24,10.165,6.8841,7.6442,14.2946,10.8971,19.7951,20.5572,8.6171,20.1465,21.822,20.3764,0.5994,1.4991,1.679,1.6347,1.184
2016/8/25,9.9524,6.5748,7.426,13.8476,10.917,19.2347,20.1895,8.4761,19.5442,21.5741,19.2834,0.5994,1.4955,1.6743,1.6357,1.1753
2016/8/26,10.0469,6.3952,7.426,13.8576,10.9021,19.3012,20.1895,8.6306,19.3743,21.5741,19.2248,0.5999,1.4982,1.6743,1.6279,1.1739
2016/8/29,9.9819,6.4252,7.5153,13.8079,10.8622,19.3392,20.3443,8.738,19.6832,20.9099,19.1272,0.6018,1.4881,1.6761,1.623,1.1833
2016/8/30,10.0233,6.4651,7.8623,13.9867,10.8124,19.3772,20.2475,8.6104,19.4284,20.5232,19.1565,0.6038,1.4836,1.6743,1.6083,1.1855
2016/8/31,10.1059,6.5249,7.8028,13.9867,10.8423,19.5387,20.4217,8.6104,20.0616,20.6025,19.2639,0.6018,1.49,1.6827,1.6083,1.2028
2016/9/1,10.0055,6.3653,7.664,13.7284,10.7078,19.1587,19.9185,8.5634,19.3743,22.6548,19.0394,0.6018,1.4808,1.6808,1.6367,1.192
2016/9/2,10.0646,6.5349,7.5252,14.096,10.4937,19.2727,19.6862,8.6574,19.4052,22.6548,19.3029,0.5989,1.4836,1.6799,1.6357,1.1934
2016/9/5,10.0233,6.6047,7.6144,14.1059,10.5784,19.3202,19.8217,8.6708,19.2971,22.5656,19.42,0.5999,1.4836,1.6668,1.6249,1.1941
2016/9/6,10.0528,6.5848,7.6739,14.245,10.6232,19.5292,19.9765,8.4694,19.1581,22.7936,19.4395,0.6028,1.49,1.6818,1.6367,1.2093
2016/9/7,10.0528,6.5648,7.8028,14.1655,10.5983,19.5197,20.1314,8.1671,19.2276,24.2808,19.3615,0.6023,1.4927,1.679,1.6572,1.2108
2016/9/8,10.1059,6.7843,7.892,14.3344,10.7427,19.6052,20.2669,8.2007,19.5983,24.0131,19.2248,0.6033,1.4918,1.679,1.6484,1.2173
2016/9/9,10.0055,6.6147,7.8425,14.3244,10.7477,19.5007,20.1798,8.1268,20.0462,22.8035,19.3322,0.5994,1.4863,1.6752,1.6318,1.2122
2016/9/12,9.9347,6.3054,7.4855,13.4701,10.3343,19.0353,19.57,7.9992,20.5172,21.7427,18.4441,0.5915,1.4543,1.6555,1.6161,1.2064
2016/9/13,9.9642,6.3952,7.7334,13.5397,10.3443,18.9878,19.7152,8.0731,20.2701,21.7328,18.3465,0.5935,1.4643,1.6508,1.6259,1.2072
2016/9/14,9.8815,6.4451,7.7929,13.4205,10.3592,18.9023,19.6087,8.0529,19.8763,21.7625,18.3368,0.5945,1.4643,1.6574,1.62,1.1949
2016/9/19,9.9642,6.4551,7.8524,13.6787,10.3941,19.7002,19.7926,8.1335,19.9689,20.9594,18.3856,0.5959,1.4863,1.6686,1.623,1.2035
2016/9/20,10.1,6.3853,7.8127,13.6887,10.404,19.4247,19.57,8.1604,19.7682,20.6223,18.3465,0.595,1.4872,1.6668,1.6151,1.2057
2016/9/21,10.1414,6.4152,8.1895,14.1556,10.409,19.3297,19.6281,8.0865,19.6601,20.7512,18.3661,0.593,1.4863,1.6658,1.6161,1.2021
2016/9/22,10.1473,6.4551,8.1696,14.096,10.424,19.4627,19.7539,8.1806,19.8454,20.8801,18.4929,0.594,1.49,1.6668,1.623,1.2173
2016/9/23,10.1414,6.3453,8.2291,14.7913,10.3094,19.2442,19.4829,8.2477,19.3126,21.009,18.1709,0.5881,1.4799,1.6527,1.6142,1.2115
2016/9/26,9.8579,6.1259,7.9813,14.7019,9.9857,18.7028,18.9119,8.1604,18.7952,19.1252,17.6732,0.5767,1.4643,1.6339,1.5281,1.1927
2016/9/27,10.0114,6.2456,7.9912,15.0595,10.0554,18.8738,19.028,8.2007,19.0114,19.7102,17.8391,0.5787,1.4707,1.6395,1.5291,1.1963
2016/9/28,10.1296,6.2156,8.0606,14.6522,10.0604,18.9118,18.999,8.1806,18.8879,20.6818,17.7805,0.5787,1.4717,1.6358,1.5428,1.1999
2016/9/29,10.2004,6.2356,8.0606,15.4171,10.0156,18.9213,19.2022,8.3149,18.8879,21.1082,17.7903,0.5797,1.4762,1.6405,1.5526,1.2108
2016/9/30,10.3422,6.3453,8.1895,15.1092,10.0205,19.0068,19.3861,8.2343,19.0114,21.3858,17.7903,0.5822,1.4707,1.6339,1.5526,1.2151
2016/10/10,10.1059,6.4252,8.1895,15.2582,10.155,18.6648,19.5023,8.0865,18.6176,21.5741,18.1611,0.5876,1.4598,1.6311,1.5545,1.1992
2016/10/11,10.1059,6.5249,8.6158,15.1986,10.2397,18.7123,19.8217,8.0529,18.8106,22.1789,18.2197,0.5886,1.4707,1.632,1.5604,1.2057
2016/10/12,10.0587,6.485,8.5563,14.7715,10.2048,18.7978,19.8701,8.1,18.7257,22.4466,18.1416,0.5861,1.4744,1.6339,1.5829,1.1999
2016/10/13,10.0705,6.5648,8.6059,14.8509,10.1749,18.7693,19.7539,7.9925,18.7103,22.05,18.2392,0.5822,1.468,1.6367,1.5624,1.2021
2016/10/14,10.0587,6.5349,8.6455,14.8509,10.0704,18.5888,19.7539,8.0731,18.5404,21.5642,18.1806,0.5831,1.4689,1.6358,1.5584,1.192
2016/10/17,10.1118,6.4451,8.3878,14.6821,10.0255,18.2469,19.5023,8.2544,18.2238,20.8206,17.966,0.5359,1.3902,1.5569,1.4098,1.0972
2016/10/18,10.3304,6.5449,8.5365,14.9503,10.2845,18.4748,19.6862,8.3552,18.3937,21.1379,18.1806,0.5467,1.4085,1.5785,1.4265,1.1254
2016/10/19,10.2477,6.5948,8.5662,15.1291,10.2995,18.4463,19.5797,8.2813,18.3937,21.009,18.2294,0.5384,1.4012,1.5691,1.4186,1.1254
2016/10/20,10.2536,6.5848,8.4373,15.0893,10.2297,18.3798,19.6087,8.3082,18.3937,21.0487,18.1709,0.5413,1.4039,1.5729,1.4245,1.1254
2016/10/21,10.1532,6.5249,8.3778,14.7715,10.16,18.2279,19.5216,8.3753,18.3937,20.7909,18.0245,0.5325,1.3966,1.5484,1.4128,1.1254
2016/10/24,10.3127,6.7245,8.4671,14.841,10.2297,18.3798,19.6087,8.4291,18.3937,21.6931,18.1514,0.5477,1.4094,1.5729,1.4607,1.1254
2016/10/25,10.3009,6.8941,8.5365,15.1489,10.5136,18.7028,19.7346,8.5298,18.3937,23.0415,18.2685,0.5507,1.4113,1.57,1.4822,1.1254
2016/10/26,10.3717,6.7943,8.5662,15.0099,10.2845,18.3419,19.5894,8.6708,18.3937,23.8942,18.1416,0.5477,1.3984,1.5663,1.489,1.1254
2016/10/27,10.5607,6.9639,8.7943,15.1887,10.2098,18.4083,19.5797,8.7246,18.3937,23.8347,18.0635,0.5521,1.3994,1.5616,1.488,1.1254
2016/10/28,10.1355,6.7644,8.5266,14.6622,10.0455,18.2089,19.5604,8.6776,18.3937,23.6859,17.9074,0.5477,1.3893,1.5653,1.4577,1.1254
2016/10/31,10.0114,6.8342,8.3778,14.543,10.0554,18.1804,19.4636,8.4559,18.3937,24.0429,17.966,0.5398,1.3893,1.5597,1.4675,1.1254
2016/11/1,10.0469,6.8542,8.4076,14.6324,10.0604,18.1994,19.5797,8.6306,18.3937,23.676,18.1123,0.5398,1.3884,1.5682,1.4695,1.1254
2016/11/2,9.8579,6.8641,8.3679,15.0397,9.9658,18.1234,19.4152,8.4559,18.3937,22.873,18.1416,0.5393,1.3838,1.5616,1.4568,1.1254
2016/11/3,9.9051,7.1235,8.4968,15.139,9.9707,18.0949,19.4636,8.4559,18.3937,23.0118,18.1221,0.5379,1.3884,1.5578,1.4538,1.1254
2016/11/4,9.8874,7.0737,8.3679,15.0397,10.6132,18.1329,19.4732,8.2612,18.3937,23.1902,18.0343,0.5546,1.3902,1.5559,1.4568,1.1254
2016/11/7,9.8342,7.1335,8.5464,15.2284,10.3642,18.1044,19.4829,8.1403,18.3937,22.8531,17.9757,0.5487,1.3911,1.5559,1.4529,1.1254
2016/11/8,9.8815,7.2333,8.7943,15.3973,10.3642,18.1614,19.5216,8.2209,18.3937,24.261,18.0245,0.5512,1.3957,1.5616,1.4841,1.1254
2016/11/9,9.7929,7.1136,8.7149,14.9503,10.1002,18.0094,19.4055,8.1335,18.3937,24.2114,17.761,0.5448,1.3847,1.5503,1.4832,1.1254
2016/11/10,9.9228,7.2034,8.9033,16.2218,10.2048,18.3324,19.5313,8.3888,18.3937,24.7468,17.9757,0.5541,1.4048,1.5747,1.5125,1.1254
