ÈÕÆÚ,000488.SZ,000815.SZ,002012.SZ,002067.SZ,002078.SZ,002235.SZ,002511.SZ,002521.SZ,200488.SZ,200986.SZ,600069.SH,600103.SH,600235.SH,600308.SH,600356.SH,600433.SH,600567.SH,600793.SH,600963.SH,600966.SH,603165.SH,603733.SH,603863.SH
2015/7/6,3.8819,19.22,9.1744,5.9046,5.1204,12.9302,5.4694,9.7662,2.3208,9.3261,4.2593,4.272,7.9656,5.4936,8.3161,10.111,4.1837,19.98,6.8021,4.9597,,,
2015/7/7,3.4937,18.26,8.256,5.3122,4.6074,12.9302,5.4694,8.7942,2.0896,9.3261,4.044,3.8487,7.167,4.9433,8.3161,9.0999,3.7634,19.98,6.1209,4.5027,,,
2015/7/8,3.6905,17.35,7.4274,5.3122,4.6074,12.9302,5.4694,8.1615,1.8826,9.3261,3.8441,3.8487,6.4483,4.448,8.3161,9.0999,3.7634,19.98,6.1209,4.5027,,,
2015/7/9,4.0623,18.14,8.1661,5.3122,4.6074,12.9302,5.4694,8.1615,2.0704,9.3261,4.0286,3.8487,7.0972,4.448,8.3161,9.0999,3.7634,19.98,6.1209,4.5027,,,
2015/7/10,4.4691,19.05,8.9847,5.3122,4.6074,12.9302,5.4694,8.1615,2.2764,9.3261,4.2285,3.8487,7.8059,4.8974,8.3161,9.0999,3.7634,19.98,6.1209,4.5027,,,
2015/7/13,4.9149,20,9.7235,5.3122,4.6074,12.9302,5.4694,8.1615,2.5026,9.3261,4.2362,4.2336,8.5845,5.3835,8.3161,9.0999,3.7634,19.98,6.1209,4.95,,,
2015/7/14,4.8313,20.39,8.7551,5.3122,4.6074,12.9302,4.9217,8.1615,2.4623,9.3261,4.021,4.6569,9.2832,5.9246,8.3161,9.0999,3.7634,19.98,6.733,5.446,,,
2015/7/15,4.3465,19.37,7.8766,5.8464,4.6074,12.9302,4.428,8.9776,2.2312,9.3261,3.8211,4.2951,8.3549,5.3468,8.3161,9.0999,3.7634,19.98,6.6639,5.1056,,,
2015/7/16,4.4691,18.41,7.5771,6.0406,4.6074,12.9302,4.0616,9.8763,2.3166,9.3261,3.6289,4.3952,8.4547,5.7228,8.3161,9.0999,3.7634,19.98,6.8712,5.4849,,,
2015/7/17,4.77,18.67,7.9864,6.6427,4.6074,12.9302,4.2236,10.7474,2.4322,9.3261,3.8134,4.7878,8.9838,6.0897,8.3161,9.0999,3.7634,19.98,7.3846,5.8836,,,
2015/7/20,4.7477,19.6,8.0164,7.0506,4.6074,12.9302,4.1966,11.1601,2.4523,9.3261,3.9594,4.9417,9.0736,6.108,8.3161,9.0999,3.7634,19.98,7.2562,5.8739,,,
2015/7/21,4.77,20.58,8.2061,7.0215,4.6074,12.9302,4.2621,11.3343,2.4272,9.3261,3.9979,5.088,9.3331,6.0989,8.3161,9.0999,3.7634,19.98,7.9868,5.9808,,,
2015/7/22,4.7254,21.61,8.5754,7.0992,5.0681,12.9302,4.59,11.2518,2.4121,9.3261,4.0748,5.4882,9.962,6.1355,8.3161,9.0999,4.1369,19.98,8.5396,6.1851,,,
2015/7/23,5.043,22.69,8.7551,7.3225,5.5769,12.9302,4.6247,11.7837,2.4674,9.3261,4.2208,5.5575,10.3613,6.3281,8.3161,9.0999,4.5486,19.98,9.0431,6.2823,,,
2015/7/24,4.9762,23.82,8.5754,7.1283,6.1336,12.9302,4.3624,11.9396,2.4422,9.3261,4.1209,5.4343,10.0418,6.1631,8.3161,9.0999,5.0083,19.98,9.6355,5.9322,,,
2015/7/27,4.4802,22.75,7.7169,6.4194,6.2392,12.9302,3.9266,10.7474,2.2161,9.3261,3.9133,4.8878,9.0337,5.5486,8.3161,9.0999,4.8646,19.98,8.668,5.339,,,
2015/7/28,4.5192,23.89,7.2477,5.8367,5.8456,12.9302,3.5408,10.2614,2.3166,9.3261,3.7211,4.4491,8.1353,5.2459,8.3161,9.0999,4.6635,19.98,7.9374,4.9889,,,
2015/7/29,4.7644,25.08,7.7468,6.2057,6.3448,12.9302,3.7298,11.0867,2.4623,9.3261,3.7672,4.757,8.8939,5.5853,8.3161,9.0999,4.9317,19.98,8.3521,5.4849,,,
2015/7/30,4.5527,26.33,7.3775,6.0018,6.076,12.9302,3.6064,10.9308,2.4071,9.3261,3.5827,4.5568,8.5046,5.4202,8.3161,9.0999,4.8646,19.98,8.0855,5.446,,,
2015/7/31,4.5248,27.49,7.1878,5.9241,5.884,12.9302,3.5138,10.9859,2.392,9.3261,3.452,4.4645,8.2451,5.2918,8.3161,9.0999,4.5965,19.98,7.4734,5.3487,,,
2015/8/3,4.653,26.12,6.7186,5.4093,5.3177,12.9302,3.348,10.1422,2.3317,9.3261,3.2983,4.1335,7.4765,5.1267,8.3161,9.0999,4.2326,19.98,6.733,5.1542,,,
2015/8/4,4.9204,24.83,7.2577,5.9435,5.7209,12.9302,3.6334,10.995,2.402,9.3261,3.4597,4.4722,8.2251,5.4844,8.3161,9.0999,4.539,19.98,7.4043,5.3585,,,
2015/8/5,4.8814,23.95,7.2377,5.8172,5.5193,12.9302,3.564,10.7199,2.392,9.3261,3.4674,4.4722,8.285,5.356,8.3161,9.0999,4.3858,19.98,7.503,5.2029,,,
2015/8/6,4.8982,25.15,7.9665,5.7104,5.5673,12.9302,3.537,10.7108,2.397,9.3261,3.4597,4.4183,8.3549,5.2643,8.3161,9.0999,4.3092,19.98,7.2562,5.1542,,,
2015/8/7,4.9762,26.41,8.5255,6.0018,5.7017,12.9302,3.6643,11.2793,2.4272,9.3261,3.6365,4.5799,8.854,5.4477,8.3161,9.0999,4.4529,19.98,7.9868,5.2515,,,
2015/8/10,5.2269,27.19,8.845,6.4485,6.0952,12.9302,3.9034,11.8387,2.4975,9.3261,3.7749,4.9032,9.5527,5.8237,8.3161,9.0999,4.7785,19.98,8.668,5.5043,,,
2015/8/11,5.1433,27.77,8.6952,6.6427,6.2872,12.9302,3.8764,11.7745,2.4724,9.3261,3.7596,5.0418,9.8023,5.9063,8.3161,9.0999,5.2477,19.98,8.8753,5.6405,,,
2015/8/12,4.7421,27.9,8.3059,6.4096,6.0664,12.9302,3.7298,11.4811,2.4121,9.3261,3.798,4.8647,9.8821,5.7045,8.3161,9.0999,4.9221,19.98,9.7638,5.3974,,,
2015/8/13,4.8759,27.81,9.1345,6.6136,6.1816,12.9302,3.8456,11.7287,2.4272,9.3261,3.8441,5.0418,10.2714,5.8604,8.3161,9.0999,4.9987,19.98,10.2574,5.4168,,,
2015/8/14,4.9149,26.78,10.0529,6.7107,6.268,12.9302,3.915,11.7653,2.4473,9.3261,3.9287,5.5498,10.8204,5.9613,8.3161,9.0999,5.0274,19.98,10.4549,5.4265,,,
2015/8/17,5.1656,26.56,10.582,7.0409,6.5559,12.9302,3.9998,12.0588,2.4774,9.3261,4.0056,6.104,11.5691,6.1814,8.3161,9.0999,5.1711,19.98,10.6326,5.5724,,,
2015/8/18,4.7366,25.23,9.5238,6.497,5.9224,12.9302,3.5987,10.8575,2.3518,9.3261,3.8057,5.5036,10.4112,5.5669,8.3161,10.0128,4.654,19.98,9.5664,5.0278,,,
2015/8/19,4.8201,24.42,9.5039,7.1477,6.3736,12.9302,3.6566,11.0501,2.397,9.3261,3.7519,6.0578,10.8304,5.8329,8.3161,11.0141,4.9029,19.98,9.359,5.1153,,,
2015/8/20,4.653,23.4,9.4839,7.6527,6.1144,12.9302,3.5678,10.509,2.3518,9.3261,3.675,6.1887,10.5709,5.6953,8.3161,12.1135,4.7114,19.98,8.431,4.95,,,
2015/8/21,4.3019,22.23,8.5455,6.8855,5.6441,12.9302,3.4251,9.913,2.2563,9.3261,3.5058,5.5883,9.6426,5.3193,8.3161,12.6142,4.5486,19.98,8.4212,4.6777,,,
2015/8/24,3.8728,21.12,7.6869,6.196,5.0777,12.9302,3.0818,8.9226,2.0302,9.3261,3.329,5.0264,8.6743,4.7874,8.3161,11.3577,4.0986,19.98,7.582,4.2109,,,
2015/8/25,3.4883,20.06,6.9182,5.5744,4.569,12.9302,2.7733,8.0331,1.8593,9.3261,3.1599,4.5261,7.8059,4.3105,8.3161,10.219,3.6868,19.98,6.8218,3.7927,,,
2015/8/26,3.5608,19.06,6.3093,5.0209,4.3098,12.9302,2.7386,8.1615,1.9046,9.3261,2.9984,4.0719,7.8558,4.3105,8.3161,9.198,3.5527,19.98,6.5553,3.4135,,,
2015/8/27,3.9174,18.11,6.6587,5.1471,4.4826,12.9302,2.8774,8.6108,2,9.3261,2.9984,4.2413,8.3249,4.5214,8.3161,8.9625,3.7155,19.98,7.2069,3.4913,,,
2015/8/28,4.1514,18.85,7.2577,5.6619,4.8762,12.9302,3.0664,9.0968,2.0704,9.3261,3.1522,4.6646,8.9738,4.8516,8.3161,9.8558,4.0028,19.98,7.9275,3.7247,,,
2015/8/31,3.8338,17.91,6.7785,5.2637,4.6554,12.9302,2.9314,8.62,2.0503,9.3261,2.9984,4.2874,8.0854,4.5948,8.3161,8.8839,3.773,19.98,7.3549,3.501,,,
2015/9/1,3.6109,17.01,6.0996,5.5162,4.2618,12.9302,2.8003,7.9964,1.995,9.3261,2.86,3.8949,7.2768,4.448,8.3161,8.0004,3.524,19.98,6.6244,3.2773,,,
2015/9/2,3.8171,16.16,5.6105,4.9626,4.2522,12.9302,2.8003,7.868,1.9699,9.3261,2.7293,3.587,6.7678,4.3472,8.3161,7.2053,3.4187,19.98,6.19,3.2092,,,
2015/9/7,3.7614,15.35,5.7402,5.1277,4.329,12.9302,2.8851,8.1339,1.9598,9.3261,2.8139,3.764,6.9674,4.4205,8.3161,7.4507,3.5048,19.98,6.5553,3.3065,,,
2015/9/8,3.9787,14.58,6.1496,5.6424,4.5402,12.9302,3.0163,8.5741,1.995,9.3261,2.9523,3.9949,7.4366,4.604,8.3161,8.0397,3.6485,19.98,7.2069,3.4426,,,
2015/9/9,3.9787,15.31,6.7685,6.0989,4.8762,12.9302,3.105,8.8492,2.0302,9.3261,3.0215,4.3875,7.8258,4.7599,8.3161,8.4716,3.8591,19.98,7.3846,3.608,,,
2015/9/10,3.8728,16.08,6.6787,5.8755,4.6362,12.9302,3.0278,8.6108,2.0051,9.3261,3.0599,4.1797,7.736,4.6682,8.3161,8.2262,3.6868,19.98,7.5721,3.4524,,,
2015/9/11,3.9063,16.88,6.7186,5.9823,4.7034,12.9302,3.0471,8.6933,1.99,9.3261,3.0369,4.2336,7.8159,4.7232,8.3161,8.3931,3.6964,19.98,7.3944,3.4913,,,
2015/9/14,3.6778,16.8,6.0497,5.9823,4.233,12.9302,2.7887,7.8222,1.9146,9.3261,2.8831,3.8256,7.5464,4.3105,8.3161,7.5587,3.3803,19.98,6.654,3.1898,,,
2015/9/15,3.4493,17.64,5.5106,5.7881,3.9931,12.9302,2.6537,7.5104,1.9146,9.3261,2.737,3.6486,6.9674,4.0995,8.3161,6.8225,3.1505,19.98,6.1308,3.0536,,,
2015/9/16,3.6666,18.23,6.0597,6.3708,4.3674,12.9302,2.889,8.2073,1.99,9.3261,2.8754,4.0103,7.5863,4.448,8.3161,7.5096,3.4282,19.98,6.7429,3.3065,,,
2015/9/17,3.5385,17.32,5.9199,6.3805,4.2426,12.9302,2.808,7.9964,1.9397,9.3261,2.86,3.841,7.4565,4.2738,8.3161,7.382,3.3037,19.98,6.4269,3.1898,,,
2015/9/18,3.5385,16.72,6.0397,6.4873,4.233,12.9302,2.8273,8.0881,1.9799,9.3261,2.8985,3.8564,7.4465,4.3013,8.3161,7.6176,3.3229,19.98,6.5948,3.219,,,
2015/9/21,3.6388,17.41,6.2693,7.138,4.3674,12.9302,2.9121,8.3907,1.99,9.3261,3.0061,3.9564,7.736,4.4114,8.3161,8.0299,3.4187,19.98,6.8218,3.287,,,
2015/9/22,3.7168,18.28,6.2993,7.8567,4.425,12.9302,2.9121,8.4824,1.99,9.3261,3.0061,3.9795,8.0255,4.448,8.3161,7.9808,3.4187,19.98,7.0983,3.3551,,,
2015/9/23,3.7447,17.83,6.3792,8.0412,4.3098,12.9302,2.8234,8.1981,1.9649,9.3261,3.1368,4.1874,7.736,4.3472,8.3161,7.6372,3.4665,19.98,6.8909,3.3454,,,
2015/9/24,3.7558,18,6.449,8.0412,4.3578,12.9302,2.8774,8.3357,1.9498,9.3261,3.1137,4.1874,7.8957,4.393,8.3161,7.9415,3.4665,19.98,7.0193,3.4135,,,
2015/9/25,3.5831,17.35,6.0897,8.0703,4.2139,12.9302,2.8196,8.0056,1.8995,9.3261,2.9907,4.0026,7.8059,4.2371,8.3161,8.7367,3.3325,19.98,7.0686,3.2676,,,
2015/9/28,3.6221,17.65,6.2893,7.8664,4.3482,12.9302,3.1011,8.2532,1.8995,9.3261,3.0522,4.095,7.8258,4.3105,8.3161,9.6103,3.6676,19.98,7.0884,3.3454,,,
2015/9/29,3.4939,16.95,6.1296,7.8858,4.1947,12.9302,3.2554,8.0789,1.8845,9.3261,2.9754,3.9718,7.5763,4.2738,8.3161,9.0802,3.773,19.98,6.6145,3.3162,,,
2015/9/30,3.5218,16.84,6.3292,8.4005,4.1851,12.9302,3.0896,8.0881,1.8845,9.3261,3.0061,4.018,7.4765,4.283,8.3161,8.5992,3.6006,19.98,6.6244,3.2968,,,
2015/10/8,3.7781,17.6,6.5389,9.1289,4.3962,12.9302,3.2477,8.4824,1.9247,9.3261,3.083,4.2105,7.7859,4.4205,8.3161,9.1588,3.7155,19.98,6.9403,3.4037,,,
2015/10/9,3.9397,17.9,6.6587,9.158,4.4826,12.9302,3.2014,8.62,1.9598,9.3261,3.1137,4.2643,8.0654,4.4756,8.3161,9.041,3.6772,19.98,6.9502,3.4329,,,
2015/10/12,4.1459,18.8,6.9781,9.226,4.7514,12.9302,3.3518,9.3811,2.0201,9.3261,3.2137,4.4722,8.3449,4.6682,8.3161,9.9441,3.84,19.98,7.3253,3.5982,,,
2015/10/13,4.3688,19.74,7.1379,9.3231,4.7706,12.9302,3.375,9.8029,2.0754,9.3261,3.206,4.6723,8.7242,4.7232,8.3161,9.9441,3.8113,19.98,7.2661,3.608,,,
2015/10/14,4.3131,20.73,7.1978,9.2551,4.617,12.9302,3.24,9.5737,2.0453,9.3261,3.1676,4.4876,8.4347,4.604,8.3161,9.4238,3.7442,19.98,7.0193,3.5399,,,
2015/10/15,4.4914,21.26,7.5372,9.7893,4.761,12.9302,3.3711,10.2431,2.0804,9.3261,3.2444,4.603,8.6144,4.7507,8.3161,10.3662,3.8304,19.98,7.7202,3.6663,,,
2015/10/16,4.4078,20.96,7.7868,10.372,4.8474,12.9302,3.6334,10.1697,2.0905,9.3261,3.2598,4.7108,9.2533,4.7782,8.3161,10.8668,3.9262,19.98,8.0658,3.7247,,,
2015/10/19,4.3409,22.01,7.7169,11.246,4.905,12.9302,3.8494,9.9771,2.1056,9.3261,3.2214,4.6723,9.0137,4.7323,8.3161,10.7196,3.84,19.98,8.0065,3.6469,,,
2015/10/20,4.5025,23.11,7.7968,11.1295,4.9913,12.9302,3.7761,10.1422,2.1608,9.3261,3.2521,4.8186,9.2533,4.7782,9.1477,11.0337,3.8783,19.98,8.0361,3.6955,,,
2015/10/21,4.3465,21.95,7.3675,10.6924,4.5594,12.9302,3.5794,9.161,2.1106,9.3261,3.0907,4.3567,8.3249,4.4756,10.0654,9.9343,3.5623,19.98,7.2365,3.4135,,,
2015/10/22,4.7031,21.95,7.7369,11.7607,4.8282,12.9302,3.9381,9.5003,2.2161,9.3261,3.1445,4.503,9.0037,4.6131,10.5051,10.268,3.6581,19.98,7.582,3.5107,,,
2015/10/23,4.9037,23.05,8.2959,11.7704,4.8762,12.9302,4.32,9.8029,2.3216,9.3261,3.2137,4.5722,9.3231,4.7232,10.2183,10.3858,3.7251,19.98,7.7893,3.608,,,
2015/10/26,5.0152,24.2,8.4956,11.4597,4.9818,12.9302,4.3701,9.7662,2.3568,9.3261,3.3751,4.603,10.1217,4.8516,10.419,10.2484,3.7155,19.98,8.0954,3.6274,,,
2015/10/27,5.0096,25.39,8.0363,11.6053,4.9434,12.9302,4.3393,9.9405,2.3367,9.3261,3.3828,4.5799,10.481,4.8149,10.0367,10.2779,3.6772,19.98,7.8584,3.6177,,,
2015/10/28,4.8201,24.81,7.5871,12.1201,4.9242,12.9302,4.1541,9.7479,2.3267,9.3261,3.3675,4.6261,9.7424,4.6865,9.7117,10.3073,3.6102,19.98,7.6018,3.5593,,,
2015/10/29,4.9427,24.49,7.657,12.0909,4.9722,12.9302,4.1811,9.9405,2.3568,9.3261,3.3598,4.5953,9.8322,4.7599,9.7595,10.4938,3.6389,19.98,7.6807,3.5885,,,
2015/10/30,4.9929,25.71,7.5971,10.8867,5.1833,12.9302,4.5977,10.2064,2.3618,9.3261,3.3828,4.5184,9.7324,4.8241,9.5492,10.0324,3.6102,19.98,7.4635,3.5788,,,
2015/11/2,5.0542,25.91,7.3575,10.8964,5.1449,12.9302,4.2043,9.9955,2.3518,9.3261,3.3136,4.6107,9.972,4.8424,9.2815,9.6202,3.5431,19.98,7.0983,3.4815,,,
2015/11/3,4.9873,26.17,7.5072,11.1489,5.3273,12.9302,3.9458,10.3164,2.3317,9.3261,3.329,4.6723,10.0818,4.7782,9.3007,9.5613,3.5144,19.98,7.1575,3.4621,,,
2015/11/4,5.3662,26.9,8.1162,11.7025,5.6057,12.9302,4.1156,11.3527,2.4272,9.3261,3.4366,4.9879,10.9402,4.9891,9.7212,10.1601,3.6676,19.98,7.5721,3.6177,,,
2015/11/5,5.617,25.56,7.9665,11.5374,5.4809,12.9302,4.0307,11.3802,2.5026,9.3261,3.4982,4.934,10.7006,5.035,9.8073,10.2582,3.7059,19.98,7.5919,3.6955,,,
2015/11/6,5.7619,25.59,8.216,12.1201,5.5193,12.9302,4.0924,11.5086,2.5377,9.3261,3.5366,5.1418,11.07,5.1175,9.9411,10.6705,3.7634,19.98,7.6709,3.7733,,,
2015/11/9,5.5947,26.87,8.236,11.9258,5.4905,12.9302,4.2313,11.3985,2.5227,9.3261,3.5212,5.5652,11.07,5.2643,9.9793,11.1417,3.773,19.98,7.7202,3.8414,,,
2015/11/10,5.1935,28.21,8.4956,11.6053,5.4905,12.9302,4.1811,11.2701,2.5026,9.3261,3.698,5.5421,10.7605,5.3652,9.9984,10.965,3.7921,19.98,7.7498,3.8219,,,
2015/11/11,5.4275,29.62,8.5654,12.2657,5.5097,12.9302,4.2621,11.1509,2.5126,9.3261,3.8826,5.596,10.8005,5.2918,10.4955,11.0534,3.8591,19.98,7.9967,3.8803,,,
2015/11/12,5.2214,28.2,8.8649,12.9941,5.4233,12.9302,4.1734,11.1968,2.4925,9.3261,3.8211,5.6345,10.5908,5.2001,10.2565,10.7,3.7825,19.98,7.7795,3.8316,,,
2015/11/13,5.043,27.02,8.5854,13.9653,5.2505,12.9302,3.9883,10.775,2.4322,9.3261,3.6442,5.4574,10.6308,5.09,10.094,10.268,3.6964,19.98,7.4635,3.7344,,,
2015/11/16,5.3384,26.2,8.6952,14.1789,5.3657,12.9302,4.0616,11.1234,2.4875,9.3261,3.8287,5.6345,10.7905,5.1909,10.6676,10.4055,3.7538,19.98,7.582,3.8025,,,
2015/11/17,5.2715,27.51,8.6653,14.3634,5.3465,12.9302,4.1233,10.8942,2.4875,9.3261,3.8979,5.5344,10.5609,5.1542,10.4382,10.3171,3.7347,19.98,7.9473,3.8025,,,
2015/11/18,5.1155,26.31,8.3658,13.5088,5.3177,12.9302,4.0307,10.7474,2.4724,9.3261,3.9287,5.3882,10.5709,5.0809,10.3139,10.0619,3.6964,19.98,7.5919,3.783,,,
2015/11/19,5.1879,25.8,8.5555,12.392,5.6633,12.9302,4.2698,11.0867,2.5327,9.3261,3.9287,5.5806,10.9103,5.1634,10.4573,10.4153,3.7442,19.98,7.7202,3.8414,,,
2015/11/20,5.1433,26,9.1245,12.256,5.6633,12.9302,4.2428,11.2426,2.5679,9.3261,3.9287,5.6345,11.3894,5.3101,10.6484,10.965,3.7538,19.98,7.7696,3.9192,,,
2015/11/23,5.0876,25.32,9.0746,11.4014,5.8264,12.9302,4.2775,11.0776,2.5377,9.3261,3.8595,6.1964,11.0001,5.5394,10.8396,10.8178,4.0028,19.98,7.6807,4.0553,,,
2015/11/24,5.0542,25.72,8.8949,11.4305,5.7113,12.9302,4.2428,11.1601,2.5377,9.3261,3.9133,6.3041,10.9402,5.4752,10.8779,10.9061,3.9166,19.98,7.7498,3.997,,,
2015/11/25,5.1879,25.94,9.0047,10.9644,5.7401,12.9302,4.2968,11.3618,2.5629,9.3261,3.9364,6.4812,11.3694,5.466,11.0308,11.1515,3.8975,19.98,7.9769,4.0067,,,
2015/11/26,5.1266,27.2,9.1045,11.1003,5.5577,12.9302,4.212,11.1876,2.5377,9.3261,3.9056,6.8738,11.3694,5.4569,11.0499,10.7981,3.8879,19.98,8.1053,3.9678,,,
2015/11/27,4.8424,26.46,8.2061,9.9932,5.2697,12.9302,3.8841,10.2156,2.4875,9.3261,3.7211,6.8122,10.9801,4.9983,10.2948,11.3871,3.6102,19.98,7.6906,3.676,,,
2015/11/30,4.8759,26.93,8.266,9.8378,5.2793,12.9302,3.8456,10.2064,2.5126,9.3261,3.7519,6.3118,10.6208,4.9708,10.5051,12.5258,3.5814,19.98,8.2632,3.6663,,,
2015/12/1,4.9595,25.8,8.4556,9.5173,5.2601,12.9302,3.9266,10.3256,2.6332,9.3261,3.7826,6.0809,10.8604,4.9891,10.9639,12.6142,3.6006,19.98,8.668,3.7052,,,
2015/12/2,4.9706,24.51,8.2959,9.6436,5.3273,12.9302,3.9497,10.3164,2.6382,9.3261,3.9287,6.1271,10.9901,5.035,10.897,12.1234,3.6197,19.98,8.4508,3.783,,,
2015/12/3,5.0152,24.7,8.5654,9.7407,5.3945,12.9302,4.0114,10.7658,2.7387,9.3261,3.9594,6.1502,11.3794,5.0625,11.0881,12.7025,3.6676,19.98,8.5594,3.8122,,,
2015/12/4,4.8926,25.2,9.0047,10.2554,5.3657,12.9302,4.0114,10.6833,2.6835,9.3261,4.0056,6.2272,11.4293,5.0442,11.0977,12.5749,3.6102,19.98,8.747,3.7247,,,
2015/12/7,4.848,25.64,9.3641,9.9932,5.3753,12.9302,4.131,10.8391,2.7789,9.3261,4.1593,6.1348,12.5773,5.1359,11.1837,12.8203,3.6485,19.98,8.7667,3.7636,,,
2015/12/8,4.7254,25.07,9.6636,9.663,5.1545,12.9302,3.9343,10.4081,2.7639,9.3261,3.9825,5.7114,12.0682,4.9525,11.2889,12.0743,3.5336,19.98,8.3323,3.6566,,,
2015/12/9,4.7366,26.32,9.3341,9.2163,5.0969,12.9302,3.9034,10.4173,2.8292,9.3261,3.921,5.6191,11.9184,4.9341,11.222,12.0056,3.5048,19.98,8.2632,3.6663,,,
2015/12/10,4.6864,27.64,9.0746,8.9638,5.1257,12.9302,3.9458,10.4632,2.7739,9.3261,3.8518,5.5421,11.629,4.9066,10.9065,11.7111,3.4857,19.98,8.2632,3.608,,,
2015/12/11,4.731,26.87,9.1245,8.9638,5.0201,12.9302,3.9921,10.5182,2.7639,9.3261,3.8979,5.3035,11.9184,4.9066,10.9448,11.6718,3.4282,19.98,8.0954,3.5885,,,
2015/12/14,4.77,27.44,9.424,9.1969,5.1545,12.9302,4.1657,10.9767,2.7588,9.3261,3.9441,5.5883,11.7488,5.0442,11.308,12.3099,3.5144,19.98,8.5199,3.6858,,,
2015/12/15,4.9316,27.77,9.5039,9.2551,5.1641,12.9302,4.2274,11.1142,2.794,9.3261,3.921,5.5421,11.8186,5.0442,11.7859,12.1921,3.524,19.98,8.431,3.7052,,,
2015/12/16,4.9483,27.56,9.394,9.2843,5.1353,12.9302,4.1811,11.4535,2.789,9.3261,3.9518,5.7653,11.7288,5.035,12.0536,12.1921,3.524,19.98,8.283,3.7344,,,
2015/12/17,5.0096,28.15,9.8433,9.5368,5.2793,12.9302,4.2775,11.6645,2.8091,9.3261,3.9748,5.8038,12.1081,5.2826,12.0727,12.4964,3.6006,19.98,8.5199,3.8997,,,
2015/12/18,4.8703,28.2,9.8033,9.1386,5.2793,12.9302,4.2737,11.4077,2.8041,9.3261,4.0286,5.6345,12.6072,5.411,12.5602,12.1332,3.5623,19.98,8.3224,3.8511,,,
2015/12/21,4.9204,28.15,9.6835,9.1774,5.3177,12.9302,4.3855,11.5452,2.8292,9.3261,4.0363,5.6807,12.5872,5.4752,12.4742,11.9467,3.6102,19.98,8.2533,3.8997,,,
2015/12/22,5.1991,27.95,10.0929,9.0221,5.4041,12.9302,4.32,12.0129,2.9196,9.3261,4.1132,5.773,12.8068,5.411,12.2734,12.0252,3.6581,19.98,8.4212,3.9192,,,
2015/12/23,5.1266,27.65,10.3125,9.2843,5.3657,12.9302,4.2544,11.5544,2.8895,9.3261,3.9979,5.6653,13.246,5.301,12.2734,11.6129,3.6006,19.98,8.2138,3.8511,,,
2015/12/24,4.9985,28.48,10.5321,9.0221,5.3273,12.9302,4.3393,11.7195,2.8744,9.3261,3.9748,5.5652,14.0646,5.2643,12.0918,11.7307,3.5719,19.98,8.431,3.8219,,,
2015/12/25,4.9706,28.24,10.4522,8.9832,5.3753,12.9302,4.3701,11.8754,2.9046,9.3261,4.1132,5.6114,13.9847,5.3285,12.3308,11.8387,3.591,19.98,8.431,3.8803,,,
2015/12/28,4.7366,26.99,10.1428,8.653,5.2985,12.9302,4.3315,11.4719,2.6433,9.3261,3.9594,5.7345,13.266,5.1175,11.9389,11.1712,3.5144,19.98,8.1053,3.7538,,,
2015/12/29,4.9093,26.22,10.4323,8.9055,5.6153,12.9302,4.5437,11.5911,2.7639,9.3261,3.9979,5.8269,13.4357,5.2643,12.2256,11.3871,3.6581,19.98,8.1842,4.1331,,,
2015/12/30,4.965,27.53,10.3225,8.9152,5.5769,12.9302,4.6671,11.7745,2.789,9.3261,4.0671,6.0886,13.4856,5.3193,12.4742,11.5736,3.7442,19.98,8.1842,4.5513,,,
2015/12/31,4.9706,26.92,9.8233,8.6724,5.4041,12.9302,4.5051,11.4627,2.7538,9.3261,4.0363,5.9501,13.0863,5.2918,12.1683,11.2497,3.6389,19.98,8.125,4.3957,,,
2016/1/4,4.5972,25.57,8.845,7.8081,4.8762,12.9302,4.0538,10.3164,2.6734,9.3261,3.8364,5.3805,11.7787,4.7782,11.0117,10.1208,3.3133,19.98,7.3253,3.9581,,,
2016/1/5,4.614,24.29,9.7335,7.3808,5.0105,12.9302,3.9613,10.133,2.7588,9.3261,3.6442,5.4574,10.9502,4.7874,10.6867,9.5318,3.3899,19.98,6.9699,4.3568,,,
2016/1/6,4.7477,23.85,10.1827,7.5847,5.0969,12.9302,4.023,10.3623,2.8242,9.3261,3.7211,5.7653,11.2197,4.9525,10.9543,9.8558,3.5814,19.98,7.1674,4.4249,,,
2016/1/7,4.4245,22.66,9.1844,6.8272,4.5978,12.9302,3.6218,9.3261,2.7086,9.3261,3.5366,5.3189,10.1017,4.4847,9.8551,8.8741,3.2559,19.98,6.4467,3.9872,,,
2016/1/8,4.5137,21.73,9.9231,6.6427,4.7706,12.9302,3.5871,9.3719,2.8242,9.3261,3.3905,5.6037,10.0618,4.6315,9.8551,8.7072,3.4187,19.98,6.5355,4.386,,,
2016/1/11,4.2072,20.64,9.0346,6.2445,4.3674,12.9302,3.2284,8.4366,2.6282,9.3261,3.2214,5.1649,9.0536,4.3655,9.3676,7.8336,3.2846,19.98,5.9037,4.3762,,,
2016/1/12,4.1236,19.61,8.7951,6.3708,4.4058,14.2232,3.3133,8.6566,2.6332,9.3261,3.0676,5.4266,9.0037,4.4022,9.5205,7.8532,3.2942,19.98,5.9432,4.2206,,,
2016/1/13,4.0233,18.64,7.9165,5.9144,4.3098,14.5165,3.1513,8.4824,2.5729,9.3261,3.0599,5.342,9.0936,4.3288,9.3771,7.4703,3.3133,19.98,5.8642,4.3179,,,
