ÈÕÆÚ,000488.SZ,000815.SZ,002012.SZ,002067.SZ,002078.SZ,002235.SZ,002511.SZ,002521.SZ,200488.SZ,200986.SZ,600069.SH,600103.SH,600235.SH,600308.SH,600356.SH,600433.SH,600567.SH,600793.SH,600963.SH,600966.SH,603165.SH,603733.SH,603863.SH
2014/1/2,2.378,4.75,5.3609,2.0977,2.8579,4.9277,2.9237,7.1503,1.6674,4.1526,3.1676,1.7858,6.1138,2.5714,5.2544,10.3752,1.9954,10,3.1877,2.3291,,,
2014/1/3,2.3322,4.51,5.3509,2.1074,2.8626,4.8966,2.9064,7.1768,1.6587,4.1035,3.1368,1.7704,6.0739,2.5351,5.217,10.0333,1.967,9.92,3.1484,2.3291,,,
2014/1/6,2.2711,4.46,5.3709,2.0589,2.8953,5.0121,2.7729,7.0002,1.6326,3.9464,3.0138,1.7242,5.8446,2.4533,5.1051,9.7207,1.9197,9.71,2.9614,2.2319,,,
2014/1/7,2.2711,4.38,5.3409,2.0589,2.8719,4.9766,2.7804,7.0267,1.6283,3.9857,3.0138,1.7242,5.9842,2.4624,5.0771,9.9356,1.9103,9.76,2.9713,2.227,,,
2014/1/8,2.2252,4.26,5.3509,2.0394,2.8579,5.0343,2.7482,7.2209,1.6283,4.0053,2.9907,1.7242,6.0839,2.4624,5.0491,10.9321,1.8913,9.67,3.0106,2.1978,,,
2014/1/9,2.1794,4.12,5.2611,1.9812,2.7501,4.8966,2.7408,7.009,1.6326,4.0151,2.9446,1.6857,6.0939,2.426,5.0584,10.6488,1.863,9.48,2.9516,2.1395,,,
2014/1/10,2.154,4.08,5.1213,1.9423,2.6517,4.5989,2.6172,6.8237,1.5979,3.9955,2.86,1.6626,6.1837,2.3988,4.9931,10.8246,1.8346,9.25,2.9417,2.1541,,,
2014/1/13,2.1336,4.03,5.2012,1.952,2.9188,4.4878,2.6148,6.8325,1.5979,3.9562,2.8523,1.6703,6.2235,2.417,4.9557,10.5706,1.8157,9.06,2.9417,2.1395,,,
2014/1/14,2.159,4.18,5.291,1.9812,3.1109,4.7988,2.6568,7.0002,1.6152,3.9955,2.8908,1.7088,6.3432,2.4442,4.9931,10.7074,1.8535,9.23,3.0205,2.1638,,,
2014/1/15,2.1336,4.11,5.311,1.9715,3.0593,4.9766,2.6642,7.0885,1.6196,3.9857,2.8677,1.7165,6.3732,2.4442,4.9931,10.5999,1.8441,9.22,3.0598,2.1589,,,
2014/1/16,2.1692,4.16,5.321,1.9812,3.064,5.0521,2.6939,7.1238,1.6283,3.9857,2.8754,1.7088,6.2934,2.4442,4.9931,11.1861,1.8441,9.21,3.0893,2.1541,,,
2014/1/17,2.1387,4.03,5.1812,1.952,2.989,5.0299,2.6691,6.9914,1.6109,3.9759,2.8293,1.678,5.9144,2.4079,4.9744,10.9712,1.8346,9.14,3.0401,2.1492,,,
2014/1/20,2.1692,3.99,5.0115,1.9326,2.8626,5.532,2.6691,6.8325,1.6152,3.9562,2.7985,1.678,5.7249,2.3988,4.9371,11.1861,1.8251,9.14,3.0303,2.1541,,,
2014/1/21,2.3067,4.03,5.0414,1.9617,2.886,5.8652,2.6691,6.9826,1.6587,3.9759,2.8216,1.6857,5.7947,2.4533,4.9837,11.6453,1.8346,9.24,3.05,2.1784,,,
2014/1/22,2.3067,4.1,5.1313,2.0006,2.9703,6.1896,2.7136,7.0797,1.6674,4.0053,2.8831,1.7165,5.8446,2.5078,5.0957,11.9872,1.8724,9.41,3.1188,2.2076,,,
2014/1/23,2.2711,4.11,5.1113,1.9909,2.9516,6.0519,2.7383,7.0708,1.6543,3.9661,2.8754,1.7088,5.8446,2.4987,5.0771,12.2803,1.863,9.43,3.1484,2.2367,,,
2014/1/24,2.2813,4.14,5.3409,2.0103,2.989,5.9763,2.7482,7.1679,1.6587,3.9464,2.9062,1.7165,5.8745,2.5169,5.1051,12.1337,1.8724,9.47,3.168,2.227,,,
2014/1/27,2.266,4.09,5.1812,2.0006,2.9469,5.8164,2.7927,7.2121,1.65,3.8875,2.9523,1.7396,5.8047,2.4897,5.1144,11.5867,1.9103,9.48,3.1287,2.2173,,,
2014/1/28,2.2711,4.08,5.1213,2.0006,2.8672,6.0652,2.8323,7.2032,1.6456,3.8483,2.9292,1.7319,5.7747,2.4987,5.0677,11.5671,1.8819,9.5,3.0992,2.2416,,,
2014/1/29,2.2813,4.11,5.1213,2.0006,2.8485,6.6739,2.81,7.2915,1.65,3.8188,2.9062,1.7396,5.7747,2.5169,5.0771,12.1142,1.8913,9.5,3.168,2.2562,,,
2014/1/30,2.3118,4.06,5.1213,1.9812,2.8251,6.9228,2.768,7.2474,1.6413,3.8483,2.837,1.7473,5.7847,2.526,5.1051,11.7625,1.8819,9.42,3.1385,2.2513,,,
2014/2/7,2.3729,4.12,5.2511,2.0006,2.8438,7.4649,2.8174,7.3621,1.6283,3.7894,2.8523,1.7627,5.8446,2.5351,5.1424,11.9384,1.8913,9.44,3.1484,2.2513,,,
2014/2/10,2.3984,4.22,5.4308,2.0394,2.9469,7.3093,2.9039,7.5652,1.6456,3.809,2.9215,1.8012,6.1238,2.5896,5.217,12.1044,1.9197,9.67,3.2172,2.2756,,,
2014/2/11,2.378,4.21,5.3809,2.0589,2.9516,7.4826,2.8866,7.5475,1.6413,3.8286,2.9369,1.8243,6.1138,2.5987,5.217,11.782,1.9292,9.61,3.2467,2.2854,,,
2014/2/12,2.3678,4.23,5.5007,2.0783,3.0031,7.1538,2.9064,7.7152,1.65,3.8384,2.9677,1.8474,6.064,2.6259,5.2917,11.8895,1.9386,9.75,3.3746,2.2756,,,
2014/2/13,2.3118,4.13,5.3609,2.0589,2.9609,7.2338,2.9064,7.4416,1.65,3.8188,2.9138,1.8243,6.044,2.5896,5.2264,11.4303,1.9103,9.69,3.3058,2.2416,,,
2014/2/14,2.3373,4.18,5.5306,2.1074,3.0453,7.416,2.9435,7.6181,1.65,3.8581,2.9523,1.8397,6.1637,2.635,5.3197,11.3131,1.9765,9.86,3.355,2.2805,,,
2014/2/17,2.3678,4.23,5.5506,2.1268,3.0453,7.5937,2.9805,7.7947,1.65,3.809,2.9907,1.9013,6.2136,2.6441,5.3384,11.8504,1.967,9.91,3.414,2.2805,,,
2014/2/18,2.3271,4.31,5.5705,2.1171,3.0359,7.4249,2.9385,7.8565,1.6456,3.8188,2.9523,1.9013,6.1238,2.6259,5.3384,11.7234,1.9386,10.02,3.3746,2.3243,,,
2014/2/19,2.3271,4.31,5.4707,2.1171,3.0546,8.0425,2.9385,7.7329,1.65,3.8679,2.9754,1.9013,6.2136,2.6259,5.3477,11.9481,1.9765,10.02,3.3943,2.3486,,,
2014/2/20,2.3118,4.25,5.4408,2.0977,2.9984,7.2382,2.8693,7.5034,1.6456,3.8679,2.9369,1.9013,6.1438,2.5896,5.3104,11.5378,1.9575,9.94,3.3353,2.3389,,,
2014/2/21,2.2965,4.18,5.3609,2.0686,3.2608,7.0339,2.8817,7.5916,1.65,3.8581,2.8908,1.9013,6.064,2.5623,5.2357,11.362,1.9292,9.87,3.2959,2.3194,,,
2014/2/24,2.2507,4.08,5.3409,2.0589,3.3357,7.0694,2.8347,7.5828,1.6283,3.809,2.837,1.9013,6.054,2.5169,5.217,10.9223,1.8913,9.87,3.2074,2.3437,,,
2014/2/25,2.2151,4,5.1113,2.0103,3.1343,6.4162,2.7458,7.4857,1.5892,3.7501,2.7447,1.9013,5.8944,2.4442,5.0397,10.1603,1.8441,9.59,3.0893,2.2756,,,
2014/2/26,2.21,4.03,5.2311,2.0297,3.2889,6.5406,2.7037,7.5652,1.5979,3.7697,2.7985,1.8089,5.8446,2.4533,5.0957,10.3166,1.863,9.59,3.109,2.368,,,
2014/2/27,2.1947,4.15,5.3409,2.0103,3.1343,6.2518,2.6543,7.1944,1.6066,3.809,2.7063,1.7781,5.8346,2.417,5.1797,10.0138,1.8535,9.68,3.0795,2.3583,,,
2014/2/28,2.2151,4.13,5.5506,2.0103,3.139,6.5318,2.7087,7.0797,1.6152,3.7697,2.737,1.7704,5.8844,2.4442,5.273,10.0919,1.8535,9.58,3.0795,2.3729,,,
2014/3/3,2.2405,4.11,5.6304,2.0491,3.2186,6.5762,2.7631,7.1944,1.6152,3.7795,2.7908,1.8089,5.9144,2.4806,5.3664,10.1896,1.8819,9.67,3.1385,2.4118,,,
2014/3/4,2.2405,4.07,5.7802,2.0394,3.2655,6.8428,2.8545,7.1503,1.6066,3.7894,2.7678,1.7935,6.0141,2.4624,5.553,10.3166,1.8724,9.7,3.109,2.4312,,,
2014/3/5,2.2609,4.07,5.6604,2.0297,3.2936,6.6739,2.8026,7.1768,1.6109,3.8286,2.7524,1.8012,6.044,2.4624,5.553,10.131,1.863,9.83,3.1484,2.509,,,
2014/3/6,2.2863,4.06,5.5705,2.0977,3.4154,6.4918,2.7878,7.2121,1.6066,3.8286,2.737,1.8474,6.064,2.4897,5.6464,9.9161,1.8913,9.82,3.1484,2.5188,,,
2014/3/7,2.2507,4.05,5.6704,2.0783,3.3873,6.514,2.768,7.265,1.6022,3.8188,2.7139,1.8089,6.0939,2.4624,6.2157,9.877,1.8819,9.9,3.109,2.5139,,,
2014/3/10,2.1794,3.84,5.3809,2.0103,3.2842,5.8608,2.6593,6.9649,1.5631,3.7206,2.5986,1.7473,5.7847,2.3624,5.6277,9.5448,1.8251,9.83,2.9811,2.475,,,
2014/3/11,2.1794,3.86,5.3609,2.02,3.2936,5.7986,2.6691,7.0002,1.5805,3.7697,2.6217,1.755,5.8346,2.3897,5.3757,9.623,1.8441,9.97,2.9614,2.4556,,,
2014/3/12,2.1947,3.91,5.291,2.02,3.2233,5.5409,2.7408,6.9472,1.5675,3.7599,2.6217,1.7627,5.8545,2.3988,5.4597,9.8477,1.8441,10.08,2.9713,2.441,,,
2014/3/13,2.2049,3.89,5.291,2.0297,3.2374,5.6609,2.7482,7.009,1.5849,3.7206,2.6371,1.7627,5.9243,2.4079,5.3944,9.8477,1.8535,10.22,2.9909,2.4604,,,
2014/3/14,2.1896,3.91,5.301,2.0297,3.3451,5.5142,2.7458,6.9384,1.5762,3.7403,2.6217,1.755,6.1338,2.4079,5.3197,9.6816,1.8441,10.13,2.9909,2.4701,,,
2014/3/17,2.2049,3.96,5.4208,2.0589,3.4482,5.8475,2.7779,7.1944,1.5718,3.7304,2.6524,1.7704,6.1837,2.4351,5.3664,9.8184,1.863,10.18,3.0106,2.4847,,,
2014/3/18,2.2151,3.98,5.4208,2.0686,3.3873,5.8741,2.7902,7.1503,1.5805,3.7304,2.9215,1.7858,6.1039,2.4533,5.385,9.9747,1.863,10.21,3.0205,2.475,,,
2014/3/19,2.2201,3.96,5.5805,2.0783,3.406,5.9674,2.7729,7.4151,1.5762,3.7304,3.2137,1.7858,6.1238,2.4442,5.4317,9.8281,1.8724,10.18,3.0205,2.4653,,,
2014/3/20,2.2303,3.96,5.3409,2.0394,3.3076,5.6297,2.7013,7.2121,1.5805,3.6912,3.1291,1.7627,5.8944,2.417,5.2264,9.5351,1.8441,9.75,2.9713,2.4458,,,
2014/3/21,2.2914,4.03,5.5406,2.0783,3.4341,6.0119,2.7581,7.5034,1.6152,3.7304,3.1291,1.8012,5.9842,2.4897,5.3757,9.6914,1.8724,9.81,3.05,2.6209,,,
2014/3/24,2.3016,4.04,5.6504,2.0977,3.3966,5.883,2.7828,7.5916,1.663,3.7304,3.1368,1.8397,6.054,2.5169,5.441,9.7891,1.9008,9.83,3.0992,2.616,,,
2014/3/25,2.3016,4.05,5.5606,2.1171,3.481,5.9363,2.7902,7.5387,1.663,3.7108,3.0599,1.832,6.0839,2.5169,5.4504,10.1603,1.8913,9.84,3.1188,2.7133,,,
2014/3/26,2.3474,4.07,5.5506,2.1074,3.6309,6.2029,2.7309,7.4945,1.6717,3.7304,3.0753,1.8243,6.1138,2.5078,5.4224,9.9649,1.8913,9.75,3.0893,2.757,,,
2014/3/27,2.322,4.04,5.4907,2.0783,3.5887,5.963,2.6815,7.4681,1.6674,3.7304,3.0292,1.8243,5.9642,2.4897,5.3664,9.5839,1.8819,9.74,3.05,2.7522,,,
2014/3/28,2.3016,3.99,5.3309,2.0686,3.4716,5.6209,2.6815,7.5916,1.663,3.7108,2.9138,1.8397,5.9144,2.4806,5.3384,9.4764,1.9008,9.52,3.0598,2.8105,,,
2014/3/31,2.2762,3.85,5.271,2.0589,3.4716,5.6831,2.642,7.5034,1.663,3.6715,2.9215,1.7935,5.8844,2.4624,5.2637,9.4764,1.8724,9.51,3.0008,2.6987,,,
2014/4/1,2.2965,3.92,5.4008,2.0783,3.4716,5.8608,2.6543,7.8388,1.6717,3.6912,2.9523,1.8089,5.9543,2.4987,5.301,9.5546,1.8819,9.62,3.0401,2.7424,,,
2014/4/2,2.3016,3.94,5.3309,2.088,3.4622,5.8786,2.6889,7.8653,1.6717,3.6912,2.9292,1.8089,6.1238,2.526,5.301,9.9161,1.9103,9.79,3.0696,2.7279,,,
2014/4/3,2.2965,3.98,5.3509,2.0783,3.4341,6.4651,2.6864,7.7947,1.6717,3.6715,2.9138,1.7858,5.8146,2.526,5.301,10.2189,1.8913,9.8,3.0303,2.7959,,,
2014/4/4,2.3067,3.99,5.3709,2.088,3.4435,6.4562,2.7136,7.7241,1.6804,3.6617,2.9292,1.8166,5.7548,2.5169,5.3197,10.1115,1.9008,9.85,3.0598,2.8251,,,
2014/4/8,2.322,4.01,5.4308,2.0977,3.4669,6.3629,2.7334,7.9447,1.6977,3.6323,2.9446,1.832,5.8246,2.526,5.3944,10.1505,1.9197,9.86,3.109,2.8494,,,
2014/4/9,2.3322,4.1,5.4408,2.1268,3.3545,6.5629,2.7383,7.8476,1.6934,3.6028,3.0061,1.8474,5.8346,2.5351,5.413,10.1896,1.9575,10.05,3.1385,2.7959,,,
2014/4/10,2.3474,4.07,5.5007,2.1171,3.3732,6.4695,2.7309,7.777,1.7021,3.6421,2.983,1.8474,5.8944,2.5533,5.4224,10.1408,1.967,9.99,3.1188,2.8008,,,
2014/4/11,2.3118,4.06,5.3908,2.1171,3.2983,6.8028,2.721,7.6976,1.7064,3.6814,2.9062,1.832,5.9144,2.5442,5.4037,10.0431,1.967,10,3.0893,2.7424,,,
2014/4/14,2.3118,4.06,5.4308,2.1171,3.3217,6.7095,2.7532,7.7417,1.7064,3.701,2.9292,1.832,5.9742,2.526,5.4504,10.0821,1.9575,10.27,3.0795,2.7035,,,
2014/4/15,2.2762,4.06,5.3609,2.1365,3.242,6.8739,2.7359,7.5299,1.6847,3.6715,2.9062,1.8243,5.9343,2.4897,5.413,10.1408,1.9197,10.48,3.0893,2.6452,,,
2014/4/16,2.2711,4.04,5.4507,2.1171,3.2655,7.4649,2.768,7.5652,1.6847,3.6617,2.9138,1.832,5.9443,2.4806,5.3944,10.3362,1.9197,10.5,3.0795,2.6063,,,
2014/4/17,2.2762,4.05,5.4208,2.1074,3.2748,7.4249,2.7532,7.574,1.6804,3.6814,2.9215,1.8166,5.8146,2.4806,5.4224,10.1115,1.9103,10.47,3.0696,2.6014,,,
2014/4/18,2.2914,4.05,5.4208,2.1171,3.2514,7.6026,2.7433,7.6888,1.6804,3.7206,2.9062,1.8243,5.8745,2.4897,5.4784,10.131,1.9103,10.4,3.0303,2.6549,,,
2014/4/21,2.2609,3.95,5.271,2.0977,3.1062,7.7981,2.6667,7.5387,1.6847,3.7108,2.8216,1.8012,5.7049,2.4533,5.4037,10.2287,1.8819,10.7,2.9909,2.6598,,,
2014/4/22,2.266,3.92,5.291,2.1268,3.0874,7.4604,2.6716,7.5034,1.6934,3.6912,2.7985,1.7858,5.7149,2.4351,5.385,10.0626,1.8819,10.7,2.9909,2.616,,,
2014/4/23,2.266,3.96,5.2611,2.1268,3.0687,7.3316,2.6716,7.574,1.7021,3.7206,2.8062,1.7781,5.6551,2.4533,5.4877,9.8574,1.863,10.7,2.9811,2.5577,,,
2014/4/24,2.2558,4.14,5.1512,2.1171,3.0218,6.7095,2.6617,7.6358,1.6934,3.7206,2.7908,1.7627,5.6251,2.4351,5.553,9.5741,1.863,10.7,2.9614,2.5674,,,
2014/4/25,2.2252,4.06,5.0814,2.1171,3.1155,6.4029,2.6247,7.3092,1.6847,3.701,2.6986,1.7396,5.3558,2.417,5.3944,9.7011,1.8441,10.7,2.9221,2.6112,,,
2014/4/28,2.1794,4,5.0614,2.0491,3.0453,6.5851,2.5307,7.2474,1.6674,3.6715,2.6063,1.7011,5.1863,2.3624,5.0771,9.2517,1.8062,10.7,2.7745,2.6112,,,
2014/4/29,2.1998,4.08,5.1213,2.0589,3.0031,6.7539,2.553,7.3798,1.6717,3.6814,2.6294,1.7088,5.2162,2.3806,5.133,9.3397,1.8251,10.7,2.804,2.6112,,,
2014/4/30,2.1947,4.18,5.1512,2.0589,2.989,6.6206,2.5703,7.4151,1.6587,3.6912,2.6448,1.7242,5.0766,2.3897,5.2077,9.3397,1.8441,10.7,2.8237,2.6112,,,
2014/5/5,2.1896,4.24,5.1612,2.1268,3.1062,6.9761,2.5752,7.5475,1.6543,3.701,2.9062,1.7319,5.0766,2.4079,5.273,9.496,1.863,10.7,2.8434,2.6112,,,
2014/5/6,2.1998,4.22,5.1612,2.1948,3.1062,7.3005,2.5925,7.5563,1.6587,3.6912,3.0676,1.7473,5.0866,2.4079,5.2824,9.5644,1.863,10.7,2.8335,2.6112,,,
2014/5/7,2.1845,4.28,5.0215,2.1948,3.0031,6.7139,2.5456,7.3798,1.637,3.6519,2.9215,1.7242,4.9369,2.3897,5.2264,9.369,1.8441,10.7,2.7942,2.6112,,,
2014/5/8,2.1794,4.24,5.0315,2.224,3.0031,7.3849,2.548,7.6711,1.6543,3.6814,2.9369,1.7242,4.907,2.3897,5.245,9.3104,1.863,10.7,2.804,2.6112,,,
2014/5/9,2.154,4.28,5.0614,2.156,3.0125,7.4426,2.5629,7.7417,1.6456,3.6814,2.8831,1.7242,4.7873,2.417,5.1797,9.1443,1.863,10.7,2.8138,2.6112,,,
2014/5/12,2.1998,4.38,5.2211,2.2142,3.0827,7.7759,2.6148,7.823,1.676,3.7403,2.96,1.755,4.907,2.4715,5.2824,9.3885,1.9008,10.7,2.8925,2.6112,,,
2014/5/13,2.2049,4.35,5.1413,2.1754,3.0921,7.7759,2.6148,7.8411,1.676,3.6912,3.0676,1.755,4.8971,2.4624,5.2824,9.3299,1.8819,10.7,2.8925,2.6112,,,
2014/5/14,2.1947,4.31,5.1313,2.1657,3.1155,7.6648,2.6148,7.7688,1.676,3.6617,2.983,1.7473,4.8871,2.4624,5.329,9.3885,1.8724,10.7,2.8925,2.6112,,,
2014/5/15,2.1641,4.29,5.1113,2.1268,3.1015,7.9136,2.5629,7.9043,1.6717,3.6715,2.8062,1.7396,4.7774,2.3988,5.2544,9.2517,1.8441,10.7,2.8138,2.6112,,,
2014/5/16,2.1692,4.35,5.0814,2.1657,3.0687,8.3491,2.6222,7.9676,1.6717,3.6519,2.837,1.7396,4.7275,2.426,5.2917,9.281,1.8535,10.7,2.8335,2.6112,,,
2014/5/19,2.154,4.36,5.0714,2.156,3.1202,8.8512,2.6222,7.7598,1.663,3.6126,2.8062,1.7088,4.7076,2.4079,5.357,9.4667,1.8346,10.7,2.8532,2.6112,,,
2014/5/20,2.159,4.42,5.0714,2.1657,3.1296,9.0112,2.6123,7.814,1.663,3.6519,2.7985,1.7088,4.7574,2.417,5.3384,9.5644,1.8346,10.7,2.8434,2.6112,,,
2014/5/21,2.1692,4.46,5.0913,2.1754,3.0874,9.0378,2.6074,8.1302,1.6674,3.6421,2.8062,1.7165,5.0965,2.4533,5.4037,9.5741,1.8441,10.7,2.8335,2.6112,,,
2014/5/22,2.1692,4.35,5.1013,2.156,2.9734,8.5757,2.5851,8.0489,1.6674,3.6617,2.7755,1.7088,4.9469,2.4442,5.3197,9.3104,1.8346,10.7,2.8237,2.6112,,,
2014/5/23,2.1794,4.35,5.1013,2.1657,2.9639,8.8556,2.5999,8.1844,1.6717,3.6323,2.8216,1.7165,5.0167,2.4442,5.329,9.2322,1.8441,10.7,2.8434,2.6112,,,
2014/5/26,2.1896,4.41,5.1313,2.1463,3.0019,9.06,2.6148,8.3108,1.676,3.6225,2.8293,1.7242,5.0467,2.4624,5.413,9.2224,1.8441,10.7,2.8729,2.6112,,,
2014/5/27,2.1845,4.42,5.0614,2.1463,3.0019,9.3666,2.5975,8.1031,1.676,3.6323,2.7678,1.7242,5.0866,2.4442,5.4037,9.1834,1.8346,10.7,2.8532,2.6112,,,
2014/5/28,2.1947,4.37,5.0913,2.1657,3.0019,9.3711,2.6172,8.1663,1.676,3.6617,2.737,1.7319,5.0666,2.4533,5.497,9.2615,1.8441,10.7,2.8532,2.6112,,,
2014/5/29,2.1794,4.36,5.0514,2.1365,2.9354,8.4335,2.5752,8.0218,1.6717,3.6519,2.7063,1.7242,5.0068,2.426,5.469,9.0563,1.8251,10.17,2.8138,2.6112,,,
2014/5/30,2.1743,4.35,5.0414,2.1268,2.9354,8.3757,2.5752,8.0037,1.637,3.593,2.7216,1.7242,5.0167,2.4351,5.5904,9.115,1.8346,9.66,2.8138,2.6112,,,
2014/6/3,2.1743,4.4,5.0614,2.1171,2.9449,8.3091,2.6049,7.9314,1.6413,3.5734,2.8062,1.7088,5.1364,2.426,5.5344,8.9,1.8251,9.31,2.8237,2.6112,,,
2014/6/4,2.154,4.44,5.0714,2.0977,2.9354,8.1447,2.595,7.7598,1.6326,3.5047,2.737,1.6934,5.1264,2.4079,5.4224,8.7046,1.8157,9.34,2.8434,2.6112,,,
2014/6/5,2.1692,4.52,5.0714,2.1074,2.9449,8.4913,2.6239,7.9043,1.637,3.485,2.7524,1.7011,5.1264,2.417,5.4504,8.773,1.8157,9.34,2.8532,2.6112,,,
2014/6/6,2.159,4.57,5.0414,2.1754,2.9069,8.2202,2.6046,7.9134,1.637,3.485,2.7063,1.6857,5.1663,2.3988,5.4317,9.4764,1.8157,9.28,2.8434,2.6112,,,
2014/6/9,2.1438,4.6,5.0115,2.1463,2.8594,8.318,2.5629,8.0308,1.6283,3.5047,2.7216,1.678,5.0965,2.3988,5.3757,9.9942,1.8251,9.21,2.8335,2.6112,,,
2014/6/10,2.1641,4.56,5.0714,2.1948,2.8594,7.9136,2.5854,8.2566,1.6456,3.5243,2.737,1.7011,5.0866,2.426,5.4317,10.0235,1.8251,9.32,2.8434,2.6112,,,
2014/6/11,2.159,4.54,5.0614,2.2628,2.8214,7.7715,2.5821,8.2747,1.637,3.5341,2.7216,1.6934,5.0566,2.417,5.4504,9.9454,1.8346,9.31,2.8434,2.6112,,,
2014/6/12,2.1489,4.53,5.0414,2.224,2.7929,7.727,2.5597,8.3289,1.6413,3.5341,2.7216,1.6857,5.0766,2.4079,5.4317,9.9454,1.8251,9.28,2.8729,2.6112,,,
2014/6/13,2.1641,4.59,5.1113,2.4473,2.8499,7.6426,2.5789,8.3108,1.65,3.5341,2.7293,1.7165,5.2461,2.426,5.4877,9.9454,1.8535,9.37,2.8926,2.6112,,,
2014/6/16,2.1743,4.58,5.1113,2.6901,2.8499,7.6915,2.5918,8.5457,1.65,3.5537,2.7447,1.7165,5.1863,2.4442,5.5157,9.9454,1.8441,9.39,2.8926,2.6112,,,
2014/6/17,2.1692,4.62,5.0514,2.8261,2.8119,7.607,2.5757,8.4102,1.6543,3.5537,2.7678,1.7165,5.1264,2.426,5.469,9.9454,1.8346,9.38,2.863,2.6112,,,
2014/6/18,2.154,4.59,5.0215,3.1077,2.9164,7.2827,2.5404,8.2747,1.6456,3.5439,2.8523,1.7319,5.1165,2.4079,5.4224,9.9454,1.8346,9.24,2.863,2.6112,,,
2014/6/19,2.1132,4.36,4.8418,2.9815,2.8309,6.9228,2.4794,8.0489,1.6413,3.5047,2.7139,1.6934,4.9569,2.3443,5.3197,10.131,1.8157,9.02,2.8038,2.6112,,,
2014/6/20,2.1234,4.41,4.8118,3.1271,2.8594,7.2427,2.4954,8.365,1.6543,3.5341,2.737,1.7011,4.8771,2.3806,5.3477,9.8868,1.8251,8.96,2.8235,2.6112,,,
2014/6/23,2.1285,4.39,4.8118,3.2922,2.8499,7.1716,2.4986,8.4373,1.65,3.5439,2.7216,1.7011,4.8871,2.3806,5.4784,9.877,1.8157,9.13,2.8136,2.6112,,,
2014/6/24,2.1336,4.5,4.8418,3.5447,2.8214,7.3005,2.5147,8.7715,1.65,3.5243,2.7216,1.7088,4.8971,2.3988,5.497,9.877,1.8251,9.22,2.8235,2.6112,,,
2014/6/25,2.1438,4.53,4.722,3.7292,2.8024,7.136,2.5083,8.7896,1.6456,3.5047,2.7063,1.7242,4.8771,2.3897,5.5344,9.7891,1.8251,9.37,2.8235,2.6112,,,
2014/6/26,2.1641,4.69,4.7919,4.0983,2.8309,7.2605,2.534,8.7806,1.6587,3.5341,2.7293,1.7319,4.9868,2.4079,5.6277,9.7402,1.8346,9.4,2.863,2.6112,,,
2014/6/27,2.1947,4.69,4.9216,4.5062,2.9924,7.4871,2.6046,8.7354,1.6587,3.5537,2.7601,1.9089,5.0467,2.5078,5.6744,10.1115,1.8819,9.5,2.9716,2.6112,,,
2014/6/30,2.2201,4.69,4.9216,4.3993,2.9924,7.3804,2.5854,9.1509,1.676,3.5537,2.7678,2.1014,5.1065,2.4897,5.6837,9.9747,1.9008,9.45,2.9716,2.5577,,,
2014/7/1,2.2252,4.69,4.9616,4.7878,3.0114,7.1316,2.6111,9.0516,1.676,3.5734,2.7908,2.3092,5.1564,2.5078,5.693,9.9551,1.9103,9.47,3.0111,2.5236,,,
2014/7/2,2.2303,4.69,4.9216,4.3119,3.1919,7.2205,2.6175,8.9883,1.6847,3.5636,2.7985,2.3092,5.1564,2.5533,5.7303,10.0138,1.9008,9.55,3.0308,2.5042,,,
2014/7/3,2.2252,4.69,5.0015,3.9915,3.1254,7.5048,2.6207,9.178,1.6804,3.5636,2.86,2.1784,5.1564,2.5442,5.6557,10.1212,1.9103,9.97,3.0111,2.4993,,,
2014/7/4,2.2198,4.69,5.0115,3.9915,3.1349,7.3138,2.6078,8.9612,1.6852,3.6126,2.8216,2.086,5.2661,2.5078,5.6744,10.3752,1.9103,9.85,2.9815,2.4896,,,
2014/7/7,2.2143,4.69,4.9815,3.9526,3.0684,7.2916,2.6078,8.9974,1.69,3.6126,2.8062,2.0629,5.2761,2.4897,5.6557,10.1994,1.9008,9.69,2.9617,2.5479,,,
2014/7/8,2.2143,4.69,5.0514,3.9041,3.0874,7.3316,2.6078,8.9883,1.7045,3.6126,2.8062,2.0475,5.4456,2.4897,5.7397,10.1896,1.8912,10.1,2.9716,2.6209,,,
2014/7/9,2.1979,4.69,4.9216,3.7487,3.0114,7.1405,2.5757,8.6722,1.7141,3.6323,2.7678,1.9705,5.3259,2.4806,5.6184,10.0919,1.853,9.9,3.0407,2.5528,,,
2014/7/10,2.187,4.69,4.9616,3.8069,3.0114,6.9094,2.5854,8.6722,1.7237,3.6519,2.7601,1.9859,5.4855,2.4897,5.6277,10.1115,1.8626,9.92,3.0111,2.5625,,,
2014/7/11,2.2088,4.69,5.0015,3.7875,3.0399,6.9494,2.6239,8.8528,1.7333,3.6519,2.7908,1.9705,5.5653,2.5351,5.7303,10.1212,1.8721,9.93,3.021,2.6744,,,
2014/7/14,2.2307,4.69,5.1512,3.7098,3.0874,6.8961,2.6624,9.0606,1.743,3.7108,2.8523,1.9859,5.6949,2.5442,5.8237,10.1017,1.8912,9.94,3.0703,2.6598,,,
2014/7/15,2.2744,4.69,5.2211,3.4962,3.0874,6.6784,2.6496,8.9612,1.7478,3.7403,2.8754,2.0013,5.7348,2.5991,5.8237,10.4241,1.9103,10,3.2678,2.7084,,,
