ÈÕÆÚ,000026.SZ,000587.SZ,000663.SZ,000910.SZ,002084.SZ,002240.SZ,002301.SZ,002345.SZ,002348.SZ,002356.SZ,002489.SZ,002571.SZ,002572.SZ,002574.SZ,002575.SZ,002605.SZ,002615.SZ,002631.SZ,002678.SZ,002721.SZ,002731.SZ,002740.SZ,002790.SZ,002798.SZ,002853.SZ,002862.SZ,002867.SZ,002899.SZ,200026.SZ,200168.SZ,300329.SZ,300616.SZ,300640.SZ,300651.SZ,300703.SZ,300729.SZ,300749.SZ,600086.SH,600135.SH,600337.SH,600439.SH,600539.SH,600612.SH,600735.SH,600891.SH,600978.SH,601996.SH,603008.SH,603021.SH,603059.SH,603180.SH,603208.SH,603226.SH,603268.SH,603313.SH,603326.SH,603385.SH,603389.SH,603398.SH,603600.SH,603661.SH,603709.SH,603801.SH,603816.SH,603818.SH,603833.SH,603838.SH,603848.SH,603898.SH,603899.SH,603992.SH,900905.SH
2014/1/2,6.8894,6.1671,11.53,4.9177,4.6455,15.79,5.2,5.4386,3.237,4.1835,2.043,10.68,9.7821,8.6689,4.6104,9.9335,4.5688,4.0595,5.2227,,,,,,,,,,5.6389,3.13,5.1676,,,,,,,5.8105,7.925,2.2472,3.912,5.79,20.7059,4.9113,5.9592,5.0466,3.4163,10.077,,,,,,,,,,,,,,,,,,,,,,,,1.8709
2014/1/3,6.8894,6.1671,11.15,4.8502,4.6742,17.37,5.2193,5.496,3.3649,4.1835,2.1738,10.85,9.5881,9.0114,4.714,9.7054,4.5261,3.8778,5.1931,,,,,,,,,,5.6303,3.1,5.1895,,,,,,,5.724,7.8364,2.1834,3.834,5.71,20.7925,4.7931,5.969,5.0293,3.3411,9.9021,,,,,,,,,,,,,,,,,,,,,,,,1.8609
2014/1/6,6.7431,6.1671,10.63,4.7152,4.6169,17.78,5.1293,5.3477,3.2173,4.1835,2.1441,10.6,9.223,9.0729,4.4842,9.4531,4.1962,3.6347,5.0897,,,,,,,,,,5.4926,3.01,4.9158,,,,,,,5.8871,7.4919,2.0857,3.6938,5.59,20.1262,4.5961,5.832,4.8306,3.1578,9.2413,,,,,,,,,,,,,,,,,,,,,,,,1.8249
2014/1/7,6.7248,6.1671,10.71,4.6863,4.6838,17.7,5.1165,5.2138,3.2223,4.1835,2.1995,10.67,9.0105,9.4374,4.4932,9.4142,4.2451,3.6543,5.0454,,,,,,,,,,5.4926,3.04,4.987,,,,,,,5.8604,7.5214,2.1044,3.6236,5.56,19.7368,4.629,5.5776,4.7701,3.1719,9.3288,,,,,,,,,,,,,,,,,,,,,,,,1.831
2014/1/8,6.7888,6.1671,10.65,4.6863,4.722,18.03,5.1807,5.2807,3.237,4.1835,2.1976,11.2,9.0474,9.4505,4.4977,9.5161,4.3774,3.5487,5.1341,,,,,,,,,,5.5701,2.96,5.0964,,,,,,,5.7639,7.2753,2.0819,3.6158,5.38,19.5378,4.6093,5.5873,5.0639,3.1296,9.3191,,,,,,,,,,,,,,,,,,,,,,,,1.864
2014/1/9,6.6699,6.1671,10.69,4.6766,4.5786,16.43,5.155,5.1133,3.2714,4.1835,2.1381,11.06,9.0567,9.3979,4.6645,9.6569,4.296,3.6494,5.2818,,,,,,,,,,5.4409,2.97,5.0527,,,,,,,5.7673,7.0489,2.0218,3.3665,5.13,19.46,4.5764,5.4993,5.0207,3.1061,9.251,,,,,,,,,,,,,,,,,,,,,,,,1.8725
2014/1/10,6.313,6.1671,10.84,4.5031,4.4161,17.5,4.9686,5.0942,3.1632,4.1835,2.1183,11.42,8.8072,9.1739,4.7861,9.2201,4.1128,3.8532,5.1931,,,,,,,,,,5.3807,2.95,4.872,,,,,,,5.897,7.0784,2.1683,3.2418,5.09,18.8889,4.3926,5.3525,4.9948,3.0122,8.6486,,,,,,,,,,,,,,,,,,,,,,,,1.8548
2014/1/13,6.1758,6.1671,10.82,4.6574,4.4161,16.98,4.8015,5.1085,3.1878,4.6013,2.0747,11.72,8.6824,9.209,5.0475,9.2104,4.072,3.6961,5.267,,,,,,,,,,5.3204,2.89,4.8994,,,,,,,5.7939,7.3737,2.1834,3.2807,5.05,18.6726,4.3729,5.3819,4.8479,3.0357,8.8915,,,,,,,,,,,,,,,,,,,,,,,,1.8425
2014/1/14,6.3405,6.1671,11.23,4.6863,4.5022,16.8,4.9815,5.1181,3.1977,5.0612,2.1738,11.79,9.126,9.657,5.034,9.4531,4.1799,3.8066,5.4148,,,,,,,,,,5.4668,2.9,5.0746,,,,,,,5.8505,7.4131,2.2548,3.4366,5.12,18.8889,4.4451,5.4699,4.9083,3.1061,9.0275,,,,,,,,,,,,,,,,,,,,,,,,1.8418
2014/1/15,6.313,6.1671,11.34,4.6477,4.6455,18.05,4.9622,5.1325,3.2665,5.1245,2.1797,11.62,9.0798,9.657,4.9844,9.7976,4.3062,3.782,5.4443,,,,,,,,,,5.4754,2.88,5.1402,,,,,,,5.7473,7.3344,2.2999,3.382,5.13,19.2523,4.4845,5.4112,4.8738,3.1531,8.8332,,,,,,,,,,,,,,,,,,,,,,,,1.8341
2014/1/16,6.3313,6.1671,11.12,4.6766,4.7029,17.79,4.9301,5.2377,3.2223,4.975,2.1322,11.41,8.7794,10.039,4.8853,9.9044,4.2512,3.9073,5.3631,,,,,,,,,,5.4668,2.93,5.0691,,,,,,,5.694,7.2556,2.2698,3.3041,5.16,19.5378,4.6093,5.4504,5.0034,3.1249,8.7749,,,,,,,,,,,,,,,,,,,,,,,,1.8395
2014/1/17,6.1575,6.1671,10.8,4.6284,4.7507,18.44,4.9493,5.2233,3.296,5.0018,2.2392,11.3,8.8164,10.4518,5.0205,9.7636,4.239,3.8262,5.2744,,,,,,,,,,5.4151,2.9,5.1512,,,,,,,5.6874,7.0981,2.236,3.2807,5.06,20.1435,4.5436,5.3329,5.0293,3.0497,8.8721,,,,,,,,,,,,,,,,,,,,,,,,1.8602
2014/1/20,6.0294,6.1671,10.76,4.532,4.636,18.36,4.9301,5.3142,3.419,4.7642,2.3145,10.97,8.724,10.4738,5.0746,10.1421,4.011,3.8287,5.3631,,,,,,,,,,5.3462,2.89,5.08,,,,,,,5.6841,7.1768,2.2247,3.2418,5.02,20.9309,4.5502,5.3134,5.0985,3.0826,8.6097,,,,,,,,,,,,,,,,,,,,,,,,1.8786
2014/1/21,6.1209,6.1671,10.7,4.532,4.7794,18.09,5.3543,5.209,3.5174,4.8677,2.3402,11.32,8.7009,10.443,5.2864,11.1563,4.0659,3.8189,5.4443,,,,,,,,,,5.3634,2.93,5.2771,,,,,,,5.7074,7.167,2.2961,3.2963,5.13,20.7665,4.6093,5.3623,5.0985,3.1343,8.7457,,,,,,,,,,,,,,,,,,,,,,,,1.8748
2014/1/22,6.3039,6.1671,11.09,4.667,4.8367,18.12,5.4121,5.3286,3.5223,4.8274,2.3838,11.58,8.7378,10.6626,5.2593,12.2725,4.1718,4.0546,5.5256,,,,,,,,,,5.4581,2.96,5.3154,,,,,,,5.7906,7.3639,2.3224,3.4132,5.22,21.0434,4.734,5.5384,5.1849,3.2142,9.3579,,,,,,,,,,,,,,,,,,,,,,,,1.8786
2014/1/23,6.2307,6.1671,11.17,4.6766,4.8272,19.93,5.3993,5.3334,3.5814,4.9367,2.4789,11.87,8.7841,10.9744,5.363,12.8354,4.2736,4.0571,5.7841,,,,,,,,,,5.4409,2.95,5.7315,,,,,,,5.7007,7.4427,2.3074,3.4366,5.32,22.1077,4.6749,5.4895,5.1676,3.2236,9.1927,,,,,,,,,,,,,,,,,,,,,,,,1.887
2014/1/24,6.3313,6.1671,11.26,4.7345,4.8845,19.93,5.4121,5.4242,3.5715,4.8964,2.6236,11.75,8.8996,10.7373,5.2458,12.4278,4.2736,4.0915,5.725,,,,,,,,,,5.4495,2.95,5.5727,,,,,,,6.0701,7.5116,2.3299,3.4366,5.35,22.35,4.7143,5.558,5.2454,3.2659,9.562,,,,,,,,,,,,,,,,,,,,,,,,1.9039
2014/1/27,6.249,6.1671,11.23,4.7152,4.7985,21.92,5.4314,5.4195,3.483,5.0478,2.5364,11.96,8.5253,10.7153,5.0205,12.0687,4.3428,4.0473,5.7398,4.9907,,,,,,,,,5.4065,2.89,5.5618,,,,,,,5.9237,7.3934,2.2961,3.3587,5.33,22.1423,4.6684,5.5678,5.2194,3.2565,9.5912,,,,,,,,,,,,,,,,,,,,,,,,1.8801
2014/1/28,6.1483,6.1671,10.86,4.7152,4.7985,20.35,5.4636,5.3955,3.5371,4.8926,2.5899,11.8,8.7425,10.3903,5.061,12.2579,4.2369,4.1283,5.7324,5.4898,,,,,,,,,5.3634,2.9,5.4687,,,,,,,5.8438,7.3442,2.2811,3.2729,5.29,22.1509,4.6552,5.5188,5.4355,3.2095,9.3677,,,,,,,,,,,,,,,,,,,,,,,,1.8663
2014/1/29,6.1849,6.1671,10.8,4.7345,4.7985,20.46,5.4636,5.3812,3.6109,4.8983,2.6295,11.76,8.7147,10.7592,5.2638,13.3255,4.3164,4.1357,5.7693,5.7623,,,,,,,,,5.3807,2.9,5.622,,,,,,,5.7573,7.3934,2.3299,3.2885,5.31,21.7875,4.7209,5.5482,5.6342,3.2377,9.2608,,,,,,,,,,,,,,,,,,,,,,,,1.8748
2014/1/30,6.1026,6.1671,10.79,4.6766,4.6742,20.27,5.605,5.4482,3.4977,4.9922,2.5959,11.63,8.4929,10.5001,5.2819,12.4811,4.2349,4.0006,5.725,5.6309,,,,,,,,,5.3807,2.9,5.507,,,,,,,5.6841,7.4033,2.2961,3.3041,5.32,21.6491,4.6946,5.5188,5.6429,3.1813,9.3191,,,,,,,,,,,,,,,,,,,,,,,,1.8786
2014/2/7,6.2032,6.1671,11.15,4.7441,4.8272,20.42,5.7528,5.4434,3.5273,5.4924,2.6177,12.68,8.3081,10.6494,5.4081,12.9276,4.2899,4.1479,5.762,6.0545,,,,,,,,,5.3979,2.9,5.6384,,,,,,,5.6075,7.5017,2.2999,3.3587,5.34,22.3413,4.7537,5.558,5.7984,3.233,9.4843,,,,,,,,,,,,,,,,,,,,,,,,1.8748
2014/2/10,6.3771,6.1671,11.36,5.0045,4.961,20.66,5.8942,5.6586,3.7339,5.9313,2.6216,13.23,8.7009,10.97,5.9489,13.4226,4.6665,4.283,5.9983,6.5667,,,,,,,,,5.4754,2.94,5.8683,,,,,,,5.8005,7.8955,2.4013,3.46,5.4,23.0508,4.8588,5.6852,5.7206,3.3411,9.7466,,,,,,,,,,,,,,,,,,,,,,,,1.9185
2014/2/11,6.3679,6.1671,11.35,4.9273,4.9801,20.05,5.7849,5.5917,3.8273,6.3241,2.475,13.21,8.6824,11.2203,5.9489,13.8642,4.5933,4.5728,6.0501,7.2234,,,,,,,,,5.4926,2.95,5.8355,,,,,,,5.8305,7.8561,2.4389,3.5067,5.37,22.9383,5.0295,5.7341,5.4528,3.3458,10.0673,,,,,,,,,,,,,,,,,,,,,,,,1.9338
2014/2/12,6.432,6.1671,12.49,4.9948,5.0183,19.68,5.9521,5.7639,3.8175,6.2015,2.5186,14.53,8.7517,11.071,6.021,13.4274,4.691,4.6539,6.1165,7.9457,,,,,,,,,5.5356,2.98,6.1037,,,,,,,5.9337,7.9447,2.4464,3.5301,5.33,23.4229,5.0558,5.7635,5.954,3.6089,10.2228,,,,,,,,,,,,,,,,,,,,,,,,1.9776
2014/2/13,6.3862,6.1671,12.11,5.0045,4.961,19.9,5.9135,6.3426,3.6798,6.2858,2.473,14.53,8.6963,11.0183,6.1066,13.903,4.6034,4.5925,6.1978,7.9194,,,,,,,,,5.484,2.96,6.3227,,,,,,,5.9536,7.9349,2.375,3.4911,5.3,23.6738,4.9244,5.7243,5.7725,3.4821,9.873,,,,,,,,,,,,,,,,,,,,,,,,1.9945
2014/2/14,6.5052,6.1671,12.2,5.0623,5.0757,19.34,5.9392,6.3474,3.7437,6.2877,2.5701,13.08,8.8718,11.1545,6.0615,15.2957,4.6727,4.9436,6.4859,8.5203,,,,,,,,,5.5356,2.95,6.8701,,,,,,,5.937,8.2007,2.4013,3.5145,5.37,23.371,5.1017,5.8124,5.7552,3.5338,9.9701,,,,,,,,,,,,,,,,,,,,,,,,1.9722
2014/2/17,6.5692,6.7828,12.34,5.1491,5.2286,19.47,5.8878,6.5292,3.8667,6.4104,2.6692,13.17,9.1399,11.093,6.3229,16.8243,4.7378,4.9707,6.4859,9.374,,,,,,,,,5.5098,2.95,6.9029,,,,,,,6.0468,8.4567,2.4614,3.5924,5.48,24.1324,5.2068,5.9103,5.6602,3.5902,9.8535,,,,,,,,,,,,,,,,,,,,,,,,2.0313
2014/2/18,6.4869,7.4625,12.49,5.1202,5.2764,20.58,6.0228,6.5961,3.8273,6.2551,2.7544,13.2,8.9227,11.0227,6.2418,16.6447,4.638,4.7668,6.3899,9.6169,,,,,,,,,5.4495,2.93,6.6456,,,,,,,5.9636,8.6536,2.484,3.5691,5.46,23.345,5.2527,5.9298,5.6602,3.6136,9.6786,,,,,,,,,,,,,,,,,,,,,,,,2.0344
2014/2/19,6.5235,7.1177,12.55,5.0623,5.3433,20.14,5.8299,6.5435,3.7782,6.1574,2.7306,13.34,8.8164,10.8471,6.1562,16.9456,4.5892,4.7054,6.183,9.2919,,,,,,,,,5.484,2.91,6.4814,,,,,,,6.1034,8.5453,2.4915,3.5535,5.46,23.0076,5.1871,5.969,5.6602,3.6371,9.5814,,,,,,,,,,,,,,,,,,,,,,,,2.0351
2014/2/20,6.5418,7.832,12.2,5.1009,5.1426,21.34,5.6435,6.4766,3.665,5.8086,2.5939,13.08,8.6824,10.8954,6.5573,15.7713,4.4487,4.6858,6.1018,9.3247,,,,,,,,,5.3979,2.89,6.35,,,,,,,6.1233,8.2204,2.5065,3.6782,5.43,23.8815,5.0558,5.8613,5.6602,3.5714,10.5435,,,,,,,,,,,,,,,,,,,,,,,,2.0751
2014/2/21,6.6699,7.2606,12.2,5.0045,5.133,23.47,5.6307,6.5627,3.6945,6.0367,2.5166,13.07,8.6963,10.5309,6.9854,16.174,4.4406,4.703,6.1609,8.9898,,,,,,,,,5.4323,2.89,6.4048,,,,,,,6.0501,8.4567,2.4577,3.6002,5.35,23.2585,5.082,5.7341,5.6602,3.4821,11.4472,,,,,,,,,,,,,,,,,,,,,,,,2.0566
2014/2/24,6.9077,7.1621,12.2,5.0238,5.1713,23.92,6.0549,6.7444,3.8323,6.1651,2.576,13.05,8.6963,10.6714,6.9854,16.4458,4.4752,4.4893,6.1387,9.0522,,,,,,,,,5.5098,2.88,6.465,,,,,,,6.0834,8.4271,2.3262,3.7405,5.24,22.8086,5.082,5.783,5.6602,3.5479,11.7096,,,,,,,,,,,,,,,,,,,,,,,,2.0797
2014/2/25,6.6699,6.97,12.2,4.8213,4.8941,21.53,6.0549,6.9836,3.6798,5.8124,2.4373,13.63,8.4052,10.2762,6.9854,15.0288,4.1229,4.229,5.8432,8.7173,,,,,,,,,5.3893,2.73,5.8464,,,,,,,5.9869,7.994,2.2247,3.5691,5.23,21.2338,4.8391,5.8222,5.6602,3.6465,11.1557,,,,,,,,,,,,,,,,,,,,,,,,2.0021
2014/2/26,6.6333,6.8271,12.2,4.7924,4.9323,23,5.8492,6.9836,3.6699,5.7722,2.4314,14.35,8.1187,10.4606,6.9854,15.4219,4.1209,4.2585,5.9097,8.5466,,,,,,,,,5.4237,2.76,5.7315,,,,,,,6.1466,7.9644,2.1721,3.4834,5.2,22.748,5.1936,5.9103,5.2051,3.7922,11.0585,,,,,,,,,,,,,,,,,,,,,,,,2.0459
2014/2/27,6.4686,6.837,12.2,4.7441,4.8367,23.85,5.9006,6.9836,3.7585,5.6208,2.3898,13.84,7.4764,10.1049,6.9854,15.6499,3.9784,4.2339,6.0427,8.1099,,,,,,,,,5.4151,2.75,5.5344,,,,,,,5.9303,7.8955,2.1834,3.4288,5.2,21.9433,5.2856,5.8026,5.3188,3.6888,10.4269,,,,,,,,,,,,,,,,,,,,,,,,1.996
2014/2/28,6.5692,6.5759,12.2,4.7924,4.961,23.5,5.6885,6.9836,3.788,5.8067,2.4215,14.18,7.4764,10.2059,6.9854,15.4461,4.0171,4.2879,6.2864,8.9209,,,,,,,,,5.4323,2.76,5.6986,,,,,,,5.9403,7.994,2.2059,3.4756,5.15,21.5366,5.279,5.8222,5.4895,3.623,10.4949,,,,,,,,,,,,,,,,,,,,,,,,2.0044
2014/3/3,6.679,6.4626,12.2,4.8406,5.1044,22.96,5.6821,6.9836,3.911,6.0463,2.4453,14.25,7.578,10.4913,6.9854,15.4704,4.0741,4.3763,6.9143,9.8139,,,,,,,,,5.5098,2.77,5.8847,,,,,,,5.7107,8.3287,2.2435,3.5223,5.21,22.9037,5.3906,5.8711,5.4895,3.8251,10.9613,,,,,,,,,,,,,,,,,,,,,,,,2.0259
2014/3/4,6.6333,6.502,12.2,4.8406,5.1044,23.66,5.7142,6.9836,4.0241,6.0692,2.4017,13.82,7.5364,10.3991,6.9854,17.0184,3.9906,4.3935,6.9143,9.6498,,,,,,,,,5.5012,2.84,5.7588,,,,,,,5.7539,8.2992,2.2059,3.5223,5.26,23.6738,5.4235,5.9885,5.3473,3.7405,10.8447,,,,,,,,,,,,,,,,,,,,,,,,2.0236
2014/3/5,6.6333,6.6202,12.2,4.8406,5.0661,23.87,5.5985,6.6248,3.9257,5.9983,2.3283,13.52,7.5041,10.2278,6.9854,17.0572,4.1087,4.2658,6.7814,9.3149,,,,,,,,,5.5528,2.85,5.8464,,,,,,,5.694,8.2401,2.2059,3.3743,5.25,22.3327,5.2593,5.9494,5.4516,3.6653,10.8058,,,,,,,,,,,,,,,,,,,,,,,,1.9983
2014/3/6,6.5692,6.5365,12.2,4.8502,5.133,22.8,5.47,6.5531,3.8765,6.1133,2.4393,14.7,7.6011,10.1444,6.9854,17.1203,4.1107,4.4942,7.0252,10.2441,,,,,,,,,5.5787,2.86,5.9066,,,,,,,5.6741,8.0826,2.1834,3.3587,5.23,22.4884,5.2593,5.8809,5.4516,3.5995,10.9224,,,,,,,,,,,,,,,,,,,,,,,,1.9891
2014/3/7,6.4869,6.5414,12.2,4.8309,5.0948,22.8,5.7721,6.5005,3.8864,5.8163,2.4354,14.6,7.6381,10.0785,6.9854,18.3286,4.0741,4.4942,6.7075,9.3904,,,,,,,,,5.5528,2.85,5.7315,,,,,,,5.6741,8.4271,2.2773,3.2807,5.28,22.7566,5.3841,5.832,5.4042,3.562,10.6892,,,,,,,,,,,,,,,,,,,,,,,,1.9914
2014/3/10,6.0935,6.2804,12.2,4.7441,4.8558,20.59,5.5664,6.223,3.6158,5.7128,2.3184,14.77,7.5226,9.9468,6.9854,16.6739,3.9417,4.2216,6.2864,8.7994,,,,,,,,,5.5528,2.78,5.4413,,,,,,,5.5276,8.3681,2.2134,3.1561,5.27,21.7183,5.4103,5.5482,5.0913,3.3176,10.3783,,,,,,,,,,,,,,,,,,,,,,,,1.9561
2014/3/11,6.1118,6.305,12.2,4.7345,4.8845,20.49,5.3479,6.0269,3.5765,5.7281,2.3244,15.05,7.5411,9.7711,6.9854,16.5428,3.8908,4.0522,6.1978,9.1211,,,,,,,,,5.5012,2.78,5.4468,,,,,,,5.4245,8.2992,2.1796,3.1872,5.29,21.7443,5.6467,5.5678,5.0249,3.2753,10.456,,,,,,,,,,,,,,,,,,,,,,,,1.9538
2014/3/12,6.1209,6.2607,12.2,4.7731,4.961,20.05,5.1872,6.1609,3.606,5.73,2.3125,15.05,7.4671,9.7887,6.9854,14.8881,3.8033,4.0718,6.4194,8.6615,,,,,,,,,5.5012,2.78,5.4906,,,,,,,5.4245,8.9686,2.2435,3.1872,5.26,21.7616,5.5548,5.5091,4.8069,3.2612,10.2422,,,,,,,,,,,,,,,,,,,,,,,,1.9469
2014/3/13,6.1941,6.2114,12.2,4.8502,4.9323,21.3,5.2257,6.1609,3.5961,5.6936,2.3264,15.05,7.3701,9.7931,6.9854,15.3491,3.8399,4.1209,6.3308,8.5334,,,,,,,,,5.5184,2.78,5.5289,,,,,,,5.541,8.9489,2.2247,3.2184,5.4,21.8827,5.6927,5.5091,4.8069,3.2565,10.5435,,,,,,,,,,,,,,,,,,,,,,,,1.9546
2014/3/14,6.2856,6.2163,12.2,4.8502,5.0279,21.25,5.3029,6.2278,3.5519,5.6802,2.2392,15.05,7.1668,9.7711,6.9854,15.9023,3.8338,4.1136,6.3529,8.5531,,,,,,,,,5.5012,2.78,5.5618,,,,,,,5.4677,9.4707,2.1909,3.3041,5.4,21.4847,5.8831,5.5678,4.7974,3.3176,10.5435,,,,,,,,,,,,,,,,,,,,,,,,1.9408
2014/3/17,6.3405,6.305,12.2,4.8984,5.133,21.29,5.3157,6.3378,3.6699,5.7722,2.3343,15.05,7.2915,9.9907,6.9854,16.6642,3.9295,4.2585,6.4342,8.6024,,,,,,,,,5.5184,2.82,5.7971,,,,,,,5.6608,10.0023,2.2134,3.3431,5.57,21.7875,5.8305,5.6069,4.8543,3.3505,10.8933,,,,,,,,,,,,,,,,,,,,,,,,1.9423
2014/3/18,6.2673,6.3493,12.2,4.8984,5.0948,21.4,5.3093,6.5053,3.6109,5.8182,2.4175,15.05,7.176,10.4518,6.9854,16.5477,4.0008,4.2732,6.6706,8.6549,,,,,,,,,5.5528,2.82,5.7971,,,,,,,5.6408,9.7857,2.2322,3.3197,5.55,21.3636,5.7714,5.6754,5.0818,3.3364,10.2811,,,,,,,,,,,,,,,,,,,,,,,,1.9492
2014/3/19,6.2673,6.7779,12.2,4.9659,5.2382,20.5,5.2579,6.4096,3.6994,5.7013,2.4056,15.05,7.0929,10.2015,6.9854,16.7564,3.9763,4.2364,6.8996,8.3364,,,,,,,,,5.5615,2.81,5.8847,,,,,,,5.5243,10.7603,2.2097,3.3041,5.83,20.5848,5.9159,5.695,5.0723,3.3129,10.0382,,,,,,,,,,,,,,,,,,,,,,,,1.9085
2014/3/20,6.1941,6.6892,12.2,4.8502,5.0853,20.02,5.1036,6.1609,3.5765,5.479,2.3541,15.05,6.9727,10.1532,6.9854,15.9168,3.9662,4.0841,6.5376,7.9424,,,,,,,,,5.5442,2.8,5.6165,,,,,,,5.4578,10.5536,2.2097,3.2106,5.76,19.9878,5.6204,5.7048,5.0818,3.1954,10.1062,,,,,,,,,,,,,,,,,,,,,,,,1.8648
2014/3/21,6.3222,6.7631,12.2,4.9756,5.1713,20.56,5.1679,6.2183,3.6601,5.3104,2.4373,15.05,7.2361,10.1708,6.9854,16.9747,4.0089,4.1504,6.6484,8.1,,,,,,,,,5.5873,2.87,5.7369,,,,,,,5.6108,9.9826,2.2548,3.2885,5.9,20.256,5.6204,5.9005,5.1861,3.2659,10.2034,,,,,,,,,,,,,,,,,,,,,,,,1.8794
2014/3/24,6.3588,6.7631,12.2,4.9852,5.2286,20.22,5.1486,6.2278,3.665,5.4426,2.5424,15.05,7.4487,10.5836,6.9854,16.2032,4.072,4.1676,6.4933,7.532,,,,,,,,,5.6217,2.89,5.819,,,,,,,5.5909,10.2878,2.2811,3.3431,6.2,20.0137,5.7255,5.8711,5.1292,3.3082,10.077,,,,,,,,,,,,,,,,,,,,,,,,1.8786
2014/3/25,6.3771,6.7631,12.2,4.9659,5.2382,20.28,5.1422,6.1848,3.6552,5.5576,2.5126,15.05,7.6705,10.3859,6.9854,15.912,4.0578,4.2781,6.641,7.4762,,,,,,,,,5.5098,2.9,5.8957,,,,,,,5.5942,9.766,2.36,3.3275,6.2,20.5415,5.6467,5.832,5.0818,3.3035,10.0187,,,,,,,,,,,,,,,,,,,,,,,,1.9177
2014/3/26,6.3588,6.7631,12.2,4.9659,5.3816,20.64,5.155,6.1704,3.5961,5.548,2.4968,15.05,7.6011,10.364,6.9854,16.009,4.0496,4.3346,6.6336,7.4335,,,,,,,,,5.3807,2.89,5.8902,,,,,,,5.6208,9.6282,2.345,3.3197,6.19,20.5762,5.6598,5.8124,5.0154,3.3317,10.2228,,,,,,,,,,,,,,,,,,,,,,,,1.9507
2014/3/27,6.4045,6.7631,12.2,4.9563,5.2095,20.1,5.0843,5.9456,3.4436,5.5039,2.4988,15.05,7.4533,10.0127,6.9854,14.791,3.7076,4.2535,6.7666,6.9279,,,,,,,,,5.3376,2.92,5.8409,,,,,,,5.7107,9.579,2.2811,3.2652,6.03,20.7579,5.3841,5.6558,5.1387,3.2424,10.3491,,,,,,,,,,,,,,,,,,,,,,,,1.9569
2014/3/28,6.2947,6.7631,12.2,4.8309,4.9801,18.1,4.9429,6.3857,3.3059,5.5614,2.4036,15.05,7.2546,9.9161,6.9854,13.3109,3.6037,4.1332,6.8553,7.1413,,,,,,,,,5.3462,2.92,5.518,,,,,,,5.7373,9.2344,2.3036,3.2418,6.03,21.104,5.1017,5.6069,4.8163,3.2048,10.0187,,,,,,,,,,,,,,,,,,,,,,,,1.9546
2014/3/31,6.2764,6.7631,12.2,4.8502,5.0183,17.45,4.9622,6.467,3.3354,5.4407,2.4136,15.05,7.518,9.9995,6.9854,13.1751,3.6139,4.1455,6.4859,6.524,,,,,,,,,5.3204,2.91,5.2552,,,,,,,5.8771,8.8603,2.3675,3.2574,6.04,20.7319,5.1805,5.6265,4.7784,3.2048,10.0284,,,,,,,,,,,,,,,,,,,,,,,,1.9569
2014/4/1,6.3496,6.0932,12.2,5.0238,5.1139,18.2,5.0072,6.3857,3.3748,5.4905,2.5741,15.05,7.6658,10.2103,6.9854,13.3206,3.7055,4.2658,6.4711,6.6422,,,,,,,,,5.3721,2.91,5.3647,,,,,,,5.8737,9.0375,2.4276,3.3197,6.03,20.853,5.2396,5.9005,4.8732,3.2941,10.1742,,,,,,,,,,,,,,,,,,,,,,,,1.9592
2014/4/2,6.4137,5.9454,12.2,5.0045,5.047,18.17,4.975,6.3857,3.3502,5.5097,2.576,15.05,7.6381,10.0083,6.9854,13.0829,3.732,4.3714,6.2347,7.0986,,,,,,,,,5.3548,2.9,5.3154,,,,,,,5.7806,9.0277,2.3788,3.3275,6.01,20.8271,5.2856,5.8222,4.8163,3.2894,9.8438,,,,,,,,,,,,,,,,,,,,,,,,1.9315
2014/4/3,6.3862,6.1572,12.2,5.0238,5.047,18.33,5.0393,6.5435,3.3698,5.6112,2.5622,15.05,7.4163,10.0917,6.9854,14.068,3.7015,4.3174,6.2791,7.1807,,,,,,,,,5.3376,2.9,5.3264,,,,,,,5.7706,8.7717,2.39,3.2963,6.06,20.1349,5.3053,5.8026,4.8258,3.2988,9.8341,,,,,,,,,,,,,,,,,,,,,,,,1.9269
2014/4/4,6.4503,6.2459,12.2,5.1009,5.0948,18.82,5.1486,6.7731,3.3944,5.5576,2.6335,15.05,7.4949,10.0478,6.9854,13.9078,3.7483,4.4009,6.4194,6.9673,,,,,,,,,5.3462,2.91,5.8574,,,,,,,5.7972,9.0867,2.3675,3.3275,6.14,20.5242,5.3315,5.7733,5.006,3.3176,10.0867,,,,,,,,,,,,,,,,,,,,,,,,1.9292
2014/4/8,6.5052,6.2508,12.2,5.1106,5.2095,18.85,5.1486,6.8114,3.4141,5.5365,2.4948,15.05,7.4718,9.9775,6.9854,13.5439,3.7605,4.3739,6.3677,7.2037,,,,,,,,,5.3548,2.92,5.8574,,,,,,,5.8305,9.0375,2.3337,3.3898,6.14,20.5935,5.3381,5.8515,5.0629,3.4539,10.0187,,,,,,,,,,,,,,,,,,,,,,,,1.9331
2014/4/9,6.5601,6.2951,12.2,5.0623,5.2191,20.74,5.1936,6.8401,3.4584,5.5001,2.5166,15.05,7.7398,10.3552,6.9854,13.8981,3.7829,4.45,6.4342,7.3843,,,,,,,,,5.3807,2.93,5.8574,,,,,,,5.8837,9.0178,2.3412,3.4054,6.25,20.3598,5.4825,5.8418,5.0344,3.4539,10.388,,,,,,,,,,,,,,,,,,,,,,,,1.9431
