ÈÕÆÚ,000026.SZ,000587.SZ,000663.SZ,000910.SZ,002084.SZ,002240.SZ,002301.SZ,002345.SZ,002348.SZ,002356.SZ,002489.SZ,002571.SZ,002572.SZ,002574.SZ,002575.SZ,002605.SZ,002615.SZ,002631.SZ,002678.SZ,002721.SZ,002731.SZ,002740.SZ,002790.SZ,002798.SZ,002853.SZ,002862.SZ,002867.SZ,002899.SZ,200026.SZ,200168.SZ,300329.SZ,300616.SZ,300640.SZ,300651.SZ,300703.SZ,300729.SZ,300749.SZ,600086.SH,600135.SH,600337.SH,600439.SH,600539.SH,600612.SH,600735.SH,600891.SH,600978.SH,601996.SH,603008.SH,603021.SH,603059.SH,603180.SH,603208.SH,603226.SH,603268.SH,603313.SH,603326.SH,603385.SH,603389.SH,603398.SH,603600.SH,603661.SH,603709.SH,603801.SH,603816.SH,603818.SH,603833.SH,603838.SH,603848.SH,603898.SH,603899.SH,603992.SH,900905.SH
2015/5/27,23.0416,15.1314,25,23.3647,21.1149,21.31,17.3202,19.0193,10.4401,20.3752,11.8605,18.46,20.5186,18.6741,17.49,26.852,11.6539,29.5889,16.4236,25.6254,31.4768,24.0579,,,,,,,12.1249,4.1,24.2949,,,,,,,10.9821,24.9506,7.5944,7.7495,14.41,51.3294,24.4788,13.8005,18.6028,6.7917,25.4621,38.9975,,,,,42.9092,,,,,,35.1997,,,,,36.3273,,,,38.0428,29.4046,,4.8695
2015/5/28,21.0428,15.8993,22.68,21.037,19.0005,19.7,18.2288,19.0193,10.4898,20.3752,10.9213,18.46,18.5762,16.8213,15.74,24.7205,11.788,26.632,14.7999,23.1306,30.0606,24.0842,,,,,,,10.9651,4.1,21.8704,,,,,,,10.9821,25.4741,6.8342,7.1772,14.74,48.6321,23.7203,13.1316,16.8959,6.7965,22.9297,35.0993,,,,,39.037,,,,,,32.4465,,,,,32.6936,,,,36.0738,26.624,,4.6393
2015/5/29,21.2186,17.4402,22.17,20.365,18.9038,19.74,20.0523,19.0193,11.5388,20.3752,11.44,18.46,19.2821,17.219,16.56,24.7108,11.348,26.0485,14.4349,23.6857,28.6269,25.1961,,,,,,,11.422,4.1,21.8759,,,,,,,10.9821,28.0225,6.6065,7.3044,14.27,48.9269,23.7301,14.4497,17.2623,6.6153,23.107,33.152,,,,,40.5452,,,,,,34.1846,,,,,35.9635,,,,34.5375,25.7003,,4.6295
2015/6/1,22.181,17.9803,23.88,22.4005,20.2478,20.54,20.0587,19.0193,12.0508,20.3752,12.5704,18.46,20.5376,18.9458,16.56,26.0247,11.4821,27.7,15.8799,23.6857,29.0622,25.0608,,,,,,,12.1425,4.1,23.6682,,,,,,,10.9821,28.9609,7.0889,7.8369,14.31,52.044,24.863,15.394,18.4196,7.0824,24.6738,29.8353,,,,,42.7478,,,,,,32.7243,,,,,32.3691,,,,36.5955,25.9157,,4.7754
2015/6/2,23.6801,18.2528,25.89,24.6406,21.4178,21.44,22.0627,19.0193,13.2539,20.3752,13.7881,18.46,22.5937,20.4397,16.56,28.2145,11.6497,29.1735,17.1833,23.6857,29.4163,25.0707,,,,,,,12.5203,4.1,24.3059,,,,,,,10.9821,28.9411,7.5635,8.5046,14.48,54.4733,25.1092,16.5842,20.2615,7.6448,26.5362,27.5992,,,,,42.4532,,,,,,30.8723,,,,,29.1337,,,,39.1179,25.4371,,4.7244
2015/6/3,23.5691,18.1834,26.8,26.2768,21.0987,20.58,22.14,19.0193,12.6772,20.3752,13.7335,18.46,22.5937,22.3119,16.56,27.1537,11.436,30.3108,16.6917,23.6857,30.8383,25.0707,,,,,,,12.2655,4.1,23.2998,,,,,,,10.9821,28.3978,7.3976,8.592,15.2,53.7677,25.1092,16.6137,21.7467,7.5686,28.1029,27.798,,,,,42.0604,,,,,,29.8465,,,,,27.6831,,,,39.1847,25.2887,,4.6279
2015/6/4,23.4673,17.1727,25.54,24.4458,23.2067,19.83,21.7792,19.0193,11.9067,20.3752,13.5424,18.46,22.5937,22.3119,16.56,26.161,10.9792,32.526,16.7439,26.055,28.0407,23.6553,,,,,,,12.1073,4.1,22.5411,,,,,,,10.9821,27.9138,7.2896,8.5761,14.92,59.1445,24.9418,15.8858,21.7467,8.0213,27.9945,25.0441,,,,,39.1563,,,,,,29.5652,,,,,24.9148,,,,39.1942,23.9678,,4.8816
2015/6/5,24.4296,16.7664,25.85,24.1049,22.7909,20.75,20.8126,19.0193,11.5388,20.3752,13.6488,18.46,22.5937,22.3119,16.56,26.4724,11.0127,34.4643,16.6173,27.5816,28.1393,23.0945,,,,,,,12.3094,4.1,23.3383,,,,,,,10.9821,27.7558,7.5867,8.5046,15.37,57.1081,25.06,15.876,22.0263,8.007,28.3098,25.0441,,,,,38.3987,,,,,,29.0665,,,,,25.2246,,,,39.1751,23.7094,,4.7527
2015/6/8,23.5968,17.4006,26.36,24.2997,20.886,20.34,19.4853,19.0193,10.9422,22.4138,12.5594,18.46,22.5937,22.3119,16.56,25.324,10.556,32.882,17.9282,27.0892,26.7637,23.8104,,,,,,,11.7383,4.1,21.7714,,,,,,,10.9821,26.8767,7.3938,8.2493,15.45,58.0102,24.6561,15.2956,20.898,7.6115,27.3245,22.6954,,,,,35.221,,,,,,28.9633,,,,,22.9136,,,,37.8106,22.9675,,4.6255
2015/6/9,23.1341,17.1727,27,22.9752,20.6153,21.2,18.944,19.0193,11.2803,24.6558,12.4065,18.46,22.5937,22.3119,16.56,25.032,11.612,33.0205,17.5855,26.4581,27.2745,23.8104,,,,,,,11.4396,4.1,21.3316,,,,,,,10.9821,26.8076,7.6832,8.2014,15.88,55.3665,24.6955,15.4727,21.197,7.7592,26.7037,23.0669,,,,,36.0207,,,,,,29.6969,,,,,23.4004,,,,37.6865,23.7333,,4.6385
2015/6/10,23.2267,17.5393,27.93,23.2674,21.3695,21.59,20.8384,19.0193,12.3342,25.4515,13.2338,18.46,22.5937,22.3119,16.56,26.2777,12.1065,33.96,18.3974,27.7898,27.9362,23.8104,,,,,,,11.4484,4.1,23.4664,,,,,,,10.9821,27.8645,7.7835,8.3689,16.59,54.0268,25.2767,15.7284,22.5664,7.9213,29.374,24.1699,,,,,37.9357,,,,,,31.0789,,,,,25.7409,,,,39.0988,24.8867,,4.6498
2015/6/11,23.0509,17.4798,28.37,22.9849,20.7506,22.11,22.7521,19.0193,12.8264,25.1553,13.1601,18.46,22.5937,22.3119,16.56,26.6281,12.5465,37.352,19.0752,28.0442,28.5631,23.8104,,,,,,,11.2726,4.1,23.9341,,,,,,,10.9821,27.8941,8.4704,9.2066,17.42,53.4819,26.5967,16.0924,22.2482,7.8545,29.6302,26.5862,,,,,39.3132,,,,,,33.9175,,,,,28.3174,,,,39.7572,25.1786,,4.6757
2015/6/12,24.0595,18.4113,28,24.3387,21.1568,22.25,22.1787,19.0193,12.6176,26.5435,12.9144,18.46,22.5937,22.3119,16.56,27.4651,12.1107,37.352,20.982,29.0223,28.2438,23.8104,,,,,,,11.4571,4.1,25.9699,,,,,,,10.9821,28.6547,8.8563,9.6614,18.29,53.732,26.6065,16.2596,22.3735,7.8736,30.0638,24.894,,,,,37.6687,,,,,,33.1945,,,,,26.4686,,,,43.7333,24.4177,,4.7009
2015/6/15,23.6616,18.6194,26.64,24.8743,19.8707,22.99,21.457,19.0193,12.0956,24.2957,12.2946,18.46,22.5937,22.3119,16.56,28.234,12.1526,37.352,20.3712,29.2404,26.4793,23.8104,,,,,,,11.3868,4.1,26.8942,,,,,,,12.0803,27.4002,8.6518,10.0363,17.78,51.8653,27.956,15.7579,21.3706,7.9927,28.2606,22.4065,,,,,35.0895,,,,,,35.0537,,,,,23.8232,,,,43.7333,22.9723,,4.6522
2015/6/16,22.0792,17.1628,25.29,24.4945,18.4493,21.17,19.9557,19.0193,11.5736,21.8679,11.7649,18.46,22.5937,22.3119,16.56,28.234,10.9373,37.4806,19.0827,27.423,25.301,23.8104,,,,,,,10.7718,4.1,27.516,,,,,,,13.2883,26.0272,8.3469,9.1269,16.89,50.4452,26.5967,14.8727,19.9337,7.316,25.9646,21.416,,,,,33.0233,,,,,,35.5487,,,,,24.1625,,,,43.7333,21.8237,,4.6263
2015/6/17,22.5419,16.9596,25.94,24.1147,19.3292,21.57,19.8074,19.0193,11.6034,22.9133,12.8297,18.46,22.5937,22.3119,16.56,28.234,10.4638,37.9751,20.6319,27.4824,26.6418,23.8104,,,,,,,10.9651,4.1,28.4458,,,,,,,14.6162,26.689,8.8486,9.8529,16.31,51.6331,26.4292,14.9415,21.6406,7.2111,26.7431,21.7087,,,,,34.457,,,,,,35.7054,,,,,23.8331,,,,43.7333,22.7953,,4.6506
2015/6/18,21.8386,15.2651,24.8,21.6993,18.3526,20,21.7856,19.0193,10.9372,20.7411,12.1444,18.46,22.5937,22.3119,16.56,28.234,9.8897,39.0728,20.2967,27.4263,25.0747,23.8104,,,,,,,10.807,4.1,25.6012,,,,,,,16.0771,25.2173,8.5399,9.8768,15.51,51.1865,26.045,14.0661,21.6406,6.8536,24.9694,19.5363,,,,,33.2131,,,,,,35.595,,,,,21.64,,,,43.7333,21.2494,,4.6944
2015/6/19,19.6548,13.9224,22.32,19.5761,16.6508,18,21.1993,19.0193,9.8435,18.6676,11.4127,18.46,22.5937,22.3119,16.56,28.234,10.2626,35.1665,18.2708,26.4878,22.6368,23.8104,,,,,,,10.3677,4.1,23.0428,,,,,,,16.5963,22.6985,7.6851,8.8875,14.73,50.8025,25.0698,12.6595,21.6406,6.2531,22.4764,18.058,,,,,30.7674,,,,,,35.2104,,,,,19.4765,,,,43.7333,20.0386,,4.7438
2015/6/23,19.2476,13.8134,21.36,19.956,16.6895,17.13,20.426,19.0193,9.2519,18.7024,11.0032,18.46,22.5937,22.3119,16.56,28.234,11.2474,33.9402,17.1535,27.7864,23.374,23.8104,,,,,,,10.3501,4.1,22.6136,,,,,,,16.2468,23.706,7.4481,8.5923,13.99,54.8395,24.8137,12.5709,21.6406,6.3818,23.176,18.981,,,,,32.8898,,,,,,38.7328,,,,,20.7992,,,,43.7333,20.8905,,4.8767
2015/6/24,19.6177,13.8184,21.94,19.8586,17.1439,17.39,21.8436,19.0193,10.1766,18.7547,10.7847,18.46,22.5937,22.3119,16.56,28.234,11.943,34.5632,17.9729,28.3548,23.9204,23.8104,,,,,,,10.517,4.1,23.0098,,,,,,,17.7577,23.8739,7.5103,8.9194,14.13,54.1875,24.9122,13.0923,21.6406,6.5248,23.6687,18.9998,,,,,34.3727,,,,,,41.0158,,,,,20.5927,,,,43.7333,21.2925,,4.8468
2015/6/25,19.4327,14.1355,21.12,18.6022,16.5348,15.88,22.7264,19.0193,9.5949,16.8786,11.552,18.46,22.5937,22.3119,16.56,28.234,11.0211,31.1119,17.7792,30.3011,22.7578,23.8104,,,,,,,10.3501,4.1,23.0318,,,,,,,18.0472,22.3824,6.8342,8.1615,13.44,50.99,25.0107,12.2562,21.6406,7.1777,21.8556,18.1706,,,,,35.7501,,,,,,41.2367,,,,,18.9209,,,,43.7333,20.8187,,4.6879
2015/6/26,17.4894,12.7234,19.01,16.742,14.8813,14.29,20.4518,19.0193,8.6354,15.1884,10.397,18.46,22.5937,22.3119,16.56,28.234,9.919,27.9967,15.999,27.271,20.4849,23.8104,,,,,,,9.4012,4.1,20.7264,,,,,,,16.2435,20.1402,6.1504,7.3478,12.77,45.8901,22.8928,11.0266,21.6406,6.4581,19.6681,16.6548,,,,,33.3255,,,,,,39.8476,,,,,17.0278,,,,43.7333,19.1436,,4.2211
2015/6/29,15.9903,11.4501,17.11,15.0668,13.3922,12.86,18.4092,19.0193,7.7704,13.6725,9.3568,18.46,20.3339,22.3119,16.56,28.234,9.0097,25.198,14.3976,24.5449,18.6015,23.8104,,,,,,,8.7861,4.1,18.6521,,,,,,,16.2668,18.1252,5.5365,6.6138,12.13,45.9169,20.6075,9.9741,21.6406,6.134,17.6973,14.989,,,,,29.9944,,,,,,37.2904,,,,,15.3265,,,,43.7333,17.569,,4.1805
2015/6/30,16.4715,11.46,17.46,16.5764,13.7306,13.56,18.5574,19.0193,7.7704,14.1894,10.2933,18.46,18.3014,22.3119,16.56,28.234,9.8478,27.7198,15.1052,23.1339,19.7583,23.8104,,,,,,,9.3397,4.1,19.2573,,,,,,,17.8941,19.755,5.8046,6.9568,11.52,47.8194,20.6075,10.9676,21.6406,6.2484,18.5645,16.1821,,,,,30.1209,,,,,,36.3501,,,,,16.0739,,,,43.7333,19.1723,,4.4367
2015/7/1,14.8244,10.3155,15.71,15.583,12.3576,12.2,16.7017,19.0193,7.7704,12.7722,10.2933,18.46,17.4202,22.3119,16.56,28.234,9.2192,27.789,13.5932,20.9827,18.4853,23.8104,,,,,,,8.8389,4.1,17.3316,,,,,,,19.6845,17.898,5.5637,6.2627,10.94,45.2024,20.6075,11.0168,21.6406,5.624,16.712,14.565,,,,,27.106,,,,,,35.3635,,,,,14.466,,5.459,,43.7333,18.1386,,4.2243
2015/7/2,13.353,9.2849,14.14,15.32,11.1199,10.98,16.7017,19.0193,7.7704,11.4944,10.2933,18.46,15.871,22.3119,16.56,28.234,8.2973,27.789,12.2376,23.048,16.8286,23.8104,,,,,,,8.1184,4.1,15.5984,,,,,,,17.7178,16.1102,5.0625,5.6405,10.39,43.7377,20.6075,9.9112,21.6406,5.4667,15.0368,13.1468,,,,,24.3933,,,,,,32.1367,,,,,13.7727,,6.0035,,43.7333,17.4829,,4.0776
2015/7/3,12.0205,9.2849,12.73,14.7064,10.0079,9.88,16.7017,19.0193,7.7704,12.6445,10.2933,18.46,15.7289,22.3119,16.56,28.234,7.4675,27.789,11.0161,22.0401,15.1661,23.8104,,,,,,,7.4243,4.1,14.0413,,,,,,,15.9473,14.5002,4.7906,5.074,9.87,44.7648,20.6075,8.924,21.6406,5.0092,13.5292,12.3213,,,,,21.9546,,,,,,33.6611,,,,,12.5385,,6.6018,,43.7333,16.9995,,3.7396
2015/7/6,10.8175,9.2849,11.5,13.4988,9.0119,8.97,16.7017,19.0193,7.7704,13.9106,10.2933,18.46,15.0656,22.3119,16.56,28.234,6.7216,27.789,9.9435,19.8361,15.6311,23.8104,,,,,,,6.8532,4.1,12.6383,,,,,,,14.3532,13.0482,5.1946,4.6592,9.38,42.2907,20.6075,8.0454,21.6406,4.5087,12.396,12.3401,,,,,20.1766,,,,,,33.7109,,,,,12.2976,,7.264,,43.7333,17.9902,,3.366
2015/7/7,9.7348,9.2849,10.35,12.145,8.1127,8.07,16.7017,19.0193,7.7704,13.9106,10.2933,18.46,13.5591,22.3119,16.56,28.234,6.0511,27.789,8.9529,19.8361,14.0674,23.8104,,,,,,,6.1679,4.1,11.3728,,,,,,,12.9189,11.7444,4.674,4.1964,8.91,38.0661,20.6075,7.2458,21.6406,4.0559,11.1544,11.1057,,,,,18.1597,,,,,,32.9808,,,,,11.0683,,7.9899,,43.7333,16.1955,,3.0296
2015/7/8,8.7632,9.2849,9.32,10.9276,8.1127,8.07,16.7017,19.0193,7.7704,13.9106,10.2933,18.46,14.5445,22.3119,16.56,28.234,5.6153,27.789,9.4519,19.8361,14.3581,23.8104,,,,,,,5.5528,4.1,10.5145,,,,,,,12.5861,10.5689,4.674,4.1964,8.46,34.2613,20.6075,7.2458,21.6406,3.6508,11.1544,9.9951,,,,,16.3465,,,,,,34.3876,,,,,9.962,,8.4706,,43.7333,15.1474,,2.7265
2015/7/9,9.6423,9.2849,10.25,12.0184,8.1127,8.07,16.7017,19.0193,7.7704,13.9106,10.2933,18.46,15.9989,22.3119,16.56,28.234,6.1769,27.789,10.3979,19.8361,15.7939,23.8104,,,,,,,6.1064,4.1,11.5654,,,,,,,13.8441,11.6258,4.674,4.1964,8.72,37.691,20.6075,7.2458,21.6406,4.0178,12.2679,10.9932,,,,,17.984,,,,,,37.8282,,,,,9.962,,9.3191,,43.7333,16.6645,,2.9988
2015/7/10,10.6047,9.2849,11.28,13.2163,8.1127,8.07,16.7017,19.0193,7.7704,13.9106,10.2933,18.46,17.6003,22.3119,16.56,28.234,6.7929,27.789,11.4407,19.8361,17.375,23.8104,,,,,,,6.7214,4.1,12.7208,,,,,,,15.2285,12.7914,4.674,4.1964,9.16,41.4601,20.6075,7.2458,21.6406,4.4182,13.4996,12.0925,,,,,19.7831,,,,,,41.6106,,,,,9.962,,10.251,,43.7333,18.33,,3.2987
2015/7/13,11.6689,9.2849,12.41,14.5409,8.9249,8.07,16.7017,19.0193,7.7704,13.9106,10.2933,18.46,19.3484,22.3119,16.56,28.234,7.4717,27.789,12.5877,19.8361,19.1131,23.8104,,,,,,,7.3979,4.1,13.9918,,,,,,,16.7527,14.0755,5.1402,4.6193,9.56,45.6043,22.6663,7.9664,21.6406,4.8614,14.8496,13.3006,,,,,21.7649,,,,,,43.2846,,,,,10.9602,,11.2761,,43.7333,20.163,,3.6286
2015/7/14,12.8348,9.2849,13.65,15.3882,9.8145,8.07,16.7017,19.0193,7.7704,15.3046,10.2933,18.46,18.7089,22.3119,16.56,28.234,7.7106,25.0101,12.975,19.8361,20.2292,23.8104,,,,,,,7.7582,4.1,14.9657,,,,,,,16.2601,14.8064,5.6531,5.082,9.35,46.7118,22.3412,8.766,21.6406,4.5469,16.3375,14.6325,,,,,23.9294,,,,,,44.0361,,,,,12.0567,,12.4042,,43.7333,22.1779,,3.7753
2015/7/15,12.0297,9.2849,12.29,13.8494,9.6018,8.88,16.7017,19.0193,7.7704,13.777,10.2933,18.46,17.8608,22.3119,16.56,28.234,6.9395,22.5081,11.679,19.8361,18.2063,23.8104,,,,,,,7.1431,4.1,13.4691,,,,,,,14.6328,13.3248,5.2879,4.8028,8.88,42.0407,22.5579,8.1639,21.6406,4.0941,14.7018,13.1693,,,,,21.547,,,,,,43.3701,,,,,12.3419,,13.6451,,43.7333,19.962,,3.5678
2015/7/16,12.2148,9.2849,12.29,13.2455,9.8628,9.5,16.7017,19.0193,7.7704,13.4169,10.2933,18.46,18.7183,22.3119,16.56,28.234,6.9395,20.5797,12.0514,19.8361,17.9389,23.8104,,,,,,,7.4946,4.1,13.3811,,,,,,,15.0987,13.3445,5.6919,5.0022,8.44,42.8981,23.011,8.4798,21.6406,3.9749,15.1058,12.8616,,,,,23.7046,,,,,,43.8723,,,,,13.1483,,12.4729,,43.7333,19.5552,,3.7186
2015/7/17,13.2327,10.2114,12.29,14.0831,10.8491,10.36,16.7017,19.0193,7.7704,14.2766,10.2933,18.46,19.4669,22.3119,16.56,28.234,7.3753,21.9444,13.0793,19.8361,19.0143,23.8104,,,,,,,7.9427,4.1,14.7181,,,,,,,16.0571,14.678,6.0999,5.5048,8.86,45.1756,24.1537,9.2201,21.6406,4.2371,16.308,13.8559,,,,,25.5318,,,,,,43.6301,,,,,14.3824,,13.0614,,43.7333,20.632,,3.9082
2015/7/20,13.2235,10.8853,12.29,15.0181,11.8934,10.56,16.7017,19.0193,7.7704,15.2465,10.2933,18.46,19.1068,22.3119,16.56,28.234,7.2161,21.5983,13.2804,19.8361,18.4097,23.8104,,,,,,,7.8812,4.1,15.0207,,,,,,,15.6112,15.5768,6.1116,5.792,9.3,44.4075,24.5477,9.4669,21.6406,4.299,16.0025,13.7696,,,,,25.5739,,,,,,40.9553,,,,,14.3972,,12.0756,,43.7333,19.7993,,3.8336
2015/7/21,13.0754,11.9753,12.29,15.0181,11.7774,11.62,16.7017,19.0193,7.7704,15.1826,10.2933,18.46,18.5478,22.3119,16.56,28.234,7.6687,23.418,13.3623,19.8361,18.4271,23.8104,,,,,,,7.8109,4.1,16.1046,,,,,,,16.8425,16.2287,6.2825,5.7681,9.67,43.0321,24.9319,9.5064,21.6406,4.4754,16.5149,15.1465,,,,,26.34,,,,,,40.998,,,,,15.4937,,12.8309,,43.7333,19.761,,3.7923
2015/7/22,13.4826,11.6879,12.29,15.5343,11.9418,11.37,16.7017,19.0193,7.7704,15.0897,10.2933,18.46,18.0977,22.3119,16.56,28.234,8.1715,24.5256,14.3381,19.8361,18.5376,23.8104,,,,,,,7.9075,4.1,16.0056,,,,,,,16.1736,16.5843,6.2281,5.8638,9.79,42.2818,25.5426,9.7236,21.6406,4.4801,17.0864,15.3416,,,,,27.8439,,,,,,44.1572,,,,,15.2282,,12.3355,,43.7333,20.3066,,3.6553
2015/7/23,13.9453,11.8415,12.29,15.7099,13.1408,11.79,16.7017,19.0193,7.7704,15.5427,10.2933,18.46,18.761,22.3119,16.56,28.234,8.1883,25.2574,14.652,19.8361,19.5665,23.8104,,,,,,,8.136,4.1,16.5448,,,,,,,16.7061,16.9301,6.6477,6.0952,10.28,44.4254,26.3701,10.1185,21.6406,4.7089,17.4313,16.8762,,,,,29.0456,,,,,,44.5205,,,,,16.4279,,13.5715,,43.7333,21.2973,,3.6959
2015/7/24,13.5103,11.4154,13.52,16.0807,14.4172,12.39,16.7017,19.0193,7.7704,15.3627,10.2933,18.46,18.3156,22.3119,16.56,28.234,7.962,24.3871,13.9718,19.8361,18.7062,23.8104,,,,,,,7.9075,4.1,15.9011,,,,,,,17.2319,18.0758,6.5972,5.824,10.48,44.5415,26.3997,9.8124,21.6406,4.5421,16.8006,16.2346,,,,,27.9071,,,,,,48.5986,,,,,16.0444,,14.9302,,43.7333,21.0197,,3.5897
2015/7/27,12.1593,10.2759,14.87,14.4707,13.7306,12.39,16.7017,19.0193,7.7704,13.8293,10.2933,18.46,16.4869,22.3119,16.56,28.234,7.1658,21.9444,12.5738,19.8361,17.2994,23.8104,,,,,,,7.1168,4.1,14.3109,,,,,,,16.3001,16.2683,5.9367,5.2416,9.96,40.0847,24.1537,8.8352,21.6406,4.0893,15.1255,14.61,,,,,27.6049,,,,,,47.7046,,,,,14.4414,,15.3765,,43.7333,18.9187,,3.242
2015/7/28,11.1229,9.5178,16.31,13.0266,13.4889,12.39,16.7017,19.0193,7.7704,12.5864,10.2933,18.46,16.629,22.3119,16.56,28.234,6.4576,19.749,12.3271,19.8361,18.526,23.8104,,,,,,,7.3628,4.1,12.9299,,,,,,,17.8143,16.4065,6.0416,4.8985,9.46,39.3612,23.3164,8.7167,21.6406,3.8272,13.6869,13.218,,,,,30.3668,,,,,,46.5043,,,,,13.0155,,16.9166,,43.7333,18.5789,,3.4454
2015/7/29,12.2241,9.9092,17.94,13.4657,14.7459,12.39,16.7017,19.0193,7.7704,13.3066,10.2933,18.46,17.425,22.3119,16.56,28.234,6.9898,20.6984,13.3363,19.8361,19.9676,21.43,,,,,,,7.6439,4.1,13.6617,,,,,,,18.1071,18.0462,6.434,5.3293,9.53,40.1472,21.9964,9.2103,21.6406,4.0941,14.4062,14.5387,,,,,33.4028,,,,,,47.3805,,,,,14.2939,,18.6088,,43.7333,19.3542,,3.3984
2015/7/30,12.1408,9.607,16.68,12.6167,13.2762,12.39,16.7017,19.0193,7.7704,12.3424,10.2933,18.46,16.7238,22.3119,16.56,28.234,6.7803,19.7787,12.6187,19.8361,18.6597,19.2877,,,,,,,7.4858,4.1,12.6548,,,,,,,17.9307,17.8091,6.0805,5.1219,9.4,38.1108,19.7997,8.8549,21.6406,3.932,14.0317,15.2666,,,,,31.667,,,,,,45.7991,,,,,14.1022,,20.4677,,43.7333,18.3922,,3.336
2015/7/31,11.6411,9.4137,15.18,12.4899,11.9514,12.39,16.7017,19.0193,7.7704,11.7906,10.2933,18.46,16.7285,22.3119,16.56,28.234,6.5791,21.7565,12.5365,19.8361,18.2004,17.3602,,,,,,,7.3716,4.1,12.5173,,,,,,,16.4265,17.582,6.1621,4.9623,9.85,37.2623,19.9475,8.618,21.6406,3.851,13.273,16.3321,,,,,30.9923,,,,,,46.6682,,,,,14.4857,,22.513,,43.7333,18.2486,,3.2331
2015/8/3,10.9008,8.9728,13.66,11.397,10.7524,12.39,16.7017,19.0193,7.7704,10.6174,10.2933,18.46,16.4869,22.3119,16.56,28.234,6.7468,21.7368,11.2806,19.8361,17.6191,15.6246,,,,,,,6.9938,4.1,11.2683,,,,,,,14.7825,17.2264,6.096,4.7629,9.37,36.0119,18.332,8.075,21.6406,3.5889,12.4157,17.2401,,,,,29.5376,,,,,,44.4065,,,,,15.3806,,24.7643,,43.7333,18.6172,,3.0621
2015/8/4,11.7984,9.5128,15,12.5387,11.7871,12.39,16.7017,19.0193,7.7704,11.6803,10.2933,18.46,17.0317,22.3119,16.56,28.234,7.4214,21.7368,12.2075,19.8361,18.619,16.5238,,,,,,,7.4067,4.1,12.3962,,,,,,,15.9074,18.4611,6.5428,5.1857,9.68,39.2094,18.5487,8.6673,21.6406,3.9463,13.6573,17.2214,,,,,31.7091,,,,,,47.092,,,,,16.2214,,22.4149,,43.7333,19.6509,,3.2541
2015/8/5,11.8724,9.4137,14.2,12.4411,11.9708,12.39,16.7017,19.0193,7.7704,11.9126,10.2933,18.46,17.804,22.3119,16.56,28.234,7.3963,21.7368,12.058,19.8361,18.6655,15.4394,,,,,,,7.4155,4.1,12.4567,,,,,,,14.6394,18.7574,6.6011,5.0501,9.95,39.5666,16.6968,8.6278,21.6406,3.8748,14.012,17.3151,,,,,32.2573,,,,,,46.0199,,,,,16.6197,,24.6564,,43.7333,19.0527,,3.2193
2015/8/6,11.7046,9.493,13.76,12.1874,11.8257,12.39,16.7017,19.0193,7.7704,12.0462,10.2933,18.46,18.1925,22.3119,16.56,28.234,7.2622,21.7368,12.1702,19.8361,18.1365,14.7749,,,,,,,7.4334,4.1,12.6548,,,,,,,14.3865,17.9079,6.7798,5.0182,10.27,39.5398,15.2488,8.7759,21.6406,3.932,14.0317,15.9344,,,,,30.4933,,,,,,46.0876,,,,,15.356,,22.6454,,43.7333,18.6076,,3.2104
2015/8/7,12.3108,10.1718,14.34,12.6558,12.0675,12.39,16.7017,19.0193,7.7704,12.871,10.2933,18.46,18.7089,22.3119,16.56,28.234,7.5681,21.7368,12.6561,19.8361,18.6597,15.3336,,,,,,,7.7457,4.1,13.9203,,,,,,,15.0954,18.2043,6.8847,5.2495,10.78,40.9957,15.2488,9.1116,21.6406,4.0798,14.9777,16.1633,,,,,31.8497,,,,,,46.2514,,,,,15.5675,,21.4928,,43.7333,19.0144,,3.2404
2015/8/10,13.3553,11.1875,15.77,13.9243,12.9087,12.39,16.7017,19.0193,7.7704,13.899,10.2933,18.46,19.2205,22.3119,16.56,28.234,7.9285,21.7368,13.5756,19.8361,19.5839,16.6032,,,,,,,8.1919,4.1,14.9327,,,,,,,16.2701,20.002,7.0712,5.6564,11.29,44.6853,15.2488,9.6051,21.6406,4.3562,16.1404,16.94,,,,,32.9109,,,,,,46.5791,,,,,16.3001,,22.1304,,43.7333,19.9572,,3.4196
2015/8/11,13.4579,11.5839,16.15,14.1194,13.6339,12.39,16.7017,19.0193,7.7704,14.0268,10.2933,18.46,19.1352,22.3119,16.56,28.234,7.9201,23.9124,13.6129,19.8361,20.4036,16.5965,,,,,,,8.0134,4.1,14.8722,,,,,,,16.6861,20.0217,6.8226,6.2229,11.41,46.7533,15.2488,9.8421,21.6406,4.3753,16.6725,17.2964,,,,,32.5033,,,,,,46.3797,,,,,16.0493,,22.4835,,43.7333,21.302,,3.5534
2015/8/12,13.4393,11.9654,16.52,14.3048,12.9377,12.39,16.7017,19.0193,7.7704,13.3995,10.2933,18.46,18.8557,22.3119,16.56,28.234,7.9997,24.9805,13.8447,19.8361,20.171,15.9651,,,,,,,7.9955,4.1,14.0964,,,,,,,16.1303,20.5946,6.842,6.2149,11.65,45.6419,15.2488,9.8914,21.6406,4.4849,16.2981,16.8687,,,,,32.2081,,,,,,45.9095,,,,,15.1397,,20.3303,,43.7333,20.029,,3.6013
