ÈÕÆÚ,000659.SZ,000695.SZ,000812.SZ,002014.SZ,002117.SZ,002191.SZ,002228.SZ,002229.SZ,002243.SZ,002303.SZ,002522.SZ,002565.SZ,002585.SZ,002599.SZ,002701.SZ,002735.SZ,002752.SZ,002787.SZ,002799.SZ,002803.SZ,002831.SZ,002836.SZ,002846.SZ,002951.SZ,300057.SZ,300501.SZ,600076.SH,600210.SH,600836.SH,601515.SH,601968.SH,603022.SH,603058.SH,603429.SH,603499.SH,603607.SH,603687.SH
2016/12/27,7.16,16.21,8.1846,9.5158,19.6322,9.3075,5.0897,16.2398,13.6267,9.338,17.8517,4.9755,7.9204,11.1851,8.5325,28.6149,13.653,20.4786,32.9809,32.5499,32.5959,,,,11.7069,35.8053,9.158,4.9801,9.0797,9.0285,9.6472,22.732,8.1976,,,,
2016/12/28,7.06,16.13,8.0655,9.4622,19.081,9.3713,5.0413,16.0022,13.6169,9.5071,17.8615,4.9948,7.9873,11.1027,8.5136,29.1765,13.4781,19.7994,33.4832,32.3554,30.5007,,,,11.6905,36.3913,9.1678,4.9347,8.8901,8.9681,9.6075,22.4557,9.0184,,,,
2016/12/29,6.97,16.19,7.9728,9.5098,18.7218,9.49,5.051,15.8767,13.5578,9.4789,17.7239,5.0076,8.0691,11.4998,8.4097,29.0549,13.2425,19.6597,34.1441,31.3543,30.2796,5.5663,,,11.6331,36.0847,9.1483,4.9075,8.7005,8.9983,9.6472,22.6826,9.9183,,,,
2016/12/30,6.96,16.09,8.2574,9.5217,18.5484,9.4991,5.0897,15.5401,13.4201,9.6574,17.6846,5.1812,8.1881,11.6145,8.164,28.3892,13.1284,19.3224,33.2254,29.621,30.5891,6.1254,,,11.5018,35.4373,9.1289,4.9075,8.6307,9.0285,9.5081,22.1005,10.9071,,,,
2017/1/3,6.88,16.29,8.0655,9.6943,18.5422,9.5812,5.1382,15.7579,13.5578,9.6574,17.5862,5.1362,8.1509,11.338,8.2113,28.6554,13.2653,19.6163,33.3246,30.4162,30.8101,6.7369,,,11.5429,36.238,9.333,4.971,8.6906,9.0963,9.6373,22.7813,11.9949,,,,
2017/1/4,6.92,17.92,8.1846,9.7479,18.6909,9.6542,5.2448,15.8239,13.912,9.7325,17.8025,5.1683,8.1509,11.4498,8.3814,29.5991,13.6758,19.9487,33.6088,31.217,30.6686,7.4106,,,11.9038,36.8854,9.3914,4.9982,8.7704,9.1944,9.7366,22.9096,13.1914,,,,
2017/1/5,6.81,17.89,8.0522,9.7003,18.6909,9.636,5.2158,15.7777,14.0203,9.5447,18.3235,5.1619,8.2774,11.4292,8.4097,29.2922,13.7214,19.9776,33.47,29.6896,29.4707,8.1512,,,11.8382,36.0506,9.5664,4.9801,8.8901,9.1642,9.8956,22.8898,14.5066,,,,
2017/1/6,7.09,17.4,7.9927,9.7717,18.5175,9.5812,5.1964,15.4806,13.9219,9.4883,17.8615,5.0912,8.1138,11.3527,8.4003,28.3834,13.4781,19.3176,32.1745,30.0214,28.2463,8.9683,,,11.9777,34.7081,9.4789,4.9982,8.94,9.0435,9.7962,22.6234,15.9602,,,,
2017/1/9,7.06,17.18,8.0522,9.7776,18.1459,9.5447,5.2255,15.2892,14.0498,9.5447,17.8025,5.1041,8.3592,11.4733,8.3719,29.0607,13.8962,19.2887,31.6788,28.065,28.5999,9.8665,,,12.2074,35.335,9.3914,5.0617,8.94,9.0511,9.8757,22.5346,17.5522,,,,
2017/1/10,6.89,16.79,8.1647,9.73,18.2016,9.4078,5.2061,15.4476,13.9514,9.6386,17.8615,5.2069,8.2774,11.7498,8.3436,30.0506,15.2874,19.3465,31.4607,28.4025,28.4054,10.8556,,,12.1746,35.6587,9.3428,5.0436,8.8003,9.0058,9.7565,22.2091,19.3124,,,,
2017/1/11,6.9,16.74,7.9265,9.6943,18.0777,9.417,5.177,15.1308,13.8727,9.4883,17.7042,5.1362,8.2699,11.7939,8.2774,33.0551,16.116,18.5131,29.9009,26.1543,27.097,11.9402,,,12.0515,34.4491,9.2066,5.0163,8.6806,9.0435,9.5578,21.6171,21.2407,,,,
2017/1/12,6.21,16.5,8.0059,9.6467,17.6752,9.3896,5.0897,14.7215,14.0695,9.4225,16.5639,5.1426,8.1509,11.7586,8.1262,33.4892,15.0897,17.9928,30.1388,24.913,27.1146,13.1347,,,12.232,34.6229,8.9442,4.9438,8.6806,8.9455,9.3591,21.5283,23.3667,,,,
2017/1/13,5.83,15.67,7.7016,9.4265,17.5823,9.1706,5.0122,14.3914,13.1741,9.0937,16.6819,4.9241,8.1361,11.7321,7.805,31.9552,14.1547,17.2462,28.8037,25.1132,26.1819,14.4486,,,12.0843,33.3519,8.7886,4.8712,8.6906,8.6589,9.0412,21.3211,21.4385,,,,
2017/1/16,5.31,14.3,7.384,8.9683,16.2755,8.8968,4.8668,13.4474,12.0919,8.4925,15.4039,4.7248,7.8312,11.6057,7.5593,29.8248,14.2535,16.0177,26.1269,22.6477,25.8858,15.8915,,,11.6987,30.016,8.4192,4.7714,8.1617,8.4778,8.5543,19.5353,19.4805,,,,
2017/1/17,5.44,14.45,7.384,9.129,16.4737,9.0702,4.8571,13.487,12.4067,8.5489,15.6497,4.7762,7.9501,11.4969,7.8144,28.8291,15.6827,16.8993,27.6273,23.4543,27.1323,17.4826,,,11.6987,30.3909,8.4678,4.8077,8.1917,8.6061,8.7431,19.6932,19.9552,,,,
2017/1/18,5.63,14.24,7.5428,8.998,16.2879,9.1158,4.8183,13.6388,12.3969,8.4549,15.2663,4.7762,7.8832,11.3674,7.8144,28.3718,15.6599,16.3453,26.2062,23.0653,26.8538,19.2313,,,11.8382,28.7928,8.5456,4.8077,8.1817,8.5457,8.7034,19.5254,19.2234,,,,
2017/1/19,5.54,14.21,7.4634,9.0219,16.0092,9.125,4.7504,13.52,12.3969,8.4831,15.3253,4.6348,7.8758,11.2645,7.8995,26.9188,15.6979,16.5236,26.2195,23.9748,26.4648,18.6245,,,11.748,28.6906,8.565,4.844,8.1617,8.4401,8.6835,19.0617,18.4818,,,,
2017/1/20,5.65,14.34,7.6751,9.1647,16.418,9.1067,4.8086,13.6652,12.4756,8.6052,15.8758,4.6669,8.0989,11.6733,7.9656,27.0924,15.5078,16.7644,26.5499,24.2094,26.898,18.9924,,,11.8546,29.5254,8.6622,4.8803,8.1917,8.7418,8.8425,19.5452,19.3915,,,,
2017/1/23,5.84,14.61,7.7876,9.4087,16.4242,9.1797,4.8474,13.8963,12.6035,8.8025,16.5246,4.6991,8.0989,11.8821,7.9467,27.3008,15.8727,16.8704,26.6491,24.7814,27.1191,19.6805,,,11.9449,29.7741,8.8664,4.9075,8.2116,8.8323,8.8822,20.2259,19.8958,,,,
2017/1/24,5.96,14.6,7.7545,9.367,16.5171,9.0793,4.7989,13.6124,12.5445,8.7367,16.731,4.6991,8.1361,11.7968,8.0979,27.5324,14.8997,16.7451,26.1666,25.794,26.1422,19.6757,,,11.9038,29.2698,8.8469,4.8984,8.1817,8.9002,8.8822,19.7425,20.2222,5.8707,,,
2017/1/25,6.18,14.61,7.6222,9.4384,16.7276,9.052,4.8571,13.751,12.5543,8.6992,16.7212,4.7055,8.1138,11.6204,8.1357,27.5324,16.3896,17.2365,26.3583,25.7596,26.3676,20.5453,,,11.9284,29.6889,8.8178,4.8984,8.062,8.9153,8.8027,19.8115,22.2493,6.4578,,,
2017/1/26,6.16,14.89,7.6222,9.4444,17.2726,9.1341,4.8861,13.751,12.7314,8.7086,16.8785,4.8084,8.0766,11.6233,8.1168,27.5324,16.2604,17.251,26.4442,25.9599,26.5002,21.0661,,,11.9941,29.1778,8.9442,4.9075,8.0719,8.9606,8.9021,20.1273,23.871,7.1047,,,
2017/2/3,6.09,14.9,7.7347,9.3135,16.963,9.0793,4.8861,13.8699,12.6035,8.6522,16.3673,4.7762,8.1138,11.8674,8.0506,27.5324,16.344,16.8704,26.4905,25.9599,26.3234,21.0135,,,11.871,29.372,8.8372,4.8984,8.0819,8.9606,8.8027,19.7918,26.2542,7.8141,,,
2017/2/6,6.04,14.87,7.9464,9.4979,17.0807,9.1432,4.9152,14.233,12.8495,8.718,16.5442,4.7891,8.3146,12.0292,8.1451,27.5324,16.8762,17.2124,27.0456,25.9599,27.6186,21.9261,,,12.0925,29.6787,8.8858,4.9347,8.2116,8.9832,8.9517,20.1075,27.9353,8.5968,,,
2017/2/7,6.1,14.94,7.953,9.5158,17.1054,9.1523,4.9055,14.4772,12.9085,8.6804,16.5148,4.8019,8.3443,11.9115,8.0506,27.5324,16.5037,17.0583,26.8341,25.9599,27.8484,22.1316,7.4046,,12.0187,29.7639,8.8178,4.9256,8.2515,8.9983,8.9617,20.2358,26.6398,9.4557,,,
2017/2/8,6.1,15.01,7.9464,9.5575,17.3779,9.1341,4.9249,15.1968,12.9774,8.6804,16.6819,4.9369,8.3666,12.9409,7.9939,27.5324,16.5493,17.2317,27.2902,25.9599,28.149,22.5282,8.145,,12.0187,29.2017,8.8567,4.9619,8.2416,9.0134,9.0114,20.6699,26.5311,10.4015,,,
2017/2/9,6.07,15.18,8.2044,9.6348,17.3779,9.1615,4.9734,15.0912,13.0167,8.8025,16.4951,4.9434,9.207,12.8468,8.0128,27.5324,16.2604,17.5207,28.0238,25.9599,28.5026,22.4947,8.9595,,12.1089,29.706,9.1386,4.9619,8.3014,9.0737,9.1803,22.7418,26.3135,11.4425,,,
2017/2/10,5.71,15.38,8.125,9.5217,17.5204,9.0793,4.9831,14.7875,12.8199,8.8964,16.1215,5.0141,9.1772,13.0851,7.9656,27.5324,16.4733,17.3136,27.3298,25.9599,27.7247,21.6347,9.8542,,12.3058,29.1335,9.0511,5.0254,8.2116,9.0511,9.1505,25.021,25.2752,12.5867,,,
2017/2/13,5.9,15.4,8.1846,9.7598,17.5947,9.0793,5.0316,14.8073,12.9774,8.9058,16.5442,5.0655,9.1178,12.7351,7.975,27.5324,16.1996,17.5882,27.9776,25.9599,28.4098,22.6858,10.8415,,12.3633,29.4777,9.0511,5.0254,8.2216,9.0511,9.3094,24.6658,25.562,13.8451,,,
2017/2/14,5.84,15.4,8.2574,9.8312,17.6009,9.198,4.9928,14.7281,12.9183,8.8683,16.3968,5.0784,9.1252,12.5262,7.9467,27.5324,15.9031,17.5593,30.5354,25.9599,28.4363,23.651,11.9275,,12.4699,29.5186,8.9247,5.0073,9.0398,9.036,9.3392,27.1323,26.6497,15.2286,,,
2017/2/15,5.76,15.23,8.211,9.7122,17.6504,9.1158,4.9637,14.5234,12.9774,8.6616,16.8686,5.0655,8.8351,12.6468,7.9656,27.5324,15.9943,17.4918,30.2578,25.9599,28.6441,23.8086,13.1184,,12.8473,29.4913,8.8761,4.9982,9.9477,9.0134,9.3392,27.1718,26.185,16.7506,,,
2017/2/16,5.9,15.31,8.4095,9.6705,17.7433,9.4626,5.0122,14.5828,13.2528,8.6616,17.4388,5.1298,8.9764,12.4174,8.4286,27.5324,16.116,17.2895,29.5638,25.9599,28.4363,24.0284,14.4327,,12.8801,28.8984,8.9053,5.0708,10.9455,9.1341,10.2731,26.1852,24.5632,18.4249,,,
2017/2/17,5.89,15.31,8.3235,9.6289,17.4522,9.2801,5.2933,14.2396,12.9872,8.577,17.2619,5.0784,8.8946,12.1204,8.353,27.5324,15.447,16.6777,28.6716,25.9599,28.3568,23.9138,15.8766,,12.5437,28.1113,8.7594,4.9619,11.4444,9.1944,9.9055,26.787,24.1677,16.968,,,
2017/2/20,5.8,15.22,8.3765,9.5872,17.4151,9.3257,5.1964,14.7413,13.0561,8.6334,17.2717,5.0526,9.0359,11.7939,8.3814,27.5324,15.6447,16.8078,28.4138,25.9599,27.4108,24.0905,17.4624,,12.593,27.1708,8.9247,5.0526,10.8856,9.2321,9.836,27.2409,23.4359,16.8838,,,
2017/2/21,5.8,15.18,8.4162,9.7598,17.3408,9.3166,5.2158,14.7413,13.0561,8.718,17.3405,5.0076,9.0954,11.6027,8.5325,27.5324,15.7359,17.1402,28.731,25.9599,27.6628,24.0428,19.2086,,13.0032,27.6342,8.9636,5.0617,10.8358,9.217,9.7764,26.5996,24.3259,16.8457,,,
2017/2/22,5.72,15.32,8.6345,9.7003,17.6318,9.3166,5.2352,14.8403,13.0856,8.8213,17.3896,5.0076,9.1252,11.6557,8.4947,27.5324,15.7131,17.4388,28.2948,25.9599,27.4064,23.5602,21.1277,,13.1262,27.3957,9.1191,5.0708,10.5664,9.3226,9.8757,27.379,24.1479,17.2099,,,
2017/2/23,5.69,15.34,8.436,9.5634,17.508,9.3166,5.1867,14.7215,13.0364,9.2346,17.0554,4.9755,8.8946,11.6763,8.3436,27.5324,16.2984,17.4678,28.4601,25.9599,28.4363,25.1321,23.2379,,12.9293,27.8421,9.0122,5.0436,10.6362,9.2246,9.7466,28.1486,24.9588,18.4711,,,
2017/2/24,5.89,15.47,8.5022,9.5872,17.5142,9.2618,5.2158,14.8799,13.0954,9.1689,17.5961,5.0012,8.9467,11.5821,8.4475,27.5324,16.5949,17.7038,29.2796,25.9599,29.6431,24.9506,25.5642,,13.077,28.5065,9.0219,5.0617,10.4067,9.2321,9.8459,27.9907,25.8389,18.1585,,,
2017/2/27,5.99,15.19,8.3368,9.5217,17.6009,9.1523,5.177,14.9855,13.1151,9.0749,17.5076,5.0012,9.0285,11.6704,8.4003,27.5324,16.5417,17.5834,29.5638,25.9599,29.7669,24.3916,23.5588,,12.314,28.4384,9.0608,5.0163,10.2171,9.1416,9.6472,28.1486,27.1046,18.1204,,,
2017/2/28,6.05,15.77,8.2772,9.6229,17.6752,9.125,5.1576,15.4014,13.2725,9.1125,17.5076,5.0912,9.2591,11.4174,8.3247,27.5324,16.382,17.4244,30.1587,25.9599,30.8941,23.7991,23.9661,,12.1007,28.7655,9.0608,5.0345,10.3469,9.217,9.6373,28.2867,26.2245,18.963,,,
2017/3/1,6.04,15.66,8.4757,9.6289,17.861,9.2527,5.1285,15.1704,13.4595,9.0655,17.2815,5.0912,9.1996,11.438,8.3341,27.5324,16.6709,17.6412,30.0331,25.9599,30.4167,23.8612,23.1516,,11.871,30.275,9.0608,5.0889,10.1972,9.2095,9.6472,27.3001,25.6015,18.6532,,,
2017/3/2,5.96,15.67,8.4889,9.5634,17.7743,9.1797,5.08,15.0053,13.3316,9.0937,17.0259,5.0141,9.1029,11.291,8.2018,27.5324,16.23,17.5352,29.9339,25.9599,32.3086,23.8755,23.2811,,11.8464,30.7077,8.9733,5.0254,10.267,9.0813,9.4982,28.6419,26.1158,18.645,,,
2017/3/3,6.05,15.73,8.5352,9.5217,17.892,9.1797,5.08,15.0251,13.4103,8.9904,17.0358,5.1105,9.207,11.4027,8.2396,27.5324,15.637,17.7423,30.39,25.9599,31.9638,24.1766,23.9414,,11.8874,32.0571,8.9053,5.0345,9.838,9.036,9.369,28.8688,25.8191,18.6423,,,
2017/3/6,6.03,15.81,8.8131,9.6884,17.9972,9.2071,5.2545,15.1704,13.5578,9.1125,18.0778,5.1619,9.1401,11.2439,8.2491,27.5324,15.8195,18.0169,33.4303,25.9599,32.1627,24.7881,24.1573,,12.1664,32.2684,9.0414,5.1433,9.9577,9.1491,9.5181,27.9513,26.2048,19.0364,,,
2017/3/7,6.17,15.84,9.0315,9.7776,18.1211,9.271,5.2448,15.0647,13.607,9.3098,18.412,5.1619,8.969,11.7557,8.353,27.5324,16.0247,18.0892,32.7165,25.9599,32.4324,25.0653,24.6695,,12.15,31.0621,9.615,5.1161,9.8579,9.1491,9.687,27.4481,27.3419,19.5908,,,
2017/3/8,6.24,15.85,8.7337,9.7776,18.5794,9.1797,5.177,14.8535,13.5283,9.2253,17.8615,5.1491,8.8798,11.5645,8.3341,27.5324,15.6903,17.9639,31.3682,25.9599,31.8091,24.9028,25.4161,,12.15,29.89,9.8969,5.0526,10.0176,9.0963,9.5777,27.1422,30.0811,19.7757,,,
2017/3/9,6.56,15.7,8.8727,9.6408,18.6785,9.125,5.1091,14.5762,13.5775,9.0843,18.1859,5.0848,8.9021,11.4704,8.2302,27.5324,15.6142,17.6075,31.8176,25.9599,30.7924,24.3056,23.6143,,12.15,28.7451,9.9552,5.1615,9.7382,9.0134,9.4982,27.527,29.6559,20.2377,,,
2017/3/10,6.52,15.68,8.9918,9.611,18.6971,9.3713,5.1867,14.629,13.5578,9.0843,18.874,5.0719,8.9393,11.3998,8.2207,27.5324,15.6066,18.1566,32.7165,25.9599,30.9515,26.7375,23.6329,,12.15,29.0177,9.9844,5.0889,9.7981,8.9455,9.4187,28.6616,28.0045,20.6454,,,
2017/3/13,6.35,15.61,8.5485,9.736,18.6413,9.4352,5.1867,14.8139,13.3512,9.1407,18.8249,5.2841,8.9393,11.3469,8.2113,27.5324,15.5686,18.2771,32.624,25.9599,34.0458,29.4132,24.3239,,12.15,29.0892,10.3344,5.1252,9.838,9.0888,9.4783,29.8653,28.9241,22.0098,,,
2017/3/14,6.41,15.63,8.3831,9.7003,18.8271,9.3713,5.1285,14.8337,13.3316,9.0562,18.874,5.2391,8.8946,11.341,8.1451,27.5324,15.5078,18.8889,33.0271,25.9599,34.1917,29.6234,24.9904,,12.15,29.7264,10.0816,5.1071,9.848,9.0963,9.3988,28.7011,30.9809,21.7299,,,
2017/3/15,6.35,15.54,8.436,9.6943,18.9386,9.5173,5.2255,14.6753,13.1938,9.0655,19.0608,5.2583,8.8128,11.4469,8.0884,27.5324,15.6675,18.86,32.6901,25.9599,34.037,30.3401,25.3544,,12.15,29.6378,10.1983,5.0436,9.9976,9.036,9.3889,25.83,30.1701,21.7679,,,
2017/3/16,6.34,15.78,8.4095,9.7598,18.8333,9.5903,5.2448,15.0978,13.4201,9.2065,19.454,5.2519,8.8277,11.7998,8.1829,27.5324,15.8499,18.8648,32.895,25.9599,34.479,33.3742,27.8905,,12.15,30.5646,10.6649,5.1071,10.0176,9.0888,9.5181,25.169,31.5545,23.1513,,,
2017/3/17,6.08,15.61,8.1912,9.6884,19.0005,9.5356,5.1673,15.0647,13.4299,9.0937,19.6604,5.2712,8.679,11.3586,8.0317,27.5324,15.4546,18.2482,32.9016,25.9599,34.3464,35.1372,26.8909,,12.15,29.7469,10.5677,5.0254,9.6783,8.9983,9.3492,24.7743,29.8635,23.2465,,,
2017/3/20,5.95,15.66,8.3169,9.6765,19.2668,9.3896,5.2061,15.4476,13.4398,9.1689,19.5523,5.4448,8.7162,11.3174,8.0601,27.5324,15.6294,18.5757,33.4237,25.9599,34.7,38.649,27.329,,12.15,29.7639,10.5094,5.0345,9.7183,9.0285,9.3889,24.2711,30.4371,23.4856,,,
2017/3/21,5.95,15.66,8.1912,9.8372,19.1987,9.3896,5.2061,15.21,13.4398,9.1219,19.5818,5.3998,8.8426,11.3174,8.0601,27.5324,15.7967,18.4601,33.8798,25.9599,34.5055,39.1889,28.1373,,12.15,29.8389,10.3733,5.0163,9.838,9.0209,9.4286,24.5967,30.6151,22.0017,,,
2017/3/22,5.93,15.56,7.9133,9.8074,18.6723,9.3622,5.0994,15.3156,12.938,9.3568,19.513,5.3998,8.7162,11.2821,8.1073,27.5324,15.5078,18.4601,34.4349,25.9599,35.1067,41.64,27.9583,,12.15,29.2221,9.9941,4.9619,9.6983,9.1416,9.2597,24.1626,31.0699,22.2843,,,
2017/3/23,6.05,15.7,7.8538,9.9264,19.6942,9.3531,5.1964,15.0119,12.6724,9.4225,19.6506,5.4898,8.731,11.1792,8.0506,27.5324,15.1429,18.4601,33.5625,25.9599,34.0458,37.5071,28.779,,12.15,30.1557,10.1886,4.9528,9.5287,9.1642,9.2995,24.2119,30.1107,22.6784,,,
2017/3/24,5.96,15.71,7.8736,9.9205,19.2482,9.3896,5.1576,15.3816,12.7216,9.7419,19.8472,5.644,8.7385,11.2027,8.0317,27.5324,14.9225,18.4601,33.6286,25.9599,33.6391,37.8224,29.9884,,12.15,29.815,10.1691,4.9891,9.7781,9.2849,9.3392,23.8765,30.1305,22.8986,,,
2017/3/27,6.06,15.65,8.1978,10.0633,18.8395,9.49,5.1285,15.9163,12.5936,9.6856,19.8079,5.6055,8.9541,10.9998,8.0223,27.5324,15.1125,18.4601,34.0053,25.9599,34.1607,38.5917,29.285,,12.15,29.7128,10.1983,4.971,9.9877,9.3679,9.4883,23.7087,29.8042,23.8308,,,
2017/3/28,6.04,15.48,7.9993,9.9264,18.951,9.4717,5.1285,15.9626,12.5936,9.4507,19.4638,5.6826,8.8872,11.0351,7.8995,27.5324,15.1429,18.4601,35.6841,25.9599,32.8125,37.1201,29.1739,,12.15,28.9631,10.4316,4.9347,9.9577,9.2246,9.4286,23.3832,28.6472,24.0591,,,
2017/3/29,5.92,15.03,8.1316,9.8848,18.8952,9.344,5.1479,15.8833,12.4067,9.338,18.9526,5.6762,9.0359,11.0351,7.8144,27.5324,14.8541,18.4601,34.4217,25.9599,31.2123,37.4593,26.7057,,12.15,27.6138,10.3733,4.9256,10.0675,9.2396,9.2498,22.8208,26.4816,24.0754,,,
2017/3/30,5.64,14.46,7.8074,9.3325,18.536,9.1706,4.9734,16.1804,11.9049,9.1125,18.5791,5.5283,8.7682,10.6145,7.7199,27.5324,14.0711,18.4601,33.2585,25.9599,30.3062,33.7134,25.8912,,12.15,27.1231,10.0816,4.8712,9.409,9.1265,8.9517,21.8243,25.2258,22.9801,,,
2017/3/31,5.45,14.51,7.8273,9.265,18.6042,9.1797,5.0413,15.6655,12.1017,9.2628,19.1493,5.6698,8.5897,10.6175,7.7577,27.5324,14.0255,18.4601,33.9657,25.9599,30.6377,34.7454,26.1381,,12.15,27.3276,10.0038,4.8984,9.369,9.2396,8.8623,22.0019,24.8105,23.3796,,,
2017/4/5,5.76,15.35,8.0655,9.3632,18.92,9.2983,5.0994,15.7183,12.4756,9.4225,19.572,5.7726,8.8426,10.6733,7.8428,27.5324,14.3979,18.4601,34.8646,25.9599,31.7384,32.6861,28.1743,,12.15,27.5968,10.2274,4.9801,9.5985,9.3603,9.0312,22.4952,25.6807,24.6081,,,
2017/4/6,5.9,15.17,8.0522,9.3816,18.6351,9.2801,5.1091,15.8701,12.4461,9.3568,19.857,5.7855,8.8575,10.5969,7.9561,27.5324,14.4436,18.4601,34.1706,25.9599,31.8268,35.9543,29.0814,,12.15,28.0431,10.0427,4.9891,9.5087,9.2924,9.0114,22.5642,26.3827,24.5511,,,
2017/4/7,5.87,15.51,7.9662,9.3325,18.8147,9.2892,5.08,16.352,12.6232,9.3756,19.9357,5.9976,8.9839,10.5086,8.0317,27.5324,14.3295,18.4601,33.8401,25.9599,31.2389,34.5448,29.7416,,12.15,27.532,9.6927,5.0073,9.7981,9.217,9.0412,22.2584,25.4532,24.3336,,,
2017/4/10,5.79,15.7,7.7413,9.1301,18.4246,9.1341,5.0122,15.7975,12.1706,9.1595,20.1519,5.9655,8.7236,10.2616,8.0128,27.5324,14.2535,18.4601,30.4561,25.9599,29.2453,31.7783,28.5384,,12.15,25.3853,9.5664,4.9801,9.5486,9.481,8.8425,21.3902,23.2777,23.7873,,,
2017/4/11,6.37,16.1,7.4171,9.216,17.991,9.1615,5.051,15.7843,12.4953,9.0843,20.1519,6.0105,8.7905,9.8351,7.9278,27.5324,14.0483,18.4601,30.1058,25.9599,29.9216,33.0015,28.9703,,12.15,26.1827,9.5761,4.9982,9.5087,9.4056,8.8623,21.3606,25.6015,24.0809,,,
2017/4/12,6.65,15.01,7.4237,9.1853,17.8981,9.1341,5.0025,15.7315,12.8593,9.1501,20.378,5.9076,8.6864,10.0263,7.89,27.5324,14.0483,18.4601,29.577,25.9599,29.7227,30.9613,27.909,,12.15,26.1691,9.4205,5.0073,10.0775,9.1416,8.7928,20.8278,25.5719,23.7629,,,
2017/4/13,6.37,15.48,7.4303,9.1914,17.6504,9.1432,5.0219,15.0978,12.7117,9.0186,20.2502,6.0426,8.7162,10.0263,7.8617,27.5324,14.0635,18.4601,29.1606,25.9599,29.9216,29.7668,28.199,,12.15,25.8363,9.265,5.0163,10.0874,8.8776,8.8226,21.1731,25.1269,23.4367,,,
2017/4/14,5.87,14.69,7.2318,9.038,17.3593,8.9607,4.9831,14.3056,12.2985,8.8777,19.8079,6.0169,8.6269,9.8763,7.8617,27.5324,13.7062,18.4601,28.1494,25.9599,30.147,31.0131,28.2607,,12.15,25.1363,9.3039,4.9256,9.5686,8.7645,8.6239,20.7094,24.5237,23.3307,,,
2017/4/17,5.68,14.26,7.0796,9.0319,17.0249,8.9881,4.9346,14.1669,11.9246,8.8119,19.5031,5.7598,8.3741,9.6263,7.7766,27.5324,13.5845,18.4601,25.3338,25.9599,30.6421,27.9165,26.533,,12.15,22.9066,9.1678,4.9256,9.0697,8.6212,8.5245,19.8707,22.0713,21.912,,,
2017/4/18,5.56,14.4,7.0796,8.8969,17.0621,8.9972,4.8958,14.2924,11.6688,8.7837,20.034,5.5026,8.0766,9.5439,7.6538,27.5324,13.4781,18.4601,22.8024,25.9599,30.9515,25.1268,26.6811,,12.15,22.9325,9.0608,4.8803,8.8003,8.6136,8.3954,19.8313,21.923,19.7213,,,
2017/4/19,5.73,13.81,7.0796,8.7374,16.7648,8.9425,4.8183,13.9689,11.5015,8.5864,19.6604,5.5798,8.0691,9.294,7.4931,24.7768,13.0676,18.4601,23.1461,25.9599,31.345,25.98,27.2364,,12.15,23.2177,9.0608,4.7896,8.491,8.41,8.4152,20.0582,22.7536,19.9686,,,
2017/4/20,5.62,13.42,7.0796,8.5103,16.7958,8.9425,4.8086,14.1603,11.4228,8.3985,19.6014,5.4641,7.9204,9.2645,7.5026,22.3744,12.984,18.4601,22.4323,25.9599,30.4476,25.0309,29.0012,,12.15,22.2584,8.9733,4.7079,8.501,8.3647,8.4053,20.0483,22.279,19.6534,,,
2017/4/21,5.43,13.35,7.0796,8.3754,17.0497,8.8695,4.7892,14.3122,11.5114,8.4361,20.0536,5.5348,7.7642,9.0822,7.6254,20.7824,12.8092,18.4601,22.3199,25.9599,30.1515,24.542,28.6926,,12.15,22.764,8.808,4.6898,8.2715,8.3496,8.296,19.999,22.279,19.5419,,,
2017/4/24,4.89,12.92,7.0796,8.1974,16.6781,8.8056,4.6826,12.8796,10.9702,8.267,20.2502,5.3998,7.5634,8.8528,7.5309,19.8736,12.315,18.4601,21.084,25.9599,30.6377,23.4683,28.3347,,12.15,21.9948,8.8178,4.5991,8.0021,8.4175,7.8986,19.3478,21.5275,19.5039,,,
2017/4/25,4.92,13.13,7.0796,8.1667,17.0621,8.6048,4.7116,12.2525,10.8227,8.2858,19.5425,5.3805,7.6229,9.0292,7.3703,20.4293,12.4215,18.4601,21.3285,25.9599,31.7074,24.1777,29.1492,,12.15,21.6145,8.983,4.5991,8.0819,8.5608,7.7198,19.4268,22.2295,19.7023,,,
2017/4/26,4.81,13.01,7.0796,8.2158,17.0311,8.4315,4.6632,12.4109,10.6456,8.2482,18.8543,5.2069,7.6898,9.0322,7.3703,20.5567,12.4975,18.4601,21.4144,23.3627,31.3847,26.5936,28.6309,,12.15,20.6293,8.9539,4.6172,8.1418,8.5382,7.4714,19.4958,22.3284,19.9007,,,
2017/4/27,4.45,13.25,7.0796,8.2158,16.963,8.4588,4.6438,12.5231,10.6849,8.4361,18.9428,5.2712,7.7865,9.7028,7.1813,21.0256,12.7179,18.4601,22.1084,22.3216,32.4412,29.2491,29.501,,12.15,21.3034,9.2164,4.6354,7.8524,8.508,7.4118,20.0582,23.3865,20.4225,,,
2017/4/28,4.36,13.02,7.0796,8.2404,17.0187,8.5592,4.6922,12.5231,10.8719,8.5395,19.2672,5.2969,7.8832,9.8028,6.7467,23.127,12.7863,18.4601,22.2076,21.9326,32.2069,32.173,29.501,,12.15,21.3985,9.1191,4.6989,8.042,8.4628,7.4912,20.147,22.813,20.4198,,,
