ÈÕÆÚ,000659.SZ,000695.SZ,000812.SZ,002014.SZ,002117.SZ,002191.SZ,002228.SZ,002229.SZ,002243.SZ,002303.SZ,002522.SZ,002565.SZ,002585.SZ,002599.SZ,002701.SZ,002735.SZ,002752.SZ,002787.SZ,002799.SZ,002803.SZ,002831.SZ,002836.SZ,002846.SZ,002951.SZ,300057.SZ,300501.SZ,600076.SH,600210.SH,600836.SH,601515.SH,601968.SH,603022.SH,603058.SH,603429.SH,603499.SH,603607.SH,603687.SH
2014/1/2,2.76,7.35,2.7369,4.8373,7.5297,6.2824,2.223,9.9322,6.3656,4.0997,3.051,6.3702,6.5512,3.4195,4.5351,,,,,,,,,,9.6819,,4.4332,2.7985,4.2627,9.3187,,,,,,,
2014/1/3,2.7,7.18,2.7826,4.7935,7.6048,6.1979,2.2196,9.7542,6.2873,4.1114,3.0468,6.3671,6.6878,3.3931,4.5642,,,,,,,,,,9.8434,,4.5207,2.72,4.1534,9.2121,,,,,,,
2014/1/6,2.65,6.82,2.7108,4.6678,7.4047,6.1579,2.1684,10.0376,6.1306,4.2584,3.0157,6.263,6.3463,3.2818,4.5654,,,,,,,,,,9.5931,,4.2874,2.6415,4.0292,9.109,,,,,,,
2014/1/7,2.66,6.85,2.6912,4.799,7.8499,6.3446,2.1616,9.7213,6.1502,4.2864,2.9991,6.5847,6.3975,3.3111,4.5642,,,,,,,,,,9.5043,,4.1804,2.659,4.064,9.4893,,,,,,,
2014/1/8,2.66,6.79,2.6977,4.7881,8.0501,6.2824,2.1616,10.0047,6.4439,4.1954,3.051,6.7297,6.3634,3.3697,4.7248,,,,,,,,,,10.2068,,4.2485,2.6415,4.0044,9.5142,,,,,,,
2014/1/9,2.66,6.96,2.7043,4.6897,7.8149,6.3402,2.1308,9.7806,6.2775,4.34,3.1112,6.6383,6.039,3.399,4.5851,,,,,,,,,,9.8757,,4.2874,2.6067,3.9945,9.2085,,,,,,,
2014/1/10,2.65,6.98,2.6389,4.6787,7.87,6.0468,2.0762,9.1611,6.346,4.4147,3.1112,6.468,5.9707,3.355,4.6352,,,,,,,,,,9.4235,,4.1415,2.5718,4.0491,9.1552,,,,,,,
2014/1/13,2.53,7.21,2.5867,4.5968,8.2302,5.9489,2.0933,8.7129,6.4831,4.2397,3.1112,6.5594,6.0503,3.3287,4.8481,,,,,,,,,,9.5123,,4.0638,2.5544,4.0094,9.3116,,,,,,,
2014/1/14,2.59,7.27,2.6389,4.6842,9.0557,6.1134,2.1138,9.0951,6.4929,4.2,3.1112,6.7518,6.1812,3.3463,4.8924,,,,,,,,,,9.8999,,4.1901,2.5979,4.0938,9.3862,,,,,,,
2014/1/15,2.56,7.3,2.6716,4.7881,9.1758,6.1134,2.1172,10.0047,6.4342,4.5267,3.1112,6.5405,6.1016,3.4547,4.8446,,,,,,,,,,10.013,,4.2388,2.5892,4.069,9.3969,,,,,,,
2014/1/16,2.57,7.42,2.652,4.7498,9.6611,6.3091,2.1035,10.6703,6.5125,4.5057,3.1112,6.7423,6.0788,3.3697,4.7539,,,,,,,,,,9.8273,,4.2776,2.5979,4.0938,9.8411,,,,,,,
2014/1/17,2.5,7.13,2.6585,4.7935,9.3809,6.1623,2.1138,10.7362,6.3852,4.4614,3.1112,6.7392,5.965,3.317,4.57,,,,,,,,,,9.6819,,4.2971,2.5631,4.0143,10.1041,,,,,,,
2014/1/20,2.5,7.07,2.6455,4.7334,9.551,6.3446,2.1445,11.8105,6.1502,4.3167,2.9844,7.0672,6.0276,3.3111,4.5968,,,,,,,,,,9.4558,,4.3068,2.5631,4.0292,10.2463,,,,,,,
2014/1/21,2.49,7.1,2.6847,4.7826,9.9262,6.438,2.165,12.9705,6.2187,4.34,3.061,7.0167,6.0503,3.4166,4.584,,,,,,,,,,9.6335,,4.336,2.6241,4.0739,9.9797,,,,,,,
2014/1/22,2.51,7.31,2.7434,4.8755,9.7211,6.6114,2.2128,14.137,6.3754,4.4427,3.1662,7.3131,6.2211,3.4195,4.7574,,,,,,,,,,9.8192,,4.4137,2.6677,4.1783,10.2641,,,,,,,
2014/1/23,2.52,7.32,2.7761,4.881,9.6561,6.6737,2.2162,13.9393,6.4244,4.4614,3.3575,7.2942,6.2325,3.5338,4.7434,,,,,,,,,,9.8838,,4.4235,2.6503,4.2081,9.8376,,,,,,,
2014/1/24,2.55,7.38,3.057,4.9302,10.5416,7.0605,2.2162,14.2359,6.4733,4.613,3.3288,7.1649,6.3748,3.6334,4.9331,,,,,,,,,,10.3118,,4.511,2.6764,4.2478,10.1148,,,,,,,
2014/1/27,2.55,7.3,3.1419,4.9466,10.3665,7.4162,2.2265,13.1748,6.395,4.6317,3.3121,7.1081,6.3577,3.6715,4.9715,,,,,,,,,,10.336,,4.404,2.6415,4.3075,9.9229,,,,,,,
2014/1/28,2.53,7.27,3.0439,4.7389,10.6517,7.385,2.2401,13.2209,6.4733,4.522,3.3121,7.4077,6.2495,3.6774,4.89,,,,,,,,,,10.0372,,4.3457,2.6503,4.3571,9.7665,,,,,,,
2014/1/29,2.48,7.29,3.0374,4.7935,11.4172,7.6785,2.2435,14.5456,6.3264,4.5384,3.2905,7.373,6.3292,3.8795,4.8877,,,,,,,,,,10.1422,,4.5012,2.6503,4.3472,10.0046,,,,,,,
2014/1/30,2.38,7.74,3.0635,4.7881,11.7224,7.6029,2.2606,13.3923,6.2481,4.6994,3.2882,7.2595,6.278,3.8795,4.8132,,,,,,,,,,10.3844,,4.404,2.6415,4.3422,9.8447,,,,,,,
2014/2/7,2.38,7.71,3.1615,4.9575,11.6073,7.6385,2.3494,13.6361,6.3264,4.8207,3.3838,7.5433,6.2894,3.9264,4.8563,,,,,,,,,,10.8366,,4.5304,2.6415,4.372,9.9868,,,,,,,
2014/2/10,2.4,7.88,3.475,5.0777,11.5072,8.3632,2.387,14.1963,6.6496,5.0564,3.3958,8.297,6.5228,4.0261,4.989,,,,,,,,,,10.9416,,4.6762,2.7026,4.4863,10.623,,,,,,,
2014/2/11,2.36,8.34,3.4946,5.0723,10.3865,8.3676,2.3733,14.8949,6.5517,5.1334,3.5082,8.1993,6.8586,4.4275,4.8784,,,,,,,,,,11.0466,,4.7832,2.72,4.4913,10.4169,,,,,,,
2014/2/12,2.36,8.58,3.5142,5.1707,10.4116,8.2343,2.4006,14.6906,6.7182,5.033,3.4914,8.0731,6.961,4.656,4.8644,,,,,,,,,,11.2485,,4.8123,2.7636,4.4962,10.2889,,,,,,,
2014/2/13,2.48,8.06,3.4489,5.0067,10.2515,8.2031,2.3426,15.007,6.6692,4.571,3.3958,7.8713,6.8415,4.6824,4.6992,,,,,,,,,,10.8043,,4.7832,2.7374,4.5857,10.1006,,,,,,,
2014/2/14,2.47,8.16,3.5208,5.1433,10.7968,8.4743,2.3835,15.732,6.7475,4.6947,3.4029,8.0731,7.0692,4.659,4.9575,,,,,,,,,,11.1758,,4.9776,2.7636,4.6503,10.1148,,,,,,,
2014/2/17,2.48,8.2,3.6253,5.2527,10.9319,8.3765,2.4518,16.826,7.0217,4.7647,3.4532,8.0353,7.331,5.0252,5.0018,,,,,,,,,,11.2565,,5.0165,2.7897,4.695,10.2143,,,,,,,
2014/2/18,2.5,8.89,3.5208,5.2581,10.7318,8.83,2.4484,16.3383,6.9532,4.7017,3.4221,8.0101,7.331,5.3622,5.0797,,,,,,,,,,11.0143,,4.9582,2.8595,4.6204,9.9975,,,,,,,
2014/2/19,2.5,8.59,3.4162,5.1433,10.2815,8.8923,2.4518,15.7386,6.914,4.977,3.4005,7.6033,7.4334,5.3534,5.0448,,,,,,,,,,10.9012,,4.9193,2.8246,4.6055,9.5142,,,,,,,
2014/2/20,2.44,8.32,3.2725,5.0286,9.9813,8.6477,2.3733,14.1634,6.728,4.7367,3.324,7.2154,7.1488,4.908,4.8784,,,,,,,,,,10.554,,4.7637,2.781,4.6055,9.4751,,,,,,,
2014/2/21,2.45,8.39,3.3248,5.0723,10.1214,8.2254,2.3528,14.5456,6.6496,4.8277,3.2738,7.105,7.1944,4.7205,4.8807,,,,,,,,,,10.5863,,4.7929,2.781,4.4515,9.4004,,,,,,,
2014/2/24,2.45,8.39,3.3901,4.9848,10.9319,8.2254,2.3665,14.4929,6.7867,4.7997,3.3288,7.6758,7.0805,4.7586,4.9657,,,,,,,,,,11.0304,,4.9193,2.72,4.2776,9.6243,,,,,,,
2014/2/25,2.7,8.39,3.1942,4.8099,10.4216,8.2209,2.264,13.0496,6.5223,4.8744,3.1566,6.9189,7.0236,4.3953,4.641,,,,,,,,,,10.336,,4.6471,2.6764,4.1534,8.8318,,,,,,,
2014/2/26,2.68,8.39,3.3313,4.8755,10.9919,8.2609,2.2777,13.4055,6.6202,4.641,3.1447,6.9442,7.3481,4.3601,4.5153,,,,,,,,,,10.4167,,4.754,2.6677,4.223,8.8922,,,,,,,
2014/2/27,2.68,8.39,3.4293,4.8263,11.9926,8.6166,2.2162,12.5553,6.5517,4.4567,3.1088,6.9757,7.2627,4.2546,4.3582,,,,,,,,,,10.2229,,4.7151,2.72,4.1733,8.9348,,,,,,,
2014/2/28,2.62,8.39,3.364,4.8482,11.4972,8.3587,2.2743,13.0166,6.5713,4.4217,3.1566,7.0987,6.9098,4.3718,4.4862,,,,,,,,,,10.1099,,5.0457,2.7113,4.1932,9.1268,,,,,,,
2014/3/3,2.63,8.39,3.4685,4.9138,11.8575,8.4032,2.3494,13.1286,6.6496,4.5944,3.2164,6.9694,6.9838,4.4246,4.6654,,,,,,,,,,10.0776,,5.0457,2.7897,4.3273,9.1232,,,,,,,
2014/3/4,2.57,8.39,3.4097,4.8755,11.0269,8.7678,2.3733,13.9327,6.7084,4.6457,3.2116,7.2595,6.9041,4.3308,4.7225,,,,,,,,,,10.2149,,5.2401,2.7723,4.3025,9.1801,,,,,,,
2014/3/5,2.55,8.39,3.3313,4.8263,10.8518,8.3988,2.3699,13.9986,6.6594,4.6224,3.2045,7.2122,6.8358,4.7029,4.9087,,,,,,,,,,10.0776,,5.0846,2.7549,4.2677,8.9633,,,,,,,
2014/3/6,2.64,8.39,3.5338,4.7771,10.6417,8.0697,2.4143,13.7152,6.6202,4.6504,3.2379,7.3005,6.9838,4.5945,4.9087,,,,,,,,,,10.3602,,5.0457,2.7636,4.3273,8.9775,,,,,,,
2014/3/7,2.57,8.39,3.4489,4.7717,11.0169,7.6829,2.4143,13.9459,6.6202,4.8487,3.1997,7.2721,6.9382,4.6004,4.8295,,,,,,,,,,10.982,,5.0457,2.7462,4.2727,9.013,,,,,,,
2014/3/10,2.42,8.39,3.3117,4.5421,10.5366,7.6474,2.3699,12.5487,6.4146,4.9467,3.104,6.7928,6.665,4.1403,4.5269,,,,,,,,,,10.5782,,4.686,2.6154,4.0988,8.5297,,,,,,,
2014/3/11,2.44,8.39,3.2334,4.5694,9.8312,7.4162,2.3631,12.2125,6.4146,4.879,3.0634,6.6509,6.7163,3.9176,4.6177,,,,,,,,,,10.2956,,4.6957,2.6328,4.1286,8.6612,,,,,,,
2014/3/12,2.41,8.39,3.168,4.6022,9.7611,7.056,2.3665,11.7182,6.4146,4.9467,3.0371,6.6603,6.7447,3.9557,4.5723,,,,,,,,,,10.5379,,4.7054,2.659,4.1534,8.6008,,,,,,,
2014/3/13,2.44,8.39,3.1942,4.6459,9.9663,7.056,2.544,11.9028,6.5908,4.9817,3.0634,6.7171,6.7903,3.9645,4.6631,,,,,,,,,,10.5379,,4.7054,2.659,4.1634,9.0237,,,,,,,
2014/3/14,2.44,8.39,3.1354,4.6186,9.7762,7.056,2.4723,11.9225,6.5419,4.8814,3.061,6.7203,6.6764,3.9704,4.7131,,,,,,,,,,10.336,,4.6762,2.6241,4.2081,9.0059,,,,,,,
2014/3/17,2.44,8.39,3.1942,4.6678,10.1564,7.6563,2.5714,12.285,6.7671,4.9817,3.1064,6.9662,6.8643,4.0817,4.9412,,,,,,,,,,10.5217,,4.7735,2.6503,4.4317,9.0983,,,,,,,
2014/3/18,2.61,8.39,3.3379,4.6787,10.2214,8.1142,2.5577,12.4366,7.0022,5.1264,3.1088,7.2059,6.9098,4.1433,4.9471,,,,,,,,,,10.6994,,4.8804,2.6764,4.3919,8.9064,,,,,,,
2014/3/19,2.69,8.39,3.2856,4.6678,10.2565,8.0342,2.5235,12.6212,6.9336,5.11,3.1088,7.0356,7.0066,4.0231,4.8877,,,,,,,,,,10.7317,,4.8512,2.6764,4.4813,8.7749,,,,,,,
2014/3/20,2.58,8.39,3.168,4.564,9.9563,7.514,2.5065,11.3623,6.5811,4.928,3.0371,6.6067,6.8073,3.7887,4.8935,,,,,,,,,,10.449,,4.6568,2.6415,4.2776,8.2454,,,,,,,
2014/3/21,2.67,8.39,3.2334,4.6077,10.2314,7.5095,2.5543,11.9687,6.7475,4.9117,3.0897,6.613,6.9382,3.862,5.117,,,,,,,,,,10.659,,4.7443,2.7026,4.4813,8.0072,,,,,,,
2014/3/24,2.67,8.39,3.2987,4.6569,10.0763,7.514,2.5577,11.626,7.0022,4.9094,3.1184,6.3671,6.9098,3.8678,5.3532,,,,,,,,,,10.5621,,4.7832,2.7549,4.5161,8.121,,,,,,,
2014/3/25,2.67,8.39,3.364,4.6132,9.9713,7.514,2.5065,11.7446,7.7073,4.7694,3.1088,6.8559,6.8016,3.8649,5.4102,,,,,,,,,,10.6025,,4.9387,2.7636,4.5807,8.3342,,,,,,,
2014/3/26,2.67,8.39,3.3313,4.5858,10.0613,7.3139,2.5338,12.2587,7.5408,4.9234,3.1471,6.736,6.8016,3.9235,5.3043,,,,,,,,,,10.5379,,4.9096,2.7462,4.5559,8.3698,,,,,,,
2014/3/27,2.67,8.39,3.2987,4.4492,9.7712,7.0516,2.4894,11.6457,7.8933,4.9934,3.0825,6.572,6.7618,3.7799,5.096,,,,,,,,,,9.908,,4.929,2.7374,4.4863,7.89,,,,,,,
2014/3/28,2.72,8.39,3.168,4.3672,9.0557,6.8648,2.4484,10.8285,7.7171,4.914,3.0275,6.3229,6.3634,3.6627,5.1437,,,,,,,,,,9.4962,,4.8804,2.7636,4.4168,7.9681,,,,,,,
2014/3/31,2.66,8.39,3.1615,4.3945,8.6054,6.8826,2.4245,10.9208,7.5408,5.194,3.0371,6.4017,6.1983,3.5777,5.0623,,,,,,,,,,9.3589,,4.7443,2.72,4.3174,7.8082,,,,,,,
2014/4/1,2.58,8.39,3.2334,4.4656,8.6404,6.9893,2.4655,11.2635,7.5408,5.3037,2.9916,6.5184,6.4431,3.7096,5.5278,,,,,,,,,,9.2943,,4.8026,2.7636,4.3919,7.8935,,,,,,,
2014/4/2,2.54,8.39,3.1876,4.4656,8.5154,6.7581,2.4382,11.1119,7.7073,5.222,3.0945,6.3576,6.352,3.6744,5.5813,,,,,,,,,,9.3266,,4.7637,2.7723,4.3671,7.993,,,,,,,
2014/4/3,2.53,8.39,3.2072,4.4874,8.9857,7.0293,2.5577,12.2257,7.4918,5.2104,3.0992,6.3891,6.3805,3.7565,5.4742,,,,,,,,,,9.3912,,4.7248,2.7374,4.4118,8.0392,,,,,,,
2014/4/4,2.55,8.39,3.2138,4.5257,9.0221,7.1583,2.6021,13.0957,7.4722,5.1614,3.0705,6.4837,6.3975,3.7682,5.451,,,,,,,,,,9.4639,,4.8221,2.7897,4.4416,8.0001,,,,,,,
2014/4/8,2.53,8.39,3.2595,4.5694,9.0282,7.1138,2.5816,12.9177,7.482,5.1474,3.0849,6.3702,6.4886,4.0934,5.4032,,,,,,,,,,9.6496,,4.7637,2.8246,4.5211,8.2098,,,,,,,
2014/4/9,2.54,8.39,3.266,4.6077,9.4228,7.1716,2.6294,13.3659,7.6289,5.544,3.0873,6.4238,6.5284,4.2048,5.4323,,,,,,,,,,9.6335,,4.929,2.7897,4.5161,8.5084,,,,,,,
2014/4/10,2.57,8.39,3.2595,4.602,9.8357,7.4473,2.6192,13.6757,7.4722,5.4134,3.1231,6.5973,6.5228,4.1608,5.4603,,,,,,,,,,9.3347,,5.0068,2.7897,4.5062,8.8105,,,,,,,
2014/4/11,2.52,8.39,3.3052,4.602,9.7749,7.2694,2.6362,14.0447,7.2078,5.411,3.1112,6.3954,6.4203,4.1755,5.6104,,,,,,,,,,9.2136,,4.9776,2.7897,4.4764,8.7145,,,,,,,
2014/4/14,2.53,8.39,3.2921,4.636,9.7871,7.0471,2.6226,13.8536,7.2666,5.4297,3.1375,6.1715,6.4431,4.3073,5.5603,,,,,,,,,,9.2539,,4.9485,2.7723,4.6155,8.7927,,,,,,,
2014/4/15,2.53,8.39,3.2921,4.5794,9.7142,6.6336,2.6055,14.1304,7.2176,5.3784,3.0897,5.8972,6.3975,4.1638,5.5254,,,,,,,,,,9.2459,,4.9193,2.7549,4.5509,8.5297,,,,,,,
2014/4/16,2.54,8.39,3.2529,4.585,9.7446,6.8115,2.5611,14.7763,7.2372,5.2967,3.1016,5.8719,6.4601,4.1257,5.3963,,,,,,,,,,9.1247,,4.9679,2.7985,4.5459,8.4977,,,,,,,
2014/4/17,2.52,8.39,3.3379,4.5907,9.5199,6.647,2.5782,14.3281,7.2862,5.3014,3.1112,5.749,6.5,4.111,5.4486,,,,,,,,,,9.1813,,4.9387,2.781,4.5459,8.5048,,,,,,,
2014/4/18,2.5,8.39,3.3248,4.602,9.4532,6.7092,2.5714,14.4863,7.5898,5.4414,3.1136,5.771,6.6138,4.0407,5.4475,,,,,,,,,,9.0924,,4.9776,2.7723,4.5708,8.5937,,,,,,,
2014/4/21,2.43,8.39,3.155,4.4717,9.0828,6.4647,2.5953,13.8404,7.4624,5.3667,3.2284,5.7332,6.5228,3.8297,5.2159,,,,,,,,,,8.6402,,4.7443,2.7287,4.5062,8.3164,,,,,,,
2014/4/22,2.46,8.39,3.0439,4.466,9.1678,6.3802,2.6943,13.5768,7.1099,5.3574,3.3814,5.6291,6.4203,3.8004,5.3299,,,,,,,,,,8.4384,,4.6762,2.7287,4.4962,8.1139,,,,,,,
2014/4/23,2.39,8.39,3.0505,4.483,9.3257,6.4469,2.7148,13.7679,6.8846,5.3434,3.324,5.5377,6.5512,3.8415,5.2392,,,,,,,,,,8.503,,4.6665,2.7287,4.3869,8.0748,,,,,,,
2014/4/24,2.39,8.39,3.0047,4.4093,9.1982,6.2691,2.6157,12.5223,6.9434,5.3387,3.3551,5.5534,6.4032,3.6803,5.2973,,,,,,,,,,8.5756,,4.6373,2.6677,4.2826,8.0854,,,,,,,
2014/4/25,2.28,8.39,2.9067,4.1826,8.8642,6.1446,2.5816,11.9028,6.8063,4.935,3.2762,5.4052,6.204,3.6979,5.3974,,,,,,,,,,8.1154,,4.4332,2.6328,4.1733,7.8473,,,,,,,
2014/4/28,2.22,8.39,2.7826,4.0069,8.4999,6.0112,2.7079,11.8566,6.7573,4.977,3.0634,5.1592,5.9137,3.8239,5.3532,,,,,,,,,,7.542,,4.336,2.5631,4.1187,7.8971,,,,,,,
2014/4/29,2.24,8.39,2.861,4.0579,8.5303,6.1312,2.7455,12.0741,6.7573,4.9677,3.1518,5.3106,6.0333,4.0026,5.5045,,,,,,,,,,7.647,,4.4429,2.5805,4.218,8.0321,,,,,,,
2014/4/30,2.24,8.39,2.9002,4.0579,8.7246,6.3758,2.865,12.0214,6.7769,5.0144,3.1542,5.4052,6.0846,3.9733,5.5068,,,,,,,,,,7.6712,,4.4137,2.5805,4.3174,8.1956,,,,,,,
2014/5/5,2.21,8.39,2.9394,4.0693,8.8885,6.478,2.8343,12.4498,6.9238,5.0097,3.1471,5.4462,6.1074,3.9352,5.6209,,,,,,,,,,7.8812,,4.4721,2.6067,4.3571,8.3449,,,,,,,
2014/5/6,2.32,8.39,2.9329,4.1089,9.6535,6.5314,3.0528,12.8914,6.8455,4.9957,3.1566,5.6134,6.1701,4.3279,5.5662,,,,,,,,,,7.8973,,4.4721,2.5979,4.3273,8.4017,,,,,,,
2014/5/7,2.32,8.39,2.8806,4.0466,9.2771,6.3891,3.005,11.6062,6.7573,4.774,3.1088,5.4462,5.9363,4.4392,5.5999,,,,,,,,,,7.6632,,4.3262,2.5631,4.3025,8.2845,,,,,,,
2014/5/8,2.32,8.39,2.8806,4.0523,9.5624,6.3224,2.9367,12.318,6.7867,4.7134,3.0968,5.5219,5.9933,4.281,5.38,,,,,,,,,,7.6551,,4.336,2.5718,4.3323,8.1174,,,,,,,
2014/5/9,2.21,8.39,2.8349,4.0296,9.2285,6.149,2.8206,11.9885,6.5811,4.7297,3.0849,5.2791,5.9648,4.2487,5.3811,,,,,,,,,,7.7278,,4.336,2.5631,4.228,8.1565,,,,,,,
2014/5/12,2.23,8.39,2.9263,4.1486,9.4653,6.2957,3.0153,12.463,6.7475,4.7997,3.1662,5.3926,6.1587,4.2986,5.5615,,,,,,,,,,7.9781,,4.4721,2.6328,4.3323,8.288,,,,,,,
2014/5/13,2.18,8.39,2.9525,4.1486,9.4653,6.2557,2.9845,12.5421,6.7475,4.7787,3.1925,5.3232,6.1701,4.1726,5.565,,,,,,,,,,7.8731,,4.5012,2.6241,4.3373,8.2027,,,,,,,
2014/5/14,2.2,8.39,2.9459,4.1543,9.3499,6.1757,2.9504,12.4893,6.6888,4.7834,3.1614,5.3012,6.2328,4.2077,5.487,,,,,,,,,,7.8327,,4.5012,2.6154,4.3472,8.1814,,,,,,,
2014/5/15,2.16,8.39,2.8545,4.0466,8.9978,6.0645,2.8377,12.4828,6.5419,4.5734,3.2858,5.1561,6.0789,3.7858,5.3587,,,,,,,,,,7.4209,,4.4526,2.5718,4.223,8.0534,,,,,,,
2014/5/16,2.15,8.39,2.8414,4.0353,8.8764,5.9489,2.8036,12.318,6.5615,4.473,3.3288,5.0047,6.1644,3.6363,5.0805,,,,,,,,,,7.2594,,4.3749,2.5805,4.2478,8.0215,,,,,,,
2014/5/19,2.11,8.39,2.8218,4.0183,8.8946,5.8956,2.8548,12.6739,6.5615,4.4567,3.2858,4.888,6.0675,3.6246,4.9854,,,,,,,,,,7.3482,,4.3749,2.5892,4.2876,7.993,,,,,,,
2014/5/20,2.12,8.39,2.8284,4.0239,9.1557,5.9269,2.8616,13.5966,6.5908,4.5827,3.2834,4.8281,6.0219,3.692,5.052,,,,,,,,,,7.2836,,4.3943,2.5805,4.2429,7.9859,,,,,,,
2014/5/21,2.12,8.39,2.861,4.0749,9.1557,6.0748,2.9743,13.5768,6.63,4.6667,3.2953,4.9795,6.1188,3.8854,5.0163,,,,,,,,,,7.3725,,4.4235,2.5892,4.2528,8.0783,,,,,,,
2014/5/22,2.14,8.39,2.8741,4.0636,9.2771,6.0255,2.9333,13.1814,6.6692,4.704,3.2513,4.9732,6.096,3.8385,4.9949,,,,,,,,,,7.3482,,4.3749,2.5718,4.2876,8.0108,,,,,,,
2014/5/23,2.14,8.39,2.9002,4.0919,9.4774,6.1689,2.9743,13.5834,6.7084,4.7507,3.2513,5.0836,6.1302,3.8825,4.9497,,,,,,,,,,7.5097,,4.4624,2.5892,4.3273,8.3129,,,,,,,
2014/5/26,2.16,8.39,2.9133,4.143,9.8053,6.5497,2.9811,14.1041,6.728,4.8114,3.3002,5.3043,6.2557,3.9147,5.128,,,,,,,,,,7.6645,,4.5012,2.6677,4.377,8.6043,,,,,,,
2014/5/27,2.15,8.39,2.9198,4.1373,9.6596,6.5541,3.0085,14.1502,6.7769,4.7764,3.2562,5.2002,6.2899,3.7418,5.1257,,,,,,,,,,7.5668,,4.4624,2.6241,4.3422,8.7287,,,,,,,
2014/5/28,2.14,8.39,2.9851,4.143,10.1574,6.5855,2.9743,13.9327,6.7671,4.7834,3.3442,5.3831,6.2785,3.8209,5.1423,,,,,,,,,,7.7052,,4.5207,2.6241,4.3869,8.6896,,,,,,,
2014/5/29,2.25,8.39,2.9525,4.0919,10.1635,6.5362,2.9436,12.7134,6.6496,4.851,3.2758,5.3232,6.1701,3.7418,5.0948,,,,,,,,,,7.5586,,4.4526,2.6067,4.377,8.4231,,,,,,,
2014/5/30,2.24,8.39,2.959,4.0863,10.1696,6.3391,2.947,12.8123,6.6398,4.8137,3.2904,5.298,6.1587,3.7067,5.1304,,,,,,,,,,7.6075,,4.5012,2.6067,4.3472,8.4231,,,,,,,
2014/6/3,2.21,8.39,3.0439,4.1146,9.8417,6.2495,2.8923,12.6475,6.5713,4.7857,3.2709,5.4147,6.1872,3.692,5.109,,,,,,,,,,7.5993,,4.5012,2.6067,4.3571,8.3946,,,,,,,
2014/6/4,2.16,8.39,2.9655,4.0919,9.7567,6.0882,2.8992,12.4893,6.3264,4.6854,3.3002,5.3295,6.039,3.692,4.9854,,,,,,,,,,7.4283,,4.4429,2.5892,4.3124,8.2454,,,,,,,
2014/6/5,2.18,8.39,2.9851,4.1203,9.9874,6.2137,3.0733,13.1221,6.346,4.8207,3.3002,5.4872,6.1644,3.777,5.1019,,,,,,,,,,7.5668,,4.4624,2.6503,4.382,8.4444,,,,,,,
2014/6/6,2.15,8.39,3.0113,4.0919,10.0482,6.2271,3.0699,12.8914,6.3165,4.8977,3.398,5.4336,6.1359,3.7242,5.0662,,,,,,,,,,7.6808,,4.4137,2.6328,4.372,8.2631,,,,,,,
2014/6/9,2.15,8.39,2.959,4.0523,9.8842,6.2226,3.1075,13.412,6.4051,5.0074,3.4616,5.4304,6.1416,3.7125,5.1352,,,,,,,,,,7.6401,,4.3749,2.6067,4.372,8.2205,,,,,,,
2014/6/10,2.16,8.39,2.9655,4.1089,9.9692,6.2943,3.227,13.3,6.533,5.0307,3.4713,5.4432,6.2614,3.7594,5.1185,,,,,,,,,,7.8437,,4.4137,2.6154,4.4267,8.3271,,,,,,,
2014/6/11,2.17,8.39,3.0113,4.1203,9.8053,6.3525,3.1587,13.0627,6.6609,5.0004,3.4469,5.2971,6.2614,3.9235,5.1661,,,,,,,,,,7.917,,4.4624,2.6241,4.4118,8.5013,,,,,,,
2014/6/12,2.15,8.39,2.9982,4.1826,9.6717,6.2405,3.1041,12.8782,6.5133,5.0051,3.4127,5.1764,6.2557,3.8913,5.0805,,,,,,,,,,7.9496,,4.511,2.6067,4.4664,8.5119,,,,,,,
2014/6/13,2.17,8.39,3.0439,4.194,9.9571,6.4063,3.1246,12.4959,6.5034,5.2111,3.4371,5.4876,6.3469,3.9792,5.1114,,,,,,,,,,7.974,,4.5304,2.6241,4.4416,8.6932,,,,,,,
2014/6/16,2.2,8.39,3.07,4.1883,10.0542,6.5093,3.2475,12.3707,6.5625,5.3141,3.4616,5.4876,6.5978,4.1696,5.1043,,,,,,,,,,7.9821,,4.5596,2.6328,4.4168,9.0344,,,,,,,
2014/6/17,2.22,8.39,3.0374,4.1486,9.8478,6.2898,3.1929,12.0082,6.4346,5.3094,3.3931,5.4876,6.6035,4.0759,4.964,,,,,,,,,,7.8192,,4.5596,2.6154,4.3373,8.9348,,,,,,,
2014/6/18,2.18,8.39,2.9982,4.1146,9.7567,6.2719,3.1758,11.9356,6.3263,5.197,3.2904,5.4876,6.6948,3.9469,4.75,,,,,,,,,,7.7297,,4.5012,2.5979,4.218,8.9384,,,,,,,
2014/6/19,2.15,8.39,2.8806,4.0409,9.3924,6.0479,3.1007,11.3085,6.0804,5.0331,3.3344,5.4876,6.4552,3.8913,4.5147,,,,,,,,,,7.5016,,4.3749,2.5544,4.1534,8.615,,,,,,,
2014/6/20,2.16,8.39,2.9133,4.0749,9.3742,6.0658,3.2099,11.4867,6.0705,5.0472,3.3247,5.4876,6.575,4.0729,4.731,,,,,,,,,,7.5016,,4.4235,2.5631,4.2082,8.7003,,,,,,,
2014/6/23,2.19,8.39,3.2072,4.0693,9.3924,6.0255,3.2407,11.5527,6.1099,5.0706,3.3491,5.4876,6.7404,4.0817,4.6835,,,,,,,,,,7.5016,,4.4624,2.5718,4.2431,8.75,,,,,,,
