ÈÕÆÚ,000030.SZ,000338.SZ,000559.SZ,000581.SZ,000622.SZ,000678.SZ,000700.SZ,000757.SZ,000760.SZ,000887.SZ,000903.SZ,000980.SZ,001696.SZ,002048.SZ,002085.SZ,002101.SZ,002126.SZ,002213.SZ,002239.SZ,002265.SZ,002283.SZ,002284.SZ,002328.SZ,002355.SZ,002363.SZ,002406.SZ,002434.SZ,002448.SZ,002454.SZ,002472.SZ,002488.SZ,002510.SZ,002516.SZ,002536.SZ,002553.SZ,002590.SZ,002592.SZ,002611.SZ,002625.SZ,002662.SZ,002684.SZ,002703.SZ,002708.SZ,002715.SZ,002725.SZ,002765.SZ,002813.SZ,002863.SZ,002865.SZ,002906.SZ,002921.SZ,200030.SZ,200581.SZ,300100.SZ,300258.SZ,300304.SZ,300375.SZ,300428.SZ,300432.SZ,300473.SZ,300507.SZ,300547.SZ,300580.SZ,300585.SZ,300611.SZ,300643.SZ,300652.SZ,300680.SZ,300681.SZ,300694.SZ,300695.SZ,300707.SZ,300733.SZ,300742.SZ,600081.SH,600148.SH,600178.SH,600480.SH,600523.SH,600609.SH,600626.SH,600660.SH,600676.SH,600698.SH,600699.SH,600741.SH,600742.SH,600933.SH,600960.SH,601311.SH,601689.SH,601717.SH,601799.SH,603006.SH,603009.SH,603013.SH,603023.SH,603035.SH,603037.SH,603040.SH,603085.SH,603089.SH,603121.SH,603158.SH,603161.SH,603166.SH,603178.SH,603179.SH,603197.SH,603239.SH,603286.SH,603305.SH,603306.SH,603319.SH,603335.SH,603348.SH,603358.SH,603586.SH,603596.SH,603655.SH,603701.SH,603730.SH,603758.SH,603767.SH,603768.SH,603788.SH,603809.SH,603917.SH,603922.SH,603926.SH,603982.SH,603997.SH,900946.SH
2017/7/24,6.2964,6.2213,9.5706,23.8041,5.66,8.02,7.564,6.65,9.48,18.4021,4.4431,10.628,6.8719,19.9978,15.0662,14.2929,10.5609,21.1604,4.0488,21.99,6.3101,9.9438,4.4884,9.2778,8.6373,7.3401,13.9218,9.6604,8.1577,9.73,6.8051,6.7821,4.6626,9.019,10.0988,13.3991,25.8349,8.5234,21.3846,6.4994,21.22,11.1006,9.9798,32.1,10.8868,9.7092,33.8961,8.0061,21.0971,,,4.1566,15.3029,25.5494,15.7258,7.5452,5.5696,17.599,23.3245,40.1809,27.3981,15.2478,19.6916,15.3991,17.0276,14.1102,28.3364,,,,,,,,11.7465,36.0162,8.8653,19.3196,14.1127,8.08,8.86,22.5703,6.9578,12.22,22.4251,20.5264,15.1863,,7.3807,13.7606,20.8143,7.5329,43.7901,18.78,14.3211,,8.4019,17.6478,30.1511,49.5887,22.5084,27.5668,,18.4067,,10.6458,15.2522,29.8131,32.3315,22.3441,24.9345,41.4707,21.8803,29.7674,8.4151,,22.3271,29.1032,,,12.5037,,15.7336,12.9206,22.0173,28.0643,,,,21.3045,,9.9899,0.561
2017/7/25,6.2626,6.0955,9.5611,23.5196,5.63,8.03,7.564,6.59,9.48,18.2103,4.317,10.578,6.9583,19.8809,15.6932,14.8918,10.4917,21.4702,4.2283,22.02,6.2707,9.9832,4.5,9.2778,8.538,7.3681,13.7295,9.7766,8.0729,9.6809,6.7722,7.0289,4.697,8.7825,9.9571,13.4689,25.6481,8.3616,21.3846,6.5288,21.22,11.7582,10.1192,32.15,11.128,9.61,32.739,8.0819,21.6678,,,4.1304,15.0438,25.5494,16.0393,7.644,5.6044,17.0389,23.6589,39.9182,27.2721,15.1196,19.5348,15.5272,17.9248,14.1299,28.3956,12.3775,24.8046,,,,,,11.766,35.6581,8.746,19.1018,13.7299,8.08,8.8892,22.5242,6.9387,11.98,22.4833,20.5356,14.5743,,7.4005,13.6135,21.1369,7.5329,43.8483,18.88,14.0849,,8.3939,17.6761,29.7504,49.3632,22.6534,27.5198,,18.2809,,11.2642,16.7754,30.4658,33.2631,22.2973,24.8455,45.6148,21.7856,28.519,8.1916,,22.2113,28.9873,,,12.5559,,15.7928,12.7901,21.8804,28.4512,,,,21.1094,,10.131,0.555
2017/7/26,6.195,5.9606,9.5706,23.1194,5.62,8.2,7.564,6.56,9.48,17.9898,4.1229,10.3083,6.8911,19.5302,15.5715,14.8603,10.7685,21.7501,4.1984,21.89,6.2806,9.8452,4.5115,9.138,8.4983,7.4243,13.7103,9.6798,8.2491,9.5826,6.7788,6.9204,4.654,9.2742,9.9382,13.5586,25.4318,8.511,21.3846,6.4211,21.22,11.7224,9.9798,31.87,11.0971,9.5305,32.2502,7.9361,21.038,,,4.1239,15.0355,25.5494,15.7258,7.5748,5.5918,18.7436,23.9541,41.0568,26.5652,15.0876,19.3289,15.1922,17.2642,13.805,27.9908,13.6153,27.2811,,,,,,11.8342,36.782,8.5969,19.1965,13.8204,8.08,8.7724,21.9057,6.9578,11.75,21.8941,19.4773,14.6431,,7.3708,14.3295,20.4648,7.5329,42.9073,18.75,14.2069,,8.2088,17.6006,29.7317,47.935,22.2794,28.5142,,18.2615,,11.2166,16.3234,28.8031,32.5109,21.8386,24.4006,46.1476,21.6981,28.0405,8.0152,,22.0377,28.4659,,,12.39,,15.6053,12.6046,21.6945,28.0109,,,,20.7986,,10.7142,0.55
2017/7/27,6.2153,5.9606,9.5895,23.0572,5.75,8.53,7.564,6.71,9.48,18.4021,4.1812,10.4082,6.9775,19.9978,15.8148,14.8981,10.5114,21.94,4.1984,21.67,6.3003,10.1409,4.5921,9.4776,8.7366,7.5179,13.518,9.796,8.347,9.789,6.9497,6.9895,4.697,9.1747,10.1083,14.077,25.8644,8.4674,21.3846,6.5581,21.22,11.5988,9.7009,32.3,11.1033,9.6993,34.335,8.222,21.8154,,,4.1435,15.094,25.5494,16.3822,8.039,5.8288,19.4174,25.2428,41.9715,27.5132,15.6138,20.0543,16.0297,17.8854,14.5238,29.0176,14.9818,30.0142,,,,,,11.9805,36.0559,8.746,19.1113,13.7299,8.08,8.8892,21.6472,7.0245,11.35,22.3742,19.4773,14.5896,,7.45,14.1824,20.8479,7.5329,43.373,19.11,14.3762,,8.2249,17.9879,30.5705,49.6638,22.1039,28.5545,,18.5809,,11.0739,16.3725,30.7338,33.3459,22.5875,25.8045,43.9966,22.3174,28.3022,8.1563,,22.5539,29.0356,,,12.8118,,15.9705,12.8725,22.1836,28.7714,,,,21.3045,,10.7142,0.549
2017/7/28,6.3099,6.1045,9.883,23.0661,5.72,8.43,7.564,6.74,9.48,18.5555,4.1229,10.2484,6.8911,19.8614,15.7026,14.7405,10.8575,22.23,4.1884,21.15,6.3101,10.0226,4.5864,9.3677,8.6968,7.4337,14.1333,9.7379,8.347,9.9069,6.9037,7.177,4.6626,9.0564,9.9949,13.7879,26.002,8.4301,21.3846,6.5973,21.22,11.26,9.8503,32.25,10.9858,9.8879,33.7564,8.187,21.4218,,,4.1566,15.1358,25.5494,16.539,7.9008,5.7214,19.4498,25.2723,41.3487,27.4091,15.4135,19.7504,15.6651,17.4121,14.1201,28.5536,16.477,33.0136,,,,,,11.9025,34.5142,8.6665,18.9029,13.549,8.08,8.8016,21.6103,7.0054,11.22,22.4978,19.7328,14.7732,,7.4104,14.3099,21.063,7.5329,43.4603,19.02,13.9629,,8.241,18.1013,30.1325,50.0397,21.8062,27.681,,18.4357,,10.7885,15.9991,30.5139,32.2486,22.3067,25.2608,43.9966,22.7473,27.7864,7.8976,,22.4429,28.6976,,,12.6269,34.5299,15.9804,12.7489,21.9293,28.8981,,,,20.9721,,10.78,0.551
2017/7/31,6.3977,6.3023,9.883,23.0661,5.73,8.54,7.564,6.73,9.48,18.3158,4.1229,9.9887,6.9391,19.8517,15.8804,15.0179,10.8674,22.59,4.1884,20.4,6.2904,10.131,4.621,9.4077,8.7465,7.4243,13.9891,9.796,8.3339,10.2116,6.9103,7.0586,4.654,9.1311,10.0043,13.8278,25.8545,8.4425,21.3846,6.6266,21.22,12.39,9.671,31.76,11.1466,9.8879,33.956,8.1286,21.5104,,,4.1631,15.1274,25.5494,16.6272,8.2168,5.6834,19.1576,25.1346,41.5141,26.8502,15.4348,19.8288,15.6356,17.2149,13.9527,28.5338,18.1207,36.3189,,,,,,11.922,33.8777,8.6466,19.0071,13.4237,8.08,8.8503,21.4626,7.0245,11.01,23.1161,19.4773,15.0639,,7.3708,14.4079,20.7135,7.5329,44.411,18.78,13.1068,,8.1203,18.1769,30.2909,51.4528,22.2107,27.7684,,18.3583,,10.9122,16.0875,30.5964,31.4688,22.3348,24.7763,48.3973,22.9951,27.9807,7.7565,,22.4863,28.6976,,,12.7265,37.9848,16.1087,12.7557,21.939,29.8787,,,,20.9648,,10.8083,0.542
2017/8/1,6.2153,6.3023,10.0723,22.7727,5.82,8.5,7.564,6.71,9.48,18.498,4.0841,9.9787,7.0255,19.6471,16.6664,14.9044,10.6795,22.86,4.4477,20.35,6.3101,10.1901,4.5979,9.4676,8.8259,7.5554,13.8353,9.8056,8.3535,10.0838,6.9366,7.0191,4.6798,8.9506,9.9477,13.9574,25.943,8.511,21.3846,6.8518,21.22,12.45,10.1292,31.49,10.9054,9.7887,33.2577,8.2687,21.904,,,4.1435,14.9853,25.5494,16.8035,8.5131,5.8067,19.4579,25.3313,41.3098,26.5981,15.4429,20.0935,15.6848,17.067,14.0216,28.6918,19.9328,39.9498,,,,,,12.0779,33.7285,8.6764,19.5942,13.1384,8.08,9.0352,21.8872,7.0817,10.98,23.0433,19.5777,15.0333,,7.6182,14.1726,21.2579,7.5329,43.4021,18.79,12.9691,,8.1364,17.9974,30.3562,50.5057,22.0428,27.802,,18.3196,,10.6838,15.8811,29.8268,30.9996,21.9042,25.8737,47.5882,22.9513,27.3379,7.8858,,22.5539,28.7652,,,12.7123,41.7862,15.9804,12.797,21.9782,29.1583,,,,20.9938,,10.78,0.543
2017/8/2,6.2423,6.2843,10.025,22.5859,5.69,8.5,7.564,6.61,9.48,18.6994,4.055,9.8388,6.9295,19.0432,16.367,14.7594,10.4323,22.6,4.3081,19.23,6.192,9.993,4.546,9.2878,8.7068,7.3681,13.4796,9.5636,8.2164,9.9266,6.7591,6.8907,4.7828,8.8012,9.7587,13.4988,25.8152,8.5795,21.3846,6.6756,21.22,12.03,10.3582,30.71,10.5775,9.6298,32.0507,8.5313,21.2545,,,4.1566,15.0021,25.5494,16.8427,8.3254,5.7498,19.2794,24.2984,41.3974,25.9734,15.0395,19.5544,15.1725,16.5938,13.8936,28.1883,21.9231,43.9458,,,,,,11.8147,31.1623,8.4379,19.3007,12.9575,8.08,8.8795,21.6195,6.9769,10.3,22.8033,19.4499,15.4311,,7.45,14.4668,20.821,7.5329,43.1596,18.3,12.2901,,7.9834,17.8179,28.9488,48.0327,22.2489,30.0662,,19.6067,,10.4555,15.3799,28.8649,30.4199,21.3519,24.717,44.2532,23.0315,26.6875,7.5271,,22.0956,28.4852,,,12.3947,43.3741,15.5165,12.5085,21.5967,28.2577,,,,20.618,,10.8083,0.532
2017/8/3,6.5193,6.4101,10.1291,23.1728,5.71,8.52,7.564,6.61,9.48,18.5651,4.1229,9.6491,6.9295,19.2575,16.0114,14.7405,10.4917,22.6,4.2383,19.45,6.1821,10.0128,4.5864,9.5375,8.8458,7.3869,13.6238,9.5636,8.3535,9.9266,6.8117,6.95,4.7399,9.1684,9.8154,13.5087,25.8054,8.4674,21.3846,6.6364,21.22,11.83,10.3483,30.9,10.6703,9.3915,32.1504,8.2978,21.471,,,4.222,15.2444,25.5494,16.5096,8.3254,5.8004,19.6771,24.2098,41.4071,25.8693,15.2372,19.8778,15.4385,16.86,13.8837,28.3265,24.1114,45.337,,,,,,11.7562,31.5601,8.5373,19.3385,13.048,8.08,8.8989,21.2964,6.9864,10.36,22.9633,18.6745,15.5153,,7.4005,15.1043,20.5455,7.5329,42.9946,18.47,12.4377,,8.0478,18.243,29.2191,47.732,22.9053,28.7695,,19.2196,,10.7124,15.5175,28.7343,30.6476,21.4736,24.5687,41.7272,23.2646,26.8445,7.5271,,22.1245,28.8135,,,12.5985,40.5832,15.6645,12.9824,21.7826,28.6846,,,,20.7191,,10.7706,0.536
2017/8/4,6.445,6.3112,9.9114,22.5326,5.65,8.45,7.564,6.71,9.48,18.4117,4.1326,9.699,7.0639,18.9555,15.7306,14.8288,10.5312,22.6,4.2682,20.24,6.2117,9.9733,4.621,9.7273,8.7465,7.7426,13.8641,9.6798,8.2947,9.8774,6.9103,6.9401,4.6454,8.9693,9.9099,13.3991,25.8152,8.2184,21.3846,6.5973,21.22,12.2,9.9798,30.1,10.5466,9.2129,31.2327,8.2045,20.92,,,4.1893,15.1191,25.5494,16.0197,8.0884,5.7277,19.5472,23.895,40.7259,25.4529,15.0074,19.672,15.1824,16.8304,13.5982,27.6057,26.5275,44.893,,,,,,11.7368,34.7132,9.0144,20.0015,13.8622,8.08,8.9184,21.0749,6.9769,10.92,22.4905,18.6745,14.8803,,7.3906,14.7218,18.7443,7.5329,43.0917,18.46,12.2015,,8.0076,18.2997,28.604,46.7849,22.89,28.3193,,18.7067,,10.4841,15.3504,28.4939,30.2818,21.174,23.7975,42.1416,23.7382,26.5006,7.5624,,21.8157,28.5431,,,12.4374,38.6874,15.4671,12.6321,21.6652,27.3104,,,,20.5457,,10.7988,0.545
2017/8/7,6.4518,6.3023,10.0534,22.906,5.62,8.51,7.564,6.71,9.48,18.2583,4.1229,10.3183,7.0543,19.1406,15.9926,14.9612,10.5609,22.72,4.1984,19.69,6.2215,10.0325,4.6325,10.3664,8.9153,7.7801,13.8641,9.6411,8.3731,9.9069,6.8971,6.9006,4.6626,9.0128,9.8626,13.5187,26.179,8.2121,21.3846,6.5973,21.22,12.13,9.7606,30.18,10.6579,9.3022,31.7315,8.4554,20.9987,,,4.1631,15.1609,25.5494,16.0687,8.1279,5.7561,20.0668,23.9737,41.3682,25.3378,15.1864,19.721,15.4188,16.86,13.7065,27.8427,29.1813,42.4954,,,,,,11.766,33.8976,8.8156,20.0299,13.7299,8.08,8.8892,21.3518,7.0245,10.65,22.5415,18.8478,15.1021,,7.3609,14.8885,18.8854,7.5329,42.8491,18.6,12.1917,,8.0559,18.4697,29.7317,47.3336,23.3327,28.5142,,18.4163,,10.6934,15.4192,28.7206,30.551,21.2957,23.8865,41.0267,24.3503,26.538,7.6212,,22.0135,28.7266,,,12.5274,38.5911,15.5954,12.6871,21.8412,27.077,,,,20.748,,10.7236,0.544
2017/8/8,6.3166,6.2753,9.9682,22.8438,5.63,8.41,7.564,6.76,9.64,17.9802,4.0938,10.3682,7.0447,19.0237,15.7774,14.8792,10.2247,22.67,4.2283,19.51,6.2018,10.0325,4.6152,10.4263,9.4315,7.7052,13.518,9.6217,8.36,9.8676,6.9103,6.9105,4.6197,8.8821,9.8721,13.7081,27.28,8.0752,21.3846,6.5679,21.22,12.32,9.432,30.03,10.7136,9.3419,31.7514,8.3504,21.0085,,,4.1697,15.0438,25.5494,15.618,8.2958,5.7783,19.8476,23.8655,41.7866,25.6995,15.2158,19.8386,15.3991,16.7219,13.6671,27.7736,29.4783,41.2522,,,,,,11.766,33.8578,8.7957,19.8878,13.7578,8.08,8.8697,21.0841,7.0436,10.55,22.5778,18.784,14.8267,,7.3411,14.6335,19.4029,7.5329,42.6163,18.81,12.5951,,8.0237,18.413,29.5639,47.5441,23.8975,26.8546,,18.3873,,10.6458,15.3898,28.4939,30.0955,20.9494,23.5108,39.8328,24.0443,26.4856,7.433,,22.0184,28.688,,,12.4942,37.6672,15.5362,12.6252,21.7532,26.8035,,,,20.7408,,10.8365,0.544
2017/8/9,6.2626,6.3562,9.9019,23.0394,5.68,8.42,7.564,6.76,10.02,18.2199,4.0938,11.4071,7.0543,19.1601,15.8336,14.772,10.2444,22.56,4.2183,19.25,6.2412,10.1409,4.6094,10.3065,9.3819,7.6584,13.6815,9.6411,8.4448,9.789,6.9563,6.8611,4.6454,8.9693,9.9004,14.3362,26.5132,8.0938,21.3846,6.5092,21.22,11.98,9.3423,30.1,10.7198,9.2823,31.921,8.257,21.0577,,,4.1959,15.0438,25.5494,15.7356,8.1575,5.7625,19.5229,23.7672,40.3756,25.968,15.2104,19.7112,15.4582,16.7811,13.4997,27.7933,28.3792,44.1826,,,,,,11.7562,33.072,8.8355,19.5185,13.6673,8.08,8.9184,21.3149,7.0245,10.39,22.9197,18.9026,14.9644,,7.3411,14.7512,19.0199,7.5329,42.5872,19.39,12.4869,,8.3778,18.4319,29.8715,47.3111,24.7447,27.587,,18.3389,,10.6934,15.3898,28.6107,29.9575,20.4532,23.3032,41.1549,24.6709,26.3511,7.2978,,22.0811,28.7266,,,12.4942,36.984,15.5658,12.639,21.7239,27.0503,,,,20.842,,11.4009,0.544
2017/8/10,6.2086,6.2213,9.8073,22.9416,5.69,8.47,7.564,6.58,9.75,17.9322,3.9968,10.9676,6.9967,18.712,15.7026,14.4568,10.017,22.09,4.1485,19.3,6.3298,10.1901,4.523,10.1267,9.3819,7.6396,13.6238,9.6798,8.2947,9.789,7.0418,7.0092,4.6111,8.7203,9.9004,14.9144,26.2281,7.9506,21.3846,6.3624,21.22,11.59,9.3622,30.65,10.8559,9.1334,31.522,8.0528,20.2213,,,4.1435,14.9101,25.5494,16.1471,7.9995,5.7056,18.7761,23.4032,39.996,26.0008,14.9727,19.1721,15.0839,16.2388,13.1649,27.2898,28.0227,43.0183,,,,,,11.9122,33.2709,8.7063,18.9313,13.6743,8.08,8.86,21.2041,7.034,10.44,22.7015,19.0029,14.8573,,7.2422,14.9572,18.8989,7.5329,41.9566,19.64,12.2212,,8.748,18.243,29.1632,47.4915,24.6379,27.1503,,18.3776,,10.1891,15.0065,28.1022,29.433,20.0133,22.5913,40.6123,25.2392,26.6352,7.1096,,21.8206,28.2921,,,12.1577,37.2727,15.25,12.4398,21.0881,26.7501,,,,20.5601,,11.636,0.543
2017/8/11,6.0397,5.9606,9.8262,22.0524,5.64,8.36,7.564,6.45,9.25,17.4528,3.9095,10.628,6.8431,18.5367,15.375,14.11,9.9181,22.2,4.1386,19.19,6.3199,9.9241,4.4596,10.0868,9.4811,7.7052,13.8161,9.4572,8.2425,9.6711,6.8708,6.9204,4.4909,8.5149,10.1933,14.4658,25.6481,7.7825,21.3846,6.3134,21.22,11.06,8.7447,30.25,10.5961,9.193,30.4546,7.8777,19.8474,,,4.0977,14.4839,25.5494,15.8825,7.8909,5.5823,18.9222,23.1572,40.288,26.4666,14.7991,19.0153,14.9065,16.0909,12.9483,26.8751,27.5276,44.1431,,,,,,11.61,32.3956,8.5274,18.9219,13.7787,8.08,8.6653,20.5949,6.8625,10.32,21.8432,19.0121,14.3906,,7.1136,14.3589,18.8182,7.5329,42.0342,20.46,12.0736,,8.3858,18.0257,29.0327,47.5441,24.4623,26.6598,,17.9228,,9.8181,14.9967,27.9992,29.4192,19.7418,22.3837,38.3922,24.7219,26.5828,6.892,,21.5793,27.8865,,,12.0819,35.781,14.9538,12.0757,21.362,26.6834,,,,20.2205,,11.288,0.541
2017/8/14,6.1207,6.0865,9.9303,22.3369,5.72,8.59,7.564,6.56,9.73,17.6445,3.958,10.8277,7.0543,18.8386,15.5248,14.3496,10.2247,22.14,4.1785,19.38,6.3298,10.2,4.5921,10.1367,9.7591,7.8082,13.9122,9.583,8.2686,9.8971,6.9037,7.1277,4.5939,8.7078,10.4011,14.6552,25.9528,7.9382,21.3846,6.3722,21.22,11.41,8.8543,30.4,10.7198,9.332,31.0033,7.9769,20.241,,,4.1369,14.6678,25.5494,16.6762,8.1575,5.6961,19.4011,23.6688,40.8038,27.179,15.0555,19.5054,15.2711,16.367,13.2043,27.4083,28.0921,45.6527,,,,,,11.688,32.4056,8.6367,19.1965,14.2867,8.08,8.8113,21.001,6.9387,10.42,22.4251,18.8752,14.9109,,7.2224,14.6335,19.5777,7.5329,42.0245,22.51,12.3787,,8.418,18.3564,29.4521,48.3784,24.3784,25.6654,,18.3196,,10.0179,15.2817,28.7206,30.061,20.603,22.6902,39.2704,24.5179,27.3154,6.992,,21.9991,28.2148,,,12.3283,35.9446,15.2302,12.2131,21.5869,27.077,,,,20.459,,11.3821,0.541
2017/8/15,6.1005,6.0685,10.0629,22.0346,5.77,8.61,7.564,6.59,9.61,17.7213,3.9774,11.1973,7.0543,18.7607,15.6558,14.2677,10.3829,22.06,4.1785,19.64,6.3199,10.2197,4.5806,10.8058,9.6599,7.7239,14.5468,9.583,8.1381,9.8578,6.8906,7.1375,4.5767,8.8697,10.335,14.5456,25.9234,8.1499,21.3846,6.4113,21.22,11.34,8.5754,31.05,10.7755,9.5405,31.3025,8.0644,20.7428,,,4.1108,14.5758,25.5494,16.588,8.197,5.7467,20.3346,23.4622,41.1054,27.2776,15.2959,19.6622,15.8622,17.1853,13.4899,27.6946,29.2308,48.9383,,,,,,11.727,32.1768,8.6168,19.187,14.057,8.08,8.8016,21.518,6.9387,10.74,22.4469,18.7475,14.9032,,7.3312,14.3491,19.5038,7.5329,42.3932,22.96,13.2052,,8.3215,18.3847,30.1232,48.4912,24.5158,25.4437,,18.4841,,10.075,15.6354,28.7756,30.62,20.5843,23.1153,41.8259,24.4887,27.0613,7.1978,,22.1583,28.35,,,12.4184,36.4835,15.2993,12.2612,21.538,27.1637,,,,20.5963,,11.4761,0.546
2017/8/16,6.087,6.0056,10.1007,22.1413,5.9,8.64,7.218,6.65,9.33,17.8363,3.9677,11.0774,7.2079,19.0821,16.0207,14.2677,10.2741,22.51,4.1785,19.9,6.3495,10.3577,4.6267,10.7659,9.5606,7.855,14.566,9.6798,8.1838,10.0347,6.93,7.098,4.5939,9.4423,10.335,14.6552,26.0905,8.0067,21.3846,6.4309,21.22,11.35,8.7447,31.86,11.4435,9.5901,32.5195,8.2453,21.2152,,,4.1108,14.5842,25.5494,16.6566,8.5921,5.8636,20.0099,23.7672,41.6017,27.2611,15.5924,20.1033,17.4484,17.5797,14.0019,28.208,30.2012,48.0996,,,,,,11.8147,32.3161,8.746,18.9976,14.5859,8.08,8.9087,21.4534,6.9769,10.84,22.5415,18.5012,14.865,,7.3411,14.4276,19.4903,7.5329,42.6454,22.28,13.2151,,8.3697,18.6398,30.6544,49.7916,24.3402,25.2018,,18.4647,,10.1225,15.9008,29.1878,31.5102,21.2302,23.6591,41.52,24.4887,27.151,7.3919,,22.3416,28.6397,,,12.6743,36.676,16.237,12.5153,21.9097,28.0042,,,,21.384,,11.5514,0.546
2017/8/17,6.1545,6.0595,10.2711,22.248,5.86,9.23,7.6107,6.76,9.56,17.9035,3.9774,11.0675,7.2846,19.1503,16.0956,14.3496,10.4224,22.49,4.1884,19.83,6.3396,10.5548,4.667,10.716,9.5209,7.855,14.4122,9.854,8.2491,10.0937,7.0352,7.2757,4.6197,9.8718,10.4011,14.8746,26.1593,8.0503,21.3846,6.4407,21.22,11.54,8.9141,31.8,11.2579,9.6,32.4297,8.222,21.3136,,,4.15,14.6761,25.5494,16.5586,8.5229,5.8446,20.0505,23.836,41.592,27.179,15.5764,20.1327,17.2809,17.4023,13.9133,28.2574,29.508,46.5802,,,,,,11.9707,32.7537,8.905,19.7458,14.565,8.08,8.9476,21.758,7.0722,10.95,23.3343,18.5285,14.8267,,7.4203,14.761,19.3089,7.5329,42.2962,21.96,13.2151,,8.4905,18.7532,30.7663,49.4684,24.2028,25.2556,,18.5712,,10.2557,15.9008,28.9542,31.5102,21.1179,23.6591,41.0859,24.4741,26.837,7.2919,,22.2982,28.7169,,,12.7881,36.2814,16.2765,12.4879,21.8999,27.7707,,,,22.851,,11.5702,0.548
2017/8/18,6.168,6.1224,10.1291,22.4348,5.88,9.11,7.4611,6.78,9.26,17.913,3.9774,11.6068,7.2558,19.1796,16.1049,14.2866,10.1456,22.5,4.1685,20.53,6.3298,10.3774,4.6267,10.5662,9.4514,7.6958,14.2776,9.7766,8.236,10.0052,6.976,7.0684,4.6283,9.7597,10.2689,14.6253,26.0708,7.9756,21.3846,6.3917,21.22,11.38,8.8344,31.6,10.9548,9.5504,31.7913,8.1461,21.6678,,,4.1369,14.7346,25.5494,16.441,8.6019,5.8605,19.7339,23.2753,41.8158,27.157,15.4135,19.9758,16.8376,17.0572,13.608,27.8032,30.2012,47.0637,,,,,,12.0682,34.4844,8.9945,20.0015,14.1962,8.08,9.8434,21.8872,7.1198,11.64,23.1088,18.6198,15.0639,,7.3906,14.7512,19.5239,7.5329,43.9453,21.71,13.2151,,8.3295,18.4225,30.4307,47.8748,25.4011,25.1347,,18.5712,,10.1416,15.7337,28.4595,30.7028,20.7341,23.6591,42.0331,25.0643,26.5455,7.2096,,22.5539,28.8811,,,12.6933,35.5597,16.0889,12.3161,21.7532,28.0509,,,,22.468,,11.4103,0.555
2017/8/21,6.2221,6.2123,10.0439,22.4881,6.01,9.03,7.6201,6.9,9.53,17.7308,4.0065,11.6068,7.2942,19.2185,16.002,14.7973,10.0862,22.25,4.1884,20.58,6.3298,10.4168,4.6613,10.6261,9.4315,7.9486,14.2679,9.8153,8.3665,10.1821,7.0155,7.1079,4.7141,9.7722,10.3066,14.8048,26.3559,8.1561,21.3846,6.4309,21.22,11.41,8.8543,31.63,11.0043,9.5802,32.5195,8.3562,21.7564,,,4.1304,14.7346,25.5494,16.9015,8.5723,5.8605,19.8557,23.5114,41.9521,27.2885,15.6138,20.3287,16.8474,17.3431,14.0216,28.5832,33.1718,49.6191,,,,,,12.1852,34.9519,8.915,19.8973,14.2797,8.08,10.2231,21.8872,7.1865,11.68,22.7597,19.231,15.1021,,7.4203,14.7512,19.5306,7.5329,44.6438,21.59,13.2151,,8.3215,18.5453,31.0086,50.3554,25.508,24.9465,,18.5615,,10.6553,15.9499,28.8374,31.1376,20.9494,24.8356,43.9966,24.7802,27.8088,7.4154,,21.8978,29.0742,,,12.9635,36.753,16.2271,12.5428,21.988,28.1176,,,,23.5737,,11.5514,0.557
2017/8/22,6.1207,6.2034,10.4131,22.2036,5.95,8.83,7.4611,6.78,9.51,17.8076,3.9677,11.6068,7.1503,19.0042,15.9178,14.6207,10.1752,22.12,4.1685,19.79,6.379,10.6928,4.6152,10.3764,9.2826,7.8456,14.1718,9.9896,8.5819,10.074,7.719,7.256,4.6712,9.822,10.1838,15.1238,26.0708,8.0938,21.3846,6.4407,21.22,11.84,8.7248,31.13,10.961,9.4511,34.764,8.327,21.9728,,,4.1304,14.7095,25.5494,16.9015,8.3748,5.7719,19.2063,23.4228,41.2125,28.2201,15.5577,19.9366,16.7193,17.0375,13.9625,28.4351,32.1816,47.9516,,,,,,12.0389,33.1416,8.7758,19.4711,13.89,8.08,9.9699,21.8595,7.1103,11.11,23.2034,19.3678,14.8956,,7.351,14.9376,19.4029,7.5329,44.3722,21.65,13.2151,,8.2168,18.5925,30.8222,50.3178,24.8974,24.7114,,18.6776,,10.6363,16.1072,28.8855,31.6207,21.0991,25.2904,44.7662,25.0279,27.6593,7.5742,,21.6903,29.4894,,,12.6696,37.2631,16.1284,12.9549,22.0075,27.7174,,,,22.6053,,11.4103,0.548
