ÈÕÆÚ,000030.SZ,000338.SZ,000559.SZ,000581.SZ,000622.SZ,000678.SZ,000700.SZ,000757.SZ,000760.SZ,000887.SZ,000903.SZ,000980.SZ,001696.SZ,002048.SZ,002085.SZ,002101.SZ,002126.SZ,002213.SZ,002239.SZ,002265.SZ,002283.SZ,002284.SZ,002328.SZ,002355.SZ,002363.SZ,002406.SZ,002434.SZ,002448.SZ,002454.SZ,002472.SZ,002488.SZ,002510.SZ,002516.SZ,002536.SZ,002553.SZ,002590.SZ,002592.SZ,002611.SZ,002625.SZ,002662.SZ,002684.SZ,002703.SZ,002708.SZ,002715.SZ,002725.SZ,002765.SZ,002813.SZ,002863.SZ,002865.SZ,002906.SZ,002921.SZ,200030.SZ,200581.SZ,300100.SZ,300258.SZ,300304.SZ,300375.SZ,300428.SZ,300432.SZ,300473.SZ,300507.SZ,300547.SZ,300580.SZ,300585.SZ,300611.SZ,300643.SZ,300652.SZ,300680.SZ,300681.SZ,300694.SZ,300695.SZ,300707.SZ,300733.SZ,300742.SZ,600081.SH,600148.SH,600178.SH,600480.SH,600523.SH,600609.SH,600626.SH,600660.SH,600676.SH,600698.SH,600699.SH,600741.SH,600742.SH,600933.SH,600960.SH,601311.SH,601689.SH,601717.SH,601799.SH,603006.SH,603009.SH,603013.SH,603023.SH,603035.SH,603037.SH,603040.SH,603085.SH,603089.SH,603121.SH,603158.SH,603161.SH,603166.SH,603178.SH,603179.SH,603197.SH,603239.SH,603286.SH,603305.SH,603306.SH,603319.SH,603335.SH,603348.SH,603358.SH,603586.SH,603596.SH,603655.SH,603701.SH,603730.SH,603758.SH,603767.SH,603768.SH,603788.SH,603809.SH,603917.SH,603922.SH,603926.SH,603982.SH,603997.SH,900946.SH
2014/7/17,4.277,3.9189,7.7135,20.478,4.23,4.52,5.1075,5.2,9.1978,8.8133,2.3043,4.6363,4.5183,14.9415,3.0957,7.7735,5.3086,10.2045,1.7954,8.5651,3.1798,5.269,6.5585,6.2475,6.9534,4.4748,3.7514,4.727,8.3645,5.1728,3.2681,4.2784,2.067,4.1105,5.5379,5.3088,12.743,4.0905,2.8236,3.8761,6.6868,8.0668,7.2888,29.2225,11.1187,,,,,,,3.535,19.76,6.5303,6.0381,4.2137,5.5846,,,,,,,,,,,,,,,,,,14.4664,11.9253,4.1742,7.8682,11.4442,3.11,7.2241,6.8273,5.5713,4.18,18.3289,8.1484,8.5343,,5.9583,10.8507,,4.6633,16.4993,15.8699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.318
2014/7/18,4.3026,3.9525,7.8019,20.7381,4.49,4.49,5.1848,5.18,9.2049,8.9178,2.2854,4.6463,4.5183,15.4591,3.0214,8.0317,5.3233,10.3343,1.7777,8.6251,3.253,5.4191,6.5585,6.2574,6.9704,4.4793,3.7828,4.7346,8.4474,5.2693,3.2367,4.4379,2.0279,4.1003,5.5973,5.3237,12.714,4.1332,2.8236,4.0559,6.6656,8.0747,7.2664,29.2724,10.9184,,,,,,,3.541,19.6834,6.5303,6.0809,4.1106,5.5031,,,,,,,,,,,,,,,,,,14.242,11.9452,4.1742,7.9147,10.9086,3.08,7.2241,6.7948,5.5713,4.19,17.9542,8.1175,8.2019,,5.9706,10.7833,,4.7691,16.1212,14.5032,3.9126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.321
2014/7/21,4.3797,3.9231,7.8398,21.0738,4.61,4.52,5.0984,4.9,9.105,9.0697,2.2902,4.6163,4.5461,15.507,3.0594,8.064,5.2058,10.1845,1.7777,8.5451,3.2969,5.3368,6.5585,6.2475,6.9194,4.5832,3.6635,4.6701,8.2689,5.1825,3.2106,4.3122,2.0415,4.1023,5.5425,5.5073,13.2265,4.1215,2.8236,4.0559,6.6747,8.0431,7.0783,27.8642,10.6842,,,,,,,3.541,19.8749,6.5303,6.0252,4.0354,5.4816,,,,,,,,,,,,,,,,,,13.896,11.717,4.1444,7.8961,10.8408,3.03,7.2336,7.0792,5.5806,4.35,17.7237,8.2644,8.6535,,5.9338,10.6292,,4.7306,15.7338,14.0066,4.3043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.323
2014/7/22,4.5081,3.9713,8.6225,21.0738,4.57,4.55,5.1303,4.9,9.2621,9.0697,2.3138,4.6762,4.4999,15.6603,3.1596,8.1232,5.24,10.4641,1.7777,8.5951,3.2969,5.298,6.5585,6.2873,6.8684,4.5922,3.7043,4.7005,8.6578,5.2645,3.3047,4.3219,2.0568,4.1349,5.6247,5.5073,13.0911,4.1914,2.8236,4.0421,6.8925,8.0628,7.1723,28.2537,10.8542,,,,,,,3.6134,19.8749,6.5303,6.0938,4.1284,5.6153,,,,,,,,,,,,,,,,,,14.1672,11.846,4.1742,8.0542,10.712,3.09,7.3001,7.193,5.599,4.35,18.9197,8.3649,8.9064,,5.9891,10.947,,4.7498,16.0382,14.0017,4.7347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.326
2014/7/23,4.4118,4.0866,8.3195,20.4108,4.42,4.51,5.0666,4.84,9.1906,8.9937,2.2665,4.6463,4.3982,15.3632,3.1112,7.9134,5.24,10.4441,1.7777,8.795,3.2383,5.0752,6.5585,6.2076,6.5029,4.4884,3.5787,4.6209,8.7215,4.9943,3.2236,4.2736,2.0755,4.0025,5.6247,5.5272,12.6657,4.04,2.8236,3.9637,6.7624,7.9048,7.1903,26.7656,10.6842,,,,,,,3.5953,19.4843,6.5303,6.0038,3.9909,5.3647,,,,,,,,,,,,,,,,,,13.9614,12.2527,4.3631,8.5936,10.9086,3.05,7.148,7.1443,5.4699,4.58,18.79,8.5659,8.8559,,5.8723,10.7833,,4.9037,16.7483,14.0705,5.2078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.334
2014/7/24,4.4054,4.1202,8.3574,20.3101,4.46,4.45,4.9893,4.85,9.1835,8.9937,2.257,4.6363,4.4075,14.9032,3.011,7.4776,5.2156,10.5839,1.7777,8.4352,3.1944,5.0365,6.5585,6.1777,6.5199,4.3664,3.516,4.6095,8.8427,4.8495,3.2393,4.172,2.0398,4.0168,5.3827,5.2592,12.2596,3.8732,2.8236,3.9637,6.4478,7.806,7.0693,26.7856,10.756,,,,,,,3.6013,19.2928,6.5303,5.7938,4.0431,5.6568,,,,,,,,,,,,,,,,,,13.5358,11.6277,4.373,8.296,10.4341,3.07,7.4142,7.3068,5.3776,4.48,18.6603,8.7747,8.7583,,5.8232,10.6677,,4.9421,16.5454,14.9014,5.7274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.333
2014/7/25,4.4503,4.2712,8.3132,20.6794,4.47,4.53,5.0622,4.89,9.1264,8.9558,2.2807,4.6961,4.4259,14.9894,3.0767,7.4723,5.338,10.6838,1.7777,8.4352,3.2773,5.1188,6.5585,6.2574,6.5114,4.4071,3.5473,4.6588,9.0084,4.8736,3.1687,4.2252,2.0534,4.0881,5.3873,5.3088,12.2789,3.8732,2.8236,4.0052,6.4447,7.9443,7.0872,26.9953,10.79,,,,,,,3.6134,19.5226,6.5303,5.8452,4.0749,5.4109,,,,,,,,,,,,,,,,,,13.1385,11.8162,4.4128,8.3425,10.5696,3.13,7.5377,7.5425,5.4238,4.65,18.8476,8.8288,9.0907,,5.8109,10.8603,,5.096,16.8682,14.046,6.3013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.335
2014/7/28,4.4889,4.3299,8.6099,21.2333,4.57,4.59,5.1489,4.98,9.1978,9.0982,2.328,4.7659,4.4537,15.0661,3.1735,7.6928,5.4408,10.7636,1.7777,8.6151,3.2969,5.1866,6.5585,6.3471,6.6644,4.4929,3.6164,4.7346,9.0339,4.9605,3.2053,4.3026,2.1061,4.1349,5.4831,5.423,12.5207,3.9314,2.8236,4.0375,6.5779,8.0273,7.2978,29.6919,11.1413,,,,,,,3.6134,19.5992,6.5303,5.9138,4.1717,5.4662,,,,,,,,,,,,,,,,,,13.5358,11.9154,4.4227,8.4169,10.8883,3.15,7.5663,7.6319,5.516,4.68,19.2007,8.8752,9.0474,,5.8662,11.0047,,5.1344,16.9143,14.2131,6.9333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.336
2014/7/29,4.4696,4.2984,9.2916,21.4011,4.57,4.62,5.231,4.99,9.2549,9.3641,2.3375,4.7858,4.5276,15.8712,3.2824,7.8865,5.5192,10.8835,1.7777,8.725,3.3115,5.2544,6.5585,6.3571,6.8089,4.5471,3.6698,4.7384,9.2316,5.0184,3.3256,4.3703,2.1299,4.1532,5.6521,5.4875,12.6077,4.0633,2.8236,4.1158,6.7019,8.0431,7.3739,30.1712,11.1224,,,,,,,3.5953,19.5073,6.5303,5.9352,4.159,5.5461,,,,,,,,,,,,,,,,,,14.0371,12.1138,4.532,8.4634,10.9832,3.16,7.5567,7.64,5.5713,4.65,19.6978,8.6896,9.2136,,5.9583,11.2165,,5.1344,16.9789,14.395,7.6275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.33
2014/7/30,4.476,4.3362,9.279,21.4011,4.64,4.69,5.2082,5,9.2835,9.3546,2.3706,4.7958,4.5091,15.6028,3.2599,7.865,5.5241,10.7337,1.7777,9.0049,3.3359,5.7823,6.5585,6.4169,6.8089,4.5967,3.6541,4.799,9.2124,4.9171,3.3021,4.3267,2.118,4.1532,5.611,5.4825,12.5207,4.0672,2.8236,4.0467,6.832,8.1379,7.3336,29.7218,11.0356,,,,,,,3.5591,19.8366,6.5303,5.9395,4.1157,5.6168,,,,,,,,,,,,,,,,,,14.0466,13.3242,4.6513,8.7982,10.9832,3.21,7.4807,7.5181,5.5437,4.86,19.5105,8.62,9.0654,,6.0075,11.0914,,5.0671,16.7022,14.8227,8.3914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.337
2014/7/31,4.5146,4.3278,9.3547,21.4935,4.82,4.69,5.3176,5.06,9.6048,9.649,2.3659,4.8955,4.6015,15.622,3.2703,7.9026,5.5731,10.7736,1.7777,8.9449,3.3993,6.3586,6.5585,6.4467,6.8599,4.6509,3.7294,4.8142,9.5567,4.9894,3.3334,4.3751,2.1622,4.196,5.6429,6.0332,13.1394,4.0789,2.8236,4.0467,6.8956,8.1775,7.3694,29.6319,11.0771,,,,,,,3.5712,19.9821,6.5303,6.1624,4.1067,5.7244,,,,,,,,,,,,,,,,,,14.0655,13.6715,4.8799,8.7145,10.8951,3.23,7.5377,7.9164,5.6082,4.86,19.4456,8.7901,9.1232,,6.0812,11.178,,5.221,16.8774,14.5327,9.229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.335
2014/8/1,4.3925,4.2733,9.765,21.4683,4.67,4.62,5.1899,5.01,9.512,9.649,2.4226,4.8457,4.5368,15.4782,3.3429,7.6659,5.4653,11.1031,1.7777,8.6551,3.3115,6.993,6.5585,6.377,6.7494,4.5787,3.6509,4.7422,9.4611,4.9219,3.37,4.2349,2.1027,4.2062,5.5516,5.7951,12.743,3.9857,2.8236,3.9637,6.708,8.007,7.1992,28.783,10.7106,,,,,,,3.541,19.9745,6.5303,6.1495,4.0749,5.5354,,,,,,,,,,,,,,,,,,13.6115,12.977,4.7805,8.4355,10.8205,3.12,7.4427,8.1196,5.5344,4.65,19.1791,8.7901,8.8522,,5.9891,11.0432,,5.1152,16.4347,14.1787,10.1519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.33
2014/8/4,4.4632,4.3781,9.765,21.6697,4.71,4.67,5.2355,5.05,9.4977,9.706,2.664,4.8955,4.5923,15.5261,3.4137,7.7897,5.622,11.0732,1.7777,9.5246,3.4529,6.93,6.5585,6.5962,6.8684,4.8451,3.7294,4.9393,9.2826,4.9798,3.587,4.2639,2.1367,4.2938,5.6292,5.8596,12.9557,4.0206,2.8236,4.0928,6.711,8.126,7.3515,28.8929,10.9864,,,,,,,3.5832,19.5992,6.5303,6.2352,4.1017,5.5892,,,,,,,,,,,,,,,,,,13.9898,13.9493,5.019,8.8168,10.9764,3.18,7.5853,8.1765,5.6451,5.12,19.6257,9.4163,8.8775,,5.9952,11.2647,,5.2017,16.3425,14.1295,10.241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.348
2014/8/5,4.4825,4.4012,9.3926,21.7117,4.75,4.74,5.4453,5.16,9.4049,9.5921,2.7728,4.9454,4.5923,15.4591,3.4137,7.7897,5.6563,11.3428,1.7777,9.8644,3.5748,7.2206,6.5585,6.5962,6.9789,4.818,3.7765,4.9393,9.1232,5.0425,3.5583,4.3364,2.1452,4.2754,5.6749,5.8298,12.8494,4.1526,2.8236,4.1204,6.8804,8.2608,7.3694,29.2724,11.0318,,,,,,,3.5772,19.7677,7.1843,6.3466,4.2061,5.7137,,,,,,,,,,,,,,,,,,14.1695,13.6715,5.0389,8.7331,11.7086,3.19,7.5663,8.274,5.6175,5.63,19.4024,9.4318,9.0871,,6.118,11.2743,,5.3171,16.4255,14.0902,9.7331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.364
2014/8/6,4.5017,4.3886,9.4305,21.611,4.75,4.88,5.6095,5.18,9.3478,9.687,2.6782,4.9354,4.6015,15.5453,3.3947,7.9242,5.7494,11.3527,1.7777,9.6245,3.6236,7.1431,6.5585,6.6361,6.9874,4.7774,3.7577,4.9355,9.3782,5.0956,3.5897,4.3944,2.2149,4.2754,5.6475,5.8447,13.0524,4.1914,2.8236,4.3048,7.0287,8.2093,7.4322,29.0027,11.0356,,,,,,,3.6194,19.6145,7.9066,6.2952,4.1564,5.6814,,,,,,,,,,,,,,,,,,14.0466,13.5326,5.1582,8.7424,11.6137,3.18,7.6138,8.1846,5.6082,5.99,19.1502,9.3313,9.0907,,6.1426,11.6883,,5.2883,16.5177,14.0115,9.5624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.363
2014/8/7,4.5467,4.2816,9.4052,21.1745,4.63,4.79,5.4909,5.13,9.3192,9.801,2.6829,4.8556,4.6107,15.2865,3.4742,8.0156,5.8277,11.0133,1.7777,9.3847,3.5748,6.8525,6.5585,6.4667,6.9194,4.7954,3.7608,4.89,9.0977,5.028,3.6524,4.3413,2.1877,4.2347,5.6247,5.8645,12.6947,4.203,2.8236,4.3094,6.8502,8.1537,7.3515,28.2237,10.9109,,,,,,,3.6556,19.7217,8.6973,6.1366,4.1118,5.643,,,,,,,,,,,,,,,,,,13.9047,13.3738,5.1085,9.0958,11.3019,3.15,7.5663,8.0058,5.5898,5.57,18.6243,9.0762,9.1268,,6.0996,11.438,,5.4037,16.7944,14.1099,9.4112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.356
2014/8/8,4.5338,4.3047,9.1212,20.9815,4.64,4.9,5.5593,5.16,9.3263,10.1524,2.6782,4.8855,4.6292,15.162,3.6402,7.6821,6.0089,11.1031,1.7777,9.4146,3.5797,6.93,6.5585,6.5065,7.0299,4.8044,3.9084,4.8938,8.9702,5.1632,3.6969,4.3461,2.22,4.2571,5.6384,6.1325,12.7527,4.5601,2.8236,4.4154,7.534,8.1974,7.4635,28.4335,11.0469,,,,,,,3.6737,19.9668,8.6094,6.2266,4.1297,5.7521,,,,,,,,,,,,,,,,,,13.952,13.7211,5.2178,9.1516,11.4036,3.17,7.5758,8.0789,5.599,5.5,18.7035,9.2694,9.0763,,6.1733,11.4765,,5.4037,16.8682,14.0312,9.1941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.358
2014/8/11,4.6109,4.4808,9.2285,21.292,4.7,4.99,5.6323,5.26,9.3549,10.1334,2.7207,4.9354,4.6754,15.3345,3.9184,7.7789,6.0236,11.0931,1.7777,9.6345,3.878,7.148,6.5585,6.5962,7.3444,4.967,3.9272,4.9696,9.0849,5.2452,3.6341,4.4283,2.2302,4.3427,5.7342,6.1573,12.9364,4.7425,2.8236,4.42,7.7065,8.2489,7.6606,28.9928,11.368,,,,,,,3.7039,20.5336,8.6973,6.4109,4.2086,6.0411,,,,,,,,,,,,,,,,,,14.0749,14.0385,5.3867,10.063,11.451,3.19,7.7088,8.2496,5.6728,5.6,19.0638,9.6318,9.228,,6.4129,11.592,,5.5094,16.942,14.0804,9.2561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.365
2014/8/12,4.6237,4.4431,9.5946,20.9815,4.74,5.08,5.6414,5.26,9.4834,10.2474,2.6924,4.9553,4.6569,15.1428,3.9409,7.7735,6.0236,11.0732,1.7777,9.6945,4.0101,7.8647,6.5585,6.5962,7.2339,4.9264,3.9398,4.9886,9.2443,5.2307,3.757,4.4428,2.2693,4.471,5.7114,6.1622,13.2651,4.6688,2.8236,4.6044,7.6248,8.2687,7.6203,28.793,11.2849,,,,,,,3.6918,20.4647,8.6387,6.8395,4.336,6.121,,,,,,,,,,,,,,,,,,13.8385,14.4652,5.4066,10.3793,11.451,3.18,7.8514,8.2252,5.7466,5.55,19.4168,9.6157,9.2244,,6.5173,11.6498,,5.5094,17.6245,14.1197,9.0506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.364
2014/8/13,4.5916,4.4557,9.4115,21.0738,4.75,4.99,5.6004,5.35,9.3263,10.2094,2.6308,4.9753,4.6847,15.3057,4.0014,7.6444,6.0236,11.3128,1.7777,9.6645,4.0003,8.4749,6.5585,6.6161,7.5314,5.0393,4.1407,4.9582,9.0786,5.2211,3.7073,4.641,2.2676,4.5077,5.6658,6.5641,13.3328,4.6532,2.8236,4.5675,7.5733,8.3877,7.58,29.7418,11.2849,,,,,,,3.7039,20.5183,8.6973,6.8994,4.3118,5.9796,,,,,,,,,,,,,,,,,,13.6871,14.743,5.3271,11.1419,11.451,3.24,8.051,8.4122,5.8481,5.54,19.352,9.9701,8.9751,,6.4559,11.515,,5.4902,17.9104,13.7018,8.9149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.36
2014/8/14,4.5403,4.3362,9.2853,21.4095,4.75,4.89,5.7554,5.3,9.1549,10.1619,2.664,4.9852,4.583,15.1236,3.9063,7.7897,6.0236,12.0018,1.7777,9.8944,3.9416,8.3199,6.5585,6.6361,7.9224,4.9218,4.0936,4.8862,8.9829,5.2307,3.6472,4.6168,2.2268,4.4608,5.6566,6.4252,13.5649,4.7735,2.8236,4.4384,7.6278,8.3996,7.5666,29.0826,11.0507,,,,,,,3.6918,20.457,8.5411,6.7323,4.2468,5.8305,,,,,,,,,,,,,,,,,,13.4128,15.1299,5.2377,12.2486,11.451,3.49,7.8799,8.2984,5.765,5.72,19.3304,9.7688,8.6535,,6.333,11.5054,,5.3748,18.3069,13.7657,8.8955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.367
2014/8/15,4.5724,4.3844,9.279,22.1901,4.83,5.18,5.7554,5.34,9.2335,10.3043,2.6924,5.065,4.7216,15.5645,3.9582,7.8273,6.0236,12.2414,1.7777,10.2342,4.1177,8.4265,6.5585,6.7158,7.9309,4.8902,4.1281,4.9582,9.0212,5.3127,3.7256,4.931,2.2336,4.5952,5.8575,6.4897,13.7776,4.7968,2.8236,4.4707,7.4916,8.4591,7.5979,28.9528,11.1262,,,,,,,3.6737,20.5259,8.5899,6.7923,4.2799,5.8674,,,,,,,,,,,,,,,,,,13.725,15.1596,5.2973,11.8022,11.451,3.41,7.975,8.2578,5.7743,5.6,19.4384,9.9942,8.7836,,6.4067,11.5439,,5.4325,18.5928,13.7264,8.8955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.366
2014/8/18,4.5852,4.4096,9.4683,22.1397,5,5.7,5.7509,5.4,9.2835,10.6177,2.6829,5.1547,4.8787,15.7178,4.0844,8.6127,6.0236,12.4111,1.7777,10.1242,3.9612,8.6444,6.5585,6.7357,8.0754,4.8902,4.1093,5.0947,9.3208,5.332,3.8668,4.9939,2.2489,4.7297,6.063,6.579,13.8162,4.7231,3.1069,4.5951,7.8124,8.4591,7.7637,29.542,11.3151,,,,,,,3.6677,20.6255,8.9804,6.8952,4.3512,5.9658,,,,,,,,,,,,,,,,,,13.7817,15.0208,5.1383,11.7278,11.451,3.42,8.013,8.1846,5.8019,5.58,19.3952,9.9379,8.7258,,6.3699,11.7653,,5.3748,19.0724,13.869,9.0196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.367
2014/8/19,4.6045,4.3802,9.3421,21.997,4.95,6.02,5.6779,5.6,9.3906,10.6747,2.8248,5.2345,4.8602,15.4878,4.0775,9.1453,6.0236,12.2314,1.7777,10.2042,3.8732,8.0875,6.5585,6.8852,8.815,4.8902,4.0496,5.1667,9.1041,5.443,3.8668,4.8875,2.254,4.7562,5.9808,6.455,14.6864,4.7114,3.418,4.5168,7.8668,8.4075,7.6786,30.4808,11.334,,,,,,,3.6616,20.5259,8.873,6.8609,4.3143,5.8244,,,,,,,,,,,,,,,,,,13.6304,14.7727,5.188,11.2628,11.451,3.51,8.2126,8.1602,5.7743,5.57,20.3534,9.7285,8.6318,,6.7507,11.8231,,5.3652,18.888,13.9673,9.5857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.365
2014/8/20,4.8678,4.3404,8.957,22.6936,5.02,6.02,5.6642,5.61,9.5263,10.5988,2.8106,5.7629,5.0265,15.5453,3.9807,9.2529,6.0236,11.9119,1.7777,10.2342,3.8927,8.1117,6.5585,6.7955,8.6025,4.8902,4.2725,5.2501,8.9829,5.5637,3.9191,4.7425,2.2115,4.6706,6.0721,6.3706,14.377,4.7503,3.7601,4.5675,8.1482,8.4234,8.0414,30.1113,11.5531,,,,,,,3.7461,20.8936,9.1365,7.0152,4.3474,5.8674,,,,,,,,,,,,,,,,,,13.6588,15.0406,5.4265,11.3651,11.451,3.58,8.2506,8.144,5.8204,5.55,19.8059,9.656,8.7764,,6.634,11.7461,,5.4614,18.6574,14.513,10.0045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.368
2014/8/21,4.7458,4.2544,8.6036,22.7859,5.39,5.94,5.6186,5.52,9.4977,10.5228,2.7586,5.8926,5.0173,15.4974,4.0066,9.3551,6.0236,12.2015,1.7777,10.1342,3.8194,7.8453,6.5585,6.7656,8.475,4.8902,4.1815,5.2388,8.7534,5.5251,4.042,4.7957,2.2574,4.7256,6.3597,6.2863,14.2126,4.8279,3.615,4.5306,8.121,8.36,7.9294,29.9216,11.4096,,,,,,,3.7159,20.7557,8.9218,6.8909,4.3894,5.7952,,,,,,,,,,,,,,,,,,13.4317,14.5247,5.4364,11.2814,11.451,3.46,8.4122,8.2009,5.7835,5.44,20.7065,9.6399,8.8378,,6.6095,11.6498,,5.5094,18.4545,14.1394,9.4849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.365
2014/8/22,4.7329,4.2754,8.6225,22.5929,5.25,5.97,5.7646,5.55,9.5477,10.5893,2.7586,5.7729,5.0543,15.4207,3.9409,9.2314,6.0236,12.2114,1.7777,9.8144,3.834,7.9131,6.5585,6.8055,8.6025,4.8902,4.1626,5.4169,8.7534,5.4865,3.9714,4.8199,2.2744,4.7276,6.3004,6.326,14.203,5.0724,3.5631,4.4799,8.1694,8.356,7.9563,30.1912,11.3491,,,,,,,3.7159,20.7327,8.9023,7.0109,4.4022,5.8443,,,,,,,,,,,,,,,,,,13.5169,14.4552,5.4663,10.9187,11.451,3.48,8.5928,8.1683,5.8942,5.43,20.5335,9.6077,8.9679,,6.6832,11.6787,,5.769,18.7773,14.1836,9.1941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.362
2014/8/25,4.6944,4.2439,8.4142,22.3495,5.09,5.85,5.8603,5.6,9.4763,10.2189,2.6924,5.9923,4.9064,15.1332,3.8458,9.5596,6.0236,12.8005,1.7777,9.7145,3.8047,7.7049,6.5585,6.666,8.9,4.8902,4.1093,5.2994,8.7853,5.4575,3.9871,4.8634,2.5022,4.6258,6.0812,6.2466,14.0483,5.1034,3.6426,4.927,8.2783,8.3679,7.795,29.7118,11.2131,,,,,,,3.6978,20.6791,8.5606,6.878,4.3385,5.7813,,,,,,,,,,,,,,,,,,13.1101,14.4652,5.4762,10.7792,11.451,3.38,8.4407,8.0058,5.8296,5.4,19.9356,9.2775,9.0979,,6.9043,11.5246,,5.7787,18.5467,14.4884,9.2561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.357
2014/8/26,4.5403,4.225,8.6667,22.2236,5.11,5.79,5.6688,5.51,9.2264,10.2474,2.6166,5.6433,5.2021,15.0853,3.8458,9.4197,6.0236,12.8704,1.7777,9.5446,3.8194,7.8453,6.5585,6.5165,8.7385,4.8902,3.9837,5.1326,8.849,5.3127,3.8354,4.6893,2.5005,4.4812,5.9123,6.321,13.4875,4.8939,3.5009,4.9132,7.8245,8.1498,7.571,28.1239,10.8693,,,,,,,3.5953,20.3727,8.4142,6.7409,4.243,5.6491,,,,,,,,,,,,,,,,,,12.9493,13.8104,5.3271,10.8536,11.451,3.29,8.032,7.8514,5.6728,5.19,19.6257,9.3017,9.0004,,6.9534,11.2647,,5.7594,18.3069,13.987,8.8528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.355
2014/8/27,4.5659,4.28,8.6288,22.0893,5.08,5.75,5.6323,5.85,9.7048,10.4183,2.5977,5.6234,5.1559,15.1907,3.8458,9.4143,6.0236,13.0601,1.7777,9.6945,3.8829,7.8066,6.5585,6.5763,9.0105,4.8902,4.0057,5.1857,9.1041,5.3224,3.804,4.7328,2.5158,4.7215,5.9488,6.3508,13.6712,4.921,3.5562,4.9132,7.8335,8.2687,7.5934,28.3336,10.9109,,,,,,,3.6315,20.2196,8.463,6.8566,4.2697,5.6691,,,,,,,,,,,,,,,,,,12.7602,13.9889,5.2476,10.8908,11.451,3.35,8.0415,7.9733,5.6544,5.24,19.9067,9.3097,8.9064,,6.8982,11.178,,5.7113,18.5375,14.2574,8.9575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.354
2014/8/28,4.4182,4.3159,8.3511,22.1984,4.92,5.55,5.6186,5.67,9.8548,10.3613,2.6024,5.9624,5.1929,15.2003,3.8718,9.0969,6.0236,12.7207,1.7777,9.4346,3.6775,7.8889,6.5585,6.5364,8.5175,4.8902,4.0151,5.0795,8.9638,5.3272,3.8067,4.6555,2.5973,4.7215,5.7845,6.0332,13.4198,4.9171,3.5044,4.8394,7.9667,8.3362,7.477,27.7943,10.7749,,,,,,,3.6134,20.2732,8.463,6.8652,4.2634,5.5753,,,,,,,,,,,,,,,,,,12.1453,13.8203,5.0786,10.463,11.451,3.27,8.0035,7.9977,5.5898,5.14,19.6834,9.3741,8.9859,,7.0456,11.2839,,5.5575,17.8181,15.0538,8.942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.358
