ÈÕÆÚ,000017.SZ,000913.SZ,002105.SZ,200017.SZ,200054.SZ,600099.SH,600679.SH,600877.SH,603129.SH,603766.SH,603776.SH,603787.SH,900916.SH
2016/2/22,14.19,8.2481,7.9946,6.75,16.66,10.985,17.75,7.34,,6.7451,,,0.925
2016/2/23,13.82,8.5363,8.0737,6.64,16.64,10.975,17.41,7.22,,6.799,,,0.92
2016/2/24,14,8.5264,8.0243,6.64,16.4,11.0946,19.15,7.43,,6.7918,,,0.947
2016/2/25,12.6,8.5264,7.2238,5.98,14.95,9.9881,17.24,6.85,,6.1133,,,0.862
2016/2/26,12.06,8.5264,7.1645,5.81,14.92,9.8286,16.72,6.98,,5.9338,,,0.879
2016/2/29,10.85,8.5264,6.453,5.37,14.13,8.9016,15.05,6.34,,5.3846,,,0.838
2016/3/1,11.47,8.5264,6.6606,5.69,14.26,9.2007,15.12,6.97,,5.6143,,,0.857
2016/3/2,12.01,8.5264,6.9965,5.93,14.69,9.6991,15.71,7.38,,5.9554,,,0.889
2016/3/3,11.95,8.5264,7.1942,5.89,14.62,9.6193,15.78,7.38,,5.9769,,,0.886
2016/3/4,11.83,8.5264,6.8977,5.7,14.24,9.101,14.52,7.38,,5.7651,,,0.867
2016/3/7,12.6,8.5264,7.3227,5.85,14.58,9.4,15.09,7.38,,5.9123,,,0.884
2016/3/8,12.34,8.5264,7.3325,5.85,14.3,9.5894,15.04,7.38,,5.9159,,,0.884
2016/3/9,12.67,8.5264,7.7871,5.84,14.49,9.3003,14.99,7.38,,5.7759,,,0.868
2016/3/10,11.91,8.5264,7.8563,5.72,14.37,9.0611,14.41,7.38,,5.5928,,,0.863
2016/3/11,11.39,8.5264,8.0638,5.6,14.17,9.1109,14.14,7.38,,5.6467,,,0.869
2016/3/14,11.75,8.5264,8.6963,5.68,14.55,9.5794,14.64,7.38,,5.9051,,,0.886
2016/3/15,11.68,8.5264,8.6271,5.68,14.22,9.5894,14.83,7.38,,5.88,,,0.886
2016/3/16,11.26,8.5264,8.4789,5.61,14,9.5894,14.46,7.38,,5.8046,,,0.874
2016/3/17,11.6,8.5264,8.8149,5.68,14.29,9.8984,14.98,7.38,,6.0954,,,0.889
2016/3/18,12.16,8.5264,9.1805,5.9,14.78,10.3171,15.46,7.38,,6.3323,,,0.907
2016/3/21,12.7,8.5264,9.1311,6.13,15.26,10.5464,15.96,7.38,,6.4508,,,0.919
2016/3/22,12.39,8.5264,8.7654,6.04,15.14,10.5663,15.68,7.38,,6.4436,,,0.918
2016/3/23,12.7,8.5264,8.8939,6.1,15.19,10.5563,15.81,7.38,,6.4615,,,0.92
2016/3/24,12.1,8.5264,8.469,5.99,14.96,10.1875,16.94,7.38,,6.4723,,,0.925
2016/3/25,12.54,8.5264,8.5579,6.03,14.96,10.4068,16.86,7.38,,6.6841,,,0.924
2016/3/28,12.38,8.5264,8.7457,5.99,15.1,10.3271,16.42,7.38,,6.501,,,0.919
2016/3/29,11.9,9.381,8.4097,5.89,15.32,10.0779,15.81,7.38,,6.3108,,,0.902
2016/3/30,12.39,10.3151,8.7259,5.99,15.4,10.5563,16.35,7.38,,6.6697,,,0.919
2016/3/31,12.49,11.3486,8.7753,5.96,15.48,10.8155,16.34,7.38,,6.6231,,,0.922
2016/4/1,12.54,12.4815,8.7358,5.97,15.57,10.7557,16.17,7.38,,6.4974,,,0.919
2016/4/5,12.84,13.7336,9.1805,6.05,15.88,11.2043,17.79,7.38,,6.6697,,,0.981
2016/4/6,12.8,13.9324,9.3979,5.97,16.56,11.5631,17.44,7.38,,6.7056,,,0.965
2016/4/7,12.29,13.7734,9.3781,5.9,16.5,11.3338,17.95,7.38,,6.4292,,,0.979
2016/4/8,12.55,13.3858,9.2991,5.97,16.74,11.3139,17.5,7.38,,6.5046,,,0.956
2016/4/11,12.68,13.7933,9.8129,6.01,16.83,11.4734,17.75,7.38,,6.7667,,,0.974
2016/4/12,12.47,13.0877,9.8129,6.01,16.78,11.3139,17.27,7.38,,6.781,,,0.973
2016/4/13,12.5,13.2666,9.724,6.01,16.9,11.5731,17.58,7.38,,6.7918,,,0.983
2016/4/14,12.89,13.4355,9.8624,6.06,17,11.8821,17.81,7.38,,6.8815,,,0.985
2016/4/15,12.94,14.7771,10.0007,6.07,17.1,12.3406,18.32,7.38,,6.7954,,,1.006
2016/4/18,12.97,14.7075,10.0402,6.07,16.93,12.2709,17.56,7.38,,6.5333,,,0.993
2016/4/19,13.39,14.2007,9.8129,6.14,16.82,12.2709,17.87,7.38,,6.6015,,,0.993
2016/4/20,13.26,14.2007,9.0323,6.07,16.51,11.4634,16.62,7.38,,6.16,,,0.955
2016/4/21,13.09,13.4951,9.1014,6.01,16.48,11.1644,16.49,7.38,,6.0667,,,0.95
2016/4/22,12.6,12.8194,9.4275,5.99,16.16,11.3239,16.81,7.38,,6.1456,,,0.955
2016/4/25,12.01,13.4653,9.4473,5.91,16.26,11.3837,16.93,7.38,,6.1313,,,0.947
2016/4/26,12.15,14.1411,9.556,5.88,16.01,11.8522,17.07,7.38,,6.1959,,,0.955
2016/4/27,12.26,13.5746,10.0402,5.97,15.79,11.9818,16.99,7.38,,6.1708,,,0.962
2016/4/28,12.53,12.9486,9.9612,6,15.59,12.0117,17.23,7.38,,6.1277,,,0.963
2016/4/29,12.33,12.5908,10.1786,5.95,15.77,12.1512,16.84,7.38,,6.1708,,,0.951
2016/5/3,12.55,12.6902,10.2972,5.98,15.58,12.6098,17.55,7.38,,6.3861,,,0.97
2016/5/4,12.6,12.561,10.0699,5.95,15.3,12.4204,17.62,7.38,,6.4795,,,0.975
2016/5/5,12.48,12.2629,10.3367,5.88,15.18,12.4702,18.09,7.38,,6.5046,,,0.98
2016/5/6,11.71,11.6468,9.5165,5.47,14.88,11.5133,17.42,7.38,,6.1097,,,0.953
2016/5/9,10.65,11.0604,8.637,5.12,14,10.666,15.77,7.38,,5.9518,,,0.923
2016/5/10,10.62,10.5039,8.5283,5.1,13.87,10.6959,15.7,7.38,,5.959,,,0.925
2016/5/11,10.62,11.0306,8.3603,5.1,13.99,10.3669,15.61,7.38,,5.862,,,0.9
2016/5/12,10.28,11.2095,8.2417,5.03,13.97,10.2473,14.57,7.38,,5.8297,,,0.88
2016/5/13,10.04,11.1896,8.0737,5.02,14.13,10.1975,14.57,7.38,,5.7795,,,0.875
2016/5/16,10.35,11.2095,8.4196,5.05,13.78,10.666,15,7.38,,5.9518,,,0.885
2016/5/17,10.59,11.0406,8.5085,5.08,13.25,10.646,14.84,7.38,,5.9338,,,0.877
2016/5/18,10.18,10.4841,8.0638,4.89,12.26,10.1277,14.98,7.38,,5.7651,,,0.851
2016/5/19,10.13,10.3847,8.1824,4.87,12.36,10.4168,14.72,7.38,,5.8196,,,0.846
2016/5/20,10.21,10.4741,8.2812,4.87,12.2,10.6759,14.71,7.38,,6.1068,,,0.845
2016/5/23,10.32,11.0008,8.4295,4.89,12.98,10.8653,15.15,7.38,,6.3394,,,0.865
2016/5/24,10.15,11.2194,8.4789,4.82,12.9,10.6859,14.66,7.38,,6.1104,,,0.86
2016/5/25,10.19,11.7263,8.4492,4.84,12.96,10.8055,14.75,7.38,,6.1759,,,0.867
2016/5/26,10.15,11.7064,8.4295,4.84,12.98,10.8055,14.59,7.38,,6.2558,,,0.86
2016/5/27,10.39,11.925,8.5184,4.92,12.9,10.8454,14.32,7.38,,6.1795,,,0.864
2016/5/30,10.15,11.8554,8.7654,4.84,12.87,10.7856,14.34,7.38,,6.1722,,,0.865
2016/5/31,10.55,12.1933,9.0224,5.08,13.7,11.274,14.98,7.38,,6.4449,,,0.896
2016/6/1,10.54,12.4318,9.0916,5.1,13.76,11.4933,15.06,7.38,,6.3831,,,0.892
2016/6/2,10.69,11.9946,9.0718,5.12,13.76,11.5133,15.18,7.38,,6.4049,,,0.898
2016/6/3,10.67,12.1436,9.1904,5.13,13.8,11.5332,15.2,7.38,,6.4085,,,0.902
2016/6/6,10.97,11.9946,9.1508,5.17,13.96,11.4734,15.23,7.38,,6.583,,,0.902
2016/6/7,10.75,11.9946,9.2694,5.15,14.04,11.3937,15.19,7.38,,6.5067,,,0.898
2016/6/8,10.67,11.8853,9.4078,5.09,13.98,11.4435,15.18,7.38,,6.4231,,,0.893
2016/6/13,10,11.6964,8.6172,4.93,13.66,10.4666,14.08,7.38,,5.9323,,,0.867
2016/6/14,10.1,11.8753,8.7358,4.91,13.88,10.5663,14.06,7.38,,5.9941,,,0.864
2016/6/15,10.26,12.3324,9.052,4.98,14,11.0547,14.39,7.38,,6.2449,,,0.881
2016/6/16,10.11,12.6107,9.0026,4.88,13.93,11.0248,14.29,7.38,,6.4521,,,0.88
2016/6/17,10.35,12.7796,9.0619,4.95,13.96,11.2441,14.69,7.38,,6.8047,,,0.895
2016/6/20,10.14,12.1436,8.8939,4.9,13.83,11.0547,14.7,7.38,,7.0701,,,0.884
2016/6/21,10.04,11.925,8.5777,4.87,13.83,11.4236,14.43,7.38,,6.9719,,,0.884
2016/6/22,10.27,12.1238,9.0916,4.92,13.77,11.5232,14.54,7.38,,7.0446,,,0.891
2016/6/23,10.39,12.0741,9.556,4.94,13.63,11.3438,14.71,7.38,,6.8811,,,0.893
2016/6/24,10.48,11.7958,9.2595,4.92,13.56,11.0647,14.35,7.38,,7.0047,,,0.895
2016/6/27,10.7,11.9151,9.5362,5,13.5,11.4136,14.61,7.38,,7.3718,,,0.898
2016/6/28,10.8,12.1138,9.8129,5.04,13.49,11.5232,15.03,7.38,,7.4554,,,0.903
2016/6/29,10.66,12.0939,9.645,5.03,13.55,11.5232,14.9,7.38,,7.3354,,,0.902
2016/6/30,10.61,12.084,9.6647,5.05,13.5,11.7326,14.91,7.38,,7.35,,,0.907
2016/7/1,10.79,12.6902,9.5461,5.06,13.56,11.5631,14.88,7.38,,7.3064,,,0.904
2016/7/4,10.79,12.72,9.6252,5.06,13.91,11.8522,15.21,7.38,,7.459,,,0.917
2016/7/5,10.79,13.0778,9.6647,5.06,13.91,11.7924,15.22,7.38,,7.5317,,,0.91
2016/7/6,10.79,13.2069,9.7635,5.06,13.94,12.0217,15.29,7.38,,7.4409,,,0.916
2016/7/7,10.79,13.1274,9.5857,5.06,13.86,11.912,15.38,7.38,,7.2264,,,0.915
2016/7/8,10.79,13.3163,9.5857,5.06,13.71,12.1313,15.16,7.38,,7.2191,,,0.911
2016/7/11,10.79,13.2765,10.0304,5.06,13.42,12.0516,15.01,7.38,,7.5354,,,0.908
2016/7/12,10.79,13.1374,9.9315,5.06,13.43,11.9918,15.26,7.38,,7.5753,,,0.915
2016/7/13,10.79,13.2666,10.0798,5.06,13.53,11.9918,15.91,7.38,,7.6226,,,0.927
2016/7/14,10.79,13.3759,10.2774,5.06,13.57,11.9918,15.84,7.38,,7.5935,,,0.92
2016/7/15,10.79,13.4554,10.4553,5.06,13.57,11.922,15.54,7.38,,7.888,,,0.916
2016/7/18,10.79,13.2964,10.1687,5.06,13.75,11.7824,15.44,7.38,,7.8371,,,0.92
2016/7/19,10.79,13.7138,10.6727,5.06,14.4,11.8921,15.73,7.38,,7.8516,,,0.921
2016/7/20,10.79,14.0914,11.0779,5.06,14.17,12.0815,16.08,7.38,,7.648,,,0.925
2016/7/21,10.79,14.0318,10.8308,5.06,14.39,12.0217,16.37,7.38,,7.648,,,0.935
2016/7/22,10.79,14.7373,10.7616,5.06,14.21,11.7824,15.99,7.38,,7.4954,,,0.93
2016/7/25,10.79,14.7075,10.4849,5.06,14.21,11.8721,16.28,7.38,,7.4299,,,0.939
2016/7/26,10.79,15.3038,10.5442,5.06,14.09,12.1712,16.35,7.38,,7.7098,,,0.942
2016/7/27,10.79,14.9957,9.7141,5.06,13.79,11.4933,16.93,7.38,,7.1501,,,0.937
2016/7/28,10.79,14.3498,9.6647,5.06,13.78,11.6229,16.52,7.38,,7.3173,,,0.934
2016/7/29,11.87,14.6081,9.4967,5.57,13.86,11.5531,15.56,7.38,,7.2082,,,0.923
2016/8/1,11.33,13.8827,9.309,5.34,13.8,11.2641,14.64,7.38,,6.9756,,,0.907
2016/8/2,12.03,14.0218,9.4374,5.46,13.9,11.3239,15.18,7.38,,7.0628,,,0.907
2016/8/3,12.1,14.7274,9.5362,5.45,13.88,11.4335,15.51,7.38,,7.2082,,,0.917
2016/8/4,11.87,14.9361,9.5461,5.34,13.97,11.5133,15.51,7.38,,7.2664,,,0.917
2016/8/5,11.57,14.8168,9.4078,5.22,14,11.4036,15.63,7.38,,7.19,,,0.915
2016/8/8,11.57,14.7572,9.4374,5.23,14,11.5731,16.05,7.38,,7.4299,,,0.924
2016/8/9,11.5,14.6678,9.7339,5.22,14.11,11.7326,16,7.38,,7.6989,,,0.926
2016/8/10,11.58,15.0056,9.6548,5.21,14.06,11.6728,15.77,7.38,,7.5245,,,0.919
2016/8/11,11.15,14.8069,9.6351,5.2,14.09,11.6329,15.65,7.38,,7.4118,,,0.913
2016/8/12,11.23,14.8069,9.8228,5.21,14.11,11.7027,15.68,7.13,,7.4845,,,0.92
2016/8/15,11.42,14.9361,9.9809,5.27,14.14,11.8522,16.01,7.29,,7.6699,,,0.933
2016/8/16,11.7,15.0454,10.2675,5.36,14.14,11.8921,16.31,7.73,,8.4368,,,0.935
2016/8/17,11.69,14.8367,10.475,5.37,14.14,11.9519,16.35,8.25,,8.6368,,,0.939
2016/8/18,12.22,14.8566,10.1885,5.45,14.18,11.922,16.42,8.19,,8.5277,,,0.939
2016/8/19,11.86,14.8268,10.3663,5.34,14.15,11.922,16.41,8.04,,8.2878,,,0.939
2016/8/22,11.31,14.6578,10.2774,5.25,14.15,11.8522,16,7.79,,8.0952,,,0.93
2016/8/23,11.35,14.787,9.9612,5.26,14.15,11.8522,16.26,8.31,,8.1642,,,0.929
2016/8/24,11.48,15.5224,9.9908,5.24,14.23,11.912,16.5,8.07,,7.9788,,,0.935
2016/8/25,11.1,15.5721,9.9414,5.19,14.16,11.8323,16.72,8.1,,7.7171,,,0.934
2016/8/26,11.03,15.5025,9.9315,5.14,14.17,11.9618,16.21,8.03,,7.768,,,0.934
2016/8/29,11.05,16.2776,10.1292,5.15,14.15,12.1014,17.1,7.89,,7.8262,,,0.94
2016/8/30,11.12,16.5758,10.1292,5.13,14.09,12.0217,16.97,7.9,,7.8044,,,0.938
2016/8/31,11.05,17.2714,10.3861,5.11,14.07,12.0914,16.78,7.87,,7.888,,,0.94
2016/9/1,10.79,17.2018,10.2082,5.08,14.06,11.9918,16.41,7.65,,7.6771,,,0.934
2016/9/2,10.65,16.3373,10.1489,5.07,13.96,12.1313,16.15,7.53,,7.5426,,,0.934
2016/9/5,10.78,16.1981,10.0205,5.06,13.96,13.0384,16.21,7.5,,7.6444,,,0.932
2016/9/6,10.84,16.5559,10.1391,5.13,13.95,13.0284,16.35,7.58,,7.7389,,,0.945
2016/9/7,10.83,16.8739,10.1292,5.14,14.04,12.7693,16.37,7.57,,7.7789,,,0.944
2016/9/8,10.78,16.2975,10.2675,5.15,14.03,12.9487,16.72,7.64,,7.7934,,,0.944
2016/9/9,10.75,16.1981,10.0205,5.11,14.02,12.6098,16.6,7.57,,7.7862,,,0.94
2016/9/12,10.51,16.4764,9.5955,5.05,13.85,11.9818,16.69,7.08,,7.4154,,,0.928
2016/9/13,10.61,16.4963,9.645,5.05,13.66,12.3406,17.2,6.98,,7.419,,,0.943
2016/9/14,10.33,16.7844,9.6054,5.05,13.97,12.3406,16.58,6.98,,7.3354,,,0.94
2016/9/19,10.4,16.7944,9.7537,5.03,13.93,12.869,16.63,7.03,,7.5317,,,0.94
2016/9/20,10.51,16.8043,9.6252,5.03,14.01,13.3574,17.23,6.99,,7.4627,,,0.942
2016/9/21,10.42,16.8143,9.7141,5.01,14.12,13.3674,17.14,6.99,,7.5063,,,0.942
2016/9/22,10.48,16.9136,10.0205,5.02,14.15,13.2776,16.98,7.08,,7.5572,,,0.943
2016/9/23,10.51,17.7583,10.0995,5.02,14.19,13.5269,17.57,7.12,,7.4627,,,0.952
2016/9/26,10.19,18.2154,10.0896,4.98,14,12.9088,17.57,7.17,,7.1973,,,0.948
2016/9/27,10.22,17.9968,10.9889,5,14.03,13.0284,17.86,7.14,,7.2518,,,0.96
2016/9/28,10.45,18.8117,10.9395,5.03,14.03,13.2477,18.62,7.09,,7.2627,,,0.973
2016/9/29,10.39,18.5831,10.9395,5.02,14.23,13.158,18.3,7.3,,7.2627,,,0.972
2016/9/30,10.5,18.5136,10.7221,5.04,15.38,13.0384,18.32,8.03,,7.2518,,,0.969
2016/10/10,10.66,18.6527,10.8012,5.08,15.07,13.2876,18.98,8.74,,7.4772,,,0.982
2016/10/11,10.96,18.7521,11.1075,5.13,14.99,13.6664,19.38,8.74,,7.5099,,,0.989
2016/10/12,10.77,19.4179,11.2459,5.09,15.05,13.6265,18.79,8.75,,7.4518,,,0.987
2016/10/13,10.78,19.2092,11.1075,5.12,15.04,13.6764,18.72,8.9,,7.5426,,,0.986
2016/10/14,10.77,18.8813,10.7715,5.08,14.97,13.7462,18.22,8.7,,7.5026,,,0.974
2016/10/17,11.18,19.08,10.8012,5.05,14.3,13.2776,18.43,8.69,,7.3972,,,0.902
2016/10/18,11.25,19.08,10.9494,5.12,14.55,13.477,18.68,8.85,,7.3463,,,0.926
2016/10/19,11.11,19.0601,10.7023,5.07,14.42,13.487,18.31,9.18,,7.2664,,,0.918
2016/10/20,11.25,18.7024,10.8012,5.1,14.4,13.5368,18.22,8.78,,7.2264,,,0.923
2016/10/21,11.45,18.5831,10.6035,5.13,14.46,13.3275,17.87,8.6,,7.2845,,,0.923
2016/10/24,11.31,18.8018,10.6035,5.17,15,13.3674,17.91,8.68,,7.3245,,,0.936
2016/10/25,11.39,19.5769,10.6826,5.18,14.9,13.4272,18.39,8.95,,7.4736,,,0.937
2016/10/26,11.28,19.5769,10.9395,5.13,14.9,13.3773,17.95,8.67,,7.7789,,,0.938
2016/10/27,11.33,19.1595,11.0284,5.16,14.95,13.3076,17.66,9.02,,7.6953,,,0.935
2016/10/28,11.35,18.8514,10.5739,5.18,15.03,12.7493,17.38,8.81,,7.4845,,,0.928
2016/10/31,11.15,18.8614,10.4256,5.13,15.05,12.9487,17.59,9.4,,7.5317,,,0.927
2016/11/1,11.52,19.0601,10.4948,5.19,15.15,13.168,17.77,9.4,,7.7317,,,0.931
2016/11/2,11.78,19.0601,10.4158,5.17,15.14,13.0185,17.98,9.42,,7.8262,,,0.932
2016/11/3,11.72,19.1595,10.4059,5.19,15.14,13.1381,18.18,9.7,,7.768,,,0.938
2016/11/4,11.94,19.1098,10.5541,5.2,15.58,13.2079,18.62,9.62,,7.6044,,,0.944
2016/11/7,11.76,19.2887,10.5146,5.18,15.2,13.2677,19.5,9.78,,7.6081,,,0.95
2016/11/8,11.74,19.9943,10.5343,5.2,15.24,13.487,19.42,10.08,,7.659,,,0.949
2016/11/9,11.55,19.7856,10.475,5.14,15.19,13.3375,19.19,9.84,,7.4554,,,0.942
2016/11/10,11.91,19.9247,10.643,5.19,15.32,13.6166,21.11,9.99,,7.7389,,,0.981
2016/11/11,11.76,19.8651,10.6826,5.15,15.56,13.7561,20.55,9.52,,7.8698,,,0.973
2016/11/14,11.8,19.6763,10.7517,5.15,15.55,13.8159,19.85,9.56,,7.9534,,,0.971
2016/11/15,12.01,19.6564,11.0087,5.2,15.3,13.8259,21.84,9.46,,7.9534,,,1.018
2016/11/16,12.21,19.5471,11.0087,5.26,15.29,14.2346,24.02,9.17,,7.8843,,,1.05
2016/11/17,11.98,19.5173,11.315,5.2,14.89,14.0651,23.53,9.35,,8.0879,,,1.015
2016/11/18,12,18.5434,11.4139,5.2,15.03,13.9854,25.88,9.15,,8.0879,,,1.042
2016/11/21,11.9,18.6726,11.4336,5.16,14.8,14.1449,28.47,9.03,,8.0879,,,1.077
2016/11/22,12.12,18.7123,11.5226,5.17,14.88,14.1848,31.32,9.24,,8.2914,,,1.105
2016/11/23,12,18.5831,11.651,5.11,14.89,14.0452,31.32,9.06,,8.1388,,,1.105
2016/11/24,11.7,18.6428,11.5621,5.07,14.84,13.8658,31.32,8.99,,8.1351,,,1.105
2016/11/25,11.61,18.7719,11.7103,5.08,14.7,13.796,29.59,8.96,,8.2733,,,1.054
2016/11/28,11.66,18.5136,11.3644,5.06,14.67,13.8558,27.44,9.07,,8.2042,,,1.025
2016/11/29,11.33,17.5894,11.3348,4.95,14.53,13.4471,26.57,9.34,,8.0879,,,1.037
2016/11/30,11.41,16.7447,11.3447,4.99,14.69,13.2677,25.79,9.11,,7.8843,,,1.04
2016/12/1,11.43,17.0229,11.3842,4.99,14.4,13.5867,25.96,9.09,,8.0624,,,1.055
2016/12/2,11.1,16.8639,12.0167,4.94,14.2,13.0783,24.32,8.67,,8.117,,,1.043
2016/12/5,10.78,16.8143,11.6609,4.81,13.87,13.0484,24.55,8.34,,8.0115,,,1.042
2016/12/6,10.9,17.2614,11.2656,4.86,13.8,13.3275,24.77,8.47,,8.1679,,,1.06
2016/12/7,10.95,17.1124,11.4336,4.91,13.92,13.4072,25.4,8.63,,8.2151,,,1.069
2016/12/8,10.91,17.0031,11.7894,4.87,13.92,13.4272,27.94,9.05,,8.3351,,,1.099
2016/12/9,10.92,16.9832,11.5423,4.87,13.92,13.2677,30.73,8.99,,8.2078,,,1.115
2016/12/12,10.26,16.1385,10.4849,4.62,12.53,12.3107,33.8,9.03,,7.728,,,1.111
2016/12/13,10.36,16.2876,10.8901,4.67,12.17,12.4902,36.28,9.6,,7.8443,,,1.1
2016/12/14,10.35,16.218,10.9,4.7,12.13,12.5799,39.91,9.38,,7.8044,,,1.115
2016/12/15,11.39,16.6354,11.987,5,12.35,12.7693,39.91,9.62,,7.8116,,,1.115
2016/12/16,12.53,17.4701,12.6096,5.39,12.6,13.2677,43.9,10.13,,7.8116,,,1.153
2016/12/19,13.78,17.49,12.5305,5.25,12.82,13.3873,39.6,9.73,,7.7789,,,1.104
2016/12/20,12.69,17.5695,11.9475,5.03,12.8,14.723,37.3,9.72,,7.7789,,,1.078
2016/12/21,12.5,17.4006,12.6392,5.08,12.69,14.8128,37.11,9.43,,7.7426,,,1.092
2016/12/22,13.75,17.1422,13.9041,5.4,12.7,14.6931,40.82,9.35,,7.8007,,,1.131
2016/12/23,12.8,17.4105,12.9555,5.09,12.67,16.1585,36.74,8.81,,7.8007,,,1.057
2016/12/26,13.12,17.2813,14.25,5.15,12.7,17.7733,34.88,9.03,,7.8298,,,1.068
2016/12/27,13.33,17.0726,15.673,5.16,12.75,19.5476,35.39,9.4,,7.8225,,,1.084
2016/12/28,13.5,16.4565,15.2185,5.15,12.6,19.9264,37.35,9.26,,7.7389,,,1.097
2016/12/29,13.06,16.5857,15.2876,5.13,12.82,20.076,37.19,9.42,,7.579,,,1.096
2016/12/30,12.6,16.5559,14.25,5.11,12.82,18.8698,35.63,9.36,,7.5535,,,1.095
2017/1/3,12.81,16.8143,14.418,5.13,12.83,20.7538,35.53,9.63,,7.5535,,,1.095
2017/1/4,14.09,16.8341,15.0702,5.29,12.86,19.8866,35.37,9.93,,7.7171,,,1.095
2017/1/5,13.8,16.8938,14.2599,5.17,12.87,19.4579,34.41,10.92,,7.7934,,,1.081
2017/1/6,13.9,16.7348,13.9239,5.19,13.13,18.9695,32.07,11.23,,7.7244,,,1.068
2017/1/9,13.92,16.6751,14.0919,5.24,13.32,18.9296,31.81,11.47,,8.1206,,,1.07
2017/1/10,13.73,17.0229,13.9536,5.25,13.51,19.0592,32.21,10.64,,8.3532,,,1.074
2017/1/11,13.02,16.854,13.1828,5.15,13.34,17.6238,31.94,10.62,,8.2187,,,1.067
2017/1/12,12.75,16.9434,13.1235,5.12,13.19,17.7833,30.56,10.19,,8.077,,,1.059
2017/1/13,12.12,16.6553,12.2736,4.97,12.7,17.883,30.85,9.87,,7.9934,,,1.056
2017/1/16,11.27,15.8205,11.4633,4.71,12.35,16.2382,28.31,9.22,,7.917,,,0.993
2017/1/17,11.55,15.3634,11.7498,4.79,12.6,16.7067,29.08,9.68,,7.9461,,,1.015
2017/1/18,11.49,15.2044,11.8783,4.79,12.7,16.6668,30.83,9.68,,7.9025,,,1.025
2017/1/19,11.3,15.5621,11.9277,4.78,12.55,16.6569,30.07,9.31,,7.9425,,,1.018
2017/1/20,11.38,16.3373,12.0265,4.8,12.78,16.9559,30.13,9.65,,8.0879,,,1.022
2017/1/23,11.51,16.6553,12.0661,4.84,13,16.8961,30.26,9.95,,8.0952,,,1.029
2017/1/24,11.46,16.3671,12.3527,4.88,13,17.5241,32.26,10.28,,8.0661,,,1.049
2017/1/25,11.4,16.7944,12.1254,4.9,13.19,17.2151,31.21,9.25,,8.1824,,,1.047
2017/1/26,11.53,17.6391,12.1352,4.9,13.18,16.8562,30.29,9.36,,8.1569,,,1.04
2017/2/3,11.5,17.7683,12.0265,4.85,12.94,16.7865,30.35,9.48,,8.0842,,,1.034
2017/2/6,11.68,18.6527,12.1254,4.88,12.84,17.3945,32.57,9.63,,8.2224,,,1.054
2017/2/7,12.24,18.3844,12.5404,4.95,12.73,18.2418,35.83,9.77,,8.1751,,,1.086
2017/2/8,12.17,18.4639,12.7183,4.95,12.78,18.6106,36.17,10.12,,8.2187,,,1.085
2017/2/9,12.23,18.2055,12.9456,4.95,12.88,18.4711,35.79,10.26,,8.2296,,,1.087
2017/2/10,11.85,17.8776,12.6886,4.89,12.75,18.5608,34.08,10.09,,8.1133,,,1.07
2017/2/13,12.19,18.2751,13.2124,4.95,12.78,18.7203,37.49,10.31,,8.1497,,,1.108
2017/2/14,12.1,18.1558,13.1729,4.93,12.69,18.3315,36.27,10.09,,8.1497,,,1.099
2017/2/15,12.33,18.1359,13.1037,4.92,12.43,18.0524,37.45,9.99,,7.957,,,1.1
2017/2/16,12.41,17.9968,13.0049,4.93,12.43,18.3515,38.14,10.68,,7.9243,,,1.098
2017/2/17,12.41,17.8378,12.5602,4.93,12.11,18.182,36.54,10.47,,7.8552,,,1.086
2017/2/20,12.41,18.0465,12.4317,4.93,12.24,17.1353,36.29,10.54,,7.9643,,,1.086
2017/2/21,12.41,18.3943,12.5898,4.93,12.15,16.916,36.37,10.51,,7.9897,,,1.091
2017/2/22,12.41,18.3148,12.4811,4.93,12.28,16.8363,35.43,10.47,,7.9934,,,1.088
2017/2/23,12.41,18.3744,12.1649,4.93,12.21,16.2681,35.16,10.16,,7.9825,,,1.087
2017/2/24,12.41,18.2651,12.1451,4.93,12.35,16.4974,35.36,10.38,,8.0006,,,1.108
2017/2/27,12.41,18.2254,12.1254,4.93,12.38,16.7366,36.71,10.03,,7.8225,,,1.118
2017/2/28,12.41,17.4105,12.4021,4.93,12.41,16.7566,38.65,10.02,,7.848,,,1.125
2017/3/1,12.32,17.5695,12.6491,4.91,12.37,16.7566,38.08,10.08,,7.8589,,,1.118
2017/3/2,11.8,17.5894,12.6788,4.78,12.38,16.7566,37.53,10.07,,7.7498,,,1.114
2017/3/3,11.85,17.5397,13.3507,4.82,12.27,16.7566,37.59,9.84,,7.8116,,,1.116
2017/3/6,11.91,18.0863,13.499,4.83,12.3,16.7566,37.66,9.85,,7.917,,,1.12
2017/3/7,11.53,18.1856,13.2816,4.76,12.3,16.7566,36.93,9.6,,7.9025,,,1.116
2017/3/8,11.29,18.4838,13.4397,4.7,12.28,16.7566,36.1,9.66,,7.888,,,1.091
2017/3/9,11.34,17.8776,13.4298,4.68,11.91,16.7566,36.21,9.48,,7.7607,,,1.092
2017/3/10,11.31,17.967,13.2816,4.73,11.98,16.7566,35.54,9.41,,7.7716,,,1.098
2017/3/13,11.22,17.6391,13.331,4.68,11.9,16.7566,35.84,9.52,,7.7825,,,1.104
