ÈÕÆÚ,000550.SZ,000572.SZ,000625.SZ,000800.SZ,000868.SZ,000927.SZ,000951.SZ,000957.SZ,002594.SZ,200550.SZ,200625.SZ,600006.SH,600066.SH,600104.SH,600166.SH,600213.SH,600303.SH,600418.SH,600686.SH,600733.SH,601127.SH,601238.SH,601633.SH,601777.SH,900953.SH
2014/1/2,18.9192,3.7334,9.6914,11.6492,3.9385,3.55,6.0513,4.8667,37.2563,18.6369,11.9182,2.7883,9.1397,9.7718,2.4265,5.88,4.1865,7.9692,8.3161,4.94,,5.087,12.344,5.9376,0.54
2014/1/3,18.6527,3.6839,9.7761,11.5208,3.8986,3.59,5.8887,4.5871,37.688,17.8636,12.6037,2.7594,9.2075,9.4895,2.3836,5.79,4.0987,7.7008,8.3161,4.9525,,4.9978,12.0923,5.8352,0.544
2014/1/6,17.9675,3.4462,9.5052,10.8192,3.779,3.44,5.5691,4.3407,37.2857,17.9416,12.3311,2.6825,9.0197,9.2003,2.331,5.7,4.0109,7.275,8.3161,4.705,,5.0934,11.7205,5.463,0.526
2014/1/7,17.9675,3.4462,9.2682,10.5426,3.769,3.44,5.6124,4.4781,37.7567,17.8051,12.4168,2.6921,9.0354,9.2708,2.3501,5.73,4.1377,7.2102,8.3161,4.705,,4.9659,11.5833,5.5095,0.536
2014/1/8,17.9599,3.4462,9.0651,10.2363,3.7191,3.34,5.5203,4.4212,38.7968,18.3315,12.5726,2.6729,8.931,9.4543,2.3836,5.66,4.0304,7.0992,8.3161,4.665,,4.883,11.6662,5.3978,0.53
2014/1/9,18.0665,3.268,8.9043,10.3944,3.7491,3.33,5.4608,4.3502,37.8352,18.3185,12.2999,2.6537,8.8789,9.2144,2.374,5.61,4.0499,7.1547,8.3161,4.595,,4.7555,11.2972,5.342,0.525
2014/1/10,18.0132,3.3175,9.0143,10.2067,3.5995,3.31,5.4608,4.4734,36.3143,18.0066,11.9027,2.6152,8.8528,9.2144,2.3644,5.61,4.0109,7.0714,8.3161,4.4075,,4.6599,11.3687,5.3327,0.521
2014/1/13,18.3406,3.2581,9.1751,9.7324,3.4599,3.2,5.5583,4.6534,37.1385,18.4094,12.0039,2.596,8.9832,9.1791,2.331,5.55,3.7864,7.0159,8.3161,4.3425,,4.5579,11.1399,5.3699,0.511
2014/1/14,19.4141,3.3769,9.3529,10.2264,3.5297,3.3,5.6612,4.7482,37.4623,18.8123,12.2298,2.7787,9.291,9.2497,2.374,5.61,3.845,7.3121,8.3161,4.4725,,4.7173,11.0684,5.4816,0.517
2014/1/15,19.4674,3.4462,9.2344,10.1375,3.5496,3.51,5.6016,4.5492,38.2669,18.8448,12.0351,2.8075,9.4892,9.3132,2.3836,5.59,3.8547,7.4324,8.3161,4.435,,4.6982,10.668,5.4537,0.517
2014/1/16,19.2237,3.466,9.1328,9.9695,3.5297,3.38,5.5854,4.317,37.2857,18.7084,11.8793,2.7402,9.5988,9.2426,2.3549,5.58,3.884,7.2935,8.3161,4.545,,4.7428,10.259,5.7236,0.52
2014/1/17,19.5968,3.4066,9.0312,9.5447,3.4798,3.28,5.5258,4.2269,36.697,18.9618,11.9961,2.6921,9.5362,8.911,2.3167,5.6,3.9035,6.8678,8.3161,4.5975,,4.6344,10.322,5.5654,0.519
2014/1/20,19.6577,3.3472,8.7773,9.4854,3.44,3.25,5.5854,4.2791,36.3143,19.2997,11.9182,2.6825,9.1762,8.8052,2.288,5.58,3.9621,6.766,8.3161,4.5275,,4.5834,10.0874,5.4816,0.518
2014/1/21,19.7719,3.4264,8.9043,9.7917,3.4898,3.28,5.6883,4.2791,36.4615,18.9878,11.4664,2.7114,9.2284,8.9463,2.3167,5.6,3.9816,6.9233,8.3161,4.5275,,4.6344,10.2962,5.5281,0.527
2014/1/22,19.8937,3.5056,9.3359,10.1177,3.5596,3.37,5.7858,4.4118,37.325,18.8513,11.63,2.7594,9.4371,9.2355,2.374,5.72,4.0792,7.164,8.3161,4.5675,,4.8384,10.5908,5.6863,0.535
2014/1/23,18.8202,3.7532,9.3867,10.1177,3.5696,3.37,5.7479,4.3975,36.7559,18.5849,11.1938,2.7691,9.6405,9.2214,2.3501,5.72,4.0597,7.1547,8.3161,4.63,,4.8703,10.4621,5.6584,0.532
2014/1/24,18.9497,3.7928,9.5137,10.2659,3.6493,3.39,5.8779,4.4544,37.8744,18.364,10.9835,2.7787,9.4892,9.299,2.3692,5.95,4.0792,7.2195,8.3161,4.705,,4.8894,10.4192,5.7422,0.531
2014/1/27,18.6451,4.1394,9.3275,10.1078,3.5895,3.35,5.8508,4.3928,37.8548,18.0001,10.8822,2.7787,9.3745,9.2214,2.4982,6.25,4.0597,7.0344,8.3161,4.7075,,4.8256,10.2676,5.7236,0.531
2014/1/28,18.9497,4.0998,9.3783,9.9695,3.6493,3.34,5.7262,4.6203,39.4444,17.8246,10.4382,2.7787,9.484,9.2355,2.4265,6.08,4.0597,7.3491,8.3161,4.6775,,4.9021,10.6366,5.7608,0.531
2014/1/29,18.8431,4.1196,9.3613,9.9596,3.6693,3.43,5.8021,4.6534,39.0126,18.2145,10.8355,2.7787,9.4736,9.2355,2.4552,6.1,3.9913,7.2288,8.3161,4.6875,,4.883,10.7338,5.8166,0.532
2014/1/30,18.6527,4.0899,9.1497,9.8114,3.6095,3.39,5.71,4.5871,37.9235,18.078,10.9056,2.7498,9.3588,9.1579,2.4457,6.08,3.9718,7.0622,8.3161,4.6275,,4.781,10.4535,5.7236,0.532
2014/2/7,18.371,4.08,8.8027,9.762,3.6394,3.42,5.7695,4.6913,38.7575,16.8759,10.1266,2.7787,9.3953,9.1368,2.4552,6.29,4.1084,7.0344,8.3161,4.525,,4.7619,10.3363,5.798,0.529
2014/2/10,19.9546,4.3078,9.4629,10.7402,4.0083,3.59,6.0242,5.1605,42.6333,18.5654,10.6096,2.8844,10.1204,9.5107,2.6463,6.55,4.5183,7.7378,8.3161,4.5925,,5.1061,10.8025,6.0214,0.534
2014/2/11,19.7719,4.2384,9.3275,10.9773,4.4071,3.5,6.0404,5.677,43.4575,18.6824,11.2172,2.846,10.0631,9.5389,2.6033,6.49,4.4988,7.7378,8.3161,4.6025,,5.0615,10.7939,6.0772,0.534
2014/2/12,19.7947,4.2285,9.5137,11.1453,4.3074,3.52,6.035,5.7149,44.4093,18.2795,11.0614,2.8748,9.8753,9.4401,2.5698,6.4,4.4793,7.997,8.3161,4.825,,5.0743,10.7453,6.0586,0.532
2014/2/13,19.3988,4.1394,9.3698,11.4714,4.2576,3.52,6.1488,6.222,48.079,18.4744,10.9367,2.971,10.1465,9.4613,2.5651,6.34,4.411,8.1081,8.3161,4.8575,,5.0806,10.7281,6.0586,0.529
2014/2/14,19.6425,4.0998,9.2936,11.3133,4.3274,3.53,6.2246,6.2172,47.5197,18.351,10.6563,2.9517,10.2196,9.5248,2.589,6.43,4.4012,8.2747,8.3161,4.8625,,5.0551,10.7796,6.2075,0.522
2014/2/17,19.6425,4.2781,9.1497,11.3824,4.3772,3.64,6.2842,6.1888,49.2073,18.143,10.6563,2.9998,10.3187,9.6659,2.8469,6.45,4.5378,8.6079,8.3161,4.9075,,5.5587,10.7739,6.2168,0.516
2014/2/18,19.8709,4.2384,8.8619,11.086,4.3174,3.68,6.1759,5.9092,47.0389,18.143,10.7108,2.9614,9.9952,9.4966,2.8564,6.34,4.4207,8.5246,8.3161,4.88,,5.4695,10.4449,6.0865,0.513
2014/2/19,19.5511,4.2583,8.9297,11.1157,4.2975,3.68,6.1542,5.9092,47.1566,18.117,10.7342,3.0287,9.8231,9.6095,2.8135,6.38,4.411,8.3302,8.3161,4.835,,5.3866,10.2104,6.1237,0.514
2014/2/20,18.3939,4.0701,8.7858,10.9378,4.118,3.69,5.9971,5.9945,47.0879,17.9416,11.0536,3.1152,9.6092,9.6236,2.7179,6.33,4.3134,8.1543,8.3161,4.8975,,5.1826,10.0789,6.0493,0.515
2014/2/21,18.3025,4.1097,8.8112,11.2738,4.1279,4.06,6.1,5.8144,45.8222,17.8506,11.2405,3.019,9.6301,9.5671,2.7705,6.39,4.3524,8.0525,8.3161,4.985,,5.2528,10.1075,6.0028,0.515
2014/2/24,17.8153,4.0503,8.4811,10.9082,4.1479,3.89,6.2354,5.6912,47.7944,17.6751,11.373,2.9325,9.1397,9.2708,2.6654,6.67,4.411,7.9322,8.3161,5.03,,5.0551,9.5126,5.9283,0.507
2014/2/25,17.3737,3.8423,8.0071,10.1078,4.098,3.9,6.0242,5.9755,47.6472,17.3177,11.0224,2.8941,8.9154,8.9674,2.6128,6.51,4.1865,7.4324,8.3161,4.8175,,4.8703,9.1293,5.6491,0.493
2014/2/26,16.9854,3.9117,8.0325,10.345,4.3174,4.04,6.2084,6.4636,52.4159,16.8239,11.2951,2.9421,8.9675,8.9533,2.7657,6.8,4.2939,7.7841,8.3161,4.82,,4.934,9.0006,5.6863,0.495
2014/2/27,16.285,3.9117,8.024,10.1375,4.2576,3.83,6.333,6.2551,51.9547,17.1423,11.6066,2.9133,9.1762,8.9251,2.7657,6.85,4.206,8.1914,8.3161,4.865,,4.9021,8.6231,5.7515,0.491
2014/2/28,17.564,3.9711,8.2102,10.1375,4.3274,3.76,6.3384,6.1935,55.8403,17.1228,12.074,2.9517,9.4423,8.9604,2.8278,6.9,4.1865,8.3302,8.3161,4.9575,,4.9213,8.8347,5.9004,0.49
2014/3/3,17.8533,4.1493,8.3372,10.3153,4.3672,3.81,6.3817,6.5774,55.9286,17.6297,12.0896,2.9806,9.7501,9.0874,2.8182,6.84,4.1963,9.1632,8.3161,4.9675,,5.0105,8.7918,5.9469,0.492
2014/3/4,17.2443,4.1097,8.134,10.2165,4.3872,3.81,6.2409,6.8522,55.4184,17.5322,11.6066,2.9614,9.1762,9.2567,2.7609,6.65,4.2158,9.3761,8.3161,4.955,,4.9531,8.4343,6.1144,0.49
2014/3/5,17.1301,3.9711,8.151,10.2067,4.3872,3.72,6.2246,6.5158,55.0455,17.5452,11.4119,3.0094,9.0719,9.0733,2.823,6.7,4.2743,9.191,8.3161,5.0725,,4.9723,8.4744,6.0307,0.495
2014/3/6,17.191,3.9711,8.0494,10.177,4.3872,3.87,6.1596,6.4399,54.0643,17.5387,11.2561,2.9902,9.0406,9.0309,2.7896,6.6,4.1865,8.8763,8.3161,4.97,,4.9531,8.3199,6.04,0.498
2014/3/7,17.2823,3.9117,8.2271,10.2462,4.3074,3.83,6.1163,6.4684,54.9474,17.5257,11.2951,2.9517,9.2127,9.0168,2.8135,6.6,4.3719,9.3853,8.3161,4.96,,4.8958,8.8119,6.1424,0.494
2014/3/10,16.7418,3.7928,8.134,9.9596,4.0482,3.95,5.9158,5.8239,53.7209,17.0838,10.9289,2.8171,8.9154,8.9251,2.6224,6.56,4.0987,8.904,8.3161,4.8025,,4.6472,9.1064,6.0307,0.478
2014/3/11,16.6124,3.7928,8.2102,9.7818,3.9884,3.96,5.8616,5.6154,50.9441,17.2852,10.8277,2.8364,8.9154,8.8334,2.5507,6.72,4.0597,8.7745,8.3161,4.845,,4.6599,9.3953,6.282,0.48
2014/3/12,16.9473,3.7334,8.498,9.8312,4.0382,3.84,5.8129,5.8286,49.6783,17.1098,11.0536,2.8171,8.738,8.8687,2.5651,6.72,4.0499,8.6449,8.3161,4.8725,,4.6217,9.258,6.2261,0.481
2014/3/13,17.0615,3.7532,8.4726,10.0288,4.0183,4.04,5.8508,5.7576,51.5034,17.2528,11.1782,2.8364,8.7641,8.9251,2.5603,6.77,4.0304,8.6264,8.3161,5.04,,4.6854,9.4897,6.2168,0.484
2014/3/14,17.3965,3.6839,8.3287,9.9102,3.9285,4.11,5.7966,5.5727,49.2858,17.0968,11.2951,2.8267,8.5606,8.8616,2.5125,6.58,3.9816,8.4042,8.3161,4.9725,,4.5962,9.2866,6.04,0.483
2014/3/17,18.1122,3.6839,8.4895,10.1177,4.0881,4.17,5.9267,5.9092,52.4846,17.4672,11.2951,2.8652,8.7641,8.9957,2.5937,6.6,4.0597,9.2465,8.3161,4.9725,,4.6918,9.4639,6.254,0.484
2014/3/18,18.1579,3.7829,8.2356,10.0683,4.1579,4.13,5.8779,6.0656,52.1509,17.4802,11.0224,2.9325,8.7276,8.9815,2.5842,6.63,4.1572,9.8852,8.3161,4.95,,4.7237,9.3152,6.4402,0.49
2014/3/19,18.0817,3.7928,7.8293,9.8707,4.098,4.05,5.9104,5.9092,53.3774,17.5322,10.7576,2.9229,8.3363,8.8757,2.5364,6.6,4.0792,9.987,8.3161,4.8875,,4.7045,9.4611,6.4216,0.493
2014/3/20,17.6249,3.7235,7.6516,9.5941,3.9983,3.87,5.7858,5.6865,49.4723,17.6427,10.1344,2.8652,7.9399,8.6993,2.4695,6.4,4.0011,9.2743,9.1448,4.8575,,4.5962,8.7432,6.1982,0.49
2014/3/21,17.8381,3.8126,7.7278,9.8015,4.0781,3.92,5.9267,5.7576,50.4338,16.8304,9.7527,2.9325,8.1224,8.9957,2.5173,6.59,4.0597,9.4687,9.5639,4.9075,,4.6982,8.952,6.3378,0.496
2014/3/24,17.4422,3.8522,7.5585,9.8806,4.0781,3.97,5.9862,5.6154,49.0111,16.8499,9.7371,2.9614,8.0703,9.0874,2.6702,6.8,4.1084,9.5427,9.3734,4.96,,4.7683,9.5698,6.3657,0.496
2014/3/25,17.9218,3.872,7.8716,10.1572,4.0881,4.1,6.035,5.5727,49.0209,17.2917,10.0253,2.971,8.2737,9.2426,2.6367,6.69,4.0401,9.4409,9.1639,4.9625,,4.8193,9.6927,6.3285,0.494
2014/3/26,17.7924,4.0008,7.8801,10.2264,4.1678,4.08,6.0404,5.6628,50.2376,17.0318,9.8306,3.0479,8.5502,9.1438,2.6176,6.58,4.0597,9.8296,9.6116,4.975,,4.8384,9.647,6.2354,0.493
2014/3/27,17.4422,3.9017,7.7955,10.0387,4.1379,4.08,6.4467,5.478,49.1975,17.2138,9.3476,2.9806,8.4824,9.038,2.5555,6.6,3.9718,9.7556,9.1162,4.955,,4.7619,9.6012,6.1144,0.486
2014/3/28,17.1224,3.8918,8.0579,10.2067,4.1678,3.83,6.3438,5.478,48.1771,16.9538,9.6359,2.9517,8.3833,9.7929,2.5603,6.65,3.923,9.3853,8.5352,4.8525,,4.7173,9.3982,6.0493,0.486
2014/3/31,17.899,3.773,8.1002,9.9794,4.2376,3.76,6.1325,5.5064,47.2057,17.2008,10.0331,2.9133,8.3781,9.7718,2.5125,6.72,3.8547,9.4409,8.1922,4.86,,4.628,9.2866,6.1051,0.481
2014/4/1,17.9066,3.8225,8.1086,10.1474,4.2077,3.83,6.1759,5.5633,47.5883,17.2008,9.9864,2.9325,8.4459,9.8,2.5364,6.74,3.923,9.3946,8.1541,4.955,,4.7109,9.3295,6.1796,0.488
2014/4/2,18.5385,3.8324,8.1679,10.1078,4.108,3.78,6.3275,5.6201,47.7846,17.6686,10.2435,2.9517,8.2998,9.9622,2.5555,6.79,3.923,9.6167,8.2113,4.93,,4.7492,9.564,6.1424,0.486
2014/4/3,19.1095,3.8324,8.5657,10.1869,4.0582,3.74,6.1921,5.677,48.0299,17.7596,10.4226,2.9229,8.2842,9.8211,2.546,6.59,3.884,9.1262,8.3732,4.8975,,4.7555,9.6069,6.0772,0.483
2014/4/4,19.1552,3.8423,8.8196,10.2561,4.0881,3.78,6.295,5.9329,48.756,17.8376,10.259,2.9806,8.3363,9.8988,2.5698,6.55,3.9035,9.2835,8.5256,4.9525,,4.7747,9.7013,6.1703,0.482
2014/4/8,20.2515,3.9216,9.1328,10.5624,4.0881,3.91,6.398,6.0419,48.756,18.13,10.1032,2.9998,8.4302,10.2797,2.6224,6.56,3.9425,9.5705,8.5447,4.95,,4.8639,10.362,6.7845,0.483
2014/4/9,20.2059,3.9414,9.0566,10.7007,4.0881,3.91,6.4034,6.0845,49.1583,17.8831,10.2668,2.9902,8.5033,10.2727,2.6272,6.61,3.9425,9.6167,8.7352,4.9925,,4.9276,10.2848,6.9334,0.486
2014/4/10,19.7947,3.9315,8.9889,10.6513,4.0881,3.89,6.4792,6.2077,50.0414,17.8701,10.7654,3.0094,8.5763,10.5267,2.651,6.58,3.9718,9.8111,8.7924,5.04,,4.9468,10.3277,6.7566,0.488
2014/4/11,19.0943,3.9017,9.1751,10.7106,4.0382,3.95,6.5117,6.1035,48.8149,18.312,10.8822,2.9902,8.785,10.5549,2.6319,6.65,3.9425,9.6445,8.4399,5.095,,4.8958,10.1189,6.738,0.485
2014/4/14,19.4141,4.0206,10.0892,10.6216,4.0382,3.91,6.5605,6.0561,49.1288,18.9748,11.5054,2.9998,8.811,10.5126,2.6654,6.88,3.9425,9.6445,8.4685,5.05,,4.9659,10.5651,6.738,0.481
2014/4/15,19.4141,3.9612,10.1485,10.3252,4.0382,3.87,6.3817,6.0561,47.657,18.3769,11.5054,2.971,8.811,10.1034,2.6128,6.74,3.9133,9.6445,8.6685,5.07,,4.8766,10.4049,6.6077,0.475
2014/4/16,18.9268,3.9414,9.92,10.3845,4.0382,3.9,6.3763,5.8665,47.8631,18.7149,11.3963,2.9614,8.811,10.0892,2.6128,6.76,3.8938,9.6445,8.9162,5.1275,,4.8384,10.2819,6.6635,0.475
2014/4/17,19.6958,3.9315,10.0469,10.4043,4.0382,3.9,6.4305,5.895,47.7453,18.7149,11.482,2.9421,8.811,10.1457,2.5651,6.78,3.884,9.6445,9.1924,5.1075,,4.9021,10.4106,6.5798,0.477
2014/4/18,19.2694,4.0008,10.1062,10.4339,4.0382,3.91,6.4251,5.9139,48.3537,18.6434,11.4431,2.9517,8.811,10.188,2.5507,6.95,3.9035,9.6445,9.221,5.12,,4.8766,9.8358,6.5891,0.476
2014/4/21,19.8328,3.9612,9.9877,10.2264,4.0382,3.79,6.4413,5.6012,48.1378,18.4029,11.4197,2.9037,8.811,9.9411,2.4886,6.97,3.845,9.6445,8.9162,4.99,,4.7237,9.3867,6.3285,0.472
2014/4/22,19.7947,4.0107,9.8184,10.0683,4.0382,3.78,6.3384,5.4211,47.0879,18.26,11.2483,2.9133,8.811,10.1175,2.4982,7.3,3.7962,9.6445,8.9829,5.005,,4.7173,9.421,6.4029,0.467
2014/4/23,19.4141,4.08,9.7168,10.1375,4.0382,3.79,6.2896,5.35,45.2825,18.3769,11.1471,2.9037,8.811,10.1386,2.4886,7.56,3.8157,9.6445,8.8781,4.9925,,4.7173,9.1722,6.2913,0.45
2014/4/24,19.4674,3.981,9.8861,9.9794,4.0382,3.7,6.1921,5.35,44.4093,18.2145,11.2873,2.8941,8.811,10.1245,2.46,7.59,3.8352,9.6445,8.7638,4.955,,4.679,9.3553,6.3099,0.45
2014/4/25,19.1095,3.8225,9.6237,9.8905,4.0382,3.72,6.1434,5.35,45.2727,18.195,10.9056,2.846,8.811,10.0681,2.4313,7.18,3.7474,9.6445,8.5256,4.93,,4.6344,9.2037,6.1982,0.446
2014/4/28,18.4167,3.674,9.6491,9.762,4.0382,3.62,5.9862,5.3311,45.3806,18.2145,10.8121,2.7979,8.811,9.9199,2.3788,6.92,3.5327,9.6445,8.1922,4.7275,,4.6089,9.0378,5.9748,0.43
2014/4/29,18.9573,3.7433,10.157,9.6533,4.0382,3.64,6.1488,5.3216,45.2335,18.4224,11.0224,2.8171,8.811,10.2304,2.4074,6.51,3.5522,9.6445,8.5733,4.78,,4.6727,9.238,6.0772,0.431
2014/4/30,20.1526,3.7631,10.0469,9.6731,4.0382,3.68,6.1813,5.4069,45.3512,18.7668,10.9056,2.8748,8.811,10.2445,2.4027,6.53,3.601,9.6445,8.478,4.805,,4.6854,9.381,6.1144,0.436
2014/5/5,20.1906,3.773,10.2924,9.7521,4.0382,3.71,6.1921,5.4969,44.7919,18.6109,11.1471,2.8844,8.811,10.2304,2.417,6.43,3.5717,9.6445,8.5256,4.8325,,4.679,9.6155,6.1796,0.438
2014/5/6,19.8709,3.7631,10.0892,9.9992,4.0382,3.75,6.1921,5.5064,45.0372,18.7149,11.2561,2.8748,8.811,10.1739,2.4265,6.45,3.5815,9.6445,8.5352,4.845,,4.7045,9.4983,6.2168,0.439
2014/5/7,19.376,3.575,9.9538,9.8312,4.0382,3.76,6.0458,5.2316,42.5057,18.5134,10.9134,2.8364,8.811,10.1175,2.3931,6.44,3.4839,9.6445,8.2684,4.7975,,4.6599,9.1179,5.9935,0.429
2014/5/8,19.3988,3.5353,9.5814,9.7423,4.0382,3.77,6.0675,5.1889,41.2792,18.234,10.9913,2.8364,8.811,10.2797,2.3931,6.34,3.5327,9.6445,8.1446,4.7825,,4.6727,9.1179,6.1237,0.434
2014/5/9,19.3379,3.5254,9.5306,9.7324,4.0382,3.7,6.1379,5.2126,39.9742,18.3445,10.8744,2.8556,8.811,10.1739,2.3788,5.82,3.4546,9.6445,7.8398,4.7325,,4.6344,8.2055,5.9469,0.431
2014/5/12,19.9394,3.6245,9.8184,9.93,4.0382,3.81,6.3709,5.3832,41.0437,18.364,10.9134,2.9229,8.811,10.435,2.4504,5.96,3.5424,9.6445,8.0017,4.845,,4.7173,7.7994,6.1517,0.44
2014/5/13,19.7186,3.6047,9.6491,9.8608,4.0382,3.67,6.3709,5.3453,41.0143,18.2405,10.8822,2.9037,8.811,10.3291,2.4313,6.09,3.562,9.6445,8.0208,4.85,,4.7109,8.0082,6.1424,0.439
2014/5/14,19.5054,3.5948,9.6406,9.8608,4.0382,3.63,6.3167,5.2316,41.2203,18.2535,11.0302,2.9037,8.811,10.3362,2.4218,6.02,3.562,9.6445,8.0208,4.86,,4.6854,7.8652,6.1424,0.438
2014/5/15,18.9953,3.5155,9.446,9.6632,4.0382,3.5,6.4305,5.1605,40.2882,18.5199,11.0614,2.8556,8.811,10.2797,2.3883,5.86,3.4546,9.6445,7.8112,4.83,,4.6153,7.6449,5.9935,0.435
2014/5/16,18.8964,3.5056,9.2852,9.7027,4.0382,3.48,6.4467,5.1463,40.1999,18.5654,11.0146,2.8844,8.811,10.315,2.3931,6.02,3.4351,9.6445,7.8017,4.83,,4.628,7.7193,5.9935,0.443
2014/5/19,18.706,3.4957,9.209,9.9201,4.0382,3.55,6.3438,5.0752,40.1312,18.5199,11.1003,2.8652,8.811,10.0892,2.3597,5.97,3.3961,9.6445,7.6302,4.84,,4.6089,7.6335,5.9097,0.439
2014/5/20,18.4852,3.4957,9.3529,9.8707,4.0382,3.46,6.3059,5.1842,39.9252,18.4809,11.1003,2.8748,8.811,10.1245,2.3501,6.03,3.4351,9.6445,7.5064,4.895,,4.6025,7.6936,5.9469,0.439
2014/5/21,19.0258,3.5353,9.5729,9.9201,4.0382,3.48,6.4413,5.2221,40.7984,18.286,11.1782,2.8844,8.811,10.2162,2.3692,6.05,3.4644,9.6445,7.5635,4.97,,4.6344,8.1226,6.0214,0.438
2014/5/22,18.9573,3.5056,9.4883,9.7818,4.0382,3.47,6.3926,5.2221,41.3675,18.312,11.2951,2.8748,8.2476,10.2304,2.3549,6.03,3.4644,9.6445,7.6016,4.94,,4.5898,8.1169,5.9655,0.438
2014/5/23,19.1248,3.5155,9.6491,9.8213,4.0382,3.51,6.5713,5.3074,41.3675,18.4549,11.5054,2.8844,7.9764,10.3503,2.3692,5.99,3.5132,9.6445,7.6397,4.9575,,4.6089,8.1816,6.0586,0.444
2014/5/26,18.8964,3.5452,9.666,9.93,4.0382,3.56,6.528,5.5633,45.5082,18.3899,11.4197,2.9325,8.246,10.435,2.3979,6.12,3.562,9.6445,7.8207,4.9625,,4.6535,8.2965,6.1051,0.443
2014/5/27,19.4902,3.565,9.9538,9.8411,4.0382,3.52,6.4521,5.677,45.7731,18.338,11.5599,2.9229,8.5858,10.3503,2.3836,6.05,3.5132,9.6445,7.8874,4.95,,4.6153,8.2995,6.1051,0.443
2014/5/28,19.3379,3.5849,9.9367,9.9201,4.0382,3.55,6.6092,5.6628,46.9015,18.2015,11.3084,2.9325,8.5804,10.3997,2.4027,6.06,3.5522,9.6445,8.0874,4.9625,,4.6472,8.3731,6.1517,0.443
2014/5/29,19.6425,3.5254,9.8087,9.7917,4.0382,3.52,6.5442,5.5111,45.4199,18.195,11.1591,2.9037,8.4456,10.3362,2.3836,6.08,3.5034,9.6445,8.0112,4.92,,4.6025,8.4732,6.1982,0.444
2014/5/30,21.6067,3.5254,9.9282,9.9102,4.0382,3.53,6.4684,5.5348,45.8026,18.2015,10.9234,2.8941,8.3647,10.3009,2.374,6.08,3.4839,9.6445,7.9922,4.9475,,4.6472,8.4379,6.2727,0.433
2014/6/3,21.3631,3.575,9.8428,9.8213,4.0382,3.5,6.6472,5.5348,45.047,18.5849,11.1591,2.8941,8.397,10.2374,2.4074,6.09,3.4936,9.6445,7.916,4.9675,,4.6408,8.2671,6.2913,0.42
2014/6/4,20.9367,3.5849,9.8172,9.6039,4.0382,3.43,6.6526,5.4211,43.85,18.5849,11.0255,2.8556,8.2137,10.2162,2.3883,6.04,3.4253,9.6445,7.6969,4.965,,4.6089,8.3053,6.1982,0.418
2014/6/5,21.4392,3.565,9.877,9.6237,4.0382,3.5,6.8476,5.4495,44.4976,19.1762,11.2299,2.8748,8.1328,10.3291,2.4027,6.09,3.4741,9.6445,7.7636,4.9775,,4.6153,8.3495,6.3564,0.425
2014/6/6,20.952,3.5452,9.8002,9.515,4.0382,3.45,6.8422,5.4827,45.204,19.1697,11.3006,2.8844,8.0734,10.3503,2.3836,6.01,3.4449,9.6445,7.7064,5.11,,4.628,8.217,6.3471,0.425
2014/6/9,21.5306,3.5254,9.9197,9.4854,4.0382,3.43,6.788,5.4969,44.841,19.2997,11.3163,2.8652,8.0842,10.4773,2.3597,5.97,3.4253,9.6445,7.6683,5.07,,4.5898,7.7428,6.2727,0.423
2014/6/10,22.3681,3.5551,10.338,9.5941,4.0382,3.46,6.8545,5.5633,44.7821,19.5596,11.5678,2.8748,8.1058,10.6537,2.3788,6.05,3.4546,9.6445,7.6874,5.3225,,4.6217,7.8194,6.3936,0.424
2014/6/11,22.1701,3.5452,10.2441,9.5941,4.0382,3.48,6.7548,5.7339,44.4485,19.5271,11.5049,2.8748,8.0465,10.7101,2.4027,6.09,3.4449,9.6445,7.8207,5.325,,4.679,7.8577,6.3657,0.425
2014/6/12,22.3757,3.5056,10.0136,9.5051,4.0382,3.46,6.7991,5.7054,44.2915,19.3647,11.5128,2.8556,8.1436,10.6607,2.374,6.09,3.7083,9.6445,7.9827,5.5925,,4.6344,7.9725,6.282,0.423
2014/6/13,22.7639,3.5353,10.3807,9.6533,4.0382,3.48,6.8434,5.8049,46.9015,19.4946,11.5835,2.8652,8.2622,10.8936,2.3979,6.19,3.6791,9.6445,8.1827,5.5675,,4.7747,7.999,6.3843,0.427
2014/6/16,22.6269,3.6443,10.8075,9.762,4.0382,3.49,6.8821,5.8523,46.2637,19.8196,11.8507,2.8748,8.2568,11.1476,2.3979,6.22,3.6791,9.6445,8.0874,5.4675,,4.7619,8.0756,6.3471,0.424
2014/6/17,21.4925,3.6047,10.6111,9.6336,4.0382,3.5,6.6828,5.7813,45.7927,19.4946,11.7957,2.8652,8.095,10.9147,2.3883,6.28,3.6693,9.6445,7.916,5.4475,,4.6918,7.9519,6.2261,0.424
2014/6/18,21.797,3.5551,10.5258,9.6533,4.0382,3.45,6.5666,5.7433,46.1165,19.6506,11.7564,2.8556,8.1543,11.0347,2.3692,6.45,3.6595,9.6445,7.7921,5.265,,4.7874,7.8076,6.1331,0.42
2014/6/19,20.8987,3.4858,10.2697,9.3372,4.0382,3.3,6.3229,5.6154,44.9391,19.5076,11.7721,2.8075,8.0627,10.7454,2.331,6.27,3.5132,9.6445,7.7445,5.31,,4.7045,7.7251,5.9935,0.414
