ÈÕÆÚ,000550.SZ,000572.SZ,000625.SZ,000800.SZ,000868.SZ,000927.SZ,000951.SZ,000957.SZ,002594.SZ,200550.SZ,200625.SZ,600006.SH,600066.SH,600104.SH,600166.SH,600213.SH,600303.SH,600418.SH,600686.SH,600733.SH,601127.SH,601238.SH,601633.SH,601777.SH,900953.SH
2016/9/9,24.4819,5.29,14.2671,10.5081,7.3,4.96,11.2497,20.0737,57.957,15.1819,10.9389,8.2041,19.8967,18.4869,2.7471,15.06,11.2519,13.7339,12.4357,12.8775,29.408,15.4565,9.5265,10.5143,1.254
2016/9/12,23.3812,5.09,13.9505,10.2595,6.9,4.82,11.059,18.7451,56.6409,14.588,10.8531,7.7181,19.7713,18.4271,2.6684,14.25,10.9103,13.5203,11.8822,12.545,27.7646,15.2979,9.4248,10.0074,1.219
2016/9/13,24.3318,5.11,13.9324,10.5478,6.93,4.93,11.5402,18.6385,56.0025,14.6325,10.7244,7.6889,19.6369,18.2818,2.6684,15.26,10.9494,13.3649,12.1194,12.545,27.6196,15.3574,9.4156,9.9677,1.228
2016/9/14,24.015,5.11,13.9324,10.3192,6.86,4.87,11.6401,18.0081,55.0105,14.5434,10.9046,7.6403,19.5742,18.0682,2.6585,15.01,10.8127,13.1997,11.9217,12.545,26.9332,15.516,9.4063,9.7689,1.229
2016/9/19,24.5319,5.14,14.1043,10.7268,6.91,5.01,11.6946,18.4833,55.6685,14.4766,11.1534,7.6792,19.8788,18.2562,2.6782,16.15,10.8713,13.0249,11.813,12.545,27.2135,15.4631,9.4156,9.8186,1.231
2016/9/20,24.2651,5.1,14.05,10.6572,6.85,4.96,11.6673,18.1342,55.3051,14.536,11.1791,7.6209,20.0579,18.3245,2.6487,16.15,10.8127,13.2192,11.7932,12.545,27.2522,15.3111,9.3601,9.8186,1.224
2016/9/21,24.0983,5.12,13.9776,10.6671,6.86,4.96,11.9215,18.1439,55.7373,14.5434,11.2906,7.65,19.9325,18.222,2.6585,15.97,10.8127,13.1415,11.7042,12.545,27.0492,15.0995,9.3232,9.8087,1.227
2016/9/22,24.1817,5.13,14.1224,10.6572,6.88,4.98,12.4936,18.1148,56.081,14.6771,11.4022,7.6695,20.1117,18.5039,2.6684,15.94,10.7932,13.326,11.7339,12.545,26.9042,15.007,9.5265,9.8186,1.227
2016/9/23,24.3902,5.1,13.9596,10.5677,6.87,4.99,12.3755,17.7075,55.9632,14.729,11.1448,7.5723,19.8608,18.4356,2.6585,15.95,10.6859,13.4134,11.8624,12.545,26.1695,14.8417,9.4433,9.7491,1.211
2016/9/26,24.2901,4.98,13.7515,10.4782,6.7,4.88,12.0214,17.0578,54.4114,14.9221,11.0333,7.3487,19.61,18.1195,2.6191,14.36,10.2662,13.0443,11.5263,12.545,25.1641,14.683,9.4156,9.441,1.188
2016/9/27,24.3068,4.98,14.0319,10.5578,6.71,4.89,12.203,17.2905,54.4507,14.8478,11.0504,7.3779,19.6727,18.2733,2.6191,14.4,10.2955,13.1318,11.6054,12.545,25.6378,14.7029,9.5542,9.5404,1.195
2016/9/28,24.2651,4.95,14.2038,10.4584,6.76,4.87,12.0759,17.5523,54.3426,14.7587,11.1105,7.339,19.6548,18.521,2.6191,14.45,10.1491,13.2969,11.4966,12.545,26.0825,14.6698,9.8961,9.4708,1.199
2016/9/29,24.2818,4.95,14.2852,10.4087,6.73,4.89,11.9125,17.3972,54.2248,14.8404,10.9389,7.3584,19.7175,18.615,2.6191,14.41,10.0613,13.5008,11.5065,12.545,25.5894,14.6235,9.7759,9.4807,1.202
2016/9/30,24.1567,4.96,14.3576,10.4087,6.76,4.92,12.2666,17.5136,54.598,14.6845,10.8445,7.3779,19.7623,18.6663,2.629,14.42,10.0906,13.4814,11.5263,12.545,25.6281,14.7425,9.8776,9.4708,1.207
2016/10/10,24.5653,5.06,14.7195,10.6373,6.89,4.99,12.5208,17.9984,55.7864,14.7587,11.0504,7.6403,20.3446,19.1959,2.629,14.87,10.4419,13.5203,11.7932,12.545,26.6818,14.8483,10.3211,9.6497,1.22
2016/10/11,24.2818,5.12,14.4209,10.6572,6.91,5,12.1304,17.979,56.8569,14.6845,10.9475,7.6403,20.1923,19.1276,2.7373,14.78,10.4224,13.4231,11.8525,12.545,26.6045,14.7558,10.1733,9.6497,1.217
2016/10/12,24.3235,5.09,14.3395,10.7467,6.92,5.03,12.0668,18.1148,56.5132,14.6548,10.9303,7.582,20.0669,18.914,2.6979,14.9,10.4907,13.1997,11.7339,12.545,26.7592,14.6698,10.2195,9.6994,1.204
2016/10/13,25.3074,5.08,14.4209,10.7268,6.91,5.06,11.858,17.9015,56.2873,14.7142,11.0075,7.514,20.0042,19.0849,2.7077,14.7,10.4126,12.9861,11.724,12.545,26.6625,14.5971,10.0901,9.7093,1.201
2016/10/14,25.0072,5.09,14.3486,10.8262,6.89,5.06,11.9397,17.7269,56.248,14.7958,11.0247,7.5237,19.9146,19.119,2.6881,14.38,10.3248,12.8598,11.7042,12.545,26.4885,14.6368,10.1548,9.6298,1.176
2016/10/17,24.1984,5.08,14.2129,10.7268,6.83,5,11.5856,17.8724,55.7668,14.3653,10.8274,7.407,19.9325,18.9567,2.6684,14.18,10.1687,12.9861,11.5856,12.545,27.3585,14.8351,10.0439,9.4609,1.058
2016/10/18,24.9322,5.19,14.3486,11.8005,6.99,5.5,11.9034,18.6094,56.3266,14.588,10.8016,7.7764,20.0131,19.2899,2.7077,14.75,10.4224,13.1803,12.0304,12.545,27.5325,14.8351,10.4227,9.5901,1.06
2016/10/19,24.4069,5.2,14.3757,11.9794,6.96,5.96,11.7036,18.3572,56.0221,14.5212,10.6214,7.6598,19.8698,19.6231,2.757,14.74,10.3638,13.0346,11.9316,12.545,27.2619,14.8351,10.4227,9.5106,1.016
2016/10/20,24.5319,5.18,14.3214,11.6215,6.99,5.7,11.522,18.5221,55.8159,14.6399,10.6472,7.6306,19.8788,19.8964,2.7471,14.91,10.4907,13.0832,12.3072,12.545,27.0492,14.8351,10.4135,9.6596,1.026
2016/10/21,24.2067,5.13,14.4119,11.5519,6.93,5.6,11.6219,18.2312,55.5016,14.6028,10.4584,7.5431,19.8071,20.1442,2.7373,14.78,10.3443,12.8986,12.5049,12.545,26.6818,14.8351,10.3765,9.5901,0.991
2016/10/24,24.3485,5.19,14.6019,11.7607,6.99,5.64,11.8761,18.2506,55.9435,14.9443,10.7244,7.5917,19.8788,19.9904,2.7471,14.83,10.3638,12.7627,12.495,12.545,27.0492,14.8351,10.3211,9.6596,1.059
2016/10/25,24.5069,5.21,14.5386,11.6314,7.05,5.6,12.4028,18.1439,55.8748,14.9146,10.6643,7.6598,20.0042,19.7597,2.8161,15.03,10.4712,12.6267,12.495,12.545,27.5132,14.8351,10.2657,9.7391,1.044
2016/10/26,24.2067,5.21,14.3305,11.5519,7,5.59,12.6661,18.1827,55.5212,14.7958,10.5785,7.5626,19.9683,19.6829,2.7767,15.13,10.3833,12.6947,12.3072,12.545,26.8752,14.8351,9.7944,9.6596,1.038
2016/10/27,23.6064,5.2,14.1314,11.5619,7.01,5.6,12.4845,18.1148,55.59,14.6696,10.2096,7.582,19.7713,19.7683,2.8161,15.45,10.3053,12.6073,12.6433,12.545,27.3489,14.8351,9.7297,9.6795,1.058
2016/10/28,22.7725,5.18,14.1043,11.2636,6.92,5.39,12.7206,17.8239,55.256,14.5509,10.2011,7.5626,19.3412,19.9733,2.7767,15.02,10.2174,12.6752,12.3665,12.545,26.9718,14.8351,9.739,9.5304,1.039
2016/10/31,23.2645,5.16,14.1857,11.3034,7.01,5.35,12.6298,17.4651,55.1578,14.5434,10.1667,7.407,19.3054,20.2296,2.7668,15.19,10.1296,12.5975,12.7026,12.545,27.9289,14.8351,9.7667,9.5702,1.022
2016/11/1,24.2401,5.19,14.2219,11.3233,7.05,5.39,12.6933,17.5717,55.3739,14.8478,10.0295,7.4168,19.4219,20.1015,2.7767,15.64,10.2174,12.6073,12.7125,12.545,27.9192,15.3327,9.8221,9.6994,1.037
2016/11/2,24.3485,5.16,14.0953,11.3332,6.97,5.27,12.9748,17.3972,55.4525,14.9963,9.7635,7.3195,19.1979,19.8708,2.7373,15.33,10.0808,12.5004,12.5148,12.545,27.8129,15.1469,9.6558,9.6795,1.029
2016/11/3,25.2657,5.19,14.2129,11.3929,7.03,5.32,13.5014,17.5039,55.0007,15.4863,9.7635,7.339,19.2696,19.9391,2.757,15.13,10.1003,12.6267,12.6137,12.545,27.6679,15.4455,9.7205,9.8484,1.034
2016/11/4,26.4665,5.19,14.0319,11.5122,7.1,5.31,13.2381,17.4457,54.3623,15.5308,9.6434,7.3293,19.2427,19.8195,2.7274,15.13,10.1784,12.549,12.9003,12.545,29.5724,16.4606,9.6835,9.8087,1.03
2016/11/7,25.3658,5.22,14.041,11.4227,7.05,5.36,13.574,17.5136,54.5194,15.3675,9.6949,7.2904,19.0725,19.8195,2.7471,14.81,10.0906,12.3159,12.9992,12.545,31.0805,16.9117,9.6466,9.759,1.027
2016/11/8,25.691,5.27,14.0953,11.7806,7.09,5.9,13.7556,17.6978,54.6569,15.4566,9.815,7.3584,18.9202,20.1613,2.757,15.49,10.2662,12.6558,13.1475,12.545,30.9838,16.8653,9.6928,9.8385,1.031
2016/11/9,25.2991,5.2,13.8872,11.4823,7,5.74,13.9917,17.2032,54.1069,15.1967,9.875,7.1932,18.2573,20.0331,2.7668,15.2,10.1199,12.4616,13.2958,12.545,30.0267,16.8388,9.6004,9.6596,1.018
2016/11/10,26.5999,5.27,14.0229,11.5718,7.12,5.71,14.4638,17.1935,54.3524,15.3675,10.1067,7.2515,18.311,20.4688,2.7964,15.62,10.2174,12.5684,13.3452,12.545,31.0611,16.7127,9.6835,9.8087,1.067
2016/11/11,25.8411,5.28,14.1134,11.6712,7.16,5.7,14.2913,17.0869,54.1658,15.3155,9.9866,7.2807,18.0602,20.4859,2.8062,15.83,10.2662,12.5975,12.841,12.545,30.6358,16.5269,9.702,9.8882,1.174
2016/11/14,25.3992,5.35,14.05,11.6911,7.2,5.79,14.5274,16.9802,54.4998,15.5234,9.9694,7.3195,18.096,20.1869,2.8948,15.86,10.276,12.5198,12.7224,12.545,30.1041,16.9051,9.739,9.918,1.184
2016/11/15,25.3908,5.36,14.0229,11.6712,7.23,5.72,13.8918,16.9996,54.6078,15.516,9.9179,7.3876,18.311,19.9477,3.0918,16.06,10.2858,12.5198,12.7323,12.545,30.0654,16.9847,9.8037,10.1665,1.19
2016/11/16,25.4075,5.35,14.0319,11.4426,7.17,5.61,13.6376,17.2808,54.7355,15.464,9.9179,7.3682,18.3379,20.0587,3.0425,16.22,10.3443,12.6752,12.762,12.545,29.611,16.6862,9.7852,10.0571,1.202
2016/11/17,26.3497,5.39,13.9596,11.4624,7.18,5.66,13.7647,17.0384,54.7551,15.4269,9.6691,7.339,18.3379,20.0929,3.0327,16.2,10.2662,12.5587,12.6334,12.545,29.2437,16.6663,9.7667,10.0174,1.199
2016/11/18,26.8334,5.31,13.9143,11.3034,7.1,5.6,13.5468,16.9414,54.2935,15.4714,9.6176,7.3098,18.2304,20.2296,3.013,15.95,10.1687,12.5296,12.7224,12.545,29.321,16.7127,9.739,9.9478,1.179
2016/11/21,26.6583,5.35,13.9686,11.5718,7.13,5.62,13.6648,16.8638,54.1658,15.3155,9.4461,7.339,18.3558,20.1783,3.0819,16.22,10.1589,12.5878,12.8311,12.545,30.1524,16.6729,9.7205,9.9578,1.187
2016/11/22,26.3497,5.4,14.0138,11.7806,7.21,5.68,14.0916,16.9899,54.2542,15.2487,9.3688,7.339,18.3469,20.0417,3.1508,16.45,10.2077,12.8209,13.444,12.545,30.3554,16.6994,9.7205,9.9876,1.188
2016/11/23,26.9001,5.35,14.05,11.7806,7.17,5.79,13.801,16.8541,55.5114,15.2413,9.4975,7.339,18.1856,20.204,3.2099,16.56,10.1491,12.7821,13.2463,12.545,29.5047,16.7525,9.6743,9.8683,1.176
2016/11/24,26.4832,5.35,14.4752,11.8999,7.16,5.74,13.3834,16.6796,54.6962,15.219,9.6777,7.3584,18.4185,20.9216,3.3281,16,10.1199,12.7627,13.187,12.545,28.7506,16.7724,9.9885,9.7789,1.16
2016/11/25,26.4915,5.35,14.5476,11.8104,7.11,5.68,14.0099,16.5826,54.4016,15.219,9.6434,7.2904,18.5977,21.306,3.2788,15.63,10.0125,12.7627,13.2463,12.545,28.2866,16.7459,10.2102,9.7988,1.149
2016/11/28,26.1496,5.38,14.6019,11.711,7.09,5.69,13.8646,16.7475,54.6373,15.1522,9.6949,7.2709,18.6425,20.6226,3.2493,17.06,9.9442,12.7141,13.5033,12.545,27.9386,16.7591,10.0993,9.7689,1.145
2016/11/29,25.7494,5.36,15.1719,11.6911,7.08,5.79,13.7556,16.602,54.5882,15.219,10.0809,7.2904,18.7948,21.699,3.2198,16.07,9.8271,12.685,13.4737,12.545,27.8516,16.7459,10.3119,9.6298,1.096
2016/11/30,25.7244,5.36,14.8371,11.8104,7.1,5.77,13.3924,16.602,54.3426,15.1151,10.038,7.2029,18.8575,21.5708,3.1311,15.48,9.8661,12.3839,13.1969,12.545,27.8419,16.6795,10.0162,9.5404,1.111
2016/12/1,25.4575,5.48,15.1357,11.9297,7.15,5.99,14.5728,16.7378,54.3132,15.1893,10.2011,7.2709,18.9292,21.9809,3.2887,15.58,9.8856,12.413,13.5132,12.545,28.0739,16.7857,10.1733,9.5901,1.112
2016/12/2,24.8321,5.34,14.9366,11.7507,6.95,5.89,15.1267,16.4856,53.773,15.1002,10.0724,7.164,18.759,21.4256,3.2591,15.01,9.5831,12.2867,13.2661,12.545,26.9815,16.4407,9.9515,9.3913,1.105
2016/12/5,25.5909,5.26,14.4752,11.3531,6.83,5.7,14.6364,15.7971,52.7123,15.1967,9.9093,7.096,18.6156,21.101,3.269,15.31,9.4172,12.3062,13.2266,12.545,27.0879,16.0094,10.0254,9.2919,1.112
2016/12/6,25.1824,5.26,14.4752,11.3133,6.93,5.68,14.4457,15.865,52.1721,15.1893,10.0552,7.0863,18.5619,20.913,3.3281,15.31,9.4953,12.2673,13.4243,12.545,27.0879,16.162,9.9515,9.3118,1.15
2016/12/7,25.0156,5.33,14.6471,11.3929,6.99,5.71,14.827,15.8068,52.0444,15.1002,10.2439,7.1349,18.5439,20.9045,3.3182,15.41,9.5538,12.2964,13.968,12.545,27.0879,16.4871,10.2102,9.4609,1.161
2016/12/8,24.9072,5.35,14.7919,11.2537,6.9,5.58,14.5274,15.8262,52.0837,15.078,10.1925,7.0863,18.2394,21.1864,3.2591,15.15,9.4367,12.3742,13.9778,12.545,27.0879,16.5137,10.2564,9.3814,1.156
2016/12/9,24.4402,5.37,14.7014,11.2636,6.87,5.66,14.4275,15.7098,51.8087,14.9369,10.1582,7.0765,18.3379,21.1693,3.2493,15.25,9.3294,12.2576,13.8493,12.545,27.0879,16.1886,10.2472,9.3913,1.148
2016/12/12,23.3479,5.11,14.2491,10.5478,6.62,5.2,13.6194,16.5535,48.931,14.6622,9.7378,6.6002,18.2842,20.7934,3.1016,14.38,8.8024,11.4417,13.5824,12.545,27.0879,15.6379,10.2195,8.8646,1.111
2016/12/13,22.9893,5.1,14.3395,10.5876,6.71,5.26,13.6921,17.1741,49.7819,14.7365,9.7206,6.61,18.1767,20.8874,3.1016,14.44,8.8024,11.3932,13.5231,12.545,27.0879,15.5715,10.6168,8.8248,1.134
2016/12/14,23.1144,5.09,14.05,10.4186,6.65,5.2,13.9009,16.7087,48.5846,14.6548,9.6691,6.4836,17.4152,20.4773,3.1016,14.43,8.8024,11.0823,13.1969,12.545,27.0879,15.5782,10.4227,8.7553,1.133
2016/12/15,22.2805,5.12,13.7153,10.4484,6.68,5.23,13.7556,16.7087,48.9607,14.6845,9.3431,6.4933,17.2539,19.5035,3.0721,14.57,8.8024,11.0726,13.2167,12.545,27.0879,15.5914,10.2564,8.8944,1.14
2016/12/16,22.414,5.16,13.8058,10.8958,6.75,5.75,13.5105,16.3014,50.5637,14.4024,9.4289,6.746,17.4062,19.7597,3.1114,15.07,8.8024,11.2572,13.622,12.545,27.0879,15.5715,10.1733,8.9739,1.134
2016/12/19,22.3639,5.18,13.7243,10.9455,6.76,5.95,13.5559,15.8456,49.871,14.3133,9.2745,6.8821,17.5227,19.6145,3.0721,14.95,8.8024,11.2766,13.622,12.545,27.0879,15.3393,9.97,9.0733,1.113
2016/12/20,22.2389,5.16,13.6248,10.8361,6.68,5.77,13.1382,15.9135,49.871,14.3133,9.3517,6.7849,17.4421,19.6145,3.0228,15.2,8.8024,11.1892,13.3353,12.545,27.5519,15.3194,9.9607,9.0932,1.108
2016/12/21,22.4306,5.24,13.7967,11.025,6.74,5.98,13.6558,15.8941,50.2173,14.2391,9.386,6.8627,17.5227,19.6743,3.0622,15.27,8.8024,11.3446,13.6417,12.545,27.2232,15.4057,9.9607,9.4907,1.123
2016/12/22,22.8059,5.76,13.8058,11.0648,6.87,5.89,13.683,16.1753,50.8407,14.3875,9.3088,7.0571,17.6929,20.0417,3.1311,15.12,8.8024,11.568,13.79,12.545,27.6969,15.4057,9.9423,10.4447,1.115
2016/12/23,22.5974,5.51,13.5977,11.0449,6.71,6.14,13.1564,15.7098,49.6533,14.1054,9.1543,6.921,17.46,19.7939,3.0524,14.89,8.8024,11.4029,13.8395,12.545,27.0782,15.2862,9.9053,10.0472,1.117
2016/12/26,22.2639,5.6,13.6339,10.866,6.68,6.1,12.7296,15.6516,49.6236,14.1797,9.3517,6.921,17.4958,19.7256,3.0819,15.29,8.8024,11.3155,13.8197,12.545,26.2661,15.2995,10.0531,10.1068,1.13
2016/12/27,22.3639,5.53,13.5253,10.8461,6.68,6.12,12.7478,15.6226,48.931,14.2019,9.3688,6.8432,17.4241,19.606,3.0721,15.59,8.8024,11.3155,14.2052,12.545,26.0728,15.6113,10.0347,9.9578,1.131
2016/12/28,22.3639,5.46,13.462,10.7069,6.65,6.01,12.5208,15.4286,48.7826,14.291,9.4117,6.7363,17.46,19.7427,3.0524,15.46,8.8024,11.1503,14.2151,12.545,25.7441,15.399,9.9792,10.0174,1.125
2016/12/29,22.3973,5.44,13.4439,10.8361,6.64,6.1,12.1849,15.4286,48.832,14.291,9.4718,6.7266,17.4241,19.5633,3.0524,15.67,8.8024,11.16,14.0372,12.545,25.5991,15.3526,10.1178,9.6994,1.127
2016/12/30,22.514,5.36,13.5162,10.8063,6.65,6.02,12.2121,15.3898,49.1586,14.2687,9.5147,6.6877,17.5496,20.0331,3.0425,15.58,8.8024,11.228,14.047,12.545,25.8504,15.3725,10.2195,9.5006,1.14
2017/1/3,22.9893,5.41,13.661,10.9057,6.72,6.16,12.2484,15.4092,49.307,14.2539,9.4461,6.7266,17.4421,20.409,3.1213,15.65,8.8024,11.3834,14.4622,12.545,25.9761,15.3924,10.1548,9.6,1.155
2017/1/4,23.2562,5.48,13.8329,11.1244,6.78,6.43,13.0111,15.7001,50.2668,14.2539,9.4718,6.9016,17.4958,20.7507,3.2001,15.8,8.8024,11.6651,14.4523,12.545,26.0921,15.3858,10.164,9.7988,1.158
2017/1/5,23.0394,5.43,13.7515,11.1145,6.81,6.44,13.0293,15.5741,49.9007,14.2168,9.4461,6.9113,17.5316,20.5457,3.1804,15.93,8.8024,11.5777,14.828,12.545,25.9278,15.3592,10.0716,9.6397,1.155
2017/1/6,22.6558,5.44,13.7424,11.532,6.8,6.79,13.1291,15.671,49.2773,14.1797,9.4375,6.9891,17.5137,20.4261,3.1508,15.8,8.8024,11.3834,14.7588,12.545,25.3864,15.2,10.1086,9.6894,1.147
2017/1/9,24.0983,5.53,14.1767,11.532,6.9,6.75,13.338,15.7001,49.3861,14.2168,9.4375,6.9793,17.4331,20.6397,3.2395,16.06,8.8024,11.4709,14.9268,12.545,25.1447,15.1005,10.3303,9.8484,1.158
2017/1/10,23.8815,5.44,13.9505,11.3829,6.85,6.62,13.1745,15.5256,49.1289,14.2168,9.4632,6.921,17.3704,20.5115,3.2198,15.76,8.8024,11.4709,14.7687,12.545,25.3381,15.054,10.3119,9.6696,1.153
2017/1/11,24.0066,5.35,13.8238,11.2239,6.77,6.45,13.0565,15.351,48.9112,14.15,9.1801,6.7946,17.3525,20.3748,3.1705,15.71,8.8024,11.3932,14.4523,12.545,25.5217,15.3526,10.164,9.282,1.153
2017/1/12,23.8899,5.4,13.7062,11.1642,6.86,6.45,12.7115,15.3122,48.4461,14.1425,9.2058,6.7169,17.1823,20.4603,3.1804,15.53,8.8024,11.4417,14.4029,12.545,25.3671,15.4455,10.0347,9.113,1.149
2017/1/13,24.0483,5.41,13.6429,10.9157,6.86,6.32,12.7115,14.7692,48.3966,14.1425,9.1629,6.6294,17.2539,20.6397,3.2001,15.13,8.8024,11.5388,14.4622,12.545,25.5991,16.1421,10.0993,8.9739,1.138
2017/1/16,24.4152,5.48,13.6158,10.5677,6.86,6.17,12.6661,13.9352,47.2587,13.8159,9.1543,6.4933,17.5675,21.0583,3.2395,14.19,8.8024,11.704,13.9482,12.545,25.2704,16.4075,10.3026,8.5764,1.081
2017/1/17,24.4986,5.68,13.7424,10.6373,6.86,6.27,12.9839,13.9643,47.6941,13.7788,9.2058,6.5711,17.5496,21.1352,3.2198,14.45,9.6807,11.7525,13.9185,12.545,25.4154,16.1687,10.2749,8.6956,1.091
2017/1/18,25.3575,5.67,13.8691,10.6671,6.86,6.24,13.0293,13.8673,47.605,13.9495,9.2659,6.5322,17.6123,21.3573,3.269,14.42,10.6468,11.7622,14.5215,12.545,24.758,15.9165,10.4967,8.646,1.095
2017/1/19,24.7654,5.54,13.8238,10.5478,6.86,6.13,13.4106,13.6831,47.5951,13.9792,9.1629,6.503,17.5406,21.5196,3.3576,14.47,11.3592,11.772,14.5413,12.545,24.439,15.7573,10.5613,8.646,1.092
2017/1/20,24.4819,5.6,14.0591,10.697,6.86,6.3,13.2744,13.9255,48.0701,13.8085,9.2573,6.6002,17.7556,21.5196,3.3675,14.77,11.3299,11.8982,14.7588,12.545,24.642,15.7706,10.5706,8.7453,1.111
2017/1/23,24.4152,5.57,14.0681,10.7765,6.86,6.33,13.4742,14.1873,48.3472,13.8085,9.3345,6.6294,17.881,21.3146,3.3871,15.04,11.0079,11.9079,14.7588,12.545,24.6517,15.6644,10.5613,8.7851,1.116
2017/1/24,24.8238,5.6,14.1134,10.7467,6.94,6.35,14.0099,14.1485,48.1394,13.9421,9.4375,6.6586,18.1229,21.3573,3.3675,14.73,11.1153,11.7817,14.7786,12.545,24.1973,15.5384,10.7092,8.6758,1.11
2017/1/25,24.4736,5.64,14.2038,10.7467,6.87,6.33,14.0008,14.197,48.3867,14.0163,9.4032,6.6294,18.2931,21.6734,3.3379,14.69,10.5492,11.7817,14.7588,12.545,24.787,15.618,10.6907,8.6956,1.115
2017/1/26,23.056,5.6,14.2762,10.8858,6.83,6.35,13.9826,14.294,48.1691,13.5857,9.4375,6.6586,18.1498,21.6648,3.3379,14.77,10.4517,11.8788,14.7489,12.545,24.9997,15.7573,10.6815,8.7354,1.111
2017/2/3,22.8059,5.62,14.05,10.7467,6.83,6.21,13.8646,14.4298,47.8425,13.3705,9.0085,6.61,18.096,21.4512,3.3379,14.72,10.5005,11.8788,14.5215,12.545,24.99,15.6379,10.5429,8.7553,1.107
2017/2/6,23.5897,5.75,14.43,10.9952,7,6.26,14.2369,14.4492,48.1592,13.4521,9.0085,6.6586,18.3289,21.6904,3.3379,15.14,10.5688,12.0342,14.3733,12.545,25.1544,15.9962,11.0973,8.9342,1.104
2017/2/7,24.5153,5.71,14.3305,11.1443,7.01,6.45,14.4003,14.2358,48.8221,13.6823,8.9484,6.7169,18.0333,21.7502,3.3576,14.97,10.6956,12.1896,14.1558,12.545,24.874,15.8635,11.3283,8.9043,1.098
2017/2/8,24.7071,5.72,14.3757,11.2338,7.02,6.5,14.255,14.3231,49.97,13.8827,8.8884,6.7266,17.8452,21.511,3.3478,15.27,10.7151,12.1702,13.9877,12.545,24.9997,15.9099,11.4114,8.9938,1.108
2017/2/9,24.7904,5.72,14.231,11.1841,7.07,6.53,14.4003,14.4007,49.4554,14.0163,9.0428,6.7752,17.9437,21.4256,3.3182,15.28,10.6859,12.1508,14.1558,12.545,25.1834,15.9762,11.3837,9.0037,1.112
2017/2/10,24.2901,5.68,14.1767,11.2736,6.98,6.46,14.6727,14.2649,49.1091,13.9272,9.0514,6.7752,17.9169,21.5025,3.3675,15.24,10.2858,12.141,14.2942,12.545,25.0674,16.0161,11.3375,8.9441,1.103
2017/2/13,24.1651,5.8,14.2852,11.6116,7.11,6.63,14.6091,14.2649,49.208,13.9421,9.1801,6.853,17.9437,21.2206,3.4758,15.42,10.4321,11.9468,14.739,12.545,25.3091,16.2416,11.356,9.0037,1.122
2017/2/14,24.14,5.75,14.2129,11.5817,7.06,6.72,14.3367,14.2843,49.02,13.9272,9.2144,6.921,17.7825,21.2291,3.5447,15.28,10.1101,11.9759,14.8478,12.545,25.0867,16.2085,11.7441,9.0137,1.121
2017/2/15,23.4396,5.73,14.1586,11.5122,6.97,6.65,13.9917,14.0613,48.2383,13.9272,9.3088,6.8432,17.5227,21.2462,3.4364,14.95,9.9442,11.7331,14.7489,12.545,25.1641,16.1488,11.319,8.8745,1.11
2017/2/16,23.4479,5.74,14.1857,11.6414,7.11,6.75,14.0008,14.2552,48.3867,14.1054,9.3946,6.8238,17.5406,21.101,3.4462,15.21,9.993,11.7914,14.7489,12.545,24.932,16.3942,11.319,9.0832,1.075
2017/2/17,23.2061,5.6,14.2129,11.6414,7.1,6.75,13.8373,14.3522,48.0503,14.098,9.3946,6.9599,17.7198,21.2718,3.4167,15.73,9.6905,11.8108,14.6303,12.545,24.7,16.1886,11.1157,8.964,1.074
2017/2/20,23.9066,5.77,14.7376,11.8502,7.17,6.83,14.3095,15.0213,48.644,14.1054,9.5747,7.164,18.1946,21.7332,3.4758,15.86,9.749,11.8594,14.6105,12.545,24.7,16.7989,11.5038,9.2323,1.069
2017/2/21,23.7731,6.35,14.7376,11.7706,7.19,6.87,14.4548,15.1086,49.5148,14.2168,9.5919,7.1154,18.1946,21.7417,3.5151,15.87,9.9052,12.1022,14.6204,12.545,24.7,17.9003,11.4669,9.8286,1.077
2017/2/22,24.0567,6.66,14.8462,11.7209,7.35,6.79,14.5002,15.1183,49.4455,14.484,9.6091,7.1446,18.2931,22.297,3.5545,15.97,9.954,12.0439,15.3717,12.545,24.7,17.0776,12.0028,9.6099,1.074
2017/2/23,24.0316,6.45,14.6833,11.5917,7.23,6.68,14.2732,15.2153,49.7819,14.7365,9.4718,7.0182,18.2394,22.2286,3.4856,15.58,10.0125,11.8302,15.2728,12.545,24.7,16.8122,12.0213,9.4112,1.057
2017/2/24,23.8482,6.34,14.629,11.7309,7.24,6.7,14.1461,15.6613,49.6929,14.5954,9.4718,7.0279,18.0781,22.0236,3.4955,16.12,9.9442,11.8885,15.3321,12.545,24.7,16.779,11.8919,9.4311,1.055
2017/2/27,23.4813,6.22,14.6471,11.4823,7.13,6.46,13.8464,15.4383,49.7424,14.5286,9.4546,6.9502,18.0781,21.7673,3.4364,16,10.4321,11.8011,15.2432,12.545,24.7,16.7923,12.012,9.272,1.048
2017/2/28,23.6814,6.3,14.7014,11.6016,7.16,6.53,13.8646,15.4771,49.584,14.729,9.4032,6.9599,18.1946,22.0236,3.4462,15.91,10.3833,11.8302,14.9268,12.545,24.7,17.0842,12.0952,9.3118,1.044
2017/3/1,23.8732,6.37,14.7195,12.0092,7.19,7.01,13.9281,15.4771,49.6632,14.7142,9.5233,7.1057,18.4185,22.0407,3.4659,15.89,10.4321,11.8205,14.9466,12.545,24.7,16.9582,11.9935,9.3217,1.097
