ÈÕÆÚ,000025.SZ,000753.SZ,000996.SZ,200025.SZ,600297.SH,600327.SH,600335.SH,600653.SH,601258.SH,601965.SH,603377.SH
2017/12/22,26.7605,3.8359,14.78,6.7579,7.6102,4.5209,11.1384,2.73,2.52,7.9525,27.0037
2017/12/25,26.2227,3.7665,13.9,6.7234,7.5126,4.4608,10.8575,2.68,2.5,7.7638,27.9692
2017/12/26,26.5537,3.7962,14.14,6.7992,7.6102,4.4789,10.9253,2.66,2.51,7.8298,27.8432
2017/12/27,26.4916,3.7566,14.15,6.7648,7.5224,4.4488,10.906,2.66,2.49,7.9053,27.7523
2017/12/28,26.5123,3.7566,14.68,6.7854,7.6004,4.4789,10.906,2.66,2.49,7.8676,27.4445
2017/12/29,26.5537,3.7764,15.27,6.813,7.8248,4.4909,10.8866,2.68,2.5,7.9053,27.9692
2018/1/2,26.7674,3.8061,15.32,6.8475,7.8346,4.539,11.0803,2.71,2.53,7.9713,28.0321
2018/1/3,26.9053,3.8359,15.57,6.9165,7.8931,4.545,11.274,2.73,2.62,8.2544,27.7523
2018/1/4,27.0157,3.8557,15.62,6.9716,7.9712,4.539,11.2256,2.75,2.58,8.1883,27.8782
2018/1/5,27.4294,3.8953,15.66,7.1302,7.9127,4.551,11.3031,2.79,2.59,8.0562,27.9272
2018/1/8,26.8571,3.8854,15.39,6.9785,7.7663,4.557,11.2353,2.76,2.58,8.3015,28.263
2018/1/9,26.8502,3.8755,15.85,6.8958,7.9322,4.563,11.0997,2.76,2.59,8.2827,28.3329
2018/1/10,26.5192,3.8755,16.24,6.8889,7.8639,4.5209,10.9447,2.73,2.57,8.3298,28.3119
2018/1/11,26.6157,3.8656,16.13,6.8889,7.8541,4.557,11.0803,2.73,2.6,8.2355,27.9342
2018/1/12,26.4847,3.9052,15.73,6.8613,7.659,4.557,11.0319,2.72,2.59,8.1978,27.9062
2018/1/15,26.0848,3.8458,16.7,6.7372,7.7175,4.4548,10.1989,2.66,2.53,8.0562,27.5284
2018/1/16,26.2227,3.8259,15.82,6.7165,7.5321,4.4668,10.3151,2.67,2.55,8.1317,27.6543
2018/1/17,26.2641,3.816,15.42,6.751,7.6492,4.4668,10.257,2.66,2.56,8.1412,27.7523
2018/1/18,26.2641,3.8061,15.26,6.751,7.5419,4.4608,10.228,2.66,2.55,8.0468,27.8152
2018/1/19,26.1124,3.8061,15.9,6.7027,7.3956,4.4789,10.228,2.66,2.55,7.877,27.8222
2018/1/22,26.4709,3.8061,15.77,6.6889,7.7078,4.5209,10.2764,2.68,2.56,7.9525,27.9761
2018/1/23,26.4365,3.816,15.88,6.682,7.737,4.5149,10.1505,2.69,2.55,7.8864,27.8642
2018/1/24,26.3399,3.8458,15.95,6.5648,7.6492,4.533,10.2764,2.71,2.55,7.8959,27.7453
2018/1/25,26.3813,3.8557,16.18,6.5648,7.6297,4.533,10.3636,2.69,2.57,7.9619,27.7943
2018/1/26,26.2503,3.8458,15.89,6.5924,7.6297,4.5209,10.3539,2.68,2.55,8.0091,28.186
2018/1/29,25.6642,3.9052,15.07,6.4889,7.3468,4.4608,10.5379,2.65,2.53,7.8393,27.5354
2018/1/30,25.6642,3.8953,15.1,6.4131,7.3956,4.4849,10.441,2.64,2.53,7.8676,27.4445
2018/1/31,24.8299,3.8458,14.59,6.3372,7.3858,4.4248,10.228,2.42,2.42,7.7638,26.9618
2018/2/1,23.4715,3.6773,13.86,6.1855,6.9467,4.2624,9.5403,2.18,2.24,7.3487,25.2618
2018/2/2,23.306,3.6674,14.1,6.151,7.2785,4.2143,9.5693,2.14,2.26,7.3582,25.8005
2018/2/5,23.1888,3.6475,13.98,6.1166,7.3077,4.2143,9.4725,2.09,2.24,7.3959,25.9893
2018/2/6,21.3753,3.3403,12.58,5.7511,7.1809,3.9739,8.6589,2.12,2.21,7.1223,25.7095
2018/2/7,21.465,3.2015,12.34,5.7373,6.8687,3.9799,8.7073,2.23,2.25,7.2261,25.9474
2018/2/8,22.9337,3.261,12.39,5.9579,6.8882,4.028,8.7751,2.26,2.27,7.1978,25.9824
2018/2/9,22.0097,3.142,12.99,5.7235,6.5858,3.8837,8.5427,2.13,2.21,6.8582,25.8914
2018/2/12,22.5337,3.2015,14.29,5.82,6.576,3.9498,8.7461,2.34,2.26,7.0091,26.584
2018/2/13,22.7682,3.2114,13.79,5.9993,6.6638,3.9679,8.8914,2.5,2.25,7.1223,27.4445
2018/2/14,22.3476,3.2312,14.04,5.9786,6.8297,3.9739,8.8139,2.3,2.24,7.1601,27.7663
2018/2/22,22.7889,3.2709,14.79,6.0614,6.9077,4.0159,8.9398,2.29,2.27,7.2733,27.6683
2018/2/23,22.8578,3.2907,14.6,6.0614,7.1516,4.0099,8.872,2.31,2.3,7.3016,27.6473
2018/2/26,23.3198,3.3403,14.75,6.1372,7.2297,4.0881,9.056,2.37,2.32,7.3582,27.7873
2018/2/27,23.968,3.3204,14.79,6.3096,7.1712,4.058,9.3369,2.35,2.29,7.3299,27.4235
2018/2/28,23.4784,3.3403,14.98,6.2062,7.1419,4.058,9.1722,2.31,2.3,7.2733,27.8642
2018/3/1,23.4439,3.3601,15.23,6.2476,6.9858,4.1061,9.2013,2.32,2.3,7.2921,27.5004
2018/3/2,25.7883,3.3997,14.91,6.613,7.0053,4.1242,9.734,2.33,2.31,8.0185,27.3605
2018/3/5,25.1677,3.3601,15.53,6.6199,6.9175,4.1302,10.2473,2.31,2.3,7.9336,27.5914
2018/3/6,27.6845,3.3898,15.54,6.8268,6.976,4.1602,10.1117,2.34,2.33,7.9053,27.4585
2018/3/7,30.4564,3.5088,15.67,7.1578,6.8882,4.1121,10.1117,2.35,2.31,7.877,27.2346
2018/3/8,30.5736,3.479,15.76,7.0544,7.2004,4.1362,9.9471,2.34,2.37,7.9713,27.5354
2018/3/9,29.4221,3.4889,16.05,6.813,7.5029,4.1662,10.0633,2.36,2.36,8.0279,27.2906
2018/3/12,29.6359,3.5484,16.2,6.9785,7.6785,4.2204,10.1795,2.41,2.37,8.1223,27.1297
2018/3/13,29.4773,3.5286,16.45,7.0199,7.6492,4.1963,9.9955,2.42,2.38,8.1034,27.1227
2018/3/14,28.1603,3.4493,15.85,6.8751,7.8444,4.1723,10.0149,2.35,2.35,7.9808,27.1227
2018/3/15,28.774,3.4196,15.91,6.944,7.7663,4.1242,9.9277,2.34,2.33,8.094,27.0877
2018/3/16,28.4085,3.4394,16.65,6.8751,7.7078,4.1903,10.3926,2.36,2.35,8.0185,26.9758
2018/3/19,27.6362,3.4493,16.5,6.8268,7.6687,4.2204,10.3054,2.33,2.37,7.9619,26.9338
2018/3/20,27.9327,3.4295,16.54,6.8544,7.737,4.1963,10.0536,2.33,2.35,7.9996,26.8358
2018/3/21,27.5466,3.4196,16.43,6.8406,7.6785,4.1963,9.6371,2.32,2.34,7.9242,26.2622
2018/3/22,27.3329,3.4592,15.6,6.7234,7.4541,4.2444,9.4919,2.32,2.32,7.9619,26.2622
2018/3/23,24.6368,3.2511,14.85,6.3027,7.2102,3.9919,8.6008,2.19,2.21,7.66,25.9054
2018/3/26,24.5747,3.2511,14.21,6.3027,7.1029,4.028,9.4628,2.2,2.26,7.6034,26.4581
2018/3/27,25.5815,3.4889,13.91,6.5096,7.337,4.1362,10.412,2.42,2.46,7.7921,26.1013
2018/3/28,25.5815,3.3502,13.4,6.5372,6.9858,4.0881,11.4096,2.32,2.36,7.7732,25.7515
2018/3/29,25.6504,3.3601,13.58,6.5027,7.0833,4.1061,10.7413,2.3,2.34,7.811,25.8564
2018/3/30,25.7469,3.4096,13.61,6.5303,7.1809,4.1723,10.906,2.3,2.33,7.8298,26.1083
2018/4/2,25.4091,3.3898,13.73,6.5165,7.0053,4.1723,10.1989,2.32,2.35,7.9902,26.1083
2018/4/3,25.4711,3.3601,13.34,6.4475,6.7614,4.0941,10.1989,2.27,2.31,8.0468,26.2132
2018/4/4,25.3401,3.3502,13.35,6.4613,6.7711,4.1001,10.1989,2.29,2.3,7.9242,26.3112
2018/4/9,25.5677,3.37,13.65,6.4544,6.6345,4.0881,10.1989,2.34,2.31,7.9902,25.9264
2018/4/10,25.5125,3.4096,13.84,6.3993,7.1907,4.1242,10.1989,2.39,2.37,8.0091,26.57
2018/4/11,25.4435,3.4196,13.8,6.4751,7.0248,4.1783,10.1989,2.36,2.35,8.0374,26.528
2018/4/12,25.2574,3.37,13.99,6.3993,6.8589,4.1242,10.1989,2.31,2.32,8.0562,26.528
2018/4/13,24.8299,3.37,14.04,6.3441,6.8785,4.1001,10.1989,2.31,2.31,8.0468,26.1293
2018/4/16,25.5677,3.4096,13.36,6.3993,6.7419,4.0701,10.1989,2.3,2.29,8.1128,26.0453
2018/4/17,24.8437,3.3204,12.77,6.351,6.576,4.022,10.1989,2.27,2.27,8.0091,26.0453
2018/4/18,24.2093,3.3204,13.08,6.3579,6.576,4.1061,10.1989,2.29,2.3,8.0562,25.8494
2018/4/19,24.2576,3.3204,12.98,6.2889,6.5272,4.1362,10.1989,2.28,2.29,8.0657,25.6116
2018/4/20,25.4504,3.2709,12.28,6.3372,6.4199,4.064,10.1989,2.23,2.26,7.9147,25.9963
2018/4/23,24.8161,3.2808,12.4,6.3579,6.3223,4.058,10.1989,2.23,2.28,7.8959,25.7305
2018/4/24,24.9333,3.3304,12.76,6.3303,6.5272,4.1422,10.1989,2.26,2.3,7.943,26.4231
2018/4/25,24.8781,3.3304,13.01,6.1993,6.6931,4.1542,10.1989,2.27,2.28,7.943,25.9544
2018/4/26,24.561,3.2808,12.56,6.0614,6.5662,4.0941,10.1989,2.23,2.25,7.9242,24.7581
2018/4/27,24.5403,3.3105,12.8,6.1372,6.6053,4.1602,10.1989,2.23,2.25,8.0562,25.0239
2018/5/2,24.0645,3.3304,12.64,6.2269,6.654,4.2564,10.1989,2.22,2.22,8.0185,23.5128
2018/5/3,24.1128,3.3403,13.02,6.2062,6.5077,4.3406,10.1989,2.24,2.28,8.0845,24.1565
2018/5/4,24.0162,3.3006,12.8,6.22,6.4687,4.3105,10.1989,2.27,2.24,8.0657,23.9746
2018/5/7,24.4024,3.3601,12.92,6.22,6.4492,4.3887,10.1989,2.27,2.25,8.0562,23.6877
2018/5/8,25.4642,3.3799,12.94,6.2269,6.5565,4.3767,10.1989,2.27,2.27,8.0091,23.9396
2018/5/9,24.9402,3.3898,12.68,6.2407,6.5565,4.3706,10.1989,2.26,2.25,8.6411,23.7717
2018/5/10,25.7883,3.4196,12.69,6.2062,6.537,4.3706,10.1989,2.25,2.24,8.5751,23.5968
2018/5/11,25.5608,3.3601,12.55,6.1028,6.4784,4.3526,10.1989,2.26,2.24,8.4619,23.6528
2018/5/14,25.2022,3.3601,12.45,6.1028,6.4687,4.3526,10.1989,2.23,2.24,8.4525,23.219
2018/5/15,25.4229,3.3799,12.52,6.1234,6.7028,4.4007,10.1989,2.26,2.25,8.6317,23.5198
2018/5/16,25.7194,3.3601,12.27,6.1441,6.7614,4.4488,10.1989,2.24,2.24,8.4242,23.5198
2018/5/17,25.3056,3.3799,12.31,6.0407,6.6638,4.4067,10.1989,2.22,2.22,8.3864,23.1147
2018/5/18,25.2091,3.3799,12.56,6.0752,6.9077,4.4248,10.1989,2.23,2.23,8.2732,22.9368
2018/5/21,25.3539,3.4096,12.59,6.1372,7.0833,4.4368,10.1989,2.24,2.25,8.3393,23.4704
2018/5/22,25.2229,3.4592,12.74,6.0545,7.259,4.4428,10.1989,2.28,2.3,8.377,23.5297
2018/5/23,26.4572,3.4691,12.4,6.22,7.337,4.4969,10.1989,2.32,2.26,8.3959,23.6088
2018/5/24,25.5883,3.4295,12.34,6.1097,7.0541,4.3346,10.1989,2.24,2.23,8.3581,23.6285
2018/5/25,25.4642,3.3799,12.08,6.089,6.9077,4.2865,10.1989,2.21,2.22,8.1412,23.4803
2018/5/28,25.2298,3.3204,11.69,6.0752,6.6638,4.3165,10.1989,2.21,2.2,8.1034,23.4605
2018/5/29,24.3955,3.3006,12.35,6.0614,6.5662,4.3706,10.1989,2.21,2.18,8.0751,23.1048
2018/5/30,23.4301,3.2114,11.57,5.9028,6.4199,4.3586,10.1989,2.21,2.12,7.8959,22.7688
2018/5/31,23.9749,3.261,11.71,5.9166,6.6443,4.5029,10.1989,2.21,2.14,8.0468,22.6897
2018/6/1,23.9335,3.2411,12.17,5.8821,6.6443,4.4909,10.1989,2.21,2.12,8.0562,22.6205
2018/6/4,23.9955,3.2709,12.21,5.8131,6.5046,4.5149,10.1989,2.15,2.12,8.0562,23.3222
2018/6/5,24.2438,3.2808,12.42,5.9166,6.5445,4.5089,10.1989,2.15,2.13,8.1789,23.4902
2018/6/6,24.0783,3.2709,12.84,5.9097,6.5046,4.4548,10.1989,2.13,2.13,8.1506,23.253
2018/6/7,23.8921,3.2312,12.66,5.8476,6.4647,4.4388,10.1989,2.14,2.12,8.16,23.6384
2018/6/8,23.5198,3.1916,12.65,5.8062,6.3949,4.4309,10.1989,2.11,2.07,8.0562,23.678
2018/6/11,23.5749,3.1519,12.43,5.82,6.365,4.359,10.1989,2.08,2.02,8.0657,24.0535
2018/6/12,23.7542,3.1817,12.73,5.8476,6.3949,4.383,10.1989,2.08,2.03,8.3393,24.765
2018/6/13,24.03,3.1222,12.22,5.9097,6.3151,4.3031,10.1989,2.08,1.96,8.3581,24.5179
2018/6/14,23.4991,3.0925,12.4,5.8269,6.4448,4.1914,10.1989,2.06,1.94,8.4619,25.8521
2018/6/15,23.044,3.0429,11.94,5.7993,6.365,4.0636,10.1989,2.01,1.88,8.3676,25.6346
2018/6/19,21.7959,2.7951,10.75,5.2753,5.9659,3.7363,10.1989,1.85,1.69,7.8204,24.9528
2018/6/20,22.189,2.8249,10.65,5.2408,6.1056,3.7762,10.1989,1.88,1.71,8.3015,24.8441
2018/6/21,21.527,2.7951,9.59,5.1718,5.7664,3.7922,10.1989,1.86,1.73,8.2732,24.3104
2018/6/22,21.8304,2.8447,9.43,5.2546,5.8861,3.872,10.1989,1.87,1.75,8.2449,21.8794
2018/6/25,21.9545,2.8645,9.12,5.2822,5.906,3.8321,10.1989,1.88,1.74,8.2072,19.6954
2018/6/26,22.1269,2.8744,9.35,5.2132,5.8961,3.856,10.1989,1.89,1.77,8.1034,17.7288
2018/6/27,21.8994,2.8942,9.25,5.1167,5.7664,3.856,10.1989,1.93,1.78,7.943,15.9599
2018/6/28,21.7339,2.8744,9.33,5.1374,5.7065,3.8481,10.1989,1.9,1.79,8.0397,14.3688
2018/6/29,22.1821,2.924,9.56,5.227,5.8462,3.9279,10.1989,1.93,1.83,8.0977,13.687
2018/7/2,21.9545,2.8546,9.24,5.2753,5.6067,3.896,10.1989,1.89,1.85,8.001,13.0841
2018/7/3,22.2304,2.8942,9.47,5.296,5.6067,3.9199,10.1989,1.92,1.94,7.8368,13.1632
2018/7/4,22.3545,2.8447,9.14,5.358,5.1778,3.872,10.1989,1.89,1.88,7.6435,13.5783
2018/7/5,21.4167,2.7654,8.69,5.2477,5.1279,3.7842,10.1989,1.86,1.77,7.4406,12.9359
2018/7/6,21.527,2.7753,8.93,5.3235,5.1977,3.7682,10.1989,1.88,1.82,7.112,13.183
2018/7/9,21.9407,2.8249,9.21,5.3442,5.1877,3.8241,10.1989,1.9,1.82,7.3246,13.351
2018/7/10,21.9959,2.8645,9.31,5.3442,5.2077,3.7842,10.1989,1.9,1.81,7.5275,13.6771
2018/7/11,21.5477,2.7852,8.97,5.3097,5.0481,3.6325,10.1989,1.86,1.76,7.3439,13.1928
2018/7/12,21.858,2.8942,9.27,5.3925,5.088,3.7123,10.1989,1.92,1.8,7.6338,13.4498
2018/7/13,22.0235,2.8645,9.1,5.3994,5.0979,3.6804,10.1989,1.91,1.79,7.5082,13.8648
2018/7/16,22.0718,2.8744,9.14,5.4477,5.0281,3.7682,10.1989,1.89,1.79,7.3536,14.6554
2018/7/17,22.0304,2.9041,9.18,5.3787,5.068,3.7682,10.1989,1.89,1.78,7.4116,14.4578
2018/7/18,22.0649,2.9041,9.08,5.358,5.078,3.7523,10.1989,1.9,1.8,7.4889,13.9637
2018/7/19,21.6649,2.8645,8.96,5.3097,5.2376,3.6644,10.1989,1.87,1.79,7.4406,13.7463
2018/7/20,21.8925,2.9141,9.21,5.358,5.3673,3.6884,10.1989,1.9,1.81,7.4309,13.9143
2018/7/23,22.12,2.9537,10.13,5.3649,5.5768,3.7363,10.1989,1.9,1.82,7.4985,14.2898
2018/7/24,22.3545,3.0033,10.46,5.4132,5.7065,3.8081,10.1989,1.93,1.85,7.5469,14.3392
2018/7/25,22.3752,3.0231,10.61,5.4477,5.6965,3.8081,10.1989,1.96,1.85,7.5275,14.4183
2018/7/26,22.12,3.0726,10.6,5.4683,5.7564,3.864,10.1989,2.09,1.89,7.5275,14.2008
2018/7/27,22.5751,3.0726,10.72,5.4477,6.0158,3.8481,10.1989,2.01,1.87,7.5082,13.8648
2018/7/30,23.0923,3.0528,10.49,5.4683,6.4248,3.8002,10.1989,1.95,1.83,7.3439,13.8056
2018/7/31,22.3269,3.0826,10.6,5.4683,6.2353,3.8321,10.1989,1.98,1.85,7.3246,13.7067
2018/8/1,21.7822,3.0726,10.29,5.3649,6.2253,3.8321,10.1989,2.18,1.85,7.3246,13.519
2018/8/2,21.0788,3.0528,10.39,5.2615,6.0557,3.7443,10.1989,2.25,1.81,7.17,12.1651
2018/8/3,20.9271,3.0033,9.98,5.1167,6.0856,3.8161,10.1989,2.07,1.82,7.1313,12.5011
2018/8/6,20.079,2.9735,10.07,5.0063,6.0258,3.7922,10.1989,2.04,1.8,7.0444,12.1058
2018/8/7,20.5272,3.0826,10.43,5.1029,6.0457,3.872,10.1989,2.07,1.83,7.1313,12.5307
2018/8/8,20.0377,3.0627,10.18,5.0891,6.1355,3.7523,10.1989,2.06,1.82,7.0251,12.0366
2018/8/9,20.41,3.0826,10.56,5.1098,6.325,3.8321,10.1989,2.07,1.84,7.112,12.343
2018/8/10,20.6306,3.0925,10.54,5.1029,6.5445,3.8081,10.1989,2.07,1.85,7.0927,12.8667
2018/8/13,20.672,3.0925,10.38,5.1029,6.7441,3.7762,10.1989,2.04,1.82,7.1024,12.8766
2018/8/14,20.8237,3.0925,10.86,5.1167,6.754,3.7922,10.1989,2.04,1.82,6.9477,12.9359
2018/8/15,20.3342,3.0132,10.51,5.0339,6.8338,3.7523,10.1989,1.99,1.79,6.9188,12.7976
2018/8/16,19.9687,3.033,10.18,4.9925,6.8239,3.7044,10.1989,2,1.77,6.8801,12.4418
2018/8/17,19.3619,2.9834,10.17,4.8684,6.8039,3.6565,10.1989,1.96,1.76,6.7931,12.5406
2018/8/20,19.3068,2.9834,9.47,4.8684,6.8139,3.7044,10.1989,1.97,1.78,6.6772,12.7086
2018/8/21,19.4447,3.0132,9.54,4.9443,6.754,3.7123,10.1989,1.98,1.78,6.6579,13.3114
2018/8/22,19.2585,3.0132,9.28,4.8822,6.7141,3.6644,10.1989,1.99,1.77,6.5419,13.2225
2018/8/23,19.3343,2.9834,9.45,4.9167,6.7341,3.7443,10.1989,1.99,1.78,6.5999,13.3411
2018/8/24,19.4722,2.9636,9.39,4.9305,6.754,3.7363,10.1989,2.03,1.79,6.5516,13.4992
2018/8/27,19.6929,2.9934,9.59,4.9374,6.7141,3.7922,10.1989,2.05,1.79,6.6385,13.6968
2018/8/28,19.7067,2.9934,9.6,4.9167,6.4946,3.7842,10.1989,2.05,1.78,6.6289,13.6672
2018/8/29,19.817,2.9735,9.48,4.9925,6.4647,3.7523,10.1989,2.04,1.77,6.8608,13.5881
2018/8/30,19.0999,2.9636,9.11,4.9236,6.2851,3.7203,10.1989,2.01,1.75,6.6579,13.5783
2018/8/31,18.3552,2.9041,9.15,4.896,6.1854,3.6884,10.1989,2,1.76,6.4743,13.5684
2018/9/3,18.4242,2.9041,9.28,4.8753,6.1155,3.6964,10.1989,2,1.74,6.3873,13.3114
2018/9/4,18.5759,2.924,9.37,4.9098,6.1355,3.7044,10.1989,2.02,1.75,6.4163,13.934
2018/9/5,18.0794,2.8843,9.15,4.896,6.1155,3.6485,10.1989,1.99,1.73,6.31,13.5091
2018/9/6,18.1897,2.8645,9.08,4.8546,6.0956,3.6245,10.1989,1.98,1.72,6.223,13.094
2018/9/7,18.169,2.8843,9.26,4.8615,6.0956,3.6245,10.1989,1.98,1.73,6.165,13.262
2018/9/10,18.2035,2.8447,9.05,4.8546,6.1056,3.6165,10.1989,1.96,1.69,6.1554,13.094
2018/9/11,18.0104,2.8447,8.99,4.8546,5.9958,3.5926,10.1989,1.96,1.67,6.0877,13.3114
2018/9/12,18.0242,2.8447,9.01,4.8546,5.9958,3.6006,10.1989,1.97,1.67,6.0394,12.8569
2018/9/13,18.0932,2.8645,9.18,4.8477,5.9759,3.6165,10.1989,1.97,1.68,5.9621,13.1237
2018/9/14,19.8997,2.8843,9.03,5.0063,5.8961,3.6165,10.1989,1.97,1.68,5.9814,12.7679
2018/9/17,21.8925,2.8348,9.16,5.2684,5.8462,3.5686,10.1989,1.96,1.66,5.8848,12.7086
2018/9/18,21.9545,2.8645,9.35,5.2063,5.7664,3.6245,10.1989,1.98,1.68,5.9235,12.8865
2018/9/19,21.927,2.8942,9.4,5.1856,5.6467,3.6485,10.1989,2,1.69,6.0201,12.8865
2018/9/20,22.1476,2.8843,9.66,5.2753,5.5768,3.6086,10.1989,1.98,1.7,6.0201,12.6493
2018/9/21,21.0375,2.9141,9.75,5.227,5.8761,3.6724,10.1989,2,1.72,6.1167,12.9656
2018/9/25,20.6858,2.9141,9.56,5.158,6.4647,3.6644,10.1989,1.99,1.71,6.0684,12.7086
2018/9/26,20.5617,2.9041,9.55,5.1718,6.5146,3.6884,10.1989,1.99,1.72,6.1844,12.7185
2018/9/27,19.8308,2.8843,9.48,5.1787,6.4448,3.6565,10.1989,1.95,1.68,6.1361,12.343
2018/9/28,19.9135,2.924,9.49,5.1029,6.4448,3.7203,10.1989,1.97,1.71,6.2327,13.1533
2018/10/8,19.0861,2.8149,8.93,5.027,6.0856,3.6405,10.1989,1.92,1.75,6.1361,12.7976
2018/10/9,19.1689,2.8348,9.1,5.0201,6.1255,3.6804,9.1819,1.93,1.72,6.0684,12.6296
2018/10/10,19.2033,2.8546,9.09,5.0201,6.1754,3.6644,8.2628,1.95,1.76,6.1264,12.6691
2018/10/11,17.383,2.6068,8.18,4.7374,5.9659,3.3531,7.4414,1.78,1.66,5.6336,11.8093
2018/10/12,17.2795,2.6167,7.81,4.8064,5.8462,3.3531,6.6982,1.81,1.61,5.6046,11.7698
2018/10/15,17.9622,2.5969,7.38,4.8753,5.4471,3.2573,6.2778,1.78,1.56,5.4113,11.3251
2018/10/16,17.4588,2.5473,7.14,4.6409,5.4172,3.2174,6.0822,1.76,1.51,5.2084,11.0286
2018/10/17,17.5347,2.5771,7.36,4.634,5.1778,3.2573,6.0529,1.8,1.53,5.2664,11.2856
2018/10/18,17.9691,2.5176,7.05,4.6615,4.659,3.1854,5.6519,1.75,1.45,5.3823,11.5623
2018/10/19,18.1208,2.5671,7.27,4.7098,4.5991,3.2653,5.7888,1.75,1.44,5.6336,11.4338
2018/10/22,18.7276,2.6663,8,4.9305,4.639,3.393,6.1702,1.82,1.5,5.9525,12.0663
2018/10/23,18.5207,2.6266,7.73,4.896,4.4295,3.3291,5.9648,1.8,1.47,5.9621,11.8983
2018/10/24,18.5414,2.6464,7.79,4.7995,4.25,3.3531,5.9648,1.81,1.47,5.9911,11.7402
2018/10/25,17.8312,2.6266,7.98,4.7581,4.0205,3.3212,6.1213,1.81,1.47,5.7978,12.3331
2018/10/26,17.8312,2.6464,7.82,4.7719,3.9906,3.3451,6.0626,1.83,1.5,5.8462,12.4023
2018/10/29,17.8725,2.6266,7.65,4.7788,4.0005,3.3212,5.9453,1.8,1.47,5.7978,12.4121
2018/10/30,17.7071,2.6464,7.91,4.7926,4.0504,3.3531,6.2582,1.85,1.52,5.9814,12.6493
2018/10/31,17.8381,2.6861,7.91,4.7857,4.1203,3.3611,6.2484,1.87,1.52,5.9718,12.6987
2018/11/1,17.9691,2.6861,7.92,4.7926,4.0903,3.3611,6.2386,1.86,1.5,5.9428,12.7679
2018/11/2,18.4035,2.7356,8.71,4.8615,4.3497,3.4329,6.4635,1.9,1.53,6.0877,12.8766
2018/11/5,18.8861,2.805,9,4.9029,4.4196,3.4329,6.4342,1.93,1.54,6.0587,12.7284
2018/11/6,18.893,2.8546,8.92,4.8477,4.3397,3.4329,6.6396,1.91,1.53,6.0298,12.679
2018/11/7,18.4655,2.8149,9.12,4.8408,4.3497,3.417,6.4929,1.92,1.54,6.0587,12.5011
2018/11/8,20.3135,2.8645,9.25,5.0753,4.3697,3.409,6.3658,2.11,1.56,5.9814,12.679
2018/11/9,21.0995,2.8546,9.32,5.0891,4.3497,3.409,6.2973,2,1.54,5.9041,12.6197
2018/11/12,20.3893,2.9934,9.55,5.0132,4.5692,3.4888,6.9231,2.04,1.59,6.0104,12.8964
2018/11/13,20.9616,3.2907,9.62,5.0408,4.6091,3.5447,6.9231,2.13,1.66,6.0781,13.2027
2018/11/14,20.017,3.2709,9.33,4.9925,4.5692,3.5607,7.0209,2.11,1.65,6.2423,13.0545
2018/11/15,20.079,3.2114,9.56,5.0822,4.5991,3.6086,7.148,2.1,1.66,6.2907,13.4103
2018/11/16,20.2376,3.2808,10.1,5.1167,4.659,3.6325,7.236,2.14,1.64,6.3293,13.2521
2018/11/19,20.2652,3.261,10.02,5.1167,4.6191,3.6325,7.148,2.07,1.67,6.281,13.1138
2018/11/20,19.3895,3.0627,9.9,4.9994,4.3996,3.5207,6.8645,2.03,1.6,6.1747,12.847
2018/11/21,19.4791,3.1024,10.14,5.0063,4.4295,3.5527,7.1285,2.1,1.6,6.2327,13.5288
2018/11/22,19.4791,3.0925,10.69,4.9719,4.3996,3.5527,7.0209,2.08,1.6,6.2907,13.855
2018/11/23,18.4655,2.9041,9.62,4.9167,4.22,3.417,6.6396,1.98,1.5,5.9911,13.7067
2018/11/26,18.4173,3.1916,9.56,4.8546,4.1901,3.409,6.7373,1.98,1.52,5.9911,13.1336
2018/11/27,18.4793,3.1222,9.64,4.9098,4.21,3.409,6.6591,1.97,1.5,6.1457,13.4399
2018/11/28,18.5621,3.0429,9.8,4.9236,4.24,3.4569,6.8156,1.99,1.51,6.1844,13.5091
2018/11/29,18.1828,2.9438,9.66,4.8546,4.1701,3.4489,6.6004,1.96,1.49,6.1844,13.6277
2018/11/30,18.3414,2.9934,9.93,4.8615,4.24,3.417,6.8449,1.94,1.49,6.281,13.6376
2018/12/3,19.2516,3.2907,10.92,4.9856,4.5393,3.5766,7.5294,2.12,1.57,6.6095,13.687
2018/12/4,19.0034,3.2213,11.05,4.9305,4.4595,3.5447,7.6956,2.07,1.54,6.5419,13.2917
2018/12/5,18.7276,3.1519,10.47,4.9167,4.4295,3.5128,7.9401,2.04,1.52,6.5806,12.9656
2018/12/6,19.2447,3.0528,9.95,4.9719,4.3298,3.4489,7.3827,2.01,1.5,6.6675,12.847
2018/12/7,19.6308,3.0627,9.86,4.9098,4.3497,3.4569,7.5098,2.01,1.51,6.7062,12.8964
2018/12/10,18.9137,3.0231,9.67,4.9098,4.2599,3.4329,7.4903,1.98,1.48,6.7835,12.8569
2018/12/11,19.7067,3.0925,9.74,4.9098,4.25,3.4329,7.6761,1.99,1.49,6.8028,13.0051
2018/12/12,19.4585,3.0726,9.76,4.8201,4.25,3.4329,7.6565,1.99,1.49,7.0637,12.9754
2018/12/13,19.3895,3.0826,9.76,4.8477,4.2699,3.4569,7.637,2,1.5,7.0637,12.9656
2018/12/14,18.8241,2.9735,9.15,4.7719,4.24,3.3531,7.3925,1.96,1.47,6.9381,12.9853
