ÈÕÆÚ,000059.SZ,000096.SZ,000159.SZ,000554.SZ,000637.SZ,000698.SZ,000819.SZ,002221.SZ,002778.SZ,300135.SZ,600028.SH,600256.SH,600387.SH,600688.SH,603798.SH,603906.SH,000059.SZ,000096.SZ,000159.SZ,000554.SZ,000637.SZ,000698.SZ,000819.SZ,002221.SZ,002778.SZ,300135.SZ,600028.SH,600256.SH,600387.SH,600688.SH,603798.SH,603906.SH,000059.SZ,000096.SZ,000159.SZ,000554.SZ,000637.SZ,000698.SZ,000819.SZ,002221.SZ,002778.SZ,300135.SZ,600028.SH,600256.SH,600387.SH,600688.SH,603798.SH,603906.SH,000059.SZ,000096.SZ,000159.SZ,000554.SZ,000637.SZ,000698.SZ,000819.SZ,002221.SZ,002778.SZ,300135.SZ,600028.SH,600256.SH,600387.SH,600688.SH,603798.SH,603906.SH,000059.SZ,000096.SZ,000159.SZ,000554.SZ,000637.SZ,000698.SZ,000819.SZ,002221.SZ,002778.SZ,300135.SZ,600028.SH,600256.SH,600387.SH,600688.SH,603798.SH,603906.SH,000059.SZ,000096.SZ,000159.SZ,000554.SZ,000637.SZ,000698.SZ,000819.SZ,002221.SZ,002778.SZ,300135.SZ,600028.SH,600256.SH,600387.SH,600688.SH,603798.SH,603906.SH
2015/4/8,-3.2318,-0.7306,-3.0877,3.4314,0.1096,-0.7407,10.0099,3.0029,,0.107,1.2012,-0.1978,-1.8378,0.5208,,,3.9835,3.5932,6.8601,11.4236,6.3893,5.8555,2.1826,1.7473,,3.6141,1.2095,6.4582,5.6984,7.451,,,12581258434,5552917760,6644533650,4591145367,3346012597,5041857983,7778985441,15799163699,,6806274808,6.44059E+11,30734673478,7004493600,13809150000,,,-11.1072,136.6229,51.4971,896.5604,65.5706,282.9423,191.7414,177.9338,,151.0934,17.2047,32.163,63.0354,-87.2831,,,1.8125,3.0697,3.0686,6.6569,5.8269,1.7049,12.1854,8.4907,,8.2754,1.3727,4.8776,5.8954,3.7737,,,0.3814,5.6945,5.6472,1.556,1.1823,0.5044,5.3252,1.8372,,5.4164,0.2888,7.8431,2.3061,0.612,,
2015/4/9,-3.7214,-1.7479,3.0413,-3.6335,-4.8193,9.9502,10.003,-1.9247,,-4.2201,-1.0386,-3.4688,-3.6344,3.4542,,,3.5505,3.6049,7.4257,12.5947,6.0438,16.1784,3.2169,1.562,,2.7953,0.8921,5.7501,4.9303,8.7248,,,12113062748,5455856640,6846612154,4424326499,3184758978,5543535394,8557118363,15495075635,,6519044194,6.3737E+11,29668554973,6749925000,14286150000,,,-10.6939,134.2349,53.0633,863.9839,62.4106,311.0957,210.9213,174.5091,,144.7172,17.026,31.0473,60.7445,-90.2981,,,1.745,3.0161,3.1619,6.415,5.546,1.8746,13.4043,8.3273,,7.9262,1.3584,4.7084,5.6811,3.904,,,0.3672,5.5949,5.819,1.4995,1.1253,0.5546,5.8579,1.8018,,5.1878,0.2858,7.571,2.2223,0.6331,,
2015/4/10,0.9911,4.588,1.3352,1.8033,1.9563,-1.5837,9.9973,0.0866,,2.0636,0.5997,1.4374,1.5429,1.5025,,,2.9448,4.1012,6.7466,8.1501,4.3483,13.3618,2.2706,1.1171,,5.2184,0.6981,4.5701,3.8035,6.844,,,12233112924,5706172160,6938028619,4504109435,3247061512,5455741847,9412595822,15508491284,,6653569925,6.41193E+11,30095002375,6854066700,14500800000,,,-10.7999,140.3936,53.7718,879.564,63.6315,306.1689,232.0076,174.6602,,147.7035,17.1281,31.4936,61.6817,-91.6548,,,1.7623,3.1545,3.2041,6.5307,5.6545,1.8449,14.7443,8.3345,,8.0897,1.3665,4.7761,5.7688,3.9627,,,0.3709,5.8516,5.8967,1.5265,1.1473,0.5458,6.4436,1.8034,,5.2949,0.2875,7.6799,2.2566,0.6426,,
2015/4/13,2.9441,0.8953,-0.208,1.7713,1.8059,-0.8046,10.01,0.0288,,1.694,1.6393,3.0364,2.5886,2.4671,,,4.3714,4.0352,6.2378,8.6675,5.254,7.5887,0.6138,1.0978,,3.5076,0.8735,7.632,4.7006,6.4323,,,12593263452,5757256960,6923594441,4583892372,3305699192,5411845073,10354792913,15512963168,,6766280672,6.51704E+11,31008818237,7031493300,14858550000,,,-11.1178,141.6505,53.6599,895.144,64.7806,303.7054,255.2315,174.7105,,150.2056,17.4089,32.4498,63.2784,-93.9161,,,1.8142,3.1827,3.1974,6.6464,5.7567,1.8301,16.2202,8.3369,,8.2268,1.3889,4.9211,5.9181,4.0604,,,0.3818,5.904,5.8844,1.5536,1.168,0.5414,7.0886,1.8039,,5.3846,0.2922,7.9131,2.315,0.6585,,
2015/4/14,0,9.8492,3.6831,2.8481,0.9978,-4.0556,10.0045,-2.1044,,0.8598,-1.173,0.4912,-1.7005,-2.2472,,,,5.5432,8.1021,9.2996,5.8346,6.3135,1.9315,1.2463,,2.2707,0.6796,6.8571,4.0955,4.7803,,,12593263452,6324298240,7178598266,4714446269,3338682887,5192361206,11390740960,15186515687,,6824453961,6.44059E+11,31161120881,6911923200,14524650000,,,-11.1178,155.6018,55.6363,920.6386,65.427,291.3883,280.7662,171.034,,151.497,17.2047,32.6092,62.2023,-91.8056,,,1.8142,3.4962,3.3152,6.8357,5.8141,1.7558,17.843,8.1615,,8.2975,1.3727,4.9452,5.8175,3.9692,,,0.3818,6.4855,6.1011,1.5978,1.1797,0.5195,7.7977,1.7659,,5.4309,0.2888,7.9519,2.2756,0.6437,,
2015/4/15,-4.9571,-7.3506,-7.9088,10,-2.3052,-7.1256,0,0.6478,,-4.049,0.5935,-3.7146,-4.6317,0.4926,,,0.4872,4.8023,6.3396,14.8357,8.2286,6.7871,,1.6545,,2.1971,0.9175,6.0327,3.1536,6.4793,,,11969002537,5859426560,6610853900,5185890896,3261720932,4822374115,11390740960,15284897119,,6548130839,6.47882E+11,30003620789,6591783900,14596200000,,,-10.5667,144.1642,51.2361,1012.7025,63.9188,270.6251,280.7662,172.142,,145.3629,17.3068,31.3979,59.3213,-92.2578,,,1.7243,3.2392,3.053,7.5192,5.6801,1.6307,17.843,8.2143,,7.9615,1.3808,4.7615,5.548,3.9887,,,0.3629,6.0088,5.6186,1.7576,1.1525,0.4825,7.7977,1.7774,,5.211,0.2905,7.6565,2.1702,0.6468,,
2015/4/16,-5.015,1.3078,-1.8195,6.014,3.8202,0,0,2.3991,,-1.166,3.5398,3.0457,3.7449,3.7582,,,0.4811,2.9083,5.3242,18.752,5.9408,4.2846,,1.2493,,2.1574,1.1646,5.7935,4.0159,6.2467,,,11368751658,5936053760,6490569076,5497769649,3386326002,4822374115,11390740960,15651591550,,6471778397,6.70816E+11,30917436651,6838638300,15144750000,,,-10.0368,146.0495,50.3039,1073.6062,66.3606,270.6251,280.7662,176.2718,,143.6679,17.9195,32.3542,61.5428,-95.725,,,1.6378,3.2815,2.9975,7.9715,5.8971,1.6307,17.843,8.4114,,7.8687,1.4297,4.9066,5.7558,4.1386,,,0.3447,6.0874,5.5164,1.8633,1.1965,0.4825,7.7977,1.82,,5.1502,0.3008,7.8897,2.2515,0.6711,,
2015/4/17,4.963,2.1515,2.0756,-4.0897,3.8961,0.5202,-6.4198,10,,0,4.5584,6.3054,2.4817,6.1417,,,7.5346,4.9654,6.4062,21.9391,10.6294,4.1461,7.8349,2.0895,,,1.692,12.5664,6.2282,8.9944,,,11932987484,6063765760,6625288078,5272926827,3518260781,4847457986,10659483515,17216750705,,6471778397,7.01394E+11,32866910489,7008350700,16074900000,,,-10.5349,149.1917,51.348,1029.6989,68.9461,272.0328,262.7417,193.899,,143.6679,18.7363,34.3943,63.0701,-101.6042,,,1.7191,3.3521,3.0597,7.6454,6.1268,1.6392,16.6975,9.2525,,7.8687,1.4948,5.216,5.8986,4.3928,,,0.3618,6.2183,5.6309,1.7871,1.2431,0.485,7.2971,2.002,,5.1502,0.3145,8.3872,2.3074,0.7124,,
2015/4/20,1.006,-6.4869,-0.6536,-8.9409,-4.375,-0.3881,-7.19,-1.3247,,-2.9213,-2.7248,3.9852,2.2565,-4.0059,,,5.442,4.2929,8.0199,19.058,12.537,5.4018,5.7517,2.5817,,3.5048,1.445,14.2603,8.5702,7.8681,,,12053037660,5670412800,6581985542,4801482200,3364336872,4828645083,9893069463,16988684657,,6282715208,6.82282E+11,34176713224,7166491800,15430950000,,,-10.6409,139.5138,51.0124,937.635,65.9297,270.977,243.8506,191.3304,,139.4709,18.2258,35.765,64.4933,-97.534,,,1.7364,3.1347,3.0397,6.9619,5.8588,1.6328,15.497,9.13,,7.6388,1.4541,5.4238,6.0317,4.2169,,,0.3654,5.815,5.5941,1.6273,1.1887,0.4831,6.7725,1.9755,,4.9997,0.3059,8.7215,2.3595,0.6838,,
2015/4/21,4.9801,1.6216,1.3889,3.4743,3.9216,2.8571,2.3928,3.9747,,2.3148,1.8207,0.3565,4.521,1.8547,,,4.8294,2.487,5.22,10.5578,6.8129,3.9274,3.7213,1.5881,,1.8163,0.721,7.916,7.1375,4.2967,,,12653288540,5762365440,6673402008,4968301068,3496271651,4966606371,10129790623,17663939035,,6428148430,6.94705E+11,34298555339,7490488200,15717150000,,,-11.1708,141.7761,51.7209,970.2114,68.5152,278.7192,249.6855,198.9353,,142.6993,18.5576,35.8925,67.409,-99.343,,,1.8229,3.1855,3.0819,7.2038,6.0885,1.6795,15.8678,9.4929,,7.8157,1.4806,5.4432,6.3044,4.2951,,,0.3836,5.9093,5.6718,1.6838,1.2354,0.4969,6.9345,2.054,,5.1155,0.3115,8.7526,2.4661,0.6965,,
2015/4/22,2.0873,1.6844,1.9466,0.7299,1.5723,2.5253,0.6016,6.3797,,1.81,2.4759,0.8881,-0.309,3.3384,,,4.6217,2.834,6.4054,11.0213,10.4328,5.0781,2.9794,1.5089,,2.0481,0.9306,8.2967,7.7009,5.5711,,,12917398927,5859426560,6803309617,5004566039,3551244476,5092025724,10190728743,18790853627,,6544495008,7.11905E+11,34603160626,7467345600,16241850000,,,-11.404,144.1642,52.7277,977.2933,69.5925,285.7576,251.1875,211.6269,,145.2821,19.0171,36.2112,67.2008,-102.6594,,,1.8609,3.2392,3.1419,7.2563,6.1843,1.7219,15.9632,10.0985,,7.9571,1.5173,5.4915,6.285,4.4385,,,0.3916,6.0088,5.7822,1.6961,1.2548,0.5094,6.9762,2.1851,,5.2081,0.3192,8.8303,2.4585,0.7198,,
2015/4/23,-0.1859,-0.6975,0.7779,1.7391,0.8256,-0.6158,5.4048,-0.4046,,-1.0556,1.745,-2.2007,2.2211,4.8458,,,4.0351,3.7109,7.4108,12.0747,9.9138,5.4497,3.2976,1.1457,,2.3612,1.0993,7.6983,5.9564,7.433,,,12893388892,5818558720,6856234940,5091601971,3580563315,5060670885,10741515600,18714831611,,6475414227,7.24328E+11,33841647408,7633200900,17028900000,,,-11.3828,143.1587,53.1379,994.2897,70.167,283.998,264.7637,210.7707,,143.7486,19.3489,35.4143,68.6933,-107.6341,,,1.8574,3.2166,3.1663,7.3825,6.2353,1.7113,16.826,10.0576,,7.8731,1.5437,5.3706,6.4246,4.6535,,,0.3909,5.9669,5.8271,1.7256,1.2651,0.5063,7.3533,2.1762,,5.1531,0.3248,8.636,2.5131,0.7546,,
2015/4/24,4.9348,3.2485,3.0175,2.5641,10.0307,-0.7435,-5.084,0,,-3.3127,2.6385,-1.0801,7.0743,9.944,,,5.3935,5.3872,10.3915,15.8726,22.6314,3.8173,3.0453,,,1.77,1.3606,7.2458,8.2696,8.256,,,13529654824,6007572480,7063124836,5222155867,3939719104,5023045080,10195416291,18714831611,,6260900224,7.43439E+11,33476121063,8173194900,18722250000,,,-11.9445,147.8092,54.7414,1019.7843,77.2053,281.8865,251.3031,210.7707,,138.9866,19.8595,35.0318,73.5529,-118.3372,,,1.9491,3.3211,3.2619,7.5718,6.8608,1.6986,15.9706,10.0576,,7.6123,1.5845,5.3126,6.8791,5.1163,,,0.4102,6.1607,6.003,1.7699,1.3921,0.5025,6.9794,2.1762,,4.9824,0.3333,8.5427,2.6909,0.8297,,
2015/4/27,2.1295,9.8639,3.951,10,5.0233,3.1211,0.1149,0,,0.813,10.0257,2.0018,7.9283,10.0637,,,5.4222,9.4652,12.6046,25.3386,20.898,6.6299,3.0881,,,2.0967,1.2719,8.5256,8.2067,7.1198,,,13817775246,6600156160,7342185626,5744371454,4137621272,5179819271,10207135160,18714831611,,6311801852,8.17975E+11,34146252695,8821187700,20606400000,,,-12.1989,162.389,56.9042,1121.7627,81.0835,290.6845,251.5919,210.7707,,140.1166,21.8505,35.7331,79.3844,-130.2463,,,1.9906,3.6487,3.3907,8.329,7.2054,1.7516,15.9889,10.0576,,7.6742,1.7433,5.419,7.4244,5.6312,,,0.4189,6.7684,6.2402,1.9469,1.462,0.5182,6.9875,2.1762,,5.0229,0.3667,8.7137,2.9042,0.9132,,
2015/4/28,-5.0391,-6.8885,-9.5675,-8.1439,3.8973,-5.9322,-7.1642,0,,-2.0737,1.285,-6.1552,1.4867,9.9537,,,4.14,6.0404,9.5504,20.1569,20.9284,4.8142,4.5289,,,1.5141,2.7613,8.1703,10.8556,11.3359,,,13121484226,6145501440,6639722257,5276553324,4298874892,4872541856,9475877716,18714831611,,6180911952,8.28486E+11,32044476213,8952329100,22657500000,,,-11.5841,151.2028,51.4599,1030.407,84.2435,273.4405,233.5674,210.7707,,137.2109,22.1313,33.5336,80.5645,-143.2107,,,1.8903,3.3973,3.0663,7.6507,7.4862,1.6477,14.8435,10.0576,,7.5151,1.7657,5.0854,7.5348,6.1917,,,0.3978,6.3022,5.6431,1.7883,1.519,0.4875,6.4869,2.1762,,4.9187,0.3715,8.1773,2.9474,1.0041,,
2015/4/29,0.5489,3.0756,0.2174,-0.5498,-6.1381,1.1583,0.9152,0,,3.4118,-4.1522,1.9011,-2.1112,10,,,3.4284,4.3129,4.8335,12.5958,18.017,2.5513,2.1857,,,1.3099,1.2078,4.2049,12.7361,21.4673,,,13193514331,6334515200,6654156436,5247541347,4035005333,4928980565,9562597349,18714831611,,6391790124,7.94085E+11,32653686788,8763331200,24923250000,,,-11.6477,155.8532,51.5717,1024.7416,79.0726,276.6077,235.705,210.7707,,141.8922,21.2123,34.1712,78.8637,-157.5318,,,1.9007,3.5018,3.073,7.6086,7.0267,1.6668,14.9793,10.0576,,7.7715,1.6924,5.1821,7.3757,6.8108,,,0.4,6.496,5.6554,1.7785,1.4257,0.4931,6.5462,2.1762,,5.0865,0.356,8.3328,2.8852,1.1045,,
2015/4/30,-1.5469,-0.2419,-1.6631,-2.9717,-3.5422,0.2545,1.7647,0,,1.7634,-2.2864,-1.306,-4.3134,-6.3158,,,2.3612,4.3767,4.1341,8.1701,9.8504,2.9392,1.8441,,,1.8848,0.9666,3.8413,7.7029,17.1328,,,12989429032,6319189760,6543494398,5091601971,3892075989,4941522500,9731349067,18714831611,,6504500872,7.75929E+11,32227239386,8385335400,23349150000,,,-11.4676,155.4761,50.7141,994.2897,76.2716,277.3116,239.8645,210.7707,,144.3943,20.7274,33.7249,75.462,-147.5824,,,1.8713,3.4934,3.0219,7.3825,6.7778,1.671,15.2436,10.0576,,7.9085,1.6537,5.1144,7.0576,6.3807,,,0.3938,6.4803,5.5613,1.7256,1.3752,0.4944,6.6618,2.1762,,5.1762,0.3479,8.224,2.7607,1.0347,,
2015/5/4,0,0.485,3.6765,-1.2821,-1.5066,0.1269,-2.8179,0,,9.4466,0.4926,2.1739,1.5639,-3.2686,,,2.2156,3.1999,5.5272,7.88,7.1581,2.1536,1.3303,,,4.0747,0.768,3.9719,4.2172,12.1936,,,12989429032,6349840640,6784064045,5026325022,3833438309,4947793468,9457127525,18714831611,,7118956236,7.79751E+11,32927831546,8516476800,22585950000,,,-11.4676,156.2303,52.5785,981.5424,75.1225,277.6635,233.1053,210.7707,,158.0347,20.8295,34.458,76.6422,-142.7584,,,1.8713,3.5103,3.133,7.2879,6.6757,1.6731,14.8141,10.0576,,8.6556,1.6618,5.2256,7.168,6.1721,,,0.3938,6.5117,5.7658,1.7035,1.3545,0.495,6.474,2.1762,,5.6652,0.3496,8.4028,2.8039,1.0009,,
2015/5/5,-4.9908,0.5632,0.5674,-1.2266,-3.6329,-4.5627,-4.5353,0,,5.9755,-2.9412,-1.2951,-2.1739,-3.9071,,,2.8302,5.8037,11.7229,11.4353,8.3812,2.9382,2.0704,,,3.8723,1.0773,6.3821,4.9463,12.8674,,,12341158083,6385600000,6822555189,4964674571,3694173820,4722038633,9028216909,18714831611,,7544348412,7.56818E+11,32501384144,8331336000,21703500000,,,-10.8952,157.1101,52.8769,969.5033,72.3934,264.9944,222.5332,210.7707,,167.478,20.2168,34.0118,74.976,-137.1808,,,1.7779,3.5301,3.1508,7.1985,6.4332,1.5968,14.1422,10.0576,,9.1728,1.613,5.1579,7.0122,5.931,,,0.3742,6.5484,5.7985,1.6826,1.3053,0.4724,6.1804,2.1762,,6.0037,0.3393,8.2939,2.743,0.9618,,
2015/5/6,-2.7237,3.92,-5.4302,-2.1183,-3.7698,4.3825,-3.1931,0,,-2.6988,-2.1465,1.0309,-4.5833,-3.5165,,,2.4251,6.8242,5.345,9.2051,6.4126,7.0147,2.4087,,,2.1913,0.7764,6.5997,4.2183,10.5089,,,12005017590,6635915520,6452077933,4859506154,3554909331,4928980565,8739932724,18714831611,,7340741901,7.40573E+11,32836449960,7949483100,20940300000,,,-10.5985,163.2688,50.0056,948.9659,69.6643,276.6077,215.4274,210.7707,,162.9581,19.7829,34.3624,71.5396,-132.3568,,,1.7295,3.6684,2.9797,7.046,6.1906,1.6668,13.6906,10.0576,,8.9252,1.5783,5.2111,6.6908,5.7224,,,0.364,6.8051,5.4837,1.647,1.2561,0.4931,5.9831,2.1762,,5.8417,0.332,8.3794,2.6172,0.928,,
2015/5/7,-5,2.6174,-6.6368,-7.2388,-5.9794,10.0509,-4.532,0,,1.8326,-3.3548,-7.4212,0.9704,-5.467,,,2.4042,6.9074,3.6397,6.3057,6.9573,15.8486,1.9237,,,1.8448,0.6066,5.595,3.3745,7.8505,,,11404766711,6809603840,6023863961,4507735933,3342347742,5424387009,8343834942,18714831611,,7475267631,7.15728E+11,30399607663,8026625100,19795500000,,,-10.0686,167.5422,46.6868,880.2721,65.4988,304.4093,205.6641,210.7707,,165.9445,19.1192,31.8123,72.2339,-125.1209,,,1.643,3.7645,2.7819,6.536,5.8205,1.8343,13.0702,10.0576,,9.0888,1.5254,4.8244,6.7557,5.4096,,,0.3458,6.9832,5.1197,1.5277,1.181,0.5427,5.7119,2.1762,,5.9488,0.3209,7.7576,2.6426,0.8773,,
2015/5/8,4.4211,6.0765,3.0351,3.2985,3.9474,10.0578,10,0,,7.5389,1.2016,2.3046,2.2105,0.6024,,,2.0992,6.9804,2.955,5.7059,5.656,17.8598,3.8379,,,2.4746,0.6237,3.8299,3.7206,8.1448,,,11908977449,7223390720,6206696893,4656422315,3474282521,5969961193,9178218436,18714831611,,8038821368,7.24328E+11,31100199823,8204051700,19914750000,,,-10.5137,177.7229,48.1038,909.3077,68.0843,335.0262,226.2305,210.7707,,178.4549,19.3489,32.5455,73.8306,-125.8747,,,1.7156,3.9932,2.8664,6.7515,6.0502,2.0188,14.3772,10.0576,,9.774,1.5437,4.9356,6.905,5.4422,,,0.3611,7.4075,5.2751,1.5781,1.2276,0.5973,6.2831,2.1762,,6.3972,0.3248,7.9364,2.7011,0.8825,,
2015/5/11,3.2258,4.6676,2.9457,5.9969,4.6414,3.5714,4.4433,0,,1.99,1.9789,1.5671,2.1157,6.2275,,,2.4168,6.7386,3.7278,8.5325,6.7913,20.0334,3.3295,,,2.3484,0.7554,4.9832,3.9677,12.295,,,12293138012,7560550400,6389529824,4935662594,3635536140,6183174093,9586035087,18714831611,,8198797913,7.38662E+11,31587568283,8377621200,21154950000,,,-10.8528,186.0183,49.5208,963.8378,71.2443,346.9914,236.2827,210.7707,,182.0062,19.7318,33.0555,75.3926,-133.7136,,,1.771,4.1796,2.9508,7.1564,6.331,2.0909,15.016,10.0576,,9.9685,1.5743,5.0129,7.0511,5.7811,,,0.3727,7.7533,5.4305,1.6728,1.2846,0.6186,6.5623,2.1762,,6.5245,0.3312,8.0607,2.7582,0.9375,,
2015/5/12,-0.293,5.473,-0.1506,2.8655,0.9073,-0.6085,0.22,0,,4.3016,0.3881,-0.2893,0.9208,0.1127,,,2.001,8.6365,4.0659,11.2307,6.8838,13.1436,2.0763,,,3.4101,0.6089,4.4643,4.2274,11.3192,,,12257122959,7974337280,6379907038,5077095982,3668519835,6145548287,9607129052,18714831611,,8551473477,7.41528E+11,31496186696,8454763200,21178800000,,,-10.8211,196.1991,49.4462,991.457,71.8907,344.8799,236.8026,210.7707,,189.8353,19.8084,32.9599,76.0868,-133.8643,,,1.7658,4.4083,2.9464,7.3615,6.3885,2.0782,15.0491,10.0576,,10.3973,1.5804,4.9984,7.116,5.7876,,,0.3716,8.1776,5.4223,1.7207,1.2962,0.6149,6.5767,2.1762,,6.8052,0.3325,8.0374,2.7836,0.9386,,
2015/5/13,-1.4691,-3.4593,0.2262,-0.2857,-1.1988,-5,10.0024,0,,-2.4235,-2.8351,-1.4507,4.4708,-4.3919,,,2.1843,6.6655,4.1162,9.0889,6.1188,10.2106,3.8822,,,2.8213,0.6651,4.0392,6.0319,7.7613,,,12077047696,7698479360,6394341217,5062589993,3624541575,5838270873,10568076335,18714831611,,8344231135,7.20506E+11,31039278766,8832759000,20248650000,,,-10.6621,189.4119,49.5581,988.6242,71.0288,327.6359,260.4886,210.7707,,185.2347,19.2468,32.4817,79.4885,-127.9851,,,1.7398,4.2558,2.953,7.3405,6.3119,1.9743,16.5543,10.0576,,10.1453,1.5356,4.9259,7.4342,5.5334,,,0.3661,7.8947,5.4346,1.7158,1.2807,0.5841,7.2346,2.1762,,6.6403,0.323,7.9208,2.9081,0.8973,,
2015/5/14,2.6839,2.8534,0.6772,0.0716,2.0222,-0.9667,-2.3952,0,,1.0458,0.9284,0.5888,-2.3581,9.894,,,2.7637,6.4669,4.2875,8.4038,6.9146,7.0388,3.0117,,,3.017,0.6739,3.6994,3.9687,18.3085,,,12401183170,7918144000,6437643754,5066216491,3697838675,5781832164,10314948758,18714831611,,8431491069,7.27195E+11,31222041938,8624475600,22252050000,,,-10.9482,194.8165,49.8937,989.3324,72.4652,324.4686,254.2494,210.7707,,187.1718,19.4255,32.673,77.6141,-140.648,,,1.7865,4.3773,2.973,7.3457,6.4395,1.9552,16.1578,10.0576,,10.2514,1.5498,4.9549,7.2589,6.0809,,,0.376,8.12,5.4714,1.717,1.3066,0.5785,7.0613,2.1762,,6.7097,0.326,7.9675,2.8395,0.9861,,
2015/5/15,-1.1617,5.871,-4.1854,-5.3686,-5.0545,1.5184,9.9977,0,,3.4498,-3.9422,-2.439,-4.2039,-8.896,,,2.0364,6.2574,4.0334,6.2745,6.4408,8.8824,3.0822,,,3.3008,0.5553,3.8208,3.2136,11.6618,,,12257122959,8383015680,6168205749,4794229206,3510931071,5869625711,11346209256,18714831611,,9449975557,6.98527E+11,30460528720,8261908200,20272500000,,,-10.8211,206.2541,47.8055,936.2186,68.8025,329.3955,279.6686,210.7707,,193.6288,18.6597,31.8761,74.3512,-128.1359,,,1.7658,4.6343,2.8486,6.9514,6.1141,1.9849,17.7732,10.0576,,10.6051,1.4887,4.8341,6.9537,5.5399,,,0.3716,8.5967,5.2424,1.6248,1.2405,0.5872,7.7672,2.1762,,6.9412,0.3132,7.7731,2.7201,0.8984,,
2015/5/18,-0.5877,2.4985,0.156,0.4539,-0.5219,0,9.9979,0,,-1.0838,-2.5992,-1.2,0.5135,-3.7647,,,1.7536,4.5783,2.5731,5.1773,4.1997,5.396,3.038,,,2.0099,0.466,2.9094,2.8166,6.5656,,,12185092854,8592463360,6177828535,4815988189,3492606796,5869625711,12480595805,18714831611,,9347558148,6.80371E+11,30095002375,8304336300,19509300000,,,-10.7575,211.4073,47.88,940.4677,68.4434,329.3955,307.6296,210.7707,,191.5303,18.1747,31.4936,74.7331,-123.3119,,,1.7554,4.7501,2.853,6.9829,6.0821,1.9849,19.5502,10.0576,,10.4901,1.45,4.7761,6.9894,5.3314,,,0.3694,8.8115,5.2506,1.6322,1.2341,0.5872,8.5438,2.1762,,6.866,0.305,7.6799,2.7341,0.8646,,
2015/5/19,2.5616,-0.9512,3.1931,2.0331,3.7775,0.4274,1.3709,0,,-0.4635,3.2303,2.5304,4.4589,2.934,,,2.4592,4.1249,3.2857,6.6169,5.2793,6.8165,5.065,,,1.6162,0.5427,4.21,3.5777,6.4248,,,12497223311,8510727680,6375095646,4913903611,3624541575,5894709582,12651691296,18714831611,,9304227705,7.0235E+11,30856515593,8674617900,20081700000,,,-11.033,209.3963,49.4089,959.5887,71.0288,330.8031,311.8469,210.7707,,190.6425,18.7618,32.2905,78.0653,-126.9299,,,1.8004,4.7049,2.9441,7.1249,6.3119,1.9933,19.8182,10.0576,,10.4415,1.4969,4.8969,7.3011,5.4878,,,0.3789,8.7277,5.4182,1.6654,1.2807,0.5898,8.6609,2.1762,,6.8341,0.3149,7.8742,2.856,0.8899,,
2015/5/20,1.7291,-0.3601,0.9057,6.9373,2.5278,-0.5319,10.0037,0,,3.3023,-0.5442,0.0987,-0.4446,-0.2375,,,3.3246,4.2307,5.7421,15.2146,9.5542,7.4634,3.2209,,,2.4089,0.5542,5.944,4.661,7.9035,,,12713313628,8480076800,6432832361,5254794341,3716162950,5863354743,13917329181,18714831611,,9611479933,6.98527E+11,30886976122,8636046900,20034000000,,,-11.2238,208.6422,49.8564,1026.1579,72.8243,329.0435,343.0431,210.7707,,196.938,18.6597,32.3223,77.7182,-126.6284,,,1.8315,4.6879,2.9708,7.6192,6.4715,1.9827,21.8008,10.0576,,10.7863,1.4887,4.9017,7.2686,5.4747,,,0.3854,8.6963,5.4673,1.7809,1.3131,0.5866,9.5273,2.1762,,7.0598,0.3132,7.882,2.8433,0.8878,,
2015/5/21,5.0047,-0.3614,3.2162,0.5521,2.9586,0.7487,0.0168,0,,8.8018,0.1368,0.6903,9.6918,1.6667,,,1.0734,4.0138,6.2823,10.4789,7.2819,6.0435,4.2165,,,4.6574,0.4539,5.4266,6.0229,6.458,,,13349579560,8449425920,6639722257,5283806318,3826108599,5907251517,13919672955,18714831611,,10430031385,6.99483E+11,31100199823,9473037600,20367900000,,,-11.7855,207.8881,51.4599,1031.8234,74.9789,331.507,343.1009,210.7707,,213.71,18.6852,32.5455,85.2505,-128.7389,,,1.9232,4.671,3.0663,7.6612,6.6629,1.9976,21.8044,10.0576,,11.7049,1.4908,4.9356,7.9731,5.566,,,0.4047,8.6648,5.6431,1.7908,1.3519,0.591,9.529,2.1762,,7.6611,0.3136,7.9364,3.1189,0.9026,,
2015/5/22,5.036,7.3761,3.6232,1.4413,4.2146,6.4756,0.9429,0,,-0.4759,4.3716,6.4643,-1.5472,7.4941,,,0.3033,4.5372,8.8293,12.7962,10.4397,11.0153,3.0038,,,4.36,0.8305,11.1958,5.6228,15.0004,,,14021860545,9072660480,6880291904,5359962758,3987362218,6289780543,14050924291,18714831611,,10380398333,7.30061E+11,33110594719,9326467800,21894300000,,,-12.379,223.222,53.3243,1046.6953,78.1389,352.974,346.3361,210.7707,,212.6931,19.5021,34.6493,83.9315,-138.3867,,,2.02,5.0155,3.1774,7.7716,6.9437,2.1269,22.01,10.0576,,11.6492,1.5559,5.2546,7.8497,5.9831,,,0.4251,9.3039,5.8476,1.8166,1.4089,0.6293,9.6188,2.1762,,7.6246,0.3273,8.4494,3.0706,0.9703,,
