ÈÕÆÚ,000059.SZ,000096.SZ,000159.SZ,000554.SZ,000637.SZ,000698.SZ,000819.SZ,002221.SZ,002778.SZ,300135.SZ,600028.SH,600256.SH,600387.SH,600688.SH,603798.SH,603906.SH,000059.SZ,000096.SZ,000159.SZ,000554.SZ,000637.SZ,000698.SZ,000819.SZ,002221.SZ,002778.SZ,300135.SZ,600028.SH,600256.SH,600387.SH,600688.SH,603798.SH,603906.SH,000059.SZ,000096.SZ,000159.SZ,000554.SZ,000637.SZ,000698.SZ,000819.SZ,002221.SZ,002778.SZ,300135.SZ,600028.SH,600256.SH,600387.SH,600688.SH,603798.SH,603906.SH,000059.SZ,000096.SZ,000159.SZ,000554.SZ,000637.SZ,000698.SZ,000819.SZ,002221.SZ,002778.SZ,300135.SZ,600028.SH,600256.SH,600387.SH,600688.SH,603798.SH,603906.SH,000059.SZ,000096.SZ,000159.SZ,000554.SZ,000637.SZ,000698.SZ,000819.SZ,002221.SZ,002778.SZ,300135.SZ,600028.SH,600256.SH,600387.SH,600688.SH,603798.SH,603906.SH,000059.SZ,000096.SZ,000159.SZ,000554.SZ,000637.SZ,000698.SZ,000819.SZ,002221.SZ,002778.SZ,300135.SZ,600028.SH,600256.SH,600387.SH,600688.SH,603798.SH,603906.SH
2014/1/2,-0.2004,1.6981,-0.5517,-0.2024,0.6397,1.3089,0.6128,0.2876,,2.1534,-0.4464,0.2288,-1.1409,0,,,0.8039,1.0367,0.6137,1.5083,1.0888,0.3361,0.5888,0.4262,,2.886,0.0381,1.2261,1.3361,2.4374,,,5978491111,2753470720,3469014310,1787863085,1729811551,2426864477,3848050539,4673845775,,1913127666,4.06091E+11,26683423159,7687200300,4941000000,,,-38.5268,42.2988,97.6282,194.6299,50.8307,69.1856,61.6185,49.0514,,40.7138,7.7387,60.8985,122.2672,16.4409,,,0.8336,1.536,1.6827,2.6119,3.1195,0.8256,6.3241,3.9794,,3.4683,0.9115,4.9084,6.8686,1.8473,,,0.1439,3.2776,3.2467,0.6197,0.7563,0.2429,1.9996,0.6526,,1.8384,0.1805,9.5186,1.6976,0.2851,,
2014/1/3,-3.6145,-2.0408,-3.19,-1.6227,-1.6949,-0.2584,-4.2082,-1.5296,,2.5033,-1.7937,1.0274,-1.1039,-3.9344,,,1.0702,1.164,1.1936,2.0783,0.9392,0.2322,1.6457,0.5582,,4.9659,0.0419,1.2523,0.9917,3.504,,,5762401070,2697277440,3358352272,1758851108,1700492711,2420593509,3686117072,4602352914,,1961018872,3.98807E+11,26957567917,7602344100,4746600000,,,-37.1343,41.4356,94.5139,191.4716,49.9692,69.0068,59.0255,48.301,,41.733,7.5999,61.5242,120.9175,15.794,,,0.8035,1.5046,1.629,2.5695,3.0666,0.8235,6.058,3.9185,,3.5551,0.8952,4.9588,6.7928,1.7746,,,0.1387,3.2107,3.1431,0.6097,0.7435,0.2423,1.9154,0.6427,,1.8845,0.1773,9.6164,1.6789,0.2739,,
2014/1/6,-4.7917,-5.1136,-3.5817,-4.3299,-3.4483,-2.5907,-1.8497,-0.9709,,-4.1131,2.2831,-2.0339,-3.2471,-2.0478,,,1.0297,1.5558,0.9131,2.2801,1.0313,0.4198,0.6887,0.3287,,3.839,0.0718,0.7799,1.4315,2.3716,,,5486286019,2559348480,3238067449,1682694668,1641855031,2357883833,3617934560,4557669876,,1880359998,4.07912E+11,26409278400,7355489700,4649400000,,,-35.3549,39.3167,91.1287,183.181,48.2461,67.2191,57.9337,47.8321,,40.0165,7.7735,60.2729,116.9912,15.4706,,,0.765,1.4277,1.5707,2.4583,2.9608,0.8022,5.946,3.8805,,3.4089,0.9156,4.8579,6.5723,1.7383,,,0.132,3.0466,3.0305,0.5833,0.7178,0.236,1.88,0.6364,,1.807,0.1813,9.4208,1.6244,0.2683,,
2014/1/7,-1.7505,3.3932,-0.7429,0.8621,0,0,1.649,0.2941,,3.6193,-1.7857,-0.1153,-0.2622,0,,,1.1058,1.3175,0.5412,1.3272,0.7066,0.1542,0.5308,0.3018,,5.9225,0.0489,0.741,0.9802,1.7351,,,5390246001,2646192640,3214010484,1697200657,1641855031,2357883833,3677594258,4571074787,,1948415923,4.00628E+11,26378817872,7336204200,4649400000,,,-34.736,40.6508,90.4517,184.7602,48.2461,67.2191,58.889,47.9728,,41.4648,7.6346,60.2034,116.6845,15.4706,,,0.7516,1.4761,1.559,2.4794,2.9608,0.8022,6.044,3.8919,,3.5323,0.8993,4.8523,6.555,1.7383,,,0.1297,3.1499,3.008,0.5883,0.7178,0.236,1.911,0.6383,,1.8724,0.1781,9.41,1.6201,0.2683,,
2014/1/8,-0.4454,1.5444,-0.1497,2.1368,1.1161,-0.266,1.5064,2.0528,,1.2937,-0.2273,-0.5774,-1.735,-1.3937,,,0.6139,1.6452,0.5466,3.0811,0.6341,0.3682,0.5684,0.4412,,4.8135,0.0378,0.7665,1.0824,2.3179,,,5366235997,2687060480,3209199091,1733465628,1660179306,2351612865,3732992550,4664909167,,1973621821,3.99718E+11,26226515228,7208919900,4584600000,,,-34.5813,41.2786,90.3163,188.7081,48.7846,67.0403,59.7761,48.9576,,42.0012,7.6173,59.8558,114.66,15.255,,,0.7482,1.4989,1.5567,2.5324,2.9939,0.8,6.1351,3.9718,,3.5779,0.8972,4.8243,6.4413,1.714,,,0.1291,3.1986,3.0035,0.6009,0.7259,0.2353,1.9398,0.6514,,1.8966,0.1777,9.3556,1.592,0.2645,,
2014/1/9,-1.1186,-2.0913,-0.7496,-0.4184,-1.3245,-1.0667,-2.3402,0.7663,,-4.8531,0.2278,-1.0453,-0.1605,9.5406,,,0.7815,1.6013,0.6843,2.4528,0.6647,0.2936,0.4023,0.5254,,5.7799,0.026,1.8789,0.8382,7.5067,,,5306210986,2630867200,3185142126,1726212634,1638190176,2326528994,3645633706,4700655598,,1877839408,4.00628E+11,25952370469,7197348600,5022000000,,,-34.1945,40.4154,89.6392,187.9185,48.1384,66.3252,58.3772,49.3327,,39.9628,7.6346,59.2301,114.4759,16.7104,,,0.7399,1.4676,1.545,2.5218,2.9542,0.7915,5.9915,4.0022,,3.4043,0.8993,4.7739,6.431,1.8776,,,0.1277,3.1317,2.981,0.5983,0.7162,0.2328,1.8944,0.6564,,1.8045,0.1781,9.2578,1.5895,0.2898,,
2014/1/10,0.4525,10.0971,-3.3233,6.0924,1.7897,-3.2345,-3.5067,-2.0913,,0,0.4545,-3.9906,0.3215,-3.871,,,0.8807,6.2077,0.7947,8.0289,1.6785,0.4493,1.375,0.3811,,,0.0303,1.092,0.8038,4.9302,,,5330220990,2896508160,3079291482,1831381051,1667509016,2251277383,3517791495,4602352914,,1877839408,4.02449E+11,24916712493,7220491200,4827600000,,,-34.3492,44.4962,86.6603,199.3673,49,64.1799,56.3301,48.301,,39.9628,7.6693,56.8664,114.844,16.0635,,,0.7432,1.6158,1.4936,2.6755,3.0071,0.7659,5.7814,3.9185,,3.4043,0.9033,4.5834,6.4516,1.8049,,,0.1283,3.4479,2.8819,0.6348,0.7291,0.2253,1.8279,0.6427,,1.8045,0.1789,8.8884,1.5946,0.2786,,
2014/1/13,0.4505,-3.8801,-0.1563,-2.1782,-2.6374,0.2786,7.2683,-5.1456,,0,1.3575,-10.0244,-4.7543,-3.6913,,,0.6646,4.1964,0.6144,3.0391,1.0178,0.198,1.9525,1.0505,,,0.0484,2.8804,1.3156,2.6047,,,5354230995,2784121600,3074480089,1791489582,1623530756,2257548350,3773475916,4365532813,,1877839408,4.07912E+11,22418949138,6877209300,4649400000,,,-34.5039,42.7697,86.5249,195.0246,47.7077,64.3587,60.4243,45.8157,,39.9628,7.7735,51.1659,109.384,15.4706,,,0.7466,1.5531,1.4913,2.6172,2.9278,0.768,6.2016,3.7169,,3.4043,0.9156,4.1239,6.1449,1.7383,,,0.1288,3.3141,2.8774,0.621,0.7098,0.2259,1.9608,0.6096,,1.8045,0.1813,7.9974,1.5188,0.2683,,
2014/1/14,1.1211,4.4037,2.5039,2.834,1.5801,1.1111,0,0.3071,,0,2.4554,-2.3098,0.6169,4.5296,,,0.7702,3.5211,0.5849,3.8251,0.7441,0.252,1.3715,0.536,,,0.0778,5.1267,1.4247,3.1389,,,5414256006,2906725120,3151462376,1842260542,1649184741,2282632221,3773475916,4378937724,,1877839408,4.17928E+11,21901120150,6919637400,4860000000,,,-34.8907,44.6531,88.6914,200.5517,48.4615,65.0738,60.4243,45.9563,,39.9628,7.9643,49.9841,110.0589,16.1713,,,0.7549,1.6215,1.5287,2.6914,2.9741,0.7766,6.2016,3.7283,,3.4043,0.9381,4.0287,6.1828,1.817,,,0.1303,3.4601,2.9495,0.6386,0.721,0.2284,1.9608,0.6115,,1.8045,0.1858,7.8127,1.5281,0.2804,,
2014/1/15,-0.8869,0.3515,2.4427,-0.1969,0.4444,-0.2747,9.9944,-3.0612,,0,1.3072,-4.0334,0.6132,0.6667,,,0.4163,3.1105,1.1008,3.1819,0.749,0.1901,4.7257,1.017,,,0.0512,2.2784,0.9344,2.5748,,,5366235997,2916942080,3228444663,1838634045,1656514451,2276361253,4150610437,4244888610,,1877839408,4.23391E+11,21017764817,6962065500,4892400000,,,-34.5813,44.8101,90.8579,200.1569,48.6769,64.895,66.4634,44.5495,,39.9628,8.0684,47.968,110.7337,16.2791,,,0.7482,1.6272,1.566,2.6861,2.9873,0.7744,6.8214,3.6142,,3.4043,0.9504,3.8662,6.2207,1.8291,,,0.1291,3.4722,3.0215,0.6373,0.7243,0.2278,2.1568,0.5927,,1.8045,0.1882,7.4975,1.5375,0.2823,,
2014/1/16,0,-1.7513,0.149,-2.7613,0,0,0.5647,-0.5263,,0,-0.6452,2.8986,1.4404,-1.3245,,,0.4457,1.9675,0.6714,2.0314,0.8278,0.2094,3.8491,0.644,,,0.0232,1.8626,0.9299,1.8223,,,5366235997,2865857280,3233256056,1787863085,1656514451,2276361253,4174048176,4222547091,,1877839408,4.2066E+11,21626975391,7062350100,4827600000,,,-34.5813,44.0253,90.9933,194.6299,48.6769,64.895,66.8387,44.315,,39.9628,8.0164,49.3584,112.3287,16.0635,,,0.7482,1.5987,1.5683,2.6119,2.9873,0.7744,6.8599,3.5952,,3.4043,0.9442,3.9782,6.3103,1.8049,,,0.1291,3.4114,3.026,0.6197,0.7243,0.2278,2.1689,0.5896,,1.8045,0.187,7.7149,1.5596,0.2786,,
2014/1/17,-4.2506,-0.5348,-2.6786,-3.6511,-1.1062,-1.3774,2.6034,-4.6561,,0,0.8658,-1.2676,-2.6215,-1.3423,,,0.8913,2.6409,0.4954,2.1553,0.5626,0.2446,3.3344,1.2545,,,0.0539,1.7514,0.79,1.596,,,5138140954,2850531840,3146650983,1722586137,1638190176,2245006415,4282714055,4025941724,,1877839408,4.24302E+11,21352830633,6877209300,4762800000,,,-33.1114,43.7899,88.556,187.5237,48.1384,64.0011,68.5787,42.2517,,39.9628,8.0858,48.7327,109.384,15.8479,,,0.7164,1.5901,1.5263,2.5165,2.9542,0.7638,7.0385,3.4278,,3.4043,0.9524,3.9278,6.1449,1.7807,,,0.1236,3.3932,2.945,0.5971,0.7162,0.2247,2.2254,0.5622,,1.8045,0.1886,7.6171,1.5188,0.2748,,
2014/1/20,0.2336,-4.3011,-1.3761,-2.3158,0.6711,0,-1.0945,0.222,,0,-0.8584,-1.5692,0.7291,-1.7007,,,0.4942,2.0339,0.4116,1.8477,0.5541,0.1743,1.9262,0.5716,,,0.0324,1.1627,0.5053,1.2689,,,5150145957,2727928320,3103348446,1682694668,1649184741,2245006415,4235838578,4034878331,,1877839408,4.2066E+11,21017764817,6927351600,4681800000,,,-33.1887,41.9064,87.3373,183.181,48.4615,64.0011,67.8281,42.3455,,39.9628,8.0164,47.968,110.1815,15.5784,,,0.7181,1.5217,1.5053,2.4583,2.9741,0.7638,6.9615,3.4354,,3.4043,0.9442,3.8662,6.1897,1.7504,,,0.1239,3.2472,2.9045,0.5833,0.721,0.2247,2.2011,0.5634,,1.8045,0.187,7.4975,1.5298,0.2701,,
2014/1/21,0.4662,1.1236,2.9457,1.7241,1.3333,0.5587,-0.2012,2.4363,,0,-0.2165,1.1594,1.6147,0.346,,,0.3598,1.382,0.6363,1.5984,0.7387,0.17,1.8122,0.9236,,,0.0222,0.966,0.7674,1.3303,,,5174155961,2758579200,3194764912,1711706645,1671173871,2257548350,4227315764,4133181015,,1877839408,4.19749E+11,21261449047,7039207500,4698000000,,,-33.3435,42.3773,89.91,186.3393,49.1077,64.3587,67.6916,43.3772,,39.9628,7.999,48.5242,111.9607,15.6323,,,0.7214,1.5388,1.5497,2.5006,3.0137,0.768,6.9475,3.5191,,3.4043,0.9422,3.911,6.2897,1.7564,,,0.1245,3.2837,2.99,0.5933,0.7307,0.2259,2.1966,0.5771,,1.8045,0.1866,7.5845,1.5545,0.2711,,
2014/1/22,2.3202,4.0741,3.6145,3.8136,1.9737,2.2222,0.3024,6.0541,,0,0.8677,2.8653,2.8493,3.1034,,,0.4992,2.0358,1.0708,2.3161,1.3355,0.4013,2.0087,1.2893,,,0.0408,1.5675,1.1178,2.3085,,,5294205983,2870965760,3310238343,1776983594,1704157566,2307716092,4240099985,4383406028,,1877839408,4.23391E+11,21870659621,7239776700,4843800000,,,-34.1171,44.1038,93.1598,193.4455,50.0769,65.7889,67.8964,46.0032,,39.9628,8.0684,49.9146,115.1508,16.1174,,,0.7382,1.6015,1.6057,2.596,3.0732,0.7851,6.9685,3.7321,,3.4043,0.9504,4.0231,6.4689,1.8109,,,0.1274,3.4175,3.0981,0.6159,0.7451,0.231,2.2033,0.6121,,1.8045,0.1882,7.8018,1.5988,0.2795,,
2014/1/23,-0.6803,0.3559,0.2907,0.6122,-0.2151,-0.2717,-0.402,-0.1019,,0,-1.5054,-1.8106,1.1721,-0.6689,,,0.4479,1.9955,0.7351,3.4477,0.789,0.3229,1.6741,0.9652,,,0.0414,1.2434,2.3646,2.1965,,,5258190977,2881182720,3319861129,1787863085,1700492711,2301445124,4223054357,4378937724,,1877839408,4.17018E+11,21474672748,7324632900,4811400000,,,-33.885,44.2607,93.4306,194.6299,49.9692,65.6101,67.6234,45.9563,,39.9628,7.947,49.0108,116.5004,16.0096,,,0.7332,1.6072,1.6103,2.6119,3.0666,0.783,6.9405,3.7283,,3.4043,0.936,3.9502,6.5447,1.7988,,,0.1265,3.4297,3.1071,0.6197,0.7435,0.2303,2.1944,0.6115,,1.8045,0.1854,7.6605,1.6176,0.2776,,
2014/1/24,0.6849,1.4184,1.5942,0.8114,2.3707,0.8174,0.1009,0.5102,,0,0.4367,-0.4255,-0.7372,2.3569,,,0.5134,2.3265,1.0699,2.6448,1.8794,0.3221,2.0692,0.6323,,,0.0314,1.6579,1.2589,3.7298,,,5294205983,2922050560,3372786451,1802369074,1740806116,2320258027,4227315764,4401279243,,1877839408,4.18839E+11,21383291161,7270633500,4924800000,,,-34.1171,44.8885,94.9201,196.209,51.1538,66.1464,67.6916,46.1908,,39.9628,7.9817,48.8023,115.6415,16.387,,,0.7382,1.63,1.636,2.6331,3.1393,0.7894,6.9475,3.7473,,3.4043,0.9401,3.9334,6.4964,1.8412,,,0.1274,3.4783,3.1566,0.6247,0.7611,0.2322,2.1966,0.6146,,1.8045,0.1862,7.6279,1.6056,0.2842,,
2014/1/27,-0.907,-1.5734,-3.9943,-1.4085,-2.1053,-1.0811,-6.5524,0.7107,,0,-1.7391,-0.2849,2.8117,-0.6579,,,0.674,1.2727,1.0401,1.9191,1.1277,0.2646,3.3086,0.804,,,0.0367,1.132,1.2937,1.7801,,,5246185975,2876074240,3238067449,1776983594,1704157566,2295174156,3950324308,4432557370,,1877839408,4.11554E+11,21322370104,7475059800,4892400000,,,-33.8076,44.1822,91.1287,193.4455,50.0769,65.4313,63.2562,46.5191,,39.9628,7.8429,48.6632,118.893,16.2791,,,0.7315,1.6044,1.5707,2.596,3.0732,0.7808,6.4922,3.774,,3.4043,0.9238,3.9222,6.6791,1.8291,,,0.1262,3.4236,3.0305,0.6159,0.7451,0.2297,2.0527,0.6189,,1.8045,0.1829,7.6062,1.6508,0.2823,,
2014/1/28,0.6865,-0.8881,-0.4458,2.0408,2.3656,-0.2732,-0.1618,-0.4032,,0,-0.6637,-0.2857,-1.4448,-1.3245,,,0.51,1.1612,0.6455,2.3887,1.3273,0.2839,1.722,0.398,,,0.0263,0.9309,0.8984,1.3614,,,5282200981,2850531840,3223633270,1813248565,1744470970,2288903189,3943932197,4414684154,,1877839408,4.08823E+11,21261449047,7367061000,4827600000,,,-34.0397,43.7899,90.7225,197.3934,51.2615,65.2525,63.1538,46.3315,,39.9628,7.7908,48.5242,117.1753,16.0635,,,0.7365,1.5901,1.5637,2.649,3.1459,0.7787,6.4817,3.7588,,3.4043,0.9177,3.911,6.5826,1.8049,,,0.1271,3.3932,3.017,0.6285,0.7627,0.2291,2.0494,0.6164,,1.8045,0.1817,7.5845,1.6269,0.2786,,
2014/1/29,0.2273,-0.1792,1.6418,-1.2,-0.6303,3.5616,0.4862,-0.8097,,0,0,-1.0029,0.1571,-0.6711,,,0.3793,1.0486,0.7897,1.7036,0.944,0.8224,1.364,0.4944,,,0.0325,0.9813,0.739,1.5048,,,5294205983,2845423360,3276558592,1791489582,1733476406,2370425768,3963108529,4378937724,,1877839408,4.08823E+11,21048225346,7378632300,4795200000,,,-34.1171,43.7114,92.212,195.0246,50.9384,67.5766,63.4609,45.9563,,39.9628,7.7908,48.0375,117.3593,15.9557,,,0.7382,1.5873,1.5893,2.6172,3.1261,0.8064,6.5132,3.7283,,3.4043,0.9177,3.8718,6.5929,1.7928,,,0.1274,3.3871,3.0666,0.621,0.7579,0.2372,2.0593,0.6115,,1.8045,0.1817,7.5084,1.6295,0.2767,,
2014/1/30,-3.6281,-1.4363,-2.79,-2.0243,-1.4799,-0.5291,1.3978,0.9184,,0,-0.6682,-0.4342,1.2546,-1.0135,,,0.7424,0.8683,0.6423,1.463,0.6228,0.2154,0.7809,0.3824,,,0.0154,1.0388,1.1094,0.9576,,,5102125948,2804555520,3185142126,1755224611,1707822421,2357883833,4018506820,4419152458,,1877839408,4.06091E+11,20956843759,7471202700,4746600000,,,-32.8793,43.0836,89.6392,191.0768,50.1846,67.2191,64.348,46.3784,,39.9628,7.7387,47.829,118.8317,15.794,,,0.7114,1.5645,1.545,2.5642,3.0798,0.8022,6.6043,3.7626,,3.4043,0.9115,3.855,6.6756,1.7746,,,0.1228,3.3384,2.981,0.6084,0.7467,0.236,2.0881,0.6171,,1.8045,0.1805,7.4758,1.6499,0.2739,,
2014/2/7,-1.4118,2.1858,0,1.8595,1.7167,1.0638,6.7338,3.64,,0,0.2242,0.5814,2.2199,0.6826,,,0.9301,0.9814,0.7672,1.3816,0.6629,0.3144,2.3507,0.6344,,,0.0186,0.778,1.3531,0.9358,,,5030095934,2865857280,3185142126,1787863085,1737141261,2382967703,4289106166,4580011395,,1877839408,4.07002E+11,21078685874,7637058000,4779000000,,,-32.4151,44.0253,89.6392,194.6299,51.0461,67.9342,68.6811,48.0666,,39.9628,7.7561,48.1071,121.4696,15.9018,,,0.7014,1.5987,1.545,2.6119,3.1327,0.8107,7.049,3.8995,,3.4043,0.9136,3.8774,6.8238,1.7867,,,0.121,3.4114,2.981,0.6197,0.7595,0.2385,2.2287,0.6395,,1.8045,0.1809,7.5193,1.6866,0.2757,,
2014/2/10,3.1026,3.0303,4.5317,3.6511,2.5316,1.5789,1.0432,3.8049,,0,1.1186,3.3237,0.404,2.3729,,,1.2375,2.3204,1.3092,3.9967,1.8706,0.5551,1.9929,0.894,,,0.0518,2.3103,1.8053,2.1506,,,5186160963,2952701440,3329483914,1853140033,1781119520,2420593509,4333850939,4754275243,,1877839408,4.11554E+11,21779278035,7667914800,4892400000,,,-33.4208,45.3594,93.7014,201.736,52.3384,69.0068,69.3976,49.8954,,39.9628,7.8429,49.706,121.9604,16.2791,,,0.7231,1.6471,1.615,2.7073,3.212,0.8235,7.1225,4.0479,,3.4043,0.9238,4.0063,6.8514,1.8291,,,0.1248,3.5148,3.1161,0.6423,0.7787,0.2423,2.252,0.6639,,1.8045,0.1829,7.7692,1.6934,0.2823,,
2014/2/11,1.8519,4.4983,2.6012,6.8493,0.4115,-0.2591,-3.0973,-0.6579,,0,0.4425,10.0699,1.2072,1.3245,,,1.0557,4.3916,1.9753,8.4147,2.0688,0.4434,2.3787,0.6881,,,0.0592,4.4683,2.3147,3.0165,,,5282200981,3085521920,3416088987,1980067433,1788449230,2414322541,4199616618,4722997117,,1877839408,4.13376E+11,23972436103,7760485200,4957200000,,,-34.0397,47.3998,96.1388,215.5536,52.5538,68.828,67.2481,49.5672,,39.9628,7.8776,54.7114,123.4328,16.4948,,,0.7365,1.7212,1.657,2.8927,3.2252,0.8214,6.9019,4.0213,,3.4043,0.9279,4.4097,6.9341,1.8533,,,0.1271,3.6729,3.1972,0.6863,0.7819,0.2416,2.1822,0.6595,,1.8045,0.1837,8.5515,1.7138,0.286,,
2014/2/12,0.6818,0.6623,0.9859,0.1832,1.0246,0.5195,1.4713,0.1892,,0,-0.4405,5.7179,-0.7455,0.3268,,,0.7682,2.9024,1.6139,4.7488,1.4494,0.4365,1.7134,0.5336,,,0.0375,4.9899,1.3347,2.6654,,,5318215988,3105955840,3449768738,1983693930,1806773505,2426864477,4261407020,4731933724,,1877839408,4.11554E+11,25343159895,7702628700,4973400000,,,-34.2718,47.7137,97.0866,215.9483,53.0923,69.1856,68.2375,49.661,,39.9628,7.8429,57.8397,122.5126,16.5487,,,0.7415,1.7326,1.6734,2.898,3.2583,0.8256,7.0035,4.0289,,3.4043,0.9238,4.6618,6.8824,1.8594,,,0.128,3.6972,3.2287,0.6876,0.7899,0.2429,2.2143,0.6607,,1.8045,0.1829,9.0405,1.701,0.287,,
2014/2/13,0.6772,-2.9605,-1.1158,-2.925,-3.0426,-0.7752,-3.25,-2.2663,,0,-0.4425,-2.8846,-1.7526,-1.9544,,,1.3128,2.3415,1.814,3.4519,2.1921,0.4403,1.3859,0.6083,,,0.0312,2.3928,2.0023,2.1721,,,5354230995,3014003200,3411277594,1925669976,1751800680,2408051574,4122911292,4624694433,,1877839408,4.09733E+11,24612107206,7567630200,4876200000,,,-34.5039,46.3011,96.0034,209.6318,51.4769,68.6492,66.0198,48.5355,,39.9628,7.8082,56.1713,120.3654,16.2252,,,0.7466,1.6813,1.6547,2.8132,3.1591,0.8192,6.7759,3.9376,,3.4043,0.9197,4.5273,6.7618,1.8231,,,0.1288,3.5878,3.1926,0.6675,0.7659,0.241,2.1424,0.6458,,1.8045,0.1821,8.7797,1.6712,0.2814,,
2014/2/14,1.3453,1.3559,1.1283,3.0132,4.3933,0.2604,0.9819,-0.9662,,0,0.6667,1.6089,-0.051,6.6445,,,0.7951,2.7342,1.1048,4.4451,2.2189,0.6758,0.8916,0.9306,,,0.0218,1.9734,1.3614,6.6778,,,5426261008,3054871040,3449768738,1983693930,1828762635,2414322541,4163394659,4580011395,,1877839408,4.12465E+11,25008094079,7563773100,5200200000,,,-34.9681,46.9289,97.0866,215.9483,53.7384,68.828,66.6681,48.0666,,39.9628,7.8602,57.075,120.304,17.3033,,,0.7566,1.7041,1.6734,2.898,3.2979,0.8214,6.8424,3.8995,,3.4043,0.9258,4.6002,6.7584,1.9442,,,0.1306,3.6364,3.2287,0.6876,0.7996,0.2416,2.1634,0.6395,,1.8045,0.1833,8.921,1.6704,0.3001,,
2014/2/17,0.4425,2.5084,0.6974,1.6453,2.8056,0.7792,5.783,7.3171,,0,0.883,0.2436,1.4788,-1.5576,,,0.8867,3.4979,1.3944,4.7086,3.0305,0.6903,2.671,1.837,,,0.0584,2.0027,1.252,4.6562,,,5450271012,3131498240,3473825703,2016332404,1880070605,2433135444,4404164155,4915134180,,1877839408,4.16107E+11,25069015137,7675629000,5119200000,,,-35.1228,48.1061,97.7636,219.5014,55.2461,69.3643,70.5235,51.5836,,39.9628,7.9296,57.214,122.0831,17.0338,,,0.7599,1.7469,1.685,2.9457,3.3904,0.8278,7.2381,4.1848,,3.4043,0.934,4.6114,6.8583,1.9139,,,0.1311,3.7276,3.2512,0.6989,0.822,0.2435,2.2885,0.6863,,1.8045,0.1849,8.9427,1.6951,0.2954,,
2014/2/18,-0.4405,0.3263,-1.385,2.1583,-1.1696,1.8041,-0.3387,0,,0,-0.8753,-4.0097,-1.7085,0.6329,,,0.8099,3.7132,1.182,5.8762,2.2264,1.4181,1.5374,,,,0.0607,2.5853,1.5499,3.5275,,,5426261008,3141715200,3425711773,2059850370,1858081475,2477032218,4389249231,4915134180,,1877839408,4.12465E+11,24063817689,7544487600,5151600000,,,-34.9681,48.263,96.4096,224.2389,54.6,70.6158,70.2847,51.5836,,39.9628,7.8602,54.9199,119.9973,17.1416,,,0.7566,1.7526,1.6617,3.0092,3.3508,0.8427,7.2136,4.1848,,3.4043,0.9258,4.4265,6.7411,1.926,,,0.1306,3.7398,3.2062,0.714,0.8124,0.2479,2.2808,0.6863,,1.8045,0.1833,8.5841,1.6661,0.2972,,
2014/2/19,2.6549,10.0813,7.7247,10.0352,4.142,-0.2532,-1.165,2.3636,,0,3.7528,3.1646,4.5501,10.0629,,,1.4759,10.1066,4.2667,14.9147,4.8654,0.7046,2.2092,2.9382,,,0.1619,2.8059,3.0514,11.1111,,,5570321035,3458440960,3690338385,2266560706,1935043429,2470761250,4338112346,5031310079,,1877839408,4.27944E+11,24825330907,7887769500,5670000000,,,-35.8964,53.1286,103.8569,246.7417,56.8615,70.437,69.4658,52.8029,,39.9628,8.1552,56.6579,125.4573,18.8666,,,0.7767,1.9292,1.79,3.3112,3.4896,0.8406,7.1295,4.2838,,3.4043,0.9606,4.5666,7.0479,2.1198,,,0.134,4.1168,3.4538,0.7856,0.846,0.2473,2.2542,0.7026,,1.8045,0.1902,8.8558,1.7419,0.3272,,
2014/2/20,9.9138,10.0443,10.0391,10.08,10.0379,3.2995,0.835,7.5488,,0,10,2.2086,-0.2445,10,,,4.1608,1.1873,4.4567,2.2009,5.2991,2.7891,2.8083,4.7737,,,0.2034,4.3269,4.6419,3.9475,,,6122551137,3805817600,4060815641,2495030025,2129280743,2552283829,4374334306,5411115902,,1877839408,4.70738E+11,25373620424,7868484000,6237000000,,,-39.4551,58.465,114.2833,271.6133,62.5692,72.7611,70.0458,56.7889,,39.9628,8.9707,57.9092,125.1505,20.7532,,,0.8537,2.123,1.9697,3.645,3.8398,0.8683,7.1891,4.6071,,3.4043,1.0566,4.6674,7.0306,2.3318,,,0.1473,4.5303,3.8006,0.8648,0.931,0.2554,2.273,0.7556,,1.8045,0.2092,9.0514,1.7377,0.3599,,
2014/2/21,-8.2353,-0.4027,-8.7678,7.2674,-6.3683,-3.9312,-2.9226,-4.6243,,0,-3.0948,-3.2413,-3.0882,-9.6104,,,4.3453,17.7924,8.0089,40.6802,13.591,1.3752,1.8245,2.863,,,0.2817,1.8863,2.6774,17.1092,,,5618341044,3790492160,3704772564,2676354882,1993681109,2451948347,4246492095,5160890889,,1877839408,4.5617E+11,24551186148,7625486700,5637600000,,,-36.2059,58.2295,104.2632,291.3526,58.5846,69.9007,67.9987,54.1628,,39.9628,8.6931,56.0322,121.2856,18.7588,,,0.7834,2.1145,1.797,3.9099,3.5953,0.8342,6.979,4.3941,,3.4043,1.0239,4.5161,6.8135,2.1077,,,0.1352,4.5121,3.4673,0.9277,0.8717,0.2454,2.2066,0.7206,,1.8045,0.2028,8.758,1.684,0.3253,,
