ÈÕÆÚ,000301.SZ,000420.SZ,000677.SZ,000703.SZ,000782.SZ,000936.SZ,000949.SZ,002015.SZ,002064.SZ,002172.SZ,002206.SZ,002254.SZ,002427.SZ,002493.SZ,300699.SZ,300777.SZ,600063.SH,600346.SH,600527.SH,600810.SH,600889.SH,601233.SH,603225.SH,603332.SH,000301.SZ,000420.SZ,000677.SZ,000703.SZ,000782.SZ,000936.SZ,000949.SZ,002015.SZ,002064.SZ,002172.SZ,002206.SZ,002254.SZ,002427.SZ,002493.SZ,300699.SZ,300777.SZ,600063.SH,600346.SH,600527.SH,600810.SH,600889.SH,601233.SH,603225.SH,603332.SH,000301.SZ,000420.SZ,000677.SZ,000703.SZ,000782.SZ,000936.SZ,000949.SZ,002015.SZ,002064.SZ,002172.SZ,002206.SZ,002254.SZ,002427.SZ,002493.SZ,300699.SZ,300777.SZ,600063.SH,600346.SH,600527.SH,600810.SH,600889.SH,601233.SH,603225.SH,603332.SH,000301.SZ,000420.SZ,000677.SZ,000703.SZ,000782.SZ,000936.SZ,000949.SZ,002015.SZ,002064.SZ,002172.SZ,002206.SZ,002254.SZ,002427.SZ,002493.SZ,300699.SZ,300777.SZ,600063.SH,600346.SH,600527.SH,600810.SH,600889.SH,601233.SH,603225.SH,603332.SH,000301.SZ,000420.SZ,000677.SZ,000703.SZ,000782.SZ,000936.SZ,000949.SZ,002015.SZ,002064.SZ,002172.SZ,002206.SZ,002254.SZ,002427.SZ,002493.SZ,300699.SZ,300777.SZ,600063.SH,600346.SH,600527.SH,600810.SH,600889.SH,601233.SH,603225.SH,603332.SH,000301.SZ,000420.SZ,000677.SZ,000703.SZ,000782.SZ,000936.SZ,000949.SZ,002015.SZ,002064.SZ,002172.SZ,002206.SZ,002254.SZ,002427.SZ,002493.SZ,300699.SZ,300777.SZ,600063.SH,600346.SH,600527.SH,600810.SH,600889.SH,601233.SH,603225.SH,603332.SH
2017/10/30,-1.9608,-4.1791,-3.6403,-1.0256,4.0404,-3.3382,-3.8288,0,-3.8168,-1.4726,-0.7407,-1.2393,1.5572,-1.6915,-5.5541,,-3.5294,-1.073,-1.8803,-3.6585,-1.6882,0.438,-1.2834,,1.8617,1.0895,0.6897,0.3313,7.7686,0.8094,0.7067,,1.0745,0.5902,0.5533,1.1058,2.3656,0.1386,13.5951,,0.9651,0.8378,0.751,0.8152,1.181,1.4125,6.0544,,6700300448,3167029964,3887890304,22738264768,4013056161,4980562046,5210338418,3369875016,7742814922,4114205666,6368234633,7784134922,11944494870,33762153360,6508080000,,6232464448,8476491289,4603993099,3494012000,3039985902,19341897837,2853916000,,45.463,194.6168,859.8932,30.6522,-66.7361,9.7623,46.691,-81.711,-27.8171,20.82,32.1207,132.3652,70.8392,19.6284,130.5906,,71.6477,22.0818,167.7285,41.1602,33.4684,17.4647,30.3813,,1.9349,2.3419,14.3713,2.3299,4.6409,1.2119,1.5054,11.6392,2.8025,4.534,2.9476,3.9025,5.4181,2.9754,18.4322,,2.1673,4.4461,2.8323,1.4189,2.0555,1.8016,7.1508,,8.4481,4.5363,7.9982,0.7851,2.248,2.7764,1.4599,8.8742,2.9713,1.107,3.1927,4.9267,4.8554,0.8286,41.0949,,2.2284,1.3541,3.8748,0.348,1.826,0.7729,1.2717,
2017/10/31,1.8182,0.9346,2,0,-4.8544,0.6006,1.8735,0,0.3968,-0.5435,-0.2985,0.0784,-2.8667,0.3036,8.8493,,1.4634,2.9284,2.9617,0.8861,-1.2121,0,3.1961,,1.3444,0.445,0.3407,0.2353,4.486,0.5524,0.2996,,0.5537,0.4718,0.3528,0.8579,2.3955,0.0741,19.2949,,0.6002,1.0904,0.9048,0.3296,0.701,1.1284,8.6434,,6822124092,3196628375,3965648110,22738264768,4356709148,5010475331,5307956000,3369875016,7773540378,4091845852,6349224977,7790240125,11602086017,33864670020,7084000000,,6323671245,8724718258,4740348295,3524971600,3003137588,19341897837,2945130000,,46.2896,196.4357,877.0911,30.6522,-63.4965,9.821,47.5658,-81.711,-27.9275,20.7068,32.0248,132.469,68.8085,19.688,142.1469,,72.6962,22.7284,172.6961,41.5249,33.0627,17.4647,31.3523,,1.9701,2.3638,14.6587,2.3299,4.4156,1.2192,1.5336,11.6392,2.8136,4.5094,2.9388,3.9056,5.2628,2.9845,20.0633,,2.199,4.5763,2.9161,1.4315,2.0306,1.8016,7.3794,,8.6017,4.5787,8.1581,0.7851,2.1388,2.7931,1.4873,8.8742,2.9831,1.101,3.1832,4.9305,4.7162,0.8311,44.7315,,2.261,1.3938,3.9895,0.3511,1.8039,0.7729,1.3124,
2017/11/1,-1.7857,-0.3086,-1.5251,-1.0363,-2.0408,-1.4925,-1.8391,0,-1.581,-0.4098,0.7485,-0.627,-0.6177,-0.5045,8.7013,,-0.7212,-0.1054,-0.5076,-0.6274,0.5112,5.0467,0.105,,1.2269,0.445,0.4667,0.4465,1.3766,0.7839,0.3248,,0.6751,0.3915,0.5687,0.7544,1.3618,0.1049,31.5471,,0.467,1.0688,0.8392,0.4019,0.5146,2.3131,7.0982,,6700300448,3186762238,3905169816,22502635082,4267796717,4935692117,5210338418,3369875016,7650638554,4075075992,6396749116,7741398494,11530419048,33693808920,7700400000,,6278067846,8715524666,4716285613,3502857600,3018491052,20318030999,2948222000,,45.463,195.8294,863.715,30.3346,-62.2007,9.6744,46.691,-81.711,-27.4859,20.622,32.2645,131.6384,68.3835,19.5887,154.5155,,72.172,22.7045,171.8194,41.2644,33.2317,18.3461,31.3852,,1.9349,2.3565,14.4351,2.3057,4.3255,1.201,1.5054,11.6392,2.7691,4.4909,2.9608,3.8811,5.2303,2.9694,21.8091,,2.1832,4.5714,2.9013,1.4225,2.041,1.8925,7.3871,,8.4481,4.5646,8.0337,0.7769,2.0952,2.7514,1.4599,8.8742,2.9359,1.0964,3.207,4.8996,4.687,0.8269,48.6237,,2.2447,1.3923,3.9693,0.3489,1.8131,0.8119,1.3137,
2017/11/2,-0.3636,-2.4768,-0.885,-0.8508,0.3125,-1.8182,0,0,-1.2048,-0.9602,-0.8915,0.0789,-1.5884,-1.217,0,,-1.937,-1.7932,-0.6803,-2.399,-2.9502,-1.2456,-0.9439,,0.9429,0.7825,0.4064,0.5354,0.9606,0.6485,0.3697,,0.6685,0.426,0.3199,0.8966,1.1908,0.1458,22.8403,,0.5351,1.4472,0.5724,0.6822,0.7924,2.5272,7.2016,,6675935719,3107833142,3870610791,22311185961,4281133582,4845952261,5210338418,3369875016,7558462186,4035946319,6339720149,7747503698,11347270127,33283742280,7700400000,,6156458784,8559233612,4684202038,3418824400,2929440960,20064959439,2920394000,,45.2977,190.9791,856.0715,30.0765,-62.395,9.4985,46.691,-81.711,-27.1548,20.4239,31.9769,131.7423,67.2973,19.3503,154.5155,,70.7739,22.2973,170.6506,40.2745,32.2513,18.1176,31.0889,,1.9279,2.2981,14.3074,2.2861,4.339,1.1792,1.5054,11.6392,2.7357,4.4478,2.9344,3.8842,5.1472,2.9333,21.8091,,2.1409,4.4895,2.8816,1.3884,1.9807,1.869,7.3174,,8.4174,4.4515,7.9626,0.7703,2.1017,2.7014,1.4599,8.8742,2.9006,1.0859,3.1784,4.9035,4.6126,0.8169,48.6237,,2.2012,1.3673,3.9423,0.3405,1.7596,0.8018,1.3013,
2017/11/3,2.3723,-0.3175,-2.2321,-2.0462,-2.4922,-1.5432,-1.171,0,-0.2033,-0.4155,-1.0495,0.3152,-1.0526,1.54,4.54,,1.2346,1.5038,1.0274,-1.0349,-2.0964,-5.2252,-1.9322,,3.0529,0.576,0.35,0.4722,1.137,0.7194,0.3385,,0.5406,0.391,0.4423,1.0789,1.2496,0.1582,20.4867,,0.9994,1.5421,1.4262,0.5099,0.6607,2.4755,5.165,,6834306456,3097967005,3784213229,21854653443,4174438664,4771169047,5149327429,3369875016,7543099458,4019176459,6273186355,7771924514,11227825178,33796325580,8050000000,,6232464448,8687943892,4732327401,3383442000,2868027103,19016520117,2863965000,,46.3722,190.3729,836.9628,29.4611,-60.84,9.3519,46.1443,-81.711,-27.0996,20.3391,31.6413,132.1575,66.5889,19.6483,161.5306,,71.6477,22.6326,172.4039,39.8577,31.5752,17.1709,30.4882,,1.9736,2.2908,13.988,2.2393,4.2309,1.161,1.4877,11.6392,2.7302,4.4293,2.9036,3.8964,5.093,2.9784,22.7992,,2.1673,4.557,2.9112,1.374,1.9392,1.7713,7.176,,8.6171,4.4374,7.7849,0.7546,2.0493,2.6597,1.4428,8.8742,2.8947,1.0814,3.1451,4.919,4.564,0.8294,50.8313,,2.2284,1.3879,3.9828,0.337,1.7227,0.7599,1.2762,
2017/11/6,1.426,0.9554,0.6849,-1.1456,-2.8754,0.627,0.237,0,0.4073,0,1.0606,0,0,0,0.4114,,0.2439,0.6349,-3.3898,0.7843,0,-1.7744,1.9973,,1.7355,0.2982,0.174,0.4275,2.0251,0.4987,0.2149,,0.4773,0.3977,0.2213,1.3434,1.3737,0.1288,16.211,,0.5029,1.3101,2.0449,0.3393,0.6749,2.1192,4.5166,,6931765372,3127565416,3810132497,21604296901,4054406881,4801082332,5161529627,3369875016,7573824914,4102177819,6339720149,7771924514,11227825178,33796325580,8083120000,,6247665581,8743105440,4571909523,3409978800,2868027103,18679091370,2921167000,,47.0335,192.1917,842.6954,29.1236,-59.0906,9.4105,46.2536,-81.711,-27.21,20.3391,31.9769,132.1575,66.5889,19.6483,162.1952,,71.8225,22.7763,166.5597,40.1703,31.5752,16.8662,31.0972,,2.0017,2.3127,14.0838,2.2137,4.1092,1.1683,1.4913,11.6392,2.7413,4.4293,2.9344,3.8964,5.093,2.9784,22.893,,2.1726,4.5859,2.8125,1.3848,1.9392,1.7399,7.3193,,8.74,4.4798,7.8382,0.7459,1.9904,2.6764,1.4463,8.8742,2.9065,1.0814,3.1784,4.919,4.564,0.8294,51.0404,,2.2338,1.3967,3.8478,0.3396,1.7227,0.7464,1.3017,
2017/11/7,0.8787,-0.3155,0,2.1813,0.3289,-0.1558,-0.2364,0,0.6085,-0.2782,-0.1499,0.7855,2.3759,0.1011,6.5217,,0.2433,5.3628,1.7544,0.1297,-0.3212,1.4194,-0.1058,,1.4269,0.4594,0.4663,0.5424,0.651,0.6046,0.2231,,0.4658,0.3366,0.1919,1.4723,1.3088,0.1212,20.8855,,0.441,2.1269,1.3659,0.3913,0.5984,2.0677,4.1799,,6992677194,3117699279,3810132497,22075556275,4067743746,4793604011,5149327429,3369875016,7619913098,4090767032,6330215321,7832976552,11494585563,33830497800,8610280000,,6262866714,9211978603,4652118462,3414401600,2858815025,18944213957,2918075000,,47.4468,191.5854,842.6954,29.7588,-59.285,9.3959,46.1443,-81.711,-27.3755,20.2825,31.9289,133.1957,68.171,19.6682,172.7731,,71.9972,23.9978,169.4818,40.2224,31.4738,17.1056,31.0643,,2.0193,2.3054,14.0838,2.262,4.1227,1.1665,1.4877,11.6392,2.758,4.417,2.93,3.927,5.2141,2.9815,24.3861,,2.1779,4.8318,2.8619,1.3866,1.933,1.7646,7.3116,,8.8168,4.4656,7.8382,0.7622,1.997,2.6722,1.4428,8.8742,2.9241,1.0784,3.1737,4.9576,4.6725,0.8303,54.3691,,2.2393,1.4716,3.9153,0.3401,1.7172,0.757,1.3003,
2017/11/8,-0.3484,0,1.1338,2.9353,0.1093,1.5601,0.9479,0,0.4032,-0.1395,0.9009,0.3897,-3.4984,0.8081,-7.0307,,0.2427,0.1996,-1.5517,0.9067,0.1074,-1.4631,-0.7417,,1.1917,0.5134,0.3298,0.4724,0.6632,0.5961,0.2645,,0.4172,0.37,0.4436,1.3784,1.6566,0.2363,22.6534,,0.552,2.2484,0.7418,0.5001,0.7044,1.6275,5.9239,,6968312465,3117699279,3853331279,22723537913,4072189367,4868387225,5198136220,3369875016,7650638554,4085061639,6387244288,7863502572,11092454236,34103875560,8004920000,,6278067846,9230365786,4579930417,3445361200,2861885718,18667040343,2896431000,,47.2815,191.5854,852.2497,30.6324,-59.3498,9.5425,46.5817,-81.711,-27.4859,20.2542,32.2166,133.7148,65.786,19.8271,160.626,,72.172,24.0457,166.8519,40.5871,31.5076,16.8553,30.8338,,2.0123,2.3054,14.2435,2.3284,4.1272,1.1847,1.5018,11.6392,2.7691,4.4108,2.9564,3.9423,5.0316,3.0055,22.6716,,2.1832,4.8415,2.8175,1.3992,1.9351,1.7387,7.2573,,8.7861,4.4656,7.9271,0.7846,1.9991,2.7139,1.4565,8.8742,2.9359,1.0769,3.2023,4.9769,4.509,0.837,50.5466,,2.2447,1.4745,3.8545,0.3432,1.719,0.746,1.2907,
2017/11/9,2.7972,0.6329,0.8969,-0.5185,2.4017,-0.1536,-0.4695,0,0.2008,0.2793,0.1488,0.6988,1.4716,-0.3006,0.8505,,0,2.2908,1.5762,0.3851,0.4292,2.9697,0.2669,,2.4053,0.4196,0.3451,0.211,0.7966,0.3781,0.521,,0.3451,0.2745,0.4102,1.3441,1.1504,0.0937,16.3748,,0.4416,1.6954,0.7627,0.2365,0.7108,2.452,3.8339,,7163230297,3137431553,3887890304,22605723070,4169993042,4860908904,5173731825,3369875016,7666001282,4096472425,6396749116,7918449406,11255695666,34001358900,8073000000,,6278067846,9441818388,4652118462,3458629600,2874168489,19221387571,2904161000,,48.6041,192.798,859.8932,30.4735,-60.7752,9.5278,46.363,-81.711,-27.5411,20.3108,32.2645,134.6491,66.7542,19.7675,161.9921,,72.172,24.5965,169.4818,40.7434,31.6428,17.3559,30.9161,,2.0686,2.32,14.3713,2.3163,4.2263,1.1828,1.4948,11.6392,2.7747,4.4231,2.9608,3.9699,5.1057,2.9965,22.8644,,2.1832,4.9524,2.8619,1.4045,1.9434,1.7904,7.2767,,9.0318,4.4939,7.9982,0.7805,2.0472,2.7097,1.4497,8.8742,2.9418,1.0799,3.207,5.0117,4.5754,0.8345,50.9765,,2.2447,1.5083,3.9153,0.3445,1.7264,0.7681,1.2941,
2017/11/10,-0.1701,-0.9434,-0.6667,0.8469,-0.533,-1.5385,-0.7075,0,0.6012,-0.1393,-0.4458,-1.0794,2.1224,-0.804,5.2194,,-0.7264,0,1.0345,-0.5115,-2.3504,2.8213,1.0114,,1.5052,0.4201,0.2179,0.2874,0.5573,0.6505,0.2925,,0.4621,0.3195,0.4247,1.3754,1.5009,0.1042,16.9481,,0.5521,1.1579,0.729,0.5022,1.0662,2.1836,6.1021,,7151047932,3107833142,3861971035,22797172190,4147764934,4786125690,5137125232,3369875016,7712089466,4090767032,6368234633,7832976552,11494585563,33727981140,8494360000,,6232464448,9441818388,4700243825,3440938400,2806613247,19763683772,2933535000,,48.5214,190.9791,854.1606,30.7316,-60.4513,9.3812,46.035,-81.711,-27.7067,20.2825,32.1207,133.1957,68.171,19.6086,170.4471,,71.6477,24.5965,171.235,40.535,30.8991,17.8455,31.2288,,2.0651,2.2981,14.2754,2.3359,4.2038,1.1646,1.4842,11.6392,2.7913,4.417,2.9476,3.927,5.2141,2.9724,24.0578,,2.1673,4.9524,2.8915,1.3974,1.8977,1.8409,7.3503,,9.0165,4.4515,7.9448,0.7871,2.0363,2.6681,1.4394,8.8742,2.9595,1.0784,3.1927,4.9576,4.6725,0.8278,53.6372,,2.2284,1.5083,3.9558,0.3427,1.6858,0.7898,1.3072,
2017/11/13,-2.5554,-0.9524,-1.1186,-0.1938,-1.7149,5.7812,-0.9501,0,0.1992,0,0.2985,0.1559,-0.0346,2.0263,5.6211,,-0.7317,1.4606,-1.0239,0.8997,-0.4376,2.622,0.4216,,1.663,0.6002,0.279,0.2979,1.3212,3.4211,0.3169,,0.5212,0.3505,0.4368,1.5101,1.6939,0.4941,16.7711,,0.5303,1.6956,1.2501,0.4949,0.6608,2.9983,6.3844,,6968312465,3078234732,3818772254,22752991624,4076634989,5062823581,5088316441,3369875016,7727452194,4090767032,6387244288,7845186960,11490604065,34411425540,8971840000,,6186861050,9579722260,4652118462,3471898000,2794330475,20281877919,2945903000,,47.2815,189.1603,844.6063,30.6721,-59.4146,9.9236,45.5976,-81.711,-27.7619,20.2825,32.2166,133.4033,68.1473,20.0059,180.0282,,71.1234,24.9558,203.2898,40.8997,30.7639,18.3134,31.3605,,2.0123,2.2762,14.1158,2.3314,4.1317,1.232,1.4701,11.6392,2.7969,4.417,2.9564,3.9331,5.2122,3.0327,25.4101,,2.1514,5.0247,3.4328,1.4099,1.8894,1.8892,7.3813,,8.7861,4.4091,7.856,0.7856,2.0013,2.8223,1.4257,8.8742,2.9654,1.0784,3.2023,4.9653,4.6709,0.8445,56.6522,,2.2121,1.5303,4.6963,0.3458,1.6784,0.8105,1.3127,
2017/11/14,-1.7483,-0.3205,-0.6787,2.0712,-0.7634,-2.8065,-1.199,0,-1.7893,-1.3947,-1.4881,-0.0778,0.797,1.1917,-5.5168,,0,-0.2879,2.4138,-1.1465,-2.0879,1.6637,-1.8368,,1.6573,0.662,0.3273,0.3428,0.5104,2.1314,0.3725,,0.6314,0.5135,0.4804,1.1152,2.6655,0.6175,20.2372,,0.4052,1.4838,2.4226,0.3636,0.9971,2.0843,5.476,,6846488821,3068368595,3792852985,23224250997,4045515638,4920735475,5027305452,3369875016,7589187642,4033713098,6292196010,7839081756,11582178526,34821492180,8476880000,,6186861050,9552141485,4764410977,3432092800,2735987312,20619306667,2891793000,,46.4549,188.554,838.8736,31.3073,-58.961,9.6451,45.0508,-81.711,-27.2652,19.9996,31.7371,133.2995,68.6904,20.2443,170.0963,,71.1234,24.8839,208.1968,40.4308,30.1215,18.6181,30.7845,,1.9771,2.2689,14.02,2.3797,4.1002,1.1974,1.4525,11.6392,2.7469,4.3554,2.9124,3.9301,5.2538,3.0688,24.0083,,2.1514,5.0103,3.5156,1.3938,1.8499,1.9206,7.2457,,8.6325,4.395,7.8027,0.8019,1.9861,2.7431,1.4087,8.8742,2.9124,1.0634,3.1546,4.9615,4.7081,0.8546,53.5268,,2.2121,1.5259,4.8097,0.3418,1.6434,0.824,1.2886,
2017/11/15,0.7117,4.5016,0,-2.156,0.3297,-1.0638,-1.4563,0,-0.4049,-0.5658,-0.9063,-0.8567,-1.7876,0,-3.5707,,-0.2457,2.1174,1.6835,-0.9021,0,-3.0392,0.2406,,0.8493,2.5304,0.2886,0.4029,0.4441,1.0821,0.4285,,0.509,0.5061,0.3551,1.0142,1.5694,0.7692,15.0571,,0.6716,1.3249,1.8847,0.2867,0.7903,1.7039,3.9479,,6895218279,3206494512,3792852985,22723537913,4058852503,4868387225,4954092266,3369875016,7558462186,4010891525,6235167043,7771924514,11375140615,34821492180,8174200000,,6171659917,9754400497,4844619916,3401133200,2735987312,19992653279,2898750000,,46.7855,197.042,838.8736,30.6324,-59.1554,9.5425,44.3948,-81.711,-27.1548,19.8865,31.4495,132.1575,67.4626,20.2443,164.0228,,70.9487,25.4108,211.7018,40.0661,30.1215,18.0523,30.8585,,1.9912,2.3711,14.02,2.3284,4.1137,1.1847,1.4313,11.6392,2.7357,4.3307,2.886,3.8964,5.1599,3.0688,23.151,,2.1462,5.1164,3.5748,1.3812,1.8499,1.8622,7.2631,,8.6939,4.5928,7.8027,0.7846,1.9926,2.7139,1.3881,8.8742,2.9006,1.0573,3.126,4.919,4.6239,0.8546,51.6155,,2.2067,1.5582,4.8906,0.3387,1.6434,0.7989,1.2917,
2017/11/16,4.417,0.9231,0.9112,6.9345,0.6572,7.0661,0,0,0.6098,-0.7112,-1.0671,0.0786,-1.8201,10.0098,0.2364,,0.4926,-0.1885,0.9934,0.3901,0,6.2688,-2.4267,,3.4351,1.3338,0.2214,1.6812,0.5677,4.0279,0.3093,,0.3615,0.4457,0.3913,0.7935,1.1143,1.6267,10.5777,,0.665,1.1328,1.5162,0.2662,0.4712,3.9186,4.972,,7199777390,3236092923,3827412010,24299311443,4085526232,5212390009,4954092266,3369875016,7604550370,3982364558,6168633249,7778029718,11168102703,38307058620,8193520000,,6202062182,9736013314,4892745279,3414401600,2735987312,21245960054,2828407000,,48.852,198.8608,846.5171,32.7566,-59.5442,10.2167,44.3948,-81.711,-27.3203,19.745,31.1139,132.2613,66.2347,22.2707,164.4105,,71.2982,25.3629,213.8048,40.2224,30.1215,19.1839,30.1097,,2.0791,2.3929,14.1477,2.4898,4.1407,1.2684,1.4313,11.6392,2.7524,4.2999,2.8552,3.8995,5.066,3.376,23.2057,,2.1567,5.1067,3.6103,1.3866,1.8499,1.979,7.0869,,9.0779,4.6352,7.8737,0.839,2.0057,2.9057,1.3881,8.8742,2.9182,1.0498,3.0927,4.9228,4.5398,0.9401,51.7375,,2.2175,1.5553,4.9392,0.3401,1.6434,0.849,1.2604,
2017/11/17,-1.0152,2.1341,-6.9977,-0.303,-2.6115,3.7303,-3.202,0,-3.8384,-4.7278,-2.9276,-0.3925,-1.426,2.1409,-9.9596,,-2.9412,-4.0604,-2.7869,-3.4974,-3.1425,1.1344,-4.7827,,2.4635,2.8755,0.6831,1.1567,0.7441,6.1163,0.8042,,0.7278,1.0394,0.6524,1.3196,1.5571,1.5494,20.93,,0.9416,1.4404,1.7363,0.6755,1.1346,4.3481,6.3748,,7126683203,3305155882,3559579567,24225677166,3978831314,5406826365,4795463696,3369875016,7312658538,3794086578,5988041520,7747503698,11008842772,39127191900,7377480000,,6019648589,9340688883,4756390083,3294986000,2650007912,21486980588,2693132000,,48.3561,203.1048,787.28,32.6573,-57.9892,10.5978,42.9732,-81.711,-26.2717,18.8115,30.203,131.7423,65.2902,22.7475,148.0359,,69.2012,24.3331,207.8463,38.8156,29.175,19.4016,28.6696,,2.058,2.444,13.1577,2.4823,4.0326,1.3157,1.3855,11.6392,2.6468,4.0966,2.7717,3.8842,4.9937,3.4483,20.8945,,2.0933,4.8994,3.5097,1.3381,1.7918,2.0014,6.7479,,8.9857,4.7342,7.3228,0.8364,1.9533,3.0141,1.3437,8.8742,2.8062,1.0002,3.0021,4.9035,4.475,0.9603,46.5847,,2.1523,1.4922,4.8016,0.3282,1.5918,0.8586,1.2001,
2017/11/20,1.3675,-0.8955,-0.9709,3.0395,-0.5587,1.5214,-1.0178,0,0.4202,-0.9023,-1.2698,-2.7581,0.2893,2.9694,1.7084,,0.2525,9.252,-3.5413,-1.3423,-1.1587,8.525,1.6361,,1.704,1.3303,0.4783,0.6659,0.7378,4.3004,0.3544,,0.5493,0.5976,0.2957,1.4377,1.516,0.8159,10.8642,,0.569,2.936,1.5506,0.4696,0.5872,3.4276,3.0863,,7224142119,3275557471,3525020542,24962019937,3956603206,5489087900,4746654905,3369875016,7343383994,3759854218,5912002898,7533821563,11040694758,40289047380,7503520000,,6034849722,10204886476,4587951311,3250758000,2619300984,23318736645,2737193000,,49.0174,201.286,779.6365,33.6499,-57.6652,10.7591,42.5359,-81.711,-26.3821,18.6418,29.8195,128.1087,65.4791,23.423,150.565,,69.3759,26.5843,200.4858,38.2946,28.8369,21.0555,29.1387,,2.0862,2.4221,13.0299,2.5577,4.0101,1.3357,1.3714,11.6392,2.6579,4.0597,2.7365,3.777,5.0082,3.5506,21.2515,,2.0986,5.3526,3.3854,1.3201,1.771,2.172,6.8583,,9.1086,4.6918,7.2517,0.8619,1.9424,3.0599,1.33,8.8742,2.818,0.9912,2.964,4.7683,4.488,0.9888,47.3806,,2.1577,1.6302,4.6315,0.3238,1.5733,0.9318,1.2197,
2017/11/21,3.3727,-2.4096,-1.4706,-1.3569,-0.1124,-0.8174,0.5141,0,0.6276,-0.7587,-0.6431,-0.5673,-0.2885,-0.3393,-4.4875,,0.2519,-1.4414,-0.1748,-1.9048,-1.0551,2.1705,-0.3954,,3.1514,1.0431,0.4778,0.6881,0.5235,2.7101,0.3914,,0.272,0.4963,0.7238,1.0519,1.1616,0.7684,16.2616,,0.4778,1.942,1.0588,0.5206,0.7271,3.6201,2.8704,,7467789408,3196628375,3473182004,24623302262,3952157585,5444217972,4771059301,3369875016,7389472178,3731327251,5873983587,7491085136,11008842772,40152358500,7166800000,,6050050854,10057789013,4579930417,3188838800,2591664749,23824879766,2726371000,,50.6706,196.4357,768.1713,33.1933,-57.6004,10.6711,42.7546,-81.711,-26.5476,18.5004,29.6277,127.382,65.2902,23.3435,143.8084,,69.5507,26.2012,200.1353,37.5652,28.5326,21.5126,29.0235,,2.1565,2.3638,12.8383,2.523,4.0056,1.3248,1.3784,11.6392,2.6746,4.0289,2.7189,3.7556,4.9937,3.5386,20.2978,,2.1039,5.2755,3.3795,1.295,1.7524,2.2192,6.8312,,9.4158,4.5787,7.145,0.8502,1.9402,3.0349,1.3369,8.8742,2.8357,0.9836,2.9449,4.7412,4.475,0.9854,45.2544,,2.1632,1.6067,4.6234,0.3176,1.5567,0.9521,1.2149,
2017/11/22,-0.3263,7.716,-2.2388,-0.7775,-1.0124,-1.6484,1.023,0,-0.2079,0.3058,-0.9709,-0.489,-1.5913,-0.5106,4.018,,-1.005,-2.7422,-2.4518,0.6935,1.5403,-1.3657,-1.0207,,2.2402,2.9946,0.5065,0.7111,0.4779,2.9768,0.3011,,0.3375,0.4871,0.7169,0.9941,1.4338,0.5985,12.7947,,0.6482,2.2819,1.832,0.3491,0.6045,2.1148,2.8117,,7443424679,3443281799,3395424198,24431853142,3912146990,5354478115,4819868092,3369875016,7374109450,3742738038,5816954620,7454453913,10833656847,39947325180,7454760000,,5989246323,9781981271,4467637902,3210952800,2631583755,23499502046,2698543000,,50.5052,211.5928,750.9734,32.9352,-57.0173,10.4952,43.1919,-81.711,-26.4925,18.5569,29.3401,126.7591,64.2512,23.2243,149.5866,,68.8517,25.4827,195.2283,37.8257,28.9721,21.2188,28.7272,,2.1495,2.5461,12.5509,2.5034,3.965,1.3029,1.3925,11.6392,2.669,4.0412,2.6925,3.7373,4.9143,3.5205,21.1134,,2.0827,5.1308,3.2966,1.304,1.7794,2.1889,6.7615,,9.3851,4.932,6.9851,0.8436,1.9206,2.9849,1.3505,8.8742,2.8298,0.9867,2.9163,4.718,4.4038,0.9804,47.0727,,2.1414,1.5626,4.5101,0.3198,1.5807,0.9391,1.2025,
2017/11/23,-2.1277,-3.1519,-1.2723,-0.4822,-2.2727,-3.9106,-1.7722,0,-1.6667,-1.5244,-0.9804,-9.9918,-1.8008,-2.7374,-5.5412,,-1.5228,-4.6992,-1.2567,-3.168,0,-3.9487,-3.552,,2.4927,2.5197,0.5145,0.6309,0.6972,2.1068,0.2349,,0.4676,0.4563,0.5737,2.2276,1.2073,0.5371,11.2448,,0.4996,1.9868,0.6637,0.5122,0.8958,2.5846,3.9288,,7285053941,3334754292,3352225417,24314038298,3823234559,5145085116,4734452708,3369875016,7251207625,3685684104,5759925653,6709619042,10638563431,38853814140,7041680000,,5898039526,9322301700,4411491645,3109228400,2631583755,22571572990,2602691000,,49.4307,204.9237,741.4191,32.7764,-55.7214,10.0848,42.4265,-81.711,-26.0509,18.274,29.0524,114.0936,63.0941,22.5886,141.2977,,67.8032,24.2852,192.7748,36.6274,28.9721,20.3809,27.7068,,2.1038,2.4659,12.3912,2.4913,3.8749,1.252,1.3679,11.6392,2.6245,3.9796,2.6661,3.3638,4.8258,3.4242,19.9435,,2.051,4.8897,3.2552,1.2626,1.7794,2.1024,6.5213,,9.1854,4.7765,6.8962,0.8395,1.8769,2.8682,1.3266,8.8742,2.7827,0.9716,2.8878,4.2466,4.3245,0.9536,44.4643,,2.1088,1.4892,4.4534,0.3097,1.5807,0.902,1.1598,
