ÈÕÆÚ,000589.SZ,000599.SZ,002068.SZ,002224.SZ,002381.SZ,002442.SZ,002753.SZ,300121.SZ,300320.SZ,300587.SZ,300731.SZ,300767.SZ,600182.SH,600469.SH,601058.SH,601163.SH,601500.SH,601966.SH,603033.SH,000589.SZ,000599.SZ,002068.SZ,002224.SZ,002381.SZ,002442.SZ,002753.SZ,300121.SZ,300320.SZ,300587.SZ,300731.SZ,300767.SZ,600182.SH,600469.SH,601058.SH,601163.SH,601500.SH,601966.SH,603033.SH,000589.SZ,000599.SZ,002068.SZ,002224.SZ,002381.SZ,002442.SZ,002753.SZ,300121.SZ,300320.SZ,300587.SZ,300731.SZ,300767.SZ,600182.SH,600469.SH,601058.SH,601163.SH,601500.SH,601966.SH,603033.SH,000589.SZ,000599.SZ,002068.SZ,002224.SZ,002381.SZ,002442.SZ,002753.SZ,300121.SZ,300320.SZ,300587.SZ,300731.SZ,300767.SZ,600182.SH,600469.SH,601058.SH,601163.SH,601500.SH,601966.SH,603033.SH,000589.SZ,000599.SZ,002068.SZ,002224.SZ,002381.SZ,002442.SZ,002753.SZ,300121.SZ,300320.SZ,300587.SZ,300731.SZ,300767.SZ,600182.SH,600469.SH,601058.SH,601163.SH,601500.SH,601966.SH,603033.SH,000589.SZ,000599.SZ,002068.SZ,002224.SZ,002381.SZ,002442.SZ,002753.SZ,300121.SZ,300320.SZ,300587.SZ,300731.SZ,300767.SZ,600182.SH,600469.SH,601058.SH,601163.SH,601500.SH,601966.SH,603033.SH
2016/12/23,-1.692,-2.8501,0.2478,-0.9236,0.2542,-2.446,-0.5958,0.443,0.6283,,,,1.0323,-2.4167,-0.2381,-2.375,-5.9468,-1.2478,-10.0016,0.9916,1.5632,1.9476,3.1961,2.6984,0.4691,1.9048,1.7366,2.9288,,,,3.1621,1.7009,0.4418,3.6498,16.9312,2.7279,45.9195,4330816157,4923299492,4910289985,7596140456,2553392878,4334110729,1709457750,4887989017,4547434183,,,,5324400000,6585858830,9287215507,7070000000,4205054803,5540000000,1295035000,-17.3968,86.3253,289.9733,42.7822,47.4584,-78.9597,84.6356,133.4535,85.7345,,,,52.6374,26.6382,49.7499,35.105,109.2363,49.0547,56.8544,1.2924,2.0727,2.5135,7.4059,4.2367,6.1737,5.1987,10.5128,7.3729,,,,9.459,2.2182,2.2639,10.3459,10.9555,7.6213,7.9463,0.9518,1.7666,1.0286,11.3458,5.3119,3.747,5.1378,6.1003,6.8029,,,,3.3597,1.0359,0.9838,3.9349,5.4356,3.8059,6.7684
2016/12/26,0.5164,-0.8929,-0.3708,-3.1075,-0.6762,0.0737,1.8315,0.1103,-1.9251,,,,-5.0128,0.5124,-0.4773,-0.7072,4.0765,-0.9386,-4.9255,0.9698,1.7389,1.2112,4.1662,1.9881,0.3921,1.9299,0.6914,5.5547,,,,1.4154,1.5541,0.5059,3.065,15.0347,2.2996,28.6294,4353178375,4879341461,4892081246,7360088857,2536125640,4337306975,1740766500,4893378200,4459892526,,,,5057500000,6619603623,9242885122,7020000000,4376475507,5488000000,1231248000,-17.4866,85.5546,288.898,41.4527,47.1375,-79.0179,86.1857,133.6007,84.0841,,,,49.9989,26.7746,49.5125,34.8567,113.6893,48.5943,54.0541,1.2991,2.0542,2.5042,7.1758,4.208,6.1783,5.2939,10.5244,7.231,,,,8.9848,2.2295,2.2531,10.2728,11.4021,7.5497,7.5549,0.9567,1.7508,1.0248,10.9932,5.276,3.7498,5.2319,6.1071,6.6719,,,,3.1913,1.0412,0.9791,3.9071,5.6571,3.7702,6.435
2016/12/27,1.3699,2.0592,-0.2481,-1.2187,0.8511,1.916,2.3545,-0.9912,-3.8196,,,,-1.7143,0,-0.2398,-1.3105,-1.6387,-0.1458,0.0553,1.3266,1.5687,1.5019,2.3292,1.3757,0.6224,3.6165,0.6953,3.2698,,,,4.1201,1.2848,0.3246,2.5708,10.3287,1.5257,24.153,4412810956,4979816961,4879942087,7270389249,2557709688,4420409394,1781752500,4844875553,4289541193,,,,4970800000,6619603623,9220719930,6928000000,4304758682,5480000000,1231929000,-17.7261,87.3163,288.1811,40.9475,47.5387,-80.5319,88.2149,132.2764,80.8724,,,,49.1417,26.7746,49.3937,34.3999,111.8263,48.5234,54.084,1.3169,2.0965,2.498,7.0883,4.2438,6.2966,5.4185,10.4201,6.9548,,,,8.8308,2.2295,2.2477,10.1381,11.2153,7.5387,7.5591,0.9698,1.7869,1.0222,10.8593,5.3209,3.8216,5.3551,6.0465,6.4171,,,,3.1365,1.0412,0.9768,3.8559,5.5644,3.7647,6.4386
2016/12/28,0.1689,-2.0177,0.7463,0.0649,-1.1814,-0.1446,0.1597,0.0556,-3.4749,,,,1.5048,3.2285,-0.7212,-1.1547,-1.5441,-1.1679,-3.5563,1.4317,1.523,1.4393,1.7159,0.9058,0.3296,2.2484,0.9997,2.5375,,,,2.8436,3.2515,0.7384,2.4911,8.0779,1.6488,20.3711,4420265028,4879341461,4916359565,7275110281,2527492021,4414016900,1784598750,4847570144,4140483778,,,,5045600000,6833320647,9154224354,6848000000,4238289430,5416000000,1188118000,-17.7561,85.5546,290.3317,40.9741,46.977,-80.4154,88.3559,132.35,78.0621,,,,49.8812,27.6391,49.0375,34.0027,110.0996,47.9567,52.1606,1.3191,2.0542,2.5166,7.0929,4.1937,6.2875,5.4272,10.4259,6.7131,,,,8.9637,2.3015,2.2315,10.0211,11.0421,7.4507,7.2903,0.9715,1.7508,1.0298,10.8663,5.258,3.8161,5.3636,6.0499,6.1941,,,,3.1837,1.0748,0.9698,3.8114,5.4785,3.7208,6.2096
2016/12/29,-0.1686,0.3861,2.3457,-1.2979,-0.0854,-0.2896,1.6268,0.8894,-0.2286,,,,-0.438,-1.4815,-0.7264,-1.2558,0.4953,-0.7016,-1.9679,0.8483,1.331,3.3022,1.9103,0.8979,0.3954,1.9924,0.9191,1.7348,,,,1.6979,1.5507,0.9678,2.5498,9.5895,1.447,14.931,4412810956,4898180617,5031681580,7180689642,2525333616,4401231912,1813630500,4890683609,4131019815,,,,5023500000,6732086267,9087728777,6762000000,4259279720,5378000000,1164737000,-17.7261,85.8849,297.1419,40.4423,46.9369,-80.1825,89.7932,133.5271,77.8837,,,,49.6627,27.2296,48.6813,33.5757,110.6449,47.6202,51.1341,1.3169,2.0621,2.5757,7.0009,4.1901,6.2693,5.5155,10.5186,6.6978,,,,8.9244,2.2674,2.2153,9.8952,11.0968,7.3984,7.1468,0.9698,1.7576,1.054,10.7253,5.2535,3.805,5.4509,6.1037,6.1799,,,,3.1698,1.0589,0.9627,3.7635,5.5057,3.6947,6.0874
2016/12/30,0.8446,1.7949,1.0856,-1.1177,-0.2564,1.3798,-0.5964,0.4408,0.5727,,,,2.1997,-0.5848,-0.7317,0.4141,-1.5606,0,0.5067,0.9899,2.8853,3.9236,1.8028,0.5827,0.7064,1.6464,1.1673,2.1524,,,,2.2003,1.1658,0.9504,1.8312,8.7117,1.0192,14.3445,4450081318,4986096680,5086307797,7100432098,2518858402,4461960603,1802814750,4912240341,4154679722,,,,5134000000,6692717342,9021233201,6790000000,4192810467,5378000000,1170639000,-17.8758,87.4264,300.3678,39.9903,46.8165,-81.2888,89.2577,134.1156,78.3298,,,,50.7551,27.0704,48.3251,33.7147,108.9182,47.6202,51.3932,1.328,2.0991,2.6036,6.9226,4.1794,6.3558,5.4826,10.565,6.7361,,,,9.1207,2.2541,2.1991,9.9362,10.9236,7.3984,7.183,0.978,1.7891,1.0654,10.6054,5.24,3.8575,5.4184,6.1306,6.2153,,,,3.2395,1.0527,0.9557,3.7791,5.4197,3.6947,6.1182
2017/1/3,1.675,1.0076,2.864,1.1968,0.7712,0.2865,1.7682,1.9199,-0.7403,,,,0.1987,0.8403,1.4742,0.7953,1.1264,0.9669,1.4349,1.5341,2.1096,3.3342,1.325,0.8991,0.701,2.2272,1.4878,1.0422,,,,1.4125,1.3677,0.5015,1.9791,6.6895,1.2356,13.4664,4524622044,5036217899,5232020810,7086648778,2547317924,4474745590,1834692750,5006551044,4114636446,,,,5144200000,6748958664,9154224354,6844000000,4240038620,5430000000,1187437000,309.1229,56.7462,55.5897,44.3198,93.4831,218.0495,60.2413,34.2758,61.617,,,,68.0637,79.8208,26.1533,33.1797,103.4572,32.2504,59.9813,1.3136,2.0487,2.5679,6.2841,3.1088,6.2039,5.2035,8.2317,6.1223,,,,10.7851,2.7532,2.0903,3.4914,6.9549,4.0686,4.3304,0.8425,1.0979,1.1944,11.9774,4.701,3.6456,4.3527,4.334,5.975,,,,3.4027,0.9213,0.851,4.0799,5.2423,3.0976,6.2617
2017/1/4,0.3295,2.1197,6.2645,1.3141,0.8503,1.2143,3.1337,1.6146,0.6885,,,,0,-1.75,2.9056,1.3442,-0.5363,1.105,0.2868,1.3279,2.9271,8.1737,2.3894,1.1372,0.7114,7.7516,1.1913,1.6205,,,,1.4619,2.2951,1.2771,2.7671,7.6341,1.7484,12.4189,4539530189,5142970647,5559780814,7179771627,2568978791,4529081786,1892187000,5087388790,4142964407,,,,5144200000,6630851887,9420206660,6936000000,4217299139,5490000000,1190842000,310.1414,57.9491,59.0722,44.9022,94.2781,220.6972,62.1291,34.8293,62.0412,,,,68.0637,78.424,26.9132,33.6257,102.9024,32.6068,60.1533,1.318,2.0921,2.7288,6.3667,3.1352,6.2792,5.3665,8.3646,6.1644,,,,10.7851,2.705,2.1511,3.5383,6.9176,4.1136,4.3428,0.8452,1.1212,1.2692,12.1348,4.7409,3.6899,4.4891,4.404,6.0161,,,,3.4027,0.9052,0.8757,4.1348,5.2142,3.1318,6.2796
2017/1/5,-0.6568,0.1221,-0.1092,-0.3243,0.253,1.3409,3.0084,-0.7945,-1.8234,,,,-1.8837,-1.3571,0.9412,-1.0669,-1.7835,-0.9107,-2.3256,1.6938,2.6871,4.0325,2.181,1.4535,1.0356,8.5497,0.9564,1.2432,0.0324,,,1.6255,1.7256,1.304,2.4757,10.1469,1.5312,11.7013,4509713899,5149250221,5553711185,7156490915,2575477051,4589810477,1949112000,5046969917,4067423176,528320000,,,5047300000,6540865772,9508867428,6862000000,4142083933,5440000000,1163148000,308.1044,58.0198,59.0077,44.7566,94.5165,223.6565,63.9982,34.5525,60.91,29.9638,,,66.7816,77.3597,27.1665,33.267,101.0671,32.3098,58.7544,1.3093,2.0947,2.7258,6.3461,3.1431,6.3634,5.528,8.2981,6.052,2.6903,,,10.5819,2.6683,2.1713,3.5006,6.7942,4.0761,4.2418,0.8397,1.1225,1.2679,12.0954,4.7529,3.7394,4.6241,4.369,5.9064,7.2802,,,3.3386,0.8929,0.8839,4.0907,5.1212,3.1033,6.1336
2017/1/6,1.3223,3.7805,-0.2186,0.1301,-0.9251,-1.3231,-0.4673,-3.15,0.1741,9.9902,,,0.3031,0.086,-0.9324,-1.5156,-5.4476,-1.3971,-5.1913,2.5481,6.1004,3.9182,2.0352,1.0024,0.4312,5.4447,1.0851,1.4754,0.0038,,,1.3275,1.0847,0.6034,2.9122,12.2915,2.1758,15.2543,4569346479,5343916997,5541571925,7165803200,2551650097,4529081786,1940004000,4887989017,4074505166,581100000,,,5062600000,6546489904,9420206660,6758000000,3916438313,5364000000,1102766000,312.1785,60.2133,58.8787,44.8149,93.6421,220.6972,63.6991,33.4641,61.016,32.9572,,,66.9841,77.4262,26.9132,32.7628,95.5614,31.8584,55.7043,1.3266,2.1739,2.7198,6.3543,3.114,6.2792,5.5021,8.0367,6.0626,2.9591,,,10.614,2.6706,2.1511,3.4475,6.4241,4.0192,4.0216,0.8508,1.165,1.2651,12.1112,4.709,3.6899,4.6025,4.2314,5.9167,8.0075,,,3.3487,0.8937,0.8757,4.0287,4.8422,3.06,5.8152
2017/1/9,0.1631,-0.3525,1.7525,0.9747,0.3396,3.2463,0.4695,0.2205,0.2317,10.0224,,,-0.7052,0.4296,0.7059,-0.7695,-4.4663,-0.1119,-0.9469,1.6872,2.6524,5.522,1.9788,1.3182,2.8231,3.9173,0.6681,0.8262,0.0062,,,1.0288,1.6122,0.8726,2.6773,9.502,1.4975,8.3831,4576800552,5325078277,5638686001,7235645336,2560314444,4676109142,1949112000,4898767383,4083947820,639340000,,,5026900000,6574610565,9486702236,6706000000,3741519228,5358000000,1092324000,312.6878,60.001,59.9105,45.2517,93.9601,227.8617,63.9982,33.5379,61.1574,36.2603,,,66.5117,77.7588,27.1031,32.5107,91.2933,31.8228,55.1769,1.3288,2.1662,2.7675,6.4163,3.1246,6.4831,5.528,8.0545,6.0766,3.2557,,,10.5392,2.6821,2.1662,3.421,6.1372,4.0147,3.9835,0.8522,1.1609,1.2873,12.2292,4.7249,3.8097,4.6241,4.2407,5.9304,8.8101,,,3.3251,0.8975,0.8819,3.9977,4.6259,3.0565,5.7601
2017/1/10,0,-2.3585,-2.5834,0.7079,-0.1692,-2.6658,-0.7009,-1.3751,-0.6358,10.0041,,,-4.2949,1.5398,-1.8692,0,1.309,-0.3359,-0.2702,2.5615,2.8942,3.0458,4.412,3.9177,1.8544,2.1804,0.897,0.6686,0.0062,,,2.8753,1.9317,0.7911,2.034,7.8383,1.2481,6.7698,4576800552,5199486808,5493014888,7286862903,2555982271,4551455514,1935450000,4831402595,4057980522,703300000,,,4811000000,6675844945,9309380699,6706000000,3790496572,5340000000,1089373000,312.6878,58.5859,58.3628,45.572,93.8011,221.7875,63.5496,33.0767,60.7686,39.8878,,,63.6551,78.9561,26.5965,32.5107,92.4884,31.7159,55.0278,1.3288,2.1151,2.696,6.4617,3.1193,6.3102,5.4892,7.9437,6.038,3.5814,,,10.0865,2.7234,2.1257,3.421,6.2175,4.0012,3.9727,0.8522,1.1335,1.254,12.3158,4.7169,3.7081,4.5917,4.1824,5.8927,9.6914,,,3.1823,0.9114,0.8654,3.9977,4.6865,3.0463,5.7445
2017/1/11,-2.1173,-0.2415,-3.0939,-2.7476,-1.0169,-4.5646,-1.7353,1.952,-3.6649,10.0185,,,-4.3463,-2.1061,0,-2.714,-4.8916,-3.4457,-2.7506,1.5427,1.6535,2.6082,2.4719,2.2392,1.4123,2.5473,1.0124,1.2627,0.0319,,,3.2001,1.6016,0.7924,3.5606,8.5511,3.2464,9.5172,4479897609,5186927661,5323065256,7086648778,2529989231,4343699469,1901864250,4925713299,3909258723,773760000,,,4601900000,6535241640,9309380699,6524000000,3605082342,5156000000,1059409000,306.0673,58.4444,56.5571,44.3198,92.8472,211.6637,62.4468,33.7224,58.5415,43.884,,,60.8885,77.2932,26.5965,31.6283,87.9643,30.623,53.5142,1.3007,2.11,2.6126,6.2841,3.0876,6.0222,5.394,8.0988,5.8167,3.9402,,,9.6481,2.666,2.1257,3.3281,5.9134,3.8633,3.8635,0.8341,1.1307,1.2152,11.9774,4.669,3.5389,4.512,4.264,5.6767,10.6624,,,3.044,0.8922,0.8654,3.8892,4.4572,2.9413,5.5865
2017/1/12,2.6622,0.6053,0,-2.1682,-0.2568,0.6623,9.997,-0.9847,0,10.0134,,,3.3617,0.8606,0.7143,-1.5021,-3.9301,-1.1637,0.15,3.8283,2.4076,2.928,1.7984,1.1281,0.7915,23.9226,0.475,0.9629,0.0877,,,2.8711,1.1198,0.8042,2.7676,7.9739,1.8916,8.8333,4599162770,5218325529,5323065256,6932996078,2523490971,4372465691,2091993750,4877210651,3909258723,851240000,,,4756600000,6591482962,9375876275,6426000000,3463397883,5096000000,1060998000,314.2156,58.7981,56.5571,43.3589,92.6087,213.0655,68.6896,33.3903,58.5415,48.2783,,,62.9354,77.9583,26.7865,31.1532,84.5072,30.2667,53.5945,1.3353,2.1228,2.6126,6.1479,3.0797,6.0621,5.9332,8.019,5.8167,4.3347,,,9.9725,2.689,2.1409,3.2781,5.681,3.8184,3.8693,0.8563,1.1376,1.2152,11.7177,4.657,3.5623,4.9631,4.2221,5.6767,11.73,,,3.1463,0.8998,0.8716,3.8308,4.2821,2.9071,5.5949
2017/1/13,-2.269,-3.0084,-5.3592,-2.552,-1.7167,-1.9006,-2.966,-0.9392,-3.2609,9.9878,,,-2.2873,-3.413,-0.9456,-3.4236,-1.8182,-0.7849,-3.1023,2.5953,2.224,3.7682,1.8144,1.1955,0.583,29.1739,0.4843,1.0104,0.4735,,,1.9746,1.5202,1.1581,4.5652,9.2766,4.2807,9.5168,4494805754,5061336193,5037792659,6756062666,2480169237,4289363273,2029945500,4831402595,3781782895,936260000,,,4647800000,6366517673,9287215507,6206000000,3400427012,5056000000,1028083000,307.0859,57.0292,53.5261,42.2524,91.0189,209.016,66.6523,33.0767,56.6325,53.1002,,,61.4958,75.2976,26.5332,30.0867,82.9707,30.0291,51.9318,1.305,2.0589,2.4726,5.991,3.0268,5.9469,5.7572,7.9437,5.627,4.7677,,,9.7444,2.5972,2.1207,3.1659,5.5777,3.7884,3.7492,0.8369,1.1034,1.1501,11.4187,4.577,3.4946,4.8159,4.1824,5.4916,12.9016,,,3.0744,0.8691,0.8633,3.6996,4.2042,2.8843,5.4213
2017/1/16,-3.8143,-0.9926,-0.241,-5.5134,-8.7336,-8.0477,-8.7213,-1.2828,-2.0599,9.5807,,,-4.6452,-2.3852,-0.4773,-4.8985,-8.7963,1.9778,-5.1446,2.6532,2.3196,5.3221,2.541,3.3553,1.2055,13.8487,0.8415,1.8819,63.5259,,,2.6248,1.4615,1.2954,4.7249,9.9575,5.2695,8.3548,4323362085,5011099605,5025653400,6383571272,2263560570,3944168613,1852908750,4769426990,3703881000,1025960000,,,4431900000,6214666103,9426365122,5902000000,3101315377,5156000000,975192000,295.3728,56.4632,53.3971,39.9228,83.0696,192.195,60.8394,32.6524,55.4659,58.1876,,,58.6392,73.5017,26.4066,28.6129,75.6723,30.623,49.2601,1.2552,2.0385,2.4666,5.6607,2.7625,5.4683,5.2551,7.8418,5.5111,5.2244,,,9.2917,2.5352,2.1106,3.0108,5.0871,3.8633,3.5563,0.805,1.0924,1.1473,10.7891,4.1773,3.2134,4.3959,4.1288,5.3785,14.1377,,,2.9315,0.8484,0.8592,3.5184,3.8344,2.9413,5.1424
2017/1/17,0.8621,-0.3759,3.5024,1.5317,0.4785,4.1329,-1.5054,0,1.0835,-3.2438,,,1.7645,2.0814,-0.4796,2.9482,7.3322,0.3491,3.2821,1.5275,1.3631,3.0662,1.7874,1.319,1.1667,8.901,0.6631,1.4989,55.1521,,,1.4996,0.7486,1.1411,4.2423,13.8146,2.4842,9.2458,4360632448,4992260885,5201672661,6481350263,2274391004,4107177202,1825015500,4769426990,3744012279,992680000,,,4510100000,6344021144,9381154738,6076000000,3328710188,5174000000,1007199000,297.9191,56.2509,55.2673,40.5343,83.4671,200.1383,59.9235,32.6524,56.0669,56.3001,,,59.6739,75.0316,26.2799,29.4564,81.2208,30.73,50.8769,1.266,2.0308,2.553,5.7474,2.7757,5.6943,5.176,7.8418,5.5708,5.055,,,9.4557,2.588,2.1004,3.0996,5.4601,3.8768,3.6731,0.8119,1.0883,1.1875,10.9544,4.1973,3.3462,4.3297,4.1288,5.4368,13.6791,,,2.9833,0.8661,0.8551,3.6221,4.1155,2.9516,5.3112
2017/1/18,0.8547,0.1258,-2.3337,-0.2874,-0.6667,1.323,4.3668,-1.0734,-0.3153,-7.9361,,,0.2639,0.4433,0,-1.9421,-4.4666,-2.3579,-3.6286,1.2526,1.294,3.104,0.9997,0.9287,0.5957,19.2005,0.4535,0.5754,36.5742,,,0.9874,0.642,0.2658,2.4334,7.8574,1.4874,5.5675,4397902810,4998540458,5080280067,6462725693,2259228397,4161513399,1904710500,4718229752,3732208962,913900000,,,4522000000,6372141805,9381154738,5958000000,3180028965,5052000000,970652000,300.4654,56.3217,53.9775,40.4178,82.9106,202.786,62.5403,32.3019,55.8901,51.8321,,,59.8313,75.3642,26.2799,28.8844,77.5929,30.0054,49.0308,1.2769,2.0334,2.4934,5.7309,2.7572,5.7696,5.402,7.7576,5.5533,4.6538,,,9.4806,2.5995,2.1004,3.0394,5.2162,3.7854,3.5398,0.8189,1.0897,1.1598,10.9229,4.1693,3.3904,4.5188,4.0844,5.4196,12.5935,,,2.9911,0.8699,0.8551,3.5518,3.9317,2.882,5.1185
2017/1/19,-0.339,0.7538,10.0358,3.0259,-0.2876,1.8433,-4.3634,-6.6248,-0.253,-3.4708,,,-4.1353,0,-0.7229,0.1343,2.2552,-0.8314,0.1637,1.0619,1.178,14.3534,3.5284,0.7063,0.7882,9.5224,1.072,0.5643,23.4072,,,2.0628,0.7172,0.2981,2.5183,12.0417,1.2811,5.9013,4382994665,5036217899,5590128963,6658283675,2252730137,4238223323,1821600000,4405657135,3722766308,882180000,,,4335000000,6372141805,9313339162,5966000000,3251745790,5010000000,972241000,299.4469,56.7462,59.3946,41.6408,82.6722,206.524,59.8114,30.162,55.7487,50.0331,,,57.3571,75.3642,26.0899,28.9232,79.3428,29.7559,49.1111,1.2725,2.0487,2.7437,5.9043,2.7492,5.876,5.1663,7.2437,5.5392,4.4923,,,9.0886,2.5995,2.0853,3.0435,5.3338,3.7539,3.5456,0.8161,1.0979,1.2762,11.2534,4.1573,3.4529,4.3216,3.8138,5.4059,12.1564,,,2.8675,0.8699,0.8489,3.5565,4.0204,2.858,5.1269
2017/1/20,1.1905,0.9975,-0.9772,0.5594,1.5385,0.6033,0,3.6086,5.1363,5.1282,,,2.8627,1.9417,0.9709,1.2404,0.4303,1.3972,2.5683,0.903,1.7163,8.9731,1.9469,1.5384,0.354,5.2878,0.9869,0.9672,25.8953,,,1.926,0.6836,0.3099,2.9226,7.9756,1.4163,6.5723,4435173173,5086454486,5535502296,6695532814,2287387524,4263793298,1821600000,4564638035,3913980050,927420000,,,4459100000,6495872714,9403759930,6040000000,3265739317,5080000000,997211000,303.0118,57.3123,58.8142,41.8738,83.944,207.77,59.8114,31.2504,58.6122,52.5989,,,58.9991,76.8275,26.3432,29.2819,79.6843,30.1717,50.3724,1.2877,2.0692,2.7168,5.9373,2.7915,5.9114,5.1663,7.5051,5.8237,4.7227,,,9.3487,2.65,2.1055,3.0812,5.3568,3.8064,3.6366,0.8258,1.1088,1.2637,11.3164,4.2213,3.4738,4.3216,3.9515,5.6836,12.7798,,,2.9495,0.8868,0.8572,3.6006,4.0377,2.8979,5.2585
2017/1/23,2.1849,0.8642,1.3158,1.5299,1.7992,0.2249,0.375,0.2952,2.5935,0.4486,,,1.6775,0.0866,0.4808,0.9934,0.5356,0.3543,1.2975,1.9098,1.5739,5.8015,2.4523,1.1265,0.5538,4.2749,0.5516,1.7042,20.5352,,,1.5366,0.53,0.779,2.473,5.8157,1.331,5.077,4532076116,5130411500,5608337852,6797967948,2328543170,4273382038,1828431000,4578110992,4015488579,931580000,,,4533900000,6501496846,9448970315,6100000000,3283231225,5098000000,1010150000,309.6322,57.8076,59.5881,42.5144,85.4544,208.2372,60.0357,31.3426,60.1323,52.8348,,,59.9888,76.8941,26.4699,29.5728,80.1111,30.2786,51.026,1.3158,2.087,2.7526,6.0281,2.8418,5.9247,5.1857,7.5272,5.9748,4.7438,,,9.5056,2.6522,2.1156,3.1118,5.3855,3.8199,3.6838,0.8438,1.1184,1.2803,11.4895,4.2972,3.4816,4.3378,3.9631,5.831,12.8371,,,2.999,0.8876,0.8613,3.6364,4.0593,2.9082,5.3268
2017/1/24,1.6447,3.06,-1.9481,-1.4384,0.9302,-1.0471,0.4047,1.5303,-1.2346,-4.1027,,,0.1875,3.2872,0,-0.9836,-2.8769,0.51,-3.1011,2.8119,3.5985,5.6173,1.2426,1.5237,0.4143,3.5978,0.6508,0.5018,13.3572,,,1.0174,1.2415,0.3876,1.9633,5.2648,1.822,4.357,4606616842,5287400836,5499084517,6700188957,2350204037,4228634583,1835831250,4648170372,3965914646,893360000,,,4542400000,6715213871,9448970315,6040000000,3188774920,5124000000,978824000,314.7248,59.5765,58.4273,41.9029,86.2493,206.0567,60.2787,31.8223,59.3899,50.6671,,,60.1012,79.4217,26.4699,29.2819,77.8063,30.433,49.4436,1.3375,2.1509,2.699,5.9414,2.8682,5.8627,5.2067,7.6424,5.901,4.5492,,,9.5234,2.7394,2.1156,3.0812,5.2305,3.8393,3.5696,0.8577,1.1527,1.2554,11.3242,4.3372,3.4451,4.3554,4.0238,5.759,12.3104,,,3.0046,0.9167,0.8613,3.6006,3.9425,2.923,5.1616
2017/1/25,-0.9709,-0.7126,1.9868,0.9729,2.3041,0.4535,0.155,-1.7391,-0.9524,4.9476,,,3.7425,0,2.6316,1.3576,0.0549,-0.1171,3.4787,1.8264,1.3898,8.4045,1.2034,2.2262,0.4367,2.844,1.6156,0.5575,17.4063,,,2.1777,0.5908,1.2358,2.187,4.0913,1.3431,8.8967,4561892407,5249723396,5608337852,6765374951,2404356204,4247812064,1838677500,4567332626,3928144031,937560000,,,4712400000,6715213871,9697627428,6122000000,3190524110,5118000000,1012874000,311.6692,59.1519,59.5881,42.3106,88.2366,206.9912,60.3721,31.2688,58.8243,53.174,,,62.3505,79.4217,27.1665,29.6794,77.849,30.3974,51.1636,1.3245,2.1356,2.7526,5.9992,2.9343,5.8893,5.2148,7.5095,5.8448,4.7743,,,9.8798,2.7394,2.1713,3.1231,5.2334,3.8348,3.6938,0.8494,1.1444,1.2803,11.4344,4.4371,3.4608,4.3621,3.9538,5.7041,12.9195,,,3.1171,0.9167,0.8839,3.6495,3.9447,2.9196,5.3411
2017/1/26,-0.3268,-0.8373,-0.974,0.0688,-0.3604,0.0752,-0.1238,0.885,1.6226,3.4387,,,0.8658,0,0.2331,-0.1307,-0.2741,0,1.0982,1.4347,1.2766,3.915,0.8902,1.5673,0.5103,2.2853,0.9115,0.7504,21.0949,,,1.716,,0.5191,1.8688,3.1598,1.1032,6.4831,4546984262,5205766382,5553711185,6770031093,2395691857,4251008311,1836400500,4607751499,3991881945,969800000,,,4753200000,6715213871,9720232620,6114000000,3181778156,5118000000,1023997000,310.6507,58.6566,59.0077,42.3397,87.9187,207.147,60.2974,31.5456,59.7788,55.0025,,,62.8904,79.4217,27.2298,29.6407,77.6356,30.3974,51.7254,1.3201,2.1177,2.7258,6.0034,2.9237,5.8937,5.2083,7.576,5.9396,4.9385,,,9.9653,2.7394,2.1764,3.119,5.2191,3.8348,3.7343,0.8466,1.1349,1.2679,11.4423,4.4211,3.4634,4.3567,3.9888,5.7967,13.3638,,,3.1441,0.9167,0.886,3.6448,3.9339,2.9196,5.3998
2017/2/3,-0.8197,-3.7394,2.5137,-0.8253,0.0904,0.1504,1.1779,-3.0994,0.1774,-0.563,,,-4.0415,0,-1.1628,-0.8178,2.199,-0.6252,-0.9532,0.8374,2.2266,6.0611,0.6636,1.145,0.1642,2.5269,0.8526,0.3036,15.8705,,,1.8315,,0.4539,1.1539,5.0332,0.7902,3.7361,4509713899,5011099605,5693312668,6714157384,2397857944,4257400804,1858032000,4464938149,3998963935,964340000,,,4561100000,6715213871,9607206660,6064000000,3251745790,5086000000,1014236000,308.1044,56.4632,60.4909,41.9903,87.9982,207.4585,61.0076,30.5678,59.8848,54.6928,,,60.3487,79.4217,26.9132,29.3983,79.3428,30.2073,51.2324,1.3093,2.0385,2.7943,5.9538,2.9264,5.9026,5.2696,7.3412,5.9502,4.9107,,,9.5626,2.7394,2.1511,3.0935,5.3338,3.8109,3.6987,0.8397,1.0924,1.2997,11.3478,4.4251,3.4686,4.408,3.8652,5.807,13.2885,,,3.017,0.9167,0.8757,3.615,4.0204,2.9014,5.3483
