ÈÕÆÚ,000589.SZ,000599.SZ,002068.SZ,002224.SZ,002381.SZ,002442.SZ,002753.SZ,300121.SZ,300320.SZ,300587.SZ,300731.SZ,300767.SZ,600182.SH,600469.SH,601058.SH,601163.SH,601500.SH,601966.SH,603033.SH,000589.SZ,000599.SZ,002068.SZ,002224.SZ,002381.SZ,002442.SZ,002753.SZ,300121.SZ,300320.SZ,300587.SZ,300731.SZ,300767.SZ,600182.SH,600469.SH,601058.SH,601163.SH,601500.SH,601966.SH,603033.SH,000589.SZ,000599.SZ,002068.SZ,002224.SZ,002381.SZ,002442.SZ,002753.SZ,300121.SZ,300320.SZ,300587.SZ,300731.SZ,300767.SZ,600182.SH,600469.SH,601058.SH,601163.SH,601500.SH,601966.SH,603033.SH,000589.SZ,000599.SZ,002068.SZ,002224.SZ,002381.SZ,002442.SZ,002753.SZ,300121.SZ,300320.SZ,300587.SZ,300731.SZ,300767.SZ,600182.SH,600469.SH,601058.SH,601163.SH,601500.SH,601966.SH,603033.SH,000589.SZ,000599.SZ,002068.SZ,002224.SZ,002381.SZ,002442.SZ,002753.SZ,300121.SZ,300320.SZ,300587.SZ,300731.SZ,300767.SZ,600182.SH,600469.SH,601058.SH,601163.SH,601500.SH,601966.SH,603033.SH,000589.SZ,000599.SZ,002068.SZ,002224.SZ,002381.SZ,002442.SZ,002753.SZ,300121.SZ,300320.SZ,300587.SZ,300731.SZ,300767.SZ,600182.SH,600469.SH,601058.SH,601163.SH,601500.SH,601966.SH,603033.SH
2014/12/31,0.2994,1.0381,0,0.1153,1.371,0,,0.7538,5.2571,,,,0.4745,0.4102,4.0523,,,,,1.3195,0.682,,1.4809,0.6134,,,2.1066,5.2391,,,,0.9343,1.0963,0.7691,,,,,3275276615,3064888817,4178180032,3932353782,1815253812,1952801665,,1059598198,1274903000,,,,2879800000,4589291892,6017760000,,,,,29.9209,142.3608,162.3541,38.4817,20.4794,198.2935,,142.8637,36.3312,,,,20.3789,14.6594,33.8977,,,,,2.1822,2.5276,3.25,5.3838,2.7384,3.3941,,4.9697,3.7797,,,,5.6826,1.8563,2.9283,,,,,0.8021,0.7473,0.6979,6.0162,2.597,1.6502,,3.5535,3.82,,,,1.2387,0.5375,1.0347,,,,
2015/1/5,2.0896,2.7397,0,-1.0369,0.2387,0,,0.4988,-0.4886,,,,-3.8961,5.0654,-0.3141,,,,,2.0222,1.9941,,1.4191,1.1355,,,2.4449,3.2723,,,,2.4725,3.2043,1.1233,,,,,3343715231,3148858374,4178180032,3891580529,1819586160,1952801665,,1064882977,1268673832,,,,2767600000,4821756023,5998860000,,,,,31.9265,69.5733,43.2368,28.4817,22.0989,257.8695,,83.9345,29.8176,,,,26.4673,14.5322,24.8225,,,,,1.4058,1.6226,3.0229,4.5892,2.5414,3.4014,,4.807,3.4148,,,,4.9093,1.7249,1.9581,,,,,0.9534,1.0175,0.6774,5.7996,2.6753,1.5867,,3.0365,2.9202,,,,1.3879,0.5904,0.7435,,,,
2015/1/6,1.9006,1.5,0,0,2.619,0,,4.7146,1.3639,,,,0.9828,3.0327,-1.0712,,,,,2.4648,2.0258,,2.6389,2.1562,,,2.9813,2.9313,,,,1.641,3.1349,1.0631,,,,,3407265374,3196091250,4178180032,3891580529,1867241988,1952801665,,1115088377,1285977076,,,,2794800000,4967983461,5934600000,,,,,32.5333,70.6169,43.2368,28.4817,22.6777,257.8695,,87.8917,30.2242,,,,26.7274,14.9729,24.5566,,,,,1.4325,1.647,3.0229,4.5892,2.6079,3.4014,,5.0337,3.4614,,,,4.9576,1.7772,1.9372,,,,,0.9715,1.0327,0.6774,5.7996,2.7453,1.5867,,3.1796,2.96,,,,1.4016,0.6083,0.7355,,,,
2015/1/7,-0.1435,-0.821,0,-1.0477,-0.9281,0,,-1.1848,-0.5382,,,,-0.6691,0.1509,2.4204,,,,,2.0167,1.5358,,3.1015,1.0132,,,1.7565,2.9709,,,,1.1464,1.8453,1.4945,,,,,3402376902,3169850763,4178180032,3850807275,1849912596,1952801665,,1101876430,1279055778,,,,2776100000,4975482304,6078240000,,,,,32.4867,70.0371,43.2368,28.1833,22.4673,257.8695,,86.8503,30.0616,,,,26.5486,14.9955,25.151,,,,,1.4304,1.6334,3.0229,4.5411,2.5837,3.4014,,4.974,3.4428,,,,4.9244,1.7799,1.9841,,,,,0.9701,1.0242,0.6774,5.7389,2.7199,1.5867,,3.1419,2.9441,,,,1.3922,0.6092,0.7533,,,,
2015/1/8,-2.4425,-1.9868,0,-1.1765,0.4684,0,,0.3597,-2.5974,,,,-0.7961,-0.9043,1.6791,,,,,1.7608,1.2127,,3.0011,1.0187,,,1.4831,1.8853,,,,0.9415,2.1529,1.1187,,,,,3319272868,3106873596,4178180032,3805503660,1858577292,1952801665,,1105840014,1245833550,,,,2754000000,4930489246,6180300000,,,,,31.6932,68.6457,43.2368,27.8517,22.5725,257.8695,,87.1627,29.2807,,,,26.3372,14.8599,25.5733,,,,,1.3955,1.601,3.0229,4.4877,2.5958,3.4014,,4.9919,3.3533,,,,4.8852,1.7638,2.0174,,,,,0.9464,1.0039,0.6774,5.6713,2.7326,1.5867,,3.1532,2.8676,,,,1.3811,0.6037,0.766,,,,
2015/1/9,-1.4728,-0.5068,4.7134,0.119,-0.9324,0,,2.27,-0.8889,,,,-0.1852,-0.7605,-1.1009,,,,,1.2638,0.9058,4.0043,1.6842,0.9814,,,4.817,2.1513,,,,0.8863,1.4848,0.8862,,,,,3270388143,3091129304,4990062759,3810034022,1841247900,1952801665,,1130942715,1234759474,,,,2748900000,4892995031,6112260000,,,,,31.2264,68.2978,51.6384,27.8848,22.362,257.8695,,89.1413,29.0205,,,,26.2885,14.7469,25.2918,,,,,1.375,1.5929,3.6103,4.493,2.5716,3.4014,,5.1052,3.3235,,,,4.8762,1.7504,1.9952,,,,,0.9325,0.9988,0.809,5.6781,2.7071,1.5867,,3.2248,2.8421,,,,1.3785,0.5991,0.7576,,,,
2015/1/12,-3.7369,-0.5093,-4.9878,2.0214,-5.0196,0,,-5.1402,-1.7937,,,,-2.5974,0.9962,-3.0303,,,,,1.5804,1.0961,1.6997,2.0193,1.9644,,,2.0329,1.7278,,,,1.2209,2.2184,0.9098,,,,,3148176329,3075385012,4741166685,3887050167,1748824476,1952801665,,1072810145,1212611322,,,,2677500000,4941737511,5927040000,,,,,30.0595,67.9499,49.0627,28.4485,21.2395,257.8695,,84.5593,28.4999,,,,25.6056,14.8938,24.5254,,,,,1.3236,1.5848,3.4303,4.5838,2.4426,3.4014,,4.8428,3.2639,,,,4.7495,1.7678,1.9347,,,,,0.8976,0.9937,0.7687,5.7929,2.5712,1.5867,,3.0591,2.7911,,,,1.3427,0.6051,0.7346,,,,
2015/1/13,2.0186,0.3413,-2.1767,2.7972,2.0644,0,,4.9261,-0.1712,,,,0.9524,7.3596,5.4209,,,,,1.1291,0.6225,1.728,1.9776,1.4167,,,2.7526,3.4345,,,,0.7538,4.4808,1.5116,,,,,3211726472,3085881207,4637965873,3995778843,1784927376,1952801665,,1125657936,1210534933,,,,2703000000,5305431394,6248340000,,,,,30.6663,68.1818,47.9948,29.2443,21.678,257.8695,,88.7248,28.4511,,,,25.8495,15.99,25.8549,,,,,1.3503,1.5902,3.3556,4.7121,2.493,3.4014,,5.0814,3.2583,,,,4.7948,1.8979,2.0396,,,,,0.9158,0.9971,0.752,5.9549,2.6243,1.5867,,3.2098,2.7864,,,,1.3555,0.6496,0.7744,,,,
2015/1/14,-1.9787,-0.6803,-2.4869,-1.1338,0.8091,0,,-1.7606,1.0863,,,,-0.3774,-1.1307,-2.9038,,,,,0.9866,0.8838,1.6568,1.8778,0.8697,,,1.5523,1.8203,,,,0.9722,2.8217,1.3034,,,,,3148176329,3064888817,4522623790,3950475228,1799368536,1952801665,,1105840014,1223685398,,,,2692800000,5245440651,6988170000,,,,,30.0595,67.718,46.8012,28.9127,21.8534,257.8695,,87.1627,28.7602,,,,25.752,15.8092,25.1041,,,,,1.3236,1.5793,3.2721,4.6586,2.5131,3.4014,,4.9919,3.2937,,,,4.7767,1.8765,1.9804,,,,,0.8976,0.9903,0.7333,5.8874,2.6455,1.5867,,3.1532,2.8166,,,,1.3504,0.6423,0.7519,,,,
2015/1/15,2.3292,1.1986,4.0268,0.8028,0.6421,0,,-0.2389,-0.905,,,,1.9571,5.7184,-0.9346,,,,,0.9942,0.8991,1.6433,1.4657,1.4703,,,1.3336,1.6592,,,,1.0615,3.9875,1.0654,,,,,3221503417,3101625498,4704742869,3982187759,1810921464,1952801665,,1103197625,1212611322,,,,2745500000,5545394369,6922860000,,,,,30.7596,68.5297,48.6858,29.1448,21.9937,257.8695,,86.9544,28.4999,,,,26.2559,16.7132,24.8695,,,,,1.3544,1.5983,3.4039,4.696,2.5293,3.4014,,4.98,3.2639,,,,4.8701,1.9838,1.9618,,,,,0.9185,1.0022,0.7628,5.9347,2.6625,1.5867,,3.1457,2.7911,,,,1.3768,0.679,0.7449,,,,
2015/1/16,0.1517,0.1692,-0.6452,4.6644,0.2392,0,,1.0778,2.7968,,,,-0.4334,1.2847,1.6352,,,,,0.9251,1.0479,1.7098,3.6343,1.4283,,,2.0856,2.0788,,,,1.0499,4.5997,2.1009,,,,,3226391890,3106873596,4674389689,4167932580,1815253812,1952801665,,1115088377,1246525680,,,,2733600000,5616633377,7036064000,,,,,30.8063,68.6457,48.3717,30.5042,22.0463,257.8695,,87.8917,29.297,,,,26.1421,16.9279,25.2761,,,,,1.3565,1.601,3.3819,4.9151,2.5353,3.4014,,5.0337,3.3552,,,,4.849,2.0093,1.9939,,,,,0.9199,1.0039,0.7579,6.2115,2.6689,1.5867,,3.1796,2.8692,,,,1.3709,0.6877,0.7571,,,,
2015/1/19,-6.0606,-4.0541,-4.026,-2.9348,-1.8298,0,,2.4882,-2.8318,,,,-2.6119,-4.8064,1.1757,,,,,1.8924,1.6278,1.8407,3.5334,1.595,,,6.7989,3.1392,,,,1.7826,3.3281,2.0659,,,,,3030852987,2980919261,4486199974,4045612820,1782039144,1952801665,,1142833467,1211227063,,,,2662200000,5346675030,7118790000,,,,,28.9393,65.8627,46.4243,29.609,21.6429,257.8695,,90.0786,28.4674,,,,25.4593,16.1143,25.5733,,,,,1.2742,1.5361,3.2458,4.7708,2.4889,3.4014,,5.1589,3.2602,,,,4.7224,1.9127,2.0174,,,,,0.8642,0.9632,0.7273,6.0292,2.6201,1.5867,,3.2587,2.788,,,,1.3351,0.6547,0.766,,,,
2015/1/20,2.2581,3.5211,4.6008,3.6954,3.1605,0,,3.1214,3.8857,,,,2.5543,3.2258,6.7278,,,,,0.9984,1.2419,1.8558,2.7855,2.0179,,,4.1838,1.9136,,,,1.3888,2.5804,2.9521,,,,,3099291603,3085881207,4692601597,4195114749,1838359668,1952801665,,1178505726,1258291886,,,,2730200000,5519148419,7597730000,,,,,29.5927,68.1818,48.5602,30.7032,22.327,257.8695,,92.8903,29.5736,,,,26.1096,16.6341,27.2939,,,,,1.303,1.5902,3.3951,4.9471,2.5676,3.4014,,5.32,3.3869,,,,4.843,1.9744,2.1531,,,,,0.8837,0.9971,0.7608,6.252,2.7029,1.5867,,3.3605,2.8963,,,,1.3692,0.6758,0.8175,,,,
2015/1/21,2.3659,2.7211,3.4929,3.9957,2.9851,0,,1.3453,2.8603,,,,2.1793,1.5625,1.6619,,,,,1.1168,2.0633,2.2765,3.8143,2.8371,,,8.0419,3.9929,,,,1.7438,1.9327,2.5752,,,,,3172618691,3169850763,4856508768,4362738125,1893236076,1952801665,,1194360063,1294282633,,,,2789700000,5605385113,7723996000,,,,,30.2929,70.0371,50.2563,31.93,22.9934,257.8695,,94.1399,30.4194,,,,26.6786,16.894,27.7474,,,,,1.3338,1.6334,3.5137,5.1448,2.6443,3.4014,,5.3915,3.4837,,,,4.9485,2.0052,2.1889,,,,,0.9046,1.0242,0.7874,6.5018,2.7835,1.5867,,3.4057,2.9791,,,,1.399,0.6864,0.8311,,,,
2015/1/22,1.2327,2.649,4.125,0.8307,0,0,,1.6593,2.6738,,,,0.975,0.2007,0.2255,,,,,1.2735,5.329,2.2049,2.445,2.174,,,5.0782,3.9727,,,,1.2726,1.866,2.1639,,,,,3211726472,3253820320,5056839755,4398981017,1893236076,1952801665,,1214177984,1328889120,,,,2816900000,5616633377,7741412000,,,,,30.6663,71.8924,52.3294,32.1952,22.9934,257.8695,,95.702,31.2328,,,,26.9388,16.9279,27.81,,,,,1.3503,1.6767,3.6586,5.1875,2.6443,3.4014,,5.481,3.5769,,,,4.9968,2.0093,2.1938,,,,,0.9158,1.0514,0.8199,6.5558,2.7835,1.5867,,3.4622,3.0588,,,,1.4126,0.6877,0.833,,,,
2015/1/23,-1.2177,-1.9355,-1.8007,2.4717,-1.6781,0,,-2.2851,-2.4479,,,,-1.0863,-3.6716,1.9685,,,,,1.2301,2.2488,1.8527,4.0602,2.0698,,,2.6635,2.2331,,,,1.3206,2.6365,2.9367,,,,,3172618691,3190843152,4965780215,4507709693,1861465524,1952801665,,1186432894,1296359022,,,,2786300000,5410415196,7893802000,,,,,30.2929,70.501,51.3871,32.991,22.6076,257.8695,,93.5151,30.4682,,,,26.6461,16.3064,28.3575,,,,,1.3338,1.6442,3.5928,5.3158,2.5999,3.4014,,5.3557,3.4893,,,,4.9425,1.9355,2.237,,,,,0.9046,1.031,0.8051,6.7178,2.7368,1.5867,,3.3831,2.9839,,,,1.3973,0.6625,0.8494,,,,
2015/1/26,2.9276,2.7961,4.2787,-1.608,3.1808,0,,1.559,6.3001,,,,0.9152,1.386,-0.2758,,,,,1.5362,2.422,2.0334,2.9833,2.7017,,,1.6872,4.1714,,,,1.3172,2.0863,3.0592,,,,,3265499670,3280060806,5178252474,4435223909,1920674280,1952801665,,1204929621,1378030332,,,,2811800000,5485403625,7872032000,,,,,31.1797,72.4722,53.5858,32.4605,23.3267,257.8695,,94.973,32.3878,,,,26.89,16.5324,28.2792,,,,,1.3729,1.6902,3.7465,5.2303,2.6826,3.4014,,5.4392,3.7092,,,,4.9877,1.9623,2.2308,,,,,0.9311,1.0599,0.8395,6.6098,2.8239,1.5867,,3.4358,3.1719,,,,1.4101,0.6717,0.847,,,,
2015/1/27,1.3473,2.4,0.3517,-0.4086,1.0526,0,,0.4386,3.6665,,,,2.9021,7.1087,2.7655,,,,,1.9907,5.4195,1.7157,2.566,4.008,,,2.4541,7.8562,,,,3.1211,4.0423,4.5101,,,,,3309495923,3358782266,5196464382,4417102463,1940891904,1952801665,,1210214400,1428555804,,,,2893400000,5875343459,8089732000,,,,,31.5998,74.2115,53.7742,32.3279,23.5722,257.8695,,95.3895,33.5753,,,,27.6704,17.7076,29.0613,,,,,1.3914,1.7308,3.7597,5.2089,2.7108,3.4014,,5.4631,3.8452,,,,5.1325,2.1018,2.2925,,,,,0.9436,1.0853,0.8425,6.5828,2.8536,1.5867,,3.4509,3.2882,,,,1.451,0.7194,0.8705,,,,
2015/1/28,-0.8863,-1.4063,-2.8037,-2.359,-0.5208,0,,0.2183,-1.8411,,,,-1.9976,-1.2763,-3.606,,,,,1.4732,3.2461,1.6924,1.7851,1.5085,,,1.9912,2.7243,,,,1.9022,2.4437,3.4332,,,,,3280165088,3311549390,5050769119,4312904148,1930783092,1952801665,,1212856790,1402254874,,,,2835600000,5800355030,7798014000,,,,,31.3198,73.1679,52.2666,31.5652,23.4494,257.8695,,95.5978,32.9571,,,,27.1176,17.4816,28.0133,,,,,1.3791,1.7064,3.6543,5.086,2.6967,3.4014,,5.475,3.7744,,,,5.03,2.075,2.2099,,,,,0.9353,1.07,0.8189,6.4275,2.8388,1.5867,,3.4584,3.2277,,,,1.422,0.7102,0.8391,,,,
2015/1/29,-1.3413,-1.9017,0,-0.8403,0,0,,-0.3268,0.4936,,,,-0.7794,-1.0989,-1.5634,,,,,1.324,1.6849,1.0671,1.3552,1.6615,,,1.8062,2.2406,,,,1.4444,1.4888,1.7437,,,,,3236168835,3248572223,5050769119,4276661256,1930783092,1952801665,,1208893205,1409176171,,,,2813500000,5736614864,7676102000,,,,,30.8997,71.7765,52.2666,31.3,23.4494,257.8695,,95.2854,33.1198,,,,26.9062,17.2895,27.5754,,,,,1.3606,1.674,3.6543,5.0433,2.6967,3.4014,,5.4571,3.793,,,,4.9908,2.0522,2.1753,,,,,0.9227,1.0497,0.8189,6.3735,2.8388,1.5867,,3.4471,3.2436,,,,1.4109,0.7024,0.826,,,,
2015/1/30,1.5106,-0.6462,-0.9615,-0.1059,-0.7479,0,,-3.6066,-3.5363,,,,-1.3897,-0.8497,-2.2689,,,,,1.7438,1.2474,0.5923,1.5983,1.6406,,,1.9649,1.4178,,,,1.1113,1.4736,1.2254,,,,,3285053560,3227579833,5002204031,4272130895,1916341932,1952801665,,1165293778,1359342829,,,,2774400000,5687872385,7501942000,,,,,31.3664,71.3126,51.764,31.2668,23.2741,257.8695,,91.8489,31.9485,,,,26.5323,17.1426,26.9497,,,,,1.3811,1.6632,3.6191,5.0379,2.6765,3.4014,,5.2603,3.6589,,,,4.9214,2.0348,2.1259,,,,,0.9367,1.0429,0.811,6.3668,2.8175,1.5867,,3.3228,3.1289,,,,1.3913,0.6965,0.8072,,,,
2015/2/2,1.1905,0,8.1311,1.2725,-0.1507,0,,1.8141,-0.7128,,,,-1.8995,-2.7686,-0.7545,,,,,2.5637,1.445,4.1141,1.3306,0.9882,,,1.4752,1.2487,,,,1.3937,1.4834,1.6311,,,,,3324161341,3227579833,5408936640,4326495233,1913453700,1952801665,,1186432894,1349653013,,,,2721700000,5530396683,7445340000,,,,,31.7398,71.3126,55.973,31.6647,23.239,257.8695,,93.5151,31.7208,,,,26.0283,16.668,26.7464,,,,,1.3976,1.6632,3.9134,5.1021,2.6725,3.4014,,5.3557,3.6328,,,,4.8279,1.9784,2.1099,,,,,0.9478,1.0429,0.8769,6.4478,2.8133,1.5867,,3.3831,3.1066,,,,1.3649,0.6772,0.8011,,,,
2015/2/3,0,0.4878,2.3569,1.6754,0.9057,0,,2.4499,0.9231,,,,0.812,0.9492,1.8129,,,,,1.277,1.3408,3.0713,1.0764,1.1348,,,2.41,1.1863,,,,1.005,0.8953,1.8714,,,,,3324161341,3243324125,5536419996,4398981017,1930783092,1952801665,,1215499179,1362111348,,,,2743800000,5582888584,7580314000,,,,,31.7398,71.6605,57.2922,32.1952,23.4494,257.8695,,95.8061,32.0136,,,,26.2397,16.8262,27.2313,,,,,1.3976,1.6713,4.0056,5.1875,2.6967,3.4014,,5.4869,3.6663,,,,4.8671,1.9972,2.1482,,,,,0.9478,1.048,0.8976,6.5558,2.8388,1.5867,,3.4659,3.1353,,,,1.376,0.6836,0.8156,,,,
2015/2/4,-2.0588,-0.1618,-1.3158,-0.103,0.2244,0,,-0.1087,1.1179,,,,-0.8055,-1.5447,3.1017,,,,,1.1249,1.3135,1.7798,1.3346,1.6242,,,1.175,1.9281,,,,0.9512,1.0771,1.7177,,,,,3255722725,3238076028,5463572364,4394450655,1935115440,1952801665,,1214177984,1377338203,,,,2721700000,5496651890,7815430000,,,,,31.0864,71.5446,56.5383,32.1621,23.5021,257.8695,,95.702,32.3715,,,,26.0283,16.5663,28.0759,,,,,1.3688,1.6686,3.9529,5.1822,2.7027,3.4014,,5.481,3.7073,,,,4.8279,1.9663,2.2148,,,,,0.9283,1.0463,0.8858,6.5491,2.8451,1.5867,,3.4622,3.1703,,,,1.3649,0.673,0.8409,,,,
2015/2/5,-2.1021,-1.6207,0.7778,0.7216,0.8955,0,,0.3264,1.005,,,,-0.5621,-1.296,-5.1811,,,,,1.1478,1.1465,1.7893,2.7786,2.6774,,,2.3644,2.0427,,,,1.1329,1.2983,4.3214,,,,,3187284109,3185595055,5506066816,4426163186,1952444832,1952801665,,1218141569,1391180798,,,,2706400000,5425412882,7410508000,,,,,30.4329,70.385,56.9781,32.3942,23.7125,257.8695,,96.0144,32.6968,,,,25.882,16.3516,26.6213,,,,,1.34,1.6415,3.9837,5.2196,2.7269,3.4014,,5.4989,3.7446,,,,4.8008,1.9409,2.1,,,,,0.9088,1.0293,0.8927,6.5963,2.8706,1.5867,,3.4735,3.2022,,,,1.3572,0.6643,0.7974,,,,
2015/2/6,-1.9939,-0.4942,-3.9691,-0.6141,-1.1834,0,,-2.9284,-1.2935,,,,-1.2563,-1.8659,-0.5288,,,,,0.9423,1.6432,1.7882,1.0366,1.5049,,,1.5741,3.0177,,,,1.1195,1.2034,1.5885,,,,,3123733966,3169850763,5287523921,4398981017,1929338976,1952801665,,1182469310,1373185424,,,,2672400000,5324178502,7371322000,,,,,29.8261,70.0371,54.7166,32.1952,23.4319,257.8695,,93.2027,32.2739,,,,25.5569,16.0465,26.4805,,,,,1.3133,1.6334,3.8255,5.1875,2.6947,3.4014,,5.3378,3.6961,,,,4.7405,1.9046,2.0889,,,,,0.8907,1.0242,0.8573,6.5558,2.8366,1.5867,,3.3718,3.1608,,,,1.3402,0.6519,0.7932,,,,
2015/2/9,0.7825,-2.1523,-3.5591,0,-2.994,0,,-2.2346,-0.1512,,,,0.8906,-0.2113,1.5357,,,,,0.522,1.4298,1.7426,0.9468,1.4287,,,0.8613,1.9563,,,,0.786,0.706,1.7489,,,,,3148176329,3101625498,5099334206,4398981017,1871574336,1952801665,,1156045415,1371109035,,,,2696200000,5312930237,7484526000,,,,,30.0595,68.5297,52.7691,32.1952,22.7303,257.8695,,91.1199,32.2251,,,,25.7845,16.0126,26.8872,,,,,1.3236,1.5983,3.6894,5.1875,2.614,3.4014,,5.2186,3.6905,,,,4.7827,1.9006,2.121,,,,,0.8976,1.0022,0.8268,6.5558,2.7517,1.5867,,3.2964,3.156,,,,1.3521,0.6505,0.8053,,,,
2015/2/10,1.087,0.5076,0.7143,0,-0.5401,0,,0.9143,5.8051,,,,-0.1892,2.3289,-0.1163,,,,,0.6391,0.8224,1.0502,0.7644,1.034,,,0.7938,2.8522,,,,0.8392,1.06,0.5887,,,,,3182395637,3117369790,5135758022,4398981017,1861465524,1952801665,,1166614973,1450703956,,,,2691100000,5436661146,7475818000,,,,,30.3862,68.8776,53.146,32.1952,22.6076,257.8695,,91.953,34.0958,,,,25.7357,16.3855,26.8559,,,,,1.338,1.6064,3.7157,5.1875,2.5999,3.4014,,5.2663,3.9048,,,,4.7736,1.9449,2.1185,,,,,0.9074,1.0073,0.8327,6.5558,2.7368,1.5867,,3.3265,3.3392,,,,1.3496,0.6657,0.8044,,,,
2015/2/11,0.9217,0,2.2459,2.1627,-0.6982,0,,0.1133,3.4828,,,,0.5685,0.2069,0.4077,,,,,0.7232,0.6286,2.9871,1.5464,1.3148,,,0.8502,2.7522,,,,0.8798,0.7674,0.9594,,,,,3211726472,3117369790,5251100105,4494118608,1848468480,1952801665,,1167936168,1501229428,,,,2706400000,5447909410,7506296000,,,,,30.6663,68.8776,54.3396,32.8915,22.4497,257.8695,,92.0572,35.2833,,,,25.882,16.4194,26.9654,,,,,1.3503,1.6064,3.7992,5.2997,2.5817,3.4014,,5.2722,4.0408,,,,4.8008,1.9489,2.1272,,,,,0.9158,1.0073,0.8514,6.6976,2.7177,1.5867,,3.3303,3.4555,,,,1.3572,0.6671,0.8077,,,,
2015/2/12,0.1522,0.3367,0.9249,1.1089,1.0156,0,,2.7149,4.887,,,,1.7588,0.2753,0.232,,,,,0.6585,1.1399,2.4366,1.5759,2.6357,,,1.4652,4.5946,,,,1.0841,0.5517,0.9026,,,,,3216614944,3127865985,5299665193,4543952585,1867241988,1952801665,,1199644842,1574595181,,,,2754000000,5462907096,7523712000,,,,,30.713,69.1095,54.8422,33.2562,22.6777,257.8695,,94.5564,37.0076,,,,26.3372,16.4646,27.028,,,,,1.3523,1.6118,3.8343,5.3585,2.6079,3.4014,,5.4154,4.2382,,,,4.8852,1.9543,2.1321,,,,,0.9172,1.0107,0.8592,6.7719,2.7453,1.5867,,3.4207,3.6243,,,,1.3811,0.6689,0.8096,,,,
2015/2/13,1.2158,1.6779,-1.1455,1.5952,1.7788,0,,0.4405,-1.5385,,,,0.5556,1.304,0.5787,,,,,1.7802,1.3052,2.4467,1.6379,3.063,,,1.9231,3.9271,,,,1.3059,1.0213,1.9121,,,,,3255722725,3180346958,5238958833,4616438369,1900456656,1952801665,,1204929621,1550370640,,,,2769300000,5534146104,7567252000,,,,,31.0864,70.269,54.214,33.7867,23.0811,257.8695,,94.973,36.4383,,,,26.4836,16.6793,27.1844,,,,,1.3688,1.6388,3.7904,5.444,2.6543,3.4014,,5.4392,4.173,,,,4.9124,1.9798,2.1445,,,,,0.9283,1.0276,0.8494,6.8799,2.7942,1.5867,,3.4358,3.5686,,,,1.3888,0.6776,0.8142,,,,
2015/2/16,0.3003,0.9901,-0.3476,0.8832,2.1277,0,,2.9605,2.9018,,,,0.9822,0.4065,-0.2877,,,,,1.3599,1.4884,2.9603,1.3792,2.6494,,,3.0858,3.79,,,,1.0145,0.8063,1.6365,,,,,3265499670,3211835541,5220746926,4657211622,1940891904,1952801665,,1240601880,1595359074,,,,2796500000,5556642633,7545482000,,,,,31.1797,70.9648,54.0255,34.0852,23.5722,257.8695,,97.7847,37.4956,,,,26.7437,16.7471,27.1062,,,,,1.3729,1.6551,3.7772,5.4921,2.7108,3.4014,,5.6003,4.2941,,,,4.9606,1.9878,2.1383,,,,,0.9311,1.0378,0.8464,6.9406,2.8536,1.5867,,3.5375,3.6721,,,,1.4024,0.6804,0.8119,,,,
2015/2/17,0.8982,0.817,7.093,0,1.3393,0,,-0.426,-0.1302,,,,0.1216,1.9568,0.1731,,,,,1.3519,1.2665,3.5581,1.7759,2.9455,,,2.0376,3.0771,,,,1.0568,1.1054,1.5425,,,,,3294830505,3238076028,5591055719,4657211622,1966885992,1952801665,,1235317101,1593282685,,,,2799900000,5665375856,7558544000,,,,,31.4598,71.5446,57.8576,34.0852,23.8879,257.8695,,97.3681,37.4468,,,,26.7762,17.0748,27.1531,,,,,1.3852,1.6686,4.0452,5.4921,2.7471,3.4014,,5.5764,4.2885,,,,4.9666,2.0267,2.142,,,,,0.9395,1.0463,0.9065,6.9406,2.8918,1.5867,,3.5224,3.6674,,,,1.4041,0.6937,0.8133,,,,
2015/2/25,0.4451,0,1.1944,-2.6265,0.2937,0,,0.8556,-5.5169,,,,-0.3643,1.9193,-2.1313,,,,,1.4314,1.6302,3.4871,1.308,2.0082,,,1.6901,4.1636,,,,0.7513,1.2498,2.3425,,,,,3309495923,3238076028,5657832715,4534891862,1972662456,1952801665,,1245886659,1505382206,,,,2789700000,5774109079,7397446000,,,,,31.5998,71.5446,58.5486,33.1899,23.9581,257.8695,,98.2012,35.3809,,,,26.6786,17.4025,26.5744,,,,,1.3914,1.6686,4.0935,5.3478,2.7552,3.4014,,5.6241,4.0519,,,,4.9485,2.0656,2.0963,,,,,0.9436,1.0463,0.9173,6.7584,2.9003,1.5867,,3.5526,3.465,,,,1.399,0.707,0.796,,,,
2015/2/26,0.2954,0.9724,-1.824,2.0979,9.6633,0,,0.2121,2.023,,,,0.4266,-0.6494,-0.5297,,,,,1.5594,1.6912,2.1556,1.1529,11.4846,,,1.6766,2.6114,,,,1.0774,1.1766,2.103,,,,,3319272868,3269564612,5554631903,4630029453,2163285768,1952801665,,1248529048,1535835915,,,,2801600000,5736614864,7358260000,,,,,31.6932,72.2403,57.4806,33.8862,26.2732,257.8695,,98.4095,36.0967,,,,26.7924,17.2895,26.4336,,,,,1.3955,1.6848,4.0188,5.46,3.0214,3.4014,,5.6361,4.1339,,,,4.9697,2.0522,2.0852,,,,,0.9464,1.0565,0.9006,6.9001,3.1806,1.5867,,3.5601,3.5351,,,,1.405,0.7024,0.7918,,,,
