ÈÕÆÚ,000859.SZ,000973.SZ,002108.SZ,002263.SZ,002324.SZ,002395.SZ,002450.SZ,002768.SZ,002825.SZ,002838.SZ,002886.SZ,300180.SZ,300218.SZ,300221.SZ,300230.SZ,300305.SZ,300321.SZ,300325.SZ,300478.SZ,300538.SZ,300539.SZ,300586.SZ,300644.SZ,300716.SZ,300717.SZ,600143.SH,601208.SH,603266.SH,603580.SH,603615.SH,603991.SH,000859.SZ,000973.SZ,002108.SZ,002263.SZ,002324.SZ,002395.SZ,002450.SZ,002768.SZ,002825.SZ,002838.SZ,002886.SZ,300180.SZ,300218.SZ,300221.SZ,300230.SZ,300305.SZ,300321.SZ,300325.SZ,300478.SZ,300538.SZ,300539.SZ,300586.SZ,300644.SZ,300716.SZ,300717.SZ,600143.SH,601208.SH,603266.SH,603580.SH,603615.SH,603991.SH,000859.SZ,000973.SZ,002108.SZ,002263.SZ,002324.SZ,002395.SZ,002450.SZ,002768.SZ,002825.SZ,002838.SZ,002886.SZ,300180.SZ,300218.SZ,300221.SZ,300230.SZ,300305.SZ,300321.SZ,300325.SZ,300478.SZ,300538.SZ,300539.SZ,300586.SZ,300644.SZ,300716.SZ,300717.SZ,600143.SH,601208.SH,603266.SH,603580.SH,603615.SH,603991.SH,000859.SZ,000973.SZ,002108.SZ,002263.SZ,002324.SZ,002395.SZ,002450.SZ,002768.SZ,002825.SZ,002838.SZ,002886.SZ,300180.SZ,300218.SZ,300221.SZ,300230.SZ,300305.SZ,300321.SZ,300325.SZ,300478.SZ,300538.SZ,300539.SZ,300586.SZ,300644.SZ,300716.SZ,300717.SZ,600143.SH,601208.SH,603266.SH,603580.SH,603615.SH,603991.SH,000859.SZ,000973.SZ,002108.SZ,002263.SZ,002324.SZ,002395.SZ,002450.SZ,002768.SZ,002825.SZ,002838.SZ,002886.SZ,300180.SZ,300218.SZ,300221.SZ,300230.SZ,300305.SZ,300321.SZ,300325.SZ,300478.SZ,300538.SZ,300539.SZ,300586.SZ,300644.SZ,300716.SZ,300717.SZ,600143.SH,601208.SH,603266.SH,603580.SH,603615.SH,603991.SH,000859.SZ,000973.SZ,002108.SZ,002263.SZ,002324.SZ,002395.SZ,002450.SZ,002768.SZ,002825.SZ,002838.SZ,002886.SZ,300180.SZ,300218.SZ,300221.SZ,300230.SZ,300305.SZ,300321.SZ,300325.SZ,300478.SZ,300538.SZ,300539.SZ,300586.SZ,300644.SZ,300716.SZ,300717.SZ,600143.SH,601208.SH,603266.SH,603580.SH,603615.SH,603991.SH
2016/2/19,0,0,0.1412,0,2.4648,-0.414,0,-1.2597,,,,3.3871,1.6194,0.5314,-0.0334,2.535,0.4555,4.353,0.1045,,,,,,,3.2415,0.554,,,,,0.9376,,1.3969,,2.0848,2.8284,,17.4688,,,,1.4408,1.234,1.0503,1.9734,3.5519,2.8083,1.196,4.7708,,,,,,,0.7681,0.8749,,,,,3549351686,10041207033,8712739008,4734068063,4097223208,3870722854,42801165051,1520600000,,,,3844816560,2114358113,4540000000,3158448480,1477156624,2618424030,5560266163,798493000,,,,,,,16307200000,4470417600,,,,,372.3992,152.0704,40.8592,343.6964,27.1561,167.1953,34.1275,84.2,,,,42.5765,49.2418,113.8731,65.3256,41.535,82.0916,88.5575,77.6735,,,,,,,22.9125,73.1589,,,,,2.5377,6.1247,4.8943,1.7822,3.844,4.8077,5.2405,8.5097,,,,3.3197,2.8145,6.0735,6.0598,2.5591,5.0723,6.8156,6.5223,,,,,,,1.9577,2.0158,,,,,3.2555,4.3564,4.0316,5.8558,2.5369,3.9083,6.4484,8.1095,,,,4.4539,1.9789,3.9843,6.6085,6.539,6.266,3.5714,5.8887,,,,,,,1.0399,3.178,,,,
2016/2/22,2.9167,-10,1.9746,0,1.2218,1.94,0,3.9327,,,,4.2122,2.4701,1.4978,0,3.0264,7.833,0.1143,2.9019,,,,,,,0,1.6529,,,,,1.567,0.5035,2.1419,,1.9685,2.2639,,16.6657,,,,2.059,1.1914,1.6026,2.8286,4.755,4.9837,1.1544,6.4422,,,,,,,,1.2462,,,,,3652874444,9037086330,8884781809,4734068063,4147284737,3945813089,42801165051,1580400000,,,,4006766712,2166585285,4608000000,3158448480,1521861706,2823525724,5566620752,821664300,,,,,,,16307200000,4544308800,,,,,383.2609,136.8634,41.6661,343.6964,27.4879,170.4389,34.1275,87.5113,,,,44.3699,50.4582,115.5787,65.3256,42.792,88.5218,88.6587,79.9275,,,,,,,22.9125,74.3681,,,,,2.6118,5.5122,4.9909,1.7822,3.8909,4.9009,5.2405,8.8443,,,,3.4595,2.884,6.1645,6.0598,2.6365,5.4696,6.8234,6.7116,,,,,,,1.9577,2.0491,,,,,3.3504,3.9207,4.1112,5.8558,2.5679,3.9842,6.4484,8.4284,,,,4.6415,2.0278,4.0439,6.6085,6.7369,6.7568,3.5754,6.0596,,,,,,,1.0399,3.2305,,,,
2016/2/23,-2.0243,-10,-0.4149,0,1.2448,-2.1296,0,4.3913,,,,0.6737,0.6221,0.9549,2.4358,3.2271,0,-2.1689,1.7854,,,,,,,0,-0.6775,,,,,1.5949,14.3619,1.8086,,2.1155,2.2312,,23.1182,,,,1.9529,1.2841,1.8993,3.6193,6.2564,4.078,0.8605,10.203,,,,,,,,1.036,,,,,3578929617,8133377697,8847915494,4734068063,4198910688,3861783540,42801165051,1649800000,,,,4033758404,2180063265,4652000000,3235380992,1570974330,2823525724,5445883544,836333900,,,,,,,16307200000,4513520800,,,,,375.5026,123.177,41.4932,343.6964,27.8301,166.8092,34.1275,91.3542,,,,44.6688,50.7721,116.6823,66.9167,44.173,88.5218,86.7358,81.3545,,,,,,,22.9125,73.8643,,,,,2.5589,4.961,4.9702,1.7822,3.9394,4.7965,5.2405,9.2327,,,,3.4828,2.902,6.2234,6.2074,2.7216,5.4696,6.6754,6.8314,,,,,,,1.9577,2.0352,,,,,3.2826,3.5287,4.0941,5.8558,2.5998,3.8993,6.4484,8.7985,,,,4.6728,2.0404,4.0826,6.7694,6.9543,6.7568,3.4979,6.1677,,,,,,,1.0399,3.2087,,,,
2016/2/24,2.0661,0.6648,2.2222,10,-1.4531,9.0278,0,-6.8978,,,,0,0.3864,-2.0636,-3.5831,-0.8818,-1.6674,0.9335,-3.6875,,,,,,,0,0.5457,,,,,1.6059,16.1193,3.1951,0.0826,2.4092,5.0228,,25.0355,,,,1.6179,1.1598,1.7499,4.396,4.5063,3.5973,0.9508,10.0454,,,,,,,,1.0907,,,,,3652874444,8187445735,9044535839,5207474870,4137898200,4210416776,42801165051,1536000000,,,,4033758404,2188487003,4556000000,3119455289,1557122051,2776446493,5496720264,805494400,,,,,,,16307200000,4538151200,,,,,383.2609,123.9959,42.4152,378.066,27.4257,181.8684,34.1275,85.0528,,,,44.6688,50.9682,114.2744,64.5191,43.7835,87.0458,87.5454,78.3546,,,,,,,22.9125,74.2673,,,,,2.6118,4.994,5.0806,1.9604,3.8821,5.2296,5.2405,8.5958,,,,3.4828,2.9132,6.0949,5.985,2.6976,5.3784,6.7377,6.5795,,,,,,,1.9577,2.0463,,,,,3.3504,3.5521,4.1851,6.4414,2.562,4.2513,6.4484,8.1916,,,,4.6728,2.0483,3.9983,6.5269,6.893,6.6441,3.5305,5.9403,,,,,,,1.0399,3.2262,,,,
2016/2/25,-9.919,-10,-9.9864,10.0649,-9.9811,-2.2505,0,-10,,,,-2.0074,-10.0077,-10.0088,-10,-9.9879,-9.9971,-10,-9.9959,,,,,,,0,-10.0407,,,,,2.3732,12.2072,3.8914,5.8191,3.2475,6.406,,17.7794,,,,3.8225,1.7618,2.4664,4.188,5.0374,4.1122,0.961,8.2588,,,,,,,,1.7518,,,,,3290544793,7368701161,8141311132,5731603834,3724890592,4115660051,42801165051,1382400000,,,,3952783328,1969469828,4100000000,2807509760,1401598741,2498883720,4947048237,724978300,,,,,,,16307200000,4082488800,,,,,345.2451,111.5963,38.1795,416.1181,24.6883,177.7754,34.1275,76.5475,,,,43.7721,45.8675,102.837,58.0672,39.4104,78.3438,78.7909,70.5224,,,,,,,22.9125,66.8104,,,,,2.3527,4.4946,4.5733,2.1577,3.4947,5.1119,5.2405,7.7363,,,,3.4129,2.6217,5.4849,5.3865,2.4282,4.8407,6.0639,5.9218,,,,,,,1.9577,1.8409,,,,,3.0181,3.1969,3.7672,7.0898,2.3063,4.1556,6.4484,7.3725,,,,4.579,1.8433,3.5981,5.8742,6.2045,5.9799,3.1775,5.3465,,,,,,,1.0399,2.9022,,,,
2016/2/26,1.573,-6.7086,1.8868,3.9823,1.848,8.6447,0,-0.1736,,,,5.8422,0.4277,1.3659,-5.9685,0.6289,-1.884,-2.3764,-1.2877,,,,,,,0,1.9608,,,,,1.2505,10.0957,2.3507,13.4833,1.9633,6.1085,,12.8438,,,,3.8186,1.1198,1.235,4.3942,3.2347,2.5597,1.2715,5.1324,,,,,,,,0.9902,,,,,3342306171,6874364815,8294920776,5959853544,3793725193,4471444738,42801165051,1380000000,,,,4183712248,1977893565,4156000000,2639944425,1410413827,2451804489,4829488324,715643100,,,,,,,16307200000,4162537600,,,,,350.6759,104.1097,38.8998,432.6892,25.1446,193.1434,34.1275,76.4146,,,,46.3293,46.0637,104.2416,54.6014,39.6583,76.8678,76.9185,69.6143,,,,,,,22.9125,68.1204,,,,,2.3897,4.193,4.6596,2.2437,3.5592,5.5538,5.2405,7.7228,,,,3.6123,2.6329,5.5598,5.065,2.4435,4.7495,5.9198,5.8456,,,,,,,1.9577,1.877,,,,,3.0656,2.9824,3.8382,7.3721,2.3489,4.5149,6.4484,7.3597,,,,4.8465,1.8512,3.6473,5.5236,6.2435,5.8672,3.102,5.2777,,,,,,,1.0399,2.9591,,,,
2016/2/29,-6.1947,-10,-8,-9.9291,-5.6082,-7.6369,0,-7.2609,,,,-2.509,-9.7104,-6.5448,-9.98,2.7232,-10.0017,-6.25,-9.4107,,,,,,,0,-7.8402,,,,,1.5963,6.9346,2.1777,5.9561,2.7051,5.0821,,13.0625,,,,3.3905,2.6935,1.5393,2.3551,12.3286,3.7291,1.0407,5.8366,,,,,,,,1.5407,,,,,3135260656,6186928333,7631327114,5368095036,3580963698,4129962953,42801165051,1279800000,,,,4078744557,1785832350,3884000000,2376476918,1448822418,2206583102,4527645304,648296300,,,,,,,16307200000,3836184800,,,,,328.9527,93.6988,35.7879,389.7271,23.7344,178.3932,34.1275,70.8662,,,,45.167,41.5907,97.4192,49.1522,40.7383,69.1798,72.1111,63.0631,,,,,,,22.9125,62.7796,,,,,2.2417,3.7737,4.2868,2.0209,3.3596,5.1296,5.2405,7.1621,,,,3.5216,2.3772,5.196,4.5595,2.51,4.2745,5.5498,5.2955,,,,,,,1.9577,1.7298,,,,,2.8757,2.6842,3.5312,6.6401,2.2172,4.1701,6.4484,6.8253,,,,4.7249,1.6714,3.4086,4.9723,6.4136,5.2804,2.9081,4.781,,,,,,,1.0399,2.7271,,,,
2016/3/1,3.5377,0.9988,9.9839,-2.9921,2.228,-2.1212,0,6.0791,,,,0.2206,1.3208,1.5448,-0.7539,-4.7805,3.1169,1.6842,4.4484,,,,,,,-5.1805,1.6051,,,,,1.4022,8.9206,2.1708,5.8176,1.7903,3.3182,,14.5395,,,,2.7595,2.229,1.7797,6.1234,8.6191,2.9454,0.861,5.9125,,,,,,,1.5225,1.0987,,,,,3246177897,6248720377,8393230948,5207474870,3660749258,4042357678,42801165051,1357600000,,,,4087741787,1809418815,3944000000,2358561127,1379561025,2275359718,4603900383,677135400,,,,,,,15462400000,3897760800,,,,,340.5901,94.6346,39.3609,378.066,24.2632,174.6091,34.1275,75.1742,,,,45.2666,42.14,98.9241,48.7817,38.7908,71.336,73.3256,65.8685,,,,,,,21.7255,63.7873,,,,,2.321,3.8114,4.7148,1.9604,3.4345,5.0208,5.2405,7.5975,,,,3.5294,2.4086,5.2762,4.5251,2.39,4.4077,5.6433,5.531,,,,,,,1.8563,1.7576,,,,,2.9774,2.711,3.8837,6.4414,2.2666,4.0816,6.4484,7.2402,,,,4.7353,1.6935,3.4612,4.9348,6.107,5.445,2.9571,4.9937,,,,,,,0.986,2.7709,,,,
2016/3/2,5.9226,6.9221,10.0293,10.0649,4.9145,9.9956,0,4.5374,,,,5.2825,5.959,4.5639,4.0214,4.4272,4.4081,4.2098,5.0468,,,,,,,4.9669,5.5292,,,,,1.8438,10.6029,9.8477,5.6014,2.4186,4.1384,,15.137,,,,2.95,2.2982,1.8144,4.1956,5.6122,2.7959,1.098,5.9352,,,,,,,1.1349,1.4822,,,,,3438434446,6681264680,9235011797,5731603834,3840657876,4446414659,42801165051,1419200000,,,,4303675323,1917242655,4124000000,2453409430,1440636981,2375658950,4797715375,711308900,,,,,,,16230400000,4113276800,,,,,360.7618,101.1853,43.3085,416.1181,25.4556,192.0623,34.1275,78.5852,,,,47.6578,44.6512,103.4389,50.7434,40.5081,74.4805,76.4125,69.1927,,,,,,,22.8046,67.3142,,,,,2.4584,4.0753,5.1876,2.1577,3.6033,5.5227,5.2405,7.9422,,,,3.7159,2.5521,5.517,4.7071,2.4958,4.602,5.8809,5.8102,,,,,,,1.9485,1.8547,,,,,3.1537,2.8987,4.2733,7.0898,2.378,4.4896,6.4484,7.5687,,,,4.9855,1.7944,3.6192,5.1333,6.3773,5.685,3.0816,5.2457,,,,,,,1.035,2.9241,,,,
2016/3/3,1.0753,-1.7341,1.1311,-1.1799,-1.0998,1.7692,0,-2.9876,,,,-1.5331,0.2636,-0.8729,-2.5344,-1.2238,-0.1551,0.596,-1.0312,,,,,,,1.735,0.2994,,,,,1.6664,9.8926,8.3234,8.7431,1.8704,5.2577,,12.7366,,,,1.9898,2.0947,1.5243,4.4731,4.8368,2.4523,1.1166,5.4441,,,,,,,1.3495,1.365,,,,,3475406860,6565404599,9339466355,5663974290,3798418461,4525080620,42801165051,1376800000,,,,4237695631,1922296898,4088000000,2391231098,1423006808,2371974488,4826311029,703974100,,,,,,,16512000000,4125592000,,,,,364.6409,99.4306,43.7983,411.2081,25.1757,195.4602,34.1275,76.2374,,,,46.9271,44.7689,102.536,49.4574,40.0124,74.365,76.8679,68.4792,,,,,,,23.2003,67.5158,,,,,2.4849,4.0046,5.2463,2.1323,3.5636,5.6204,5.2405,7.7049,,,,3.6589,2.5589,5.4689,4.5878,2.4653,4.5949,5.9159,5.7503,,,,,,,1.9823,1.8603,,,,,3.1876,2.8484,4.3216,7.0061,2.3518,4.569,6.4484,7.3426,,,,4.909,1.7992,3.5876,5.0032,6.2993,5.6762,3.0999,5.1916,,,,,,,1.0529,2.9329,,,,
2016/3/4,-2.766,-8,-1.9737,-5.8209,-2.8418,-6.5192,0,-9.2098,,,,1.2031,-5.3462,-4.4031,-6.082,0.6195,-8.8712,-2.8966,-6.8435,,,,,,,-3.2558,-3.2836,,,,,1.4495,8.2591,6.0507,5.1995,2.0676,3.3836,,15.0445,,,,2.7173,2.5259,1.5734,3.5122,8.6358,4.6407,0.9058,5.3676,,,,,,,0.9013,1.3369,,,,,3379278585,6040172231,9155134782,5334280264,3690473291,4230083267,42801165051,1250000000,,,,4288679938,1819527300,3908000000,2245797034,1431821894,2161550794,4686510051,655797800,,,,,,,15974400000,3990124800,,,,,354.5551,91.4762,42.9339,387.2721,24.4602,182.7179,34.1275,69.2161,,,,47.4917,42.3754,98.0212,46.4494,40.2603,67.7679,74.6413,63.7928,,,,,,,22.4449,65.2988,,,,,2.4161,3.6842,5.1428,2.0082,3.4624,5.254,5.2405,6.9953,,,,3.7029,2.4221,5.2281,4.3088,2.4805,4.1873,5.7445,5.3567,,,,,,,1.9177,1.7992,,,,,3.0995,2.6205,4.2363,6.5983,2.285,4.2712,6.4484,6.6664,,,,4.9681,1.703,3.4296,4.6989,6.3383,5.1726,3.0101,4.8363,,,,,,,1.0186,2.8366,,,,
2016/3/7,2.6258,2.1739,5.3691,2.5357,2.1619,-1.3525,0,3.072,,,,6.993,3.6111,2.3541,1.3139,1.1873,2.2348,1.3559,3.8892,,,,,,,-0.3205,2.4691,,,,,1.4692,5.3984,5.775,3.1622,1.4278,4.1796,,7.8219,,,,3.3026,2.078,1.2144,2.8446,5.3304,2.4574,0.529,4.2723,,,,,,,0.8078,1.1302,,,,,3468012377,6171480323,9646685643,5469539352,3770258852,4172871659,42801165051,1288400000,,,,4588587626,1885232453,4000000000,2275305395,1448822418,2209858179,4750055950,681302900,,,,,,,15923200000,4088646400,,,,,363.8651,93.4648,45.2391,397.092,24.989,180.2466,34.1275,71.3424,,,,50.8128,43.9057,100.3287,47.0597,40.7383,69.2824,75.6534,66.2739,,,,,,,22.373,66.9111,,,,,2.4796,3.7643,5.4189,2.0591,3.5372,5.1829,5.2405,7.2102,,,,3.9619,2.5095,5.3511,4.3654,2.51,4.2808,5.8224,5.5651,,,,,,,1.9116,1.8436,,,,,3.1809,2.6775,4.4637,6.7656,2.3344,4.2134,6.4484,6.8712,,,,5.3155,1.7645,3.5104,4.7606,6.4136,5.2882,3.051,5.0244,,,,,,,1.0154,2.9066,,,,
2016/3/8,0.2132,1.3767,3.0573,3.0912,-0.6224,8.3119,1.0033,-1.1487,,,,1.9608,3.1278,0.3,1.899,-1.6515,0.9818,-1.3378,3.9883,,,,,,,0.3215,1.0542,,,,,1.3841,6.8241,6.8086,4.4675,1.4283,7.1451,4.2685,9.987,,,,2.922,2.2251,1.7083,2.891,5.4584,3.1619,0.5446,6.1698,,,,,,,0.8313,1.1426,,,,,3475406860,6256444382,9941616160,5638613211,3746792510,4519717032,43230608178,1273600000,,,,4678559933,1944198615,4012000000,2318514066,1424895755,2231555564,4686510051,708475000,,,,,,,15974400000,4131749600,,,,,364.6409,94.7516,46.6222,409.3669,24.8335,195.2286,34.4699,70.5229,,,,51.8092,45.2789,100.6297,47.9534,40.0655,69.9627,74.6413,68.917,,,,,,,22.4449,67.6165,,,,,2.4849,3.8161,5.5846,2.1227,3.5152,5.6137,5.2931,7.1274,,,,4.0395,2.588,5.3672,4.4483,2.4685,4.3229,5.7445,5.787,,,,,,,1.9177,1.8631,,,,,3.1876,2.7144,4.6002,6.9747,2.3199,4.5636,6.5131,6.7922,,,,5.4197,1.8197,3.5209,4.8511,6.3076,5.3402,3.0101,5.2248,,,,,,,1.0186,2.9373,,,,
2016/3/9,-1.9149,-3.4568,-5.1298,-4.7976,-2.5887,-7.2785,-4.3046,-3.1093,,,,-3.7179,-1.6464,-1.8943,-0.7273,-2.9165,-3.1921,0,-2.5647,,,,,,,-1.4423,-2.3845,,,,,0.9723,4.3725,4.224,2.8396,0.8762,5.5435,1.7789,5.6563,,,,2.2423,1.2712,0.9823,2.0048,2.7464,2.4028,0.5739,3.9874,,,,,,,0.443,0.7939,,,,,3408856515,6040172231,9431632142,5368095036,3649798299,4190750286,41369687959,1234000000,,,,4504613474,1912188413,3936000000,2301652146,1383338919,2160322640,4686510051,690304700,,,,,,,15744000000,4033228000,,,,,357.6584,91.4762,44.2306,389.7271,24.1906,181.0189,32.9861,68.3301,,,,49.8829,44.5334,98.7235,47.6046,38.897,67.7294,74.6413,67.1495,,,,,,,22.1212,66.0042,,,,,2.4373,3.6842,5.2981,2.0209,3.4242,5.2051,5.0652,6.9058,,,,3.8893,2.5454,5.2655,4.4159,2.3965,4.1849,5.7445,5.6386,,,,,,,1.8901,1.8187,,,,,3.1266,2.6205,4.3642,6.6401,2.2598,4.2315,6.2328,6.581,,,,5.2182,1.7897,3.4542,4.8158,6.1237,5.1697,3.0101,5.0908,,,,,,,1.0039,2.8672,,,,
2016/3/10,-1.9523,1.023,-1.6938,-2.6772,-1.4145,-1.8771,-0.8997,5.8347,,,,-2.4634,-2.0264,-0.2033,0.2747,-3.5958,-1.4402,-1.0169,-1.5214,,,,,,,-1.9512,-1.0687,,,,,0.7273,6.281,2.9295,2.1495,0.9147,2.933,0.9224,17.1323,,,,2.4333,1.4886,1.3102,3.0846,2.3678,2.0939,0.6085,3.5276,,,,,,,0.4462,0.6472,,,,,3342306171,6101964274,9271878112,5224382255,3598172348,4112084325,40997503915,1306000000,,,,4393647629,1873439220,3928000000,2307975366,1333596646,2129209409,4638850627,679802600,,,,,,,15436800000,3990124800,,,,,350.6759,92.412,43.4814,379.2935,23.8484,177.6209,32.6893,72.317,,,,48.6541,43.631,98.5228,47.7354,37.4983,66.754,73.8823,66.1279,,,,,,,21.6896,65.2988,,,,,2.3897,3.7219,5.2083,1.9668,3.3758,5.1074,5.0197,7.3087,,,,3.7935,2.4938,5.2548,4.4281,2.3104,4.1246,5.6861,5.5528,,,,,,,1.8532,1.7992,,,,,3.0656,2.6473,4.2903,6.4623,2.2279,4.152,6.1767,6.965,,,,5.0897,1.7534,3.4472,4.829,5.9035,5.0952,2.9795,5.0134,,,,,,,0.9844,2.8366,,,,
2016/3/11,0.2212,-0.8861,5.5666,0.3236,-0.6957,-3.4783,-1.5363,5.0383,,,,0.8191,1.3489,1.0183,0.5479,0.0944,0.9037,-1.9178,2.8936,,,,,,,0.3317,-0.1543,,,,,0.6547,3.7723,4.9905,1.7954,0.7877,2.8059,0.9038,15.1384,,,,1.0563,1.0381,0.6575,1.8836,1.6526,2.0983,0.5085,4.2453,,,,,,,0.3399,0.4236,,,,,3349700654,6047896236,9788006516,5241289641,3573141584,3969055305,40367653994,1371800000,,,,4429636552,1898710433,3968000000,2320621806,1334855944,2148450486,4549886368,699473200,,,,,,,15488000000,3983967200,,,,,351.4518,91.5932,45.9018,380.521,23.6825,171.4428,32.1871,75.9605,,,,49.0526,44.2196,99.5261,47.997,37.5337,67.3572,72.4653,68.0414,,,,,,,21.7615,65.1981,,,,,2.395,3.6889,5.4983,1.9732,3.3523,4.9298,4.9426,7.6769,,,,3.8246,2.5275,5.3083,4.4523,2.3126,4.1619,5.5771,5.7135,,,,,,,1.8593,1.7964,,,,,3.0723,2.6239,4.5291,6.4833,2.2124,4.0076,6.0818,7.3159,,,,5.1314,1.7771,3.4823,4.8555,5.9091,5.1413,2.9224,5.1584,,,,,,,0.9876,2.8322,,,,
2016/3/14,2.8698,4.0868,3.5782,3.871,3.9405,6.3063,4.1844,7.0127,,,,1.0833,3.3718,4.9395,5.1317,3.7736,5.8308,4.3296,5.7674,,,,,,,3.1405,3.2457,,,,,1.4758,6.7782,7.0046,3.3199,1.4588,3.2217,1.698,21.5923,,,,2.1496,1.8709,2.1064,3.2749,2.9336,3.1719,0.8053,7.4012,,,,,,,0.8937,0.9767,,,,,3445828929,6295064409,10138236504,5444178273,3713939632,4219356090,42056796963,1468000000,,,,4477621782,1962730838,4164000000,2439709119,1385227866,2273722179,4746878655,739814600,,,,,,,15974400000,4113276800,,,,,361.5376,95.3364,47.5443,395.2508,24.6157,182.2545,33.5339,81.2874,,,,49.584,45.7105,104.4422,50.46,38.9501,71.2847,75.6028,71.9656,,,,,,,22.4449,67.3142,,,,,2.4637,3.8397,5.695,2.0495,3.4844,5.2407,5.1494,8.2153,,,,3.866,2.6127,5.5705,4.6808,2.3998,4.4045,5.8185,6.043,,,,,,,1.9177,1.8547,,,,,3.1605,2.7311,4.6912,6.7342,2.2995,4.2604,6.3363,7.829,,,,5.187,1.837,3.6543,5.1046,6.132,5.4411,3.0489,5.4559,,,,,,,1.0186,2.9241,,,,
2016/3/15,-0.6438,2.2086,4.1818,1.5528,-1.1794,2.9237,0.2383,2.0981,,,,1.0717,0.1717,2.4976,0.1296,1.4545,-0.9723,-2.008,-3.132,,,,,,,1.1218,-0.1497,,,,,1.1058,9.691,7.7459,4.7313,0.938,3.5882,1.3474,18.3795,,,,1.1818,1.6624,2.5876,1.7078,3.0295,2.6014,0.5315,5.1716,,,,,,,0.7029,0.7916,,,,,3423645481,6434096507,10562199121,5528715202,3670135795,4342718620,42157000359,1498800000,,,,4525607012,1966100333,4268000000,2442870730,1405376635,2251615410,4651559807,716643300,,,,,,,16153600000,4107119200,,,,,359.2101,97.442,49.5325,401.3882,24.3254,187.5831,33.6138,82.9929,,,,50.1154,45.789,107.0508,50.5254,39.5167,70.5916,74.0847,69.7116,,,,,,,22.6967,67.2135,,,,,2.4479,3.9245,5.9332,2.0814,3.4433,5.3939,5.1616,8.3877,,,,3.9075,2.6172,5.7097,4.6869,2.4347,4.3617,5.7017,5.8537,,,,,,,1.9393,1.852,,,,,3.1402,2.7914,4.8874,6.8388,2.2724,4.3849,6.3514,7.9932,,,,5.2425,1.8402,3.7456,5.1112,6.2212,5.3882,2.9877,5.2851,,,,,,,1.0301,2.9197,,,,
2016/3/16,1.7279,-3.1212,-1.687,-2.5994,0.2558,-3.6229,-2.5467,-6.9255,,,,-3.0484,0.9426,3.5614,-2.1139,-2.1953,-1.2909,-1.4344,-2.047,,,,,,,-1.9017,1.0495,,,,,3.3286,6.222,5.1278,3.0909,1.0724,2.2287,0.9911,23.167,,,,1.7225,1.608,3.152,1.9702,3.1171,2.2268,0.4422,5.2182,,,,,,,0.3517,1.5048,,,,,3482801342,6233272366,10384011934,5385002422,3679522332,4185386698,41083392540,1395000000,,,,4388148724,1984632555,4420000000,2391231098,1374523832,2222549102,4584836613,701973700,,,,,,,15846400000,4150222400,,,,,365.4168,94.4006,48.6968,390.9546,24.3876,180.7872,32.7578,77.2452,,,,48.5877,46.2206,110.8633,49.4574,38.6491,69.6803,73.022,68.2846,,,,,,,22.2651,67.9188,,,,,2.4902,3.802,5.8331,2.0273,3.4521,5.1985,5.0302,7.8068,,,,3.7884,2.6418,5.913,4.5878,2.3813,4.3054,5.6199,5.7339,,,,,,,1.9024,1.8714,,,,,3.1944,2.7043,4.8049,6.661,2.2782,4.2261,6.1896,7.4397,,,,5.0827,1.8575,3.879,5.0032,6.0847,5.3186,2.9448,5.1769,,,,,,,1.0105,2.9504,,,,
2016/3/17,2.3355,3.4696,8.5207,4.5526,4.6769,4.6988,4.2857,7.3118,,,,3.8278,6.1121,3.4389,8.6382,4.3976,5.6732,3.1185,4.4408,,,,,,,2.7464,3.1157,,,,,2.7337,7.7218,8.0808,4.9625,2.5313,3.7479,1.6085,21.8048,,,,2.9045,2.5029,2.5644,3.5116,4.6341,3.99,0.7982,6.1407,,,,,,,0.7797,1.7801,,,,,3564140652,6449544517,11268803484,5630159518,3851608835,4382051600,42844109364,1497000000,,,,4556116139,2105934375,4572000000,2597789624,1434970139,2348639565,4727814886,733146600,,,,,,,16281600000,4279532000,,,,,373.9509,97.676,52.8462,408.7532,25.5282,189.2821,34.1617,82.8932,,,,50.4475,49.0456,114.6757,53.7296,40.3488,73.6334,75.2992,71.317,,,,,,,22.8766,70.035,,,,,2.5483,3.9339,6.3301,2.1196,3.6135,5.4428,5.2458,8.3776,,,,3.9334,2.8033,6.1163,4.9841,2.486,4.5497,5.7952,5.9885,,,,,,,1.9546,1.9297,,,,,3.269,2.7981,5.2143,6.9643,2.3848,4.4246,6.4549,7.9836,,,,5.2773,1.971,4.0123,5.4354,6.3522,5.6204,3.0367,5.4068,,,,,,,1.0382,3.0423,,,,
