ÈÕÆÚ,000859.SZ,000973.SZ,002108.SZ,002263.SZ,002324.SZ,002395.SZ,002450.SZ,002768.SZ,002825.SZ,002838.SZ,002886.SZ,300180.SZ,300218.SZ,300221.SZ,300230.SZ,300305.SZ,300321.SZ,300325.SZ,300478.SZ,300538.SZ,300539.SZ,300586.SZ,300644.SZ,300716.SZ,300717.SZ,600143.SH,601208.SH,603266.SH,603580.SH,603615.SH,603991.SH,000859.SZ,000973.SZ,002108.SZ,002263.SZ,002324.SZ,002395.SZ,002450.SZ,002768.SZ,002825.SZ,002838.SZ,002886.SZ,300180.SZ,300218.SZ,300221.SZ,300230.SZ,300305.SZ,300321.SZ,300325.SZ,300478.SZ,300538.SZ,300539.SZ,300586.SZ,300644.SZ,300716.SZ,300717.SZ,600143.SH,601208.SH,603266.SH,603580.SH,603615.SH,603991.SH,000859.SZ,000973.SZ,002108.SZ,002263.SZ,002324.SZ,002395.SZ,002450.SZ,002768.SZ,002825.SZ,002838.SZ,002886.SZ,300180.SZ,300218.SZ,300221.SZ,300230.SZ,300305.SZ,300321.SZ,300325.SZ,300478.SZ,300538.SZ,300539.SZ,300586.SZ,300644.SZ,300716.SZ,300717.SZ,600143.SH,601208.SH,603266.SH,603580.SH,603615.SH,603991.SH,000859.SZ,000973.SZ,002108.SZ,002263.SZ,002324.SZ,002395.SZ,002450.SZ,002768.SZ,002825.SZ,002838.SZ,002886.SZ,300180.SZ,300218.SZ,300221.SZ,300230.SZ,300305.SZ,300321.SZ,300325.SZ,300478.SZ,300538.SZ,300539.SZ,300586.SZ,300644.SZ,300716.SZ,300717.SZ,600143.SH,601208.SH,603266.SH,603580.SH,603615.SH,603991.SH,000859.SZ,000973.SZ,002108.SZ,002263.SZ,002324.SZ,002395.SZ,002450.SZ,002768.SZ,002825.SZ,002838.SZ,002886.SZ,300180.SZ,300218.SZ,300221.SZ,300230.SZ,300305.SZ,300321.SZ,300325.SZ,300478.SZ,300538.SZ,300539.SZ,300586.SZ,300644.SZ,300716.SZ,300717.SZ,600143.SH,601208.SH,603266.SH,603580.SH,603615.SH,603991.SH,000859.SZ,000973.SZ,002108.SZ,002263.SZ,002324.SZ,002395.SZ,002450.SZ,002768.SZ,002825.SZ,002838.SZ,002886.SZ,300180.SZ,300218.SZ,300221.SZ,300230.SZ,300305.SZ,300321.SZ,300325.SZ,300478.SZ,300538.SZ,300539.SZ,300586.SZ,300644.SZ,300716.SZ,300717.SZ,600143.SH,601208.SH,603266.SH,603580.SH,603615.SH,603991.SH
2016/12/2,-1.8868,-2.3002,-0.2709,0.2625,-2.2749,-6.0274,0.7584,-3.0827,9.9944,,,-4.021,-5.7471,-0.8802,-2.0754,-3.4822,1.6385,-3.2832,-6.0952,-6.6049,-4.1222,,,,,-0.7916,-2.2814,,,,,2.0566,2.2719,1.1027,4.3937,0.9031,2.4957,1.7621,3.4508,0.009,,,3.472,4.7961,1.7879,2.8456,3.5679,2.4518,1.9329,10.217,17.5693,12.211,,,,,0.7151,1.0726,,,,,4228888836,6233902964,13572948144,6960852506,4841413993,4292658463,53492415552,2242860000,487000000,,,6586722213,2901402536,8108000000,3541194517,1930002384,3199750190,5616273599,1429897200,1270920000,1259462500,,,,,19251200000,4826467710,,,,,443.7758,94.4006,66.0329,468.9,31.6251,185.4208,46.5089,85.6508,32.7717,,,87.7023,67.5653,202.8761,89.8524,45.1902,100.3171,113.7126,95.9325,120.3468,189.7394,,,,,27.049,78.9857,,,,,3.0241,3.802,7.9096,2.4314,4.4766,5.3317,7.1418,8.6563,6.6904,,,6.8381,3.8618,10.8206,8.335,2.7843,6.1984,8.7515,8.0555,26.7645,24.4341,,,,,2.3111,2.1763,,,,,3.8794,2.7043,6.5155,7.989,2.9543,4.3344,8.7879,8.2492,3.6971,,,9.1745,2.7153,7.0984,9.0896,7.1144,7.6571,4.5858,7.2729,5.9318,13.4889,,,,,1.2276,3.4311,,,,
2016/12/5,-0.8741,-0.9913,0.9054,1.8325,-0.2295,-1.7076,2.6344,0.6206,10.0103,,,6.5118,0.9872,-0.6413,1.4925,-0.3137,-1.74,1.273,0.1521,-0.6169,-1.2257,,,,,2.1277,-0.2594,,,,,1.0655,1.402,1.2136,3.5272,0.5254,1.1558,3.4212,2.0225,0.0428,,,4.4435,2.7589,1.293,1.6136,1.5429,1.2707,1.1246,3.5734,8.1293,6.3809,,,,,1.701,0.6753,,,,,4191923024,6172104669,13695835859,7088407395,4830302551,4219356090,54901624349,2256780000,535750000,,,7015639006,2930045882,8056000000,3594048166,1923947475,3144073882,5687767888,1432072500,1263080000,1244025000,,,,,19660800000,4813947690,,,,,439.8966,93.4648,66.6307,477.4924,31.5525,182.2545,47.7342,86.1824,36.0523,,,93.4133,68.2323,201.575,91.1935,45.0485,98.5715,115.1602,96.0784,119.6044,187.4137,,,,,27.6245,78.7808,,,,,2.9977,3.7643,7.9812,2.476,4.4663,5.2407,7.3299,8.71,7.3601,,,7.2834,3.9,10.7512,8.4594,2.7756,6.0905,8.863,8.0678,26.5994,24.1346,,,,,2.3603,2.1707,,,,,3.8455,2.6775,6.5745,8.1354,2.9476,4.2604,9.0194,8.3004,4.0672,,,9.7719,2.7421,7.0528,9.2253,7.0921,7.5238,4.6442,7.284,5.8952,13.3236,,,,,1.2537,3.4222,,,,
2016/12/6,0.8818,1.1264,0.8075,-0.5141,0.3943,-0.339,2.2525,0.771,9.986,,,0.171,-0.1725,-0.5462,-1.6765,1.0228,1.8229,-0.1397,-0.5738,-0.5764,0.1909,,,,,4.5573,0.7802,,,,,1.0425,1.2817,1.524,2.1689,0.3908,0.8332,2.4331,1.6808,0.0132,,,3.8263,1.4822,1.1081,2.3145,1.4489,1.5858,0.8978,2.7191,7.4925,4.7516,,,,,2.4017,0.6638,,,,,4228888836,6241627751,13806434803,7051963141,4849350737,4205053188,56138276966,2274180000,589250000,,,7027636679,2924991174,8012000000,3533795006,1943625930,3201387728,5679824079,1423854700,1255800000,1246400000,,,,,20556800000,4851507750,,,,,443.7758,94.5176,67.1688,475.0375,31.677,181.6367,48.8094,86.8468,39.6525,,,93.573,68.1146,200.4741,89.6646,45.5092,100.3684,114.9993,95.5271,118.915,187.7715,,,,,28.8835,79.3955,,,,,3.0241,3.8067,8.0457,2.4633,4.4839,5.2229,7.495,8.7772,8.0951,,,7.2958,3.8932,10.6925,8.3176,2.8039,6.2016,8.8506,8.0215,26.4461,24.1807,,,,,2.4679,2.1876,,,,,3.8794,2.7077,6.6275,8.0936,2.9592,4.2459,9.2226,8.3644,4.4734,,,9.7886,2.7374,7.0143,9.0706,7.1647,7.661,4.6377,7.2422,5.8613,13.349,,,,,1.3108,3.4489,,,,
2016/12/7,1.9231,0.7426,-0.1335,6.4599,1.1784,1.233,0.5635,3.9021,10.0127,,,2.8596,1.4977,2.2966,6.0126,0.9346,0.2558,0.8392,1.7654,0.3233,0.6098,,,,,-0.1245,0.9032,,,,,1.6316,1.0024,0.9997,8.106,0.5522,0.9709,2.2044,5.7819,0.0202,,,2.8064,1.7281,1.4147,5.0618,1.3832,4.3012,0.9283,3.5408,8.3603,6.5146,,,,,1.0805,0.6354,,,,,4310213621,6287976471,13788001645,7507516316,4906495295,4256901208,56454629962,2362920000,648250000,,,7228597693,2968798646,8196000000,3746266677,1961790659,3209575421,5727486938,1448991500,1259860000,1254000000,,,,,20531200000,4895327820,,,,,452.3099,95.2195,67.0791,505.7246,32.0502,183.8763,49.0844,90.2357,43.6227,,,96.2488,69.1347,205.0781,95.0558,45.9345,100.6251,115.9643,97.2135,119.2995,188.9165,,,,,28.8475,80.1126,,,,,3.0823,3.835,8.035,2.6224,4.5367,5.2873,7.5373,9.1196,8.9056,,,7.5045,3.9515,10.938,8.8176,2.8301,6.2174,8.9248,8.1631,26.5316,24.3281,,,,,2.4648,2.2074,,,,,3.954,2.7278,6.6187,8.6165,2.9941,4.2983,9.2746,8.6908,4.9213,,,10.0685,2.7784,7.1754,9.616,7.2316,7.6806,4.6766,7.3701,5.8802,13.4304,,,,,1.3092,3.4801,,,,
2016/12/8,-1.2007,-1.1057,0.6684,1.9417,-0.7441,-1.218,6.9791,-0.6259,9.9884,,,1.6598,-0.9081,-1.5129,-2.1445,-1.0031,-2.8827,-1.8031,1.618,-1.9335,-2.0833,,,,,-0.4988,-0.3836,,,,,1.1644,1.1741,2.5419,5.7543,0.6529,0.9611,5.1436,4.1692,0.0224,,,3.6515,2.2973,0.9522,4.9247,1.0513,1.8213,0.8932,7.212,7.4564,5.7305,,,,,0.9195,0.6255,,,,,4258461485,6218453390,13880167432,7653293332,4869986272,4205053188,60394662720,2348130000,713000000,,,7348574419,2941840202,8072000000,3665929129,1942112203,3117054497,5624217409,1472436400,1235500000,1227875000,,,,,20428800000,4876547790,,,,,446.8791,94.1667,67.5275,515.5445,31.8118,181.6367,52.5101,89.6709,47.98,,,97.8463,68.507,201.9754,93.0173,45.4738,97.7244,113.8734,98.7865,116.9928,184.9807,,,,,28.7036,79.8052,,,,,3.0453,3.7926,8.0887,2.6733,4.503,5.2229,8.0633,9.0626,9.7952,,,7.629,3.9157,10.7726,8.6286,2.8018,6.0382,8.7639,8.2952,26.0186,23.8213,,,,,2.4525,2.1989,,,,,3.9065,2.6976,6.6629,8.7838,2.9718,4.2459,9.9218,8.6364,5.4128,,,10.2356,2.7532,7.0668,9.4098,7.1591,7.4592,4.5923,7.4893,5.7665,13.1506,,,,,1.3027,3.4667,,,,
2016/12/9,-1.0417,0.9938,-0.2213,0.2381,-0.4237,-1.5731,-2,-0.6669,9.993,,,2.0408,-0.2291,-2.5273,-1.9031,-0.4677,-1.5235,0.2825,-0.4268,-2.6742,1.8375,,,,,-1.8797,-0.2567,,,,,1.0667,2.0628,1.3591,6.9678,0.3499,1.0061,2.4984,2.2019,0.0634,,,3.861,1.7662,1.5544,3.2449,0.9426,2.7624,0.7464,11.6175,9.1284,13.1769,,,,,0.9666,0.5243,,,,,4214102511,6280251685,13849445503,7671515459,4849350737,4138902266,59186769466,2332470000,784250000,,,7498545325,2935100591,7868000000,3596162312,1933029839,3069565881,5640105029,1466152200,1202460000,1250437500,,,,,20044800000,4864027770,,,,,442.2241,95.1025,67.3781,516.772,31.677,178.7793,51.4599,89.0728,52.7746,,,99.8432,68.35,196.8709,91.2471,45.2611,96.2356,114.1951,98.3649,113.8641,188.3798,,,,,28.1641,79.6003,,,,,3.0136,3.8303,8.0708,2.6797,4.4839,5.1407,7.902,9.0021,10.774,,,7.7847,3.9067,10.5003,8.4643,2.7887,5.9462,8.7887,8.2598,25.3228,24.259,,,,,2.4064,2.1933,,,,,3.8659,2.7244,6.6482,8.8047,2.9592,4.1791,9.7234,8.5788,5.9538,,,10.4445,2.7469,6.8882,9.2307,7.1256,7.3455,4.6053,7.4574,5.6123,13.3923,,,,,1.2782,3.4578,,,,
2016/12/12,-5.9649,-6.2731,-4.9246,-5.4632,-5.6956,-9.9352,-3.7901,-6.5647,10.0096,,,-1.4,-9.9885,-2.8978,-5.9377,-7.9092,-7.6554,-2.9577,-9.7263,-10.0012,-7.2175,,,,,-4.47,-5.6628,,,,,1.9597,2.7332,2.5189,6.3352,1.4116,1.9718,2.7973,3.1839,0.1199,,,3.6752,3.7452,2.6026,6.0384,2.9204,2.5055,1.9043,10.0136,14.2601,18.274,,,,,1.1097,1.262,,,,,3962734993,5886287557,13167418684,7252406538,4573152037,3727693834,56943539136,2179350000,862750000,,,7393565690,2641927512,7640000000,3382633568,1780143375,2834579109,5473285021,1323549200,1082200000,1160187500,,,,,19148800000,4588587330,,,,,415.8458,89.1366,64.06,488.5398,29.8728,161.0172,49.5095,83.2255,58.0571,,,98.4454,61.5229,191.166,85.8291,41.6814,88.8684,110.8175,88.7976,102.4764,174.7835,,,,,26.9051,75.0927,,,,,2.8338,3.59,7.6733,2.5333,4.2285,4.63,7.6025,8.4112,11.8524,,,7.6757,3.5165,10.196,7.9618,2.5681,5.491,8.5287,7.4564,22.7902,22.5081,,,,,2.2988,2.0691,,,,,3.6353,2.5535,6.3208,8.3237,2.7906,3.7639,9.3549,8.0156,6.5497,,,10.2983,2.4725,6.6886,8.6826,6.562,6.7832,4.4691,6.732,5.051,12.4257,,,,,1.2211,3.262,,,,
2016/12/13,0.9328,0,-1.0733,2.0101,0.243,1.3909,0.101,-0.6786,9.9971,,,8.357,-0.9566,-2.5654,-0.75,0.4252,2.773,-1.1611,0.2374,0.6468,-2.2927,,,,,0,0.955,,,,,0.954,1.223,1.2084,3.864,0.7898,0.9111,1.4439,2.2526,0.1991,,,6.8277,2.7529,1.6792,2.9217,1.6877,1.633,1.3068,4.0782,9.175,9.7447,,,,,0.728,0.6144,,,,,3999700804,5886287557,13026097811,7398183554,4584263479,3779541854,57001057862,2164560000,949000000,,,8011445825,2616653971,7444000000,3357263816,1787712012,2913180956,5409734542,1326691300,1089200000,1133587500,,,,,19148800000,4632407400,,,,,419.725,89.1366,63.3724,498.3597,29.9454,163.2568,49.5595,82.6606,63.8611,,,106.6725,60.9343,186.2617,85.1854,41.8586,91.3327,109.5308,89.0084,103.1392,170.7762,,,,,26.9051,75.8099,,,,,2.8602,3.59,7.591,2.5842,4.2388,4.6944,7.6102,8.3541,13.0373,,,8.3172,3.4828,9.9345,7.902,2.579,5.6433,8.4297,7.4741,22.9377,21.9921,,,,,2.2988,2.0888,,,,,3.6692,2.5535,6.253,8.491,2.7974,3.8163,9.3643,7.9612,7.2045,,,11.1589,2.4488,6.517,8.6175,6.5899,6.9713,4.4172,6.748,5.0837,12.1408,,,,,1.2211,3.2932,,,,
2016/12/14,3.1423,-0.9186,-0.9434,-3.4483,-0.277,9.9811,-1.8163,-0.9244,10.0105,,,-9.7716,-1.4166,-1.6658,-2.7078,-0.5927,0.8994,-1.1747,-1.6214,-1.054,0.1886,,,,,-2.5401,-0.8108,,,,,2.6614,1.3605,0.843,4.2459,0.4944,3.9066,1.9507,1.8623,0.1324,,,6.2891,1.9219,1.3632,3.7092,1.5239,1.3273,0.9053,3.411,7.142,8.3972,,,,,0.7862,0.6846,,,,,4125384563,5832214049,12903210096,7143073776,4571564688,4156780894,55965720787,2144550000,1044000000,,,7228597693,2579586110,7320000000,3266355539,1777115921,2939381572,5346184063,1305180000,1077720000,1135725000,,,,,18662400000,4594847340,,,,,432.9141,88.3178,62.7746,481.1749,29.8624,179.5516,48.6593,81.8965,70.254,,,96.2488,60.0711,183.159,82.8788,41.6105,92.1541,108.2441,87.5652,102.0522,171.0982,,,,,26.2217,75.1952,,,,,2.9501,3.557,7.5193,2.4951,4.2271,5.163,7.472,8.2769,14.3424,,,7.5045,3.4335,9.769,7.6881,2.5637,5.694,8.3307,7.3529,22.6959,22.0335,,,,,2.2404,2.0719,,,,,3.7845,2.53,6.194,8.1982,2.7897,4.1972,9.1942,7.8876,7.9257,,,10.0685,2.4141,6.4085,8.3842,6.5509,7.034,4.3653,6.6386,5.0301,12.1637,,,,,1.19,3.2665,,,,
2016/12/15,1.0753,1.0596,1.0476,0.7653,0.8681,0.2151,-1.2333,0.5274,10.0096,,,-3.527,1.8942,2.8962,0.9709,1.6184,1.3928,1.3373,1.8519,2.754,0.3555,,,,,2.7435,1.0899,,,,,1.1239,1.2772,0.7953,2.7042,0.6245,4.6488,1.1173,1.7547,0.0867,,,3.4502,2.2563,1.8065,2.0014,1.7248,0.9442,0.8345,3.832,10.3144,6.6863,,,,,1.046,0.7874,,,,,4169743537,5894012344,13038386583,7197740157,4611248409,4165720208,55275496070,2155860000,1148500000,,,6973647152,2628448290,7532000000,3298067729,1805876740,2980320034,5417678352,1329350000,1107400000,1139762500,,,,,19174400000,4644927420,,,,,437.5691,89.2536,63.4322,484.8574,30.1216,179.9377,48.0592,82.3284,77.2861,,,92.8542,61.209,188.4636,83.6834,42.2839,93.4376,109.6917,89.1867,104.8626,171.7065,,,,,26.9411,76.0147,,,,,2.9818,3.5947,7.5981,2.5142,4.2637,5.1741,7.3798,8.3205,15.778,,,7.2398,3.4985,10.0519,7.7627,2.6052,5.7733,8.4421,7.4891,23.3209,22.1119,,,,,2.3019,2.0945,,,,,3.8252,2.5569,6.2589,8.2609,2.8139,4.2062,9.0808,7.9292,8.719,,,9.7134,2.4599,6.5941,8.4656,6.6569,7.132,4.4237,6.7615,5.1686,12.2069,,,,,1.2227,3.3021,,,,
2016/12/16,-0.1773,1.3106,0.0943,10.1266,0.8606,0.3433,-0.1041,0.8475,9.9913,,,1.1613,2.8205,1.8056,0.6731,2.7661,1.1813,0.8798,2.1818,-0.1896,1.8754,,,,,1.0681,0.9434,,,,,0.9422,1.1366,0.6909,8.9149,0.6429,2.2229,1.2044,1.2313,0.4026,,,2.2308,2.5225,1.3972,1.5838,1.6111,1.2072,0.6265,3.7673,7.6627,9.771,,,,,0.5809,0.5361,,,,,4162350375,5971260212,13050675354,7926625236,4650932131,4180023110,55217977344,2174130000,1263250000,,,7054631442,2702584011,7668000000,3320266262,1855829743,3015527111,5465341211,1358354000,1105300000,1161137500,,,,,19379200000,4688747490,,,,,436.7933,90.4234,63.492,533.9568,30.3808,180.5555,48.0092,83.0261,85.008,,,93.9325,62.9354,191.8666,84.2467,43.4535,94.5414,110.6567,91.1326,104.6638,174.9266,,,,,27.2289,76.7319,,,,,2.9766,3.6418,7.6053,2.7688,4.3004,5.1918,7.3721,8.391,17.3545,,,7.3239,3.5972,10.2334,7.815,2.6773,5.8415,8.5164,7.6525,23.2767,22.5265,,,,,2.3265,2.1142,,,,,3.8184,2.5904,6.2648,9.0975,2.8381,4.2206,9.0714,7.9964,9.5902,,,9.8262,2.5292,6.7131,8.5226,6.841,7.2162,4.4626,6.9091,5.1588,12.4359,,,,,1.2358,3.3332,,,,
2016/12/19,1.2433,-0.5175,-0.9416,0.4598,1.1263,0.0428,0.3125,0.5602,9.9941,,,-0.085,-1.7456,0.4173,-1.3372,0.3263,1.1132,2.7616,-0.9609,-0.646,3.7636,,,,,0.7926,-0.267,,,,,1.0335,0.8926,0.7175,10.2667,0.7671,1.901,0.8244,1.3392,0.2595,,,1.5999,1.6753,1.0084,2.3881,1.8698,1.2357,1.5407,2.2017,4.227,15.4192,,,,,0.5675,0.7174,,,,,4214102511,5940361065,12927787639,7963069490,4703314643,4181810972,55390533523,2186310000,1389500000,,,7048632606,2655406734,7700000000,3275869196,1861884653,3049096650,5616273599,1345302200,1098160000,1204837500,,,,,19532800000,4676227470,,,,,442.2241,89.9555,62.8942,536.4118,30.723,180.6328,48.1592,83.4912,93.5037,,,93.8526,61.8368,192.6673,83.1202,43.5953,95.5938,113.7126,90.257,103.9877,181.5101,,,,,27.4447,76.527,,,,,3.0136,3.623,7.5337,2.7815,4.3489,5.194,7.3952,8.438,19.0889,,,7.3176,3.5344,10.2761,7.7105,2.686,5.9066,8.7515,7.579,23.1263,23.3743,,,,,2.3449,2.1086,,,,,3.8659,2.577,6.2058,9.1393,2.8701,4.2224,9.0997,8.0412,10.5486,,,9.8179,2.4851,6.7412,8.4086,6.8633,7.2966,4.5858,6.8427,5.1255,12.9039,,,,,1.2455,3.3243,,,,
2016/12/20,-0.8772,0.6502,1.4734,-0.9153,0.4725,0.513,-2.3884,0.2786,10.0036,,,3.6596,2.9822,-0.0519,1.3553,2.0325,0.1343,0.1414,4.3658,-0.9434,0.0197,,,,,-1.1796,0.9371,,,,,0.7967,1.0519,1.0481,5.339,0.7132,2.4496,1.3389,1.6871,0.317,,,1.6951,3.0846,1.2988,1.4244,1.6571,0.501,0.6814,5.5819,5.3985,14.7061,,,,,0.7052,0.6067,,,,,4177136700,5978984999,13118263598,7890180982,4725537526,4203265325,54067602816,2192400000,1528500000,,,7306582565,2734597163,7696000000,3320266262,1899727837,3053190496,5624217409,1404035300,1087800000,1205075000,,,,,19302400000,4720047540,,,,,438.3449,90.5404,63.8208,531.5019,30.8682,181.5595,47.009,83.7238,102.8575,,,97.2872,63.6809,192.5672,84.2467,44.4814,95.7222,113.8734,94.1974,103.0067,181.5459,,,,,27.121,77.2441,,,,,2.9871,3.6465,7.6447,2.7561,4.3694,5.2207,7.2186,8.4615,20.9984,,,7.5854,3.6398,10.2708,7.815,2.7406,5.9145,8.7639,7.9098,22.9082,23.3789,,,,,2.3173,2.1284,,,,,3.8319,2.5937,6.2972,9.0556,2.8836,4.2441,8.8824,8.0636,11.6038,,,10.1772,2.5592,6.7377,8.5226,7.0028,7.3064,4.5923,7.1414,5.0771,12.9064,,,,,1.2309,3.3555,,,,
2016/12/21,0.708,1.292,0.3279,-0.6928,0.4031,-0.8932,1.2766,-0.0794,-9.9935,,,0.9031,0.6778,4.21,0.7641,0.3984,0.9118,-0.4237,5.5259,1.7375,0.3942,,,,,1.5915,0.7958,,,,,1.0912,1.533,0.8193,3.9246,0.5885,1.6723,0.9268,1.6262,52.2396,,,1.3118,1.9683,2.3858,1.6572,1.5408,0.5622,0.6913,13.4093,7.0105,15.8546,,,,,0.626,0.65,,,,,4206709349,6056232867,13161274298,7835514601,4744585713,4165720208,54757827533,2190660000,1375750000,,,7372569764,2753131094,8020000000,3345636013,1907296474,3081028650,5600385980,1481621000,1106700000,1209825000,,,,,19609600000,4757607600,,,,,441.4483,91.7101,64.0301,527.8194,30.9926,179.9377,47.6091,83.6574,92.5785,,,98.1658,64.1125,200.6742,84.8904,44.6586,96.595,113.3909,99.4027,104.7964,182.2615,,,,,29.24,77.8588,,,,,3.0083,3.6936,7.6697,2.737,4.387,5.1741,7.3107,8.4548,18.9,,,7.6539,3.6645,10.7032,7.8747,2.7515,5.9684,8.7268,8.3469,23.3062,23.4711,,,,,2.4983,2.1453,,,,,3.8591,2.6272,6.3179,8.9929,2.8953,4.2062,8.9958,8.0572,10.4442,,,10.2691,2.5766,7.0213,8.5877,7.0307,7.373,4.5728,7.536,5.1654,12.9573,,,,,1.327,3.3822,,,,
2016/12/22,-0.5272,-0.3827,-0.1401,0.6977,8.6651,-2.7468,-1.1555,-1.1914,-6.5419,,,-1.1391,-0.2448,0.0998,-0.0316,1.6667,-0.0797,-0.8511,0.2121,1.5686,-1.2171,,,,,1.0444,0.3947,,,,,0.7153,1.3136,0.8666,6.5212,2.5694,1.4015,0.6243,1.521,41.0324,,,1.23,1.4558,1.2394,1.2152,2.1354,0.842,0.5957,11.7944,8.4987,7.4811,,,,,0.4269,0.4052,,,,,4184529862,6033058506,13142841141,7890180982,5155709065,4051296992,54125121542,2164560000,1285750000,,,7288586056,2746391483,8028000000,3344578940,1939084748,3078572342,5552723120,1484763100,1124060000,1195100000,,,,,19814400000,4776387630,,,,,439.1208,91.3592,63.9404,531.5019,33.6782,174.9952,47.059,82.6606,86.5221,,,97.0476,63.9555,200.8744,84.8636,45.4029,96.5179,112.4259,99.6135,106.4402,180.0431,,,,,29.5454,78.1661,,,,,2.9924,3.6795,7.659,2.7561,4.7672,5.0319,7.2262,8.3541,17.6636,,,7.5668,3.6555,10.7138,7.8722,2.7974,5.9637,8.6525,8.3646,23.6718,23.1854,,,,,2.5244,2.1538,,,,,3.8387,2.6172,6.309,9.0556,3.1461,4.0907,8.8919,7.9612,9.761,,,10.1521,2.5702,7.0283,8.585,7.1479,7.3671,4.5339,7.552,5.2464,12.7996,,,,,1.3409,3.3955,,,,
2016/12/23,2.1201,-2.4328,-1.6363,-3.2333,-3.6022,-3.2657,1.0627,-1.4068,-8.9636,,,3.786,-1.7791,-1.2456,-1.0114,-2.2639,-1.2766,-2.5751,-3.7115,-5.7791,-7.8299,,,,,0.9044,-1.3106,,,,,2.7047,1.5907,0.8076,3.8447,3.4311,1.2671,1.0919,1.1421,34.3294,,,2.7387,1.382,1.0344,1.8738,1.4852,0.4923,0.8152,6.8734,9.6105,10.3224,,,,,0.8344,0.3946,,,,,4273247809,5886287557,12927787639,7635071205,4969989249,3918995148,54700308806,2134110000,1170500000,,,7564532524,2697529303,7928000000,3310752605,1895186655,3039271419,5409734542,1429655500,1059100000,1101525000,,,,,19993600000,4713787530,,,,,448.4307,89.1366,62.8942,514.317,32.465,169.2805,47.5591,81.4978,78.7666,,,100.7218,62.8177,198.3722,84.0053,44.375,95.2858,109.5308,95.9163,100.289,165.9459,,,,,29.8126,77.1417,,,,,3.0559,3.59,7.5337,2.6669,4.5955,4.8676,7.303,8.2366,16.0803,,,7.8532,3.5905,10.5804,7.7926,2.7341,5.8875,8.4297,8.0542,22.3038,21.37,,,,,2.5472,2.1255,,,,,3.9201,2.5535,6.2058,8.7629,3.0328,3.9571,8.9863,7.8492,8.886,,,10.5364,2.5245,6.9408,8.4981,6.9861,7.273,4.4172,7.2717,4.9432,11.7974,,,,,1.353,3.351,,,,
2016/12/26,1.0381,0.2625,-1.5209,0.9547,-2.587,3.5584,-1.1567,1.3453,0.0641,,,-3.7669,1.9988,2.22,-0.1596,3.115,2.2899,1.3216,0.4227,0.7535,-0.0216,,,,,0,0.7968,,,,,1.9357,1.5188,1.7075,2.8226,1.6597,0.9645,0.881,1.7684,21.9859,,,1.834,1.639,1.2259,1.522,1.3787,1.0552,0.5245,2.3398,6.9571,7.4916,,,,,0.5839,0.524,,,,,4317606783,5901737130,12731167295,7707959713,4841413993,4058448443,54067602816,2162820000,1171250000,,,7279587802,2751446191,8104000000,3305467240,1954222022,3108866804,5481228831,1435698000,1067080000,1101287500,,,,,19993600000,4751347590,,,,,453.0857,89.3706,61.9376,519.227,31.6251,175.3041,47.009,82.5942,78.817,,,96.9278,64.0732,202.7761,83.8712,45.7573,97.4677,110.9784,96.3217,101.0446,165.9102,,,,,29.8126,77.7563,,,,,3.0876,3.5994,7.4191,2.6924,4.4766,5.0408,7.2186,8.3474,16.0906,,,7.5574,3.6622,10.8153,7.7801,2.8192,6.0223,8.5411,8.0882,22.4718,21.3654,,,,,2.5472,2.1425,,,,,3.9608,2.5602,6.1114,8.8465,2.9543,4.0979,8.8824,7.9548,8.8917,,,10.1396,2.575,7.0949,8.4846,7.2037,7.4396,4.4755,7.3025,4.9804,11.7949,,,,,1.353,3.3777,,,,
2016/12/27,1.1986,0,-1.0618,-1.6548,-0.1967,-1.5419,-0.7979,0,-0.4269,,,-1.4009,0.1837,0.7897,-0.5437,-0.4648,0.237,-0.8696,0.6566,1.3645,0.4313,,,,,-1.7926,1.1858,,,,,1.9619,1.1408,0.8577,2.0053,0.7554,1.0204,0.7413,1.0619,17.3958,,,0.9995,1.5699,1.1076,1.0706,0.9974,0.977,0.5277,1.953,6.9393,5.569,,,,,0.7675,0.6032,,,,,4369358919,5901737130,12595990808,7580404824,4831889899,3995873246,53636212368,2162820000,1166250000,,,7177607585,2756500899,8168000000,3287496999,1945139658,3116235727,5433565972,1445124300,1081640000,1106037500,,,,,19635200000,4807687680,,,,,458.5166,89.3706,61.28,510.6346,31.5629,172.6012,46.634,82.5942,78.4806,,,95.5699,64.1909,204.3774,83.4152,45.5447,97.6988,110.0133,96.9541,102.4234,166.6258,,,,,29.2782,78.6783,,,,,3.1246,3.5994,7.3403,2.6479,4.4678,4.9631,7.161,8.3474,16.0219,,,7.4515,3.669,10.9007,7.7378,2.8061,6.0366,8.4668,8.1413,22.7784,21.4576,,,,,2.5016,2.1679,,,,,4.0083,2.5602,6.0465,8.7001,2.9485,4.0347,8.8115,7.9548,8.8538,,,9.9975,2.5797,7.1509,8.4384,7.1702,7.4572,4.4366,7.3504,5.0484,11.8457,,,,,1.3288,3.4178,,,,
