ÈÕÆÚ,000048.SZ,000702.SZ,000876.SZ,002100.SZ,002124.SZ,002157.SZ,002311.SZ,002385.SZ,002548.SZ,002567.SZ,002891.SZ,300673.SZ,603363.SH,603609.SH,603668.SH
2018/7/6,16.4543,5.6,6.0146,6.1435,3.9,3.5021,19.7347,4.0978,7.55,4.8183,19.3594,34.697,16.424,8.5309,8.8318
2018/7/9,15.8427,5.71,6.1706,6.1435,4.12,3.6817,20.5169,4.1075,7.58,4.7885,20.21,38.1667,16.424,8.7577,9.0307
2018/7/10,16.6387,5.72,6.1609,6.1435,4.26,3.7316,20.0911,4.264,7.52,4.7687,20.7673,39.1756,16.4838,8.7873,9.2097
2018/7/11,17.4736,5.56,6.0634,6.1435,4.22,3.7715,19.7941,4.1858,7.16,4.6597,20.0399,38.6753,16.6434,8.8761,9.0208
2018/7/12,17.4833,5.75,6.1999,6.1534,4.22,3.7815,20.5268,4.2445,7.24,4.6894,20.9433,41.8333,16.5536,8.955,9.2197
2018/7/13,17.6192,5.72,6.5193,6.1336,4.15,3.7715,20.9922,4.2347,7.19,4.6993,21.6825,44.2941,16.2046,9.024,9.1998
2018/7/16,17.4736,5.77,6.4894,6.1336,4.15,3.7515,21.0912,4.176,7.3,4.5903,22.3219,46.0658,15.5963,8.7972,9.1998
2018/7/17,17.3765,5.8,6.4395,6.1139,4.15,3.7216,21.1507,4.0978,7.46,4.62,22.1166,44.4335,15.8157,9.1127,9.518
2018/7/18,17.3765,5.84,6.4095,6.104,4.23,3.7515,21.3487,4.0684,7.58,4.62,21.882,44.5484,15.696,9.0141,9.3291
2018/7/19,17.1823,5.77,6.3197,6.104,4.12,3.7116,21.1903,4.0293,7.62,4.501,21.483,43.6379,15.0379,8.9747,9.2793
2018/7/20,17.0853,5.85,6.4195,6.104,4.17,3.6917,21.2596,4.0586,7.66,4.5407,22.4099,43.8019,14.7985,9.1325,9.3689
2018/7/23,17.3862,5.92,6.4994,6.104,4.59,4.0608,21.2596,4.088,7.75,4.7191,22.5742,42.8094,14.9282,9.1621,9.4186
2018/7/24,17.6386,5.98,6.5593,6.104,4.95,4.2205,21.1507,4.1564,7.74,4.7687,22.7209,43.5558,14.9381,9.2015,9.4882
2018/7/25,18.522,5.99,6.5094,6.1534,4.78,4.1207,20.7645,4.1564,7.62,4.7489,22.2339,43.1867,15.1675,9.1029,9.4584
2018/7/26,19.4442,6.08,6.4994,6.1534,4.82,4.1706,20.7843,4.1956,7.56,4.7588,21.706,43.2359,14.588,9.024,9.349
2018/7/27,20.2499,6.01,6.4495,6.104,4.75,4.2704,21.0318,4.1369,7.59,4.7489,21.0958,41.8579,14.6879,9.0437,9.2595
2018/7/30,20.0072,5.95,6.4295,6.104,4.63,4.1307,20.3288,4.0391,7.46,4.9967,20.3919,40.5209,14.1683,9.2114,9.0804
2018/7/31,20.1917,5.98,6.5094,6.104,4.69,4.1207,20.6952,4.0586,7.47,4.9174,20.2276,40.5291,14.1683,9.1029,9.0904
2018/8/1,19.9975,5.9,6.3896,6.104,4.45,4.0309,20.2694,4,7.48,4.7985,19.5764,39.8647,13.1292,9.1522,9.0208
2018/8/2,19.4733,5.76,6.2298,6.104,4.63,4.1905,20.3585,3.7946,7.62,4.9472,19.1834,39.8647,12.3698,8.7774,8.5931
2018/8/3,19.4345,5.79,6.3896,6.341,5.09,4.4001,19.8535,3.8142,7.81,4.9868,18.9487,38.7163,12.5297,8.7281,8.7124
2018/8/6,20.4052,5.66,6.2897,6.104,4.58,4.0608,19.0118,3.7457,7.54,4.7885,17.8223,36.3868,11.7503,8.4816,8.6329
2018/8/7,21.376,5.85,6.4594,6.0941,4.72,4.0708,19.2099,3.8044,7.56,4.8579,18.5498,37.7156,12.08,8.6098,8.7323
2018/8/8,20.7838,5.84,6.3396,6.0842,4.63,4.0409,19.3881,3.8142,7.79,5.0959,18.2565,36.4032,12.2599,8.5407,8.4737
2018/8/9,20.9197,5.91,6.4395,6.0744,4.66,4.0708,19.7644,3.8533,7.79,5.1058,18.9722,38.462,12.3099,8.7281,8.5633
2018/8/10,21.8905,5.99,6.5493,6.0744,4.79,4.1506,20.0911,3.8924,7.85,5.2049,19.0543,38.7573,12.4697,8.9352,8.8318
2018/8/13,22.0846,5.94,6.5193,6.0744,4.93,4.1905,20.0218,3.8533,7.8,5.2049,19.2068,38.6753,12.3099,9.0832,8.7721
2018/8/14,22.6671,5.86,6.4794,6.0744,4.84,4.1706,19.8832,3.8435,7.67,5.1256,19.7583,42.5469,12.4497,8.9648,8.7522
2018/8/15,22.5797,5.73,6.3796,6.0744,4.87,4.2404,19.6258,3.775,7.42,5.1157,18.9487,41.3001,12.6096,9.024,8.6229
2018/8/16,22.3564,5.7,6.2398,6.0645,4.57,4.0109,18.992,3.7261,7.4,4.9273,19.0426,40.3486,12.18,8.7281,8.5633
2018/8/17,22.2205,5.61,6.1,6.0645,4.33,4.0309,19.0019,3.6186,7.34,4.6597,18.6906,37.9371,11.7703,8.6098,8.3942
2018/8/20,23.2884,5.61,6.0301,6.0348,4.19,3.8912,19.0217,3.5697,7.35,4.5903,18.7727,37.2808,11.4805,8.5111,8.3246
2018/8/21,23.2107,5.66,6.14,6.0151,4.2,3.981,18.8138,3.5403,7.46,4.5704,18.5733,40.0041,11.6904,8.5506,8.3842
2018/8/22,23.1525,5.56,6.13,5.9855,4.23,4.1007,18.6455,3.4914,7.36,4.5506,18.0922,40.6931,12.8594,8.6689,8.5831
2018/8/23,22.5215,5.62,6.0701,5.9163,4.1,3.971,18.9722,3.4914,7.44,4.5109,18.1391,40.0123,13.1991,8.521,8.6826
2018/8/24,22.5118,5.49,6.09,5.8077,4.2,3.9311,19.3188,3.4523,7.42,4.4415,18.3738,42.6536,12.9094,8.521,8.5235
2018/8/27,21.8322,5.58,6.1799,5.778,4.3,3.971,19.4772,3.5012,7.41,4.501,18.6495,43.1621,12.8894,8.59,8.5334
2018/8/28,22.1914,5.65,6.1699,5.7978,4.3,3.9112,19.2594,3.511,7.43,4.5407,18.3621,42.67,13.4189,8.5703,8.4936
2018/8/29,22.1041,5.62,6.1699,5.7583,4.24,3.8912,19.7842,3.4719,7.45,4.4713,17.8399,42.6618,12.9193,8.6887,8.5235
2018/8/30,22.7156,5.51,6.14,5.6496,4.38,3.8413,19.5564,3.4425,7.39,4.392,17.8517,42.2434,12.7994,8.5111,8.3445
2018/8/31,22.7156,5.41,6.0501,5.6299,4.53,3.7515,18.9722,3.3447,7.36,4.4118,17.8517,41.5052,12.15,8.3829,8.3246
2018/9/3,22.57,5.37,6.0202,5.62,4.42,3.7715,19.8634,3.2763,7.4,4.4812,17.8458,42.6536,13.1192,8.304,8.3345
2018/9/4,22.3176,5.45,6.0501,5.6398,4.5,3.8214,20.2298,3.3252,7.38,4.5209,17.9925,43.5148,13.4789,8.3336,8.4837
2018/9/5,22.1138,5.41,5.9902,5.5509,4.35,3.7615,19.9228,3.3056,7.44,4.501,18.6847,41.9727,13.5189,8.2153,8.613
2018/9/6,21.8905,5.42,5.8504,5.3928,4.43,3.6917,19.6357,3.286,7.47,4.4316,18.1861,41.9973,13.1791,8.2153,8.802
2018/9/7,22.0361,5.41,5.9103,5.2348,4.44,3.6917,19.8535,3.2958,7.59,4.4118,17.9279,40.8244,12.9393,8.1265,8.6627
2018/9/10,21.4634,5.43,5.9403,5.0768,4.5,3.7216,19.903,3.2274,7.65,4.3821,17.7109,41.415,12.4597,8.1167,8.5831
2018/9/11,21.1527,5.47,5.8504,5.0076,4.41,3.6418,19.7842,3.2469,7.59,4.4217,17.705,40.7587,12.6296,7.6926,8.6926
2018/9/12,21.2401,5.49,5.8305,5.0076,4.53,3.6218,19.6258,3.2469,7.6,4.4911,17.6992,39.2167,12.4897,7.7222,8.7622
2018/9/13,21.3954,5.51,5.8704,4.9879,4.57,3.6218,19.7149,3.286,7.57,4.4812,17.7344,39.0362,12.3598,7.7518,8.7522
2018/9/14,21.3469,5.53,5.8904,4.978,4.58,3.6019,19.9129,3.2763,7.56,4.4515,17.6581,38.8886,11.8203,7.9786,8.7323
2018/9/17,21.0556,5.48,5.8105,4.9484,4.5,3.522,19.3584,3.2567,7.51,4.3721,17.4293,38.6835,11.8902,7.8109,8.7323
2018/9/18,20.8518,5.58,5.8904,4.9484,4.63,3.5919,19.6852,3.3056,7.54,4.4118,17.6757,39.11,11.9801,7.9194,8.792
2018/9/19,20.8615,5.61,5.9203,4.9089,4.75,3.6118,20.1506,3.3643,7.55,4.4614,17.8282,40.6849,12.2799,7.9095,8.802
2018/9/20,20.7547,5.6,5.9103,4.8694,4.73,3.6418,20.2595,3.3643,7.53,4.4415,18.2213,39.6924,12.0601,7.7912,8.6926
2018/9/21,20.8712,5.62,6.0202,4.9484,4.86,3.7116,20.9922,3.4132,7.55,4.5605,18.3855,41.5216,12.0501,7.8701,8.7224
2018/9/25,20.9391,5.63,6.0401,4.9286,5.22,3.8513,20.9328,3.511,7.46,4.5803,17.9573,41.2673,12.14,7.9293,8.6329
2018/9/26,21.0265,5.63,6.0801,4.6323,5.44,3.971,21.4477,3.6186,7.39,4.6002,18.1802,41.5462,11.8902,7.9293,8.603
2018/9/27,21.5798,5.52,6.0401,4.3755,5.34,3.9411,21.3982,3.5892,7.18,4.5506,17.9103,42.4731,11.6904,7.7222,8.4041
2018/9/28,21.4536,5.56,6.12,4.3558,5.37,4.0708,21.5269,3.599,7.26,4.6101,17.2592,42.3911,11.7603,7.7222,8.4041
2018/10/8,20.8712,5.44,6.0601,4.3656,5.32,4.1007,21.0318,3.511,7.12,4.4713,16.9717,39.1674,11.2207,7.5545,7.9566
2018/10/9,20.9974,5.44,6.0301,4.336,5.39,4.0509,20.8932,3.4914,7.18,4.4614,17.0773,39.2085,11.2507,7.5841,7.8273
2018/10/10,20.9586,5.42,6.09,4.2076,5.49,4.1506,21.1408,3.4719,7.18,4.5605,17.1712,39.2741,11.2507,7.5348,7.8571
2018/10/11,19.9587,4.9,5.8305,3.7829,5.3,3.981,20.101,3.1687,6.82,4.2829,15.775,35.345,10.1217,7.1797,7.33
2018/10/12,20.0946,4.84,5.9303,3.7829,5.33,4.1007,20.9427,3.2567,6.65,4.3127,15.775,35.5583,9.5321,7.1107,7.4096
2018/10/15,19.9004,4.79,5.8904,3.8422,5.07,4.0109,20.7447,3.1882,6.61,4.2631,15.8043,34.8201,9.4422,7.1304,7.32
2018/10/16,19.8034,4.77,5.7606,3.8422,4.92,3.7016,20.0416,3.0807,6.5,4.3027,15.1472,34.738,9.0925,6.9332,7.3499
2018/10/17,19.8034,4.81,5.7905,3.8619,4.96,3.7216,20.2199,3.1785,6.44,4.4614,15.3115,35.7798,9.2524,7.0713,7.3797
2018/10/18,19.8616,4.58,5.6607,3.6841,4.75,3.6118,19.6258,3.1491,5.88,4.3622,14.4667,34.4509,8.5529,6.7951,7.1808
2018/10/19,20.7353,4.66,5.7206,3.8026,4.74,3.7216,19.9822,3.198,5.88,4.5407,14.543,34.4509,8.8427,6.9332,7.3002
2018/10/22,21.2401,4.95,5.8904,4.0101,4.86,3.8613,20.8932,3.2958,6.15,4.7489,15.3526,36.7887,9.3823,7.16,7.5587
2018/10/23,20.6576,4.92,5.8604,3.9113,4.89,3.8812,20.8239,3.2567,5.9,4.6795,15.0182,35.3122,9.5022,7.0219,7.32
2018/10/24,20.3761,4.93,5.8904,3.9508,5,4.0708,20.715,3.2469,5.7,4.6398,15.6635,35.4271,9.1824,7.1008,7.3399
2018/10/25,20.4246,4.95,5.8405,3.9113,5.09,4.0309,20.4476,3.2274,5.6,4.6101,14.9008,33.9178,9.0226,7.1107,7.2504
2018/10/26,20.4732,5,5.8904,4.0397,5.22,3.981,19.8634,3.2665,5.64,4.62,14.7542,32.3921,9.1325,7.2784,7.32
2018/10/29,20.3664,4.85,5.8504,4.0101,5.11,3.9411,19.2396,3.2371,5.66,4.5605,14.7073,32.146,8.9826,7.1896,7.3002
2018/10/30,20.7256,4.96,5.8205,4.0496,5.2,3.991,18.9029,3.2567,5.88,4.6101,14.8187,32.671,9.0326,7.2291,7.33
2018/10/31,20.7644,5.12,5.9403,4.0792,5.21,4.001,19.8832,3.286,5.96,4.6597,15.1179,33.7127,9.1325,7.4855,7.3797
2018/11/1,20.7256,5.13,5.9503,4.2175,5.15,4.0109,20.3288,3.2763,5.83,4.6795,15.2939,34.7134,9.3023,7.5446,7.4891
2018/11/2,20.978,5.23,6.1,4.2965,5.15,4.2704,20.5961,3.3936,5.95,4.8282,15.8571,36.1325,9.4022,7.6137,7.5985
2018/11/5,20.8906,5.32,6.1699,4.2372,5.15,4.43,20.913,3.4425,6.07,4.8877,16.5845,35.2712,9.3623,7.6433,7.6383
2018/11/6,21.2595,5.31,6.3396,4.2669,5.15,4.4599,20.9427,3.4621,6.26,5.0959,16.3557,35.3532,9.1924,7.7123,7.5985
2018/11/7,21.541,5.3,6.3596,4.2965,5.15,4.4599,20.8833,3.5012,6.16,5.0166,16.784,35.5009,9.4422,7.594,7.5886
2018/11/8,21.8419,5.38,6.3896,4.2767,5.15,4.5597,20.6358,3.4425,6.14,4.9472,16.8368,34.8939,9.1924,7.6433,7.5388
2018/11/9,21.9584,5.39,6.2797,4.3162,5.15,4.4799,20.9922,3.4034,6.05,4.8381,16.9072,34.8611,8.8927,7.7715,7.7179
2018/11/12,22.2885,5.59,6.3896,4.4249,5.15,4.4899,20.9427,3.4816,6.18,4.7985,18.0453,35.6731,9.1724,7.8011,7.7974
2018/11/13,22.2982,5.76,6.5892,4.4545,5.15,4.7393,21.7646,3.511,6.31,4.9075,17.9983,36.8051,9.2224,7.8898,7.8969
2018/11/14,22.2497,5.75,6.6791,4.5434,5.15,4.7094,21.6359,3.4719,6.43,5.0067,18.0277,36.4442,9.1425,7.9786,7.8372
2018/11/15,22.4438,5.75,6.8189,4.6422,5.67,4.7293,22.23,3.5208,6.7,5.1455,18.2975,37.1578,9.3223,8.0772,7.9765
2018/11/16,22.8224,5.79,6.7589,4.6126,5.9,4.7293,22.3092,3.5305,6.6,5.0562,18.1039,38.0437,9.3223,8.1364,8.0262
2018/11/19,23.0554,5.83,6.739,4.6422,5.88,4.6495,22.6855,3.511,6.49,5.1554,18.2154,38.2241,9.2823,8.166,8.0162
2018/11/20,23.1428,5.71,6.6292,4.494,5.79,4.5298,21.8438,3.3838,6.17,5.0166,18.233,36.8707,9.4122,7.8898,7.8173
2018/11/21,23.1428,5.9,6.6791,4.7212,5.84,4.6595,22.1211,3.3936,6.27,5.0166,18.321,37.1168,10.0317,8.018,7.8074
2018/11/22,23.1428,5.8,6.7589,4.6718,5.86,4.6595,22.0022,3.423,6.35,4.9868,18.4794,36.7559,9.692,8.0082,7.9068
2018/11/23,23.1428,5.47,6.5393,4.4842,5.82,4.6595,21.9824,3.3056,6.43,4.7985,17.2944,35.6813,9.2823,8.2843,7.877
2018/11/26,21.9876,5.5,6.5892,4.3953,5.8,4.6196,21.8636,3.3056,6.83,4.8084,17.5936,35.9192,8.8127,7.6827,7.3797
2018/11/27,20.9586,5.68,6.4195,4.3656,5.78,4.6695,22.131,3.3056,6.7,4.8084,17.969,35.7059,8.6429,7.6235,7.4294
2018/11/28,21.0071,5.67,6.9586,4.4051,5.85,4.9488,22.1211,3.3056,6.76,5.0166,18.0629,35.5829,8.9526,7.6729,7.4692
2018/11/29,20.91,5.53,6.9886,4.4644,6.14,4.9488,22.0616,3.3056,7,5.0265,17.9573,34.3525,9.5022,7.6827,7.2803
2018/11/30,19.9004,5.56,7.0485,4.4249,6.35,5.0985,22.3785,3.3056,7.3,5.2545,17.8517,33.9834,9.2923,7.6235,7.3101
2018/12/3,19.8034,5.72,7.4578,4.6027,6.35,5.1983,22.9726,3.4327,7.37,5.3636,18.2447,36.1653,9.4922,7.7419,7.4792
2018/12/4,19.9975,5.76,7.3779,4.6323,6.52,5.1683,23.3291,3.4327,7.77,5.433,18.8314,36.0915,9.3323,7.8602,7.5985
2018/12/5,19.6383,5.72,7.5077,4.9978,6.8,5.4776,23.8044,3.511,7.83,5.6511,19.8287,35.829,9.6321,7.7222,7.5687
2018/12/6,19.0073,5.59,7.2581,4.9089,6.68,5.4677,23.3687,3.4621,7.97,5.7304,19.2596,35.3286,9.702,7.6038,7.5687
2018/12/7,19.085,5.63,7.2981,4.9879,6.83,5.4976,23.1113,3.4621,8.64,5.6808,19.4767,35.5829,10.0217,7.5644,7.4991
2018/12/10,18.8423,5.51,7.2981,4.8002,6.7,5.3479,23.5172,3.511,8.14,5.6511,18.7141,36.6246,10.2615,7.4263,7.3698
2018/12/11,19.0073,5.54,7.338,4.8299,6.74,5.3479,23.7153,3.5208,7.79,5.6213,19.0895,37.65,9.9718,7.4263,7.3996
2018/12/12,18.9976,5.6,7.368,4.8002,6.63,5.2082,24.1411,3.4816,7.7,5.5718,19.1892,37.6172,9.692,7.4066,7.4096
2018/12/13,18.9879,5.6,7.3779,4.8299,6.48,5.1883,24.1609,3.4816,7.67,5.542,19.8111,37.5679,9.752,7.5644,7.4294
2018/12/14,18.9782,5.46,7.2082,4.7212,6.35,5.1284,23.4083,3.4132,7.25,5.3536,19.0954,36.1489,9.2923,7.3868,7.509
2018/12/17,18.9782,5.35,7.1283,4.5335,6.23,5.1284,22.7746,3.4034,7.31,5.3834,19.0954,36.0751,9.3123,7.3178,7.3598
2018/12/18,18.9976,5.33,7.2581,4.5039,6.36,5.2781,22.636,3.3741,7.26,5.3536,18.7375,36.0751,9.2324,7.4953,7.2504
2018/12/19,18.8423,5.18,6.9886,4.4249,6.06,4.859,21.9131,3.3154,6.97,5.2446,18.2799,35.1482,8.9626,7.308,7.33
2018/12/20,18.3472,5.19,7.338,4.4249,6.41,5.1683,21.9824,3.3252,6.96,5.4032,18.2506,35.0497,9.0825,7.5841,7.2504
2018/12/21,18.2502,5.12,7.1882,4.3064,6.4,5.1284,21.9131,3.2958,6.81,5.2842,18.5322,34.5576,9.1125,7.5249,7.3698
2018/12/24,18.3569,5.15,7.358,4.415,6.91,5.3779,22.2795,3.3056,6.91,5.5817,18.7141,35.0661,9.2124,7.6334,7.4195
2018/12/25,18.0463,5.15,7.338,4.3162,6.91,5.3779,22.3488,3.2274,6.75,5.7304,18.8079,35.4189,8.9226,7.732,7.32
2018/12/26,17.6677,5.14,7.338,4.2372,6.91,5.3878,22.2201,3.1589,6.82,5.6907,18.6965,34.7626,8.9226,7.8011,7.2206
2018/12/27,17.4736,5.17,7.1783,4.1483,6.91,5.3479,22.0814,3.1198,6.73,5.6114,19.1716,33.9588,8.5929,7.6433,7.151
2018/12/28,17.6677,5.56,7.2681,4.1483,6.8,5.298,22.9429,3.1296,6.69,5.6213,19.4122,34.697,8.3931,7.6433,7.2206
2019/1/2,17.5706,5.43,7.3879,4.1878,6.98,5.318,22.7746,3.11,6.75,5.6312,19.5471,33.4584,8.2432,7.6235,7.2106
2019/1/3,17.5512,5.4,7.4079,4.178,7.1,5.3878,22.1805,3.1002,6.65,5.5916,19.242,32.2362,8.0933,7.9095,7.2206
2019/1/4,17.7162,5.45,7.5077,4.3064,7.71,5.5974,22.4379,3.11,6.69,5.7998,19.3594,33.0483,8.2132,7.8405,7.3101
2019/1/7,17.7065,5.44,7.8072,4.5335,7.99,5.8967,22.9132,3.16,6.87,5.9782,20.7497,32.9909,8.3531,8.1462,7.3698
2019/1/8,17.5706,5.42,7.5876,4.6027,7.94,5.8967,22.7746,3.27,6.98,5.9088,20.5209,32.9991,8.2432,7.9786,7.33
2019/1/9,17.5706,5.43,7.7174,4.5829,7.97,5.9166,22.4676,3.23,6.99,5.7502,20.8846,33.4748,8.2532,7.8602,7.6085
2019/1/10,17.425,5.46,7.5876,4.5928,7.82,5.757,22.2795,3.19,7.16,5.7006,21.178,32.3183,8.3531,7.7419,7.519
2019/1/11,17.4444,5.58,7.6275,4.7311,7.99,5.8967,22.2795,3.25,7.2,6.0476,20.9081,32.3265,8.3831,7.732,7.5488
2019/1/14,16.9882,5.45,7.7573,4.8496,8.2,6.0364,22.3785,3.27,7.51,6.0476,20.7321,30.8664,8.2132,7.663,7.4692
2019/1/15,16.9979,5.53,7.7573,4.8397,8.23,6.0763,22.6756,3.26,7.04,6.0476,21.2073,31.7359,8.3731,7.6926,7.3399
2019/1/16,16.9882,5.53,7.6275,4.9089,8.09,6.0863,22.636,3.27,7.01,5.9287,21.5593,32.3675,8.4031,7.6926,7.2405
2019/1/17,16.697,5.47,7.5776,4.9089,7.91,6.0364,22.5963,3.27,6.94,5.9882,21.1076,32.1788,8.3731,7.5446,7.1211
2019/1/18,16.7552,5.53,7.7374,4.8002,8.17,6.196,23.3885,3.31,6.95,6.0675,21.659,33.0893,8.3231,7.5644,7.2305
2019/1/21,16.9979,5.56,7.6974,4.899,7.8,5.9565,23.7054,3.34,6.9,5.9485,21.7001,34.4263,8.493,7.8011,7.2405
2019/1/22,16.9591,5.6,7.7473,4.8792,7.88,5.9665,23.6658,3.27,6.81,5.8989,21.6238,33.926,8.4231,7.6433,7.2405
2019/1/23,16.7746,5.6,7.8072,4.9681,8.18,6.3357,24.2599,3.34,6.79,6.0972,21.706,34.574,8.433,7.9786,7.2106
2019/1/24,16.7649,5.74,7.937,5.0965,8.12,6.3656,24.2401,3.34,6.83,6.1567,21.7001,34.1639,8.463,7.8997,7.2902
2019/1/25,16.8134,5.58,7.9171,5.0076,8.17,6.3856,24.0519,3.29,6.72,6.1666,22.0462,33.9752,8.3431,7.9786,7.2405
2019/1/28,16.8134,5.44,7.957,5.0867,8.06,6.3058,23.9727,3.27,6.86,6.0179,22.7561,34.2459,8.0733,7.8208,7.2305
2019/1/29,16.6678,5.25,7.9969,5.0669,8.21,6.4854,23.9529,3.24,6.58,6.0675,22.7619,33.1057,7.9634,7.5545,7.2604
2019/1/30,17.5027,5.3,7.937,5.0669,8.3,6.4953,23.8935,3.19,6.67,6.0476,21.6356,32.7284,7.9235,7.4362,7.2206
2019/1/31,18.3764,5.18,7.937,5.0965,8.11,6.4355,23.7747,3.14,6.5,5.8494,21.1545,31.6949,7.3439,7.4756,7.2604
2019/2/1,19.1238,5.32,7.957,5.0373,7.88,6.3756,23.6658,3.22,6.64,5.7998,21.706,32.4085,7.5638,7.5742,7.4294
2019/2/11,18.5414,5.53,8.4761,5.4521,8.67,7.0142,24.7352,3.44,7.06,6.3847,22.0345,34.5904,8.3231,7.88,7.509
2019/2/12,18.5705,5.59,8.4861,5.8274,8.99,7.4332,25.052,3.51,7.31,6.3649,22.2691,35.4353,8.3531,7.88,7.4493
2019/2/13,18.5414,5.64,8.4761,5.8274,8.97,7.3634,24.7154,3.52,7.2,6.3252,22.3219,35.5173,8.3731,7.9293,7.5289
2019/2/14,18.522,5.63,8.3863,5.9756,9.17,7.2835,24.5668,3.6,7.22,6.3153,22.1577,35.5009,8.513,7.9194,7.6582
2019/2/15,18.4249,5.8,8.6558,6.5781,9.97,7.952,24.5866,3.93,7.64,6.9498,21.8116,35.1072,9.3623,8.7084,7.9068
2019/2/18,18.4831,5.96,8.8056,6.7065,10.97,8.421,25.7452,3.98,7.77,7.4455,22.3219,36.7559,9.7719,9.5763,8.5334
2019/2/19,19.1433,5.95,8.6758,6.5484,10.81,8.3811,26.0422,3.93,7.67,7.7231,21.6473,35.9438,10.1516,9.4283,8.3047
2019/2/20,19.6092,5.98,8.8855,6.6176,11.2,9.0695,26.369,3.85,7.55,8.4072,21.6532,35.6731,10.4014,10.1187,8.1555
2019/2/21,19.1724,6.15,9.774,6.8349,11.74,9.9775,27.2107,3.9,8.02,8.4865,21.219,35.0907,10.8411,10.5526,8.0958
2019/2/22,18.8617,6.24,10.0136,7.0719,11.68,10.9752,27.2008,3.89,8.81,8.437,21.6414,35.4353,11.1108,10.3653,8.1455
2019/2/25,19.0753,6.62,10.4729,7.1213,11.42,11.0351,26.9334,3.99,8.98,8.8038,22.1283,36.7805,11.2307,10.5329,8.3544
2019/2/26,18.6385,6.42,11.1618,7.5559,12.26,12.1426,26.4284,4.08,8.73,9.1012,22.1577,35.6403,12.3498,10.8978,8.3047
2019/2/27,18.7355,6.25,10.8023,7.1509,11.35,12.1825,26.3195,4.05,8.8,8.3874,21.7646,34.5248,11.8402,10.3751,8.2152
2019/2/28,18.8229,6.28,10.5827,6.7361,10.67,11.3743,26.1809,3.93,8.39,8.2486,22.5038,34.8447,11.5105,10.2765,8.2649
2019/3/1,19.1724,6.3,11.3514,6.8151,11.11,11.7235,26.5869,3.95,8.53,8.3279,23.8648,36.1817,11.5305,10.7992,8.1853
2019/3/4,20.0752,6.33,12.4896,7.2003,12.22,12.9009,26.9037,4.08,9.02,9.0913,24.0701,37.3219,11.9501,11.2923,8.2152
2019/3/5,19.8131,6.49,12.849,7.3189,13.44,14.0084,26.8344,4.49,9.65,9.2499,23.988,37.773,12.1999,11.8052,8.5732
2019/3/6,19.4345,6.55,12.9488,7.2695,14.78,15.4052,26.5968,4.94,9.62,9.5176,23.6302,37.0922,13.4189,11.6671,8.603
2019/3/7,19.4442,6.67,12.6992,7.3682,16.26,15.954,26.27,5.43,9.71,10.4694,23.507,36.8953,13.9885,11.46,8.7124
2019/3/8,19.3957,6.41,13.438,8.109,17.89,17.5404,26.0818,5.47,10.68,11.5203,23.3016,35.8864,15.3074,10.8682,8.8517
2019/3/11,19.4151,6.94,13.438,8.9189,18.4,17.1712,26.7948,5.57,11.75,12.6703,23.8414,37.289,15.5272,11.3219,9.2097
2019/3/12,19.6092,7.22,14.1968,9.8079,20.24,18.8873,28.6861,5.85,12.15,13.9393,25.0616,40.7834,16.0368,12.4561,9.1799
2019/3/13,19.1627,6.74,12.7791,9.3436,18.22,17.0016,26.9235,5.42,10.94,13.9393,23.6419,40.0123,14.4381,11.6671,8.8318
2019/3/14,18.8229,6.43,12.0303,8.4448,16.76,15.3054,26.2007,5.13,10.05,13.8798,22.5507,39.9467,13.389,11.4402,8.4539
2019/3/15,19.1238,6.51,12.5894,8.3164,17.51,15.6846,27.6266,5.16,10.47,13.7708,22.5155,40.6029,13.299,11.1937,8.5931
2019/3/18,19.4248,6.58,13.0387,8.4745,18.4,16.1635,27.2305,5.25,10.79,14.0385,22.979,42.6289,13.6388,11.2233,8.7423
2019/3/19,19.483,6.69,12.9089,8.8893,18.85,16.8619,27.3394,5.24,11.5,13.8798,23.9176,44.6878,14.6279,11.1542,8.6826
2019/3/20,19.4636,6.64,12.3498,8.435,17.43,15.8342,26.5571,5.1,11.18,12.7,23.8179,44.5812,13.7187,10.888,8.7423
2019/3/21,19.4345,6.76,12.6294,8.4448,17.55,15.8342,26.2601,5.18,11.15,12.6009,23.8062,44.5812,13.6787,10.8682,9.0108
2019/3/22,19.4539,6.82,12.3997,8.0794,16.7,15.2057,25.7848,5.17,10.54,12.1349,23.0494,43.7773,13.2091,10.671,8.8716
2019/3/25,19.2986,6.67,12.3598,8.109,17.21,15.1857,25.7749,5.27,10.36,12.363,22.099,43.359,13.0393,10.4836,9.0009
2019/3/26,19.7548,6.66,12.9688,8.9189,17.36,15.3653,25.864,5.41,10.44,12.3035,21.3657,41.5954,13.399,10.385,9.3888
2019/3/27,19.8034,6.55,12.7492,8.7708,17.12,14.8165,25.9036,5.25,10.08,11.9565,21.659,42.3172,13.0492,10.0694,9.6473
2019/3/28,19.6675,6.5,12.6992,8.5041,16.73,15.0759,26.1017,5.09,10.39,12.2242,21.4713,42.6371,13.0692,10.2075,9.886
2019/3/29,19.7451,6.69,13.2783,8.9584,17.48,16.2533,27.9236,5.33,10.78,13.0371,21.5417,44.819,14.1084,10.5132,10.1944
2019/4/1,20.0072,6.94,14.4564,9.6696,19.04,17.8796,28.3692,5.48,11.45,14.3458,22.0579,44.7042,15.5172,10.8386,10.2341
