ÈÕÆÚ,000048.SZ,000702.SZ,000876.SZ,002100.SZ,002124.SZ,002157.SZ,002311.SZ,002385.SZ,002548.SZ,002567.SZ,002891.SZ,300673.SZ,603363.SH,603609.SH,603668.SH
2019/4/2,19.9004,7.05,14.8158,9.3634,18.3,17.6601,27.9335,5.41,11.22,14.0087,21.7353,43.3918,16.8761,10.6611,9.9954
2019/4/3,19.9004,7.13,15.1153,9.3436,18.17,18.2687,27.5275,5.5,11.45,13.7807,21.8878,43.564,16.9161,10.6118,9.9457
2019/4/4,20.0946,7.08,15.2251,9.877,19.45,20.0946,27.7058,5.73,12.6,14.2764,21.706,42.6207,18.2749,10.7893,9.9457
2019/4/8,19.881,6.98,14.7259,10.0449,19.19,20.6534,27.4285,6.29,12.8,13.9195,21.5358,41.8005,18.4848,10.7992,10.1247
2019/4/9,20.8712,7.02,14.5362,9.5511,18.8,19.5858,27.3394,6.03,12.05,13.3345,21.2132,41.3657,17.036,10.6513,10.4231
2019/4/10,21.9196,7.01,14.5961,9.314,18.3,18.7177,27.983,5.94,11.52,13.0669,20.6207,37.2644,17.5655,10.3554,10.4331
2019/4/11,23.0166,7.19,14.0071,9.1263,18.76,18.4583,27.3493,5.87,11.95,13.1858,20.0927,36.2965,19.3241,10.7597,10.4331
2019/4/12,22.5409,6.94,14.5163,9.5017,19.41,19.3064,27.4582,6.11,12.83,14.5044,20.3684,36.1735,20.4831,11.4402,10.0153
2019/4/15,22.2497,6.67,14.1169,9.2844,20.1,19.037,27.686,5.93,12.85,14.1773,20.1748,35.7059,19.8137,10.8485,9.8363
2019/4/16,22.1429,6.71,14.097,9.2646,20,18.4882,28.5177,5.88,12.54,13.979,20.955,35.4763,20.3632,10.8682,9.9557
2019/4/17,22.0264,6.83,14.2467,9.6004,20.62,19.1368,29.3594,6.15,13.79,15.3769,20.4388,35.3942,22.4015,11.2825,9.9855
2019/4/18,22.3176,6.84,14.1069,9.9461,20.2,18.8973,29.706,6.77,14.29,15.0497,21.09,34.3525,23.7304,11.5685,9.5877
2019/4/19,22.1817,6.89,13.9771,10.1832,20.23,18.9572,30.2011,6.86,14.36,15.7139,21.0078,34.5822,26.1085,11.2923,9.6175
2019/4/22,22.6768,7.58,14.8258,11.2005,21.48,20.803,30.3793,7.55,15.8,17.2903,20.5092,34.1803,28.7163,12.4265,9.3589
2019/4/23,22.2108,8.34,14.4763,11.3981,21.12,20.9028,30.2011,7.84,15.33,17.2209,20.298,33.483,26.4282,13.6691,9.4086
2019/4/24,22.405,9.17,14.9356,12.3364,22.2,22.9981,30.3793,8.1,15.28,17.667,20.4036,33.9752,26.728,13.8269,9.3291
2019/4/25,22.0652,9.56,15.7243,11.5857,21.8,22.569,31.0229,7.76,15.06,17.3597,19.418,32.6054,25.9686,13.4127,9.0804
2019/4/26,21.8128,8.74,16.2734,10.6178,20.97,21.9504,30.6962,7.05,15.24,16.4873,19.0543,31.9656,24.0702,13.8171,8.8517
2019/4/29,20.978,7.87,15.7143,9.5609,19.01,20.2543,30.8843,7.06,13.72,15.02,18.7023,31.3586,22.6813,12.7223,8.5334
2019/4/30,21.2692,8.1,17.2817,9.9955,20.15,22.2797,30.3595,7.63,14.72,16.5071,19.0367,32.1624,23.8304,13.9946,8.9114
2019/5/6,20.2014,7.8,17.0421,9.0078,18.14,20.0547,29.3,7.22,13.3,14.8613,18.0218,28.947,22.6813,14.1622,8.6428
2019/5/7,19.5316,7.65,16.1236,9.0671,16.9,18.4882,30.4189,7.13,13.46,13.8203,18.5909,29.8493,20.8128,13.965,9.2097
2019/5/8,19.6675,6.91,14.5362,8.188,15.42,16.6424,29.706,6.7,12.77,12.4423,19.2303,28.8732,20.1534,12.5645,9.2992
2019/5/9,19.3277,7.02,15.9939,8.3164,16.1,17.4506,28.9138,6.9,13.27,13.0272,19.4122,28.3072,20.3133,12.3279,9.1401
2019/5/10,19.5898,7.34,17.5912,8.9979,17.71,19.1966,30.2011,7.29,14.6,13.8798,19.7583,29.2669,21.4223,12.7914,9.2595
2019/5/13,19.4151,7.02,17.5813,9.0078,18.03,18.8375,29.5773,6.88,14.49,13.4238,19.3359,29.0864,20.3033,12.1306,9.3788
2019/5/14,19.318,7.04,18.1304,9.6597,18.2,19.057,29.7852,6.78,15.39,13.6518,19.1247,28.7501,20.9627,12.2194,9.4882
2019/5/15,19.3762,7.15,18.34,9.9659,18.62,19.3263,31.1418,6.89,15.49,13.9988,19.5119,30.0543,21.3624,12.3279,9.9159
2019/5/16,19.3665,7.12,17.5813,9.8177,18.99,19.1767,31.7854,6.89,15.01,13.9096,20.5503,30.325,20.7629,12.032,9.8363
2019/5/17,19.0753,6.87,17.6312,9.5115,18.95,18.8973,30.8843,6.82,14.8,13.6716,19.8346,29.1603,19.9236,12.1799,9.717
2019/5/20,18.4443,6.45,16.5629,8.8992,17.64,17.3408,31.1121,6.14,13.36,12.7397,19.3828,28.4056,19.5339,10.9767,9.8463
2019/5/21,18.4443,6.63,18.1104,9.0967,18.18,18.0093,31.221,6.25,13.89,13.0669,19.9812,29.0372,20.4931,11.4402,10.1446
2019/5/22,18.4443,6.56,17.6312,8.9881,18.04,17.71,31.0725,6.17,13.35,12.9975,19.6762,28.5123,21.1725,11.1148,10.0452
2019/5/23,18.2696,6.21,17.3317,8.4942,16.72,16.61,30.7853,5.55,12.56,11.9961,19.4532,27.8971,20.3332,10.8682,9.7965
2019/5/24,18.3472,6.25,16.6628,8.4152,16.38,16.17,30.0922,5.24,12.26,12.244,19.6116,27.0358,19.8037,10.5921,10.0253
2019/5/27,18.9297,6.47,17.5813,8.9387,17.53,17.79,30.4387,5.55,12.87,13.0867,20.0105,27.1342,20.7329,11.0162,11.0298
2019/5/28,18.9297,6.61,18.4099,9.3733,18.28,19.07,31.1913,5.86,13.23,13.6716,20.0633,27.2162,22.8112,11.6276,12.1338
2019/5/29,18.9394,6.6,18.5497,9.4128,18.18,19.5,30.6863,5.84,13.27,13.8997,20.0633,27.3393,24.3299,11.9629,13.3471
2019/5/30,18.9297,6.74,19.588,9.7782,18.52,20.45,31.1913,6.25,14.6,14.326,20.21,28.1185,24.0302,13.1563,12.0244
2019/5/31,18.8423,6.66,20.5664,10.0153,18.08,20.56,31.7062,6.22,15.56,14.673,20.2,27.569,23.5706,13.7382,10.8707
2019/6/3,19.3762,6.45,20.0672,9.5906,18.25,19.8,30.1813,5.95,14.81,14.3061,20.41,27.0686,22.7113,12.7519,9.9059
2019/6/4,19.0365,6.26,20.766,9.0572,16.43,18.59,30.4882,5.9,14.38,13.7906,19.62,26.5764,21.5322,13.1366,9.518
2019/6/5,18.7355,6.3,20.0672,8.7115,15.12,17.85,29.904,5.78,13.58,13.166,20.08,26.4124,20.4132,12.6237,9.4186
2019/6/6,18.5996,5.99,18.6395,8.03,14.27,16.75,29.607,5.58,12.98,12.4621,19.81,25.83,18.8644,12.3476,8.8915
2019/6/10,18.5414,6.05,18.6196,7.9,14.03,17.41,30.003,5.6,13.05,12.1548,19.79,25.27,18.6446,12.1109,8.981
2019/6/11,18.6385,6.34,20.2269,8.64,15.26,18.44,31.4388,6.01,14.36,12.8388,20.22,26.56,20.1334,13.2746,9.2296
2019/6/12,18.5317,6.37,19.0888,8.46,14.47,18.2,30.508,5.89,14.29,12.3332,20.55,26.68,19.1642,12.89,8.9611
2019/6/13,19.1044,6.4,19.3484,8.62,14.4,18.37,30.4486,5.78,14.13,12.3828,20.45,27.12,19.2042,12.7,8.9412
2019/6/14,18.9297,6.17,18.8192,8.43,13.75,17.25,30.2209,5.59,13.09,12.0358,20.1,26.18,18.3149,11.96,8.6329
2019/6/17,18.852,6.2,18.6695,8.17,13.91,17.38,30.0525,5.56,12.81,11.897,21.02,27.45,18.2949,12.07,8.7025
2019/6/18,18.9297,6.32,19.568,8.46,14.5,19.12,30.3694,5.72,13.36,12.4819,19.27,26.01,19.0543,12.49,8.7323
2019/6/19,19.0365,6.35,18.979,8.39,14.38,18.72,30.0228,5.66,13.15,12.6207,19.18,26.22,19.0543,12.21,8.7224
2019/6/20,19.25,6.37,18.35,8.4,13.7,18.34,29.8347,5.67,13.15,12.4918,18.93,26.68,19.1342,12.34,8.6627
2019/6/21,19.318,6.45,17.7,8.31,12.97,17.98,29.5376,5.65,12.88,12.1845,19.02,27.28,18.8844,12.12,8.8318
2019/6/24,19.2306,6.48,18.01,8.43,12.88,18.45,30.1714,5.65,13.26,12.4125,18.95,27.5,19.8636,12.26,8.8119
2019/6/25,19.3277,6.34,17.26,8.15,12.58,17.33,30.3991,5.45,12.77,11.8871,18.24,26.86,19.1043,11.88,9.16
2019/6/26,19.2209,6.36,17.15,8.11,12.82,16.98,30.31,5.34,12.34,11.7582,18.18,26.8,19.1842,11.88,8.98
2019/6/27,19.2112,6.38,17.3,8.16,12.83,16.69,30.96,5.39,12.66,11.6591,17.95,26.88,19.3141,11.95,8.92
2019/6/28,19.2403,6.2,17.37,8.1,13.04,16.66,30.9,5.29,12.4,11.4509,17.9,26.62,19.1442,11.84,8.65
2019/7/1,19.3665,6.34,18.25,8.12,13.14,17.23,30.56,5.4,12.48,11.6392,18.05,27.27,19.464,12.15,8.82
2019/7/2,19.2209,6.43,18.79,8.28,14.01,18.19,29.8,5.57,12.91,11.9862,17.99,27.21,21.2425,12.6,8.79
2019/7/3,18.9976,6.38,18.68,8.21,14.22,17.66,29.85,5.4,12.66,11.5897,18.61,28.56,21.6621,12.62,8.69
2019/7/4,18.8326,6.28,18.01,8.13,14.1,17.85,27.94,5.39,12.5,11.55,18.85,28.42,21.6721,12.33,8.62
2019/7/5,19.0171,6.34,18.63,8.3,14.62,19.05,28.82,5.48,12.79,12.03,18.46,28.24,23.8403,12.89,8.95
2019/7/8,19.0073,6.48,18.97,9.13,14.87,19.63,28.31,5.55,12.78,12.41,18.12,27.86,24.7096,12.88,9.02
2019/7/9,18.7064,6.35,18.9,8.88,14.66,19.76,28.8,5.24,12.42,12.78,18.11,27.89,23.7804,12.88,8.91
2019/7/10,18.6676,6.15,19.29,8.52,14.3,19.34,28.62,5.1,11.56,12.35,17.89,27.64,22.9611,12.49,8.7
2019/7/11,18.6967,6.11,19.51,8.76,14.14,19.6,28.14,4.83,11.09,12.27,17.97,25.91,23.2408,12.17,8.59
2019/7/12,18.7938,6.03,19.43,8.89,13.55,19.4,27.1,4.72,11.18,12.48,17.9,25.55,23.071,12.08,8.65
2019/7/15,18.8909,6.13,20.25,9.24,14.91,20.45,27.83,5.08,11.56,12.98,17.94,24.7,24.1701,12.35,8.75
2019/7/16,18.8812,6.09,19.97,9.13,15.16,20.24,27.4,5.14,11.83,12.99,18.46,24.63,23.7704,13.06,8.67
2019/7/17,18.9297,6.33,19.9,9.32,16.11,20.5,27.65,5.5,12.18,13.35,18.46,24.9,24.23,13.31,8.66
2019/7/18,18.6093,6.53,19.1,9.29,15.96,20.49,28.33,5.46,11.77,13.36,18.46,24.53,23.2109,13.39,8.57
2019/7/19,18.7452,6.51,19.19,9.93,15.96,20.79,28.33,5.49,11.93,13.8,18.46,25.1,23.7904,13.6,8.51
2019/7/22,18.4346,6.04,18.47,9.91,15.29,19.73,27.99,5.42,11.61,13.1,18.46,24.5,23.9203,12.88,8.08
2019/7/23,18.5123,6.2,18.67,9.9,15.67,19.75,27.94,5.5,11.58,13.1,18.46,24.21,24.1501,13.41,8.12
2019/7/24,18.522,6.23,18.51,10.07,16.04,19.88,27.94,5.48,11.66,13.39,18.46,24.63,24.1101,14.01,8.26
2019/7/25,18.4443,6.28,18.66,10.67,16.42,20.26,28.12,5.53,11.78,13.98,18.46,25.66,24.25,14.4,8.19
2019/7/26,18.5705,6.21,18.71,10.86,16.15,19.69,28.52,5.49,12,14.18,18.46,25.58,23.7,14.43,8.23
2019/7/29,18.4152,6.26,19.41,10.76,16.18,19.36,28.54,5.49,11.9,14.32,18.46,25.99,23.21,14.18,8.45
2019/7/30,18.4928,6.23,19.47,10.52,15.79,19.45,30.11,5.5,11.64,14.15,18.46,26.42,22.78,14.04,8.35
2019/7/31,18.1919,6.1,19.35,10.43,15.58,19.14,30.3,5.4,11.34,13.77,18.19,25.97,23.04,14.27,8.23
2019/8/1,17.9881,6.1,19.74,10.61,16,20.17,30.34,5.41,11.54,13.86,17.8,26.37,23.2,14.36,8.15
2019/8/2,17.7357,5.92,19.7,10.21,15.66,20.03,30.9,5.28,12.05,13.74,17.47,25.88,23.58,14.78,8.14
2019/8/5,17.6677,5.94,19.88,10.5,15.19,20.44,30.47,5.19,12.15,13.65,17.12,25.39,24.99,14.69,8.16
2019/8/6,17.3474,5.73,19.5,10.29,14.89,20.11,30.55,5.19,11.38,12.99,16.5,24.87,23.18,14.26,8.12
2019/8/7,17.3765,5.64,19.46,10.21,13.93,20.2,30.52,4.99,10.97,12.04,16.32,24.19,22.13,13.74,8
2019/8/8,17.3862,5.66,19.27,9.81,14.02,19.91,31,4.94,10.9,12.19,16.25,24.3,21.81,13.62,7.98
2019/8/9,17.493,5.69,18.32,9.71,13.35,18.03,30.15,4.82,10.68,11.75,16,23.6,21,13.47,8.32
2019/8/12,17.7551,5.73,18.24,9.9,13.72,18.11,30.3,4.88,10.81,11.85,16.26,23.13,21.04,13.62,8.44
2019/8/13,17.8133,5.69,18.35,10.13,13.71,17.85,30.2,4.8,10.92,11.82,16.6,22.87,20.89,13.56,8.23
2019/8/14,18.4443,5.66,18.27,9.88,13.82,18.1,30.1,4.82,10.83,11.83,16.75,23,21.72,13.92,8.2
2019/8/15,19.3665,5.69,17.91,9.66,13.31,17.75,30.06,4.77,10.73,11.9,17.8,23.64,22.33,13.82,8.08
2019/8/16,20.3373,5.69,18.33,9.84,13.37,17.58,30.9,4.83,10.82,12.35,18.93,26,22.52,14.3,8.18
2019/8/19,21.3566,5.78,17.97,9.96,13.37,17.12,30.5,4.86,10.97,12.25,18.94,26.35,22.55,14.61,8.31
2019/8/20,22.4244,5.83,17.85,10.26,13.59,17.3,30.09,4.89,11.46,12.09,19.14,26.12,22.78,14.41,8.32
2019/8/21,21.3274,5.79,17.56,9.92,13.05,16.81,29.87,4.85,11.23,11.82,19.92,26.34,22.27,13.88,8.31
2019/8/22,21.8419,5.91,18.18,9.86,12.59,18.3,29.89,4.94,11.56,11.98,19.19,26.65,22.47,13.86,8.32
2019/8/23,22.5603,5.85,17.62,9.51,12.03,17.84,30.05,4.83,11.23,11.85,19.01,25.83,21.96,13.65,8.28
2019/8/26,23.599,5.85,17.45,9.28,12.06,17.8,30.48,4.83,11.13,11.72,19.13,25.53,22.2,13.66,8.2
2019/8/27,24.3465,5.95,18.01,9.56,12.16,18.55,31.72,4.96,11.28,12.02,19.08,25.44,22.63,13.91,8.33
2019/8/28,24.463,6.55,19.12,9.92,13.1,20.41,31.55,5.46,11.98,12.49,19.27,26.46,23.55,14.29,8.57
2019/8/29,23.2398,6.28,19.37,9.93,12.6,20.1,31.74,5.65,12.02,12.18,19.05,25.99,22.83,13.98,8.38
2019/8/30,23.4049,6.17,19.51,9.85,12.26,19.5,33,5.57,11.59,11.9,18.55,25.45,22.16,13.65,8.23
2019/9/2,22.9874,6.28,19.32,9.88,12.8,19.15,34.28,5.52,12.08,11.99,19.17,25.82,22.28,13.82,8.34
2019/9/3,22.4924,6.91,19.37,9.94,13.29,19.13,34.65,5.64,12.05,12.02,18.94,25.47,22.4,13.85,8.41
2019/9/4,22.2594,6.92,19.45,9.76,13.13,18.13,34.38,5.61,12.04,11.87,19.11,25.52,22.05,13.69,8.41
2019/9/5,22.2691,7.15,19.47,9.78,13.16,18.31,33.86,5.7,12.03,11.89,19.12,26.25,22,13.89,8.46
2019/9/6,22.2885,6.88,18.48,9.77,12.42,17.41,33.28,5.6,11.76,11.69,19.94,27.99,21.39,13.65,8.46
2019/9/9,22.3176,7.15,18.52,9.98,12.73,17.57,33.78,5.62,11.63,11.67,20.03,28.44,21.49,13.78,8.6
2019/9/10,22.7059,7.2,18.9,10.64,12.86,18.09,34.15,5.76,11.71,11.82,19.82,28.1,21.71,13.82,8.87
2019/9/11,23.4437,6.94,18.16,10.29,12.53,17.72,33.75,5.52,11.52,11.79,19.66,27.45,21.68,13.67,8.65
2019/9/12,23.366,6.94,18.32,10.19,12.54,17.58,33.8,5.41,11.41,11.7,19.59,27.72,21.79,13.74,8.77
2019/9/16,22.5797,6.79,18.45,10.2,12.72,17.5,34,5.41,11.31,11.71,19.42,27.48,21.91,13.91,8.8
2019/9/17,22.007,6.68,18.19,9.89,12.84,17.43,33.75,5.21,11.18,11.6,18.66,26.7,21.74,13.89,8.61
2019/9/18,21.939,6.65,18.21,9.96,12.57,17.21,34.3,5.16,11.28,11.38,18.89,26.49,21.79,13.69,8.73
2019/9/19,21.7352,6.76,18.38,10.12,12.62,17.8,33.77,5.3,11.31,11.14,19,26.54,21.77,13.68,8.76
2019/9/20,21.8419,6.58,18.5,10.01,12.39,17.64,33.6,5.23,11.16,10.79,19.38,27.56,21.43,13.69,8.71
2019/9/23,21.609,6.42,18.12,9.83,12.28,17.17,32.8,5.12,10.9,10.24,19.19,27.19,20.64,13.02,8.55
2019/9/24,22.6865,6.35,17.84,9.55,11.92,16.38,32.32,4.78,10.78,10.25,19.99,28.36,19.86,12.82,8.61
2019/9/25,23.8223,6.27,17.82,9.23,11.45,16.18,32.38,4.66,10.81,10.16,20.76,28.39,19.1,12.59,8.49
2019/9/26,24.1135,6,16.04,8.31,10.31,14.56,31.28,4.27,10.19,9.14,20.43,27.58,17.19,11.93,8.37
2019/9/27,24.9581,6.11,16.33,8.78,11,14.28,32.42,4.53,10.33,9.48,21.1,28.92,17.99,11.98,8.45
2019/9/30,24.5601,6.17,17.17,8.92,11.52,15.11,31.3,4.57,10.41,9.69,21.13,28.75,18.05,11.99,8.48
