ÈÕÆÚ,000713.SZ,000998.SZ,002041.SZ,002772.SZ,300087.SZ,300189.SZ,300511.SZ,600108.SH,600313.SH,600354.SH,600359.SH,600371.SH,600506.SH,600540.SH,600598.SH,601118.SH,601952.SH,603336.SH
2019/3/14,4.37,14.6985,6.34,7.5273,7.8604,3.59,8.4753,3.22,2.81,4.74,5.03,7.6281,11.52,4.53,8.8675,5.3598,7.0237,13.2358
2019/3/15,4.4852,14.7281,6.39,7.5965,8.3785,3.7,8.5641,3.25,2.81,4.71,5.1,7.6674,11.67,4.6,9.0026,5.4296,7.0724,13.3047
2019/3/18,4.6004,16.197,6.63,7.7449,8.3286,3.73,8.7516,3.35,2.96,4.82,5.22,7.7655,12,4.79,9.2825,5.5294,7.3354,13.6186
2019/3/19,4.708,16.8476,6.57,7.7746,8.3087,3.68,8.6825,3.37,2.91,4.8,5.11,7.7263,11.99,4.73,9.1956,5.5494,7.3549,13.5114
2019/3/20,4.6542,16.7786,6.64,7.8141,8.2191,3.66,8.6628,3.45,2.92,4.88,5.24,7.8048,12.3,5.2,9.3789,5.6592,7.3257,13.8329
2019/3/21,4.6465,16.611,6.64,7.9427,8.3087,3.68,8.5839,3.8,2.99,4.9,5.76,8.011,12.82,5.16,9.5816,5.6891,7.4134,13.9248
2019/3/22,4.6772,16.6011,6.66,7.9032,8.1593,3.75,8.4852,3.93,3.03,4.94,6.34,8.1386,13,5.19,9.4465,5.8089,7.4621,14.1009
2019/3/25,4.6312,16.611,6.51,7.8537,8.1095,3.99,8.4753,4.13,3.01,4.84,6.97,8.0306,12.74,5.2,9.5333,5.8289,7.3841,14.1392
2019/3/26,4.5313,15.9505,6.39,7.7053,7.9401,4.2,7.9919,3.92,2.92,4.66,6.27,7.8539,12.24,4.98,9.1281,5.5594,7.277,13.4272
2019/3/27,4.5083,15.7435,6.54,7.7053,7.8305,4.62,8.1004,4.31,2.91,4.64,5.81,8.276,12.47,5.08,9.6009,5.6093,7.5692,13.1976
2019/3/28,4.3777,15.6646,6.23,7.9922,7.5914,4.75,8.1004,3.88,2.81,4.55,5.4,7.8048,12.16,4.88,9.186,5.4795,7.238,14.1085
2019/3/29,4.516,16.0294,6.54,7.8537,7.7807,4.59,8.2583,3.86,2.89,4.6,5.48,7.8637,12.32,5.01,9.35,5.5594,7.4134,14.7516
2019/4/1,4.6619,16.2857,6.73,8.1603,8.0995,4.61,8.3964,3.94,2.99,4.8,5.66,8.2368,12.68,5.14,9.707,5.6891,7.6374,15.1879
2019/4/2,4.6465,15.9899,6.71,8.4768,8.1692,4.44,8.3865,3.88,2.99,4.79,5.89,8.1288,12.63,5.15,9.6395,5.7191,7.5984,14.9276
2019/4/3,4.7233,16.0392,6.76,8.5164,8.2689,4.4,8.5641,3.84,3.01,4.84,5.87,8.2269,12.71,5.25,9.7649,5.759,7.6277,14.8205
2019/4/4,4.7617,16.0491,6.83,8.3582,8.1792,4.43,8.6036,3.87,3.1,4.89,5.84,8.2073,12.85,5.21,9.8904,5.7989,7.6569,14.6444
2019/4/8,4.9614,15.8716,6.83,8.2395,8.229,4.22,8.6727,4.07,3.41,4.97,6.2,8.6196,12.55,5.24,10.1895,5.8987,7.7153,15.1037
2019/4/9,4.8539,15.3984,6.73,8.2493,8.2689,4.26,8.8404,3.93,3.22,4.87,6.41,8.3251,12.85,5.38,9.9965,5.9387,7.6179,14.7822
2019/4/10,4.8308,15.497,6.71,8.2098,8.239,4.2,8.9095,3.91,3.14,4.93,6.21,8.2368,13,5.26,9.8325,5.8488,7.5497,14.9659
2019/4/11,4.9076,15.1717,6.66,8.1702,8.1792,4.06,8.9292,3.8,3.11,4.83,6.01,8.0208,13.2,5.22,9.7649,5.8488,7.4913,14.0856
2019/4/12,4.9384,15.1126,6.83,8.1603,8.2191,4.05,8.8305,3.78,3.13,4.94,6.08,8.1189,14.34,5.24,9.7746,5.8189,7.5205,13.8483
2019/4/15,4.8308,14.9844,6.71,8.2098,8.0895,3.96,9.2647,3.73,3.05,4.82,6.03,7.9422,15.1,5.39,9.6684,5.779,7.5303,13.787
2019/4/16,4.9998,15.2703,6.71,8.4472,8.1493,4.04,9.4817,3.79,3.12,4.91,6.21,8.1189,14.66,5.93,9.9772,5.779,7.5887,14.0243
2019/4/17,5.115,15.2013,7.08,8.3878,8.2489,4.06,9.8764,3.84,3.13,5,6.12,8.1975,14.68,5.9,10.0158,5.749,7.6861,14.0473
2019/4/18,5.1995,14.9844,6.91,8.2592,8.2091,4.47,9.6297,3.75,3.14,5,6.14,8.1582,13.81,5.81,9.8421,5.7191,7.6179,13.986
2019/4/19,5.2917,15.0928,7.04,8.3779,8.1892,4.41,9.6001,3.76,3.12,4.98,5.95,8.2073,13.63,5.81,9.8035,5.7091,7.6179,13.8176
2019/4/22,5.3992,15.0534,7.3,8.2889,8.8865,4.19,9.5508,3.7,3.12,5.09,5.89,8.2858,13.55,5.7,9.9,5.749,7.5887,13.9554
2019/4/23,5.2456,14.5802,7.01,8.101,8.4681,4.04,9.3436,3.59,3.06,4.75,5.67,7.8146,13.1,5.48,9.6395,5.5494,7.3647,13.542
2019/4/24,5.5835,14.5802,7.31,8.3186,8.4681,4.17,9.6692,3.62,3.06,4.85,5.75,8.0208,13.14,5.55,9.6491,5.769,7.4134,13.7487
2019/4/25,5.2609,13.9986,6.78,7.913,7.9899,4.02,9.2449,3.45,3.01,4.58,5.52,7.7263,12.32,5.13,9.3307,5.4396,7.1016,14.0703
2019/4/26,5.3377,13.9,6.41,7.9229,8.0497,3.99,9.166,3.37,2.87,4.38,5.37,7.4416,12.04,4.97,9.1667,5.2699,6.9555,13.0827
2019/4/29,5.0075,13.3479,6.05,7.5471,7.6213,3.77,8.6727,3.22,2.73,4.15,5.1,7.0881,11.31,4.54,9.0316,5.0304,6.7022,12.1565
2019/4/30,5.3915,13.417,6.14,7.6064,7.7508,3.89,8.6529,3.27,2.78,4.25,5.2,7.3139,11.62,4.57,9.1281,5.1801,6.7802,12.3325
2019/5/6,5.9291,12.8057,6.33,7.2404,7.6412,3.87,8.278,3.14,2.93,4.26,5.08,7.1863,10.88,4.28,9.0509,4.8507,6.5658,13.565
2019/5/7,6.5205,13.417,6.96,7.5372,8.0696,4,8.9095,3.39,3.05,4.69,5.59,7.903,11.25,4.59,9.7746,5.0104,6.936,14.92
2019/5/8,7.1733,13.5747,7.66,8.2889,8.5279,3.98,9.1561,3.39,3.06,4.75,5.89,7.7753,11.29,4.54,10.0061,5.0304,6.8678,14.9506
2019/5/9,7.8876,13.5451,8.11,8.2988,8.4382,4.04,8.9391,3.44,3.23,4.93,6.25,8.5509,11.3,4.75,9.9965,5.0404,6.9847,16.4434
2019/5/10,7.6418,13.7916,7.68,8.4373,8.5777,4.09,9.2252,3.47,3.18,4.84,6.11,9.405,11.71,4.82,10.0833,5.1102,7.1016,16.6194
2019/5/13,8.4098,15.1717,8.28,8.5362,9.0061,4.31,8.8404,3.63,3.34,5.32,6.2,9.6112,11.31,4.86,10.4114,5.26,7.4036,17.5457
2019/5/14,9.2546,14.5605,7.85,8.1702,8.6773,4.14,8.574,3.5,3.18,5.23,5.97,9.1007,11.05,4.75,10.0158,5.0703,7.1893,16.895
2019/5/15,10.1839,14.9844,8.6,8.7241,8.7869,4.19,8.9095,3.55,3.5,5.5,6.3,9.3265,11.71,4.86,10.3246,5.1102,7.3841,18.25
2019/5/16,11.2054,14.9154,8.68,8.7241,9.1555,4.24,9.5311,3.64,3.85,5.48,6.24,9.6995,12.08,4.94,10.8842,5.2899,7.501,20.08
2019/5/17,12.3267,15.3491,9.29,9.0505,9.2651,4.38,9.8073,3.7,4.24,6.03,6.86,9.9548,12.2,5.02,11.5307,5.1901,7.9881,21.1
2019/5/20,12.68,13.8113,8.36,8.5955,8.3386,3.95,9.2351,3.38,4.26,5.43,6.17,8.9632,11.35,4.53,10.836,5.26,7.1893,19.23
2019/5/21,12.4,13.9296,8.1,9.1,8.2191,3.96,9.8863,3.43,4.11,5.23,5.86,8.7963,11.45,4.79,11,5.3398,7.2575,19.19
2019/5/22,13.64,14.3436,8.52,8.89,8.3286,4.13,9.5705,3.52,4.46,5.75,6.04,9.14,11.56,4.93,10.81,5.5294,7.4621,20.1
2019/5/23,12.28,13.3578,7.67,8.22,7.8803,3.88,8.8305,3.38,4.01,5.35,5.5,8.3447,11.49,4.75,10.04,5.1701,6.9847,18.09
2019/5/24,11.11,13.0325,7.16,7.94,7.8006,3.89,8.5543,3.25,3.61,5.09,5.25,8.1975,11.69,4.7,9.72,5.0504,6.8191,16.64
2019/5/27,11.51,13.3282,7.46,8.17,7.97,3.95,8.9489,3.33,3.67,5.25,5.38,8.5018,11.73,4.7,10,5.1502,7.014,17.12
2019/5/28,11.51,13.555,7.96,8.17,8.37,3.89,8.8305,3.36,3.74,5.78,5.55,8.7865,11.76,4.67,10.17,5.1402,7.1503,17.55
2019/5/29,12.66,14.0972,8.76,8.35,8.72,3.89,8.9785,3.47,4.06,6.36,5.98,9.6701,12,4.85,10.73,5.1701,7.54,18.73
2019/5/30,13.93,15.2999,9.64,8.78,9.25,4.07,8.87,3.6,4.47,7,6.28,10.642,12.55,5.01,11.07,5.22,7.85,19.45
2019/5/31,12.69,14.7872,9.74,8.55,8.89,3.91,8.57,3.51,4.21,7.7,5.99,11.7023,12.18,4.82,10.76,5.1502,7.62,18.5
2019/6/3,12.22,15.2703,10.71,8.9,9.09,3.95,8.56,3.62,4.34,8.47,6.59,12.6447,12.75,4.94,11.35,5.2699,7.97,18.72
2019/6/4,11,14.1957,9.64,8.18,8.51,3.72,7.96,3.34,3.91,7.62,5.93,11.3783,11.95,4.51,10.38,5.1003,7.32,16.85
2019/6/5,11.54,15.2801,10.22,9,9.36,3.86,8.26,3.63,4.14,8.38,6.52,12.5171,12.49,4.96,11.38,5.24,8.05,17.52
2019/6/6,10.4,14.9252,9.2,8.69,9.1,3.72,7.9,3.45,3.82,7.54,7.17,13.7737,12.09,4.83,11.17,5.26,8.03,16.42
2019/6/10,10.5,15.1126,8.99,9.19,9.39,3.75,7.99,3.5,3.95,7.26,7.89,15.1482,12.28,5.05,11.27,5.2999,8.25,16.57
2019/6/11,11.2,15.7139,9.5,9.35,9.72,3.96,8.31,3.68,4.09,7.43,8.68,14.6671,12.76,5.29,11.65,5.4296,8.45,17.24
2019/6/12,12.02,16.1674,10.45,9.62,10.09,4.36,8.42,4.05,4.5,8.17,9.55,14.6868,13.3,5.62,12.18,5.4995,8.76,18.96
2019/6/13,11.73,15.704,11.5,9.38,9.92,4.8,8.25,3.94,4.52,7.85,9.17,13.7443,13.01,5.39,11.85,5.4197,8.51,19.1
2019/6/14,11.51,15.221,11.81,9.08,9.9,5.28,7.94,3.84,4.77,7.83,8.39,13.0571,12.57,5.26,11.49,5.26,8.21,18.93
2019/6/17,10.91,15.3787,11.11,9.18,9.52,4.92,7.86,3.8,4.51,7.31,8.71,12.468,13.2,5.25,11.54,5.2699,8.25,18.15
2019/6/18,10.61,15.1126,10.7,8.93,9.23,4.62,7.8,3.72,4.5,7.19,8.13,12.2619,13.1,5.12,11.21,5.3198,8.01,17.56
2019/6/19,10.67,15.7829,10.81,8.98,10.15,4.54,7.87,3.76,4.51,7.22,8.13,12.6153,13.7,5.63,11.22,5.2999,8.09,17.41
2019/6/20,10.48,15.6646,10.37,8.97,9.96,4.33,7.97,3.72,4.28,6.88,7.76,12.1539,13.59,5.67,11.27,5.3498,7.99,17.4
2019/6/21,10.48,15.428,10.34,9.23,9.8,4.4,8.07,3.73,4.29,6.87,7.85,12.311,13.65,5.57,11.21,5.3797,7.98,17.53
2019/6/24,11,16.0096,11.37,9.29,10.15,4.56,8.29,3.83,4.49,7.35,8.3,13.5381,13.76,6.13,11.64,5.3398,8.32,18.95
2019/6/25,10.48,15.5463,11.05,8.95,9.7,4.23,8.15,3.69,4.28,7.04,7.77,12.9393,13.28,6.74,11.35,5.24,8.06,18.23
2019/6/26,10.18,14.7675,10.66,8.62,9.46,4.04,8.16,3.55,4.1,6.62,7.28,11.663,13.06,6.07,10.88,5.16,7.79,17.63
2019/6/27,10.33,14.876,11.38,8.64,9.45,3.99,8.15,3.58,4.13,6.72,7.34,11.6826,13.12,5.75,10.91,5.19,7.87,18.4
2019/6/28,9.95,14.2746,10.94,8.54,9.15,3.86,8.05,3.48,3.94,6.46,7.11,11.1329,12.8,5.43,10.73,5.15,7.68,18.21
2019/7/1,10,14.4718,10.85,8.8,9.21,3.91,8.21,3.54,3.93,6.49,7.2,11.2998,12.84,5.45,10.76,5.23,7.74,18.54
2019/7/2,10,14.3436,10.59,8.74,9.19,3.93,8.2,3.53,3.91,6.37,7.11,11.2998,12.76,5.36,10.77,5.24,7.71,18.21
2019/7/3,10.02,14.2943,10.33,8.9,8.91,3.88,8.34,3.49,3.85,6.32,7.18,11.3489,12.78,5.25,10.87,5.17,7.68,18.91
2019/7/4,9.64,14.0084,9.86,8.74,8.64,3.79,8.19,3.42,3.71,6.11,6.92,10.8285,12.24,5.03,10.58,5.15,7.45,19.52
2019/7/5,9.72,14.1169,9.92,8.63,9.18,3.84,8.15,3.45,3.75,6.36,6.97,11.0347,12.21,5.04,10.73,5.13,7.5,18.92
2019/7/8,9.8,13.8901,10.14,8.19,9.3,3.8,8.03,3.38,3.81,6.84,6.86,11.1918,11.73,4.85,10.38,4.92,7.33,19
2019/7/9,10.2,14.0479,9.93,8.19,9.21,3.83,7.92,3.4,3.81,6.84,6.82,11.2703,11.91,4.88,10.3,4.97,7.36,19.34
2019/7/10,10.07,13.8014,9.38,8.06,8.93,3.73,7.95,3.37,3.67,6.42,6.58,10.75,11.86,4.76,10.15,5.02,7.24,18.8
2019/7/11,10.13,13.9394,9.33,8.02,8.77,3.71,7.84,3.39,3.64,6.49,6.71,10.6,11.94,4.78,10.11,4.95,7.18,17.92
2019/7/12,9.79,13.9,9.18,8.11,8.85,3.53,8.13,3.38,3.54,6.34,6.56,10.4,11.92,4.73,10.12,4.98,7.09,17.56
2019/7/15,9.81,13.72,9.28,8.2,8.73,3.58,8.33,3.4,3.53,6.35,6.63,10.54,11.88,4.74,10.25,5.04,7.1,17.68
2019/7/16,9.64,13.63,9.33,8.17,8.76,3.58,8.37,3.39,3.5,6.32,6.64,10.4,11.8,4.78,10.22,5.06,7.05,17.46
2019/7/17,10.11,13.86,9.58,8.28,8.89,3.68,8.53,3.44,3.59,6.48,6.99,11.44,12.09,4.85,10.56,5.04,7.19,17.96
2019/7/18,10.19,13.79,9.94,8.22,8.85,3.81,8.75,3.43,3.63,6.6,7.59,12.58,11.85,4.93,10.6,5.02,7.21,18.16
2019/7/19,9.77,13.63,9.46,8.12,8.7,3.7,8.65,3.37,3.53,6.34,7.22,11.9,11.83,4.8,10.46,5.02,7.15,17.62
2019/7/22,8.79,13.2,8.51,7.76,8.26,3.54,8.36,3.2,3.24,5.71,6.5,10.71,10.9,4.32,9.97,4.95,6.78,16.31
2019/7/23,8.79,13.41,8.43,7.86,8.6,3.55,8.44,3.21,3.24,5.69,6.37,10.56,11.35,4.31,9.97,4.98,6.89,16.62
2019/7/24,8.78,13.59,8.42,7.9,8.58,3.56,8.39,3.25,3.25,5.72,6.36,10.66,11.75,4.44,10.06,5.03,7,16.73
2019/7/25,9.11,13.59,8.68,7.95,8.69,3.56,8.48,3.26,3.34,5.85,6.73,11.32,11.71,4.47,10.18,5.08,7.13,16.91
2019/7/26,8.81,13.51,8.34,7.89,8.55,3.58,8.4,3.23,3.25,5.66,6.42,10.92,11.74,4.4,10.14,4.99,7.03,16.57
2019/7/29,8.83,13.56,8.25,7.88,8.4,3.58,8.26,3.2,3.21,5.59,6.35,11.05,11.39,4.44,10.13,4.97,6.99,16.63
2019/7/30,8.79,13.56,8.24,7.91,8.51,3.56,8.58,3.21,3.22,5.59,6.32,10.9,11.57,4.44,10,5.01,6.96,16.75
2019/7/31,8.77,13.45,8.32,7.88,8.31,3.55,8.4,3.18,3.19,5.62,6.44,11.04,11.42,4.44,10.1,5.02,6.96,16.97
2019/8/1,8.5,13.4,7.99,7.8,8.3,3.5,8.63,3.13,3.15,5.32,6.3,10.9,11.35,4.36,9.95,5,6.83,16.54
2019/8/2,9.22,13.77,8.47,7.96,8.43,3.6,8.54,3.21,3.35,5.62,6.51,11.99,11.29,4.43,10.27,5,7.12,16.97
2019/8/5,9.85,13.8,8.9,7.81,8.51,3.7,8.28,3.21,3.52,5.77,6.76,13.19,11.24,4.46,10.48,4.98,7.18,17.34
2019/8/6,9.81,13.25,8.78,7.46,8.63,3.66,7.91,3.17,3.45,5.68,6.53,12.78,10.76,4.22,10.11,4.88,7.05,17.06
2019/8/7,10.4,13.19,9.15,7.45,8.48,3.65,7.8,3.17,3.55,5.82,6.7,14.06,10.63,4.2,10.2,4.89,7.12,17.16
2019/8/8,10.05,13.05,8.81,7.43,8.23,3.52,7.81,3.14,3.41,5.62,6.45,13.55,10.7,4.17,10.04,4.87,6.99,16.72
2019/8/9,10.02,12.83,8.88,7.22,8.03,3.5,7.75,3.04,3.38,5.52,6.27,13.71,10.31,4.16,9.78,4.69,6.81,16.33
2019/8/12,10.13,12.99,8.79,7.39,8.09,3.49,7.77,3.08,3.34,5.47,6.26,13.86,10.62,4.1,9.85,4.75,6.76,17.03
2019/8/13,10.15,12.87,8.82,7.31,7.98,3.45,7.69,3.04,3.3,5.38,6.16,14.51,10.59,4.03,9.73,4.62,6.65,16.82
2019/8/14,9.71,12.76,8.39,7.35,7.89,3.41,7.77,3.04,3.23,5.26,6.08,14.04,10.65,4.08,9.68,4.58,6.6,16.49
2019/8/15,9.49,12.59,8.22,7.36,7.8,3.36,7.74,3.01,3.18,5.16,5.98,13.77,10.72,4.09,9.63,4.54,6.52,16.23
2019/8/16,9.77,12.62,8.34,7.39,7.84,3.35,7.75,3.03,3.23,5.36,6.05,14.51,10.95,4.1,9.69,4.5,6.6,16.44
2019/8/19,9.72,12.83,8.31,7.55,7.9,3.41,7.97,3.09,3.24,5.37,6.14,14.24,11.24,4.17,9.86,4.6,6.74,16.57
2019/8/20,10.69,13.33,9.14,7.78,8.43,3.7,7.97,3.21,3.55,5.91,6.75,15.66,11.42,4.35,10.16,4.59,7.07,16.93
2019/8/21,10.49,12.95,8.92,7.62,8.1,3.57,7.99,3.14,3.41,6.14,6.45,14.93,11.47,4.23,10.03,4.63,6.95,16.58
2019/8/22,10.36,12.88,8.93,7.58,8.12,3.51,7.9,3.17,3.37,6.24,6.44,14.5,11.55,4.2,9.98,4.6,6.97,16.51
2019/8/23,10.44,12.93,8.96,7.52,8.06,3.53,7.93,3.17,3.4,6.49,6.45,14.42,11.55,4.2,9.93,4.58,6.97,16.51
2019/8/26,10.6,12.94,8.98,7.44,8.04,3.55,7.79,3.16,3.4,6.43,6.43,14.96,11.53,4.19,10.08,4.5,6.95,16.91
2019/8/27,10.75,13.14,9.09,7.6,8.08,3.57,8.04,3.21,3.43,6.61,6.5,14.97,11.56,4.24,10.18,4.57,7.05,16.94
2019/8/28,10.68,12.95,8.99,7.71,7.91,3.64,8.04,3.23,3.43,6.39,6.61,14.63,11.77,4.27,10.16,4.68,6.98,16.9
2019/8/29,10.56,12.78,9.05,7.61,7.9,3.52,8.06,3.18,3.39,6.24,6.43,14.36,11.52,4.2,10.13,4.59,6.92,16.91
2019/8/30,10.56,12.44,8.85,7.49,7.75,3.42,7.72,3.09,3.33,6.32,6.24,13.92,11.19,4.09,9.96,4.57,6.79,17.27
2019/9/2,10.45,12.59,8.78,7.61,7.8,3.45,8.01,3.15,3.32,6.21,6.28,13.68,11.45,4.17,10.07,4.63,6.87,17.31
2019/9/3,10.42,12.63,8.78,7.65,7.87,3.45,8.18,3.19,3.31,6.19,6.31,13.81,11.62,4.22,10.11,4.67,6.91,17.5
2019/9/4,10.35,12.65,8.77,7.7,7.89,3.46,8.29,3.21,3.31,6.2,6.35,14.05,11.7,4.27,10.13,4.75,6.96,17.17
2019/9/5,10.4,12.75,8.92,7.73,8.04,3.52,8.24,3.21,3.37,6.29,6.59,14.26,11.63,4.31,10.14,4.76,7.01,17.21
2019/9/6,10.04,12.76,8.65,7.72,8,3.47,8.2,3.2,3.3,6.08,6.45,13.73,11.56,4.34,10.07,4.75,6.96,16.96
2019/9/9,10.14,12.86,8.8,7.79,8.04,3.5,8.3,3.2,3.32,6.15,6.54,13.83,11.73,4.36,10.2,4.78,7.05,17.17
2019/9/10,10.67,13.18,9.68,7.85,8.27,3.6,8.31,3.24,3.42,6.41,6.7,14.38,12.01,4.4,10.54,4.83,7.18,17.36
2019/9/11,10.42,13.04,10.07,7.87,8.15,3.55,8.26,3.24,3.38,6.31,6.9,14.13,11.92,4.43,10.38,4.8,7.11,17.06
2019/9/12,10.21,13.03,9.68,7.86,8.14,3.57,8.27,3.23,3.35,6.17,6.77,13.73,11.83,4.43,10.32,4.8,7.08,17.08
2019/9/16,10.21,13.09,9.78,7.83,8.14,3.58,8.24,3.22,3.33,6.17,6.74,13.63,11.68,4.41,10.26,4.82,7.05,17.25
2019/9/17,9.95,12.75,9.41,7.62,8.09,3.46,7.98,3.14,3.29,6.02,6.48,13.49,11.38,4.26,10.06,4.71,6.86,16.64
2019/9/18,9.72,12.73,9.36,7.55,8,3.43,7.81,3.13,3.24,5.91,6.34,13.23,11.3,4.23,10,4.71,6.82,16.56
2019/9/19,9.65,12.78,9.3,7.58,8,3.45,7.88,3.14,3.24,5.82,6.37,13.22,11.49,4.23,10.05,4.72,6.87,16.63
2019/9/20,9.67,12.99,9.27,7.61,8.01,3.46,7.81,3.12,3.23,5.85,6.36,13.27,11.55,4.26,10.03,4.69,6.8,16.52
2019/9/23,9.73,12.89,9.36,7.13,7.95,3.41,7.67,3.09,3.23,6.03,6.39,13.45,11.27,4.18,9.92,4.63,6.72,16.53
2019/9/24,9.45,12.71,9.15,7.08,8.13,3.4,7.58,3.08,3.19,5.87,6.28,13.07,11.18,4.18,9.88,4.62,6.72,16.46
2019/9/25,9.02,12.57,8.75,6.99,8.08,3.35,7.3,3.01,3.05,5.6,6.07,12.31,11.07,4.03,9.69,4.55,6.6,16.06
2019/9/26,8.55,12.41,8.17,6.85,7.99,3.3,7.01,2.98,2.87,5.23,5.83,11.5,10.78,3.91,9.7,4.5,6.62,15.25
2019/9/27,8.64,12.47,8.21,6.89,8,3.31,7.09,3,2.89,5.27,5.89,11.49,10.81,3.95,9.74,4.51,6.64,15.4
2019/9/30,8.72,12.54,8.14,6.83,7.93,3.33,7.06,2.97,2.87,5.28,5.91,11.51,10.87,3.89,9.69,4.49,6.61,15.34
