ÈÕÆÚ,000713.SZ,000998.SZ,002041.SZ,002772.SZ,300087.SZ,300189.SZ,300511.SZ,600108.SH,600313.SH,600354.SH,600359.SH,600371.SH,600506.SH,600540.SH,600598.SH,601118.SH,601952.SH,603336.SH
2018/7/19,5.1457,18.0897,6.39,7.824,10.3112,3.2,7.7945,2.88,2.99,5.15,4.4,8.3626,13.17,3.72,8.9158,6.6074,6.9165,21.9245
2018/7/20,5.1765,18.1784,6.39,7.9032,10.3411,3.21,7.8044,2.93,2.98,5.17,4.49,8.4586,13.17,3.77,9.0509,6.6074,7.0529,21.7561
2018/7/23,5.3224,18.8488,6.39,7.9526,10.361,3.11,7.834,2.95,2.99,5.2,4.53,8.5738,13.17,3.78,9.1184,6.6074,7.0821,21.7561
2018/7/24,5.3685,18.9572,6.49,8.1208,10.371,3.14,8.0215,3.01,3.02,5.3,4.61,8.6602,13.17,3.87,9.2921,6.6074,7.199,21.8786
2018/7/25,5.3685,19.0164,6.6,8.0515,10.3112,3.27,8.0412,3.02,3.03,5.32,4.67,8.7178,13.17,3.93,9.3114,6.6074,7.1796,22.8202
2018/7/26,5.2149,18.7699,6.81,8.1208,10.2713,3.29,8.2484,3.06,3.04,5.43,4.72,8.5313,13.17,3.99,9.2053,6.6074,7.2283,20.5695
2018/7/27,5.2993,19.0164,6.63,7.8636,10.2315,3.22,8.0708,3.09,3,5.3,4.74,8.0797,13.17,4.01,9.0702,6.6074,7.0821,19.3217
2018/7/30,4.8385,19.0164,6.4,7.8339,10.1319,3.13,7.8636,3.05,2.9,5.17,4.6,8.1091,13.17,3.89,8.9833,6.6074,6.9458,18.9313
2018/7/31,4.8846,18.9474,6.57,7.9032,10.1916,3.14,7.9425,3.09,2.93,5.33,4.77,8.1484,13.17,4.05,9.1184,6.6074,7.0334,19.2834
2018/8/1,4.7003,18.6319,6.39,7.6757,10.1319,3.1,7.7847,3,2.86,5.16,4.64,7.9226,13.17,3.9,8.9254,6.6074,6.9165,17.8519
2018/8/2,4.8769,18.2376,6.07,7.4185,9.9824,3.08,7.4196,3.03,2.9,5.28,5.1,7.9619,13.17,4.29,8.8868,6.6074,6.7412,18.1352
2018/8/3,4.7464,17.7052,5.95,7.369,10.1518,3.1,7.3111,2.99,2.84,5.28,4.96,7.8735,13.17,4.71,8.6939,6.6074,6.6925,17.4232
2018/8/6,4.7924,17.0053,5.85,7.2899,9.9625,3.06,7.2223,3.02,2.83,5.18,4.92,7.903,13.17,4.24,8.7228,6.6074,6.8971,16.941
2018/8/7,4.8462,17.3405,5.95,7.4482,9.9625,3.1,7.5282,3.08,2.86,5.25,5.08,8.0208,13.17,4.31,8.9351,6.6074,7.3841,17.0941
2018/8/8,5.0305,16.9659,6.05,7.4778,9.8928,3.08,7.321,3.17,2.92,5.46,5.59,8.2368,13.17,4.74,9.2535,6.6074,7.501,17.7983
2018/8/9,5.2225,17.656,6.21,7.5668,9.8928,3.11,7.469,3.16,2.95,5.53,5.45,8.276,13.17,4.62,9.3211,6.6074,7.7056,17.8672
2018/8/10,5.2225,18.6713,6.83,7.646,10.0223,3.18,7.5972,3.22,2.99,5.58,5.29,8.2368,13.17,4.54,9.4465,6.6074,7.8712,18.0739
2018/8/13,5.1688,18.7305,6.82,7.6855,9.9226,3.12,7.5084,3.15,2.92,5.43,5.22,8.0306,13.17,4.39,9.3307,6.6074,7.8128,17.8366
2018/8/14,5.1918,19.1051,6.8,7.6559,9.9027,3.11,7.5282,3.16,2.9,5.38,5.18,8.0306,13.17,4.36,9.5237,6.6074,8.144,17.9821
2018/8/15,4.9384,18.9868,6.48,7.4284,9.9027,3.07,7.5578,3.07,2.84,5.21,4.96,7.8637,13.17,4.23,9.2246,6.6074,7.9297,17.2165
2018/8/16,4.7848,18.9868,6.41,7.369,9.823,3.05,7.321,3.05,2.82,5.18,4.71,7.7852,13.17,4.08,8.9061,6.6074,7.7251,16.7343
2018/8/17,4.6158,18.9868,6.22,7.2207,9.823,3.02,7.1532,2.92,2.75,5.1,4.52,7.5201,13.17,3.87,8.7421,6.6074,7.7348,16.0223
2018/8/20,4.5851,18.9868,6.12,7.2998,9.7732,2.9,7.3012,2.93,2.72,5.15,4.52,7.3925,13.17,3.83,8.8868,6.6074,7.6764,16.03
2018/8/21,4.6465,18.9868,6.18,7.3196,9.7732,2.88,7.4098,2.95,2.76,5.16,4.61,7.4317,13.17,3.92,8.9061,6.6074,7.7056,16.252
2018/8/22,4.8001,18.9868,6.52,7.369,9.7632,2.9,7.4591,2.99,2.81,5.28,4.85,7.6379,13.17,4.31,9.0895,6.6074,8.0271,17.8749
2018/8/23,4.7233,17.7151,6.54,7.3295,9.833,2.85,7.4295,2.98,2.77,5.19,4.75,7.5005,13.17,4.22,8.9737,6.6074,8.0368,18.1428
2018/8/24,4.6388,16.7884,6.24,7.3888,9.9525,2.84,7.6762,2.98,2.73,5.13,4.63,7.4121,11.85,4.03,8.8675,6.6074,7.8712,18.2806
2018/8/27,4.6926,17.0546,6.49,7.6064,9.9824,2.86,8.1399,3.04,2.75,5.21,4.7,7.5201,10.67,4.17,9.0509,6.6074,8.1829,18.3265
2018/8/28,4.7387,16.956,6.63,7.5174,9.9426,2.87,8.2188,3.06,2.77,5.24,4.69,7.5299,10.43,4.17,9.4561,6.6074,8.2609,18.5026
2018/8/29,4.6926,16.6603,6.57,7.4482,9.9525,2.84,8.0905,3.04,2.73,5.19,4.83,7.4906,10.65,4.27,9.4658,6.6074,8.5044,17.9055
2018/8/30,4.6004,16.2758,6.43,7.2602,9.9426,2.72,8.0905,2.99,2.7,5.07,4.69,7.5495,10.32,4.14,9.4851,6.6074,8.1732,18.1045
2018/8/31,4.5928,15.8322,6.36,7.1118,9.9226,2.73,7.7649,2.97,2.68,5.06,4.66,7.2354,10.19,4.19,9.5044,6.6074,8.1732,17.607
2018/9/3,4.6696,15.8716,6.68,7.1118,9.8928,2.69,7.9425,3.06,2.74,5.12,4.86,7.3728,10.05,4.47,9.7746,6.6074,8.3486,18.2577
2018/9/4,4.8155,16.2167,7.35,7.1613,9.7931,2.75,8.1399,3.12,2.79,5.27,5.06,7.4906,10.29,4.48,10.1316,6.6074,8.5921,19.0691
2018/9/5,4.8232,16.2561,7.71,6.9536,9.8429,2.75,7.9129,3.12,2.79,5.29,5.05,7.5005,10.3,4.4,10.0544,6.6074,8.4167,19.5208
2018/9/6,4.7233,16.1477,7.66,6.9734,9.8031,2.7,8.3175,3.09,2.74,5.21,4.96,7.3728,10.23,4.43,10.0061,6.6074,8.2122,18.893
2018/9/7,4.7003,16.0294,7.42,7.0228,9.8031,2.73,8.1497,3.04,2.75,5.16,4.85,7.255,10.33,4.3,9.8711,6.6074,7.9004,18.5179
2018/9/10,4.539,15.7632,7.28,6.8052,9.7732,2.66,7.6959,3.02,2.67,5.06,4.66,6.8918,10.35,4.02,9.8132,6.6074,7.842,17.385
2018/9/11,4.5006,15.5956,7.34,6.8151,9.8131,2.68,7.9425,3.01,2.69,5.07,4.7,6.931,10.3,4.06,9.9193,6.6074,7.7348,17.2625
2018/9/12,4.516,15.5857,7.3,6.7953,9.8529,2.68,7.7452,2.99,2.68,5.06,4.7,6.9409,10.18,4.01,9.6105,6.6074,7.5205,17.5228
2018/9/13,4.5467,15.5759,7.37,6.8448,9.8728,2.69,7.7551,3.01,2.68,5.08,4.7,7.0096,10.22,4.04,9.6588,6.6074,7.6179,17.2778
2018/9/14,4.4392,15.5069,7.01,6.7953,9.9824,2.69,7.7551,2.99,2.65,5.02,4.63,6.9212,9.91,3.94,9.5719,6.6074,7.5108,16.2673
2018/9/17,4.3777,15.1323,7.16,6.9041,10.1219,2.52,7.469,2.92,2.6,4.83,4.55,6.6856,9.93,3.97,9.4465,6.6074,7.4231,16.5199
2018/9/18,4.4161,15.0928,7.16,6.9635,10.102,2.56,7.6268,2.97,2.63,4.86,4.61,6.8329,10.11,4.05,9.5719,6.6074,7.6472,16.6883
2018/9/19,4.4468,15.3984,7.23,7.0129,10.102,2.57,7.8636,3,2.63,4.89,4.65,6.9212,10.2,4.07,9.6974,6.6074,7.6472,17.1094
2018/9/20,4.4084,15.4379,7.28,6.9536,10.1319,2.59,7.834,2.99,2.64,4.86,4.66,6.8231,10.22,4.11,9.6298,6.6074,7.5497,16.673
2018/9/21,4.4699,15.5069,7.24,7.0228,10.1617,2.6,7.9228,3.04,2.66,4.93,4.76,6.9114,10.51,4.14,9.7649,6.6074,7.6277,16.7419
2018/9/25,4.516,15.5266,7.45,7.0228,10.1717,2.58,7.8537,3.05,2.65,4.95,4.71,6.931,10.39,4.11,10.064,6.6074,7.8128,17.0175
2018/9/26,4.4852,15.5857,7.4,7.0129,10.1319,2.57,7.7945,3.03,2.63,4.92,4.68,6.882,10.57,4.07,9.9579,6.6074,7.7348,16.8261
2018/9/27,4.3777,15.497,7.1,7.0129,10.0621,2.62,7.6466,3,2.67,4.79,4.58,6.774,10.27,3.93,9.8035,6.6074,7.6472,15.8845
2018/9/28,4.4008,15.497,7,7.0327,10.1617,2.59,7.5874,3.03,2.63,4.81,4.6,6.7347,10.29,3.95,9.8325,6.6074,7.7641,15.9841
2018/10/8,4.2548,14.4028,6.77,6.9635,10.0223,2.49,7.1828,2.96,2.57,4.59,4.41,7.0489,10,3.81,9.3886,6.6074,7.5205,15.1879
2018/10/9,4.2548,14.5013,6.86,6.9338,9.9824,2.5,7.242,2.94,2.57,4.52,4.42,6.9507,10.27,3.88,9.2149,6.6074,7.7446,15.0042
2018/10/10,4.3086,14.4521,6.81,6.9437,9.8928,2.5,7.2223,2.96,2.57,4.52,4.44,6.7936,10.15,3.88,9.3789,6.6074,7.9784,14.9583
2018/10/11,3.8785,13.1015,6.13,6.3107,9.8429,2.27,6.5415,2.7,2.33,4.07,4.11,6.1162,9.14,3.51,8.9544,6.6074,7.7543,13.4655
2018/10/12,3.6788,12.6973,5.84,6.2315,10.0422,2.24,6.0876,2.64,2.23,3.81,4,5.7628,8.23,3.47,8.8868,6.6074,8.0173,12.8071
2018/10/15,3.5098,12.6973,5.64,6.1425,9.9027,2.28,6.0975,2.58,2.18,3.66,3.94,5.4879,8.09,3.45,8.7711,6.6074,7.9881,12.7995
2018/10/16,3.3562,12.441,5.45,6.0535,9.8429,2.32,5.6831,2.53,2.13,3.54,3.81,5.3406,7.63,3.34,8.8965,6.6074,7.8517,12.2636
2018/10/17,3.3486,12.441,5.41,6.281,9.833,2.41,5.989,2.56,2.16,3.65,3.82,5.3406,7.62,3.39,8.086,6.6074,7.0627,12.5545
2018/10/18,3.2026,11.9382,5.15,6.1128,9.7632,2.25,5.762,2.48,2.06,3.51,3.69,5.105,7.19,3.25,7.9412,6.6074,6.3613,11.8809
2018/10/19,3.2564,12.1255,5.29,6.4491,9.6437,2.31,6.1764,2.52,2.06,3.53,3.76,5.2621,7.54,3.29,8.1342,6.6074,6.41,12.0493
2018/10/22,3.4254,12.8452,5.59,6.6173,9.7533,2.54,6.3244,2.66,2.15,3.69,3.95,5.5566,8.29,3.46,8.4526,6.6074,6.673,12.5622
2018/10/23,3.4561,12.648,5.56,6.4788,9.6337,2.55,6.0975,2.6,2.16,3.66,3.94,5.6352,9.12,3.45,8.2886,6.6074,6.4197,13.0521
2018/10/24,3.4714,12.5199,5.53,6.4491,9.564,2.51,6.137,2.6,2.18,3.74,4,5.7039,9.68,3.46,8.3079,6.6074,6.41,12.5851
2018/10/25,3.4714,12.3424,5.44,6.3502,9.554,2.54,6.1271,2.6,2.17,3.7,3.96,5.645,8.96,3.45,8.3754,6.6074,6.4684,12.0263
2018/10/26,3.4714,12.5199,5.47,6.3898,9.5939,2.6,6.1074,2.61,2.18,3.75,3.97,5.7039,8.75,3.5,8.3368,6.6074,6.4392,12.1794
2018/10/29,3.4714,12.0072,5.42,6.3898,9.6138,2.58,6.1567,2.6,2.15,3.68,3.93,5.6253,8.61,3.46,8.1149,6.6074,6.41,11.7278
2018/10/30,3.4714,12.2044,5.48,6.5283,9.7632,2.58,6.1764,2.63,2.21,3.72,3.96,5.7726,8.76,3.51,8.3754,6.6074,6.5756,11.9038
2018/10/31,3.4714,12.441,5.65,6.6074,9.6138,2.67,6.2159,2.67,2.23,3.78,4,5.9395,9.5,3.57,8.4912,6.6074,6.6633,12.1182
2018/11/1,3.4714,12.579,5.7,6.5876,9.7433,2.75,6.1863,2.68,2.27,3.93,4.03,5.9689,9.53,3.59,8.4719,6.6074,6.6048,12.7076
2018/11/2,3.6097,12.9043,5.81,6.7162,9.7433,2.76,6.4034,2.73,2.27,3.95,4.09,6.2438,9.43,3.64,8.5877,6.6074,6.7217,12.9679
2018/11/5,3.6635,13.0226,5.75,6.7063,9.7433,2.72,6.4231,2.72,2.27,3.95,4.14,6.1751,9.3,3.64,8.4912,6.6074,6.6633,13.0138
2018/11/6,3.6174,13.2099,5.75,6.6568,9.7433,2.68,6.5316,2.72,2.28,3.96,4.18,6.2144,9.09,3.7,8.5491,6.6074,6.7509,12.8071
2018/11/7,3.6481,13.0818,5.89,6.6667,9.7433,2.69,6.3836,2.72,2.26,3.95,4.12,6.2733,9.13,3.62,8.5105,6.6074,6.7022,13.2129
2018/11/8,3.6635,13.1113,5.9,6.7261,9.7433,2.72,6.3935,2.75,2.35,3.97,4.25,6.45,9.22,3.65,8.4623,5.9486,6.6925,12.8225
2018/11/9,3.7249,13.2691,5.85,6.6568,9.7433,2.72,6.2948,2.73,2.31,3.99,4.14,6.3224,9.34,3.68,8.4237,5.3498,6.5951,12.5163
2018/11/12,3.8247,13.7324,6.03,6.9041,9.7433,2.77,6.5316,2.8,2.39,4.08,4.26,6.4795,9.68,3.8,8.5877,5.0005,6.7802,12.8225
2018/11/13,3.9323,13.8606,6.17,7.0228,9.7433,2.86,6.6796,2.88,2.48,4.18,4.45,6.774,9.94,3.95,8.6553,5.0304,6.8386,12.9679
2018/11/14,3.9246,13.8704,6.08,7.0525,9.7433,2.85,6.7586,2.88,2.45,4.16,4.42,6.7053,10.5,3.95,8.636,5.1003,6.7217,12.7995
2018/11/15,3.9937,13.8014,6.2,7.0525,9.7433,2.89,6.8474,2.9,2.45,4.23,4.47,6.9212,10.41,3.98,8.7518,5.1602,6.7704,13.1363
2018/11/16,4.0244,13.9493,6.2,7.0921,10.361,2.86,6.7882,2.9,2.45,4.25,4.54,6.882,10.55,3.99,8.7904,5.1302,6.8386,13.0751
2018/11/19,4.0475,13.9296,6.26,7.0624,10.0721,2.87,6.7882,2.91,2.47,4.39,4.51,7.0881,10.52,4.02,8.7711,5.1502,6.8678,13.1746
2018/11/20,3.9015,13.3578,5.91,6.9338,9.7832,2.74,6.6204,2.82,2.37,4.21,4.32,6.7838,10.25,3.81,8.5781,5.0304,6.7022,13.8636
2018/11/21,3.9937,13.6437,6.11,6.9833,9.8928,2.77,6.7191,2.85,2.41,4.25,4.44,6.9605,10.54,3.91,8.5781,5.0603,6.6633,14.4301
2018/11/22,4.0167,13.5845,6.1,7.0426,9.8828,2.77,6.6599,2.85,2.43,4.24,4.43,6.9507,10.45,3.91,8.5684,5.0204,6.634,14.1162
2018/11/23,3.7556,13.1015,5.83,6.6766,9.8131,2.59,6.1666,2.73,2.29,3.97,4.2,6.6365,10.06,3.68,8.1535,4.8108,6.2833,13.6033
2018/11/26,3.8631,12.9635,5.63,6.8942,9.7533,2.58,6.137,2.73,2.3,4.02,4.18,6.8623,9.96,3.7,8.2018,4.8607,6.2541,12.2407
2018/11/27,3.8478,12.9142,5.63,6.8745,9.6835,2.61,6.137,2.74,2.29,4.06,4.2,6.6071,10.15,3.8,8.1921,4.8807,6.2736,12.2789
2018/11/28,3.9092,13.0128,5.82,7.0624,9.574,2.74,6.2258,2.88,2.33,4.13,4.3,7.0685,10.19,3.83,8.3851,5.0504,6.4684,12.7536
2018/11/29,3.8785,12.7959,6.01,6.8942,9.574,2.65,6.1172,2.88,2.35,4.17,4.73,6.7642,10.05,4.05,8.4333,4.8607,6.3905,13.8865
2018/11/30,3.8401,13.3184,5.85,7.0327,9.5441,2.72,6.1074,2.86,2.43,4.06,4.79,6.6267,9.45,3.94,8.5105,4.9006,6.4197,13.6186
2018/12/3,3.8785,14.0479,5.94,7.1118,9.6437,2.76,6.3836,2.97,2.45,4.13,4.87,6.7151,10.4,3.96,8.6167,5.0005,6.5464,13.787
2018/12/4,3.8862,14.1465,5.97,7.1118,9.564,2.78,6.4231,2.92,2.41,4.16,4.75,6.9212,10.61,3.93,8.5491,4.9905,6.5269,13.6263
2018/12/5,3.8785,14.5506,5.98,7.102,9.574,2.81,6.4823,2.9,2.37,4.14,4.75,6.7838,10.58,3.94,8.4816,5.0005,6.4782,14.2081
2018/12/6,3.8017,14.3436,5.83,7.1118,9.564,2.8,6.5908,2.83,2.35,4.06,4.63,6.6463,10.41,3.83,8.4816,4.9605,6.4197,13.9325
2018/12/7,3.8171,14.4521,5.84,7.0426,9.6537,2.77,6.3442,2.85,2.39,4.07,4.57,6.6365,10.3,3.88,8.3851,4.9605,6.5366,13.5344
2018/12/10,3.7172,14.5112,5.8,7.0723,9.6537,2.72,6.1271,2.85,2.44,4.02,4.55,6.5089,10.05,3.83,8.3079,4.9006,6.673,13.4808
2018/12/11,3.7249,14.5605,5.89,6.9437,9.6337,2.84,6.1863,2.81,2.41,3.98,4.58,6.5285,9.97,3.83,8.3175,4.9206,6.6438,13.4578
2018/12/12,3.7479,14.4915,5.88,6.9833,9.564,2.8,6.2455,2.79,2.4,3.97,4.65,6.5973,9.88,3.88,8.3272,4.9206,6.6438,13.4119
2018/12/13,3.7633,14.5901,5.92,6.9536,9.6038,2.74,6.206,2.82,2.41,3.99,4.55,6.6169,9.92,3.9,8.4237,4.9206,6.673,13.1363
2018/12/14,3.6865,14.0577,5.74,6.7261,9.564,2.67,5.9692,2.79,2.34,3.94,4.59,6.4304,9.48,3.78,8.443,4.8707,6.6048,12.5622
2018/12/17,3.6404,14.4619,5.9,6.6272,9.554,2.67,6.1567,2.79,2.33,3.99,4.57,6.3126,9.56,3.79,8.414,4.7909,6.673,12.6847
2018/12/18,3.5713,14.5901,5.8,6.6074,9.554,2.65,6.0778,2.73,2.29,3.87,4.43,6.1849,9.31,3.77,8.2789,4.7709,6.4684,12.8914
2018/12/19,3.5559,13.9986,5.68,6.5283,9.5341,2.61,5.9692,2.71,2.26,3.77,4.23,6.2046,9.44,3.71,8.4912,4.8308,6.4684,12.4933
2018/12/20,3.5713,13.8507,5.64,6.5085,9.6437,2.6,5.9692,2.69,2.26,3.79,4.24,6.2635,9.51,3.71,8.4912,4.7809,6.5074,12.5239
2018/12/21,3.5329,13.8507,5.62,6.4392,9.6537,2.56,5.9594,2.68,2.24,3.8,4.23,6.1653,9.58,3.67,8.5588,4.701,6.5951,12.2866
2018/12/24,3.5943,14.3042,5.66,6.548,9.6736,2.6,6.0284,2.74,2.29,3.84,4.38,6.2831,10,3.79,8.6263,4.8408,6.712,12.5086
2018/12/25,3.5252,14.383,5.52,6.4986,9.9326,2.58,6.0087,2.7,2.24,3.73,4.3,6.0671,9.89,3.68,8.4237,4.6711,6.5074,12.1488
2018/12/26,3.5406,14.5309,5.44,6.6074,10.1617,2.55,6.0186,2.67,2.21,3.69,4.24,6.1457,9.67,3.61,8.2886,4.5813,6.371,12.2713
2018/12/27,3.5406,14.6788,5.4,6.3799,10.1518,2.45,5.9298,2.62,2.17,3.6,4.14,6.0082,9.46,3.5,8.2114,4.4116,6.3807,11.7584
2018/12/28,3.5175,14.5901,5.39,6.3997,10.2215,2.47,5.8903,2.64,2.2,3.65,4.25,6.1358,9.96,3.55,8.2596,4.4814,6.4587,11.9038
2019/1/2,3.5252,14.0577,5.39,6.3997,11.0484,2.49,5.9298,2.59,2.19,3.67,4.19,6.2929,10.1,3.55,8.2018,4.4814,6.371,11.8732
2019/1/3,3.5175,13.5155,5.42,6.3799,10.6898,2.52,5.9594,2.59,2.16,3.67,4.14,6.1653,9.86,3.56,8.0184,4.4216,6.2931,12.1029
2019/1/4,3.5943,13.5057,5.52,6.5382,11.7557,2.58,6.0975,2.64,2.2,3.78,4.25,6.4107,10.4,3.64,8.1149,4.5613,6.4197,12.2713
2019/1/7,3.6635,14.1267,5.68,6.6173,12.0546,2.66,6.1962,2.68,2.24,3.83,4.31,6.4991,10.43,3.69,8.2307,4.5813,6.5366,12.4703
2019/1/8,3.6711,13.7817,5.7,6.6074,11.945,2.66,6.1666,2.69,2.25,3.85,4.33,6.5776,10.17,3.71,8.1149,4.5214,6.4489,12.3402
2019/1/9,3.6711,13.7718,5.73,6.6173,12.1044,2.63,6.137,2.7,2.25,3.85,4.34,6.6365,10.18,3.74,8.1342,4.5314,6.4489,12.2789
2019/1/10,3.6942,13.762,5.61,6.6272,10.899,2.62,6.1962,2.69,2.29,3.82,4.4,6.558,10.43,3.78,8.086,4.4715,6.4392,12.7612
2019/1/11,3.7019,13.7028,5.6,6.6568,9.8131,2.64,6.1863,2.71,2.39,3.9,4.46,6.5973,10.86,3.82,8.1053,4.5014,6.4684,12.6387
2019/1/14,3.6635,13.2691,5.5,6.7854,9.4146,2.63,6.1863,2.69,2.34,3.9,4.34,6.5187,10.7,3.78,8.0667,4.4315,6.4392,12.2713
2019/1/15,3.7095,13.5155,5.57,6.7755,9.4046,2.65,6.2751,2.72,2.34,3.93,4.37,6.5874,10.87,3.82,8.1632,4.4914,6.4684,12.3938
2019/1/16,3.7249,13.5451,5.61,6.7162,9.9426,2.65,6.285,2.72,2.33,3.94,4.38,6.5678,10.79,3.82,8.1149,4.5713,6.4489,12.455
2019/1/17,3.7019,13.2099,5.49,6.6865,9.4444,2.59,6.1962,2.72,2.34,3.93,4.22,6.4696,10.54,3.77,8.0088,4.5214,6.3223,12.5392
2019/1/18,3.7172,13.2296,5.53,6.736,9.295,2.61,6.285,2.75,2.36,3.98,4.27,6.4696,10.62,3.82,8.0667,4.5813,6.371,12.5545
2019/1/21,3.7479,13.2888,5.6,6.736,8.3685,2.62,6.3146,2.75,2.35,4.02,4.27,6.5384,10.63,3.86,8.1632,4.8208,6.4587,12.6387
2019/1/22,3.7863,13.3775,5.49,6.6964,7.5316,2.69,6.2356,2.79,2.37,3.91,4.31,6.5973,10.56,3.83,8.1439,4.8807,6.4976,13.0751
2019/1/23,4.1627,13.486,5.67,6.8052,6.894,2.77,6.4034,2.83,2.61,4.13,4.49,6.7838,10.66,3.85,8.2693,4.7609,6.6145,13.3966
2019/1/24,4.5774,13.624,5.73,6.8745,6.7845,2.73,6.4527,2.88,2.63,4.04,4.5,6.8231,10.66,4.11,8.2886,4.8308,6.6048,13.1746
2019/1/25,4.2855,12.993,5.52,6.736,6.9239,2.6,6.3343,2.79,2.48,3.89,4.32,6.6365,10.43,3.98,8.1535,4.8108,6.4782,12.7918
2019/1/28,3.9937,13.1606,5.5,6.5876,6.8243,2.53,6.2652,2.77,2.43,3.86,4.22,6.3126,10.16,3.81,8.1149,4.8208,6.4489,12.9909
2019/1/29,3.8785,12.6874,5.29,6.6371,6.5852,2.47,6.1764,2.69,2.35,3.73,4.02,6.2046,9.92,3.7,7.9702,4.711,6.3126,12.4014
2019/1/30,3.8555,12.441,5.23,6.4887,6.5055,2.46,6.0284,2.65,2.31,3.64,4,6.0966,9.72,3.71,7.9412,4.5613,6.2736,11.7814
2019/1/31,3.6558,12.3424,5.04,6.3997,6.4258,2.44,6.0778,2.61,2.26,3.54,3.77,5.9002,9.51,3.71,7.8254,4.4715,6.2833,10.9699
2019/2/1,3.8171,12.6874,5.2,6.548,6.5653,2.51,6.1863,2.68,2.34,3.63,3.88,6.1555,9.95,3.87,7.9798,4.5413,6.4392,11.2608
2019/2/11,3.9246,13.1015,5.34,6.7261,6.8542,2.57,6.3442,2.77,2.41,3.77,4.02,6.2831,10.08,4.05,8.1728,4.6312,6.5756,11.7354
2019/2/12,3.9553,13.2099,5.39,6.7854,6.904,2.6,6.433,2.8,2.43,3.8,4.09,6.4009,10.09,4.02,8.25,4.741,6.5951,11.8885
2019/2/13,3.9937,13.4268,5.5,6.8547,7.3324,2.63,6.4724,2.83,2.47,3.88,4.13,6.5089,10.18,4.06,8.3465,4.8108,6.7022,12.1182
2019/2/14,4.1166,13.3085,5.54,6.9041,7.3424,2.64,6.5415,2.84,2.5,3.92,4.16,6.5482,10.26,4.1,8.5395,4.7809,6.7704,12.2866
2019/2/15,4.2011,13.8803,5.68,6.9833,7.4021,2.68,6.8375,2.85,2.53,3.97,4.27,6.6463,10.4,4.16,8.5298,4.8108,6.8386,12.6005
2019/2/18,4.3623,14.1169,5.9,7.1811,7.691,2.79,7.173,2.94,2.69,4.14,4.37,6.8525,10.66,4.25,8.7035,4.9106,7.014,12.7383
2019/2/19,4.2702,14.2746,5.98,7.102,7.4519,2.76,7.1236,2.98,2.63,4.13,4.41,6.8132,10.54,4.21,8.636,5.0504,7.0042,12.7076
2019/2/20,4.3163,14.3929,6.02,7.1514,7.4719,3.04,7.1434,2.95,2.66,4.14,4.46,7.4906,10.75,4.37,8.7904,5.1302,6.9068,12.7842
2019/2/21,4.2241,14.7577,5.86,7.102,7.5117,3.14,7.2026,2.92,2.59,4.03,4.34,7.2452,10.6,4.29,8.607,5.0005,6.8386,12.6847
2019/2/22,4.2395,15.1126,5.9,7.1712,7.5018,3.09,7.2914,2.95,2.63,4.06,4.38,7.1961,10.61,4.44,8.6746,5.0504,6.8971,12.6847
2019/2/25,4.4084,15.8913,6.17,7.4482,7.8006,3.19,7.5578,3.09,2.73,4.24,4.58,7.4416,10.94,4.61,8.9737,5.3198,7.1503,13.1057
2019/2/26,4.3777,15.5069,6.25,7.4482,7.711,3.16,7.3111,3.16,2.8,4.4,4.62,7.2648,11.18,4.66,8.9544,5.3997,7.1796,13.2894
2019/2/27,4.3777,15.3689,6.17,7.3393,7.6313,3.09,7.242,3.11,2.77,4.3,4.69,7.1863,10.94,4.55,8.8482,5.2999,7.1698,12.9603
2019/2/28,4.3777,15.4182,6.27,7.3789,7.6711,3.09,7.3604,3.12,2.78,4.31,4.67,7.3041,11.13,4.5,8.8965,5.2999,7.2575,13.3583
2019/3/1,4.4161,15.4773,6.26,7.5075,7.7309,3.14,7.4295,3.12,2.78,4.32,4.69,7.2648,11.26,4.55,8.9544,5.3099,7.238,13.1976
2019/3/4,4.4468,15.566,6.27,7.4976,7.9202,3.16,7.4591,3.14,2.81,4.36,4.75,7.363,11.62,4.57,9.0605,5.3598,7.2672,13.5038
2019/3/5,4.5774,15.6055,6.5,7.5866,8.0895,3.48,7.7255,3.19,2.9,4.53,4.86,7.6674,11.93,4.6,9.157,5.3997,7.3452,13.5727
2019/3/6,4.6158,15.7829,6.6,7.7449,8.2689,3.55,8.3273,3.26,2.95,4.62,4.96,7.6674,11.95,4.69,9.1956,5.5494,7.4231,13.6798
2019/3/7,4.6926,15.6449,6.7,7.824,8.6375,3.74,8.1892,3.37,3.05,4.84,5.09,7.8146,12.1,4.89,9.157,5.5195,7.4621,13.9248
2019/3/8,4.2702,14.9548,6.36,7.3987,7.9501,3.75,7.9721,3.18,2.82,4.8,4.92,7.2943,11.13,4.5,8.6842,5.4097,7.0237,13.1363
2019/3/11,4.7003,15.359,6.92,7.824,8.4681,3.86,8.4556,3.31,2.96,5.06,5.08,7.9422,12.24,4.75,9.0991,5.5494,7.2575,13.542
2019/3/12,4.6772,15.4182,6.83,7.913,8.4183,3.88,8.7713,3.46,3,5.07,5.18,8.0502,12,4.85,9.1956,5.6592,7.4816,14.5678
2019/3/13,4.5697,15.2801,6.61,7.7449,8.2589,3.84,8.722,3.35,2.94,4.99,5.1,8.1189,11.83,4.7,9.0412,5.5294,7.277,13.8559
