ÈÕÆÚ,000020.SZ,000021.SZ,000049.SZ,002045.SZ,002055.SZ,002139.SZ,002236.SZ,002241.SZ,002351.SZ,002369.SZ,002402.SZ,002415.SZ,002475.SZ,002547.SZ,002600.SZ,002635.SZ,002655.SZ,002660.SZ,002681.SZ,002782.SZ,002850.SZ,002855.SZ,002859.SZ,002861.SZ,002866.SZ,002881.SZ,002885.SZ,002888.SZ,002922.SZ,002925.SZ,002937.SZ,002947.SZ,200020.SZ,300083.SZ,300115.SZ,300131.SZ,300136.SZ,300207.SZ,300227.SZ,300256.SZ,300279.SZ,300322.SZ,300433.SZ,300543.SZ,300602.SZ,300647.SZ,300679.SZ,300686.SZ,300709.SZ,300735.SZ,300787.SZ,600203.SH,600478.SH,600745.SH,601138.SH,601231.SH,603327.SH,603380.SH,603629.SH,603633.SH,603890.SH,688036.SH,000020.SZ,000021.SZ,000049.SZ,002045.SZ,002055.SZ,002139.SZ,002236.SZ,002241.SZ,002351.SZ,002369.SZ,002402.SZ,002415.SZ,002475.SZ,002547.SZ,002600.SZ,002635.SZ,002655.SZ,002660.SZ,002681.SZ,002782.SZ,002850.SZ,002855.SZ,002859.SZ,002861.SZ,002866.SZ,002881.SZ,002885.SZ,002888.SZ,002922.SZ,002925.SZ,002937.SZ,002947.SZ,200020.SZ,300083.SZ,300115.SZ,300131.SZ,300136.SZ,300207.SZ,300227.SZ,300256.SZ,300279.SZ,300322.SZ,300433.SZ,300543.SZ,300602.SZ,300647.SZ,300679.SZ,300686.SZ,300709.SZ,300735.SZ,300787.SZ,600203.SH,600478.SH,600745.SH,601138.SH,601231.SH,603327.SH,603380.SH,603629.SH,603633.SH,603890.SH,688036.SH,000020.SZ,000021.SZ,000049.SZ,002045.SZ,002055.SZ,002139.SZ,002236.SZ,002241.SZ,002351.SZ,002369.SZ,002402.SZ,002415.SZ,002475.SZ,002547.SZ,002600.SZ,002635.SZ,002655.SZ,002660.SZ,002681.SZ,002782.SZ,002850.SZ,002855.SZ,002859.SZ,002861.SZ,002866.SZ,002881.SZ,002885.SZ,002888.SZ,002922.SZ,002925.SZ,002937.SZ,002947.SZ,200020.SZ,300083.SZ,300115.SZ,300131.SZ,300136.SZ,300207.SZ,300227.SZ,300256.SZ,300279.SZ,300322.SZ,300433.SZ,300543.SZ,300602.SZ,300647.SZ,300679.SZ,300686.SZ,300709.SZ,300735.SZ,300787.SZ,600203.SH,600478.SH,600745.SH,601138.SH,601231.SH,603327.SH,603380.SH,603629.SH,603633.SH,603890.SH,688036.SH,000020.SZ,000021.SZ,000049.SZ,002045.SZ,002055.SZ,002139.SZ,002236.SZ,002241.SZ,002351.SZ,002369.SZ,002402.SZ,002415.SZ,002475.SZ,002547.SZ,002600.SZ,002635.SZ,002655.SZ,002660.SZ,002681.SZ,002782.SZ,002850.SZ,002855.SZ,002859.SZ,002861.SZ,002866.SZ,002881.SZ,002885.SZ,002888.SZ,002922.SZ,002925.SZ,002937.SZ,002947.SZ,200020.SZ,300083.SZ,300115.SZ,300131.SZ,300136.SZ,300207.SZ,300227.SZ,300256.SZ,300279.SZ,300322.SZ,300433.SZ,300543.SZ,300602.SZ,300647.SZ,300679.SZ,300686.SZ,300709.SZ,300735.SZ,300787.SZ,600203.SH,600478.SH,600745.SH,601138.SH,601231.SH,603327.SH,603380.SH,603629.SH,603633.SH,603890.SH,688036.SH,000020.SZ,000021.SZ,000049.SZ,002045.SZ,002055.SZ,002139.SZ,002236.SZ,002241.SZ,002351.SZ,002369.SZ,002402.SZ,002415.SZ,002475.SZ,002547.SZ,002600.SZ,002635.SZ,002655.SZ,002660.SZ,002681.SZ,002782.SZ,002850.SZ,002855.SZ,002859.SZ,002861.SZ,002866.SZ,002881.SZ,002885.SZ,002888.SZ,002922.SZ,002925.SZ,002937.SZ,002947.SZ,200020.SZ,300083.SZ,300115.SZ,300131.SZ,300136.SZ,300207.SZ,300227.SZ,300256.SZ,300279.SZ,300322.SZ,300433.SZ,300543.SZ,300602.SZ,300647.SZ,300679.SZ,300686.SZ,300709.SZ,300735.SZ,300787.SZ,600203.SH,600478.SH,600745.SH,601138.SH,601231.SH,603327.SH,603380.SH,603629.SH,603633.SH,603890.SH,688036.SH,000020.SZ,000021.SZ,000049.SZ,002045.SZ,002055.SZ,002139.SZ,002236.SZ,002241.SZ,002351.SZ,002369.SZ,002402.SZ,002415.SZ,002475.SZ,002547.SZ,002600.SZ,002635.SZ,002655.SZ,002660.SZ,002681.SZ,002782.SZ,002850.SZ,002855.SZ,002859.SZ,002861.SZ,002866.SZ,002881.SZ,002885.SZ,002888.SZ,002922.SZ,002925.SZ,002937.SZ,002947.SZ,200020.SZ,300083.SZ,300115.SZ,300131.SZ,300136.SZ,300207.SZ,300227.SZ,300256.SZ,300279.SZ,300322.SZ,300433.SZ,300543.SZ,300602.SZ,300647.SZ,300679.SZ,300686.SZ,300709.SZ,300735.SZ,300787.SZ,600203.SH,600478.SH,600745.SH,601138.SH,601231.SH,603327.SH,603380.SH,603629.SH,603633.SH,603890.SH,688036.SH
2014/1/2,1.0687,1.5152,3.7607,0.8929,6.4885,4.3337,4.7701,6.3284,1.8987,0.5618,2.2164,0.3046,9.216,0.4762,0.5714,5.9777,5.655,5.1797,2.0642,,,,,,,,,,,,,,0.2801,4.3628,2.4106,3.1077,5.0265,4.5103,3.936,1.8896,10,3.1887,,,,,,,,,,1.3514,-1.9661,-2.0936,,10.0238,,,,,,,1.3746,0.4584,1.2722,0.8937,6.9698,9.2022,1.6836,1.4258,9.869,3.888,3.3032,0.5828,1.4988,2.093,1.6732,5.8052,15.6004,8.3271,10.0685,,,,,,,,,,,,,,0.1734,1.474,0.9041,13.483,6.3798,3.6542,7.8507,2.01,18.007,5.5068,,,,,,,,,,8.1422,0.8618,0.5262,,8.0715,,,,,,,428151790.1,7063583701,9966635942,2029630234,4496516658,1527408561,26760256297,44306841405,1545446406,2524193381,1561996800,70074553364,19982655000,1164394533,1142240000,2362044390,1491826800,1123499773,1872750000,,,,,,,,,,,,,,428151790.1,3636000000,9369485241,928207126.4,1921323542,1747764878,1067230000,1117064010,693226912.6,1679394632,,,,,,,,,,1984488825,8005960715,5205260846,,2473488000,,,,,,,-287.6188,34.297,48.3756,28.888,37.6919,51.907,43.4061,43.5747,44.4793,47.9598,55.0951,30.1949,58.8113,95.2447,162.4683,47.907,190.3398,77.5162,57.3175,,,,,,,,,,,,,,-122.3447,28.5176,44.996,-210.7078,-41.455,69.1891,115.6115,-18.3553,85.0513,92.2569,,,,,,,,,,26.0092,785.2679,96.6854,,41.5296,,,,,,,6.8497,1.6252,18.6665,1.9032,3.5859,4.1368,11.7759,8.9879,2.3241,3.1451,2.5264,8.2836,8.6224,3.7929,2.1921,5.7238,4.628,2.8175,7.5458,,,,,,,,,,,,,,2.9137,2.5657,5.9148,3.6484,4.335,4.3961,6.3587,2.0636,4.2373,6.661,,,,,,,,,,4.1109,8.3746,6.0867,,6.1645,,,,,,,2.9905,0.5243,2.2639,1.1653,2.2347,2.105,9.0736,5.6659,5.1568,2.1022,2.5817,8.617,4.3519,2.4071,1.9903,11.2809,5.306,3.184,7.0723,,,,,,,,,,,,,,1.2721,1.1092,5.7798,3.0374,7.7209,2.5445,12.025,6.3811,3.0535,6.9625,,,,,,,,,,0.794,7.0805,2.1984,,1.6417,,,,,,
2014/1/3,-0.4532,-0.7463,-1.9769,0.708,-0.8065,4.8806,0.4903,1.7694,1.3975,0,-0.5163,1.5184,-1.6438,0.8531,0.2273,3.321,-2.4978,-2.3116,2.3428,,,,,,,,,,,,,,0,3.1353,1.1381,10.0108,0.2519,2.4847,4.3646,0.8902,9.9681,-5.0653,,,,,,,,,,0.2424,0.9438,-2.7673,,10.0173,,,,,,,1.1833,0.3971,0.8687,1.264,6.1204,13.7379,1.0062,1.3473,8.2005,3.5144,2.6006,0.3671,1.1424,2.4801,2.2997,8.9439,11.8017,9.85,14.0562,,,,,,,,,,,,,,0.1073,2.9508,1.2918,9.4805,6.1337,5.8177,27.3254,3.0536,10.4602,7.3341,,,,,,,,,,6.7179,0.7135,0.5181,,14.3582,,,,,,,426211525.2,7010870390,9769601953,2043999297,4460254427,1601954980,26891464652,45090823049,1567044260,2524193381,1553932800,71138592135,19654173000,1174327756,1144836000,2440488669,1454564400,1097529426,1916625000,,,,,,,,,,,,,,426211525.2,3750000000,9476121907,1281433014,1926163148,1791192340,1113810000,1127008200,762328478.9,1594328131,,,,,,,,,,1989299707,8081518347,5061215892,,2721264000,,,,,,,-286.3154,34.041,47.4193,29.0925,37.388,54.4403,43.6189,44.3457,45.1009,47.9598,54.8107,30.6533,57.8445,96.0572,162.8375,49.498,185.5856,75.7244,58.6603,,,,,,,,,,,,,,-122.4412,29.4117,45.5081,-231.8013,-41.5594,70.9083,120.6575,-18.5187,93.5293,87.5838,,,,,,,,,,26.0722,792.679,94.0098,,45.6897,,,,,,,6.8187,1.6131,18.2975,1.9167,3.557,4.3387,11.8336,9.1469,2.3565,3.1451,2.5133,8.4094,8.4806,3.8252,2.197,5.9139,4.5124,2.7523,7.7225,,,,,,,,,,,,,,2.916,2.6461,5.9821,4.0136,4.346,4.5053,6.6362,2.082,4.6596,6.3236,,,,,,,,,,4.1209,8.4537,5.9183,,6.782,,,,,,,2.977,0.5204,2.2191,1.1735,2.2167,2.2077,9.1181,5.7662,5.2289,2.1022,2.5684,8.7478,4.2804,2.4276,1.9948,11.6556,5.1735,3.1104,7.238,,,,,,,,,,,,,,1.2731,1.144,5.8456,3.3414,7.7404,2.6077,12.5498,6.4379,3.3579,6.6099,,,,,,,,,,0.7959,7.1473,2.1375,,1.8062,,,,,,
2014/1/6,-4.4006,0.7519,-1.4566,-1.7575,-3.6134,-7.1287,-2.6487,-4.1886,-6.9678,0,-3.944,-1.7094,-1.6435,-2.1617,9.9773,-1.25,-6.4959,-4.0123,-5.7719,,,,,,,,,,,,,,-2.514,-1.6,-3.8619,6.6536,0.402,-2.5946,-3.3825,-5.2941,-2.8281,-3.6913,,,,,,,,,,2.0556,-0.4675,0.2587,,0,,,,,,,1.3978,0.8328,0.4158,1.7832,3.5653,11.2774,0.6384,0.649,7.9141,4.5131,2.2774,0.2648,0.4405,2.4317,24.946,5.616,9.0147,5.4086,11.3499,,,,,,,,,,,,,,0.1259,2.2728,0.5775,26.096,7.2753,3.7814,21.6702,2.0976,32.2753,5.5028,,,,,,,,,,8.9221,0.8352,0.3716,,8.383,,,,,,,407455631.1,7063583701,9627299627,2008076638,4299088955,1487756210,26179190727,43202139997,1457855111,2524193381,1492646400,69922547825,19331165700,1148942852,1259060000,2409982560,1360077600,1053492752,1806000000,,,,,,,,,,,,,,407455631.1,3690000000,9110164258,1366694702,1933906518,1744717337,1076135000,1067343060,740768790.2,1535477093,,,,,,,,,,2030192204,8043739531,5074310888,,2721264000,,,,,,,-273.7158,34.297,46.7286,28.5812,36.037,50.5594,42.4636,42.4882,41.9584,47.9598,52.649,30.1294,56.8939,93.9808,179.0844,48.8793,173.5301,72.686,55.2745,,,,,,,,,,,,,,-119.3964,28.9412,43.7507,-247.2244,-41.7265,69.0685,116.5762,-17.5383,90.8842,84.3508,,,,,,,,,,26.6082,788.9734,94.2531,,45.6897,,,,,,,6.5186,1.6252,18.031,1.883,3.4285,4.0294,11.5202,8.7638,2.1923,3.1451,2.4142,8.2656,8.3413,3.7425,2.4163,5.84,4.2193,2.6419,7.2768,,,,,,,,,,,,,,2.8435,2.6038,5.7511,4.2807,4.3634,4.3884,6.4117,1.9717,4.5279,6.0902,,,,,,,,,,4.2056,8.4142,5.9336,,6.782,,,,,,,2.846,0.5243,2.1868,1.1529,2.1366,2.0503,8.8766,5.5247,4.8646,2.1022,2.4671,8.5983,4.2101,2.3751,2.1938,11.5099,4.8374,2.9856,6.8202,,,,,,,,,,,,,,1.2414,1.1257,5.6198,3.5638,7.7715,2.5401,12.1253,6.0971,3.2629,6.3659,,,,,,,,,,0.8122,7.1139,2.1431,,1.8062,,,,,,
2014/1/7,0.7937,4.6642,10.0057,0,2.2493,2.6652,-1.3604,1.7597,2.2222,2.1229,0.5402,-1.913,5.3526,3.2661,3.9175,2.3508,9.9804,2.2508,2.7616,,,,,,,,,,,,,,1.4327,3.9024,-0.2394,-3.945,-0.7508,4.4105,-1.7187,1.2422,-1.8657,6.4808,,,,,,,,,,2.9621,2.9354,-0.7742,,7.1429,,,,,,,0.89,1.5621,1.2072,0.7103,3.6553,6.7709,0.9659,0.5396,7.0584,4.4637,1.3768,0.2707,0.6774,3.2041,27.8016,4.3775,7.6245,4.9635,10.1306,,,,,,,,,,,,,,0.1086,2.623,0.541,14.0498,3.099,3.227,12.1958,1.0158,17.9593,4.8388,,,,,,,,,,10.3523,1.0831,0.2067,,10.6479,,,,,,,410689406,7393041896,10590576907,2008076638,4395788238,1527408561,25823053765,43962364622,1490251892,2577779609,1500710400,68584899084,20365884000,1186468363,1308384000,2466636762,1495819200,1077204807,1855875000,,,,,,,,,,,,,,410689406,3834000000,9088352213,1312779222,1919387700,1821667752,1057640000,1080601980,726948477,1634988849,,,,,,,,,,2090328229,8279857130,5035025900,,2915640000,,,,,,,-275.8881,35.8967,51.4041,28.5812,36.8476,51.907,41.8859,43.2359,42.8908,48.9779,52.9334,29.553,59.9392,97.0503,186.1,50.0283,190.8492,74.3221,56.801,,,,,,,,,,,,,,-121.0685,30.0706,43.6459,-237.4715,-41.4132,72.1147,114.5726,-17.7562,89.1886,89.8175,,,,,,,,,,27.3963,812.1331,93.5234,,48.9532,,,,,,,6.5704,1.701,19.8351,1.883,3.5056,4.1368,11.3635,8.918,2.2411,3.2119,2.4273,8.1075,8.7877,3.8648,2.5109,5.9773,4.6404,2.7014,7.4778,,,,,,,,,,,,,,2.8833,2.7054,5.7373,4.1118,4.3307,4.5819,6.3015,1.9962,4.4434,6.4849,,,,,,,,,,4.3302,8.6612,5.8876,,7.2665,,,,,,,2.8686,0.5488,2.4056,1.1529,2.1847,2.105,8.7558,5.6219,4.9727,2.1468,2.4804,8.4338,4.4354,2.4527,2.2797,11.7804,5.3202,3.0528,7.0086,,,,,,,,,,,,,,1.2588,1.1696,5.6064,3.4232,7.7132,2.6521,11.9169,6.1728,3.202,6.7784,,,,,,,,,,0.8363,7.3227,2.1265,,1.9352,,,,,,
2014/1/8,0,1.7825,-0.801,0.5367,2.6581,1.1423,-0.9194,-0.7295,1.7713,1.6411,-0.2149,-2.4823,0.672,-0.5581,-0.8929,2.7259,9.9644,9.9581,10.002,,,,,,,,,,,,,,0.2825,1.6693,2.1067,0.7641,-0.1513,0.3764,4.0803,0.3067,0.1521,-0.8181,,,,,,,,,,-0.6904,0.1141,0.7802,,-2.1612,,,,,,,1.0268,1.3869,1.2632,1.1743,4.4616,6.5468,0.7808,0.6044,7.8642,4.8495,1.6109,0.4677,0.2676,2.7407,13.7691,6.446,4.958,21.5872,11.4833,,,,,,,,,,,,,,0.0341,2.6576,0.7526,16.0693,2.3452,4.2544,16.4842,1.7647,21.2537,7.2368,,,,,,,,,,7.4263,0.7055,0.3862,,9.8789,,,,,,,410689406,7524825174,10505742828,2018853436,4512633205,1544855595,25585629124,43641644858,1516649268,2620084526,1497484800,66882437050,20502751500,1179846214,1296702000,2533874715,1644868800,1184473630,2041500000,,,,,,,,,,,,,,410689406,3898000000,9279813499,1322810009,1916483936,1828524720,1100795000,1083916710,728054102,1621613613,,,,,,,,,,2075895583,8289301833,5074310888,,2852628000,,,,,,,-275.8881,36.5365,50.9923,28.7346,37.827,52.4999,41.5008,42.9205,43.6505,49.7817,52.8197,28.8194,60.342,96.5086,184.4384,51.3921,209.8662,81.7231,62.4823,,,,,,,,,,,,,,-121.4907,30.5725,44.5654,-239.286,-41.3506,72.3862,119.2476,-17.8106,89.3242,89.0827,,,,,,,,,,27.2072,813.0595,94.2531,,47.8953,,,,,,,6.5704,1.7313,19.6762,1.8931,3.5988,4.1841,11.259,8.853,2.2808,3.2646,2.422,7.9063,8.8468,3.8432,2.4885,6.1402,5.1028,2.9704,8.2257,,,,,,,,,,,,,,2.8933,2.7506,5.8582,4.1432,4.3241,4.5992,6.5586,2.0024,4.4501,6.4318,,,,,,,,,,4.3003,8.671,5.9336,,7.1094,,,,,,,2.8686,0.5586,2.3863,1.1591,2.2427,2.129,8.6753,5.5809,5.0608,2.182,2.4751,8.2244,4.4652,2.439,2.2594,12.1016,5.8503,3.3568,7.7096,,,,,,,,,,,,,,1.2632,1.1891,5.7245,3.4493,7.7015,2.6621,12.4032,6.1918,3.2069,6.723,,,,,,,,,,0.8305,7.331,2.1431,,1.8934,,,,,,
2014/1/9,-2.3622,-2.9772,-0.6773,-3.3808,-2.3214,-8.6242,-0.6105,-3.6473,-3.1646,-4.9516,0.377,-2.7273,-4.1389,-3.1805,1.5015,-4.914,1.9417,-2.9552,2.9206,,,,,,,,,,,,,,0,-5.5413,-4.1525,-5.2133,6.0101,-0.2917,-6.0361,-3.4404,-7.593,4.0251,,,,,,,,,,-6.3731,1.4432,0,,1.535,,,,,,,1.3593,0.6812,0.7315,1.2372,4.9119,7.9497,0.9148,0.8575,8.2764,4.1264,3.5027,0.4268,0.4294,2.0726,10.7955,2.9812,41.3926,19.4818,29.6481,,,,,,,,,,,,,,0.0397,2.2947,0.6069,13.0123,5.4641,3.6896,11.6325,1.5817,17.8849,8.4975,,,,,,,,,,6.9197,1.0088,0.3606,,6.7377,,,,,,,400988081.4,7300793601,10434591665,1950600384,4407875648,1411623696,25429428702,42049924550,1468654038,2490349447,1503129600,65058370585,19654173000,1142320703,1316172000,2409359987,1676808000,1149470119,2101125000,,,,,,,,,,,,,,400988081.4,3682000000,8894467365,1253848350,2031666557,1823191523,1034350000,1046625998,672772849,1686884764,,,,,,,,,,1943596328,8408934750,5074310888,,2896416000,,,,,,,-269.3711,35.4488,50.647,27.7631,36.9489,47.9722,41.2474,41.3551,42.2692,47.3168,53.0188,28.0334,57.8445,93.4391,187.2078,48.8667,213.9413,79.308,64.3071,,,,,,,,,,,,,,-121.5478,28.8784,42.7148,-226.8114,-43.8358,72.1751,112.0497,-17.1979,82.5418,92.6684,,,,,,,,,,25.4732,824.7938,94.2531,,48.6305,,,,,,,6.4152,1.6798,19.5429,1.8291,3.5152,3.8232,11.1903,8.5301,2.2086,3.1029,2.4312,7.6906,8.4806,3.721,2.5259,5.8385,5.2019,2.8826,8.4659,,,,,,,,,,,,,,2.8947,2.5981,5.6149,3.9272,4.584,4.5858,6.1628,1.9335,4.1122,6.6907,,,,,,,,,,4.0262,8.7962,5.9336,,7.2186,,,,,,,2.8008,0.542,2.3702,1.1199,2.1907,1.9454,8.6223,5.3773,4.9006,2.074,2.4844,8.0001,4.2804,2.3614,2.2933,11.5069,5.9639,3.2576,7.9347,,,,,,,,,,,,,,1.2638,1.1232,5.4868,3.2695,8.1644,2.6543,11.6545,5.9787,2.9634,6.9936,,,,,,,,,,0.7776,7.4369,2.1431,,1.9225,,,,,,
2014/1/10,-3.2258,3.4296,-10.0052,-3.4991,3.1079,-9.6629,-1.7199,-5.5085,-5.2288,0.2265,1.3948,-1.6355,1.6156,-0.6763,-2.4655,-4.1344,2.6984,4.3222,5.2293,,,,,,,,,,,,,,-0.5634,1.032,-4.0327,1,-2.3344,-5.5579,0.2649,-3.7213,-1.7256,2.2835,,,,,,,,,,9.2822,0.2246,-0.4516,,-6.4897,,,,,,,1.5362,1.0365,2.3056,1.1128,3.8709,11.1626,0.8726,1.5034,6.5013,3.1465,2.1403,0.4796,0.6685,1.4025,9.2141,3.4192,37.4642,22.412,22.9299,,,,,,,,,,,,,,0.0923,1.1408,0.4174,8.0098,3.8823,4.7295,6.9612,2.4463,10.0255,5.2711,,,,,,,,,,9.9601,0.8344,0.4571,,7.4658,,,,,,,388052982,7551181829,9390585182,1882347332,4544866299,1275219608,24992067520,39733615147,1391861670,2495990103,1524096000,63994331814,19971705600,1134594862,1283722000,2309748204,1722055200,1199152521,2211000000,,,,,,,,,,,,,,388052982,3720000000,8535780398,1266386834,1984238419,1721860778,1037090000,1007677920,661163785.9,1725405444,,,,,,,,,,2124004403,8427824158,5051394645,,2708448000,,,,,,,-260.6817,36.6645,45.5796,26.7917,38.0972,43.3367,40.538,39.077,40.059,47.4239,53.7583,27.5749,58.7791,92.8072,182.5922,46.8463,219.7143,82.7359,67.67,,,,,,,,,,,,,,-120.6636,29.1765,40.9922,-229.0795,-42.8125,68.1637,112.3465,-16.5579,81.1175,94.7845,,,,,,,,,,27.8377,826.6465,93.8274,,45.4745,,,,,,,6.2082,1.7374,17.5876,1.7651,3.6245,3.4538,10.9978,8.0602,2.0931,3.11,2.4651,7.5648,8.6176,3.6958,2.4636,5.5971,5.3423,3.0072,8.9087,,,,,,,,,,,,,,2.8736,2.625,5.3885,3.9665,4.477,4.3309,6.1791,1.8615,4.0413,6.8435,,,,,,,,,,4.4,8.8159,5.9068,,6.7501,,,,,,,2.7105,0.5605,2.133,1.0807,2.2587,1.7574,8.474,5.0811,4.6444,2.0787,2.5191,7.8693,4.3496,2.3455,2.2368,11.0312,6.1248,3.3984,8.3497,,,,,,,,,,,,,,1.2546,1.1348,5.2655,3.3022,7.9738,2.5068,11.6854,5.7562,2.9122,7.1533,,,,,,,,,,0.8498,7.4536,2.1334,,1.7977,,,,,,
2014/1/13,0.5,2.6178,3.0162,-0.9542,-1.0638,-1.1194,-2.25,-2.571,-1.2069,6.7797,-1.7989,0.2375,-0.4934,2.6265,2.1234,-2.6954,0.2318,1.1299,-1.6282,,,,,,,,,,,,,,0,0,-2.9813,-2.6733,-0.3902,-2.7876,0.7926,-0.2467,0.1672,-1.7364,,,,,,,,,,4.53,-1.0833,-9.9806,,0.3943,,,,,,,0.9994,1.337,1.9837,0.5296,3.2771,5.0109,1.0116,1.7787,5.6556,7.7883,1.5301,0.431,0.4349,1.9651,14.2591,3.7398,23.9796,15.1284,12.5546,,,,,,,,,,,,,,0.0016,1.8376,0.4734,6.722,3.2174,5.8756,5.2982,0.8457,6.3876,5.5814,,,,,,,,,,11.6189,1.4132,1.0757,,4.9414,,,,,,,389993246.9,7748856746,9673821541,1864386002,4496516658,1260944762,24429746001,38712063308,1375063340,2665209771,1496678400,64146337353,19873161000,1164394533,1310980000,2247490840,1726047600,1212702267,2175000000,,,,,,,,,,,,,,389993246.9,3720000000,8281306536,1232532928,1976495050,1673862004,1045310000,1005191873,662269410.9,1695444915,,,,,,,,,,2220222043,8336525353,4547237305,,2719128000,,,,,,,-261.9851,37.6243,46.9544,26.536,37.6919,42.8515,39.6259,38.0724,39.5756,50.6391,52.7912,27.6404,58.489,95.2447,186.4693,45.5836,220.2237,83.6707,66.5682,,,,,,,,,,,,,,-120.5486,29.1765,39.7701,-222.9556,-42.6454,66.2635,113.2369,-16.517,81.2532,93.1386,,,,,,,,,,29.0988,817.6914,84.4629,,45.6538,,,,,,,6.2393,1.7828,18.1181,1.7483,3.5859,3.4151,10.7504,7.853,2.0678,3.3208,2.4207,7.5828,8.5751,3.7929,2.5159,5.4462,5.3547,3.0412,8.7636,,,,,,,,,,,,,,2.8709,2.625,5.2279,3.8605,4.4595,4.2102,6.2281,1.8569,4.048,6.7246,,,,,,,,,,4.5993,8.7204,5.3173,,6.7767,,,,,,,2.724,0.5752,2.1973,1.0704,2.2347,1.7377,8.2834,4.9505,4.5883,2.2196,2.4738,7.888,4.3281,2.4071,2.2843,10.7338,6.139,3.4368,8.2137,,,,,,,,,,,,,,1.2534,1.1348,5.1085,3.2139,7.9427,2.4369,11.778,5.742,2.9171,7.0291,,,,,,,,,,0.8883,7.3728,1.9205,,1.8048,,,,,,
2014/1/14,2.1559,0.3401,-0.9901,2.3121,5.1971,6.9182,-1.2276,0.0614,5.7592,1.4815,10.0216,1.4692,1.7906,1.8009,1.4851,4.1828,9.0979,4.4693,1.8103,,,,,,,,,,,,,,0.5666,4.3011,5.7653,9.9695,1.1753,2.4124,7.2084,1.5664,10.0167,1.8302,,,,,,,,,,1.3001,-1.6239,-10.0072,,3.7313,,,,,,,0.8863,0.967,0.9744,0.6491,6.6087,7.8738,1.1474,1.0765,6.6182,6.0332,6.3318,0.2234,0.2524,1.6579,7.6445,2.4045,37.1249,17.2047,13.7664,,,,,,,,,,,,,,0.134,1.8827,0.4806,17.1546,2.9169,5.6949,14.5939,1.4499,7.2143,4.1409,,,,,,,,,,9.3877,0.5679,2.5755,,5.841,,,,,,,398401061.5,7775213402,9578041130,1907493193,4730206591,1348179934,24129841191,38735820327,1454255469,2704694360,1646668800,65088771693,20229016500,1185364671,1330450000,2341499460,1883082000,1266901251,2214375000,,,,,,,,,,,,,,398401061.5,3880000000,8758747972,1355410066,2042921788,1714241925,1120660000,1020936840,728606914.5,1726475463,,,,,,,,,,2249087335,8201151263,4092186200,,2820588000,,,,,,,-267.6332,37.7523,46.4895,27.1496,39.6508,45.8161,39.1395,38.0957,41.8548,51.3893,58.0817,28.0465,59.5364,96.96,189.2386,47.4903,240.2594,87.4102,67.7733,,,,,,,,,,,,,,-121.1915,30.4314,42.063,-245.1831,-43.1466,67.8621,121.3995,-16.7758,89.3921,94.8433,,,,,,,,,,29.4771,804.4132,76.0105,,47.3573,,,,,,,6.3738,1.7889,17.9387,1.7887,3.7723,3.6514,10.6184,7.8578,2.1869,3.37,2.6633,7.6942,8.7287,3.8612,2.5533,5.674,5.8418,3.1771,8.9223,,,,,,,,,,,,,,2.8862,2.7379,5.5293,4.2453,4.5119,4.3117,6.677,1.886,4.4535,6.8477,,,,,,,,,,4.6591,8.5788,4.7851,,7.0296,,,,,,,2.7827,0.5772,2.1756,1.0951,2.3509,1.858,8.1817,4.9535,4.8526,2.2525,2.7217,8.0039,4.4056,2.4504,2.3182,11.1828,6.6976,3.5904,8.3624,,,,,,,,,,,,,,1.2601,1.1836,5.403,3.5343,8.036,2.4957,12.627,5.832,3.2093,7.1577,,,,,,,,,,0.8998,7.2531,1.7283,,1.8721,,,,,,
