ÈÕÆÚ,000045.SZ,000050.SZ,000100.SZ,000413.SZ,000536.SZ,000541.SZ,000725.SZ,000727.SZ,002005.SZ,002036.SZ,002076.SZ,002106.SZ,002189.SZ,002217.SZ,002273.SZ,002289.SZ,002387.SZ,002449.SZ,002456.SZ,002587.SZ,002745.SZ,002808.SZ,002841.SZ,002845.SZ,002876.SZ,002952.SZ,002955.SZ,002962.SZ,200045.SZ,200413.SZ,200541.SZ,200725.SZ,300032.SZ,300076.SZ,300088.SZ,300102.SZ,300120.SZ,300128.SZ,300162.SZ,300219.SZ,300232.SZ,300241.SZ,300296.SZ,300301.SZ,300303.SZ,300319.SZ,300323.SZ,300331.SZ,300389.SZ,300545.SZ,300566.SZ,300582.SZ,300625.SZ,300632.SZ,300650.SZ,300691.SZ,300701.SZ,300708.SZ,300752.SZ,300790.SZ,600261.SH,600363.SH,600552.SH,600651.SH,600666.SH,600703.SH,600707.SH,603297.SH,603303.SH,603515.SH,603679.SH,603685.SH,603773.SH,688007.SH,688010.SH,000045.SZ,000050.SZ,000100.SZ,000413.SZ,000536.SZ,000541.SZ,000725.SZ,000727.SZ,002005.SZ,002036.SZ,002076.SZ,002106.SZ,002189.SZ,002217.SZ,002273.SZ,002289.SZ,002387.SZ,002449.SZ,002456.SZ,002587.SZ,002745.SZ,002808.SZ,002841.SZ,002845.SZ,002876.SZ,002952.SZ,002955.SZ,002962.SZ,200045.SZ,200413.SZ,200541.SZ,200725.SZ,300032.SZ,300076.SZ,300088.SZ,300102.SZ,300120.SZ,300128.SZ,300162.SZ,300219.SZ,300232.SZ,300241.SZ,300296.SZ,300301.SZ,300303.SZ,300319.SZ,300323.SZ,300331.SZ,300389.SZ,300545.SZ,300566.SZ,300582.SZ,300625.SZ,300632.SZ,300650.SZ,300691.SZ,300701.SZ,300708.SZ,300752.SZ,300790.SZ,600261.SH,600363.SH,600552.SH,600651.SH,600666.SH,600703.SH,600707.SH,603297.SH,603303.SH,603515.SH,603679.SH,603685.SH,603773.SH,688007.SH,688010.SH,000045.SZ,000050.SZ,000100.SZ,000413.SZ,000536.SZ,000541.SZ,000725.SZ,000727.SZ,002005.SZ,002036.SZ,002076.SZ,002106.SZ,002189.SZ,002217.SZ,002273.SZ,002289.SZ,002387.SZ,002449.SZ,002456.SZ,002587.SZ,002745.SZ,002808.SZ,002841.SZ,002845.SZ,002876.SZ,002952.SZ,002955.SZ,002962.SZ,200045.SZ,200413.SZ,200541.SZ,200725.SZ,300032.SZ,300076.SZ,300088.SZ,300102.SZ,300120.SZ,300128.SZ,300162.SZ,300219.SZ,300232.SZ,300241.SZ,300296.SZ,300301.SZ,300303.SZ,300319.SZ,300323.SZ,300331.SZ,300389.SZ,300545.SZ,300566.SZ,300582.SZ,300625.SZ,300632.SZ,300650.SZ,300691.SZ,300701.SZ,300708.SZ,300752.SZ,300790.SZ,600261.SH,600363.SH,600552.SH,600651.SH,600666.SH,600703.SH,600707.SH,603297.SH,603303.SH,603515.SH,603679.SH,603685.SH,603773.SH,688007.SH,688010.SH,000045.SZ,000050.SZ,000100.SZ,000413.SZ,000536.SZ,000541.SZ,000725.SZ,000727.SZ,002005.SZ,002036.SZ,002076.SZ,002106.SZ,002189.SZ,002217.SZ,002273.SZ,002289.SZ,002387.SZ,002449.SZ,002456.SZ,002587.SZ,002745.SZ,002808.SZ,002841.SZ,002845.SZ,002876.SZ,002952.SZ,002955.SZ,002962.SZ,200045.SZ,200413.SZ,200541.SZ,200725.SZ,300032.SZ,300076.SZ,300088.SZ,300102.SZ,300120.SZ,300128.SZ,300162.SZ,300219.SZ,300232.SZ,300241.SZ,300296.SZ,300301.SZ,300303.SZ,300319.SZ,300323.SZ,300331.SZ,300389.SZ,300545.SZ,300566.SZ,300582.SZ,300625.SZ,300632.SZ,300650.SZ,300691.SZ,300701.SZ,300708.SZ,300752.SZ,300790.SZ,600261.SH,600363.SH,600552.SH,600651.SH,600666.SH,600703.SH,600707.SH,603297.SH,603303.SH,603515.SH,603679.SH,603685.SH,603773.SH,688007.SH,688010.SH,000045.SZ,000050.SZ,000100.SZ,000413.SZ,000536.SZ,000541.SZ,000725.SZ,000727.SZ,002005.SZ,002036.SZ,002076.SZ,002106.SZ,002189.SZ,002217.SZ,002273.SZ,002289.SZ,002387.SZ,002449.SZ,002456.SZ,002587.SZ,002745.SZ,002808.SZ,002841.SZ,002845.SZ,002876.SZ,002952.SZ,002955.SZ,002962.SZ,200045.SZ,200413.SZ,200541.SZ,200725.SZ,300032.SZ,300076.SZ,300088.SZ,300102.SZ,300120.SZ,300128.SZ,300162.SZ,300219.SZ,300232.SZ,300241.SZ,300296.SZ,300301.SZ,300303.SZ,300319.SZ,300323.SZ,300331.SZ,300389.SZ,300545.SZ,300566.SZ,300582.SZ,300625.SZ,300632.SZ,300650.SZ,300691.SZ,300701.SZ,300708.SZ,300752.SZ,300790.SZ,600261.SH,600363.SH,600552.SH,600651.SH,600666.SH,600703.SH,600707.SH,603297.SH,603303.SH,603515.SH,603679.SH,603685.SH,603773.SH,688007.SH,688010.SH,000045.SZ,000050.SZ,000100.SZ,000413.SZ,000536.SZ,000541.SZ,000725.SZ,000727.SZ,002005.SZ,002036.SZ,002076.SZ,002106.SZ,002189.SZ,002217.SZ,002273.SZ,002289.SZ,002387.SZ,002449.SZ,002456.SZ,002587.SZ,002745.SZ,002808.SZ,002841.SZ,002845.SZ,002876.SZ,002952.SZ,002955.SZ,002962.SZ,200045.SZ,200413.SZ,200541.SZ,200725.SZ,300032.SZ,300076.SZ,300088.SZ,300102.SZ,300120.SZ,300128.SZ,300162.SZ,300219.SZ,300232.SZ,300241.SZ,300296.SZ,300301.SZ,300303.SZ,300319.SZ,300323.SZ,300331.SZ,300389.SZ,300545.SZ,300566.SZ,300582.SZ,300625.SZ,300632.SZ,300650.SZ,300691.SZ,300701.SZ,300708.SZ,300752.SZ,300790.SZ,600261.SH,600363.SH,600552.SH,600651.SH,600666.SH,600703.SH,600707.SH,603297.SH,603303.SH,603515.SH,603679.SH,603685.SH,603773.SH,688007.SH,688010.SH
2014/1/2,0,2.3915,-0.4292,0.5907,-4.7425,4.4993,-1.3953,0,6.6919,0,3.0227,4.2424,2.6281,2.4,10,2.5393,1.6477,3.8915,0.7903,3.7829,,,,,,,,,0.3344,0.2004,2.8623,-1.0471,0,7.2299,5.0768,5.0314,2.5579,3.0421,10.0069,7.4789,7.7739,9.9641,6.3401,10.0292,9.995,2.6582,4.5815,1.6815,,,,,,,,,,,,,10.0072,5.6063,2.4947,2.4518,-0.2882,7.6644,1.0922,,,,,,,,,0.3639,1.5366,0.9347,0.8044,1.2276,3.4997,0.6741,,3.7336,0.6224,5.8127,2.0176,3.5422,0.7076,6.1681,2.757,0.7887,5.9683,2.3203,4.4581,,,,,,,,,0.0775,0.2384,1.0366,0.1345,,16.1002,4.089,6.5359,3.5565,1.1715,22.1533,16.9303,10.1042,14.61,5.8634,12.6276,4.0204,7.0493,11.3481,3.2546,,,,,,,,,,,,,2.3049,2.2284,1.298,1.0639,1.013,1.5034,0.7189,,,,,,,,,2296174792,6637925400,18869804397,4816405612,4438092800,4450603154,25827284140,1890999507,9841770246,1596662140,940272325.1,6981338965,1556064400,1346343532,5873294198,934112754.9,1538457849,2829338099,13533561439,1143172875,,,,,,,,,2296174792,4816405612,4450603154,25827284140,4404520700,2216582847,5984104913,2166567027,763064200.8,5328755480,540594500,937559311.9,870591106.4,1030715245,868365393.8,835454708.5,2404663988,501127920,1574496150,1475521023,,,,,,,,,,,,,9861392342,3424734675,3388905000,4323532069,2007812382,36018377968,6120198341,,,,,,,,,85.8101,46.2446,9.3848,41.6415,47.0533,27.9777,12.1807,183.2297,1116.7113,96.598,93.4494,127.7564,149.9232,-27.0056,57.3759,339.6447,172.2657,33.5316,39.4475,43.4828,,,,,,,,,50.6224,19.2333,17.5748,8.5416,226.445,388.4665,29.2151,32.6974,43.3827,55.6982,121.6929,35.8305,65.6566,46.9056,34.4966,112.1017,36.5781,58.6291,-413.2703,190.7075,,,,,,,,,,,,,42.5505,22.7409,31.9126,75.2717,61.3151,37.2019,82.0528,,,,,,,,,1.7635,4.467,1.397,2.6452,7.2682,2.4375,1.0146,5.431,2.3315,4.9263,3.7311,2.0663,3.1119,2.084,5.8511,1.7919,1.8418,1.7469,6.8994,3.7247,,,,,,,,,1.0403,1.2217,1.5311,0.7115,5.7599,2.7169,4.641,1.9291,2.3536,4.0195,2.8846,2.6841,3.6744,4.3909,3.7602,4.068,5.2292,4.8243,2.1231,5.6613,,,,,,,,,,,,,3.941,2.1602,2.8602,3.6528,4.6807,5.5315,3.0018,,,,,,,,,3.5825,1.4688,0.2315,16.5019,3.2486,2.7885,0.8487,2.3133,3.149,3.8113,3.8448,4.2474,2.5741,1.4355,10.4807,1.8968,3.6004,3.3162,2.4762,7.4686,,,,,,,,,2.1134,7.6219,1.7517,0.5952,10.7456,8.7227,7.016,7.192,3.5003,2.6473,6.053,2.974,2.7439,3.8931,3.5566,3.7904,6.3551,9.2443,11.2618,9.0612,,,,,,,,,,,,,3.1118,2.2419,4.7032,2.0181,1.5131,10.3269,25.6144,,,,,,,,
2014/1/3,-1,0.0865,-1.2931,3.4058,-5.0953,2.3611,0,0,5.3254,-2.4722,-0.2445,3.4053,-1.6645,1.5625,-0.2287,3.2429,-0.2494,-1.1351,-0.2064,-2.5357,,,,,,,,,-1,3,0.1739,-0.5291,0,-10.0037,0.7629,-0.6843,9.9762,-2.3467,4.1061,0.7856,0.4684,3.9184,-2.3306,10,5.0886,0.2918,4.5493,-0.5197,,,,,,,,,,,,,5.9555,-0.6173,-1.1911,-2.3932,-0.4335,4.6834,0,,,,,,,,,0.3647,1.8407,1.3296,1.3538,1.7813,6.8586,0.7256,,6.7172,1.072,6.0603,3.596,2.6349,1.2751,7.8556,5.4836,1.0298,5.9543,2.4734,3.8608,,,,,,,,,0.1926,0.534,1.3357,0.2119,,14.6608,4.3689,5.7641,13.4942,1.5824,37.6791,15.766,12.147,25.686,4.7877,26.014,6.0439,7.3394,9.9225,2.4843,,,,,,,,,,,,,4.8107,2.2882,0.7541,0.9347,0.6727,2.1366,0.8217,,,,,,,,,2273213044,6643667550,18625798306,4980440565,4211958939,4555686840,25827284140,1890999507,10365888188,1557189652,937973370.7,7219075591,1530163200,1367380149,5859861850,964405326.5,1534621296,2797223024,13505634156,1114185924,,,,,,,,,2273213044,4980440565,4555686840,25827284140,4404520700,1994843339,6029756063,2151740221,839189370.5,5203705200,562792000,944925097.8,874668816.5,1071102455,848127067.5,919000179.4,2527027626,502590000,1646124450,1467852357,,,,,,,,,,,,,10448687305,3403594338,3348540000,4220062926,1999107993,37705263411,6120198341,,,,,,,,,84.952,46.2846,9.2634,43.0597,44.6558,28.6383,12.1807,183.2297,1176.1812,94.2099,93.2209,132.1069,147.4276,-27.4276,57.2447,350.6591,171.8361,33.1509,39.3661,42.3802,,,,,,,,,50.1557,19.8259,17.6192,8.5031,226.445,349.6056,29.438,32.4737,47.7107,54.3911,126.6897,36.112,65.9641,48.7435,33.6926,123.3119,38.4394,58.8002,-432.0711,189.7163,,,,,,,,,,,,,45.0846,22.6005,31.5325,73.4703,61.0493,38.9442,82.0528,,,,,,,,,1.7458,4.4709,1.3789,2.7352,6.8978,2.495,1.0146,5.431,2.4556,4.8045,3.722,2.1367,3.0601,2.1166,5.8377,1.85,1.8372,1.7271,6.8852,3.6303,,,,,,,,,1.0307,1.2594,1.535,0.7083,5.7599,2.4451,4.6764,1.9159,2.5884,3.9252,3.003,2.7051,3.6916,4.5629,3.6725,4.4748,5.4953,4.8384,2.2197,5.6318,,,,,,,,,,,,,4.1757,2.1468,2.8261,3.5654,4.6604,5.7906,3.0018,,,,,,,,,3.5467,1.4701,0.2285,17.0639,3.0831,2.8543,0.8487,2.3133,3.3167,3.7171,3.8354,4.392,2.5313,1.4579,10.4567,1.9583,3.5914,3.2785,2.4711,7.2792,,,,,,,,,2.094,7.8567,1.7561,0.5925,10.7456,7.8501,7.0695,7.1427,3.8495,2.5852,6.3016,2.9973,2.7567,4.0457,3.4737,4.1695,6.6785,9.2712,11.7741,9.0141,,,,,,,,,,,,,3.2972,2.2281,4.6471,1.9698,1.5065,10.8106,25.6144,,,,,,,,
2014/1/6,-4.9242,-3.8894,-0.8734,-0.7382,-5.5738,10.0407,-0.4717,0,1.236,-4.8162,2.2059,-1.7671,1.5625,2.1154,1.6046,-2.1702,1.125,-2.0666,-3.1224,-1.8428,,,,,,,,,-3.1987,-0.3883,7.4653,-1.5957,0,-5.1303,-4.0379,-2.4978,-4.6436,-1.6279,1.6383,-1.559,-4.662,-3.3778,7.1032,1.2068,-0.562,-8.7636,5.8018,-2.7072,,,,,,,,,,,,,0.2471,-0.7453,0.0524,-1.7513,-4.3541,-2.7917,-1.8007,,,,,,,,,0.6185,1.3127,1.4982,0.7762,1.2411,10.7282,0.8401,,4.336,1.3692,8.5155,2.9225,3.9698,2.0859,6.9543,3.1506,1.086,4.3115,1.8374,2.1781,,,,,,,,,0.2725,0.5417,3.5827,0.2193,,10.4269,3.5397,5.2095,16.3965,0.9631,33.4699,12.9105,8.4991,17.1058,11.4495,41.1206,5.3661,9.412,14.0769,1.4536,,,,,,,,,,,,,2.6206,2.2353,0.8585,1.6742,1.0747,1.9421,0.6069,,,,,,,,,2161274523,6385270800,18463127578,4943674110,3977194015,5013109942,25705457328,1890999507,10494005907,1482191924,958663959.8,7091509597,1554072000,1396305499,5953888286,943475913.4,1551885786,2739415889,13083932179,1093653501,,,,,,,,,2161274523,4943674110,5013109942,25705457328,4404520700,1892502028,5786283263,2097993049,800220533.7,5118993720,572012500,930193526.1,833891715.5,1034922246,908371387.5,930090286.1,2512824704,458544840,1741628850,1428114725,,,,,,,,,,,,,10474502468,3378225933,3350295000,4146156395,1912064104,36652646895,6009990688,,,,,,,,,80.7687,44.4844,9.1825,42.7418,42.1667,31.5138,12.1233,183.2297,1190.7183,89.6726,95.2773,129.7725,149.7312,-28.0078,58.1632,343.0491,173.7693,32.4658,38.137,41.5992,,,,,,,,,48.5649,19.7545,18.9398,8.3698,226.445,331.6698,28.2493,31.6625,45.4952,53.5057,128.7654,35.549,62.8889,47.097,36.0859,124.7999,38.2234,53.6471,-457.1389,184.5803,,,,,,,,,,,,,45.1959,22.4321,31.549,72.1836,58.3911,37.857,80.5753,,,,,,,,,1.6599,4.297,1.3669,2.7151,6.5134,2.7455,1.0099,5.431,2.486,4.5731,3.8041,2.0989,3.1079,2.1614,5.9313,1.8098,1.8579,1.6914,6.6702,3.5634,,,,,,,,,0.998,1.2548,1.6501,0.6972,5.7599,2.3196,4.4876,1.8681,2.4682,3.8613,3.0522,2.663,3.5195,4.4088,3.9334,4.5288,5.4644,4.4143,2.3485,5.4794,,,,,,,,,,,,,4.186,2.1308,2.8276,3.503,4.4575,5.6289,2.9477,,,,,,,,,3.372,1.4129,0.2265,16.9379,2.9112,3.1409,0.8447,2.3133,3.3577,3.5381,3.92,4.3144,2.5708,1.4888,10.6245,1.9158,3.6318,3.2108,2.3939,7.1451,,,,,,,,,2.0276,7.8284,1.8877,0.5832,10.7456,7.4474,6.7841,6.9643,3.6707,2.5431,6.4048,2.9506,2.6282,3.909,3.7205,4.2198,6.6409,8.4587,12.4572,8.7701,,,,,,,,,,,,,3.3053,2.2115,4.6496,1.9353,1.4409,10.5088,25.1532,,,,,,,,
2014/1/7,-0.9296,6.1151,0,2.2311,-0.1736,0.2466,-0.4739,0,0.9989,1.1984,0,5.4783,-2.4359,-1.1299,2.0305,1.1675,0.618,2.4619,-0.7257,0.2209,,,,,,,,,1.3913,2.729,-0.6462,0,0,0.3863,3.5503,0.7951,1.0193,2.6793,-2.3284,1.5837,2.2005,0.813,1.5544,1.2719,4.3478,1.6341,4.3412,-0.4638,,,,,,,,,,,,,2.1565,2.7534,-0.0524,-0.1783,0.4552,0.7364,-2.934,,,,,,,,,0.2921,2.6368,0.9084,1.5977,0.5026,5.8493,0.5364,,2.4543,0.6516,5.7628,3.5512,2.4351,1.28,7.1223,2.7555,0.9139,2.6,1.1763,1.9627,,,,,,,,,0.0534,0.9632,1.7732,0.0821,,6.7018,3.7933,3.7311,8.4081,0.848,21.0077,7.4476,5.499,10.4649,6.1233,25.7383,2.4296,4.9038,10.2267,1.267,,,,,,,,,,,,,2.6111,2.8242,0.4976,0.8742,0.8949,0.9745,0.7991,,,,,,,,,2141182994,6775737000,18463127578,5053973475,3970289164,5025472729,25583630516,1890999507,10598829496,1499954544,958663959.8,7480006034,1516216400,1380528035,6074779419,954491394,1561477169,2806857546,12988979416,1096069080,,,,,,,,,2141182994,5053973475,5025472729,25583630516,4404520700,1899812122,5991713438,2114673206,808376801.8,5256145640,558694000,944925097.8,852241410.9,1043336248,922491150,941919733.3,2622077952,466038000,1817236500,1421491786,,,,,,,,,,,,,10700385146,3471243418,3348540000,4138765742,1920768493,36922548565,5833658443,,,,,,,,,80.0179,47.2047,9.1825,43.6954,42.0935,31.5915,12.0658,183.2297,1202.6122,90.7472,95.2773,136.8819,146.0839,-27.6913,59.3442,347.0544,174.8433,33.2651,37.8602,41.6911,,,,,,,,,49.225,20.2871,18.8115,8.3671,226.445,332.9509,29.2522,31.9143,45.9589,54.9392,125.7672,36.112,64.2728,47.4799,36.6468,126.3872,39.8852,54.5238,-476.9842,183.7243,,,,,,,,,,,,,46.1706,23.0497,31.5325,72.0549,58.6569,38.1358,78.2112,,,,,,,,,1.6444,4.5598,1.3669,2.7756,6.502,2.7523,1.0051,5.431,2.5108,4.6279,3.8041,2.2139,3.0322,2.137,6.0518,1.831,1.8694,1.733,6.6218,3.5712,,,,,,,,,1.0116,1.2887,1.6389,0.697,5.7599,2.3286,4.6469,1.8829,2.4933,3.9647,2.9812,2.7051,3.597,4.4447,3.9945,4.5864,5.702,4.4865,2.4504,5.454,,,,,,,,,,,,,4.2762,2.1895,2.8261,3.4967,4.4778,5.6704,2.8612,,,,,,,,,3.3407,1.4993,0.2265,17.3158,2.9062,3.1487,0.8407,2.3133,3.3912,3.5805,3.92,4.5507,2.5082,1.472,10.8402,1.9382,3.6543,3.2898,2.3766,7.1609,,,,,,,,,2.0551,8.0395,1.8749,0.583,10.7456,7.4762,7.0249,7.0197,3.7082,2.6112,6.2557,2.9973,2.686,3.9408,3.7783,4.2735,6.9297,8.597,12.998,8.7294,,,,,,,,,,,,,3.3766,2.2724,4.6471,1.9318,1.4475,10.5861,24.4152,,,,,,,,
2014/1/8,-0.2681,2.7966,0.4405,5.1483,-0.2174,4.305,0.4762,0,4.9451,-1.4474,1.9185,0.7752,2.3653,0.7619,2.377,0.6347,-0.7371,3.0892,3.2036,0.551,,,,,,,,,-0.5146,1.0436,4.065,0.5405,0,3.0355,3.9365,1.3146,-0.2242,1.1512,2.2005,10.0223,5.5024,3.3871,1.5306,2.8257,9.9583,4.1176,9.4161,2.9917,,,,,,,,,,,,,1.7491,1.4616,0.1572,2.8571,-1.0574,2.8874,4.2821,,,,,,,,,0.2861,3.8077,1.1446,1.8088,0.5621,6.7118,0.6026,,5.9574,0.7076,10.2749,3.4052,3.8772,1.1308,6.0795,4.2276,0.7303,6.7447,1.7537,2.4203,,,,,,,,,0.0815,0.6459,2.6226,0.1746,,7.9581,6.0131,5.5789,7.8108,1.3648,25.7521,11.1768,8.8793,16.9613,8.4236,38.7238,5.146,7.8788,15.7527,3.0817,,,,,,,,,,,,,1.6851,4.9645,0.4624,1.5586,0.9451,0.9434,0.899,,,,,,,,,2135442557,6965227950,18544462942,5314166849,3961658101,5241821493,25705457328,1890999507,11122947438,1478244676,977055594.5,7537990577,1552079600,1391046344,6219177161,960549908.3,1549967509,2893568248,13405095936,1102108028,,,,,,,,,2135442557,5314166849,5241821493,25705457328,4404520700,1957480638,6227577713,2142473467,806564297.8,5316653840,572869000,1039628059,899135077.1,1078675056,936610912.5,968535989.5,2883193215,485227800,1988348550,1464018024,,,,,,,,,,,,,10887545080,3521980228,3353805000,4257016191,1900458252,37988660165,6083462457,,,,,,,,,79.8034,48.5248,9.2229,45.945,42.002,32.9515,12.1233,183.2297,1262.0821,89.4338,97.1051,137.943,149.5392,-27.9023,60.7548,349.2573,173.5545,34.2928,39.0731,41.9208,,,,,,,,,49.004,20.5124,19.5891,8.4179,226.445,343.0576,30.4038,32.3338,45.8558,55.5717,128.5347,39.7312,67.8093,49.0881,37.2077,129.9586,43.8571,56.7689,-521.8973,189.2207,,,,,,,,,,,,,46.9782,23.3866,31.5821,74.1136,58.0367,39.2369,81.5603,,,,,,,,,1.64,4.6873,1.3729,2.9185,6.4879,2.8708,1.0099,5.431,2.635,4.5609,3.8771,2.2311,3.104,2.1532,6.1956,1.8426,1.8556,1.7866,6.8339,3.5909,,,,,,,,,1.0071,1.303,1.7066,0.7012,5.7599,2.3993,4.8298,1.9077,2.4877,4.0104,3.0468,2.9763,3.7949,4.5952,4.0557,4.716,6.2698,4.6712,2.6812,5.6171,,,,,,,,,,,,,4.351,2.2215,2.8305,3.5966,4.4305,5.8341,2.9838,,,,,,,,,3.3317,1.5413,0.2275,18.2073,2.8998,3.2842,0.8447,2.3133,3.5589,3.5287,3.9952,4.586,2.5676,1.4832,11.0979,1.9505,3.6273,3.3914,2.4527,7.2003,,,,,,,,,2.0459,8.1287,1.9524,0.5866,10.7456,7.7031,7.3015,7.112,3.6998,2.6413,6.3933,3.2977,2.8338,4.0743,3.8361,4.3942,7.6198,8.9509,14.2219,8.9906,,,,,,,,,,,,,3.4356,2.3056,4.6545,1.987,1.4322,10.8918,25.4607,,,,,,,,
2014/1/9,-1.4785,1.319,0.8772,-2.6078,4.0087,-3.3019,0.9479,0,-3.3508,-2.4032,-5.7647,-1.5385,-5.1348,1.3233,-4.4816,-0.9174,-2.8465,-4.8835,0.1458,-2.137,,,,,,,,,0.6897,-0.939,-0.7813,1.0753,0,-2.3237,-4.3983,-7.526,-5.1685,0,-8.7321,-8.7045,-6.1224,-5.7722,-5.4774,1.0687,-4.0925,-3.9548,-6.8045,-2.9286,,,,,,,,,,,,,-4.3272,-4.5618,-1.5175,-1.7361,0.1527,-4.9378,-2.0531,,,,,,,,,0.2551,5.1699,2.2337,1.4461,1.1907,5.8754,1.2862,,3.0555,0.7984,6.8623,3.0344,2.6124,1.7874,4.6448,2.957,0.7912,4.0937,1.4218,2.0485,,,,,,,,,0.1374,0.3806,2.1778,0.2857,,6.4862,4.4199,10.8734,6.4659,,19.363,17.1539,6.1427,10.4066,6.8937,33.5713,2.8995,6.2521,16.9552,2.1726,,,,,,,,,,,,,1.7483,2.6687,0.3299,1.2827,1.0293,1.0069,0.7457,,,,,,,,,2103870153,7057102350,18707133669,5175585596,4120469667,5068742481,24511303861,1890999507,10750241346,1442719436,920731213.2,7422021491,1472383600,1409453385,5940455938,951737523.8,1505847147,2752261919,13424645034,1078556131,,,,,,,,,2103870153,5175585596,5068742481,24511303861,4404520700,1911995611,5953670813,1981231952,764876704.9,5316653840,522845750,949134118.2,844085990.7,1016411442,885309108.8,978886755.8,2765199707,466038000,1853050650,1421143210,,,,,,,,,,,,,10416418351,3361313663,3302910000,4183109660,1903359715,36112843553,5958560450,,,,,,,,,78.6235,49.1648,9.3038,44.7469,43.6858,31.8635,12.2382,183.2297,1219.7924,87.2845,91.5073,135.8208,141.8607,-28.2715,58.032,346.0531,168.6142,32.6181,39.1301,41.025,,,,,,,,,49.3652,20.3293,19.4452,8.5124,226.445,335.0861,29.0665,29.9004,43.4858,55.5717,117.311,36.2728,63.6577,46.2546,35.1697,131.3475,42.0623,54.5238,-486.3846,183.6793,,,,,,,,,,,,,44.9453,22.3198,31.1028,72.8269,58.1253,37.2995,79.8857,,,,,,,,,1.6158,4.7491,1.385,2.8424,6.748,2.776,1.0194,5.431,2.5467,4.4513,3.6536,2.1968,2.9446,2.1817,5.918,1.8257,1.8028,1.6993,6.8439,3.5142,,,,,,,,,1.0145,1.2914,1.6941,0.7091,5.7599,2.3435,4.6174,1.7641,2.3592,4.0104,2.7807,2.7172,3.5625,4.33,3.8335,4.7664,6.0132,4.4865,2.4987,5.4526,,,,,,,,,,,,,4.1628,2.1202,2.7876,3.5342,4.4372,5.546,2.9225,,,,,,,,,3.2825,1.5616,0.2295,17.7325,3.0161,3.1758,0.8527,2.3133,3.4397,3.4439,3.7649,4.5155,2.4357,1.5028,10.6005,1.9326,3.5241,3.2258,2.4563,7.0465,,,,,,,,,2.061,8.0562,1.9381,0.5931,10.7456,7.5241,6.9803,6.5767,3.5086,2.6413,5.8351,3.0107,2.6603,3.8391,3.626,4.4412,7.3079,8.597,13.2542,8.7273,,,,,,,,,,,,,3.287,2.2004,4.5838,1.9525,1.4344,10.354,24.9379,,,,,,,,
