ÈÕÆÚ,000001.SZ,002142.SZ,002807.SZ,002839.SZ,002936.SZ,002948.SZ,002958.SZ,002966.SZ,600000.SH,600015.SH,600016.SH,600036.SH,600908.SH,600919.SH,600926.SH,600928.SH,601009.SH,601128.SH,601166.SH,601169.SH,601229.SH,601288.SH,601328.SH,601398.SH,601577.SH,601818.SH,601838.SH,601860.SH,601939.SH,601988.SH,601997.SH,601998.SH,603323.SH,000001.SZ,002142.SZ,002807.SZ,002839.SZ,002936.SZ,002948.SZ,002958.SZ,002966.SZ,600000.SH,600015.SH,600016.SH,600036.SH,600908.SH,600919.SH,600926.SH,600928.SH,601009.SH,601128.SH,601166.SH,601169.SH,601229.SH,601288.SH,601328.SH,601398.SH,601577.SH,601818.SH,601838.SH,601860.SH,601939.SH,601988.SH,601997.SH,601998.SH,603323.SH,000001.SZ,002142.SZ,002807.SZ,002839.SZ,002936.SZ,002948.SZ,002958.SZ,002966.SZ,600000.SH,600015.SH,600016.SH,600036.SH,600908.SH,600919.SH,600926.SH,600928.SH,601009.SH,601128.SH,601166.SH,601169.SH,601229.SH,601288.SH,601328.SH,601398.SH,601577.SH,601818.SH,601838.SH,601860.SH,601939.SH,601988.SH,601997.SH,601998.SH,603323.SH,000001.SZ,002142.SZ,002807.SZ,002839.SZ,002936.SZ,002948.SZ,002958.SZ,002966.SZ,600000.SH,600015.SH,600016.SH,600036.SH,600908.SH,600919.SH,600926.SH,600928.SH,601009.SH,601128.SH,601166.SH,601169.SH,601229.SH,601288.SH,601328.SH,601398.SH,601577.SH,601818.SH,601838.SH,601860.SH,601939.SH,601988.SH,601997.SH,601998.SH,603323.SH,000001.SZ,002142.SZ,002807.SZ,002839.SZ,002936.SZ,002948.SZ,002958.SZ,002966.SZ,600000.SH,600015.SH,600016.SH,600036.SH,600908.SH,600919.SH,600926.SH,600928.SH,601009.SH,601128.SH,601166.SH,601169.SH,601229.SH,601288.SH,601328.SH,601398.SH,601577.SH,601818.SH,601838.SH,601860.SH,601939.SH,601988.SH,601997.SH,601998.SH,603323.SH,000001.SZ,002142.SZ,002807.SZ,002839.SZ,002936.SZ,002948.SZ,002958.SZ,002966.SZ,600000.SH,600015.SH,600016.SH,600036.SH,600908.SH,600919.SH,600926.SH,600928.SH,601009.SH,601128.SH,601166.SH,601169.SH,601229.SH,601288.SH,601328.SH,601398.SH,601577.SH,601818.SH,601838.SH,601860.SH,601939.SH,601988.SH,601997.SH,601998.SH,603323.SH
2016/3/25,0.6654,0.8221,,,,,,,0.1129,0.396,0,0.1241,,,,,-0.1263,,0.5852,-0.0991,,0,0,0.4695,,0.5435,,,0.207,0.2985,,-0.3333,,0.2008,0.3955,,,,,,,0.073,0.1791,0.1203,0.0772,,,,,0.481,,0.1608,0.2149,,0.0191,0.2259,0.0139,,0.1039,,,0.5265,0.0376,,0.0935,,1.25005E+11,46544013511,,,,,,,3.30913E+11,78942173114,2.68626E+11,3.32745E+11,,,,,46968523129,,2.9474E+11,1.27736E+11,,9.29215E+11,2.16272E+11,1.15394E+12,,1.47298E+11,,,46433302813,7.08172E+11,,1.90793E+11,,6.9302,8.0387,,,,,,,6.8897,5.7381,7.1925,7.0507,,,,,7.6064,,5.8705,7.5857,,5.6836,6.1506,5.5043,,5.8491,,,5.3039,5.7897,,7.1099,,0.9383,1.169,,,,,,,1.1062,0.9207,1.101,1.1275,,,,,1.0235,,0.9397,1.096,,0.8482,0.765,0.8524,,0.7728,,,0.8438,0.758,,0.921,,1.5758,2.6956,,,,,,,2.379,1.8413,2.1477,2.0191,,,,,2.3324,,1.9096,2.8978,,1.9142,2.1111,2.1865,,1.854,,,1.9994,2.0854,,2.0163,
2016/3/28,-1.0387,-1.705,,,,,,,-1.6347,-0.5917,-1.7602,-1.7359,,,,,-0.6321,,-0.8403,-1.0913,,-0.3165,-0.1815,0.4673,,-0.5405,,,-0.4132,-0.2976,,-1.3378,,0.3038,0.5138,,,,,,,0.1315,0.2195,0.2538,0.1073,,,,,0.4492,,0.1816,0.347,,0.0291,0.3097,0.0285,,0.1569,,,1.0721,0.0471,,0.1092,,1.23706E+11,45750453607,,,,,,,3.25503E+11,78475059664,2.63897E+11,3.26969E+11,,,,,46671629810,,2.92263E+11,1.26342E+11,,9.26274E+11,2.1588E+11,1.15933E+12,,1.46502E+11,,,46241429661,7.06064E+11,,1.8824E+11,,6.8582,7.9017,,,,,,,6.777,5.7041,7.0659,6.9283,,,,,7.5584,,5.8212,7.5029,,5.6656,6.1394,5.53,,5.8175,,,5.282,5.7725,,7.0148,,0.9285,1.1491,,,,,,,1.0881,0.9153,1.0817,1.1079,,,,,1.017,,0.9318,1.084,,0.8455,0.7636,0.8564,,0.7686,,,0.8403,0.7557,,0.9087,,1.5594,2.6497,,,,,,,2.3401,1.8304,2.1099,1.9841,,,,,2.3176,,1.8935,2.8661,,1.9082,2.1073,2.1967,,1.8439,,,1.9912,2.0792,,1.9893,
2016/3/29,-0.4771,-1.0558,,,,,,,0,-0.8929,0.112,-0.3785,,,,,0.0636,,-0.2608,0.3009,,0,-0.7273,-1.1628,,-0.2717,,,-0.2075,-0.2985,,0,,0.2697,0.5358,,,,,,,0.1027,0.301,0.1902,0.0956,,,,,0.5288,,0.1968,0.3513,,0.0365,0.2821,0.0318,,0.1927,,,0.9621,0.0469,,0.1008,,1.23116E+11,45267417143,,,,,,,3.25503E+11,77774389488,2.64193E+11,3.25731E+11,,,,,46701319142,,2.91501E+11,1.26722E+11,,9.26274E+11,2.1431E+11,1.14585E+12,,1.46104E+11,,,46145493085,7.03957E+11,,1.8824E+11,,6.8255,7.8183,,,,,,,6.777,5.6532,7.0738,6.9021,,,,,7.5632,,5.806,7.5255,,5.6656,6.0948,5.4657,,5.8017,,,5.271,5.7552,,7.0148,,0.9241,1.137,,,,,,,1.0881,0.9071,1.0829,1.1037,,,,,1.0177,,0.9294,1.0873,,0.8455,0.7581,0.8465,,0.7665,,,0.8386,0.7535,,0.9087,,1.5519,2.6217,,,,,,,2.3401,1.8141,2.1122,1.9766,,,,,2.3191,,1.8886,2.8748,,1.9082,2.0919,2.1712,,1.8389,,,1.987,2.073,,1.9893,
2016/3/30,2.5887,3.125,,,,,,,2.4069,1.9019,2.2371,2.8499,,,,,2.6701,,1.7647,1.4,,1.5873,2.1978,1.6471,,2.1798,,,1.8711,1.7964,,3.0508,,0.4572,0.6838,,,,,,,0.1906,0.3751,0.2541,0.1439,,,,,0.6839,,0.2449,0.4563,,0.0426,0.5172,0.0529,,0.3241,,,1.8146,0.079,,0.1809,,1.26303E+11,46682023929,,,,,,,3.33338E+11,79253582081,2.70103E+11,3.35014E+11,,,,,47948271083,,2.96645E+11,1.28496E+11,,9.40977E+11,2.1902E+11,1.16472E+12,,1.49289E+11,,,47008922269,7.16603E+11,,1.93983E+11,,7.0022,8.0626,,,,,,,6.9401,5.7607,7.232,7.0988,,,,,7.7651,,5.9084,7.6309,,5.7555,6.2287,5.5558,,5.9282,,,5.3696,5.8586,,7.2288,,0.948,1.1725,,,,,,,1.1143,0.9244,1.1071,1.1352,,,,,1.0449,,0.9458,1.1025,,0.8589,0.7747,0.8604,,0.7832,,,0.8543,0.767,,0.9364,,1.5921,2.7036,,,,,,,2.3964,1.8486,2.1595,2.0329,,,,,2.381,,1.9219,2.915,,1.9385,2.1379,2.207,,1.879,,,2.0242,2.1102,,2.05,
2016/3/31,-0.5607,-0.4435,,,,,,,0.3358,-0.1965,-0.3282,-0.9236,,,,,-0.3096,,-0.2569,-0.5917,,0,-0.1792,-0.6944,,0,,,-1.0204,0,,-0.1645,,0.3544,0.5528,,,,,,,0.1274,0.2767,0.118,0.1258,,,,,0.4773,,0.204,0.3964,,0.0279,0.3183,0.0341,,0.2937,,,2.2144,0.0494,,0.1501,,1.25595E+11,46475008302,,,,,,,3.34457E+11,79097877598,2.69217E+11,3.3192E+11,,,,,47799824423,,2.95883E+11,1.27736E+11,,9.40977E+11,2.18627E+11,1.15664E+12,,1.49289E+11,,,46529239389,7.16603E+11,,1.93664E+11,,6.9629,8.0268,,,,,,,6.9634,5.7494,7.2083,7.0332,,,,,7.7411,,5.8933,7.5857,,5.7555,6.2176,5.5172,,5.9282,,,5.3148,5.8586,,7.2169,,0.9427,1.1673,,,,,,,1.1181,0.9226,1.1035,1.1247,,,,,1.0416,,0.9434,1.096,,0.8589,0.7733,0.8544,,0.7832,,,0.8456,0.767,,0.9348,,1.5832,2.6916,,,,,,,2.4045,1.845,2.1524,2.0141,,,,,2.3737,,1.917,2.8978,,1.9385,2.1341,2.1916,,1.879,,,2.0036,2.1102,,2.0466,
2016/4/1,0.188,-0.3712,,,,,,,1.3943,0.689,1.427,1.1187,,,,,0.3727,,0.5151,-0.496,,0,1.0772,0.2331,,0.8,,,-0.2062,0.2941,,0.3295,,0.3129,0.5803,,,,,,,0.1919,0.439,0.3185,0.1866,,,,,0.7473,,0.3208,0.5967,,0.0393,0.4181,0.0342,,0.2631,,,1.6054,0.0685,,0.1531,,1.25831E+11,46302495279,,,,,,,3.3912E+11,79642843290,2.73058E+11,3.35633E+11,,,,,47977960415,,2.97407E+11,1.27102E+11,,9.40977E+11,2.20982E+11,1.15933E+12,,1.50483E+11,,,46433302813,7.1871E+11,,1.94302E+11,,6.976,7.997,,,,,,,7.0605,5.789,7.3112,7.1119,,,,,7.7699,,5.9236,7.5481,,5.7555,6.2846,5.53,,5.9756,,,5.3039,5.8759,,7.2407,,0.9445,1.163,,,,,,,1.1336,0.9289,1.1192,1.1373,,,,,1.0455,,0.9482,1.0905,,0.8589,0.7817,0.8564,,0.7895,,,0.8438,0.7693,,0.9379,,1.5862,2.6816,,,,,,,2.438,1.8577,2.1831,2.0367,,,,,2.3825,,1.9269,2.8834,,1.9385,2.1571,2.1967,,1.894,,,1.9994,2.1164,,2.0534,
2016/4/5,0.3752,1.3413,,,,,,,-0.055,0.2933,-0.2165,0.4302,,,,,0.6188,,0.3203,0,,0.3125,0.3552,0.4651,,0.2646,,,0.2066,0.5865,,0.3284,,0.5018,0.7418,,,,,,,0.2285,0.5382,0.2374,0.1905,,,,,0.8905,,0.3193,0.3331,,0.0525,0.4372,0.0371,,0.3258,,,1.5452,0.0845,,0.1858,,1.26303E+11,46923542161,,,,,,,3.38934E+11,79876400015,2.72467E+11,3.37077E+11,,,,,48274853734,,2.9836E+11,1.27102E+11,,9.43917E+11,2.21767E+11,1.16472E+12,,1.50881E+11,,,46529239389,7.22926E+11,,1.94941E+11,,7.0022,8.1043,,,,,,,7.0566,5.806,7.2953,7.1425,,,,,7.818,,5.9426,7.5481,,5.7735,6.3069,5.5558,,5.9914,,,5.3148,5.9103,,7.2645,,0.948,1.1786,,,,,,,1.133,0.9316,1.1168,1.1421,,,,,1.052,,0.9513,1.0905,,0.8616,0.7844,0.8604,,0.7916,,,0.8456,0.7738,,0.941,,1.5921,2.7176,,,,,,,2.4367,1.8631,2.1784,2.0454,,,,,2.3973,,1.933,2.8834,,1.9445,2.1647,2.207,,1.8991,,,2.0036,2.1288,,2.0601,
2016/4/6,0.1869,-0.0735,,,,,,,-1.1558,-0.1949,-1.8438,-0.4896,,,,,-0.9225,,-0.7024,-0.5982,,-0.9346,-0.885,-0.6944,,-0.5277,,,-0.4124,-0.2915,,-1.1457,,0.3687,0.5666,,,,,,,0.1256,0.2588,0.3532,0.1458,,,,,0.4778,,0.2318,0.2288,,0.0274,0.2207,0.0262,,0.1935,,,1.1491,0.0523,,0.1267,,1.26539E+11,46889039556,,,,,,,3.35016E+11,79720695532,2.67444E+11,3.35427E+11,,,,,47829513755,,2.96264E+11,1.26342E+11,,9.35096E+11,2.19805E+11,1.15664E+12,,1.50085E+11,,,46337366237,7.20818E+11,,1.92707E+11,,7.0153,8.0983,,,,,,,6.9751,5.7946,7.1608,7.1075,,,,,7.7459,,5.9008,7.5029,,5.7195,6.2511,5.5172,,5.9598,,,5.2929,5.8931,,7.1813,,0.9498,1.1777,,,,,,,1.1199,0.9298,1.0962,1.1366,,,,,1.0423,,0.9446,1.084,,0.8535,0.7775,0.8544,,0.7874,,,0.8421,0.7715,,0.9302,,1.5951,2.7156,,,,,,,2.4085,1.8595,2.1382,2.0354,,,,,2.3751,,1.9195,2.8661,,1.9263,2.1456,2.1916,,1.889,,,1.9953,2.1226,,2.0365,
2016/4/7,-1.2127,-1.9132,,,,,,,-1.5033,-0.7813,-0.663,-0.984,,,,,-1.4277,,-0.7074,-0.9027,,-0.6289,-1.25,-0.6993,,-1.061,,,-1.0352,-1.1696,,-1.3245,,0.32,0.5007,,,,,,,0.1557,0.259,0.195,0.1433,,,,,0.4925,,0.2065,0.3056,,0.029,0.2037,0.0277,,0.1752,,,1.3588,0.0433,,0.1132,,1.25005E+11,45991971838,,,,,,,3.2998E+11,79097877598,2.6567E+11,3.32126E+11,,,,,47146659121,,2.94168E+11,1.25202E+11,,9.29215E+11,2.17057E+11,1.14855E+12,,1.48493E+11,,,45857683357,7.12387E+11,,1.90155E+11,,6.9302,7.9434,,,,,,,6.8702,5.7494,7.1133,7.0376,,,,,7.6353,,5.8591,7.4352,,5.6836,6.1729,5.4786,,5.8965,,,5.2381,5.8242,,7.0861,,0.9383,1.1552,,,,,,,1.1031,0.9226,1.0889,1.1254,,,,,1.0274,,0.9379,1.0742,,0.8482,0.7678,0.8485,,0.7791,,,0.8334,0.7625,,0.9179,,1.5758,2.6636,,,,,,,2.3723,1.845,2.124,2.0154,,,,,2.3412,,1.9059,2.8403,,1.9142,2.1187,2.1763,,1.869,,,1.9747,2.0978,,2.0095,
2016/4/8,-0.1889,1.0503,,,,,,,-0.5088,0,0,0.3727,,,,,0.3149,,-0.2591,0.7085,,0,-0.1808,0,,-0.2681,,,-0.4184,-0.5917,,0.1678,,0.319,0.6278,,,,,,,0.0918,0.2503,0.1418,0.1088,,,,,0.4557,,0.2563,0.3619,,0.0264,0.1661,0.0173,,0.1201,,,1.182,0.0416,,0.1018,,1.24769E+11,46475008302,,,,,,,3.28301E+11,79097877598,2.6567E+11,3.33364E+11,,,,,47295105780,,2.93406E+11,1.26089E+11,,9.29215E+11,2.16665E+11,1.14855E+12,,1.48095E+11,,,45665810205,7.08172E+11,,1.90474E+11,,6.9171,8.0268,,,,,,,6.8353,5.7494,7.1133,7.0638,,,,,7.6593,,5.8439,7.4879,,5.6836,6.1618,5.4786,,5.8807,,,5.2162,5.7897,,7.098,,0.9365,1.1673,,,,,,,1.0975,0.9226,1.0889,1.1296,,,,,1.0306,,0.9355,1.0818,,0.8482,0.7664,0.8485,,0.777,,,0.8299,0.758,,0.9194,,1.5728,2.6916,,,,,,,2.3602,1.845,2.124,2.0229,,,,,2.3486,,1.9009,2.8604,,1.9142,2.1149,2.1763,,1.864,,,1.9664,2.0854,,2.0129,
2016/4/11,1.4191,0.2227,,,,,,,0.3977,0.8858,0.2225,0.9282,,,,,0.6905,,1.3636,0.603,,0.3165,0.7246,0.7042,,0.8065,,,0.8403,0.8929,,1.005,,0.6662,0.8528,,,,,,,0.1293,0.2752,0.1687,0.1541,,,,,0.4437,,0.3054,0.2728,,0.0336,0.2547,0.025,,0.1898,,,1.2758,0.0552,,0.1129,,1.26539E+11,46578516116,,,,,,,3.29607E+11,79798547773,2.66261E+11,3.36458E+11,,,,,47621688432,,2.97407E+11,1.26849E+11,,9.32155E+11,2.18235E+11,1.15664E+12,,1.49289E+11,,,46049556509,7.14495E+11,,1.92388E+11,,7.0153,8.0447,,,,,,,6.8625,5.8003,7.1292,7.1294,,,,,7.7122,,5.9236,7.533,,5.7016,6.2064,5.5172,,5.9282,,,5.26,5.8414,,7.1694,,0.9498,1.1699,,,,,,,1.1018,0.9307,1.0913,1.14,,,,,1.0377,,0.9482,1.0884,,0.8508,0.7719,0.8544,,0.7832,,,0.8368,0.7648,,0.9287,,1.5951,2.6976,,,,,,,2.3696,1.8613,2.1288,2.0417,,,,,2.3648,,1.9269,2.8776,,1.9203,2.1302,2.1916,,1.879,,,1.9829,2.104,,2.0331,
2016/4/12,-0.4664,-0.5185,,,,,,,-0.283,-0.2927,0.222,-0.1226,,,,,-0.3741,,-0.0641,0,,-0.3155,-0.7194,-0.2331,,-0.2667,,,-0.4167,0,,-0.4975,,0.253,0.4057,,,,,,,0.0756,0.1855,0.1118,0.0846,,,,,0.2789,,0.1589,0.2154,,0.021,0.145,0.0179,,0.1134,,,0.8731,0.0312,,0.0593,,1.25949E+11,46336997884,,,,,,,3.28674E+11,79564991048,2.66852E+11,3.36046E+11,,,,,47443552440,,2.97216E+11,1.26849E+11,,9.29215E+11,2.16665E+11,1.15394E+12,,1.48891E+11,,,45857683357,7.14495E+11,,1.91431E+11,,6.9826,8.003,,,,,,,6.843,5.7833,7.145,7.1206,,,,,7.6834,,5.9198,7.533,,5.6836,6.1618,5.5043,,5.9123,,,5.2381,5.8414,,7.1337,,0.9453,1.1638,,,,,,,1.0987,0.928,1.0938,1.1386,,,,,1.0339,,0.9476,1.0884,,0.8482,0.7664,0.8524,,0.7811,,,0.8334,0.7648,,0.9241,,1.5877,2.6836,,,,,,,2.3629,1.8559,2.1335,2.0392,,,,,2.356,,1.9256,2.8776,,1.9142,2.1149,2.1865,,1.874,,,1.9747,2.104,,2.023,
2016/4/13,1.3121,1.4147,,,,,,,0.681,0.7828,0.8859,1.1664,,,,,0.8135,,0.3846,0.4995,,0.9494,0.9058,0.9346,,1.0695,,,0.8368,0.885,,2,,0.7258,1.0568,,,,,,,0.1886,0.4313,0.3847,0.1941,,,,,0.7283,,0.5662,0.9792,,0.0649,0.2918,0.0569,,0.3403,,,2.2459,0.0792,,0.2612,,1.27602E+11,46992547370,,,,,,,3.30913E+11,80187808982,2.69217E+11,3.39965E+11,,,,,47829513755,,2.9836E+11,1.27483E+11,,9.38036E+11,2.18627E+11,1.16472E+12,,1.50483E+11,,,46241429661,7.20818E+11,,1.9526E+11,,7.0742,8.1162,,,,,,,6.8897,5.8286,7.2083,7.2037,,,,,7.7459,,5.9426,7.5707,,5.7375,6.2176,5.5558,,5.9756,,,5.282,5.8931,,7.2764,,0.9578,1.1803,,,,,,,1.1062,0.9353,1.1035,1.1519,,,,,1.0423,,0.9513,1.0938,,0.8562,0.7733,0.8604,,0.7895,,,0.8403,0.7715,,0.9425,,1.6085,2.7216,,,,,,,2.379,1.8704,2.1524,2.0629,,,,,2.3751,,1.933,2.892,,1.9324,2.1341,2.207,,1.894,,,1.9912,2.1226,,2.0635,
2016/4/14,0.2775,0.3671,,,,,,,0.3382,0.1942,0,-0.1214,,,,,0.4966,,0.0639,1.4911,,0,0.3591,-0.2315,,0.2646,,,0.2075,0,,0,,0.2742,0.3803,,,,,,,0.0847,0.2381,0.24,0.1114,,,,,0.3342,,0.1733,0.4461,,0.0254,0.1467,0.0164,,0.1176,,,1.0403,0.0433,,0.1023,,1.27956E+11,47165060393,,,,,,,3.32032E+11,80343513465,2.69217E+11,3.39552E+11,,,,,48067028411,,2.9855E+11,1.29383E+11,,9.38036E+11,2.19412E+11,1.16203E+12,,1.50881E+11,,,46337366237,7.20818E+11,,1.9526E+11,,7.0938,8.146,,,,,,,6.913,5.8399,7.2083,7.1949,,,,,7.7843,,5.9464,7.6836,,5.7375,6.2399,5.5429,,5.9914,,,5.2929,5.8931,,7.2764,,0.9604,1.1846,,,,,,,1.11,0.9371,1.1035,1.1505,,,,,1.0474,,0.9519,1.1101,,0.8562,0.7761,0.8584,,0.7916,,,0.8421,0.7715,,0.9425,,1.6129,2.7316,,,,,,,2.3871,1.874,2.1524,2.0604,,,,,2.3869,,1.9343,2.9351,,1.9324,2.1417,2.2018,,1.8991,,,1.9953,2.1226,,2.0635,
2016/4/15,0.369,1.7557,,,,,,,0.5056,0.3876,1.0977,2.8554,,,,,1.2353,,1.0849,0.3918,,-0.3135,0,-0.232,,-0.2639,,,0,0,,0.3268,,0.4212,1.0011,,,,,,,0.1864,0.2723,0.3954,0.2852,,,,,0.6806,,0.4013,0.2701,,0.0248,0.1626,0.0253,,0.1788,,,1.3455,0.0458,,0.13,,1.28428E+11,47993122901,,,,,,,3.33711E+11,80654922432,2.72172E+11,3.49248E+11,,,,,48660815050,,3.01789E+11,1.2989E+11,,9.35096E+11,2.19412E+11,1.15933E+12,,1.50483E+11,,,46337366237,7.20818E+11,,1.95898E+11,,7.12,8.289,,,,,,,6.9479,5.8625,7.2874,7.4004,,,,,7.8805,,6.0109,7.7137,,5.7195,6.2399,5.53,,5.9756,,,5.2929,5.8931,,7.3002,,0.964,1.2054,,,,,,,1.1156,0.9407,1.1156,1.1834,,,,,1.0604,,0.9622,1.1145,,0.8535,0.7761,0.8564,,0.7895,,,0.8421,0.7715,,0.9456,,1.6189,2.7795,,,,,,,2.3991,1.8813,2.176,2.1193,,,,,2.4164,,1.9553,2.9466,,1.9263,2.1417,2.1967,,1.894,,,1.9953,2.1226,,2.0702,
2016/4/18,-1.3787,-2.1567,,,,,,,-0.4472,-1.3514,-0.2172,0.7679,,,,,-1.8914,,0.1894,-1.2683,,-0.6289,-1.2522,-0.2326,,-1.3228,,,-1.0352,-0.8772,,-1.7915,,0.2971,0.5575,,,,,,,0.1506,0.2804,0.3676,0.2449,,,,,0.4988,,0.5169,0.2617,,0.0263,0.1665,0.0346,,0.1807,,,1.1223,0.0355,,0.0978,,1.26658E+11,46958044765,,,,,,,3.32218E+11,79564991048,2.71581E+11,3.5193E+11,,,,,47740445760,,3.02361E+11,1.28243E+11,,9.29215E+11,2.16665E+11,1.15664E+12,,1.48493E+11,,,45857683357,7.14495E+11,,1.92388E+11,,7.0218,8.1103,,,,,,,6.9168,5.7833,7.2716,7.4572,,,,,7.7314,,6.0223,7.6158,,5.6836,6.1618,5.5172,,5.8965,,,5.2381,5.8414,,7.1694,,0.9507,1.1794,,,,,,,1.1106,0.928,1.1131,1.1925,,,,,1.0403,,0.964,1.1003,,0.8482,0.7664,0.8544,,0.7791,,,0.8334,0.7648,,0.9287,,1.5966,2.7196,,,,,,,2.3884,1.8559,2.1713,2.1355,,,,,2.3707,,1.959,2.9093,,1.9142,2.1149,2.1916,,1.869,,,1.9747,2.104,,2.0331,
2016/4/19,0.3728,0.8817,,,,,,,0.5053,0,0.1088,0.2931,,,,,0.2488,,0,0.6917,,0,0,0,,-0.2681,,,0,-0.295,,-0.6633,,0.1849,0.464,,,,,,,0.1461,0.2337,0.2858,0.1458,,,,,0.2886,,0.2549,0.2073,,0.0231,0.1147,0.0155,,0.1224,,,0.8169,0.0275,,0.1018,,1.2713E+11,47372076020,,,,,,,3.33897E+11,79564991048,2.71876E+11,3.52961E+11,,,,,47859203087,,3.02361E+11,1.2913E+11,,9.29215E+11,2.16665E+11,1.15664E+12,,1.48095E+11,,,45857683357,7.12387E+11,,1.91112E+11,,7.048,8.1818,,,,,,,6.9518,5.7833,7.2795,7.4791,,,,,7.7507,,6.0223,7.6685,,5.6836,6.1618,5.5172,,5.8807,,,5.2381,5.8242,,7.1218,,0.9542,1.1898,,,,,,,1.1162,0.928,1.1144,1.196,,,,,1.0429,,0.964,1.1079,,0.8482,0.7664,0.8544,,0.777,,,0.8334,0.7625,,0.9225,,1.6025,2.7436,,,,,,,2.4005,1.8559,2.1736,2.1418,,,,,2.3766,,1.959,2.9294,,1.9142,2.1149,2.1916,,1.864,,,1.9747,2.0978,,2.0196,
2016/4/20,-2.3213,-2.0393,,,,,,,0.3352,-0.0978,1.3043,1.2858,,,,,-0.8065,,0.063,1.0795,,-0.6329,0,0,,-0.8065,,,-1.6736,-0.5917,,-1.6694,,0.5139,0.7415,,,,,,,0.2499,0.4964,0.539,0.3817,,,,,0.752,,0.5757,0.72,,0.0811,0.4401,0.0537,,0.334,,,2.4619,0.0917,,0.1773,,1.24179E+11,46406003093,,,,,,,3.35016E+11,79487138806,2.75422E+11,3.575E+11,,,,,47473241772,,3.02551E+11,1.30524E+11,,9.23334E+11,2.16665E+11,1.15664E+12,,1.469E+11,,,45090190748,7.08172E+11,,1.87921E+11,,6.8844,8.0149,,,,,,,6.9751,5.7777,7.3745,7.5752,,,,,7.6882,,6.0261,7.7513,,5.6476,6.1618,5.5172,,5.8333,,,5.1505,5.7897,,7.0029,,0.9321,1.1656,,,,,,,1.1199,0.9271,1.1289,1.2113,,,,,1.0345,,0.9646,1.1199,,0.8428,0.7664,0.8544,,0.7707,,,0.8194,0.758,,0.9071,,1.5653,2.6876,,,,,,,2.4085,1.854,2.202,2.1693,,,,,2.3574,,1.9602,2.961,,1.9021,2.1149,2.1916,,1.8489,,,1.9416,2.0854,,1.9859,
2016/4/21,-0.0951,-0.2974,,,,,,,0.8909,-0.7835,-0.2146,2.0773,,,,,-0.3127,,1.0705,-1.068,,-0.9554,-1.4493,0.2331,,-0.542,,,-0.2128,-0.5952,,0,,0.4734,0.5143,,,,,,,0.2585,0.2897,0.565,0.385,,,,,0.3852,,0.7024,0.2704,,0.0264,0.166,0.03,,0.2252,,,1.1079,0.0436,,0.1217,,1.24061E+11,46267992675,,,,,,,3.38001E+11,78864320872,2.74831E+11,3.64926E+11,,,,,47324795112,,3.0579E+11,1.2913E+11,,9.14512E+11,2.13525E+11,1.15933E+12,,1.46104E+11,,,44994254172,7.03957E+11,,1.87921E+11,,6.8778,7.9911,,,,,,,7.0372,5.7324,7.3586,7.7326,,,,,7.6641,,6.0906,7.6685,,5.5936,6.0725,5.53,,5.8017,,,5.1395,5.7552,,7.0029,,0.9312,1.1621,,,,,,,1.1299,0.9198,1.1265,1.2365,,,,,1.0313,,0.9749,1.1079,,0.8347,0.7553,0.8564,,0.7665,,,0.8177,0.7535,,0.9071,,1.5638,2.6796,,,,,,,2.43,1.8395,2.1973,2.2144,,,,,2.3501,,1.9812,2.9294,,1.8839,2.0843,2.1967,,1.8389,,,1.9375,2.073,,1.9859,
2016/4/22,0.3806,0.522,,,,,,,0.6623,0.0987,1.0753,1.0175,,,,,0.6901,,0.4984,0.3925,,0.6431,0,-0.4651,,0,,,0.2132,0.2994,,0.3396,,0.3047,0.3709,,,,,,,0.1511,0.1618,0.2472,0.2696,,,,,0.2624,,0.2702,0.2133,,0.0286,0.1241,0.0213,,0.1331,,,0.8037,0.0442,,0.0778,,1.24533E+11,46509510906,,,,,,,3.40239E+11,78942173114,2.77787E+11,3.68639E+11,,,,,47651377764,,3.07314E+11,1.29637E+11,,9.20393E+11,2.13525E+11,1.15394E+12,,1.46104E+11,,,45090190748,7.06064E+11,,1.8856E+11,,6.904,8.0328,,,,,,,7.0838,5.7381,7.4378,7.8113,,,,,7.717,,6.1209,7.6986,,5.6296,6.0725,5.5043,,5.8017,,,5.1505,5.7725,,7.0267,,0.9347,1.1682,,,,,,,1.1374,0.9207,1.1386,1.2491,,,,,1.0384,,0.9798,1.1123,,0.8401,0.7553,0.8524,,0.7665,,,0.8194,0.7557,,0.9102,,1.5698,2.6936,,,,,,,2.4461,1.8413,2.2209,2.2369,,,,,2.3663,,1.991,2.9409,,1.8961,2.0843,2.1865,,1.8389,,,1.9416,2.0792,,1.9927,
