ÈÕÆÚ,000010.SZ,002200.SZ,002310.SZ,002374.SZ,002431.SZ,002663.SZ,002717.SZ,002775.SZ,300197.SZ,300237.SZ,300355.SZ,300495.SZ,300536.SZ,300649.SZ,600610.SH,603007.SH,603316.SH,603359.SH,603388.SH,603717.SH,603778.SH,603955.SH,900906.SH,000010.SZ,002200.SZ,002310.SZ,002374.SZ,002431.SZ,002663.SZ,002717.SZ,002775.SZ,300197.SZ,300237.SZ,300355.SZ,300495.SZ,300536.SZ,300649.SZ,600610.SH,603007.SH,603316.SH,603359.SH,603388.SH,603717.SH,603778.SH,603955.SH,900906.SH,000010.SZ,002200.SZ,002310.SZ,002374.SZ,002431.SZ,002663.SZ,002717.SZ,002775.SZ,300197.SZ,300237.SZ,300355.SZ,300495.SZ,300536.SZ,300649.SZ,600610.SH,603007.SH,603316.SH,603359.SH,603388.SH,603717.SH,603778.SH,603955.SH,900906.SH,000010.SZ,002200.SZ,002310.SZ,002374.SZ,002431.SZ,002663.SZ,002717.SZ,002775.SZ,300197.SZ,300237.SZ,300355.SZ,300495.SZ,300536.SZ,300649.SZ,600610.SH,603007.SH,603316.SH,603359.SH,603388.SH,603717.SH,603778.SH,603955.SH,900906.SH,000010.SZ,002200.SZ,002310.SZ,002374.SZ,002431.SZ,002663.SZ,002717.SZ,002775.SZ,300197.SZ,300237.SZ,300355.SZ,300495.SZ,300536.SZ,300649.SZ,600610.SH,603007.SH,603316.SH,603359.SH,603388.SH,603717.SH,603778.SH,603955.SH,900906.SH,000010.SZ,002200.SZ,002310.SZ,002374.SZ,002431.SZ,002663.SZ,002717.SZ,002775.SZ,300197.SZ,300237.SZ,300355.SZ,300495.SZ,300536.SZ,300649.SZ,600610.SH,603007.SH,603316.SH,603359.SH,603388.SH,603717.SH,603778.SH,603955.SH,900906.SH
2014/9/22,-2.5157,-2.445,0.1081,-1.8067,-2.4378,-1.748,-2.5195,,-2.8551,-1.2866,-2.7202,,,,0,,,,,,,,5.017,3.1485,2.0847,2.6789,1.9075,1.6661,1.6602,3.6614,,1.4163,3.5632,3.2809,,,,,,,,,,,,1.5809,2775720222,1720952739,8383918160,1634792009,4759803725,3482962865,1071264270,,3986869753,939762036,3024135211,,,,668467800,,,,,,,,668467800,1451.3974,185.1758,20.9042,54.9899,21.7366,24.7353,44.345,,29.1687,83.6966,63.5439,,,,-260.0793,,,,,,,,-76.0449,7.3455,8.5136,3.6274,2.5727,3.3599,3.4659,10.0556,,3.8602,4.6155,7.3589,,,,106.2208,,,,,,,,31.058,12.5765,6.6089,3.7381,3.1496,2.017,3.1505,5.3205,,4.6157,4.4389,8.8543,,,,109.2814,,,,,,,,31.9529
2014/9/23,-0.2581,0.5013,0.27,1.104,1.3291,0.8154,2.6606,,1.9838,1.8427,1.731,,,,0,,,,,,,,3.4008,2.7882,2.0283,1.2895,1.9081,1.2502,1.4354,4.3874,,1.2453,2.6113,2.3435,,,,,,,,,,,,1.6005,2768557073,1729579069,8406552928,1652839391,4823065337,3511363600,1099766170,,4065962687,957078999.4,3076483757,,,,668467800,,,,,,,,668467800,1447.6518,186.104,20.9606,55.597,22.0255,24.937,45.5248,,29.7474,85.2389,64.6438,,,,-260.0793,,,,,,,,-78.6118,7.3266,8.5563,3.6372,2.6011,3.4046,3.4941,10.3231,,3.9368,4.7005,7.4863,,,,106.2208,,,,,,,,32.1064,12.5441,6.642,3.7482,3.1844,2.0438,3.1762,5.462,,4.7073,4.5207,9.0076,,,,109.2814,,,,,,,,33.0315
2014/9/24,0.1294,0.6858,1.077,1.0919,0.9444,0.8088,0.037,,2.0893,2.7802,1.767,,,,0,,,,,,,,-0.1566,2.7002,2.7676,1.9017,3.6437,2,2.2457,3.9791,,2.0299,4.7975,3.4297,,,,,,,,,,,,1.0107,2772138648,1741440272,8497092001,1670886772,4868613698,3539764335,1100173340,,4150914357,983687991.8,3130845708,,,,668467800,,,,,,,,668467800,1449.5246,187.3802,21.1864,56.2041,22.2335,25.1387,45.5417,,30.3689,87.6087,65.7861,,,,-260.0793,,,,,,,,-78.4785,7.3361,8.615,3.6764,2.6295,3.4367,3.5224,10.3269,,4.019,4.8312,7.6186,,,,106.2208,,,,,,,,32.052,12.5603,6.6876,3.7886,3.2191,2.0631,3.2019,5.464,,4.8057,4.6463,9.1668,,,,109.2814,,,,,,,,32.9755
2014/9/25,2.584,-0.9288,-0.586,4.4104,-0.7796,-0.4376,-0.8882,,-1.0586,0.0429,-0.7074,,,,0,,,,,,,,-0.4706,3.2172,2.5157,1.7359,17.4251,2.0366,2.4555,4.4908,,1.7621,4.3976,3.9222,,,,,,,,,,,,0.4538,2843770137,1725265904,8447295511,1744580248,4830656731,3524273025,1090401260,,4106973838,984110356.8,3108698246,,,,668467800,,,,,,,,668467800,1486.98,185.6399,21.0622,58.6829,22.0602,25.0287,45.1372,,30.0474,87.6463,65.3207,,,,-260.0793,,,,,,,,-78.1537,7.5256,8.535,3.6549,2.7455,3.4099,3.507,10.2352,,3.9765,4.8333,7.5647,,,,106.2208,,,,,,,,31.9193,12.8849,6.6254,3.7664,3.3611,2.047,3.1879,5.4155,,4.7548,4.6483,9.1019,,,,109.2814,,,,,,,,32.839
2014/9/26,0.3778,0.25,-1.2326,-2.5862,0.9953,0.2198,-0.224,,1.2839,1.9742,-0.5181,,,,0,,,,,,,,0.8668,2.6163,1.5934,1.3771,5.0143,1.6446,1.4921,2.2495,,1.4485,3.3401,2.6243,,,,,,,,,,,,0.4751,2854514861,1729579069,8343175577,1699461794,4878735556,3532018680,1087958240,,4159702461,1003539145,3092591002,,,,668467800,,,,,,,,668467800,1492.5983,186.104,20.8026,57.1652,22.2797,25.0837,45.036,,30.4332,89.3767,64.9823,,,,-260.0793,,,,,,,,-78.8452,7.5541,8.5563,3.6098,2.6745,3.4439,3.5147,10.2123,,4.0276,4.9287,7.5255,,,,106.2208,,,,,,,,32.2017,12.9335,6.642,3.7199,3.2742,2.0674,3.1949,5.4034,,4.8158,4.7401,9.0548,,,,109.2814,,,,,,,,33.1296
2014/9/29,-1.2547,1.3716,0.7596,0.2655,1.1929,1.7544,0.8608,,0.7042,0.1684,4.6875,,,,0,,,,,,,,-5,3.7307,2.8373,1.6838,3.3644,2.1219,3.334,3.4939,,2.2387,3.9706,6.2127,,,,,,,,,,,,1.0076,2818699116,1753301475,8406552928,1703973639,4936936240,3593983920,1097323150,,4188996140,1005228605,3309959621,,,,668467800,,,,,,,,668467800,1473.8706,188.6565,20.9606,57.317,22.5455,25.5237,45.4237,,30.6475,89.5272,68.0283,,,,-260.0793,,,,,,,,-74.9407,7.4593,8.6737,3.6372,2.6816,3.485,3.5763,10.3002,,4.0559,4.937,7.8783,,,,106.2208,,,,,,,,30.6071,12.7713,6.7331,3.7482,3.2829,2.0921,3.251,5.4499,,4.8498,4.7481,9.4792,,,,109.2814,,,,,,,,31.489
2014/9/30,-1.1436,0.246,1.4001,0.0883,-0.205,-0.431,0.1484,,0.0699,1.4706,-0.6841,,,,0,,,,,,,,0.4934,2.6328,2.1128,2.08,2.8184,1.9313,2.4121,3.4,,1.4472,3.7561,6.392,,,,,,,,,,,,0.7064,2786464945,1757614640,8524253723,1705477588,4926814382,3578492610,1098951830,,4191925508,1020011378,3287316862,,,,668467800,,,,,,,,668467800,1457.0157,189.1206,21.2541,57.3676,22.4993,25.4137,45.4911,,30.669,90.8437,67.5629,,,,-260.0793,,,,,,,,-75.2934,7.374,8.695,3.6882,2.684,3.4778,3.5609,10.3155,,4.0588,5.0096,7.8244,,,,106.2208,,,,,,,,30.7511,12.6252,6.7497,3.8007,3.2858,2.0878,3.2369,5.458,,4.8531,4.8179,9.4144,,,,109.2814,,,,,,,,31.6371
2014/10/8,1.2853,1.7791,2.2305,0.3527,1.1299,2.2367,2.0007,,3.0049,-1.2422,10.0188,,,,0,,,,,,,,0.6547,3.2494,3.7379,2.9192,2.8286,2.3644,3.4413,6.0379,,3.7709,3.3391,9.4749,,,,,,,,,,,,0.4058,2822280690,1788885084,8714385776,1711493382,4982484601,3658531045,1120939010,,4317888329,1007340430,3616666078,,,,668467800,,,,,,,,668467800,1475.7434,192.4853,21.7282,57.57,22.7535,25.9821,46.4013,,31.5905,89.7152,74.3319,,,,-260.0793,,,,,,,,-75.7469,7.4687,8.8497,3.7704,2.6934,3.5171,3.6406,10.5218,,4.1807,4.9474,8.6083,,,,106.2208,,,,,,,,30.9363,12.7875,6.8698,3.8854,3.2974,2.1114,3.3093,5.5672,,4.999,4.7581,10.3576,,,,109.2814,,,,,,,,31.8277
2014/10/9,-0.7614,1.2055,0.0519,0.703,-0.5587,-0.6351,-0.4722,,-0.2714,-0.5031,1.4229,,,,0,,,,,,,,-3.0894,2.8753,4.6774,2.6196,8.4739,2.8789,3.4245,5.1979,,5.026,3.1592,19.9191,,,,,,,,,,,,0.4211,2800791243,1810450908,8718912730,1723524970,4954649491,3635294080,1115645800,,4306170857,1002272050,3668126893,,,,668467800,,,,,,,,668467800,1464.5068,194.8058,21.7395,57.9747,22.6264,25.8171,46.1822,,31.5048,89.2638,75.3896,,,,-260.0793,,,,,,,,-73.3685,7.4119,8.9564,3.7724,2.7124,3.4975,3.6175,10.4722,,4.1694,4.9225,8.7308,,,,106.2208,,,,,,,,29.9649,12.6901,6.9526,3.8875,3.3205,2.0996,3.2883,5.5409,,4.9854,4.7341,10.5049,,,,109.2814,,,,,,,,30.8284
2014/10/10,4.4757,0,-0.2596,-1.6579,-1.4811,2.2727,5.0365,,-0.2721,0.8428,0.3367,,,,0,,,,,,,,1.0067,8.8093,3.5418,1.7096,4.0705,3.0555,5.7988,19.1642,,2.6809,2.8662,11.8971,,,,,,,,,,,,0.3474,2926146350,1810450908,8696277962,1694949948,4881266021,3717914400,1171835260,,4294453385,1010719349,3680477489,,,,668467800,,,,,,,,668467800,1530.0538,194.8058,21.683,57.0135,22.2913,26.4039,48.5081,,31.4191,90.0162,75.6434,,,,-260.0793,,,,,,,,-74.118,7.7436,8.9564,3.7626,2.6674,3.4457,3.6997,10.9996,,4.158,4.964,8.7602,,,,106.2208,,,,,,,,30.271,13.2581,6.9526,3.8774,3.2655,2.0685,3.3631,5.82,,4.9718,4.774,10.5403,,,,109.2814,,,,,,,,31.1433
2014/10/13,-1.7136,-1.2507,-0.7808,-0.1775,-0.311,1.25,-0.6254,,-0.6139,1.9641,-1.5101,,,,0,,,,,,,,0.1661,6.1568,2.1062,1.8479,2.4661,1.6669,4.4469,8.4025,,2.312,4.323,6.781,,,,,,,,,,,,0.4545,2876004307,1787806793,8628373657,1691942051,4866083234,3764388330,1164506200,,4268089074,1030570502,3624899809,,,,668467800,,,,,,,,668467800,1503.835,192.3693,21.5137,56.9123,22.222,26.7339,48.2047,,31.2262,91.7841,74.5012,,,,-260.0793,,,,,,,,-74.2121,7.6109,8.8443,3.7332,2.6627,3.435,3.7459,10.9308,,4.1325,5.0615,8.6279,,,,106.2208,,,,,,,,30.3095,13.0309,6.8656,3.8471,3.2597,2.062,3.4051,5.7836,,4.9413,4.8678,10.3811,,,,109.2814,,,,,,,,31.1828
2014/10/14,3.6115,-4.6441,-1.469,1.2444,-0.156,-1.2346,0.6294,,1.304,-2.5,0.9654,,,,0,,,,,,,,1.4096,6.7107,7.9831,1.5886,2.9784,1.9537,3.0119,9.9109,,2.8203,4.281,6.8937,,,,,,,,,,,,0.3324,2979869967,1704778371,8501618955,1712997330,4858491840,3717914400,1171835260,,4323747065,1004806240,3659893163,,,,668467800,,,,,,,,668467800,1558.1453,183.4354,21.1977,57.6205,22.1873,26.4039,48.5081,,31.6334,89.4895,75.2204,,,,-260.0793,,,,,,,,-75.2117,7.8858,8.4336,3.6784,2.6958,3.4296,3.6997,10.9996,,4.1864,4.9349,8.7112,,,,106.2208,,,,,,,,30.7177,13.5015,6.5468,3.7906,3.3003,2.0588,3.3631,5.82,,5.0058,4.7461,10.4813,,,,109.2814,,,,,,,,31.6028
2014/10/15,1.8029,-0.3795,-6.1768,-1.0536,-0.9896,0.1389,1.2161,,-2.1003,-0.2522,2.081,,,,0,,,,,,,,2.2895,5.1926,3.4386,5.8618,2.2545,2.4746,2.9454,7.1158,,2.4494,3.3991,8.9227,,,,,,,,,,,,0.4576,3033593585,1698308624,7976492331,1694949948,4810413015,3723078170,1186086210,,4232936659,1002272050,3736055169,,,,668467800,,,,,,,,668467800,1586.2369,182.7392,19.8883,57.0135,21.9677,26.4405,49.098,,30.969,89.2638,76.7857,,,,-260.0793,,,,,,,,-76.9925,8.028,8.4016,3.4512,2.6674,3.3957,3.7048,11.1334,,4.0985,4.9225,8.8924,,,,106.2208,,,,,,,,31.445,13.7449,6.5219,3.5564,3.2655,2.0384,3.3677,5.8907,,4.9006,4.7341,10.6995,,,,109.2814,,,,,,,,32.3511
2014/10/16,-2.1251,-0.4444,-1.1918,-2.2183,-0.6839,-2.0111,-3.7075,,0.8997,-1.5592,-3.0303,,,,0,,,,,,,,0.0799,5.1815,2.6344,2.7449,3.7147,2.4838,2.4781,6.3922,,2.7858,3.6044,5.9705,,,,,,,,,,,,0.63,2969125244,1690760586,7881426305,1657351236,4777516976,3648203505,1142111850,,4271018442,986644546.6,3622841376,,,,668467800,,,,,,,,668467800,1552.527,181.9271,19.6513,55.7488,21.8175,25.9088,47.2777,,31.2476,87.872,74.4589,,,,-260.0793,,,,,,,,-76.9788,7.8574,8.3643,3.41,2.6082,3.3724,3.6303,10.7206,,4.1353,4.8457,8.623,,,,106.2208,,,,,,,,31.4395,13.4528,6.4929,3.5141,3.193,2.0245,3.3,5.6723,,4.9447,4.6603,10.3752,,,,109.2814,,,,,,,,32.3453
2014/10/17,1.3269,-3.2526,-1.0339,-3.6298,0.3178,-2.3355,2.959,,-3.7723,-2.8682,-3.6364,,,,0,,,,,,,,-0.3195,4.2418,4.0426,2.0189,3.0409,2.1115,2.8638,10.6499,,2.0291,3.3106,5.6159,,,,,,,,,,,,0.5042,3008522563,1635767735,7799941139,1597193296,4792699763,3563001300,1175906960,,4109903206,958346094.2,3491101690,,,,668467800,,,,,,,,668467800,1573.1275,176.0098,19.4481,53.7252,21.8868,25.3037,48.6767,,30.0689,85.3517,71.7513,,,,-260.0793,,,,,,,,-76.7479,7.9616,8.0922,3.3748,2.5136,3.3832,3.5455,11.0378,,3.9793,4.7067,8.3094,,,,106.2208,,,,,,,,31.3451,13.6313,6.2817,3.4777,3.0771,2.0309,3.2229,5.8402,,4.7582,4.5266,9.998,,,,109.2814,,,,,,,,32.2483
2014/10/20,2.381,1.7139,0.5223,2.919,0.4224,1.0145,0.831,,1.2117,0.8814,2.1816,,,,0,,,,,,,,-4.9679,3.704,2.1682,1.5976,1.7739,2.0083,1.6301,8.5189,,1.3656,1.7639,3.4973,,,,,,,,,,,,0.8727,3080154053,1663803306,7840683722,1643815700,4812943479,3599147690,1185679040,,4159702461,966793393.4,3567263696,,,,668467800,,,,,,,,668467800,1610.5829,179.0264,19.5497,55.2935,21.9793,25.5604,49.0812,,30.4332,86.1041,73.3166,,,,-260.0793,,,,,,,,-72.9683,8.1512,8.2309,3.3924,2.5869,3.3974,3.5815,11.1295,,4.0276,4.7482,8.4907,,,,106.2208,,,,,,,,29.8015,13.9559,6.3894,3.4959,3.167,2.0395,3.2556,5.8887,,4.8158,4.5665,10.2161,,,,109.2814,,,,,,,,30.6602
2014/10/21,-1.7442,0.5185,0.8661,-1.0064,-1.4721,-0.3587,-1.0646,,-1.4085,-0.7864,0.2885,,,,0,,,,,,,,-3.1197,2.8265,1.6551,1.8146,1.3219,1.3808,1.4636,5.7242,,1.2996,2.6729,3.8497,,,,,,,,,,,,2.0462,3026430436,1672429636,7908588027,1627272266,4742090473,3586238265,1173056770,,4101115102,959190824.2,3577555859,,,,668467800,,,,,,,,668467800,1582.4913,179.9546,19.719,54.737,21.6557,25.4687,48.5587,,30.0046,85.427,73.5281,,,,-260.0793,,,,,,,,-70.6632,8.009,8.2736,3.4218,2.5609,3.3474,3.5686,11.0111,,3.9708,4.7109,8.5152,,,,106.2208,,,,,,,,28.86,13.7125,6.4225,3.5262,3.1351,2.0095,3.244,5.826,,4.748,4.5306,10.2455,,,,109.2814,,,,,,,,29.6916
2014/10/22,-3.787,-2.3211,-1.8317,-1.8484,-1.2273,-2.1598,-0.9719,,0.5,-0.3523,-3.0495,,,,0,,,,,,,,-0.087,2.6323,2.0117,1.3357,1.0995,1.3658,1.6452,7.4044,,1.3811,2.5449,2.9857,,,,,,,,,,,,0.3331,2911820052,1633611153,7763725510,1597193296,4683889790,3508781715,1161656010,,4121620678,955811904.5,3468458931,,,,668467800,,,,,,,,668467800,1522.5627,175.7777,19.3578,53.7252,21.3899,24.9187,48.0867,,30.1546,85.126,71.2859,,,,-260.0793,,,,,,,,-70.6327,7.7057,8.0815,3.3591,2.5136,3.3063,3.4916,10.904,,3.9907,4.6943,8.2555,,,,106.2208,,,,,,,,28.8476,13.1932,6.2735,3.4616,3.0771,1.9848,3.1739,5.7694,,4.7717,4.5147,9.9331,,,,109.2814,,,,,,,,29.6788
2014/10/23,-1.845,-1.3201,-1.4577,0,-2.4851,-2.1339,-4.9071,,-2.5586,-0.3977,-2.9674,,,,0,,,,,,,,-1.1324,2.1692,1.9527,1.4481,,2.6611,1.7379,7.2869,,1.4235,2.0303,2.8916,,,,,,,,,,,,0.3281,2858096435,1612045329,7642585076,1597193296,4567488423,3433907050,1104652210,,4016163432,952010619.8,3365537301,,,,668467800,,,,,,,,668467800,1494.4711,173.4572,19.0757,53.7252,20.8584,24.3869,45.7271,,29.383,84.7875,69.1706,,,,-260.0793,,,,,,,,-69.8579,7.5635,7.9749,3.3101,2.5136,3.2242,3.4171,10.369,,3.8886,4.6756,8.0105,,,,106.2208,,,,,,,,28.5311,12.9498,6.1906,3.4111,3.0771,1.9355,3.1062,5.4863,,4.6497,4.4967,9.6384,,,,109.2814,,,,,,,,29.3532
2014/10/24,0.8772,1.6054,0.5325,0,0.2216,0.2256,-1.6955,,1.3858,1.7303,1.4679,,,,0,,,,,,,,-0.4405,1.5026,1.2918,1.0471,,1.3292,1.0138,5.2883,,1.033,1.8031,2.6105,,,,,,,,,,,,0.412,2883167456,1637924318,7763963964,1597193296,4577610281,3441652705,1085922390,,4071821423,968482853.3,3414939683,,,,668467800,,,,,,,,668467800,1507.5805,176.2418,19.2694,53.7252,20.9046,24.4419,44.9518,,29.7902,86.2545,70.1859,,,,-260.0793,,,,,,,,-69.5592,7.6299,8.1029,3.3438,2.5136,3.2313,3.4248,10.1932,,3.9425,4.7565,8.1281,,,,106.2208,,,,,,,,28.4091,13.0634,6.29,3.4458,3.0771,1.9398,3.1132,5.3933,,4.7141,4.5745,9.7798,,,,109.2814,,,,,,,,29.2277
2014/10/27,0.6211,1.3167,1.4715,0,1.2161,2.8507,0.5249,,1.5108,6.6725,2.7728,,,,0,,,,,,,,3.2743,1.8961,1.4722,1.0981,,1.0212,1.9578,2.3369,,1.1935,6.7436,3.003,,,,,,,,,,,,0.9094,2901075329,1659490141,7878207107,1597193296,4633280500,3539764335,1091622770,,4133338149,1033104692,3509627583,,,,668467800,,,,,,,,668467800,1516.9444,178.5623,19.553,53.7252,21.1588,25.1387,45.1877,,30.2403,99.2627,72.132,,,,-260.0793,,,,,,,,-71.8122,7.6773,8.2096,3.393,2.5136,3.2706,3.5224,10.2467,,4.002,5.4739,8.3535,,,,106.2208,,,,,,,,29.3293,13.1445,6.3728,3.4965,3.0771,1.9634,3.2019,5.4216,,4.7853,5.2644,10.051,,,,109.2814,,,,,,,,30.1744
2014/10/28,1.6049,2.1442,0.9861,0,1.1469,1.24,2.3499,,1.5592,1.0221,2.522,,,,0,,,,,,,,0.1714,1.8023,3.3464,2.2336,,1.5493,1.9564,3.5509,,2.1069,5.9315,3.9238,,,,,,,,,,,,0.9203,2947635797,1695073751,7955892444,1597193296,4686420254,3583656380,1117274480,,4197784244,1043663816,3598140185,,,,668467800,,,,,,,,668467800,1541.2904,182.3912,19.7458,53.7252,21.4015,25.4504,46.2496,,30.7118,100.2772,73.9512,,,,-260.0793,,,,,,,,-71.906,7.8005,8.3856,3.4264,2.5136,3.3081,3.5661,10.4874,,4.0644,5.5298,8.5642,,,,106.2208,,,,,,,,29.3676,13.3555,6.5095,3.531,3.0771,1.9859,3.2416,5.549,,4.8599,5.3182,10.3045,,,,109.2814,,,,,,,,30.2138
2014/10/29,0.1215,0.2545,-0.1723,0,0.6479,0.4323,0.6924,,1.8842,4.0065,0.3432,,,,0,,,,,,,,-0.7699,2.103,1.5472,2.2982,,1.957,2.8028,4.6028,,3.0297,8.3041,4.4998,,,,,,,,,,,,0.4644,2951217372,1699386915,7942183267,1597193296,4716785828,3599147690,1125010710,,4276877178,1085477947,3610490780,,,,668467800,,,,,,,,668467800,1543.1632,182.8553,19.7118,53.7252,21.5402,25.5604,46.5698,,31.2905,104.2948,74.205,,,,-260.0793,,,,,,,,-71.3338,7.81,8.4069,3.4205,2.5136,3.3296,3.5815,10.5601,,4.141,5.7514,8.5936,,,,106.2208,,,,,,,,29.1339,13.3717,6.5261,3.5249,3.0771,1.9988,3.2556,5.5874,,4.9515,5.5313,10.3399,,,,109.2814,,,,,,,,29.9734
2014/10/30,-0.2427,-0.698,-1.4384,0,-0.4828,-0.2152,-1.1582,,-0.9589,-1.751,0.4561,,,,0,,,,,,,,-0.6897,1.7865,1.685,2.4933,,1.5251,2.0308,4.2155,,1.8073,5.7898,3.8845,,,,,,,,,,,,0.2689,2944054223,1687525712,7827940124,1597193296,4694011648,3591402035,1111981270,,4235866027,1066471524,3626958241,,,,668467800,,,,,,,,668467800,1539.4176,181.579,19.4282,53.7252,21.4362,25.5054,46.0305,,30.9904,102.4686,74.5435,,,,-260.0793,,,,,,,,-70.9019,7.791,8.3483,3.3713,2.5136,3.3135,3.5738,10.4378,,4.1013,5.6507,8.6328,,,,106.2208,,,,,,,,28.9575,13.3392,6.4805,3.4742,3.0771,1.9891,3.2486,5.5227,,4.904,5.4344,10.387,,,,109.2814,,,,,,,,29.7919
2014/10/31,-0.2433,1.4058,-2.6853,3.6723,-0.1617,1.7254,0.0366,,2.9046,0.0792,-1.2486,,,,0,,,,,,,,0.8681,1.8559,1.9709,4.6656,15.359,1.8948,2.8022,3.089,,6.1338,4.1138,3.148,,,,,,,,,,,,0.1146,2936891074,1711248119,7617732742,1655847287,4686420254,3653367275,1112388440,,4358899480,1067316254,3581672724,,,,668467800,,,,,,,,668467800,1535.6721,184.1315,18.9065,55.6982,21.4015,25.9455,46.0473,,31.8906,102.5498,73.6127,,,,-260.0793,,,,,,,,-71.522,7.772,8.4656,3.2808,2.6059,3.3081,3.6354,10.4416,,4.2204,5.6551,8.525,,,,106.2208,,,,,,,,29.2108,13.3068,6.5716,3.3809,3.1901,1.9859,3.3047,5.5247,,5.0465,5.4387,10.2573,,,,109.2814,,,,,,,,30.0525
2014/11/3,1.2195,2.3945,2.0396,-1.9074,1.3499,0.212,3.5139,,2.1505,-0.0396,0.0575,,,,0,,,,,,,,1.2048,2.7506,4.2789,3.0524,5.4284,2.0291,2.3991,6.3144,,6.6949,2.6328,2.8826,,,,,,,,,,,,0.4064,2972706818,1752223184,7773103416,1624264369,4749681867,3661112930,1151476760,,4452639254,1066893889,3583731157,,,,668467800,,,,,,,,668467800,1554.3998,188.5405,19.2921,54.6358,21.6904,26.0005,47.6654,,32.5764,102.5092,73.655,,,,-260.0793,,,,,,,,-72.4591,7.8668,8.6683,3.3477,2.5562,3.3528,3.6431,10.8085,,4.3112,5.6529,8.5299,,,,106.2208,,,,,,,,29.5935,13.4691,6.729,3.4498,3.1293,2.0127,3.3117,5.7188,,5.155,5.4366,10.2632,,,,109.2814,,,,,,,,30.4462
2014/11/4,-3.494,-0.8,-0.8818,4.9074,-0.5328,-0.4937,1.273,,-1.4474,-2.0982,-2.6996,,,,0,,,,,,,,4.7619,3.2692,1.962,1.719,7.6981,1.7842,2.482,8.0757,,4.9985,2.6416,3.2438,,,,,,,,,,,,0.9763,2868841158,1738205398,7704557530,1703973639,4724377222,3643039735,1166134880,,4388193159,1044508546,3486984824,,,,668467800,,,,,,,,668467800,1500.0894,187.0322,19.122,57.317,21.5748,25.8721,48.2721,,32.1049,100.3584,71.6666,,,,-260.0793,,,,,,,,-75.9317,7.592,8.599,3.3182,2.6816,3.3349,3.6252,10.9461,,4.2488,5.5343,8.2996,,,,106.2208,,,,,,,,31.0118,12.9985,6.6751,3.4194,3.2829,2.002,3.2953,5.7916,,5.0804,5.3225,9.9862,,,,109.2814,,,,,,,,31.9054
2014/11/5,-0.2497,1.2407,0.5931,-0.1765,0.1607,-1.3466,-2.0601,,-2.4032,1.4962,4.7816,,,,0,,,,,,,,0.4058,1.4824,2.1588,1.5612,5.7871,1.6281,2.2762,6.5928,,2.3278,2.9853,5.2115,,,,,,,,,,,,0.441,2861678010,1759771222,7750254787,1700965742,4731968615,3593983920,1142111850,,4282735914,1060136050,3653717865,,,,668467800,,,,,,,,668467800,1496.3439,189.3527,19.2354,57.2158,21.6095,25.5237,47.2777,,31.3333,101.8599,75.0934,,,,-260.0793,,,,,,,,-76.1903,7.573,8.7057,3.3379,2.6769,3.3403,3.5763,10.7206,,4.1467,5.6171,8.6965,,,,106.2208,,,,,,,,31.1174,12.966,6.758,3.4397,3.2771,2.0052,3.251,5.6723,,4.9583,5.4022,10.4637,,,,109.2814,,,,,,,,32.014
2014/11/6,1.8773,-0.7353,1.2972,0.0884,0.9626,1.1494,0.7487,,0.5472,4.6215,0.2817,,,,0,,,,,,,,2.9103,1.8419,1.3615,2.2739,3.2052,1.602,1.5613,4.8534,,1.8766,5.1571,3.4957,,,,,,,,,,,,1.0048,2915401627,1746831728,7850788753,1702469691,4777516976,3635294080,1150662420,,4306170857,1109130385,3664010028,,,,668467800,,,,,,,,668467800,1524.4354,187.9604,19.4849,57.2664,21.8175,25.8171,47.6317,,31.5048,106.5674,75.305,,,,-260.0793,,,,,,,,-78.4867,7.7152,8.6416,3.3812,2.6792,3.3724,3.6175,10.8009,,4.1694,5.8767,8.721,,,,106.2208,,,,,,,,32.0553,13.2094,6.7083,3.4843,3.28,2.0245,3.2883,5.7148,,4.9854,5.6518,10.4931,,,,109.2814,,,,,,,,32.9789
2014/11/7,-2.2113,-0.4938,-1.6298,0.0883,-1.6949,-1.0653,-1.097,,-2.585,-0.4189,-1.6854,,,,0,,,,,,,,-0.8641,1.7805,1.7671,1.6865,4.8679,2.0968,2.56,7.5093,,2.5543,7.1203,4.906,,,,,,,,,,,,0.4075,2850933286,1738205398,7722836433,1703973639,4696542112,3596565805,1138040150,,4194854876,1104484370,3602257050,,,,668467800,,,,,,,,668467800,1490.7256,187.0322,19.1674,57.317,21.4477,25.5421,47.1092,,30.6904,106.121,74.0358,,,,-260.0793,,,,,,,,-77.8553,7.5446,8.599,3.3261,2.6816,3.3153,3.5789,10.6824,,4.0616,5.8521,8.574,,,,106.2208,,,,,,,,31.7974,12.9173,6.6751,3.4275,3.2829,1.9902,3.2533,5.6521,,4.8565,5.6281,10.3163,,,,109.2814,,,,,,,,32.7136
