ÈÕÆÚ,000010.SZ,002200.SZ,002310.SZ,002374.SZ,002431.SZ,002663.SZ,002717.SZ,002775.SZ,300197.SZ,300237.SZ,300355.SZ,300495.SZ,300536.SZ,300649.SZ,600610.SH,603007.SH,603316.SH,603359.SH,603388.SH,603717.SH,603778.SH,603955.SH,900906.SH,000010.SZ,002200.SZ,002310.SZ,002374.SZ,002431.SZ,002663.SZ,002717.SZ,002775.SZ,300197.SZ,300237.SZ,300355.SZ,300495.SZ,300536.SZ,300649.SZ,600610.SH,603007.SH,603316.SH,603359.SH,603388.SH,603717.SH,603778.SH,603955.SH,900906.SH,000010.SZ,002200.SZ,002310.SZ,002374.SZ,002431.SZ,002663.SZ,002717.SZ,002775.SZ,300197.SZ,300237.SZ,300355.SZ,300495.SZ,300536.SZ,300649.SZ,600610.SH,603007.SH,603316.SH,603359.SH,603388.SH,603717.SH,603778.SH,603955.SH,900906.SH,000010.SZ,002200.SZ,002310.SZ,002374.SZ,002431.SZ,002663.SZ,002717.SZ,002775.SZ,300197.SZ,300237.SZ,300355.SZ,300495.SZ,300536.SZ,300649.SZ,600610.SH,603007.SH,603316.SH,603359.SH,603388.SH,603717.SH,603778.SH,603955.SH,900906.SH,000010.SZ,002200.SZ,002310.SZ,002374.SZ,002431.SZ,002663.SZ,002717.SZ,002775.SZ,300197.SZ,300237.SZ,300355.SZ,300495.SZ,300536.SZ,300649.SZ,600610.SH,603007.SH,603316.SH,603359.SH,603388.SH,603717.SH,603778.SH,603955.SH,900906.SH,000010.SZ,002200.SZ,002310.SZ,002374.SZ,002431.SZ,002663.SZ,002717.SZ,002775.SZ,300197.SZ,300237.SZ,300355.SZ,300495.SZ,300536.SZ,300649.SZ,600610.SH,603007.SH,603316.SH,603359.SH,603388.SH,603717.SH,603778.SH,603955.SH,900906.SH
2014/1/2,0.3911,0.6068,0.5229,0.2899,0.1936,-1.2382,,,0.1835,4.1881,0.7656,,,,0.2422,,,,,,,,0.9975,1.5796,1.115,0.8603,2.4519,1.6549,3.5197,,,4.0211,18.035,2.7792,,,,0.5579,,,,,,,,0.4787,2088050457,1787806793,9791460063,862969042.3,5309960295,4134838000,,,2250976592,636240000,2760805618,,,,639124200,,,,,,,,639124200,1442.0335,157.8453,24.5914,35.0074,23.9207,30.7128,,,36.5681,68.4309,54.5558,,,,-248.6627,,,,,,,,-49.4741,7.2981,7.2571,4.2673,1.6378,3.6975,4.3034,,,4.8395,3.7736,6.318,,,,101.5581,,,,,,,,20.206,12.4954,5.6335,4.3974,2.0051,2.2197,3.9119,,,5.7866,3.6292,7.6019,,,,104.4843,,,,,,,,20.7883
2014/1/3,0.7792,-1.0856,-3.6108,2.8902,-3.913,0.0597,,,-2.3443,-2.9824,1.0492,,,,-1.772,,,,,,,,-0.4938,4.1233,0.65,3.003,6.6424,3.159,4.7973,,,4.447,14.4254,3.3365,,,,0.8695,,,,,,,,0.5112,2104320980,1768397552,9437912852,887910344.1,5102179240,4137306560,,,2198206444,617265000,2789772102,,,,627798600,,,,,,,,627798600,1453.2702,156.1317,23.7035,36.0192,22.9847,30.7312,,,35.7108,66.39,55.1282,,,,-244.2562,,,,,,,,-49.2693,7.355,7.1783,4.1132,1.6852,3.5528,4.306,,,4.726,3.6611,6.3843,,,,99.7584,,,,,,,,20.1224,12.5928,5.5723,4.2387,2.063,2.1328,3.9142,,,5.651,3.521,7.6817,,,,102.6328,,,,,,,,20.7022
2014/1/6,-6.9588,-1.0976,-2.5714,2.9494,-4.4746,-5.9666,,,3.3383,-9.9973,-3.3656,,,,-2.337,,,,,,,,-4.0943,3.2292,0.8737,1.8369,10.503,3.2565,3.9883,,,8.2547,16.558,3.1242,,,,0.9957,,,,,,,,0.6986,1957886272,1748988310,9195223664,914098711,4873876599,3890450560,,,2271589930,555555000,2695880739,,,,613126800,,,,,,,,613126800,1352.1405,154.4181,23.094,37.0815,21.9562,28.8976,,,36.9029,59.7528,53.2728,,,,-238.5479,,,,,,,,-47.2675,6.8432,7.0995,4.0074,1.7349,3.3939,4.0491,,,4.8838,3.2951,6.1694,,,,97.427,,,,,,,,19.3049,11.7165,5.5111,4.1297,2.1239,2.0374,3.6807,,,5.8396,3.169,7.4231,,,,100.2343,,,,,,,,19.8611
2014/1/7,0.277,0.4932,-0.0652,0.1364,0,0.8883,,,-2.1779,-0.6534,0.3705,,,,0.3359,,,,,,,,0.5175,1.327,0.5211,1.0808,5.573,1.3976,1.5625,,,4.7975,10.6294,2.7958,,,,0.3873,,,,,,,,0.367,1963309780,1757614640,9189231338,915345776.1,4873876599,3925010400,,,2222117917,551925000,2705869182,,,,615186000,,,,,,,,615186000,1355.8861,155.1797,23.0789,37.1321,21.9562,29.1543,,,36.0992,59.3624,53.4702,,,,-239.3491,,,,,,,,-47.4989,6.8621,7.1345,4.0048,1.7372,3.3939,4.085,,,4.7774,3.2736,6.1923,,,,97.7542,,,,,,,,19.3994,11.7489,5.5383,4.127,2.1268,2.0374,3.7134,,,5.7124,3.1483,7.4506,,,,100.5709,,,,,,,,19.9583
2014/1/8,1.9337,0,-0.3261,-0.545,-1.8421,-0.8805,,,2.4119,5.6801,1.5135,,,,-2.6778,,,,,,,,-2.8314,1.5441,0.571,2.494,5.5082,3.2474,2.3859,,,5.9304,15.5823,4.5452,,,,1.4102,,,,,,,,0.5097,2001274334,1757614640,9159269710,910357515.7,4784094662,3890450560,,,2275712598,583275000,2746821798,,,,598712400,,,,,,,,598712400,1382.1049,155.1797,23.0037,36.9298,21.5517,28.8976,,,36.9699,62.7342,54.2795,,,,-232.9397,,,,,,,,-46.182,6.9948,7.1345,3.9918,1.7278,3.3314,4.0491,,,4.8926,3.4595,6.286,,,,95.1365,,,,,,,,18.8615,11.9761,5.5383,4.1135,2.1152,1.9998,3.6807,,,5.8502,3.3271,7.5634,,,,97.8778,,,,,,,,19.405
2014/1/9,-2.5745,-2.454,-2.0936,-3.6986,-0.6434,-3.934,,,-3.2609,-6.3649,-4.9091,,,,-0.3009,,,,,,,,0.1325,1.5598,0.8863,1.4707,3.7677,1.4339,2.7985,,,4.3132,14.3069,4.7341,,,,0.6737,,,,,,,,0.3895,1949751011,1714482992,8967515290,876686758.3,4753312283,3737399840,,,2201504579,546150000,2611977818,,,,596910600,,,,,,,,596910600,1346.5222,151.3716,22.5221,35.5639,21.4131,27.7607,,,35.7644,58.7412,51.6148,,,,-232.2387,,,,,,,,-46.2659,6.8148,6.9594,3.9082,1.6639,3.3099,3.8898,,,4.7331,3.2393,5.9774,,,,94.8502,,,,,,,,18.8958,11.6678,5.4024,4.0274,2.0369,1.987,3.5359,,,5.6595,3.1153,7.1921,,,,97.5832,,,,,,,,19.4402
2014/1/10,-3.1989,-0.8805,-3.2743,-4.9787,-2.2666,-2.7741,,,-4.382,0.5438,-3.327,,,,-0.5606,,,,,,,,-2.1164,1.6852,0.4894,1.5431,3.5777,1.3129,2.162,,,5.6616,10.137,3.2237,,,,0.8574,,,,,,,,0.318,1887380673,1699386915,8673891335,833039480.1,4645573958,3633720320,,,2105034153,549120000,2525078365,,,,593564400,,,,,,,,593564400,1303.4485,150.0388,21.7846,33.7933,20.9277,26.9906,,,34.1972,59.0607,49.8976,,,,-230.9368,,,,,,,,-45.2119,6.5968,6.8982,3.7802,1.581,3.2349,3.7819,,,4.5257,3.2569,5.7786,,,,94.3185,,,,,,,,18.4653,11.2945,5.3548,3.8955,1.9355,1.9419,3.4378,,,5.4115,3.1323,6.9528,,,,97.0362,,,,,,,,18.9973
2014/1/13,-0.1437,-0.4442,-3.3506,0.2994,-2.8161,-3.4647,,,-1.1751,3.8462,1.068,,,,-3.7294,,,,,,,,1.8919,1.2589,0.5783,1.7484,1.9267,1.6619,3.051,,,3.0053,14.4172,2.2633,,,,1.5737,,,,,,,,0.9557,1884668919,1691838877,8383263542,835533610.3,4514748850,3507823760,,,2080298147,570240000,2552047161,,,,571428000,,,,,,,,571428000,1301.5757,149.3723,21.0547,33.8944,20.3384,26.0555,,,33.7953,61.3322,50.4306,,,,-222.3243,,,,,,,,-46.0234,6.5873,6.8675,3.6536,1.5858,3.1438,3.6509,,,4.4725,3.3822,5.8403,,,,90.801,,,,,,,,18.7967,11.2783,5.3311,3.765,1.9413,1.8873,3.3187,,,5.3479,3.2528,7.0271,,,,93.4173,,,,,,,,19.3384
2014/1/14,0.1439,0.6373,2.1086,1.6418,2.7273,4.3631,,,2.2989,2.0833,1.683,,,,5,,,,,,,,3.9788,1.6549,0.386,1.7683,2.0537,1.0541,2.3939,,,2.663,11.0299,2.1667,,,,2.1594,,,,,,,,0.691,1887380673,1702621789,8560037148,849251326.3,4637878364,3660874480,,,2128121093,582120000,2594997465,,,,599999400,,,,,,,,599999400,1303.4485,150.3244,21.4987,34.4509,20.893,27.1923,,,34.5722,62.61,51.2793,,,,-233.4405,,,,,,,,-47.8389,6.5968,6.9113,3.7306,1.6118,3.2295,3.8101,,,4.5753,3.4526,5.9386,,,,95.341,,,,,,,,19.5382,11.2945,5.365,3.8444,1.9732,1.9387,3.4635,,,5.4708,3.3205,7.1454,,,,98.0882,,,,,,,,20.1012
2014/1/15,-1.1494,0.1267,-1.9951,1.0279,-0.3319,1.2812,,,-0.4262,4.6769,0.6159,,,,2.8743,,,,,,,,0.7653,1.2281,0.5553,1.5426,1.9434,1.0427,2.842,,,2.2407,17.0502,3.1221,,,,2.1437,,,,,,,,0.357,1865686642,1704778371,8389255868,857980781.9,4622487174,3707777120,,,2119051224,609345000,2610978974,,,,617245200,,,,,,,,617245200,1288.4663,150.5148,21.0698,34.805,20.8237,27.5407,,,34.4249,65.5382,51.5951,,,,-240.1503,,,,,,,,-48.2643,6.5209,6.9201,3.6562,1.6284,3.2188,3.859,,,4.5558,3.6141,5.9752,,,,98.0814,,,,,,,,19.712,11.1647,5.3718,3.7677,1.9935,1.9323,3.5079,,,5.4475,3.4758,7.1894,,,,100.9075,,,,,,,,20.28
2014/1/16,0.2907,-0.0633,1.1786,-0.7267,0.5549,-0.3329,,,0.5058,-2.1392,-3.29,,,,5.0042,,,,,,,,3.1646,1.0602,0.3568,1.1991,1.8277,0.8028,1.943,,,2.6634,13.1887,4.9949,,,,3.5614,,,,,,,,1.9494,1871110150,1703700080,8488129241,851745456.5,4648139157,3695434320,,,2129770160,596310000,2525078365,,,,648133200,,,,,,,,648133200,1292.2119,150.4196,21.3181,34.5521,20.9393,27.449,,,34.599,64.1362,49.8976,,,,-252.1678,,,,,,,,-49.8407,6.5399,6.9157,3.6993,1.6165,3.2367,3.8461,,,4.5789,3.5368,5.7786,,,,102.9896,,,,,,,,20.3558,11.1972,5.3684,3.8121,1.979,1.943,3.4962,,,5.475,3.4015,6.9528,,,,105.9571,,,,,,,,20.9423
2014/1/17,-1.5942,0.8861,-2.4003,-2.3426,-2.7042,-3.34,,,-1.1227,-2.1583,-3.5997,,,,5.004,,,,,,,,0.3681,0.7847,0.4142,1.2349,2.0348,1.1223,2.2317,,,2.771,6.6501,4.5579,,,,3.9085,,,,,,,,1.0714,1841280857,1718796157,8284390170,831792415,4522444444,3572006320,,,2105858687,583440000,2434183535,,,,680565600,,,,,,,,680565600,1271.6114,151.7524,20.8064,33.7427,20.373,26.5322,,,34.2106,62.752,48.1015,,,,-264.7862,,,,,,,,-50.0045,6.4356,6.977,3.6105,1.5787,3.1492,3.7177,,,4.5275,3.4605,5.5706,,,,108.1432,,,,,,,,20.4227,11.0187,5.416,3.7206,1.9326,1.8905,3.3794,,,5.4136,3.3281,6.7026,,,,111.2592,,,,,,,,21.0111
2014/1/20,-1.9146,-0.8783,0.651,1.0495,2.0987,-1.6586,,,-0.1566,-4.6946,0.6155,,,,-4.8411,,,,,,,,-0.8557,1.3933,0.3356,0.8256,1.9038,1.007,2.0697,,,1.6416,8.6008,2.4783,,,,2.6537,,,,,,,,1.5116,1806028057,1703700080,8338321100,840521870.7,4617356778,3512760880,,,2102560553,556050000,2449166199,,,,647618400,,,,,,,,647618400,1247.2654,150.4196,20.9418,34.0968,20.8006,26.0922,,,34.157,59.806,48.3975,,,,-251.9675,,,,,,,,-49.6107,6.3124,6.9157,3.634,1.5952,3.2152,3.656,,,4.5204,3.298,5.6048,,,,102.9078,,,,,,,,20.2618,10.8077,5.3684,3.7448,1.9529,1.9301,3.3234,,,5.4051,3.1718,6.7438,,,,105.873,,,,,,,,20.8457
2014/1/21,0.7508,0.5063,0.6827,1.3353,0.4444,1.6866,,,1.2549,2.0475,0.1631,,,,0.159,,,,,,,,-0.2466,1.2578,0.2962,0.8799,1.4861,0.9409,3.5309,,,2.2561,6.8647,2.5444,,,,1.9272,,,,,,,,0.5978,1819586827,1712326410,8395248194,851745456.5,4637878364,3572006320,,,2128945626,567435000,2453161576,,,,648648000,,,,,,,,648648000,1256.6292,151.1812,21.0848,34.5521,20.893,26.5322,,,34.5856,61.0305,48.4765,,,,-252.3681,,,,,,,,-49.4746,6.3598,6.9507,3.6588,1.6165,3.2295,3.7177,,,4.5771,3.3655,5.614,,,,103.0714,,,,,,,,20.2062,10.8888,5.3956,3.7704,1.979,1.9387,3.3794,,,5.4729,3.2368,6.7548,,,,106.0413,,,,,,,,20.7885
2014/1/22,5.0671,1.7003,4.7466,2.3426,2.6549,3.0408,,,2.2463,0.5525,3.3388,,,,0,,,,,,,,0,2.1971,0.7302,2.0049,2.0486,1.5036,3.9104,,,3.3027,10.17,4.2802,,,,,,,,,,,,,1911786457,1741440272,8793737847,871698497.9,4761007878,3680622960,,,2176768572,570570000,2535066808,,,,648648000,,,,,,,,648648000,1320.3034,153.7517,22.0856,35.3615,21.4477,27.339,,,35.3625,61.3677,52.4038,,,,-252.3681,,,,,,,,-49.4916,6.6821,7.0689,3.8324,1.6544,3.3153,3.8307,,,4.6799,3.3841,6.0688,,,,103.0714,,,,,,,,20.2132,11.4406,5.4874,3.9494,2.0254,1.9902,3.4822,,,5.5959,3.2546,7.302,,,,106.0413,,,,,,,,20.7956
2014/1/23,-0.9929,0.0619,-1.4651,1.0014,0.431,-0.6036,,,0,2.8918,1.8913,,,,0,,,,,,,,0,1.5338,0.4022,1.5266,2.2242,1.7325,4.075,,,3.1093,12.6456,5.3155,,,,,,,,,,,,,1892804180,1742518563,8664902847,880427953.5,4781529463,3658405920,,,2176768572,587070000,2583011334,,,,648648000,,,,,,,,648648000,1307.194,153.8469,21.7621,35.7156,21.5402,27.174,,,35.3625,63.1424,53.3949,,,,-252.3681,,,,,,,,-49.5078,6.6157,7.0732,3.7763,1.671,3.3296,3.8076,,,4.6799,3.482,6.1836,,,,103.0714,,,,,,,,20.2198,11.327,5.4908,3.8915,2.0456,1.9988,3.4612,,,5.5959,3.3488,7.4401,,,,106.0413,,,,,,,,20.8024
2014/1/24,-0.1433,1.1757,0.8645,0.1416,0.8584,1.8893,,,0.3409,0.6183,2.0495,,,,0,,,,,,,,0,1.45,0.6084,1.2549,2.3499,1.3706,4.2414,,,3.1542,11.9874,5.4165,,,,,,,,,,,,,1890092426,1763006096,8739806917,881675018.6,4822572635,3727525600,,,2184189374,590700000,2635950081,,,,648648000,,,,,,,,648648000,1305.3213,155.6557,21.9502,35.7662,21.7251,27.6874,,,35.4831,63.5328,54.4892,,,,-252.3681,,,,,,,,-49.4494,6.6062,7.1564,3.8089,1.6733,3.3581,3.8795,,,4.6959,3.5035,6.3103,,,,103.0714,,,,,,,,20.196,11.3108,5.5553,3.9251,2.0485,2.0159,3.5265,,,5.6149,3.3695,7.5926,,,,106.0413,,,,,,,,20.7779
2014/1/27,-1.2912,-0.7339,-4.011,0.1414,-2.4468,-3.5762,,,-2.0385,-2.5698,-1.0231,,,,0,,,,,,,,0,1.488,0.7083,2.136,2.2937,1.1039,4.9846,,,2.9691,9.9709,3.5805,,,,,,,,,,,,,1865686642,1750066601,8389255868,882922083.7,4704573517,3594223360,,,2139664562,575520000,2608981285,,,,648648000,,,,,,,,648648000,1288.4663,154.5133,21.0698,35.8168,21.1935,26.6973,,,34.7598,61.9001,53.9317,,,,-252.3681,,,,,,,,-49.4389,6.5209,7.1039,3.6562,1.6757,3.276,3.7408,,,4.6001,3.4135,6.2458,,,,103.0714,,,,,,,,20.1917,11.1647,5.5145,3.7677,2.0514,1.9666,3.4004,,,5.5005,3.2829,7.515,,,,106.0413,,,,,,,,20.7735
2014/1/28,2.4709,0.0616,0.25,-0.1412,-0.6543,-1.5797,,,0.7707,-3.9564,-0.268,,,,0,,,,,,,,0,1.6147,0.3679,1.0163,1.7086,0.8361,3.268,,,2.6953,9.4912,2.4714,,,,,,,,,,,,,1911786457,1751144893,8410229008,881675018.6,4673791139,3537446480,,,2156155233,552750000,2601989375,,,,648648000,,,,,,,,648648000,1320.3034,154.6085,21.1224,35.7662,21.0548,26.2755,,,35.0277,59.4511,53.7872,,,,-252.3681,,,,,,,,-49.464,6.6821,7.1083,3.6653,1.6733,3.2545,3.6817,,,4.6356,3.2784,6.229,,,,103.0714,,,,,,,,20.2019,11.4406,5.5179,3.7771,2.0485,1.9537,3.3467,,,5.5429,3.153,7.4948,,,,106.0413,,,,,,,,20.784
2014/1/29,-1.2766,-0.2463,-0.2494,0.5658,0.9879,0.6281,,,0.153,1.4925,1.3436,,,,0,,,,,,,,0,1.456,1.161,1.0613,1.7922,0.7233,2.3761,,,1.8485,4.6493,4.2842,,,,,,,,,,,,,1887380673,1746831728,8389255868,886663279,4719964706,3559663520,,,2159453367,561000000,2636948926,,,,648648000,,,,,,,,648648000,1303.4485,154.2277,21.0698,35.9686,21.2628,26.4405,,,35.0812,60.3384,54.5099,,,,-252.3681,,,,,,,,-49.4802,6.5968,7.0908,3.6562,1.6828,3.2867,3.7048,,,4.6427,3.3274,6.3127,,,,103.0714,,,,,,,,20.2086,11.2945,5.5044,3.7677,2.0601,1.973,3.3677,,,5.5514,3.2001,7.5955,,,,106.0413,,,,,,,,20.7908
2014/1/30,-0.8621,0,-2.1071,-0.5626,-1.9022,-1.6644,,,-1.4128,-1.3824,0.7576,,,,0,,,,,,,,0,0.8243,0.6677,1.0824,1.6089,0.8434,2.6496,,,2.1857,4.997,4.2973,,,,,,,,,,,,,1871110150,1746831728,8212482262,881675018.6,4630182769,3500418080,,,2128945626,553245000,2656925811,,,,648648000,,,,,,,,648648000,1292.2119,154.2277,20.6258,35.7662,20.8584,26.0005,,,34.5856,59.5043,54.9228,,,,-252.3681,,,,,,,,-49.4616,6.5399,7.0908,3.5791,1.6733,3.2242,3.6431,,,4.5771,3.2814,6.3605,,,,103.0714,,,,,,,,20.201,11.1972,5.5044,3.6883,2.0485,1.9355,3.3117,,,5.4729,3.1558,7.6531,,,,106.0413,,,,,,,,20.783
2014/2/7,2.1739,0.0617,1.4958,2.8289,1.4958,0.6347,,,1.5492,0.7754,0.4887,,,,0,,,,,,,,0,1.2755,0.5107,1.0904,2.6871,0.7604,5.3659,,,2.6146,4.1595,2.9048,,,,,,,,,,,,,1911786457,1747910019,8335324937,906616320.4,4699443121,3522635120,,,2161926968,557535000,2669910787,,,,648648000,,,,,,,,648648000,1320.3034,154.3229,20.9343,36.778,21.1704,26.1655,,,35.1214,59.9657,55.1912,,,,-252.3681,,,,,,,,-49.4932,6.6821,7.0951,3.6327,1.7207,3.2724,3.6663,,,4.648,3.3068,6.3916,,,,103.0714,,,,,,,,20.2139,11.4406,5.5077,3.7435,2.1065,1.9645,3.3327,,,5.5577,3.1803,7.6905,,,,106.0413,,,,,,,,20.7963
2014/2/10,2.4113,0.3085,4.601,1.7882,3.3297,5.1857,,,2.6316,0,2.4691,,,,0,,,,,,,,0,2.186,1.6405,2.1729,3.7177,1.7909,5.5494,,,5.1177,,5.4052,,,,,,,,,,,,,1957886272,1753301475,8718833777,922828166.6,4855920212,3705308560,,,2218819783,557535000,2735834510,,,,648648000,,,,,,,,648648000,1352.1405,154.7989,21.8975,37.4356,21.8753,27.5224,,,36.0457,59.9657,56.554,,,,-252.3681,,,,,,,,-49.4883,6.8432,7.117,3.7998,1.7514,3.3814,3.8564,,,4.7703,3.3068,6.5494,,,,103.0714,,,,,,,,20.2119,11.7165,5.5247,3.9157,2.1441,2.0299,3.5055,,,5.704,3.1803,7.8803,,,,106.0413,,,,,,,,20.7943
2014/2/11,0.4155,0,0.1375,-1.0811,0.6339,1.5989,,,0.8919,0,0.0365,,,,0,,,,,,,,0,1.8885,1.3382,2.1213,3.3776,2.0791,7.0005,,,10.6187,,6.4825,,,,,,,,,,,,,1966021534,1753301475,8730818428,912851645.9,4886702590,3764554000,,,2238608588,557535000,2736833355,,,,648648000,,,,,,,,648648000,1357.7588,154.7989,21.9276,37.0309,22.014,27.9624,,,36.3671,59.9657,56.5746,,,,-252.3681,,,,,,,,-49.477,6.8716,7.117,3.805,1.7325,3.4028,3.9181,,,4.8129,3.3068,6.5518,,,,103.0714,,,,,,,,20.2072,11.7651,5.5247,3.9211,2.121,2.0427,3.5616,,,5.7548,3.1803,7.8832,,,,106.0413,,,,,,,,20.7895
2014/2/12,0.9655,0.4305,1.8874,2.5956,1.5223,3.1475,,,3.4254,0,2.3723,,,,0,,,,,,,,0,2.0631,1.8638,2.4778,3.9976,1.8892,6.5216,,,11.7161,,5.7469,,,,,,,,,,,,,1985003811,1760849513,8895607383,936545882.6,4961093338,3883044880,,,2315290208,557535000,2801758233,,,,648648000,,,,,,,,648648000,1370.8682,155.4653,22.3415,37.9921,22.3491,28.8426,,,37.6129,59.9657,57.9167,,,,-252.3681,,,,,,,,-49.4843,6.938,7.1477,3.8768,1.7775,3.4546,4.0414,,,4.9777,3.3068,6.7073,,,,103.0714,,,,,,,,20.2102,11.8787,5.5485,3.9951,2.176,2.0738,3.6737,,,5.952,3.1803,8.0702,,,,106.0413,,,,,,,,20.7926
2014/2/13,9.9727,5.0214,-2.223,-2.1305,-1.9648,-2.9879,,,-2.4929,0,-3.0303,,,,0,,,,,,,,0,8.4052,3.4442,1.9546,3.2461,1.6823,4.7712,,,6.1072,,5.0016,,,,,,,,,,,,,2182961841,1849269391,8697860637,916592841.2,4863615806,3767022560,,,2257572860,557535000,2716856469,,,,648648000,,,,,,,,648648000,1507.5805,163.2719,21.8448,37.1827,21.91,27.9808,,,36.6752,59.9657,56.1617,,,,-252.3681,,,,,,,,-49.5021,7.6299,7.5066,3.7907,1.7396,3.3867,3.9206,,,4.8536,3.3068,6.504,,,,103.0714,,,,,,,,20.2175,13.0634,5.8271,3.9063,2.1297,2.0331,3.5639,,,5.8036,3.1803,7.8257,,,,106.0413,,,,,,,,20.8
2014/2/14,-0.7453,0.8163,2.1357,1.7687,0.8439,4.194,,,2.7757,0,1.3603,,,,0,,,,,,,,0,9.5577,3.0556,1.7904,3.0264,2.2054,5.4399,,,5.5839,,3.5279,,,,,,,,,,,,,2166691318,1864365468,8883622732,932804687.3,4904658978,3925010400,,,2320237410,557535000,2753813708,,,,648648000,,,,,,,,648648000,1496.3439,164.6047,22.3114,37.8404,22.0948,29.1543,,,37.6932,59.9657,56.9257,,,,-252.3681,,,,,,,,-49.4778,7.573,7.5678,3.8716,1.7704,3.4153,4.085,,,4.9884,3.3068,6.5925,,,,103.0714,,,,,,,,20.2076,12.966,5.8747,3.9897,2.1673,2.0502,3.7134,,,5.9647,3.1803,7.9321,,,,106.0413,,,,,,,,20.7898
2014/2/17,-0.2503,-0.0578,1.6526,1.8717,1.2029,1.0692,,,1.1016,0,1.9587,,,,0,,,,,,,,0,5.8018,2.737,2.5659,4.1999,1.9709,5.2512,,,6.1774,,4.5464,,,,,,,,,,,,,2161267810,1863287176,9030434709,950263598.6,4963658536,3966975920,,,2345797950,557535000,2807751299,,,,648648000,,,,,,,,648648000,1492.5983,164.5095,22.6801,38.5486,22.3606,29.466,,,38.1085,59.9657,58.0406,,,,-252.3681,,,,,,,,-49.464,7.5541,7.5635,3.9356,1.8035,3.4564,4.1287,,,5.0433,3.3068,6.7216,,,,103.0714,,,,,,,,20.2019,12.9335,5.8713,4.0557,2.2079,2.0749,3.7531,,,6.0304,3.1803,8.0875,,,,106.0413,,,,,,,,20.784
2014/2/18,3.1368,-0.0579,1.9244,0.2625,2.9457,1.8046,,,2.5308,0,1.8855,,,,0,,,,,,,,0,7.8439,2.8741,2.7894,4.0602,3.4263,7.1965,,,8.8217,,7.1203,,,,,,,,,,,,,2229061656,1862208885,9204212152,952757728.8,5109874834,4038564160,,,2405164365,557535000,2860690047,,,,648648000,,,,,,,,648648000,1539.4176,164.4143,23.1165,38.6498,23.0193,29.9977,,,39.0729,59.9657,59.135,,,,-252.3681,,,,,,,,-49.4802,7.791,7.5591,4.0113,1.8083,3.5582,4.2032,,,5.1709,3.3068,6.8483,,,,103.0714,,,,,,,,20.2086,13.3392,5.8679,4.1337,2.2137,2.136,3.8208,,,6.183,3.1803,8.24,,,,106.0413,,,,,,,,20.7908
2014/2/19,-0.8516,-0.8107,-2.4089,1.7016,-2.4598,-2.934,,,-3.0511,0,-1.3268,,,,0,,,,,,,,0,8.1674,2.1442,2.4858,4.8191,3.6314,6.0503,1.6294,,6.3373,,4.3027,,,,,,,,,,,,,2210079380,1847112808,8982496104,968969574.9,4984180122,3920073280,688760200,,2331780879,557535000,2822733964,,,,648648000,,,,,,,,648648000,1526.3082,163.0815,22.5597,39.3074,22.4531,29.1176,28.5112,,37.8808,59.9657,58.3503,,,,-252.3681,,,,,,,,-49.5045,7.7247,7.4978,3.9147,1.839,3.4707,4.0799,6.4651,,5.0132,3.3068,6.7575,,,,103.0714,,,,,,,,20.2185,13.2256,5.8203,4.0341,2.2514,2.0835,3.7087,3.4207,,5.9944,3.1803,8.1306,,,,106.0413,,,,,,,,20.8011
2014/2/20,-4.4172,0.7589,-2.1681,-3.7323,-2.7792,-3.7154,9.9876,,-3.1117,0,-1.8047,,,,0,,,,,,,,0,5.8541,2.185,1.9364,4.3905,2.2299,5.2392,0.7674,,5.1294,,3.6753,,,,,,,,,,,,,2112456241,1861130594,8787745522,932804687.3,4845659419,3774428240,757550500,,2259221927,557535000,2771792905,,,,648648000,,,,,,,,648648000,1458.8885,164.3191,22.0706,37.8404,21.8291,28.0358,31.3588,,36.702,59.9657,57.2973,,,,-252.3681,,,,,,,,-49.5394,7.3834,7.5547,3.8298,1.7704,3.3742,3.9283,7.1109,,4.8572,3.3068,6.6355,,,,103.0714,,,,,,,,20.2327,12.6414,5.8645,3.9467,2.1673,2.0256,3.5709,3.7624,,5.8078,3.1803,7.9839,,,,106.0413,,,,,,,,20.8157
2014/2/21,0.1284,3.8818,-0.5796,-1.2032,1.747,1.2426,10.0141,,0.7299,0,-1.009,,,,0,,,,,,,,0,3.4219,3.6896,1.6445,2.5925,1.8592,2.6636,1.1806,,3.4929,,3.0301,,,,,,,,,,,,,2115167995,1933376104,8736810754,921581101.5,4930310960,3821330880,833412700,,2275712598,557535000,2743825265,,,,648648000,,,,,,,,648648000,1460.7612,170.6977,21.9426,37.3851,22.2104,28.3842,34.4991,,36.9699,59.9657,56.7192,,,,-252.3681,,,,,,,,-49.5637,7.3929,7.848,3.8076,1.7491,3.4332,3.9771,7.8229,,4.8926,3.3068,6.5686,,,,103.0714,,,,,,,,20.2426,12.6577,6.0922,3.9238,2.1413,2.061,3.6153,4.1392,,5.8502,3.1803,7.9034,,,,106.0413,,,,,,,,20.8259
