ÈÕÆÚ,002047.SZ,002081.SZ,002325.SZ,002375.SZ,002482.SZ,002504.SZ,002620.SZ,002713.SZ,002781.SZ,002789.SZ,002811.SZ,002822.SZ,002830.SZ,002856.SZ,300506.SZ,300592.SZ,300621.SZ,600193.SH,600209.SH,601886.SH,603030.SH,603081.SH,603466.SH,603828.SH,002047.SZ,002081.SZ,002325.SZ,002375.SZ,002482.SZ,002504.SZ,002620.SZ,002713.SZ,002781.SZ,002789.SZ,002811.SZ,002822.SZ,002830.SZ,002856.SZ,300506.SZ,300592.SZ,300621.SZ,600193.SH,600209.SH,601886.SH,603030.SH,603081.SH,603466.SH,603828.SH,002047.SZ,002081.SZ,002325.SZ,002375.SZ,002482.SZ,002504.SZ,002620.SZ,002713.SZ,002781.SZ,002789.SZ,002811.SZ,002822.SZ,002830.SZ,002856.SZ,300506.SZ,300592.SZ,300621.SZ,600193.SH,600209.SH,601886.SH,603030.SH,603081.SH,603466.SH,603828.SH,002047.SZ,002081.SZ,002325.SZ,002375.SZ,002482.SZ,002504.SZ,002620.SZ,002713.SZ,002781.SZ,002789.SZ,002811.SZ,002822.SZ,002830.SZ,002856.SZ,300506.SZ,300592.SZ,300621.SZ,600193.SH,600209.SH,601886.SH,603030.SH,603081.SH,603466.SH,603828.SH,002047.SZ,002081.SZ,002325.SZ,002375.SZ,002482.SZ,002504.SZ,002620.SZ,002713.SZ,002781.SZ,002789.SZ,002811.SZ,002822.SZ,002830.SZ,002856.SZ,300506.SZ,300592.SZ,300621.SZ,600193.SH,600209.SH,601886.SH,603030.SH,603081.SH,603466.SH,603828.SH,002047.SZ,002081.SZ,002325.SZ,002375.SZ,002482.SZ,002504.SZ,002620.SZ,002713.SZ,002781.SZ,002789.SZ,002811.SZ,002822.SZ,002830.SZ,002856.SZ,300506.SZ,300592.SZ,300621.SZ,600193.SH,600209.SH,601886.SH,603030.SH,603081.SH,603466.SH,603828.SH
2015/10/16,0.9202,-0.3171,0.1559,-0.8169,-0.3923,0,1.6147,2.4594,,,,,,,,,,0,1.0753,-1.1799,1.8384,,,-1.5776,3.8013,2.2062,10.3456,3.7625,1.4944,,6.9103,6.0809,,,,,,,,,,,7.7668,2.93,13.3198,,,10.9338,6735842289,26392353038,9783872731,16462997197,9744272434,2488525184,2587183750,1222051200,,,,,,,,,,5734028040,3570458586,11598202500,1063600000,,,917100000,46.3812,14.7565,43.561,18.8807,20.3763,45.1501,60.6424,42.034,,,,,,,,,,-14.3998,400.885,41.8858,56.7205,,,39.7411,6.0164,3.8598,4.4258,3.0187,2.616,13.6119,3.2617,5.258,,,,,,,,,,17.0872,5.1456,2.2135,10.1347,,,7.9048,2.3162,1.339,3.7935,1.5094,1.117,2.9922,2.1834,2.6004,,,,,,,,,,111.9097,18.3773,0.7293,2.3482,,,2.0518
2015/10/19,-3.0395,-0.6361,10.0389,0.2745,0,0,-3.2503,4.6987,,,,,,,,,,0,0.7092,-1.194,2.7078,,,-3.2712,3.7,2.2614,10.4342,3.4787,1.3713,,6.4785,8.5152,,,,,,,,,,,8.0109,1.7695,13.2469,,,7.7628,6531105442,26224462751,10766066958,16508194169,9744272434,2488525184,2503093270,1279471379,,,,,,,,,,5734028040,3595780987,11459716500,1092400000,,,887100000,44.9715,14.6626,47.934,18.9326,20.3763,45.1501,58.6714,44.009,,,,,,,,,,-14.3998,403.7282,41.3856,58.2564,,,38.4411,5.8336,3.8352,4.8701,3.027,2.616,13.6119,3.1557,5.5051,,,,,,,,,,17.0872,5.1821,2.1871,10.4091,,,7.6463,2.2458,1.3305,4.1743,1.5135,1.117,2.9922,2.1124,2.7226,,,,,,,,,,111.9097,18.5077,0.7205,2.4117,,,1.9847
2015/10/20,2.7168,2.0487,-0.9901,3.4223,1.6741,0,3.2102,2.8293,,,,,,,,,,0,1.5258,4.3303,2.2702,,,2.4349,3.0048,2.5829,16.7457,4.0162,1.1741,,6.4757,7.9691,,,,,,,,,,,7.9337,2.5552,12.2114,,,7.406,6708544043,26761711668,10659472236,17073156324,9907396640,2488525184,2583446395,1315671057,,,,,,,,,,5734028040,3650646190,11955958000,1117200000,,,908700000,46.1933,14.963,47.4594,19.5805,20.7174,45.1501,60.5548,45.2541,,,,,,,,,,-14.3998,409.8883,43.1778,59.579,,,39.3771,5.9921,3.9138,4.8219,3.1306,2.6598,13.6119,3.257,5.6608,,,,,,,,,,17.0872,5.2612,2.2818,10.6454,,,7.8324,2.3068,1.3577,4.1329,1.5653,1.1357,2.9922,2.1802,2.7996,,,,,,,,,,111.9097,18.7901,0.7517,2.4665,,,2.033
2015/10/21,5.0865,-8.4065,-5.7857,-8.2065,-9.9758,0,-9.5479,-8.9184,,,,,,,,,,0,-9.9422,-7.529,-9.7386,,,-8.1215,13.2905,2.8974,16.4266,5.0481,1.4063,,8.5084,11.4042,,,,,,,,,,,8.1116,2.5649,15.2894,,,9.899,7049772122,24511981829,10042745628,15672050180,8919055861,2488525184,2336780989,1198334170,,,,,,,,,,5734028040,3287691771,11055799000,1008400000,,,834900000,48.5429,13.7052,44.7136,17.9736,18.6506,45.1501,54.7731,41.2182,,,,,,,,,,-14.3998,369.1364,39.9269,53.7768,,,36.1791,6.2968,3.5848,4.5429,2.8736,2.3945,13.6119,2.946,5.156,,,,,,,,,,17.0872,4.7381,2.11,9.6087,,,7.1963,2.4241,1.2436,3.8938,1.4369,1.0224,2.9922,1.9721,2.5499,,,,,,,,,,111.9097,16.9219,0.6951,2.2263,,,1.8679
2015/10/22,4.0658,2.8767,7.8848,3.4607,3.7117,0,6.1575,5.1042,,,,,,,,,,0,1.9255,10.0209,3.1337,,,3.3777,9.0024,2.223,12.9233,2.8791,1.3453,,5.9134,6.2609,,,,,,,,,,,5.0151,1.2563,13.5609,,,5.4254,7336403709,25217121032,10834592137,16214413849,9250102045,2488525184,2480669142,1259499143,,,,,,,,,,5734028040,3350997775,12163687000,1040000000,,,863100000,50.5166,14.0994,48.2391,18.5957,19.3429,45.1501,58.1458,43.322,,,,,,,,,,-14.3998,376.2443,43.928,55.462,,,37.4011,6.5529,3.6879,4.9011,2.9731,2.4834,13.6119,3.1274,5.4191,,,,,,,,,,17.0872,4.8293,2.3214,9.9098,,,7.4394,2.5227,1.2794,4.2008,1.4866,1.0603,2.9922,2.0935,2.6801,,,,,,,,,,111.9097,17.2478,0.7648,2.2961,,,1.931
2015/10/23,-0.8372,2.53,5.4111,3.4843,4.0456,0,4.9718,6.3429,,,,,,,,,,0,3.2746,9.962,3.5385,,,4.3796,7.2014,2.4561,14.5089,3.34,1.5348,,7.6997,7.1553,,,,,,,,,,,5.788,0.7118,11.1191,,,6.3554,7274982655,25855104121,11420863110,16779376004,9624328165,2488525184,2604001845,1339388087,,,,,,,,,,5734028040,3460728180,13375439500,1076800000,,,900900000,50.0936,14.4561,50.8494,19.2436,20.1254,45.1501,61.0366,46.0699,,,,,,,,,,-14.3998,388.5647,48.3041,57.4245,,,39.0391,6.498,3.7812,5.1663,3.0767,2.5838,13.6119,3.2829,5.7629,,,,,,,,,,17.0872,4.9875,2.5527,10.2605,,,7.7652,2.5016,1.3117,4.4282,1.5384,1.1032,2.9922,2.1976,2.8501,,,,,,,,,,111.9097,17.8125,0.841,2.3773,,,2.0155
2015/10/26,-1.3133,0.7792,5.5333,0.5387,1.7448,0,2.4399,5.1724,,,,,,,,,,0,10,6.3848,0.6315,,,1.9314,5.832,2.6054,14.7261,2.9962,1.6173,,7.7338,7.9938,,,,,,,,,,,5.3207,5.3563,10.881,,,6.5833,7179438793,26056572465,12052817535,16869769948,9791637842,2488525184,2667536874,1408666782,,,,,,,,,,5734028040,3806800998,14229436500,1083600000,,,918300000,49.4357,14.5688,53.663,19.3473,20.4766,45.1501,62.5259,48.4528,,,,,,,,,,-14.3998,427.4211,51.3882,57.7871,,,39.7931,6.4127,3.8107,5.4522,3.0933,2.6289,13.6119,3.363,6.061,,,,,,,,,,17.0872,5.4862,2.7157,10.3253,,,7.9152,2.4687,1.322,4.6732,1.5467,1.1225,2.9922,2.2512,2.9975,,,,,,,,,,111.9097,19.5938,0.8947,2.3923,,,2.0545
2015/10/27,-1.1407,-1.2242,1.4529,-0.8707,-1.3719,0,0.5254,-2.5698,,,,,,,,,,0,1.3304,-2.4331,-0.7014,,,1.1434,3.8794,2.0217,11.1014,2.7983,0.9962,,6.2121,7.6878,,,,,,,,,,,11.3738,3.3263,8.7345,,,7.4693,7097544054,25737580920,12227937436,16722879788,9657308660,2488525184,2681551954,1372467104,,,,,,,,,,5734028040,3857445801,13883221500,1076000000,,,928800000,48.8718,14.3904,54.4427,19.1788,23.4416,45.1501,62.8544,47.2077,,,,,,,,,,-14.3998,433.1074,50.1379,57.3818,,,40.2481,6.3395,3.764,5.5314,3.0663,3.0096,13.6119,3.3807,5.9052,,,,,,,,,,17.0872,5.5592,2.6496,10.2528,,,8.0057,2.4406,1.3058,4.7411,1.5332,1.285,2.9922,2.263,2.9204,,,,,,,,,,111.9097,19.8545,0.8729,2.3755,,,2.078
2015/10/28,-2.4038,-1.5003,-5.2927,-3.3784,-3.08,10.0222,2.6132,-5.457,,,,,,,,,,0,-5.7987,-4.8213,-1.6729,,,-1.8411,2.9339,2.0757,9.1954,2.4906,2.1402,0.3396,9.8801,4.6719,,,,,,,,,,,6.2023,1.9264,8.8051,,,7.9099,6926930014,25351433262,11580755194,16157917633,9359865472,2737929482,2751627354,1297571218,,,,,,,,,,5734028040,3633764589,13213872500,1058000000,,,911700000,47.697,14.1745,51.5613,18.5309,22.7196,49.6751,64.4969,44.6316,,,,,,,,,,-14.3998,407.9929,47.7206,56.4219,,,39.5071,6.1871,3.7076,5.2386,2.9627,2.9169,14.9761,3.469,5.5829,,,,,,,,,,17.0872,5.2369,2.5218,10.0813,,,7.8583,2.3819,1.2862,4.4901,1.4814,1.2454,3.2921,2.3222,2.7611,,,,,,,,,,111.9097,18.7032,0.8308,2.3358,,,2.0397
2015/10/29,-0.7882,2.9801,0.3287,1.3986,1.4864,-3.6679,1.3922,0,,,,,,,,,,0,0.9292,0.6987,1.1342,,,2.2705,3.1269,1.6888,7.0234,1.9701,1.4324,15.338,7.0996,3.4522,,,,,,,,,,,3.997,1.4541,6.7547,,,7.5057,6872333521,26106939551,11618824737,16383902495,9498992125,2637505628,2789935239,1297571218,,,,,,,,,,5734028040,3667527791,13306196500,1070000000,,,932400000,47.3211,14.5969,51.7308,18.79,23.0573,47.8531,65.3948,44.6316,,,,,,,,,,-14.3998,411.7838,48.054,57.0618,,,40.4041,6.1384,3.8181,5.2559,3.0042,2.9603,14.4268,3.5173,5.5829,,,,,,,,,,17.0872,5.2855,2.5395,10.1957,,,8.0367,2.3631,1.3245,4.5049,1.5021,1.2639,3.1714,2.3545,2.7611,,,,,,,,,,111.9097,18.877,0.8366,2.3623,,,2.086
2015/10/30,-2.0854,-1.6077,7.0118,0.2069,-2.6263,-5.4393,1.708,-0.2405,,,,,,,,,,0,-1.3809,-1.0408,0.3364,,,2.2844,2.9603,2.1249,16.2512,2.7345,2.0645,8.6281,10.2278,3.6592,,,,,,,,,,,3.5199,1.2092,7.0944,,,8.3938,6729017728,25687213835,12433512972,16417800224,9249523645,2494042978,2837586510,1294450556,,,,,,,,,,5734028040,3616882989,13167710500,1073600000,,,953700000,46.3343,14.3623,55.358,18.8289,22.4518,45.2502,66.5118,44.5242,,,,,,,,,,-14.3998,406.0974,47.5539,57.2538,,,41.3271,6.0103,3.7567,5.6244,3.0104,2.8825,13.642,3.5774,5.5695,,,,,,,,,,17.0872,5.2125,2.513,10.23,,,8.2203,2.3138,1.3032,4.8208,1.5052,1.2307,2.9989,2.3947,2.7544,,,,,,,,,,111.9097,18.6163,0.8279,2.3702,,,2.1337
2015/11/2,-0.7099,-4.8366,-4.4703,-7.0888,-4.0456,-2.6549,-5.894,-2.1215,,,,,,,,,,0,2.5671,-4.3821,9.9851,,,2.6109,3.0757,1.9607,11.4681,3.8903,1.4454,6.7028,6.754,3.603,,,,,,,,,,,6.5733,1.3378,24.77,,,13.3836,6681245797,24444825714,11877697634,15253978185,8875320925,2427829448,2670339890,1266988731,,,,,,,,,,5734028040,3709731793,12590685500,1180800000,,,978600000,46.0053,13.6676,52.8834,17.4942,21.5435,44.0489,62.5916,43.5797,,,,,,,,,,-14.3998,416.5224,45.47,62.9707,,,42.4061,5.9677,3.575,5.373,2.797,2.7659,13.2799,3.3665,5.4514,,,,,,,,,,17.0872,5.3463,2.4029,11.2514,,,8.4349,2.2974,1.2402,4.6053,1.3985,1.1809,2.9192,2.2536,2.696,,,,,,,,,,111.9097,19.0942,0.7917,2.6069,,,2.1894
2015/11/3,-1.8386,-0.5495,6.4103,-2.5926,-2.1622,-1.8636,-0.6648,5.4187,,,,,,,,,,0,6.8259,-2.3831,6.0298,,,2.3605,1.8651,1.2353,8.9353,3.0484,1.4382,4.8209,4.0872,5.581,,,,,,,,,,,13.751,1.5669,29.6527,,,9.8381,6558403688,24310513485,12639088508,14858504677,8683422094,2382583536,2652587456,1335643293,,,,,,,,,,5734028040,3962955807,12290632500,1252000000,,,1001700000,45.1595,13.5925,56.2733,17.0406,21.0777,43.228,62.1755,45.9411,,,,,,,,,,-14.3998,444.9539,44.3864,66.7677,,,43.4071,5.858,3.5553,5.7174,2.7245,2.7061,13.0324,3.3441,5.7468,,,,,,,,,,17.0872,5.7113,2.3456,11.9299,,,8.634,2.2552,1.2334,4.9005,1.3623,1.1554,2.8648,2.2386,2.8421,,,,,,,,,,111.9097,20.3975,0.7728,2.7641,,,2.2411
2015/11/4,5.0989,9.4613,10,5.9316,8.011,6.1139,6.0232,7.3832,,,,,,,,,,0,2.7689,8.0751,2.7796,,,3.504,3.0033,2.9318,11.433,3.6914,1.66,5.6932,5.1091,12.7274,,,,,,,,,,,11.5265,1.9716,28.1259,,,10.8388,6892807206,26610610410,13902997359,15739845638,9379055355,2528253302,2812359367,1434256209,,,,,,,,,,5734028040,4072686212,13283115500,1286800000,,,1036800000,47.4621,14.8785,61.9006,18.0514,22.7662,45.8709,65.9204,49.333,,,,,,,,,,-14.3998,457.2743,47.9707,68.6235,,,44.9281,6.1566,3.8917,6.2891,2.8861,2.9229,13.8292,3.5456,6.1711,,,,,,,,,,17.0872,5.8694,2.5351,12.2615,,,8.9366,2.3702,1.3501,5.3905,1.4431,1.248,3.04,2.3734,3.0519,,,,,,,,,,111.9097,20.9623,0.8352,2.8409,,,2.3196
2015/11/5,-0.6931,4.2271,-0.3834,3.8047,2.3018,-1.2658,5.9801,-2.7415,,,,,,,,,,0,-3.2124,-0.8688,-3.668,,,-2.7778,3.7637,5.1757,10.1123,5.9552,2.8852,8.853,8.9255,8.3618,,,,,,,,,,,7.9123,2.2815,19.5492,,,8.0868,6845035275,27735475330,13849699998,16338705523,9594941540,2496250096,2980540325,1394935869,,,,,,,,,,5734028040,3941853805,13167710500,1239600000,,,1008000000,47.1331,15.5075,61.6634,18.7382,23.2902,45.2903,69.8625,47.9806,,,,,,,,,,-14.3998,442.5846,47.5539,66.1064,,,43.6801,6.114,4.0562,6.265,2.9959,2.9902,13.6541,3.7576,6.0019,,,,,,,,,,17.0872,5.6809,2.513,11.8117,,,8.6883,2.3537,1.4071,5.3699,1.498,1.2767,3.0015,2.5153,2.9683,,,,,,,,,,111.9097,20.2889,0.8279,2.7367,,,2.2551
2015/11/6,2.7916,5.9927,0.7697,2.9046,4.75,1.9452,3.1348,5.1454,,,,,,,,,,0,0.7495,3.5057,6.131,,,2.3214,3.1523,3.8725,8.667,4.9532,2.3278,6.0189,9.2798,8.6126,,,,,,,,,,,4.5942,1.7569,20.28,,,7.7054,7036122999,29397589166,13956294720,16813273733,10050701263,2544806685,3073974191,1466711093,,,,,,,,,,5734028040,3971396607,13629330500,1315600000,,,1031400000,48.4489,16.4368,62.1379,19.2825,24.3965,46.1712,72.0526,50.4494,,,,,,,,,,-14.3998,445.9016,49.221,70.1594,,,44.6941,6.2847,4.2993,6.3132,3.0829,3.1322,13.9197,3.8754,6.3107,,,,,,,,,,17.0872,5.7234,2.6011,12.5359,,,8.89,2.4194,1.4915,5.4112,1.5415,1.3373,3.0599,2.5942,3.121,,,,,,,,,,111.9097,20.441,0.857,2.9045,,,2.3075
2015/11/9,0.097,-0.2856,8.6197,2.3522,6.4439,1.8213,-1.2158,0.383,,,,,,,,,,0,2.763,-1.0161,0.4865,,,4.3048,3.8944,3.2487,9.747,5.0096,2.2303,9.9856,7.6853,8.2996,,,,,,,,,,,7.824,2.0873,20.7578,,,11.0856,7042947561,29313644023,15159292301,17208747241,10698359817,2591156156,3036600645,1472328284,,,,,,,,,,5734028040,4081127013,13490844500,1322000000,,,1075800000,48.4959,16.3899,67.4941,19.736,25.9686,47.0122,71.1766,50.6426,,,,,,,,,,-14.3998,458.222,48.7208,70.5007,,,46.6181,6.2907,4.287,6.8574,3.1554,3.334,14.1732,3.8283,6.3349,,,,,,,,,,17.0872,5.8816,2.5747,12.5969,,,9.2727,2.4218,1.4872,5.8776,1.5777,1.4235,3.1156,2.5627,3.1329,,,,,,,,,,111.9097,21.0058,0.8483,2.9186,,,2.4068
2015/11/10,4.5543,-0.0573,-1.3059,1.7072,3.0493,2.0869,3.8462,7.0793,,,,,,,,,,0,-1.241,-5.2181,-3.3283,,,-2.9559,5.4521,2.4269,5.6146,4.6864,2.0725,9.2661,7.6984,10.7328,,,,,,,,,,,6.3515,3.0324,15.6358,,,9.0137,7363701956,29296854994,14961330674,17502527562,11024587829,2714440103,3153392978,1576558392,,,,,,,,,,5734028040,4030482210,12786874000,1278000000,,,1044000000,50.7045,16.3805,66.6127,20.0729,26.7605,47.9933,73.9141,54.2277,,,,,,,,,,-14.3998,452.5357,46.1785,68.1542,,,45.2401,6.5772,4.2846,6.7679,3.2093,3.4357,14.469,3.9755,6.7833,,,,,,,,,,17.0872,5.8086,2.4404,12.1776,,,8.9986,2.5321,1.4863,5.8009,1.6047,1.4669,3.1807,2.6612,3.3547,,,,,,,,,,111.9097,20.7451,0.804,2.8215,,,2.3357
2015/11/11,2.595,0.5158,-1.0687,1.2912,0,-0.0417,6.2222,10.0158,,,,,,,,,,0,-0.2094,2.6173,4.9139,,,0,5.2422,2.546,5.1558,4.3753,1.2311,4.8324,7.264,9.9687,,,,,,,,,,,4.3088,1.8794,18.5101,,,,7554789680,29447956252,14801438591,17728512424,11024587829,3318451542,3349604096,1734463884,,,,,,,,,,5734028040,4022041410,13121548500,1340800000,,,1044000000,52.0203,16.465,65.9008,20.3321,26.7605,47.9732,78.5132,59.659,,,,,,,,,,-14.3998,451.5879,47.3872,71.5033,,,45.2401,6.7479,4.3067,6.6955,3.2507,3.4357,14.463,4.2229,7.4627,,,,,,,,,,17.0872,5.7964,2.5042,12.776,,,8.9986,2.5978,1.494,5.7389,1.6254,1.4669,3.1793,2.8268,3.6907,,,,,,,,,,111.9097,20.7017,0.825,2.9601,,,2.3357
2015/11/12,-4.1554,0.057,-4.6296,-1.211,-0.6527,0.1669,2.7894,3.1306,,,,,,,,,,0,1.3641,3.6939,9.994,,,0,5.089,2.9188,7.2434,4.0286,1.4698,5.1192,8.6134,10.5921,,,,,,,,,,,5.7762,2.8589,22.8613,,,,7240859847,29464745281,14116186804,17513826805,10952625768,3323991528,3443037962,1788763401,,,,,,,,,,5734028040,4076906613,13606249500,1474800000,,,1044000000,49.8587,16.4744,62.8498,20.0859,26.5858,48.0533,80.7033,61.5267,,,,,,,,,,-14.3998,457.7481,49.1376,78.6494,,,45.2401,6.4675,4.3091,6.3856,3.2114,3.4133,14.4871,4.3407,7.6964,,,,,,,,,,17.0872,5.8755,2.5967,14.0529,,,8.9986,2.4898,1.4949,5.4732,1.6057,1.4573,3.1846,2.9057,3.8063,,,,,,,,,,111.9097,20.9841,0.8555,3.256,,,2.3357
2015/11/13,-3.016,-4.2735,-4.4768,-2.8387,0.5694,-4.25,-6.8657,-7.3622,,,,,,,,,,0,3.7267,0.933,-1.329,,,0,3.1407,2.3857,6.5868,2.9675,1.3406,3.1063,6.9255,6.636,,,,,,,,,,,8.4974,3.0468,33.1186,,,,7022473876,28205568132,13484232379,17016660109,11014992888,3182721888,3206650281,1657071469,,,,,,,,,,5734028040,4228841020,13733195000,1455200000,,,1044000000,48.3549,15.7703,60.0362,19.5157,26.7372,46.0111,75.1624,56.997,,,,,,,,,,-14.3998,474.8071,49.5961,77.6041,,,45.2401,6.2725,4.125,6.0997,3.1202,3.4327,13.8714,4.0427,7.1297,,,,,,,,,,17.0872,6.0945,2.621,13.8661,,,8.9986,2.4148,1.431,5.2282,1.5601,1.4656,3.0493,2.7062,3.526,,,,,,,,,,111.9097,21.7661,0.8635,3.2127,,,2.3357
2015/11/16,3.9845,3.0357,5.3077,6.7065,7.1864,2.0017,9.4988,8.7382,,,,,,,,,,0,1.1976,4.3697,-0.9621,,,0,3.4943,1.6968,5.3162,4.5191,1.4265,2.9718,6.6559,8.4432,,,,,,,,,,,5.5161,2.5886,16.0922,,,,7302280901,29061808593,14199939800,18157883662,11806575565,3246431726,3511244684,1801870181,,,,,,,,,,5734028040,4279485823,14333301000,1441200000,,,1044000000,50.2816,16.2491,63.2227,20.8245,28.6587,46.9321,82.302,61.9776,,,,,,,,,,-14.3998,480.4934,51.7633,76.8575,,,45.2401,6.5224,4.2502,6.4235,3.3294,3.6794,14.1491,4.4267,7.7528,,,,,,,,,,17.0872,6.1674,2.7355,13.7327,,,8.9986,2.511,1.4744,5.5057,1.6648,1.571,3.1103,2.9632,3.8342,,,,,,,,,,111.9097,22.0267,0.9012,3.1818,,,2.3357
2015/11/17,-2.9907,-2.3108,-3.5389,-3.0492,-2.1536,-2.7304,0.3193,-4.0526,,,,,,,,,,0,-3.6489,-3.3816,-3.1363,,,0,4.0751,2.4348,5.0748,5.4946,2.8779,3.9414,7.7892,8.7897,,,,,,,,,,,6.3739,2.9251,15.6281,,,,7083894930,28390247447,13697421823,17604220750,11552309614,3157791952,3522456748,1728846693,,,,,,,,,,5734028040,4123331015,13848600000,1396000000,,,1044000000,48.7778,15.8736,60.9854,20.1896,28.0415,45.6507,82.5648,59.4658,,,,,,,,,,-14.3998,462.9606,50.0128,74.447,,,45.2401,6.3273,4.152,6.1961,3.2279,3.6002,13.7628,4.4408,7.4386,,,,,,,,,,17.0872,5.9424,2.643,13.302,,,8.9986,2.4359,1.4404,5.3108,1.614,1.5371,3.0254,2.9727,3.6788,,,,,,,,,,111.9097,21.223,0.8707,3.082,,,2.3357
2015/11/18,0.1927,-2.1881,-1.612,-1.6046,1.7442,-0.6579,0.3979,-1.9134,,,,,,,,,,0,0.5118,-5,-3.5244,,,0,2.2786,1.812,3.2941,2.9872,2.2848,3.149,5.3975,5.9519,,,,,,,,,,,5.2226,2.4448,10.7165,,,,7097544054,27769053387,13476618470,17321739672,11753803387,3137017005,3536471828,1695767676,,,,,,,,,,5734028040,4144433016,13156170000,1346800000,,,1044000000,48.8718,15.5263,60.0023,19.8656,28.5306,45.3503,82.8933,58.328,,,,,,,,,,-14.3998,465.3299,47.5122,71.8233,,,45.2401,6.3395,4.0611,6.0963,3.1761,3.6629,13.6722,4.4585,7.2962,,,,,,,,,,17.0872,5.9728,2.5108,12.8332,,,8.9986,2.4406,1.4088,5.2252,1.5881,1.5639,3.0055,2.9845,3.6084,,,,,,,,,,111.9097,21.3316,0.8272,2.9734,,,2.3357
2015/11/19,2.9808,2.237,4.8023,3.2616,5.8776,1.3245,1.1889,7.1034,,,,,,,,,,0,1.6293,2.7193,2.9403,,,0,2.539,1.6634,4.356,2.8103,1.647,3.2912,4.7014,7.0496,,,,,,,,,,,3.5739,1.8502,12.1166,,,,7309105463,28390247447,14123800713,17886701827,12444639177,3178566899,3578517068,1816225226,,,,,,,,,,5734028040,4211959420,13513925500,1386400000,,,1044000000,50.3286,15.8736,62.8837,20.5135,30.2075,45.951,83.8788,62.4713,,,,,,,,,,-14.3998,472.9116,48.8042,73.9351,,,45.2401,6.5285,4.152,6.389,3.2797,3.8782,13.8533,4.5115,7.8145,,,,,,,,,,17.0872,6.0701,2.5791,13.2105,,,8.9986,2.5133,1.4404,5.4762,1.6399,1.6559,3.0453,3.02,3.8647,,,,,,,,,,111.9097,21.6792,0.8497,3.0608,,,2.3357
2015/11/20,6.2558,0,0.6469,0.5685,-0.8096,5.8824,5.4308,5.8076,,,,,,,,,,0,-1.2024,-0.9394,0.0289,,,0,5.7256,1.6091,5.2227,3.7447,1.8032,7.4557,6.4765,12.4606,,,,,,,,,,,4.2937,1.6521,10.0066,,,,7766351089,28390247447,14215167618,17988395015,12343892291,3365541422,3772859509,1921703598,,,,,,,,,,5734028040,4161314617,13386980000,1386800000,,,1044000000,53.4771,15.8736,63.2905,20.6302,29.9629,48.654,88.4341,66.0994,,,,,,,,,,-14.3998,467.2253,48.3458,73.9564,,,45.2401,6.9369,4.152,6.4303,3.2984,3.8468,14.6682,4.7565,8.2684,,,,,,,,,,17.0872,5.9971,2.5549,13.2144,,,8.9986,2.6705,1.4404,5.5116,1.6492,1.6425,3.2244,3.184,4.0892,,,,,,,,,,111.9097,21.4185,0.8417,3.0617,,,2.3357
2015/11/23,5.1845,1.8924,-2.4638,0.3769,-0.3109,10,-0.5448,-3.7025,,,,,,,,,,0,3.144,2.5862,-2.0479,,,0,7.1611,2.4809,4.8403,3.4967,1.5253,13.4252,5.7443,6.0829,,,,,,,,,,,5.7983,2.2679,8.5559,,,,8169000223,28927496364,13864927816,18056190474,12305512525,3702095564,3752304059,1850552507,,,,,,,,,,5734028040,4292147024,13733195000,1358400000,,,1044000000,56.2496,16.174,61.7312,20.7079,29.8697,53.5194,87.9523,63.6521,,,,,,,,,,-14.3998,481.9149,49.5961,72.4419,,,45.2401,7.2965,4.2305,6.2719,3.3108,3.8349,16.135,4.7306,7.9622,,,,,,,,,,17.0872,6.1857,2.621,12.9437,,,8.9986,2.809,1.4676,5.3758,1.6554,1.6374,3.5469,3.1666,3.9378,,,,,,,,,,111.9097,22.0919,0.8635,2.999,,,2.3357
2015/11/24,-1.1696,3.4823,-1.9769,5.632,2.846,9.9888,4.3327,0.1686,,,,,,,,,,0,2.3599,4.4538,6.3899,,,0,3.9234,2.0886,3.6271,4.6223,1.5087,23.03,5.342,3.6926,,,,,,,,,,,5.8569,2.9906,13.9187,,,,8073456361,29934838083,13590827101,19073122353,12655727891,4071889622,3914878985,1853673169,,,,,,,,,,5734028040,4393436629,14344841500,1445200000,,,1044000000,55.5917,16.7372,60.5108,21.8742,30.7198,58.8653,91.763,63.7594,,,,,,,,,,-14.3998,493.2876,51.805,77.0708,,,45.2401,7.2112,4.3779,6.1479,3.4973,3.944,17.7467,4.9355,7.9756,,,,,,,,,,17.0872,6.3317,2.7377,13.7708,,,8.9986,2.7761,1.5187,5.2695,1.7487,1.684,3.9012,3.3038,3.9444,,,,,,,,,,111.9097,22.6132,0.9019,3.1906,,,2.3357
