ÈÕÆÚ,002047.SZ,002081.SZ,002325.SZ,002375.SZ,002482.SZ,002504.SZ,002620.SZ,002713.SZ,002781.SZ,002789.SZ,002811.SZ,002822.SZ,002830.SZ,002856.SZ,300506.SZ,300592.SZ,300621.SZ,600193.SH,600209.SH,601886.SH,603030.SH,603081.SH,603466.SH,603828.SH,002047.SZ,002081.SZ,002325.SZ,002375.SZ,002482.SZ,002504.SZ,002620.SZ,002713.SZ,002781.SZ,002789.SZ,002811.SZ,002822.SZ,002830.SZ,002856.SZ,300506.SZ,300592.SZ,300621.SZ,600193.SH,600209.SH,601886.SH,603030.SH,603081.SH,603466.SH,603828.SH,002047.SZ,002081.SZ,002325.SZ,002375.SZ,002482.SZ,002504.SZ,002620.SZ,002713.SZ,002781.SZ,002789.SZ,002811.SZ,002822.SZ,002830.SZ,002856.SZ,300506.SZ,300592.SZ,300621.SZ,600193.SH,600209.SH,601886.SH,603030.SH,603081.SH,603466.SH,603828.SH,002047.SZ,002081.SZ,002325.SZ,002375.SZ,002482.SZ,002504.SZ,002620.SZ,002713.SZ,002781.SZ,002789.SZ,002811.SZ,002822.SZ,002830.SZ,002856.SZ,300506.SZ,300592.SZ,300621.SZ,600193.SH,600209.SH,601886.SH,603030.SH,603081.SH,603466.SH,603828.SH,002047.SZ,002081.SZ,002325.SZ,002375.SZ,002482.SZ,002504.SZ,002620.SZ,002713.SZ,002781.SZ,002789.SZ,002811.SZ,002822.SZ,002830.SZ,002856.SZ,300506.SZ,300592.SZ,300621.SZ,600193.SH,600209.SH,601886.SH,603030.SH,603081.SH,603466.SH,603828.SH,002047.SZ,002081.SZ,002325.SZ,002375.SZ,002482.SZ,002504.SZ,002620.SZ,002713.SZ,002781.SZ,002789.SZ,002811.SZ,002822.SZ,002830.SZ,002856.SZ,300506.SZ,300592.SZ,300621.SZ,600193.SH,600209.SH,601886.SH,603030.SH,603081.SH,603466.SH,603828.SH
2017/8/24,0.2451,-0.8257,-0.312,-0.4657,-0.3315,0,-0.3968,-2.8056,0,-1.3246,0.931,-0.3687,-2.9285,0,-2.608,0.5084,0.0518,0,0,-0.2838,-1.1876,0.627,,0.5597,0.5389,0.3282,0.7428,0.4158,0.3799,,0.4752,0.9729,,1.1923,3.5493,3.1222,9.5618,,3.8763,7.2871,4.688,,,1.5526,1.0781,10.3989,,1.1754,10331856240,27504474058,5835412654,10012709650,11817824204,3357831340,3804239382,1462984303,2716899770,1686039840,1170900000,1621500000,674134800,807332400,3299668875,604962000,656540000,2879775210,5661861534,12163687000,1606308787,997668000,,1166568480,30.4328,16.9742,60.8312,35.8822,34.4314,35.4496,47.912,28.4768,60.8055,44.8586,57.875,41.5282,53.3055,61.9499,74.6557,60.4452,47.6358,-22.5143,-126.9028,34.599,44.6417,38.549,,73.5418,3.8172,2.8663,2.2877,1.5961,2.2713,7.654,2.2875,4.7147,4.0534,3.407,3.8026,3.3526,4.7377,9.4752,12.6968,7.2816,5.8351,11.1695,8.7783,1.8204,3.1332,8.8344,,3.474,1.516,1.4578,2.7656,1.282,1.3712,2.2842,1.867,1.6415,2.0102,1.7348,2.8149,2.4096,3.9019,3.399,18.0528,4.5686,1.6445,50.2067,38.0168,0.7982,1.3435,4.7863,,2.1748
2017/8/25,1.467,2.0352,0.1565,1.5205,1.3304,0,1.3546,2.9381,0,1.4965,1.2683,1.2026,9.9901,0,1.199,3.0855,2.8483,10.0443,0,1.8027,1.3221,2.0249,,0.6494,0.8283,0.3935,0.9696,0.4484,0.5885,,0.6797,1.2916,,1.7724,5.0553,3.384,26.1659,,2.5585,8.0389,7.5434,0.6644,,0.7752,1.624,8.1781,,1.718,10483423813,28064232087,5844544755,10164949679,11975045812,3357831340,3855770912,1505968893,2716899770,1711271070,1185750000,1641000000,741481600,807332400,3339233250,623628000,675240000,3169028850,5661861534,12382956500,1627546043,1017870000,,1174143600,30.8792,17.3196,60.9264,36.4278,34.8894,35.4496,48.561,29.3135,60.8055,45.5299,58.609,42.0276,58.6308,61.9499,75.5508,62.3102,48.9926,-24.7757,-126.9028,35.2227,45.2319,39.3296,,74.0194,3.8732,2.9247,2.2913,1.6204,2.3016,7.654,2.3185,4.8532,4.0534,3.458,3.8509,3.3929,5.2111,9.4752,12.8491,7.5063,6.0013,12.2914,8.7783,1.8532,3.1746,9.0133,,3.4966,1.5382,1.4875,2.77,1.3015,1.3894,2.2842,1.8923,1.6898,2.0102,1.7607,2.8506,2.4386,4.2917,3.399,18.2693,4.7096,1.6914,55.2496,38.0168,0.8126,1.3612,4.8833,,2.189
2017/8/28,0.6024,0.9066,1.5625,2.5346,0,0,1.5723,0.4507,0,3.4909,0.8349,3.8391,9.982,0,1.6983,3.8273,3.8268,10.0671,0,-0.3728,0.949,6.8193,,2.3041,1.0535,0.5712,1.4649,1.4243,0.7984,,1.1292,1.0935,,4.5436,5.7689,9.0806,45.1514,,3.82,10.8642,12.9541,0.6659,,1.9455,2.0397,15.4906,,2.6253,10546576969,28318667555,5935865767,10422586653,11975045812,3357831340,3916396240,1512755934,2716899770,1771009718,1195650000,1704000000,815496400,807332400,3395942188,647496000,701080000,3488058600,5661861534,12336794500,1642991320,1087282000,,1201197600,31.0652,17.4767,61.8784,37.3511,34.8894,35.4496,49.3246,29.4456,60.8055,47.1193,59.0983,43.6411,64.4833,61.9499,76.8339,64.695,50.8674,-27.2699,-126.9028,35.0914,45.6612,42.0116,,75.7249,3.8966,2.9512,2.3271,1.6614,2.3016,7.654,2.3549,4.8751,4.0534,3.5787,3.883,3.5232,5.7312,9.4752,13.0673,7.7936,6.2309,13.5288,8.7783,1.8463,3.2048,9.628,,3.5771,1.5475,1.501,2.8132,1.3345,1.3894,2.2842,1.9221,1.6974,2.0102,1.8222,2.8744,2.5322,4.7201,3.399,18.5796,4.8898,1.7561,60.8117,38.0168,0.8095,1.3741,5.2163,,2.2394
2017/8/29,0.7186,-0.1797,-0.9231,0.8989,0.3282,0,-0.774,0.1994,0,-2.3675,0.6775,2.0246,1.5127,0,1.4757,1.0397,1.7459,10,0,-2.3386,-0.9401,2.1915,,-2.6126,1.9854,0.4383,1.1507,1.4377,0.708,,0.9188,1.0454,,4.1583,5.4574,14.7029,51.8424,,5.6846,11.5247,14.7741,8.3319,,0.956,1.6995,22.7856,,3.6264,10622360755,28267780461,5881073160,10516272825,12014351214,3357831340,3886083576,1515772396,2716899770,1729081350,1203750000,1738500000,827832200,807332400,3446057063,654228000,713320000,3836864460,5661861534,12048282000,1627546043,1111110000,,1169814960,31.2884,17.4453,61.3072,37.6868,35.0039,35.4496,48.9428,29.5043,60.8055,46.0038,59.4987,44.5246,65.4587,61.9499,77.9677,65.3676,51.7555,-29.9969,-126.9028,34.2707,45.2319,42.9323,,73.7465,3.9246,2.9459,2.3056,1.6764,2.3091,7.654,2.3367,4.8848,4.0534,3.494,3.9093,3.5945,5.8179,9.4752,13.2601,7.8746,6.3397,14.8817,8.7783,1.8031,3.1746,9.839,,3.4837,1.5586,1.4983,2.7873,1.3465,1.394,2.2842,1.9072,1.7008,2.0102,1.7791,2.8939,2.5835,4.7915,3.399,18.8538,4.9407,1.7868,66.8928,38.0168,0.7906,1.3612,5.3306,,2.1809
2017/8/30,2.9727,-0.7201,-0.1553,-0.5568,2.072,0,0.156,0.199,0,-0.5794,-1.5701,1.8982,-5.3967,0,-1.2629,4.4434,-1.2869,-2.8825,0,0.0958,-0.949,-3.4965,,-0.9251,2.5951,0.4288,2.0883,0.7376,1.0709,,0.7235,0.7943,,2.0661,3.3987,15.2374,27.6865,,4.3152,18.6963,7.8392,11.9697,,0.743,2.1297,13.4662,,1.8138,10938126533,28064232087,5871941059,10457718967,12263285427,3357831340,3892146109,1518788859,2716899770,1719063068,1184850000,1771500000,783156600,807332400,3402536250,683298000,704140000,3726267480,5661861534,12059822500,1612100766,1072260000,,1158993360,32.2185,17.3196,61.212,37.477,35.7292,35.4496,49.0192,29.563,60.8055,45.7372,58.5645,45.3698,61.9261,61.9499,76.983,68.2722,51.0894,-29.1322,-126.9028,34.3036,44.8027,41.4311,,73.0643,4.0412,2.9247,2.302,1.667,2.357,7.654,2.3404,4.8945,4.0534,3.4738,3.848,3.6628,5.5039,9.4752,13.0927,8.2245,6.2581,14.4528,8.7783,1.8049,3.1445,9.495,,3.4515,1.6049,1.4875,2.7829,1.339,1.4229,2.2842,1.9102,1.7041,2.0102,1.7688,2.8485,2.6325,4.533,3.399,18.6156,5.1602,1.7638,64.9646,38.0168,0.7913,1.3483,5.1442,,2.1607
2017/8/31,1.6166,2.1759,-0.311,0.112,-0.641,0,2.3364,1.6882,0,0.5396,0.3038,-1.0161,0.8089,0,1.1628,5.6426,3.9112,1.2557,0,0,2.994,3.0435,,0.4669,2.1165,0.883,1.1993,0.4834,0.7499,,1.606,1.9038,,1.8879,2.7262,9.3794,16.7307,,4.7558,17.7347,12.1091,9.6999,,0.3799,3.785,12.5777,,1.1182,11114955368,28674877210,5853676856,10469429739,12184674623,3357831340,3983084102,1544428790,2716899770,1728339255,1188450000,1753500000,789491200,807332400,3442100625,721854000,731680000,3773058510,5661861534,12059822500,1660367256,1104894000,,1164404160,32.7394,17.6965,61.0216,37.5189,35.5002,35.4496,50.1645,30.0621,60.8055,45.984,58.7424,44.9088,62.427,61.9499,77.8782,72.1245,53.0876,-29.498,-126.9028,34.3036,46.1441,42.6921,,73.4054,4.1066,2.9883,2.2948,1.6689,2.3418,7.654,2.395,4.9772,4.0534,3.4925,3.8596,3.6255,5.5485,9.4752,13.2449,8.6886,6.5029,14.6342,8.7783,1.8049,3.2386,9.7839,,3.4676,1.6309,1.5199,2.7743,1.3405,1.4138,2.2842,1.9548,1.7329,2.0102,1.7783,2.8571,2.6058,4.5696,3.399,18.8321,5.4514,1.8327,65.7804,38.0168,0.7913,1.3887,5.3008,,2.1708
2017/9/1,-1.0227,-0.976,-0.312,-0.6711,-1.3978,0,-0.4566,-1.3672,0,-0.8158,-0.8709,4.2772,-1.6047,0,4.751,-2.2467,-0.4647,1.0147,0,2.0096,-0.814,2.1566,,0.1859,1.2786,0.5461,1.5526,0.7364,0.647,,1.0015,2.0057,,2.1191,2.8489,18.2378,14.1174,,12.3025,14.542,9.2105,11.4317,,1.1278,2.3415,13.6715,,1.2243,11001279688,28394998195,5835412654,10399165110,12014351214,3357831340,3964896504,1523313552,2716899770,1714239450,1178100000,1828500000,776822000,807332400,3605633375,705636000,728280000,3811342080,5661861534,12302173000,1646852639,1128722000,,1166568480,32.4046,17.5238,60.8312,37.2671,35.0039,35.4496,49.9354,29.6511,60.8055,45.6089,58.2308,46.8296,61.4252,61.9499,81.5782,70.5041,52.8409,-29.7973,-126.9028,34.9929,45.7685,43.6128,,73.5418,4.0646,2.9592,2.2877,1.6577,2.3091,7.654,2.3841,4.9091,4.0534,3.464,3.826,3.7806,5.4594,9.4752,13.8742,8.4934,6.4727,14.7827,8.7783,1.8411,3.2123,9.9949,,3.474,1.6142,1.505,2.7656,1.3315,1.394,2.2842,1.9459,1.7092,2.0102,1.7638,2.8322,2.7172,4.4963,3.399,19.7268,5.3289,1.8242,66.4479,38.0168,0.8073,1.3774,5.4151,,2.1748
2017/9/4,0,-0.5376,0.4695,0,0,0,3.9755,4.0099,0,-0.303,-0.2292,-0.5742,3.5622,0,0.4755,-1.7346,-2.6144,-1.5625,0,-0.6567,-0.3517,-1.698,,-0.6494,1.0684,0.6481,1.1401,0.6397,0.5305,,2.6473,3.3699,,1.8079,4.054,10.2831,23.5448,,8.2001,9.3477,8.0653,7.2854,,0.8347,2.3198,11.0106,,1.4198,11001279688,28242336915,5862808958,10399165110,12014351214,3357831340,4122522358,1584396918,2716899770,1709044785,1175400000,1818000000,804494200,807332400,3622777938,693396000,709240000,3751789860,5661861534,12221389500,1641060660,1109556000,,1158993360,32.4046,17.4296,61.1168,37.2671,35.0039,35.4496,51.9206,30.84,60.8055,45.4707,58.0974,46.5607,63.6133,61.9499,81.9661,69.2811,51.4595,-29.3317,-126.9028,34.7631,45.6075,42.8722,,73.0643,4.0646,2.9432,2.2984,1.6577,2.3091,7.654,2.4789,5.106,4.0534,3.4535,3.8173,3.7589,5.6539,9.4752,13.9401,8.346,6.3035,14.5518,8.7783,1.8291,3.201,9.8252,,3.4515,1.6142,1.4969,2.7786,1.3315,1.394,2.2842,2.0232,1.7778,2.0102,1.7585,2.8257,2.7016,4.6565,3.399,19.8206,5.2365,1.7765,65.4096,38.0168,0.802,1.3725,5.3231,,2.1607
2017/9/5,-1.6073,-1.1712,-0.1558,1.0135,-0.8724,0,-1.6912,6.0923,0,0.3257,-0.8423,-2.4752,1.3676,0,-1.8566,0.1324,0,-3.288,0,0.7554,0.4706,0.2801,,0.1867,0.8814,0.7318,0.8763,0.9463,0.5745,,3.1015,6.1598,,1.5741,1.7807,9.3323,20.6863,,5.6748,11.1669,4.7426,4.6341,,0.9297,1.5186,7.4305,,1.4591,10824450853,27911570807,5853676856,10504562053,11909536809,3357831340,4052803230,1680923717,2716899770,1714610498,1165500000,1773000000,815496400,807332400,3555518500,694314000,709240000,3628431690,5661861534,12313713500,1648783298,1112664000,,1161157680,31.8837,17.2254,61.0216,37.6448,34.6986,35.4496,51.0425,32.7189,60.8055,45.6188,57.6081,45.4082,64.4833,61.9499,80.4443,69.3728,51.4595,-28.3673,-126.9028,35.0257,45.8222,42.9923,,73.2007,3.9992,2.9088,2.2948,1.6745,2.289,7.654,2.437,5.417,4.0534,3.4648,3.7851,3.6659,5.7312,9.4752,13.6813,8.3571,6.3035,14.0733,8.7783,1.8429,3.2161,9.8527,,3.4579,1.5883,1.4794,2.7743,1.345,1.3818,2.2842,1.989,1.8861,2.0102,1.7642,2.8019,2.6348,4.7201,3.399,19.4526,5.2434,1.7765,63.259,38.0168,0.808,1.379,5.338,,2.1648
2017/9/6,2.217,0.4558,0.78,-0.1115,2.0902,0,1.7203,-1.301,0,-0.7358,3.0116,0.423,10.0164,0,-0.6677,-0.5729,-0.815,-1.8757,0,3.8425,-0.1171,-1.7225,,0,1.2996,0.4582,2.1438,0.6085,0.8943,,2.2324,2.8573,,1.6319,6.4704,6.022,37.7282,,4.4208,7.3933,7.3217,4.9827,,3.3904,1.9246,6.6165,,1.4989,11064432844,28038788541,5899337362,10492851282,12158471022,3357831340,4122522358,1659054364,2716899770,1701994883,1200600000,1780500000,897179400,807332400,3531779875,690336000,703460000,3560372010,5661861534,12786874000,1646852639,1093498000,,1161157680,32.5906,17.3039,61.4976,37.6029,35.4238,35.4496,51.9206,32.2932,60.8055,45.2831,59.343,45.6003,70.9422,61.9499,79.9072,68.9754,51.0401,-27.8352,-126.9028,36.3716,45.7685,42.2518,,73.2007,4.0879,2.922,2.3127,1.6726,2.3368,7.654,2.4789,5.3466,4.0534,3.4393,3.8991,3.6814,6.3053,9.4752,13.59,8.3092,6.2521,13.8093,8.7783,1.9137,3.2123,9.683,,3.4579,1.6235,1.4861,2.7959,1.3435,1.4107,2.2842,2.0232,1.8615,2.0102,1.7512,2.8863,2.6459,5.1929,3.399,19.3228,5.2134,1.7621,62.0724,38.0168,0.8391,1.3774,5.2461,,2.1648
2017/9/7,-0.3425,-0.726,-0.4644,-1.1161,-0.2155,0,3.3088,4.5455,0,1.7005,-1.1619,0.7582,4.4593,0,3.3234,-1.1525,-0.0483,-2.1505,0,-0.8123,1.6413,-3.6476,,2.1435,1.4909,0.4128,1.8087,0.6092,0.8589,,4.7218,6.1111,,3.978,5.2648,9.9846,39.6378,,11.6417,7.3131,7.048,4.2076,,1.6131,4.5201,8.2708,,4.7837,11026540950,27835240166,5871941059,10375743567,12132267420,3357831340,4258929348,1734465926,2716899770,1730936588,1186650000,1794000000,937187400,807332400,3649154188,682380000,703120000,3483804870,5661861534,12683009500,1673881873,1053612000,,1186047360,32.479,17.1783,61.212,37.1832,35.3475,35.4496,53.6386,33.7611,60.8055,46.0532,58.6535,45.946,74.1057,61.9499,82.5628,68.1804,51.0154,-27.2366,-126.9028,36.0762,46.5197,40.7106,,74.7698,4.0739,2.9008,2.302,1.654,2.3318,7.654,2.5609,5.5896,4.0534,3.4978,3.8538,3.7093,6.5865,9.4752,14.0416,8.2134,6.2491,13.5123,8.7783,1.8981,3.265,9.3298,,3.532,1.6179,1.4753,2.7829,1.3285,1.4077,2.2842,2.0902,1.9461,2.0102,1.781,2.8528,2.666,5.4245,3.399,19.9649,5.1533,1.7612,60.7375,38.0168,0.8322,1.4,5.0547,,2.2112
2017/9/8,3.4364,-0.0914,-1.0886,0.2257,2.1598,0,5.8363,1.2609,0,0.5145,-0.7584,1.5886,0.9605,0,-0.1446,-0.4933,-0.5803,1.221,0,0.546,0.4614,2.1632,,-1.2774,2.3072,0.4917,2.3496,0.5198,1.1975,,7.164,4.7813,,2.5463,3.0429,10.9222,32.1692,,10.2079,5.8702,4.9184,3.0424,,1.0187,2.604,8.8752,,2.0893,11405459883,27809796620,5808016350,10399165110,12394303434,3357831340,4507493196,1756335279,2716899770,1739841728,1177650000,1822500000,946189200,807332400,3643878938,679014000,699040000,3526342170,5661861534,12752252500,1681604512,1076404000,,1170897120,33.5951,17.1626,60.5456,37.2671,36.1109,35.4496,56.7691,34.1868,60.8055,46.2901,58.2086,46.676,74.8175,61.9499,82.4435,67.8441,50.7194,-27.5692,-126.9028,36.2731,46.7343,41.5913,,73.8147,4.2139,2.8982,2.2769,1.6577,2.3821,7.654,2.7104,5.6601,4.0534,3.5158,3.8246,3.7682,6.6497,9.4752,14.0213,8.1729,6.2128,13.6773,8.7783,1.9085,3.2801,9.5317,,3.4869,1.6735,1.474,2.7526,1.3315,1.4381,2.2842,2.2122,1.9707,2.0102,1.7901,2.8311,2.7083,5.4766,3.399,19.9361,5.1279,1.751,61.4791,38.0168,0.8368,1.4064,5.1641,,2.1829
2017/9/11,0.2215,1.3724,0.3145,1.3514,0.3171,0,1.0087,-0.2147,0,3.4975,1.8724,-1.1523,3.5941,0,3.3297,2.749,3.2101,1.93,0,0,0,2.3099,,0.0924,1.1863,0.5189,1.0313,0.5185,0.7562,,6.9328,4.2838,,7.091,5.199,6.4465,43.9717,,9.5807,6.3605,7.4323,4.4366,,1.9587,1.8876,7.4462,,1.9826,11430721146,28191449821,5826280553,10539694368,12433608836,3357831340,4552962193,1752564701,2716899770,1800693518,1199700000,1801500000,980196000,807332400,3765209688,697680000,721480000,3594401850,5661861534,12752252500,1681604512,1101268000,,1171979280,33.6695,17.3981,60.736,37.7707,36.2255,35.4496,57.3417,34.1134,60.8055,47.9091,59.2985,46.1381,77.5065,61.9499,85.1886,69.7091,52.3475,-28.1013,-126.9028,36.2731,46.7343,42.552,,73.8829,4.2232,2.9379,2.2841,1.6801,2.3897,7.654,2.7377,5.6479,4.0534,3.6387,3.8962,3.7248,6.8887,9.4752,14.4882,8.3976,6.4123,13.9413,8.7783,1.9085,3.2801,9.7518,,3.4901,1.6772,1.4942,2.7613,1.3495,1.4426,2.2842,2.2345,1.9665,2.0102,1.8528,2.8842,2.6771,5.6734,3.399,20.5999,5.2688,1.8072,62.6657,38.0168,0.8368,1.4064,5.2834,,2.1849
2017/9/12,-1.547,-1.5343,-0.4702,-0.4444,-3.2666,0,-3.2623,-1.8933,0,-0.9273,-0.9377,-2.3314,-4.1156,0,-2.5569,-2.6316,-1.508,1.7751,0,-1.3575,-1.1481,-3.9981,,2.2161,1.3878,0.4674,1.3547,0.6263,0.9468,,4.004,2.6693,,4.3428,5.0737,7.9188,39.4041,,12.4111,7.7976,8.3632,6.7084,,1.5151,1.9519,6.7439,,5.9648,11253892310,27758909526,5798884249,10492851282,12027453015,3357831340,4404430137,1719383614,2716899770,1783996380,1188450000,1759500000,939854600,807332400,3668936375,679320000,710600000,3658207800,5661861534,12579145000,1662297916,1057238000,,1197951120,33.1486,17.1312,60.4504,37.6029,35.0421,35.4496,55.4711,33.4675,60.8055,47.4649,58.7424,45.0625,74.3166,61.9499,83.0104,67.8747,51.5581,-28.6001,-126.9028,35.7808,46.1977,40.8507,,75.5202,4.1579,2.8929,2.2734,1.6726,2.3116,7.654,2.6484,5.541,4.0534,3.605,3.8596,3.6379,6.6052,9.4752,14.1177,8.1766,6.3156,14.1888,8.7783,1.8826,3.2424,9.3619,,3.5675,1.6513,1.4713,2.7483,1.3435,1.3955,2.2842,2.1616,1.9292,2.0102,1.8356,2.8571,2.6147,5.4399,3.399,20.0732,5.1302,1.7799,63.7781,38.0168,0.8254,1.3903,5.0721,,2.2333
2017/9/13,-1.1223,0.9166,0,1.2277,-0.1089,0,1.3765,0.2193,0,-0.9775,0.9466,0.1705,-2.625,0,0.6111,1.7568,1.2919,-2.4419,0,0.7339,0.4646,0.8819,,1.084,1.0442,0.4993,0.8684,0.7241,0.7785,,1.9366,1.6086,,2.4028,4.4813,3.8115,24.2527,,5.3084,4.2029,3.8584,3.4312,,0.8935,1.1898,4.4129,,3.9407,11127585999,28013344994,5798884249,10621669769,12014351214,3357831340,4465055466,1723154192,2716899770,1766557148,1199700000,1762500000,915183000,807332400,3691356188,691254000,719780000,3568879470,5661861534,12671469000,1670020554,1066562000,,1210937040,32.7766,17.2882,60.4504,38.0645,35.0039,35.4496,56.2346,33.5409,60.8055,47.0009,59.2985,45.1393,72.3658,61.9499,83.5177,69.0671,52.2242,-27.9017,-126.9028,36.0434,46.4124,41.211,,76.3389,4.1112,2.9194,2.2734,1.6932,2.3091,7.654,2.6849,5.5531,4.0534,3.5697,3.8962,3.6442,6.4318,9.4752,14.204,8.3203,6.3971,13.8423,8.7783,1.8964,3.2575,9.4445,,3.6061,1.6327,1.4848,2.7483,1.36,1.394,2.2842,2.1914,1.9335,2.0102,1.8176,2.8842,2.6191,5.2971,3.399,20.1958,5.2203,1.8029,62.2207,38.0168,0.8315,1.3968,5.1169,,2.2576
2017/9/14,-1.9296,0.545,0.1575,-0.9923,-0.8724,0,-3.3265,-3.7199,0,-0.9452,-0.0375,-1.1064,-0.3643,0,-2.6438,-0.7525,-0.7085,-2.8605,0,-0.5464,-0.4624,-1.6999,,4.4683,1.364,0.4027,1.0948,0.5345,0.5916,,2.2757,3.3674,,1.7699,2.7915,3.8419,14.9875,,5.5161,7.4187,4.179,2.7543,,0.9178,1.4272,4.6779,,7.1317,10912865270,28166006274,5808016350,10516272825,11909536809,3357831340,4316523411,1659054364,2716899770,1749860010,1199250000,1743000000,911849000,807332400,3593764063,686052000,714680000,3466789950,5661861534,12602226000,1662297916,1048432000,,1265045040,32.1441,17.3824,60.5456,37.6868,34.6986,35.4496,54.3639,32.2932,60.8055,46.5566,59.2762,44.6399,72.1022,61.9499,81.3096,68.5473,51.8542,-27.1036,-126.9028,35.8464,46.1977,40.5104,,79.7499,4.0319,2.9353,2.2769,1.6764,2.289,7.654,2.5955,5.3466,4.0534,3.536,3.8947,3.6038,6.4084,9.4752,13.8285,8.2576,6.3518,13.4464,8.7783,1.8861,3.2424,9.284,,3.7673,1.6012,1.4929,2.7526,1.3465,1.3818,2.2842,2.1185,1.8615,2.0102,1.8005,2.8831,2.5902,5.2778,3.399,19.6619,5.181,1.7902,60.4409,38.0168,0.8269,1.3903,5.0299,,2.3584
2017/9/15,1.2731,1.626,0,2.1158,0.8801,0,0.5618,0.8636,0,0.4665,3.9775,-1.0327,-4.6069,0,-1.3211,-3.1668,-1.3321,0.1227,0,3.7546,0.5807,0.6917,,-2.2241,0.8089,1.0714,1.1146,1.1823,0.5233,,1.661,2.4383,,1.5742,13.5416,3.667,12.951,,3.7717,6.4653,3.676,1.8773,,1.7068,1.2529,8.2144,,5.1269,11051802213,28623990116,5808016350,10738777484,12014351214,3357831340,4340773542,1673382561,2716899770,1758023055,1246950000,1725000000,869840600,807332400,3546286813,664326000,705160000,3471043680,5661861534,13075386500,1671951214,1055684000,,1236908880,32.5534,17.6651,60.5456,38.4842,35.0039,35.4496,54.6693,32.5721,60.8055,46.7738,61.634,44.1789,68.7805,61.9499,80.2354,66.3766,51.1634,-27.1369,-126.9028,37.1923,46.466,40.7907,,77.9762,4.0832,2.983,2.2769,1.7118,2.3091,7.654,2.6101,5.3927,4.0534,3.5525,4.0496,3.5666,6.1131,9.4752,13.6458,7.9961,6.2672,13.4628,8.7783,1.9569,3.2612,9.3482,,3.6835,1.6216,1.5172,2.7526,1.375,1.394,2.2842,2.1304,1.8776,2.0102,1.8089,2.9977,2.5634,5.0347,3.399,19.4021,5.0169,1.7663,60.515,38.0168,0.858,1.3984,5.0647,,2.306
2017/9/18,3.5429,2.5778,0.1572,0.9815,1.7448,0,0,0.1803,0,1.6041,1.6601,0.6957,-0.0383,0,1.8594,-0.2303,0.2411,-2.3284,0,-1.8535,0.5774,0.9323,,-0.35,1.8693,1.4367,0.8598,0.929,0.8366,,1.2962,4.7622,,2.0386,10.6368,2.6741,8.3731,,4.521,4.0269,2.9197,2.359,,1.8212,1.7147,4.4423,,2.5003,11443351777,29361852973,5817148452,10844174428,12223980025,3357831340,4340773542,1676399023,2716899770,1786222665,1267650000,1737000000,869507200,807332400,3612227438,662796000,706860000,3390222810,5661861534,12833036000,1681604512,1065526000,,1232580240,33.7067,18.1205,60.6408,38.8619,35.6147,35.4496,54.6693,32.6309,60.8055,47.5241,62.6571,44.4862,68.7541,61.9499,81.7274,66.2237,51.2868,-26.505,-126.9028,36.5029,46.7343,41.1709,,77.7033,4.2279,3.0599,2.2805,1.7286,2.3494,7.654,2.6101,5.4025,4.0534,3.6095,4.1169,3.5914,6.1108,9.4752,13.8995,7.9777,6.2823,13.1494,8.7783,1.9206,3.2801,9.4353,,3.6706,1.6791,1.5563,2.757,1.3884,1.4183,2.2842,2.1304,1.881,2.0102,1.8379,3.0475,2.5813,5.0328,3.399,19.7629,5.0054,1.7706,59.106,38.0168,0.8421,1.4064,5.1119,,2.2979
2017/9/19,0.9934,-0.9532,1.7268,-1.7279,-0.4287,0,-0.4888,-0.09,0,0.0415,0.781,1.8135,4.7929,9.6987,-1.3874,0.277,0.7215,-0.8783,0,0.2698,-0.6889,2.771,,-1.1414,2.0262,0.9601,2.9626,0.6733,0.8236,,1.3886,2.4982,,2.8708,7.6157,6.645,14.0803,29.1545,3.2095,3.4288,4.3742,1.8676,,0.8216,1.3693,13.5899,,2.5555,11557027457,29081973958,5917601565,10656802083,12171572822,3357831340,4319554677,1674890792,2716899770,1786964760,1277550000,1768500000,911182200,885633000,3562112563,664632000,711960000,3360446700,5661861534,12867657500,1670020554,1095052000,,1218512160,34.0415,17.9477,61.688,38.1904,35.462,35.4496,54.4021,32.6015,60.8055,47.5438,63.1464,45.293,72.0494,67.9582,80.5935,66.4071,51.6568,-26.2722,-126.9028,36.6014,46.4124,42.3118,,76.8164,4.2699,3.0307,2.3199,1.6988,2.3393,7.654,2.5974,5.3976,4.0534,3.611,4.149,3.6566,6.4037,10.3942,13.7067,7.9998,6.3276,13.0339,8.7783,1.9258,3.2575,9.6968,,3.6287,1.6957,1.5414,2.8046,1.3645,1.4122,2.2842,2.1199,1.8793,2.0102,1.8386,3.0713,2.6281,5.274,3.7287,19.4887,5.0193,1.7833,58.5868,38.0168,0.8444,1.3968,5.2535,,2.2717
