ÈÕÆÚ,000498.SZ,000779.SZ,002060.SZ,002061.SZ,002062.SZ,002116.SZ,002307.SZ,002586.SZ,002628.SZ,002883.SZ,002941.SZ,300284.SZ,300712.SZ,300732.SZ,600039.SH,600068.SH,600133.SH,600284.SH,600502.SH,600512.SH,600820.SH,600853.SH,601186.SH,601390.SH,601611.SH,601669.SH,601800.SH,603018.SH,603357.SH,603458.SH,603843.SH,603860.SH,603909.SH,000498.SZ,000779.SZ,002060.SZ,002061.SZ,002062.SZ,002116.SZ,002307.SZ,002586.SZ,002628.SZ,002883.SZ,002941.SZ,300284.SZ,300712.SZ,300732.SZ,600039.SH,600068.SH,600133.SH,600284.SH,600502.SH,600512.SH,600820.SH,600853.SH,601186.SH,601390.SH,601611.SH,601669.SH,601800.SH,603018.SH,603357.SH,603458.SH,603843.SH,603860.SH,603909.SH,000498.SZ,000779.SZ,002060.SZ,002061.SZ,002062.SZ,002116.SZ,002307.SZ,002586.SZ,002628.SZ,002883.SZ,002941.SZ,300284.SZ,300712.SZ,300732.SZ,600039.SH,600068.SH,600133.SH,600284.SH,600502.SH,600512.SH,600820.SH,600853.SH,601186.SH,601390.SH,601611.SH,601669.SH,601800.SH,603018.SH,603357.SH,603458.SH,603843.SH,603860.SH,603909.SH,000498.SZ,000779.SZ,002060.SZ,002061.SZ,002062.SZ,002116.SZ,002307.SZ,002586.SZ,002628.SZ,002883.SZ,002941.SZ,300284.SZ,300712.SZ,300732.SZ,600039.SH,600068.SH,600133.SH,600284.SH,600502.SH,600512.SH,600820.SH,600853.SH,601186.SH,601390.SH,601611.SH,601669.SH,601800.SH,603018.SH,603357.SH,603458.SH,603843.SH,603860.SH,603909.SH,000498.SZ,000779.SZ,002060.SZ,002061.SZ,002062.SZ,002116.SZ,002307.SZ,002586.SZ,002628.SZ,002883.SZ,002941.SZ,300284.SZ,300712.SZ,300732.SZ,600039.SH,600068.SH,600133.SH,600284.SH,600502.SH,600512.SH,600820.SH,600853.SH,601186.SH,601390.SH,601611.SH,601669.SH,601800.SH,603018.SH,603357.SH,603458.SH,603843.SH,603860.SH,603909.SH,000498.SZ,000779.SZ,002060.SZ,002061.SZ,002062.SZ,002116.SZ,002307.SZ,002586.SZ,002628.SZ,002883.SZ,002941.SZ,300284.SZ,300712.SZ,300732.SZ,600039.SH,600068.SH,600133.SH,600284.SH,600502.SH,600512.SH,600820.SH,600853.SH,601186.SH,601390.SH,601611.SH,601669.SH,601800.SH,603018.SH,603357.SH,603458.SH,603843.SH,603860.SH,603909.SH
2017/6/6,0.2985,1.7161,0,-0.2554,-0.3565,1.0195,-2.3301,0,0.5085,,,0.8696,,,1,-0.9643,-0.6667,0,2.7066,-0.6186,-0.8299,-1.1696,0,0.225,-0.086,0.3802,0.3859,1.4118,,,1.605,,0,0.8275,1.1876,1.585,1.5644,0.4708,0.3106,5.728,,0.5058,,,0.6083,,,0.4353,1.0899,3.0951,0.5202,2.1969,0.4692,0.5895,7.0947,0.2002,0.1154,1.526,0.2559,0.0975,0.6877,,,2.7147,,,2380023294,2431190901,4915012027,3539958390,5265775835,4940749032,8409947679,6846304901,4299469232,,,5948830981,,,12199719995,47291064021,4809263300,7318502400,6519622081,4679282303,30057558659,3628819768,1.38959E+11,1.63303E+11,6100500000,76032000000,1.83374E+11,3706749872,,,1451632000,,1189750000,17.5174,185.0041,36.5184,77.9694,26.4512,36.9815,209.4545,110.5102,99.5634,,,25.7381,,,11.6794,13.9283,38.9387,20.3794,21.3309,91.2317,18.1838,123.8199,11.7175,16.2715,38.199,17.893,15.0801,29.1876,,,64.1813,,82.2738,2.1713,11.1098,1.7968,3.2115,2.4373,4.2971,4.7715,6.2219,1.6368,,,3.2325,,,1.2649,1.2276,3.0218,1.39,1.773,1.6578,1.6882,4.4042,1.2504,1.4504,3.5699,1.9647,1.5813,3.2205,,,4.7712,,8.2533,0.9239,9.7678,0.7777,1.4173,0.7005,1.1102,1.2879,4.6904,2.1207,,,2.3231,,,0.4052,0.4717,0.9274,2.884,0.568,2.5117,1.0426,0.4787,0.2607,0.3164,0.7348,0.507,0.5848,3.0763,,,2.7539,,16.3946
2017/6/7,1.3393,3.1442,4.6455,1.0243,5.3667,2.1867,7.0908,0,2.1922,,,2.8736,,,1.4851,2.2395,3.132,1.3258,0.8322,1.0373,1.6736,2.2189,0.6623,0.4489,1.3769,1.2626,1.3453,4.0068,,,2.3352,,0,1.5654,1.5933,3.559,1.547,1.2531,0.6658,10.4154,,0.692,,,0.9719,,,0.5373,1.5356,6.0026,0.865,2.2452,0.706,0.6551,8.3052,0.3291,0.1442,3.4606,0.3998,0.227,0.9939,,,4.8,,,2411898606,2507631719,5143337769,3576219167,5548375612,5048788960,9006279290,6846304901,4393724038,,,6119774400,,,12380903955,48350162826,4959888996,7415528000,6573876911,4727822576,30560614034,3709340917,1.39879E+11,1.64036E+11,6184500000,76992000000,1.85841E+11,3855271598,,,1485530000,,1189750000,17.752,190.821,38.2149,78.7681,27.8707,37.7902,224.3064,110.5102,101.746,,,26.4777,,,11.8528,14.2403,40.1582,20.6496,21.5084,92.1781,18.4881,126.5674,11.7951,16.3445,38.725,18.119,15.283,30.3571,,,65.68,,82.2738,2.2003,11.4591,1.8803,3.2444,2.5681,4.391,5.1099,6.2219,1.6726,,,3.3254,,,1.2837,1.2551,3.1164,1.4085,1.7878,1.675,1.7165,4.502,1.2587,1.4569,3.6191,1.9895,1.6026,3.3495,,,4.8826,,8.2533,0.9362,10.0749,0.8138,1.4318,0.7381,1.1345,1.3792,4.6904,2.1671,,,2.3899,,,0.4112,0.4823,0.9565,2.9222,0.5728,2.5378,1.0601,0.4894,0.2624,0.3178,0.745,0.5134,0.5927,3.1995,,,2.8182,,16.3946
2017/6/8,5.1395,0.5948,4.9065,0.507,-1.3582,0.0823,-1.547,0,1.4851,,,0,,,0.4878,3.5238,-0.9761,-0.3738,-0.9629,1.6427,-0.3086,-2.026,-0.8224,-0.6704,-0.8489,-1.1222,0.1896,-0.6203,,,-2.0805,,0,4.338,2.7802,6.4986,1.777,1.0178,0.8585,9.8701,,0.7953,,,0.5643,,,0.68,2.0223,3.7688,0.658,1.9615,0.8157,0.422,6.0151,0.2384,0.1242,2.2739,0.28,0.1313,1.4916,,,4.2001,,,2535858152,2522547001,5395697800,3594349556,5473015672,5052944342,8866949474,6846304901,4458977366,,,6119774400,,,12441298609,50053930468,4911473594,7387806400,6510579610,4805487012,30466291151,3634187845,1.38729E+11,1.62936E+11,6132000000,76128000000,1.86194E+11,3831357083,,,1454623000,,1189750000,18.6644,191.956,40.0899,79.1674,27.4922,37.8213,220.8364,110.5102,103.2571,,,26.4777,,,11.9106,14.7421,39.7662,20.5724,21.3013,93.6923,18.431,124.0031,11.6981,16.235,38.3963,17.9156,15.312,30.1688,,,64.3136,,82.2738,2.3134,11.5272,1.9725,3.2608,2.5332,4.3946,5.0308,6.2219,1.6975,,,3.3254,,,1.29,1.2993,3.086,1.4032,1.7706,1.7025,1.7112,4.4108,1.2484,1.4472,3.5883,1.9672,1.6057,3.3288,,,4.781,,8.2533,0.9844,10.1348,0.8538,1.439,0.7281,1.1354,1.3579,4.6904,2.1993,,,2.3899,,,0.4132,0.4993,0.9471,2.9113,0.5673,2.5795,1.0568,0.4795,0.2602,0.3157,0.7386,0.5077,0.5938,3.1797,,,2.7596,,16.3946
2017/6/9,-1.5363,2.5868,-1.7817,-0.8827,4.3029,-0.4934,-2.3884,0,-0.3252,,,0.3911,,,-0.2427,2.7599,-1.5334,1.2195,0.1389,-0.813,2.4768,-1.4771,1.6584,1.5748,1.3699,2.2699,2.1451,0.3285,,,-1.1652,,0,2.3931,1.9115,3.9293,1.2484,1.8331,0.4457,6.379,,0.6109,,,0.4002,,,0.615,2.3584,4.3752,0.9986,0.8794,0.4837,1.2325,4.0893,0.4838,0.3387,3.2243,0.8414,0.2231,0.4824,,,3.2976,,,2496899438,2587801358,5299560645,3562621376,5708515485,5028012051,8655168154,6846304901,4444476626,,,6143706479,,,12411101282,51435363692,4836160746,7477901600,6519622081,4737530630,31220874213,3580507079,1.4103E+11,1.65502E+11,6216000000,77856000000,1.90188E+11,3843943670,,,1437674000,,1189750000,18.3776,196.9216,39.3756,78.4686,28.6751,37.6347,215.5618,110.5102,102.9213,,,26.5813,,,11.8817,15.1489,39.1564,20.8233,21.3309,92.3674,18.8875,122.1714,11.8921,16.4906,38.9222,18.3223,15.6404,30.2679,,,63.5642,,82.2738,2.2779,11.8254,1.9374,3.2321,2.6422,4.373,4.9107,6.2219,1.692,,,3.3384,,,1.2868,1.3352,3.0387,1.4203,1.773,1.6784,1.7535,4.3456,1.2691,1.47,3.6375,2.0118,1.6401,3.3397,,,4.7253,,8.2533,0.9692,10.397,0.8386,1.4263,0.7594,1.1298,1.3255,4.6904,2.1922,,,2.3993,,,0.4122,0.513,0.9326,2.9468,0.568,2.543,1.083,0.4724,0.2645,0.3206,0.7488,0.5192,0.6065,3.1901,,,2.7274,,16.3946
2017/6/12,-3.5461,-3.4582,-1.8141,-3.6896,-0.165,-4.0496,-1.9961,0,-1.9576,,,-0.6121,,,-0.9732,-0.6267,-2.4472,-1.9462,0,0.6148,-1.007,-3.4483,-0.9788,-0.7752,-2.9561,-0.2466,-1.1736,-0.6876,,,-3.19,,0,1.6554,0.9974,3.895,1.5425,1.6459,0.9168,4.6031,,0.5748,,,0.3566,,,0.4496,1.0711,3.1667,0.6093,2.78,0.5949,0.7699,3.4152,0.3099,0.194,1.6756,0.41,0.1245,0.5074,,,3.1928,,,2408356904,2498309668,5203423491,3431176058,5699095493,4824398339,8482399183,6846304901,4357472190,,,6106098927,,,12290311975,51113029273,4717811985,7332363200,6519622081,4766654794,30906464604,3457041318,1.39649E+11,1.64219E+11,11051082000,77664000000,1.87956E+11,3817511837,,,1391812000,,1189750000,17.7259,190.1116,38.6613,75.5734,28.6278,36.1106,211.2589,110.5102,100.9066,,,26.4186,,,11.7661,15.054,38.1982,20.418,21.3309,92.9352,18.6973,117.9586,11.7757,16.3628,37.7717,18.2771,15.4569,30.0598,,,61.5365,,82.2738,2.1971,11.4165,1.9023,3.1128,2.6378,4.1959,4.8126,6.2219,1.6588,,,3.3179,,,1.2743,1.3268,2.9643,1.3927,1.773,1.6887,1.7359,4.1958,1.2566,1.4586,3.53,2.0068,1.6209,3.3167,,,4.5746,,8.2533,0.9349,10.0374,0.8233,1.3737,0.7582,1.084,1.299,4.6904,2.1493,,,2.3846,,,0.4082,0.5098,0.9098,2.8895,0.568,2.5586,1.0721,0.4561,0.262,0.3182,0.7266,0.5179,0.5994,3.1682,,,2.6404,,16.3946
2017/6/13,1.3235,0.7463,1.6166,1.4531,-0.3306,1.8088,1.3141,0,3.1879,,,2.6316,,,0.9828,-0.0901,1.3683,1.1342,0.8322,1.833,0,1.087,-0.5766,-0.7813,0.2611,-0.1236,-1.125,0.5935,,,2.0774,,0,1.009,0.5576,3.1474,0.9222,0.9892,0.5095,4.2297,,0.9459,,,0.9717,,,0.4323,1.1038,2.4049,0.5038,1.2416,0.8405,0.3528,2.3555,0.2351,0.1482,1.0239,0.3044,0.1456,0.3253,,,2.7029,,,2440232216,2516953770,5287543501,3481034627,5680255508,4911661359,8593863035,6846304901,4458977366,,,6266785741,,,12411101282,51066981499,4782365854,7415528000,6573876911,4854027285,30906464604,3494617854,1.38844E+11,1.62936E+11,11079936000,77568000000,1.85841E+11,3840167694,,,1420725000,,1189750000,17.9605,191.5304,39.2863,76.6716,28.5332,36.7638,214.035,110.5102,103.2571,,,27.1138,,,11.8817,15.0404,38.7209,20.6496,21.5084,94.6387,18.6973,119.2408,11.7078,16.235,37.8703,18.2545,15.283,30.2382,,,62.8148,,82.2738,2.2262,11.5017,1.933,3.158,2.6291,4.2718,4.8759,6.2219,1.6975,,,3.4053,,,1.2868,1.3256,3.0049,1.4085,1.7878,1.7197,1.7359,4.2414,1.2494,1.4472,3.5392,2.0044,1.6026,3.3364,,,4.6696,,8.2533,0.9472,10.1123,0.8367,1.3937,0.7557,1.1036,1.3161,4.6904,2.1993,,,2.4473,,,0.4122,0.5094,0.9222,2.9222,0.5728,2.6055,1.0721,0.461,0.2604,0.3157,0.7285,0.5173,0.5927,3.187,,,2.6953,,16.3946
2017/6/14,-0.7257,0.4444,-0.9091,0.2604,-1.4925,1.5228,5.3826,0,-0.1626,,,-1.5821,,,-0.2433,-2.2543,1.3498,0,-0.9629,-0.2,-0.5086,-2.9186,-2.9826,-1.7998,-1.0417,-1.9802,-1.0746,0.3933,,,4.1404,,0,0.8556,0.6399,2.439,0.9154,0.7721,0.6794,13.7216,,0.5454,,,0.8281,,,0.3116,1.3156,4.2461,0.5878,1.3055,0.6225,0.3813,3.2202,0.4253,0.196,1.1053,0.4761,0.1082,0.2992,,,7.6611,,,2422523710,2528140231,5239474924,3490099821,5595475575,4986458232,9056438024,6846304901,4451726996,,,6167638558,,,12380903955,49915787146,4846919724,7415528000,6510579610,4844319230,30749259799,3392624399,1.34703E+11,1.60004E+11,10964520000,76032000000,1.83844E+11,3855271598,,,1479548000,,1189750000,17.8302,192.3816,38.9292,76.8713,28.1073,37.3236,225.5557,110.5102,103.0892,,,26.6848,,,11.8528,14.7014,39.2435,20.6496,21.3013,94.4494,18.6022,115.7606,11.3586,15.9428,37.4758,17.893,15.1188,30.3571,,,65.4156,,82.2738,2.21,11.5528,1.9154,3.1663,2.5899,4.3368,5.1383,6.2219,1.6947,,,3.3514,,,1.2837,1.2958,3.0454,1.4085,1.7706,1.7162,1.7271,4.1176,1.2121,1.4211,3.5023,1.9647,1.5854,3.3495,,,4.863,,8.2533,0.9404,10.1573,0.829,1.3973,0.7444,1.1204,1.3869,4.6904,2.1958,,,2.4086,,,0.4112,0.4979,0.9347,2.9222,0.5673,2.6003,1.0666,0.4476,0.2527,0.31,0.7209,0.507,0.5863,3.1995,,,2.8068,,16.3946
2017/6/15,2.193,2.2861,0.2294,3.1169,0.1684,1.0833,10.0308,0,2.1173,,,0.2217,,,0.9756,-0.369,0.333,0.8411,0.9722,0.4008,0.2045,0.4747,0.7686,0.5727,1.8421,-0.1263,0.5112,0.4571,,,1.752,,0,1.8171,1.083,1.9459,1.7741,0.5299,0.6416,17.2739,,0.8247,,,0.87,,,0.4833,1.284,3.2846,0.5473,1.3936,0.6534,0.2977,1.9038,0.2222,0.1276,2.4927,0.2707,0.0862,0.867,,,8.2001,,,2475649230,2585936947,5251492068,3598882153,5604895567,5040478196,9964868422,6846304901,4545981802,,,6181314031,,,12501693262,49731596050,4863058192,7477901600,6573876911,4863735340,30812141721,3408728628,1.35738E+11,1.6092E+11,11166498000,75936000000,1.84784E+11,3872892820,,,1505470000,,1189750000,18.2212,196.7797,39.0185,79.2673,28.1546,37.728,248.1807,110.5102,105.2719,,,26.744,,,11.9685,14.6471,39.3742,20.8233,21.5084,94.828,18.6403,116.3101,11.4459,16.0341,38.1661,17.8705,15.196,31.0116,,,66.5617,,82.2738,2.2585,11.8169,1.9198,3.2649,2.5942,4.3838,5.6537,6.2219,1.7306,,,3.3588,,,1.2962,1.291,3.0556,1.4203,1.7878,1.7231,1.7306,4.1371,1.2215,1.4293,3.5668,1.9622,1.5935,3.4218,,,4.9482,,8.2533,0.961,10.3895,0.8309,1.4409,0.7456,1.1326,1.526,4.6904,2.2422,,,2.4139,,,0.4152,0.4961,0.9378,2.9468,0.5728,2.6108,1.0688,0.4497,0.2546,0.3118,0.7342,0.5064,0.5893,3.2685,,,2.856,,16.3946
2017/6/16,1.7167,0.8652,0.9153,-0.6297,-0.1681,-0.2473,2.349,0,-0.4785,,,0,,,-0.7246,-1.2037,1.3274,-0.1854,-0.6878,-1.5968,-0.8163,0.4724,-0.9322,-0.7973,-0.2584,-1.6435,-1.5893,-0.975,,,-1.6556,,0,1.5174,1.0172,2.5983,1.1243,0.5278,0.4011,17.9533,,0.4641,,,0.3336,,,0.3352,1.0469,3.7117,0.3963,0.8014,0.5935,0.3654,1.6145,0.1784,0.1302,1.2832,0.3633,0.1032,0.4655,,,4.9261,,,2518149646,2608309870,5299560645,3576219167,5595475575,5028012051,10198942513,6846304901,4524230693,,,6181314031,,,12411101282,49132974986,4927612061,7464040800,6528664553,4786070903,30560614034,3424832858,1.34473E+11,1.59637E+11,11137644000,74688000000,1.81847E+11,3835133059,,,1480545000,,1189750000,18.534,198.4822,39.3756,78.7681,28.1073,37.6347,254.0104,110.5102,104.7682,,,26.744,,,11.8817,14.4708,39.8969,20.7847,21.3605,93.3137,18.4881,116.8596,11.3392,15.9062,38.0675,17.5768,14.9545,30.7092,,,65.4596,,82.2738,2.2973,11.9191,1.9374,3.2444,2.5899,4.373,5.7865,6.2219,1.7223,,,3.3588,,,1.2868,1.2754,3.0961,1.4177,1.7755,1.6956,1.7165,4.1567,1.2101,1.4179,3.5576,1.9299,1.5682,3.3884,,,4.8662,,8.2533,0.9775,10.4794,0.8386,1.4318,0.7444,1.1298,1.5619,4.6904,2.2315,,,2.4139,,,0.4122,0.4901,0.9503,2.9413,0.5688,2.5691,1.0601,0.4518,0.2522,0.3093,0.7323,0.4981,0.5799,3.2367,,,2.8087,,16.3946
2017/6/19,0.2813,-0.5004,2.0408,2.4081,0.8418,1.157,4.918,0,0.3205,,,3.5951,,,0.7299,3.5614,7.8603,0.7428,0.4155,0,-0.3086,0.627,0.8554,0.4592,0.9499,0.6427,0.7752,0.3938,,,0.6734,,0,1.2549,1.1668,4.3354,1.567,0.3701,0.5128,16.5126,,0.476,,,1.2894,,,0.2772,1.8376,10.6721,0.5259,0.7547,0.5746,0.657,1.8638,0.1936,0.1057,1.4825,0.2314,0.0847,0.2627,,,3.0148,,,2525233048,2595258998,5407714944,3662338513,5642575537,5086187397,10700529850,6846304901,4538731432,,,6403540476,,,12501693262,50882790403,5314935280,7519484000,6555791968,4786070903,30466291151,3446305164,1.35623E+11,1.6037E+11,11243442000,75168000000,1.83257E+11,3850236963,,,1490515000,,1189750000,18.5862,197.4891,40.1792,80.6649,28.3439,38.0701,266.5027,110.5102,105.104,,,27.7055,,,11.9685,14.9862,43.0329,20.9391,21.4493,93.3137,18.431,117.5923,11.4362,15.9793,38.4291,17.6897,15.0705,30.8302,,,65.9005,,82.2738,2.3037,11.8595,1.9769,3.3225,2.6117,4.4236,6.0711,6.2219,1.7278,,,3.4796,,,1.2962,1.3209,3.3395,1.4282,1.7829,1.6956,1.7112,4.1827,1.2204,1.4244,3.5914,1.9423,1.5803,3.4017,,,4.899,,8.2533,0.9802,10.4269,0.8557,1.4663,0.7506,1.1429,1.6387,4.6904,2.2387,,,2.5007,,,0.4152,0.5075,1.025,2.9632,0.5712,2.5691,1.0568,0.4547,0.2544,0.3107,0.7393,0.5013,0.5844,3.2494,,,2.8277,,16.3946
2017/6/20,-0.8415,-0.0718,-0.8889,-0.9901,-1.0017,0,-5.1562,0,0.1597,,,2.7229,,,1.4493,-0.6335,-1.3158,0.3687,0.6897,-1.0142,0.4128,-0.7788,-0.4241,-0.3429,-0.3422,-0.6386,-1.0256,1.2422,,,-1.0702,,-10.0021,1.2318,0.7492,2.9413,1.5779,0.6228,0.5646,16.3954,,0.3749,0.0384,,1.2888,,,1.1244,1.5648,5.7982,0.6882,1.4322,0.777,0.6028,1.6152,0.1805,0.1113,1.3491,0.2665,0.0994,0.8776,,,3.1003,,0.3352,2503982840,2593394588,5359646367,3626077736,5586055582,5086187397,10148783779,6846304901,4545981802,300803760,,6577902763,,,12682877222,50560455984,5245001921,7547205600,6601004326,4737530630,30592054995,3419464781,1.35048E+11,1.5982E+11,11204970000,74688000000,1.81377E+11,3898065994,,,1474563000,,1070750000,18.4297,197.3472,39.8221,79.8663,28.06,38.0701,252.7612,110.5102,105.2719,29.6986,,28.4599,,,12.1419,14.8913,42.4666,21.0163,21.5972,92.3674,18.5071,116.6765,11.3877,15.9245,38.2976,17.5768,14.9159,31.2132,,,65.1952,,74.0447,2.2843,11.851,1.9594,3.2896,2.5855,4.4236,5.7581,6.2219,1.7306,7.8063,,3.5743,,,1.315,1.3125,3.2956,1.4335,1.7952,1.6784,1.7182,4.1502,1.2152,1.4195,3.5791,1.9299,1.5641,3.444,,,4.8466,,7.4278,0.972,10.4194,0.8481,1.4517,0.7431,1.1429,1.5542,4.6904,2.2422,6.2799,,2.5688,,,0.4212,0.5043,1.0115,2.9741,0.5751,2.543,1.0612,0.4511,0.2533,0.3096,0.7367,0.4981,0.5784,3.2898,,,2.7974,,14.7548
2017/6/21,0.1414,-0.3595,-1.1211,2.5,0,-0.817,7.0291,0,1.5949,10.0177,,1.1435,,,0.2381,0.7286,0.8205,0.9183,3.5616,0.6148,0.5139,0.7849,0.6814,0.2294,1.2017,1.4139,0.7124,-0.5489,,,0.6761,,-4.693,1.277,0.814,2.2509,2.5969,0.4436,0.4384,18.4767,,0.6858,0.0127,,0.7067,,,0.5328,1.0271,5.0738,0.9027,4.3771,0.6802,0.4451,1.4942,0.2313,0.1326,1.8382,0.3532,0.0939,0.5827,,,3.4995,,28.961,2507524542,2584072537,5299560645,3716729679,5586055582,5044633578,10862152436,6846304901,4618485499,330937470,,6653117867,,,12713074549,50928838177,5288037834,7616509600,6836108590,4766654794,30749259799,3446305164,1.35968E+11,1.60187E+11,11339622000,75744000000,1.8267E+11,3876668796,,,1484533000,,1020500000,18.4558,196.6378,39.3756,81.8629,28.06,37.7591,270.528,110.5102,106.9509,32.6737,,28.7853,,,12.1708,14.9997,42.8151,21.2093,22.3664,92.9352,18.6022,117.5923,11.4653,15.961,38.7579,17.8253,15.0222,31.0418,,,65.636,,70.5698,2.2876,11.8084,1.9374,3.3719,2.5855,4.3874,6.1628,6.2219,1.7582,8.5884,,3.6152,,,1.3182,1.3221,3.3226,1.4466,1.8591,1.6887,1.7271,4.1827,1.2235,1.4227,3.6221,1.9572,1.5753,3.4251,,,4.8793,,7.0792,0.9734,10.382,0.8386,1.488,0.7431,1.1335,1.6635,4.6904,2.278,6.909,,2.5982,,,0.4222,0.508,1.0198,3.0014,0.5956,2.5586,1.0666,0.4547,0.2551,0.3103,0.7456,0.5051,0.5826,3.2717,,,2.8163,,14.0624
2017/6/22,-1.1299,-2.3088,-3.4014,-1.9512,-2.3609,-0.2471,-3.5403,0,-2.0408,9.9919,,-2.1069,,,-1.4423,-1.3562,-2.0346,-1.8198,-1.7196,-1.0183,1.1247,-3.5826,0.9306,0.1144,1.4419,0.507,0.3859,-1.7208,,,-4.5668,,0.098,1.0047,0.832,2.4721,1.7864,0.4449,0.5669,13.1696,,0.6084,0.009,,0.5351,,,0.6334,1.4878,8.0223,0.9897,2.248,0.4692,1.5068,2.6642,0.5367,0.2245,4.4551,0.5947,0.2213,0.4342,,,3.9445,,30.7583,2479190931,2524411411,5119303480,3644208125,5454175686,5032167432,10477602144,6846304901,4524230693,364004550,,6512944264,,,12380903955,50238121565,5180448051,7477901600,6718556458,4718114521,31095110370,3322839403,1.37234E+11,1.6037E+11,11503128000,76128000000,1.83374E+11,3809959885,,,1416737000,,1021500000,18.2473,192.0979,38.0363,80.2656,27.3975,37.6658,260.9506,110.5102,104.7682,35.9384,,28.1788,,,11.8528,14.7963,41.944,20.8233,21.9818,91.9888,18.8115,113.3795,11.572,15.9793,39.3167,17.9156,15.0801,30.5077,,,62.6385,,70.6389,2.2617,11.5357,1.8715,3.3061,2.5245,4.3766,5.9447,6.2219,1.7223,9.4465,,3.539,,,1.2837,1.3041,3.255,1.4203,1.8271,1.6715,1.7465,4.0329,1.2349,1.4244,3.6744,1.9672,1.5813,3.3661,,,4.6565,,7.0861,0.9624,10.1423,0.81,1.459,0.7256,1.1307,1.6046,4.6904,2.2315,7.5994,,2.5434,,,0.4112,0.5011,0.999,2.9468,0.5854,2.5326,1.0786,0.4384,0.2574,0.3107,0.7564,0.5077,0.5848,3.2154,,,2.6877,,14.0762
2017/6/23,-0.4286,1.2555,-0.939,-0.8706,0.1727,2.3121,-3.7766,0,0.3205,10,,0.1575,,,-0.9756,0.7333,0.4154,-1.0195,0,-0.6173,0.7078,0.1616,-0.5029,-0.9143,0.1672,0.7566,-2.05,0.5946,,,0.563,,0.2692,0.7512,0.4781,1.9654,1.3665,0.453,0.9007,9.4984,,0.5358,0.0435,,0.8371,,,0.5682,1.2071,5.3381,0.7501,1.9509,0.4102,0.8462,1.8836,0.4077,0.1902,2.336,0.4761,0.2038,0.7093,,,2.59,,21.7546,2468565827,2556106384,5071234903,3612479944,5463595679,5148518125,10081905468,6846304901,4538731432,400405005,,6523200869,,,12260114648,50606503758,5201966008,7401667200,6718556458,4688990357,31315197096,3328207480,1.36544E+11,1.58904E+11,11522364000,76704000000,1.79615E+11,3832615742,,,1424713000,,1024250000,18.1691,194.5097,37.6792,79.5668,27.4448,38.5366,251.0955,110.5102,105.104,39.5323,,28.2232,,,11.7372,14.9048,42.1182,20.611,21.9818,91.421,18.9446,113.5627,11.5138,15.8332,39.3825,18.0512,14.771,30.6891,,,62.9911,,70.8291,2.252,11.6806,1.8539,3.2773,2.5288,4.4778,5.7201,6.2219,1.7278,10.3912,,3.5446,,,1.2712,1.3137,3.2685,1.4058,1.8271,1.6612,1.7588,4.0394,1.2287,1.4113,3.6805,1.982,1.5489,3.3862,,,4.6827,,7.1052,0.9582,10.2696,0.8024,1.4463,0.7268,1.1569,1.544,4.6904,2.2387,8.3593,,2.5475,,,0.4072,0.5048,1.0032,2.9168,0.5854,2.517,1.0863,0.4391,0.2561,0.3079,0.7576,0.5115,0.5728,3.2345,,,2.7028,,14.1141
2017/6/26,1.4347,-0.5106,0,10.0376,1.8966,0.9685,-0.1658,0,1.278,9.99,,-0.8386,,,1.2315,3.0612,1.758,0.7491,3.3647,0.4141,0.502,0.4839,0.8425,0.9227,1.1686,0.1252,-0.7194,4.9589,,,0,,-0.9763,1.3522,0.5619,1.9649,1.3029,0.5548,0.7605,6.2501,,0.78,0.0712,,0.666,,,0.3921,1.7776,4.6452,0.6698,2.7457,0.484,1.2194,1.2642,0.3508,0.1462,2.2028,0.4416,0.2812,1.6778,,,2.0186,,18.5483,2503982840,2543055513,5071234903,3975087718,5567215597,5198382707,10065185890,6846304901,4596734390,440405505,,6468498975,,,12411101282,51159077047,5293417324,7457110400,6944618250,4708406466,31472401901,3344311709,1.37694E+11,1.6037E+11,11657016000,76800000000,1.78323E+11,4022673205,,,1424713000,,1014250000,18.4297,193.5166,37.6792,87.5534,27.9653,38.9099,250.6791,110.5102,106.4472,43.4815,,27.9865,,,11.8817,15.0676,42.8586,20.7654,22.7214,91.7995,19.0397,114.1122,11.6108,15.9793,39.8427,18.0738,14.6647,32.2109,,,62.9911,,70.1376,2.2843,11.6209,1.8539,3.6062,2.5768,4.5211,5.7107,6.2219,1.7499,11.4292,,3.5149,,,1.2868,1.328,3.326,1.4164,1.8886,1.6681,1.7677,4.0589,1.239,1.4244,3.7235,1.9845,1.5378,3.5541,,,4.6827,,7.0358,0.972,10.2172,0.8024,1.5915,0.7406,1.1681,1.5414,4.6904,2.2673,9.1944,,2.5261,,,0.4122,0.5103,1.0208,2.9386,0.6051,2.5274,1.0917,0.4412,0.2583,0.3107,0.7665,0.5122,0.5687,3.3949,,,2.7028,,13.9763
