ÈÕÆÚ,000498.SZ,000779.SZ,002060.SZ,002061.SZ,002062.SZ,002116.SZ,002307.SZ,002586.SZ,002628.SZ,002883.SZ,002941.SZ,300284.SZ,300712.SZ,300732.SZ,600039.SH,600068.SH,600133.SH,600284.SH,600502.SH,600512.SH,600820.SH,600853.SH,601186.SH,601390.SH,601611.SH,601669.SH,601800.SH,603018.SH,603357.SH,603458.SH,603843.SH,603860.SH,603909.SH,000498.SZ,000779.SZ,002060.SZ,002061.SZ,002062.SZ,002116.SZ,002307.SZ,002586.SZ,002628.SZ,002883.SZ,002941.SZ,300284.SZ,300712.SZ,300732.SZ,600039.SH,600068.SH,600133.SH,600284.SH,600502.SH,600512.SH,600820.SH,600853.SH,601186.SH,601390.SH,601611.SH,601669.SH,601800.SH,603018.SH,603357.SH,603458.SH,603843.SH,603860.SH,603909.SH,000498.SZ,000779.SZ,002060.SZ,002061.SZ,002062.SZ,002116.SZ,002307.SZ,002586.SZ,002628.SZ,002883.SZ,002941.SZ,300284.SZ,300712.SZ,300732.SZ,600039.SH,600068.SH,600133.SH,600284.SH,600502.SH,600512.SH,600820.SH,600853.SH,601186.SH,601390.SH,601611.SH,601669.SH,601800.SH,603018.SH,603357.SH,603458.SH,603843.SH,603860.SH,603909.SH,000498.SZ,000779.SZ,002060.SZ,002061.SZ,002062.SZ,002116.SZ,002307.SZ,002586.SZ,002628.SZ,002883.SZ,002941.SZ,300284.SZ,300712.SZ,300732.SZ,600039.SH,600068.SH,600133.SH,600284.SH,600502.SH,600512.SH,600820.SH,600853.SH,601186.SH,601390.SH,601611.SH,601669.SH,601800.SH,603018.SH,603357.SH,603458.SH,603843.SH,603860.SH,603909.SH,000498.SZ,000779.SZ,002060.SZ,002061.SZ,002062.SZ,002116.SZ,002307.SZ,002586.SZ,002628.SZ,002883.SZ,002941.SZ,300284.SZ,300712.SZ,300732.SZ,600039.SH,600068.SH,600133.SH,600284.SH,600502.SH,600512.SH,600820.SH,600853.SH,601186.SH,601390.SH,601611.SH,601669.SH,601800.SH,603018.SH,603357.SH,603458.SH,603843.SH,603860.SH,603909.SH,000498.SZ,000779.SZ,002060.SZ,002061.SZ,002062.SZ,002116.SZ,002307.SZ,002586.SZ,002628.SZ,002883.SZ,002941.SZ,300284.SZ,300712.SZ,300732.SZ,600039.SH,600068.SH,600133.SH,600284.SH,600502.SH,600512.SH,600820.SH,600853.SH,601186.SH,601390.SH,601611.SH,601669.SH,601800.SH,603018.SH,603357.SH,603458.SH,603843.SH,603860.SH,603909.SH
2014/7/4,-1.0929,0.3601,3.6961,0,0,-2.3041,-2.0588,0,-0.7059,,,10.0571,,,-1.2389,0,-1.1583,-0.1067,2.1858,-0.7092,0,0,0.2183,0.3891,,0,0.2793,,,,,,,0.8327,0.3307,2.3475,1.8156,0.4106,1.8416,3.5846,2.4984,1.2827,,,5.3065,,,1.4458,0.3777,1.1627,0.7152,4.2941,0.3154,0.668,0.8691,0.1073,0.1549,,,0.9863,,,,,,,1282095881,1338619377,3035211529,1500581221,2447536756,3259162687,3711705379,1536019873,1968637233,,,2631769025,,,3053376000,13287218702,2184277637,6187334400,3754436400,2063433837,9061310490,1546006055,47099116845,44098675800,,7957950000,4845550176,,,,,,,15.5215,-46.8787,34.017,56.948,16.3892,20.5672,155.8632,44.985,9.8808,,,24.9352,,,16.4255,11.0707,-7.0015,13.1446,18.5073,13.6677,10.0834,89.793,5.4743,5.862,,5.5838,4.7836,,,,,,,1.761,5.6743,1.233,1.3424,1.4239,4.6213,2.9101,4.6409,1.2137,,,2.9793,,,1.2953,1.2853,2.7555,1.4041,2.4197,1.7313,1.0463,1.9692,0.6992,0.6343,,0.7508,0.608,,,,,,,0.5662,6.8016,0.5624,1.093,0.3738,0.5696,0.759,2.6757,0.7285,,,2.8427,,,0.3313,0.2947,0.6404,3.3371,0.5511,1.1144,0.5532,0.2734,0.0965,0.0981,,0.1756,0.1746,,,,,,
2014/7/7,0.8287,-2.0335,2.3762,-1.6349,1.0724,-1.3208,-2.7027,0.084,-0.237,,,-0.8307,,,-0.1792,0,0,0.2137,-0.4011,-0.3571,0.6289,1.7361,1.3072,1.5504,,0,-0.2786,,,,,,,1.0559,0.6397,3.3537,2.693,0.5631,1.9519,3.7286,1.315,0.9265,,,5.989,,,1.0761,0.3016,0.9189,0.6988,2.5928,0.3131,0.584,1.5217,0.2883,0.3077,,,0.8242,,,,,,,1292720985,1311398648,3107335368,1476048558,2473783799,3216117142,3611389018,1537309562,1963972216,,,2609905939,,,3047904000,13287218702,2184277637,6200555200,3739378500,2056064430,9118299864,1572846438,47714791575,44782376200,,7957950000,4832052822,,,,,,,15.6502,-45.9254,34.8253,56.017,16.565,20.2956,151.6507,45.0228,9.8574,,,24.728,,,16.3961,11.0707,-7.0015,13.1727,18.4331,13.6189,10.1468,91.3519,5.5458,5.9528,,5.5838,4.7703,,,,,,,1.7756,5.5589,1.2623,1.3205,1.4392,4.5603,2.8315,4.6448,1.2109,,,2.9545,,,1.293,1.2853,2.7555,1.4071,2.41,1.7252,1.0529,2.0034,0.7084,0.6442,,0.7508,0.6063,,,,,,,0.5709,6.6633,0.5758,1.0751,0.3778,0.5621,0.7385,2.6779,0.7268,,,2.8191,,,0.3308,0.2947,0.6404,3.3442,0.5489,1.1105,0.5567,0.2782,0.0978,0.0996,,0.1756,0.1742,,,,,,
2014/7/8,3.2877,-0.1221,2.5145,1.385,0,3.2505,1.0802,0.755,-0.2375,,,-0.6283,,,1.0772,-0.2625,0.3906,-0.8529,-1.745,0.7168,1.25,-1.0239,0.6452,-0.3817,,0,0.5587,,,,,,,4.6109,0.7477,3.3046,1.713,0.3279,2.4985,2.5627,2.6614,1.0742,,,3.5546,,,0.8413,0.2422,0.8357,0.6936,2.6191,0.3305,1.029,0.7688,0.1965,0.1185,,,0.7506,,,,,,,1335221401,1309797428,3185469526,1496492444,2473783799,3320656322,3650400936,1548916765,1959307199,,,2593508624,,,3080736000,13252344113,2192809972,6147672000,3674127600,2070803243,9232278612,1556742208,48022628940,44611451100,,7957950000,4859047530,,,,,,,16.1647,-45.8694,35.701,56.7928,16.565,20.9553,153.2889,45.3627,9.834,,,24.5727,,,16.5727,11.0417,-7.0289,13.0604,18.1114,13.7165,10.2736,90.4165,5.5816,5.9301,,5.5838,4.7969,,,,,,,1.834,5.5521,1.294,1.3388,1.4392,4.7085,2.8621,4.6798,1.208,,,2.9359,,,1.3069,1.282,2.7663,1.3951,2.368,1.7375,1.0661,1.9829,0.713,0.6417,,0.7508,0.6097,,,,,,,0.5897,6.6552,0.5903,1.09,0.3778,0.5804,0.7465,2.6981,0.7251,,,2.8014,,,0.3343,0.294,0.6429,3.3157,0.5393,1.1184,0.5636,0.2753,0.0984,0.0992,,0.1756,0.1751,,,,,,
2014/7/9,-2.3873,-0.978,-3.0189,-1.9126,-2.6525,3.9815,-3.3588,-0.8326,1.6667,,,-3.372,,,-1.7762,-0.2632,-1.751,-1.2903,-1.0929,-1.4235,-2.2634,-2.069,-1.2821,-0.7663,,0,-0.8333,,,,,,,2.196,0.9628,2.0017,1.4409,0.4324,5.5921,3.7672,1.9551,3.684,,,2.1929,,,0.9282,0.3969,0.8602,0.7049,1.788,0.3249,0.8732,0.9475,0.2144,0.1743,,,0.767,,,,,,,1303346089,1296987674,3089304408,1467871004,2408166192,3452867639,3527792050,1536019873,1991962319,,,2506056279,,,3026016000,13217469523,2154414466,6068347200,3633973200,2041325617,9023317574,1524533749,47406954210,44269600900,,7957950000,4818555467,,,,,,,15.7788,-45.4208,34.6232,55.7066,16.1256,21.7896,148.1403,44.985,9.9979,,,23.7441,,,16.2784,11.0126,-6.9058,12.8919,17.9135,13.5213,10.0411,88.5458,5.51,5.8847,,5.5838,4.7569,,,,,,,1.7902,5.4978,1.255,1.3132,1.401,4.8959,2.7659,4.6409,1.2281,,,2.8369,,,1.2837,1.2786,2.7178,1.3771,2.3421,1.7128,1.042,1.9419,0.7038,0.6368,,0.7508,0.6046,,,,,,,0.5756,6.5901,0.5724,1.0691,0.3678,0.6035,0.7214,2.6757,0.7372,,,2.7069,,,0.3284,0.2932,0.6316,3.2729,0.5334,1.1025,0.5509,0.2697,0.0971,0.0984,,0.1756,0.1737,,,,,,
2014/7/10,0.2717,-0.7407,0.9728,0.8357,0.8174,0.7124,-1.7378,0.3359,-1.4052,,,1.0905,,,0,-0.2639,0,-0.5447,0.2762,-0.361,-0.6316,1.4085,1.9481,1.1583,,0,0.2801,,,,,,,1.1656,0.5378,1.3515,0.9882,0.3199,4.0484,3.1925,1.8889,1.5349,,,1.4834,,,0.7819,0.2208,0.593,0.6658,1.0702,0.3764,0.5721,0.8531,0.3695,0.2083,,,1.0875,,,,,,,1306887791,1287380357,3119356007,1480137336,2427851474,3477465093,3466487606,1541178630,1963972216,,,2533385137,,,3026016000,13182594933,2154414466,6035295200,3644011800,2033956211,8966328200,1546006055,48330466305,44782376200,,7957950000,4832052822,,,,,,,15.8217,-45.0843,34.96,56.1722,16.2574,21.9449,145.566,45.1361,9.8574,,,24.003,,,16.2784,10.9836,-6.9058,12.8216,17.963,13.4725,9.9777,89.793,5.6174,5.9528,,5.5838,4.7703,,,,,,,1.7951,5.4571,1.2672,1.3241,1.4124,4.9308,2.7179,4.6565,1.2109,,,2.8679,,,1.2837,1.2752,2.7178,1.3696,2.3486,1.7066,1.0354,1.9692,0.7175,0.6442,,0.7508,0.6063,,,,,,,0.5772,6.5413,0.578,1.0781,0.3708,0.6078,0.7089,2.6846,0.7268,,,2.7365,,,0.3284,0.2924,0.6316,3.2551,0.5349,1.0985,0.5474,0.2734,0.099,0.0996,,0.1756,0.1742,,,,,,
2014/7/11,-0.271,1.8657,3.0829,1.6575,1.8919,0.4421,2.4116,1.0879,0.4751,,,-0.7551,,,1.8083,0.2646,0.7921,0.7667,0.8264,1.087,0.2119,1.3889,1.9108,1.145,,0,0.838,,,,,,,0.9216,0.8272,2.3337,2.015,0.5228,2.1597,2.7227,2.2308,0.9038,,,1.4293,,,1.1557,0.2973,0.6721,0.4806,1.2094,0.2903,0.5408,1.5436,0.416,0.2749,,,1.2543,,,,,,,1303346089,1311398648,3215521125,1504669999,2473783799,3492838502,3550084574,1557944590,1973302250,,,2514254936,,,3080736000,13217469523,2171479135,6081568000,3674127600,2056064430,8985324658,1567478361,49253978400,45295151500,,7957950000,4872544884,,,,,,,15.7788,-45.9254,36.0378,57.1032,16.565,22.0419,149.0764,45.6271,9.9042,,,23.8218,,,16.5727,11.0126,-6.9605,12.9199,18.1114,13.6189,9.9988,91.0401,5.7247,6.021,,5.5838,4.8102,,,,,,,1.7902,5.5589,1.3063,1.3461,1.4392,4.9526,2.7834,4.7071,1.2166,,,2.8462,,,1.3069,1.2786,2.7394,1.3801,2.368,1.7252,1.0376,1.9966,0.7312,0.6515,,0.7508,0.6114,,,,,,,0.5756,6.6633,0.5958,1.0959,0.3778,0.6105,0.726,2.7138,0.7303,,,2.7158,,,0.3343,0.2932,0.6366,3.2801,0.5393,1.1105,0.5486,0.2772,0.1009,0.1007,,0.1756,0.1756,,,,,,
2014/7/14,1.3587,-0.4884,0.7477,1.3587,10.0796,1.5845,0.6279,0.8278,0.9456,,,0.9783,,,0.3552,1.5831,1.5717,1.3043,0.4098,1.0753,0.4228,0.3425,0.2083,0.7547,,0,1.108,,,,,,,0.8988,1.0635,1.575,2.1347,1.8579,2.1568,2.416,2.4087,1.4724,,,1.1292,,,0.9716,0.5748,1.1707,0.6114,1.4205,0.5435,0.7125,0.947,0.2298,0.217,,,1.0952,,,,,,,1321054596,1304993770,3239562405,1525113884,2723130707,3548182774,3572377099,1570841482,1991962319,,,2538850908,,,3091680000,13426717061,2205608473,6160892800,3689185500,2078172650,9023317574,1572846438,49356590855,45637001700,,7957950000,4926534301,,,,,,,15.9932,-45.7011,36.3072,57.879,18.2346,22.3911,150.0125,46.0048,9.9979,,,24.0548,,,16.6316,11.187,-7.0699,13.0885,18.1856,13.7653,10.0411,91.3519,5.7366,6.0664,,5.5838,4.8635,,,,,,,1.8145,5.5317,1.316,1.3644,1.5842,5.0311,2.8009,4.7461,1.2281,,,2.8741,,,1.3116,1.2988,2.7824,1.3981,2.3777,1.7437,1.042,2.0034,0.7328,0.6565,,0.7508,0.6182,,,,,,,0.5834,6.6308,0.6003,1.1108,0.4159,0.6201,0.7305,2.7363,0.7372,,,2.7424,,,0.3355,0.2978,0.6466,3.3228,0.5416,1.1224,0.5509,0.2782,0.1011,0.1015,,0.1756,0.1776,,,,,,
2014/7/15,0.2681,0.4908,-0.3711,1.0724,10.1205,6.5858,-2.1841,-0.4926,1.171,,,-1.2917,,,0.885,0.2597,1.5474,0.4292,0.5442,0.3546,-0.6316,-0.6826,0.4158,0,,0,0.5479,,,,,,,0.8498,1.0633,1.2572,2.5976,6.801,5.0917,1.9558,1.3234,2.1637,,,1.0348,,,1.5198,0.5177,1.9938,0.9938,1.5135,0.6758,0.7121,0.7033,0.2738,0.3394,,,1.2946,,,,,,,1324596297,1311398648,3227541765,1541468993,2998724658,3781858589,3494353262,1563103347,2015287404,,,2506056279,,,3119040000,13461591651,2239737812,6187334400,3709262700,2085542056,8966328200,1562110285,49561815765,45637001700,,7957950000,4953529010,,,,,,,16.0361,-45.9254,36.1725,58.4997,20.0801,23.8658,146.7361,45.7782,10.115,,,23.7441,,,16.7788,11.216,-7.1793,13.1446,18.2846,13.8142,9.9777,90.7283,5.7605,6.0664,,5.5838,4.8902,,,,,,,1.8194,5.5589,1.3111,1.379,1.7446,5.3624,2.7397,4.7227,1.2425,,,2.8369,,,1.3232,1.3022,2.8255,1.4041,2.3906,1.7499,1.0354,1.9898,0.7358,0.6565,,0.7508,0.6215,,,,,,,0.585,6.6633,0.5981,1.1227,0.458,0.661,0.7146,2.7228,0.7458,,,2.7069,,,0.3385,0.2986,0.6566,3.3371,0.5445,1.1264,0.5474,0.2763,0.1016,0.1015,,0.1756,0.1785,,,,,,
2014/7/16,0,3.5409,-2.0484,-0.2653,-5.2516,1.7886,5.4226,1.7327,-0.2315,,,1.3086,,,-1.0526,6.2176,-0.9524,-0.7479,1.0825,0.3534,2.1186,2.7491,0.207,0.7491,,0,1.3624,,,,,,,0.9726,1.286,1.2244,1.5805,5.2061,5.8436,4.7582,4.6119,1.9443,,,2.1303,,,1.0656,4.3819,1.2238,0.6407,3.2378,0.6965,1.318,2.5044,0.2749,0.3295,,,2.7497,,,,,,,1324596297,1357834009,3161428246,1537380216,2841242400,3849501589,3683839723,1590186821,2010622387,,,2538850908,,,3086208000,14298581806,2218406975,6141061600,3749417100,2092911463,9156292780,1605054897,49664428220,45978851900,,7957950000,5021015781,,,,,,,16.0361,-47.5516,35.4316,58.3446,19.0255,24.2926,154.6931,46.5714,10.0916,,,24.0548,,,16.6022,11.9134,-7.1109,13.0463,18.4825,13.863,10.1891,93.2226,5.7724,6.1119,,5.5838,4.9568,,,,,,,1.8194,5.7557,1.2843,1.3753,1.6529,5.4584,2.8883,4.8045,1.2396,,,2.8741,,,1.3092,1.3832,2.7986,1.3936,2.4165,1.7561,1.0573,2.0445,0.7373,0.6614,,0.7508,0.63,,,,,,,0.585,6.8993,0.5858,1.1198,0.4339,0.6728,0.7533,2.77,0.7441,,,2.7424,,,0.3349,0.3172,0.6504,3.3121,0.5504,1.1304,0.559,0.2839,0.1018,0.1022,,0.1756,0.181,,,,,,
2014/7/17,-1.3369,-1.1792,8.5551,-0.266,-2.5404,-4.393,-1.8154,-0.7299,-0.9281,,,-1.9376,,,-0.8865,-2.1951,0.7692,-0.3229,-1.4726,-0.7042,-1.2448,-2.6756,-1.0331,-0.7435,,0,-0.8065,,,,,,,0.7024,1.0502,6.0276,1.1852,2.0875,3.0382,4.1046,1.9033,1.0316,,,0.9321,,,0.8579,1.7757,1.8103,0.6003,1.669,0.3359,0.7528,1.3179,0.175,0.2289,,,1.5104,,,,,,,1306887791,1341821815,3431892640,1533291439,2769063032,3680394091,3616962149,1578579618,1991962319,,,2489658964,,,3058848000,13984710498,2235471644,6121230400,3694204800,2078172650,9042314032,1562110285,49151365945,45637001700,,7957950000,4980523718,,,,,,,15.8217,-46.9909,38.4628,58.1894,18.5422,23.2255,151.8847,46.2314,9.9979,,,23.5887,,,16.455,11.6519,-7.1656,13.0042,18.2104,13.7653,10.0622,90.7283,5.7128,6.0664,,5.5838,4.9168,,,,,,,1.7951,5.6878,1.3941,1.3717,1.611,5.2186,2.8359,4.7695,1.2281,,,2.8184,,,1.2976,1.3528,2.8201,1.3891,2.3809,1.7437,1.0441,1.9898,0.7297,0.6565,,0.7508,0.6249,,,,,,,0.5772,6.8179,0.6359,1.1168,0.4229,0.6432,0.7397,2.7498,0.7372,,,2.6892,,,0.3319,0.3102,0.6554,3.3014,0.5423,1.1224,0.552,0.2763,0.1007,0.1015,,0.1756,0.1795,,,,,,
2014/7/18,0.542,0.2387,-1.2259,0,-0.4739,0.5013,-0.9245,-1.634,-0.2342,,,-1.2075,,,0.7156,-0.2494,-0.3817,0.432,-0.4076,0.7092,0.4202,1.0309,1.6701,1.1236,,0,0.813,,,,,,,0.5758,0.4951,4.2331,1.0837,1.5078,2.4548,2.8881,2.0856,1.0577,,,0.995,,,0.7977,0.9723,0.9397,0.5354,1.3403,0.5814,0.753,1.1922,0.2953,0.2446,,,1.3799,,,,,,,1313971193,1345024254,3389820401,1533291439,2755939511,3698842181,3583523362,1552785833,1987297302,,,2459597220,,,3080736000,13949835908,2226939310,6147672000,3679146900,2092911463,9080306948,1578214515,49972265585,46149777000,,7957950000,5021015781,,,,,,,15.9074,-47.103,37.9912,58.1894,18.4543,23.3419,150.4806,45.476,9.9745,,,23.3039,,,16.5727,11.6228,-7.1383,13.0604,18.1362,13.863,10.1045,91.6637,5.8082,6.1346,,5.5838,4.9568,,,,,,,1.8048,5.7014,1.3771,1.3717,1.6033,5.2447,2.8096,4.6915,1.2252,,,2.7843,,,1.3069,1.3494,2.8093,1.3951,2.3712,1.7561,1.0485,2.0103,0.7419,0.6638,,0.7508,0.63,,,,,,,0.5803,6.8342,0.6281,1.1168,0.4209,0.6465,0.7328,2.7049,0.7354,,,2.6567,,,0.3343,0.3094,0.6529,3.3157,0.5401,1.1304,0.5543,0.2791,0.1024,0.1026,,0.1756,0.181,,,,,,
2014/7/21,-0.2695,-1.1905,1.9504,-0.5333,1.1905,0.3325,-2.1773,-1.1628,-1.4085,,,-0.7778,,,1.2433,-1.75,-0.3831,-1.1828,-0.4093,-0.7042,-0.4184,-1.0204,0.2053,0,,0,-0.5376,,,,,,,0.5669,0.6448,3.4488,0.8076,1.0586,1.6567,2.3176,1.8255,1.4776,,,1.8215,,,1.5093,0.9708,1.0212,0.504,1.1078,0.3628,0.5077,0.5934,0.3486,0.2401,,,0.8776,,,,,,,1310429492,1329012061,3455933920,1525113884,2788748315,3711140908,3505499525,1534730184,1959307199,,,2440467019,,,3119040000,13705713780,2218406975,6074957600,3664089000,2078172650,9042314032,1562110285,50074878040,46149777000,,7957950000,4994021073,,,,,,,15.8645,-46.5423,38.7322,57.879,18.674,23.4195,147.2042,44.9472,9.834,,,23.1227,,,16.7788,11.4194,-7.1109,12.9059,18.0619,13.7653,10.0622,90.7283,5.8201,6.1346,,5.5838,4.9302,,,,,,,1.7999,5.6335,1.4039,1.3644,1.6224,5.2622,2.7485,4.637,1.208,,,2.7627,,,1.3232,1.3258,2.7986,1.3786,2.3615,1.7437,1.0441,1.9898,0.7434,0.6638,,0.7508,0.6266,,,,,,,0.5787,6.7528,0.6404,1.1108,0.4259,0.6486,0.7169,2.6734,0.7251,,,2.6361,,,0.3385,0.304,0.6504,3.2765,0.5379,1.1224,0.552,0.2763,0.1026,0.1026,,0.1756,0.18,,,,,,
2014/7/22,0.2703,0,-0.5217,0.8043,1.8824,2.8169,0.4769,0.5882,0.9524,,,-0.224,,,0.1754,0.2545,0.7692,0.4353,0.8219,0.7092,-0.4202,1.3746,-0.2049,0.3704,,0,0.8108,,,,,,,0.9947,0.7704,2.285,1.1404,1.8403,2.6508,1.7741,1.5016,1.2504,,,0.6791,,,1.1907,0.982,1.0974,0.6397,1.2652,0.5223,0.8683,0.8622,0.3054,0.2271,,,1.5606,,,,,,,1313971193,1329012061,3437902960,1537380216,2841242400,3815680089,3522218918,1543758008,1977967267,,,2435001248,,,3124512000,13740588369,2235471644,6101399200,3694204800,2092911463,9004321116,1583582591,49972265585,46320702100,,7957950000,5034513135,,,,,,,15.9074,-46.5423,38.5301,58.3446,19.0255,24.0792,147.9063,45.2116,9.9277,,,23.0709,,,16.8082,11.4485,-7.1656,12.9621,18.2104,13.863,10.02,91.9754,5.8082,6.1573,,5.5838,4.9701,,,,,,,1.8048,5.6335,1.3966,1.3753,1.6529,5.4104,2.7616,4.6643,1.2195,,,2.7565,,,1.3255,1.3292,2.8201,1.3846,2.3809,1.7561,1.0398,2.0171,0.7419,0.6663,,0.7508,0.6317,,,,,,,0.5803,6.7528,0.637,1.1198,0.4339,0.6669,0.7203,2.6891,0.732,,,2.6302,,,0.3391,0.3048,0.6554,3.2907,0.5423,1.1304,0.5497,0.2801,0.1024,0.103,,0.1756,0.1815,,,,,,
2014/7/23,0.8086,-0.8434,-1.2238,-0.5319,-1.6166,-4.8348,-1.7405,-1.1696,-0.7075,,,-3.9282,,,-1.2259,-1.0152,-1.145,-0.8667,-1.087,0,1.0549,-0.678,1.6427,2.214,,0,1.0724,,,,,,,1.6956,0.5025,2.4111,1.5139,1.9248,2.249,2.18,1.611,1.292,,,1.4841,,,1.2475,0.8473,1.0993,0.8219,1.2966,0.6258,1.1537,0.6753,0.6082,0.6379,,,2.9669,,,,,,,1324596297,1317803525,3395830721,1529202662,2795310075,3631199182,3460914475,1525702359,1963972216,,,2339350245,,,3086208000,13601090010,2209874641,6048516000,3654050400,2092911463,9099303406,1572846438,50793165225,47346252700,,7957950000,5088502552,,,,,,,16.0361,-46.1497,38.0586,58.0342,18.718,22.915,145.3319,44.6828,9.8574,,,22.1646,,,16.6022,11.3322,-7.0836,12.8497,18.0124,13.863,10.1257,91.3519,5.9036,6.2937,,5.5838,5.0234,,,,,,,1.8194,5.586,1.3795,1.368,1.6262,5.1488,2.7135,4.6097,1.2109,,,2.6482,,,1.3092,1.3157,2.7878,1.3726,2.355,1.7561,1.0507,2.0034,0.7541,0.681,,0.7508,0.6385,,,,,,,0.585,6.6959,0.6292,1.1138,0.4269,0.6346,0.7078,2.6577,0.7268,,,2.5269,,,0.3349,0.3017,0.6479,3.2622,0.5364,1.1304,0.5555,0.2782,0.1041,0.1053,,0.1756,0.1834,,,,,,
2014/7/24,1.0695,-0.9721,4.6018,0.2674,-1.6432,-1.6088,-1.9324,-0.4227,0.4751,,,-1.285,,,1.0638,1.0256,3.0888,0.8743,1.7857,0.7042,1.4614,1.0239,1.0101,1.444,,0,1.061,,,,,,,1.202,0.6024,3.5555,1.6112,1.2816,1.8031,2.3909,1.3621,1.4693,,,0.8714,,,1.4406,0.8465,2.8812,0.8631,1.9938,0.8927,1.7318,1.1069,0.5072,0.5556,,,2.6587,,,,,,,1338763103,1304993770,3552099037,1533291439,2749377750,3572780228,3394036901,1519253913,1973302250,,,2309288501,,,3119040000,13740588369,2278133317,6101399200,3719301300,2107650276,9232278612,1588950668,51306227500,48029953100,,7957950000,5142491969,,,,,,,16.2076,-45.7011,39.81,58.1894,18.4104,22.5464,142.5236,44.494,9.9042,,,21.8798,,,16.7788,11.4485,-7.3024,12.9621,18.3341,13.9606,10.2736,92.2872,5.9632,6.3845,,5.5838,5.0767,,,,,,,1.8389,5.5317,1.443,1.3717,1.5995,5.066,2.6611,4.5902,1.2166,,,2.6142,,,1.3232,1.3292,2.8739,1.3846,2.3971,1.7684,1.0661,2.0239,0.7617,0.6909,,0.7508,0.6453,,,,,,,0.5912,6.6308,0.6582,1.1168,0.4199,0.6244,0.6941,2.6464,0.7303,,,2.4944,,,0.3385,0.3048,0.6679,3.2907,0.546,1.1383,0.5636,0.281,0.1051,0.1068,,0.1756,0.1853,,,,,,
2014/7/25,0.5291,1.5951,1.5228,1.3333,0.4773,2.1515,1.9704,1.1885,1.182,,,1.1834,,,0.8772,0.2538,0.3745,1.0834,0.4049,1.049,0.6173,6.0811,0.6,0,,0,0.7874,,,,,,,1.116,0.5937,5.1083,2.2474,0.8482,1.2908,1.8069,0.8367,1.9333,,,0.9035,,,1.5322,1.6691,1.7426,0.8857,2.1813,0.8176,1.2348,4.9444,0.3335,0.3147,,,1.4605,,,,,,,1345846505,1325809622,3606191916,1553735325,2762501272,3649647273,3460914475,1537309562,1996627336,,,2336617359,,,3146400000,13775462959,2286665651,6167503200,3734359200,2129758496,9289267986,1685576046,51614064865,48029953100,,7957950000,5182984032,,,,,,,16.2933,-46.4301,40.4162,58.9652,18.4983,23.0314,145.3319,45.0228,10.0213,,,22.1387,,,16.926,11.4775,-7.3297,13.1025,18.4083,14.107,10.3371,97.8993,5.999,6.3845,,5.5838,5.1167,,,,,,,1.8486,5.62,1.465,1.39,1.6071,5.175,2.7135,4.6448,1.231,,,2.6451,,,1.3348,1.3326,2.8847,1.3996,2.4068,1.787,1.0727,2.147,0.7663,0.6909,,0.7508,0.6503,,,,,,,0.5944,6.7365,0.6682,1.1317,0.4219,0.6379,0.7078,2.6779,0.7389,,,2.5239,,,0.3414,0.3056,0.6704,3.3264,0.5482,1.1503,0.5671,0.2981,0.1058,0.1068,,0.1756,0.1868,,,,,,
2014/7/28,0.7895,1.3285,0.3333,1.3158,0.9501,1.8534,0.9662,1.0067,2.5701,,,3.1579,,,0.8696,1.7722,0.3731,1.8221,1.3441,1.0381,1.636,2.8662,3.8775,3.2028,,0,3.3854,,,,,,,2.0055,0.7916,3.0505,3.2874,1.1602,1.6343,2.3709,1.9239,4.5728,,,1.3239,,,1.7748,1.4828,2.3761,2.0125,3.7414,1.2109,2.1409,5.6433,0.6846,0.7473,,,4.3821,,,,,,,1356471609,1343423035,3618212556,1574179210,2788748315,3717290272,3494353262,1552785833,2047942524,,,2410405276,,,3173760000,14019585088,2295197986,6279880000,3784552200,2151866716,9441239651,1733888735,52229739595,49568279000,,7957950000,5358449637,,,,,,,16.4219,-47.0469,40.5509,59.7411,18.674,23.4583,146.7361,45.476,10.2789,,,22.8378,,,17.0731,11.6809,-7.3571,13.3412,18.6557,14.2535,10.5062,100.7053,6.0706,6.589,,5.5838,5.2899,,,,,,,1.8632,5.6946,1.4698,1.4083,1.6224,5.2709,2.7397,4.6915,1.2626,,,2.7287,,,1.3464,1.3562,2.8954,1.4251,2.4391,1.8055,1.0902,2.2086,0.7754,0.713,,0.7508,0.6724,,,,,,,0.5991,6.826,0.6704,1.1466,0.4259,0.6497,0.7146,2.7049,0.7579,,,2.6036,,,0.3444,0.311,0.6729,3.387,0.5556,1.1622,0.5764,0.3067,0.107,0.1102,,0.1756,0.1931,,,,,,
