ÈÕÆÚ,000018.SZ,000055.SZ,000065.SZ,000928.SZ,002051.SZ,002135.SZ,002140.SZ,002178.SZ,002298.SZ,002469.SZ,002541.SZ,002542.SZ,002593.SZ,002743.SZ,200018.SZ,200055.SZ,300384.SZ,300517.SZ,300635.SZ,600248.SH,600477.SH,600496.SH,600970.SH,601068.SH,601117.SH,601226.SH,601618.SH,603098.SH,603637.SH,603698.SH,603929.SH,603959.SH,000018.SZ,000055.SZ,000065.SZ,000928.SZ,002051.SZ,002135.SZ,002140.SZ,002178.SZ,002298.SZ,002469.SZ,002541.SZ,002542.SZ,002593.SZ,002743.SZ,200018.SZ,200055.SZ,300384.SZ,300517.SZ,300635.SZ,600248.SH,600477.SH,600496.SH,600970.SH,601068.SH,601117.SH,601226.SH,601618.SH,603098.SH,603637.SH,603698.SH,603929.SH,603959.SH,000018.SZ,000055.SZ,000065.SZ,000928.SZ,002051.SZ,002135.SZ,002140.SZ,002178.SZ,002298.SZ,002469.SZ,002541.SZ,002542.SZ,002593.SZ,002743.SZ,200018.SZ,200055.SZ,300384.SZ,300517.SZ,300635.SZ,600248.SH,600477.SH,600496.SH,600970.SH,601068.SH,601117.SH,601226.SH,601618.SH,603098.SH,603637.SH,603698.SH,603929.SH,603959.SH,000018.SZ,000055.SZ,000065.SZ,000928.SZ,002051.SZ,002135.SZ,002140.SZ,002178.SZ,002298.SZ,002469.SZ,002541.SZ,002542.SZ,002593.SZ,002743.SZ,200018.SZ,200055.SZ,300384.SZ,300517.SZ,300635.SZ,600248.SH,600477.SH,600496.SH,600970.SH,601068.SH,601117.SH,601226.SH,601618.SH,603098.SH,603637.SH,603698.SH,603929.SH,603959.SH,000018.SZ,000055.SZ,000065.SZ,000928.SZ,002051.SZ,002135.SZ,002140.SZ,002178.SZ,002298.SZ,002469.SZ,002541.SZ,002542.SZ,002593.SZ,002743.SZ,200018.SZ,200055.SZ,300384.SZ,300517.SZ,300635.SZ,600248.SH,600477.SH,600496.SH,600970.SH,601068.SH,601117.SH,601226.SH,601618.SH,603098.SH,603637.SH,603698.SH,603929.SH,603959.SH,000018.SZ,000055.SZ,000065.SZ,000928.SZ,002051.SZ,002135.SZ,002140.SZ,002178.SZ,002298.SZ,002469.SZ,002541.SZ,002542.SZ,002593.SZ,002743.SZ,200018.SZ,200055.SZ,300384.SZ,300517.SZ,300635.SZ,600248.SH,600477.SH,600496.SH,600970.SH,601068.SH,601117.SH,601226.SH,601618.SH,603098.SH,603637.SH,603698.SH,603929.SH,603959.SH
2015/7/3,-10.0101,-9.9903,-9.9941,-8.2128,-9.9917,-9.98,-6.6544,-10.0237,-9.9842,-7.34,-10.0248,-9.446,-9.9795,-10.0108,-10.0291,-9.8266,-10.0038,,,-9.9911,-10.0394,-9.9668,-8.7243,,-9.9765,-5.7124,-10.066,,,-9.9812,,,4.2841,6.1533,4.1002,5.0545,3.083,3.6669,1.9528,5.2714,0.0665,6.1622,4.0044,4.7089,5.7249,0.2347,1.7061,1.7933,8.3539,,,2.6112,6.6476,5.5693,4.4078,,2.5103,6.4664,1.8437,,,8.3108,,,2662536095,3899265064,7759166392,6102131430,16598046318,6054174688,8895049666,6411105518,8092159792,4242789480,2392411600,3383394275,2301716161,1011839000,2662536095,3899265064,2668053360,,,4715957028,5506810533,6994212984,12124666613,,37836110000,3156750000,88502550000,,,2367771000,,,1052.4821,72.4148,45.512,85.5009,19.3718,104.6581,34.4738,132.0737,640.8414,36.1697,28.2446,79.4357,103.7554,104.0056,385.0163,38.4166,98.0428,,,24.1414,113.8888,30.7177,81.7377,,11.9506,44.5644,26.2676,,,42.1254,,,34.404,5.6879,8.7527,5.8545,3.2077,3.6234,4.9321,10.0897,7.5061,4.9987,1.6487,6.1957,3.3691,7.5891,12.5856,3.0175,15.0498,,,2.7832,5.7522,2.4286,2.7292,,1.6,4.576,2.2002,,,11.7107,,,409.9805,3.6238,2.7781,1.301,1.7614,1.5975,2.6839,9.2796,11.8749,7.259,0.9223,8.5962,3.0555,2.2055,149.978,1.9225,25.5353,,,0.92,1.716,1.1889,0.5303,,0.5463,2.6069,0.4827,,,9.5979,,
2015/7/6,-10,0.6466,-7.6421,3.1525,-6.4947,-9.9778,3.1957,-9.6491,-9.9956,-6.2537,-5.5021,-5.1153,-10.0057,-9.985,-10.0162,5.2885,-9.9958,,,-10.0099,-0.547,-8.6716,-2.0739,,3.9113,2.4947,4.4037,,,-0.5909,,,2.511,2.5045,5.41,5.3636,3.7064,4.3996,2.4296,6.3597,6.903,6.5235,4.3337,5.1186,7.3326,23.0821,0.883,0.9106,6.4474,,,3.6069,7.9606,7.4428,5.8144,,2.8663,7.9621,2.092,,,10.1452,,,2396282486,3924475830,7166205930,6294502750,15520052522,5450099608,9179306415,5848811998,7283298576,3977457202,2260779600,3210321950,2071413691,910806800,2396282486,3924475830,2401360080,,,4243893936,5476685749,6387703740,11873208244,,39316010000,3235500000,92399910000,,,2353780000,,,947.2339,72.883,42.034,88.1963,18.1136,94.2155,35.5755,119.3298,576.7853,33.9077,26.6906,75.3723,93.374,93.6206,346.4964,40.4534,88.2426,,,21.7249,113.2658,28.054,80.0425,,12.418,45.6761,27.4244,,,41.8765,,,30.9636,5.7246,8.0838,6.0391,2.9993,3.2618,5.0897,9.1161,6.7558,4.6861,1.558,5.8787,3.032,6.8313,11.3264,3.1774,13.5454,,,2.5046,5.7207,2.218,2.6726,,1.6625,4.6901,2.297,,,11.6415,,,368.9825,3.6472,2.5658,1.342,1.647,1.4381,2.7696,8.3842,10.688,6.805,0.8715,8.1565,2.7498,1.9853,134.9731,2.0244,22.9829,,,0.8279,1.7066,1.0858,0.5193,,0.5677,2.6719,0.5039,,,9.5412,,
2015/7/7,-9.9875,0,-10.0071,-9.9775,-9.803,-9.9754,-10.0048,-10,0,-9.9746,-9.9709,-10.0423,0,-9.9933,-9.9641,0,0,,,-10.022,0,-9.899,-10.0368,,0.6274,-10.0139,6.8541,,,-10,,,0.6444,,1.4376,3.1449,4.3386,1.6179,1.5522,2.7245,,2.6019,2.8206,2.4167,,0.677,0.4774,,,,,2.1379,,3.5829,4.2575,,3.652,7.1851,3.1973,,,6.1385,,,2156953398,3924475830,6449078533,5666466970,13998628654,4906432036,8260938456,5263930798,7283298576,3580722271,2035359800,2887932325,2071413691,819786800,2156953398,3924475830,2401360080,,,3818569764,5476685749,5755385592,10681514230,,39562660000,2911500000,98733120000,,,2118402000,,,852.6288,72.883,37.8276,79.3965,16.338,84.8172,32.0162,107.3968,576.7853,30.5256,24.0293,67.8032,93.374,84.2648,311.9277,40.4477,88.2426,,,19.5476,113.2658,25.277,72.0088,,12.4959,41.1022,29.3041,,,37.6889,,,27.8711,5.7246,7.2749,5.4365,2.7053,2.9364,4.5805,8.2045,6.7558,4.2187,1.4027,5.2884,3.032,6.1486,10.1964,3.177,13.5454,,,2.2536,5.7207,1.9985,2.4044,,1.673,4.2205,2.4545,,,10.4773,,,332.1303,3.6472,2.309,1.2081,1.4855,1.2946,2.4925,7.5457,10.688,6.1262,0.7846,7.3374,2.7498,1.7869,121.5073,2.0241,22.9829,,,0.745,1.7066,0.9783,0.4672,,0.5713,2.4043,0.5384,,,8.5871,,
2015/7/8,-9.9861,0,-9.9804,-9.985,5.7346,0,-1.2705,0,0,-10.0212,7.0331,5.7579,0,-9.9926,-9.9701,0,0,,,-10.0367,0,0,-10.0307,,-9.9751,-3.864,-10.0329,,,-4.1958,,,0.0292,,0.9693,0.1254,9.5848,,6.5262,,,9.4344,8.0438,10.6079,,0.115,0.2831,,,,,1.088,,,8.5345,,2.1636,14.8663,2.1421,,,16.1888,,,1941557220,3924475830,5805437689,5100668970,14801389992,4906432036,8155982117,5263930798,7283298576,3221891952,2178509600,3054217500,2071413691,737868800,1941557220,3924475830,2401360080,,,3435310620,5476685749,5755385592,9610082915,,35616260000,2799000000,88827330000,,,2029518000,,,767.4842,72.883,34.0523,71.4688,17.2749,84.8172,31.6095,107.3968,576.7853,27.4666,25.7193,71.7072,93.374,75.8445,280.789,40.4421,88.2426,,,17.5856,113.2658,25.277,64.7858,,11.2494,39.514,26.364,,,36.1075,,,25.0879,5.7246,6.5488,4.8937,2.8604,2.9364,4.5223,8.2045,6.7558,3.7959,1.5013,5.5929,3.032,5.5342,9.1786,3.1766,13.5454,,,2.0274,5.7207,1.9985,2.1632,,1.5061,4.0574,2.2082,,,10.0377,,,298.9633,3.6472,2.0786,1.0875,1.5707,1.2946,2.4609,7.5457,10.688,5.5123,0.8398,7.7599,2.7498,1.6083,109.3777,2.0238,22.9829,,,0.6702,1.7066,0.9783,0.4203,,0.5143,2.3114,0.4844,,,8.2268,,
2015/7/9,10.0154,0,9.9956,9.9834,10.0207,0,10.0268,0,0,10.0392,9.9698,10,0,9.9918,9.9668,0,0,,,10.068,0,0,10.0114,,9.9723,9.9678,10.0548,,,10.0162,,,12.5529,,7.107,8.6036,2.677,,1.915,,,7.2711,3.8079,4.384,,38.9401,1.1269,,,,,3.7471,,,3.7501,,3.2381,5.7578,2.4737,,,8.0701,,,2136012103,3924475830,6385728056,5609887170,16284587129,4906432036,8973766920,5263930798,7283298576,3545344634,2395702400,3359639250,2071413691,811595000,2136012103,3924475830,2401360080,,,3781178628,5476685749,5755385592,10572184504,,39168020000,3078000000,97758780000,,,2232799000,,,844.3508,72.883,37.456,78.6038,19.0059,84.8172,34.7789,107.3968,576.7853,30.224,28.2835,78.878,93.374,83.4227,308.7473,40.4385,88.2426,,,19.3562,113.2658,25.277,71.2718,,12.3713,43.4527,29.0149,,,39.7241,,,27.6005,5.7246,7.2034,5.3822,3.1471,2.9364,4.9757,8.2045,6.7558,4.177,1.651,6.1522,3.032,6.0872,10.0925,3.1763,13.5454,,,2.2315,5.7207,1.9985,2.3798,,1.6563,4.4618,2.4303,,,11.0431,,,328.9057,3.6472,2.2864,1.196,1.7281,1.2946,2.7076,7.5457,10.688,6.0657,0.9235,8.5359,2.7498,1.769,120.2684,2.0236,22.9829,,,0.7377,1.7066,0.9783,0.4624,,0.5656,2.5418,0.5331,,,9.0508,,
2015/7/10,9.9907,0,10,9.9849,10,0,9.9903,0,0,9.9786,10.0275,10,0,10.0187,9.9698,0,0,,,10.0124,10.011,0,10.031,,9.9496,10.0146,9.9668,,,9.9889,,,5.1422,,2.7407,7.4579,1.312,,1.6133,,,3.4197,3.1032,1.9787,,30.836,0.3937,,,,,1.0189,3.6181,,1.7334,,3.2581,7.7564,2.6519,,,3.2943,,,2349413873,3924475830,7024300862,6170027190,17913045842,4906432036,9870268975,5263930798,7283298576,3899121005,2635930800,3695603175,2071413691,892906200,2349413873,3924475830,2401360080,,,4159763880,6024956820,5755385592,11632682846,,43065090000,3386250000,1.07502E+11,,,2455832000,,,928.7071,72.883,41.2016,86.4522,20.9065,84.8172,38.2534,107.3968,576.7853,33.2399,31.1196,86.7658,93.374,91.7806,339.5761,40.4442,88.2426,,,21.2942,124.6048,25.277,78.421,,13.6022,47.8043,31.9067,,,43.6921,,,30.358,5.7246,7.9237,5.9196,3.4618,2.9364,5.4728,8.2045,6.7558,4.5938,1.8166,6.7674,3.032,6.697,11.1002,3.1767,13.5454,,,2.4549,6.2934,1.9985,2.6185,,1.8211,4.9087,2.6725,,,12.1462,,,361.7656,3.6472,2.515,1.3154,1.9009,1.2946,2.9781,7.5457,10.688,6.671,1.0161,9.3894,2.7498,1.9463,132.2774,2.0239,22.9829,,,0.8115,1.8775,0.9783,0.5088,,0.6218,2.7964,0.5863,,,9.9549,,
2015/7/13,10.017,9.9572,9.9928,9.9954,9.9872,0,6.2915,0,0,9.9806,9.9875,10.0092,0,9.9898,9.9817,10.0457,0,,,10,10,10.0897,9.9624,,7.6747,10.0332,9.3656,,,9.9866,,,4.8425,0.3447,1.9022,8.4929,2.57,,3.6104,,,7.8446,5.3016,5.0494,,35.6984,1.287,0.1294,,,,2.3618,5.1811,0.2258,3.1782,,4.0157,10.8298,2.9807,,,6.2033,,,2584754142,4315242695,7726224144,6786747010,19702056822,4906432036,10491260643,5263930798,7283298576,4288275014,2899194800,4065502850,2071413691,982105800,2584754142,4315242695,2401360080,,,4575740268,6627452502,6336085932,12791577942,,46370200000,3726000000,1.1757E+11,,,2701086000,,,1021.7355,80.1401,45.3188,95.0935,22.9945,84.8172,40.6601,107.3968,576.7853,36.5574,34.2277,95.4503,93.374,100.9493,373.3768,44.4958,88.2426,,,23.4236,137.0653,27.8273,86.2337,,14.6461,52.6006,34.895,,,48.0555,,,33.399,6.2947,8.7155,6.5113,3.8075,2.9364,5.8171,8.2045,6.7558,5.0523,1.998,7.4447,3.032,7.3661,12.2051,3.4949,13.5454,,,2.7004,6.9228,2.2001,2.8794,,1.9608,5.4012,2.9228,,,13.3592,,,398.0036,4.0104,2.7663,1.4469,2.0908,1.2946,3.1655,7.5457,10.688,7.3368,1.1176,10.3292,2.7498,2.1407,145.444,2.2267,22.9829,,,0.8927,2.0652,1.077,0.5594,,0.6696,3.0769,0.6412,,,10.949,,
2015/7/14,2.2377,10.0292,10.0033,4.5436,1.591,9.9863,-3.0429,10.0324,9.9854,0.5303,-1.5323,10.0167,0,-3.3364,3.4971,3.7344,0,,,7.048,3.8182,9.9796,8.1197,,-7.9787,-5.1932,-7.8729,,,9.8416,,,7.2146,0.168,7.7181,11.5295,3.9708,0.021,3.0378,0.0483,6.9475,11.3787,5.8711,9.2414,,34.5968,1.3001,2.3685,,,,7.631,8.2484,0.1417,7.6024,,4.0011,11.096,2.2126,,,16.158,,,2642592005,4748027503,8499099961,7095106920,20015516011,5396404045,10172018448,5792027415,8010564143,4311017780,2854769000,4472731850,2071413691,949338600,2642592005,4748027503,2401360080,,,4898238816,6880500688,6968404080,13830210339,,42670450000,3532500000,1.08314E+11,,,2966915000,,,1044.5984,88.1775,49.8522,99.4141,23.3603,93.2873,39.4229,118.1712,634.3796,36.7513,33.7032,105.0113,93.374,97.5812,386.6154,46.1791,88.2426,,,25.0745,142.2987,30.6044,93.2355,,13.4775,49.8689,32.1477,,,52.7849,,,34.1463,6.926,9.5874,6.8072,3.8681,3.2297,5.6401,9.0276,7.4304,5.0791,1.9674,8.1905,3.032,7.1203,12.6379,3.6272,13.5454,,,2.8907,7.1871,2.4197,3.1131,,1.8044,5.1207,2.6927,,,14.6739,,,406.9095,4.4126,3.043,1.5127,2.124,1.4239,3.0691,8.3028,11.7552,7.3757,1.1005,11.3639,2.7498,2.0693,150.6009,2.3109,22.9829,,,0.9556,2.1441,1.1845,0.6049,,0.6161,2.9172,0.5907,,,12.0266,,
2015/7/15,-10,-10,-9.9881,-10.008,-10.0076,9.9502,-10.0172,10,-10.0089,-6.2134,-9.9712,-10.0152,0,-10.0032,-9.9759,-10,0,,,-10.0191,-9.9825,2.4074,-9.9605,,-8.9017,-10,-9.8187,,,-9.9861,,,2.4494,6.3884,5.8901,5.3656,2.8285,0.439,1.411,10.823,4.3886,8.268,3.1173,5.602,,10.8302,0.7568,0.875,,,,3.4813,4.6827,13.3263,4.6032,,2.4876,5.9579,1.4706,,,8.8204,,,2378332804,4273224752,7650203572,6385030430,18012435341,5933359672,9153067331,6371230157,7208798201,4043158528,2570114800,4024779950,2071413691,854374400,2378332804,4273224752,2401360080,,,4407480156,6193655611,7136161956,12452655791,,38872040000,3179250000,96946830000,,,2670635000,,,940.1385,79.3598,44.8729,89.4648,21.0225,102.5696,35.4738,129.9884,570.8854,34.4678,30.3426,94.4942,93.374,87.82,347.9854,41.5538,88.2426,,,22.5623,128.0937,31.3412,83.9488,,12.2778,44.8821,28.7739,,,47.5137,,,30.7317,6.2334,8.6298,6.1259,3.481,3.551,5.0751,9.9303,6.6867,4.7635,1.7712,7.3702,3.032,6.408,11.3751,3.2639,13.5454,,,2.6011,6.4697,2.4779,2.8031,,1.6438,4.6086,2.4101,,,13.2086,,,366.2186,3.9714,2.7391,1.3613,1.9115,1.5656,2.7617,9.133,10.5786,6.9174,0.9908,10.2258,2.7498,1.8623,135.5531,2.0795,22.9829,,,0.8598,1.93,1.213,0.5446,,0.5613,2.6254,0.5287,,,10.8256,,
2015/7/16,-1.0063,-2.6549,4.3392,-3.5002,1.4431,7.5792,3.1056,1.5152,-0.6398,4.5625,7.6184,3.5413,0,-9.9432,5.4513,-1.1852,0,,,2.7572,-4.8638,2.17,5.2678,,4.3147,0.2123,2.1776,,,2.8968,,,4.8073,4.9048,3.8337,6.2279,1.8473,7.3419,1.6668,9.3043,21.304,5.5183,3.7433,4.724,,18.5528,0.7547,1.016,,,,2.6578,9.0241,5.3457,3.529,,1.8821,4.572,1.1658,,,7.9793,,,2354399895,4159776308,7982160071,6161540220,18272377107,6383060009,9437324080,6467763947,7162678921,4227627636,2765917400,4167310100,2071413691,769422400,2354399895,4159776308,2401360080,,,4529001348,5892407770,7291015380,13108634147,,40549260000,3186000000,99057900000,,,2747997000,,,930.678,77.2529,46.82,86.3333,21.3259,110.3435,36.5755,131.9579,567.2331,36.0404,32.6542,97.8405,93.374,79.0879,367.1086,41.0785,88.2426,,,23.1843,121.8635,32.0213,88.3711,,12.8075,44.9773,29.4005,,,48.8901,,,30.4224,6.0679,9.0043,5.9115,3.5312,3.8202,5.2327,10.0808,6.6439,4.9808,1.9062,7.6312,3.032,5.7709,12.0002,3.2265,13.5454,,,2.6728,6.155,2.5317,2.9507,,1.7147,4.6184,2.4626,,,13.5912,,,362.5334,3.8659,2.8579,1.3136,1.939,1.6843,2.8475,9.2714,10.511,7.233,1.0663,10.5879,2.7498,1.6771,143.0023,2.0557,22.9829,,,0.8836,1.8361,1.2394,0.5733,,0.5855,2.631,0.5402,,,11.1392,,
2015/7/17,9.4875,7.2727,9.5238,7.8972,7.0711,9.5689,7.3216,10.0088,5.4978,6.3957,6.3653,9.0391,0,5.4811,9.4915,4.3478,0,,,6.8111,5.6237,8.1416,6.839,,4.4335,6.3559,6.8852,,,10.003,,,3.6431,4.1764,3.9384,4.7976,1.8964,4.7834,1.3664,7.9221,14.6803,5.4373,2.5891,4.6901,,13.4267,0.6827,0.9594,,,,2.2056,6.1357,5.999,3.1332,,1.7359,4.7468,1.3051,,,11.6562,,,2577773710,4462305494,8742365792,6648126500,19564440593,6993847034,10128286640,7115108187,7556466618,4498013862,2941975200,4543996925,2071413691,811595000,2577773710,4462305494,2401360080,,,4837478220,6223780395,7884620172,14005137901,,41831840000,3388500000,1.05878E+11,,,3022879000,,,1018.9762,82.8713,51.2791,93.1512,22.8339,120.9022,39.2534,145.1653,598.4183,38.3455,34.7327,106.6844,93.374,83.4227,402.075,42.8775,88.2426,,,24.7635,128.7168,34.6283,94.4148,,13.2126,47.8361,31.4248,,,53.7806,,,33.3088,6.5092,9.8618,6.3783,3.7809,4.1857,5.6159,11.0898,7.0092,5.2994,2.0275,8.321,3.032,6.0872,13.1432,3.3678,13.5454,,,2.8549,6.5011,2.7378,3.1525,,1.7689,4.9119,2.6321,,,14.9507,,,396.9287,4.1471,3.1301,1.4174,2.0762,1.8454,3.0559,10.1994,11.0888,7.6956,1.1341,11.545,2.7498,1.769,156.623,2.1457,22.9829,,,0.9437,1.9394,1.3403,0.6125,,0.604,2.7982,0.5774,,,12.2535,,
2015/7/20,-0.1934,1.7891,3.8551,1.4468,0.3908,5.1823,-0.3886,9.9761,6.9014,-0.618,-1.1186,10.0075,0,1.4579,3.7926,0.8621,10.0016,,,-0.0966,-0.9681,1.964,0.7806,,4.1274,0.8632,9.9693,,,3.6755,,,5.4617,4.5537,4.6142,6.3091,2.1451,5.2242,1.4908,10.9042,14.9708,5.7776,2.7055,7.0841,,13.646,0.4597,0.6147,0.2661,,,2.4165,5.2435,5.9356,4.4218,,2.8556,4.9615,2.8422,,,12.73,,,2572787687,4542139584,9079390328,6744312160,19640894054,7356292082,10088928013,7824915469,8077969244,4470217148,2909067200,4998735975,2071413691,823427600,2572787687,4542139584,2641533440,,,4832804328,6163530827,8039473596,14114467627,,43558390000,3417750000,1.16434E+11,,,3133984000,,,1017.0052,84.3539,53.2559,94.4989,22.9231,127.1677,39.1008,159.647,639.7176,38.1085,34.3442,117.3609,93.374,84.639,417.3875,43.2537,97.0683,,,24.7395,127.4707,35.3084,95.1519,,13.758,48.249,34.5576,,,55.7573,,,33.2443,6.6256,10.242,6.4706,3.7957,4.4027,5.594,12.1961,7.4929,5.2666,2.0048,9.1537,3.032,6.1759,13.6438,3.3974,14.9002,,,2.8521,6.4382,2.7916,3.1771,,1.8419,4.9543,2.8945,,,15.5002,,,396.161,4.2213,3.2508,1.4379,2.0843,1.9411,3.0441,11.2169,11.8541,7.6481,1.1214,12.7003,2.7498,1.7948,162.5878,2.1645,25.2815,,,0.9428,1.9206,1.3666,0.6173,,0.629,2.8224,0.635,,,12.7038,,
2015/7/21,5.0388,4.9954,4.6609,-3.3977,0.2725,-0.5474,0.5635,-0.2177,-2.2398,1.6393,1.5271,8.6897,9.981,4.0162,-0.0746,1.7094,9.9972,,,7.7369,1.7595,-0.1605,2.866,,-1.5855,2.37,1.5342,,,-2.1008,,,3.7547,5.2643,4.1375,6.2597,2.0105,3.8063,1.2572,9.5192,11.7851,4.8428,2.3871,9.05,0.178,14.1524,0.3073,0.4958,12.9589,,,3.5424,3.9767,4.1464,3.8361,,2.1632,5.6344,3.7339,,,8.2391,,,2702424276,4769036474,9502571513,6515163970,19694411476,7316020410,10145779363,7807880094,7897039762,4543499396,2953493000,5433113575,2278162499,856498200,2702424276,4769036474,2905612080,,,5206715688,6271980050,8026569144,14518987613,,42867770000,3498750000,1.1822E+11,,,3068144000,,,1068.2497,88.5677,55.7381,91.2882,22.9856,126.4716,39.3212,159.2995,625.3893,38.7332,34.8687,127.5592,102.6937,88.0383,417.0551,43.9909,106.7723,,,26.6536,129.7136,35.2517,97.8789,,13.5398,49.3925,35.0878,,,54.5859,,,34.9194,6.9566,10.7193,6.2508,3.806,4.3786,5.6256,12.1695,7.3251,5.353,2.0354,9.9491,3.3346,6.424,13.6329,3.4553,16.3898,,,3.0728,6.5515,2.7871,3.2682,,1.8127,5.0717,2.9389,,,15.1746,,,416.1226,4.4321,3.4023,1.389,2.09,1.9304,3.0612,11.1924,11.5886,7.7735,1.1386,13.8039,3.0242,1.8669,162.4583,2.2014,27.8089,,,1.0158,1.9544,1.3644,0.635,,0.619,2.8893,0.6447,,,12.4369,,
2015/7/22,10,-2.3789,-0.5867,0.825,-1.3975,0.0917,0.3879,1.0182,2.2462,-2.0578,1.2813,1.3117,9.9943,-0.8502,10,-1.6807,10.0013,,,-2.3339,4.707,-1.1254,2.9367,,1.3809,1.8006,4.2582,,,2.0923,,,5.6093,4.829,4.0747,5.5181,2.5576,3.2069,0.9417,7.6131,10.5191,7.3689,2.4929,8.7478,0.0294,17.2013,1.6308,0.4139,20.3521,,,4.2808,5.4567,3.7529,4.2497,,2.4962,6.4906,3.1051,,,8.3081,,,2972666704,4655588029,9446823093,6568914780,19419179018,7322732355,10185137990,7887378509,8074421607,4450001355,2991337200,5504378650,2505847895,849216600,2972666704,4655588029,3196210640,,,5085194496,6567202934,7936237980,14945373544,,43459730000,3561750000,1.23254E+11,,,3132338000,,,1175.0746,86.4608,55.4111,92.0413,22.6643,126.5876,39.4737,160.9214,639.4367,37.9362,35.3155,129.2324,112.9572,87.2898,458.5456,43.2313,117.451,,,26.0315,135.8192,34.855,100.7534,,13.7268,50.2819,36.5819,,,55.728,,,38.4114,6.7911,10.6565,6.3023,3.7529,4.3826,5.6474,12.2934,7.4896,5.2428,2.0615,10.0796,3.6679,6.3694,14.9891,3.3956,18.029,,,3.0011,6.8598,2.7557,3.3642,,1.8378,5.1631,3.0641,,,15.4921,,,457.7348,4.3267,3.3824,1.4005,2.0607,1.9322,3.0731,11.3064,11.8489,7.6135,1.1532,13.985,3.3265,1.851,178.6204,2.1634,30.5902,,,0.9921,2.0464,1.349,0.6536,,0.6275,2.9413,0.6722,,,12.6972,,
2015/7/23,9.9966,3.1588,3.6749,6.8045,3.5433,4.033,2.3186,3.6717,3.471,9.9943,2.8603,-1.3564,10.0261,7.0025,9.9729,3.2764,-0.6661,,,9.8346,2.3853,5.0407,0.951,,2.9512,3.1586,1.9763,,,5.176,,,2.1283,4.9507,3.2881,8.5259,3.5247,3.5748,1.7187,7.3038,11.8061,9.5373,2.5212,7.1896,0.3173,18.8434,1.1313,0.7065,15.8047,,,4.9241,5.077,6.5548,3.3796,,3.0353,7.9211,3.0523,,,10.2347,,,3269833654,4802650828,9793983706,7015895200,20107260164,7618057950,10421289751,8176979880,8354684923,4894748793,3076898000,5429720000,2757086953,908683000,3269833654,4802650828,3174920000,,,5585300940,6723851811,8336275992,15087502188,,44742310000,3674250000,1.2569E+11,,,3294469000,,,1292.5427,89.192,57.4474,98.3042,23.4674,131.6929,40.3889,166.83,661.6315,41.7276,36.3256,127.4795,124.2824,93.4023,504.3268,44.6522,116.6686,,,28.5916,139.059,36.6119,101.7115,,14.1319,51.8701,37.3048,,,58.6125,,,42.2512,7.0056,11.0481,6.7312,3.8858,4.5593,5.7783,12.7448,7.7496,5.7668,2.1205,9.9429,4.0356,6.8154,16.4857,3.5072,17.9089,,,3.2962,7.0235,2.8946,3.3962,,1.892,5.3262,3.1246,,,16.294,,,503.493,4.4634,3.5067,1.4958,2.1338,2.0101,3.1444,11.7215,12.2602,8.3744,1.1861,13.7953,3.66,1.9807,196.4539,2.2345,30.3864,,,1.0896,2.0952,1.417,0.6599,,0.646,3.0342,0.6855,,,13.3544,,
2015/7/24,3.0802,-3.6745,-1.216,-4.7177,-3.0418,-4.3172,-4.658,-2.9861,-0.2123,-5.6789,-3.7433,-4.625,10.0142,-4.1068,-3.9482,-2.3448,-0.2353,,,-4.1004,-4.0323,3.7152,-3.0435,,-2.9768,-3.0006,5.0388,,,-1.8486,,,7.0723,5.8691,3.8935,8.1439,4.2553,4.0463,1.7043,8.1641,13.3095,7.9635,2.8857,6.5452,0.8831,19.3064,1.3808,0.4627,14.0501,,,2.5794,5.8538,8.8335,4.3719,,3.3152,7.9138,4.7231,,,11.6283,,,3370551311,4626175469,9674884809,6684903370,19495632479,7289172628,9935866687,7932806175,8336946739,4616781644,2961720000,5178595450,3033188210,871364800,3370551311,4626175469,3167449600,,,5356280232,6452728754,8645982840,14628317339,,43410400000,3564000000,1.32023E+11,,,3233567000,,,1332.3557,85.9146,56.7489,93.6665,22.7536,126.0075,38.5076,161.8483,660.2268,39.358,34.9658,121.5836,136.7283,89.5664,484.3537,43.5997,116.3941,,,27.4193,133.4517,37.9721,98.6159,,13.7112,50.3136,39.1845,,,57.529,,,43.5527,6.7482,10.9137,6.4136,3.7676,4.3625,5.5092,12.3642,7.7332,5.4393,2.0411,9.483,4.4397,6.5355,15.8328,3.4246,17.8667,,,3.161,6.7403,3.0022,3.2928,,1.8357,5.1663,3.2821,,,15.9928,,,519.0016,4.2994,3.464,1.4252,2.0689,1.9234,2.9979,11.3715,12.2342,7.8988,1.1417,13.1573,4.0265,1.8993,188.6736,2.1818,30.3149,,,1.0449,2.0108,1.4697,0.6398,,0.6268,2.9432,0.72,,,13.1075,,
