ÈÕÆÚ,000628.SZ,002949.SZ,300492.SZ,300500.SZ,300668.SZ,300675.SZ,300746.SZ,300778.SZ,600170.SH,600491.SH,600629.SH,600769.SH,600846.SH,600939.SH,601668.SH,601789.SH,603017.SH,603887.SH,000628.SZ,002949.SZ,300492.SZ,300500.SZ,300668.SZ,300675.SZ,300746.SZ,300778.SZ,600170.SH,600491.SH,600629.SH,600769.SH,600846.SH,600939.SH,601668.SH,601789.SH,603017.SH,603887.SH,000628.SZ,002949.SZ,300492.SZ,300500.SZ,300668.SZ,300675.SZ,300746.SZ,300778.SZ,600170.SH,600491.SH,600629.SH,600769.SH,600846.SH,600939.SH,601668.SH,601789.SH,603017.SH,603887.SH,000628.SZ,002949.SZ,300492.SZ,300500.SZ,300668.SZ,300675.SZ,300746.SZ,300778.SZ,600170.SH,600491.SH,600629.SH,600769.SH,600846.SH,600939.SH,601668.SH,601789.SH,603017.SH,603887.SH,000628.SZ,002949.SZ,300492.SZ,300500.SZ,300668.SZ,300675.SZ,300746.SZ,300778.SZ,600170.SH,600491.SH,600629.SH,600769.SH,600846.SH,600939.SH,601668.SH,601789.SH,603017.SH,603887.SH,000628.SZ,002949.SZ,300492.SZ,300500.SZ,300668.SZ,300675.SZ,300746.SZ,300778.SZ,600170.SH,600491.SH,600629.SH,600769.SH,600846.SH,600939.SH,601668.SH,601789.SH,603017.SH,603887.SH
2017/8/17,-0.1932,,0,3.4346,-0.1563,10,,,0.5277,-0.6783,1.9373,1.4634,9.9923,-0.2137,1.3198,0.7561,1.4616,-1.1225,2.2281,,,26.238,8.1408,36.7145,,,0.2743,0.6222,2.8857,0.6625,23.8246,2.8292,0.5887,1.3884,1.2319,2.9011,1941836912,,1135706000,1346446800,675850400,875234129,,,31312541178,9712900000,7690795867,3119810304,8940337294,1695210000,2.96722E+11,5202506400,2018152683,780066000,109.5658,,189.8053,77.4353,65.9671,111.0011,,,16.1898,37.1287,39.569,1741.0158,49.2275,57.5193,10.0234,26.6267,37.869,56.2053,4.406,,12.8466,7.0055,20.6303,12.2702,,,1.4705,2.4549,9.5078,70.4053,4.6833,3.9686,1.5717,2.1306,2.947,4.5551,2.8889,,24.2555,12.2745,14.7128,10.1146,,,0.2538,0.8868,2.0989,139.6477,2.8313,0.3923,0.312,0.3799,5.0285,5.4999
2017/8/18,0.484,,0,-6.8199,-2.8804,-1.4244,,,1.3123,0,-4.8416,5.5288,-9.993,-0.4283,-0.4008,0.1876,-1.4406,-0.8199,2.3388,,,22.2136,8.1408,63.0486,,,0.6226,0.6461,3.2812,2.6335,23.1132,2.1688,0.4453,1.8326,0.6692,1.9988,1951235929,,1135706000,1254620160,656383200,862767451,,,31723466916,9712900000,7318436067,3292299816,7990699790,1687950000,2.95533E+11,5212267200,1989079655,773670000,110.0962,,189.8053,72.1542,64.067,109.42,,,16.4023,37.1287,37.6532,1837.2739,43.9986,57.2729,9.9832,26.6767,37.3234,55.7445,4.4273,,12.8466,6.5278,20.0361,12.0954,,,1.4898,2.4549,9.0475,74.2979,4.1858,3.9516,1.5654,2.1346,2.9046,4.5178,2.9029,,24.2555,11.4374,14.289,9.9706,,,0.2572,0.8868,1.9973,147.3686,2.5306,0.3906,0.3107,0.3806,4.9561,5.4548
2017/8/21,0.4817,,0,0.3564,6.383,9.9873,,,-0.5181,0.7805,1.6643,-2.2779,-2.4238,1.0753,0.1006,0.7491,0.3654,1.3037,2.244,,,12.6902,16.2605,49.7136,,,0.3412,0.7136,1.3805,1.2012,13.5578,3.0984,0.3479,1.8159,0.5237,1.6748,1960634946,,1135706000,1259091120,698280000,948934196,,,31559096621,9788708000,7440236002,3217304376,7797023720,1706100000,2.9583E+11,5251310400,1996347912,783756000,110.6265,,189.8053,72.4114,68.1563,120.3481,,,16.3173,37.4185,38.2798,1795.4226,42.9322,57.8888,9.9933,26.8765,37.4598,56.4712,4.4486,,12.8466,6.551,21.315,13.3034,,,1.4821,2.4741,9.198,72.6055,4.0844,3.9941,1.567,2.1506,2.9152,4.5767,2.9169,,24.2555,11.4782,15.201,10.9663,,,0.2558,0.8937,2.0305,144.0117,2.4692,0.3948,0.311,0.3834,4.9742,5.5259
2017/8/22,-1.9175,,0,2.1852,0.5758,10.0077,,,0.2604,-0.8712,-1.0758,-1.7483,0.8814,-0.2128,0.7035,-2.2305,-0.1214,-1.2555,1.724,,,21.0265,17.1972,57.9912,,,0.2184,0.6461,1.6824,0.9025,9.9147,4.4729,0.563,1.5524,0.8005,1.7687,1923038878,,1135706000,1286604720,702300400,1043900949,,,31641281768,9703424000,7360196045,3161057796,7865747486,1702470000,2.97912E+11,5134180800,1993925159,773916000,108.5052,,189.8053,73.9937,68.5488,132.3922,,,16.3598,37.0925,37.868,1764.0341,43.3106,57.7656,10.0636,26.277,37.4143,55.7622,4.3633,,12.8466,6.6942,21.4377,14.6348,,,1.486,2.4525,9.0991,71.3361,4.1204,3.9856,1.578,2.1026,2.9116,4.5192,2.861,,24.2555,11.729,15.2886,12.0638,,,0.2565,0.8859,2.0087,141.494,2.491,0.3939,0.3132,0.3749,4.9681,5.4566
2017/8/23,-0.8798,,0,9.9973,3.1937,7.8679,,,-0.7792,-0.8789,-0.8038,-0.2372,-4.3685,-0.7463,0.0998,-0.1901,-0.9721,-0.1907,1.3003,,,33.8992,19.193,64.8801,,,0.222,0.4553,1.009,0.4004,8.7155,2.8935,0.6916,0.804,0.4624,1.3439,1906120648,,1135706000,1415230800,724730000,1126034357,,,31394726326,9618140000,7301036077,3153558252,7522128653,1689765000,2.98209E+11,5124420000,1974543141,772440000,107.5506,,189.8053,81.3911,70.738,142.8087,,,16.2323,36.7665,37.5637,1759.8489,41.4185,57.3345,10.0736,26.2271,37.0507,55.6558,4.3249,,12.8466,7.3634,22.1224,15.7862,,,1.4744,2.431,9.026,71.1669,3.9404,3.9558,1.5796,2.0986,2.8833,4.5106,2.8358,,24.2555,12.9016,15.7768,13.013,,,0.2545,0.8781,1.9926,141.1583,2.3822,0.391,0.3135,0.3742,4.9198,5.4462
2017/8/24,-0.9862,,0,-5.6136,-4.2336,9.4106,,,-0.5236,1.5764,-3.0029,0.4756,-3.6545,-1.0741,0,-0.9524,-1.2883,-1.6561,1.6896,,,29.2139,20.7855,64.1265,,,0.1782,1.034,1.2818,0.4349,10.0641,2.7878,0.5262,0.908,0.6145,1.8342,1887322614,,1135706000,1335785280,694048000,1232001120,,,31230356031,9769756000,7081796195,3168557340,7247233586,1671615000,2.98209E+11,5075616000,1949104241,759648000,106.4899,,189.8053,76.8221,67.7433,156.2479,,,16.1473,37.3461,36.4357,1768.2192,39.9049,56.7187,10.0736,25.9773,36.5733,54.7341,4.2823,,12.8466,6.9501,21.1858,17.2718,,,1.4667,2.4693,8.7549,71.5054,3.7964,3.9133,1.5796,2.0786,2.8462,4.4359,2.8078,,24.2555,12.1773,15.1089,14.2376,,,0.2532,0.892,1.9327,141.8297,2.2951,0.3868,0.3135,0.3706,4.8565,5.356
2017/8/25,1.5936,,0,-0.9011,4.7561,10,,,1.0526,0.388,1.1794,0.4734,1.2931,1.9544,2.4925,1.7308,0.9323,1.6516,1.5962,,,20.7398,15.4915,50.2355,,,0.2872,1.168,0.7516,0.4008,8.2961,4.5181,1.1702,1.359,0.4336,1.9561,1917399468,,1135706000,1323748080,727057600,1355201232,,,31559096621,9807660000,7165316150,3183556428,7340947813,1704285000,3.05642E+11,5163463200,1967274884,772194000,108.187,,189.8053,76.1298,70.9652,171.8726,,,16.3173,37.4909,36.8654,1776.5895,40.4209,57.8272,10.3247,26.4269,36.9143,55.6381,4.3505,,12.8466,6.8874,22.1934,18.999,,,1.4821,2.4789,8.8582,71.8439,3.8455,3.9898,1.619,2.1146,2.8727,4.5091,2.8526,,24.2555,12.0676,15.8275,15.6614,,,0.2558,0.8954,1.9555,142.5011,2.3248,0.3944,0.3213,0.377,4.9017,5.4444
2017/8/28,0.5882,,0,2.5461,3.8999,10.0108,,,1.0417,0.9662,2.2827,0.4711,1.617,6.1768,-0.3891,0.3781,1.7857,1.7203,2.084,,,19.5817,19.3875,42.3261,,,0.5529,1.2428,1.1858,0.4803,7.8258,15.131,1.4104,1.7211,0.7628,3.2954,1928678288,,1135706000,1357452240,755412000,1490868022,,,31887837211,9902420000,7328876062,3198555516,7459652501,1809555000,3.04453E+11,5182984800,2002404792,785478000,108.8234,,189.8053,78.0682,73.7328,189.0785,,,16.4873,37.8532,37.7069,1784.9597,41.0745,61.399,10.2845,26.5268,37.5735,56.5952,4.3761,,12.8466,7.0628,23.059,20.9009,,,1.4976,2.5028,9.0604,72.1823,3.9076,4.2362,1.6127,2.1226,2.924,4.5867,2.8694,,24.2555,12.3748,16.4448,17.2292,,,0.2585,0.9041,2.0001,143.1725,2.3624,0.4187,0.3201,0.3784,4.9893,5.5381
2017/8/29,2.4366,,0,-2.5082,5.7423,5.5091,,,-0.2577,-0.2871,1.7569,0.3517,2.9313,2.5075,-0.3906,-0.7533,9.9819,0.9396,3.9872,,,15.9969,34.4272,50.9031,,,0.3055,0.7176,1.7464,0.656,9.0068,17.7486,0.504,1.0267,8.8502,3.6174,1975673373,,1135706000,1323404160,798790000,1573001430,,,31805652063,9873992000,7457635993,3209804832,7678319032,1854930000,3.03263E+11,5143941600,2202281859,792858000,111.475,,189.8053,76.1101,77.9667,199.495,,,16.4448,37.7445,38.3694,1791.2374,42.2786,62.9386,10.2444,26.327,41.324,57.127,4.4828,,12.8466,6.8856,24.3831,22.0524,,,1.4937,2.4957,9.2196,72.4362,4.0222,4.3425,1.6064,2.1066,3.2159,4.6298,2.9393,,24.2555,12.0645,17.3891,18.1784,,,0.2578,0.9015,2.0353,143.676,2.4316,0.4292,0.3188,0.3756,5.4873,5.5901
2017/8/30,-0.666,,0,-1.1694,-4.3974,-0.2098,,,0.5168,-1.1516,0.8866,-0.8178,-1.3019,-2.8376,0.2941,0.3795,-2.8603,-1.0859,2.2687,,,10.335,23.1199,53.2939,,,0.3718,0.6434,1.5493,0.4422,7.4681,9.0389,0.8139,0.8695,4.9922,2.1893,1962514750,,1135706000,1307927760,763664400,1569701427,,,31970022358,9760280000,7523755957,3183556428,7578357189,1802295000,3.04155E+11,5163463200,2698648335,784248000,110.7326,,189.8053,75.22,74.5383,199.0765,,,16.5297,37.3098,38.7096,1776.5895,41.7282,61.1527,10.2745,26.4269,40.142,56.5066,4.4529,,12.8466,6.8051,23.3109,22.0061,,,1.5014,2.4669,9.3013,71.8439,3.9698,4.2193,1.6111,2.1146,3.1239,4.5795,2.9197,,24.2555,11.9234,16.6244,18.1402,,,0.2592,0.8911,2.0533,142.5011,2.4,0.417,0.3198,0.377,5.3303,5.5294
2017/8/31,1.341,,0,3.5498,2.6185,4.6718,,,-0.5141,-0.9709,-0.3238,0.2356,6.6777,1.2085,-2.346,-0.189,3.9071,2.133,2.7992,,,17.0531,18.8725,53.7501,,,0.2354,0.6942,2.1066,0.347,13.8952,7.0099,0.9271,0.8743,5.6312,3.7386,1988831997,,1135706000,1354356960,783660600,1643034827,,,31805652063,9665520000,7499395970,3191055972,8084414017,1824075000,2.9702E+11,5153702400,2804088162,800976000,112.2175,,189.8053,77.8902,76.49,208.377,,,16.4448,36.9476,38.5842,1780.7746,44.5146,61.8917,10.0334,26.377,41.7104,57.7119,4.5126,,12.8466,7.0467,23.9213,23.0342,,,1.4937,2.443,9.2712,72.0131,4.2349,4.2702,1.5733,2.1106,3.246,4.6772,2.9588,,24.2555,12.3466,17.0597,18.9877,,,0.2578,0.8824,2.0467,142.8368,2.5602,0.4221,0.3123,0.3763,5.5386,5.6473
2017/9/1,-0.6616,,0,2.7679,-2.2816,-6.3156,,,0.7752,0.4902,0.5568,0.3525,1.1592,-1.8905,-1.9019,-0.1894,-0.218,-0.7678,2.444,,,22.9406,15.1782,42.9643,,,0.3844,0.7802,1.9293,0.2858,11.8361,6.0095,1.5077,0.981,3.135,2.9254,1975673373,,1135706000,1391844240,765780400,1539268066,,,32052207506,9712900000,7541155948,3202305288,8178128244,1789590000,2.91371E+11,5143941600,2797975709,794826000,111.475,,189.8053,80.0461,74.7448,195.2168,,,16.5722,37.1287,38.7991,1787.0523,45.0306,60.7216,9.8426,26.327,41.6195,57.2688,4.4828,,12.8466,7.2417,23.3755,21.5795,,,1.5053,2.4549,9.3228,72.267,4.284,4.1895,1.5434,2.1066,3.2389,4.6413,2.9393,,24.2555,12.6884,16.6705,17.7885,,,0.2598,0.8868,2.0581,143.3403,2.5899,0.4141,0.3063,0.3756,5.5265,5.604
2017/9/4,-0.666,,0,-2.3474,-3.7027,-9.7427,,,0.5128,0,-2.5381,0.4684,2.9794,-0.9128,0,-0.3795,-2.4577,-0.65,2.1378,,,13.175,14.2292,41.3347,,,0.4153,0.6508,1.5075,0.4541,12.65,3.9399,0.5315,0.7997,2.1839,1.9882,1962514750,,1135706000,1359171840,737426000,1389301263,,,32216577800,9712900000,7349756051,3217304376,8421785236,1773255000,2.91371E+11,5124420000,2729210604,789660000,110.7326,,189.8053,78.1671,71.9772,176.1974,,,16.6572,37.1287,37.8143,1795.4226,46.3723,60.1674,9.8426,26.2271,40.5966,56.8966,4.4529,,12.8466,7.0717,22.5099,19.477,,,1.513,2.4549,9.0862,72.6055,4.4116,4.1513,1.5434,2.0986,3.1593,4.6111,2.9197,,24.2555,12.3905,16.0532,16.0554,,,0.2612,0.8868,2.0058,144.0117,2.6671,0.4103,0.3063,0.3742,5.3907,5.5676
2017/9/5,4.9808,,0,-2.2014,3.6729,4.4339,,,0,-0.3902,-1.7519,-1.6317,-1.5579,-0.1024,-0.102,1.9048,-0.224,0.2181,7.5781,,,9.7941,12.8389,39.3142,,,0.334,0.5406,1.1329,0.5347,8.5193,3.0888,0.4046,2.9973,1.3668,1.7159,2060264526,,1135706000,1329250800,764510800,1450901319,,,32216577800,9674996000,7220996120,3164807568,8290585317,1771440000,2.91073E+11,5222028000,2723098150,791382000,116.248,,189.8053,76.4463,74.6209,184.0098,,,16.6572,36.9838,37.1519,1766.1266,45.6498,60.1058,9.8326,26.7267,40.5057,57.0206,4.6747,,12.8466,6.9161,23.3367,20.3406,,,1.513,2.4454,8.927,71.4208,4.3429,4.147,1.5418,2.1386,3.1522,4.6212,3.0651,,24.2555,12.1178,16.6428,16.7673,,,0.2612,0.8833,1.9707,141.6618,2.6255,0.4099,0.306,0.3813,5.3786,5.5797
2017/9/6,-0.7299,,0,0.4916,0.8719,-4.7258,,,0,1.5671,0.4819,0.237,-2.3361,-0.5123,1.1236,-0.5607,0.4489,-0.715,4.5383,,,9.2684,12.2783,28.7187,,,0.5138,1.4234,0.9021,0.7768,7.9494,3.717,1.3348,1.5685,1.1664,1.9041,2045226099,,1135706000,1335785280,771176200,1382334590,,,32216577800,9826612000,7255796101,3172307112,8096909247,1762365000,2.94344E+11,5192745600,2735323058,785724000,115.3994,,189.8053,76.8221,75.2715,175.3138,,,16.6572,37.5634,37.3309,1770.3118,44.5834,59.7979,9.9431,26.5768,40.6875,56.613,4.6406,,12.8466,6.9501,23.5402,19.3794,,,1.513,2.4837,8.97,71.59,4.2415,4.1258,1.5591,2.1266,3.1664,4.5882,3.0427,,24.2555,12.1773,16.7879,15.9749,,,0.2612,0.8971,1.9802,141.9975,2.5642,0.4078,0.3095,0.3791,5.4028,5.5398
2017/9/7,-2.9412,,0,2.9609,0.343,1.3263,,,-1.0204,-1.7358,-1.199,-0.7092,4.2438,0.206,-1.3131,2.6316,-0.2793,0.4383,3.2957,,,24.3507,14.3341,34.3509,,,0.3201,0.6876,1.1335,0.4342,15.2494,3.4622,0.6928,4.5197,1.9255,2.4789,1985072390,,1135706000,1375336080,773821200,1400667940,,,31887837211,9656044000,7168796148,3149808480,8440528081,1765995000,2.90479E+11,5329396800,2727682490,789168000,112.0053,,189.8053,79.0967,75.5296,177.6389,,,16.4873,36.9114,36.8833,1757.7564,46.4755,59.921,9.8125,27.2762,40.5739,56.8611,4.5041,,12.8466,7.1558,23.6209,19.6364,,,1.4976,2.4406,8.8625,71.0823,4.4215,4.1343,1.5387,2.1826,3.1575,4.6083,2.9533,,24.2555,12.5379,16.8455,16.1868,,,0.2585,0.8816,1.9565,140.9905,2.673,0.4086,0.3054,0.3891,5.3877,5.5641
2017/9/8,1.4205,,0,-4.6262,-2.7892,-3.3246,,,0,-1.2758,-1.5049,0,-0.8882,-0.4111,-0.9212,-0.5495,1.1765,3.803,3.3454,,,14.9929,13.6448,26.0534,,,0.2582,1.1256,1.1586,0.3598,7.7219,3.313,0.5477,2.4473,1.1341,7.4129,2013269441,,1135706000,1311710880,752238000,1354101231,,,31887837211,9532856000,7060916206,3149808480,8365556699,1758735000,2.87803E+11,5300114400,2759772873,819180000,113.5963,,189.8053,75.4376,73.423,171.7331,,,16.4873,36.4405,36.3283,1757.7564,46.0627,59.6747,9.7221,27.1263,41.0512,61.9717,4.5681,,12.8466,6.8248,22.9621,18.9835,,,1.4976,2.4094,8.7291,71.0823,4.3822,4.1173,1.5245,2.1706,3.1947,5.0224,2.9952,,24.2555,11.9579,16.3757,15.6486,,,0.2585,0.8703,1.927,140.9905,2.6493,0.407,0.3026,0.387,5.4511,6.0642
2017/9/11,-0.4669,,0,-2.3335,8.5935,2.7078,,,0.2577,0.5964,0.4929,0.5952,0.224,2.2704,0.3099,-0.5525,-1.6611,0.3003,2.1822,,,11.4801,17.6306,26.0094,,,0.2779,0.4373,0.6895,0.5671,8.5934,5.4892,0.3864,1.4547,1.0909,4.8882,2003870424,,1135706000,1281102000,816881800,1390767931,,,31970022358,9589712000,7095716187,3168557340,8384299545,1798665000,2.88695E+11,5270832000,2713929469,821640000,113.066,,189.8053,73.6772,79.7326,176.3834,,,16.5297,36.6578,36.5073,1768.2192,46.1659,61.0295,9.7522,26.9764,40.3693,62.1578,4.5467,,12.8466,6.6656,24.9353,19.4976,,,1.5014,2.4238,8.7721,71.5054,4.392,4.2108,1.5292,2.1586,3.1416,5.0375,2.9812,,24.2555,11.6788,17.7829,16.0724,,,0.2592,0.8755,1.9365,141.8297,2.6552,0.4162,0.3035,0.3849,5.3605,6.0824
2017/9/12,-2.2514,,0,2.0134,-3.1602,6.802,,,-0.2571,2.5692,-0.6866,-0.4734,8.7928,-1.6145,0,-1.1111,-0.8446,-3.3234,3.2437,,,10.1876,17.7412,42.7037,,,0.2888,1.5578,0.8755,0.4922,15.4519,4.4529,0.395,1.9135,1.2148,5.1699,1958755143,,1135706000,1306896000,791066600,1485368017,,,31887837211,9836088000,7046996213,3153558252,9121518134,1769625000,2.88695E+11,5212267200,2691007768,794334000,110.5204,,189.8053,75.1607,77.2129,188.381,,,16.4873,37.5996,36.2566,1759.8489,50.2251,60.0442,9.7522,26.6767,40.0283,60.0921,4.4444,,12.8466,6.7998,24.1473,20.8238,,,1.4976,2.4861,8.7119,71.1669,4.7782,4.1428,1.5292,2.1346,3.1151,4.8701,2.9141,,24.2555,11.914,17.2209,17.1656,,,0.2585,0.898,1.9232,141.1583,2.8887,0.4095,0.3035,0.3806,5.3152,5.8803
2017/9/13,0.5758,,0,-1.3421,6.6604,9.9975,,,-0.2577,2.3121,1.3827,0.2378,-3.2877,0.6154,-0.5149,-0.5618,0.3407,3.6234,1.5845,,,6.6317,21.4513,59.4298,,,0.1773,2.1702,0.9712,0.4172,14.9217,2.25,0.3526,1.2908,0.7899,5.1615,1970033963,,1135706000,1289356080,843755000,1633868152,,,31805652063,10063512000,7144436161,3161057796,8821632606,1780515000,2.87208E+11,5182984800,2700176448,823116000,111.1568,,189.8053,74.1519,82.3556,207.2144,,,16.4448,38.469,36.758,1764.0341,48.5739,60.4137,9.702,26.5268,40.1647,62.2695,4.47,,12.8466,6.7085,25.7556,22.9057,,,1.4937,2.5436,8.8324,71.3361,4.6211,4.1683,1.5213,2.1226,3.1257,5.0466,2.9309,,24.2555,11.7541,18.3679,18.8818,,,0.2578,0.9188,1.9498,141.494,2.7937,0.412,0.3019,0.3784,5.3334,6.0933
2017/9/14,1.3359,,0,-0.0267,-0.0627,4.1966,,,0.2584,2.0716,-1.169,0.3559,2.9745,-0.9174,0.7246,1.5066,-0.5659,2.1518,2.5095,,,7.2164,15.1697,52.5847,,,0.3363,1.8368,0.6752,0.8084,14.9182,2.9464,0.4768,2.9491,1.0144,11.6302,1996351211,,1135706000,1289012160,843226000,1702434881,,,31887837211,10271984000,7060916206,3172307112,9084032443,1764180000,2.89289E+11,5261071200,2684895314,840828000,112.6417,,189.8053,74.1322,82.304,215.9104,,,16.4873,39.2659,36.3283,1770.3118,50.0187,59.8595,9.7723,26.9265,39.9374,63.6094,4.5297,,12.8466,6.7067,25.7395,23.8669,,,1.4976,2.5963,8.7291,71.59,4.7585,4.13,1.5324,2.1546,3.108,5.1552,2.97,,24.2555,11.7509,18.3564,19.6742,,,0.2585,0.9378,1.927,141.9975,2.8768,0.4082,0.3041,0.3841,5.3032,6.2244
2017/9/15,0.565,,0,-4.0822,0.3639,9.9935,,,-0.7732,1.9373,1.38,-1.4184,7.5653,-1.3374,1.4388,-0.7421,0.2846,2.282,3.0501,,,8.7759,20.0191,54.0376,,,0.3514,2.443,0.7755,0.7252,16.8393,2.8202,1.5712,1.9452,0.5748,9.8701,2007630031,,1135706000,1236392400,846294200,1872568369,,,31641281768,10470980000,7158356153,3127309848,9771270110,1740585000,2.93452E+11,5222028000,2692535881,860016000,113.2781,,189.8053,71.1059,82.6034,237.4875,,,16.3598,40.0266,36.8296,1745.201,53.8028,59.0589,9.9129,26.7267,40.0511,65.061,4.5553,,12.8466,6.4329,25.8331,26.2521,,,1.486,2.6465,8.8496,70.5745,5.1185,4.0748,1.5544,2.1386,3.1168,5.2728,2.9868,,24.2555,11.2712,18.4232,21.6403,,,0.2565,0.956,1.9536,139.9834,3.0944,0.4028,0.3085,0.3813,5.3183,6.3665
2017/9/18,0.0936,,0,-2.9764,-2.2628,-6.2072,,,0.7792,2.6244,-0.5348,0.1199,-1.2148,0.3128,0.5066,1.1215,1.7026,-0.1716,4.1693,,,7.5304,12.0024,47.9575,,,0.2846,2.4529,0.5308,0.5297,11.4529,1.8164,0.7104,1.4311,1.0464,8.2619,2009509835,,1135706000,1199592960,827144400,1756334930,,,31887837211,10745784000,7120076174,3131059620,9652565422,1746030000,2.94938E+11,5280592800,2738379284,858540000,113.3842,,189.8053,68.9671,80.7343,222.7462,,,16.4873,41.077,36.6326,1747.2935,53.1492,59.2436,9.9631,27.0264,40.733,64.9493,4.5595,,12.8466,6.2394,25.2486,24.6226,,,1.4976,2.716,8.8022,70.6592,5.0564,4.0875,1.5623,2.1626,3.1699,5.2638,2.9896,,24.2555,10.9322,18.0063,20.297,,,0.2585,0.9811,1.9432,140.1512,3.0568,0.404,0.3101,0.3856,5.4088,6.3556
2017/9/19,0.8419,,0,-0.2007,-1.5733,1.3152,,,0.2577,-1.3228,-2.1505,-0.9581,-4.9191,-0.2079,-0.9073,-1.2939,-0.5022,2.0917,4.1125,,,4.9255,10.5328,42.8138,,,0.4259,1.4093,1.0099,0.6408,13.1453,2.2518,0.5569,1.4516,0.7615,10.8587,2026428065,,1135706000,1197185520,814131000,1779434951,,,31970022358,10603644000,6966956256,3101061444,9177746670,1742400000,2.92263E+11,5212267200,2724626264,876498000,114.3388,,189.8053,68.8287,79.4641,225.6759,,,16.5297,40.5337,35.8448,1730.553,50.5348,59.1204,9.8727,26.6767,40.5284,66.3079,4.5979,,12.8466,6.2269,24.8514,24.9464,,,1.5014,2.6801,8.6129,69.9822,4.8076,4.079,1.5481,2.1346,3.154,5.3739,3.0148,,24.2555,10.9103,17.723,20.564,,,0.2592,0.9681,1.9014,138.8085,2.9065,0.4032,0.3073,0.3806,5.3816,6.4885
2017/9/20,0.0928,,0,0.9767,1.7544,-3.5442,,,0,0.7149,0.4496,0.2418,0,0.5208,-1.0173,0.1873,1.963,-1.3191,3.0107,,,4.7447,7.473,27.9212,,,0.3055,2.0546,0.5159,0.3339,7.8812,2.8412,0.6822,1.1171,1.3546,6.9116,2028307869,,1135706000,1208878800,828414000,1716368227,,,31970022358,10679452000,6998276239,3108560988,9177746670,1751475000,2.89289E+11,5222028000,2778110234,864936000,114.4448,,189.8053,69.501,80.8582,217.6775,,,16.5297,40.8235,36.006,1734.7381,50.5348,59.4284,9.7723,26.7267,41.324,65.4332,4.6022,,12.8466,6.2877,25.2874,24.0623,,,1.5014,2.6992,8.6517,70.1514,4.8076,4.1003,1.5324,2.1386,3.2159,5.303,3.0176,,24.2555,11.0168,18.034,19.8352,,,0.2592,0.975,1.9099,139.1442,2.9065,0.4053,0.3041,0.3813,5.4873,6.4029
2017/9/21,-2.317,,0,10.0142,-4.2146,-3.354,,,-0.5141,0.7098,-2.1382,0.1206,-1.0211,-0.9326,-0.2055,-2.4299,-1.2651,-2.6451,2.2171,,,26.3252,13.838,28.9871,,,0.2407,1.5749,0.8166,0.4067,9.0832,2.5322,0.3626,1.6172,0.9883,5.4142,1981312784,,1135706000,1329938640,793500000,1658801508,,,31805652063,10755260000,6848636320,3112310760,9084032443,1735140000,2.88695E+11,5095137600,2742963625,842058000,111.7932,,189.8053,76.461,77.4504,210.3766,,,16.4448,41.1133,35.2361,1736.8307,50.0187,58.8741,9.7522,26.0772,40.8012,63.7024,4.4956,,12.8466,6.9174,24.2216,23.2552,,,1.4937,2.7184,8.4667,70.236,4.7585,4.062,1.5292,2.0866,3.1752,5.1627,2.9477,,24.2555,12.1201,17.2739,19.1699,,,0.2578,0.9819,1.8691,139.312,2.8768,0.4015,0.3035,0.372,5.4179,6.2335
2017/9/22,-2.5617,,0,-0.5948,1.7333,6.985,,,0.2584,0.7048,-0.0508,4.5783,-2.8886,-1.569,-0.9269,-0.5747,-1.4485,-1.8989,2.4932,,,16.7616,9.9518,46.1618,,,0.4779,1.7938,0.493,2.6136,6.7053,2.5779,0.4319,0.9846,0.6139,2.6972,1930558092,,1135706000,1322028480,807254000,1774668280,,,31887837211,10831068000,6845156322,3254802096,8821632606,1707915000,2.86019E+11,5065855200,2703232675,826068000,108.9294,,189.8053,76.0062,78.7929,225.0713,,,16.4873,41.403,35.2182,1816.3482,48.5739,57.9504,9.6618,25.9274,40.2102,62.4928,4.3804,,12.8466,6.8763,24.6414,24.8796,,,1.4976,2.7376,8.4624,73.4517,4.6211,3.9983,1.515,2.0746,3.1292,5.0647,2.8722,,24.2555,12.048,17.5733,20.5089,,,0.2585,0.9888,1.8681,145.6902,2.7937,0.3952,0.3007,0.3699,5.3394,6.1152
2017/9/25,-2.2395,,0,-3.486,0.3408,5.9917,,,0.5155,0.0875,0.0508,-4.2627,-5.0283,-2.0191,-2.079,-2.8902,-1.7524,0.4765,2.0522,,,12.9924,7.6129,44.0446,,,0.5549,1.4576,0.4055,1.0717,6.9053,2.6249,0.6086,1.2564,0.4365,2.7463,1887322614,,1135706000,1275943200,810004800,1881001710,,,32052207506,10840544000,6848636320,3116060532,8378051930,1673430000,2.80073E+11,4919443200,2655861159,830004000,106.4899,,189.8053,73.3567,79.0614,238.557,,,16.5722,41.4393,35.2361,1738.9233,46.1315,56.7803,9.461,25.178,39.5055,62.7906,4.2823,,12.8466,6.6366,24.7254,26.3703,,,1.5053,2.74,8.4667,70.3207,4.3887,3.9176,1.4835,2.0147,3.0744,5.0888,2.8078,,24.2555,11.628,17.6332,21.7378,,,0.2598,0.9897,1.8691,139.4799,2.6532,0.3872,0.2944,0.3592,5.2458,6.1443
