ÈÕÆÚ,000628.SZ,002949.SZ,300492.SZ,300500.SZ,300668.SZ,300675.SZ,300746.SZ,300778.SZ,600170.SH,600491.SH,600629.SH,600769.SH,600846.SH,600939.SH,601668.SH,601789.SH,603017.SH,603887.SH,000628.SZ,002949.SZ,300492.SZ,300500.SZ,300668.SZ,300675.SZ,300746.SZ,300778.SZ,600170.SH,600491.SH,600629.SH,600769.SH,600846.SH,600939.SH,601668.SH,601789.SH,603017.SH,603887.SH,000628.SZ,002949.SZ,300492.SZ,300500.SZ,300668.SZ,300675.SZ,300746.SZ,300778.SZ,600170.SH,600491.SH,600629.SH,600769.SH,600846.SH,600939.SH,601668.SH,601789.SH,603017.SH,603887.SH,000628.SZ,002949.SZ,300492.SZ,300500.SZ,300668.SZ,300675.SZ,300746.SZ,300778.SZ,600170.SH,600491.SH,600629.SH,600769.SH,600846.SH,600939.SH,601668.SH,601789.SH,603017.SH,603887.SH,000628.SZ,002949.SZ,300492.SZ,300500.SZ,300668.SZ,300675.SZ,300746.SZ,300778.SZ,600170.SH,600491.SH,600629.SH,600769.SH,600846.SH,600939.SH,601668.SH,601789.SH,603017.SH,603887.SH,000628.SZ,002949.SZ,300492.SZ,300500.SZ,300668.SZ,300675.SZ,300746.SZ,300778.SZ,600170.SH,600491.SH,600629.SH,600769.SH,600846.SH,600939.SH,601668.SH,601789.SH,603017.SH,603887.SH
2015/10/26,-3.8877,,,,,,,,-0.5841,8.2772,-1.6772,1.726,3.6907,,0.156,3.1381,8.8688,,7.904,,,,,,,,0.5387,6.2527,1.6451,2.1758,11.0248,,0.7055,4.0011,14.2267,,2506491737,,,,,,,,39913620628,10660500000,9180235067,3536034996,7372185889,,1.91962E+11,4319466365,1336800000,,-99.4639,,,,,,,,28.5454,44.0886,2151.6954,2714.0506,40.4877,,8.5335,26.1657,59.6297,,25.4324,,,,,,,,2.8163,3.2267,12.137,97.6586,4.3614,,1.3854,2.212,6.7154,,2.1294,,,,,,,,0.445,0.6568,19.5307,178.925,1.7881,,0.2407,0.3527,10.1009,
2015/10/27,-3.3708,,,,,,,,-0.8226,-3.1111,1.9712,2.0148,0.8475,,-0.9346,-1.4199,0,,7.4152,,,,,,,,0.4559,3.8192,1.6803,3.3152,10.2845,,0.5482,3.6411,,,2422003251,,,,,,,,39585306475,10328840000,9361194970,3607280664,7434662040,,1.90168E+11,4258135199,1336800000,,-96.1112,,,,,,,,28.3106,42.7169,2194.1094,2768.7345,40.8308,,8.4537,25.7942,59.6297,,24.5751,,,,,,,,2.7932,3.1263,12.3762,99.6263,4.3984,,1.3725,2.1806,6.7154,,2.0576,,,,,,,,0.4413,0.6364,19.9157,182.53,1.8033,,0.2385,0.3477,10.1009,
2015/10/28,-0.7752,,,,,,,,-2.4882,-5.0459,-4.4238,-4.3659,-6.5546,,-2.2013,1.4403,-7.1589,,5.8702,,,,,,,,0.3928,3.2223,1.2697,2.4739,8.0183,,0.4216,5.5984,10.6123,,2403228032,,,,,,,,38600364015,9807660000,8947075192,3449790240,6947348058,,1.85981E+11,4319466365,1241100000,,-95.3661,,,,,,,,27.6062,40.5615,2097.0466,2647.8542,38.1545,,8.2676,26.1657,55.3609,,24.3846,,,,,,,,2.7237,2.9685,11.8287,95.2767,4.1101,,1.3423,2.212,6.2347,,2.0416,,,,,,,,0.4303,0.6043,19.0347,174.5609,1.6851,,0.2332,0.3527,9.3778,
2015/10/29,0.7813,,,,,,,,0.3645,-0.1932,9.9961,2.1739,1.0791,,-0.3215,4.0568,-1.1119,,6.2819,,,,,,,,0.2988,2.965,1.9134,1.529,5.1663,,0.3935,6.1384,6.3812,,2422003251,,,,,,,,38741070081,9788708000,9841434712,3524785680,7022319440,,1.85383E+11,4494698266,1227300000,,-96.1112,,,,,,,,27.7068,40.4831,2306.6697,2705.4163,38.5663,,8.241,27.2272,54.7453,,24.5751,,,,,,,,2.7336,2.9628,13.0111,97.3479,4.1545,,1.3379,2.3017,6.1653,,2.0576,,,,,,,,0.4319,0.6031,20.9374,178.3557,1.7033,,0.2325,0.367,9.2735,
2015/10/30,4.7287,,,,,,,,-1.0896,-1.2585,-5.7638,4.4681,1.8683,,0.1613,-2.3392,1.32,,8.0347,,,,,,,,0.3018,1.6899,1.6892,3.7308,9.2394,,0.3869,4.07,7.5437,,2536532087,,,,,,,,38318951884,9665520000,9274195016,3682276104,7153519358,,1.85682E+11,4389559125,1243500000,,-100.656,,,,,,,,27.4049,39.9736,2173.7181,2826.2966,39.2868,,8.2543,26.5903,55.4679,,25.7372,,,,,,,,2.7038,2.9255,12.2612,101.6975,4.2321,,1.3401,2.2479,6.2467,,2.1549,,,,,,,,0.4272,0.5955,19.7306,186.3248,1.7351,,0.2329,0.3584,9.3959,
2015/11/2,-3.923,,,,,,,,0.612,-2.6471,-9.9812,-1.222,-4.8908,,-0.6441,3.3932,-0.4101,,5.2206,,,,,,,,0.333,1.5189,2.4569,3.2242,5.8419,,0.3719,5.2887,7.0932,,2437023426,,,,,,,,38553461994,9409668000,8348515514,3637278840,6803652909,,1.84486E+11,4538506241,1238400000,,-96.7072,,,,,,,,27.5726,38.9155,1956.7541,2791.7594,37.3654,,8.2012,27.4926,55.2404,,24.7275,,,,,,,,2.7204,2.8481,11.0374,100.4548,4.0251,,1.3315,2.3241,6.2211,,2.0704,,,,,,,,0.4298,0.5798,17.7613,184.0479,1.6502,,0.2314,0.3706,9.3574,
2015/11/3,-2.5424,,,,,,,,-1.3382,0.5035,-3.293,-1.2371,1.1019,,-1.2966,2.2201,0.5087,,4.6228,,,,,,,,0.2956,1.2407,1.2431,2.1424,4.7546,,0.3694,8.4598,4.8041,,2375065204,,,,,,,,38037539753,9457048000,8073595662,3592281576,6878624291,,1.82094E+11,4639264584,1244700000,,-94.2486,,,,,,,,27.2036,39.1114,1892.3174,2757.2221,37.7771,,8.0948,28.103,55.5215,,24.0989,,,,,,,,2.684,2.8624,10.6739,99.212,4.0694,,1.3142,2.3757,6.2527,,2.0177,,,,,,,,0.4241,0.5827,17.1764,181.7711,1.6684,,0.2284,0.3788,9.405,
2015/11/4,6.0079,,,,,,,,3.5758,6.4128,5.3879,3.8622,6.7212,,3.6125,8.0264,3.5912,,6.76,,,,,,,,0.6108,3.0182,1.1604,2.9305,7.6432,,0.7824,9.6462,9.3498,,2517756868,,,,,,,,39397698388,10063512000,8508595428,3731023140,7340947813,,1.88673E+11,5011632374,1289400000,,-99.9109,,,,,,,,28.1764,41.6196,1994.2742,2863.7119,40.3162,,8.3873,30.3586,57.5154,,25.5467,,,,,,,,2.7799,3.046,11.249,103.0438,4.343,,1.3617,2.5664,6.4773,,2.1389,,,,,,,,0.4392,0.62,18.1018,188.7915,1.7805,,0.2366,0.4092,9.7428,
2015/11/5,2.3117,,,,,,,,1.7857,0,-0.9816,6.3317,2.4681,,9.9842,-0.0874,0.349,,9.2334,,,,,,,,1.1395,3.6704,1.1136,5.2389,14.1694,,4.1393,10.2772,9.2782,,2575960047,,,,,,,,40101228716,10063512000,8425075473,3967258776,7522128653,,2.0751E+11,5007251577,1293900000,,-102.2206,,,,,,,,28.6796,41.6196,1974.6985,3045.0324,41.3112,,9.2246,30.3321,57.7161,,26.1373,,,,,,,,2.8296,3.046,11.1386,109.5682,4.4501,,1.4976,2.5642,6.4999,,2.1884,,,,,,,,0.4471,0.62,17.9242,200.7451,1.8245,,0.2602,0.4088,9.7768,
2015/11/6,9.9854,,,,,,,,0.4678,2.1657,1.9413,5.7656,2.5748,,2.3055,-0.175,6.6079,,10.3626,,,,,,,,0.7527,3.8533,1.0529,4.723,12.6134,,3.4563,6.7305,14.6548,,2833180547,,,,,,,,40288836804,10281460000,8588635385,4195994868,7715804723,,2.12294E+11,4998489982,1379400000,,-112.4277,,,,,,,,28.8137,42.521,2013.0342,3220.5966,42.3749,,9.4373,30.279,61.5299,,28.7472,,,,,,,,2.8428,3.1119,11.3548,115.8854,4.5647,,1.5322,2.5597,6.9294,,2.4069,,,,,,,,0.4492,0.6335,18.2721,212.3192,1.8715,,0.2662,0.4081,10.4228,
2015/11/9,0.1988,,,,,,,,-2.2119,0,-0.4862,-2.1448,-0.5668,,0.1408,4.9956,1.9574,,13.8321,,,,,,,,5.1154,3.8235,1.109,3.1187,9.041,,2.8407,8.7124,14.3311,,2838813113,,,,,,,,48344204387,10281460000,8546875407,4106000340,7672071416,,2.12593E+11,5248195441,1406400000,,-112.6512,,,,,,,,28.1764,42.521,2003.2464,3151.5222,42.1347,,9.4506,31.7916,62.7343,,28.8044,,,,,,,,2.7799,3.1119,11.2996,113.4,4.5389,,1.5343,2.6876,7.065,,2.4117,,,,,,,,0.4392,0.6335,18.1833,207.7655,1.8609,,0.2666,0.4285,10.6268,
2015/11/10,-1.1243,,,,,,,,-2.1429,0.4608,-0.7736,-1.0959,-1.1401,,0.1406,-0.0835,2.1118,,8.3427,,,,,,,,2.1089,3.3132,1.0121,1.8936,7.6428,,1.7457,6.666,13.28,,2806895241,,,,,,,,47308257150,10328840000,8480755443,4061003076,7584604804,,2.12892E+11,5243814643,1436100000,,-111.3847,,,,,,,,27.5726,42.7169,1987.7489,3116.9849,41.6543,,9.4639,31.7651,64.0591,,28.4805,,,,,,,,2.7204,3.1263,11.2122,112.1572,4.4871,,1.5365,2.6853,7.2142,,2.3846,,,,,,,,0.4298,0.6364,18.0426,205.4886,1.8396,,0.267,0.4281,10.8512,
2015/11/11,3.01,,,,,,,,0.365,-1.0092,2.7082,0.6464,3.7068,,-0.8427,2.005,2.4232,,8.4938,,,,,,,,1.3747,2.8017,1.3486,2.4401,10.8048,,1.1315,12.7788,12.004,,2891383726,,,,,,,,47480915023,10224604000,8710435319,4087251480,7865747486,,2.11098E+11,5348953784,1470900000,,-114.7374,,,,,,,,27.6733,42.2858,2041.5821,3137.1317,43.1983,,9.3842,32.402,65.6114,,29.3378,,,,,,,,2.7303,3.0947,11.5159,112.8822,4.6534,,1.5235,2.7392,7.3891,,2.4564,,,,,,,,0.4314,0.63,18.5312,206.8168,1.9078,,0.2647,0.4367,11.1142,
2015/11/12,-2.8571,,,,,,,,-1.3333,-1.6682,-0.3995,7.2477,-2.9388,,-2.4079,-2.2113,4.793,,8.0854,,,,,,,,1.2448,2.1646,1.2765,4.1352,8.5345,,1.0814,7.7379,15.3286,,2808772762,,,,,,,,46847836156,10054036000,8675635338,4383483468,7634585726,,2.06015E+11,5230672251,1541400000,,-111.4592,,,,,,,,27.3043,41.5804,2033.4256,3364.5018,41.9288,,9.1582,31.6855,68.7562,,28.4995,,,,,,,,2.6939,3.0431,11.4699,121.0635,4.5167,,1.4868,2.6786,7.7432,,2.3862,,,,,,,,0.4256,0.6195,18.4572,221.8062,1.8518,,0.2584,0.4271,11.6469,
2015/11/13,2.9412,,,,,,,,-0.3686,-2.3563,-2.1661,-3.935,1.8822,,-0.7257,-1.9263,-9.2254,,9.5563,,,,,,,,0.9038,1.5521,0.8656,3.4687,13.0885,,1.1439,4.9278,13.6711,,2891383726,,,,,,,,46675178283,9817136000,8487715439,4210993956,7778280874,,2.0452E+11,5129913908,1399200000,,-114.7374,,,,,,,,27.2036,40.6007,1989.3803,3232.109,42.718,,9.0917,31.0751,62.4131,,29.3378,,,,,,,,2.684,2.9714,11.2214,116.2997,4.6017,,1.4761,2.627,7.0289,,2.4564,,,,,,,,0.4241,0.6049,18.0574,213.0782,1.8866,,0.2565,0.4188,10.5724,
2015/11/16,6.6234,,,,,,,,0,3.7645,1.558,-1.0686,5.4618,,0.1462,0.7686,1.7153,,10.24,,,,,,,,0.7007,2.0429,0.9566,2.2554,11.8937,,0.9082,2.7332,6.6631,,3082890960,,,,,,,,46675178283,10186700000,8619955368,4165996692,8203118705,,2.04819E+11,5169341085,1423200000,,-122.3369,,,,,,,,27.2036,42.1291,2020.3751,3197.5718,45.0512,,9.105,31.314,63.4837,,31.2809,,,,,,,,2.684,3.0833,11.3963,115.057,4.853,,1.4782,2.6472,7.1494,,2.6191,,,,,,,,0.4241,0.6276,18.3388,210.8013,1.9897,,0.2569,0.4221,10.7538,
2015/11/17,0,,,,,,,,0.1233,-1.1163,-0.6459,-0.7201,-3.1988,,-1.0219,-2.6271,-3.6678,,8.7783,,,,,,,,1.1237,3.1604,0.9293,1.7798,11.4056,,1.2245,4.6057,6.9072,,3082890960,,,,,,,,46732730907,10072988000,8564275398,4135998516,7940718868,,2.02726E+11,5033536362,1371000000,,-122.3369,,,,,,,,27.2372,41.6588,2007.3246,3174.547,43.6101,,9.012,30.4913,61.1552,,31.2809,,,,,,,,2.6873,3.0488,11.3226,114.2285,4.6978,,1.4631,2.5776,6.8872,,2.6191,,,,,,,,0.4246,0.6206,18.2203,209.2834,1.926,,0.2542,0.411,10.3593,
2015/11/18,1.1571,,,,,,,,-0.3695,4.0452,-0.8939,-1.9946,-2.9898,,-0.4425,-3.1332,-2.4945,,7.0716,,,,,,,,0.7389,5.6102,0.4987,1.7549,8.0961,,1.1695,2.7375,7.0902,,3118563876,,,,,,,,46560073034,10480456000,8487715439,4053503532,7703309492,,2.01829E+11,4875827651,1336800000,,-123.7524,,,,,,,,27.1366,43.3439,1989.3803,3111.2287,42.3062,,8.9721,29.536,59.6297,,31.6429,,,,,,,,2.6773,3.1722,11.2214,111.9501,4.5573,,1.4566,2.4969,6.7154,,2.6494,,,,,,,,0.423,0.6457,18.0574,205.1091,1.8684,,0.2531,0.3981,10.1009,
2015/11/19,0.5418,,,,,,,,0.1236,-1.1754,10.0041,3.1452,9.4079,,0.8889,2.8751,3.1194,,6.3151,,,,,,,,0.6581,4.754,2.7274,1.5814,14.2778,,0.6228,2.6172,6.0325,,3135461573,,,,,,,,46617625659,10357268000,9336834983,4180995780,8428032851,,2.03623E+11,5016013172,1378500000,,-124.423,,,,,,,,27.1701,42.8345,2188.3998,3209.0842,46.2864,,9.0519,30.3852,61.4898,,31.8143,,,,,,,,2.6807,3.1349,12.344,115.4712,4.9861,,1.4696,2.5687,6.9249,,2.6637,,,,,,,,0.4235,0.6381,19.8639,211.5603,2.0442,,0.2554,0.4095,10.416,
2015/11/20,2.7545,,,,,,,,-0.4938,-0.4575,-1.23,2.6009,1.4085,,-0.5874,0.524,2.111,,6.9944,,,,,,,,0.8907,4.5177,1.4846,2.3003,12.5075,,0.8494,3.6132,6.9127,,3221827580,,,,,,,,46387415162,10309888000,9221995045,4289739168,8546737539,,2.02427E+11,5042297957,1407600000,,-127.8502,,,,,,,,27.0359,42.6385,2161.4833,3292.5492,46.9383,,8.9987,30.5444,62.7878,,32.6907,,,,,,,,2.6674,3.1205,12.1922,118.4745,5.0563,,1.4609,2.5821,7.0711,,2.7371,,,,,,,,0.4214,0.6352,19.6196,217.0627,2.073,,0.2539,0.4117,10.6359,
2015/11/23,1.5734,,,,,,,,-0.4963,-3.0331,-2.0755,-1.5734,-3.7281,,-0.4431,0.2606,-0.4049,,7.6601,,,,,,,,0.7492,3.5566,1.1269,2.2905,7.9402,,0.6964,3.0661,6.9746,,3272520672,,,,,,,,46157204665,9997180000,9030595147,4222243272,8228109166,,2.0153E+11,5055440350,1401900000,,-129.8618,,,,,,,,26.9018,41.3453,2116.6223,3240.7433,45.1884,,8.9588,30.624,62.5336,,33.205,,,,,,,,2.6542,3.0259,11.9391,116.6104,4.8678,,1.4545,2.5888,7.0424,,2.7801,,,,,,,,0.4194,0.616,19.2124,213.6474,1.9957,,0.2527,0.4128,10.5928,
2015/11/24,-3.2702,,,,,,,,-0.9975,-1.5166,1.7726,2.7531,1.5945,,-1.1869,2.8596,4.6009,,5.5722,,,,,,,,0.6972,2.219,1.0374,1.4697,4.7986,,0.6212,3.2028,9.7886,,3165501923,,,,,,,,45696783670,9845564000,9190675061,4338486204,8359309084,,1.99138E+11,5200006668,1466400000,,-125.6151,,,,,,,,26.6334,40.7182,2154.1424,3329.9645,45.9089,,8.8525,31.4997,65.4107,,32.1191,,,,,,,,2.6277,2.98,12.1508,119.8208,4.9454,,1.4372,2.6629,7.3665,,2.6892,,,,,,,,0.4152,0.6066,19.5529,219.5294,2.0276,,0.2497,0.4246,11.0802,
2015/11/25,-0.1186,,,,,,,,0,0.2887,-0.9466,2.5929,0.2242,,0.1502,3.7911,-0.716,,4.7428,,,,,,,,0.6465,1.7655,0.819,2.3723,5.7674,,0.4948,5.7631,7.7954,,3161746880,,,,,,,,45696783670,9873992000,9103675108,4450979364,8378051930,,1.99437E+11,5397142557,1455900000,,-125.4661,,,,,,,,26.6334,40.8358,2133.751,3416.3076,46.0119,,8.8658,32.6939,64.9423,,32.081,,,,,,,,2.6277,2.9886,12.0358,122.9276,4.9565,,1.4394,2.7638,7.3137,,2.686,,,,,,,,0.4152,0.6084,19.3679,225.2216,2.0321,,0.2501,0.4407,11.0008,
2015/11/26,-1.247,,,,,,,,0.6297,-1.1516,-1.9113,-1.3479,-4.5488,,-0.7496,3.0844,0.577,,4.068,,,,,,,,0.9983,1.5185,1.1588,1.7453,7.0431,,0.5649,6.0919,9.6307,,3122318920,,,,,,,,45984546792,9760280000,8929675202,4390983012,7996947405,,1.97942E+11,5563612863,1464300000,,-123.9015,,,,,,,,26.8011,40.3655,2092.9683,3370.258,43.9189,,8.7993,33.7023,65.317,,31.681,,,,,,,,2.6442,2.9542,11.8057,121.2706,4.7311,,1.4286,2.8491,7.3559,,2.6525,,,,,,,,0.4178,0.6014,18.9977,222.1857,1.9397,,0.2482,0.4543,11.0643,
2015/11/27,-9.4408,,,,,,,,-7.8849,-6.6019,-4.053,-2.9889,-10,,-6.0423,-6.8504,-7.1092,,6.1551,,,,,,,,1.0725,2.6174,1.14,2.505,7.6306,,0.9987,7.3014,8.546,,2827547981,,,,,,,,42358731463,9115912000,8567755396,4259740992,7197252664,,1.85981E+11,5182483478,1360200000,,-112.2042,,,,,,,,24.6879,37.7006,2008.1403,3269.5244,39.527,,8.2676,31.3936,60.6735,,28.6901,,,,,,,,2.4358,2.7592,11.3272,117.646,4.258,,1.3423,2.6539,6.833,,2.4021,,,,,,,,0.3848,0.5617,18.2277,215.5448,1.7457,,0.2332,0.4231,10.2777,
2015/11/30,-3.3201,,,,,,,,-1.9022,-1.8711,-1.3404,-1.4085,-1.3021,,-0.3215,-5.41,6.6167,,5.1167,,,,,,,,0.6948,1.5446,0.6349,1.9774,6.506,,0.5634,5.8961,10.8112,,2733671886,,,,,,,,41552994723,8945344000,8452915458,4199744640,7103538437,,1.85383E+11,4902112436,1450200000,,-108.479,,,,,,,,24.2183,36.9952,1981.2237,3223.4747,39.0123,,8.241,29.6952,64.6881,,27.7375,,,,,,,,2.3894,2.7075,11.1754,115.989,4.2025,,1.3379,2.5103,7.2851,,2.3224,,,,,,,,0.3775,0.5512,17.9834,212.509,1.723,,0.2325,0.4002,10.9578,
2015/12/1,5.1511,,,,,,,,1.9391,-0.9534,0.247,8.0357,1.759,,3.5484,3.4853,2.1721,,5.6639,,,,,,,,0.6266,2.4653,0.6402,3.5542,5.0476,,0.9562,4.8576,14.1075,,2874486029,,,,,,,,42358731463,8860060000,8473795447,4537224120,7228490740,,1.91962E+11,5072963540,1481700000,,-114.0668,,,,,,,,24.6879,36.6425,1986.1176,3482.504,39.6985,,8.5335,30.7302,66.0932,,29.1663,,,,,,,,2.4358,2.6817,11.203,125.3096,4.2764,,1.3854,2.5978,7.4433,,2.442,,,,,,,,0.3848,0.5459,18.0278,229.5856,1.7533,,0.2407,0.4142,11.1958,
2015/12/2,-4.0496,,,,,,,,0.6793,1.6043,-0.4107,-3.3884,-1.4693,,6.3863,-0.8636,-2.8751,,3.419,,,,,,,,0.6063,1.6516,0.4555,2.1498,3.6285,,1.8615,4.6144,6.6218,,2758079671,,,,,,,,42646494584,9002200000,8438995465,4383483468,7122281282,,2.04221E+11,5029155564,1439100000,,-109.4475,,,,,,,,24.8556,37.2303,1977.9611,3364.5018,39.1152,,9.0784,30.4648,64.1929,,27.9852,,,,,,,,2.4523,2.7247,11.157,121.0635,4.2136,,1.4739,2.5754,7.2293,,2.3431,,,,,,,,0.3875,0.5547,17.9538,221.8062,1.7275,,0.2561,0.4106,10.8739,
2015/12/3,2.8591,,,,,,,,0.9447,1.3684,3.134,4.0205,2.8947,,-1.757,2.7003,4.0859,,2.9761,,,,,,,,0.5468,1.6031,0.779,2.0168,3.5164,,1.1828,4.0724,8.9047,,2836935591,,,,,,,,43049362954,9125388000,8703475323,4559722752,7328452583,,2.00633E+11,5164960288,1497900000,,-112.5767,,,,,,,,25.0904,37.7398,2039.9508,3499.7726,40.2475,,8.9189,31.2874,66.8158,,28.7853,,,,,,,,2.4755,2.762,11.5067,125.9309,4.3356,,1.448,2.6449,7.5247,,2.4101,,,,,,,,0.3911,0.5622,18.5164,230.724,1.7775,,0.2516,0.4217,11.3182,
2015/12/4,0.9265,,,,,,,,-2.0053,-2.3884,-2.0792,7.0724,-1.1935,,-2.9806,3.732,2.4234,,3.5109,,,,,,,,0.4451,1.4603,0.9985,4.7733,3.7343,,0.7999,7.2734,13.1739,,2863220898,,,,,,,,42186073590,8907440000,8522515420,4882203144,7240985970,,1.94653E+11,5357715379,1534200000,,-113.6198,,,,,,,,24.5873,36.8384,1997.5368,3747.2894,39.7672,,8.6531,32.4551,68.435,,29.052,,,,,,,,2.4258,2.6961,11.2674,134.8372,4.2838,,1.4048,2.7436,7.7071,,2.4324,,,,,,,,0.3833,0.5488,18.1315,247.0417,1.7563,,0.2441,0.4374,11.5925,
2015/12/7,3.4754,,,,,,,,-0.1364,0,0.3267,1.3057,3.2787,,-0.9217,-1.5536,2.9331,,4.1384,,,,,,,,0.312,0.8757,0.4851,2.7576,4.7181,,0.4633,5.9403,14.5846,,2962729558,,,,,,,,42128520966,8907440000,8550355405,4945949268,7478395347,,1.92859E+11,5274480226,1579200000,,-117.5685,,,,,,,,24.5537,36.8384,2004.062,3796.2171,41.071,,8.5733,31.9509,70.4423,,30.0617,,,,,,,,2.4225,2.6961,11.3042,136.5978,4.4243,,1.3919,2.701,7.9331,,2.517,,,,,,,,0.3828,0.5488,18.1907,250.2673,1.8139,,0.2419,0.4307,11.9325,
2015/12/8,-4.5627,,,,,,,,-2.5956,-3.2979,-2.035,-3.9424,-5.2632,,-1.8605,-5.5648,-4.3313,,3.4743,,,,,,,,0.4098,1.1608,0.5552,2.5046,4.0177,,0.4864,4.4951,8.3883,,2827547981,,,,,,,,41035021105,8613684000,8376355499,4750961124,7084795591,,1.89271E+11,4980966792,1510800000,,-112.2042,,,,,,,,23.9164,35.6236,1963.2793,3646.5558,38.9094,,8.4138,30.1729,67.3912,,28.6901,,,,,,,,2.3596,2.6071,11.0742,131.2126,4.1914,,1.366,2.5507,7.5895,,2.4021,,,,,,,,0.3728,0.5307,17.8205,240.4008,1.7184,,0.2374,0.4067,11.4157,
2015/12/9,0.664,,,,,,,,-0.2805,-3.6304,0.2077,3.5517,-1.4109,,0.9479,-3.518,-2.8793,,2.5361,,,,,,,,0.2903,2.5876,0.4934,2.5347,3.5053,,0.4899,3.3394,6.339,,2846323200,,,,,,,,40919915856,8300976000,8393755490,4919700864,6984833749,,1.91065E+11,4805734890,1467300000,,-112.9493,,,,,,,,23.8493,34.3303,1967.3576,3776.0704,38.3604,,8.4936,29.1114,65.4508,,28.8806,,,,,,,,2.353,2.5125,11.0972,135.8728,4.1323,,1.3789,2.461,7.371,,2.4181,,,,,,,,0.3718,0.5114,17.8575,248.9391,1.6942,,0.2396,0.3924,11.087,
2015/12/10,-1.1214,,,,,,,,1.5471,-0.2283,-0.8706,0.0762,0.3578,,-1.5649,-0.7293,-1.6152,,1.821,,,,,,,,0.5228,1.1194,0.3663,2.471,2.7737,,0.4799,2.1907,5.3168,,2814405328,,,,,,,,41552994723,8282024000,8320675529,4923450636,7009824210,,1.88075E+11,4770688510,1443600000,,-111.6827,,,,,,,,24.2183,34.2519,1950.2289,3778.9485,38.4976,,8.3607,28.8991,64.3937,,28.5567,,,,,,,,2.3894,2.5068,11.0006,135.9764,4.1471,,1.3574,2.443,7.2519,,2.391,,,,,,,,0.3775,0.5103,17.702,249.1288,1.7002,,0.2359,0.3895,10.9079,
2015/12/11,1.8012,,,,,,,,-0.9695,1.1442,-0.9619,-2.0564,-0.713,,-1.1129,1.7447,0.9767,,2.5682,,,,,,,,0.3003,1.0828,0.2651,1.3173,2.2442,,0.3345,2.1044,4.5032,,2868556183,,,,,,,,41150126353,8376784000,8240635572,4822206792,6959843288,,1.85981E+11,4853923663,1457700000,,-113.6943,,,,,,,,23.9835,34.6438,1931.4688,3701.2397,38.2231,,8.2676,29.4033,65.0226,,29.0711,,,,,,,,2.3663,2.5354,10.8948,133.1802,4.1175,,1.3423,2.4857,7.3228,,2.434,,,,,,,,0.3739,0.5161,17.5318,244.0058,1.6881,,0.2332,0.3963,11.0144,
2015/12/14,0.0655,,,,,,,,1.6783,1.81,1.2247,0.7776,3.0521,,3.8585,4.1516,1.4406,,3.0185,,,,,,,,0.3221,1.3538,0.4738,1.2147,2.6881,,0.6455,2.6858,4.0102,,2870435971,,,,,,,,41840757844,8528400000,8341555518,4859704512,7172262204,,1.93158E+11,5055440350,1478700000,,-113.7688,,,,,,,,24.386,35.2708,1955.1228,3730.0208,39.3897,,8.5866,30.624,65.9593,,29.0901,,,,,,,,2.406,2.5813,11.0282,134.2158,4.2432,,1.394,2.5888,7.4282,,2.4356,,,,,,,,0.3801,0.5255,17.7465,245.9032,1.7396,,0.2422,0.4128,11.1731,
2015/12/15,0.1965,,,,,,,,-0.4127,0.5556,1.2933,-0.463,0.8711,,-1.548,3.6395,-0.8115,,2.6152,,,,,,,,0.3007,1.9796,0.5745,1.2596,3.7928,,0.4854,5.8273,4.0306,,2876075334,,,,,,,,41668099971,8575780000,8449435460,4837205880,7234738355,,1.90168E+11,5239433846,1466700000,,-113.9923,,,,,,,,24.2854,35.4668,1980.4081,3712.7521,39.7329,,8.4537,31.7386,65.4241,,29.1473,,,,,,,,2.396,2.5957,11.1708,133.5945,4.2801,,1.3725,2.6831,7.368,,2.4404,,,,,,,,0.3786,0.5284,17.976,244.7648,1.7548,,0.2385,0.4278,11.0825,
2015/12/16,3.3333,,,,,,,,0.2762,0.1105,4.5305,0.6977,-0.0864,,-0.6289,-1.9231,-0.1636,,4.4492,,,,,,,,0.2904,1.2405,1.0354,1.0929,2.911,,0.4084,4.5575,4.7251,,2971944512,,,,,,,,41783205220,8585256000,8832235254,4870953828,7228490740,,1.88972E+11,5138675503,1464300000,,-117.7921,,,,,,,,24.3525,35.506,2070.13,3738.6551,39.6985,,8.4005,31.1282,65.317,,30.1188,,,,,,,,2.4027,2.5985,11.6769,134.5265,4.2764,,1.3638,2.6315,7.3559,,2.5218,,,,,,,,0.3796,0.529,18.7904,246.4725,1.7533,,0.237,0.4196,11.0643,
2015/12/17,6.8944,,,,,,,,1.3774,10.0442,4.4917,3.0793,10.0259,,3.1646,3.2396,4.2614,,6.1643,,,,,,,,0.4825,3.9952,1.5238,2.0089,13.897,,1.0678,5.0385,8.5991,,3176841382,,,,,,,,42358731463,9447572000,9228955041,5020944708,7953214099,,1.94952E+11,5305145809,1526700000,,-125.9131,,,,,,,,24.6879,39.0723,2163.1146,3853.7792,43.6787,,8.6664,32.1366,68.1004,,32.1953,,,,,,,,2.4358,2.8595,12.2014,138.669,4.7052,,1.407,2.7167,7.6694,,2.6956,,,,,,,,0.3848,0.5821,19.6344,254.0621,1.9291,,0.2445,0.4332,11.5358,
