ÈÕÆÚ,000627.SZ,600291.SH,601318.SH,601319.SH,601336.SH,601601.SH,601628.SH,000627.SZ,600291.SH,601318.SH,601319.SH,601336.SH,601601.SH,601628.SH,000627.SZ,600291.SH,601318.SH,601319.SH,601336.SH,601601.SH,601628.SH,000627.SZ,600291.SH,601318.SH,601319.SH,601336.SH,601601.SH,601628.SH,000627.SZ,600291.SH,601318.SH,601319.SH,601336.SH,601601.SH,601628.SH,000627.SZ,600291.SH,601318.SH,601319.SH,601336.SH,601601.SH,601628.SH
2014/1/2,-0.3817,-1.2791,-1.0304,,-1.1801,-2.1587,-1.1236,0.2747,0.5489,0.4767,,0.4403,0.1946,0.0344,3532869550,3260160000,1.97679E+11,,24884131255,1.12556E+11,3.1152E+11,-34.9751,45.3988,11.6124,,15.9505,17.7404,17.0741,2.5311,1.463,1.7894,,1.7942,1.6601,1.9191,3.6498,0.3738,0.9016,,0.5443,0.8507,0.9982
2014/1/3,-0.7663,0.7067,-2.4455,,-2.3883,-2.2063,-2.607,0.3393,0.7271,0.5449,,0.667,0.2775,0.0565,3505797753,3283200000,1.92844E+11,,24289817638,1.10073E+11,3.03399E+11,-34.7071,45.7196,11.3285,,15.5695,17.349,16.629,2.5117,1.4733,1.7456,,1.7513,1.6234,1.8691,3.6219,0.3764,0.8795,,0.5313,0.8319,0.9722
2014/1/6,-3.4749,-2.5731,0,,-1.4046,-2.7637,1.4413,0.5928,0.5889,1.0109,,0.6046,0.4861,0.079,3383974665,3198720000,1.92844E+11,,23948637599,1.07031E+11,3.07772E+11,-33.5011,44.5432,11.3285,,15.3508,16.8695,16.8687,2.4244,1.4354,1.7456,,1.7267,1.5786,1.896,3.496,0.3667,0.8795,,0.5238,0.8089,0.9862
2014/1/7,0.4,0.4802,-0.4964,,-0.2298,-0.58,-0.2706,0.3067,0.3416,0.4589,,0.3467,0.1703,0.0324,3397510564,3214080000,1.91887E+11,,23893608560,1.0641E+11,3.06939E+11,-33.6351,44.7571,11.2722,,15.3155,16.7717,16.823,2.4341,1.4423,1.737,,1.7228,1.5694,1.8909,3.51,0.3685,0.8752,,0.5226,0.8042,0.9835
2014/1/8,-1.5936,0.3584,1.347,,1.0134,0.4084,-0.3392,0.4076,0.6928,0.5747,,0.4527,0.2053,0.0461,3343366969,3225600000,1.94472E+11,,24135736330,1.06845E+11,3.05898E+11,-33.099,44.9175,11.4241,,15.4708,16.8402,16.7659,2.3953,1.4475,1.7604,,1.7402,1.5758,1.8845,3.4541,0.3698,0.8869,,0.5279,0.8075,0.9802
2014/1/9,-2.834,-3.5714,-1.6244,,-1.14,-0.9878,-2.5868,0.5593,0.5064,0.5622,,0.4546,0.1777,0.0508,3248615678,3110400000,1.91313E+11,,23860591137,1.05789E+11,2.97985E+11,-32.161,43.3133,11.2385,,15.2944,16.6738,16.3322,2.3274,1.3958,1.7318,,1.7204,1.5603,1.8357,3.3562,0.3566,0.8725,,0.5219,0.7995,0.9548
2014/1/10,-3.3333,-1.6049,-1.0008,,0.0923,0.0587,-0.0699,0.7433,0.4697,0.4061,,0.3067,0.153,0.0406,3140328489,3060480000,1.89398E+11,,23882602752,1.05851E+11,2.97776E+11,-31.089,42.6182,11.126,,15.3085,16.6836,16.3208,2.2498,1.3734,1.7144,,1.722,1.5612,1.8344,3.2443,0.3509,0.8638,,0.5224,0.8,0.9541
2014/1/13,-0.431,0.1255,-0.3033,,-0.5069,-0.2346,-0.9091,0.2267,0.2687,0.5175,,0.3468,0.1633,0.04,3126792590,3064320000,1.88824E+11,,23761538867,1.05603E+11,2.95069E+11,-30.955,42.6716,11.0923,,15.2309,16.6445,16.1725,2.2401,1.3751,1.7092,,1.7132,1.5575,1.8178,3.2303,0.3513,0.8612,,0.5197,0.7981,0.9455
2014/1/14,1.7316,1.3784,1.3688,,1.5748,1.2346,0.494,0.2782,0.3412,0.4495,,0.3519,0.1588,0.0414,3180936185,3106560000,1.91409E+11,,24135736330,1.06907E+11,2.96527E+11,-31.491,43.2598,11.2441,,15.4708,16.85,16.2523,2.2789,1.3941,1.7326,,1.7402,1.5767,1.8267,3.2863,0.3561,0.873,,0.5279,0.808,0.9501
2014/1/15,0.4255,0.1236,-0.6752,,-0.684,-0.6388,0.1404,0.2686,0.3928,0.3058,,0.2554,0.109,0.0305,3194472084,3110400000,1.90116E+11,,23970649214,1.06224E+11,2.96944E+11,-31.625,43.3133,11.1682,,15.3649,16.7423,16.2752,2.2886,1.3958,1.7209,,1.7283,1.5667,1.8293,3.3002,0.3566,0.8671,,0.5243,0.8028,0.9515
2014/1/16,1.2712,2.2222,3.7764,,1.3774,1.052,0.9818,0.2965,0.7049,1.1162,,0.7911,0.4815,0.0685,3235079780,3179520000,1.97296E+11,,24300823446,1.07341E+11,2.99859E+11,-32.027,44.2758,11.5899,,15.5766,16.9185,16.435,2.3177,1.4268,1.7859,,1.7521,1.5832,1.8473,3.3422,0.3645,0.8998,,0.5315,0.8112,0.9608
2014/1/17,-2.0921,-1.9324,-0.8734,,-2.3098,-1.5616,1.3889,0.2635,0.445,0.6235,,0.7174,0.2536,0.1215,3167400286,3118080000,1.95573E+11,,23739527252,1.05665E+11,3.04024E+11,-31.357,43.4203,11.4887,,15.2168,16.6543,16.6632,2.2692,1.3992,1.7703,,1.7117,1.5584,1.8729,3.2723,0.3575,0.892,,0.5192,0.7986,0.9742
2014/1/20,-0.8547,-1.3547,-0.3426,,-0.7881,0.1175,-2.6027,0.2014,0.3198,0.4229,,0.3659,0.2705,0.0452,3140328489,3075840000,1.94903E+11,,23552428521,1.05789E+11,2.96111E+11,-31.089,42.8321,11.4494,,15.0969,16.6738,16.2295,2.2498,1.3803,1.7643,,1.6982,1.5603,1.8242,3.2443,0.3526,0.8889,,0.5151,0.7995,0.9488
2014/1/21,1.2931,0.4994,1.5472,,0.5607,0.6455,0.5626,0.2909,0.4364,0.5568,,0.4811,0.2445,0.0444,3180936185,3091200000,1.97918E+11,,23684498213,1.06472E+11,2.97776E+11,-31.491,43.0459,11.6265,,15.1815,16.7815,16.3208,2.2789,1.3872,1.7916,,1.7077,1.5703,1.8344,3.2863,0.3544,0.9027,,0.518,0.8047,0.9541
2014/1/22,2.5532,3.1056,1.1125,,2.3234,1.8659,2.3776,0.4002,0.6292,0.7006,,0.6824,0.325,0.0553,3262151577,3187200000,2.0012E+11,,24234788599,1.08459E+11,3.04856E+11,-32.295,44.3828,11.7558,,15.5342,17.0946,16.7089,2.3371,1.4303,1.8115,,1.7474,1.5996,1.8781,3.3702,0.3654,0.9127,,0.5301,0.8197,0.9768
2014/1/23,-0.4149,-0.4819,-1.9373,,0.9537,-2.1179,-0.888,0.2846,0.4766,0.665,,0.9713,0.4155,0.0618,3248615678,3171840000,1.96243E+11,,24465910562,1.06162E+11,3.02149E+11,-32.161,44.1689,11.5281,,15.6824,16.7326,16.5605,2.3274,1.4234,1.7764,,1.764,1.5658,1.8614,3.3562,0.3636,0.895,,0.5351,0.8023,0.9681
2014/1/24,0,1.5738,-1.1463,,-0.6748,-0.5848,-1.1027,0.5323,0.5997,0.6305,,0.5059,0.3612,0.059,3248615678,3221760000,1.93993E+11,,24300823446,1.05541E+11,2.98818E+11,-32.161,44.864,11.3959,,15.5766,16.6347,16.3779,2.3274,1.4458,1.756,,1.7521,1.5566,1.8409,3.3562,0.3694,0.8848,,0.5315,0.7976,0.9575
2014/1/27,0,-1.907,-3.775,,-2.4457,-3.2353,-4.1115,0.3736,0.5265,1.2443,,0.4952,0.5496,0.0796,3248615678,3160320000,1.8667E+11,,23706509829,1.02126E+11,2.86532E+11,-32.161,44.0085,10.9657,,15.1956,16.0965,15.7045,2.3274,1.4182,1.6897,,1.7093,1.5062,1.7652,3.3562,0.3623,0.8514,,0.5185,0.7718,0.9181
2014/1/28,1.25,1.2151,0.4103,,1.2535,0.7295,0.436,0.3899,0.365,0.5703,,0.2767,0.2766,0.0502,3289223374,3198720000,1.87436E+11,,24003666637,1.02871E+11,2.87781E+11,-32.563,44.5432,11.0107,,15.3861,16.2139,15.773,2.3565,1.4354,1.6967,,1.7307,1.5172,1.7729,3.3981,0.3667,0.8549,,0.525,0.7775,0.9221
2014/1/29,-0.823,0.2401,0.3064,,-0.1376,0.7242,0.5065,0.2724,0.4303,0.3978,,0.2675,0.1913,0.0565,3262151577,3206400000,1.8801E+11,,23970649214,1.03616E+11,2.89239E+11,-32.295,44.6501,11.0445,,15.3649,16.3314,15.8529,2.3371,1.4389,1.7019,,1.7283,1.5282,1.7818,3.3702,0.3676,0.8575,,0.5243,0.7831,0.9268
2014/1/30,0,-2.2754,-0.3564,,-1.1478,-1.9173,-1.2239,0.1859,0.3917,0.5675,,0.2591,0.209,0.044,3262151577,3133440000,1.8734E+11,,23695504021,1.0163E+11,2.85699E+11,-32.295,43.6342,11.0051,,15.1886,16.0182,15.6589,2.3371,1.4061,1.6958,,1.7085,1.4989,1.76,3.3702,0.3592,0.8544,,0.5183,0.7681,0.9154
2014/2/7,2.0747,0.6127,-2.3761,,-0.7896,-1.5272,-1.0933,0.5392,0.3887,0.7947,,0.3949,0.4373,0.0556,3329831070,3152640000,1.82889E+11,,23508405290,1.00078E+11,2.82575E+11,-32.965,43.9015,10.7436,,15.0686,15.7736,15.4877,2.3856,1.4148,1.6555,,1.695,1.476,1.7408,3.4401,0.3614,0.8341,,0.5142,0.7564,0.9054
2014/2/10,10.1626,3.4105,2.2507,,2.4813,2.1092,2.0634,3.2004,0.8799,0.8672,,0.6957,0.3095,0.0724,3668228537,3260160000,1.87005E+11,,24091713099,1.02188E+11,2.88406E+11,-36.3151,45.3988,10.9854,,15.4425,16.1063,15.8072,2.6281,1.463,1.6928,,1.737,1.5072,1.7767,3.7897,0.3738,0.8529,,0.5269,0.7723,0.9241
2014/2/11,-1.476,1.2956,1.2542,,0.6852,1.8226,1.3718,2.6201,1.2044,0.8879,,0.9872,0.4779,0.1025,3614084942,3302400000,1.8935E+11,,24256800215,1.04051E+11,2.92362E+11,-35.7791,45.987,11.1232,,15.5484,16.3999,16.0241,2.5893,1.482,1.714,,1.749,1.5346,1.8011,3.7337,0.3786,0.8636,,0.5305,0.7864,0.9368
2014/2/12,3.7453,-0.1163,-0.8595,,-0.4537,-0.2387,-0.2137,2.8292,0.7917,0.5182,,0.8507,0.2412,0.0825,3749443929,3298560000,1.87723E+11,,24146742138,1.03803E+11,2.91738E+11,-37.1192,45.9335,11.0276,,15.4778,16.3607,15.9898,2.6862,1.4802,1.6993,,1.741,1.531,1.7972,3.8736,0.3782,0.8562,,0.5281,0.7845,0.9348
2014/2/13,-1.083,0.6985,-0.6884,,-0.2735,-0.8971,0.0714,1.689,2.3914,0.6646,,1.0847,0.271,0.0918,3708836233,3321600000,1.86431E+11,,24080707291,1.02871E+11,2.91946E+11,-36.7172,46.2543,10.9517,,15.4355,16.2139,16.0013,2.6571,1.4906,1.6876,,1.7363,1.5172,1.7985,3.8316,0.3808,0.8503,,0.5267,0.7775,0.9355
2014/2/14,9.854,10.0578,0.3081,,1.234,-0.0604,0.214,3.8177,5.2863,0.3839,,0.7867,0.3698,0.0553,4074305497,3655680000,1.87005E+11,,24377864100,1.02809E+11,2.92571E+11,-40.3353,50.9065,10.9854,,15.626,16.2042,16.0355,2.919,1.6405,1.6928,,1.7577,1.5163,1.8024,4.2092,0.4191,0.8529,,0.5332,0.777,0.9375
2014/2/17,0.3322,3.9916,1.1006,,0.5869,1.4493,3.1317,6.836,7.195,0.5775,,1.0296,0.3729,0.1145,4087841395,3801600000,1.89063E+11,,24520939600,1.04299E+11,3.01733E+11,-40.4693,52.9385,11.1063,,15.7177,16.439,16.5377,2.9287,1.706,1.7114,,1.768,1.5383,1.8588,4.2232,0.4358,0.8623,,0.5363,0.7883,0.9668
2014/2/18,0.9934,6.1616,-2.0506,,-1.6607,-2.1429,-2.6915,4.5948,7.3517,0.6889,,0.9044,0.3193,0.1015,4128449091,4035840000,1.85186E+11,,24113724715,1.02064E+11,2.93612E+11,-40.8713,56.2004,10.8786,,15.4566,16.0867,16.0926,2.9578,1.8111,1.6763,,1.7386,1.5053,1.8088,4.2651,0.4627,0.8446,,0.5274,0.7714,0.9408
2014/2/19,-1.3115,4.7574,1.0856,,2.419,1.399,2.4823,2.3295,7.3525,0.7028,,1.2825,0.3144,0.0922,4074305497,4227840000,1.87196E+11,,24697032524,1.03492E+11,3.009E+11,-40.3353,58.874,10.9967,,15.8305,16.3118,16.492,2.919,1.8973,1.6945,,1.7807,1.5264,1.8537,4.2092,0.4847,0.8538,,0.5402,0.7822,0.9641
2014/2/20,-5.3156,-4.9046,-1.3552,,-0.4456,-1.3797,-1.7301,3.3815,4.4973,0.6105,,1.1433,0.2853,0.068,3857731118,4020480000,1.8466E+11,,24586974446,1.02064E+11,2.95694E+11,-38.1912,55.9865,10.8477,,15.76,16.0867,16.2067,2.7638,1.8042,1.6715,,1.7728,1.5053,1.8216,3.9855,0.4609,0.8422,,0.5378,0.7714,0.9475
2014/2/21,-2.4561,-4.5845,1.1664,,-0.5372,-0.2433,-0.2817,1.7259,3.1427,0.6261,,0.6644,0.2107,0.0711,3762979827,3836160000,1.86814E+11,,24454904754,1.01816E+11,2.94861E+11,-37.2532,53.4198,10.9742,,15.6753,16.0476,16.161,2.6959,1.7215,1.691,,1.7632,1.5017,1.8165,3.8876,0.4398,0.852,,0.5349,0.7695,0.9448
2014/2/24,0.3597,1.2012,-0.4868,,-2.6103,-1.7683,-1.7655,1.1452,2.4402,0.9266,,0.7298,0.2383,0.0793,3776515726,3882240000,1.85904E+11,,23816567906,1.00016E+11,2.89655E+11,-37.3872,54.0614,10.9208,,15.2662,15.7638,15.8757,2.7056,1.7422,1.6828,,1.7172,1.4751,1.7844,3.9016,0.4451,0.8479,,0.5209,0.7559,0.9281
2014/2/25,-4.6595,-8.6053,-3.0896,,-1.525,-1.7381,-1.6535,2.112,3.2102,1.0605,,0.5652,0.2956,0.066,3600549044,3548160000,1.8016E+11,,23453376251,98277187532,2.84866E+11,-35.6451,49.4093,10.5833,,15.0334,15.4898,15.6132,2.5796,1.5922,1.6308,,1.691,1.4495,1.7549,3.7198,0.4068,0.8217,,0.513,0.7427,0.9128
2014/2/26,5.6391,3.1385,-0.3719,,0.61,0.5685,0.5117,2.4005,2.3947,0.5678,,0.3666,0.2455,0.0508,3803587523,3659520000,1.7949E+11,,23596451752,98835933386,2.86324E+11,-37.6552,50.96,10.544,,15.1251,15.5779,15.6931,2.725,1.6422,1.6247,,1.7013,1.4577,1.7639,3.9295,0.4195,0.8186,,0.5161,0.747,0.9174
2014/2/27,-2.4911,-1.9937,1.3333,,0.0933,0.8166,0.8,1.99,2.5017,0.7335,,0.6592,0.3226,0.0759,3708836233,3586560000,1.81884E+11,,23618463367,99643010732,2.88614E+11,-36.7172,49.944,10.6846,,15.1392,15.7051,15.8186,2.6571,1.6095,1.6464,,1.7029,1.4696,1.778,3.8316,0.4112,0.8295,,0.5166,0.7531,0.9248
2014/2/28,0.365,2.4625,1.3158,,0.3262,0.2492,-0.0722,1.1967,1.9644,0.6943,,0.6833,0.2551,0.1023,3722372132,3674880000,1.84277E+11,,23695504021,99891342223,2.88406E+11,-36.8512,51.1739,10.8252,,15.1886,15.7443,15.8072,2.6668,1.6491,1.6681,,1.7085,1.4733,1.7767,3.8456,0.4213,0.8404,,0.5183,0.7549,0.9241
2014/3/3,1.0909,0.3135,-1.3506,,-0.6967,-0.6837,0.4332,0.8917,1.738,0.6183,,0.5806,0.2435,0.0865,3762979827,3686400000,1.81788E+11,,23530416905,99208430623,2.89655E+11,-37.2532,51.3343,10.6789,,15.0827,15.6366,15.8757,2.6959,1.6543,1.6455,,1.6966,1.4632,1.7844,3.8876,0.4226,0.8291,,0.5147,0.7498,0.9281
2014/3/4,-1.7986,-1.875,-0.0263,,-0.2806,0.0626,0.7908,0.6908,1.3739,0.472,,0.4599,0.2336,0.0731,3695300334,3617280000,1.8174E+11,,23464382059,99270513495,2.91946E+11,-36.5832,50.3718,10.6761,,15.0404,15.6464,16.0013,2.6474,1.6233,1.6451,,1.6918,1.4641,1.7985,3.8177,0.4147,0.8289,,0.5132,0.7503,0.9355
2014/3/5,-0.7326,4.5648,-0.8164,,-0.7036,-1.6886,-2.2825,0.7375,2.4273,0.4792,,0.4159,0.2965,0.0595,3668228537,3782400000,1.80256E+11,,23299294943,97594275932,2.85282E+11,-36.3151,52.6711,10.589,,14.9346,15.3822,15.636,2.6281,1.6974,1.6317,,1.6799,1.4394,1.7575,3.7897,0.4336,0.8221,,0.5096,0.7376,0.9141
2014/3/6,1.107,1.5228,0.5045,,0.5196,2.4809,1.3869,0.6319,3.2497,0.5352,,0.7694,0.4197,0.0677,3708836233,3840000000,1.81166E+11,,23420358828,1.00016E+11,2.89239E+11,-36.7172,53.4732,10.6424,,15.0122,15.7638,15.8529,2.6571,1.7232,1.6399,,1.6886,1.4751,1.7818,3.8316,0.4402,0.8263,,0.5122,0.7559,0.9268
2014/3/7,-3.2847,-2.5,-0.819,,-1.3628,-2.3588,-2.0158,1.0119,1.719,0.3958,,0.6752,0.3253,0.0793,3587013145,3744000000,1.79682E+11,,23101190404,97656358804,2.83408E+11,-35.5111,52.1364,10.5552,,14.8076,15.392,15.5333,2.5699,1.6801,1.6265,,1.6656,1.4403,1.7459,3.7058,0.4292,0.8195,,0.5053,0.7381,0.9081
2014/3/10,-6.0377,-7.4872,-3.6228,,-4.9071,-2.6065,-3.6738,1.4907,1.7085,0.5784,,0.6757,0.2635,0.0786,3370438766,3463680000,1.73172E+11,,21967592209,95110961022,2.72996E+11,-33.3671,48.2328,10.1728,,14.081,14.9908,14.9627,2.4147,1.5543,1.5676,,1.5839,1.4028,1.6818,3.482,0.3971,0.7898,,0.4805,0.7188,0.8747
2014/3/11,1.2048,1.5521,0.0553,,-0.8016,0.1305,-0.3051,1.1293,1.0703,0.3771,,0.448,0.2249,0.0511,3411046462,3517440000,1.73268E+11,,21791499286,95235126768,2.72164E+11,-33.7691,48.9815,10.1785,,13.9681,15.0104,14.917,2.4438,1.5785,1.5684,,1.5712,1.4046,1.6767,3.524,0.4033,0.7902,,0.4766,0.7198,0.8721
2014/3/12,-0.7937,1.5284,0.3867,,1.1616,0.1956,0.5356,0.8971,1.475,0.3945,,0.419,0.2242,0.0423,3383974665,3571200000,1.73938E+11,,22044632863,95421375386,2.73621E+11,-33.5011,49.7301,10.2178,,14.1304,15.0397,14.9969,2.4244,1.6026,1.5745,,1.5895,1.4074,1.6856,3.496,0.4094,0.7933,,0.4822,0.7212,0.8767
2014/3/13,1.2,0.2151,1.1007,,0.0499,0.1301,0.3044,0.6412,1.1991,0.4283,,0.4468,0.2658,0.0473,3424582361,3578880000,1.75853E+11,,22055638671,95545541131,2.74454E+11,-33.9031,49.837,10.3303,,14.1374,15.0593,15.0426,2.4535,1.606,1.5918,,1.5902,1.4092,1.6908,3.538,0.4103,0.802,,0.4824,0.7221,0.8794
2014/3/14,0.3953,-1.5021,-0.1633,,-1.3473,-1.8194,-0.6829,0.4432,0.773,0.457,,0.3049,0.2796,0.0345,3438118260,3525120000,1.75566E+11,,21758481862,93807220695,2.7258E+11,-34.0371,49.0884,10.3134,,13.947,14.7853,14.9398,2.4632,1.5819,1.5892,,1.5688,1.3835,1.6792,3.552,0.4041,0.8007,,0.4759,0.709,0.8734
2014/3/17,1.5748,1.4161,0.4362,,0.7587,0.9265,2.2918,0.5998,0.9228,0.5433,,0.2691,0.1527,0.0524,3492261854,3575040000,1.76331E+11,,21923568978,94676380913,2.78827E+11,-34.5731,49.7836,10.3584,,14.0528,14.9223,15.2822,2.502,1.6043,1.5961,,1.5807,1.3964,1.7177,3.6079,0.4099,0.8042,,0.4795,0.7155,0.8934
2014/3/18,0.3876,-1.0741,-1.3301,,-0.5522,-0.6557,-0.2987,0.5129,0.9391,0.295,,0.3197,0.2903,0.0486,3505797753,3536640000,1.73986E+11,,21802505093,94055552186,2.77994E+11,-34.7071,49.2488,10.2206,,13.9752,14.8245,15.2366,2.5117,1.5871,1.5749,,1.572,1.3872,1.7126,3.6219,0.4055,0.7935,,0.4769,0.7108,0.8908
2014/3/19,3.4749,-1.6287,-0.9629,,-1.6153,-0.264,-1.2734,1.3433,1.7333,0.415,,0.4508,0.1828,0.0357,3627620841,3479040000,1.72311E+11,,21450319246,93807220695,2.74454E+11,-35.9131,48.4467,10.1222,,13.7494,14.7853,15.0426,2.599,1.5612,1.5598,,1.5466,1.3835,1.6908,3.7477,0.3989,0.7859,,0.4692,0.709,0.8794
2014/3/20,-2.6119,-3.8631,0.25,,-0.9749,-0.1985,-0.5311,0.8703,1.2953,0.7352,,0.417,0.2043,0.0371,3532869550,3344640000,1.72742E+11,,21241208900,93620972077,2.72996E+11,-34.9751,46.5752,10.1475,,13.6154,14.756,14.9627,2.5311,1.5009,1.5637,,1.5315,1.3808,1.6818,3.6498,0.3834,0.7878,,0.4646,0.7076,0.8747
2014/3/21,1.9157,4.822,3.9069,,3.886,2.8515,2.746,0.6571,1.4224,1.0616,,0.912,0.451,0.0826,3600549044,3505920000,1.7949E+11,,22066644479,96290535604,2.80493E+11,-35.6451,48.8211,10.544,,14.1445,15.1767,15.3735,2.5796,1.5733,1.6247,,1.591,1.4202,1.728,3.7198,0.4019,0.8186,,0.4826,0.7277,0.8988
2014/3/24,0,0.2191,0.6667,,2.2943,1.6763,1.3363,,1.3276,0.8595,,0.9672,0.34,0.073,3600549044,3513600000,1.80687E+11,,22572911634,99141259000,2.84241E+11,-35.6451,48.928,10.6143,,14.469,15.4311,15.579,2.5796,1.5767,1.6356,,1.6275,1.444,1.7511,3.7198,0.4028,0.8241,,0.4937,0.7399,0.9108
2014/3/25,0,-1.3115,-1.5894,,-1.7065,-0.4439,-0.3663,,1.0305,0.5093,,0.4948,0.2118,0.0634,3600549044,3467520000,1.77815E+11,,22187708364,98701190000,2.832E+11,-35.6451,48.2863,10.4456,,14.2221,15.3626,15.5219,2.5796,1.5561,1.6096,,1.5998,1.4376,1.7446,3.7198,0.3975,0.811,,0.4853,0.7366,0.9074
2014/3/26,0,1.3289,0.0808,,0.8433,0.3185,-0.5147,,1.8915,0.4802,,0.374,0.1583,0.043,3600549044,3513600000,1.77959E+11,,22374807095,99015525000,2.81742E+11,-35.6451,48.928,10.454,,14.342,15.4116,15.442,2.5796,1.5767,1.6109,,1.6133,1.4421,1.7357,3.7198,0.4028,0.8116,,0.4894,0.739,0.9028
2014/3/27,0,-1.3115,0,,-2.0659,-0.3175,-0.7391,,1.2671,0.5974,,0.676,0.2288,0.0491,3600549044,3467520000,1.77959E+11,,21912563171,98701190000,2.7966E+11,-35.6451,48.2863,10.454,,14.0457,15.3626,15.3279,2.5796,1.5561,1.6109,,1.5799,1.4376,1.7228,3.7198,0.3975,0.8116,,0.4793,0.7366,0.8961
2014/3/28,0,2.3256,0.511,,0.4018,0.3185,0.2234,,1.8239,0.4343,,0.3688,0.2256,0.0409,3600549044,3548160000,1.78868E+11,,22000609632,99015525000,2.80285E+11,-35.6451,49.4093,10.5074,,14.1022,15.4116,15.3621,2.5796,1.5922,1.6191,,1.5863,1.4421,1.7267,3.7198,0.4068,0.8158,,0.4812,0.739,0.8981
2014/3/31,0,0.3247,0.5084,,0.9505,0.3175,-0.2229,,1.298,0.4521,,0.4422,0.2078,0.0332,3600549044,3559680000,1.79778E+11,,22209719979,99329860000,2.7966E+11,-35.6451,49.5697,10.5609,,14.2362,15.4605,15.3279,2.5796,1.5974,1.6273,,1.6014,1.4467,1.7228,3.7198,0.4081,0.8199,,0.4858,0.7413,0.8961
2014/4/1,0,0.6472,0.3727,,0.6442,0.443,0.3723,,1.0876,0.7006,,0.3997,0.1855,0.0403,3600549044,3582720000,1.80448E+11,,22352795479,99769929000,2.80701E+11,-35.6451,49.8905,10.6002,,14.3279,15.529,15.3849,2.5796,1.6078,1.6334,,1.6117,1.4531,1.7293,3.7198,0.4107,0.823,,0.4889,0.7446,0.8994
2014/4/2,0,1.5005,2.0955,,1.034,1.5123,1.9288,,1.4623,0.8949,,0.6045,0.2692,0.0646,3600549044,3636480000,1.84229E+11,,22583917441,1.01279E+11,2.86115E+11,-35.6451,50.6391,10.8223,,14.4761,15.7638,15.6817,2.5796,1.6319,1.6676,,1.6283,1.4751,1.7626,3.7198,0.4169,0.8402,,0.494,0.7559,0.9168
2014/4/3,0,1.1616,0.1819,,-1.3645,-1.1794,0.0728,,1.6905,0.8716,,0.6588,0.2091,0.0686,3600549044,3678720000,1.84564E+11,,22275754825,1.00084E+11,2.86324E+11,-35.6451,51.2273,10.842,,14.2785,15.5779,15.6931,2.5796,1.6508,1.6707,,1.6061,1.4577,1.7639,3.7198,0.4217,0.8418,,0.4872,0.747,0.9174
2014/4/4,0,-1.357,0.9336,,0.0494,0.0628,0.3636,,1.1282,0.3989,,0.3635,0.1666,0.053,3600549044,3628800000,1.86287E+11,,22286760633,1.00147E+11,2.87365E+11,-35.6451,50.5322,10.9432,,14.2856,15.5877,15.7502,2.5796,1.6284,1.6863,,1.6069,1.4586,1.7703,3.7198,0.416,0.8496,,0.4875,0.7474,0.9208
2014/4/8,0,3.5979,2.4923,,4.1975,3.076,2.6087,,2.7284,1.1166,,1.2201,0.4809,0.0993,3600549044,3759360000,1.9093E+11,,23222254289,1.03228E+11,2.94861E+11,-35.6451,52.3503,11.216,,14.8852,16.0672,16.161,2.5796,1.687,1.7283,,1.6744,1.5035,1.8165,3.7198,0.431,0.8708,,0.5079,0.7704,0.9448
2014/4/9,0,0,-1.0529,,0.4739,0.0609,-0.6356,,1.5258,0.7461,,0.9055,0.2149,0.0437,3600549044,3759360000,1.8892E+11,,23332312366,1.0329E+11,2.92987E+11,-35.6451,52.3503,11.0979,,14.9558,16.077,16.0583,2.5796,1.687,1.7101,,1.6823,1.5044,1.8049,3.7198,0.431,0.8616,,0.5103,0.7709,0.9388
2014/4/10,0,0.2043,7.1193,,2.6887,6.5125,5.2594,,2.2584,2.7829,,1.7099,1.2645,0.2569,3600549044,3767040000,2.02369E+11,,23959643406,1.10017E+11,3.08396E+11,-35.6451,52.4572,11.888,,15.3579,17.124,16.9029,2.5796,1.6905,1.8318,,1.7275,1.6024,1.8999,3.7198,0.4319,0.923,,0.524,0.8211,0.9882
2014/4/11,0,-2.6504,-2.5307,,-2.0671,-0.8571,-0.4727,,1.86,1.8863,,1.0605,0.8371,0.108,3600549044,3667200000,1.97248E+11,,23464382059,1.09074E+11,3.06939E+11,-35.6451,51.0669,11.5871,,15.0404,16.9772,16.823,2.5796,1.6457,1.7855,,1.6918,1.5887,1.8909,3.7198,0.4204,0.8996,,0.5132,0.8141,0.9835
2014/4/14,0,0.1047,-0.9706,,-0.7974,-1.6715,-1.2212,,0.9476,0.7347,,0.547,0.4064,0.0691,3600549044,3671040000,1.95333E+11,,23277283328,1.07251E+11,3.03191E+11,-35.6451,51.1204,11.4747,,14.9205,16.6934,16.6176,2.5796,1.6474,1.7682,,1.6783,1.5621,1.8678,3.7198,0.4209,0.8909,,0.5091,0.8005,0.9715
2014/4/15,0,-2.0921,-1.8133,,-2.4586,-2.8136,-2.1978,,0.9694,0.7023,,0.5034,0.4043,0.0553,3600549044,3594240000,1.91791E+11,,22704981326,1.04233E+11,2.96527E+11,-35.6451,50.0509,11.2666,,14.5537,16.2237,16.2523,2.5796,1.6129,1.7361,,1.6371,1.5181,1.8267,3.7198,0.4121,0.8747,,0.4966,0.7779,0.9501
