ÈÕÆÚ,000166.SZ,000686.SZ,000712.SZ,000728.SZ,000750.SZ,000776.SZ,000783.SZ,000987.SZ,002500.SZ,002670.SZ,002673.SZ,002736.SZ,002797.SZ,002926.SZ,002939.SZ,002945.SZ,600030.SH,600061.SH,600109.SH,600155.SH,600369.SH,600621.SH,600837.SH,600864.SH,600909.SH,600958.SH,600999.SH,601066.SH,601099.SH,601108.SH,601162.SH,601198.SH,601211.SH,601236.SH,601375.SH,601377.SH,601555.SH,601688.SH,601788.SH,601878.SH,601881.SH,601901.SH,601990.SH,000166.SZ,000686.SZ,000712.SZ,000728.SZ,000750.SZ,000776.SZ,000783.SZ,000987.SZ,002500.SZ,002670.SZ,002673.SZ,002736.SZ,002797.SZ,002926.SZ,002939.SZ,002945.SZ,600030.SH,600061.SH,600109.SH,600155.SH,600369.SH,600621.SH,600837.SH,600864.SH,600909.SH,600958.SH,600999.SH,601066.SH,601099.SH,601108.SH,601162.SH,601198.SH,601211.SH,601236.SH,601375.SH,601377.SH,601555.SH,601688.SH,601788.SH,601878.SH,601881.SH,601901.SH,601990.SH,000166.SZ,000686.SZ,000712.SZ,000728.SZ,000750.SZ,000776.SZ,000783.SZ,000987.SZ,002500.SZ,002670.SZ,002673.SZ,002736.SZ,002797.SZ,002926.SZ,002939.SZ,002945.SZ,600030.SH,600061.SH,600109.SH,600155.SH,600369.SH,600621.SH,600837.SH,600864.SH,600909.SH,600958.SH,600999.SH,601066.SH,601099.SH,601108.SH,601162.SH,601198.SH,601211.SH,601236.SH,601375.SH,601377.SH,601555.SH,601688.SH,601788.SH,601878.SH,601881.SH,601901.SH,601990.SH,000166.SZ,000686.SZ,000712.SZ,000728.SZ,000750.SZ,000776.SZ,000783.SZ,000987.SZ,002500.SZ,002670.SZ,002673.SZ,002736.SZ,002797.SZ,002926.SZ,002939.SZ,002945.SZ,600030.SH,600061.SH,600109.SH,600155.SH,600369.SH,600621.SH,600837.SH,600864.SH,600909.SH,600958.SH,600999.SH,601066.SH,601099.SH,601108.SH,601162.SH,601198.SH,601211.SH,601236.SH,601375.SH,601377.SH,601555.SH,601688.SH,601788.SH,601878.SH,601881.SH,601901.SH,601990.SH,000166.SZ,000686.SZ,000712.SZ,000728.SZ,000750.SZ,000776.SZ,000783.SZ,000987.SZ,002500.SZ,002670.SZ,002673.SZ,002736.SZ,002797.SZ,002926.SZ,002939.SZ,002945.SZ,600030.SH,600061.SH,600109.SH,600155.SH,600369.SH,600621.SH,600837.SH,600864.SH,600909.SH,600958.SH,600999.SH,601066.SH,601099.SH,601108.SH,601162.SH,601198.SH,601211.SH,601236.SH,601375.SH,601377.SH,601555.SH,601688.SH,601788.SH,601878.SH,601881.SH,601901.SH,601990.SH,000166.SZ,000686.SZ,000712.SZ,000728.SZ,000750.SZ,000776.SZ,000783.SZ,000987.SZ,002500.SZ,002670.SZ,002673.SZ,002736.SZ,002797.SZ,002926.SZ,002939.SZ,002945.SZ,600030.SH,600061.SH,600109.SH,600155.SH,600369.SH,600621.SH,600837.SH,600864.SH,600909.SH,600958.SH,600999.SH,601066.SH,601099.SH,601108.SH,601162.SH,601198.SH,601211.SH,601236.SH,601375.SH,601377.SH,601555.SH,601688.SH,601788.SH,601878.SH,601881.SH,601901.SH,601990.SH
2014/8/4,,3.202,4.5153,7.6707,3.2787,3.4516,2.0067,1.9937,3.819,2.027,3.3737,,,,,,6.0795,0,3.3961,5.4085,3.2293,1.3158,4.2813,1.2687,,,3.9741,,3.966,,,,,,,2.4715,3.4648,4.2654,3.268,,,4.6667,,,4.4705,4.0488,3.5043,7.1214,1.2442,5.1359,0.8965,1.6097,3.0308,2.8669,,,,,,2.7755,,4.0659,5.8818,1.0077,0.7265,2.0832,1.418,,,1.1281,,4.0699,,,,,,,3.104,4.3093,1.783,1.9763,,,7.1789,,,14157855439,7049768579,22606791000,5913690673,63869154897,28928439054,3486246992,17614532000,870728399.2,8216953840,,,,,,1.33578E+11,2763294134,29155435446,3778500000,22273298250,3228347282,82782501971,4797200561,,,52437373076,,12137751981,,,,,,,26727500800,10577150800,49280000000,32402640000,,,21959725742,,,34.1648,266.7169,34.0396,75.4292,22.709,28.7606,11.2955,71.4958,23.3269,52.3545,,,,,,28.5932,434.7132,91.9987,5.4474,42.9431,10.9057,24.3002,14.5178,,,29.3055,,231.577,,,,,,,41.65,45.2649,22.2814,157.4646,,,34.6483,,,2.2061,6.3623,1.4456,3.7665,1.8433,2.2815,1.669,2.6798,2.6656,3.0862,,,,,,1.7099,4.6331,4.3333,47.0776,2.5019,1.9298,1.5942,1.5836,,,2.4059,,7.9124,,,,,,,2.1552,2.2123,1.3804,1.4189,,,2.478,,,9.2817,41.1132,11.3892,12.8046,7.7818,9.4913,0.8526,14.0479,1.4218,12.7052,,,,,,9.3042,0.6343,18.8461,52.6987,13.7813,2.8906,9.3785,4.2573,,,10.7354,,35.5158,,,,,,,9.0309,10.8337,6.8764,8.0613,,,11.1311,
2014/8/5,,2.2673,0.5718,0.3475,0.8929,-0.8341,2.7869,1.1317,-0.8174,0.2838,-0.4184,,,,,,-1.3226,0,0.2219,-0.3275,-0.7299,0,-0.9775,-0.1139,,,-0.7111,,1.7711,,,,,,,-0.8349,-0.8083,0.1136,-0.8439,,,-0.9554,,,5.3962,3.4689,2.265,7.9856,0.7617,5.6395,1.0824,1.0636,2.9212,2.0375,,,,,,1.7528,,3.1598,5.1838,0.9087,0.8528,1.2015,1.0616,,,0.695,,5.9471,,,,,,,2.0704,2.5817,1.2431,1.1352,,,3.4422,,,14478856935,7090078564,22685355000,5966491483,63336418665,29734641454,3525700404,17470544000,873199719.2,8182573280,,,,,,1.31811E+11,2763294134,29220139031,3766125000,22110719430,3228347282,81973288853,4791736779,,,52064485090,,12352725789,,,,,,,26504358400,10491654200,49336000000,32129200000,,,21749919445,,,34.9394,268.242,34.1579,76.1026,22.5196,29.5621,11.4234,70.9113,23.3931,52.1354,,,,,,28.215,434.7132,92.2029,5.4295,42.6297,10.9057,24.0626,14.5013,,,29.0971,,235.6785,,,,,,,41.3023,60.6137,22.3067,156.1358,,,34.3172,,,2.2561,6.3987,1.4506,3.8002,1.8279,2.3451,1.6879,2.6579,2.6732,3.0733,,,,,,1.6873,4.6331,4.3429,46.9234,2.4836,1.9298,1.5786,1.5818,,,2.3888,,8.0526,,,,,,,2.1372,2.9624,1.382,1.4069,,,2.4543,,,9.4921,41.3483,11.4288,12.9189,7.7169,9.7559,0.8623,13.9331,1.4258,12.652,,,,,,9.1812,0.6343,18.8879,52.5261,13.6807,2.8906,9.2868,4.2525,,,10.659,,36.1448,,,,,,,8.9555,14.5073,6.8842,7.9932,,,11.0247,
2014/8/6,,-0.8168,2.7795,2.0779,-1.3766,0,0.9569,-0.4069,-0.1374,0,0.084,,,,,,0.2978,0,-0.8857,-3.5049,0,0.3247,-0.0987,-0.3421,,,-0.0895,,0,,,,,,,-0.8419,1.397,-0.1135,-0.6383,,,-0.9646,,,4.0899,3.0313,2.5773,7.4093,0.7138,5.5582,0.8119,0.9982,2.1871,2.238,,,,,,1.5972,,3.3383,5.7452,0.7156,0.7166,1.201,0.9683,,,0.7505,,3.455,,,,,,,2.199,3.8055,1.191,1.2662,,,3.2544,,,14360593226,7287149605,23156739000,5884356890,63336418665,30019183477,3511353709,17446546000,873199719.2,8189449392,,,,,,1.32203E+11,2763294134,28961324691,3634125000,22110719430,3238828929,81892367542,4775345433,,,52017874092,,12352725789,,,,,,,26281216000,10638219800,49280000000,31924120000,,,21540113148,,,34.654,275.6978,34.8677,75.055,22.5196,29.845,11.3769,70.8139,23.3931,52.1792,,,,,,28.299,434.7132,91.3862,5.2392,42.6297,10.9411,24.0389,14.4517,,,29.071,,235.6785,,,,,,,40.9546,61.4605,22.2814,155.1392,,,33.9862,,,2.2377,6.5765,1.4807,3.7479,1.8279,2.3675,1.681,2.6542,2.6732,3.0759,,,,,,1.6923,4.6331,4.3044,45.2788,2.4836,1.9361,1.577,1.5764,,,2.3866,,8.0526,,,,,,,2.1192,3.0038,1.3804,1.398,,,2.4306,,,9.4146,42.4976,11.6663,12.7411,7.7169,9.8492,0.8588,13.914,1.4258,12.6627,,,,,,9.2085,0.6343,18.7206,50.6851,13.6807,2.9,9.2776,4.2379,,,10.6495,,36.1448,,,,,,,8.8801,14.71,6.8764,7.9422,,,10.9184,
2014/8/7,,-3.0588,-1.598,-3.6472,-1.4955,-2.0561,-4.8973,0.4086,-0.6878,-1.3208,-0.7557,,,,,,-2.8953,0,-2.9937,-2.7242,-2.6261,-0.9709,-1.6798,0,,,-1.4337,,-3.6145,,,,,,,-3.1132,-3.5591,-2.8409,-3.212,,,-2.5974,,,2.9335,2.7708,2.0964,4.8195,0.6721,5.7853,1.5087,1.6168,2.6975,2.6203,,,,,,1.5633,,3.8509,5.2499,0.7362,0.6395,1.0922,1.0494,,,0.7998,,2.9218,,,,,,,2.1101,3.486,1.1459,1.4239,,,2.9918,,,13921328021,7170698535,22312176000,5796355541,62034174543,28549049689,3525700404,17326556000,861666892.7,8127564384,,,,,,1.28376E+11,2763294134,28094296650,3535125000,21530080790,3207383988,80516705241,4775345433,,,51272098119,,11906241725,,,,,,,25463027200,10259592000,47880000000,30898720000,,,20980629690,,,33.594,271.2921,33.596,73.9326,22.0566,28.3834,11.4234,70.3269,23.0841,51.7849,,,,,,27.4797,434.7132,88.6503,5.0965,41.5102,10.8349,23.635,14.4517,,,28.6542,,227.16,,,,,,,39.6796,59.273,21.6484,150.1562,,,33.1034,,,2.1693,6.4714,1.4267,3.6918,1.7903,2.2516,1.6879,2.636,2.6379,3.0526,,,,,,1.6433,4.6331,4.1756,44.0453,2.4184,1.9173,1.5505,1.5764,,,2.3524,,7.7615,,,,,,,2.0532,2.8969,1.3412,1.3531,,,2.3675,,,9.1266,41.8184,11.2408,12.5505,7.5582,9.3669,0.8623,13.8183,1.407,12.567,,,,,,8.9419,0.6343,18.1601,49.3044,13.3215,2.8719,9.1218,4.2379,,,10.4968,,34.8384,,,,,,,8.6037,14.1865,6.6811,7.6871,,,10.6348,
2014/8/8,,-0.3641,0.1874,0.8803,-0.3036,0.1908,-1.8272,-0.6104,-0.277,1.0516,-0.5922,,,,,,-0.1529,0,0.4606,1.6336,0.1079,0.1634,0,0.5721,,,-0.0909,,3.4722,,,,,,,0.8763,-1.1905,-0.3509,-0.2212,,,0,,,2.3881,1.8244,1.6285,3.282,0.4117,4.7898,0.9548,0.8744,2.3214,1.6262,,,,,,1.2324,,2.4892,3.0638,0.5231,0.7059,0.6447,0.7108,,,0.5736,,4.4349,,,,,,,1.4902,2.9057,0.7796,0.9617,,,2.0423,,,13870643575,7184135197,22508586000,5778755271,62152560372,28027389313,3504180361,17278560000,870728399.2,8079431600,,,,,,1.28179E+11,2763294134,28223703821,3592875000,21553306335,3212624812,80516705241,4802664343,,,51225487121,,12319652896,,,,,,,25686169600,10137454000,47712000000,30830360000,,,20980629690,,,33.4717,271.8004,33.8917,73.7081,22.0987,27.8647,11.3536,70.1321,23.3269,51.4782,,,,,,27.4377,434.7132,89.0587,5.1798,41.555,10.8526,23.635,14.5344,,,28.6282,,235.0475,,,,,,,40.0273,58.5674,21.5725,149.824,,,44.6739,,,2.1614,6.4836,1.4393,3.6806,1.7937,2.2104,1.6776,2.6287,2.6656,3.0346,,,,,,1.6408,4.6331,4.1948,44.7649,2.421,1.9204,1.5505,1.5854,,,2.3503,,8.031,,,,,,,2.0712,2.8624,1.3365,1.3501,,,3.195,,,9.0934,41.8968,11.3398,12.5124,7.5726,9.1957,0.857,13.78,1.4218,12.4926,,,,,,8.9282,0.6343,18.2438,50.1098,13.3359,2.8766,9.1218,4.2622,,,10.4873,,36.0481,,,,,,,8.6791,14.0176,6.6576,7.6701,,,14.3519,
2014/8/11,,2.8015,3.4913,3.8394,0.9137,1.5238,2.5381,0.8188,2.0833,2.5544,1.617,,,,,,2.2971,0,1.1921,1.7222,1.4009,1.1419,1.608,1.1377,,,1.9108,,3.8926,,,,,,,1.6409,1.3253,2.23,1.7738,,,1.5,,,3.1906,3.7325,2.5425,1.7395,0.5314,4.0995,0.9819,1.2117,4.7118,1.5421,,,,,,1.4932,,2.4133,3.9755,0.4561,0.8773,0.9714,1.0332,,,0.6464,,4.7943,,,,,,,1.7603,2.8323,0.9363,0.8986,,,1.3322,,,14259224333,7434952885,23372790000,20061018692,63099647006,28738744371,3532873752,17638530000,892970278.9,8210077728,,,,,,1.31124E+11,2763294134,28560162463,3654750000,21855238428,3249310576,81811446230,4857302162,,,52204318085,,12799209854,,,,,,,26107660800,10271805800,48776000000,31377240000,,,37149000000,,,34.4094,281.2897,35.193,74.3815,22.4354,28.572,11.4466,71.5932,23.9227,52.3107,,,,,,28.0679,434.7132,90.1203,5.269,42.1371,10.9765,24.0151,14.6997,,,29.1752,,244.197,,,,,,,40.6841,59.3436,22.0535,152.4816,,,45.344,,,2.2219,6.7099,1.4945,3.7142,1.8211,2.2665,1.6913,2.6834,2.7337,3.0836,,,,,,1.6785,4.6331,4.2448,45.5358,2.4549,1.9424,1.5755,1.6034,,,2.3952,,8.3436,,,,,,,2.1052,2.9003,1.3663,1.374,,,3.2429,,,9.3481,43.3595,11.7751,12.6267,7.688,9.4291,0.864,14.0671,1.4581,12.6946,,,,,,9.1333,0.6343,18.4613,50.9728,13.5227,2.9094,9.2685,4.3107,,,10.6877,,37.4513,,,,,,,8.8215,14.2033,6.8061,7.8062,,,14.5672,
2014/8/12,,-0.5924,-0.5422,1.0084,-0.3018,-0.7505,0.165,0.4061,3.4014,0.4613,-0.0838,,,,,,-0.9731,0,-0.3625,3.2731,-0.1063,1.6129,0,1.2373,,,-0.5357,,-0.7752,,,,,,,1.0446,-0.3567,-0.2296,-0.4357,,,-0.3284,,,2.1223,1.3224,2.0987,1.3209,0.4394,3.4624,0.8644,2.22,3.0785,1.5632,,,,,,1.0165,,1.8527,5.9993,0.5066,1.6176,0.6486,1.2003,,,0.4685,,2.6601,,,,,,,2.0036,2.7598,0.6373,0.5053,,,1.032,,,14174750255,7394642899,23608482000,20000472358,62626103689,28786168042,3547220448,18238480000,897089145.5,8203201616,,,,,,1.29848E+11,2763294134,28456636727,3774375000,21832012883,3301718811,81811446230,4917403764,,,51924652095,,12699991173,,,,,,,26380390400,10235164400,48664000000,31240520000,,,37027000000,,,34.2055,279.7647,35.5479,74.157,22.2671,28.6191,11.4931,74.0283,24.0331,52.2668,,,,,,27.7948,434.7132,89.7937,5.4414,42.0923,11.1535,24.0151,14.8816,,,29.0189,,242.304,,,,,,,41.1091,59.1319,22.0029,151.8172,,,45.1951,,,2.2088,6.6735,1.5096,3.703,1.8074,2.2703,1.6982,2.7747,2.7463,3.081,,,,,,1.6622,4.6331,4.2294,47.0262,2.4523,1.9737,1.5755,1.6232,,,2.3823,,8.279,,,,,,,2.1272,2.89,1.3632,1.368,,,3.2322,,,9.2927,43.1244,11.8939,12.5886,7.6303,9.4447,0.8676,14.5456,1.4648,12.6839,,,,,,9.0444,0.6343,18.3944,52.6412,13.5083,2.9563,9.2685,4.364,,,10.6304,,37.161,,,,,,,8.9137,14.1527,6.7904,7.7722,,,14.5193,
2014/8/13,,1.3111,0.1817,3.6606,1.0091,0.3781,0,0.3033,-1.1842,0.0918,0.5029,,,,,,1.1338,0,0.3183,-1.2022,1.7021,0.1587,0.5935,-1,,,0.0898,,0.3906,,,,,,,-0.5639,0.8353,-0.2301,0.3282,,,0.1647,,,2.8489,1.6338,3.0992,1.7439,0.7018,4.2562,1.6001,1.9521,3.2694,1.7416,,,,,,1.4623,,2.2946,4.1932,0.8319,1.0329,1.1871,0.965,,,0.7816,,2.8008,,,,,,,2.1196,3.1515,1.117,0.9825,,,1.2974,,,14360593226,7408079561,24472686000,20202293471,62862875348,28786168042,3557980469,18022498000,897912918.8,8244458288,,,,,,1.3132E+11,2763294134,28547221746,3729000000,22203621613,3306959635,82296974101,4868229726,,,51971263093,,12749600514,,,,,,,26231628800,10320661000,48552000000,31343060000,,,37088000000,,,34.654,280.273,36.8491,74.9054,22.3512,28.6191,11.5279,73.1517,24.0552,52.5297,,,,,,28.1099,434.7132,90.0795,5.376,42.8088,11.1712,24.1576,14.7328,,,29.045,,243.2505,,,,,,,40.8773,59.6258,21.9523,152.3155,,,45.2696,,,2.2377,6.6857,1.5649,3.7404,1.8142,2.2703,1.7033,2.7418,2.7488,3.0965,,,,,,1.681,4.6331,4.2429,46.4609,2.494,1.9768,1.5848,1.607,,,2.3845,,8.3113,,,,,,,2.1152,2.9141,1.3601,1.3725,,,3.2376,,,9.4146,43.2028,12.3293,12.7156,7.6592,9.4447,0.8702,14.3733,1.4662,12.7477,,,,,,9.147,0.6343,18.4529,52.0084,13.7382,2.961,9.3235,4.3204,,,10.6399,,37.3061,,,,,,,8.8634,14.2709,6.7748,7.7977,,,14.5432,
2014/8/14,,-2.7059,-2.3579,0.2408,-1.4985,-1.4124,-2.3064,-0.504,-1.9973,-0.8257,-0.6672,,,,,,-1.5695,0,-1.4959,-0.9956,-1.6736,-1.5848,-1.5733,-0.8979,,,-1.0762,,-2.3346,,,,,,,-1.5123,-0.7101,-2.0761,-1.5267,,,-1.9737,,,2.46,1.2677,2.6138,1.1007,0.5629,3.3318,2.3078,0.9978,3.4551,2.1285,,,,,,1.2191,,1.9396,2.8241,0.6216,0.8703,0.7667,0.9579,,,0.6669,,2.9073,,,,,,,1.3411,2.1644,0.9136,1.0156,,,1.2447,,,13972012468,7233402957,24531609000,19899561801,61974981628,28122236654,3540047100,17662528000,890498958.9,8189449392,,,,,,1.29259E+11,2763294134,28120178084,3691875000,21832012883,3254551400,81002233112,4824519471,,,51411931114,,12451944471,,,,,,,25834931200,10247378200,47544000000,30864540000,,,36356000000,,,33.7163,273.6644,36.9379,73.7829,22.0355,27.959,11.4698,71.6906,23.8565,52.1792,,,,,,27.6688,434.7132,88.732,5.3225,42.0923,10.9942,23.7776,14.6005,,,28.7324,,237.5715,,,,,,,40.2591,59.2024,21.4965,149.9901,,,44.3761,,,2.1772,6.528,1.5686,3.6843,1.7886,2.2179,1.6947,2.6871,2.7261,3.0759,,,,,,1.6546,4.6331,4.1794,45.9983,2.4523,1.9455,1.5599,1.5926,,,2.3588,,8.1173,,,,,,,2.0832,2.8934,1.3318,1.3516,,,3.1737,,,9.1598,42.1841,12.3589,12.5251,7.551,9.2268,0.8658,14.0862,1.454,12.6627,,,,,,9.0034,0.6343,18.1769,51.4906,13.5083,2.9141,9.1768,4.2816,,,10.5254,,36.4352,,,,,,,8.7293,14.1696,6.6342,7.6786,,,14.2562,
2014/8/15,,3.8694,2.4149,10.008,1.1156,1.4327,2.3609,0.1067,2.5815,1.7576,3.5264,,,,,,2.3041,0,2.0249,0.2235,7.234,0.4831,1.3986,0.7928,,,1.8132,,3.8513,,,,,,,4.1267,3.3373,2.5913,2.2148,,,1.8456,,,4.5964,1.7941,5.5853,1.7929,0.8989,4.1315,1.7518,1.3182,3.8219,3.7417,,,,,,1.3763,,3.2953,3.3572,2.2076,0.7846,1.0846,0.9886,,,0.9828,,3.6938,,,,,,,2.8154,3.5828,1.1256,1.3676,,,1.3833,,,14512646566,7408079561,26986734000,20121565026,62862875348,28786168042,3364300081,18118490000,906150652,8478246096,,,,,,1.30731E+11,2763294134,28689569633,3700125000,23411349985,3270273870,82135131477,4862765944,,,52344151080,,12931501429,,,,,,,26901056000,10589364600,48776000000,31548140000,,,37027000000,,,35.0209,280.273,40.6346,74.606,22.3512,28.6191,10.9004,73.5413,24.2759,54.0193,,,,,,27.9839,434.7132,90.5287,5.3344,45.1373,11.0473,24.1101,14.7163,,,29.2534,,246.721,,,,,,,41.9205,61.1782,22.0535,153.3121,,,45.1951,,,2.2614,6.6857,1.7256,3.7254,1.8142,2.2703,1.6106,2.7564,2.774,3.1843,,,,,,1.6735,4.6331,4.264,46.1011,2.6297,1.9549,1.5817,1.6052,,,2.4016,,8.4299,,,,,,,2.1692,2.99,1.3663,1.3815,,,3.2322,,,9.5142,43.2028,13.5958,12.6648,7.6592,9.4447,0.8228,14.4499,1.4796,13.1092,,,,,,9.106,0.6343,18.5449,51.6056,14.4855,2.9282,9.3052,4.3155,,,10.7163,,37.8384,,,,,,,9.0896,14.6424,6.8061,7.8487,,,14.5193,
2014/8/18,,2.9104,1.5115,-0.2183,0.5015,0.4708,0,1.8124,1.3245,4.0909,-0.7299,,,,,,-0.0751,0,0.2706,-0.6689,0.7937,0.8013,0.197,0.3468,,,0.5343,,6.1381,,,,,,,1.0138,-0.1153,0.8037,0.2167,,,0,,,4.9482,2.1393,4.4338,1.3011,0.6373,3.3199,1.717,1.1366,7.2833,2.4088,,,,,,1.1652,,2.7164,2.6602,1.4725,1.1041,0.9019,1.1627,,,0.6568,,5.2287,,,,,,,3.0085,2.7517,0.9353,0.9338,,,1.3219,,,14935016955,7520051743,26927811000,20222475583,63158839921,28786168042,3425273536,18358470000,943220451.4,8416361088,,,,,,1.30633E+11,2763294134,28767213935,3675375000,23597154350,3296477988,82296974101,4742562741,,,52623817069,,13725250877,,,,,,,27173785600,10577150800,49168000000,31616500000,,,37027000000,,,36.0402,284.5093,40.5459,74.9802,22.4565,28.6191,11.098,74.5153,25.269,53.625,,,,,,27.9629,434.7132,90.7737,5.2987,45.4955,11.1358,24.1576,14.3525,,,29.4097,,261.865,,,,,,,42.3455,61.1077,22.2308,153.6443,,,45.1951,,,2.3272,6.7867,1.7219,3.7441,1.8228,2.2703,1.6398,2.793,2.8875,3.1611,,,,,,1.6722,4.6331,4.2756,45.7927,2.6506,1.9705,1.5848,1.5655,,,2.4144,,8.9473,,,,,,,2.1912,2.9866,1.3773,1.3845,,,3.2322,,,9.7911,43.8558,13.5661,12.7283,7.6952,9.4447,0.8377,14.6412,1.5401,13.0135,,,,,,9.0991,0.6343,18.5951,51.2605,14.6005,2.9516,9.3235,4.2088,,,10.7735,,40.1609,,,,,,,9.1817,14.6256,6.8608,7.8657,,,14.5193,
2014/8/19,,-1.4706,-1.0125,-4.6681,-0.0998,-0.4686,-1.318,1.466,-1.3072,-0.6987,-0.7353,,,,,,-0.9016,0,-1.1696,2.0202,1.4764,0,-1.0816,1.1521,,,-1.24,,-1.5663,,,,,,,-1.1861,-1.0393,-1.0251,-1.0811,,,0,,,3.1108,1.3358,4.7043,1.2475,0.6017,3.1664,2.0704,1.0456,4.7519,2.1204,,,,,,1.0431,,2.2581,5.1884,1.4293,1.2087,1.1244,1.471,,,0.7018,,2.7296,,,,,,,2.3127,3.2207,0.8378,0.902,,,1.0028,,,14715384353,7443910659,25670787000,20202293471,62862875348,28406778677,3475486970,18118490000,936630264.8,8354476080,,,,,,1.29455E+11,2763294134,28430755293,3749625000,23945537534,3296477988,81406839671,4797200561,,,51971263093,,13510277068,,,,,,,26851468800,10467226600,48664000000,31274700000,,,37027000000,,,35.5102,281.6286,38.6531,74.9054,22.3512,28.2419,11.2607,73.5413,25.0924,53.2307,,,,,,27.7108,434.7132,89.712,5.4058,46.1672,11.1358,23.8963,14.5178,,,29.045,,257.7635,,,,,,,41.8432,60.4726,22.0029,151.9833,,,45.1951,,,2.293,6.718,1.6415,3.7404,1.8142,2.2403,1.6638,2.7564,2.8674,3.1379,,,,,,1.6572,4.6331,4.2256,46.7179,2.6897,1.9705,1.5677,1.5836,,,2.3845,,8.8072,,,,,,,2.1652,2.9555,1.3632,1.3695,,,3.2322,,,9.6472,43.4118,12.9329,12.7156,7.6592,9.3202,0.85,14.4499,1.5294,12.9178,,,,,,9.0171,0.6343,18.3776,52.296,14.816,2.9516,9.2226,4.2573,,,10.6399,,39.5319,,,,,,,9.0728,14.4736,6.7904,7.7807,,,14.5193,
2014/8/20,,1.3777,1.5042,-1.7598,0.3996,-0.0942,2.0033,-1.032,0,0.088,0.2469,,,,,,-0.6823,0,-0.3186,-1.6502,-1.5519,0.4769,-0.6958,1.3667,,,0,,3.9168,,,,,,,1.108,-0.9335,0,-0.2186,,,-0.3295,,,3.8407,2.9497,2.8862,1.9688,0.5114,4.3241,1.0243,0.809,5.3813,1.6715,,,,,,0.7979,,1.8276,2.7442,0.9674,1.3735,0.7678,2.3937,,,0.4687,,3.7396,,,,,,,2.0389,2.4567,0.5121,0.5215,,,0.9665,,,14918122139,7555882841,25219044000,20283021917,62803682433,28975862724,3439620232,18118490000,937454038.2,8375104416,,,,,,1.28572E+11,2763294134,28340170274,3687750000,23573928804,3312200458,80840390488,4862765944,,,51971263093,,14039443367,,,,,,,27148992000,10369516200,48664000000,31206340000,,,36905000000,,,35.9994,285.8649,37.9729,75.2047,22.3302,28.8077,11.1445,73.5413,25.1145,53.3621,,,,,,27.5217,434.7132,89.4262,5.3165,45.4508,11.1889,23.7301,14.7163,,,29.045,,267.8595,,,,,,,42.3068,59.9081,22.0029,151.6511,,,45.0462,,,2.3246,6.819,1.6126,3.7553,1.8125,2.2852,1.6467,2.7564,2.8699,3.1456,,,,,,1.6458,4.6331,4.2121,45.9469,2.648,1.9799,1.5568,1.6052,,,2.3845,,9.1521,,,,,,,2.1892,2.9279,1.3632,1.3665,,,3.2216,,,9.7801,44.0648,12.7053,12.7665,7.6519,9.5069,0.8412,14.4499,1.5307,12.9497,,,,,,8.9556,0.6343,18.3191,51.433,14.5861,2.9657,9.1585,4.3155,,,10.6399,,41.0803,,,,,,,9.1734,14.3384,6.7904,7.7637,,,14.4715,
2014/8/21,,-1.5855,0,1.6355,-1.0945,-1.6023,-1.964,-0.8342,-1.3245,0.1757,-1.5599,,,,,,-1.9084,0,-2.1918,-4.1387,-1.5764,0,-1.2012,-1.236,,,-1.5247,,-1.649,,,,,,,-1.1872,-1.649,-1.2658,-1.4239,,,-1.6529,,,2.6497,2.1994,2.6542,1.1388,0.6588,3.2562,1.1296,0.8911,3.6346,1.5055,,,,,,1.3772,,2.9851,4.7233,0.8167,1.1914,0.9006,1.372,,,0.6096,,4.2267,,,,,,,3.9376,2.3791,0.6245,0.9128,,,1.3504,,,14681594722,7555882841,25631505000,20061018692,61797402884,28406778677,3410926841,17878510000,939101584.8,8244458288,,,,,,1.26118E+11,2763294134,27719015857,3535125000,23202320074,3312200458,79869334747,4802664343,,,51178876122,,13807933111,,,,,,,26826675200,10198523000,48048000000,30762000000,,,36295000000,,,35.4286,285.8649,38.594,74.3815,21.9724,28.2419,11.0515,72.5672,25.1586,52.5297,,,,,,26.9965,434.7132,87.4661,5.0965,44.7343,11.1889,23.445,14.5344,,,28.6022,,263.4425,,,,,,,41.8046,58.9202,21.7244,149.4917,,,44.3016,,,2.2877,6.819,1.639,3.7142,1.7835,2.2403,1.6329,2.7199,2.8749,3.0965,,,,,,1.6144,4.6331,4.1198,44.0453,2.6062,1.9799,1.5381,1.5854,,,2.3481,,9.0012,,,,,,,2.1632,2.8797,1.3459,1.3471,,,3.1683,,,9.625,44.0648,12.9131,12.6267,7.5293,9.3202,0.8342,14.2585,1.5334,12.7477,,,,,,8.7847,0.6343,17.9176,49.3044,14.3562,2.9657,9.0485,4.2622,,,10.4777,,40.4029,,,,,,,9.0644,14.102,6.7045,7.6531,,,14.2323,
