ÈÕÆÚ,000166.SZ,000686.SZ,000712.SZ,000728.SZ,000750.SZ,000776.SZ,000783.SZ,000987.SZ,002500.SZ,002670.SZ,002673.SZ,002736.SZ,002797.SZ,002926.SZ,002939.SZ,002945.SZ,600030.SH,600061.SH,600109.SH,600155.SH,600369.SH,600621.SH,600837.SH,600864.SH,600909.SH,600958.SH,600999.SH,601066.SH,601099.SH,601108.SH,601162.SH,601198.SH,601211.SH,601236.SH,601375.SH,601377.SH,601555.SH,601688.SH,601788.SH,601878.SH,601881.SH,601901.SH,601990.SH,000166.SZ,000686.SZ,000712.SZ,000728.SZ,000750.SZ,000776.SZ,000783.SZ,000987.SZ,002500.SZ,002670.SZ,002673.SZ,002736.SZ,002797.SZ,002926.SZ,002939.SZ,002945.SZ,600030.SH,600061.SH,600109.SH,600155.SH,600369.SH,600621.SH,600837.SH,600864.SH,600909.SH,600958.SH,600999.SH,601066.SH,601099.SH,601108.SH,601162.SH,601198.SH,601211.SH,601236.SH,601375.SH,601377.SH,601555.SH,601688.SH,601788.SH,601878.SH,601881.SH,601901.SH,601990.SH,000166.SZ,000686.SZ,000712.SZ,000728.SZ,000750.SZ,000776.SZ,000783.SZ,000987.SZ,002500.SZ,002670.SZ,002673.SZ,002736.SZ,002797.SZ,002926.SZ,002939.SZ,002945.SZ,600030.SH,600061.SH,600109.SH,600155.SH,600369.SH,600621.SH,600837.SH,600864.SH,600909.SH,600958.SH,600999.SH,601066.SH,601099.SH,601108.SH,601162.SH,601198.SH,601211.SH,601236.SH,601375.SH,601377.SH,601555.SH,601688.SH,601788.SH,601878.SH,601881.SH,601901.SH,601990.SH,000166.SZ,000686.SZ,000712.SZ,000728.SZ,000750.SZ,000776.SZ,000783.SZ,000987.SZ,002500.SZ,002670.SZ,002673.SZ,002736.SZ,002797.SZ,002926.SZ,002939.SZ,002945.SZ,600030.SH,600061.SH,600109.SH,600155.SH,600369.SH,600621.SH,600837.SH,600864.SH,600909.SH,600958.SH,600999.SH,601066.SH,601099.SH,601108.SH,601162.SH,601198.SH,601211.SH,601236.SH,601375.SH,601377.SH,601555.SH,601688.SH,601788.SH,601878.SH,601881.SH,601901.SH,601990.SH,000166.SZ,000686.SZ,000712.SZ,000728.SZ,000750.SZ,000776.SZ,000783.SZ,000987.SZ,002500.SZ,002670.SZ,002673.SZ,002736.SZ,002797.SZ,002926.SZ,002939.SZ,002945.SZ,600030.SH,600061.SH,600109.SH,600155.SH,600369.SH,600621.SH,600837.SH,600864.SH,600909.SH,600958.SH,600999.SH,601066.SH,601099.SH,601108.SH,601162.SH,601198.SH,601211.SH,601236.SH,601375.SH,601377.SH,601555.SH,601688.SH,601788.SH,601878.SH,601881.SH,601901.SH,601990.SH,000166.SZ,000686.SZ,000712.SZ,000728.SZ,000750.SZ,000776.SZ,000783.SZ,000987.SZ,002500.SZ,002670.SZ,002673.SZ,002736.SZ,002797.SZ,002926.SZ,002939.SZ,002945.SZ,600030.SH,600061.SH,600109.SH,600155.SH,600369.SH,600621.SH,600837.SH,600864.SH,600909.SH,600958.SH,600999.SH,601066.SH,601099.SH,601108.SH,601162.SH,601198.SH,601211.SH,601236.SH,601375.SH,601377.SH,601555.SH,601688.SH,601788.SH,601878.SH,601881.SH,601901.SH,601990.SH
2017/6/20,-0.3571,-0.5952,0.4182,-1.1673,-1.0753,0.5285,-0.8351,-0.4244,-0.5225,-2.1739,0.2075,0.8397,-0.7202,,,,-0.1795,-0.5871,-0.5809,-0.5981,-0.1776,-0.3633,-0.1996,-0.3589,-0.5015,-0.072,0.2933,,-0.4902,,,-0.9217,0.0504,,-0.7678,0.6667,-0.53,0.169,-0.3274,,-0.4085,1.3361,,0.3907,0.798,0.897,1.4757,0.7236,0.7247,0.4315,0.5217,0.7068,0.6858,1.4821,0.7029,6.813,,,,0.6422,0.5394,0.8594,8.9004,0.256,0.509,0.2789,0.6662,2.4235,0.316,0.2528,,0.7488,,,0.7913,0.943,,8.9068,0.6743,0.4963,0.4304,0.1842,,4.098,0.6301,,41027441844,20946593187,15061760000,37416105000,23269773055,1.01338E+11,45052726024,6311618061,26929463457,7977499666,50741658267,28996737580,18513032985,,,,1.63709E+11,29906442432,36231824534,6855750000,31725513277,5749183390,1.21382E+11,4551330373,7936000000,43391029290,83853261570,,26303994462,,,17268800000,93991230351,,7237818895,50559871139,32552660000,96789397074,59459956330,,7314000000,62017926285,,20.6905,17.8345,41.2014,26.623,22.9144,16.248,23.8061,42.0398,57.5803,48.7095,45.1189,23.7749,60.1625,,,,19.499,21.9769,27.8979,-203.4283,34.5755,75.4662,21.4495,51.2732,59.667,37.2824,21.2012,,41.4458,,,35.0624,17.5847,,56.4553,24.7077,22.5457,20.3097,23.291,,23.9783,31.5912,,2.1397,1.5045,4.1172,1.8039,1.6914,1.6614,2.0588,2.0906,2.1933,2.0983,4.0894,2.2385,3.9241,,,,1.4164,2.0447,2.0707,1.9501,1.6697,5.912,1.5666,1.2948,3.033,2.131,1.9149,,2.3419,,,2.5896,1.7312,,3.834,1.5953,1.67,1.5097,1.4869,,2.131,2.291,,7.603,5.2328,6.8091,11.0845,6.0637,6.2994,8.9682,4.5436,11.4807,14.7786,14.8963,8.4966,16.6689,,,,5.3184,6.0396,7.756,25.925,8.7358,19.0994,6.1591,7.3736,20.711,12.5449,9.7953,,15.3407,,,13.2759,6.7169,,20.0174,6.6622,7.272,7.5282,7.6573,,9.3334,10.46,
2017/6/21,0.1792,-0.499,-0.3569,0.0787,0.1812,-0.4089,0.9474,-0.5968,-0.2101,0.0617,-0.6901,-0.0757,-0.1036,,,,0.5396,0.3281,0,1.0229,0.1779,10.0273,-0.1333,1.2005,0,-0.1441,-0.5263,,0.2463,,,0.1163,-0.0504,,-0.3868,-0.5298,-0.444,0.0562,-0.0657,,-0.8203,-0.5071,,0.4691,1.162,0.9199,1.6361,0.6207,0.6704,0.6967,0.4433,0.925,0.5255,1.7842,0.6238,6.6072,,,,1.1571,0.4063,0.9635,8.6392,0.31,3.3019,0.4175,0.7677,3.0011,0.3424,0.2828,,0.9212,,,0.7514,0.9144,,9.1362,0.6137,0.7129,0.8733,0.1994,,5.0814,0.6436,,41100967725,20842069269,15008000000,37445566500,23311928441,1.00924E+11,45479541323,6273952821,26872888954,7982424049,50391474290,28974786984,18493848495,,,,1.64592E+11,30004560682,36231824534,6925875000,31781964368,6325673977,1.2122E+11,4605968192,7936000000,43328506193,83411928614,,26368782626,,,17288880000,93943903448,,7209819596,50292004272,32408110000,96843834305,59420889341,,7254000000,61703433758,,20.7275,17.7455,41.0544,26.644,22.9559,16.1815,24.0316,41.7889,57.4593,48.7396,44.8075,23.7569,60.1001,,,,19.6042,22.049,27.8979,-205.5091,34.637,83.0335,21.4209,51.8887,59.667,37.2287,21.0897,,41.5479,,,35.1032,17.5759,,56.2369,24.5768,22.4456,20.3211,23.2757,,23.7816,31.431,,2.1435,1.497,4.1025,1.8053,1.6945,1.6546,2.0784,2.0782,2.1887,2.0996,4.0612,2.2368,3.9201,,,,1.424,2.0515,2.0707,1.9701,1.6726,6.5048,1.5645,1.3104,3.033,2.128,1.9048,,2.3476,,,2.5926,1.7303,,3.8191,1.5869,1.6626,1.5105,1.4859,,2.1135,2.2794,,7.6166,5.2067,6.7848,11.0933,6.0746,6.2736,9.0532,4.5165,11.4566,14.7877,14.7935,8.4901,16.6516,,,,5.3471,6.0594,7.756,26.1901,8.7514,21.0145,6.1508,7.4621,20.711,12.5268,9.7437,,15.3785,,,13.2913,6.7135,,19.9399,6.6269,7.2397,7.5324,7.6522,,9.2568,10.407,
2017/6/22,0,-0.1003,-0.3582,-0.1574,-0.1808,0.3519,-0.6257,-1.2864,-0.8421,-0.0617,-1.8068,0,-2.0747,,,,0.7752,0.3285,-0.6678,-6.4324,-0.5329,6.2966,0.4005,-0.7117,2.621,0,0.4703,,-0.4914,,,0.4646,0.2519,,-0.3883,-0.3995,-0.0892,0.4497,-0.3287,,0.0827,-0.6116,,0.7254,1.682,1.7046,2.5567,1.0792,0.9758,0.6063,0.58,1.113,0.6556,1.6026,0.6812,10.1212,,,,1.7047,0.5908,1.2239,10.0987,0.318,9.5874,0.7479,1.2343,10.0729,0.5724,0.4018,,1.3132,,,1.8063,1.1544,,13.9678,0.9059,1.0454,1.0729,0.3891,,8.4371,0.661,,41100967725,20821164486,14954240000,37386643500,23269773055,1.01279E+11,45194997790,6193241593,26646590941,7977499666,49480995950,28974786984,18110158692,,,,1.65868E+11,29965313382,35989875789,6480375000,31612611094,6723976563,1.21706E+11,4573185501,8144000000,43328506193,83804224575,,26239206299,,,17369200000,94180537965,,7181820296,50091104122,32379200000,97279332154,59225554399,,7260000000,61326042726,,20.7275,17.7277,40.9073,26.6021,22.9144,16.2385,23.8813,41.2513,56.9754,48.7095,43.9979,23.7569,58.8533,,,,19.7561,22.0201,27.7116,-192.2899,34.4524,88.2618,21.5067,51.5194,61.2308,37.2287,21.1889,,41.3437,,,35.2662,17.6202,,56.0185,24.4786,22.4256,20.4125,23.1992,,23.8012,31.2388,,2.1435,1.4955,4.0878,1.8025,1.6914,1.6605,2.0653,2.0514,2.1703,2.0983,3.9878,2.2368,3.8387,,,,1.435,2.0488,2.0569,1.8434,1.6637,6.9144,1.5707,1.3011,3.1125,2.128,1.9138,,2.3361,,,2.6046,1.7347,,3.8043,1.5805,1.6611,1.5173,1.4811,,2.1153,2.2654,,7.6166,5.2014,6.7605,11.0758,6.0637,6.2957,8.9965,4.4584,11.3601,14.7786,14.5262,8.4901,16.3061,,,,5.3886,6.0515,7.7042,24.5055,8.7047,22.3377,6.1755,7.409,21.2538,12.5268,9.7895,,15.3029,,,13.3531,6.7304,,19.8625,6.6004,7.2332,7.5663,7.6271,,9.2645,10.3433,
2017/6/23,-0.5367,0.6024,-1.5578,-0.9456,0,-0.4676,-0.5247,-1.1295,-0.6369,-0.3704,-0.6369,-0.1515,-2.2246,,,,0.2367,0.1965,-0.5882,-1.2731,-0.3571,-1.7927,-1.4628,-1.0753,1.3752,-0.5772,0.4096,,-0.7407,,,-0.6936,-0.0503,,-0.9747,0,-0.0893,0.3917,-1.0554,,-1.0744,0.5128,,0.3795,1.018,1.2836,1.4001,0.6665,0.4934,0.4179,0.4784,0.7736,0.5919,0.9394,0.3961,7.1391,,,,0.9442,0.4994,0.7263,7.396,0.2683,6.8585,0.4188,0.8943,6.7802,0.3805,0.2936,,0.8474,,,1.0177,0.8896,,8.8935,0.5131,0.5147,0.5244,0.3003,,4.593,0.4139,,40880390081,20946593187,14721280000,37033105500,23269773055,1.00806E+11,44957878179,6123291861,26476867432,7947953371,49165830371,28930885792,17707284399,,,,1.6626E+11,30024184332,35778170637,6397875000,31499708912,6603437623,1.19925E+11,4524011463,8256000000,43078413805,84147483540,,26044841807,,,17248720000,94133211062,,7111822048,50091104122,32350290000,97660392773,58600482585,,7182000000,61640535253,,20.6163,17.8345,40.27,26.3505,22.9144,16.1626,23.756,40.7854,56.6125,48.5291,43.7177,23.7209,57.544,,,,19.8029,22.0634,27.5486,-189.8419,34.3294,86.6796,21.1921,50.9654,62.0729,37.0138,21.2756,,41.0375,,,35.0216,17.6113,,55.4726,24.4786,22.4056,20.4924,22.9543,,23.5455,31.399,,2.132,1.5045,4.0241,1.7854,1.6914,1.6527,2.0545,2.0283,2.1564,2.0905,3.9624,2.2334,3.7533,,,,1.4384,2.0528,2.0448,1.8199,1.6578,6.7905,1.5478,1.2871,3.1553,2.1157,1.9216,,2.3188,,,2.5866,1.7338,,3.7672,1.5805,1.6596,1.5233,1.4654,,2.0925,2.2771,,7.5757,5.2328,6.6551,10.9711,6.0637,6.2663,8.9493,4.408,11.2878,14.7239,14.4337,8.4773,15.9434,,,,5.4013,6.0634,7.6589,24.1935,8.6736,21.9373,6.0852,7.3293,21.5461,12.4545,9.8296,,15.1896,,,13.2605,6.7271,,19.6689,6.6004,7.2268,7.5959,7.5466,,9.1649,10.3963,
2017/6/26,1.259,1.2974,2.252,2.148,1.2681,1.879,1.5823,2.1968,2.5641,0.1239,1.6382,1.6692,1.3001,,,,1.889,1.5033,1.0989,0.7737,1.6129,3.0952,0.5398,1.6908,0.8721,1.5965,0.4662,,1.2438,,,0.8149,3.0669,,0.5906,1.0695,2.1448,1.3378,0.9333,,1.0025,1.0204,,0.4383,1.1146,1.0599,1.5686,0.6223,0.8092,0.5309,0.5965,1.0747,0.5589,0.9994,0.5485,4.6564,,,,2.1531,0.6755,0.8712,4.6909,0.2614,6.3506,0.3961,0.729,5.2661,0.4716,0.3823,,0.7591,,,0.7253,1.4182,,5.9348,0.979,1.2026,1.2235,0.3211,0.0773,3.9059,0.9839,,41395071251,21218355374,15052800000,37828566000,23564860757,1.027E+11,45669237011,6257810575,27155761469,7957802136,49971253518,29413798908,17937498281,,,,1.69401E+11,30475528279,36171337348,6447375000,32007768733,6807829739,1.20573E+11,4600504410,8328000000,43766167872,84539779501,,26368782626,,,17389280000,97020152175,,7153820997,50626837855,33044130000,98966886322,59147420422,4056667478,7254000000,62269520306,,20.8759,18.0659,41.1769,26.9165,23.2049,16.4663,24.1319,41.6814,58.0641,48.5892,44.4339,24.1168,58.2922,,,,20.177,22.3951,27.8513,-191.3107,34.8831,89.3625,21.3065,51.8272,62.6142,37.6047,21.3748,,41.5479,,,35.307,18.1514,,55.8002,24.7404,22.8861,20.7666,23.1686,32.6915,23.7816,31.7194,,2.1589,1.524,4.1147,1.8238,1.7129,1.6838,2.087,2.0728,2.2117,2.0931,4.0273,2.2707,3.8021,,,,1.4656,2.0837,2.0673,1.834,1.6845,7.0006,1.5561,1.3088,3.1828,2.1495,1.9306,,2.3476,,,2.6076,1.787,,3.7895,1.5974,1.6952,1.5437,1.4791,4.2409,2.1135,2.3003,,7.6711,5.3007,6.805,11.2067,6.1406,6.384,9.0909,4.5049,11.5772,14.7421,14.6701,8.6188,16.1507,,,,5.5033,6.1546,7.743,24.3807,8.8135,22.6163,6.118,7.4532,21.734,12.6534,9.8754,,15.3785,,,13.3685,6.9334,,19.7851,6.671,7.3818,7.6975,7.617,8.8286,9.2568,10.5024,
2017/6/27,-0.1776,-0.2956,0.2976,-0.5452,-0.3578,-0.5187,-0.8307,0.6879,0.1042,0.1238,-0.3504,-0.6716,-0.7487,,,,-0.8691,-0.5795,-0.5853,-1.8554,-0.1764,-4.388,-0.4698,-0.5938,-0.7685,-0.2857,-0.29,,-0.2457,,,0.0577,-0.1951,,-0.2935,-0.6614,-0.6999,-0.33,-0.5945,10.0247,-0.0827,0.303,,0.2795,0.7544,0.7626,0.8935,0.388,0.3966,0.3056,0.4918,1.1669,0.5974,0.6635,0.341,3.4248,,,,0.9415,0.3624,0.6433,4.3523,0.1565,5.3357,0.267,0.5296,3.1537,0.2951,0.1717,,0.4727,,,0.5634,0.8084,,3.7831,0.5503,0.9314,0.3951,0.2693,0.0371,2.7738,0.6118,,41321545369,21155641023,15097600000,37622335500,23480549985,1.02167E+11,45289845634,6300856564,27184048720,7967650901,49796161529,29216243542,17803206850,,,,1.67929E+11,30298915430,35959632196,6327750000,31951317642,6509102799,1.20006E+11,4573185501,8264000000,43641121678,84294594525,,26303994462,,,17399320000,96830844561,,7132821522,50292004272,32812850000,98640262934,58795817527,4463334226,7248000000,62458215822,,20.8388,18.0125,41.2995,26.7698,23.1219,16.3809,23.9314,41.9681,58.1246,48.6494,44.2782,23.9549,57.8557,,,,20.0016,22.2653,27.6883,-187.7611,34.8216,85.4413,21.2064,51.5194,62.1331,37.4973,21.3128,,41.4458,,,35.3274,18.116,,55.6364,24.5768,22.7259,20.698,23.0308,35.9687,23.7619,31.8155,,2.155,1.5195,4.127,1.8138,1.7067,1.675,2.0697,2.0871,2.214,2.0957,4.0132,2.2554,3.7737,,,,1.4529,2.0716,2.0552,1.7999,1.6815,6.6934,1.5488,1.3011,3.1584,2.1433,1.925,,2.3419,,,2.6091,1.7835,,3.7783,1.5869,1.6834,1.5386,1.4703,4.6661,2.1118,2.3073,,7.6575,5.285,6.8253,11.1456,6.1186,6.3509,9.0154,4.5359,11.5893,14.7604,14.6187,8.5609,16.0298,,,,5.4555,6.1189,7.6977,23.9283,8.798,21.6239,6.0893,7.409,21.567,12.6172,9.8468,,15.3407,,,13.3763,6.9198,,19.727,6.6269,7.3301,7.6721,7.5717,9.7137,9.2492,10.5343,
2017/6/28,-0.5338,-0.5929,-1.543,-1.8794,-0.7181,-0.5214,-1.2565,0.5978,-0.6243,1.3597,-0.9142,-0.8264,-1.6164,,,,-0.1169,0.9715,-0.841,-0.3911,-0.8834,-0.4831,-0.2023,-0.2389,-2.0329,-0.4298,-0.1745,,-0.4926,,,0.2308,0.0489,,-1.1776,-0.6658,-0.7048,-0.6071,-0.2658,10.0075,-2.0695,2.0141,,0.2427,0.4996,0.708,1.1084,0.4181,0.4061,0.2774,0.6837,0.7932,0.9633,0.5668,0.316,3.5881,,,,0.8875,0.7604,0.6251,3.2984,0.1273,2.619,0.3647,0.4157,3.093,0.2144,0.1784,,0.4174,,,0.7837,0.9046,,3.9338,0.4175,0.5342,0.4652,0.1407,0.3448,3.6847,0.7956,,41100967725,21030212322,14864640000,36915259500,23311928441,1.01634E+11,44720758569,6338521804,27014325211,8075987316,49340922359,28974786984,17515439498,,,,1.67733E+11,30593270179,35657196265,6303000000,31669062186,6477657858,1.19764E+11,4562257937,8096000000,43453552387,84147483540,,26174418135,,,17439480000,96878171465,,7048823624,49957170688,32581570000,98041453391,58639549573,4910000982,7098000000,63716185930,,20.7275,17.9057,40.6622,26.2666,22.9559,16.2954,23.6307,42.219,57.7617,49.3109,43.8734,23.7569,56.9206,,,,19.9783,22.4816,27.4554,-187.0267,34.514,85.0285,21.1635,51.3963,60.8699,37.3361,21.2756,,41.2417,,,35.4089,18.1249,,54.9812,24.4132,22.5657,20.5724,22.9696,39.5683,23.2701,32.4563,,2.1435,1.5105,4.0633,1.7797,1.6945,1.6663,2.0437,2.0996,2.2002,2.1242,3.9765,2.2368,3.7127,,,,1.4512,2.0917,2.0379,1.7929,1.6667,6.6611,1.5457,1.298,3.0942,2.1341,1.9216,,2.3303,,,2.6152,1.7844,,3.7338,1.5763,1.6715,1.5292,1.4664,5.133,2.0681,2.3537,,7.6166,5.2537,6.72,10.9362,6.0746,6.3178,8.9021,4.563,11.5169,14.9611,14.4851,8.4901,15.7707,,,,5.4491,6.1783,7.633,23.8347,8.7203,21.5194,6.0769,7.3913,21.1286,12.563,9.8296,,15.2652,,,13.4071,6.9232,,19.4947,6.5828,7.2784,7.6255,7.5516,10.6858,9.0577,10.7464,
2017/6/29,-0.1789,0,0.1206,-0.7183,-0.5425,0.4077,0.106,-0.1698,0.8377,-1.7683,0,0.1515,1.0953,,,,0,-0.8339,-0.1696,0.4581,0.1783,-0.6472,0.3378,0.2395,0.3953,0.2158,-0.641,,0,,,-0.6388,-0.3908,,0.5958,0.134,-0.3549,-0.2221,-0.533,9.9796,0,-0.9872,,0.2434,0.5052,0.5924,1.0299,0.5792,0.2798,0.2016,0.5978,0.7029,0.3471,0.5088,0.1917,3.6273,,,,0.681,0.3729,0.5804,3.5364,0.1157,2.05,0.2123,0.4916,2.1319,0.1774,0.1451,,0.4652,,,0.4434,0.5302,,3.1765,0.4327,0.5252,0.3877,0.2811,13.0715,2.497,0.861,,41027441844,21030212322,14882560000,36650106000,23185462284,1.02049E+11,44768182491,6327760307,27240623223,7933180224,49340922359,29018688176,17707284399,,,,1.67733E+11,30338162730,35596709079,6331875000,31725513277,6435731270,1.20168E+11,4573185501,8128000000,43547337033,83608076594,,26174418135,,,17178440000,96499556237,,7090822573,50024137405,32465930000,97823704466,58327013666,5400001080,7098000000,63087200876,,20.6905,17.9057,40.7112,26.078,22.8313,16.3619,23.6557,42.1473,58.2456,48.4389,43.8734,23.7929,57.544,,,,19.9783,22.2941,27.4088,-187.8835,34.5755,84.4782,21.235,51.5194,61.1105,37.4167,21.1393,,41.2417,,,34.8789,18.054,,55.3088,24.4459,22.4857,20.5267,22.8472,43.5171,23.2701,32.1359,,2.1397,1.5105,4.0682,1.7669,1.6853,1.6731,2.0458,2.096,2.2186,2.0866,3.9765,2.2402,3.7533,,,,1.4512,2.0743,2.0344,1.8011,1.6697,6.618,1.5509,1.3011,3.1064,2.1387,1.9093,,2.3303,,,2.576,1.7774,,3.7561,1.5784,1.6656,1.5258,1.4586,5.6453,2.0681,2.3305,,7.603,5.2537,6.7281,10.8576,6.0417,6.3435,8.9116,4.5552,11.6134,14.6965,14.4851,8.503,15.9434,,,,5.4491,6.1268,7.62,23.9439,8.7358,21.3801,6.0975,7.409,21.2121,12.5901,9.7666,,15.2652,,,13.2064,6.8962,,19.6108,6.5916,7.2526,7.6086,7.5114,11.7522,9.0577,10.6403,
2017/6/30,0.3584,-0.0994,-1.4449,-1.7685,0,0.058,0.3178,-1.1054,-0.5192,-1.3035,0.9226,0.2269,-0.2167,,,,-0.4096,0.5821,-0.4248,-3.7134,-0.1779,-1.2215,0,-0.7168,-0.689,-0.1436,0.9971,,-0.495,,,0.7598,0.5885,,-0.691,-0.5355,0,-0.3895,0,5,0.2536,-0.997,,0.3268,0.5353,0.7539,1.3739,0.3574,0.4424,0.21,0.6146,0.5527,0.3656,0.8045,0.3135,2.9488,,,,0.7653,0.3184,0.4922,5.8576,0.0906,1.9473,0.1522,0.4204,2.0563,0.1738,0.2436,,0.4731,,,0.5958,0.5645,,3.3778,0.37,0.3295,0.5072,0.1443,53.3616,2.2382,0.4338,,41167066870,21009307538,14655393513,36001953000,23185462284,1.02108E+11,44910454257,6260513352,27099186966,7829768191,49796161529,29084539965,17668915419,,,,1.67046E+11,30514775579,35445491113,6096750000,31669062186,6357118918,1.20168E+11,4540402809,8072000000,43484813936,84441705511,,26044841807,,,17308960000,97067479079,,7041823799,49756270538,32465930000,97442643848,58327013666,5670001134,7116000000,62458215822,,20.7646,17.8879,40.123,25.6168,22.8313,16.3714,23.7309,41.6814,57.9432,47.8075,44.2782,23.8469,57.4193,,,,19.8964,22.4239,27.2924,-180.9068,34.514,83.4463,21.235,51.1501,60.6895,37.363,21.35,,41.0375,,,35.1439,18.1603,,54.9266,24.315,22.4857,20.4467,22.8472,45.6929,23.3292,31.8155,,2.1474,1.509,4.0094,1.7357,1.6853,1.6741,2.0523,2.0728,2.2071,2.0594,4.0132,2.2453,3.7452,,,,1.4452,2.0863,2.0258,1.7342,1.6667,6.5372,1.5509,1.2917,3.085,2.1356,1.9283,,2.3188,,,2.5956,1.7879,,3.7301,1.57,1.6656,1.5199,1.4586,5.9276,2.0733,2.3073,,7.6302,5.2484,6.6308,10.6656,6.0417,6.3472,8.9399,4.5049,11.5531,14.5049,14.6187,8.5223,15.9088,,,,5.4268,6.1625,7.5877,23.0548,8.7203,21.119,6.0975,7.3559,21.0659,12.572,9.864,,15.1896,,,13.3068,6.9367,,19.4753,6.5563,7.2526,7.579,7.5114,12.3398,9.0807,10.5343,
2017/7/3,0.5357,-0.398,0.7941,0.0818,-0.1818,-0.6957,-1.056,1.4617,0.6263,0.8176,-0.2813,0.0755,0.1086,,,,-0.6463,-0.1929,-0.8532,0.6089,0.5348,-0.4122,-0.6734,0.361,0.2973,-0.0719,-0.4065,,0,,,-0.058,-1.1214,,0.1988,0,-0.2671,-0.9497,-0.6028,-0.8818,0.5902,-1.1078,,0.2724,0.5616,0.6766,0.7233,0.4093,0.3781,0.368,0.5769,0.49,0.4089,0.4649,0.2402,2.4666,,,,0.6937,0.4577,0.7426,2.918,0.1259,1.3497,0.202,0.5825,1.7466,0.2034,0.2026,,0.591,,,0.6361,0.8972,,2.9878,0.3368,0.4236,0.5102,0.2241,28.2067,2.096,0.2932,,41387604728,20925688404,14771777213,36031414500,23143306898,1.01397E+11,44436215036,6352025585,27268910475,7893785164,49656087939,29106490561,17688099909,,,,1.65966E+11,30455904629,35143055182,6133875000,31838415459,6330914800,1.19359E+11,4556794155,8096000000,43453552387,84098446545,,26044841807,,,17298920000,95978960298,,7055823449,49756270538,32379200000,96517210918,57975410771,5620001124,7158000000,61766332264,,20.8759,17.8167,40.4416,25.6378,22.7898,16.2575,23.4803,42.2907,58.3061,48.1984,44.1536,23.8649,57.4817,,,,19.7678,22.3807,27.0595,-182.0084,34.6985,83.1023,21.092,51.3347,60.8699,37.3361,21.2632,,41.0375,,,35.1235,17.9566,,55.0358,24.315,22.4256,20.2526,22.7095,45.29,23.4669,31.4631,,2.1589,1.503,4.0413,1.7371,1.6822,1.6624,2.0307,2.1031,2.2209,2.0762,4.0019,2.247,3.7493,,,,1.4359,2.0823,2.0085,1.7448,1.6756,6.5102,1.5405,1.2964,3.0942,2.1341,1.9205,,2.3188,,,2.5941,1.7678,,3.7376,1.57,1.6611,1.5054,1.4498,5.8753,2.0855,2.2817,,7.6711,5.2275,6.6835,10.6743,6.0307,6.3031,8.8455,4.5707,11.6254,14.6235,14.5776,8.5287,15.9261,,,,5.3918,6.1506,7.5229,23.1952,8.7669,21.0319,6.0564,7.3824,21.1286,12.563,9.8239,,15.1896,,,13.2991,6.859,,19.514,6.5563,7.2332,7.507,7.4661,12.2309,9.1343,10.4176,
2017/7/4,-0.1776,-1.3986,-1.0909,-1.2265,-1.0929,-0.7589,-2.1345,-1.0169,-0.8299,-1.2477,-0.0705,0.3017,-0.9761,,,,-1.0645,0.3866,-4.9053,-0.1345,-0.5319,-1.9868,-0.2712,-0.7194,-0.7905,-0.2878,-1.2245,,-0.4975,,,0.1161,-0.0493,,-0.5952,-0.8075,-1.4286,-1.41,-0.0674,2.0166,-0.4245,-0.7128,,0.4208,0.7976,0.6212,0.9176,0.5631,0.4517,0.5184,0.3663,0.576,0.3484,0.5875,0.4092,2.9343,,,,0.7416,0.361,2.8168,2.9207,0.1419,1.9359,0.1458,0.4613,1.7748,0.1589,0.2601,,0.5598,,,0.883,0.6623,,3.2303,0.426,0.5472,0.3793,0.1545,32.3306,1.9565,0.3681,,41314092108,20633021433,14610630552,35589492000,22890374582,1.00628E+11,43487736593,6287428715,27042612463,7795297513,49621069541,29194292946,17515439498,,,,1.64199E+11,30573646529,33419170376,6125625000,31669062186,6205135036,1.19035E+11,4524011463,8032000000,43328506193,83068669649,,25915265480,,,17319000000,95931633395,,7013824500,49354470237,31916640000,95156280138,57936343782,5733334480,7038000000,61326042726,,20.8388,17.5675,40.0004,25.3233,22.5407,16.1341,22.9791,41.8606,57.8222,47.597,44.1225,23.9369,56.9206,,,,19.5574,22.4672,25.7322,-181.7636,34.514,81.4513,21.0348,50.9654,60.3888,37.2287,21.0029,,40.8333,,,35.1643,17.9478,,54.7082,24.1186,22.1052,19.967,22.6942,46.2033,23.0734,31.2388,,2.155,1.482,3.9972,1.7158,1.6638,1.6498,1.9873,2.0817,2.2025,2.0503,3.9991,2.2537,3.7127,,,,1.4206,2.0904,1.91,1.7424,1.6667,6.3809,1.5363,1.2871,3.0697,2.128,1.897,,2.3073,,,2.5971,1.7669,,3.7153,1.5573,1.6374,1.4842,1.4488,5.9938,2.0506,2.2654,,7.6575,5.1544,6.6106,10.5434,5.9648,6.2552,8.6567,4.5242,11.529,14.4411,14.5673,8.5545,15.7707,,,,5.3344,6.1744,7.1539,23.164,8.7203,20.6141,6.04,7.3293,20.9615,12.5268,9.7036,,15.114,,,13.3145,6.8556,,19.3979,6.5034,7.1299,7.4011,7.4611,12.4776,8.9812,10.3433,
