ÈÕÆÚ,000859.SZ,000973.SZ,002108.SZ,002263.SZ,002324.SZ,002395.SZ,002450.SZ,002768.SZ,002825.SZ,002838.SZ,002886.SZ,300180.SZ,300218.SZ,300221.SZ,300230.SZ,300305.SZ,300321.SZ,300325.SZ,300478.SZ,300538.SZ,300539.SZ,300586.SZ,300644.SZ,300716.SZ,300717.SZ,600143.SH,601208.SH,603266.SH,603580.SH,603615.SH,603991.SH
2017/4/5,6.2438,8.4531,11.2273,3.68,14.4943,22.1256,19.0749,24.4189,36.0156,13.8193,,9.5741,13.9827,15.8166,9.5128,11.2818,31.3438,6.0612,28.9864,24.4803,21.3662,15.821,,,,7.3061,7.5327,21.3616,,26.7969,53.521
2017/4/6,6.2537,8.4137,11.664,3.68,14.5143,22.1355,19.1147,24.2217,36.88,13.8707,,9.784,14.081,15.7969,9.4233,11.3992,31.5906,6.1903,28.9864,24.6706,21.2761,15.8955,,,,7.3061,7.5813,21.7599,,26.8634,54.3605
2017/4/7,6.2934,8.1868,12.165,3.67,14.5343,21.948,18.8863,24.0935,35.9805,13.6877,,9.4158,14.0319,15.561,9.2991,11.3992,31.6202,6.1605,28.9864,24.6193,20.1627,15.4913,,,,7.3061,7.5716,21.3516,,25.8375,54.0445
2017/4/10,6.0849,8.2164,12.3577,3.62,14.4042,21.4545,18.6778,24.3203,32.4106,12.9292,,9.0218,13.5602,14.9614,8.6522,11.0176,30.0999,5.9519,28.9864,22.1567,18.1478,14.2707,,,,7.3061,7.6105,19.4545,,23.2823,48.642
2017/4/11,6.0452,8.2756,12.2378,3.63,14.4593,21.6124,18.6678,24.0146,33.036,12.9703,,9.3642,13.6683,15.04,8.8544,11.2035,30.5442,6.0015,28.9864,22.5555,18.0757,14.6867,,,,7.3061,7.776,20.3508,,24.3652,49.284
2017/4/12,6.075,8.6603,11.0603,3.59,14.4593,21.5236,18.6877,23.5215,31.8413,12.4359,,9.1028,13.5504,14.8631,8.7302,11.0568,29.5668,6.0214,28.9864,21.6627,17.2012,14.2903,,,,7.3061,7.6884,20.3059,,23.5008,47.5161
2017/4/13,6.0949,8.5912,11.6383,3.6,14.5493,21.4545,18.8168,23.5215,31.9046,12.7442,,9.0218,13.5897,14.7845,8.5887,11.1158,29.7544,5.9717,28.9864,21.853,17.1291,14.357,,,,7.3061,7.737,20.5101,,23.6337,47.9507
2017/4/14,6.0949,8.3643,11.2744,3.56,14.5343,21.0401,18.499,23.3242,30.731,12.0741,,9.0328,13.4128,14.3519,8.5829,10.9682,29.1324,5.9519,28.9864,21.5968,17.2958,14.0469,,,,7.3061,7.8052,20.5201,,22.6743,47.3877
2017/4/17,5.8368,8.2263,11.1374,3.51,14.4192,20.6256,18.6778,22.6634,27.66,12.4133,,8.8745,13.0001,13.5065,8.4241,10.5256,28.0268,5.7531,28.9864,20.1038,16.3673,12.7557,,,,7.3061,7.6689,19.6038,,20.4041,42.647
2017/4/18,5.6779,8.0586,11.2016,3.44,14.3242,20.3492,19.0352,22.8015,26.0859,12.2119,,8.9039,12.4793,13.595,8.2219,10.2305,27.1383,5.624,28.9864,19.7269,16.6377,12.6262,,,,7.3061,7.2602,19.6785,,20.3661,41.4519
2017/4/19,5.5688,7.7134,11.3729,3.31,14.049,19.8262,18.9955,22.7621,27.4211,13.0834,,9.1801,12.2337,13.713,8.2652,9.955,27.0988,5.6637,28.9864,20.0673,17.1922,13.054,,,,7.3061,7.0753,20.2064,,21.4015,43.2198
2017/4/20,5.4496,7.4964,10.7477,3.32,14.009,19.6387,19.4821,22.9199,26.5918,13.2499,,9.1801,12.0371,13.8604,8.1815,9.6894,25.8253,5.6538,28.9864,19.8916,16.8135,12.8734,,,,7.3061,7.0169,19.8478,,21.0025,42.4
2017/4/21,5.3901,7.4964,10.6407,3.28,14.004,19.7571,19.2438,22.9988,25.9805,13.2787,,9.1801,12.0568,13.7425,8.1295,9.7583,25.6279,5.6637,28.9864,19.9063,16.6783,13.1403,,,,7.3061,7.0363,19.798,,20.7745,42.1828
2017/4/24,5.132,7.0722,9.9984,3.28,13.9089,18.8985,19.214,22.9593,25.3831,13.3157,,9.1801,11.595,13.4476,8.0689,9.2074,23.9003,5.5842,28.9864,18.9914,15.9796,12.8499,,,,7.3061,6.7249,18.9565,,20.2141,41.7679
2017/4/25,5.1618,7.0722,10.1568,3.28,14.019,18.5531,19.0948,23.8962,25.601,13.402,,9.1801,11.7227,13.5753,8.219,9.2566,24.0582,5.6637,28.9864,19.211,15.9616,12.948,,,,7.3061,6.7541,19.0312,,20.2141,42.0149
2017/4/26,5.1618,7.1413,10.4437,3.28,13.9189,18.6321,19.5615,24.0349,26.7043,13.2622,,9.1801,11.7718,14.0374,8.5252,9.3058,24.2655,5.7035,28.9864,19.8257,16.5025,13.0226,,,,7.3061,6.7736,18.8818,,20.4895,42.2223
2017/4/27,5.1916,7.2399,10.6749,3.28,13.7638,17.9117,19.8495,24.332,28.0325,13.402,,9.1801,12.0666,14.2635,8.528,9.5714,24.7986,5.7233,28.9864,20.4112,17.3004,13.4778,,,,7.3061,6.8222,19.33,,21.5344,43.9013
2017/4/28,5.2412,7.2399,10.6621,3.28,13.5887,18.188,19.77,24.1537,27.8006,13.6487,,9.6772,12.1452,14.2045,8.4992,9.6009,25.2231,5.7035,28.9864,20.3454,17.4311,13.4268,,,,7.3061,6.939,19.4047,,21.7909,43.5852
2017/5/2,5.3305,7.2596,10.8119,3.28,13.5787,18.8196,19.5119,23.9457,27.6249,13.2992,,9.4342,12.2238,14.1553,8.4327,9.5812,25.2527,5.6836,28.9864,20.5466,17.3049,13.3326,,,,7.3061,6.9487,19.3798,,21.5249,42.4395
2017/5/3,5.3603,7.2004,10.3795,3.28,13.6237,18.7209,19.492,23.6387,27.8146,13.6117,,9.3789,12.0961,13.7621,8.3548,9.473,25.1639,5.614,28.9864,20.5503,17.8413,13.4543,,,,7.3061,6.9585,19.7632,,22.1519,42.9531
2017/5/4,5.271,7.1018,10.6792,3.28,13.6938,18.2077,19.2239,23.6487,27.8287,13.2581,,9.4084,12.0273,13.6147,8.2306,9.5517,25.1639,5.7631,28.9864,19.9721,17.6655,13.1089,,,,7.3061,6.9585,19.808,,21.7339,42.0939
2017/5/5,5.0724,7.0328,10.2767,3.28,13.7238,17.8031,18.8466,22.7772,26.7113,12.7751,,9.4195,11.9389,12.8184,8.1786,9.2566,24.2655,5.6041,28.9864,19.7965,19.4325,12.7949,,,,7.3061,6.9585,19.4943,,20.841,41.6988
2017/5/8,4.9632,6.944,9.8057,3.28,13.6487,18.188,18.7771,22.4801,24.2868,12.4976,,9.3127,11.5458,12.5235,8.0053,8.9713,23.8114,5.5743,28.9864,19.0463,18.594,12.1709,,,,7.3061,6.832,18.7325,,19.4636,40.6815
2017/5/9,5.0526,7.0624,9.9641,3.28,13.6537,17.7735,19.0054,22.797,25.0528,12.6497,,9.2059,11.8898,12.7398,8.0515,9.1386,24.3939,5.5743,28.9864,19.4196,19.4054,12.477,,,,7.3061,6.9293,18.852,,20.2141,40.6815
2017/5/10,4.9037,6.8848,9.8742,3.28,13.3986,17.4182,19.0948,23.1436,27.5616,12.2304,,9.1065,11.6736,12.3761,8.0718,8.8238,24.0582,5.5643,28.9864,19.1012,21.3482,12.2925,,,,7.3061,6.7346,18.2146,,19.399,40.0198
2017/5/11,4.8441,6.6579,10.0754,3.28,13.1884,17.1617,19.5615,23.2723,29.1498,12.6702,,9.0181,11.4869,12.4351,7.9707,8.7648,23.6929,5.5345,28.9864,19.3757,19.9376,12.5398,,,,7.3061,6.647,18.6478,,19.6963,40
2017/5/12,4.8441,6.5988,10.0026,3.28,13.2085,17.0038,19.7104,22.9554,28.5876,12.9498,,8.8671,11.5164,12.3466,7.9274,8.6959,23.456,5.5246,28.9864,19.6135,21.2787,12.6301,,,,6.5792,6.5984,18.4038,,19.8976,40.1679
2017/5/15,4.8739,6.579,9.9427,3.28,13.4686,17.0334,19.5913,22.7574,27.8708,12.8121,,8.764,11.4967,12.1598,7.9187,8.6959,23.8114,5.6041,28.9864,19.5842,20.1164,12.5908,,,,5.9185,6.5886,18.5681,,19.7442,40.0988
2017/5/16,4.993,7.2399,10.5593,3.28,13.5137,17.4972,20.1573,22.9158,28.5314,13.0423,,8.8966,11.7424,12.7791,8.2017,9.0894,24.5025,5.624,28.9864,19.9026,21.2489,12.9833,,,,5.4748,6.832,19.2603,,20.3196,40.9778
2017/5/17,4.993,7.1709,10.6278,3.28,13.5086,17.438,19.9885,22.9059,28.0395,14.0002,,8.9886,11.9094,12.6415,8.1728,9.0795,24.6505,5.7233,28.9864,19.8184,21.4575,13.0304,,,,5.4465,6.8514,19.081,,20.4442,41.3926
2017/5/18,4.9333,7.1215,10.4565,3.28,13.3435,17.4182,19.7005,22.5692,28.2573,13.5952,,9.4379,11.9487,12.5334,8.0689,9.0008,24.4827,5.6538,28.9864,19.7123,20.9012,12.9558,,,,5.4748,6.8417,18.9615,,20.0511,42.4593
2017/5/19,4.9532,7.0426,10.4694,3.28,13.3085,17.3689,19.8097,22.5791,27.9833,13.0896,,9.4894,11.9978,12.8872,8.0082,9.0304,24.3445,5.6339,28.9864,19.233,19.272,12.8813,,,,5.2955,6.8514,18.4885,,19.61,42.0346
2017/5/22,4.8239,7.0426,10.084,3.28,13.2435,16.688,19.8395,22.084,25.7767,12.7442,,9.4489,11.4574,12.7496,7.9071,8.6565,23.4363,5.5544,28.9864,18.0034,17.3448,12.1626,,,,5.2577,6.6373,17.9756,,18.5743,38.3309
2017/5/23,4.5753,6.5494,9.4931,3.28,13.0083,15.257,20.0083,20.4499,23.6003,12.3619,,9.39,10.7597,12.2778,7.9418,8.3811,21.8666,5.4252,28.9864,16.5837,15.8944,11.0569,,,,5.1161,6.4816,16.905,,17.2127,35.4272
2017/5/24,4.5952,7.1018,9.553,3.28,12.9383,15.6419,20.2367,21.4502,24.3352,12.401,,9.39,11.0742,12.3466,8.0255,8.4795,22.1233,5.465,28.9864,16.8764,16.2719,11.0964,,,,5.135,6.5886,17.0793,,17.3565,35.7729
2017/5/25,4.7543,7.1215,9.5316,3.28,13.0934,15.4544,20.2566,21.4304,24.0313,12.7422,,9.4268,11.3984,12.5825,8.0515,8.5483,22.3207,5.465,28.9864,16.902,15.9044,11.0055,,,,5.2105,6.6276,17.1341,7.1265,17.299,35.4963
2017/5/26,4.6946,7.1906,9.3946,3.28,13.1334,15.4149,19.928,21.262,24.1232,12.8306,,9.5483,11.1921,12.6218,8.0429,8.4893,22.2714,5.465,28.9864,17.0337,16.3216,11.2188,,,,5.2577,6.6178,17.403,7.8376,17.7784,36.2865
2017/5/31,4.6847,7.0722,9.4588,3.28,13.0834,15.4248,19.9877,21.3907,23.8688,12.5407,,9.7361,11.0643,12.3368,8.1093,8.509,22.0739,5.465,28.9864,16.891,16.4209,11.203,,,,5.2766,6.5984,17.6171,8.6194,17.7305,36.7013
2017/6/1,4.5355,6.727,9.1591,3.28,12.8582,14.8228,19.9579,20.8758,21.8197,12.0885,,9.6403,10.5337,12.0419,8.0486,8.1155,20.5635,5.465,28.9864,16.097,14.7818,10.5712,,,,5.1822,6.4135,16.671,9.4818,16.6181,33.8766
2017/6/2,4.625,7.0426,8.9921,3.28,12.8582,14.9609,19.5695,20.8758,22.5263,12.3557,,9.9536,10.632,12.3662,8.2595,8.3123,21.1065,5.465,28.9864,16.558,15.06,10.9424,,,,5.2111,6.5108,16.9648,10.43,17.4428,34.8741
2017/6/5,4.6548,7.0722,9.3004,3.28,12.8832,15.1682,19.8184,20.955,22.7595,12.4462,,9.961,10.8383,12.3564,8.5454,8.391,21.3829,5.465,28.9864,16.752,15.0699,11.1003,,,,5.2303,6.5497,17.1241,11.474,17.7784,37.2346
2017/6/6,4.7145,7.161,9.2661,3.28,12.8882,15.4248,20.1471,21.2719,22.8019,12.2304,,9.9868,10.917,12.5727,8.4876,8.45,21.4717,5.465,28.9864,16.8544,15.805,11.0964,,,,5.413,6.5692,16.9,12.624,17.6921,38.2321
2017/6/7,4.8239,7.3879,9.9598,3.28,13.1234,15.7603,20.3761,22.4504,23.6357,12.6106,,10.0864,11.1921,12.969,8.6522,8.7352,22.1628,5.465,28.9863,17.4399,17.0269,11.4992,,,,5.4995,6.7054,17.393,13.8848,18.3058,39.7136
2017/6/8,4.814,7.368,9.7629,3.28,13.1734,15.5728,20.2566,21.9255,26.0028,12.4852,,9.7877,11.1135,12.86,8.5627,8.6861,22.1132,5.465,28.9863,17.1691,16.6892,11.3017,,,,5.4707,6.6957,17.5274,15.2718,18.0757,40.1877
2017/6/9,4.7941,7.2985,9.7189,3.28,12.9533,15.6814,20.5156,21.3907,24.8863,12.2077,,9.8172,11.1921,12.9987,8.3743,8.6861,22.2124,5.465,28.9863,17.2972,16.4805,11.3728,,,,5.4707,6.686,17.7714,16.8,17.9414,40.4642
2017/6/12,4.635,7.1098,9.3964,3.28,12.7732,15.2373,20.0873,20.6282,23.9466,11.9056,,9.6698,10.895,12.5925,8.1388,8.3319,21.1216,5.5047,28.9863,16.3714,15.1593,10.8397,,,,5.3841,6.5692,16.8303,18.4795,17.1551,38.5186
2017/6/13,4.6946,7.3581,9.8801,3.28,12.8933,16.757,20.3463,21.2521,25.1548,12.0947,,9.8689,11.3605,12.8204,8.3167,8.5779,22.0537,5.4849,28.9863,16.9825,16.3613,11.2504,,,,5.4514,6.6665,17.3731,20.3254,17.6442,40.9087
2017/6/14,4.8239,7.2985,10.1147,3.28,13.0183,17.0235,20.7247,20.9451,24.9711,11.5664,,9.8799,11.3506,13.2662,8.2277,8.627,22.3115,5.4948,28.9863,17.067,15.9838,11.1911,,,,5.4514,6.6762,17.3631,22.358,17.6729,41.8568
2017/6/15,4.8538,7.3779,10.122,3.28,13.1984,17.2209,20.8044,21.3016,25.9462,11.663,,9.9463,11.5685,13.4842,8.5575,8.8238,22.9561,5.5544,28.9863,17.8094,16.3216,11.5347,,,,5.5187,6.7638,18.2157,22.9329,18.2099,42.884
2017/6/16,4.8339,7.2886,10.1367,3.28,13.1934,16.7176,20.9438,21.0144,25.4587,11.8439,,9.891,11.7368,13.3257,8.4633,8.7549,22.7875,5.5445,28.9863,17.7947,16.5501,11.4557,,,,5.4707,6.7541,17.9749,20.8701,18.0373,41.2149
2017/6/19,4.8836,7.2886,9.9901,3.28,13.1634,16.6485,20.9438,21.0936,25.6071,11.8028,,9.8615,11.7269,13.3455,8.5051,8.8533,22.9065,5.6041,28.9863,17.7102,16.7388,11.4913,,,,5.4707,6.8125,17.99,20.3254,18.2099,41.1457
2017/6/20,4.8737,7.5269,10.3785,3.28,13.4886,16.5695,21.153,21.0738,24.9923,11.7781,,9.891,11.6477,13.4941,8.7511,8.8828,23.0354,5.6836,28.9863,17.5632,16.3613,11.3017,,,,5.4995,6.7833,17.684,20.1741,18.2483,42.4988
2017/6/21,4.8637,7.4971,10.2759,3.28,13.4086,16.6485,21.6907,20.9451,24.9923,12.0865,,9.8283,11.5685,13.821,8.7249,8.8533,22.8073,5.7035,28.9863,17.5044,16.2223,11.3175,,,,5.4899,6.8028,17.353,20.4313,18.0853,42.3605
2017/6/22,4.7742,7.2786,9.8801,3.28,13.2685,15.9379,21.4418,20.44,23.9819,11.5109,,9.8209,11.2614,13.3752,8.8192,8.627,22.014,5.624,28.9863,16.762,15.4474,10.8239,,,,5.461,6.6665,16.8064,19.4932,17.6633,39.1111
2017/6/23,4.7941,7.4772,9.9607,3.28,13.0534,16.1551,22.358,20.4896,23.8971,11.5952,,9.7509,11.4397,13.286,9.1437,8.6074,21.7364,5.624,28.9863,16.9053,15.5766,10.9147,,,,5.4995,6.6762,17.0722,19.0191,17.4907,38.6865
2017/6/26,4.8737,7.5765,10.0121,3.28,13.3085,16.234,22.4078,20.5292,24.2009,11.5109,,9.6919,11.4991,13.286,9.1541,8.7156,22.0735,5.7035,28.9863,17.0082,15.6759,11.0411,,,,5.6053,6.8028,17.2928,19.1654,17.836,38.6865
2017/6/27,4.9234,7.5169,9.8361,3.28,13.2585,16.3228,22.2883,20.4499,24.3776,11.5006,12.648,9.6808,11.4694,13.3851,8.882,8.7746,22.2619,5.7134,28.9863,17.3684,15.5964,11.0529,,,,5.6533,6.8125,17.2627,19.0746,18.0853,40.6519
2017/6/28,4.8438,7.656,9.7555,3.28,13.0884,16.1057,21.9298,20.4499,23.7416,11.2683,13.9147,9.6845,11.3308,13.1473,8.7407,8.7648,21.7165,5.7233,28.9863,16.92,15.1792,10.8239,,,,5.7879,6.8514,16.7863,18.5451,19.5908,40.1679
2017/6/29,4.8936,7.6063,9.7555,3.28,13.1034,16.1353,22.607,20.4103,23.883,11.1042,15.3075,9.5407,11.3902,13.504,8.7878,8.8238,22.0636,5.7829,28.9863,17.0707,15.1991,10.8792,,,,5.7783,6.8806,16.9267,18.5602,19.2264,39.1507
2017/6/30,4.9831,7.6659,9.7848,3.28,13.4486,16.0958,22.4277,20.747,24.4129,11.0887,16.8396,9.8394,11.41,13.7715,8.6569,8.8139,22.371,5.8029,28.9863,17.2361,15.3679,11.0371,,,,5.7975,6.8514,16.9769,18.9838,18.9771,39.7432
2017/7/3,5.003,7.7155,9.9534,3.28,13.4136,16.3919,21.9995,20.7173,24.5966,11.259,18.5242,9.8172,11.5586,13.7517,8.7564,8.9123,22.7181,5.8727,28.9863,17.4566,15.5169,11.1714,,,,5.7879,6.9293,17.012,18.9586,19.0346,39.1902
2017/7/4,5.5003,7.6162,10.1147,3.28,13.3786,16.5406,22.0094,20.648,24.4129,11.2745,20.3747,9.6956,11.5883,13.8706,8.8453,8.8435,22.7478,5.8527,28.9863,17.328,15.4077,11.2227,,,,5.7014,6.9001,17.0571,18.9485,19.888,39.8519
2017/7/5,5.4307,7.7453,10.4445,3.28,13.4586,16.6993,22.0293,20.7173,24.7521,11.3551,22.4108,9.7177,11.717,13.7715,8.8453,8.8828,22.8767,5.8527,28.9863,17.6073,15.6163,11.3925,,,,5.7495,6.9198,17.2026,19.3066,19.8017,40.4544
2017/7/6,5.3809,7.8347,10.4592,3.28,13.4385,16.5208,21.88,20.7272,24.5966,11.3272,24.6526,9.6108,11.6378,13.6328,8.95,8.9025,22.6883,5.8228,28.9863,17.6514,15.5964,11.5939,,,,5.7879,6.9889,17.4433,19.7908,19.4949,44.2075
2017/7/7,5.2715,8.0035,10.4738,3.28,13.3582,16.5208,21.7804,20.8362,25.4657,11.4573,27.1198,9.6735,11.6576,13.5733,8.9605,8.9812,22.7875,5.8627,28.9863,18.0703,15.7057,11.8467,,,,5.7495,7.0383,17.7593,20.2195,19.936,42.3408
2017/7/10,5.2815,7.8744,10.5911,3.28,13.323,16.3324,21.5712,20.5688,24.4553,11.3272,27.1198,9.6108,11.3803,13.2959,8.6412,8.8238,22.609,5.753,28.9863,17.2581,15.1196,11.436,,,,5.711,6.9889,17.1073,19.2915,19.0826,41.7679
2017/7/11,5.1124,7.7751,10.188,3.28,13.318,15.8663,21.7107,20.2816,23.6851,11.194,27.1198,9.6182,11.093,13.0383,8.4004,8.7352,22.3115,5.6134,28.9863,16.909,14.8514,11.3096,,,,5.5764,6.9593,16.8415,19.0898,18.7373,42.4692
2017/7/12,5.1323,8.0333,10.7963,3.28,13.1925,15.5589,21.1729,20.3608,23.883,10.9648,27.1198,9.6182,10.9247,12.9888,8.4371,8.6959,22.0834,5.6533,28.9863,17.0156,14.9606,11.2938,,,,5.5572,6.8902,16.9969,19.4176,18.9387,42.3704
2017/7/13,5.2417,7.9836,10.6057,3.28,13.2025,15.5391,21.2725,20.3905,23.8476,10.7015,24.8051,9.8283,10.9148,12.9492,8.4214,8.6664,21.8653,5.6134,28.9863,16.9421,14.4838,11.0095,,,,5.5956,6.9297,16.7813,18.9637,18.5935,42.2519
2017/7/14,5.1522,7.9836,10.8549,3.28,13.1824,15.1821,21.0334,20.1628,22.9503,10.8502,23.2332,9.7988,10.895,12.9393,8.458,8.5483,21.7066,5.5536,28.9863,16.1042,14.3845,10.8081,,,,5.5283,6.9001,16.701,18.6611,18.2003,42.084
2017/7/17,4.7344,7.2091,10.0853,3.28,12.6752,13.8235,21.0932,19.9548,20.6538,10.1502,21.0246,9.2901,10.0035,11.6414,8.0864,7.9089,19.8325,5.3741,28.9863,14.4945,12.944,9.7261,,,,5.3264,6.5842,15.0309,16.7949,16.3784,37.8766
2017/7/18,4.8239,7.3283,10.122,3.28,12.7556,13.9822,21.4218,19.9548,20.7174,10.4847,21.2303,9.1795,10.1521,11.7107,8.1492,8.0073,19.892,5.4838,28.9863,14.2887,12.954,9.7301,,,,5.3745,6.6533,14.9557,16.7092,16.4167,34.0939
2017/7/19,4.9632,7.4276,9.9534,3.28,12.8158,14.002,21.5812,20.1529,20.8234,10.4723,20.7594,9.15,10.2016,11.7404,8.1911,8.0663,19.9812,5.434,28.9863,14.2887,12.8745,9.7301,,,,5.4322,6.752,15.3218,16.5428,16.5222,33.8074
2017/7/20,4.993,7.5964,10.657,3.28,13.0318,13.9326,21.8899,20.1925,20.6891,10.4475,20.2288,9.1758,10.4988,11.8692,8.3324,8.0565,20.0308,5.4838,28.9863,14.3365,12.9142,9.8327,,,,5.4803,6.7717,15.3419,16.457,16.5414,35.9704
2017/7/21,5.0726,7.5368,11.4706,3.28,12.9062,14.1409,21.8102,20.3806,20.5478,10.4599,20.4476,9.2827,10.4988,11.79,8.3638,8.0565,19.8126,5.4838,28.9863,14.0057,12.5665,9.7932,,,,5.4514,6.9198,14.8253,16.5226,16.3017,34.2519
2017/7/24,5.1024,7.507,11.2727,3.28,13.0066,13.9326,21.8102,20.549,20.3358,10.6922,20.2951,9.2827,10.4592,11.8296,8.4528,8.1057,19.9812,5.4838,28.9863,14.4835,12.6261,9.7577,,,,5.4803,7.0284,14.7601,16.7395,16.5318,33.679
2017/7/25,5.1919,7.4673,11.4486,3.28,12.7656,14.7755,19.6292,20.6381,20.4489,10.6643,20.315,9.2053,10.4294,11.8296,8.4057,8.1057,20.0605,5.4739,28.9863,14.4651,12.8447,9.813,,,,5.4514,6.979,14.5996,17.1682,16.4935,34.0445
2017/7/26,5.1024,7.5666,11.3094,3.28,12.6852,15.7374,19.5197,20.4995,19.9048,10.5064,19.99,9.1168,10.3106,11.7008,8.3795,8.1155,19.9515,5.4938,28.9863,14.2666,12.5665,9.7419,,,,5.4034,7.0876,14.2786,16.7445,16.4072,33.9753
2017/7/27,5.3014,7.6063,11.1115,3.28,12.8459,15.3507,19.4798,20.9946,20.5337,10.7697,20.3747,9.2126,10.7464,12.0971,8.5941,8.3811,20.7249,5.6035,28.9863,14.8877,13.093,10.1407,,,,5.5956,7.0778,14.6698,17.1783,16.7907,35.1605
2017/7/28,5.2815,7.7453,11.4853,3.28,12.6551,15.0631,19.7886,21.5591,20.2864,10.8068,20.1823,9.2053,10.8157,11.9089,8.5208,8.2631,20.3382,5.5436,28.9863,14.4247,12.7652,9.8959,,,,5.6437,7.0284,14.9206,16.6991,17.8551,34.2815
2017/7/31,5.2516,7.7652,11.8518,3.28,12.7053,14.835,19.6591,21.9552,20.6962,11.0267,20.189,9.2348,10.6969,11.8891,8.3376,8.3319,20.3778,5.5237,28.9863,14.443,12.805,9.9433,,,,5.7591,7.0778,14.9557,16.6638,17.3085,34.479
2017/8/1,5.182,7.795,11.7418,3.28,12.7807,14.9838,19.7686,22.2127,20.6256,10.8595,20.2951,9.4191,10.5285,11.9386,8.3324,8.3614,20.5167,5.5038,28.9863,14.3328,12.8447,9.9749,,,,5.7206,7.0975,14.6197,16.8,17.1743,34.4889
2017/8/2,5.1223,7.5964,11.6025,3.28,12.5446,14.5078,19.2109,21.5393,20.2511,10.5931,19.6783,9.3638,10.3304,11.6909,8.2173,8.2237,20.1299,5.4639,28.9863,14.0388,12.5467,9.7537,,,,5.6918,6.9593,15.1663,16.1847,16.7811,34.2914
2017/8/3,5.1422,7.4574,11.3387,3.28,12.5245,14.478,19.4699,21.4006,20.4913,10.686,20.5007,9.3085,10.4988,11.8395,8.1545,8.391,20.7348,5.4639,28.9863,14.4651,12.944,9.8327,,,,5.6629,7.1962,14.9607,16.3209,16.8962,34.5877
2017/8/4,5.0726,7.3481,11.0675,3.28,12.4643,14.359,19.3205,21.7374,20.7527,10.5621,19.7645,9.2421,10.4096,11.899,8.1859,8.3221,20.4274,5.4539,28.9863,14.2225,12.7652,9.6787,,,,5.6533,7.216,14.4792,16.0435,16.6852,34.5581
2017/8/7,5.1223,7.4077,11.1188,3.28,12.5697,14.5474,19.3205,21.876,21.1626,10.5993,19.5655,9.032,10.4493,12.0179,8.233,8.4205,20.5167,5.4539,26.0877,14.3438,12.795,9.7735,,,,5.6629,7.1666,14.6498,16.1544,16.6948,36.3753
2017/8/8,5.1223,7.4772,11.5219,3.28,12.4844,14.5276,19.3205,21.9354,21.0283,10.5776,19.5125,8.9398,10.5483,11.9386,8.1911,8.4696,20.9034,5.4838,23.481,14.443,12.7652,9.7458,,,,5.6341,7.1567,14.7551,15.9476,16.6565,38.1828
2017/8/9,5.1522,7.6162,11.434,3.28,12.4693,14.9144,19.3205,21.9453,20.8658,11.2683,19.3533,8.9435,10.5285,11.79,8.1335,8.4795,20.8935,5.4639,21.844,14.3879,12.7056,10.2197,,,,5.6533,7.0679,14.7952,15.8115,16.388,37.5507
2017/8/10,5.0328,7.3978,11.1115,3.28,12.4693,14.4979,19.3205,22.0642,22.067,10.7139,19.1212,8.9509,10.3799,11.7603,8.1126,8.3319,20.6258,5.4439,21.9327,14.1601,12.5268,10.3303,,,,5.5476,7.0185,15.066,15.3071,16.1578,37.6297
2017/8/11,4.9035,7.09,10.657,3.28,12.5446,14.5375,19.3205,22.0741,20.463,11.4232,18.4977,8.8108,10.3304,11.6909,8.0393,8.2434,20.6357,5.4041,21.3748,14.0645,12.4871,9.8051,,,,5.4322,6.8902,15.2917,15.1306,16.0811,37.3828
2017/8/14,4.993,7.2786,11.0382,3.28,12.625,14.8152,19.3205,22.5395,20.569,11.4449,18.7564,8.8698,10.4988,11.998,8.1335,8.4598,21.1116,5.5038,21.9952,14.3732,12.9043,9.9157,,,,5.4514,7.0087,15.3569,15.3122,16.3304,37.9655
2017/8/15,5.1323,7.2985,11.5732,3.28,12.6652,14.8053,19.3205,22.8168,20.5973,11.6122,19.3069,8.844,10.5582,11.9782,8.1545,8.4598,21.1216,5.4739,22.2715,14.6856,13.4805,10.0302,,,,5.5283,7.0481,15.1663,15.5542,16.388,38.1531
2017/8/16,5.0527,7.3779,11.5293,3.28,12.5898,15.2118,19.3205,23.0545,20.9153,11.7082,19.5324,9.0689,10.6969,12.1863,8.2801,8.5975,21.3794,5.4838,22.5791,14.8804,13.4209,10.2355,,,,5.5187,7.0876,15.1764,15.9375,16.5606,39.8223
2017/8/17,5.1422,7.3581,11.6832,3.28,12.6149,15.8068,19.3205,23.0743,20.9365,11.7175,19.5125,9.2053,10.6572,12.4835,8.212,8.6467,21.5975,5.5137,22.7042,14.8841,13.4606,10.2118,,,,5.5187,7.137,15.0961,15.8821,16.5606,37.0173
2017/8/18,5.1522,7.3084,11.3607,3.28,12.6099,15.9655,19.3205,22.995,20.8093,11.5471,19.4727,9.4744,10.5186,12.325,8.1859,8.5877,21.3596,5.5337,22.5843,14.5349,13.1825,10.0894,,,,5.4803,7.0185,14.8403,15.7762,16.4263,34.8346
2017/8/21,5.1721,7.4176,11.7272,3.28,12.6149,15.5589,19.3205,22.9752,21.1626,11.5285,20.1956,9.4302,10.7167,12.3844,8.1492,8.6762,21.5579,5.5237,22.7564,15.0384,13.3116,10.3382,,,,5.5187,7.0975,15.1162,16.1998,16.5989,34.4099
