ÈÕÆÚ,000859.SZ,000973.SZ,002108.SZ,002263.SZ,002324.SZ,002395.SZ,002450.SZ,002768.SZ,002825.SZ,002838.SZ,002886.SZ,300180.SZ,300218.SZ,300221.SZ,300230.SZ,300305.SZ,300321.SZ,300325.SZ,300478.SZ,300538.SZ,300539.SZ,300586.SZ,300644.SZ,300716.SZ,300717.SZ,600143.SH,601208.SH,603266.SH,603580.SH,603615.SH,603991.SH
2015/10/29,5.6978,8.1339,7.9148,4.0718,12.0824,19.6815,17.073,14.07,,,,5.2124,14.1699,10.792,5.15,11.2092,35.4172,5.1265,23.067,,,,,,,7.5166,8.2484,,,,
2015/10/30,5.807,8.3595,7.7575,4.1716,12.0126,18.4699,17.7173,14.3652,,,,5.0948,13.8963,10.5663,5.15,11.4282,35.206,5.174,25.3016,,,,,,,7.4794,8.1131,,,,
2015/11/2,5.6779,8.232,7.3707,4.0069,11.6687,17.7213,17.1969,14.8277,,,,4.9808,13.3197,9.9679,5.15,11.3795,36.1439,5.2732,26.5459,,,,,,,7.3493,7.9006,,,,
2015/11/3,5.7871,8.8599,7.4302,4.1266,11.7384,18.0266,16.7906,15.7791,,,,4.9845,13.4859,10.2033,5.15,11.4671,38.4026,5.3762,25.8978,,,,,,,7.3679,8.0069,,,,
2015/11/4,6.0849,9.2426,8.0295,4.5408,12.7005,19.0215,17.643,16.2088,,,,5.1904,14.5511,10.8116,5.15,12.1388,39.8707,5.63,26.6963,,,,,,,7.7303,8.3836,,,,
2015/11/5,6.0055,8.9777,7.9148,4.3911,12.7503,19.0314,17.2762,15.9169,,,,5.1499,14.2872,10.7233,5.15,12.0707,39.2324,5.511,26.5459,,,,,,,7.7674,8.6926,,,,
2015/11/6,6.611,9.0954,7.97,4.4709,13.5578,19.6027,17.7173,16.8879,,,,5.3043,14.5999,11.4395,5.15,12.3627,40.7447,5.5745,27.277,,,,,,,7.8882,8.7892,,,,
2015/11/9,6.8791,9.0758,8.2888,4.5608,13.9914,19.5042,17.6678,17.6326,,,,5.3925,15.0592,11.3806,5.15,12.5038,41.1965,5.8282,28.1947,,,,,,,8.1298,8.6637,,,,
2015/11/10,6.7302,9.0954,8.8839,4.7903,13.7472,19.7111,18.1485,17.7178,,,,5.3742,15.1569,11.2825,5.15,12.4357,40.1261,5.8322,28.8687,,,,,,,8.0648,8.8085,,,,
2015/11/11,6.8592,9.1739,8.7479,4.9799,13.9466,20.6075,17.8561,19.4893,,,,5.4844,15.9387,11.7338,5.15,13.0392,44.1377,6.415,31.7566,,,,,,,8.0926,8.8182,,,,
2015/11/12,6.6607,10.0962,9.0285,5.0448,14.3802,19.9475,17.4348,20.3061,,,,5.5322,15.5967,12.1851,5.15,13.2388,44.5845,6.8591,34.9349,,,,,,,7.9626,8.7023,,,,
2015/11/13,6.5217,9.9098,8.8754,4.945,14.5646,18.8639,17.0978,18.2755,,,,5.7454,14.9908,11.5769,5.15,12.5136,42.2767,6.5141,33.3328,,,,,,,7.6838,8.8472,,,,
2015/11/16,6.5813,10.312,8.9647,5.0897,14.6145,19.4254,17.2564,18.5019,,,,6.113,15.4892,12.2931,5.15,12.9321,45.1688,6.8313,36.6666,,,,,,,7.7953,9.2625,,,,
2015/11/17,6.482,9.8705,8.5226,4.935,14.2456,20.0657,17.2217,17.685,,,,5.852,15.0983,11.7338,5.665,12.5428,43.4503,6.6846,35.36,,,,,,,7.7303,9.0403,,,,
2015/11/18,6.2239,9.5173,8.1698,4.7654,13.498,20.4006,16.8203,16.8551,,,,5.9733,15.0299,11.2923,6.2318,12.2556,41.8348,6.419,31.8862,,,,,,,7.6002,8.8085,,,,
2015/11/19,6.4125,9.949,8.6374,4.93,13.9266,22.4397,17.1424,18.0918,,,,6.2049,15.5967,11.8025,6.8561,12.9175,44.2899,7.0058,33.5453,,,,,,,7.6931,8.9051,,,,
2015/11/20,6.5018,10.0471,8.5269,4.9699,14.3553,23.1884,17.3605,19.217,,,,6.249,16.0267,12.1655,7.5409,13.3556,48.7189,7.1604,33.6335,,,,,,,7.7674,8.8762,,,,
2015/11/23,6.3927,11.0479,8.2633,5.0897,13.9815,22.5481,17.3704,18.6561,,,,5.9844,15.7433,11.8516,7.3797,13.4091,46.6762,7.0177,31.5596,,,,,,,8.297,8.8085,,,,
2015/11/24,6.5912,11.2147,8.4504,5.0298,14.774,22.8239,17.187,20.5227,,,,6.0211,15.9387,12.3225,8.1192,14.4458,51.3458,7.0652,34.7171,,,,,,,8.1855,8.8955,,,,
2015/11/25,6.6507,11.3815,8.4716,5.0997,14.8189,23.6415,17.5538,20.6014,,,,6.0652,16.5642,12.9994,8.9305,14.6308,51.5472,7.6243,34.7171,,,,,,,8.2134,9.0597,,,,
2015/11/26,6.6805,11.0577,8.4929,4.9699,14.9435,23.7695,17.9453,20.7031,,,,6.0432,16.1146,12.4991,9.2009,14.3193,52.1462,7.4974,33.9549,,,,,,,8.2506,8.8665,,,,
2015/11/27,6.0254,11.2147,7.647,4.4859,13.9565,22.5579,17.1325,19.696,,,,5.6793,14.5413,12.0184,9.2642,13.6233,53.413,7.0573,32.5602,,,,,,,7.6002,8.2097,,,,
2015/11/30,6.0849,12.3332,7.5492,4.4809,14.9285,24.0355,17.5191,21.5265,,,,5.7859,14.5901,12.2048,9.0283,14.0175,58.7553,7.2674,35.1008,,,,,,,7.5444,8.1711,,,,
2015/12/1,6.1445,11.6268,7.3962,4.4959,15.1428,25.0797,18.4954,20.6178,,,,5.716,14.9908,11.8516,8.5766,14.295,55.49,7.2238,34.6756,,,,,,,7.6838,8.258,,,,
2015/12/2,6.0651,11.9113,7.4599,4.4011,14.8687,23.0012,18.7927,20.2241,,,,5.6756,14.8931,11.2629,8.5162,14.1149,52.048,6.7322,34.4267,,,,,,,7.7674,8.2677,,,,
2015/12/3,6.2338,12.7944,7.715,4.6007,15.2126,23.4445,19.4271,21.3198,,,,5.7418,15.284,11.7142,9.0945,14.4069,52.8336,6.871,37.8694,,,,,,,7.8418,8.3932,,,,
2015/12/4,6.2239,12.7355,7.4982,4.4809,14.8637,23.0504,19.3428,20.7982,,,,5.9366,15.2547,11.9987,10.0037,13.9591,50.9186,7.0811,38.2324,,,,,,,7.6559,8.2773,,,,
2015/12/7,6.3529,12.7551,7.6852,4.6007,14.8787,24.5477,19.328,20.316,,,,5.9844,15.7921,12.45,10.2137,14.1149,50.8695,7.1287,37.2369,,,,,,,7.721,8.4222,,,,
2015/12/8,6.1941,12.0487,7.494,4.6805,14.4201,23.937,18.8324,20.3488,,,,5.716,15.3915,11.9693,9.5491,13.7888,51.066,6.8234,37.3302,,,,,,,7.498,8.1614,,,,
2015/12/9,6.0849,12.2646,7.8128,4.935,14.2506,24.4689,18.8324,19.322,,,,5.7712,14.9908,12.1655,9.0053,14.0419,49.1019,6.7441,34.9452,,,,,,,7.4144,8.1421,,,,
2015/12/10,5.9956,11.5876,7.511,4.8153,14.2606,23.937,18.8324,18.9119,,,,5.7197,15.0494,11.9693,8.9765,14.4507,49.3425,6.8511,34.2816,,,,,,,7.4794,8.2194,,,,
2015/12/11,5.9261,11.617,7.1454,4.8851,14.2307,21.9767,18.8324,18.866,,,,5.5947,14.854,11.7927,9.1261,13.7255,48.9349,6.7044,33.7683,,,,,,,7.3307,8.0938,,,,
2015/12/14,6.1743,11.8132,7.3409,4.8302,14.6594,22.2427,18.8324,19.7649,,,,5.7381,15.2253,11.9497,8.5363,13.8082,50.187,6.8591,34.9193,,,,,,,7.5352,8.287,,,,
2015/12/15,6.214,12.6374,7.3962,5.0448,14.7042,22.8337,18.8324,19.5779,,,,5.7381,15.4599,12.2832,9.1261,13.9251,50.1085,6.9899,34.7119,,,,,,,7.5352,8.4319,,,,
2015/12/16,6.2537,12.608,7.3112,4.955,15.1428,23.74,18.8324,19.7813,,,,5.8153,15.8605,12.1655,9.6066,14.3485,52.2935,7.208,35.2563,,,,,,,7.6188,8.5478,,,,
2015/12/17,6.4026,12.7551,7.5365,5.1047,15.6263,23.8582,18.9067,20.6276,,,,5.9513,16.0658,12.5481,10.5676,14.9764,55.0285,7.4855,37.0813,,,,,,,7.7396,8.7216,,,,
2015/12/18,6.4423,12.7551,7.579,4.9999,15.6762,23.2475,18.7977,19.9584,,,,5.8814,15.968,12.3814,10.8668,14.7914,52.4899,7.3586,35.7437,,,,,,,7.721,8.7216,,,,
2015/12/21,6.5614,12.7551,7.5492,4.9101,16.364,22.9421,18.5499,20.1323,,,,5.9108,16.6717,12.5776,10.7546,15.283,51.9891,7.3666,35.8681,,,,,,,8.0276,8.7506,,,,
2015/12/22,6.5614,12.7551,7.732,4.9101,16.3939,23.7892,18.654,20.4046,,,,5.9513,16.6423,13.1466,10.441,15.5556,51.6061,7.6441,36.0859,,,,,,,8.4085,8.8279,,,,
2015/12/23,6.4026,12.7551,7.528,4.7654,15.8855,24.4788,18.5697,22.445,,,,5.8778,16.4176,12.7542,10.1187,15.098,52.4408,7.9018,36.397,,,,,,,8.2413,8.6637,,,,
2015/12/24,6.5813,12.7551,7.3537,4.6855,16.1198,26.9316,19.1545,22.1137,,,,5.7712,17.1798,12.9994,9.9519,15.2927,52.8827,7.874,37.5272,,,,,,,8.0926,8.6154,,,,
2015/12/25,6.7798,12.7551,7.3494,4.8153,16.8276,27.8969,18.9563,21.8283,,,,5.705,17.5903,12.9994,10.8092,15.6626,52.6814,8.663,36.3814,,,,,,,8.1298,9.0403,,,,
2015/12/28,6.5316,12.7551,7.0604,4.6007,16.1497,26.1928,19.1694,20.8179,,,,5.5506,16.5446,12.921,10.8783,15.0883,47.4128,8.4172,34.2556,,,,,,,7.944,8.6926,,,,
2015/12/29,6.611,12.7551,7.6045,4.7803,16.2992,28.8131,19.7641,21.7003,,,,5.6021,17.0821,13.1662,11.2235,15.8573,46.4013,8.7622,34.9867,,,,,,,8.0833,8.9051,,,,
2015/12/30,6.7798,12.7551,7.6725,4.7654,16.3142,30.4778,19.551,21.3559,,,,5.6425,17.6196,13.3624,11.0768,16.344,47.3293,8.6472,34.5771,,,,,,,8.2506,8.9824,,,,
2015/12/31,6.6309,12.7551,7.511,4.8652,15.741,29.9459,18.8819,20.9819,,,,5.4808,17.1016,13.0583,10.7517,15.8184,44.7858,8.2507,33.0269,,,,,,,7.9904,9.05,,,,
2016/1/4,5.9658,12.7551,6.7671,4.3811,14.3603,27.0498,17.1474,19.2958,,,,4.9772,15.5283,11.7535,9.6757,14.2366,40.3077,7.426,29.7242,,,,,,,7.2007,8.2097,,,,
2016/1/5,6.0452,12.7551,6.8053,4.2015,14.6942,29.7587,17.4794,21.2247,,,,4.9404,15.6456,11.0373,9.3419,12.8737,39.2128,7.093,29.0502,,,,,,,7.21,8.5478,,,,
2016/1/6,6.1147,12.7551,6.9116,4.2564,14.7391,32.1918,17.9155,23.3471,,,,5.047,16.056,11.4493,9.2326,13.3167,40.1015,7.2555,30.5278,,,,,,,7.3493,9.108,,,,
2016/1/7,5.4993,12.7551,6.2187,3.8322,13.3086,28.9707,16.2851,21.989,,,,4.5655,14.5901,10.3014,8.309,11.983,36.0899,6.53,27.4792,,,,,,,6.6339,8.2001,,,,
2016/1/8,5.4893,12.7551,6.3335,3.7624,13.5528,31.1871,17.187,24.1869,,,,4.5985,14.5804,10.5173,8.1709,11.9782,34.8623,6.3119,27.4377,,,,,,,6.8012,8.6926,,,,
2016/1/11,4.9434,12.7551,5.7002,3.3881,13.0344,28.0644,16.4783,21.7692,,,,4.3486,13.1243,9.497,7.9638,10.7808,31.3761,5.6815,24.695,,,,,,,6.2623,7.8234,,,,
2016/1/12,4.9533,12.7551,5.7554,3.3682,13.4132,25.257,16.3544,19.591,,,,4.4846,13.652,9.86,8.6629,10.9999,31.6658,5.9075,25.2497,,,,,,,6.2808,7.466,,,,
2016/1/13,4.8243,12.7551,5.7682,3.1436,13.0344,22.7352,14.8181,20.3324,,,,4.3633,13.2904,9.8305,8.8327,10.4401,29.2991,5.6498,23.6476,,,,,,,6.1322,7.1473,,,,
2016/1/14,4.9632,12.7551,6.2995,3.2734,13.4481,22.8042,14.8181,20.8441,,,,4.7015,14.424,10.7135,9.2499,11.0826,30.4432,5.9789,24.9542,,,,,,,6.2344,7.3405,,,,
2016/1/15,4.6754,12.7551,6.0147,3.0987,12.5659,20.7454,14.8181,19.0268,,,,4.5802,14.1699,10.3014,8.6601,10.4645,28.813,5.963,23.2847,,,,,,,5.9278,6.9348,,,,
2016/1/18,4.7846,12.7551,6.1337,3.1786,12.7353,21.3561,14.8181,19.4663,,,,4.6757,14.2774,10.7037,8.896,10.8295,29.7557,6.3516,24.2128,,,,,,,5.9371,6.9831,,,,
2016/1/19,4.993,12.7551,6.3888,3.3133,13.2836,22.4397,14.8181,20.667,,,,4.8338,14.4631,10.9882,9.785,11.3698,30.8163,6.5022,25.2031,,,,,,,6.1322,7.2632,,,,
2016/1/20,4.9235,12.7551,6.461,3.2734,13.3484,23.8385,14.8181,21.8906,,,,4.7272,13.9549,10.7822,9.7246,11.326,31.1797,6.4071,25.8875,,,,,,,5.9928,7.2535,,,,
2016/1/21,4.7349,12.7551,6.1592,3.1436,12.9945,22.5776,14.8181,20.3783,,,,4.4662,12.8995,10.4977,9.3045,10.9755,29.4611,6.1256,24.1661,,,,,,,5.8256,6.8575,,,,
2016/1/22,4.7647,12.7551,6.1677,3.2235,13.2737,23.0603,14.8181,22.4155,,,,4.5361,12.5086,10.792,9.6526,11.4866,30.9391,6.2247,24.9387,,,,,,,5.8999,7.0314,,,,
2016/1/25,4.9037,12.7551,6.1677,3.2784,13.3285,22.8239,14.8181,23.521,,,,4.514,12.3816,10.949,9.4656,11.6472,31.0275,6.4031,25.3016,,,,,,,5.9464,7.0507,,,,
2016/1/26,4.4173,12.7551,5.9467,2.949,12.3166,20.5385,14.8181,21.4215,,,,4.2346,11.1405,10.0071,8.5191,10.4839,27.9242,5.8282,22.7714,,,,,,,5.4353,6.5774,,,,
2016/1/27,4.3875,12.7551,5.7172,2.7943,12.1671,18.4896,14.8181,22.7829,,,,4.128,10.7496,10.1248,8.4702,10.5764,27.0404,5.8124,22.8699,,,,,,,5.3424,6.5968,,,,
2016/1/28,4.1393,12.7551,5.1476,2.7943,11.3297,16.6377,14.8181,20.5062,,,,3.9148,10.261,9.5951,7.9552,9.8269,25.6459,5.4793,20.8842,,,,,,,5.1194,6.5291,,,,
2016/1/29,4.2982,12.7551,5.4664,2.7943,11.7235,17.4651,14.8181,21.7988,,,,4.0913,10.818,10.0464,8.1997,10.2893,27.335,5.9947,21.8434,,,,,,,5.3053,6.7223,,,,
2016/2/1,4.2485,12.7551,5.5259,2.7943,11.7484,16.4505,14.8181,21.5724,,,,4.1097,10.691,10.1935,7.8401,10.0654,27.5756,5.9115,21.5634,,,,,,,5.3703,6.5388,,,,
2016/2/2,4.4074,12.7551,5.6832,2.7943,12.1223,17.7508,14.8181,22.8649,,,,4.231,11.3066,10.6448,8.2573,10.4499,28.646,6.0899,22.59,,,,,,,5.4818,6.7513,,,,
2016/2/3,4.4272,12.7551,5.7044,2.7943,12.0226,17.672,14.8181,22.3072,,,,4.2273,11.3946,10.6939,8.3206,10.557,28.3465,6.0582,22.564,,,,,,,5.4632,6.7803,,,,
2016/2/4,4.5463,12.7551,5.8234,2.7943,12.192,18.4108,14.8181,22.7665,,,,4.3192,11.6877,10.7626,8.6313,10.9317,29.358,6.2326,23.3625,,,,,,,5.5747,6.8865,,,,
2016/2/5,4.5066,12.7551,5.6067,2.7943,12.0375,18.598,14.8181,21.3592,,,,4.3008,11.4532,10.6056,8.0559,10.8977,28.4791,6.2406,23.3573,,,,,,,5.5097,6.7513,,,,
2016/2/15,4.4471,12.7551,5.6747,2.7943,11.8132,18.6866,14.8181,21.4215,,,,4.2934,11.6487,10.7233,8.1278,10.8344,28.5233,6.2049,23.2899,,,,,,,5.5283,6.6933,,,,
2016/2/16,4.7846,12.7551,5.9212,2.7943,12.3216,20.0953,14.8181,22.3105,,,,4.4478,12.0298,11.1452,8.6313,11.2286,30.0503,6.4428,24.7831,,,,,,,5.7141,6.9638,,,,
2016/2/17,4.7647,12.7551,6.0997,2.7943,12.85,21.4349,14.8181,23.9475,,,,4.5471,12.1471,11.2433,8.5881,11.2676,31.2779,6.7599,24.8298,,,,,,,5.742,7.0024,,,,
2016/2/18,4.7647,12.7551,6.019,2.7943,12.7403,21.4152,14.8181,25.2597,,,,4.5581,12.0689,11.0765,8.6255,11.1361,31.2632,6.6489,24.809,,,,,,,5.7327,6.9734,,,,
2016/2/19,4.7647,12.7551,6.0275,2.7943,13.0543,21.3266,14.8181,24.9415,,,,4.7125,12.2643,11.1354,8.6226,11.4184,31.4056,6.9384,24.835,,,,,,,5.9185,7.0121,,,,
2016/2/22,4.9037,11.4796,6.1465,2.7943,13.2139,21.7403,14.8181,25.9223,,,,4.911,12.5673,11.3022,8.6226,11.764,33.8656,6.9463,25.5556,,,,,,,5.9185,7.128,,,,
2016/2/23,4.8044,10.3317,6.121,2.7943,13.3783,21.2773,14.8181,27.0606,,,,4.9441,12.6454,11.4101,8.8327,12.1437,33.8656,6.7956,26.0119,,,,,,,5.9185,7.0797,,,,
2016/2/24,4.9037,10.4003,6.257,3.0738,13.1839,23.1982,14.8181,25.194,,,,4.9441,12.6943,11.1746,8.5162,12.0366,33.3009,6.8591,25.0527,,,,,,,5.9185,7.1183,,,,
2016/2/25,4.4173,9.3603,5.6322,3.3832,11.868,22.6761,14.8181,22.6746,,,,4.8448,11.4239,10.0562,7.6646,10.8344,29.9718,6.1732,22.5485,,,,,,,5.9185,6.4036,,,,
2016/2/26,4.4868,8.7324,5.7384,3.5179,12.0874,24.6364,14.8181,22.6353,,,,5.1279,11.4728,10.1935,7.2071,10.9025,29.4071,6.0265,22.2581,,,,,,,5.9185,6.5291,,,,
2016/2/29,4.2088,7.8591,5.2793,3.1686,11.4095,22.7549,14.8181,20.9918,,,,4.9992,10.3587,9.5264,6.4878,11.1994,26.4659,5.6498,20.1635,,,,,,,5.9185,6.0172,,,,
2016/3/1,4.3577,7.9376,5.8064,3.0738,11.6637,22.2722,14.8181,22.2679,,,,5.0102,10.4955,9.6735,6.4389,10.664,27.2908,5.745,21.0605,,,,,,,5.6119,6.1138,,,,
2016/3/2,4.6158,8.4871,6.3888,3.3832,12.2369,24.4985,14.8181,23.2783,,,,5.2749,11.121,10.115,6.6979,11.1361,28.4938,5.9868,22.1233,,,,,,,5.8906,6.4519,,,,
2016/3/3,4.6654,8.3399,6.461,3.3432,12.1023,24.9319,14.8181,22.5828,,,,5.194,11.1503,10.0267,6.5281,10.9999,28.4496,6.0225,21.8952,,,,,,,5.9928,6.4712,,,,
2016/3/4,4.5364,7.6727,6.3335,3.1486,11.7584,23.3066,14.8181,20.503,,,,5.2565,10.5542,9.5852,6.1311,11.068,25.9258,5.848,20.3968,,,,,,,5.7977,6.2587,,,,
2016/3/7,4.6555,7.8395,6.6736,3.2285,12.0126,22.9913,14.8181,21.1328,,,,5.6241,10.9353,9.8109,6.2116,11.1994,26.5052,5.9273,21.1901,,,,,,,5.7791,6.4132,,,,
2016/3/8,4.6654,7.9474,6.8776,3.3283,11.9378,24.9024,14.9668,20.8901,,,,5.7344,11.2773,9.8403,6.3296,11.0145,26.7654,5.848,22.0352,,,,,,,5.7977,6.4808,,,,
2016/3/9,4.5761,7.6727,6.5248,3.1686,11.6288,23.0898,14.3225,20.2405,,,,5.5212,11.0916,9.6539,6.2836,10.6932,25.9111,5.848,21.4701,,,,,,,5.7141,6.3263,,,,
2016/3/10,4.4868,7.7512,6.4143,3.0838,11.4643,22.6564,14.1937,21.4215,,,,5.3852,10.8669,9.6343,6.3008,10.3087,25.5379,5.7886,21.1434,,,,,,,5.6026,6.2587,,,,
2016/3/11,4.4967,7.6825,6.7713,3.0937,11.3845,21.8684,13.9756,22.5008,,,,5.4293,11.0135,9.7324,6.3354,10.3185,25.7687,5.6776,21.7552,,,,,,,5.6212,6.249,,,,
2016/3/14,4.6257,7.9965,7.0136,3.2135,11.8332,23.2475,14.5604,24.0787,,,,5.4881,11.3848,10.2131,6.6605,10.7078,27.2712,5.9234,23.0099,,,,,,,5.7977,6.4519,,,,
2016/3/15,4.596,8.1731,7.3069,3.2634,11.6936,23.9272,14.5951,24.5839,,,,5.5469,11.4044,10.4682,6.6691,10.8636,27.006,5.8044,22.2892,,,,,,,5.8627,6.4422,,,,
2016/3/16,4.6754,7.918,7.1837,3.1786,11.7235,23.0603,14.2234,22.8813,,,,5.3778,11.5118,10.841,6.5281,10.6251,26.6574,5.7212,21.833,,,,,,,5.7512,6.5098,,,,
2016/3/17,4.7846,8.1927,7.7958,3.3233,12.2718,24.1439,14.833,24.5544,,,,5.5837,12.2155,11.2139,7.092,11.0923,28.1697,5.8996,22.8025,,,,,,,5.9092,6.7127,,,,
2016/3/18,4.9037,8.5165,7.851,3.438,12.6606,24.794,15.6507,26.2438,,,,5.727,12.6259,11.2139,7.443,11.5937,29.5593,6.1851,25.0683,,,,,,,6.0857,6.8575,,,,
2016/3/21,5.0129,8.7029,7.9573,3.5029,12.835,26.3701,16.1513,27.884,,,,5.7601,12.8311,12.1066,7.4632,11.803,30.6003,6.3714,26.7015,,,,,,,6.1972,6.9541,,,,
2016/3/22,5.1717,8.4773,7.8213,3.5229,12.9547,27.7689,16.3544,27.9825,,,,5.7932,12.6259,12.0282,7.3308,11.8419,30.399,6.2683,27.1681,,,,,,,6.095,6.8479,,,,
2016/3/23,5.132,8.6146,7.6597,3.5428,12.9347,27.3158,16.5675,30.6396,,,,5.6609,12.7041,12.244,7.5926,11.9928,30.6887,6.3238,28.1013,,,,,,,6.0021,6.9058,,,,
2016/3/24,5.0228,8.438,7.664,3.4231,12.6107,27.2764,16.0075,32.1979,,,,5.7087,12.4793,12.038,7.2906,11.6131,30.9342,6.2128,26.9814,,,,,,,5.872,6.8479,,,,
2016/3/25,5.0526,8.4282,7.5832,3.453,12.8151,26.0647,15.8985,30.4133,,,,5.6682,12.6748,12.8817,7.1122,11.6034,30.4579,6.3119,26.5978,,,,,,,5.9557,6.8768,,,,
2016/3/28,5.0923,8.4773,7.681,3.3832,12.2518,26.7444,15.7895,33.4543,,,,5.9403,12.5868,13.3134,7.0489,11.472,30.3744,6.2643,25.9912,,,,,,,5.8813,6.9734,,,,
2016/3/29,4.9533,8.4969,7.4727,3.2883,11.893,24.9221,15.5813,32.6243,,,,6.102,12.1177,13.2643,7.1525,11.1751,28.8277,6.0265,25.146,,,,,,,5.807,6.732,,,,
2016/3/30,5.1717,9.115,7.885,3.458,12.2518,25.4441,16.4783,35.8887,,,,5.955,12.9484,13.5489,7.443,11.6764,30.7083,6.2088,26.857,,,,,,,5.9557,6.9348,,,,
2016/3/31,5.3107,8.9286,7.6512,3.3981,12.1821,26.5474,16.3495,39.4786,,,,5.8814,12.9386,13.539,7.8804,11.7494,32.5349,6.2762,27.2199,,,,,,,5.9371,6.9348,,,,
2016/4/1,5.3305,8.7127,7.511,3.3732,12.1123,25.6609,16.3495,38.5614,,,,6.0285,12.8507,13.7353,8.0213,11.9295,34.715,6.3159,27.2199,,,,,,,5.872,6.8962,,,,
2016/4/5,5.4199,9.0169,8.0465,3.4929,12.5459,26.1041,16.9293,38.5614,,,,6.2931,13.3491,14.4416,8.4126,12.5087,36.1488,6.4547,27.9406,,,,,,,6.0207,7.0604,,,,
2016/4/6,5.5191,9.272,8.072,3.5428,12.511,26.3406,17.7371,38.5614,,,,6.2931,13.4565,14.265,8.1537,12.5233,37.1505,6.4666,28.1428,,,,,,,6.0579,7.0893,,,,
2016/4/7,5.4099,8.9875,7.9573,3.4929,12.5609,25.3949,17.7074,38.5614,,,,6.2931,13.1341,14.059,8.404,12.1972,38.4468,6.5974,27.0281,,,,,,,6.2158,6.9638,,,,
2016/4/8,5.3603,8.8697,7.8,3.458,12.8998,25.5032,17.6678,38.5614,,,,6.2931,12.9777,13.4802,8.2688,12.387,39.7725,6.9582,27.5362,,,,,,,6.0393,6.9831,,,,
2016/4/11,5.4199,8.958,7.7958,3.5578,12.9547,26.5671,17.7421,36.0958,,,,6.2931,13.5054,14.8243,8.309,12.7569,39.7725,6.9423,28.0339,,,,,,,6.1043,7.1473,,,,
2016/4/12,5.5489,8.7324,7.5875,3.478,12.6357,27.4832,17.6083,34.5179,,,,6.2931,13.7399,14.4711,8.0846,12.4454,36.684,6.7084,27.4636,,,,,,,6.0207,7.0797,,,,
2016/4/13,5.5588,8.8599,7.6555,3.5428,12.8001,27.6507,17.5785,34.4981,,,,6.2931,13.6618,15.0695,8.0702,12.9467,36.6938,6.7124,27.811,,,,,,,6.1043,7.1087,,,,
2016/4/14,5.7077,8.9188,7.7532,3.7774,13.0344,27.4537,17.7619,34.4291,,,,6.2931,14.0429,15.0794,8.1681,13.0879,36.6644,6.6806,29.1487,,,,,,,6.1415,7.1859,,,,
2016/4/15,5.7177,8.9482,7.6767,3.7075,12.9048,27.0596,17.7223,33.581,,,,6.2931,14.0038,15.0794,8.1278,12.8883,36.9737,6.5657,31.2278,,,,,,,6.1322,7.3501,,,,
2016/4/18,5.6779,8.8697,7.7532,3.6676,12.7104,26.9907,17.0433,33.8275,,,,6.2931,13.7595,15.0794,7.9954,12.4844,36.085,6.9384,31.5544,,,,,,,6.0021,7.1569,,,,
2016/4/19,5.9261,9.1445,7.698,3.6676,12.8699,26.9907,17.3159,33.6204,,,,6.2931,13.9158,15.0794,7.7969,12.5087,36.3354,6.7401,30.7456,,,,,,,6.03,7.4467,,,,
2016/4/20,5.7077,8.4282,7.2262,3.4081,12.2917,26.9907,16.2851,30.2574,,,,6.2931,13.0754,15.0794,7.0661,12.2653,34.8672,6.415,29.4027,,,,,,,5.7327,6.9348,,,,
2016/4/21,5.5489,8.1339,6.9456,3.3382,12.0874,26.9907,16.1166,28.1567,,,,6.2931,12.9484,15.0794,7.0776,11.7202,34.1258,6.2207,30.3567,,,,,,,5.6583,6.7899,,,,
2016/4/22,5.6184,8.124,7.1241,3.3832,12.212,26.9907,15.9332,30.9773,,,,6.2931,12.9875,15.0794,7.1927,11.9684,35.9426,6.2643,32.6484,,,,,,,5.7048,6.9734,,,,
2016/4/25,5.7077,7.8886,7.0731,3.3582,12.2917,26.9907,16.0026,29.8037,,,,6.2931,12.8507,15.0794,7.1927,12.4162,37.8674,6.2961,31.4559,,,,,,,5.8813,6.8768,,,,
2016/4/26,5.7772,7.9769,7.2092,3.6925,12.6057,26.9907,16.0422,31.4606,,,,6.2931,13.1731,15.0794,7.5668,12.4114,35.0931,6.2643,28.5783,,,,,,,5.8442,6.9638,,,,
2016/4/27,5.7772,8.3105,7.9318,3.6326,12.4562,26.9907,16.6964,31.362,,,,6.2931,13.1731,15.0794,7.3567,12.168,33.9343,6.304,28.288,,,,,,,5.7977,7.2246,,,,
2016/4/28,5.6482,8.2124,7.9785,3.5877,12.7553,26.9907,16.5279,30.8491,,,,6.2931,13.1536,15.0794,7.5322,12.0463,33.0554,6.2842,28.962,,,,,,,5.7141,7.07,,,,
2016/4/29,5.668,8.3988,8.3228,3.5778,12.6705,26.9907,16.8352,29.715,,,,6.2931,13.31,15.0794,7.7049,11.9636,32.805,6.2723,29.1176,,,,,,,5.7234,7.1473,,,,
2016/5/3,5.7574,8.6833,8.7182,3.6776,13.0843,26.9907,17.5092,30.287,,,,6.2931,13.779,15.0794,7.7912,12.3773,34.0865,6.419,30.7352,,,,,,,5.9371,7.7461,,,,
2016/5/4,5.7375,8.6146,8.6204,3.6127,13.0843,26.9907,17.6132,30.0897,,,,6.2931,13.6031,15.0794,7.7049,12.4211,34.2486,6.3674,30.5797,,,,,,,5.8906,8.1711,,,,
