ÈÕÆÚ,000922.SZ,002176.SZ,002196.SZ,002249.SZ,002576.SZ,002801.SZ,002823.SZ,002892.SZ,300626.SZ,300660.SZ,600580.SH,603320.SH,603728.SH,603819.SH,603988.SH
2016/5/4,8.89,12.314,15.2533,9.065,24.1304,,,,,,10.6539,,,,19.5985
2016/5/5,9.11,13.1217,15.294,9.0746,23.8327,,,,,,10.8363,,,,19.5629
2016/5/6,9.01,12.4636,14.8046,8.7293,21.9864,,,,,,10.2796,,,,19.5402
2016/5/9,8.98,12.7328,14.0705,8.4607,19.7927,,,,,,9.6749,,,,19.8348
2016/5/10,9.07,11.9651,13.6918,8.5183,19.0086,,,,,,9.6845,,,,19.6309
2016/5/11,8.75,11.7357,13.4354,8.4703,18.3237,,,,,,9.5117,,,,19.605
2016/5/12,8.45,12.0049,13.4588,8.4127,18.8795,,,,,,9.5213,,,,17.6461
2016/5/13,8.52,11.8853,13.7967,8.6142,18.413,,,,,,9.5789,,,,15.8815
2016/5/16,8.61,13.0718,14.6124,8.9595,19.0284,,,,,,9.8285,,,,16.1794
2016/5/17,8.51,13.0818,14.0763,9.065,18.8597,,,,,,9.7421,,,,15.8005
2016/5/18,8.46,12.8824,13.6335,8.7197,18.0457,,,,,,9.9052,,,,15.1497
2016/5/19,8.45,13.4607,13.7792,8.806,18.2145,,,,,,9.8285,,,,15.1627
2016/5/20,8.51,13.7498,14.1696,9.161,18.552,,,,,,9.9148,,,,15.0396
2016/5/23,8.52,14.029,15.4572,9.5735,19.1575,,,,,,10.0012,,,,15.072
2016/5/24,8.56,13.5305,15.3465,9.4008,19.6538,,,,,,9.7517,,,,15.0817
2016/5/25,8.85,13.3211,15.0319,9.4583,19.2766,,,,,,9.5981,,,,15.3181
2016/5/26,9.08,13.6402,15.1484,9.6598,19.2071,,,,,,9.8093,,,,15.3051
2016/5/27,8.84,13.2712,15.1775,9.5255,19.1872,,,,,,9.7037,,,,15.0655
2016/5/30,8.64,13.2413,15.3989,9.6502,19.0284,,,,,,9.6365,,,,15.1692
2016/5/31,8.94,13.9193,16.1913,10.36,20.5769,,,,,,10.078,,,,15.7584
2016/6/1,9.09,14.6373,17.1992,10.7821,20.6067,,,,,,10.174,,,,15.8038
2016/6/2,9.04,14.8566,17.3915,10.7917,21.0037,,,,,,10.27,,,,15.9592
2016/6/3,9.02,14.5974,17.1992,11.1275,20.7655,,,,,,10.27,,,,16.7816
2016/6/6,8.9,14.9364,18.4868,11.0891,20.9938,,,,,,10.27,,,,16.8884
2016/6/7,8.87,15.0062,19.4424,11.5687,20.6464,,,,,,10.4619,,,,17.5781
2016/6/8,9.04,14.9264,19.9551,11.5687,20.7953,,,,,,10.7883,,,,17.5066
2016/6/13,8.85,13.4308,18.9588,11.5687,18.7207,,,,,,10.0108,,,,15.756
2016/6/14,8.53,13.5803,18.5859,11.5687,18.7207,,,,,,9.9532,,,,15.9703
2016/6/15,8.78,14.5874,20.4445,11.5687,18.7207,,,,,,10.6347,,,,16.2984
2016/6/16,9.66,15.0959,22.1691,11.5687,18.7207,,,,,,10.9418,,,,16.3666
2016/6/17,10.05,14.9563,21.3825,11.5687,18.7207,,,,,,10.9226,,,,16.6654
2016/6/20,9.9,15.0859,21.0329,11.5687,18.7207,,,,,,11.3834,,,,16.8116
2016/6/21,9.74,15.1059,20.8698,11.5687,18.7207,,,,,,10.9226,,,,17.1039
2016/6/22,9.8,15.3352,20.8115,11.5687,18.7207,13.6009,,,,,11.0578,,,,17.2111
2016/6/23,9.58,14.8766,20.5668,11.5687,18.7207,14.9614,,,,,10.8068,,,,16.6589
2016/6/24,9.33,15.3452,21.0854,11.5687,18.7207,16.4576,,,,,10.5363,,,,16.5452
2016/6/27,9.97,15.9534,21.1203,11.5687,18.7207,18.1038,,,,,10.8454,,,,16.8473
2016/6/28,9.87,15.8138,20.0833,11.5687,18.7207,19.9147,,,,,10.8744,,,,17.0292
2016/6/29,9.76,15.8238,20.258,11.5687,18.7207,21.9047,,,,,10.913,,,,17.0064
2016/6/30,9.7,15.3552,19.9201,11.5687,18.7207,24.0932,,,,,10.8261,,,,16.8895
2016/7/1,9.75,15.2554,19.355,11.5687,18.7207,26.5045,,,,,11.0096,,,,17.2046
2016/7/4,9.9,15.3851,19.5123,11.5687,18.7207,29.153,,,,,11.3476,,,,17.5261
2016/7/5,10.17,15.4848,19.8036,11.5687,18.7207,32.0678,,,,,11.2413,,,,18.1855
2016/7/6,10.09,15.2953,20.7999,11.5687,18.7207,35.2732,,,,,11.0578,,,,18.3154
2016/7/7,9.97,15.6343,20.6717,11.5687,18.7207,38.8029,,,,,10.942,,,,18.1465
2016/7/8,10.06,15.5845,19.7512,11.5687,18.7207,42.6813,,,,,10.942,,,,18.533
2016/7/11,9.96,15.405,18.6558,11.5687,18.7207,46.9518,,,,,10.942,,,,17.7502
2016/7/12,10.05,15.3751,18.7723,11.5687,18.7207,51.6484,,,,,10.942,,,,18.0101
2016/7/13,10.15,15.3452,18.9996,11.5687,18.7207,56.8147,,,,,10.942,,,,18.3771
2016/7/14,9.98,15.395,18.9821,11.5687,18.7207,62.4943,,,,,10.942,,,,18.3414
2016/7/15,9.69,15.3252,18.7432,11.5687,18.7207,68.7452,,,,,10.942,,,,18.1627
2016/7/18,9.6,14.727,18.1955,11.5687,18.7207,75.6206,,,,,10.942,,,,17.9841
2016/7/19,9.68,14.6971,18.9588,11.5687,18.7207,82.0216,,,,,10.3528,,,,17.9029
2016/7/20,9.7,14.7469,18.9005,11.5687,18.7207,83.2708,,,,,10.2563,,,,18.2082
2016/7/21,9.59,14.6173,18.6616,11.5687,18.7207,76.1242,,,,,10.1983,,,,17.9711
2016/7/22,9.53,14.4777,18.0615,11.5687,18.7207,77.9932,,,,,10.1694,,,,17.6138
2016/7/25,9.51,14.2384,17.4148,11.5687,18.7207,75.5335,,,,,10.2563,,,,17.263
2016/7/26,9.6,14.6373,17.7178,11.5687,18.7207,78.6807,,,,,10.2852,,,,17.4774
2016/7/27,9,13.6202,16.5467,11.5687,18.7207,76.2937,,,,,9.7251,,,,16.2984
2016/7/28,9,13.4108,16.6108,10.4089,18.7207,77.7123,,,,,9.6961,,,,16.0126
2016/7/29,8.84,13.4906,16.5816,9.7517,18.7207,80.6659,,,,,9.6575,,,,15.9119
2016/8/1,8.73,13.1017,16.6632,10.09,18.7207,72.5993,,,,,9.5223,,,,15.5936
2016/8/2,8.88,13.1715,16.9604,10.003,18.7207,71.752,,,,,9.6479,,,,15.7365
2016/8/3,8.87,13.2912,16.7797,9.8581,18.7207,74.0761,,,,,9.5996,,,,15.8047
2016/8/4,8.93,13.5405,17.1177,9.9934,18.7207,74.8363,,,,,9.6285,,,,15.8697
2016/8/5,8.8,13.2812,16.8963,10.032,18.7207,72.2894,,,,,9.5706,,,,15.7235
2016/8/8,9.01,13.3909,17.0128,10.09,18.7207,72.0957,,,,,9.7734,,,,15.9573
2016/8/9,9.03,13.5105,17.0244,10.148,18.7207,74.2746,,,,,9.8217,,,,16.1035
2016/8/10,8.94,13.4707,16.7215,10.0224,18.7207,79.407,,,,,9.6961,,,,16.2919
2016/8/11,8.82,13.1516,15.9524,9.7324,18.7207,75.5335,,,,,9.532,,,,15.8274
2016/8/12,8.93,13.2812,16.1971,9.8967,18.7207,79.8428,,,,,9.6092,,,,16.0288
2016/8/15,9.08,13.5405,16.7797,10.032,18.7207,82.9319,,,,,9.8217,,,,16.3211
2016/8/16,9.16,13.7598,17.1235,10.7955,18.7207,81.7795,,,,,9.8893,,,,16.5647
2016/8/17,9.37,13.6701,17.3565,10.8149,18.7207,81.4793,,,,,9.87,,,,16.9415
2016/8/18,9.25,13.6402,17.0128,11.3174,18.7207,81.0532,,,,,9.7734,,,,16.7141
2016/8/19,9.36,13.6302,16.838,11.1241,18.7207,77.8189,,,,,9.7155,,,,16.6492
2016/8/22,9.16,13.4009,16.5234,10.9212,18.7207,73.5871,,,,,9.6575,,,,15.9476
2016/8/23,9.44,13.5006,16.8205,10.9212,18.7207,74.3037,,,,,9.6961,,,,16.0126
2016/8/24,9.49,13.71,16.9778,11.1048,18.7207,74.3763,,,,,9.6768,,,,16.2464
2016/8/25,9.25,13.4507,16.3195,11.0178,18.7207,76.008,,,,,9.5609,,,,16.2237
2016/8/26,9.18,13.4507,16.3719,10.8535,18.7207,74.904,,,,,9.8603,,,,17.8477
2016/8/29,9.19,13.2014,16.2029,10.7376,18.7207,73.5483,,,,,9.8217,,,,19.6341
2016/8/30,9.2,13.1715,16.3136,10.8632,18.7207,74.5409,,,,,9.8313,,,,19.0884
2016/8/31,9.19,13.2014,16.3369,10.8632,18.7207,79.0681,,,,,9.8313,,,,20.9982
2016/9/1,9.17,13.2314,16.1389,10.8052,18.7207,79.9638,,,,,9.7348,,,,23.0997
2016/9/2,9.15,13.0419,15.4222,10.8149,18.7207,82.3896,,,,,9.6479,,,,24.165
2016/9/5,9.14,13.0319,15.731,10.9598,18.7207,80.0413,,,,,9.6865,,,,26.5198
2016/9/6,9.23,13.3311,17.3041,11.1725,18.7207,88.0449,,,,,9.7831,,,,23.8694
2016/9/7,9.29,13.1815,17.7586,11.2981,18.7207,85.9532,,,,,9.7348,,,,22.1772
2016/9/8,9.3,13.2314,17.5954,11.1628,18.7207,77.7123,,,,,9.8603,,,,21.6381
2016/9/9,9.3,13.3111,17.4672,11.1241,18.7207,75.3495,,,,,9.7637,,,,21.2321
2016/9/12,8.87,12.8923,16.3136,10.8149,18.7207,74.5748,,,,,9.5706,,,,20.7579
2016/9/13,8.88,13.3211,16.5176,10.7859,18.7207,75.3108,,,,,9.5996,,,,20.8261
2016/9/14,8.87,13.3709,16.0282,10.6312,18.7207,74.3811,,,,,9.5899,,,,20.1992
2016/9/19,9.14,13.4607,16.8205,10.4186,18.7207,74.8605,,,,,9.6961,,,,20.589
2016/9/20,9.09,13.2613,16.4884,10.2446,18.7207,75.0447,,,,,9.6575,,,,21.5082
2016/9/21,9.1,13.1117,16.7623,10.293,18.7207,77.7354,,,,,9.6479,,,,20.4428
2016/9/22,9.14,13.0619,17.0303,10.5056,18.7207,78.9281,,,,,9.6672,,,,20.2577
2016/9/23,9,12.9821,17.1643,10.3993,18.7207,78.1039,,,,,9.6479,,,,20.4298
2016/9/26,8.85,12.2742,16.8089,9.7034,18.7207,73.6096,,,,,9.4644,,,,19.0137
2016/9/27,8.93,12.2941,16.7098,9.7614,18.7207,79.8831,,,,,9.474,,,,19.2313
2016/9/28,8.92,12.2044,16.7564,9.6068,18.7207,80.431,,,,,9.474,,,,19.0592
2016/9/29,8.99,12.1346,16.9895,9.6358,18.7207,81.5848,,,,,9.4644,,,,18.9942
2016/9/30,9.05,12.1744,16.9371,9.6841,18.7207,81.7157,,,,,9.4644,,,,18.7376
2016/10/10,9.19,12.5434,17.4614,9.8967,18.7207,86.7821,,,,,9.5996,,,,19.4717
2016/10/11,9.56,12.5434,17.5372,9.8871,18.7207,85.9385,,,,,9.6189,,,,19.4749
2016/10/12,9.45,12.5035,17.6013,9.7614,18.7207,84.8961,,,,,9.7348,,,,20.1895
2016/10/13,9.46,12.4835,17.374,9.7324,18.7207,84.8961,,,,,9.6768,,,,21.7225
2016/10/14,9.49,12.3439,17.9858,9.7324,18.7207,87.7469,,,,,9.6479,,,,21.4172
2016/10/17,10.44,12.4437,17.7935,9.7034,18.7207,84.261,,,,,9.5802,,,,20.5338
2016/10/18,11.48,12.7528,18.5393,9.8291,18.7207,85.1434,,,,,9.7637,,,,20.8391
2016/10/19,12.63,12.5932,18.3703,9.8001,18.7207,84.7798,,,,,9.7734,,,,20.6085
2016/10/20,13.24,12.7328,18.2946,9.8194,18.7207,82.5205,,,,,9.7734,,,,21.1119
2016/10/21,13.74,12.6431,17.9334,10.0514,18.7207,83.8829,,,,,9.6865,,,,21.5179
2016/10/24,13.95,12.6331,17.9625,10.0224,18.7207,84.2707,,,,,9.7444,,,,21.2548
2016/10/25,13.6,12.6032,17.7819,9.916,18.7207,84.804,,,,,9.8024,,,,20.8033
2016/10/26,13.46,12.334,17.4731,9.8967,18.7207,83.6793,,,,,9.7348,,,,20.2999
2016/10/27,13.48,12.3439,17.5488,9.7614,18.7207,81.9679,,,,,9.6768,,,,20.4428
2016/10/28,12.13,12.2143,17.1293,9.7034,18.7207,81.9727,,,,,9.5223,,,,20.6832
2016/10/31,11.5,12.2343,17.374,9.7421,18.7207,80.9594,,,,,9.503,,,,20.1407
2016/11/1,11.78,12.2742,17.4498,9.7131,18.7207,83.752,,,,,9.5706,,,,20.7644
2016/11/2,11.85,12.0947,17.0711,9.6358,18.7207,81.837,,,,,9.6575,,,,20.8813
2016/11/3,13.04,12.2442,16.972,9.6551,18.7207,81.643,,,,,9.6382,,,,20.9203
2016/11/4,13.24,12.2442,16.9021,9.5584,18.7207,82.0842,,,,,9.532,,,,20.8586
2016/11/7,12.37,12.2442,17.0419,9.5198,18.7207,80.7704,,,,,9.5416,,,,21.742
2016/11/8,12.48,12.5733,16.9604,9.6068,18.7207,81.1485,,,,,9.5416,,,,21.5082
2016/11/9,12.71,12.3439,16.3603,9.4521,18.7207,84.2562,,,,,9.4644,,,,20.9268
2016/11/10,12.36,12.3539,16.6982,9.5198,18.7207,85.3179,,,,,9.5223,,,,21.4789
2016/11/11,12.2,12.3439,16.5409,9.5005,18.7207,83.1557,,,,,9.532,,,,21.7582
2016/11/14,12.52,12.3439,16.4884,9.5005,18.7207,88.4644,,,,,9.6092,,,,21.794
2016/11/15,12.3,12.4137,16.6341,9.5198,18.7207,87.2669,,,,,9.5996,,,,22.7391
2016/11/16,12,12.5035,16.9545,9.5971,18.7207,83.432,,,,,9.6479,,,,22.3884
2016/11/17,12.05,12.324,16.6224,9.5971,18.7207,82.0794,,,,,9.6382,,,,23.1386
2016/11/18,11.95,12.2243,17.0711,9.5391,18.7207,83.7568,,,,,9.5416,,,,24.6847
2016/11/21,11.72,12.2243,17.3624,9.5101,18.7207,87.5093,,,,,9.5513,,,,24.6457
2016/11/22,11.83,12.3041,17.2575,9.4715,18.7207,93.8362,,,,,9.5996,,,,27.0362
2016/11/23,11.7,12.3739,16.9196,9.6841,18.7207,92.4787,,,,,9.6479,,,,25.9481
2016/11/24,11.32,12.5533,16.6108,9.5874,18.7207,91.0727,9.5385,,,,9.5416,,,,24.7204
2016/11/25,11.27,13.012,16.4943,9.4618,18.7207,93.7489,10.4938,,,,9.5706,,,8.7584,24.9185
2016/11/28,11.38,13.0419,16.3719,9.4521,18.7207,89.7201,11.5456,,,,9.6189,,,9.6321,23.9571
2016/11/29,11.35,13.022,16.267,9.3168,18.7207,88.1299,12.6987,,,,9.5899,,,10.596,23.1809
2016/11/30,11.51,13.0818,16.302,9.3072,18.7207,89.5455,13.9676,,,,9.5223,,,11.657,23.3887
2016/12/1,11.76,13.361,16.3777,9.3555,18.7207,88.1056,15.3667,,,,9.6189,,,12.822,24.243
2016/12/2,12.94,12.8425,15.8068,9.2298,18.7207,84.8574,16.9058,,,,9.474,,,14.1049,23.0997
2016/12/5,12.85,13.2114,15.9,9.1332,18.7207,84.4501,18.5945,,,,9.3968,,,15.5127,22.632
2016/12/6,12.6,13.0619,15.9,9.1815,18.7207,83.7908,20.452,,,,9.4064,,,17.066,23.0444
2016/12/7,12.49,12.9522,16.0748,9.2009,18.7207,83.8635,22.4977,,,,9.4644,,,18.7719,23.3368
2016/12/8,13.02,13.0419,15.8068,9.0655,18.7207,80.557,24.746,,,,9.3774,,,20.6512,23.0574
2016/12/9,12.2,12.8226,15.3698,8.9882,18.7207,79.5438,27.2211,,,,9.3774,,,22.7177,23.6778
2016/12/12,10.98,12.1046,14.1929,8.505,20.5898,72.6788,29.6045,,,,8.74,,,24.9922,22.9665
2016/12/13,11.41,12.683,14.2103,8.6016,22.6478,70.9771,27.3079,,,,8.9815,,,27.4887,22.2714
2016/12/14,11.05,12.5932,13.9773,8.3987,23.5823,67.9227,26.5601,,,,8.9911,,,30.2348,21.3458
2016/12/15,11.26,12.6331,14.4492,8.4277,23.6619,68.4997,25.2574,,,,8.9235,,,33.2583,21.6478
2016/12/16,11.7,12.8325,14.4026,8.4857,23.3636,68.1651,24.1863,,,,8.9429,,,31.5662,22.3559
2016/12/19,11.88,12.5035,14.2744,8.389,22.8466,66.3325,24.1767,,,,8.8753,,,29.5829,22.9795
2016/12/20,12.25,12.4237,14.3618,8.3407,23.0156,66.4198,23.9403,,,,8.8463,,,28.4318,22.8788
2016/12/21,12.76,12.4237,14.4143,8.4373,23.7911,66.8367,23.6749,,,,8.8849,,,29.0004,23.3757
2016/12/22,12.9,12.2841,14.2337,8.6306,23.0455,66.3277,23.5109,,,,8.8849,,,28.2931,23.4082
2016/12/23,13.5,12.1645,13.9656,8.476,23.6221,63.763,21.8319,,,,8.8559,,,26.4485,22.7294
2016/12/26,13.34,12.2841,14.2337,8.5436,24.0496,63.4139,22.3481,,,,8.8076,,,26.9825,22.9145
2016/12/27,13.15,12.1445,14.0589,8.505,24.0695,62.6625,21.9187,,,,8.798,,,27.2182,22.7521
2016/12/28,13.13,12.1744,14.088,8.4373,25.7298,63.157,21.6147,,,,8.7497,,,27.2668,22.3461
2016/12/29,12.62,12.0249,14.0414,8.3504,24.7356,61.5232,21.6196,,,,8.7497,,,27.2252,22.174
2016/12/30,12.78,11.8953,13.9598,8.3407,24.2484,62.2504,22.2902,,,,8.7883,,,27.5996,22.0701
2017/1/3,14.06,12.1246,13.9656,8.3987,23.7513,62.9776,22.4253,,,,8.8173,,,27.8562,23.1127
2017/1/4,14.86,12.2642,14.3444,8.5436,25.3619,65.0817,22.2323,,,,8.8656,,,28.0781,25.4252
2017/1/5,14.64,12.2143,14.0705,8.476,25.1134,63.2685,21.47,,,,8.9235,,,27.5164,25.2336
2017/1/6,14.2,12.2143,14.1113,8.5147,25.0438,60.4857,20.0901,,,,8.8559,,,26.0948,24.6002
2017/1/9,14.6,12.2642,14.321,8.5147,24.5964,58.5706,19.9261,,,,8.8753,,,26.7536,26.247
2017/1/10,13.95,12.1445,14.2337,8.4857,25.5409,57.761,19.68,,,,8.8366,,,26.712,26.2989
2017/1/11,13.76,12.0049,14.2861,8.418,24.835,54.8715,19.019,,,,8.7594,,,26.0047,26.5133
2017/1/12,14.05,11.7457,13.9249,8.3214,23.9701,55.4678,19.2506,,,,8.7497,,,25.97,27.3545
2017/1/13,13.04,11.4964,13.0509,8.1184,23.0952,53.0728,18.6475,,,,8.5276,,,26.0671,26.4029
2017/1/16,12.66,10.8782,12.0022,7.6932,21.7729,48.7725,17.562,,,,8.1027,,,24.8535,26.0683
2017/1/17,12.81,10.948,12.2352,7.7318,22.0214,50.9057,18.855,,,,8.1316,,,24.9229,23.4602
2017/1/18,12.77,10.8483,12.1886,7.6352,21.9419,48.6998,18.6234,,,,8.093,,,25.4985,22.1025
2017/1/19,12.75,10.5791,12.1245,7.7125,22.2998,50.033,18.8405,,,,8.1123,,,26.0394,22.7067
2017/1/20,12.77,10.7486,12.3925,7.8381,24.5268,51.3081,19.5498,,,,8.1896,,,26.4346,22.7359
2017/1/23,11.98,10.8782,12.5091,7.8285,24.5268,51.5844,19.598,,,,8.2668,,,26.4208,22.8041
2017/1/24,11.62,10.8483,12.3168,7.9444,24.5268,50.3288,19.352,,,,8.2185,,,26.4624,22.6969
2017/1/25,11.25,10.8882,12.5499,7.9058,24.5268,53.0146,19.434,,,,8.2861,,,26.4138,22.7586
2017/1/26,11.27,11.0876,12.6139,8.0121,24.5268,52.6365,19.2989,,,,8.3537,,,26.4485,22.8366
2017/2/3,11.31,11.0178,12.4741,7.8285,24.5268,51.0511,19.2941,,,,8.402,,,26.3375,22.6352
2017/2/6,11.47,11.0976,12.6372,7.6835,24.5268,52.2098,20.4182,,,,8.3441,,,26.6981,22.7489
2017/2/7,11.79,11.0378,12.5906,7.6738,24.5268,51.342,20.2445,,,,8.3731,,,26.1919,22.4403
2017/2/8,12.35,11.0477,12.6489,7.7028,24.5268,52.2341,21.0406,,,,8.3827,,,26.1364,22.9308
2017/2/9,12.22,11.1375,12.8761,7.7608,24.5268,53.3395,21.1612,,,,8.402,,,27.5442,22.947
2017/2/10,12.05,11.0577,12.7538,7.7221,24.5268,51.8753,20.6739,,,,8.3731,,,26.9617,22.8463
2017/2/13,12.26,11.1574,12.8645,7.7608,24.5268,52.5928,21.5183,,,,8.402,,,27.8285,24.4086
2017/2/14,12.08,11.0677,12.7946,7.7415,24.5268,53.2764,22.5314,,,,8.3441,,,27.877,24.4866
2017/2/15,11.85,10.8982,12.6023,7.7028,24.5268,53.5867,22.1358,,,,8.2475,,,27.8909,23.8272
2017/2/16,11.99,10.9281,12.5673,7.7318,24.5268,53.0874,22.5556,,,,8.3055,,,28.1059,23.9084
2017/2/17,11.64,10.8084,12.5265,7.9154,24.5268,52.2535,21.8849,,,,8.4986,,,27.669,23.0834
2017/2/20,11.73,10.948,12.5965,7.9251,24.5268,51.342,22.406,,,,8.5179,,,25.6163,23.3173
2017/2/21,12.18,11.0677,12.8062,7.9541,24.5268,52.9371,22.6907,,,,8.5179,,,26.0463,23.7265
2017/2/22,12.14,11.1774,12.847,7.9734,24.5268,52.7722,23.2986,,,,8.4986,,,25.6441,23.9604
2017/2/23,11.89,11.3768,12.8761,7.8768,24.5268,53.6207,23.0815,,,,8.4503,,,25.9284,23.707
2017/2/24,12.47,11.3469,13.016,7.9444,24.5268,54.343,22.9029,,,,8.489,,,27.5095,23.6648
2017/2/27,12.18,11.3668,13.1033,8.0701,24.5268,53.068,22.6762,,,,8.431,,,28.1683,23.759
2017/2/28,12.15,11.3469,13.0567,8.0797,24.5268,54.2267,24.167,,,,8.3827,,,27.7591,23.9052
2017/3/1,12.17,11.3369,12.9286,8.0894,24.5268,54.3091,24.389,,,,8.3634,,,27.5927,23.8727
2017/3/2,11.74,11.5064,13.1325,8.0121,24.5268,54.5321,24.7749,,,,8.2765,,,27.2668,23.5057
2017/3/3,11.23,11.7656,13.4296,8.0991,24.5268,55.4533,23.1587,,,,8.3248,,,27.142,23.1549
2017/3/6,11.34,12.0249,13.6044,8.1667,24.5268,57.3295,22.7823,,,,8.4117,,,28.0781,23.5771
2017/3/7,11.31,12.0249,13.8375,8.5243,24.5268,56.9077,22.8306,,,,8.4407,,,29.049,23.7038
2017/3/8,11.49,12.0149,13.6044,8.389,24.5268,56.3308,22.8885,,,,8.46,,,28.6884,23.4862
2017/3/9,11.15,11.8255,13.016,8.2924,24.5268,55.8508,22.1165,,,,8.3634,,,29.8187,23.0769
2017/3/10,10.78,11.9152,13.1558,8.36,24.5268,58.0325,22.0683,,,,8.3441,,,29.4789,23.301
2017/3/13,10.79,12.2243,13.3131,8.3697,24.5268,58.9827,22.4784,,,,8.4213,,,29.1391,23.4375
2017/3/14,10.65,12.1246,13.3131,8.302,24.5268,60.1511,22.4735,,,,8.4503,,,29.1599,23.4634
2017/3/15,10.99,12.1346,13.2898,8.2247,24.5268,61.1062,22.1696,,,,8.3827,,,30.0198,23.4017
2017/3/16,10.9,12.1645,13.5461,8.273,24.5268,62.7594,22.8643,,,,8.4503,,,30.4775,23.8045
2017/3/17,10.85,11.8255,13.1966,8.1571,24.5268,61.3292,22.6665,,,,8.4793,,,28.7438,24.0968
2017/3/20,10.85,11.6659,12.9169,8.1377,24.5268,60.699,24.9342,,5.9725,,8.4793,,,29.3125,24.1293
2017/3/21,10.31,11.4565,12.8645,8.1861,24.5268,60.442,27.4285,,6.5697,,8.431,,,29.3888,23.9539
2017/3/22,9.79,11.3668,12.6256,8.0701,24.5268,59.8893,30.1738,,7.2278,,8.3441,,,29.7494,23.6063
2017/3/23,10.03,11.3469,12.7421,8.1667,24.5268,61.6153,30.3378,,7.9522,,8.3344,,,30.6925,23.4212
2017/3/24,9.76,11.1474,12.7305,8.2924,24.5268,60.4081,28.9966,,8.7486,,8.3344,,,30.3527,23.4764
2017/3/27,9.81,11.0477,12.6489,8.273,24.5268,59.2251,28.1764,,9.6223,,8.2765,,,30.6717,23.392
2017/3/28,9.81,11.1574,12.8412,8.1667,24.5268,59.5451,28.3115,,10.5846,,8.2282,,,30.1308,23.3173
2017/3/29,9.81,11.1076,12.6489,8.1377,24.5268,54.9297,26.6325,,11.6408,,8.2958,,,27.9464,22.6352
2017/3/30,9.81,10.968,12.4799,7.9058,24.5268,52.2389,25.3684,,12.8077,,8.0447,,,25.6649,22.3656
2017/3/31,9.81,11.2172,12.41,7.9444,24.5268,52.268,25.1802,,14.0906,,8.093,,,25.0061,22.4241
2017/4/5,9.81,11.5463,13.2199,8.1281,24.5268,53.1164,24.8425,,15.5008,,8.2765,,,25.3112,23.0022
2017/4/6,9.81,11.4067,13.15,8.3504,24.5268,52.8353,25.1175,,17.0492,,8.4986,,,25.6996,23.025
2017/4/7,9.81,11.2272,13.3597,8.389,24.5268,52.0111,23.9258,,18.7525,,8.402,,,24.9784,22.9503
2017/4/10,9.81,11.1574,13.2199,8.2537,24.5268,48.0695,23.0863,,20.6272,,8.3248,,,22.6345,22.6579
2017/4/11,9.81,11.1474,13.1033,8.273,24.5268,49.2379,23.9306,,21.0419,,8.3344,,,23.2239,22.5702
2017/4/12,9.81,11.0577,12.9577,8.2634,24.5268,48.3119,23.231,,19.0788,,8.3055,,,22.8494,22.2389
2017/4/13,9.32,11.1076,13.0451,8.1087,24.5268,48.4816,23.067,,19.4161,,8.3634,,,22.9119,22.1383
2017/4/14,9.01,10.5891,12.7305,7.9734,24.5268,51.1675,23.3806,,19.1562,,8.1896,,,22.8217,21.9174
2017/4/17,8.77,10.1404,12.7712,7.9444,24.5268,49.0198,23.3806,,17.2428,,8.122,,,21.629,21.1476
2017/4/18,8.64,9.8512,12.4683,7.9444,24.5268,49.4415,23.3806,,17.1764,,8.0254,,,20.9078,20.9398
2017/4/19,8.43,9.7316,12.0604,7.7995,24.5268,49.0537,23.3806,,17.8621,,7.8516,,,21.2822,20.2479
2017/4/20,8.55,9.8712,11.8798,7.7221,24.5268,44.5412,23.3806,,17.4584,,7.8998,,,20.5472,20.2674
2017/4/21,8.55,9.8313,11.8623,7.7995,24.5268,42.4114,21.0406,,17.7073,,7.8998,,,20.3114,20.2674
2017/4/24,8.4,9.2629,11.705,7.5675,24.5268,40.6998,19.0094,,16.8446,,7.7357,,,19.1117,20.0985
2017/4/25,8.36,9.2231,11.6351,6.9586,24.5268,40.6706,19.5401,,17.1156,,7.5618,,,19.2435,20.1862
2017/4/26,8.53,9.2829,11.6526,6.9103,24.5268,40.9915,20.7559,,17.6907,,7.4749,,,19.5139,20.3616
2017/4/27,8.61,9.1732,11.6643,6.6977,24.5268,42.353,22.213,,18.7193,,7.5232,,,20.1588,20.3584
2017/4/28,8.66,9.5122,11.7342,6.746,24.5268,46.0972,22.1985,,18.7912,,7.6294,,,20.0825,20.4818
2017/5/2,8.61,9.7216,11.3263,6.688,24.5268,44.7941,22.2178,,18.8023,,7.4942,14.1156,,20.0617,20.4753
2017/5/3,8.65,9.8213,11.0292,6.7653,24.5268,45.7082,22.7148,,19.0788,,7.4556,15.5272,,20.3877,20.3681
2017/5/4,8.59,9.9809,11.0408,6.6977,24.5268,45.4456,22.0055,,18.0833,,7.4846,17.0769,,20.1935,20.3779
2017/5/5,8.73,9.572,11.2098,6.601,24.5268,44.9497,23.0622,,16.9773,,7.4363,18.7846,,19.5347,20.1797
2017/5/8,8.39,9.1433,10.6913,6.4464,24.5268,42.7907,22.049,,16.7672,,7.2624,20.6601,,18.7788,19.8907
2017/5/9,8.29,9.2729,11.0292,6.4754,24.5268,43.238,22.1744,,17.3202,,7.3011,22.7231,12.3659,19.5833,20.1018
2017/5/10,7.88,8.9538,10.7437,6.3014,24.5268,47.5657,22.2661,,16.5902,,7.2335,24.9935,13.6048,19.1672,19.9394
