ÈÕÆÚ,000803.SZ,002074.SZ,002129.SZ,002202.SZ,002218.SZ,002227.SZ,002255.SZ,002266.SZ,002309.SZ,002335.SZ,002364.SZ,002506.SZ,002518.SZ,002531.SZ,002534.SZ,002580.SZ,002617.SZ,002630.SZ,002665.SZ,002733.SZ,002851.SZ,300011.SZ,300029.SZ,300068.SZ,300105.SZ,300111.SZ,300116.SZ,300118.SZ,300129.SZ,300141.SZ,300153.SZ,300185.SZ,300274.SZ,300316.SZ,300317.SZ,300376.SZ,300393.SZ,300443.SZ,300491.SZ,300569.SZ,300593.SZ,300693.SZ,300713.SZ,300750.SZ,300763.SZ,300772.SZ,600151.SH,600202.SH,600207.SH,600241.SH,600290.SH,600405.SH,600416.SH,600438.SH,600475.SH,600537.SH,600847.SH,600875.SH,601012.SH,601218.SH,601558.SH,601615.SH,601727.SH,601908.SH,603105.SH,603218.SH,603396.SH,603507.SH,603628.SH,603806.SH
2015/3/30,15.99,24.2718,15.7194,12.1487,6.4847,30.6504,7.1828,8.4671,26.9712,30.3769,21.6663,,11.6993,4.8494,11.5111,9.9642,4.5629,7.3541,8.0376,14.9886,,24.1565,13.46,12.8946,16.5003,6.8,2.7997,10.2212,6.4307,9.1052,10.4906,2.5285,17.5675,10.765,11.3324,4.2054,18.4633,,,,,,,,,,12.6135,10.5388,7.83,11.3199,12.5007,12.0203,18.7234,5.117,14.724,8.5472,23.73,21.6294,8.8556,10.368,6.57,,10.8508,8.0951,,,,,,32.1039
2015/3/31,16.6,24.2718,15.7688,12.0475,6.4749,33.7155,7.1828,8.3986,26.7562,29.7951,21.6663,,11.5154,4.8254,11.2859,9.6648,4.5629,7.3541,8.1521,14.8471,,24.0276,13.69,12.9044,16.8697,7.05,2.7997,10.2212,6.6093,9.1052,10.3844,2.4909,17.5675,10.765,11.402,4.6262,18.5727,,,,,,,,,,12.8016,10.399,7.8,11.838,12.3422,11.7477,18.3576,5.117,14.724,8.6606,24.08,21.1511,9.7413,10.5563,6.35,,10.5513,8.1902,,,,,,31.8263
2015/4/1,16.97,24.2718,16.968,12.6543,6.7294,37.088,7.1828,8.4747,27.0005,31.0123,21.6663,,12.3525,5.0598,11.68,10.1363,4.5629,7.3541,8.638,15.113,,24.4537,14.12,13.5486,17.3089,7.07,2.7997,10.2212,6.7831,9.1052,10.8674,2.5253,17.5675,10.765,11.5484,5.089,18.7956,,,,,,,,,,13.3165,10.5088,7.93,11.9277,12.9366,12.4951,18.8618,5.117,14.724,9.053,26.49,21.6782,10.7157,11.0024,6.41,,10.6866,8.271,,,,,,31.9829
2015/4/2,17.45,24.2718,17.5833,12.9704,6.7686,40.7978,7.1828,8.5965,28.2118,31.0034,21.6663,,12.6524,5.1157,12.3863,10.7489,4.5629,7.3541,8.9507,15.7177,,25.0878,14.39,13.7243,17.6982,7.21,2.7997,10.2212,6.7737,9.1052,10.8722,2.5974,17.5675,10.765,12.0096,5.4125,19.1195,,,,,,,,,,13.3462,10.7186,8.15,12.1469,13.2238,12.7413,19.1386,5.117,14.724,9.157,26.97,22.2834,11.4224,11.0321,6.43,,11.3146,8.6085,,,,,,32.1323
2015/4/3,19.19,26.699,18.998,12.7365,6.8077,42.375,7.1828,9.0229,26.9809,30.8154,21.6663,,13.9201,5.3394,12.4938,11.1172,4.5629,7.3541,9.8212,16.2366,,25.504,14.55,13.7731,17.7581,7.1,2.7997,10.2212,7.4501,9.1052,11.4469,2.7102,17.5675,10.765,11.79,5.3301,19.5444,,,,,,,,,,13.6828,11.0183,8.14,12.3462,13.5606,12.6182,19.366,5.117,14.724,9.2657,27.74,22.176,11.4073,11.0817,6.59,,11.1987,8.6512,,,,,,33.0148
2015/4/7,19.32,26.3828,18.7734,12.7744,6.8762,41.1946,7.1828,9.929,27.4205,30.8781,21.6663,,14.7765,5.3767,12.5091,11.4648,4.5629,7.3541,10.1839,16.7598,,27.5352,15.36,14.1148,17.7082,7.11,2.7997,11.2395,8.197,9.1052,12.2439,2.7259,17.5675,10.765,11.7607,5.2468,19.9525,,,,,,,,,,13.6729,11.2481,8.95,12.6153,13.5903,12.7677,19.6922,5.117,14.724,9.4501,27.2,22.459,11.8521,11.6665,6.56,,11.3146,8.656,,,,,,33.5628
2015/4/8,21.18,26.2802,18.3692,12.9641,6.5973,40.163,7.1828,10.0509,27.3228,30.8065,21.6663,,14.2588,5.611,12.0178,10.8763,4.5629,7.3541,10.294,16.4339,,26.3759,14.89,13.656,16.9695,6.77,2.7997,12.3644,8.8546,9.1052,12.2342,2.6037,17.5675,10.765,11.197,5.0846,19.4645,,,,,,,,,,13.2373,10.9284,8.53,12.1469,13.2139,12.4072,19.6329,5.117,14.724,9.1381,26.29,22.9666,11.3281,12.1224,6.51,,11.3726,8.4754,,,,,,32.6305
2015/4/9,21.98,24.7846,17.3362,12.5153,6.333,38.6255,7.1828,9.7387,26.7758,28.6405,21.6663,,13.5717,5.4593,11.4701,10.6354,4.5629,7.3541,10.2,16.6869,,25.6625,14.22,13.1679,16.3007,6.53,2.7997,13.6057,8.5587,9.1052,12.0748,2.5347,17.5675,10.765,10.8163,5.3915,20.7349,,,,,,,,,,12.7224,10.339,8.44,11.9775,13.1248,11.8884,18.6146,5.117,14.724,8.8119,25.5,22.1662,10.9098,11.5178,6.27,,11.5659,9.1123,,,,,,32.4597
2015/4/10,22.1,25.1521,18.5713,12.6354,6.4602,39.7662,7.1828,10.1194,27.8406,28.8106,21.6663,,13.8427,5.5631,11.7056,10.7145,4.5629,7.3541,11.0074,17.9349,,26.6732,14.97,13.4803,16.7,6.77,2.7997,13.6348,8.8452,9.1052,12.8138,2.5661,17.5675,11.8429,10.9225,5.4169,20.6676,,,,,,,,,,13.2076,11.0782,8.51,12.416,13.4318,12.0466,18.7728,5.117,16.1983,9.6912,26.7,22.3907,12.0009,11.6368,6.58,,11.5272,9.2264,,,,,,32.6803
2015/4/13,22.11,25.5965,19.7615,12.7744,6.6217,40.0439,7.1828,10.2564,29.1007,31.6926,21.6663,,14.1814,5.8507,12.2327,10.7214,4.5629,7.3541,11.3627,19.2,,29.3385,14.95,14.8273,17.229,6.78,2.7997,13.4796,9.0472,9.1052,14.0938,2.6068,17.5675,13.0261,10.9042,5.5843,20.4446,,,,,,,,,,13.2571,11.5977,8.5,12.7946,13.5903,12.1873,18.7827,5.117,17.8152,10.2254,26.71,22.3907,12.8565,11.6368,6.68,,11.4402,9.3548,,,,,,33.5913
2015/4/14,21.53,25.0667,19.1283,13.1094,6.6805,38.5858,7.1828,10.8275,29.2179,33.0261,21.6663,,13.7653,5.619,11.9768,11.4029,4.5629,7.3541,11.0529,18.5353,,29.1304,14.45,15.1495,18.9559,6.67,2.7997,13.2954,8.6479,9.1052,15.4461,2.6569,17.5675,14.3284,11.1641,5.331,19.8894,,,,,,,,,,13.7422,11.4978,8.45,13.6217,13.3427,12.2665,18.4763,5.117,18.5476,10.3247,27.33,23.2692,12.2007,11.4088,6.53,,11.991,9.1836,,,,,,32.7728
2015/4/15,20.78,23.5112,19.6717,12.2561,6.2645,36.2647,7.1828,10.5686,27.0591,31.6836,21.6663,,12.7008,5.3128,11.3012,10.2636,4.5629,7.3541,9.9475,17.3688,,28.7341,13.5,15.374,18.6365,6.26,2.7997,12.5002,8.0232,9.1052,13.9006,2.5629,19.3242,14.4746,10.5089,4.8523,19.2037,,,,,,,,,,13.168,10.5088,7.9,12.7647,13.0951,12.3104,17.5075,5.117,17.5109,9.9181,28.5,22.1077,10.9814,10.8339,6.22,,11.6045,8.7558,,,,,,31.4989
2015/4/16,20.39,24.3573,19.6717,12.3446,6.2204,35.9671,7.1828,11.627,27.3521,34.2792,21.6663,,12.5218,5.4193,11.5213,10.1879,4.5629,7.3541,9.8345,17.4374,,29.606,13.72,16.067,18.4768,6.3,3.0794,12.6068,8.3238,9.1052,13.8957,2.5473,21.2545,14.58,10.6443,4.9882,18.7451,,,,,,,,,,13.6036,11.2381,7.96,12.6452,13.0554,12.2841,18.5949,5.117,17.5299,9.8614,30.85,24.3233,11.1981,11.1015,6.25,,12.764,8.9365,,,,,,32.9792
2015/4/17,21.36,24.0582,19.6717,12.3699,6.2547,38.1295,7.1828,12.3656,27.6745,36.3198,23.833,,12.425,5.3527,11.5008,10.9142,4.5629,7.3541,9.5159,17.5489,,31.7363,13.55,15.7254,17.8579,6.5,3.389,12.4517,8.1782,9.1052,13.4755,2.6319,20.8749,14.6106,10.4686,4.9672,19.1826,,,,,,,,,,13.9501,11.5677,8.1,12.6452,13.0059,12.2929,18.4565,5.117,17.4918,9.8141,30.24,26.7537,10.4066,11.2403,6.31,,14.0394,8.8699,,,,,,33.2425
2015/4/20,23.5,22.7677,19.6717,12.7302,6.0149,35.3224,7.1828,11.7945,28.9542,33.7421,21.8024,,12.1105,5.2222,12.1611,11.0346,4.5629,7.3541,9.5159,16.2923,,28.8332,13.92,14.7883,18.0376,6.37,3.7286,12.4905,8.1124,9.1052,12.2729,2.7384,18.7874,14.342,10.1648,4.6209,19.2499,,,,,,,,,,14.2274,11.0683,7.86,11.9676,12.5403,11.6685,18.1401,5.117,17.8152,9.2657,29.16,26.1973,9.372,11.5475,6.08,,15.4405,8.2472,,,,,,33.029
2015/4/21,24.19,23.8189,19.6717,13.2106,6.2253,36.4928,7.1828,11.9011,29.6282,37.1164,23.9836,,12.6379,5.7442,12.3402,11.2136,4.5629,7.3541,9.5159,16.9957,,29.9033,14.75,15.657,18.6665,6.67,3.8351,13.2372,8.8029,9.1052,13.0891,2.9232,19.5519,14.9643,10.5528,4.8637,20.2764,,,,,,,,,,15.1679,11.5378,8.19,12.4658,13.1347,11.9763,18.7135,5.117,18.2337,9.5399,29.99,25.6312,10.2257,12.0431,6.38,,15.2086,8.656,,,,,,36.3312
2015/4/22,26.61,25.0239,19.6717,13.4381,6.4309,37.5542,7.1828,12.3884,28.5146,39.4702,26.3834,,13.2718,6.1516,12.7702,11.2033,4.5629,7.3541,9.5159,17.3259,,30.5969,15.55,15.8035,19.2454,6.97,3.8251,13.2857,8.7982,9.1052,13.4031,2.9326,19.9586,16.0591,10.7614,5.1671,20.3184,11.3048,,,,,,,,,15.3461,12.6965,8.61,12.7249,13.2833,12.1785,19.0793,5.117,18.4145,9.6912,30.07,28.1983,10.5517,12.063,6.7,,16.7256,9.2122,,,,,,38.8008
2015/4/23,28.99,26.5195,21.6389,13.3686,6.5336,39.5777,7.1828,12.0458,27.7917,41.851,25.5478,,13.0395,6.5138,12.5552,11.1585,4.5629,7.3541,9.5159,17.7119,,29.8537,16.05,15.9401,19.1256,7.04,3.8684,13.3826,8.7231,9.1052,13.5045,2.87,19.7309,15.8192,10.6516,5.1644,20.3605,12.4355,,,,,,,,,15.257,13.9552,8.63,13.1035,13.3724,12.4775,18.9804,5.117,18.034,9.7526,30.06,28.003,10.2276,12.4396,7.04,,18.3488,9.754,,,,,,38.5446
2015/4/24,28.88,25.6051,23.8037,13.0336,6.5434,37.9014,7.1828,11.6422,26.639,43.0324,26.7186,,12.875,6.4046,12.3761,10.9555,4.5629,7.3541,9.5159,17.7376,,29.6754,15.95,15.4325,18.7463,6.83,3.7951,12.9366,8.4459,9.1052,13.2823,2.8136,19.4543,15.9617,11.7168,5.3126,20.9494,13.6793,,,,,,,,,15.4451,13.4857,9.11,13.4523,14.145,12.1961,18.3774,5.117,17.7201,9.5115,30.14,27.0953,11.2509,12.063,7.26,,18.1169,9.9014,,,,,,39.1566
2015/4/27,28.7,25.2119,23.3051,13.1221,6.5875,36.8003,7.1828,11.6499,27.4498,41.7794,27.423,,12.725,6.3034,12.2327,11.4821,4.5629,7.3541,9.5159,17.5446,,29.4475,17.55,15.3056,18.7563,6.82,3.8018,12.8008,8.3708,9.1052,13.3451,2.8199,20.0182,16.9363,11.0909,5.1785,20.4026,15.0484,,,,,,,,,16.2273,13.3958,9.01,13.3128,14.1054,12.2753,18.328,5.117,17.8057,9.6817,29.64,27.3588,11.3809,12.0332,7.42,,18.5034,9.8444,,,,,,38.7154
2015/4/28,28.01,23.7591,22.4922,12.49,6.2547,34.509,7.1828,11.0026,25.291,38.4857,25.8733,,11.8783,5.9679,11.3524,10.9314,4.5629,7.3541,9.5159,16.5111,,29.2295,16.79,16.3696,17.3688,6.42,3.6453,12.2383,7.9809,9.1052,12.582,2.6789,19.0856,15.9691,10.3442,4.9689,19.0228,16.5528,,,,,,,,,15.4154,12.6066,8.43,12.6352,13.729,11.4487,17.6953,5.117,17.3587,9.7668,28.63,26.0802,10.2652,11.4583,7.05,,17.4213,9.312,,,,,,38.63
2015/4/29,28.4,24.3146,24.0141,12.8187,6.4651,35.5604,7.1828,11.0483,25.4961,39.2644,26.2571,,12.5315,6.1197,11.5418,11.0277,5.019,7.3541,9.5159,16.8327,,31.5084,17.15,17.2872,17.6683,6.86,3.8184,12.5196,8.2205,9.1052,12.8959,2.8574,19.1995,15.1445,10.7944,5.0496,19.7253,18.2071,,,,,,,,,16.8213,13.176,8.81,12.8544,14.1847,11.5982,17.8831,5.117,17.5965,10.1072,28.81,26.6366,10.4575,11.7755,7.08,,16.9381,9.4546,,,,,,40.1031
2015/4/30,29.1,24.7081,23.5002,12.7112,6.5875,35.3621,7.1828,11.2844,25.5938,38.7811,27.6416,,13.054,6.0318,11.5008,11.014,5.5218,7.3541,9.5159,16.6612,,33.6585,16.53,16.887,17.9677,6.72,3.8051,12.9269,8.0983,9.1052,12.7704,2.8794,21.0376,14.2448,10.5491,5.0066,19.4645,20.0285,,,,,,,,,16.4154,12.7964,8.54,12.5754,13.7868,11.4839,17.6953,5.117,17.4062,10.0127,29.42,26.5975,10.0014,11.6764,7.08,,17.5758,9.331,,,,,,40.1245
2015/5/4,31.22,24.2376,23.431,13.9817,6.9105,34.1023,7.1828,11.0636,25.7794,38.1904,26.5291,,13.4943,6.1197,11.4599,12.1141,6.0734,7.3541,9.9943,16.8499,,34.7404,16.23,16.887,18.377,6.81,3.9449,13.276,8.2111,9.1052,12.3067,2.8794,22.0786,14.0124,10.5711,5.1706,19.435,22.0319,,,,,,,,,17.4154,12.7265,8.67,13.7014,13.7171,11.3344,18.5356,5.117,18.0625,9.7479,29.4,26.1583,10.1729,12.3108,7.79,,16.9671,9.4783,,,,,,40.4447
2015/5/5,28.13,22.9799,23.0259,13.2106,6.6511,34.4991,7.1828,10.4696,24.5388,36.2571,24.6685,,12.8895,5.88,11.2142,12.4871,6.6816,7.3541,9.2657,16.2109,,33.6287,15.75,16.887,17.4686,6.46,3.7485,13.0141,8.0044,9.1052,11.8865,2.8794,22.019,13.4126,10.5821,5.1241,19.0985,24.2343,,,,,,,,,16.752,12.4468,8.74,13.8409,13.0407,11.053,18.0413,5.117,17.6345,9.0388,27.02,25.192,10.0709,11.6268,8.57,,15.8559,8.8842,,,,,,38.0037
2015/5/6,29,23.228,23.7374,12.9451,6.3036,35.243,7.1828,10.3859,24.4118,36.6062,24.2896,,13.2331,5.7282,11.3012,11.9898,6.2352,7.3541,9.0522,16.3738,,33.3607,15.69,16.887,16.7399,6.33,3.6919,12.762,7.9903,9.1052,11.8333,2.8794,22.3226,13.3676,10.6333,5.3906,18.682,26.658,,,,,,,,,15.8808,12.0672,9.05,13.9605,13.1303,11.1146,17.547,5.117,17.1114,8.7504,28.18,24.1671,9.5438,11.27,8.1,,15.7303,8.7653,,,,,,37.0358
2015/5/7,27.3,22.8345,23.4409,12.1487,6.0834,33.7254,7.1828,10.5458,24.6853,35.9797,24.8483,,13.4277,5.9093,11.25,10.7902,5.631,7.3541,9.2325,16.2838,,32.7751,15.66,16.887,16.2408,6,3.6553,12.3256,7.8212,9.1052,11.645,2.8794,21.0918,12.0706,11.3434,5.5388,18.2445,24.1802,,,,,,,,,15.2174,11.4778,8.15,14.7876,12.8816,11.2728,16.7067,5.117,16.6358,8.6937,27.44,23.8158,8.6087,11.0619,7.29,,15.8849,8.5039,,,,,,37.0571
2015/5/8,28.6,23.3906,25.1802,12.4647,6.3428,35.7687,7.1828,10.7361,25.5352,38.6468,24.4353,,14.099,6.2022,11.6902,11.2999,6.089,7.3541,9.5637,17.3173,,34.0953,17.13,16.887,17.0993,6.33,3.895,13.3923,8.2017,9.1052,12.2391,2.8794,22.4799,12.6779,12.167,6.0928,19.2037,26.599,,,,,,,,,15.2174,11.8374,8.28,14.8274,13.3193,11.6597,17.0626,5.117,17.0543,8.9868,28.33,24.255,9.2038,11.3394,7.39,,16.1458,8.7701,,,,,,38.7794
2015/5/11,29.61,25.4097,27.7002,13.1916,6.7049,39.3496,7.1828,11.4443,25.9552,40.6785,26.6214,,14.7704,6.3141,12.1304,12.4311,6.512,7.3541,9.6741,18.6125,,34.5816,17.62,16.887,17.5385,6.96,4.2412,14.1778,8.5587,9.1052,13.461,2.8794,24.73,13.9449,12.9906,6.575,19.8683,29.2587,,,,,,,,,15.2174,13.0262,8.88,15.5449,13.8465,12.4072,17.7348,5.6268,17.7391,9.2043,29.32,26.0802,9.7932,12.1621,8.13,,17.7594,9.3215,,,,,,39.2491
2015/5/12,30.48,25.1616,26.4946,13.4887,6.9594,43.2875,7.1828,12.1448,26.0138,44.7508,28.55,,14.5515,6.2662,12.1304,12.6735,6.4282,7.3541,10.0053,18.6577,,37.1127,17.68,16.887,17.2191,7.33,4.1746,14.1488,8.5352,9.1052,14.4898,2.8794,24.1444,14.7321,13.5726,6.347,21.8539,32.1838,,,,,,,,,15.2174,13.7854,9.48,16.2025,14.8511,12.2841,19.2671,6.1885,17.7867,9.1664,30.38,28.0226,10.3826,12.7865,8.94,,19.5373,9.6827,,,,,,40.3451
2015/5/13,31.09,26.6502,28.6588,13.3054,7.4048,43.4462,7.1828,11.6727,25.8282,47.0779,28.1711,,15.0867,6.1783,12.3249,12.6797,6.6075,7.3541,10.8737,18.5155,,36.7455,17.77,16.887,17.0793,7.48,4.3944,14.0615,8.8311,9.1052,15.2723,2.8794,23.0871,14.7996,13.5433,6.2243,23.8941,34.4108,,,,,,,,,15.2174,13.5256,9.31,15.7442,15.4181,12.2225,18.8519,6.8069,18.1386,9.261,33.42,26.373,10.3429,12.7568,8.95,,18.7257,9.7921,,,,,,40.6227
2015/5/14,33.96,27.9335,30.0522,13.4002,7.3754,46.2732,7.1828,12.4113,26.0822,45.1089,27.3841,,14.8142,6.4393,12.2276,13.4007,6.7089,7.3541,10.6198,19.9636,,37.8969,18.47,16.887,18.0675,7.96,4.3711,15.4676,8.7043,9.1052,15.3544,2.8794,21.7425,16.2765,13.3639,6.8467,23.9993,37.8521,,,,,,,,,15.2174,13.7454,9.41,15.8936,15.4678,12.5303,19.2374,7.4866,18.3003,9.4785,36.22,26.4511,11.176,13.1632,8.72,,19.547,9.9442,,,,,,40.6227
2015/5/15,35.3,26.7272,29.7953,12.8629,7.1209,44.7357,7.1828,12.0306,25.2812,43.4083,27.9816,,14.0601,6.141,12.4682,13.6618,6.4535,7.3541,10.5094,19.2202,,36.2789,17.8,16.887,17.9078,7.56,4.4643,15.2155,8.6197,9.1052,15.9388,2.8794,21.9756,16.7114,13.7739,6.7766,24.0414,41.6376,,,,,,,,,15.2174,13.2659,9.63,15.4751,15.3584,12.0203,20.0975,8.2372,17.9579,9.0057,32.6,25.4067,10.5186,12.7172,8.37,,19.4214,9.8539,,,,,,40.6227
2015/5/18,36.7,26.0428,29.8051,13.1853,7.3216,42.9503,7.1828,12.0306,26.1213,46.368,30.7798,,14.0844,6.2022,13.241,14.5444,6.8628,7.3541,10.7302,20.6877,,37.6686,18.91,16.887,18.1873,7.8,4.6574,15.2155,9.3666,9.1052,17.1849,2.8794,21.6286,16.5314,14.5279,6.9695,25.8713,45.8016,,,,,,,,,15.2174,12.9363,9.31,16.3321,14.9406,12.0554,21.7583,9.0633,18.034,8.9679,31.27,25.8167,10.0879,12.7172,8.77,,20.175,9.9632,,,,,,40.6227
2015/5/19,35.08,26.6759,30.1411,13.6593,7.3705,42.8908,7.1828,12.1067,27.528,51.0048,33.8607,,15.4953,6.5192,13.2155,14.3704,7.5431,7.3541,10.583,22.0971,,37.1028,20.71,16.887,18.8262,8.58,4.7406,16.738,9.3995,9.1052,18.5717,2.8794,22.2142,16.7864,14.3632,6.6626,24.9248,45.0568,,,,,,,,,15.2174,13.176,9.58,16.5812,15.4281,12.2665,22.3811,8.7818,18.8139,9.3839,31,26.5097,10.2012,13.9363,8.73,,20.1944,10.1628,,,,,,40.6227
2015/5/20,35.4,29.0372,31.2084,14.1081,7.2188,42.9403,7.1828,12.4113,27.655,50.0989,37.2429,,17.0473,6.6203,13.1131,14.302,7.6132,7.3541,10.7413,23.4353,,37.3807,20.22,16.887,19.0158,9.44,4.8871,16.6604,10.339,10.015,19.6094,2.8794,22.4256,17.0113,14.2754,6.653,24.563,43.8032,,,,,,,,,15.2174,13.3758,9.69,17.2488,15.6469,12.5391,21.8571,8.8104,18.6903,9.3555,32.7,26.3633,10.4223,13.7877,8.63,,19.9914,10.7428,,,,,,40.6227
2015/5/21,35.05,31.5011,31.7717,14.6517,7.625,44.1108,7.1828,13.5458,28.2997,50.359,39.2644,,18.0933,7.2834,13.3844,14.7806,7.5509,7.3541,11.238,23.306,,39.3957,20.64,16.887,19.3552,10.38,5.3764,17.3102,11.3767,11.0172,19.7937,2.8794,23.3094,18.2333,13.9825,7.3184,24.7818,41.9104,,,,,,,,,15.2174,13.8753,10.28,17.3784,15.8757,13.1194,22.3811,9.6929,19.2229,9.9039,33.13,28.3642,10.4506,13.9264,8.81,,20.8417,10.8521,,,,,,40.6226
2015/5/22,36.68,30.2435,31.5049,14.6391,7.5565,45.6582,7.1828,13.9189,27.7624,49.6146,36.9805,,17.9133,7.9971,13.3485,14.2958,8.0576,7.3541,11.9151,23.4159,,40.5669,20,16.887,19.1456,10.63,5.5229,16.9514,11.4899,12.1183,19.0663,2.8794,21.9864,18.5107,13.9825,6.5925,26.6243,46.1015,,,,,,,,,15.2174,14.4547,10.38,17.8965,16.5919,13.1194,22.3811,9.4163,19.4702,10.3388,33.27,28.7156,11.4934,14.085,8.94,,20.9673,11.3417,,,,,,40.6226
2015/5/25,37.36,30.5258,31.5049,15.366,7.7865,44.1406,7.1828,14.3225,30.5367,48.9241,36.1641,,19.4458,8.5777,13.9474,14.1466,8.5469,7.3541,12.5995,24.4891,,40.3982,20.4,16.887,19.8543,10.22,5.4996,17.1162,11.4804,13.3314,18.3487,2.8794,21.6557,18.5107,15.3735,6.4934,26.1195,43.459,,,,,,,,,15.2174,15.9031,10.7,18.4446,17.5468,13.4623,22.3811,9.1777,20.0314,10.5752,33.95,29.7307,11.6861,14.4319,9.18,,22.1268,11.8123,,,,,,40.6226
2015/5/26,41.1,30.7055,32.2461,15.5872,7.9774,46.7989,7.9031,14.4747,31.9434,53.8209,38.3022,,20.5696,8.9729,14.0241,14.7433,8.6619,7.3541,13.1221,25.5558,,42.6811,21.49,16.887,20.2536,11.24,6.0489,18.086,11.9144,14.6632,18.8724,2.8794,23.7432,18.9006,16.1055,6.8283,27.3605,47.8049,,,,,,,,,15.2174,17.0619,10.73,20.2881,17.8552,14.2537,22.3811,9.5975,20.3643,10.7312,34.76,30.3065,12.1225,14.7491,9.29,,23.0834,11.8408,,,,,,40.6226
2015/5/27,41.2,29.6617,31.6531,15.0436,8.4424,44.3191,8.6929,14.1016,33.9069,55.6326,37.1262,,20.6766,9.6886,14.5206,15.427,8.7886,7.3541,12.9344,27.4435,,46.9492,22.87,16.887,22.28,11.79,6.3419,17.795,11.9804,16.1269,19.2894,2.8794,23.5317,18.2108,16.0543,6.7503,29.6223,52.5859,,,,,,,,,15.2174,17.1718,10.46,20.597,17.5866,13.9108,22.3811,10.0554,20.6307,11.2843,33.4,29.6819,12.8932,15.0961,10.22,,23.2477,11.5033,,,,,,40.6226
2015/5/28,37.1,26.693,28.4908,14.8224,7.5981,39.8852,9.5622,12.693,30.5172,51.4712,33.6566,,18.609,9.0851,13.067,13.8856,7.9095,7.3541,11.6428,25.8402,,45.4206,20.58,16.887,22.26,10.61,5.7093,16.0204,11.2257,17.7422,18.7463,2.8794,21.9593,16.389,15.8859,6.7214,27.5715,47.3281,,,,,,,,,15.2174,15.4736,9.78,18.5343,16.8903,13.1986,22.3811,9.1825,19.3561,10.1545,30.06,26.7342,11.6067,13.5894,9.39,,21.064,10.353,,,,,,40.6226
2015/5/29,37.31,26.3251,28.6094,14.5379,7.495,38.6255,10.5209,12.6397,29.9701,51.1662,34.4341,,20.1366,8.8341,12.9954,13.7737,7.8043,7.3541,11.9924,24.5408,,49.4108,20.21,16.887,24.49,10.43,5.5462,15.6713,11.3578,19.5158,19.4252,2.8794,22.122,16.3215,17.4745,7.2605,26.6052,47.7361,,,,,,,,,15.2174,16.5624,9.6,17.8268,17.2285,14.3153,22.3811,9.3399,19.689,9.9417,30.11,26.3828,11.1194,13.0938,9.24,,20.948,10.5526,,,,,,40.6226
2015/6/1,38.8,27.4287,29.5778,15.3786,8.0006,40.8672,11.574,13.9037,32.7151,53.4443,37.204,,20.8712,9.3468,13.7419,15.1535,7.8043,7.3541,13.192,25.1937,,54.3539,21.5,16.887,24.2,10.95,6.0423,16.9998,12.103,19.0543,20.5792,2.8794,23.9872,16.9063,18.375,7.6252,28.7403,45.4255,,,,,,,,,15.2174,18.2207,10.12,19.6105,18.7803,15.7486,22.3811,9.7692,21.6579,10.5374,31,28.3056,11.4991,13.6192,9.81,,22.3877,10.9472,,,,,,40.6226
2015/6/2,39.78,28.1645,29.7458,15.7831,8.3049,44.7556,12.7314,14.4214,32.7151,52.6012,40.8,,22.9584,9.8756,14.1693,16.6577,7.8043,7.3541,14.5093,24.877,,55.0388,23.09,16.887,23.5,11.14,6.202,17.795,13.1596,19.7268,21.1999,2.8794,26.3837,17.1312,19.0338,7.8795,28.7403,45.7205,,,,,,,,,15.2174,19.1696,10.78,20.3578,19.3373,16.4696,22.3811,10.7471,22.4569,11.0338,32.19,28.4618,12.1111,13.9165,10.16,,22.3394,11.1658,,,,,,40.6226
2015/6/3,38.75,28.2757,29.0442,15.9222,8.3098,49.2291,14.003,14.6499,32.7151,51.1662,39.381,,22.574,9.5604,13.9015,17.9692,8.5839,7.3541,14.6087,24.4891,,55.3862,23.39,18.5757,22.4,10.69,6.0822,17.4362,12.82,21.6586,20.4241,2.8794,27.7609,17.2362,19.495,8.0574,28.7403,43.5303,,,,,,,,,15.2174,18.5503,11.56,20.5671,18.6907,16.5048,22.3811,10.2463,22.0194,11.9083,31.41,27.9933,12.3775,13.6885,9.75,,21.4215,10.7855,,,,,,40.6226
2015/6/4,38,27.7196,28.4611,15.012,8.0988,48.6042,15.4038,15.7616,32.7151,49.2828,37.8066,,22.3794,9.4002,13.7471,17.59,9.4415,7.3541,15.2711,23.5387,,50.2247,22.79,20.4303,22,10.42,6.0889,16.5925,12.3955,19.496,19.784,3.1676,26.785,16.419,19.4731,7.9689,28.7403,39.8702,,,,,,,,,15.2174,19.4793,11.12,19.8895,18.5216,15.9596,22.3811,10.8759,22.9705,12.6553,30.66,28.2763,12.0091,13.4705,9.52,,21.2669,10.6334,,,,,,40.6226
2015/6/5,38.05,29.0971,27.7299,15.7136,8.5896,49.2986,16.9437,15.7387,32.7151,51.6685,37.6899,,23.3622,9.6192,14.1332,17.3973,10.227,7.3541,16.0364,25.0063,,54.5921,22.32,22.4704,22.13,10.63,6.2753,17.2908,12.4615,19.0543,19.59,3.4841,25.9771,16.0291,19.4731,7.8023,27.4618,40.1898,,,,,,,,,15.2174,19.799,11.4,20.5172,19.3472,15.7222,22.3811,11.1764,22.7993,12.4898,33.73,29.1353,12.2132,14.3923,9.75,,21.4794,10.6857,,,,,,44.6828
